
[00:00:00.000 --> 00:00:12.500]  這一次的大會的重點之一就是敬拜讚美
[00:02:37.300 --> 00:02:40.300]  is now placing emphasis in our worship
[00:02:40.300 --> 00:02:42.300]  這是很合神心意的一件事
[00:02:42.300 --> 00:02:45.300]  This is according to the heart of the Lord
[00:02:45.300 --> 00:02:47.300]  我們在敬拜中的心情中
[00:02:47.300 --> 00:02:52.300]  Letting go to the point that in worship we want to receive the Word of God
[00:02:52.300 --> 00:02:55.300]  我們來到查經的第二個分題
[00:02:55.300 --> 00:02:58.300]  We want to come to the second topic of this theme
[00:02:58.300 --> 00:03:00.300]  跟隨基督的代價
[00:03:00.300 --> 00:03:02.300]  The cost of following Christ
[00:03:02.300 --> 00:03:04.300]  與主同死
[00:03:04.300 --> 00:03:07.300]  That is to die with him
[00:03:07.300 --> 00:03:09.300]  我們的主向自己死了
[00:03:09.300 --> 00:03:12.300]  Our Lord has died to himself
[00:03:12.300 --> 00:03:14.300]  我們和他同死
[00:03:14.300 --> 00:03:16.300]  And we also want to die with him
[00:03:16.300 --> 00:03:18.300]  沒有人願意死的
[00:03:18.300 --> 00:03:20.300]  No one wants to die
[00:03:20.300 --> 00:03:22.300]  死這個字有中文的寫法
[00:03:22.300 --> 00:03:24.300]  兩部分合成
[00:03:24.300 --> 00:03:26.300]  In the Chinese characters
[00:03:26.300 --> 00:03:28.300]  the death has two parts
[00:03:28.300 --> 00:03:30.300]  一部分是歹
[00:03:30.300 --> 00:03:32.300]  好歹的歹表示不好
[00:03:32.300 --> 00:03:34.300]  另外一部分是一把刀
[00:03:34.300 --> 00:03:36.300]  很好的刀
[00:03:36.300 --> 00:03:39.300]  On one hand is the badness
[00:03:39.300 --> 00:03:41.300]  On the other hand is a knife
[00:03:41.300 --> 00:03:43.300]  So the knife which is bad is killing us
[00:03:43.300 --> 00:03:45.300]  死好像一把刀
[00:03:45.300 --> 00:03:47.300]  沒有人歡喜
[00:03:47.300 --> 00:03:50.300]  讓這把刀刺入自己的心
[00:03:50.300 --> 00:03:52.300]  Death is like a dagger
[00:03:52.300 --> 00:03:54.300]  The one to pierce to our heart
[00:03:54.300 --> 00:03:56.300]  但是我們的主為我們死了
[00:03:56.300 --> 00:03:58.300]  But then our Lord died for us
[00:03:58.300 --> 00:04:00.300]  他為我們捨棄
[00:04:00.300 --> 00:04:02.300]  He has denied himself for us
[00:04:02.300 --> 00:04:04.300]  他為我們背十字架
[00:04:04.300 --> 00:04:05.300]  上十字架
[00:04:05.300 --> 00:04:07.300]  He borne our cross
[00:04:07.300 --> 00:04:09.300]  And he was crucified on the cross
[00:04:09.300 --> 00:04:11.300]  因此我們願意和他同行
[00:04:11.300 --> 00:04:13.300]  And because of that we want to walk with him
[00:04:13.300 --> 00:04:16.300]  因此我們願意和他同背十字架
[00:04:16.300 --> 00:04:18.300]  We want to bear the cross together with him
[00:04:18.300 --> 00:04:19.300]  我們背十字架
[00:04:19.300 --> 00:04:22.300]  不但是因為主說來跟從我
[00:04:22.300 --> 00:04:24.300]  Find跟從我的
[00:04:24.300 --> 00:04:27.300]  要背起他自己的十字架來跟從我
[00:04:27.300 --> 00:04:30.300]  We want to bear the cross together with Christ
[00:04:30.300 --> 00:04:31.300]  Not only that he just called us
[00:04:31.300 --> 00:04:34.300]  So that we can bear the cross and walk with him
[00:04:34.300 --> 00:04:35.300]  我們願意背十字架
[00:04:35.300 --> 00:04:38.300]  也是從心裡面對極度的愛
[00:04:38.300 --> 00:04:40.300]  極度的捨棄
[00:04:40.300 --> 00:04:42.300]  極度的背十字架的回應
[00:04:42.300 --> 00:04:44.300]  But also it is because of the response
[00:04:44.300 --> 00:04:45.300]  within our heart
[00:04:45.300 --> 00:04:48.300]  that it is the calling of God
[00:04:48.300 --> 00:04:49.300]  剛才我們唱的詩
[00:04:49.300 --> 00:04:53.300]  我要一路一路隨主行
[00:04:53.300 --> 00:04:54.300]  That's now the song
[00:04:54.300 --> 00:04:55.300]  the hymn that we are just sung
[00:04:55.300 --> 00:04:58.300]  Way by way I will follow the Lord
[00:04:58.300 --> 00:04:59.300]  這首詩很特別
[00:04:59.300 --> 00:05:02.300]  這個副歌重複好多次
[00:05:02.300 --> 00:05:03.300]  This song is very special
[00:05:03.300 --> 00:05:05.300]  because the chorus is repeated many times
[00:05:05.300 --> 00:05:07.300]  而且每一次的重複
[00:05:07.300 --> 00:05:08.300]  都是在那裡加重
[00:05:08.300 --> 00:05:09.300]  加重這個意思
[00:05:09.300 --> 00:05:12.300]  Every repetition to add meaning to the verse
[00:05:12.300 --> 00:05:16.300]  我要隨主 隨主行一路
[00:05:16.300 --> 00:05:19.300]  I want to follow and follow Christ Jesus
[00:05:19.300 --> 00:05:20.300]  through the way
[00:05:20.300 --> 00:05:24.300]  行全程 所有的人生的道路
[00:05:24.300 --> 00:05:26.300]  Through the whole life way
[00:05:26.300 --> 00:05:29.300]  我們可能要開始
[00:05:29.300 --> 00:05:30.300]  但是不能持續
[00:05:30.300 --> 00:05:32.300]  Maybe we will stop
[00:05:32.300 --> 00:05:33.300]  But we cannot persist
[00:05:33.300 --> 00:05:36.300]  我們開始願意背十字架的時候
[00:05:36.300 --> 00:05:39.300]  可能是情緒化的一件事
[00:05:39.300 --> 00:05:41.300]  Maybe emotionally in the beginning
[00:05:41.300 --> 00:05:45.300]  We want to follow the Lord Christ
[00:05:45.300 --> 00:05:48.300]  開始就同行一段路以後
[00:05:48.300 --> 00:05:50.300]  Then we walk for a certain distance
[00:05:50.300 --> 00:05:52.300]  我們發現原來是如此
[00:05:52.300 --> 00:05:54.300]  We find it so difficult
[00:05:54.300 --> 00:05:55.300]  這麼多的難處
[00:05:55.300 --> 00:05:56.300]  So many difficulties
[00:05:56.300 --> 00:05:59.300]  這麼重的十字架的重量
[00:05:59.300 --> 00:06:01.300]  Such a heavy cross is put upon us
[00:06:01.300 --> 00:06:02.300]  慢慢就退後了
[00:06:02.300 --> 00:06:04.300]  Slowly we retreat
[00:06:04.300 --> 00:06:05.300]  在唱這首詩的時候
[00:06:05.300 --> 00:06:07.300]  不容易從心底下
[00:06:07.300 --> 00:06:10.300]  全心全意的唱出來了
[00:06:10.300 --> 00:06:11.300]  So as we sing this hymn
[00:06:11.300 --> 00:06:13.300]  Maybe it's difficult for us to sing
[00:06:13.300 --> 00:06:14.300]  from within our heart
[00:06:14.300 --> 00:06:16.300]  我看見過一幅漫畫
[00:06:16.300 --> 00:06:18.300]  I saw a cartoon
[00:06:18.300 --> 00:06:19.300]  有兩邊
[00:06:19.300 --> 00:06:21.300]  Two sides
[00:06:21.300 --> 00:06:22.300]  兩部分
[00:06:22.300 --> 00:06:24.300]  Two parts
[00:06:24.300 --> 00:06:25.300]  一部分呢
[00:06:25.300 --> 00:06:27.300]  就是一群的基督徒
[00:06:27.300 --> 00:06:29.300]  走在一條路上
[00:06:29.300 --> 00:06:30.300]  On one path
[00:06:30.300 --> 00:06:31.300]  there is a group of Christians
[00:06:31.300 --> 00:06:32.300]  walking on the path
[00:06:32.300 --> 00:06:34.300]  他們一面走一面唱
[00:06:34.300 --> 00:06:36.300]  中華我心愛你
[00:06:36.300 --> 00:06:37.300]  現在愛你
[00:06:37.300 --> 00:06:39.300]  永遠愛你
[00:06:39.300 --> 00:06:40.300]  And they sing
[00:06:40.300 --> 00:06:41.300]  Along the way they say
[00:06:41.300 --> 00:06:43.300]  Lord we love you now
[00:06:43.300 --> 00:06:44.300]  We love you forever
[00:06:44.300 --> 00:06:46.300]  後來他們來到一個十字路口
[00:06:46.300 --> 00:06:47.300]  But later on
[00:06:47.300 --> 00:06:48.300]  they come to a crossroad
[00:06:48.300 --> 00:06:49.300]  有兩條路
[00:06:49.300 --> 00:06:50.300]  Two way
[00:06:50.300 --> 00:06:51.300]  有的人走這邊的路
[00:06:51.300 --> 00:06:52.300]  Some will turn this way
[00:06:52.300 --> 00:06:54.300]  那個路上寫著一個名字
[00:06:54.300 --> 00:06:55.300]  愛世界的路
[00:06:55.300 --> 00:06:56.300]  And it is written
[00:06:56.300 --> 00:06:58.300]  The way to love the world
[00:06:58.300 --> 00:06:59.300]  這一部分的基督徒
[00:06:59.300 --> 00:07:01.300]  走愛世界的路
[00:07:01.300 --> 00:07:02.300]  但是還在那裡唱
[00:07:02.300 --> 00:07:04.300]  中華我心愛你
[00:07:04.300 --> 00:07:06.300]  現在愛你
[00:07:06.300 --> 00:07:07.300]  永遠愛你
[00:07:07.300 --> 00:07:08.300]  And this group of Christians
[00:07:08.300 --> 00:07:09.300]  they follow the way of the world
[00:07:09.300 --> 00:07:10.300]  say that
[00:07:10.300 --> 00:07:11.300]  and also sing that
[00:07:11.300 --> 00:07:12.300]  Lord we love you now
[00:07:12.300 --> 00:07:13.300]  We love you forever
[00:07:13.300 --> 00:07:14.300]  另外一條路
[00:07:14.300 --> 00:07:15.300]  On the other way
[00:07:15.300 --> 00:07:16.300]  愛主的路
[00:07:16.300 --> 00:07:18.300]  The way to love the Lord
[00:07:18.300 --> 00:07:19.300]  一些弟兄姊妹
[00:07:19.300 --> 00:07:20.300]  要走在這條路上
[00:07:20.300 --> 00:07:21.300]  不過是少數
[00:07:21.300 --> 00:07:23.300]  A group of Christians
[00:07:23.300 --> 00:07:24.300]  also walk this way
[00:07:24.300 --> 00:07:25.300]  but the rest cares
[00:07:25.300 --> 00:07:26.300]  他們也繼續地唱
[00:07:26.300 --> 00:07:28.300]  中華我心愛你
[00:07:28.300 --> 00:07:30.300]  現在愛你
[00:07:30.300 --> 00:07:31.300]  永遠愛你
[00:07:31.300 --> 00:07:32.300]  They also continue to sing
[00:07:32.300 --> 00:07:34.300]  Lord we love you with our heart
[00:07:34.300 --> 00:07:35.300]  Now and forever more
[00:07:35.300 --> 00:07:36.300]  這另外一邊
[00:07:36.300 --> 00:07:37.300]  And on the other hand
[00:07:37.300 --> 00:07:39.300]  也是一堆的基督徒
[00:07:39.300 --> 00:07:40.300]  Also another group of Christians
[00:07:40.300 --> 00:07:41.300]  走一條路
[00:07:41.300 --> 00:07:42.300]  And they walk away
[00:07:42.300 --> 00:07:44.300]  他們一邊走一邊唱
[00:07:44.300 --> 00:07:45.300]  十字架
[00:07:45.300 --> 00:07:46.300]  十字架
[00:07:46.300 --> 00:07:48.300]  永是我的榮耀
[00:07:48.300 --> 00:07:49.300]  And they sing that
[00:07:49.300 --> 00:07:50.300]  In the cross, in the cross
[00:07:50.300 --> 00:07:52.300]  Forever it is my glory
[00:07:52.300 --> 00:07:53.300]  他們來到十字路口
[00:07:53.300 --> 00:07:55.300]  And they come out of this junction
[00:07:55.300 --> 00:07:56.300]  兩條路
[00:07:56.300 --> 00:07:57.300]  Two ways
[00:07:57.300 --> 00:07:59.300]  走在這邊的路上的人
[00:07:59.300 --> 00:08:01.300]  They who walk this way
[00:08:01.300 --> 00:08:02.300]  他們的景象上
[00:08:02.300 --> 00:08:04.300]  戴了個十字架
[00:08:04.300 --> 00:08:05.300]  On the next hand
[00:08:05.300 --> 00:08:06.300]  was hung a cross
[00:08:06.300 --> 00:08:08.300]  另外一條路的人
[00:08:08.300 --> 00:08:09.300]  And the other way
[00:08:09.300 --> 00:08:10.300]  他們的背上
[00:08:10.300 --> 00:08:11.300]  背了十字架
[00:08:11.300 --> 00:08:12.300]  But at the back
[00:08:12.300 --> 00:08:13.300]  they bore a cross
[00:08:13.300 --> 00:08:14.300]  他們都在那兒唱
[00:08:14.300 --> 00:08:16.300]  十字架 十字架
[00:08:16.300 --> 00:08:18.300]  永是我的榮耀
[00:08:18.300 --> 00:08:19.300]  Where they sing
[00:08:19.300 --> 00:08:20.300]  In the cross, in the cross
[00:08:20.300 --> 00:08:21.300]  Forever it is my glory
[00:08:21.300 --> 00:08:25.300]  但是他們和十字架的關係不同
[00:08:25.300 --> 00:08:26.300]  But their relationship
[00:08:26.300 --> 00:08:27.300]  with the cross is different
[00:08:27.300 --> 00:08:29.300]  一個是裝飾品
[00:08:29.300 --> 00:08:32.300]  One is as an ornament
[00:08:32.300 --> 00:08:34.300]  肯戴十字架裝飾的人
[00:08:34.300 --> 00:08:36.300]  我也很佩服他們
[00:08:36.300 --> 00:08:37.300]  Well, I admire those
[00:08:37.300 --> 00:08:38.300]  who can put up a cross
[00:08:38.300 --> 00:08:40.300]  and be an ornament
[00:08:40.300 --> 00:08:42.300]  這是以十字架為榮
[00:08:42.300 --> 00:08:43.300]  Yes, you are
[00:08:43.300 --> 00:08:44.300]  You feel glorious
[00:08:44.300 --> 00:08:45.300]  because of this cross
[00:08:45.300 --> 00:08:46.300]  This is an ender
[00:08:46.300 --> 00:08:48.300]  Yes, it's something to be admirable
[00:08:48.300 --> 00:08:50.300]  但是那些背十字架的人
[00:08:50.300 --> 00:08:52.300]  更是蒙恩了
[00:08:52.300 --> 00:08:53.300]  But he who bears a cross
[00:08:53.300 --> 00:08:56.300]  is even more blessed
[00:08:56.300 --> 00:08:57.300]  在那個圖畫裡面
[00:08:57.300 --> 00:08:58.300]  有一個嬰兒
[00:08:58.300 --> 00:08:59.300]  And there was a shadow
[00:08:59.300 --> 00:09:00.300]  in the cartoon
[00:09:00.300 --> 00:09:02.300]  基督 Christ
[00:09:02.300 --> 00:09:03.300]  也背著他的十字架
[00:09:03.300 --> 00:09:05.300]  He also bore his own cross
[00:09:05.300 --> 00:09:07.300]  走在這一隊的前頭
[00:09:07.300 --> 00:09:09.300]  And was leading in the whole group
[00:09:09.300 --> 00:09:12.300]  我們跟著背十字架的族
[00:09:12.300 --> 00:09:15.300]  一路 一路走下去
[00:09:15.300 --> 00:09:17.300]  We were following Christ
[00:09:17.300 --> 00:09:18.300]  who bore the cross
[00:09:18.300 --> 00:09:20.300]  We and step by step
[00:09:20.300 --> 00:09:21.300]  we walked with him
[00:09:21.300 --> 00:09:23.300]  如果與主同死
[00:09:23.300 --> 00:09:24.300]  與主兩個字拿掉
[00:09:24.300 --> 00:09:26.300]  If we were to die with Christ
[00:09:26.300 --> 00:09:28.300]  If we remove this word with
[00:09:28.300 --> 00:09:29.300]  單純死
[00:09:29.300 --> 00:09:30.300]  Just to say dying
[00:09:30.300 --> 00:09:31.300]  我們都不要
[00:09:31.300 --> 00:09:32.300]  We do not want
[00:09:32.300 --> 00:09:33.300]  沒有一個人歡喜死
[00:09:33.300 --> 00:09:34.300]  No one likes to die
[00:09:34.300 --> 00:09:36.300]  沒有一個人歡喜向自己死
[00:09:36.300 --> 00:09:38.300]  No one wants to die to himself
[00:09:38.300 --> 00:09:39.300]  但是
[00:09:39.300 --> 00:09:41.300]  有同主兩個字的時候
[00:09:41.300 --> 00:09:42.300]  把背十字架的字
[00:09:42.300 --> 00:09:43.300]  with Christ
[00:09:43.300 --> 00:09:44.300]  一切都改觀了
[00:09:44.300 --> 00:09:46.300]  Everything changed
[00:09:46.300 --> 00:09:47.300]  這是主的路
[00:09:47.300 --> 00:09:48.300]  This is the way of the Lord
[00:09:48.300 --> 00:09:49.300]  榮耀的主
[00:09:49.300 --> 00:09:50.300]  A glorious Christ
[00:09:50.300 --> 00:09:51.300]  偉大的主
[00:09:51.300 --> 00:09:53.300]  And also the mighty God
[00:09:53.300 --> 00:09:54.300]  荒唐的主
[00:09:54.300 --> 00:09:55.300]  The creator
[00:09:55.300 --> 00:09:56.300]  最高的主
[00:09:56.300 --> 00:09:58.300]  The almighty and highest God
[00:09:58.300 --> 00:10:01.300]  他願意為我們兩個人死
[00:10:01.300 --> 00:10:02.300]  For our sake
[00:10:02.300 --> 00:10:03.300]  He died
[00:10:03.300 --> 00:10:05.300]  讓我們的內心的響應
[00:10:05.300 --> 00:10:07.300]  So I want to respond to him
[00:10:07.300 --> 00:10:08.300]  我們說
[00:10:08.300 --> 00:10:09.300]  We say Lord
[00:10:09.300 --> 00:10:10.300]  你既然為我死
[00:10:10.300 --> 00:10:12.300]  That you have died for me
[00:10:12.300 --> 00:10:14.300]  我願意與你同死
[00:10:14.300 --> 00:10:16.300]  And I want to die with you
[00:10:16.300 --> 00:10:18.300]  我們裡面有了力量
[00:10:18.300 --> 00:10:19.300]  We have strength within
[00:10:19.300 --> 00:10:21.300]  我們捨棄一點的時候
[00:10:21.300 --> 00:10:23.300]  When we die to ourselves
[00:10:23.300 --> 00:10:24.300]  我們有喜樂
[00:10:24.300 --> 00:10:25.300]  We have joy
[00:10:25.300 --> 00:10:26.300]  我也相信
[00:10:26.300 --> 00:10:27.300]  那個捨棄的喜樂
[00:10:27.300 --> 00:10:29.300]  就是嫉妒心裡的喜樂
[00:10:29.300 --> 00:10:30.300]  And I truly believe
[00:10:30.300 --> 00:10:32.300]  that the joy of self-denial
[00:10:32.300 --> 00:10:33.300]  is the joy of Christ
[00:10:33.300 --> 00:10:35.300]  這個喜樂就是我們的力量
[00:10:35.300 --> 00:10:37.300]  And that is the strength of us
[00:10:37.300 --> 00:10:38.300]  我們的主
[00:10:38.300 --> 00:10:39.300]  上十字架的時候
[00:10:39.300 --> 00:10:41.300]  On the road when he walked up to the cross
[00:10:41.300 --> 00:10:42.300]  他有喜樂
[00:10:42.300 --> 00:10:43.300]  He has joy
[00:10:43.300 --> 00:10:44.300]  他看見前面的喜樂
[00:10:44.300 --> 00:10:46.300]  He saw the joy set before him
[00:10:46.300 --> 00:10:47.300]  他就忍受困難
[00:10:47.300 --> 00:10:49.300]  And he bared all the suffering
[00:10:49.300 --> 00:10:51.300]  他眼睜睜看著十字架的時候
[00:10:51.300 --> 00:10:54.300]  He despised all the shame of the cross
[00:10:54.300 --> 00:10:56.300]  然後坐在神的右邊
[00:10:56.300 --> 00:10:58.300]  And he sat down on the right hand side of God
[00:10:58.300 --> 00:11:00.300]  他奔走這條路的時候
[00:11:00.300 --> 00:11:01.300]  When he walked this way
[00:11:01.300 --> 00:11:02.300]  他的喜樂是什麼
[00:11:02.300 --> 00:11:03.300]  What is joy
[00:11:03.300 --> 00:11:05.300]  就是這麼多的人因他的救
[00:11:05.300 --> 00:11:07.300]  There are so many people through him are saved
[00:11:07.300 --> 00:11:09.300]  我們奔走這條路的時候
[00:11:09.300 --> 00:11:10.300]  喜樂是什麼
[00:11:10.300 --> 00:11:11.300]  When we run this way
[00:11:11.300 --> 00:11:12.300]  Where is our joy
[00:11:12.300 --> 00:11:13.300]  就是我們的主
[00:11:13.300 --> 00:11:15.300]  他這樣的愛我們
[00:11:15.300 --> 00:11:17.300]  That is our Lord loves us so much
[00:11:17.300 --> 00:11:18.300]  求聖靈
[00:11:18.300 --> 00:11:22.300]  把神的愛交換在我們心裡
[00:11:22.300 --> 00:11:25.300]  Pray that the Holy Spirit will pour the love of God upon our heart
[00:11:25.300 --> 00:11:28.300]  只有在一個交換的狀態之中
[00:11:28.300 --> 00:11:32.300]  我們才能歡歡喜喜地跟從主一路
[00:11:32.300 --> 00:11:33.300]  一路到底
[00:11:33.300 --> 00:11:35.300]  It is only in this state of anointing and pouring
[00:11:35.300 --> 00:11:38.300]  Then we can follow the Christ to the end
[00:11:38.300 --> 00:11:39.300]  有一節
[00:11:39.300 --> 00:11:42.300]  有七節非常寶貴的聖經
[00:11:42.300 --> 00:11:44.300]  A few very precious verses from the Bible
[00:11:44.300 --> 00:11:46.300]  1 Peter 2
[00:11:46.300 --> 00:11:47.300]  Philippians 2
[00:11:47.300 --> 00:11:49.300]  第五節到第十一節
[00:11:49.300 --> 00:11:50.300]  Verses 5 to 11
[00:11:50.300 --> 00:11:53.300]  我要請大家安靜地讀一次
[00:11:53.300 --> 00:11:55.300]  I want you to read it silently
[00:11:55.300 --> 00:11:56.300]  一分鐘
[00:11:56.300 --> 00:11:57.300]  One minute
[00:11:57.300 --> 00:11:59.300]  我們每個人來自己讀
[00:11:59.300 --> 00:12:00.300]  在心裡讀
[00:12:00.300 --> 00:12:01.300]  Read to ourself in our heart
[00:12:01.300 --> 00:12:02.300]  1 Peter 2
[00:12:02.300 --> 00:12:04.300]  第五節到第十一節
[00:12:04.300 --> 00:12:05.300]  Philippians 2
[00:12:05.300 --> 00:12:07.300]  Verses 5 to 11
[00:12:18.300 --> 00:12:41.300]  這是聖經裡面最寶貴的經文之一
[00:12:41.300 --> 00:12:44.300]  This is one of the most precious passages in the Bible
[00:12:44.300 --> 00:12:46.300]  把耶穌基督的形象
[00:12:46.300 --> 00:12:48.300]  為我們描繪出來
[00:12:48.300 --> 00:12:51.300]  That is painted the image of Christ before us
[00:12:51.300 --> 00:12:53.300]  在這裡我們看見基督的心
[00:12:53.300 --> 00:12:55.300]  Here we can see the mind of Christ
[00:12:55.300 --> 00:12:57.300]  也是基督的行動
[00:12:57.300 --> 00:12:58.300]  And also his action
[00:12:58.300 --> 00:13:01.300]  把他的心發出來行動
[00:13:01.300 --> 00:13:03.300]  The action that emitted from his mind
[00:13:03.300 --> 00:13:04.300]  在這裡保羅說
[00:13:04.300 --> 00:13:08.300]  我們要基督這樣的心為我們的心
[00:13:08.300 --> 00:13:09.300]  And Paul said
[00:13:09.300 --> 00:13:12.300]  You must have the mind of Christ as your mind
[00:13:12.300 --> 00:13:14.300]  我們也以基督這樣的行動
[00:13:14.300 --> 00:13:15.300]  做我們的行動
[00:13:15.300 --> 00:13:17.300]  And have this action of Jesus Christ as your action
[00:13:17.300 --> 00:13:18.300]  這是一條路
[00:13:18.300 --> 00:13:19.300]  This is the way
[00:13:19.300 --> 00:13:21.300]  基督教的信仰是一條路
[00:13:21.300 --> 00:13:23.300]  Christianity is a way
[00:13:23.300 --> 00:13:24.300]  跟從主的路
[00:13:24.300 --> 00:13:25.300]  And the way to follow Christ
[00:13:25.300 --> 00:13:28.300]  與主同死同活同得榮耀的路
[00:13:28.300 --> 00:13:30.300]  That is to die together with him
[00:13:30.300 --> 00:13:31.300]  Resurrect together with him
[00:13:31.300 --> 00:13:33.300]  And also to glorify together with him
[00:13:33.300 --> 00:13:34.300]  在世俗時代
[00:13:34.300 --> 00:13:35.300]  In the time of the apostles
[00:13:35.300 --> 00:13:38.300]  基督教的信仰有一個特別的名稱
[00:13:38.300 --> 00:13:41.300]  That is a special name for the Christian belief
[00:13:41.300 --> 00:13:45.300]  使徒行傳第九章第二節Act of the Night
[00:13:45.300 --> 00:13:46.300]  Verse 2 says
[00:13:46.300 --> 00:13:49.300]  凡信奉這道的人
[00:13:49.300 --> 00:13:51.300]  這個道字的原文是道路
[00:13:51.300 --> 00:13:54.300]  He who believes in this way in the original language
[00:13:54.300 --> 00:13:55.300]  道路
[00:13:55.300 --> 00:13:56.300]  Way
[00:13:56.300 --> 00:13:58.300]  基督的信仰是一條道路
[00:13:58.300 --> 00:14:00.300]  It's a way in Christianity
[00:14:00.300 --> 00:14:01.300]  不是理論
[00:14:01.300 --> 00:14:02.300]  Not a theory
[00:14:02.300 --> 00:14:03.300]  不是觀念
[00:14:03.300 --> 00:14:04.300]  Not a concept
[00:14:04.300 --> 00:14:05.300]  那是一條路
[00:14:05.300 --> 00:14:06.300]  But a way
[00:14:06.300 --> 00:14:09.300]  我們合作同行到底的路
[00:14:09.300 --> 00:14:12.300]  Then you want to work this way together with Christ Jesus
[00:14:12.300 --> 00:14:14.300]  我們一起做的心
[00:14:14.300 --> 00:14:15.300]  為心
[00:14:15.300 --> 00:14:16.300]  一起做的路
[00:14:16.300 --> 00:14:17.300]  為我們的路
[00:14:17.300 --> 00:14:19.300]  With Christ's mind as our mind
[00:14:19.300 --> 00:14:20.300]  With Christ's way as our way
[00:14:20.300 --> 00:14:23.300]  我們在這裡看見主是怎麼樣的
[00:14:23.300 --> 00:14:25.300]  Here we see what Christ is
[00:14:25.300 --> 00:14:27.300]  他捨棄一切
[00:14:27.300 --> 00:14:29.300]  He denied everything
[00:14:29.300 --> 00:14:30.300]  放下一切
[00:14:30.300 --> 00:14:31.300]  He gave up everything
[00:14:31.300 --> 00:14:33.300]  他向自己死
[00:14:33.300 --> 00:14:34.300]  He died to himself
[00:14:34.300 --> 00:14:35.300]  他降妃
[00:14:35.300 --> 00:14:37.300]  He humbled himself
[00:14:37.300 --> 00:14:38.300]  當他這樣做的時候
[00:14:38.300 --> 00:14:40.300]  When he did such
[00:14:40.300 --> 00:14:42.300]  就是我們升高
[00:14:42.300 --> 00:14:44.300]  It is then that we are raised
[00:14:44.300 --> 00:14:45.300]  和我們交換了
[00:14:45.300 --> 00:14:47.300]  And it's an exchange with us
[00:14:47.300 --> 00:14:48.300]  他向下去
[00:14:48.300 --> 00:14:50.300]  He descended
[00:14:50.300 --> 00:14:51.300]  但我們向上去
[00:14:51.300 --> 00:14:52.300]  We ascended
[00:14:52.300 --> 00:14:53.300]  這樣一個交換
[00:14:53.300 --> 00:14:55.300]  在這一季節裡面
[00:14:55.300 --> 00:14:57.300]  這個意義非常明顯
[00:14:57.300 --> 00:15:01.300]  Such an exchange in these few verses is clearly depicted
[00:15:01.300 --> 00:15:03.300]  他向下我們向上
[00:15:03.300 --> 00:15:05.300]  Then he decreased and we increased
[00:15:05.300 --> 00:15:08.300]  但是不停止在這裡
[00:15:08.300 --> 00:15:09.300]  Not only stopping at this place
[00:15:09.300 --> 00:15:11.300]  我們向上以後
[00:15:11.300 --> 00:15:12.300]  When he ascended
[00:15:12.300 --> 00:15:15.300]  然後又合足一同降妃
[00:15:15.300 --> 00:15:17.300]  Then together with Christ
[00:15:17.300 --> 00:15:18.300]  we want to humble ourselves
[00:15:18.300 --> 00:15:20.300]  有人就停止在
[00:15:20.300 --> 00:15:21.300]  一同降妃
