
[00:00:00.000 --> 00:00:03.000]  來到聖經的《但願理書》第六章
[00:03:56.840 --> 00:03:59.840]  他不想去玷污自己
[00:03:59.840 --> 00:04:03.640]  因此就算沒有了會有生命的危險
[00:04:03.640 --> 00:04:07.640]  他仍然堅持他只是忠於這位上帝
[00:04:07.640 --> 00:04:11.240]  不是忠於哪個地上的權勢
[00:04:12.240 --> 00:04:14.240]  直到今天八十多歲
[00:04:14.240 --> 00:04:18.240]  歷經很多不同的朝代
[00:04:18.240 --> 00:04:20.240]  政權的改變
[00:04:20.240 --> 00:04:23.440]  但他仍然是忠於上帝
[00:04:23.440 --> 00:04:28.240]  仍然堅持行在正直和光明的路上
[00:04:28.240 --> 00:04:30.440]  這種生命的見證
[00:04:30.440 --> 00:04:33.640]  不是一時間 而是一生之久
[00:04:33.640 --> 00:04:37.440]  我記得我有一次參加一個安息禮拜
[00:04:37.440 --> 00:04:39.440]  在安息禮拜的時候
[00:04:39.440 --> 00:04:44.440]  去參加一間教會的長老的安息禮拜
[00:04:44.440 --> 00:04:45.440]  我認識他
[00:04:45.440 --> 00:04:48.440]  我留意到那份長刊
[00:04:48.440 --> 00:04:51.440]  有些弟兄姊妹寫下一些對他的悼念詞
[00:04:51.440 --> 00:04:53.040]  其中一句說話
[00:04:53.040 --> 00:04:54.040]  我一看的時候
[00:04:54.040 --> 00:04:56.040]  心裡有一個很大的感動
[00:04:56.040 --> 00:04:57.840]  很簡單的一句說話
[00:04:57.840 --> 00:05:02.240]  他說:一個人一生忠心侍奉主
[00:05:02.240 --> 00:05:04.440]  從不改變
[00:05:04.440 --> 00:05:08.240]  我感覺很吸引我的心
[00:05:09.040 --> 00:05:10.440]  很羨慕他
[00:05:10.440 --> 00:05:12.840]  八十多歲 他也是八十多歲
[00:05:12.840 --> 00:05:17.040]  可以一生忠心侍奉主
[00:05:17.040 --> 00:05:18.040]  從不改變
[00:05:18.040 --> 00:05:20.840]  我向神求神 給我恩典
[00:05:20.840 --> 00:05:23.240]  無論在哪個階段
[00:05:23.240 --> 00:05:25.440]  經過什麼艱難
[00:05:25.440 --> 00:05:28.440]  我仍然可以這樣忠心侍奉
[00:05:28.440 --> 00:05:33.040]  亦在生命當中繼續表達對神的尊崇
[00:05:33.040 --> 00:05:35.640]  弟兄姊妹在這個世代
[00:05:35.640 --> 00:05:38.640]  他在等候他的子民
[00:05:39.040 --> 00:05:41.040]  不單是一次、兩次
[00:05:41.040 --> 00:05:42.640]  一年、兩年
[00:05:42.640 --> 00:05:46.040]  而是一生忠誠地跟隨他
[00:05:46.040 --> 00:05:50.040]  而這些生命是最能夠去見證神的
[00:05:50.040 --> 00:05:52.040]  你看到在最後的時候
[00:05:52.040 --> 00:05:55.440]  這位君王甚至要公開向全國說
[00:05:55.440 --> 00:05:58.640]  你們都要敬拜但爾尼的上帝
[00:05:58.640 --> 00:06:03.240]  因為這位但爾尼活出了神的真神
[00:06:03.240 --> 00:06:06.040]  當在這個過程當中
[00:06:06.040 --> 00:06:08.040]  但爾尼無論他去到哪個階段
[00:06:08.040 --> 00:06:09.440]  仍然要向神忠誠
[00:06:09.440 --> 00:06:12.440]  但正因為他這份敬虔、忠誠
[00:06:12.440 --> 00:06:16.040]  成為了他面對迫迫的原因
[00:06:16.040 --> 00:06:18.040]  大家讀聖經時會留意到
[00:06:18.040 --> 00:06:21.240]  其他很多不同的總長、很多的總督
[00:06:21.240 --> 00:06:23.040]  他們很妒忌他
[00:06:23.040 --> 00:06:25.240]  看到王那麼重用他
[00:06:25.240 --> 00:06:27.040]  所以他們很不高興
[00:06:27.040 --> 00:06:30.840]  因此就想辦法來陷害他
[00:06:30.840 --> 00:06:33.040]  但他們發覺找不到什麼把柄
[00:06:33.040 --> 00:06:36.840]  這個人太過忠實、正直
[00:06:37.840 --> 00:06:39.640]  他們就得出一個結論
[00:06:39.640 --> 00:06:43.240]  就是在第聖經六章第五節之前說
[00:06:43.240 --> 00:06:45.240]  這些人就說
[00:06:45.240 --> 00:06:47.240]  如果我們要控告但爾尼
[00:06:47.240 --> 00:06:51.440]  就只有在他神的律法中去找把柄
[00:06:51.440 --> 00:06:56.040]  意味著只能夠在信仰的堅持中
[00:06:56.040 --> 00:06:57.240]  去找出把柄
[00:06:57.240 --> 00:06:59.840]  他堅持的良善
[00:06:59.840 --> 00:07:02.440]  正正是我們可以陷害他的地方
[00:07:02.440 --> 00:07:07.240]  我曾經提過英國有一位姐妹
[00:07:07.240 --> 00:07:08.440]  她是護士
[00:07:08.440 --> 00:07:10.840]  她在工作上很勤奮
[00:07:10.840 --> 00:07:13.040]  也很忠心她的工作
[00:07:13.040 --> 00:07:16.240]  她愛惜她照顧的病人
[00:07:16.240 --> 00:07:19.040]  有一次她特別感動
[00:07:19.040 --> 00:07:21.440]  要為一位病人祈禱
[00:07:21.440 --> 00:07:24.240]  求神安慰、給她醫治
[00:07:24.240 --> 00:07:26.840]  祈禱之後
[00:07:26.840 --> 00:07:30.640]  這位病人把事情告訴了其他人
[00:07:30.640 --> 00:07:32.840]  後來上師知道
[00:07:33.240 --> 00:07:38.040]  因此就決定要停止這個護士的職責
[00:07:38.040 --> 00:07:42.440]  原因是你這樣做是不尊重病人
[00:07:42.440 --> 00:07:47.840]  你不會想到為別人代禱、關心他
[00:07:47.840 --> 00:07:51.640]  會成為他被離職、被辭職的一個原因
[00:07:51.640 --> 00:07:54.840]  你會發覺這個時代裏
[00:07:54.840 --> 00:07:58.840]  任何人當你決心要過健健的生活
[00:07:58.840 --> 00:08:00.840]  你可以有心理準備
[00:08:00.840 --> 00:08:04.040]  你會面對不同程度的逼迫
[00:08:04.040 --> 00:08:07.040]  正如聖經、《帝摩泰前書》所說
[00:08:07.040 --> 00:08:10.440]  誰人立志在基督耶穌裏面
[00:08:10.440 --> 00:08:12.040]  敬虔度日
[00:08:12.040 --> 00:08:14.840]  是必要受逼迫的
[00:08:14.840 --> 00:08:18.840]  因為撒旦不想看到人有敬虔的生命
[00:08:18.840 --> 00:08:20.640]  因此你有敬虔的生命
[00:08:20.640 --> 00:08:22.240]  他會去抹黑你
[00:08:22.240 --> 00:08:24.240]  他會去排斥你
[00:08:24.240 --> 00:08:28.440]  讓你不會堅持在那種敬虔的生活裏
[00:08:29.040 --> 00:08:31.240]  但你正正是一個這樣的經歷
[00:08:31.240 --> 00:08:33.840]  他體會到當他敬虔的時候
[00:08:33.840 --> 00:08:38.640]  人就拿他這個敬虔作為一個把柄來控訴他
[00:08:38.640 --> 00:08:42.240]  這個控訴其實來自很大的勢力
[00:08:42.240 --> 00:08:44.040]  你在讀聖經的時候知道
[00:08:44.040 --> 00:08:46.440]  是很多國家的首長
[00:08:46.440 --> 00:08:51.040]  他們聯合一起組成一個大的聯盟
[00:08:51.040 --> 00:08:53.840]  這個大的勢力的聯盟
[00:08:53.840 --> 00:08:56.240]  他們大家通了消息
[00:08:56.240 --> 00:09:02.040]  在夾定時間內要求君王訂下一個法例
[00:09:02.040 --> 00:09:05.440]  其實大家知道這個法例特別是針對著達爾尼
[00:09:05.440 --> 00:09:08.840]  而他們很明白君王的心
[00:09:08.840 --> 00:09:10.440]  所以他說:君王啊
[00:09:10.440 --> 00:09:12.240]  如果在三十天之內
[00:09:12.240 --> 00:09:16.240]  任何人向你以外的神或人去求告
[00:09:16.240 --> 00:09:18.040]  就要被處死了
[00:09:18.040 --> 00:09:20.640]  君王聽見的時候
[00:09:20.640 --> 00:09:24.640]  表面上以為大家都是想尊重他
[00:09:24.840 --> 00:09:27.440]  也去試驗一下全國的神民
[00:09:27.440 --> 00:09:30.240]  究竟是不是向王效忠
[00:09:30.240 --> 00:09:34.440]  獨獨地向神效忠
[00:09:34.440 --> 00:09:42.240]  還有將這個王提升到一個神的地位
[00:09:42.240 --> 00:09:44.040]  只向你敬拜就行
[00:09:44.040 --> 00:09:46.440]  向其他神靈敬拜不可以
[00:09:46.440 --> 00:09:48.840]  這個王中了計
[00:09:49.440 --> 00:09:52.840]  這個全國最有權勢的人
[00:09:52.840 --> 00:09:55.040]  被他們操控了
[00:09:55.040 --> 00:09:58.640]  以至他們說好就設立這條法例
[00:09:58.640 --> 00:10:02.240]  而讓達爾尼陷入一個困局
[00:10:02.240 --> 00:10:07.240]  今天你會見到這個世界充滿罪惡
[00:10:07.240 --> 00:10:11.840]  人的詭詐會透過一些可以是良善的事情
[00:10:11.840 --> 00:10:14.040]  來叫人受傷害
[00:10:14.040 --> 00:10:17.440]  聖經詩篇裏所說
[00:10:17.640 --> 00:10:21.440]  有人架弄一些條例
[00:10:21.440 --> 00:10:24.640]  以至去叫人受傷害
[00:10:24.640 --> 00:10:27.440]  在達爾尼所經歷的事情
[00:10:27.440 --> 00:10:29.240]  正是一些這樣的情況
[00:10:29.240 --> 00:10:31.640]  但當我們再讀的時候
[00:10:31.640 --> 00:10:33.240]  無論是甚麼權勢
[00:10:33.240 --> 00:10:35.240]  無論是多大的聯盟
[00:10:35.240 --> 00:10:37.040]  或多高的君王
[00:10:37.040 --> 00:10:40.040]  不能夠傷害屬神的人
[00:10:40.040 --> 00:10:41.240]  我們再讀下去
[00:10:41.240 --> 00:10:43.040]  當聖經裏面提到
[00:10:43.040 --> 00:10:46.040]  達爾尼後來他仍然堅持祈禱的時候
[00:10:46.240 --> 00:10:48.240]  聖經就在第十節
[00:10:48.240 --> 00:10:52.240]  在第六章的第十節這樣說
[00:10:52.240 --> 00:10:55.840]  「但願你知道這文告簽署了
[00:10:55.840 --> 00:10:59.440]  然後就上到自己的家裡樓頂上的房間
[00:10:59.440 --> 00:11:03.040]  這房間的窗戶朝向耶路撒冷開著
[00:11:03.040 --> 00:11:05.240]  他一日三次相室跪下
[00:11:05.240 --> 00:11:07.240]  在他的神面前禱告
[00:11:07.240 --> 00:11:11.840]  稱這像往日一樣」
[00:11:11.840 --> 00:11:15.640]  為甚麼他能夠從小到年老
[00:11:15.640 --> 00:11:18.240]  堅持能夠可以忠心向神呢
[00:11:18.240 --> 00:11:23.440]  因為他不放輕他每一天對神的倚靠
[00:11:23.440 --> 00:11:25.640]  他每一天祈禱
[00:11:25.640 --> 00:11:28.440]  每一天去信靠交託給上帝
[00:11:28.440 --> 00:11:30.440]  縱使面對著有挑戰的時候
[00:11:30.440 --> 00:11:35.640]  他仍然堅持選擇去尋求神
[00:11:35.640 --> 00:11:37.240]  各位聽眾知道
[00:11:37.240 --> 00:11:39.240]  他不是不知道那個結果的
[00:11:39.240 --> 00:11:41.640]  他知道那個法令的
[00:11:41.640 --> 00:11:43.440]  知道有關的後果
[00:11:44.040 --> 00:11:48.040]  但他寧願承受之後有的後果
[00:11:48.040 --> 00:11:51.440]  他不放棄這種對神的尋求
[00:11:51.440 --> 00:11:53.840]  他仍然以神為神
[00:11:53.840 --> 00:11:55.840]  他不會敬拜其他人
[00:11:55.840 --> 00:11:57.640]  他仍然去尋求神
[00:11:57.640 --> 00:12:00.640]  表示向神那種全心的倚靠
[00:12:00.640 --> 00:12:03.440]  他在裡面仍然堅持一日三次
[00:12:03.440 --> 00:12:06.440]  在神面前相室跪下來祈禱
[00:12:06.440 --> 00:12:11.240]  在過程當中他向神表明他倚靠的心
[00:12:11.240 --> 00:12:13.040]  所以你看到聖經所說
[00:12:13.040 --> 00:12:14.440]  在第十一節提到
[00:12:14.440 --> 00:12:17.640]  他在神面前禱告懇求
[00:12:17.640 --> 00:12:19.240]  我相信那段時間
[00:12:19.240 --> 00:12:21.640]  你的禱告是更加懇切
[00:12:21.640 --> 00:12:23.040]  一直向神求
[00:12:23.040 --> 00:12:25.040]  求神帶領保守他
[00:12:25.040 --> 00:12:28.040]  但在懇求當中你會發覺他還有一點
[00:12:28.040 --> 00:12:29.240]  很特別的
[00:12:29.240 --> 00:12:30.840]  如果你留心回到第十節
[00:12:30.840 --> 00:12:33.640]  他向神禱告的時候
[00:12:33.640 --> 00:12:35.440]  在神面前禱告
[00:12:35.440 --> 00:12:36.440]  還有呢
[00:12:36.440 --> 00:12:38.640]  清澈
[00:12:38.640 --> 00:12:41.440]  他在神面前感恩
[00:12:42.240 --> 00:12:43.640]  他向神感謝
[00:12:43.640 --> 00:12:45.640]  知道他一定保守自己
[00:12:45.640 --> 00:12:47.440]  一定有他的美意
[00:12:47.440 --> 00:12:49.640]  他在困局當中
[00:12:49.640 --> 00:12:53.240]  不會減少了對神的感謝和倚靠
[00:12:53.240 --> 00:12:55.840]  我想分析聖經在詩篇
[00:12:55.840 --> 00:12:58.840]  很多處提到大衛逃難的時候
[00:12:58.840 --> 00:13:00.240]  那種心境
[00:13:00.240 --> 00:13:02.040]  特別是詩篇的二十七篇
[00:13:02.040 --> 00:13:03.640]  如果大家有時間可以翻看前面
[00:13:03.640 --> 00:13:05.040]  二十七篇
[00:13:05.040 --> 00:13:08.240]  他面對著大軍壓境
[00:13:08.240 --> 00:13:10.440]  你都圍困著他
[00:13:12.040 --> 00:13:13.840]  但他在詩篇二十七篇
[00:13:13.840 --> 00:13:16.040]  其中的第三節是這樣說
[00:13:16.040 --> 00:13:20.840]  「雖有軍兵安然攻擊我」
[00:13:20.840 --> 00:13:21.640]  和合本
[00:13:21.640 --> 00:13:25.040]  「我的心也不害怕」
[00:13:25.040 --> 00:13:28.040]  「雖然興起刀兵攻擊我」
[00:13:28.040 --> 00:13:30.840]  「我必仍舊安穩」
[00:13:30.840 --> 00:13:33.240]  面對著各種的攻擊
[00:13:33.240 --> 00:13:35.040]  他仍然可以不害怕
[00:13:35.040 --> 00:13:36.240]  仍然可以安穩
[00:13:36.240 --> 00:13:36.840]  為什麼
[00:13:36.840 --> 00:13:38.440]  第四節他說
[00:13:38.440 --> 00:13:41.040]  「有一件事我曾求耶和華」
[00:13:41.040 --> 00:13:42.640]  「我仍要尋求」
[00:13:42.640 --> 00:13:45.240]  「過去如此 今天仍然如此」
[00:13:45.240 --> 00:13:48.440]  「就是一生一世住在耶和華的殿中」
[00:13:48.440 --> 00:13:51.240]  「沾釀祂的榮美」
[00:13:51.240 --> 00:13:53.440]  「在祂的殿裡求民」
[00:13:53.440 --> 00:13:56.640]  仍然是依靠上帝
[00:13:56.640 --> 00:14:00.440]  仍然是放心去到神的面前
[00:14:00.440 --> 00:14:03.240]  去到殿中意味著尋求神的同在
[00:14:03.240 --> 00:14:06.240]  在祂面前去敬拜祂 讚美祂
[00:14:06.240 --> 00:14:07.440]  依靠祂
[00:14:08.240 --> 00:14:11.840]  是他在一切處境中堅持著要做的事情
[00:14:11.840 --> 00:14:12.840]  各位靈異姐妹
[00:14:12.840 --> 00:14:14.640]  有時候我們都會體會
[00:14:14.640 --> 00:14:16.440]  生活很多事情很忙碌
[00:14:16.440 --> 00:14:17.840]  那段時間
[00:14:17.840 --> 00:14:19.440]  睡得少
[00:14:19.440 --> 00:14:21.440]  早上晚了起來
[00:14:21.440 --> 00:14:24.240]  很快就說「今天算了 不要祈禱了」
[00:14:24.240 --> 00:14:29.240]  「今天你沒有祈禱」
[00:14:29.240 --> 00:14:31.640]  「大概沒有人告訴你 你不祈禱嗎?」
[00:14:31.640 --> 00:14:33.840]  「炒你魷魚 你沒有工作」
[00:14:33.840 --> 00:14:36.840]  「大概沒有人告訴你 你不祈禱嗎?」
[00:14:38.040 --> 00:14:39.040]  「抓你坐牢」
[00:14:39.040 --> 00:14:41.840]  我們沒有遇過這些事情
[00:14:41.840 --> 00:14:44.640]  但答應你 祂知道祂祈禱
[00:14:44.640 --> 00:14:48.440]  祂接著就會面對死亡的危險
[00:14:48.440 --> 00:14:50.840]  但祂仍然禱告
[00:14:50.840 --> 00:14:54.840]  何況我們豈不是應該更加堅持
[00:14:54.840 --> 00:14:57.240]  對神的那種倚靠
[00:14:57.240 --> 00:14:58.840]  對神的那種仰望
[00:14:58.840 --> 00:15:01.640]  當然我們禱告的時候
[00:15:01.640 --> 00:15:04.240]  有時候會感覺好像沒什麼信心
[00:15:05.040 --> 00:15:09.040]  因此你知道信靠神的反面是不信
[00:15:09.040 --> 00:15:13.440]  但不信有些前奏
[00:15:13.440 --> 00:15:15.040]  什麼前奏呢?
[00:15:15.040 --> 00:15:19.040]  就是你發覺內心出現了一些憂慮和恐懼
[00:15:19.040 --> 00:15:22.840]  憂慮和恐懼就會打擊你的信心
[00:15:22.840 --> 00:15:24.640]  叫你不信
[00:15:24.640 --> 00:15:28.640]  很多時候當門徒在新約裡面提到
[00:15:28.640 --> 00:15:31.440]  他們面對困難的時候很害怕
[00:15:31.440 --> 00:15:34.640]  主耶穌就說他們「小信的人」
[00:15:34.840 --> 00:15:36.440]  為什麼疑惑呢?
[00:15:36.440 --> 00:15:41.440]  唯有當人看到神是可信的
[00:15:41.440 --> 00:15:43.240]  他在禱告的時候
[00:15:43.240 --> 00:15:45.840]  在他讀聖經 在他親近神的時候
[00:15:45.840 --> 00:15:49.240]  他心裡面更加認識這位上帝是可信
[00:15:49.240 --> 00:15:50.440]  是信實的
[00:15:50.440 --> 00:15:52.640]  這才是內心出現的一種信心
[00:15:52.640 --> 00:15:57.440]  這種信心也會將內心的憂慮和恐懼驅除
[00:15:57.440 --> 00:16:01.840]  有一次有一對夫婦
[00:16:02.640 --> 00:16:04.840]  他們一起去旅行
[00:16:04.840 --> 00:16:06.440]  坐上了郵輪
[00:16:06.440 --> 00:16:08.840]  在郵輪上突然有一天
[00:16:08.840 --> 00:16:14.440]  突然發覺外面起了很強烈的暴風
[00:16:14.440 --> 00:16:16.840]  整艘船雖然是郵輪
[00:16:16.840 --> 00:16:19.040]  也搖搖晃晃 很危險
[00:16:19.040 --> 00:16:20.640]  這位太太很害怕
[00:16:20.640 --> 00:16:23.240]  很害怕水進入船上
[00:16:23.240 --> 00:16:24.640]  這艘船會沉下去
[00:16:24.640 --> 00:16:27.840]  很害怕的時候突然看到先生坐在那裡
[00:16:27.840 --> 00:16:29.440]  好像一點都不害怕
[00:16:29.440 --> 00:16:32.440]  他走過去問「為什麼你不害怕?」
[00:16:32.640 --> 00:16:33.640]  「你看外面」
[00:16:33.640 --> 00:16:36.040]  先生沒有害怕
[00:16:36.040 --> 00:16:38.640]  他繼續追問他「為什麼你不害怕?」
[00:16:38.640 --> 00:16:46.040]  這位先生看到餐桌上有一把刀
[00:16:46.040 --> 00:16:48.240]  他即時拿起刀子
[00:16:48.240 --> 00:16:50.440]  然後指著太太
[00:16:50.440 --> 00:16:53.640]  太太問「你做什麼?」
[00:16:53.640 --> 00:16:55.440]  先生問「你害不害怕?」
[00:16:55.440 --> 00:16:59.040]  太太說「我不害怕」
[00:16:59.040 --> 00:17:01.440]  「是你拿著 我不害怕」
[00:17:02.440 --> 00:17:04.440]  先生突然告訴她
[00:17:04.440 --> 00:17:07.440]  「我拿著刀 你知道我愛錫你」
[00:17:07.440 --> 00:17:08.640]  「所以你不會害怕」
[00:17:08.640 --> 00:17:12.240]  「但你知不知道暴風雨在神的手中?」
[00:17:12.240 --> 00:17:15.040]  「這位上帝掌管著萬有」
[00:17:15.040 --> 00:17:18.440]  「這位上帝是我的天父 他愛我」
[00:17:18.440 --> 00:17:20.040]  「我為什麼要害怕?」
[00:17:20.040 --> 00:17:23.440]  各位弟兄姊妹
[00:17:23.440 --> 00:17:27.440]  你要記得你所遭遇的一切事情
[00:17:27.440 --> 00:17:29.440]  都是神的掌管
[00:17:30.440 --> 00:17:32.440]  是神的掌握
[00:17:32.440 --> 00:17:36.440]  也就是祂告訴你祂是愛你的
[00:17:36.440 --> 00:17:40.440]  祂永遠的愛不會離開你
[00:17:40.440 --> 00:17:46.440]  當你回想祂的信實 祂的慈愛的時候
[00:17:46.440 --> 00:17:48.440]  你可以不害怕
[00:17:48.440 --> 00:17:52.440]  因此聖經剛才提到27章詩篇的時候
[00:17:52.440 --> 00:17:53.440]  大衛一開始就說
[00:17:53.440 --> 00:17:58.440]  「我的上帝是我的性命的保障」
[00:17:59.440 --> 00:18:02.440]  「我還需要懼怕誰?」
[00:18:02.440 --> 00:18:06.440]  因為他清楚知道上帝是他的保障
[00:18:06.440 --> 00:18:07.440]  所以不需要怕
[00:18:07.440 --> 00:18:10.440]  可以放心 一直來信靠他
[00:18:10.440 --> 00:18:13.440]  因此他可以不懼怕
[00:18:13.440 --> 00:18:18.440]  弟兄姊妹 向上去回想神的信實
[00:18:18.440 --> 00:18:21.440]  你領受那份平安去面對
[00:18:21.440 --> 00:18:24.440]  當然 但要你那種信心
[00:18:24.440 --> 00:18:28.440]  不單是說他相信神會保守他 拯救他
[00:18:28.440 --> 00:18:32.440]  而他是相信縱使有死亡的危險
[00:18:32.440 --> 00:18:35.440]  他仍然去聽從上帝
[00:18:35.440 --> 00:18:38.440]  大家記得我們讀過第三章的時候
[00:18:38.440 --> 00:18:40.440]  當時大衛有多少個朋友?
[00:18:40.440 --> 00:18:42.440]  三個朋友
[00:18:42.440 --> 00:18:46.440]  這位君王要將他們拋在火窯裡面
[00:18:46.440 --> 00:18:48.440]  大家發覺火窯裡面有多少人?
[00:18:48.440 --> 00:18:50.440]  四個人
[00:18:50.440 --> 00:18:53.440]  在過程當中
[00:18:53.440 --> 00:18:56.440]  這三位朋友再跟王說
[00:18:57.440 --> 00:19:02.440]  「王啊 我們不會拜你所建立的金像」
[00:19:02.440 --> 00:19:07.440]  「即或不然 上帝容許我們被你處死」
[00:19:07.440 --> 00:19:11.440]  「我也不會敬拜你的金像」
[00:19:11.440 --> 00:19:14.440]  他們知道可能有神自己特別的旨意
[00:19:14.440 --> 00:19:15.440]  容許他們殉道
[00:19:15.440 --> 00:19:16.440]  就算是這樣
[00:19:16.440 --> 00:19:20.440]  他們仍然聽從神 不會拜偶像
[00:19:20.440 --> 00:19:21.440]  對於但引你們說
[00:19:21.440 --> 00:19:22.440]  在這個處境
[00:19:22.440 --> 00:19:25.440]  我相信他們心裡也有一種準備
[00:19:25.440 --> 00:19:26.440]  就算要死
[00:19:26.440 --> 00:19:30.440]  他仍然要聽從神 尋求神
[00:19:30.440 --> 00:19:32.440]  這是信心
[00:19:32.440 --> 00:19:34.440]  不但相信神會保護我
[00:19:34.440 --> 00:19:36.440]  也相信有神的美
[00:19:36.440 --> 00:19:38.440]  而縱使有困難 留不到我
[00:19:38.440 --> 00:19:40.440]  我仍然要行神的路
[00:19:40.440 --> 00:19:42.440]  仍然走正直的路
[00:19:42.440 --> 00:19:45.440]  聽從神的心意
[00:19:45.440 --> 00:19:48.440]  在這種信心裡面
[00:19:48.440 --> 00:19:51.440]  他經歷神給他特別的奇妙的保守
[00:19:51.440 --> 00:19:53.440]  大家再看下面的時候
