
[00:00:00.000 --> 00:00:02.340]  講人間的苦難就一定
[00:01:44.880 --> 00:01:48.160]  又去同一個醫院過了幾個月又去辦死亡證
[00:01:48.160 --> 00:01:51.800]  在同一家醫院又在過了幾個月又去辦死亡證
[00:01:51.800 --> 00:01:54.400]  我看見你又來做什麼我辦死亡證
[00:01:54.400 --> 00:01:55.480]  你開玩笑的吧
[00:01:55.480 --> 00:01:57.600]  那麼那個人見到我說你來幹什麼呀
[00:01:57.600 --> 00:01:59.880]  我說我來辦死亡證他說你開玩笑吧
[00:01:59.880 --> 00:02:02.080]  死亡都可以開玩笑的嗎
[00:02:02.080 --> 00:02:03.840]  死亡都可以開玩笑嗎
[00:02:03.840 --> 00:02:05.400]  他就說這次你是誰呀
[00:02:05.400 --> 00:02:06.600]  這次是誰呢
[00:02:06.600 --> 00:02:08.320]  這次是我太太
[00:02:08.320 --> 00:02:11.440]  這次是我妻子
[00:02:11.440 --> 00:02:13.920]  他都惡言
[00:02:13.920 --> 00:02:15.360]  他都
[00:02:15.360 --> 00:02:15.920]  惡言
[00:02:15.920 --> 00:02:17.240]  惡然
[00:02:17.240 --> 00:02:19.840]  人生有時你猜不到的
[00:02:19.840 --> 00:02:21.960]  人生有時你是猜不到的
[00:02:21.960 --> 00:02:23.360]  沒有預告給你聽的
[00:02:23.360 --> 00:02:25.160]  有些惡報的來臨
[00:02:25.160 --> 00:02:27.360]  沒有任何的預告的
[00:02:27.360 --> 00:02:30.080]  好像我太太患癌症那樣
[00:02:30.080 --> 00:02:33.120]  就像我的太太患了癌症
[00:02:33.120 --> 00:02:36.720]  我們本來以為回到香港讀完書
[00:02:36.720 --> 00:02:38.880]  去開始一個新的生活
[00:02:38.880 --> 00:02:41.120]  我們本來以為說回到香港我們讀完書了
[00:02:41.120 --> 00:02:42.800]  我們開始我們新的生活
[00:02:42.800 --> 00:02:45.000]  去驗一下身啦
[00:02:45.000 --> 00:02:48.160]  那麼就可以檢驗身體
[00:02:48.160 --> 00:02:51.640]  去醫院我們就想著有很多計劃
[00:02:51.640 --> 00:02:53.360]  我太太去學唱歌
[00:02:53.360 --> 00:02:55.200]  我在神樂園開始教書
[00:02:55.200 --> 00:02:57.960]  然後我們就想我們是
[00:02:57.960 --> 00:03:00.240]  檢查完身體之後我們有很多計劃
[00:03:00.240 --> 00:03:02.560]  學唱歌我們開始教書
[00:03:02.560 --> 00:03:05.320]  最後收拾行李要走了
[00:03:05.320 --> 00:03:07.160]  然後最後收拾行李準備走了
[00:03:07.160 --> 00:03:08.640]  在醫院要走了
[00:03:08.640 --> 00:03:10.200]  從醫院要離開了
[00:03:10.200 --> 00:03:11.840]  聽完報告就走了
[00:03:11.840 --> 00:03:13.880]  聽完報告我們就回去了
[00:03:13.880 --> 00:03:15.120]  醫院的醫生進來
[00:03:15.120 --> 00:03:16.200]  主診醫生進來
[00:03:16.200 --> 00:03:19.000]  這個主治醫生就走進來
[00:03:19.000 --> 00:03:20.240]  那個年代不知道是不是
[00:03:20.240 --> 00:03:23.640]  都沒有特別受過這些輔導學的訓練
[00:03:23.640 --> 00:03:24.960]  那些年代不知道訓練醫生
[00:03:24.960 --> 00:03:27.400]  有沒有特別受過輔導學訓練的
[00:03:27.400 --> 00:03:29.320]  沒有想過你的感受是怎樣的
[00:03:29.320 --> 00:03:30.840]  他們沒有想過你的感受是怎樣的
[00:03:30.840 --> 00:03:32.320]  我最記得他進來
[00:03:32.320 --> 00:03:33.720]  最記得他一走進來
[00:03:33.720 --> 00:03:34.720]  看著我太太
[00:03:34.720 --> 00:03:35.440]  他就看著我的太太
[00:03:35.440 --> 00:03:36.440]  他就看著我的太太 她在收拾行李
[00:03:36.440 --> 00:03:37.840]  我們正在收拾行李
[00:03:37.840 --> 00:03:39.120]  聽啥
[00:03:39.120 --> 00:03:42.600]  說你得癌症了
[00:03:42.600 --> 00:03:43.720]  後期的啦
[00:03:43.720 --> 00:03:44.720]  是後期啦
[00:03:44.720 --> 00:03:45.920]  馬上做手術
[00:03:45.920 --> 00:03:47.520]  馬上做手術
[00:03:47.520 --> 00:03:49.160]  真是話口未完
[00:03:49.160 --> 00:03:50.760]  真的是
[00:03:50.760 --> 00:03:51.760]  話未說完
[00:03:51.760 --> 00:03:53.320]  話還沒有說完
[00:03:53.320 --> 00:03:54.920]  兩個護士推了一輛車進來
[00:03:54.920 --> 00:03:56.000]  就把他拉上去
[00:03:56.000 --> 00:03:57.120]  把他搬出去了
[00:03:57.120 --> 00:03:58.720]  兩個護士就馬上進來
[00:03:58.720 --> 00:04:00.000]  把他放在車上面
[00:04:00.000 --> 00:04:01.680]  然後把他推出去了
[00:04:01.680 --> 00:04:03.040]  行李還在地下
[00:04:03.040 --> 00:04:04.240]  行李還在地下
[00:04:04.240 --> 00:04:05.760]  我看著他推了我太太出去
[00:04:05.760 --> 00:04:06.480]  他又看著我
[00:04:06.480 --> 00:04:07.480]  我又看著他
[00:04:07.480 --> 00:04:09.120]  我看著我太太被推出去
[00:04:09.120 --> 00:04:09.680]  他看著我
[00:04:09.680 --> 00:04:11.080]  我也看著他
[00:04:11.080 --> 00:04:12.120]  都不知道跟著他去好
[00:04:12.120 --> 00:04:12.640]  又不跟著他
[00:04:12.640 --> 00:04:14.000]  給不給跟著他去
[00:04:14.000 --> 00:04:15.880]  我不知道我跟不跟著他去好
[00:04:15.880 --> 00:04:17.320]  也不知道讓不讓我跟著去
[00:04:17.320 --> 00:04:18.840]  沒想完他已經出去了
[00:04:18.840 --> 00:04:21.960]  我還沒想好他已經出去了
[00:04:21.960 --> 00:04:24.080]  我望著那個空的房間
[00:04:24.080 --> 00:04:25.560]  我看著這個空的房間
[00:04:25.560 --> 00:04:27.040]  我最記得心裏面
[00:04:27.040 --> 00:04:28.720]  一腦一空白
[00:04:28.720 --> 00:04:32.280]  我當時真的是記得我腦子一片空白
[00:04:32.280 --> 00:04:33.280]  真是
[00:04:33.280 --> 00:04:34.280]  怎麼辦啊
[00:04:34.280 --> 00:04:34.800]  怎麼辦啊
[00:04:34.800 --> 00:04:35.600]  怎麼辦呢
[00:04:35.600 --> 00:04:36.800]  我怎麼辦呢
[00:04:36.800 --> 00:04:37.960]  人生就是這樣
[00:04:37.960 --> 00:04:40.160]  人生就是這樣子
[00:04:40.160 --> 00:04:41.760]  在同一年我又發現
[00:04:41.760 --> 00:04:44.720]  原來我在英國出世的小女孩
[00:04:44.720 --> 00:04:46.760]  是嚴重智障
[00:04:46.760 --> 00:04:48.920]  然後同一年我也發現
[00:04:48.920 --> 00:04:51.120]  原來我在英國出生的這個小女孩
[00:04:51.120 --> 00:04:52.400]  嚴重的智障
[00:04:52.400 --> 00:04:53.720]  她的樣子不像的
[00:04:53.720 --> 00:04:54.920]  她的樣子不像的
[00:04:54.920 --> 00:04:58.040]  但是到了她三歲的時候又檢驗
[00:04:58.040 --> 00:05:00.760]  但是到她三歲的時候經過檢驗
[00:05:00.760 --> 00:05:02.680]  發覺她是嚴重的智障
[00:05:02.680 --> 00:05:05.240]  然後發現她是嚴重的智障
[00:05:05.240 --> 00:05:09.080]  多重的情緒的障礙
[00:05:09.080 --> 00:05:11.120]  多重的情緒上的障礙
[00:05:11.120 --> 00:05:12.200]  學習上的障礙
[00:05:12.200 --> 00:05:13.680]  學習上的障礙
[00:05:13.680 --> 00:05:18.320]  一直就要和她去承擔
[00:05:18.320 --> 00:05:20.640]  我們一直要去為她去承擔
[00:05:20.640 --> 00:05:21.760]  太太離開世界之後
[00:05:21.760 --> 00:05:23.560]  一個人帶著兩個女兒
[00:05:23.560 --> 00:05:25.760]  妻子離開了之後
[00:05:25.760 --> 00:05:26.840]  剩下兩個女兒
[00:05:26.840 --> 00:05:27.840]  要重新生活
[00:05:27.840 --> 00:05:28.960]  要重新生活
[00:05:28.960 --> 00:05:30.040]  去了加拿大
[00:05:30.040 --> 00:05:31.600]  然後去了加拿大
[00:05:31.600 --> 00:05:33.120]  神很恩待我的其實
[00:05:33.120 --> 00:05:35.040]  神其實很恩待我
[00:05:35.040 --> 00:05:36.080]  等一下才解釋給你聽
[00:05:36.080 --> 00:05:36.840]  為什麼神恩待你
[00:05:36.840 --> 00:05:38.160]  有些人說神怎麼恩待你
[00:05:38.160 --> 00:05:39.240]  你搞成這樣
[00:05:39.240 --> 00:05:40.760]  有些人可能會說
[00:05:40.760 --> 00:05:41.920]  神怎麼恩待你呢
[00:05:41.920 --> 00:05:42.920]  你這個樣子
[00:05:42.920 --> 00:05:44.240]  我再結婚
[00:05:44.240 --> 00:05:45.600]  然後我再結婚
[00:05:45.600 --> 00:05:46.840]  太太很好
[00:05:46.840 --> 00:05:48.160]  我的太太很好
[00:05:48.160 --> 00:05:49.360]  非常之偉大
[00:05:49.360 --> 00:05:50.640]  非常的偉大
[00:05:50.640 --> 00:05:52.480]  我有自己的
[00:05:52.480 --> 00:05:53.040]  兩個女兒
[00:05:53.040 --> 00:05:54.120]  有一個弱智的
[00:05:54.120 --> 00:05:55.280]  我沒有得選擇
[00:05:55.280 --> 00:05:56.560]  我自己的兩個孩子
[00:05:56.560 --> 00:05:57.600]  其中有一個弱智的
[00:05:57.600 --> 00:05:58.920]  我沒有得選擇
[00:05:58.920 --> 00:06:00.000]  我太太離開世界
[00:06:00.000 --> 00:06:01.000]  我沒有得選擇
[00:06:01.000 --> 00:06:02.640]  我的太太離開世界
[00:06:02.640 --> 00:06:03.920]  我沒有得選擇
[00:06:03.920 --> 00:06:05.720]  她嫁給我有得選擇的
[00:06:05.720 --> 00:06:07.680]  但是她嫁給我是有得選擇的
[00:06:07.680 --> 00:06:08.840]  她一定要嫁給我
[00:06:08.840 --> 00:06:10.200]  她為什麼要嫁給我呢
[00:06:10.200 --> 00:06:10.600]  是吧
[00:06:10.600 --> 00:06:12.000]  以她的學問
[00:06:12.000 --> 00:06:13.440]  以她的才華
[00:06:13.440 --> 00:06:14.640]  她可以嫁醫生
[00:06:14.640 --> 00:06:15.440]  嫁律師
[00:06:15.440 --> 00:06:16.880]  那麼憑她的才華
[00:06:16.880 --> 00:06:17.640]  她的學問
[00:06:17.640 --> 00:06:18.640]  她可以嫁給醫生
[00:06:18.640 --> 00:06:19.720]  可以嫁給律師
[00:06:19.720 --> 00:06:20.240]  今天她不在
[00:06:20.240 --> 00:06:20.960]  總之先說
[00:06:20.960 --> 00:06:22.200]  她在
[00:06:22.200 --> 00:06:23.640]  明天你會見到她的
[00:06:23.640 --> 00:06:25.800]  大家明天能夠見到她了
[00:06:25.800 --> 00:06:28.560]  她決定嫁給我是一個很大的犧牲
[00:06:28.560 --> 00:06:31.280]  她決定嫁給我是一個很大的犧牲
[00:06:31.280 --> 00:06:32.720]  誰知道嫁給我之後
[00:06:32.720 --> 00:06:34.040]  發覺最困難的
[00:06:34.040 --> 00:06:36.800]  不是我那個嚴重智障的小女兒
[00:06:36.800 --> 00:06:37.880]  嫁給我之後
[00:06:37.880 --> 00:06:38.800]  發現最困難的
[00:06:38.800 --> 00:06:41.080]  不是我那位嚴重智障的小女兒
[00:06:41.080 --> 00:06:42.240]  反而小女兒
[00:06:42.240 --> 00:06:45.680]  因為她自己智力有限
[00:06:45.680 --> 00:06:47.840]  大概五六歲最多的智力
[00:06:47.840 --> 00:06:50.280]  因為小女兒她的智力是有限的
[00:06:50.280 --> 00:06:52.160]  大概也就五六歲的智力
[00:06:52.160 --> 00:06:52.920]  誰愛她
[00:06:52.920 --> 00:06:54.200]  誰就是她的媽媽
[00:06:54.200 --> 00:06:54.840]  誰愛她
[00:06:54.840 --> 00:06:56.040]  誰就是她的媽媽
[00:06:56.040 --> 00:06:57.960]  但是我大女兒是天才
[00:06:57.960 --> 00:06:59.960]  但是我大女兒是天才
[00:06:59.960 --> 00:07:01.120]  她跟我
[00:07:01.120 --> 00:07:02.080]  我太太跟我結婚
[00:07:02.080 --> 00:07:03.560]  再結婚的時候
[00:07:03.560 --> 00:07:05.600]  我大女兒十三歲
[00:07:05.600 --> 00:07:08.320]  是最青少年那個反叛的時候
[00:07:08.320 --> 00:07:10.960]  當我跟我太太再結婚的時候
[00:07:10.960 --> 00:07:13.000]  我的那個大女兒在十三歲
[00:07:13.000 --> 00:07:15.280]  在青少年時期是最反叛的時候
[00:07:15.280 --> 00:07:18.080]  我大女兒是一個很思考
[00:07:18.080 --> 00:07:20.880]  但是很多怨恨的人
[00:07:20.880 --> 00:07:22.680]  我的大女兒是很願意思考
[00:07:22.680 --> 00:07:25.080]  但是也有很多怨恨的人
[00:07:25.080 --> 00:07:28.120]  我相信她覺得她的媽媽死了
[00:07:28.120 --> 00:07:30.560]  她已經覺得是一種很大的遺憾
[00:07:30.560 --> 00:07:33.240]  我相信她覺得她的親的母親去世了
[00:07:33.240 --> 00:07:35.040]  已經是一個很大的遺憾
[00:07:35.040 --> 00:07:37.240]  人家有個妹妹不是她這樣的
[00:07:37.240 --> 00:07:39.040]  她的妹又不懂得跟她玩
[00:07:39.040 --> 00:07:40.480]  她有一個妹妹
[00:07:40.480 --> 00:07:42.480]  但是她的妹妹又不像別人一樣
[00:07:42.480 --> 00:07:44.080]  能夠和她一起玩的
[00:07:44.080 --> 00:07:45.880]  她完美主義
[00:07:45.880 --> 00:07:47.920]  做到最美麗的一個功課
[00:07:47.920 --> 00:07:50.360]  要交給老師的一個手工
[00:07:50.360 --> 00:07:52.320]  她的妹走過來搶一蘭她
[00:07:52.320 --> 00:07:53.560]  她是一個完美主義者
[00:07:53.560 --> 00:07:55.480]  她做了一個覺得很完美的一個手工
[00:07:55.480 --> 00:07:56.680]  要交給老師的
[00:07:56.680 --> 00:07:58.880]  她的妹妹一下就把她給撕爛了
[00:07:58.880 --> 00:07:59.840]  她生氣到尖叫
[00:07:59.840 --> 00:08:01.880]  生氣到哭
[00:08:01.880 --> 00:08:04.680]  她尖叫起來生氣到哭
[00:08:04.680 --> 00:08:05.880]  現在這個唯一的
[00:08:05.880 --> 00:08:08.240]  她的爸爸都被其他的女人搶了
[00:08:08.240 --> 00:08:11.680]  那麼現在唯一這個爸爸都被別的女人搶去了
[00:08:11.680 --> 00:08:12.840]  懷恨在心
[00:08:12.840 --> 00:08:14.560]  她懷恨在心
[00:08:14.560 --> 00:08:17.480]  她要一生都要鬥
[00:08:17.480 --> 00:08:18.680]  她一生都要去鬥
[00:08:18.680 --> 00:08:20.280]  她不可以接受這個後果
[00:08:20.280 --> 00:08:22.320]  她一生不能接受這個後果
[00:08:22.320 --> 00:08:25.040]  所以無論用多少的愛心對她
[00:08:25.040 --> 00:08:28.960]  所以不論用多少的愛心去對她
[00:08:28.960 --> 00:08:30.520]  她都一直在拒絕
[00:08:30.520 --> 00:08:32.880]  這些日子我相信有個
[00:08:32.880 --> 00:08:34.440]  接之家庭的
[00:08:34.440 --> 00:08:35.640]  你會明白
[00:08:35.640 --> 00:08:36.640]  這些日子呢
[00:08:36.640 --> 00:08:39.600]  我相信你們如果真的是有接之家庭的人
[00:08:39.600 --> 00:08:40.480]  你們都會明白
[00:08:40.480 --> 00:08:42.800]  做男的就一定是很難受
[00:08:42.800 --> 00:08:43.520]  做男的
[00:08:43.520 --> 00:08:45.400]  做男性的就會更難受
[00:08:45.400 --> 00:08:46.680]  一個是太太
[00:08:46.680 --> 00:08:47.480]  一個是太太
[00:08:47.480 --> 00:08:48.400]  一個是女
[00:08:48.400 --> 00:08:49.320]  一個是女兒
[00:08:49.320 --> 00:08:50.120]  手掌是肉
[00:08:50.120 --> 00:08:51.080]  手背是肉
[00:08:51.080 --> 00:08:51.800]  手掌是肉
[00:08:51.800 --> 00:08:52.840]  手心是肉
[00:08:52.840 --> 00:08:53.640]  手背也是肉
[00:08:53.640 --> 00:08:55.960]  兩個鬥到七彩
[00:08:55.960 --> 00:08:57.560]  兩個人又鬥得不得了
[00:08:57.560 --> 00:08:59.040]  兩個自己都那麼愛
[00:08:59.040 --> 00:09:00.920]  兩個自己都
[00:09:00.920 --> 00:09:01.560]  都那麼愛
[00:09:01.560 --> 00:09:02.680]  都這麼愛
[00:09:02.680 --> 00:09:03.960]  不知道站在哪邊
[00:09:03.960 --> 00:09:04.960]  都不知道站在哪邊好
[00:09:04.960 --> 00:09:06.000]  站這邊又不對
[00:09:06.000 --> 00:09:06.960]  站那邊又不對
[00:09:06.960 --> 00:09:07.880]  站這邊也不對
[00:09:07.880 --> 00:09:08.920]  站那邊也不對
[00:09:08.920 --> 00:09:10.120]  人生是要這樣的
[00:09:10.120 --> 00:09:11.520]  很多的選擇
[00:09:11.520 --> 00:09:12.640]  人生就是這樣子的
[00:09:12.640 --> 00:09:14.040]  要有選擇
[00:09:14.040 --> 00:09:16.400]  到了我小女兒26歲的時候
[00:09:16.400 --> 00:09:19.000]  當我的小女兒26歲的時候
[00:09:19.000 --> 00:09:22.440]  她有一次的急性的肺炎
[00:09:22.440 --> 00:09:25.320]  她一次得了急性肺炎
[00:09:25.320 --> 00:09:26.320]  進了醫院
[00:09:26.320 --> 00:09:27.360]  住了醫院
[00:09:27.360 --> 00:09:29.320]  那後來慢慢好起來
[00:09:29.320 --> 00:09:30.720]  然後慢慢的好了
[00:09:30.720 --> 00:09:33.560]  想著就轉了病房
[00:09:33.560 --> 00:09:34.720]  後天就出院
[00:09:34.720 --> 00:09:36.360]  然後就轉了病房
[00:09:36.360 --> 00:09:38.320]  想著是後天就可以出院了
[00:09:38.320 --> 00:09:40.440]  突然間染到一個新的病菌
[00:09:40.440 --> 00:09:43.200]  然後突然間就感染了新的病菌
[00:09:43.200 --> 00:09:44.760]  三天之後離開世界
[00:09:44.760 --> 00:09:47.640]  三天之後就離開了世界
[00:09:47.640 --> 00:09:48.800]  黑頭人
[00:09:48.800 --> 00:09:50.560]  白頭人送黑頭人
[00:09:50.560 --> 00:09:52.440]  白頭人送黑頭人
[00:09:52.440 --> 00:09:55.360]  那個感受是真的經驗過才明白
[00:09:55.360 --> 00:09:57.840]  這種感受是經過才會明白的
[00:09:57.840 --> 00:10:00.920]  26歲應該是最好的時間離開世界
[00:10:00.920 --> 00:10:03.680]  26歲在這個世界上應該是最美好的
[00:10:03.680 --> 00:10:05.880]  簡單就是這樣,我的人生
[00:10:05.880 --> 00:10:08.240]  我的人生簡單說來就是這樣子
[00:10:08.240 --> 00:10:09.480]  有些人說,嘩,這麼慘
[00:10:09.480 --> 00:10:10.680]  其實不是最慘的
[00:10:10.680 --> 00:10:12.120]  有些人比我還慘
[00:10:12.120 --> 00:10:13.880]  有些人可能說,哎呀,他這麼慘
[00:10:13.880 --> 00:10:15.200]  其實想想他也不是很慘
[00:10:15.200 --> 00:10:16.480]  可能有些人比我還慘
[00:10:16.480 --> 00:10:19.560]  說這些話不是想在這裡告訴你我多可憐
[00:10:19.560 --> 00:10:20.560]  我跟你講這些話
[00:10:20.560 --> 00:10:22.680]  不是想告訴你聽說我有多可憐
[00:10:22.680 --> 00:10:23.520]  不過我想告訴你
[00:10:23.520 --> 00:10:25.320]  待會我說的那些掙扎
[00:10:25.320 --> 00:10:27.160]  我真是經驗的
[00:10:27.160 --> 00:10:28.640]  但是我只是想告訴你聽
[00:10:28.640 --> 00:10:30.440]  所有這些掙扎都是我自己經歷的
[00:10:30.440 --> 00:10:31.680]  我不是坐在冷氣房
[00:10:31.680 --> 00:10:33.920]  拿了兩個博士這樣想出來的
[00:10:33.920 --> 00:10:36.520]  我不是坐在冷氣房拿了兩個博士之後
[00:10:36.520 --> 00:10:37.680]  想出來的問題
[00:10:37.680 --> 00:10:39.760]  我反而覺得人生這些經歷
[00:10:39.760 --> 00:10:42.760]  比較我讀很多書所學到的東西更多
[00:10:42.760 --> 00:10:44.600]  我覺得在人生當中所經歷的
[00:10:44.600 --> 00:10:47.000]  比你讀的書學到的東西會更多
[00:10:47.000 --> 00:10:48.960]  希望我們一起去掙扎這個問題
[00:10:48.960 --> 00:10:52.160]  上帝與人間的苦難,好嗎?
[00:10:52.160 --> 00:10:54.160]  我們一起來掙扎同一個問題
[00:10:54.160 --> 00:10:56.040]  就是上帝與人間的苦難
[00:10:56.040 --> 00:10:58.440]  我們就試一下走一走這個旅程,好嗎?
[00:10:58.440 --> 00:11:00.160]  來,我們一起來走這條路
[00:11:00.160 --> 00:11:02.600]  我知道這個課題不容易回答
[00:11:02.600 --> 00:11:03.640]  我覺得這個課題
[00:11:03.640 --> 00:11:04.960]  我相信這個課題不容易回答
[00:11:04.960 --> 00:11:06.240]  但是我們試一下一起去
[00:11:06.240 --> 00:11:08.360]  很誠實的面對它,好嗎?
[00:11:08.360 --> 00:11:09.720]  但我們能不能夠相信
[00:11:09.720 --> 00:11:11.640]  我們一起來很誠實的去面對這個問題
[00:11:11.640 --> 00:11:15.640]  我希望今天我的時間掌握得更好
[00:11:15.640 --> 00:11:18.240]  有些機會你們可以發文
[00:11:18.240 --> 00:11:19.680]  或者起碼你寫張紙來
[00:11:19.680 --> 00:11:21.880]  我試一下去回答,好嗎?
[00:11:21.880 --> 00:11:24.320]  盼望我等一下能夠把時間掌握得更好
[00:11:24.320 --> 00:11:27.000]  你們可以寫些條子來提問
[00:11:27.000 --> 00:11:28.320]  然後我可以回答你們
[00:11:28.320 --> 00:11:32.040]  好,我今天最主要就想問一個問題
[00:11:32.040 --> 00:11:34.400]  今天我最主要想問一個問題
[00:11:34.400 --> 00:11:36.040]  其實人生有苦難
[00:11:36.040 --> 00:11:38.840]  這個是必然的事實,是嗎?
[00:11:38.840 --> 00:11:42.040]  其實人生有苦難是必然的事實,對嗎?
[00:11:42.040 --> 00:11:43.840]  佛家告訴我們
[00:11:43.840 --> 00:11:45.640]  生、老、病、死
[00:11:45.640 --> 00:11:47.600]  這些每一個人都要經歷過
[00:11:47.600 --> 00:11:49.240]  那麼佛家告訴我們聽說
[00:11:49.240 --> 00:11:50.440]  生、老、病、死
[00:11:50.440 --> 00:11:52.360]  是每個人都必要經歷的
[00:11:52.360 --> 00:11:55.120]  即今天沒有,明天一定都會有
[00:11:55.120 --> 00:11:56.400]  下一年一樣會有
[00:11:56.400 --> 00:11:58.440]  你今天沒有,可能明天會有
[00:11:58.440 --> 00:12:00.760]  那你現在沒有,你可能明年都會有
[00:12:00.760 --> 00:12:03.000]  誰不會老?誰不會病?
[00:12:03.000 --> 00:12:05.000]  誰不會老?誰不會病呢?
[00:12:05.000 --> 00:12:06.800]  人生怎麼會沒有衝突呢?
[00:12:06.800 --> 00:12:08.480]  人生怎麼會沒有衝突呢?
[00:12:08.480 --> 00:12:10.000]  怎麼會事事如意呢?
[00:12:10.000 --> 00:12:11.400]  怎麼會事事如意呢?
[00:12:11.400 --> 00:12:13.040]  是嗎?這個是事實
[00:12:13.040 --> 00:12:14.640]  對嗎?這個是一個事實
[00:12:14.640 --> 00:12:16.160]  所以今天要問什麼問題呢?
[00:12:16.160 --> 00:12:18.120]  今天要問什麼問題呢?
[00:12:18.120 --> 00:12:19.720]  不是問為什麼有苦難
[00:12:19.720 --> 00:12:21.600]  不是要問為什麼有苦難
[00:12:21.600 --> 00:12:23.760]  我想問的就是有基督教信仰
[00:12:23.760 --> 00:12:25.600]  和沒有基督教信仰
[00:12:25.600 --> 00:12:28.320]  在人生的苦難裡面有什麼樣的分別?
[00:12:28.320 --> 00:12:29.560]  那麼我想問的問題是說
[00:12:29.560 --> 00:12:31.680]  有基督教信仰和沒有基督教信仰
[00:12:31.680 --> 00:12:33.360]  面對人生苦難的時候
[00:12:33.360 --> 00:12:34.800]  有什麼樣的分別?
[00:12:34.800 --> 00:12:35.760]  信了耶穌的人
[00:12:35.760 --> 00:12:38.400]  有基督教信仰的人都有苦難的
[00:12:38.400 --> 00:12:39.800]  那麼相信耶穌的人
[00:12:39.800 --> 00:12:41.560]  是相信基督教的人
[00:12:41.560 --> 00:12:42.880]  其實都會有苦難的
[00:12:42.880 --> 00:12:44.360]  神不會說你信耶穌啊
[00:12:44.360 --> 00:12:46.480]  那就上岸了,那沒事了
[00:12:46.480 --> 00:12:48.600]  那神不會說你信了耶穌啊
[00:12:48.600 --> 00:12:50.760]  你已經可以上岸了,你沒有事了
[00:12:50.760 --> 00:12:52.000]  如果一信耶穌
[00:12:52.000 --> 00:12:53.960]  基督徒個個上了岸
[00:12:53.960 --> 00:12:54.840]  那麼有苦難了
[00:12:54.840 --> 00:12:56.360]  如果是你信了耶穌以後
[00:12:56.360 --> 00:12:57.600]  每個基督徒都上岸了
[00:12:57.600 --> 00:12:58.720]  已經沒有苦難了
[00:12:58.720 --> 00:13:01.040]  那麼那幫基督徒就成為最冷血的人了
[00:13:01.040 --> 00:13:02.920]  因為他都不知道人間是這麼苦
[00:13:02.920 --> 00:13:05.600]  那麼這幫基督徒可能會是最冷血的人
[00:13:05.600 --> 00:13:07.640]  因為他都不知道人間會有這麼多苦難
[00:13:07.640 --> 00:13:08.320]  所以你不要說
[00:13:08.320 --> 00:13:09.360]  哎呀,我信了神了
[00:13:09.360 --> 00:13:10.600]  為什麼我還有苦難?
