
[00:00:00.000 --> 00:00:02.780]  好 今天正道的經文是
[00:03:25.060 --> 00:03:29.060]  讓我們在這裡領受你的話語和敬拜之後
[00:03:29.060 --> 00:03:33.060]  我們散去的腳步當中 能夠帶到我們的生活當中
[00:03:33.060 --> 00:03:35.060]  活出你的樣式和見證
[00:03:35.060 --> 00:03:39.060]  我們這樣仰望交託 奉主耶穌得勝的民求
[00:03:39.060 --> 00:03:46.060]  有一天 旺角人來人往
[00:03:46.060 --> 00:03:49.060]  去過旺角沒有啊? 去過啊 OK
[00:03:49.060 --> 00:03:51.060]  那人來人往是什麼 你可以理解了
[00:03:51.060 --> 00:03:56.060]  然後有一個牧師在旺角的街上行街 喊街
[00:03:56.060 --> 00:04:00.060]  就是逛街了 突然之間 馬斯克跑過來
[00:04:00.060 --> 00:04:03.060]  我本來是想寫李嘉誠的
[00:04:03.060 --> 00:04:07.060]  突然之間 馬斯克跑過來 跪在他面前說
[00:04:07.060 --> 00:04:13.060]  良善的父子 我當作什麼才可以承受永生呢?
[00:04:13.060 --> 00:04:18.060]  如果有人同你講 你信不信?
[00:04:18.060 --> 00:04:24.060]  馬斯克 馬超人 特首他都不跪啦
[00:04:24.060 --> 00:04:27.060]  他怎麼可能跪在牧師面前呢?
[00:04:27.060 --> 00:04:32.060]  你在講笑話 你說笑
[00:04:32.060 --> 00:04:35.060]  如果你相信的話 假如你相信的話
[00:04:35.060 --> 00:04:37.060]  你就會問 哇 這麼厲害啊
[00:04:37.060 --> 00:04:39.060]  這個良善的父子是誰啊?
[00:04:39.060 --> 00:04:45.060]  馬斯克都拜他 這個良善的父子是什麼人啊?
[00:04:45.060 --> 00:04:50.060]  是啊 大家覺得這樣的事情 絕對不可能
[00:04:50.060 --> 00:04:52.060]  因為像馬斯克這樣的人
[00:04:52.060 --> 00:04:55.060]  是有頭有臉 有錢的人
[00:04:55.060 --> 00:05:00.060]  這樣的人 怎麼可能跑到很多人的旺角
[00:05:00.060 --> 00:05:03.060]  當眾給人家跪下呢?
[00:05:03.060 --> 00:05:06.060]  所以我不信
[00:05:06.060 --> 00:05:09.060]  但是在本段經文當中的話呢
[00:05:09.060 --> 00:05:12.060]  恰恰有這樣一個關
[00:05:12.060 --> 00:05:18.060]  好有錢 因為路加福音講他的產業很多
[00:05:18.060 --> 00:05:22.060]  同時這個故事還出現在馬太福音以及馬可福音中
[00:05:22.060 --> 00:05:26.060]  都是講他有錢 還少年
[00:05:26.060 --> 00:05:31.060]  所以你想想 這個有錢又年輕有地位的官
[00:05:31.060 --> 00:05:34.060]  他為什麼要下跪呢?
[00:05:34.060 --> 00:05:37.060]  如果不是他心裡面很不安寧的話
[00:05:37.060 --> 00:05:39.060]  他為什麼會不顧一切
[00:05:39.060 --> 00:05:44.060]  在眾人面前 跑到耶穌面前來下跪呢?
[00:05:44.060 --> 00:05:46.060]  有沒有想過這個問題?
[00:05:46.060 --> 00:05:50.060]  到底有什麼東西讓他很不安寧呢?
[00:05:50.060 --> 00:05:53.060]  你看他有錢 又有地位 是官
[00:05:53.060 --> 00:05:56.060]  然後看他對自己的介紹
[00:05:56.060 --> 00:05:58.060]  他還相當不錯
[00:05:58.060 --> 00:06:01.060]  他這個人還是不錯的
[00:06:01.060 --> 00:06:03.060]  人緣很好的
[00:06:03.060 --> 00:06:07.060]  那究竟什麼讓他很不安寧呢?
[00:06:07.060 --> 00:06:10.060]  好 我們今天來看一下這段經文
[00:06:10.060 --> 00:06:13.060]  究竟這段經文要講什麼?
[00:06:13.060 --> 00:06:15.060]  好 這段經文開始
[00:06:15.060 --> 00:06:17.060]  大家如果看到這個經文就發現
[00:06:17.060 --> 00:06:19.060]  這個官問了一個問題
[00:06:19.060 --> 00:06:21.060]  這個問題很重要 這個問題叫什麼?
[00:06:21.060 --> 00:06:27.060]  他說 我怎麼做才可以承受永生呢?
[00:06:27.060 --> 00:06:29.060]  好 耶穌沒有回答說
[00:06:29.060 --> 00:06:31.060]  小子 信耶穌啦
[00:06:31.060 --> 00:06:33.060]  他沒有這麼講
[00:06:33.060 --> 00:06:36.060]  他反而是問
[00:06:36.060 --> 00:06:37.060]  問了他一個問題
[00:06:37.060 --> 00:06:39.060]  問了他問題之後
[00:06:39.060 --> 00:06:42.060]  說就是那個誡命你守了沒有?
[00:06:42.060 --> 00:06:44.060]  好 那幾條誡命大家有沒有印象
[00:06:44.060 --> 00:06:47.060]  是哪幾條誡命?
[00:06:47.060 --> 00:06:50.060]  好 下面 下一頁
[00:06:50.060 --> 00:06:53.060]  不可姦淫 不可殺人
[00:06:53.060 --> 00:06:57.060]  不可偷盜 不可做假見證
[00:06:57.060 --> 00:06:59.060]  最後一條是什麼呀?
[00:06:59.060 --> 00:07:01.060]  記不記得?
[00:07:01.060 --> 00:07:03.060]  父母一定要記得
[00:07:03.060 --> 00:07:06.060]  這個是當孝敬父母
[00:07:06.060 --> 00:07:09.060]  很明顯啊 這個誡命來自哪裡呀?
[00:07:09.060 --> 00:07:11.060]  來自十誡
[00:07:11.060 --> 00:07:15.060]  但是只有五條 沒有十條
[00:07:15.060 --> 00:07:16.060]  那你就會問了
[00:07:16.060 --> 00:07:18.060]  為什麼耶穌回答問題呢?
[00:07:18.060 --> 00:07:21.060]  特別講了這五條呢?
[00:07:21.060 --> 00:07:24.060]  為什麼特別講這五條呢?
[00:07:24.060 --> 00:07:25.060]  第二呢 就是
[00:07:25.060 --> 00:07:31.060]  為什麼要把這個孝敬父母擺在最後呢?
[00:07:31.060 --> 00:07:32.060]  一個可能答案就是
[00:07:32.060 --> 00:07:34.060]  這幾條誡命很重要
[00:07:34.060 --> 00:07:35.060]  你跟著去做
[00:07:35.060 --> 00:07:37.060]  就可以得永生了
[00:07:37.060 --> 00:07:39.060]  但是我們也很奇怪
[00:07:39.060 --> 00:07:40.060]  很重要 為什麼
[00:07:40.060 --> 00:07:44.060]  要把孝敬父母擺在最後呢?
[00:07:44.060 --> 00:07:45.060]  如果講
[00:07:45.060 --> 00:07:48.060]  主耶穌要講話肯定是有意思的啦
[00:07:48.060 --> 00:07:49.060]  那就是說
[00:07:49.060 --> 00:07:51.060]  那到底有什麼意思呢?
[00:07:51.060 --> 00:07:53.060]  我們就回去看一下舊約
[00:07:53.060 --> 00:07:55.060]  我們去看一下舊約的十誡
[00:07:55.060 --> 00:07:58.060]  很明顯的這段經文是跟十誡有關係的
[00:07:58.060 --> 00:07:59.060]  我們回到上一頁
[00:07:59.060 --> 00:08:00.060]  我們看看十誡
[00:08:00.060 --> 00:08:04.060]  十誡是聖經中最出名的經文之一
[00:08:04.060 --> 00:08:06.060]  無論是在新約還是舊約
[00:08:06.060 --> 00:08:09.060]  我們都發現非常出名
[00:08:09.060 --> 00:08:11.060]  所以如果不明白十誡的話
[00:08:11.060 --> 00:08:13.060]  我們可能就不明白這個經文了
[00:08:13.060 --> 00:08:14.060]  我們看看這個舊約裡面
[00:08:14.060 --> 00:08:16.060]  第一條經文
[00:08:16.060 --> 00:08:17.060]  第一條誡命是什麼呢?
[00:08:17.060 --> 00:08:18.060]  我們讀一下
[00:08:18.060 --> 00:08:21.060]  這是出埃及記二十章第三節
[00:08:21.060 --> 00:08:22.060]  第一條誡命是什麼?
[00:08:22.060 --> 00:08:24.060]  我們讀一下
[00:08:24.060 --> 00:08:25.060]  這是第一條
[00:08:25.060 --> 00:08:29.060]  第二條呢?
[00:08:29.060 --> 00:08:32.060]  第三條
[00:08:32.060 --> 00:08:34.060]  我們發現沒有
[00:08:34.060 --> 00:08:37.060]  剛剛耶穌有沒有講這幾條?
[00:08:37.060 --> 00:08:38.060]  沒有
[00:08:38.060 --> 00:08:40.060]  十誡的這個經文非常特別
[00:08:40.060 --> 00:08:41.060]  有的教會呢
[00:08:41.060 --> 00:08:43.060]  在這個主餐的時候
[00:08:43.060 --> 00:08:45.060]  也會常常誦讀十誡
[00:08:45.060 --> 00:08:46.060]  但是的話呢
[00:08:46.060 --> 00:08:48.060]  有沒有人想過十誡有什麼特別的地方
[00:08:48.060 --> 00:08:50.060]  為什麼是這十誡呢?
[00:08:50.060 --> 00:08:51.060]  有什麼特別的地方
[00:08:51.060 --> 00:08:52.060]  首先我們看
[00:08:52.060 --> 00:08:57.060]  就是這個誡命安排的一二三的次序
[00:08:57.060 --> 00:09:00.060]  這個次序很值得我們留意
[00:09:00.060 --> 00:09:02.060]  一般講次序很重要
[00:09:02.060 --> 00:09:05.060]  排位子的次序是很重要的
[00:09:05.060 --> 00:09:07.060]  然後的話呢
[00:09:07.060 --> 00:09:09.060]  我們發現在有一本書中
[00:09:09.060 --> 00:09:10.060]  Albert有一本書中
[00:09:10.060 --> 00:09:12.060]  他講我們把十誡分一分的話
[00:09:12.060 --> 00:09:13.060]  你會發現什麼?
[00:09:13.060 --> 00:09:15.060]  這個十誡的安排很特別
[00:09:15.060 --> 00:09:18.060]  前四條都是講神的
[00:09:18.060 --> 00:09:19.060]  跟神有關
[00:09:19.060 --> 00:09:21.060]  然後後面六條呢
[00:09:21.060 --> 00:09:24.060]  都是講人有關係的
[00:09:24.060 --> 00:09:27.060]  第五條就是當孝敬父母
[00:09:27.060 --> 00:09:28.060]  這個就是跟人有
[00:09:28.060 --> 00:09:29.060]  第四條是守安息日
[00:09:29.060 --> 00:09:30.060]  是跟神有關
[00:09:30.060 --> 00:09:31.060]  第五條當孝敬父母
[00:09:31.060 --> 00:09:33.060]  後面就是不可不可不可
[00:09:33.060 --> 00:09:35.060]  全都是跟人有關係
[00:09:35.060 --> 00:09:37.060]  所以我們通常這個叫什麼?
[00:09:37.060 --> 00:09:39.060]  叫四六分
[00:09:39.060 --> 00:09:41.060]  Say lohoi
[00:09:41.060 --> 00:09:43.060]  當然有的人不認同這種講法
[00:09:43.060 --> 00:09:45.060]  是不是這個四六開呢
[00:09:45.060 --> 00:09:46.060]  是不是正確呢
[00:09:46.060 --> 00:09:48.060]  這個也是有討論的
[00:09:48.060 --> 00:09:49.060]  然後我們剛剛讀完了
[00:09:49.060 --> 00:09:51.060]  這十誡之後的話呢
[00:09:51.060 --> 00:09:52.060]  我們還發現呢
[00:09:52.060 --> 00:09:53.060]  還有一條
[00:09:53.060 --> 00:09:54.060]  這是第四條是什麼
[00:09:54.060 --> 00:09:56.060]  我們再看看第四條是什麼
[00:09:56.060 --> 00:09:59.060]  OK 再讀一下
[00:09:59.060 --> 00:10:01.060]  好的 我們發現沒有
[00:10:01.060 --> 00:10:04.060]  耶穌基督是不是前四條都省掉了
[00:10:04.060 --> 00:10:07.060]  然後單單講了第五條是不是
[00:10:07.060 --> 00:10:09.060]  當孝敬父母
[00:10:09.060 --> 00:10:11.060]  你說當孝敬父母
[00:10:11.060 --> 00:10:12.060]  為什麼這麼特別
[00:10:12.060 --> 00:10:14.060]  耶穌基督提出來
[00:10:14.060 --> 00:10:17.060]  前四條跟神有關係的都不提
[00:10:17.060 --> 00:10:19.060]  我們下一頁我們看到
[00:10:19.060 --> 00:10:20.060]  我們發現呢
[00:10:20.060 --> 00:10:25.060]  生命記的第六章的一到三節
[00:10:25.060 --> 00:10:27.060]  有特別重要的經文
[00:10:27.060 --> 00:10:28.060]  我們看一下有什麼經文
[00:10:28.060 --> 00:10:30.060]  你們看一下 讀一下
[00:10:30.060 --> 00:10:31.060]  這段經文可能有關係
[00:10:31.060 --> 00:10:33.060]  跟這個我們讀一下
[00:10:33.060 --> 00:10:36.060]  這是耶和華你們神
[00:10:36.060 --> 00:10:39.060]  所吩咐教訓你們的誡命
[00:10:39.060 --> 00:10:41.060]  律例 好教
[00:10:41.060 --> 00:10:43.060]  教訓你們的律例
[00:10:43.060 --> 00:10:46.060]  是神的意思所應許的
[00:10:46.060 --> 00:10:48.060]  這裡你發現有什麼特別的地方
[00:10:48.060 --> 00:10:50.060]  它這裡呢 第一二節講的
[00:10:50.060 --> 00:10:53.060]  就是我所吩咐你的
[00:10:53.060 --> 00:10:55.060]  使你的日子得以長久
[00:10:55.060 --> 00:10:58.060]  如果你看當孝敬父母那一條的話呢
[00:10:58.060 --> 00:11:00.060]  一樣的 當孝敬父母
[00:11:00.060 --> 00:11:02.060]  使你的日子在耶和華
[00:11:02.060 --> 00:11:07.060]  你神所賜你的地上得以長久
[00:11:07.060 --> 00:11:08.060]  不但是這裡
[00:11:08.060 --> 00:11:10.060]  如果你看新約的話呢
[00:11:10.060 --> 00:11:13.060]  保羅書信也特別引述了這條誡命
[00:11:13.060 --> 00:11:15.060]  所以發現孝敬父母
[00:11:15.060 --> 00:11:16.060]  對猶太人來講
[00:11:16.060 --> 00:11:18.060]  對基督徒來講的話
[00:11:18.060 --> 00:11:21.060]  都非常重要
[00:11:21.060 --> 00:11:22.060]  那你就會想了
[00:11:22.060 --> 00:11:23.060]  第一呢
[00:11:23.060 --> 00:11:27.060]  為什麼孝敬父母這麼重要
[00:11:27.060 --> 00:11:28.060]  當然我不是說
[00:11:28.060 --> 00:11:31.060]  大家不要孝敬父母
[00:11:31.060 --> 00:11:32.060]  但是呢
[00:11:32.060 --> 00:11:34.060]  為什麼特別要提到
[00:11:34.060 --> 00:11:36.060]  耶穌基督特別要提到孝敬父母呢
[00:11:36.060 --> 00:11:40.060]  而不提到剛才讀的前四條誡命呢
[00:11:40.060 --> 00:11:41.060]  這是第一個問題
[00:11:41.060 --> 00:11:43.060]  讓大家思考
[00:11:43.060 --> 00:11:44.060]  第二個問題是
[00:11:44.060 --> 00:11:46.060]  這個誡命講的
[00:11:46.060 --> 00:11:48.060]  孝敬父母的話呢
[00:11:48.060 --> 00:11:52.060]  我們在這個地上日子會長久
[00:11:52.060 --> 00:11:55.060]  這是不是真的啊
[00:11:55.060 --> 00:11:56.060]  猶太人肯定知道呢
[00:11:56.060 --> 00:11:58.060]  醫療健康對日子長久
[00:11:58.060 --> 00:12:00.060]  很大的幫助
[00:12:00.060 --> 00:12:01.060]  但是呢
[00:12:01.060 --> 00:12:07.060]  孝敬父母是不是一定就會健康長壽呢
[00:12:07.060 --> 00:12:09.060]  不一定的
[00:12:09.060 --> 00:12:10.060]  所以的話呢
[00:12:10.060 --> 00:12:11.060]  我們就想
[00:12:11.060 --> 00:12:13.060]  為什麼說耶和華說呢
[00:12:13.060 --> 00:12:14.060]  你孝敬父母呢
[00:12:14.060 --> 00:12:16.060]  這個地上日子就會長久了
[00:12:16.060 --> 00:12:17.060]  好了
[00:12:17.060 --> 00:12:18.060]  然後我們看下一段的話呢
[00:12:18.060 --> 00:12:20.060]  保羅在以弗所書
[00:12:20.060 --> 00:12:21.060]  在下一頁
[00:12:21.060 --> 00:12:22.060]  這在上頁
[00:12:22.060 --> 00:12:25.060]  保羅在以弗所書六章的話
[00:12:25.060 --> 00:12:27.060]  特別提到了一條誡命
[00:12:27.060 --> 00:12:28.060]  以弗所書六章
[00:12:28.060 --> 00:12:30.060]  他提到什麼誡命呢
[00:12:30.060 --> 00:12:31.060]  上一頁
[00:12:31.060 --> 00:12:33.060]  就是你們做兒女的
[00:12:33.060 --> 00:12:35.060]  要在主裡聽從父母
[00:12:35.060 --> 00:12:37.060]  這是理所當然的
[00:12:37.060 --> 00:12:39.060]  要孝敬父母
[00:12:39.060 --> 00:12:42.060]  使你得福再世長壽
[00:12:42.060 --> 00:12:44.060]  這是第一條
[00:12:44.060 --> 00:12:46.060]  待應許的誡命
[00:12:46.060 --> 00:12:47.060]  我們看一下
[00:12:47.060 --> 00:12:48.060]  要孝敬父母
[00:12:48.060 --> 00:12:51.060]  使你得福再世長壽
[00:12:51.060 --> 00:12:53.060]  但是他前面講的是呢
[00:12:53.060 --> 00:12:54.060]  做兒女的
[00:12:54.060 --> 00:12:58.060]  要在主裡聽從父母
[00:12:58.060 --> 00:13:00.060]  這樣結合起來的話呢
[00:13:00.060 --> 00:13:02.060]  我們才發現
[00:13:02.060 --> 00:13:07.060]  聖經講的要孝敬父母是什麼意思
[00:13:07.060 --> 00:13:08.060]  我們發現的話呢
[00:13:08.060 --> 00:13:11.060]  原來聖經講的這個孝敬父母呢
[00:13:11.060 --> 00:13:13.060]  不只是端茶倒水
[00:13:13.060 --> 00:13:15.060]  不只是買維他命
[00:13:15.060 --> 00:13:17.060]  給父母吃這麼簡單
[00:13:17.060 --> 00:13:18.060]  也不是端呢
[00:13:18.060 --> 00:13:22.060]  我們每個星期陪父母喝茶這麼簡單
[00:13:22.060 --> 00:13:23.060]  孝敬父母呢
[00:13:23.060 --> 00:13:25.060]  在猶太人的傳統中呢
[00:13:25.060 --> 00:13:26.060]  就是什麼呀
[00:13:26.060 --> 00:13:30.060]  就是在主裡聽從父母
[00:13:30.060 --> 00:13:32.060]  什麼叫在主裡聽從父母
[00:13:32.060 --> 00:13:34.060]  就是當父母呢
[00:13:34.060 --> 00:13:36.060]  教導你神的話語
[00:13:36.060 --> 00:13:38.060]  神的誡命的時候呢
[00:13:38.060 --> 00:13:41.060]  你們要聽
[00:13:41.060 --> 00:13:43.060]  你如果孝敬父母的話呢
[00:13:43.060 --> 00:13:46.060]  你就要聽從父母的教導
[00:13:46.060 --> 00:13:47.060]  那父母教什麼呢
[00:13:47.060 --> 00:13:48.060]  就神的話語
[00:13:48.060 --> 00:13:51.060]  神的誡命
[00:13:51.060 --> 00:13:52.060]  而你的子女呢
[00:13:52.060 --> 00:13:55.060]  又要教導他們的下一代呢
[00:13:55.060 --> 00:13:58.060]  去聽從這些誡命
[00:13:58.060 --> 00:14:00.060]  這就叫孝敬父母
[00:14:00.060 --> 00:14:04.060]  就是聽命勝於獻祭
[00:14:04.060 --> 00:14:08.060]  聽命勝於買維他命
[00:14:08.060 --> 00:14:12.060]  所以孝敬父母不是講父母大過天
[00:14:12.060 --> 00:14:13.060]  不是說父母說啥
[00:14:13.060 --> 00:14:15.060]  你就一定要做啥
[00:14:15.060 --> 00:14:17.060]  而是說孝敬父母
[00:14:17.060 --> 00:14:23.060]  就是你要尊重尊敬父母的教導
[00:14:23.060 --> 00:14:27.060]  了解並順從神的誡命
[00:14:27.060 --> 00:14:28.060]  這個教導的話呢
[00:14:28.060 --> 00:14:29.060]  不但自己要聽
[00:14:29.060 --> 00:14:31.060]  而且是要教導你的下一輩
[00:14:31.060 --> 00:14:33.060]  祖祖輩輩的
[00:14:33.060 --> 00:14:37.060]  去聽從有關神的教導
[00:14:37.060 --> 00:14:38.060]  所以呢
[00:14:38.060 --> 00:14:40.060]  也只有兒女孝順父母
[00:14:40.060 --> 00:14:43.060]  聽話受教
[00:14:43.060 --> 00:14:46.060]  他們也才會世世代代去遵循
[00:14:46.060 --> 00:14:48.060]  他們只有遵循了神的話
[00:14:48.060 --> 00:14:50.060]  他們的族群才可以一代一代
[00:14:50.060 --> 00:14:53.060]  在這個流奶與蜜的地上
[00:14:53.060 --> 00:14:56.060]  得以長久
[00:14:56.060 --> 00:14:57.060]  所以說呢
[00:14:57.060 --> 00:14:59.060]  孝敬父母日子得以長久
[00:14:59.060 --> 00:15:01.060]  不是說我的命特別長
[00:15:01.060 --> 00:15:02.060]  活到98
[00:15:02.060 --> 00:15:03.060]  不是的
[00:15:03.060 --> 00:15:04.060]  而是說呢
[00:15:04.060 --> 00:15:05.060]  我們在這個地上
[00:15:05.060 --> 00:15:07.060]  應許之地上
[00:15:07.060 --> 00:15:10.060]  可以世世代代去敬拜神
[00:15:10.060 --> 00:15:12.060]  去長久
[00:15:12.060 --> 00:15:13.060]  這樣的話呢
[00:15:13.060 --> 00:15:15.060]  神的子民在流奶與蜜的地
[00:15:15.060 --> 00:15:17.060]  才得以長久
[00:15:17.060 --> 00:15:22.060]  所以不是長命百歲這麼簡單
[00:15:22.060 --> 00:15:24.060]  就好像我們這個堂會一樣的
[00:15:24.060 --> 00:15:27.060]  我們只有聽神的話
[00:15:27.060 --> 00:15:30.060]  一代一代中心的傳遞神的話語
[00:15:30.060 --> 00:15:31.060]  我們這個堂會才會
[00:15:31.060 --> 00:15:32.060]  一代一代的流傳下去
[00:15:32.060 --> 00:15:36.060]  才得以長久
[00:15:36.060 --> 00:15:37.060]  所以呢
[00:15:37.060 --> 00:15:39.060]  猶太人把這一條放在第五
[00:15:39.060 --> 00:15:41.060]  是唯有孝敬父母
[00:15:41.060 --> 00:15:43.060]  我們才會聽從耶和華的話
[00:15:43.060 --> 00:15:44.060]  才會聽父母的話
[00:15:44.060 --> 00:15:46.060]  去敬拜耶和華
[00:15:46.060 --> 00:15:48.060]  去敬拜真神
[00:15:48.060 --> 00:15:49.060]  這樣看起來的話呢
[00:15:49.060 --> 00:15:52.060]  猶太人把這條放在第五呢
[00:15:52.060 --> 00:15:54.060]  不是說這一條特別特別
[00:15:54.060 --> 00:15:55.060]  而是說的話呢
[00:15:55.060 --> 00:15:59.060]  這一條是前面四條的什麼
[00:15:59.060 --> 00:16:02.060]  是總結
[00:16:02.060 --> 00:16:04.060]  你如果聽話
[00:16:04.060 --> 00:16:05.060]  你就會去敬拜神
[00:16:05.060 --> 00:16:07.060]  如果你不聽話
[00:16:07.060 --> 00:16:10.060]  你怎麼可能去跟父母去敬拜神呢
[00:16:10.060 --> 00:16:11.060]  我們現在知道
[00:16:11.060 --> 00:16:12.060]  小的時候
[00:16:12.060 --> 00:16:14.060]  把小朋友帶到教會來容易一點
[00:16:14.060 --> 00:16:15.060]  等他十幾歲的時候
[00:16:15.060 --> 00:16:17.060]  你再帶到教會來的話
[00:16:17.060 --> 00:16:18.060]  難
[00:16:18.060 --> 00:16:19.060]  因為開始
[00:16:19.060 --> 00:16:21.060]  因為開始他有自己的想法了
[00:16:21.060 --> 00:16:23.060]  因為他就覺得我就是我
[00:16:23.060 --> 00:16:25.060]  是不一樣的煙火
[00:16:25.060 --> 00:16:28.060]  我幹嘛要再跟你了那樣子
[00:16:28.060 --> 00:16:29.060]  這個時候的話呢
[00:16:29.060 --> 00:16:34.060]  你就發現不那麼孝敬父母了
[00:16:34.060 --> 00:16:35.060]  所以我們發現的話呢
[00:16:35.060 --> 00:16:37.060]  當我們教導他要孝敬父母的時候
[00:16:37.060 --> 00:16:38.060]  是說呢
[00:16:38.060 --> 00:16:40.060]  摩西的意思是說呢
[00:16:40.060 --> 00:16:42.060]  如果你能讓你的子女聽話
[00:16:42.060 --> 00:16:45.060]  他才會去跟著你去敬拜獨一真神
[00:16:45.060 --> 00:16:46.060]  那這樣子的話呢
[00:16:46.060 --> 00:16:50.060]  你們這群人在這個流奶與蜜的地方
[00:16:50.060 --> 00:16:52.060]  才會長久下去
[00:16:52.060 --> 00:16:53.060]  神的祝福才會不斷的
[00:16:53.060 --> 00:16:56.060]  領導這群子民
[00:16:56.060 --> 00:16:58.060]  所以摩西教了他們這個律法
[00:16:58.060 --> 00:16:59.060]  這樣的話呢
[00:16:59.060 --> 00:17:00.060]  不是讓他們去賺多點錢
[00:17:00.060 --> 00:17:02.060]  搞多點金融
[00:17:02.060 --> 00:17:04.060]  然後學習一些本事
[00:17:04.060 --> 00:17:06.060]  或者學習點禮貌啊什麼
[00:17:06.060 --> 00:17:07.060]  更重要的是呢
[00:17:07.060 --> 00:17:08.060]  是讓他們知道呢
[00:17:08.060 --> 00:17:10.060]  學習怎麼樣去跟隨父母
[00:17:10.060 --> 00:17:13.060]  去敬拜真神
[00:17:13.060 --> 00:17:17.060]  而不是假神
[00:17:17.060 --> 00:17:19.060]  所以這樣看的話呢
[00:17:19.060 --> 00:17:23.060]  實際不是四六分
[00:17:23.060 --> 00:17:26.060]  而是五五分
[00:17:26.060 --> 00:17:27.060]  先講前四條
[00:17:27.060 --> 00:17:28.060]  然後第五條是總結
[00:17:28.060 --> 00:17:29.060]  因為呢
[00:17:29.060 --> 00:17:30.060]  都不孝敬父母了
[00:17:30.060 --> 00:17:32.060]  前四條講了也白講
[00:17:32.060 --> 00:17:33.060]  只有孝敬父母了
[00:17:33.060 --> 00:17:38.060]  才會跟他去跟神有關係
[00:17:38.060 --> 00:17:40.060]  然後呢
[00:17:40.060 --> 00:17:42.060]  我們看五五分的話呢
[00:17:42.060 --> 00:17:43.060]  不僅僅這樣的話呢
[00:17:43.060 --> 00:17:44.060]  很多先知書裡頭
[00:17:44.060 --> 00:17:46.060]  就是經卷裡頭
[00:17:46.060 --> 00:17:47.060]  都有這樣的分法
[00:17:47.060 --> 00:17:49.060]  就是呢他們就講一條
[00:17:49.060 --> 00:17:50.060]  當孝敬父母
[00:17:50.060 --> 00:17:51.060]  前面四條不講
[00:17:51.060 --> 00:17:52.060]  很多先知書裡面都會有這樣
[00:17:52.060 --> 00:17:53.060]  如果你們有空的話
[00:17:53.060 --> 00:17:55.060]  以後我來給大家講先知書
[00:17:55.060 --> 00:17:56.060]  大家就慢慢發現了
[00:17:56.060 --> 00:17:57.060]  好了講完前四條
[00:17:57.060 --> 00:17:59.060]  我們知道孝敬父母很重要了
