
[00:00:00.000 --> 00:00:03.920]  詩篇七十三篇提到當時的詩人
[00:04:27.040 --> 00:04:29.040]  他們說話自高
[00:04:29.040 --> 00:04:30.920]  他們的口舌軸上天
[00:04:30.920 --> 00:04:33.840]  他們的舌頭毀謗全地
[00:04:33.840 --> 00:04:37.040]  很大膽說很多很誇口的話
[00:04:37.040 --> 00:04:38.320]  目中無人
[00:04:38.320 --> 00:04:41.440]  眼中無神的情形
[00:04:41.440 --> 00:04:42.840]  在這種情況的時候
[00:04:42.840 --> 00:04:44.200]  聖經再說到
[00:04:44.200 --> 00:04:46.720]  因此神的民歸到那裡
[00:04:46.720 --> 00:04:49.640]  喝盡了滿杯的苦水
[00:04:49.640 --> 00:04:51.440]  這裡可以有兩個的了解
[00:04:51.440 --> 00:04:54.240]  一個就是因為他們這些強傲
[00:04:54.240 --> 00:04:55.720]  這些強暴的人
[00:04:55.720 --> 00:04:57.120]  驕傲的人
[00:04:57.120 --> 00:04:59.320]  他們令到很多神的選民
[00:04:59.320 --> 00:05:01.840]  受到很多的痛苦
[00:05:01.840 --> 00:05:03.040]  但另一個了解就是
[00:05:03.040 --> 00:05:05.040]  說到很多的人
[00:05:05.040 --> 00:05:08.240]  這些人見到惡人得勢
[00:05:08.240 --> 00:05:10.840]  因此就歸向他們
[00:05:10.840 --> 00:05:13.440]  學校他們的方式
[00:05:13.440 --> 00:05:15.040]  這裡的苦水
[00:05:15.040 --> 00:05:16.840]  可以用一個翻譯就是
[00:05:16.840 --> 00:05:19.840]  喝盡很多很多的水源
[00:05:19.840 --> 00:05:21.640]  因為依靠惡人
[00:05:21.640 --> 00:05:27.040]  他們都分償所謂的利益
[00:05:27.040 --> 00:05:28.640]  斯人見到這些處境的時候
[00:05:28.640 --> 00:05:29.640]  為什麼會這樣
[00:05:29.640 --> 00:05:31.040]  他很難接受到
[00:05:31.040 --> 00:05:33.040]  因此他就跟著說
[00:05:33.040 --> 00:05:35.240]  他們甚至說神怎能曉得
[00:05:35.240 --> 00:05:37.040]  自高者豈有知識
[00:05:37.040 --> 00:05:40.440]  他們誇口神不知道他們的情況
[00:05:40.440 --> 00:05:41.640]  十二節的時候
[00:05:41.640 --> 00:05:43.840]  有一個小的總結
[00:05:43.840 --> 00:05:47.640]  斯人說漢雅這就是惡人
[00:05:47.640 --> 00:05:50.240]  他們既是常享安逸
[00:05:50.240 --> 00:05:52.640]  財寶便增加
[00:05:52.640 --> 00:05:53.840]  他們不用做的
[00:05:53.840 --> 00:05:55.440]  很安樂地生活
[00:05:55.440 --> 00:05:58.440]  但是財富不斷滾滾而來
[00:05:58.440 --> 00:06:01.440]  為什麼會這樣
[00:06:01.440 --> 00:06:03.640]  來到十三節的時候
[00:06:03.640 --> 00:06:05.040]  到了十六節
[00:06:05.040 --> 00:06:07.240]  斯人將他內心那種自憐
[00:06:07.240 --> 00:06:08.440]  那種掙扎
[00:06:08.440 --> 00:06:10.640]  來跟我們分享
[00:06:10.640 --> 00:06:14.040]  他說:我實在徒然潔淨了我的心
[00:06:14.040 --> 00:06:16.840]  徒然洗手表明無辜
[00:06:16.840 --> 00:06:18.840]  兩次說什麼
[00:06:18.840 --> 00:06:20.840]  徒然
[00:06:20.840 --> 00:06:21.440]  沒用的
[00:06:21.440 --> 00:06:23.840]  我這麼謹慎自己
[00:06:23.840 --> 00:06:25.240]  我去行公義
[00:06:25.240 --> 00:06:26.440]  潔淨自己的心
[00:06:26.440 --> 00:06:28.440]  沒用的
[00:06:28.440 --> 00:06:30.840]  我得不到好的收場
[00:06:30.840 --> 00:06:33.640]  徒然洗手表明無辜
[00:06:33.640 --> 00:06:36.640]  洗手表示他覺得光明正大
[00:06:36.640 --> 00:06:38.440]  我做任何事情
[00:06:38.440 --> 00:06:40.640]  都是堂堂正正的
[00:06:40.640 --> 00:06:41.840]  但是沒用的
[00:06:41.840 --> 00:06:43.640]  沒用的
[00:06:43.640 --> 00:06:47.640]  你可以看到斯人那種自憐的心境
[00:06:47.640 --> 00:06:50.240]  他說:我終日遭災難
[00:06:50.240 --> 00:06:52.840]  他會感受到惡勢力在他身上
[00:06:52.840 --> 00:06:54.240]  迫害他
[00:06:54.240 --> 00:06:56.840]  每早晨受懲治
[00:06:56.840 --> 00:07:01.440]  早晨未必是惡人早上就來傷害他
[00:07:01.440 --> 00:07:05.240]  也可能是心靈那種很大的苦困
[00:07:05.240 --> 00:07:06.440]  心靈忿忿不平
[00:07:06.440 --> 00:07:09.040]  早上起床的時候就很困擾
[00:07:09.040 --> 00:07:13.240]  每天早上都接受不到這些現實
[00:07:13.240 --> 00:07:15.640]  在這時候他就說十五節
[00:07:15.640 --> 00:07:18.040]  我若說我要這樣說
[00:07:18.040 --> 00:07:20.840]  如果我向人們說出這些感受
[00:07:20.840 --> 00:07:25.040]  這就是以奸詐待你的眾子
[00:07:25.040 --> 00:07:26.440]  生亦本亦造
[00:07:26.440 --> 00:07:30.440]  這就是對他們的不忠
[00:07:30.440 --> 00:07:32.240]  如果我和神的選民
[00:07:32.240 --> 00:07:34.240]  來講述這些感受
[00:07:34.240 --> 00:07:37.840]  可能會令他們失去對神的信念
[00:07:37.840 --> 00:07:39.840]  可能會叛變他們
[00:07:39.840 --> 00:07:42.040]  因為斯人不想這樣說
[00:07:42.040 --> 00:07:44.240]  他內心有些不明白的事情
[00:07:44.240 --> 00:07:45.640]  但又說不出來
[00:07:45.640 --> 00:07:47.840]  他不知道如何面對
[00:07:47.840 --> 00:07:50.640]  因此他說第十六節
[00:07:50.640 --> 00:07:54.040]  我思察怎能明白這事
[00:07:54.040 --> 00:07:57.640]  眼看實是很為難
[00:07:57.640 --> 00:07:58.840]  怎麼辦?
[00:07:58.840 --> 00:08:02.840]  如何去解決這個矛盾?
[00:08:02.840 --> 00:08:04.640]  如果你看聖經到這一節的時候
[00:08:04.640 --> 00:08:06.440]  覺得好像很灰暗
[00:08:06.440 --> 00:08:08.240]  但來到第十七節
[00:08:08.240 --> 00:08:10.640]  就是一個轉捩點
[00:08:10.640 --> 00:08:13.040]  讓我進了神的聖所
[00:08:13.040 --> 00:08:16.240]  思想他們的結局
[00:08:16.240 --> 00:08:19.840]  斯人在這時候再次到達神的殿中
[00:08:19.840 --> 00:08:21.640]  也意味著他敬拜神
[00:08:21.640 --> 00:08:24.840]  回到神的面前親近神
[00:08:24.840 --> 00:08:28.640]  去想一想這位神是怎樣的一位神
[00:08:28.640 --> 00:08:31.640]  在這時候突然間他開通了
[00:08:31.640 --> 00:08:33.040]  他明白了
[00:08:33.040 --> 00:08:35.440]  知道這些事情將來的結局
[00:08:35.440 --> 00:08:37.440]  最終會是怎樣
[00:08:37.440 --> 00:08:40.640]  他眼睛突然間超越了眼前的現實
[00:08:40.640 --> 00:08:43.640]  看到最終的真實是怎樣
[00:08:43.640 --> 00:08:48.040]  我過去曾經提過一兩次
[00:08:48.040 --> 00:08:50.640]  有些未信耶穌的朋友
[00:08:50.640 --> 00:08:53.240]  認為基督徒很不現實
[00:08:53.240 --> 00:08:56.040]  他們經常說天堂、地獄
[00:08:56.040 --> 00:08:58.640]  明天有沒有飯吃?
[00:08:58.640 --> 00:09:01.040]  覺得我們都不看眼前的現實
[00:09:01.040 --> 00:09:03.640]  覺得你們很抽離
[00:09:03.640 --> 00:09:05.440]  但其實當我再小心思考的時候
[00:09:05.440 --> 00:09:06.640]  我就會感覺
[00:09:06.640 --> 00:09:09.640]  其實基督徒是比世界上所有的人
[00:09:09.640 --> 00:09:11.640]  更加現實
[00:09:11.640 --> 00:09:15.040]  只不過我們看的不是眼前的現實
[00:09:15.040 --> 00:09:17.440]  我們看的是長遠的現實
[00:09:17.440 --> 00:09:19.840]  是永久性的現實
[00:09:19.840 --> 00:09:21.240]  那個終局是怎樣
[00:09:21.240 --> 00:09:25.240]  因此向那個最終的現實走上去
[00:09:25.240 --> 00:09:26.640]  因此我們可以說
[00:09:26.640 --> 00:09:31.040]  基督徒是最現實的現實主義者
[00:09:31.040 --> 00:09:35.240]  在當中看到真正的遠景是怎樣
[00:09:35.240 --> 00:09:37.240]  好像一個人
[00:09:37.240 --> 00:09:41.440]  當他看望遠鏡的時候
[00:09:41.440 --> 00:09:45.240]  他的心裏面有一種了解
[00:09:45.240 --> 00:09:48.640]  他要調教望遠鏡的度數
[00:09:48.640 --> 00:09:50.840]  要調整方向
[00:09:50.840 --> 00:09:56.040]  以至能夠看清晰前面的遠景是怎樣
[00:09:56.040 --> 00:09:56.840]  各位弟兄姊妹
[00:09:56.840 --> 00:09:58.640]  今天是靈修主日
[00:09:58.640 --> 00:10:01.040]  甚麼是靈修呢?
[00:10:01.040 --> 00:10:03.440]  當然靈修會讀聖經、會祈禱
[00:10:03.440 --> 00:10:06.040]  但靈修的重要地方
[00:10:06.040 --> 00:10:11.640]  就是調整你的心思向著神
[00:10:11.640 --> 00:10:14.440]  世界上有很多事情會衝擊你的心
[00:10:14.440 --> 00:10:16.840]  你見到一個惡人得勢
[00:10:16.840 --> 00:10:18.440]  見到一個同事
[00:10:18.440 --> 00:10:19.840]  他懂得擦鞋
[00:10:19.840 --> 00:10:22.040]  所以上司升了他
[00:10:22.040 --> 00:10:24.640]  你見到一個很誠實做事的同事
[00:10:24.640 --> 00:10:25.840]  一邊被人踩
[00:10:25.840 --> 00:10:28.440]  現在被人降了幾級
[00:10:28.440 --> 00:10:30.040]  你覺得很不公道
[00:10:30.040 --> 00:10:33.840]  你就覺得我都可以像他們一樣
[00:10:33.840 --> 00:10:35.240]  你的眼睛會迷糊
[00:10:35.240 --> 00:10:39.040]  被這些事情撞擊你的信念
[00:10:39.040 --> 00:10:41.240]  但你靈修的時候
[00:10:41.240 --> 00:10:43.240]  你看到神的話
[00:10:43.240 --> 00:10:47.440]  神幫你調整你的心思向著神
[00:10:47.440 --> 00:10:50.840]  知道真正事實的終局是怎樣
[00:10:50.840 --> 00:10:54.040]  你就知道以屬靈的眼光
[00:10:54.040 --> 00:10:57.240]  看世上的萬事萬物
[00:10:57.240 --> 00:10:59.640]  人生有時焦點失了
[00:10:59.640 --> 00:11:01.440]  回到主面前
[00:11:01.440 --> 00:11:04.040]  教招、聚招
[00:11:04.040 --> 00:11:07.440]  回到真正的現實上
[00:11:07.440 --> 00:11:12.040]  在那時候你會明白真相是甚麼
[00:11:12.040 --> 00:11:13.240]  接著第十八節
[00:11:13.240 --> 00:11:16.840]  詩人就明白了
[00:11:16.840 --> 00:11:20.240]  「詩人說:你實在把他們安在寡地
[00:11:20.240 --> 00:11:22.640]  使他們掉在沉淪之中
[00:11:22.640 --> 00:11:25.640]  他們轉眼間成了何等的荒涼
[00:11:25.640 --> 00:11:28.640]  他們被驚恐也都滅盡了
[00:11:28.640 --> 00:11:30.840]  人誰醒了怎樣看夢
[00:11:30.840 --> 00:11:32.240]  主啊!你醒了
[00:11:32.240 --> 00:11:37.440]  也必照樣輕看他們的形象」
[00:11:37.440 --> 00:11:41.440]  有些朋友很喜歡有漂亮的跑車
[00:11:41.440 --> 00:11:44.840]  因此做夢的時候都夢見跑車
[00:11:44.840 --> 00:11:46.040]  如果有人做夢的時候
[00:11:46.040 --> 00:11:49.440]  夢見坐在一輛法拉利的最漂亮的跑車
[00:11:49.440 --> 00:11:51.040]  很開心地在那裡飛馳
[00:11:51.040 --> 00:11:53.440]  在那裡跑
[00:11:53.440 --> 00:11:55.040]  一醒的時候
[00:11:55.040 --> 00:11:57.840]  你猜他會不會打電話給所有朋友
[00:11:57.840 --> 00:12:01.840]  「我有輛大又漂亮的跑車」
[00:12:01.840 --> 00:12:03.240]  他不會
[00:12:03.240 --> 00:12:06.240]  他只會說「做夢而已」
[00:12:06.240 --> 00:12:08.240]  做夢而已
[00:12:08.240 --> 00:12:10.240]  不是真實的
[00:12:10.240 --> 00:12:12.440]  有一天神告訴我們
[00:12:12.440 --> 00:12:14.040]  這些惡人得勢
[00:12:14.040 --> 00:12:19.840]  他們可以興旺得像夢境一樣
[00:12:19.840 --> 00:12:21.640]  很快就會消失
[00:12:21.640 --> 00:12:26.240]  很快就會當成忘記了的事情
[00:12:26.240 --> 00:12:28.240]  從一個永恆的角度看
[00:12:28.240 --> 00:12:32.440]  這些事情很快就會消失
[00:12:32.440 --> 00:12:33.440]  聖經說
[00:12:33.440 --> 00:12:38.640]  「他們轉眼間成了何等的荒涼
[00:12:38.640 --> 00:12:41.840]  他們被驚恐也都滅盡了
[00:12:41.840 --> 00:12:46.640]  公義的上帝是會審判惡人的」
[00:12:46.640 --> 00:12:49.440]  所以使人突然明白
[00:12:49.440 --> 00:12:51.640]  他了解雖然眼前是這樣
[00:12:51.640 --> 00:12:54.640]  但最終不是這樣
[00:12:54.640 --> 00:12:58.040]  不單止是看見將來的真實狀況
[00:12:58.040 --> 00:12:59.640]  在親近神的時候
[00:12:59.640 --> 00:13:02.640]  同時看到自己內心的狀況
[00:13:02.640 --> 00:13:04.440]  剛才說望遠鏡
[00:13:04.440 --> 00:13:06.240]  或者另一個比喻
[00:13:06.240 --> 00:13:09.040]  好像一個內窺鏡
[00:13:09.040 --> 00:13:10.640]  如果你的胃有什麼問題
[00:13:10.640 --> 00:13:12.640]  醫生幫你照胃鏡
[00:13:12.640 --> 00:13:14.640]  知道你裡面的情況
[00:13:14.640 --> 00:13:18.040]  而對症你的問題幫助你
[00:13:18.040 --> 00:13:20.040]  人到神的面前的時候
[00:13:20.040 --> 00:13:21.640]  神光照我們的內心
[00:13:21.640 --> 00:13:28.040]  我們知道裡面有什麼要處理的問題
[00:13:28.040 --> 00:13:30.840]  你不要以為你拿著一本聖經
[00:13:30.840 --> 00:13:33.040]  讓我看看它說什麼
[00:13:33.040 --> 00:13:35.240]  好像你去研究一下
[00:13:35.240 --> 00:13:38.040]  它有什麼給你
[00:13:38.040 --> 00:13:39.240]  嚴格來說
[00:13:39.240 --> 00:13:41.040]  不是你讀聖經
[00:13:41.040 --> 00:13:43.440]  是聖經讀你
[00:13:43.440 --> 00:13:47.040]  The Bible reads your life
[00:13:47.040 --> 00:13:49.640]  神的話是活的道
[00:13:49.640 --> 00:13:51.640]  是帶著生命的
[00:13:51.640 --> 00:13:53.040]  所以很多弟兄姊妹讀聖經的時候
[00:13:53.040 --> 00:13:56.440]  會感覺好像是向著我講
[00:13:56.440 --> 00:13:58.640]  他們為什麼會知道我最近發生的事情
[00:13:58.640 --> 00:14:00.440]  特別針對著我的情況
[00:14:00.440 --> 00:14:02.640]  跟我說話
[00:14:02.640 --> 00:14:04.640]  因為神知道你的狀況
[00:14:04.640 --> 00:14:07.840]  即是聖靈向你開啟
[00:14:07.840 --> 00:14:11.040]  祂向你指明祂的心意
[00:14:11.040 --> 00:14:13.640]  因此聖經真的好像一面鏡子
[00:14:13.640 --> 00:14:16.440]  將他們裡面的問題照出來
[00:14:16.440 --> 00:14:18.440]  但祂不是想羞辱我們
[00:14:18.440 --> 00:14:21.040]  而是想我們明白自己的狀況
[00:14:21.040 --> 00:14:24.040]  以致我們能夠改變
[00:14:24.040 --> 00:14:26.840]  所以你看到當斯人明白之後
[00:14:26.840 --> 00:14:29.440]  他內心有一種很深切的內省
[00:14:29.440 --> 00:14:34.440]  大家看看第21節
[00:14:34.440 --> 00:14:37.640]  斯人說:因而我心裡發酸
[00:14:37.640 --> 00:14:39.040]  我肺腑鼻刺
[00:14:39.040 --> 00:14:40.840]  為什麼我會這樣
[00:14:40.840 --> 00:14:41.840]  第22節
[00:14:41.840 --> 00:14:43.840]  我這樣愚昧無知
[00:14:43.840 --> 00:14:44.840]  在你面前
[00:14:44.840 --> 00:14:46.040]  好像畜類
[00:14:46.040 --> 00:14:48.040]  好像牲畜一樣
[00:14:48.040 --> 00:14:51.040]  一種很深切的自我的認識
[00:14:51.040 --> 00:14:52.440]  英文說
[00:14:52.440 --> 00:14:55.040]  Self-awakening
[00:14:55.040 --> 00:14:55.840]  各位電影姊妹
[00:14:55.840 --> 00:14:56.440]  有些時候
[00:14:56.440 --> 00:15:02.240]  神忍痛讓你去看見自己的醜陋
[00:15:02.240 --> 00:15:05.040]  以致你能夠有種覺醒
[00:15:05.040 --> 00:15:08.040]  轉向神
[00:15:08.040 --> 00:15:09.440]  我早前有一次機會
[00:15:09.440 --> 00:15:11.840]  跟一位牧師來聊天
[00:15:11.840 --> 00:15:12.840]  聊完天之後
[00:15:12.840 --> 00:15:14.640]  覺得自己好像有點不安
[00:15:14.640 --> 00:15:15.640]  我就在想
[00:15:15.640 --> 00:15:17.240]  是甚麼事呢?
[00:15:17.240 --> 00:15:19.440]  我想起剛才所說的話
[00:15:19.440 --> 00:15:21.640]  我自己有某些說話
[00:15:21.640 --> 00:15:24.040]  好像在誇耀自己
[00:15:24.040 --> 00:15:26.840]  覺得很不應該這樣說
[00:15:26.840 --> 00:15:28.440]  我就放下了
[00:15:28.440 --> 00:15:29.040]  睡了之後
[00:15:29.040 --> 00:15:30.440]  翌日早上
[00:15:30.440 --> 00:15:31.440]  我自己靈修
[00:15:31.440 --> 00:15:33.640]  靈修的時候剛好來到
[00:15:33.640 --> 00:15:37.840]  哥林多後書第十一章十二章的經文
[00:15:37.840 --> 00:15:41.240]  當時我是一直讀開臨後的
[00:15:41.240 --> 00:15:43.640]  去到那段經文的時候
[00:15:43.640 --> 00:15:45.440]  看到保羅所說
[00:15:45.440 --> 00:15:46.640]  保羅說
[00:15:46.640 --> 00:15:50.040]  我絕不以別的誇口
[00:15:50.040 --> 00:15:52.440]  我不以其他事情來誇口
[00:15:52.440 --> 00:15:57.040]  我誇的
[00:15:57.040 --> 00:16:00.240]  不要緊
[00:16:00.240 --> 00:16:02.040]  我們誇口的是甚麼呢?
[00:16:02.040 --> 00:16:03.440]  當我讀聖經的時候
[00:16:03.440 --> 00:16:04.640]  一邊看聖經就說
[00:16:04.640 --> 00:16:09.840]  我誇的就是以主耶穌誇口
[00:16:09.840 --> 00:16:11.040]  如果你要誇口的話
[00:16:11.040 --> 00:16:11.840]  保羅就說
[00:16:11.840 --> 00:16:15.040]  我誇我自己的軟弱
[00:16:15.040 --> 00:16:15.840]  當我讀的時候
[00:16:15.840 --> 00:16:16.840]  我心裏面很感覺到
[00:16:16.840 --> 00:16:18.640]  好像神在當中提醒我
[00:16:18.640 --> 00:16:20.040]  他說:蕭嫂華
[00:16:20.040 --> 00:16:21.840]  你要留心
[00:16:21.840 --> 00:16:23.440]  如果你要誇口
[00:16:23.440 --> 00:16:26.440]  你以主耶穌基督誇口
[00:16:26.440 --> 00:16:27.840]  如果你要誇口的話
[00:16:27.840 --> 00:16:30.440]  你就誇自己的軟弱
[00:16:30.440 --> 00:16:31.440]  去誇神的能力
[00:16:31.440 --> 00:16:35.040]  如何覆蔽你的軟弱
[00:16:35.040 --> 00:16:37.440]  當中心裏面一方面難過
[00:16:37.440 --> 00:16:39.240]  求神赦免我
[00:16:39.240 --> 00:16:43.040]  另一方面感受神對我的愛和鼓勵
[00:16:43.040 --> 00:16:44.240]  鼓勵我的心
[00:16:44.240 --> 00:16:48.440]  在前面來到更加高舉神
[00:16:48.440 --> 00:16:49.440]  各位弟兄姊妹
[00:16:49.440 --> 00:16:51.040]  人對人的批評
[00:16:51.040 --> 00:16:54.040]  是帶來一種自卑的
[00:16:54.040 --> 00:16:56.840]  人的批評帶來內疚
[00:16:56.840 --> 00:16:58.840]  但是神的光照
[00:16:58.840 --> 00:17:01.040]  是帶來盼望的
[00:17:01.040 --> 00:17:02.440]  神光照你
[00:17:02.440 --> 00:17:05.240]  也意味著祂也知道你的問題
[00:17:05.240 --> 00:17:07.440]  但是祂沒有放棄你
[00:17:07.440 --> 00:17:10.440]  因此你也不要放棄自己
[00:17:10.440 --> 00:17:11.840]  然後祂告訴你
[00:17:11.840 --> 00:17:12.840]  你有問題
[00:17:12.840 --> 00:17:14.040]  不過你放心
[00:17:14.040 --> 00:17:15.840]  你繼續靠著我
[00:17:15.840 --> 00:17:17.840]  去改變你自己
[00:17:17.840 --> 00:17:20.240]  聖經光照我們內心
[00:17:20.240 --> 00:17:22.640]  是讓我們有一種盼望
[00:17:22.640 --> 00:17:25.040]  去改變自己
[00:17:25.040 --> 00:17:28.240]  當詩人看見自己的無知的時候
[00:17:28.240 --> 00:17:29.640]  去到二十三節
[00:17:29.640 --> 00:17:32.240]  一個新的開始就出現了
[00:17:32.240 --> 00:17:35.040]  在第二十三節
[00:17:35.040 --> 00:17:38.840]  然而我常與你同在
[00:17:38.840 --> 00:17:40.840]  聖經的「然而我」
[00:17:40.840 --> 00:17:41.840]  這個「我」字
[00:17:41.840 --> 00:17:44.040]  是一個很強調的字眼
[00:17:44.040 --> 00:17:45.840]  雖然我如此無知
