
[00:00:00.000 --> 00:00:05.000]  今日的題目是同來同哀同助
[00:05:26.000 --> 00:05:28.000]  在幾天前
[00:05:28.000 --> 00:05:30.000]  四天前納粹集中營
[00:05:30.000 --> 00:05:32.000]  解放八十週年
[00:05:32.000 --> 00:05:35.000]  可能大家在電視上看到一些新聞
[00:05:35.000 --> 00:05:40.000]  有一些在當年十幾歲的少女
[00:05:40.000 --> 00:05:42.000]  被送入集中營
[00:05:42.000 --> 00:05:45.000]  當中八十年後到九十幾歲
[00:05:45.000 --> 00:05:46.000]  回到當地
[00:05:46.000 --> 00:05:47.000]  都是倖存者
[00:05:47.000 --> 00:05:49.000]  已經是少數
[00:05:49.000 --> 00:05:51.000]  八十年前的事
[00:05:51.000 --> 00:05:54.000]  回到當地他們當然有很多感受
[00:05:54.000 --> 00:05:56.000]  但是
[00:05:56.000 --> 00:05:59.000]  總歸無論是倖存者
[00:05:59.000 --> 00:06:01.000]  或者是不同國家的元首
[00:06:01.000 --> 00:06:03.000]  他們都會說到
[00:06:03.000 --> 00:06:05.000]  無忘歷史
[00:06:05.000 --> 00:06:07.000]  不要忘記過去的歷史
[00:06:07.000 --> 00:06:09.000]  還有對抗邪惡
[00:06:09.000 --> 00:06:11.000]  我們對抗邪惡
[00:06:11.000 --> 00:06:13.000]  經文說到
[00:06:13.000 --> 00:06:15.000]  這三個朋友
[00:06:15.000 --> 00:06:17.000]  聽到若白
[00:06:17.000 --> 00:06:21.000]  患著艱難的時候
[00:06:21.000 --> 00:06:23.000]  就來探望他
[00:06:23.000 --> 00:06:29.000]  聽說就是猶太人一個很重要的字眼
[00:06:29.000 --> 00:06:31.000]  就是Shema這個字
[00:06:31.000 --> 00:06:33.000]  《生命記錄章》四節
[00:06:33.000 --> 00:06:35.000]  以色列你要聽
[00:06:35.000 --> 00:06:38.000]  耶和華我們的神是獨一的主
[00:06:38.000 --> 00:06:41.000]  你要盡心盡性盡義愛耶和華的神
[00:06:41.000 --> 00:06:42.000]  聽
[00:06:42.000 --> 00:06:46.000]  所以聽不單止是一個資訊的收集
[00:06:46.000 --> 00:06:47.000]  聽了一些東西
[00:06:47.000 --> 00:06:49.000]  好像收到一些資訊
[00:06:49.000 --> 00:06:51.000]  而是要用心聆聽
[00:06:51.000 --> 00:06:53.000]  用心
[00:06:53.000 --> 00:06:55.000]  盡心盡性
[00:06:55.000 --> 00:06:57.000]  聽完之後要盡心盡性愛你的神
[00:06:57.000 --> 00:06:59.000]  用心聆聽
[00:06:59.000 --> 00:07:01.000]  三個朋友聽了
[00:07:01.000 --> 00:07:04.000]  聽到若白遇著艱難的時候
[00:07:04.000 --> 00:07:05.000]  他會什麼呢
[00:07:05.000 --> 00:07:06.000]  感同身受
[00:07:06.000 --> 00:07:09.000]  明白他當中的悲哀
[00:07:09.000 --> 00:07:11.000]  失去
[00:07:11.000 --> 00:07:13.000]  痛苦
[00:07:13.000 --> 00:07:15.000]  你會再次墮入去
[00:07:15.000 --> 00:07:17.000]  在若白的情境當中
[00:07:17.000 --> 00:07:19.000]  再去想多一點
[00:07:19.000 --> 00:07:21.000]  接著他提到這幾個朋友
[00:07:21.000 --> 00:07:23.000]  分兩個階段來到
[00:07:23.000 --> 00:07:25.000]  第一是從自己不同的地方
[00:07:25.000 --> 00:07:27.000]  他們來自不同的地方
[00:07:27.000 --> 00:07:31.000]  三個人分別聽了
[00:07:31.000 --> 00:07:33.000]  一起在不同的地方出發
[00:07:33.000 --> 00:07:35.000]  聚集在一起
[00:07:35.000 --> 00:07:37.000]  聚集在一起
[00:07:37.000 --> 00:07:39.000]  然後去探望
[00:07:39.000 --> 00:07:42.000]  和去見若白
[00:07:42.000 --> 00:07:44.000]  讓我想起
[00:07:44.000 --> 00:07:48.000]  領B小組的組份
[00:07:48.000 --> 00:07:51.000]  兩個人總比一個人好
[00:07:51.000 --> 00:07:53.000]  因為二人來屋同得美好的果效
[00:07:53.000 --> 00:07:55.000]  最後他說
[00:07:55.000 --> 00:07:57.000]  三股合成的繩子不容易截斷
[00:07:57.000 --> 00:08:02.000]  在一個情況當中
[00:08:02.000 --> 00:08:03.000]  普通的
[00:08:03.000 --> 00:08:07.000]  一個人幫一個人是可以的
[00:08:07.000 --> 00:08:08.000]  是可以的
[00:08:08.000 --> 00:08:12.000]  譬如說我不夠高在圖書館的書架拿書
[00:08:12.000 --> 00:08:14.000]  我找Candle幫我拿書
[00:08:14.000 --> 00:08:15.000]  是可以的
[00:08:15.000 --> 00:08:16.000]  因為她夠高
[00:08:16.000 --> 00:08:17.000]  很容易拿到
[00:08:17.000 --> 00:08:21.000]  不過在一個複雜艱難的處境當中
[00:08:21.000 --> 00:08:26.000]  是要一對人去關心患難者
[00:08:26.000 --> 00:08:28.000]  今天早上
[00:08:28.000 --> 00:08:33.000]  我回來也算早
[00:08:33.000 --> 00:08:34.000]  但Herbert更早
[00:08:34.000 --> 00:08:38.000]  因為Herbert本來不是當值的
[00:08:38.000 --> 00:08:40.000]  Clara病了
[00:08:40.000 --> 00:08:42.000]  所以找了Herbert代替她
[00:08:42.000 --> 00:08:44.000]  做PowerPoint
[00:08:44.000 --> 00:08:46.000]  我回來後看到Herbert在
[00:08:46.000 --> 00:08:50.000]  昨天沒有夜青和空手道班
[00:08:50.000 --> 00:08:53.000]  所以我開始一個人設牆
[00:08:53.000 --> 00:08:54.000]  Herbert看到
[00:08:54.000 --> 00:08:56.000]  一個人一起幫忙
[00:08:56.000 --> 00:09:00.000]  之後Jacky又回來上水利班
[00:09:00.000 --> 00:09:02.000]  他在後段又加入
[00:09:02.000 --> 00:09:04.000]  我覺得真的好
[00:09:04.000 --> 00:09:06.000]  一個人能不能設牆是可以的
[00:09:06.000 --> 00:09:09.000]  不過慢和艱難
[00:09:09.000 --> 00:09:11.000]  多些人一起
[00:09:11.000 --> 00:09:13.000]  在經文當中
[00:09:13.000 --> 00:09:15.000]  他會說到這三個朋友
[00:09:15.000 --> 00:09:17.000]  來做什麼呢
[00:09:17.000 --> 00:09:21.000]  這三個人來為他悲傷安慰他
[00:09:21.000 --> 00:09:26.000]  等下他會在下文再說悲傷安慰他
[00:09:26.000 --> 00:09:28.000]  不過我想說
[00:09:28.000 --> 00:09:31.000]  首先悲傷這個字
[00:09:31.000 --> 00:09:33.000]  是在說走來走去
[00:09:33.000 --> 00:09:35.000]  原文的意思是走來走去
[00:09:35.000 --> 00:09:37.000]  即是徘徊
[00:09:37.000 --> 00:09:39.000]  在那個人當中徘徊
[00:09:39.000 --> 00:09:41.000]  安慰的意思是
[00:09:41.000 --> 00:09:43.000]  他透一口氣
[00:09:43.000 --> 00:09:47.000]  去哀嘆
[00:09:47.000 --> 00:09:49.000]  一直徘徊
[00:09:49.000 --> 00:09:51.000]  陪著他一直為他哀嘆
[00:09:51.000 --> 00:09:53.000]  就這麼起
[00:09:53.000 --> 00:09:55.000]  一月份LA大火
[00:09:55.000 --> 00:09:57.000]  其實你看到
[00:09:57.000 --> 00:10:01.000]  LA六參機大火
[00:10:01.000 --> 00:10:03.000]  燒了很多東西
[00:10:03.000 --> 00:10:05.000]  燒了多少東西呢
[00:10:05.000 --> 00:10:07.000]  左邊的圖是說
[00:10:07.000 --> 00:10:09.000]  燒了二萬七千公頃
[00:10:09.000 --> 00:10:11.000]  其實我不是很清楚什麼叫二萬七千公頃
[00:10:11.000 --> 00:10:15.000]  我上網轉化為
[00:10:15.000 --> 00:10:17.000]  香港島是多大
[00:10:17.000 --> 00:10:19.000]  原來燒了的地方
[00:10:19.000 --> 00:10:21.000]  比香港島還要大
[00:10:21.000 --> 00:10:23.000]  多二十個百分比
[00:10:23.000 --> 00:10:25.000]  整個香港島沒有了
[00:10:25.000 --> 00:10:27.000]  是很誇張
[00:10:27.000 --> 00:10:29.000]  超過十五萬人
[00:10:29.000 --> 00:10:31.000]  無家可歸
[00:10:31.000 --> 00:10:33.000]  重建工作
[00:10:33.000 --> 00:10:35.000]  真的需要相當日子
[00:10:35.000 --> 00:10:37.000]  你可以想像
[00:10:37.000 --> 00:10:39.000]  右邊的圖
[00:10:39.000 --> 00:10:41.000]  火深
[00:10:41.000 --> 00:10:43.000]  大火前和大火後
[00:10:43.000 --> 00:10:45.000]  是同一個畫面
[00:10:45.000 --> 00:10:47.000]  但是
[00:10:47.000 --> 00:10:49.000]  很不同的場景
[00:10:49.000 --> 00:10:51.000]  很多人
[00:10:51.000 --> 00:10:53.000]  失去了很多回憶
[00:10:53.000 --> 00:10:55.000]  失去了家園
[00:10:55.000 --> 00:10:57.000]  失去了至親
[00:10:57.000 --> 00:10:59.000]  受訪者都是很哀傷
[00:10:59.000 --> 00:11:01.000]  前天在華盛頓州
[00:11:01.000 --> 00:11:03.000]  兩架機相撞
[00:11:03.000 --> 00:11:05.000]  黑鷹直升機撞在機上
[00:11:05.000 --> 00:11:07.000]  事後我們看新聞
[00:11:07.000 --> 00:11:09.000]  在這班客機
[00:11:09.000 --> 00:11:11.000]  很多都是
[00:11:11.000 --> 00:11:13.000]  來自不同地方的人
[00:11:13.000 --> 00:11:15.000]  當然當中有不少
[00:11:15.000 --> 00:11:17.000]  年輕流兵的選手
[00:11:17.000 --> 00:11:19.000]  和他媽媽
[00:11:19.000 --> 00:11:21.000]  一起去到
[00:11:21.000 --> 00:11:23.000]  集訓完之後回家
[00:11:23.000 --> 00:11:25.000]  真的很哀傷
[00:11:25.000 --> 00:11:27.000]  十幾歲
[00:11:27.000 --> 00:11:29.000]  很有前途的一些
[00:11:29.000 --> 00:11:31.000]  明日之星
[00:11:31.000 --> 00:11:33.000]  這些流兵選手
[00:11:33.000 --> 00:11:37.000]  悲傷安慰
[00:11:37.000 --> 00:11:39.000]  這三位朋友
[00:11:39.000 --> 00:11:41.000]  如何去為
[00:11:41.000 --> 00:11:43.000]  約伯悲傷安慰
[00:11:43.000 --> 00:11:45.000]  經文說到
[00:11:45.000 --> 00:11:47.000]  遠遠望見的時候
[00:11:47.000 --> 00:11:49.000]  卻認不出他來
[00:11:49.000 --> 00:11:51.000]  其實也不難想像
[00:11:51.000 --> 00:11:53.000]  因為在上文第七第八節
[00:11:53.000 --> 00:11:55.000]  經文說到
[00:11:55.000 --> 00:11:57.000]  約伯他從腳掌
[00:11:57.000 --> 00:11:59.000]  到頭頂都塞滿了毒瘡
[00:11:59.000 --> 00:12:01.000]  並且用啞片
[00:12:01.000 --> 00:12:03.000]  刮這些瘡
[00:12:03.000 --> 00:12:05.000]  整個身體
[00:12:05.000 --> 00:12:07.000]  已經是
[00:12:07.000 --> 00:12:09.000]  扭曲了
[00:12:09.000 --> 00:12:11.000]  你不會認得這個人
[00:12:11.000 --> 00:12:13.000]  約伯是一個
[00:12:13.000 --> 00:12:15.000]  很不同的人
[00:12:15.000 --> 00:12:19.000]  他們三個朋友聚集
[00:12:19.000 --> 00:12:21.000]  來到見到
[00:12:21.000 --> 00:12:23.000]  接著做了三件事
[00:12:23.000 --> 00:12:25.000]  第一就是大聲的
[00:12:25.000 --> 00:12:27.000]  哀哭
[00:12:27.000 --> 00:12:29.000]  其實在新約聖經
[00:12:29.000 --> 00:12:31.000]  多次都說到
[00:12:31.000 --> 00:12:33.000]  我們如何和受苦的人
[00:12:33.000 --> 00:12:35.000]  同行
[00:12:35.000 --> 00:12:37.000]  與喜樂的人要同樂
[00:12:37.000 --> 00:12:39.000]  與哀哭的人要同哭
[00:12:39.000 --> 00:12:41.000]  一個肢體受苦
[00:12:41.000 --> 00:12:43.000]  所有肢體都一同受苦
[00:12:43.000 --> 00:12:47.000]  其實我們都活在
[00:12:47.000 --> 00:12:49.000]  這個世代
[00:12:49.000 --> 00:12:51.000]  每個世代都是
[00:12:51.000 --> 00:12:53.000]  我們都活在勞苦嘆息當中
[00:12:53.000 --> 00:12:55.000]  特別說到
[00:12:55.000 --> 00:12:57.000]  我們是受造之物
[00:12:57.000 --> 00:12:59.000]  一同嘆息勞苦直到如今
[00:12:59.000 --> 00:13:01.000]  信了耶穌
[00:13:01.000 --> 00:13:03.000]  未信耶穌的
[00:13:03.000 --> 00:13:05.000]  都是要經歷這些事
[00:13:05.000 --> 00:13:07.000]  無一倖免
[00:13:07.000 --> 00:13:09.000]  我們都是在嘆息當中
[00:13:09.000 --> 00:13:11.000]  經文也說到
[00:13:11.000 --> 00:13:13.000]  這三個朋友
[00:13:13.000 --> 00:13:15.000]  撕裂外袍
[00:13:15.000 --> 00:13:17.000]  把塵土向天揚起
[00:13:17.000 --> 00:13:19.000]  落在自己頭上
[00:13:19.000 --> 00:13:21.000]  這個動作
[00:13:21.000 --> 00:13:23.000]  舊約其他經文也會出現
[00:13:23.000 --> 00:13:25.000]  包括約書亞
[00:13:25.000 --> 00:13:27.000]  打贏耶利哥之後
[00:13:27.000 --> 00:13:29.000]  下一個城叫艾城
[00:13:29.000 --> 00:13:31.000]  原本是一個
[00:13:31.000 --> 00:13:33.000]  很小的城
[00:13:33.000 --> 00:13:35.000]  相對於耶利哥堅固的城
[00:13:35.000 --> 00:13:37.000]  所以只能夠派很少人去
[00:13:37.000 --> 00:13:39.000]  派了三千人去
[00:13:39.000 --> 00:13:41.000]  打贏艾城
[00:13:41.000 --> 00:13:43.000]  誰知道當中
[00:13:43.000 --> 00:13:45.000]  因為亞綱犯罪
[00:13:45.000 --> 00:13:47.000]  死了三十六人
[00:13:47.000 --> 00:13:49.000]  三十六個以色列子民死了
[00:13:49.000 --> 00:13:51.000]  約書亞就撕裂
[00:13:51.000 --> 00:13:53.000]  衣服在耶和華的約櫃前
[00:13:53.000 --> 00:13:55.000]  下拜
[00:13:55.000 --> 00:13:57.000]  另一個故事
[00:13:57.000 --> 00:13:59.000]  就是
[00:13:59.000 --> 00:14:01.000]  阿沙隆的妹妹
[00:14:01.000 --> 00:14:03.000]  叫做湯瑪
[00:14:03.000 --> 00:14:05.000]  被大衛
[00:14:05.000 --> 00:14:07.000]  另一個兒子
[00:14:07.000 --> 00:14:09.000]  同父異母
[00:14:09.000 --> 00:14:11.000]  暗戀所污辱
[00:14:11.000 --> 00:14:13.000]  湯瑪被污辱之後
[00:14:13.000 --> 00:14:15.000]  被趕出門口
[00:14:15.000 --> 00:14:17.000]  他也是撕裂
[00:14:17.000 --> 00:14:19.000]  他被撕裂後
[00:14:19.000 --> 00:14:21.000]  他被採衣
[00:14:21.000 --> 00:14:23.000]  大哭
[00:14:23.000 --> 00:14:25.000]  是外顯的
[00:14:25.000 --> 00:14:27.000]  披麻蒙灰
[00:14:27.000 --> 00:14:29.000]  散落自己頭上
[00:14:29.000 --> 00:14:31.000]  是演出內心的悲傷
[00:14:31.000 --> 00:14:33.000]  從女兒到外
[00:14:33.000 --> 00:14:35.000]  這三個朋友
[00:14:35.000 --> 00:14:37.000]  都很替約白艱難
[00:14:37.000 --> 00:14:43.000]  十三節他講到
[00:14:43.000 --> 00:14:45.000]  這三個朋友
[00:14:45.000 --> 00:14:47.000]  一句說話都不說
[00:14:47.000 --> 00:14:49.000]  極其的痛苦
[00:14:49.000 --> 00:14:51.000]  坐在地上
[00:14:51.000 --> 00:14:53.000]  用英文的字
[00:14:53.000 --> 00:14:55.000]  意思是
[00:14:55.000 --> 00:14:57.000]  ambush
[00:14:57.000 --> 00:14:59.000]  獵人想捉野生動物
[00:14:59.000 --> 00:15:01.000]  怎樣捉呢
[00:15:01.000 --> 00:15:03.000]  他會掘一個洞
[00:15:03.000 --> 00:15:05.000]  然後躲在旁邊
[00:15:05.000 --> 00:15:07.000]  靜靜的等候
[00:15:07.000 --> 00:15:09.000]  等候獵物
[00:15:09.000 --> 00:15:11.000]  掉進洞裡就可以捕捉獵物
[00:15:11.000 --> 00:15:13.000]  坐在
[00:15:13.000 --> 00:15:15.000]  靜候
[00:15:15.000 --> 00:15:17.000]  埋伏靜候
[00:15:17.000 --> 00:15:19.000]  在他旁邊
[00:15:19.000 --> 00:15:21.000]  七日七夜
[00:15:21.000 --> 00:15:23.000]  有趣的是
[00:15:23.000 --> 00:15:25.000]  我們知道中間
[00:15:25.000 --> 00:15:27.000]  下個禮拜
[00:15:27.000 --> 00:15:29.000]  講第三章
[00:15:29.000 --> 00:15:31.000]  由到三十一章
[00:15:31.000 --> 00:15:33.000]  三個朋友和約白有三個
[00:15:33.000 --> 00:15:35.000]  循環的對話
[00:15:35.000 --> 00:15:37.000]  現在二章尾
[00:15:37.000 --> 00:15:39.000]  他們就不說話
[00:15:39.000 --> 00:15:41.000]  到三十二章頭
[00:15:41.000 --> 00:15:43.000]  講完二十九章經文
[00:15:43.000 --> 00:15:45.000]  都不說話
[00:15:45.000 --> 00:15:47.000]  前後都是呼應
[00:15:47.000 --> 00:15:49.000]  在以色列的傳統當中
[00:15:49.000 --> 00:15:51.000]  當一個悲哀者
[00:15:51.000 --> 00:15:53.000]  哀傷者
[00:15:53.000 --> 00:15:55.000]  未說話的時候
[00:15:55.000 --> 00:15:57.000]  其他前來的人
[00:15:57.000 --> 00:15:59.000]  都不會說話
[00:15:59.000 --> 00:16:01.000]  所以為什麼這三個朋友不說話
[00:16:01.000 --> 00:16:03.000]  經文裡也說了
[00:16:03.000 --> 00:16:05.000]  他們七日七夜陪伴
[00:16:05.000 --> 00:16:07.000]  按著
[00:16:07.000 --> 00:16:09.000]  創世紀五十章第十節
[00:16:09.000 --> 00:16:11.000]  和薩姆爾記上
[00:16:11.000 --> 00:16:13.000]  三十一章十三節
[00:16:13.000 --> 00:16:15.000]  一個星期代表為一個死者而哀傷
[00:16:15.000 --> 00:16:17.000]  也就是說
[00:16:17.000 --> 00:16:19.000]  當三個朋友
[00:16:19.000 --> 00:16:21.000]  來見到約白的時候
[00:16:21.000 --> 00:16:23.000]  這樣的狀況
[00:16:23.000 --> 00:16:25.000]  不單止哀傷
[00:16:25.000 --> 00:16:27.000]  他們也差不多認定
[00:16:27.000 --> 00:16:29.000]  約白好像死了一樣
[00:16:29.000 --> 00:16:33.000]  經文就大致上解釋完
[00:16:33.000 --> 00:16:35.000]  然後我就引申四個
[00:16:35.000 --> 00:16:37.000]  給大家思想
[00:16:37.000 --> 00:16:39.000]  無論你作為
[00:16:39.000 --> 00:16:41.000]  受苦者或同行者
[00:16:41.000 --> 00:16:43.000]  我們應採取
[00:16:43.000 --> 00:16:45.000]  應該有什麼
[00:16:45.000 --> 00:16:47.000]  行動
[00:16:47.000 --> 00:16:49.000]  讓我們一同去面對
[00:16:49.000 --> 00:16:53.000]  作為我們受苦者
[00:16:53.000 --> 00:16:55.000]  或同行者
[00:16:55.000 --> 00:16:57.000]  特別是你見到一些哀傷的人
[00:16:57.000 --> 00:16:59.000]  同行的人
[00:16:59.000 --> 00:17:03.000]  靜候靜默
[00:17:03.000 --> 00:17:05.000]  都是一個挺好的行動
[00:17:05.000 --> 00:17:07.000]  在
[00:17:07.000 --> 00:17:09.000]  Eugene Pinterson
[00:17:09.000 --> 00:17:11.000]  這本書當中
[00:17:11.000 --> 00:17:13.000]  翻譯成聖經
[00:17:13.000 --> 00:17:15.000]  他在約白的
[00:17:15.000 --> 00:17:17.000]  引言當中有說
[00:17:17.000 --> 00:17:19.000]  我們每一個人
[00:17:19.000 --> 00:17:21.000]  都在艱難當中
[00:17:21.000 --> 00:17:23.000]  包括在醫院有病患
[00:17:23.000 --> 00:17:25.000]  親友離世
[00:17:25.000 --> 00:17:27.000]  或失去工作
[00:17:27.000 --> 00:17:31.000]  關係破裂
[00:17:31.000 --> 00:17:33.000]  甚至我們個人也會有
[00:17:33.000 --> 00:17:35.000]  抑鬱等等
[00:17:35.000 --> 00:17:37.000]  在哀傷當中
[00:17:37.000 --> 00:17:39.000]  身邊的朋友
[00:17:39.000 --> 00:17:41.000]  身邊的人就會出現
[00:17:41.000 --> 00:17:43.000]  他們就會探討
[00:17:43.000 --> 00:17:45.000]  好像一個解決者一樣
[00:17:45.000 --> 00:17:47.000]  究竟這個哀傷者
