
[00:00:00.000 --> 00:00:05.080]  今年教會的主題是「植根連主愛,結果要神恩」
[00:04:19.840 --> 00:04:21.040]  或者沒什麼思想的人
[00:04:21.040 --> 00:04:23.880]  才會信這樣的一個信仰
[00:04:23.880 --> 00:04:27.480]  但是保羅他很清楚的知道
[00:04:27.480 --> 00:04:30.760]  上帝已經確實藉著耶穌的死
[00:04:30.760 --> 00:04:33.120]  而去拯救地上所有的罪人
[00:04:33.120 --> 00:04:36.280]  所以保羅縱然在前面
[00:04:36.280 --> 00:04:38.280]  遇到什麼困難都好
[00:04:38.280 --> 00:04:40.080]  他在傳揚這個過程裏面
[00:04:40.080 --> 00:04:41.400]  其實遇到很多的迫害
[00:04:41.400 --> 00:04:42.760]  生命的危險
[00:04:42.760 --> 00:04:44.600]  生命都沒有很多事
[00:04:44.600 --> 00:04:47.480]  但是他就是因為這個堅定的信心
[00:04:47.480 --> 00:04:52.080]  所以他繼續的去傳揚這個信仰
[00:04:52.080 --> 00:04:53.280]  和這個福音
[00:04:53.280 --> 00:04:54.760]  這兩個理由
[00:04:54.760 --> 00:04:55.960]  前者的理由
[00:04:55.960 --> 00:04:58.160]  給保羅一個很強的責任感
[00:04:58.160 --> 00:05:01.880]  他欠了其他人的福音的債
[00:05:01.880 --> 00:05:04.560]  所以他很希望去還這個福音的債
[00:05:04.560 --> 00:05:08.400]  後者他相信福音是上帝拯救的大能
[00:05:08.400 --> 00:05:10.800]  所以他有一個堅定的信心
[00:05:10.800 --> 00:05:13.120]  無論遇到什麼的危難
[00:05:13.120 --> 00:05:14.680]  情況迫發都好
[00:05:14.680 --> 00:05:17.440]  他仍然繼續的去到不同地方裏面
[00:05:17.440 --> 00:05:19.480]  去傳揚這個信仰
[00:05:19.480 --> 00:05:22.200]  保羅繼續去講這個福音
[00:05:22.200 --> 00:05:24.400]  這個在福音的身上
[00:05:24.400 --> 00:05:27.520]  在一個好消息的裏面
[00:05:27.520 --> 00:05:31.240]  顯出了上帝自己是一個公義的上帝
[00:05:31.240 --> 00:05:34.320]  也是一個慈愛的上帝
[00:05:34.320 --> 00:05:36.400]  耶穌被釘十字架
[00:05:36.400 --> 00:05:39.720]  顯明了上帝是愛地上的罪人
[00:05:39.720 --> 00:05:42.440]  以致到預備這個方法
[00:05:42.440 --> 00:05:46.040]  讓一班的罪人有機會得到上帝的赦免
[00:05:46.040 --> 00:05:47.560]  所以十字架
[00:05:47.560 --> 00:05:49.440]  耶穌被釘在十字架上
[00:05:49.440 --> 00:05:51.240]  顯明了上帝的慈愛
[00:05:51.240 --> 00:05:54.160]  另一方面十字架這個事件
[00:05:54.160 --> 00:05:57.240]  也都顯明了上帝的公義
[00:05:57.240 --> 00:06:00.160]  其實上帝可以說和一班罪人講
[00:06:00.160 --> 00:06:03.440]  你們無罪了
[00:06:03.440 --> 00:06:06.600]  我已經大罪天下
[00:06:06.600 --> 00:06:07.760]  沒有事發生過
[00:06:07.760 --> 00:06:10.480]  完全可以和我建立一個正常的關係
[00:06:10.480 --> 00:06:11.720]  上帝可不可以這樣做呢
[00:06:11.720 --> 00:06:12.720]  上帝可以
[00:06:12.720 --> 00:06:14.000]  不過上帝沒有這樣做
[00:06:14.000 --> 00:06:16.680]  上帝是藉著耶穌的死
[00:06:16.680 --> 00:06:19.280]  去顯明犯罪的人
[00:06:19.280 --> 00:06:21.960]  是要得到應當有的懲罰
[00:06:21.960 --> 00:06:24.720]  而這個懲罰是上帝自己親自
[00:06:24.720 --> 00:06:26.840]  讓耶穌在十字架裏面
[00:06:26.840 --> 00:06:29.200]  去承擔了這個刑罰
[00:06:29.200 --> 00:06:31.080]  另一方面
[00:06:31.080 --> 00:06:32.280]  在聖經裏講
[00:06:32.280 --> 00:06:33.160]  甚麼是義人
[00:06:33.160 --> 00:06:34.360]  甚麼是惡人呢
[00:06:34.360 --> 00:06:36.680]  義人其實是講到
[00:06:36.680 --> 00:06:39.520]  那些是藉著相信耶穌的人
[00:06:39.520 --> 00:06:41.720]  藉著相信耶穌已經被
[00:06:41.720 --> 00:06:44.320]  為自己的罪釋下十字架上的人
[00:06:44.320 --> 00:06:46.600]  願意一生去跟從耶穌的人
[00:06:46.600 --> 00:06:47.800]  這些叫做義人
[00:06:47.800 --> 00:06:49.080]  那些惡人
[00:06:49.080 --> 00:06:51.520]  就是那些不願意
[00:06:51.520 --> 00:06:54.800]  相信耶穌為他的罪而死的一班人
[00:06:54.800 --> 00:06:55.760]  行事不義
[00:06:55.760 --> 00:06:57.800]  對人做了很多
[00:06:57.800 --> 00:07:01.280]  一些不好的事的一班人
[00:07:01.280 --> 00:07:02.560]  遠離上帝的人
[00:07:02.560 --> 00:07:04.280]  這一班是惡人
[00:07:04.280 --> 00:07:06.200]  所以這個態度
[00:07:06.200 --> 00:07:09.680]  或者人對上帝這種最基本的態度
[00:07:09.680 --> 00:07:11.800]  是決定了他是一個義人
[00:07:11.800 --> 00:07:14.120]  還是一個惡人
[00:07:14.120 --> 00:07:15.200]  其實在聖經裏講
[00:07:15.200 --> 00:07:17.200]  義基本上是一種關係
[00:07:17.200 --> 00:07:20.560]  是講到人和上帝之間那種關係
[00:07:20.560 --> 00:07:22.480]  一個正確的關係
[00:07:22.480 --> 00:07:24.960]  就是一個有義的關係
[00:07:24.960 --> 00:07:29.000]  人願意藉著耶穌去跟從上帝
[00:07:29.000 --> 00:07:30.240]  這個就是一個義人
[00:07:30.240 --> 00:07:33.760]  惡人就是和上帝沒有一個正確的關係
[00:07:33.760 --> 00:07:36.280]  不願意藉著耶穌的死
[00:07:36.280 --> 00:07:38.440]  而和上帝建立一份的關係
[00:07:38.440 --> 00:07:40.800]  去跟從上帝
[00:07:40.800 --> 00:07:42.840]  可能當時有些人去問
[00:07:42.840 --> 00:07:43.960]  因為保羅在那裏說
[00:07:43.960 --> 00:07:45.920]  這個世界是有一個上帝的
[00:07:45.920 --> 00:07:50.080]  這個世界是有一個公義審判的上帝
[00:07:50.080 --> 00:07:52.480]  接著有人去問
[00:07:52.480 --> 00:07:55.760]  保羅你怎麼知道這個世界上有一個上帝
[00:07:55.760 --> 00:07:59.320]  你怎麼知道這個世界上有一個公義審判的上帝
[00:07:59.320 --> 00:08:02.720]  接著保羅在第十九二十節就回答
[00:08:02.720 --> 00:08:05.200]  他說關於神的事情
[00:08:05.200 --> 00:08:06.640]  人所能知道的
[00:08:06.640 --> 00:08:08.680]  完顯明在人心裏
[00:08:08.680 --> 00:08:10.480]  自從造天地以來
[00:08:10.480 --> 00:08:13.560]  神的永能和神聖是明明可知的
[00:08:13.560 --> 00:08:14.880]  雖是眼不能見
[00:08:14.880 --> 00:08:16.360]  但藉著所造之物
[00:08:16.360 --> 00:08:17.600]  就可以叫人
[00:08:17.600 --> 00:08:18.520]  就可以曉得
[00:08:18.520 --> 00:08:20.120]  叫人無可推諉
[00:08:20.120 --> 00:08:21.720]  保羅在那裏說
[00:08:21.720 --> 00:08:23.480]  你看看一個大自然界
[00:08:23.480 --> 00:08:24.360]  一看
[00:08:24.360 --> 00:08:27.120]  就是你看到上帝的創造的時候
[00:08:27.120 --> 00:08:29.120]  客觀上已經告訴你
[00:08:29.120 --> 00:08:32.360]  這個世界是有一個創造的一個上帝
[00:08:32.360 --> 00:08:35.800]  每一樣東西都是一個和諧的存在在那裏
[00:08:35.800 --> 00:08:38.920]  天上的飛鳥也不種也不收
[00:08:38.920 --> 00:08:40.480]  上帝都是照顧它
[00:08:40.480 --> 00:08:42.080]  這個世界是一切的美好
[00:08:42.080 --> 00:08:43.720]  上帝預備這個世界給我們
[00:08:43.720 --> 00:08:45.280]  一切的去享用
[00:08:45.280 --> 00:08:47.080]  你見著這個世界裏面
[00:08:47.080 --> 00:08:48.360]  顯靈已知道
[00:08:48.360 --> 00:08:51.880]  有一個創造這個世界的上帝嗎
[00:08:51.880 --> 00:08:55.560]  完顯明在我們的心中
[00:08:55.560 --> 00:08:57.960]  其實保羅這個說話對我們來說
[00:08:57.960 --> 00:08:59.480]  真的不是很難理解
[00:08:59.480 --> 00:09:00.560]  我經常都說
[00:09:00.560 --> 00:09:02.800]  中國人很容易去理解
[00:09:02.800 --> 00:09:04.600]  基督教信仰
[00:09:04.600 --> 00:09:09.920]  當有人說你做這麼多不好的事
[00:09:09.920 --> 00:09:12.280]  你小心最後一兩年
[00:09:12.280 --> 00:09:13.480]  接著又這樣說
[00:09:13.480 --> 00:09:16.000]  小心最後幾年
[00:09:16.000 --> 00:09:16.680]  接著有人說
[00:09:16.680 --> 00:09:18.520]  我最後那幾年都不知道多好
[00:09:18.520 --> 00:09:20.320]  善有善報
[00:09:20.320 --> 00:09:21.560]  惡有惡報
[00:09:21.560 --> 00:09:22.560]  下一句是甚麼
[00:09:22.560 --> 00:09:23.920]  若言不報
[00:09:23.920 --> 00:09:24.920]  時辰未到
[00:09:24.920 --> 00:09:26.560]  我們有這樣的觀念的
[00:09:26.560 --> 00:09:28.240]  舉頭三尺
[00:09:28.240 --> 00:09:30.240]  有神明看著你
[00:09:30.240 --> 00:09:31.520]  你不要以為不知道
[00:09:31.520 --> 00:09:32.280]  你做的事
[00:09:32.280 --> 00:09:34.480]  你騙過地上所有的人
[00:09:34.480 --> 00:09:36.320]  你騙不到這個天
[00:09:36.320 --> 00:09:37.760]  天知
[00:09:37.760 --> 00:09:38.880]  你知
[00:09:38.880 --> 00:09:41.640]  這個地上是有一個
[00:09:41.640 --> 00:09:44.680]  施行公義審判的一個上帝
[00:09:44.680 --> 00:09:46.640]  上帝
[00:09:46.640 --> 00:09:51.640]  創造這個世界
[00:09:51.640 --> 00:09:53.480]  創造這個天地
[00:09:53.480 --> 00:09:57.640]  其實讓人直著看見這個世界
[00:09:57.640 --> 00:10:00.320]  已經知道有上帝的存在
[00:10:00.320 --> 00:10:01.480]  人是知道的
[00:10:01.480 --> 00:10:03.120]  但是本來在說
[00:10:03.120 --> 00:10:05.400]  人知道有上帝的存在
[00:10:05.400 --> 00:10:09.800]  但是人卻不以上帝的名誉去感謝他
[00:10:09.800 --> 00:10:13.680]  反而做了很多的偶像
[00:10:13.680 --> 00:10:16.600]  做了很多人手的偶像
[00:10:16.600 --> 00:10:17.600]  去敬拜
[00:10:17.600 --> 00:10:20.920]  而不敬拜創造天地的上帝
[00:10:20.920 --> 00:10:22.920]  為甚麼會這樣呢
[00:10:22.920 --> 00:10:24.840]  其實因為人有罪
[00:10:24.960 --> 00:10:27.720]  人因為有罪性的緣故
[00:10:27.720 --> 00:10:29.280]  所以人看不到
[00:10:29.280 --> 00:10:32.560]  看不到創造天地的那位主
[00:10:32.560 --> 00:10:34.400]  反而心思迷糊
[00:10:34.400 --> 00:10:36.680]  做了一些以為很聰明
[00:10:36.680 --> 00:10:38.840]  其實很愚笨的一些事
[00:10:38.840 --> 00:10:42.440]  就是將一些可以扭壞的事物
[00:10:42.440 --> 00:10:44.040]  去變成一個偶像
[00:10:44.040 --> 00:10:44.840]  去敬拜
[00:10:44.840 --> 00:10:48.760]  而不是去敬拜創造天地的上帝
[00:10:48.760 --> 00:10:51.720]  保羅在說他們的錯誤是甚麼呢
[00:10:51.720 --> 00:10:54.720]  就是以可以扭壞的一些物件
[00:10:54.720 --> 00:10:55.440]  或者是人
[00:10:55.440 --> 00:10:58.880]  去取代上帝的位置
[00:10:58.880 --> 00:11:04.000]  保羅在說人去敬拜這些偶像
[00:11:04.000 --> 00:11:05.120]  以為很聰明
[00:11:05.120 --> 00:11:11.840]  其實這是反而降低了作為萬物之靈的人的尊嚴
[00:11:11.840 --> 00:11:13.320]  用另一個角度去說
[00:11:13.320 --> 00:11:14.400]  大家可以想像
[00:11:14.400 --> 00:11:16.680]  如果一個創造天地的上帝
[00:11:16.680 --> 00:11:18.080]  創造我們的上帝
[00:11:18.080 --> 00:11:20.960]  他反過來去敬拜我們
[00:11:20.960 --> 00:11:23.200]  你覺得這個上帝會怎樣呢
[00:11:23.400 --> 00:11:26.600]  其實他是降低自己的尊嚴
[00:11:26.600 --> 00:11:28.320]  人一樣
[00:11:28.320 --> 00:11:31.560]  我們作為上帝所創造的萬物之靈
[00:11:31.560 --> 00:11:34.600]  但很多時候我們就去做一些物件
[00:11:34.600 --> 00:11:39.840]  去敬拜這個神明
[00:11:39.840 --> 00:11:43.360]  其實這個有相當不難理解一件事
[00:11:43.360 --> 00:11:44.960]  就是在中國人裏面
[00:11:44.960 --> 00:11:46.200]  在香港都一樣
[00:11:46.200 --> 00:11:47.440]  你去到不同的地方
[00:11:47.440 --> 00:11:49.160]  你會發覺總有一個石頭在那裏
[00:11:49.160 --> 00:11:50.880]  總有一個石在那裏
[00:11:50.880 --> 00:11:51.720]  有些有名
[00:11:51.720 --> 00:11:52.680]  有些沒有名
[00:11:52.680 --> 00:11:53.880]  因緣都有一個石
[00:11:53.880 --> 00:11:54.680]  大家知道吧
[00:11:54.680 --> 00:11:56.640]  都是一個因緣石
[00:11:56.640 --> 00:11:57.920]  很多的
[00:11:57.920 --> 00:12:00.040]  我們中國人在中國農村都很多的
[00:12:00.040 --> 00:12:04.800]  總有很多不同的一些石頭
[00:12:04.800 --> 00:12:06.720]  一些東西擺在那裏要敬拜
[00:12:06.720 --> 00:12:10.680]  我們製造了很多這些人手所做的物件
[00:12:10.680 --> 00:12:15.160]  作為一個可以保護我們的神明
[00:12:15.160 --> 00:12:17.440]  這個其實是降低了人的尊嚴
[00:12:17.440 --> 00:12:20.880]  以及降低了上帝創造的很多不要
[00:12:21.200 --> 00:12:23.000]  保羅在那裏去講
[00:12:23.000 --> 00:12:24.880]  人的品性
[00:12:24.880 --> 00:12:25.960]  人的罪性
[00:12:25.960 --> 00:12:30.160]  影響了我們生命的一些品性
[00:12:30.160 --> 00:12:30.840]  可以這樣說
[00:12:30.840 --> 00:12:37.160]  我們的罪性影響了我們做很多種種不潔不乾的一些行為
[00:12:37.160 --> 00:12:39.960]  亦都演變了在人與人之間
[00:12:39.960 --> 00:12:42.720]  整個社會當中很多種種的罪行
[00:12:42.720 --> 00:12:45.560]  上帝怎樣面對這個情況呢
[00:12:45.560 --> 00:12:46.640]  在那裏聖經講
[00:12:46.960 --> 00:12:52.240]  上帝因為人自己見到創造天地的上帝而不敬拜他
[00:12:52.240 --> 00:12:55.040]  反而按照心中的罪性而行
[00:12:55.040 --> 00:12:55.960]  上帝就說
[00:12:55.960 --> 00:12:56.280]  好
[00:12:56.280 --> 00:12:57.760]  那我放手
[00:12:57.760 --> 00:13:01.160]  讓你自己順著你心中所罪性而行
[00:13:01.160 --> 00:13:04.720]  讓你去體驗一下在罪的生活是怎樣
[00:13:04.720 --> 00:13:06.480]  上帝放手可以說
[00:13:06.480 --> 00:13:11.480]  放手讓人去你過你自己按照你心中
[00:13:11.480 --> 00:13:14.960]  認為罪的生活而過你的生活
[00:13:15.960 --> 00:13:17.720]  上帝在這裏放手
[00:13:17.720 --> 00:13:19.560]  不代表放棄
[00:13:19.560 --> 00:13:21.040]  其實上帝沒有放棄人
[00:13:21.040 --> 00:13:22.440]  不過上帝放手
[00:13:22.440 --> 00:13:25.320]  讓你去體驗一下這個世界的種種邪惡
[00:13:25.320 --> 00:13:28.000]  其實這個又是不是很難去理解
[00:13:28.000 --> 00:13:32.160]  我們打開報紙真的見到很多種種的罪惡的產生
[00:13:32.160 --> 00:13:36.240]  都是源自人的罪性而由
[00:13:36.240 --> 00:13:41.480]  因著人的罪性產生種種我們你想都想不到的一些罪行
[00:13:42.600 --> 00:13:44.600]  這段經文其實很簡單說了
[00:13:44.600 --> 00:13:47.640]  教教一個很重要的一些真理
[00:13:47.640 --> 00:13:50.600]  在這裏去說教教相信什麼呢
[00:13:50.600 --> 00:13:53.000]  這個世界是有一個上帝
[00:13:53.000 --> 00:13:55.280]  這個世界是有一個真神
[00:13:55.280 --> 00:13:57.840]  保羅是用了當時去說
[00:13:57.840 --> 00:13:59.400]  你看一下大自然界
[00:13:59.400 --> 00:14:01.040]  你看一下神的創造
[00:14:01.040 --> 00:14:04.200]  你就知道是有一個創造主存在
[00:14:04.200 --> 00:14:08.440]  保羅那一句話距離我們現在大約都有2000年的時間
[00:14:08.440 --> 00:14:10.080]  2000年過去了
[00:14:10.280 --> 00:14:12.080]  我們對這個自然界
[00:14:12.080 --> 00:14:13.560]  我們對這個宇宙的認識
[00:14:13.560 --> 00:14:15.880]  我們都不敢說很多
[00:14:15.880 --> 00:14:20.440]  但是比2000年前的人多了一點點
[00:14:20.440 --> 00:14:22.680]  所以我都說一說
[00:14:22.680 --> 00:14:26.240]  其實這個世界是多麼奇妙的存在
[00:14:26.240 --> 00:14:28.040]  剛剛好有很多東西
[00:14:28.040 --> 00:14:29.920]  我們今天才坐在這裏
[00:14:29.920 --> 00:14:31.360]  可以有機會崇拜
[00:14:31.360 --> 00:14:32.680]  可以有機會去生活
[00:14:32.680 --> 00:14:35.800]  我在這裏說一些可能大家有些聽過
[00:14:35.800 --> 00:14:37.760]  或者一些情況
[00:14:37.760 --> 00:14:39.280]  這個世界怎樣奇妙
[00:14:40.120 --> 00:14:44.200]  太陽和地球的距離是剛剛好
[00:14:44.200 --> 00:14:45.840]  遠一點會怎樣
[00:14:45.840 --> 00:14:47.800]  我們會凍死
[00:14:47.800 --> 00:14:48.720]  近一點
[00:14:48.720 --> 00:14:50.200]  我們會熱死
[00:14:50.200 --> 00:14:52.480]  所以是剛剛好的距離
[00:14:52.480 --> 00:14:58.760]  我們才可以有一個剛剛好的熱力
[00:14:58.760 --> 00:15:00.080]  讓我們去生活
[00:15:00.080 --> 00:15:01.360]  在地球上
[00:15:01.360 --> 00:15:05.000]  大家知不知道陸地和海洋的比例是多少
[00:15:05.000 --> 00:15:08.000]  陸地和海洋
[00:15:08.720 --> 00:15:10.200]  陸地是大約三成
[00:15:10.200 --> 00:15:11.880]  海水大約是七成
[00:15:11.880 --> 00:15:14.080]  這些比例也是剛剛好的
[00:15:14.080 --> 00:15:16.400]  因為如果不夠足夠的水分
[00:15:16.400 --> 00:15:19.720]  水蒸發上去的天再下雨
[00:15:19.720 --> 00:15:23.880]  我們是不夠雨量供應我們的所需
[00:15:23.880 --> 00:15:26.360]  這個比例是剛剛好的
[00:15:26.360 --> 00:15:30.120]  大氣層的狀態現在是剛剛好的
[00:15:30.120 --> 00:15:34.400]  可以阻礙外來的流星來到的時候
[00:15:35.320 --> 00:15:40.720]  讓我們不會對地球上生活的人有傷亡
[00:15:40.720 --> 00:15:45.080]  如果大氣層的狀態不同
[00:15:45.080 --> 00:15:48.560]  我們今天有很多外面的紫外線射進來的時候
[00:15:48.560 --> 00:15:51.360]  也會對我們的身體造成很多的傷害
[00:15:51.360 --> 00:15:54.080]  大氣層的狀態是剛剛好的
[00:15:54.080 --> 00:15:56.840]  月球和地球的距離是多少
[00:15:56.840 --> 00:16:00.400]  大約是二十三萬多公里
[00:16:00.400 --> 00:16:03.000]  二十三萬里的距離
[00:16:03.320 --> 00:16:05.560]  如果近一點遠一點會有什麼情況呢
[00:16:05.560 --> 00:16:08.040]  是會影響地球的潮汐
[00:16:08.040 --> 00:16:10.920]  所以地球和月球的距離
[00:16:10.920 --> 00:16:13.320]  如果再移近幾萬里
[00:16:13.320 --> 00:16:16.040]  我們整個地球已經水浸了
[00:16:16.040 --> 00:16:17.920]  我們是不可以在這裡生存
[00:16:17.920 --> 00:16:21.240]  所以這些是剛剛好的
[00:16:21.240 --> 00:16:25.720]  南北極的軸心其實有些傾斜度
[00:16:25.720 --> 00:16:27.360]  傾斜多少度呢
[00:16:27.360 --> 00:16:28.600]  二十三點五度
[00:16:28.600 --> 00:16:31.160]  這個度數是剛剛好
[00:16:31.160 --> 00:16:34.680]  以至到它的自轉和繞著太陽的轟轉
[00:16:34.680 --> 00:16:38.400]  可以形成一個春夏秋冬的季節
[00:16:38.400 --> 00:16:40.520]  這些是剛剛好的
[00:16:40.520 --> 00:16:45.600]  地球上的空氣的比例是多少呢
[00:16:45.600 --> 00:16:48.200]  空氣裡面五分四是氮氣
[00:16:48.200 --> 00:16:49.400]  五分一是氧氣
[00:16:49.400 --> 00:16:51.640]  如果這個比例不是這樣的時候
[00:16:51.640 --> 00:16:54.040]  我們氧氣的成分高一點
[00:16:54.040 --> 00:16:55.160]  我們就會死了
[00:16:55.160 --> 00:16:57.160]  我們會中毒的
[00:16:57.160 --> 00:17:00.720]  這個地球上面是有剛合作用
[00:17:01.040 --> 00:17:03.560]  樹木是可以吸二氧化碳
[00:17:03.560 --> 00:17:05.920]  呼出氧氣
[00:17:05.920 --> 00:17:12.880]  如果沒有這個循環不息的氧氣系統
[00:17:12.880 --> 00:17:15.000]  我們基本上是生存不了的
[00:17:15.000 --> 00:17:17.040]  如果我們作為人
[00:17:17.040 --> 00:17:19.240]  我們沒有一個呼吸系統
[00:17:19.240 --> 00:17:22.880]  我們根本也不會生存的
[00:17:28.760 --> 00:17:31.720]  我們的心臟有多重大家知不知道
[00:17:31.720 --> 00:17:33.400]  半磅而已
[00:17:33.400 --> 00:17:34.920]  很輕的半磅
[00:17:34.920 --> 00:17:39.600]  但是每一天可以分出五百卡侖的血液
[00:17:39.600 --> 00:17:41.800]  去流通我們全身的血管
[00:17:41.800 --> 00:17:43.040]  有多長呢
[00:17:43.040 --> 00:17:44.360]  六萬二千里
[00:17:44.360 --> 00:17:46.080]  六萬二千里即是多長呢
[00:17:46.080 --> 00:17:49.120]  大約圍繞地球兩周半的距離
