
[00:00:00.000 --> 00:00:02.800]  我們今天再次上到弟兄姊妹之間
[00:03:03.000 --> 00:03:05.000]  有些事情有不對的信念
[00:03:05.000 --> 00:03:08.000]  不等於你接納他就是認同了他
[00:03:08.000 --> 00:03:09.000]  這些信念
[00:03:09.000 --> 00:03:11.000]  《聖經》直接這樣說
[00:03:11.000 --> 00:03:13.000]  有些人在淫亂當中
[00:03:13.000 --> 00:03:16.000]  他長期不願意悔改
[00:03:16.000 --> 00:03:20.000]  《聖經》說不要和他相交
[00:03:20.000 --> 00:03:22.000]  不要有團契
[00:03:22.000 --> 00:03:25.000]  但《聖經》同時說在弟兄姊妹之間
[00:03:25.000 --> 00:03:27.000]  有很多的分別
[00:03:27.000 --> 00:03:30.000]  可能是一些背景不同
[00:03:30.000 --> 00:03:33.000]  或者是一些思想上有分歧的地方
[00:03:33.000 --> 00:03:35.000]  或者他比你更加軟弱
[00:03:35.000 --> 00:03:39.000]  在信仰的層面、在生活的能力上比你軟弱
[00:03:39.000 --> 00:03:42.000]  但不因為這些不足、軟弱
[00:03:42.000 --> 00:03:44.000]  你要去拒絕他
[00:03:44.000 --> 00:03:47.000]  反而要去接納他
[00:03:47.000 --> 00:03:51.000]  這個接納也代表神對我們的接納
[00:03:51.000 --> 00:03:54.000]  我們按照主對我們的接納
[00:03:54.000 --> 00:03:56.000]  去接納別人
[00:03:56.000 --> 00:03:57.000]  因此《聖經》所說
[00:03:57.000 --> 00:03:59.000]  在接納的過程當中
[00:03:59.000 --> 00:04:02.000]  我們就完全了基督的律法
[00:04:02.000 --> 00:04:06.000]  或者說神對我們吩咐的一個精要
[00:04:06.000 --> 00:04:09.000]  因此今天當我們讀到《聖經》羅馬書的時候
[00:04:09.000 --> 00:04:11.000]  《聖經》就提及有幾方面
[00:04:11.000 --> 00:04:15.000]  為何我們要去接納別人
[00:04:15.000 --> 00:04:19.000]  或者說如何能夠真正接納
[00:04:19.000 --> 00:04:24.000]  因此《聖經》給我們有很重要的教導
[00:04:24.000 --> 00:04:26.000]  我們一起再看《聖經》
[00:04:26.000 --> 00:04:32.000]  在羅馬書第十五章第一方面已經提及
[00:04:32.000 --> 00:04:35.000]  不要去求自己的喜悅
[00:04:35.000 --> 00:04:38.000]  我們就真正能夠去接納別人
[00:04:38.000 --> 00:04:40.000]  第十五章第一節《聖經》說
[00:04:40.000 --> 00:04:46.000]  我們堅強的人應該擔當不堅強的人的軟弱
[00:04:46.000 --> 00:04:49.000]  不應該求自己的喜悅
[00:04:49.000 --> 00:04:51.000]  我們各人務要求
[00:04:51.000 --> 00:04:53.000]  務要叫鄰舍喜悅
[00:04:53.000 --> 00:04:55.000]  好讓他得到益處
[00:04:55.000 --> 00:04:58.000]  得到造就
[00:04:58.000 --> 00:05:00.000]  《聖經》提到堅強的人
[00:05:00.000 --> 00:05:03.000]  感覺自己能力比別人強一些
[00:05:03.000 --> 00:05:05.000]  或者信仰上更加成熟
[00:05:05.000 --> 00:05:08.000]  這些人應該做甚麼呢
[00:05:08.000 --> 00:05:13.000]  就是應該擔當不堅固人的軟弱
[00:05:13.000 --> 00:05:16.000]  《聖經》大家留意到前面第十四章
[00:05:16.000 --> 00:05:17.000]  其實一開始的時候
[00:05:17.000 --> 00:05:20.000]  第十四章第一節都同樣這樣說
[00:05:20.000 --> 00:05:23.000]  你們堅固的人
[00:05:23.000 --> 00:05:28.000]  你們要接納那些信心軟弱的
[00:05:28.000 --> 00:05:31.000]  信心軟弱的你們要去接納
[00:05:31.000 --> 00:05:34.000]  當時有人因為某一些背景
[00:05:34.000 --> 00:05:38.000]  他們認為某些食物是不應該吃的
[00:05:38.000 --> 00:05:41.000]  吃的時候會犯罪得罪神
[00:05:41.000 --> 00:05:44.000]  但是信仰堅固人明白
[00:05:44.000 --> 00:05:46.000]  只要帶著感謝的心
[00:05:46.000 --> 00:05:47.000]  凡物都是潔淨
[00:05:47.000 --> 00:05:50.000]  無所謂不潔淨的食物
[00:05:50.000 --> 00:05:52.000]  雖然他有這樣的知識
[00:05:52.000 --> 00:05:54.000]  但是他內心裏面產生一種
[00:05:54.000 --> 00:05:58.000]  對別人的一種輕視
[00:05:58.000 --> 00:06:00.000]  覺得他們很愚蠢
[00:06:00.000 --> 00:06:02.000]  覺得他們不明白真理
[00:06:02.000 --> 00:06:04.000]  因此產生對他們的批評
[00:06:04.000 --> 00:06:06.000]  對他們的輕視
[00:06:06.000 --> 00:06:10.000]  《聖經》說不要因為對方信心軟弱
[00:06:10.000 --> 00:06:15.000]  你就批評你就去輕視他
[00:06:15.000 --> 00:06:16.000]  我想回到一件事
[00:06:16.000 --> 00:06:18.000]  一位弟兄很多年之前
[00:06:18.000 --> 00:06:22.000]  講述他在信主之前有一個特別的習慣
[00:06:22.000 --> 00:06:26.000]  是他非常喜歡看足球比賽
[00:06:26.000 --> 00:06:29.000]  他看得很上癮
[00:06:29.000 --> 00:06:31.000]  因此他差不多傾家蕩產
[00:06:31.000 --> 00:06:35.000]  所有球賽都用很多很貴的錢
[00:06:35.000 --> 00:06:37.000]  來買一些很漂亮的門票去看
[00:06:37.000 --> 00:06:42.000]  而且平時經常想著的都是球賽的結果
[00:06:42.000 --> 00:06:44.000]  哪隊對哪隊等等
[00:06:44.000 --> 00:06:46.000]  所以他其他生活方面很混亂
[00:06:46.000 --> 00:06:51.000]  因為沒有那種精神理會其他事情
[00:06:51.000 --> 00:06:52.000]  在他信主之後
[00:06:52.000 --> 00:06:57.000]  他很深體會到足球賽事成為了他的捆綁
[00:06:57.000 --> 00:07:00.000]  所以他靠著神就放棄了
[00:07:00.000 --> 00:07:03.000]  他說從此不再看了
[00:07:03.000 --> 00:07:04.000]  但當中有一種感覺
[00:07:04.000 --> 00:07:08.000]  球賽對他自己產生了很特別的影響
[00:07:08.000 --> 00:07:13.000]  所以他覺得看球賽是犯罪的
[00:07:13.000 --> 00:07:15.000]  所以不應該看
[00:07:15.000 --> 00:07:17.000]  後來弟兄姊妹發現他這樣的情況
[00:07:17.000 --> 00:07:18.000]  有些人邀請他
[00:07:18.000 --> 00:07:20.000]  不要緊,看一兩場
[00:07:20.000 --> 00:07:25.000]  他說不行,你們不要看,是犯罪的
[00:07:25.000 --> 00:07:26.000]  其他人不明白
[00:07:26.000 --> 00:07:28.000]  覺得他很愚蠢
[00:07:28.000 --> 00:07:30.000]  為何會這樣想呢
[00:07:30.000 --> 00:07:31.000]  但對他來說
[00:07:31.000 --> 00:07:35.000]  他自己經歷過一些事情帶給他的捆綁
[00:07:35.000 --> 00:07:39.000]  而他又覺得他應該為神不要再看了
[00:07:39.000 --> 00:07:42.000]  這是他自己一種的體會
[00:07:42.000 --> 00:07:45.000]  無論這件事情是否真的
[00:07:45.000 --> 00:07:50.000]  在客觀上似乎不是一件錯的事情
[00:07:50.000 --> 00:07:51.000]  但對他來說
[00:07:51.000 --> 00:07:53.000]  他覺得他不應該做
[00:07:53.000 --> 00:07:56.000]  後來弟兄姊妹就開始去接受
[00:07:56.000 --> 00:07:57.000]  他有這種的體會
[00:07:57.000 --> 00:08:00.000]  亦明白他的心想不得罪神
[00:08:00.000 --> 00:08:02.000]  所以他會這樣做
[00:08:02.000 --> 00:08:05.000]  有時有些人因為某些背景
[00:08:05.000 --> 00:08:07.000]  感覺有些事情不應該做
[00:08:07.000 --> 00:08:09.000]  某些事情不應該吃
[00:08:09.000 --> 00:08:13.000]  而其他人可能不會太理解
[00:08:13.000 --> 00:08:18.000]  但因為他有良心上的了解
[00:08:18.000 --> 00:08:24.000]  所以不要因為他這種信心軟弱的情況
[00:08:24.000 --> 00:08:27.000]  而輕視和批評
[00:08:27.000 --> 00:08:30.000]  而是接納他是你的弟兄
[00:08:30.000 --> 00:08:31.000]  是你的姊妹
[00:08:31.000 --> 00:08:33.000]  然後學習去愛他
[00:08:33.000 --> 00:08:36.000]  當然聖經去到第十五章第一節的時候
[00:08:36.000 --> 00:08:38.000]  更加再說一件事
[00:08:38.000 --> 00:08:42.000]  堅固的人要擔當不堅固人的軟弱
[00:08:42.000 --> 00:08:46.000]  有些時候對方有些軟弱的地方
[00:08:46.000 --> 00:08:50.000]  可能是身體或屬靈上的某些軟弱
[00:08:50.000 --> 00:08:54.000]  但他們的軟弱不是你輕視的原因
[00:08:54.000 --> 00:09:03.000]  反而是你去擔當他們軟弱的機會
[00:09:03.000 --> 00:09:07.000]  我想到我們中間有些弟兄姊妹身體又軟弱
[00:09:07.000 --> 00:09:08.000]  有些行動不便
[00:09:08.000 --> 00:09:11.000]  有些時候我們都見到弟兄姊妹需要坐輪椅
[00:09:11.000 --> 00:09:13.000]  回到教會崇拜
[00:09:13.000 --> 00:09:15.000]  在我們的相見群體
[00:09:15.000 --> 00:09:17.000]  很多弟兄姊妹要坐輪椅
[00:09:17.000 --> 00:09:19.000]  他們有身體的軟弱
[00:09:19.000 --> 00:09:24.000]  但弟兄姊妹在旁邊幫助他們推輪椅
[00:09:24.000 --> 00:09:27.000]  家人一路照顧他們關心他們
[00:09:27.000 --> 00:09:29.000]  他們有軟弱沒錯
[00:09:29.000 --> 00:09:31.000]  但那些沒有這種軟弱的人
[00:09:31.000 --> 00:09:39.000]  有一個機會或一份責任去擔當他們的軟弱
[00:09:39.000 --> 00:09:42.000]  或者你說這樣很不應該
[00:09:42.000 --> 00:09:46.000]  他們的軟弱轉嫁在我身上
[00:09:46.000 --> 00:09:51.000]  但聖經說既然你覺得自己沒有那種軟弱
[00:09:51.000 --> 00:09:55.000]  你就應該擔當他們的軟弱
[00:09:55.000 --> 00:09:58.000]  因為神給你有堅強
[00:09:58.000 --> 00:10:01.000]  那不是你用來誇口的原因
[00:10:01.000 --> 00:10:04.000]  反而是神給你的責任
[00:10:04.000 --> 00:10:09.000]  來擔當那些軟弱的人的需要
[00:10:09.000 --> 00:10:10.000]  所以聖經用一個字眼
[00:10:10.000 --> 00:10:17.000]  你們堅強的人應該擔當不堅固人的軟弱
[00:10:17.000 --> 00:10:20.000]  當然應該的擔當不單單是輔助
[00:10:20.000 --> 00:10:24.000]  也說是你怎樣幫助他們
[00:10:24.000 --> 00:10:28.000]  讓他們能夠行回神自己的路上
[00:10:28.000 --> 00:10:32.000]  大家記得我們這個月份的金句嗎?
[00:10:32.000 --> 00:10:35.000]  讀了幾次了 懂得背了
[00:10:35.000 --> 00:10:37.000]  懂不懂?讀多一次吧
[00:10:37.000 --> 00:10:39.000]  大家再讀多一次
[00:10:39.000 --> 00:10:44.000]  你們記得聖經加拿大書第六章第二節
[00:10:44.000 --> 00:10:49.000]  「你們各人的重擔要互相擔當
[00:10:49.000 --> 00:10:53.000]  如此就完全了基督的律法」
[00:10:53.000 --> 00:10:57.000]  這節聖經的第六章第二節
[00:10:57.000 --> 00:10:59.000]  這節聖經之前一節
[00:10:59.000 --> 00:11:00.000]  六章一節就說
[00:11:00.000 --> 00:11:05.000]  若有人偶然被過犯所成
[00:11:05.000 --> 00:11:09.000]  突然間不知為何有些軟弱出現
[00:11:09.000 --> 00:11:11.000]  他說你們屬靈的人
[00:11:11.000 --> 00:11:15.000]  就當用溫柔的心將他挽回過來
[00:11:15.000 --> 00:11:18.000]  如此就完全了基督的律法
[00:11:18.000 --> 00:11:21.000]  有些時候有人有軟弱跌倒了
[00:11:21.000 --> 00:11:23.000]  可能你心裏面
[00:11:23.000 --> 00:11:25.000]  或許有些時候忍不住會想
[00:11:25.000 --> 00:11:28.000]  他自作自受而已
[00:11:28.000 --> 00:11:30.000]  他為何會這樣做
[00:11:30.000 --> 00:11:32.000]  弄到自己這樣
[00:11:32.000 --> 00:11:35.000]  有些時候可能也有這種感覺
[00:11:35.000 --> 00:11:37.000]  但聖經反而提醒我們
[00:11:37.000 --> 00:11:43.000]  在那時候不是去責備或排斥的時候
[00:11:43.000 --> 00:11:47.000]  反而是你們如果覺得沒有那種問題
[00:11:47.000 --> 00:11:52.000]  就應當將他挽回過來
[00:11:52.000 --> 00:11:57.000]  去勸告、幫助、引導他回頭
[00:11:57.000 --> 00:12:00.000]  這是神給我們的吩咐
[00:12:00.000 --> 00:12:05.000]  你們的重擔要彼此擔當
[00:12:05.000 --> 00:12:08.000]  我想回到一位姐妹有一次跟我分享
[00:12:08.000 --> 00:12:11.000]  我很感謝她跟我分享她自己的經歷
[00:12:11.000 --> 00:12:13.000]  她告訴我她的心目先烈可能不知道
[00:12:13.000 --> 00:12:16.000]  我過去有一段時間是情緒病患
[00:12:16.000 --> 00:12:19.000]  情緒是很波動
[00:12:19.000 --> 00:12:22.000]  在那段時間覺得自己很低沉
[00:12:22.000 --> 00:12:27.000]  很多時候都提不起力量去做任何事情
[00:12:27.000 --> 00:12:28.000]  回到教會的時候
[00:12:28.000 --> 00:12:30.000]  有些經歷就是感受到
[00:12:30.000 --> 00:12:33.000]  有些頂智會不太接受自己
[00:12:33.000 --> 00:12:35.000]  不太想和自己接觸
[00:12:35.000 --> 00:12:37.000]  覺得自己很麻煩
[00:12:37.000 --> 00:12:39.000]  但她說很感謝神
[00:12:39.000 --> 00:12:42.000]  她接觸了一位牧者
[00:12:42.000 --> 00:12:44.000]  這位牧者知道她的情況
[00:12:44.000 --> 00:12:46.000]  知道她病了
[00:12:46.000 --> 00:12:48.000]  但這位牧者有一個很特別的表達
[00:12:48.000 --> 00:12:51.000]  就是一直很接受她
[00:12:51.000 --> 00:12:55.000]  亦都很願意主動地約她見面、聊天
[00:12:55.000 --> 00:12:57.000]  一直關心著她
[00:12:57.000 --> 00:13:01.000]  一次、一年、兩年、三年
[00:13:01.000 --> 00:13:04.000]  一直關心著她
[00:13:04.000 --> 00:13:06.000]  這位姐妹感受到很被鼓勵
[00:13:06.000 --> 00:13:09.000]  她說覺得有一種鼓勵
[00:13:09.000 --> 00:13:12.000]  可以放膽去面對自己的問題
[00:13:12.000 --> 00:13:15.000]  亦有一種動機幫助自己
[00:13:15.000 --> 00:13:18.000]  重新調理身體
[00:13:18.000 --> 00:13:20.000]  後來她康復了
[00:13:20.000 --> 00:13:22.000]  她完全康復了
[00:13:22.000 --> 00:13:24.000]  她跟我分享
[00:13:24.000 --> 00:13:25.000]  她說感謝神
[00:13:25.000 --> 00:13:27.000]  如果不是有人給我的接納
[00:13:27.000 --> 00:13:29.000]  我今天不會康復
[00:13:29.000 --> 00:13:34.000]  或許我們未必有一種力量
[00:13:34.000 --> 00:13:37.000]  去幫助某些有需要的頂智會
[00:13:37.000 --> 00:13:39.000]  但對她那種接納
[00:13:39.000 --> 00:13:42.000]  已經產生了一種幫助
[00:13:42.000 --> 00:13:44.000]  仍然是我們的頂智會
[00:13:44.000 --> 00:13:46.000]  仍然是神所愛的
[00:13:46.000 --> 00:13:49.000]  因此在過程當中成為了她的支持
[00:13:49.000 --> 00:13:51.000]  當時已經提到
[00:13:51.000 --> 00:13:54.000]  頂智會之間彼此的擔當的時候
[00:13:54.000 --> 00:13:56.000]  其中特別提及一件事
[00:13:56.000 --> 00:14:00.000]  她說你們各人要叫鄰舍起源
[00:14:00.000 --> 00:14:02.000]  前面第一節提到
[00:14:02.000 --> 00:14:04.000]  不求自己的起源
[00:14:04.000 --> 00:14:06.000]  這裡聖經所說的是
[00:14:06.000 --> 00:14:08.000]  一個熟神的人
[00:14:08.000 --> 00:14:11.000]  學習不單考慮自己是否喜歡
[00:14:11.000 --> 00:14:13.000]  說我這樣和他相處
[00:14:13.000 --> 00:14:15.000]  我覺得很麻煩
[00:14:15.000 --> 00:14:17.000]  不是很方便
[00:14:17.000 --> 00:14:18.000]  要我做這件事
[00:14:18.000 --> 00:14:20.000]  我不習慣
[00:14:21.000 --> 00:14:22.000]  聖經說
[00:14:22.000 --> 00:14:24.000]  Not to please yourself
[00:14:24.000 --> 00:14:27.000]  不是要討你自己的歡喜
[00:14:27.000 --> 00:14:30.000]  而是討神的歡喜
[00:14:30.000 --> 00:14:32.000]  因此樂意
[00:14:32.000 --> 00:14:34.000]  好像遷就
[00:14:34.000 --> 00:14:35.000]  好像擺上
[00:14:35.000 --> 00:14:38.000]  但叫別人得到喜悅
[00:14:38.000 --> 00:14:41.000]  這個喜悅也不是要哄她開心
[00:14:41.000 --> 00:14:42.000]  而是聖經所說
[00:14:42.000 --> 00:14:44.000]  是讓她得到益處
[00:14:44.000 --> 00:14:46.000]  得到造就
[00:14:48.000 --> 00:14:51.000]  最近有些弟兄姊妹
[00:14:51.000 --> 00:14:53.000]  都恭喜我
[00:14:53.000 --> 00:14:55.000]  恭喜我成為爺爺
[00:14:55.000 --> 00:14:56.000]  我很開心
[00:14:56.000 --> 00:14:57.000]  很感謝神
[00:14:57.000 --> 00:15:00.000]  賜給我家人有孩子
[00:15:00.000 --> 00:15:02.000]  但和他們聊天的時候
[00:15:02.000 --> 00:15:04.000]  他們說一件事
[00:15:04.000 --> 00:15:05.000]  我也是很感恩的
[00:15:05.000 --> 00:15:06.000]  是甚麼事呢
[00:15:06.000 --> 00:15:10.000]  就是他們夫妻兩個兒子
[00:15:10.000 --> 00:15:12.000]  和媳婦兩個
[00:15:12.000 --> 00:15:13.000]  生完孩子之後
[00:15:13.000 --> 00:15:14.000]  他們在外國
[00:15:14.000 --> 00:15:17.000]  也不容易有很多人來幫助
[00:15:17.000 --> 00:15:21.000]  兩個人要照顧很多不同的事情
[00:15:21.000 --> 00:15:25.000]  因此未必有時間煮菜
[00:15:25.000 --> 00:15:27.000]  但他們的教會
[00:15:27.000 --> 00:15:30.000]  有一組弟兄姊妹主動說
[00:15:30.000 --> 00:15:32.000]  要不要幫忙
[00:15:32.000 --> 00:15:33.000]  好呀
[00:15:33.000 --> 00:15:35.000]  他們就輪流
[00:15:35.000 --> 00:15:38.000]  每天煮菜
[00:15:38.000 --> 00:15:40.000]  拿到他們家
[00:15:40.000 --> 00:15:42.000]  然後讓他們可以
[00:15:42.000 --> 00:15:44.000]  專心照顧孩子
[00:15:44.000 --> 00:15:46.000]  有人可以預備食物
[00:15:46.000 --> 00:15:50.000]  可以放心來吃肉
[00:15:50.000 --> 00:15:52.000]  當然家人在身邊
[00:15:52.000 --> 00:15:54.000]  也有很多不同的照顧
[00:15:54.000 --> 00:15:56.000]  再加上弟兄姊妹的服侍
[00:15:56.000 --> 00:15:59.000]  他們就更加容易
[00:15:59.000 --> 00:16:02.000]  去回應這個階段的需要
[00:16:02.000 --> 00:16:04.000]  我回想起以前
[00:16:04.000 --> 00:16:06.000]  當這個兒子出生的時候
[00:16:06.000 --> 00:16:08.000]  我當時在外國的教會
[00:16:08.000 --> 00:16:11.000]  弟兄姊妹同樣這樣來幫助我
[00:16:11.000 --> 00:16:12.000]  他們說
[00:16:12.000 --> 00:16:13.000]  放心吧
[00:16:13.000 --> 00:16:15.000]  我們煲湯水給你喝
[00:16:15.000 --> 00:16:18.000]  這麼大的湯你們不要拿來
[00:16:18.000 --> 00:16:21.000]  但他們拿了一鍋小的湯
[00:16:21.000 --> 00:16:24.000]  但那鍋小的湯原來是濃縮了的
[00:16:24.000 --> 00:16:26.000]  他說加點水
[00:16:26.000 --> 00:16:28.000]  你煲回來就可以了
[00:16:28.000 --> 00:16:30.000]  我們很感受到
[00:16:30.000 --> 00:16:31.000]  在那個時候
[00:16:31.000 --> 00:16:33.000]  他們不怕麻煩
[00:16:33.000 --> 00:16:36.000]  他們也不怕辛苦
[00:16:36.000 --> 00:16:39.000]  就是這樣來關心照顧我們
[00:16:39.000 --> 00:16:41.000]  很多弟兄姊妹
[00:16:41.000 --> 00:16:43.000]  在他們的生活上
[00:16:43.000 --> 00:16:45.000]  表現出他們那種
[00:16:45.000 --> 00:16:47.000]  不為求自己喜悅
[00:16:47.000 --> 00:16:50.000]  為了叫別人得好處的那種生命
[00:16:50.000 --> 00:16:52.000]  在過程當中更加反映出
[00:16:52.000 --> 00:16:54.000]  耶穌基督那種美善
[00:16:54.000 --> 00:16:57.000]  因為聖經也同時告訴我們
[00:16:57.000 --> 00:16:59.000]  弟兄姊妹當我們這樣做的時候
[00:16:59.000 --> 00:17:02.000]  其實只不過是學校主的榜樣
[00:17:02.000 --> 00:17:05.000]  主怎樣做在我們身上
[00:17:05.000 --> 00:17:07.000]  我們同樣做在別人的身上
[00:17:07.000 --> 00:17:10.000]  所以聖經在第三節繼續說
[00:17:10.000 --> 00:17:14.000]  就算連基督也不求自己的喜悅
[00:17:14.000 --> 00:17:16.000]  反而像經上所記的
[00:17:16.000 --> 00:17:18.000]  「欲萬里的人的欲罵
[00:17:18.000 --> 00:17:20.000]  都落在我的身上」
[00:17:20.000 --> 00:17:22.000]  聖經提到在詩篇裏面
[00:17:22.000 --> 00:17:24.000]  大衛講述到他自己的經歷
[00:17:24.000 --> 00:17:26.000]  很多人對神的欲罵
[00:17:26.000 --> 00:17:28.000]  落在他自己身上
[00:17:28.000 --> 00:17:31.000]  同時預言著主耶穌在地上的經歷
[00:17:31.000 --> 00:17:34.000]  他因為要將益處帶給我們
[00:17:34.000 --> 00:17:38.000]  他甘心承受了很多人對他的羞辱
[00:17:38.000 --> 00:17:40.000]  對他的傷害
[00:17:40.000 --> 00:17:43.000]  但是他不求自己的喜悅
[00:17:43.000 --> 00:17:46.000]  為了要我們得到益處
[00:17:46.000 --> 00:17:52.000]  當然當主好像在承擔一些代價的時候
[00:17:52.000 --> 00:17:54.000]  同時他告訴我們
[00:17:54.000 --> 00:17:57.000]  我不是孤單的
[00:17:57.000 --> 00:17:59.000]  我不是一個人面對這些一切
[00:17:59.000 --> 00:18:03.000]  因為我常作主喜悅的事情
[00:18:03.000 --> 00:18:07.000]  所以主與我同在
[00:18:07.000 --> 00:18:08.000]  有些時候你會覺得
[00:18:08.000 --> 00:18:09.000]  你討人的喜悅
[00:18:09.000 --> 00:18:11.000]  叫他得到幫助的時候
[00:18:11.000 --> 00:18:13.000]  好像自己吃虧
[00:18:13.000 --> 00:18:15.000]  但你知道在那個時候
[00:18:15.000 --> 00:18:18.000]  上帝的喜悅在你身上
[00:18:18.000 --> 00:18:21.000]  他與你同在
[00:18:21.000 --> 00:18:23.000]  人領受神的同在
[00:18:23.000 --> 00:18:27.000]  因為人行神喜悅的路
[00:18:27.000 --> 00:18:30.000]  頂智妹在我們彼此的相處過程當中
[00:18:30.000 --> 00:18:32.000]  學習主耶穌的榜樣
[00:18:32.000 --> 00:18:35.000]  亦都領受神與你更深切
[00:18:35.000 --> 00:18:37.000]  更密切的同在
[00:18:37.000 --> 00:18:38.000]  我們再看下去
[00:18:38.000 --> 00:18:39.000]  聖經裏面再說到
[00:18:39.000 --> 00:18:42.000]  不單止我們不求人的喜悅的時候
[00:18:42.000 --> 00:18:44.000]  不求自己的喜悅的時候
[00:18:44.000 --> 00:18:46.000]  神自己恩待我們整群
[00:18:46.000 --> 00:18:49.000]  同時當我們何時去靠著神
[00:18:49.000 --> 00:18:52.000]  給我們的忍耐和盼望
[00:18:52.000 --> 00:18:55.000]  我們就可以彼此同心
[00:18:55.000 --> 00:18:57.000]  所以大家看第四節
[00:18:57.000 --> 00:18:59.000]  從前經上所寫的
[00:18:59.000 --> 00:19:02.000]  都是為教訓我們而寫的
[00:19:02.000 --> 00:19:04.000]  好使我們藉著忍耐
[00:19:04.000 --> 00:19:07.000]  和聖經中的安慰得著盼望
[00:19:07.000 --> 00:19:10.000]  願賜忍耐和安慰的神
[00:19:10.000 --> 00:19:14.000]  使你們彼此同心效法基督耶穌
[00:19:14.000 --> 00:19:16.000]  聖經提到
