
[00:00:00.000 --> 00:00:02.000]  今年教會的主題就是
[00:03:06.080 --> 00:03:07.720]  我因為這麼強盛
[00:03:07.720 --> 00:03:10.840]  所以僭奪了做祭司的職份
[00:03:10.840 --> 00:03:11.960]  因為這樣的原因
[00:03:11.960 --> 00:03:14.000]  所以上帝懲罰他
[00:03:14.000 --> 00:03:16.280]  讓他得到大麻風
[00:03:16.280 --> 00:03:18.480]  在他有生之年
[00:03:18.480 --> 00:03:20.320]  可以說在宮廷當中
[00:03:20.320 --> 00:03:21.680]  他被隔離
[00:03:21.680 --> 00:03:24.200]  結束他的一生
[00:03:24.200 --> 00:03:25.840]  到烏西亞的晚年
[00:03:25.840 --> 00:03:30.840]  其實國際的形勢也有所改變
[00:03:30.840 --> 00:03:32.360]  當時一個強國
[00:03:32.360 --> 00:03:33.840]  亞述帝國
[00:03:33.840 --> 00:03:35.720]  當時有一個君主也興起
[00:03:35.720 --> 00:03:38.560]  令到亞述成為一個更大的
[00:03:38.560 --> 00:03:40.000]  更強的一個國家
[00:03:40.000 --> 00:03:43.680]  成為了當時以色列人的一個威脅
[00:03:43.680 --> 00:03:46.000]  就在這些時候
[00:03:46.000 --> 00:03:51.880]  一個君主就死去了
[00:03:51.880 --> 00:03:52.960]  大家想想
[00:03:52.960 --> 00:03:54.840]  如果當時你是一個以色列人
[00:03:54.840 --> 00:03:57.560]  你在他的國民裏有什麼感覺
[00:03:57.560 --> 00:04:01.000]  我們的保障是來自於一個這麼強盛的
[00:04:01.000 --> 00:04:03.760]  這麼強勁的一個君主
[00:04:03.760 --> 00:04:06.160]  他給我們一個很大的保障
[00:04:06.160 --> 00:04:08.080]  國泰民安
[00:04:08.080 --> 00:04:10.160]  但現在他死了
[00:04:10.160 --> 00:04:12.560]  而且外面的國家
[00:04:12.560 --> 00:04:16.400]  又開始對我們有一些威脅了
[00:04:16.400 --> 00:04:18.400]  我們的保障失去了
[00:04:18.400 --> 00:04:20.200]  又有強大的威脅
[00:04:20.200 --> 00:04:23.560]  所以當烏西亞王駕崩的時候
[00:04:23.560 --> 00:04:25.160]  其實有很多人
[00:04:25.160 --> 00:04:27.120]  都懷著一個傷心
[00:04:27.120 --> 00:04:28.600]  恐懼的心情
[00:04:28.600 --> 00:04:31.280]  去迎接這個事情
[00:04:31.280 --> 00:04:34.000]  但就在這個氣氛裏
[00:04:34.000 --> 00:04:35.600]  第六章第一節
[00:04:35.600 --> 00:04:36.400]  就說
[00:04:36.400 --> 00:04:38.120]  以塞亞見到的
[00:04:38.120 --> 00:04:40.760]  卻和一班以色列人見到的很不同
[00:04:40.760 --> 00:04:44.160]  他們見到這個烏西亞王死了
[00:04:44.160 --> 00:04:46.280]  但就在這個時候
[00:04:46.280 --> 00:04:47.360]  以塞亞說
[00:04:47.360 --> 00:04:52.000]  我見到耶和華在天上坐著為王
[00:04:52.000 --> 00:04:57.640]  他仍然是那位坐著為王的那一位的主
[00:04:57.640 --> 00:05:01.640]  人間多英明的一國的君主
[00:05:01.640 --> 00:05:03.120]  都要離開
[00:05:03.120 --> 00:05:05.840]  多偉大的君主都要離開
[00:05:05.840 --> 00:05:08.120]  人間的君王都要過去
[00:05:08.120 --> 00:05:10.040]  但以塞亞其實在說
[00:05:10.040 --> 00:05:11.680]  天上的君王
[00:05:11.680 --> 00:05:13.080]  耶和華坐王
[00:05:13.080 --> 00:05:14.200]  直到永遠
[00:05:14.200 --> 00:05:16.600]  永遠的掌權
[00:05:16.600 --> 00:05:19.040]  在這裏當他見到一個這樣的圖畫
[00:05:19.040 --> 00:05:20.280]  在天上
[00:05:20.280 --> 00:05:22.760]  上帝坐寶座上的時候
[00:05:22.760 --> 00:05:24.320]  跟著他再描述
[00:05:24.320 --> 00:05:26.600]  他見到的是一個什麼儀仗呢
[00:05:26.600 --> 00:05:29.080]  第二節第四節說
[00:05:29.080 --> 00:05:31.240]  其上有撒拉夫時能
[00:05:31.240 --> 00:05:33.400]  各有六個翅膀遮臉
[00:05:33.400 --> 00:05:34.960]  兩個翅膀遮腳
[00:05:34.960 --> 00:05:36.640]  兩個翅膀飛翔
[00:05:36.640 --> 00:05:38.200]  彼此呼喊說
[00:05:38.200 --> 00:05:40.680]  盛哉盛哉盛哉
[00:05:40.680 --> 00:05:42.120]  萬軍之耶和華
[00:05:42.120 --> 00:05:44.880]  他的榮光充滿全地
[00:05:44.880 --> 00:05:46.680]  因呼喊者的聲音
[00:05:46.680 --> 00:05:49.720]  滿衙的根基震動
[00:05:49.720 --> 00:05:52.280]  電充滿了煙雲
[00:05:52.280 --> 00:05:55.040]  撒拉夫是上帝的受造物
[00:05:55.040 --> 00:05:56.480]  基本上在聖經裏
[00:05:56.480 --> 00:05:59.680]  在這一章裏出現
[00:05:59.680 --> 00:06:01.440]  他的存在是很重要的
[00:06:01.440 --> 00:06:04.400]  撒拉夫是聽候上帝的差遣
[00:06:04.400 --> 00:06:07.240]  去完成上帝給他的一些工作
[00:06:07.240 --> 00:06:10.640]  在這裏形容他有六隻翅膀
[00:06:10.640 --> 00:06:13.320]  全部遮眼遮手遮腳
[00:06:13.320 --> 00:06:15.200]  這也可能反映了
[00:06:15.200 --> 00:06:17.480]  即是表達
[00:06:17.480 --> 00:06:18.560]  侍奉上帝
[00:06:18.560 --> 00:06:19.960]  其實我們都不配
[00:06:19.960 --> 00:06:21.960]  上帝給我們一個福分侍奉他
[00:06:21.960 --> 00:06:23.440]  但其實我們都不配
[00:06:23.440 --> 00:06:26.640]  我們的眼不能直接去望上帝
[00:06:26.640 --> 00:06:28.080]  即是
[00:06:28.080 --> 00:06:31.960]  表達一個謙卑的功能
[00:06:31.960 --> 00:06:34.920]  亦都是他的翅膀
[00:06:34.920 --> 00:06:36.280]  飛到不同的地方
[00:06:36.280 --> 00:06:37.840]  亦都代表著
[00:06:37.840 --> 00:06:40.600]  去完成上帝給他們的
[00:06:40.600 --> 00:06:42.680]  不同的一些工作
[00:06:42.680 --> 00:06:44.280]  在這裏
[00:06:44.280 --> 00:06:45.960]  即是經文裏面
[00:06:45.960 --> 00:06:47.240]  他們就呼喊出
[00:06:47.240 --> 00:06:49.880]  盛哉 盛哉 盛哉
[00:06:49.880 --> 00:06:51.600]  三次的重複
[00:06:51.600 --> 00:06:54.960]  去代表一個最高級的表達
[00:06:54.960 --> 00:06:56.760]  上帝就是那個
[00:06:56.760 --> 00:06:59.760]  至聖潔的那一位的上帝
[00:06:59.760 --> 00:07:02.160]  他的榮光充滿了全地
[00:07:02.160 --> 00:07:05.600]  這個是特別要去講得清楚
[00:07:05.600 --> 00:07:09.360]  上帝的榮光不單止在寶座那裏
[00:07:09.360 --> 00:07:12.560]  上帝的榮光亦都不單止在聖殿那裏
[00:07:12.560 --> 00:07:15.480]  他的榮光是充滿了全地
[00:07:15.480 --> 00:07:18.800]  他是全地的主
[00:07:18.800 --> 00:07:22.400]  聖殿充滿了煙雲
[00:07:22.400 --> 00:07:27.400]  讓人無法用眼睛去見到上帝
[00:07:27.400 --> 00:07:31.640]  所以上帝好像隱藏在這些煙雲裏面一樣
[00:07:31.640 --> 00:07:32.560]  但同時
[00:07:32.560 --> 00:07:34.120]  當煙雲出現的時候
[00:07:34.120 --> 00:07:37.000]  亦都代表著上帝的同在
[00:07:37.000 --> 00:07:39.880]  這裏面有一個兩面性
[00:07:39.880 --> 00:07:40.920]  好像煙雲出現
[00:07:40.920 --> 00:07:42.480]  見不到上帝了
[00:07:42.480 --> 00:07:45.920]  但煙雲出現就代表著上帝就在這裏
[00:07:45.920 --> 00:07:47.360]  這個現象
[00:07:47.360 --> 00:07:50.920]  或者這個神跡的一個情況
[00:07:50.920 --> 00:07:56.360]  是表示人是無法去親近一個聖潔的上帝
[00:07:56.360 --> 00:07:57.640]  當
[00:07:57.640 --> 00:07:59.800]  見到一個這樣的現象的時候
[00:07:59.800 --> 00:08:01.320]  上帝臨在了
[00:08:01.320 --> 00:08:02.640]  他有什麼反應呢
[00:08:02.640 --> 00:08:04.400]  第五至第七節這樣說
[00:08:04.400 --> 00:08:06.040]  第五節在這裏說
[00:08:06.040 --> 00:08:07.400]  那時我說
[00:08:07.400 --> 00:08:09.040]  禍災我滅亡了
[00:08:09.040 --> 00:08:10.920]  因為我是嘴唇不潔的人
[00:08:10.920 --> 00:08:14.040]  又住在嘴唇不潔的民中
[00:08:14.040 --> 00:08:18.080]  又因我眼見大君王萬君之夜和華
[00:08:18.080 --> 00:08:19.320]  這一節的張力
[00:08:19.320 --> 00:08:20.840]  不單止是說到
[00:08:20.840 --> 00:08:25.600]  人無法用肉眼去看見上帝
[00:08:25.600 --> 00:08:27.200]  更多的例子就是
[00:08:27.200 --> 00:08:29.480]  這個聖潔的上帝
[00:08:29.480 --> 00:08:32.280]  是和罪不能相容
[00:08:32.280 --> 00:08:33.480]  一個有罪的人
[00:08:33.480 --> 00:08:34.840]  不能親近一個
[00:08:34.840 --> 00:08:38.120]  至聖的一位上帝
[00:08:38.120 --> 00:08:39.160]  在這裏說
[00:08:39.160 --> 00:08:41.320]  以賽亞說我又和了
[00:08:41.320 --> 00:08:44.520]  其實在以賽亞書第三章第九節
[00:08:44.520 --> 00:08:47.440]  上帝亦親自去宣告
[00:08:47.440 --> 00:08:49.680]  這一班以色列人的百姓
[00:08:49.680 --> 00:08:50.840]  又和了
[00:08:50.840 --> 00:08:52.360]  你們又和了
[00:08:52.360 --> 00:08:53.320]  在這裏
[00:08:53.320 --> 00:08:55.960]  以賽亞自覺地去說
[00:08:55.960 --> 00:08:58.000]  我又和了
[00:08:58.000 --> 00:08:59.720]  見到一個聖潔的上帝
[00:08:59.720 --> 00:09:01.000]  見到自己的罪
[00:09:01.000 --> 00:09:03.800]  所以我是一個有和的人
[00:09:03.800 --> 00:09:07.560]  當他這樣說完之後
[00:09:07.560 --> 00:09:09.000]  上帝有什麼反應呢
[00:09:09.000 --> 00:09:10.800]  第六節第七節這樣說
[00:09:10.800 --> 00:09:13.200]  有一剎拉芬飛到我跟前
[00:09:13.200 --> 00:09:15.240]  手裏拿著紅炭
[00:09:15.240 --> 00:09:18.600]  是用火箭從炭上取下來的
[00:09:18.600 --> 00:09:20.440]  這炭沾我的口
[00:09:20.440 --> 00:09:21.600]  說看啊
[00:09:21.600 --> 00:09:24.960]  這炭沾了你的嘴
[00:09:24.960 --> 00:09:26.960]  你的罪孽便除掉
[00:09:26.960 --> 00:09:30.360]  你的罪惡就赦免了
[00:09:30.360 --> 00:09:31.840]  在這裏很明顯地說
[00:09:31.840 --> 00:09:34.640]  赦罪是上帝主動的一個作為
[00:09:34.640 --> 00:09:36.680]  在這兩節當中
[00:09:36.680 --> 00:09:40.400]  其實赦罪的象徵是相當的豐富
[00:09:40.400 --> 00:09:41.640]  說到祭壇
[00:09:41.640 --> 00:09:42.760]  探火
[00:09:42.760 --> 00:09:46.160]  是一個很鮮明的異象
[00:09:46.160 --> 00:09:47.720]  首先就是以賽亞
[00:09:47.720 --> 00:09:50.160]  見到上帝那個
[00:09:50.160 --> 00:09:52.400]  自聖潔的上帝的時候
[00:09:52.400 --> 00:09:54.560]  接著他就見到自己的罪
[00:09:54.560 --> 00:09:56.640]  他就要凝聚我又和了
[00:09:56.640 --> 00:09:58.720]  接著一個很大的呼求
[00:09:58.720 --> 00:10:01.360]  上帝赦免他的罪
[00:10:01.360 --> 00:10:04.400]  這個罪是及時和即刻的
[00:10:04.400 --> 00:10:05.920]  所以用尖
[00:10:05.920 --> 00:10:07.280]  即是他的罪
[00:10:07.280 --> 00:10:08.640]  他的罪就除掉了
[00:10:08.640 --> 00:10:11.560]  這兩個動作是一氣呵成
[00:10:11.560 --> 00:10:14.920]  表示他的罪是立即的去除掉
[00:10:14.920 --> 00:10:19.800]  燒紅的炭表明是來自上帝的壇裏面
[00:10:19.800 --> 00:10:23.120]  在上帝的壇裏面拿了一個炭
[00:10:23.120 --> 00:10:25.480]  接著尖他的口
[00:10:25.480 --> 00:10:28.280]  接著他的罪得到赦免
[00:10:28.280 --> 00:10:29.840]  當然可以說
[00:10:29.840 --> 00:10:32.720]  當以賽亞說我是嘴唇不潔的人
[00:10:32.720 --> 00:10:34.840]  上帝所要去潔淨的
[00:10:34.840 --> 00:10:37.040]  不單止是他的嘴唇
[00:10:37.040 --> 00:10:39.320]  而最緊要潔淨的是什麼呢
[00:10:39.320 --> 00:10:41.120]  是他整個人
[00:10:41.120 --> 00:10:42.960]  火炭尖他的唇
[00:10:42.960 --> 00:10:45.560]  代表著上帝赦免了他
[00:10:45.560 --> 00:10:48.520]  他整個人的一切的罪
[00:10:48.520 --> 00:10:50.240]  這個
[00:10:50.240 --> 00:10:51.440]  火炭的潔淨
[00:10:51.440 --> 00:10:54.160]  是表示完全的一個赦罪
[00:10:54.160 --> 00:10:55.480]  所以薩拉芬
[00:10:55.480 --> 00:10:58.360]  很明顯的向以賽亞宣告
[00:10:58.360 --> 00:11:00.160]  你的罪孽就除掉
[00:11:00.160 --> 00:11:02.760]  你的罪惡就赦免
[00:11:02.760 --> 00:11:05.280]  不單止在第六章
[00:11:05.280 --> 00:11:06.640]  在以賽亞書裏面
[00:11:06.640 --> 00:11:09.080]  火其實是一個很重要的象徵
[00:11:09.080 --> 00:11:10.960]  象徵著審判
[00:11:10.960 --> 00:11:13.160]  火也象徵著
[00:11:13.160 --> 00:11:15.080]  上帝潔淨
[00:11:15.080 --> 00:11:17.120]  和拯救他的百姓
[00:11:17.120 --> 00:11:21.000]  以賽亞才被這個火炭潔淨了
[00:11:21.000 --> 00:11:22.720]  他的罪得到赦免
[00:11:22.720 --> 00:11:25.680]  也都應許不單止他被赦免
[00:11:25.680 --> 00:11:27.640]  整個以色列人的罪
[00:11:27.640 --> 00:11:30.400]  都可以得到這個赦免
[00:11:30.400 --> 00:11:31.240]  但是
[00:11:31.240 --> 00:11:33.240]  如果那些不悔改的人
[00:11:33.240 --> 00:11:36.120]  火就代表著上帝的審判
[00:11:36.120 --> 00:11:39.240]  將會淋到他們的身上
[00:11:39.240 --> 00:11:43.080]  赦罪完全是上帝主動的一個預備
[00:11:43.080 --> 00:11:45.400]  這個以賽亞相當的清楚
[00:11:45.400 --> 00:11:47.040]  他很清楚這一點
[00:11:47.040 --> 00:11:50.120]  這個也是這一章其中一個的高峰
[00:11:50.120 --> 00:11:51.600]  從上帝的顯現
[00:11:51.600 --> 00:11:54.240]  到先知的認罪
[00:11:54.240 --> 00:11:55.320]  悔改
[00:11:55.320 --> 00:11:58.920]  經歷這個具體火炭的沾他的唇
[00:11:58.920 --> 00:12:01.240]  得到這個赦罪
[00:12:01.240 --> 00:12:02.800]  從此之後可以說
[00:12:02.800 --> 00:12:04.280]  以賽亞的生命
[00:12:04.280 --> 00:12:08.120]  連結在他所經歷的這個異象當中
[00:12:08.120 --> 00:12:10.760]  在以後的他的侍奉裏面
[00:12:10.760 --> 00:12:12.800]  他被上帝差遣
[00:12:12.800 --> 00:12:14.720]  他經歷上帝的同在
[00:12:14.720 --> 00:12:19.280]  和他這個異象所見到的一個情況
[00:12:19.280 --> 00:12:21.360]  是密不可分可以說
[00:12:21.360 --> 00:12:23.760]  當他的罪得到赦免之後
[00:12:23.760 --> 00:12:25.760]  究竟有什麼事發生呢
[00:12:25.760 --> 00:12:27.880]  在這個異象裏面
[00:12:27.880 --> 00:12:30.240]  第六章第八節就這樣說
[00:12:30.240 --> 00:12:32.360]  我又聽見主的聲音說
[00:12:32.360 --> 00:12:34.040]  我可以差遣誰呢
[00:12:34.040 --> 00:12:35.560]  誰肯為我們去呢
[00:12:35.560 --> 00:12:38.840]  我說我在這裏請差遣我
[00:12:38.840 --> 00:12:40.800]  在這個異象裏面
[00:12:40.800 --> 00:12:44.000]  是第一次聽見上帝說話
[00:12:44.000 --> 00:12:47.040]  但是是以賽亞第二次說話
[00:12:47.040 --> 00:12:48.320]  他第一次說是什麼呢
[00:12:48.320 --> 00:12:49.160]  之前說
[00:12:49.160 --> 00:12:52.640]  我說我在我滅亡了
[00:12:52.640 --> 00:12:55.120]  接著在這裏很快地說
[00:12:55.120 --> 00:12:59.200]  我說我在這裏請差遣我
[00:12:59.200 --> 00:13:00.480]  在不久之前
[00:13:00.480 --> 00:13:02.080]  這個以賽亞才知道
[00:13:02.080 --> 00:13:03.000]  他還呼叫
[00:13:03.000 --> 00:13:05.160]  上帝見到你
[00:13:05.160 --> 00:13:06.360]  仍見到自己的罪
[00:13:06.360 --> 00:13:08.360]  我滅亡了
[00:13:08.360 --> 00:13:11.640]  但是當他經歷上帝對他的赦免的時候
[00:13:11.640 --> 00:13:13.880]  他很快地有一個回應
[00:13:13.880 --> 00:13:14.720]  就是說
[00:13:14.720 --> 00:13:15.720]  當上帝說
[00:13:15.720 --> 00:13:17.120]  我可以差遣誰呢
[00:13:17.120 --> 00:13:18.640]  誰肯為我們去呢
[00:13:18.640 --> 00:13:19.440]  他就說
[00:13:19.440 --> 00:13:23.040]  我在這裏請差遣我
[00:13:23.040 --> 00:13:25.240]  誰肯為我們去呢
[00:13:25.240 --> 00:13:28.280]  用眾數去形容上帝
[00:13:28.280 --> 00:13:31.600]  其實這裏不是說有很多個上帝
[00:13:31.600 --> 00:13:35.120]  這裏的眾數是一個尊貴的用法
[00:13:35.120 --> 00:13:37.200]  用眾數去形容上帝
[00:13:37.200 --> 00:13:40.480]  是代表上帝的尊貴
[00:13:40.480 --> 00:13:44.000]  上帝的說話其實不是一個命令
[00:13:44.000 --> 00:13:45.360]  大家留心一下
[00:13:45.360 --> 00:13:47.360]  其實上帝在其他地方
[00:13:47.360 --> 00:13:49.760]  去揀選一個僕人的時候
[00:13:49.760 --> 00:13:51.760]  基本上是用命令式的
[00:13:51.760 --> 00:13:53.360]  你去做些什麼
[00:13:53.360 --> 00:13:54.080]  你要說
[00:13:54.080 --> 00:13:54.960]  說些什麼
[00:13:54.960 --> 00:13:56.080]  但是在這裏
[00:13:56.080 --> 00:13:58.800]  其實上帝用一個詢問句
[00:13:58.800 --> 00:14:00.480]  這個詢問句
[00:14:00.480 --> 00:14:04.040]  其實是要給以賽亞一個決定
[00:14:04.040 --> 00:14:06.040]  或者讓以賽亞
[00:14:06.040 --> 00:14:09.040]  你要心甘情願地做一個回應
[00:14:09.040 --> 00:14:10.560]  以賽亞的回應
[00:14:10.560 --> 00:14:12.960]  可以說是出於他心中的感動
[00:14:12.960 --> 00:14:15.440]  亦都是出於他心中的一份信心
[00:14:15.440 --> 00:14:18.480]  既然我的罪已經得到赦免了
[00:14:18.480 --> 00:14:21.840]  經歷了一個這麼大的改變
[00:14:21.840 --> 00:14:24.240]  所以他很自然地
[00:14:24.240 --> 00:14:25.640]  很熱切地期待
[00:14:25.640 --> 00:14:27.200]  我怎樣去侍奉
[00:14:27.200 --> 00:14:30.000]  這個拯救我的上帝呢
[00:14:30.000 --> 00:14:31.200]  當他說
[00:14:31.200 --> 00:14:32.280]  我在這裏
[00:14:32.280 --> 00:14:34.080]  請差遣我的時候
[00:14:34.080 --> 00:14:36.080]  我不知道大家
[00:14:36.080 --> 00:14:38.560]  很多時候我們都用這一句話
[00:14:38.560 --> 00:14:40.400]  尤其很多時候
[00:14:40.400 --> 00:14:42.800]  很多電影節目的人聽見這句話
[00:14:42.800 --> 00:14:44.800]  就會呼召讀神學
[00:14:44.800 --> 00:14:47.600]  很多時候我聽見的見證都是這樣
[00:14:47.600 --> 00:14:48.880]  但是
[00:14:48.880 --> 00:14:52.640]  當這句話之後還有下半節
[00:14:52.640 --> 00:14:55.720]  這個上帝很清楚地告訴他
[00:14:55.720 --> 00:14:57.920]  你的使命是什麼
[00:14:57.920 --> 00:14:58.640]  你肯去
[00:14:58.640 --> 00:14:59.080]  好
[00:14:59.080 --> 00:15:01.320]  我就將你的使命告訴你
[00:15:01.320 --> 00:15:03.640]  第九至第十節這樣說
[00:15:03.640 --> 00:15:04.400]  他說
[00:15:04.400 --> 00:15:06.120]  你去告訴這百姓說
[00:15:06.120 --> 00:15:07.920]  你們聽是要聽見
[00:15:07.920 --> 00:15:08.960]  卻不明白
[00:15:08.960 --> 00:15:10.280]  看是要看見
[00:15:10.280 --> 00:15:11.280]  卻不曉得
[00:15:11.280 --> 00:15:13.760]  要使這百姓心無滋憂
[00:15:13.760 --> 00:15:14.880]  耳朵發沉
[00:15:14.880 --> 00:15:16.280]  眼睛昏迷
[00:15:16.280 --> 00:15:17.120]  恐怕
[00:15:17.120 --> 00:15:18.200]  眼睛看見
[00:15:18.200 --> 00:15:19.120]  耳朵聽見
[00:15:19.120 --> 00:15:20.200]  心裡明白
[00:15:20.200 --> 00:15:21.320]  回轉過來
[00:15:21.320 --> 00:15:23.120]  便得醫治
[00:15:23.120 --> 00:15:26.120]  上帝不是不願意人悔改
[00:15:26.120 --> 00:15:29.440]  反之就是上帝願意萬人悔改
[00:15:29.440 --> 00:15:30.800]  歸向他
[00:15:30.800 --> 00:15:33.800]  但是在這裏好像說到上帝不想人悔改
[00:15:33.800 --> 00:15:35.080]  就是他們
[00:15:35.080 --> 00:15:36.560]  回轉過來就得醫治
[00:15:36.560 --> 00:15:38.160]  其實這個是一個
[00:15:38.160 --> 00:15:41.560]  用一個反諷的表達手法
[00:15:41.560 --> 00:15:42.440]  可以說
[00:15:42.440 --> 00:15:43.560]  當一個人
[00:15:43.560 --> 00:15:45.560]  他越硬心不悔改
[00:15:45.560 --> 00:15:47.480]  無論他聽多少
[00:15:47.480 --> 00:15:48.800]  再聽多少
[00:15:48.800 --> 00:15:49.880]  再看多少
[00:15:49.880 --> 00:15:51.680]  都是無濟於事
[00:15:51.680 --> 00:15:52.880]  實際上
[00:15:52.880 --> 00:15:55.600]  以賽亞所領受的訊息
[00:15:55.600 --> 00:15:56.800]  是很簡單的
[00:15:56.800 --> 00:15:58.240]  是很易明白的
[00:15:58.240 --> 00:16:00.400]  悔改歸向上帝
[00:16:00.400 --> 00:16:01.200]  但是
[00:16:01.200 --> 00:16:03.200]  在他同時代的人
[00:16:03.200 --> 00:16:04.280]  就跟他說
[00:16:04.280 --> 00:16:07.120]  以賽亞你的訊息太簡單了
[00:16:07.120 --> 00:16:09.720]  你是否在侮辱我們的智慧呢
[00:16:09.720 --> 00:16:13.880]  你經常說的重逢複複的話
[00:16:13.880 --> 00:16:15.600]  對我們沒有意義的
[00:16:15.600 --> 00:16:17.280]  一些
[00:16:17.280 --> 00:16:18.840]  以訛訛的說話
[00:16:18.840 --> 00:16:20.600]  用我們的說話去說
[00:16:20.600 --> 00:16:23.320]  你說這些說話侮辱了我們的智慧
[00:16:23.320 --> 00:16:26.280]  這個在以賽亞書28章9-10節
[00:16:26.280 --> 00:16:28.520]  同代的人真的這樣跟他說
[00:16:28.520 --> 00:16:29.880]  在這裏他說到
[00:16:29.880 --> 00:16:32.480]  有三個重要的認知器官
[00:16:32.480 --> 00:16:34.280]  都沒有正常的功能
[00:16:34.280 --> 00:16:35.320]  他們的心
[00:16:35.320 --> 00:16:36.280]  他們的耳
[00:16:36.280 --> 00:16:37.520]  他們的眼
[00:16:37.520 --> 00:16:39.720]  都已經失去功能
[00:16:39.720 --> 00:16:41.520]  眼看不到
[00:16:41.520 --> 00:16:42.760]  耳聽不到
[00:16:42.760 --> 00:16:44.920]  心蒙了之後
[00:16:44.920 --> 00:16:45.920]  說些什麼
[00:16:45.920 --> 00:16:49.640]  都再也不能夠進入他們的內心
[00:16:49.640 --> 00:16:51.440]  這群百姓
[00:16:51.440 --> 00:16:53.600]  已經到了病入膏肓
[00:16:53.600 --> 00:16:57.000]  無可救藥的地步
[00:16:57.000 --> 00:16:59.000]  在這裏
[00:16:59.000 --> 00:17:02.000]  不單止第9第10節表達了以賽亞
[00:17:02.000 --> 00:17:03.520]  侍奉的結果
