
[00:00:00.000 --> 00:00:02.360]  宗子妹平安
[00:02:19.920 --> 00:02:24.840]  对上帝的保证常常感到疑惑
[00:02:24.840 --> 00:02:28.320]  因为当时他没有儿子 后继无人
[00:02:28.320 --> 00:02:31.720]  那上帝所说的大大的赏赐
[00:02:31.720 --> 00:02:34.080]  似乎是没有可能的
[00:02:34.080 --> 00:02:38.720]  但是上帝保证他的后裔会多如繁星
[00:02:38.720 --> 00:02:42.200]  然后经文说 亚伯兰信耶和华
[00:02:42.200 --> 00:02:44.960]  耶和华就以此为他的裔
[00:02:44.960 --> 00:02:46.720]  与他立约
[00:02:46.720 --> 00:02:50.360]  今天我不是分享这段经文
[00:02:50.360 --> 00:02:52.440]  你没有读错
[00:02:52.440 --> 00:02:57.000]  我要透过这个经文做一个开场
[00:02:57.000 --> 00:03:00.640]  就是说 其实神给人意象
[00:03:00.640 --> 00:03:03.560]  就是要给人福气
[00:03:03.560 --> 00:03:05.600]  恩乔堂的成立
[00:03:05.600 --> 00:03:08.760]  正正就是来自神的意象
[00:03:08.760 --> 00:03:11.600]  所以也是一个福气
[00:03:11.600 --> 00:03:15.880]  那恩乔堂是否会成长
[00:03:15.880 --> 00:03:21.320]  其实是基于他是否像他的连体所说的
[00:03:21.320 --> 00:03:24.960]  就是新的意象 新的启航
[00:03:24.960 --> 00:03:29.480]  就是说恩乔堂是否真的扬帆 启航
[00:03:29.480 --> 00:03:32.120]  在风高浪急的时候
[00:03:32.120 --> 00:03:34.640]  会不会中途折返
[00:03:34.640 --> 00:03:37.560]  或者是会不会抛纳猫
[00:03:37.560 --> 00:03:41.240]  又或者太顺利了 预防风顺
[00:03:41.240 --> 00:03:43.960]  那会不会耽于安逸
[00:03:43.960 --> 00:03:47.240]  以致停滞不前呢
[00:03:47.240 --> 00:03:50.680]  那我祈愿主透过今天的经文
[00:03:50.680 --> 00:03:55.160]  就是约翰福音一章十五节来兼顾我们
[00:03:55.160 --> 00:03:59.080]  让我们先一同祷告
[00:03:59.080 --> 00:04:01.640]  亲爱的主 是的
[00:04:01.640 --> 00:04:05.320]  祢是创天造地的神
[00:04:05.320 --> 00:04:08.520]  祢说有就有
[00:04:08.520 --> 00:04:11.960]  根本就不需要我们参与
[00:04:11.960 --> 00:04:14.520]  但是感谢祢
[00:04:14.520 --> 00:04:18.760]  因着祢的慈爱 祢的大能
[00:04:18.760 --> 00:04:22.640]  祢让我们能够服侍在其中
[00:04:22.640 --> 00:04:26.760]  与圣灵同工 被祢使用
[00:04:26.760 --> 00:04:31.040]  主啊 这个是多么大的福气
[00:04:31.040 --> 00:04:34.240]  是祢给我们的恩典
[00:04:34.240 --> 00:04:40.960]  主啊 求祢让我们能够听得到祢对我们的呼唤
[00:04:40.960 --> 00:04:45.040]  让我们收到祢给我们的意向
[00:04:45.040 --> 00:04:49.760]  让我们能够马上的起来 起航
[00:04:49.760 --> 00:04:54.560]  让祢率领我们走祢要我们走的路
[00:04:54.560 --> 00:04:57.560]  求祢让今天的众道
[00:04:57.560 --> 00:05:00.560]  无论是讲的 听的
[00:05:00.560 --> 00:05:02.720]  都能够同感一灵
[00:05:02.720 --> 00:05:07.200]  都能够被祢的福音的火点燃
[00:05:07.200 --> 00:05:09.200]  主啊 我们感谢祢
[00:05:09.200 --> 00:05:13.720]  我们这样的祷告是奉耶稣基督的圣灵祈祷
[00:05:13.720 --> 00:05:15.080]  阿们
[00:05:15.080 --> 00:05:17.080]  第一节记载
[00:05:17.080 --> 00:05:19.600]  耶稣上耶路撒冷过节
[00:05:19.600 --> 00:05:22.600]  但没有说是那个阶期
[00:05:22.600 --> 00:05:26.840]  可能是逾越节 可能是祝旁节
[00:05:26.840 --> 00:05:29.920]  可能是五旬节
[00:05:29.920 --> 00:05:34.760]  因为犹太人通常都是在这三大的阶期
[00:05:34.760 --> 00:05:37.080]  上耶路撒冷过节
[00:05:37.080 --> 00:05:39.200]  然后第二节就说
[00:05:39.200 --> 00:05:42.440]  在耶路撒冷有一个阳门
[00:05:42.440 --> 00:05:46.240]  靠近阳门有一个水池
[00:05:46.240 --> 00:05:48.600]  叫碧氏大池
[00:05:48.600 --> 00:05:51.120]  原来阳门的门
[00:05:51.120 --> 00:05:56.200]  原译就可以理解为史迹 就是Market
[00:05:56.200 --> 00:06:00.200]  它位于圣殿的东北角
[00:06:00.200 --> 00:06:02.800]  人们献祭用的阳
[00:06:02.800 --> 00:06:07.080]  就是要透过这个门迁进去的
[00:06:07.080 --> 00:06:10.160]  阳门有一个碧氏大池
[00:06:10.160 --> 00:06:13.000]  池旁有五个狼子
[00:06:13.000 --> 00:06:16.480]  狼子有高高的柱子
[00:06:16.480 --> 00:06:21.280]  大概有四个我叠起来那么高
[00:06:21.280 --> 00:06:24.160]  第三到第四节说到
[00:06:24.160 --> 00:06:27.920]  狼子类躺着各种的病人
[00:06:27.920 --> 00:06:31.320]  他们都在等候水冻
[00:06:31.320 --> 00:06:35.640]  按道理水不会无故地波动的 对不对
[00:06:35.640 --> 00:06:39.240]  所以有些学者就认为
[00:06:39.240 --> 00:06:43.960]  这可能是一种间歇性的涌泉
[00:06:43.960 --> 00:06:47.960]  也可能是季节性的雨泉
[00:06:47.960 --> 00:06:50.680]  但是犹太人却相信
[00:06:50.680 --> 00:06:55.680]  有天使按时候来搅动池水
[00:06:55.680 --> 00:06:58.960]  而人只要在水冻的时候
[00:06:58.960 --> 00:07:01.520]  滴一个新鲜池水
[00:07:01.520 --> 00:07:05.640]  他的病便会得医治
[00:07:05.640 --> 00:07:09.640]  因此碧氏大池周围都是病人
[00:07:09.640 --> 00:07:13.480]  大家都希望能够在水冻的时候
[00:07:13.480 --> 00:07:16.720]  经历奇迹的医治
[00:07:16.720 --> 00:07:19.240]  在这些病人当中
[00:07:19.240 --> 00:07:22.200]  第五节特别地提到
[00:07:22.200 --> 00:07:26.080]  那里有一个人病了38年
[00:07:26.080 --> 00:07:30.760]  请大家注意这短短的一句
[00:07:30.760 --> 00:07:33.840]  在那里有一个人
[00:07:33.840 --> 00:07:36.680]  大家有没有想过
[00:07:36.680 --> 00:07:43.160]  在那里是一种怎么样的情况呢
[00:07:43.160 --> 00:07:46.800]  第一节已经开宗明义地说
[00:07:46.800 --> 00:07:53.440]  那里是耶稣上去耶路撒冷过节的地方
[00:07:53.440 --> 00:07:58.680]  所以那里应该是充满节日气氛
[00:07:58.680 --> 00:08:00.680]  起气扬扬
[00:08:00.680 --> 00:08:06.200]  那里也应该是充满平安怜悯的地方
[00:08:06.200 --> 00:08:10.960]  而且应该是跟神特别地接近
[00:08:10.960 --> 00:08:16.800]  因为那里具备了提供献祭的使级
[00:08:16.800 --> 00:08:19.720]  又有收容病人的狼子
[00:08:19.720 --> 00:08:23.440]  而且耶路撒冷本身的意思
[00:08:23.440 --> 00:08:25.880]  就是平安的根基
[00:08:25.880 --> 00:08:27.960]  平安的居所
[00:08:27.960 --> 00:08:29.400]  不单如此
[00:08:29.400 --> 00:08:32.920]  坐落在平安之地的必是大池
[00:08:32.920 --> 00:08:36.640]  池子的名字必是大
[00:08:36.640 --> 00:08:38.640]  意思是什么呢
[00:08:38.640 --> 00:08:40.680]  就是怜悯之家
[00:08:40.680 --> 00:08:42.600]  仁慈的房子
[00:08:42.600 --> 00:08:46.160]  如果我们跳去第十节
[00:08:46.160 --> 00:08:50.280]  我们还会发现那里刚刚是什么
[00:08:50.280 --> 00:08:52.280]  就是安息日
[00:08:52.280 --> 00:08:59.480]  就是人们身心灵都应该处于安歇的时刻
[00:08:59.480 --> 00:09:01.080]  大家想想
[00:09:01.080 --> 00:09:03.880]  这些美好的字意
[00:09:03.880 --> 00:09:08.640]  平安 怜悯 仁慈 安息
[00:09:08.640 --> 00:09:12.240]  但事实却刚刚相反
[00:09:12.240 --> 00:09:18.840]  是不是因为那里是躺着许多许多的病人
[00:09:18.840 --> 00:09:23.280]  大家都在被那个病痛煎熬
[00:09:23.280 --> 00:09:27.480]  尤其是第五节所说那个病人
[00:09:27.480 --> 00:09:31.640]  是一个病了38年的人
[00:09:31.640 --> 00:09:35.760]  这个人已经受了38年的痛苦
[00:09:35.760 --> 00:09:41.240]  不知道何时才得到释放
[00:09:41.240 --> 00:09:45.720]  他跟所有躺在狼狈的人一样
[00:09:45.720 --> 00:09:50.960]  都是在寻找平安 怜悯 应弊
[00:09:50.960 --> 00:09:57.120]  但同样是不知道何时才得到抑制
[00:09:57.120 --> 00:10:02.160]  直到第六节展示了一个历史的时刻
[00:10:02.160 --> 00:10:04.160]  主耶稣出现了
[00:10:04.160 --> 00:10:07.600]  他看到这个病了38年的人
[00:10:07.600 --> 00:10:11.480]  但这个病人却不认识耶稣
[00:10:11.480 --> 00:10:14.880]  耶稣主动地去问他
[00:10:14.880 --> 00:10:16.920]  「你要痊愈吗?」
[00:10:16.920 --> 00:10:18.360]  弟兄姊妹
[00:10:18.360 --> 00:10:24.040]  你对这句话会不会感到似曾相惜
[00:10:24.040 --> 00:10:26.840]  在云云众生当中
[00:10:26.840 --> 00:10:31.880]  要不是神主动去寻找我们
[00:10:31.880 --> 00:10:33.520]  救拔我们
[00:10:33.520 --> 00:10:40.200]  其实我们只是活在混沌当中
[00:10:40.200 --> 00:10:42.960]  连自己需要什么
[00:10:42.960 --> 00:10:45.560]  我们都不知道
[00:10:45.560 --> 00:10:46.760]  真的
[00:10:46.760 --> 00:10:50.280]  人的智慧非常有限
[00:10:50.280 --> 00:10:54.440]  我们不可能懂得去找神
[00:10:54.440 --> 00:10:57.800]  但是神知道我们每个人的需要
[00:10:57.800 --> 00:11:01.320]  祂乐意施恩怜悯
[00:11:01.320 --> 00:11:08.280]  现在耶稣正正就去找到这个38年的病人
[00:11:08.280 --> 00:11:11.400]  他问「你要痊愈吗?」
[00:11:11.400 --> 00:11:14.440]  大家会不会这样想
[00:11:14.440 --> 00:11:16.200]  耶稣你这样问
[00:11:16.200 --> 00:11:18.040]  真的是多余
[00:11:18.040 --> 00:11:19.680]  有谁病了
[00:11:19.680 --> 00:11:21.400]  不想痊愈了
[00:11:21.400 --> 00:11:22.640]  是不是
[00:11:22.640 --> 00:11:25.960]  但是我们在看经文的时候
[00:11:25.960 --> 00:11:26.560]  真的
[00:11:26.560 --> 00:11:30.640]  我们发觉这个病了38年的人
[00:11:30.640 --> 00:11:36.000]  他根本好像没有要痊愈的渴求
[00:11:36.000 --> 00:11:39.880]  因为他完全是搭飞手问
[00:11:39.880 --> 00:11:41.280]  他只是在说什么
[00:11:41.280 --> 00:11:42.480]  他在埋怨
[00:11:42.480 --> 00:11:44.920]  没有人帮他进到水里
[00:11:44.920 --> 00:11:46.800]  他又在盖炭
[00:11:46.800 --> 00:11:50.040]  他说别人都比他先到了
[00:11:50.040 --> 00:11:51.640]  弟兄姊妹
[00:11:51.640 --> 00:11:53.120]  你相信吗
[00:11:53.120 --> 00:11:57.640]  其实我们每个人或多或少
[00:11:57.640 --> 00:12:00.200]  都是有病的
[00:12:00.200 --> 00:12:01.520]  很多人点头
[00:12:01.520 --> 00:12:02.440]  真的是
[00:12:02.440 --> 00:12:04.520]  可能是肉身的病
[00:12:04.520 --> 00:12:07.040]  可能是心灵的病
[00:12:07.040 --> 00:12:11.160]  而人是会对病习惯的
[00:12:11.160 --> 00:12:13.400]  我们会说
[00:12:13.400 --> 00:12:14.720]  我病了
[00:12:14.720 --> 00:12:16.640]  我没有力量
[00:12:16.640 --> 00:12:20.600]  病成为我们一个很好的借口
[00:12:20.600 --> 00:12:23.560]  那我们就顺理成章地
[00:12:23.560 --> 00:12:27.600]  什么都不需要做
[00:12:27.600 --> 00:12:30.440]  真的这种病人很多
[00:12:30.440 --> 00:12:33.800]  在我辅导别人的经历当中
[00:12:33.800 --> 00:12:35.200]  很多时候
[00:12:35.200 --> 00:12:38.160]  我发觉来被我辅导的人
[00:12:38.160 --> 00:12:42.840]  根本就不是要听我给他意见
[00:12:42.840 --> 00:12:44.640]  我说什么建议
[00:12:44.640 --> 00:12:46.120]  其实他不在意
[00:12:46.120 --> 00:12:47.520]  他听不进去
[00:12:47.520 --> 00:12:52.360]  他只不过要人来听他埋怨
[00:12:52.360 --> 00:12:54.920]  听他诉苦
[00:12:54.920 --> 00:12:59.480]  就是说我们很热衷来谈话
[00:12:59.480 --> 00:13:02.680]  但是我们不想花力气
[00:13:02.680 --> 00:13:06.240]  去改变我们的生命
[00:13:06.240 --> 00:13:07.000]  弟兄姊妹
[00:13:07.000 --> 00:13:09.720]  你信主有多久了
[00:13:09.720 --> 00:13:12.760]  你的生命是否也有改变
[00:13:12.760 --> 00:13:15.000]  那改变多少了
[00:13:15.000 --> 00:13:16.760]  大家知道吗
[00:13:16.760 --> 00:13:20.480]  《箴言》29章18节说
[00:13:20.480 --> 00:13:23.760]  没有一项明就方式
[00:13:23.760 --> 00:13:25.920]  而英语圣经KJV
[00:13:25.920 --> 00:13:28.920]  它的翻译是更加好
[00:13:28.920 --> 00:13:31.040]  它说没有一项
[00:13:31.040 --> 00:13:33.480]  明就灭亡
[00:13:33.480 --> 00:13:35.880]  原来没有一项的生命
[00:13:35.880 --> 00:13:37.680]  就是灭亡
[00:13:37.680 --> 00:13:39.160]  而很多时候
[00:13:39.160 --> 00:13:41.360]  基督徒就好像这个
[00:13:41.360 --> 00:13:44.800]  病了38年的人一样
[00:13:44.800 --> 00:13:49.240]  根本就不理不听神的发问
[00:13:49.240 --> 00:13:50.360]  我们要知道
[00:13:50.360 --> 00:13:54.480]  神的发问不是因为他不知道
[00:13:54.480 --> 00:13:56.200]  神什么都知道
[00:13:56.200 --> 00:13:59.880]  而是他知道我们不清不楚
[00:13:59.880 --> 00:14:03.920]  他知道我们自己不知道
[00:14:03.920 --> 00:14:05.680]  所以他要问
[00:14:05.680 --> 00:14:08.000]  让我们好好去想
[00:14:08.000 --> 00:14:11.120]  想一想我们知道什么
[00:14:11.120 --> 00:14:15.600]  他的发问是要我们正视自身的问题
[00:14:15.600 --> 00:14:18.720]  免得我们蹉跎岁月
[00:14:18.720 --> 00:14:21.120]  荒废了生命
[00:14:21.120 --> 00:14:24.160]  曾经有一位同道
[00:14:24.160 --> 00:14:25.720]  很多年前
[00:14:25.720 --> 00:14:28.560]  他已经多次地告诉我
[00:14:28.560 --> 00:14:30.000]  他说小玲
[00:14:30.000 --> 00:14:32.480]  我知道神给我的意向
[00:14:32.480 --> 00:14:36.040]  就是要我起来去服侍中国
[00:14:36.040 --> 00:14:37.760]  但是你知道
[00:14:37.760 --> 00:14:39.760]  你知道我的性格
[00:14:39.760 --> 00:14:41.240]  我爱干净
[00:14:41.240 --> 00:14:43.280]  我不喜欢去大陆
[00:14:43.280 --> 00:14:46.360]  乱七八糟的他这样说
[00:14:46.360 --> 00:14:49.960]  然后他还有很多不能去的理由
[00:14:49.960 --> 00:14:53.720]  然后他总是这样的作结
[00:14:53.720 --> 00:14:55.520]  他说我知道
[00:14:55.520 --> 00:14:57.760]  神有他的时间
[00:14:57.760 --> 00:15:00.160]  神真的要我去的话
[00:15:00.160 --> 00:15:02.160]  他有他的时间
[00:15:02.160 --> 00:15:04.280]  然后他就很安然地
[00:15:04.280 --> 00:15:08.400]  去做他平常喜欢做的事
[00:15:08.400 --> 00:15:11.120]  那时间过得很快哦
[00:15:11.120 --> 00:15:13.760]  我想起我当年在这里的时候
[00:15:13.760 --> 00:15:15.920]  还是很年轻漂亮哦
[00:15:15.920 --> 00:15:18.280]  但是现在已经是个老太太了
[00:15:18.280 --> 00:15:20.760]  虽然我真的是嫁给姓老的人
[00:15:20.760 --> 00:15:22.800]  我真的是老太太
[00:15:22.800 --> 00:15:25.960]  那我就跟他谈话
[00:15:25.960 --> 00:15:28.320]  我说你快要退休了
[00:15:28.320 --> 00:15:30.480]  那你现在有时间了
[00:15:30.480 --> 00:15:32.920]  大陆也改善了很多了
[00:15:32.920 --> 00:15:34.880]  你要不要去
[00:15:34.880 --> 00:15:36.240]  他怎么说
[00:15:36.240 --> 00:15:38.560]  他现在有一个新的理由
[00:15:38.560 --> 00:15:41.880]  哎呀我已经一把年纪了
[00:15:41.880 --> 00:15:44.080]  怎么能够去啦
[00:15:44.080 --> 00:15:46.360]  留给年轻的去吧
[00:15:46.360 --> 00:15:48.240]  他这样说
[00:15:48.240 --> 00:15:50.200]  其实他说得很对
[00:15:50.200 --> 00:15:52.640]  神真的有他的时间
[00:15:52.640 --> 00:15:56.520]  但是他却是有意无意之间
[00:15:56.520 --> 00:16:00.640]  故意错过了神的时间
[00:16:00.640 --> 00:16:02.080]  对不对
[00:16:02.080 --> 00:16:05.440]  不过那个躺了38年的人
[00:16:05.440 --> 00:16:07.640]  他非常有福
[00:16:07.640 --> 00:16:10.040]  因为第八节这样说
[00:16:10.040 --> 00:16:13.280]  主耶稣一针见血的命令他
[00:16:13.280 --> 00:16:14.280]  起来
[00:16:14.280 --> 00:16:17.000]  拿着你的入纸走吧
[00:16:17.000 --> 00:16:20.360]  愿主都向我们发出指令
[00:16:20.360 --> 00:16:24.080]  不容我们顾左右而言他
[00:16:24.080 --> 00:16:25.720]  弟兄姊妹
[00:16:25.720 --> 00:16:30.120]  你理解耶稣所发出的指令吗
[00:16:30.120 --> 00:16:31.280]  起来
[00:16:31.280 --> 00:16:33.600]  拿着你的入纸走
[00:16:33.600 --> 00:16:36.400]  其实每个人的生命
[00:16:36.400 --> 00:16:40.440]  都有一张胜在着他的入纸
[00:16:40.440 --> 00:16:42.840]  可能是他的地位
[00:16:42.840 --> 00:16:44.280]  学识
[00:16:44.280 --> 00:16:45.480]  工作
[00:16:45.480 --> 00:16:46.760]  亲人
[00:16:46.760 --> 00:16:47.920]  爱人
[00:16:47.920 --> 00:16:49.560]  资产
[00:16:49.560 --> 00:16:50.760]  总之
[00:16:50.760 --> 00:16:53.920]  我们躺在自己的入纸上
[00:16:53.920 --> 00:16:56.880]  我们就感到满足
[00:16:56.880 --> 00:16:58.800]  安全
[00:16:58.800 --> 00:17:00.360]  假如有一天
[00:17:00.360 --> 00:17:01.640]  主耶稣说
[00:17:01.640 --> 00:17:03.960]  你要将入纸拿起来
[00:17:03.960 --> 00:17:06.480]  不再依靠他
[00:17:06.480 --> 00:17:08.120]  你愿意吗
[00:17:08.120 --> 00:17:10.400]  你愿意吗
[00:17:10.400 --> 00:17:14.240]  耶稣要赐给我们一个新的意象
[00:17:14.240 --> 00:17:19.720]  一个超乎我们想象和理解的意象
[00:17:19.720 --> 00:17:20.880]  起来
[00:17:20.880 --> 00:17:23.480]  拿起入纸走
[00:17:23.480 --> 00:17:24.840]  代表什么
[00:17:24.840 --> 00:17:28.960]  代表要放下我们所依赖的一切
[00:17:28.960 --> 00:17:34.560]  再没有什么能够限制我们走出去
[00:17:34.560 --> 00:17:39.960]  看见有人躺了38年重新站起来
[00:17:39.960 --> 00:17:43.120]  我想在现场的人
[00:17:43.120 --> 00:17:46.960]  应该会感到很惊叹,是不是
[00:17:46.960 --> 00:17:50.000]  但我们从第10节看到
[00:17:50.000 --> 00:17:52.000]  那些犹太人
[00:17:52.000 --> 00:17:57.120]  只是将心思放在律法规条上
[00:17:57.120 --> 00:17:59.120]  他们严厉地说
[00:17:59.120 --> 00:18:01.320]  今天是安息日
[00:18:01.320 --> 00:18:04.640]  你拿着入纸是不可以的
[00:18:04.640 --> 00:18:05.960]  不错
[00:18:05.960 --> 00:18:10.960]  摩西律法禁止人在安息日做工
[00:18:10.960 --> 00:18:17.360]  这些犹太人非常谨守安息日的规条
[00:18:17.360 --> 00:18:19.960]  但是他们却不关心
[00:18:19.960 --> 00:18:26.960]  安息日是否人真的得到真正的安息
[00:18:26.960 --> 00:18:32.960]  所以第11到12节
[00:18:32.960 --> 00:18:36.960]  反映出一个很鲜明的对比
[00:18:36.960 --> 00:18:40.680]  这个听从耶稣起来的人
[00:18:40.680 --> 00:18:43.280]  他坦然地回答说
[00:18:43.280 --> 00:18:47.560]  他说:那使我痊愈地对我说
[00:18:47.560 --> 00:18:50.160]  拿你的入纸走吧
[00:18:50.160 --> 00:18:52.480]  注意他的话
[00:18:52.480 --> 00:18:57.480]  他说:那使我痊愈地对我说
[00:18:57.480 --> 00:19:00.960]  就是说从那一刻
[00:19:00.960 --> 00:19:04.960]  他还是不知道耶稣是谁
[00:19:04.960 --> 00:19:06.960]  他只知道一点
[00:19:06.960 --> 00:19:11.280]  就是这个是使我痊愈的人
[00:19:11.280 --> 00:19:13.960]  是他对我说的
[00:19:13.960 --> 00:19:19.960]  弟兄姊妹这个认知非常重要
[00:19:19.960 --> 00:19:22.960]  因为我们都是上王的
[00:19:22.960 --> 00:19:25.960]  尤其是王恩的
[00:19:25.960 --> 00:19:27.960]  在我们生命当中
[00:19:27.960 --> 00:19:31.960]  你去想想你有多少去经历神
[00:19:31.960 --> 00:19:33.960]  但是有多少次
[00:19:33.960 --> 00:19:37.960]  我们真的是从心里发出来感恩
[00:19:37.960 --> 00:19:42.960]  有时候我们将恩典淡化
[00:19:42.960 --> 00:19:48.960]  有时候我们说那个是巧合
[00:19:48.960 --> 00:19:51.960]  有时候我们将那个荣耀
[00:19:51.960 --> 00:19:55.960]  归给神以外的什么
[00:19:55.960 --> 00:19:57.960]  我不知道
[00:19:57.960 --> 00:19:59.960]  但是感恩的是
[00:19:59.960 --> 00:20:03.960]  神他不止赐恩给我们
[00:20:03.960 --> 00:20:08.960]  他也一而再地要兼顾我们的生命
[00:20:08.960 --> 00:20:11.960]  所以第十四节记载
[00:20:11.960 --> 00:20:14.960]  当耶稣在殿里跟这个人
[00:20:14.960 --> 00:20:16.960]  就是躺了三十八年的人
[00:20:16.960 --> 00:20:19.960]  在重逢的时候就对他说
[00:20:19.960 --> 00:20:21.960]  你已经痊愈了
[00:20:21.960 --> 00:20:23.960]  不要再犯罪
[00:20:23.960 --> 00:20:26.960]  恐怕你遭遇的更加厉害
[00:20:26.960 --> 00:20:29.960]  这句话中的犯罪
[00:20:29.960 --> 00:20:32.960]  原来原文是现在是
[00:20:32.960 --> 00:20:36.960]  就是说你再也不要再犯罪了
[00:20:36.960 --> 00:20:38.960]  不是说以前
[00:20:38.960 --> 00:20:40.960]  而是说你一直在犯罪
[00:20:40.960 --> 00:20:43.960]  那现在以后你不要再犯
[00:20:43.960 --> 00:20:47.960]  大家明白这句话的意义吗
[00:20:47.960 --> 00:20:51.960]  首先主要我们的生命怎么样
[00:20:51.960 --> 00:20:53.960]  更新
[00:20:53.960 --> 00:20:55.960]  不要再走回头路
[00:20:55.960 --> 00:20:56.960]  第二
[00:20:56.960 --> 00:20:59.960]  耶稣问人你要痊愈吗
[00:20:59.960 --> 00:21:01.960]  我们要注意
[00:21:01.960 --> 00:21:04.960]  他不是说你愿意认罪吗
[00:21:04.960 --> 00:21:07.960]  你认罪我就医治你
[00:21:07.960 --> 00:21:09.960]  他不是这样说
[00:21:09.960 --> 00:21:11.960]  所以他所医治的是什么
[00:21:11.960 --> 00:21:14.960]  是一个罪人
[00:21:14.960 --> 00:21:16.960]  这就是神的爱
[00:21:16.960 --> 00:21:20.960]  在你我还是罪人的时候
[00:21:20.960 --> 00:21:23.960]  还是生命非常无力的
[00:21:23.960 --> 00:21:25.960]  躺着的时候
[00:21:25.960 --> 00:21:30.960]  我们的主已经向我们发出
[00:21:30.960 --> 00:21:33.960]  深情的呼唤
[00:21:33.960 --> 00:21:37.960]  他说你要痊愈吗
[00:21:37.960 --> 00:21:39.960]  也许我们都好像
[00:21:39.960 --> 00:21:43.960]  这个躺了38年的人一样
[00:21:43.960 --> 00:21:47.960]  只是强调自己的不能 无能
[00:21:47.960 --> 00:21:52.960]  但感谢主他没有放弃我们
[00:21:52.960 --> 00:21:57.960]  今天我们好像这个得医治的人一样
[00:21:57.960 --> 00:21:59.960]  来到圣殿当中
[00:21:59.960 --> 00:22:01.960]  我们一同敬拜
[00:22:01.960 --> 00:22:03.960]  一同听道
[00:22:03.960 --> 00:22:06.960]  但必须诚实地问自己
[00:22:06.960 --> 00:22:10.960]  我的生命是否已经更新
[00:22:10.960 --> 00:22:13.960]  是问不愿更新的生命
[00:22:13.960 --> 00:22:18.960]  怎么经得起启航的风浪
[00:22:18.960 --> 00:22:22.960]  我在内地服事的时候
[00:22:22.960 --> 00:22:27.960]  主要是帮不同的教会做培训跟培灵
[00:22:27.960 --> 00:22:30.960]  其中有一家教会
[00:22:30.960 --> 00:22:36.960]  由两位长老率领几十位传道人
[00:22:36.960 --> 00:22:40.960]  在不同的片区建立教会
[00:22:40.960 --> 00:22:45.960]  当时应该是2008年吧
[00:22:45.960 --> 00:22:48.960]  他们教会已经有四万多人了
[00:22:48.960 --> 00:22:52.960]  当然是分散在不同的地方
