
[00:00:00.000 --> 00:00:02.840]  大家打開聖經詩篇三十三篇
[00:06:44.680 --> 00:06:47.640]  你就會覺得神很小
[00:06:47.640 --> 00:06:49.560]  你的問題很大
[00:06:49.560 --> 00:06:53.400]  因為你的眼目注目在困難上
[00:06:53.400 --> 00:06:54.560]  但何時你唱詩
[00:06:54.560 --> 00:06:57.600]  將你的眼目集中在神身上的時候
[00:06:57.600 --> 00:06:59.920]  你會發覺你的神很偉大
[00:06:59.920 --> 00:07:03.120]  因此你感覺問題十十歲而已
[00:07:03.120 --> 00:07:05.680]  神一定可以解決
[00:07:05.680 --> 00:07:07.480]  在唱詩讚美的時候
[00:07:07.480 --> 00:07:09.320]  產生心中的歡樂
[00:07:09.320 --> 00:07:10.560]  你也去讚美
[00:07:10.560 --> 00:07:11.680]  去感恩
[00:07:11.680 --> 00:07:13.480]  去歌頌
[00:07:13.480 --> 00:07:14.840]  而聖經繼續再說
[00:07:14.840 --> 00:07:15.840]  有很多原因
[00:07:15.840 --> 00:07:18.040]  包括第四節
[00:07:18.040 --> 00:07:20.240]  「你得唱詩讚美歡樂
[00:07:20.240 --> 00:07:23.560]  因為耶和華的言語正直
[00:07:23.560 --> 00:07:26.400]  凡他所做的盡都誠實
[00:07:26.400 --> 00:07:27.480]  他喜愛仁義
[00:07:27.480 --> 00:07:29.360]  喜愛公義公平
[00:07:29.360 --> 00:07:32.800]  遍地都滿了耶和華的慈愛」
[00:07:32.800 --> 00:07:33.760]  因為整個大地
[00:07:33.760 --> 00:07:35.040]  你要小心留意的時候
[00:07:35.040 --> 00:07:36.040]  你就會發覺
[00:07:36.040 --> 00:07:38.920]  神的慈愛充滿著整個大地
[00:07:38.920 --> 00:07:40.360]  不單止在自然界
[00:07:40.360 --> 00:07:43.640]  在很多很多不同的人的生命當中
[00:07:43.640 --> 00:07:45.520]  在社會的不同角落
[00:07:45.520 --> 00:07:48.800]  神彰顯祂的慈愛
[00:07:48.800 --> 00:07:50.200]  或者你說
[00:07:50.200 --> 00:07:52.120]  好像不是很對
[00:07:52.120 --> 00:07:53.840]  我打開一張報紙
[00:07:53.840 --> 00:07:55.040]  我看到的事情
[00:07:55.040 --> 00:07:57.560]  盡都是邪惡的事
[00:07:57.560 --> 00:07:58.480]  很多憂愁
[00:07:58.480 --> 00:08:01.120]  很多擔心的事情
[00:08:01.120 --> 00:08:01.520]  沒錯
[00:08:01.520 --> 00:08:03.520]  這些事情我們經常都看到
[00:08:03.520 --> 00:08:05.600]  但我們不要忘記神的慈愛
[00:08:05.600 --> 00:08:07.400]  仍然常常淋到
[00:08:07.400 --> 00:08:12.000]  這些惡事和惡人的身上
[00:08:12.000 --> 00:08:13.720]  我最近看了一本雜誌
[00:08:13.720 --> 00:08:14.840]  留心到一件事情
[00:08:14.840 --> 00:08:16.840]  是我過去沒有留意的
[00:08:16.840 --> 00:08:18.680]  在第二次世界大戰的時候
[00:08:18.680 --> 00:08:20.800]  德國戰敗了
[00:08:20.800 --> 00:08:25.000]  盟軍就抓了很多德國的戰俘
[00:08:25.000 --> 00:08:26.640]  其中有二十四位
[00:08:26.640 --> 00:08:28.760]  是最高級的將領
[00:08:28.760 --> 00:08:30.360]  也是當時希特拉
[00:08:30.360 --> 00:08:33.920]  最重要的一些親信
[00:08:33.920 --> 00:08:36.840]  這二十四位的戰俘
[00:08:36.840 --> 00:08:41.120]  被帶到盟國的一個國際的法庭
[00:08:41.120 --> 00:08:43.520]  要審訊他們
[00:08:43.520 --> 00:08:44.920]  在當時很多人都說
[00:08:44.920 --> 00:08:46.280]  不需要審訊
[00:08:46.280 --> 00:08:48.040]  就處死他們
[00:08:48.040 --> 00:08:49.560]  因為你都會知道
[00:08:49.560 --> 00:08:51.920]  在當時德國殘殺了多少人
[00:08:51.920 --> 00:08:54.880]  多少猶太人
[00:08:54.880 --> 00:08:58.120]  統計有六百萬猶太人死亡
[00:08:58.120 --> 00:09:02.680]  在集中營或滅絕生命的毒氣營
[00:09:02.680 --> 00:09:04.800]  去受死
[00:09:04.800 --> 00:09:05.960]  其實不單止猶太人
[00:09:05.960 --> 00:09:07.920]  在當時很多波蘭人
[00:09:07.920 --> 00:09:09.680]  或者蘇聯的戰俘
[00:09:09.680 --> 00:09:14.160]  是很多很多在歐洲地區的人死亡
[00:09:14.160 --> 00:09:17.480]  非正式統計有六千萬人
[00:09:17.480 --> 00:09:20.080]  在那段日子死亡
[00:09:20.080 --> 00:09:22.600]  而大多數是這些將領
[00:09:22.600 --> 00:09:28.120]  他們指使軍兵去殘殺這些人群
[00:09:28.120 --> 00:09:32.000]  因此這些群是最大惡極的人
[00:09:32.000 --> 00:09:34.360]  但當時的盟國政府
[00:09:34.360 --> 00:09:37.760]  他們決心安排一位牧師
[00:09:37.760 --> 00:09:42.640]  去到監牢裏面來幫助他們
[00:09:42.640 --> 00:09:45.080]  但是誰肯去呢?
[00:09:45.080 --> 00:09:49.960]  有一位牧師叫傑瑞克牧師
[00:09:49.960 --> 00:09:52.480]  當時他是軍中作軍牧的
[00:09:52.480 --> 00:09:54.440]  戰爭完結之後
[00:09:54.440 --> 00:09:57.280]  他已經離開了家庭兩年半
[00:09:57.280 --> 00:09:58.760]  所以他很想回家
[00:09:58.760 --> 00:10:00.360]  而且他年紀很大
[00:10:00.360 --> 00:10:04.000]  隨時可以拒絕這個安排
[00:10:04.000 --> 00:10:06.760]  但他一直思想、一直祈禱
[00:10:06.760 --> 00:10:08.560]  感覺神鼓勵他的心
[00:10:08.560 --> 00:10:12.040]  他就接受這個委任
[00:10:12.040 --> 00:10:14.880]  去到監牢裏面見到這些軍官
[00:10:14.880 --> 00:10:17.760]  很多都很傲慢
[00:10:17.760 --> 00:10:19.920]  覺得不需要任何人的幫助
[00:10:19.920 --> 00:10:22.080]  死就死吧
[00:10:22.080 --> 00:10:23.840]  但經過一段時間之後
[00:10:23.840 --> 00:10:26.240]  神竟然用這位牧者
[00:10:26.240 --> 00:10:28.960]  去改變了很多人的心
[00:10:28.960 --> 00:10:32.840]  在他們很大部分要接受死刑之前
[00:10:32.840 --> 00:10:36.640]  傑牧師安排了一個聖餐聚會
[00:10:36.640 --> 00:10:39.160]  聖餐聚會當中有好幾位
[00:10:39.160 --> 00:10:41.280]  很清楚地表示
[00:10:41.280 --> 00:10:44.320]  「我是一個罪人
[00:10:44.320 --> 00:10:47.360]  求主耶穌憐憫我」
[00:10:47.360 --> 00:10:52.080]  其中一位將領即時跪在地上
[00:10:52.080 --> 00:10:54.640]  兩眼一路流淚
[00:10:54.640 --> 00:10:56.160]  然後很清楚地表示
[00:10:56.160 --> 00:11:00.480]  主耶穌說「我很需要你站在我身旁
[00:11:00.480 --> 00:11:03.600]  你帶領我走餘下的路
[00:11:03.600 --> 00:11:06.440]  我很需要你」
[00:11:06.440 --> 00:11:07.960]  很多人都很感動
[00:11:07.960 --> 00:11:12.600]  連這些罪大惡極的人都會悔改
[00:11:12.600 --> 00:11:15.600]  但當然情況不是一面倒
[00:11:15.600 --> 00:11:17.840]  在這位傑牧師後來離世之後
[00:11:17.840 --> 00:11:20.040]  他兒子翻查他的文件發現
[00:11:20.040 --> 00:11:24.520]  當時有無數信件曾經寄給傑牧師
[00:11:24.520 --> 00:11:29.000]  這些信件全部都是咒詛傑牧師
[00:11:29.000 --> 00:11:30.360]  你不應該幫這些人
[00:11:30.360 --> 00:11:33.000]  你不應該向他們傳福音
[00:11:33.000 --> 00:11:35.840]  但傑牧師將這些信件全部放下
[00:11:35.840 --> 00:11:37.600]  因為他清楚知道
[00:11:37.600 --> 00:11:40.680]  上帝仍然是慈愛的上帝
[00:11:40.680 --> 00:11:42.760]  人縱使有多少罪行
[00:11:42.760 --> 00:11:47.880]  但上帝仍然樂意向尋求的人施恩
[00:11:47.880 --> 00:11:51.040]  因此在這世界上有很多惡事惡人
[00:11:51.040 --> 00:11:53.760]  但神的慈愛仍然在當中
[00:11:53.760 --> 00:11:56.800]  明處暗處顯明出來
[00:11:56.800 --> 00:11:58.520]  而你和我都可以得到安慰
[00:11:58.520 --> 00:12:00.520]  就算我們多麼軟弱
[00:12:00.520 --> 00:12:02.280]  多少時候跌倒
[00:12:02.280 --> 00:12:07.400]  但神的慈愛仍然不會離開我們
[00:12:07.400 --> 00:12:09.480]  因此你知道我們可以歡欣
[00:12:09.480 --> 00:12:15.560]  可以快樂因為遍地滿了耶和華的慈愛
[00:12:15.560 --> 00:12:16.480]  而聖經再說
[00:12:16.480 --> 00:12:18.120]  不單止神的慈愛
[00:12:18.120 --> 00:12:21.320]  亦提到這位上帝是掌管天地的上帝
[00:12:21.320 --> 00:12:24.840]  你再看看第六節
[00:12:24.840 --> 00:12:27.480]  「諸天藉耶和華的命而造
[00:12:27.480 --> 00:12:30.200]  萬象藉他口中的氣而成」
[00:12:30.200 --> 00:12:33.160]  請講道天地的起源
[00:12:33.160 --> 00:12:35.080]  不是一個科學的研究
[00:12:35.080 --> 00:12:36.880]  亦都不是一些哲理
[00:12:36.880 --> 00:12:38.800]  只是清楚的宣告
[00:12:38.800 --> 00:12:41.480]  整個天地是一位神
[00:12:41.480 --> 00:12:45.360]  有意識地創造出來
[00:12:45.360 --> 00:12:46.760]  用祂口中的氣
[00:12:46.760 --> 00:12:50.880]  用祂的命令而創造萬有
[00:12:50.880 --> 00:12:52.240]  這位上帝
[00:12:52.240 --> 00:12:54.000]  我們應當敬畏祂
[00:12:54.000 --> 00:12:55.680]  所以第八節就說
[00:12:55.680 --> 00:12:58.840]  「願全地都敬畏耶和華
[00:12:58.840 --> 00:13:01.880]  願世上的居民都懼怕祂
[00:13:01.880 --> 00:13:04.200]  因為祂說有就有
[00:13:04.200 --> 00:13:06.960]  命立就立」
[00:13:06.960 --> 00:13:08.480]  這位天地的主宰
[00:13:08.480 --> 00:13:10.240]  是滿有權柄的
[00:13:10.240 --> 00:13:15.320]  因此聖經呼籲我們要敬畏祂
[00:13:15.320 --> 00:13:18.200]  奧古斯丁大家都熟悉的一位先賢
[00:13:18.200 --> 00:13:20.040]  他曾經這樣說
[00:13:20.040 --> 00:13:22.120]  「我們要敬畏神
[00:13:22.120 --> 00:13:27.800]  在神以外不會敬畏任何其他事或人
[00:13:27.800 --> 00:13:32.440]  如果你遇到一些惡獸、猛獸在你的面前
[00:13:32.440 --> 00:13:33.600]  你不要怕
[00:13:33.600 --> 00:13:36.040]  你只是敬畏神
[00:13:36.040 --> 00:13:38.320]  如果你見到毒蛇
[00:13:38.320 --> 00:13:41.600]  今年是蛇年
[00:13:41.600 --> 00:13:43.640]  你見到毒蛇在你面前出現
[00:13:43.640 --> 00:13:44.920]  你不要怕
[00:13:44.920 --> 00:13:47.320]  你只要敬畏神
[00:13:47.320 --> 00:13:49.160]  如果有撒旦攻擊你
[00:13:49.160 --> 00:13:50.640]  你不要怕
[00:13:50.640 --> 00:13:53.200]  你只要敬畏上帝
[00:13:53.200 --> 00:13:57.880]  因為全世界都在這位掌權的上帝之下
[00:13:57.880 --> 00:13:59.200]  祂吩咐你
[00:13:59.200 --> 00:14:02.840]  只是單單敬畏神」
[00:14:02.840 --> 00:14:05.480]  奧古斯丁清楚的指出
[00:14:05.480 --> 00:14:10.360]  這個世界唯獨敬畏神的人可以蒙福
[00:14:10.360 --> 00:14:11.480]  因此聖經說
[00:14:11.480 --> 00:14:14.080]  既然整個天帝是祂所創造的
[00:14:14.080 --> 00:14:17.000]  我們就當敬畏祂
[00:14:17.000 --> 00:14:18.320]  聖經再說
[00:14:18.320 --> 00:14:22.880]  耶和華使列國的囚患歸於無有第十節
[00:14:22.880 --> 00:14:27.040]  使眾民的思念無有功效
[00:14:27.040 --> 00:14:30.880]  列國好像掌管著人類的歷史
[00:14:30.880 --> 00:14:33.640]  政權好像掌握著一切
[00:14:33.640 --> 00:14:37.360]  但是聖經說神讓他們的事情可以承傳
[00:14:37.360 --> 00:14:38.960]  但是第十一節
[00:14:38.960 --> 00:14:40.520]  大家齊讀
[00:14:40.520 --> 00:14:44.080]  耶和華的囚患永遠納定
[00:14:44.080 --> 00:14:49.640]  他心中的思念萬代常存
[00:14:49.640 --> 00:14:52.400]  我最近也留意到一段歷史
[00:14:52.400 --> 00:14:57.040]  大家又記得1989年發生什麼事嗎?
[00:14:57.040 --> 00:14:58.680]  是六四事件
[00:14:58.680 --> 00:14:59.920]  回想起六四的時候
[00:14:59.920 --> 00:15:03.000]  我們都會有很多相同的回憶
[00:15:03.000 --> 00:15:08.520]  但是你記得在1989年11月還有一件事情發生
[00:15:08.520 --> 00:15:11.560]  就是東西柏林之間的
[00:15:11.560 --> 00:15:16.240]  東西德國中間的柏林圍牆倒塌了
[00:15:16.240 --> 00:15:19.480]  有人以為圍牆倒塌一定有一些炸彈
[00:15:19.480 --> 00:15:22.640]  或者是大炮打塌這些圍牆
[00:15:22.640 --> 00:15:24.720]  但其實不是
[00:15:24.720 --> 00:15:29.000]  在1989年11月8日晚上
[00:15:29.000 --> 00:15:34.480]  當時在東德的邊境裏有一群老人家
[00:15:34.480 --> 00:15:36.360]  他們不知從哪裏來的感動
[00:15:36.360 --> 00:15:40.320]  拿著羊竹在街頭聚集
[00:15:40.320 --> 00:15:42.680]  一起唱聖詩
[00:15:42.680 --> 00:15:44.480]  一邊唱的時候很多人受感動
[00:15:44.480 --> 00:15:49.360]  便回家拿羊竹出來陪同他們一起唱詩
[00:15:49.360 --> 00:15:51.960]  因此聚集了很大群人
[00:15:51.960 --> 00:15:54.760]  然後他們走到圍牆邊
[00:15:54.760 --> 00:15:56.720]  通知西德的一些親人
[00:15:56.720 --> 00:15:59.040]  有些親人聽見他們的聲音
[00:15:59.040 --> 00:16:01.640]  便開始出來和應
[00:16:01.640 --> 00:16:06.880]  在那個時候據估計有三十萬人聚集
[00:16:06.880 --> 00:16:09.480]  一邊唱詩的時候那些官員都不知所措
[00:16:09.480 --> 00:16:12.000]  因為他們很和平地唱聖詩
[00:16:12.000 --> 00:16:16.000]  因此他們都開始加入一起唱
[00:16:16.000 --> 00:16:18.360]  西德有些人因為他們有護照
[00:16:18.360 --> 00:16:21.720]  有清楚的證件便進入東德
[00:16:21.720 --> 00:16:25.600]  在布蘭登堡的位置的地方進入東德
[00:16:25.600 --> 00:16:27.160]  太多人進入東德
[00:16:27.160 --> 00:16:28.720]  那些官員開始都不理會
[00:16:28.720 --> 00:16:31.280]  一邊唱詩過去過去過去
[00:16:31.280 --> 00:16:33.560]  不用證件不用簽證
[00:16:33.560 --> 00:16:35.280]  便全部過去東德
[00:16:35.280 --> 00:16:40.200]  然後東德的人亦都開始過來西德
[00:16:40.200 --> 00:16:42.520]  沒有任何人阻止他們
[00:16:42.520 --> 00:16:45.480]  他們見面的時候彼此擁抱
[00:16:45.480 --> 00:16:47.640]  一邊唱詩
[00:16:47.640 --> 00:16:55.120]  在那個時候柏林的圍牆基本上已經倒塌了
[00:16:55.120 --> 00:16:59.800]  沒有人會想到一個堅固的圍牆
[00:16:59.800 --> 00:17:03.000]  竟然是一群人唱詩
[00:17:03.000 --> 00:17:07.840]  在點羊竹的時候而被拆毀
[00:17:07.840 --> 00:17:10.040]  是誰的工作?
[00:17:10.040 --> 00:17:12.840]  是上帝奇妙的掌權
[00:17:12.840 --> 00:17:14.120]  聖經清楚說
[00:17:14.120 --> 00:17:18.000]  好像世界是人在當中掌握著
[00:17:18.000 --> 00:17:19.640]  但是上帝說
[00:17:19.640 --> 00:17:22.200]  耶和華的籌算永遠納定
[00:17:22.200 --> 00:17:25.840]  祂心中的思念是萬代常存
[00:17:25.840 --> 00:17:28.040]  因為祂掌管著天地
[00:17:28.040 --> 00:17:29.520]  然後十二節說
[00:17:29.520 --> 00:17:33.000]  「以耶和華為神的那國是有福的
[00:17:33.000 --> 00:17:39.080]  他所揀選為自己產業的那民是有福氣的」
[00:17:39.080 --> 00:17:41.440]  不單止去歌頌讚美上帝
[00:17:41.440 --> 00:17:44.480]  知道上帝是掌權的上帝
[00:17:44.480 --> 00:17:47.960]  同時留心以為上帝是監察一切的
[00:17:47.960 --> 00:17:50.920]  你看看第十三節
[00:17:50.920 --> 00:17:53.640]  從第十三節到第十五節
[00:17:53.640 --> 00:17:55.400]  你發覺聖經重複說
[00:17:55.400 --> 00:17:58.560]  上帝觀看世上的人
[00:17:58.560 --> 00:18:04.160]  祂從祂的居所察看地上一切的居民
[00:18:04.160 --> 00:18:05.000]  十五節
[00:18:05.000 --> 00:18:07.000]  祂造就人的心
[00:18:07.000 --> 00:18:12.080]  所以祂留意他們一切的作為
[00:18:12.080 --> 00:18:15.560]  兩個人做同一件善事
[00:18:15.560 --> 00:18:19.200]  一個人是帶著敬畏神的心
[00:18:19.200 --> 00:18:25.720]  另一個人是帶著一個很想爭取個人名聲的動機
[00:18:25.720 --> 00:18:27.240]  做出來的時候一樣
[00:18:27.240 --> 00:18:29.080]  沒有人知道分別
[00:18:29.080 --> 00:18:33.040]  但是上帝是創造人的心
[00:18:33.040 --> 00:18:35.920]  祂知道人的內心狀況如何
