
[00:00:00.000 --> 00:00:02.360]  歡迎回來「神學Stage」
[00:01:25.800 --> 00:01:28.080]  我們今天應該同時要有
[00:01:28.080 --> 00:01:32.720]  才是真正基督信仰的理解
[00:01:32.720 --> 00:01:35.640]  所以你會看到他們很提倡這件事
[00:01:35.640 --> 00:01:37.240]  跟福音教會有甚麼不同
[00:01:37.240 --> 00:01:40.960]  我們看到馬丁路德打後等基督新教
[00:01:40.960 --> 00:01:43.640]  其實同樣有很強烈的復原主義
[00:01:43.640 --> 00:01:47.200]  但他們對於恩賜或聖靈經驗
[00:01:47.200 --> 00:01:48.360]  有不同的理解
[00:01:48.360 --> 00:01:51.400]  他們可能比較傾向
[00:01:51.400 --> 00:01:53.360]  理解成一個恩賜宗旨論
[00:01:53.440 --> 00:01:55.680]  他們認為那種恩賜
[00:01:55.680 --> 00:01:58.600]  可能因為聖經、正典完成後
[00:01:58.600 --> 00:02:01.800]  其實不需要那麼多神蹟醫治
[00:02:01.800 --> 00:02:02.760]  不需要講方言
[00:02:02.760 --> 00:02:04.320]  方言可能純粹為了宣教
[00:02:04.320 --> 00:02:05.680]  但聖經成為正典後
[00:02:05.680 --> 00:02:07.120]  其實就沒有這個需要
[00:02:07.120 --> 00:02:09.960]  但在五常志靈恩教會的信徒而言
[00:02:09.960 --> 00:02:11.160]  他們並不這樣認為
[00:02:11.160 --> 00:02:16.240]  他們甚至認為使徒時代的信仰
[00:02:16.240 --> 00:02:18.480]  今時今日應該同樣需要
[00:02:18.480 --> 00:02:20.640]  甚至是一個很重要的
[00:02:20.640 --> 00:02:22.480]  他們信仰實踐的因素
[00:02:22.560 --> 00:02:25.800]  他們很想回到元初早期教會時
[00:02:25.800 --> 00:02:33.800]  使徒那時未經過西方歷史思潮發展
[00:02:33.800 --> 00:02:36.160]  理性主義等,未經過那些東西
[00:02:36.160 --> 00:02:38.520]  他們想回到最原始
[00:02:38.520 --> 00:02:40.000]  所謂復原就是這個意思
[00:02:40.000 --> 00:02:42.840]  回到那個年代,他們如何做的使徒
[00:02:42.840 --> 00:02:45.800]  他們想重新看聖靈的工作
[00:02:45.800 --> 00:02:47.680]  沒錯,所以如果我們對他們認識
[00:02:47.680 --> 00:02:51.120]  他們對於這2000年教會發展
[00:02:51.200 --> 00:02:53.240]  做過甚麼,其實未必有很大興趣
[00:02:53.240 --> 00:02:55.320]  但他們的興趣就是直接看聖經
[00:02:55.320 --> 00:02:56.600]  然後回到2000年前
[00:02:56.600 --> 00:02:58.680]  那些教會是怎樣做的
[00:02:58.680 --> 00:03:00.280]  他們認為是一個模型
[00:03:00.280 --> 00:03:03.960]  他們要參考,然後複製模式
[00:03:03.960 --> 00:03:08.320]  所以我們這些五常忠才是最根據的
[00:03:08.320 --> 00:03:09.560]  最根據聖經的
[00:03:09.560 --> 00:03:12.480]  的確,五常忠的人會認為自己
[00:03:12.480 --> 00:03:13.680]  才是最根據聖經的
[00:03:13.680 --> 00:03:14.760]  是…
[00:03:14.760 --> 00:03:17.840]  所以他們也會說自己做的事
[00:03:17.840 --> 00:03:19.080]  是有聖經根據的
[00:03:19.080 --> 00:03:20.880]  當然 非常大
[00:03:20.960 --> 00:03:24.200]  所以如果我們覺得他們…
[00:03:24.200 --> 00:03:26.040]  第一,我們覺得他們做的事很奇怪
[00:03:26.040 --> 00:03:29.680]  其實一來,光譜很廣闊
[00:03:29.680 --> 00:03:31.240]  我們不能太片面地看
[00:03:31.240 --> 00:03:33.800]  第二,即使他們做得很奇怪
[00:03:33.800 --> 00:03:36.480]  他們也會說自己有聖經根據
[00:03:36.480 --> 00:03:39.440]  那些聖經根據可能是回到士徒行傳
[00:03:39.440 --> 00:03:45.120]  那些早期的原始教會的實踐
[00:03:45.120 --> 00:03:46.960]  所以他們好像很奇怪
[00:03:46.960 --> 00:03:48.360]  但其實不是很奇怪
[00:03:48.360 --> 00:03:50.840]  他們也是有根據的
[00:03:50.920 --> 00:03:54.840]  不過我們外人會覺得他們的根據很怪
[00:03:54.840 --> 00:03:56.720]  只是這個原因而已
[00:03:56.720 --> 00:03:58.680]  難道你說耶穌行神蹟很怪
[00:03:58.680 --> 00:04:01.000]  是…沒錯
[00:04:01.000 --> 00:04:03.960]  如果我們梳理五常忠神學
[00:04:03.960 --> 00:04:06.000]  其實他們很大…
[00:04:06.000 --> 00:04:09.440]  根據ABCM神宣導會創辦人的
[00:04:09.440 --> 00:04:13.120]  四重福音建立下去
[00:04:13.120 --> 00:04:16.320]  神事會跟五常義聖見會有不同理解
[00:04:16.320 --> 00:04:18.560]  有些是四重,有些是五重福音
[00:04:18.640 --> 00:04:21.200]  但其實是指耶穌的角色
[00:04:21.200 --> 00:04:22.640]  例如他們其中會說
[00:04:22.640 --> 00:04:25.840]  耶穌是醫治者、耶穌是正聖者
[00:04:25.840 --> 00:04:27.480]  根據這些教導
[00:04:27.480 --> 00:04:29.480]  他們再實踐他們的信仰
[00:04:29.480 --> 00:04:31.120]  例如耶穌是醫治者
[00:04:31.120 --> 00:04:33.160]  我們今天要效法耶穌
[00:04:33.160 --> 00:04:37.200]  我們當然應該幫人醫治、治病
[00:04:37.200 --> 00:04:38.120]  所以對他們來說
[00:04:38.120 --> 00:04:40.440]  這些不是奇怪的事
[00:04:40.440 --> 00:04:43.120]  甚至是很正常的信仰實踐
[00:04:43.120 --> 00:04:45.120]  應該要做的實踐 是…
[00:04:45.120 --> 00:04:46.920]  其實說著說著
[00:04:47.000 --> 00:04:49.000]  我不是去五常義聖教會
[00:04:49.000 --> 00:04:50.880]  但其實… 你可以考慮回來
[00:04:50.880 --> 00:04:52.040]  是嗎?可以考慮回來
[00:04:52.040 --> 00:04:53.760]  但我想說一件事
[00:04:53.760 --> 00:04:54.680]  其實也不用考慮
[00:04:54.680 --> 00:04:55.920]  因為即使我不是去五常義聖教會
[00:04:55.920 --> 00:04:57.160]  你正在警察
[00:04:57.160 --> 00:04:59.640]  我們去教會的頂姐
[00:04:59.640 --> 00:05:00.520]  雖然不是去五常義聖教會
[00:05:00.520 --> 00:05:02.920]  但有時她們說的話
[00:05:02.920 --> 00:05:05.680]  或是她們在祈禱上的經歷
[00:05:05.680 --> 00:05:08.400]  其實也很像五常義聖教會的頂姐妹
[00:05:08.400 --> 00:05:09.440]  例如是甚麼
[00:05:09.440 --> 00:05:11.880]  有時我們會說
[00:05:11.880 --> 00:05:15.200]  我們聽到上帝感動我們
[00:05:15.280 --> 00:05:16.080]  突然有一個…
[00:05:16.080 --> 00:05:17.800]  我純粹是你的會友
[00:05:17.800 --> 00:05:19.200]  即是我們的會主,楊慧詩
[00:05:19.200 --> 00:05:21.680]  我們現在要開鐘牌
[00:05:21.680 --> 00:05:25.000]  她說有一個內心很奇異的溫暖
[00:05:25.000 --> 00:05:27.400]  這些很無法解釋的事
[00:05:27.400 --> 00:05:31.000]  其實如果剛才聽Daniel和Christian說
[00:05:31.000 --> 00:05:33.640]  其實很相似
[00:05:33.640 --> 00:05:35.280]  但我們不知道為甚麼
[00:05:35.280 --> 00:05:38.760]  好像對於五常義聖教會的頂姐妹
[00:05:38.760 --> 00:05:42.960]  我們灌了一個標籤給她們
[00:05:43.040 --> 00:05:46.040]  例如我們聽到一些聲音
[00:05:46.040 --> 00:05:49.160]  或是我們會說上帝的呼召
[00:05:49.160 --> 00:05:52.280]  其實這些都是教會意外的人
[00:05:52.280 --> 00:05:56.080]  也會看我們覺得很奇怪
[00:05:56.080 --> 00:05:59.040]  對,吃飯前要期待 對…
[00:05:59.040 --> 00:06:00.640]  但我們很有趣
[00:06:00.640 --> 00:06:02.480]  我們用同樣的眼光
[00:06:02.480 --> 00:06:06.320]  去看五常義聖教會的頂姐妹
[00:06:06.320 --> 00:06:07.840]  所以我們看人奇怪
[00:06:07.840 --> 00:06:09.520]  其實別人也看我們奇怪
[00:06:09.520 --> 00:06:11.280]  但其實可能問題是
[00:06:11.360 --> 00:06:14.720]  這個本身可能我們的信仰就是這樣
[00:06:14.720 --> 00:06:16.760]  我們像是…
[00:06:16.760 --> 00:06:18.960]  這個世界有些東西其實不明白
[00:06:18.960 --> 00:06:23.160]  我們想跟另一個真實做一個連接
[00:06:23.160 --> 00:06:25.000]  所以我們做了一些… 上帝的…
[00:06:25.000 --> 00:06:27.440]  對,上帝有一個連繫
[00:06:27.440 --> 00:06:30.960]  所以才做出這些行為,對吧
[00:06:30.960 --> 00:06:34.520]  這正正是我們上一集
[00:06:34.520 --> 00:06:37.320]  很強調的一個 Paradigm
[00:06:37.320 --> 00:06:40.360]  其實我們受到理性主義影響下
[00:06:40.440 --> 00:06:42.360]  我們把很多信仰層面的東西
[00:06:42.360 --> 00:06:46.920]  去理性化
[00:06:46.920 --> 00:06:49.400]  這樣就會覺得很多
[00:06:49.400 --> 00:06:50.520]  所謂宗教性的現象
[00:06:50.520 --> 00:06:52.120]  或是信仰實踐的現象
[00:06:52.120 --> 00:06:54.600]  有很多其實不太容易
[00:06:54.600 --> 00:06:57.520]  可以用理性去梳理或理解的東西
[00:06:57.520 --> 00:06:59.480]  我們就會把它推到一旁
[00:06:59.480 --> 00:07:01.520]  甚至覺得很奇怪
[00:07:01.520 --> 00:07:04.000]  其實這個用神學的角度也能解釋
[00:07:04.000 --> 00:07:06.400]  因為我們如何理解聖靈
[00:07:06.480 --> 00:07:09.560]  聖靈本身…
[00:07:09.560 --> 00:07:11.240]  希臘文Numer
[00:07:11.240 --> 00:07:13.040]  就是一套戲的意思
[00:07:13.040 --> 00:07:15.240]  戲就是你捉不到的
[00:07:15.240 --> 00:07:16.680]  是自由的
[00:07:16.680 --> 00:07:19.160]  所以我們不能限制
[00:07:19.160 --> 00:07:21.880]  聖靈的工作就是這樣
[00:07:21.880 --> 00:07:24.160]  當我們覺得那些東西
[00:07:24.160 --> 00:07:26.680]  我們理解不到的時候
[00:07:26.680 --> 00:07:29.440]  我們就說不是上帝的工作
[00:07:29.440 --> 00:07:31.640]  但這樣正正是我剛才說的
[00:07:31.640 --> 00:07:33.200]  聖靈的工作很多時候
[00:07:33.200 --> 00:07:36.360]  可能不是你的理性可以規限到
[00:07:36.440 --> 00:07:37.320]  這樣理解
[00:07:37.320 --> 00:07:38.320]  這就是聖靈
[00:07:38.320 --> 00:07:40.760]  這就是一套戲的工作
[00:07:40.760 --> 00:07:42.200]  可以自由的
[00:07:42.200 --> 00:07:43.840]  如果從這個角度看
[00:07:43.840 --> 00:07:46.840]  我們又彷彿理解到
[00:07:46.840 --> 00:07:50.240]  為何有時我們覺得很奇怪的事情
[00:07:50.240 --> 00:07:51.320]  其實我們也能解釋到
[00:07:51.320 --> 00:07:54.760]  這可能是聖靈的工作
[00:07:54.760 --> 00:07:56.560]  但我們可能不是
[00:07:56.560 --> 00:07:58.720]  五城市教會的頂尖
[00:07:58.720 --> 00:08:01.960]  可能不太強調聖靈
[00:08:01.960 --> 00:08:03.560]  多說一些耶穌
[00:08:03.560 --> 00:08:04.880]  就是這個意思
[00:08:05.880 --> 00:08:07.880]  可否多說一些
[00:08:07.880 --> 00:08:10.960]  我們很快就跳到外國人的角度
[00:08:10.960 --> 00:08:12.160]  去說聖靈
[00:08:12.160 --> 00:08:14.240]  可否多說一些
[00:08:14.240 --> 00:08:16.840]  五場中他們是怎樣看的
[00:08:16.840 --> 00:08:18.880]  正如Daniel剛才所說
[00:08:18.880 --> 00:08:22.200]  似乎五場節運動的頂尖姐妹
[00:08:22.200 --> 00:08:27.040]  他們想恢復一種聖經的元素
[00:08:27.040 --> 00:08:31.320]  特別是使徒行傳記載的神蹟騎士
[00:08:31.400 --> 00:08:37.280]  我們如何理解五場節運動
[00:08:37.280 --> 00:08:40.440]  可以透過哈佛學者Harvey Cox
[00:08:40.440 --> 00:08:43.600]  他在90年代的研究中看到
[00:08:43.600 --> 00:08:45.400]  似乎他們想恢復
[00:08:45.400 --> 00:08:48.720]  一種原始靈性的信仰生活
[00:08:48.720 --> 00:08:52.040]  這種原始靈性有三個層面
[00:08:52.040 --> 00:08:53.600]  正如Anna Anderson
[00:08:53.600 --> 00:08:57.160]  如何理解五場節運動的定義
[00:08:57.160 --> 00:08:58.520]  其實很相似
[00:08:58.760 --> 00:09:01.880]  第一個層面是原始的語言
[00:09:01.880 --> 00:09:04.720]  他們說一種聖經記載的謊言
[00:09:04.720 --> 00:09:07.840]  是一種人類未必能聽得懂
[00:09:07.840 --> 00:09:10.320]  或理解得到的言語
[00:09:10.320 --> 00:09:12.240]  這種言語是可以直接
[00:09:12.240 --> 00:09:14.920]  跟上帝溝通的言語
[00:09:14.920 --> 00:09:17.440]  可能他們說謊言時
[00:09:17.440 --> 00:09:21.520]  多數場合是在敬大與讚美的環節中
[00:09:21.520 --> 00:09:23.440]  即是他們的主日崇拜
[00:09:23.440 --> 00:09:25.000]  那些謊言…
[00:09:25.000 --> 00:09:26.560]  有些頂尖姐妹會說
[00:09:26.640 --> 00:09:31.680]  這些是讚美上帝的一些說話
[00:09:31.680 --> 00:09:34.680]  第二個層面是原始的敬虔
[00:09:34.680 --> 00:09:37.200]  林林總總的屬靈恩賜
[00:09:37.200 --> 00:09:38.880]  例如是意象
[00:09:38.880 --> 00:09:41.720]  例如是跳靈舞
[00:09:41.720 --> 00:09:43.320]  或是一些預言
[00:09:43.320 --> 00:09:49.600]  都可以歸類為這種原始敬虔的追求
[00:09:49.600 --> 00:09:54.040]  第三個層面是一種原始的希望
[00:09:54.120 --> 00:09:57.160]  因為他們眼中
[00:09:57.160 --> 00:09:59.440]  耶穌基督快要回來了
[00:09:59.440 --> 00:10:05.440]  所以他們會有一個很強的末世論觀感
[00:10:05.440 --> 00:10:08.680]  以致連繫他們
[00:10:08.680 --> 00:10:12.000]  為何會有這麼一顆渴望傳福音的心
[00:10:12.000 --> 00:10:15.000]  目的是希望在耶穌基督再回來之前
[00:10:15.000 --> 00:10:18.760]  他們可以正如聖經中的門徒
[00:10:18.760 --> 00:10:21.320]  使徒的人物中
[00:10:21.400 --> 00:10:24.920]  去效法他們,即是急切地
[00:10:24.920 --> 00:10:27.760]  透過聖靈工作,透過聖靈的帶領
[00:10:27.760 --> 00:10:30.680]  他們所賦權的屬靈恩賜
[00:10:30.680 --> 00:10:35.480]  傳福音,令全地的靈魂得救
[00:10:35.480 --> 00:10:37.680]  我聽過一些說法
[00:10:37.680 --> 00:10:41.440]  其實不是五常節教會
[00:10:41.440 --> 00:10:44.000]  或是福音派教會很籠統地說
[00:10:44.000 --> 00:10:47.040]  其實他們也會強調聖靈的工作
[00:10:47.040 --> 00:10:50.120]  其實他們說的聖靈工作
[00:10:50.200 --> 00:10:53.400]  和五常節靈恩教會說的聖靈工作
[00:10:53.400 --> 00:10:56.040]  他們有甚麼特別之處
[00:10:56.040 --> 00:10:59.800]  其實一種比較特別之處
[00:10:59.800 --> 00:11:02.920]  在五常節及靈恩教會群體
[00:11:02.920 --> 00:11:03.840]  我們可以看到
[00:11:03.840 --> 00:11:07.080]  就是一種在此刻的
[00:11:07.080 --> 00:11:09.960]  精神的精神體驗
[00:11:09.960 --> 00:11:11.960]  即是一種此時此刻
[00:11:11.960 --> 00:11:15.800]  對於聖靈的一種狂喜經驗的追求
[00:11:15.800 --> 00:11:18.760]  這個信仰經驗
[00:11:18.840 --> 00:11:22.240]  特別是可以看到他們在敬拜
[00:11:22.240 --> 00:11:25.360]  或是在祈禱或是在醫治特會中
[00:11:25.360 --> 00:11:26.920]  我們都可以觀察到
[00:11:26.920 --> 00:11:31.360]  或是聽到他們流露出來的表達
[00:11:31.360 --> 00:11:36.000]  就是說這是一個超越時間空間的處境
[00:11:36.000 --> 00:11:37.120]  此時此刻
[00:11:37.120 --> 00:11:40.320]  他就是同一位至高無上的神
[00:11:40.320 --> 00:11:44.600]  去到一個很個人的直接交流
[00:11:44.600 --> 00:11:46.120]  而這種交流對他們來說
[00:11:46.120 --> 00:11:48.360]  是很實在、很感受得到的
[00:11:48.440 --> 00:11:51.440]  包括聖靈真的充滿了他
[00:11:51.440 --> 00:11:57.080]  以至到可能有些身體上的特徵
[00:11:57.080 --> 00:11:58.560]  他能夠呈現出來
[00:11:58.560 --> 00:12:06.520]  包括流淚、身體發抖、抖震
[00:12:06.520 --> 00:12:09.800]  或是會靈笑
[00:12:09.800 --> 00:12:12.880]  或是說出一些自己不明白的語言
[00:12:12.880 --> 00:12:14.320]  去讚美神
[00:12:14.320 --> 00:12:17.720]  甚至在聚會中得到醫治
[00:12:17.800 --> 00:12:21.800]  就是這種此時此刻的聖靈工作經驗
[00:12:21.800 --> 00:12:24.800]  我們透過它去理解
[00:12:24.800 --> 00:12:29.400]  五祥之級、靈恩、基督教的特別之處
[00:12:29.400 --> 00:12:32.440]  我想這跟一般教會的理解不同
[00:12:32.440 --> 00:12:37.400]  很多時候那種是即時反應
[00:12:37.400 --> 00:12:40.960]  即是一種立即的反應
[00:12:40.960 --> 00:12:42.920]  而且是外露出來的
[00:12:42.920 --> 00:12:44.640]  表達出來,不只是內心
[00:12:44.640 --> 00:12:45.760]  是表達出來的
[00:12:45.760 --> 00:12:47.120]  我剛才想到一件事
[00:12:47.200 --> 00:12:49.320]  可能大家聽到「Ecstatic」
[00:12:49.320 --> 00:12:50.800]  這個「狂喜」的字
[00:12:50.800 --> 00:12:52.320]  可能有少許誤解
[00:12:52.320 --> 00:12:53.480]  不知道大家會否…
[00:12:53.480 --> 00:12:57.000]  其實「狂喜」這個字純粹是說
[00:12:57.000 --> 00:13:00.320]  你跟上帝連繫的一刻、時刻
[00:13:00.320 --> 00:13:01.280]  你有的反應
[00:13:01.280 --> 00:13:04.560]  可能很多時候我們除了…
[00:13:04.560 --> 00:13:09.920]  我們說五祥中他們在敬拜的笑話
[00:13:09.920 --> 00:13:12.400]  其實我們可能在其他生活上
[00:13:12.400 --> 00:13:13.400]  也有這種經驗
[00:13:13.400 --> 00:13:14.960]  我們可能看到大自然
[00:13:14.960 --> 00:13:15.760]  我們馬上…
[00:13:15.840 --> 00:13:18.480]  「上帝的創造,真是很偉大」
[00:13:18.480 --> 00:13:20.720]  其實這種也算是狂喜
[00:13:20.720 --> 00:13:22.600]  這個字有點奇怪
[00:13:22.600 --> 00:13:24.720]  另一種譯法是「出神」
[00:13:24.720 --> 00:13:25.680]  對… 「出神」
[00:13:25.680 --> 00:13:29.000]  即是狂喜,好像服了藥毒的狀態
[00:13:29.000 --> 00:13:31.120]  中文譯法有些字有點奇怪
[00:13:31.120 --> 00:13:33.400]  所以有些譯法是說「出神」
[00:13:33.400 --> 00:13:36.720]  其實「出神」就沒那麼…
[00:13:36.720 --> 00:13:37.640]  沒那麼負面
[00:13:37.640 --> 00:13:39.600]  對,其實「出神」
[00:13:39.600 --> 00:13:45.080]  即是你突然跳出來的感覺
[00:13:45.080 --> 00:13:46.360]  對…
[00:13:46.360 --> 00:13:48.760]  我們這節也差不多了
[00:13:48.760 --> 00:13:53.080]  我們說到五祥中他們說聖靈
[00:13:53.080 --> 00:13:55.840]  為何他們那麼強調聖靈工作
[00:13:55.840 --> 00:14:01.320]  其實他們不只覺得需要這些東西
[00:14:01.320 --> 00:14:03.320]  其實他們有很多東西支援
[00:14:03.320 --> 00:14:05.120]  甚至有聖經支援
[00:14:05.120 --> 00:14:07.880]  很有聖經根據,我要重申一點
[00:14:07.880 --> 00:14:11.560]  對,而且即使我們說…
[00:14:11.560 --> 00:14:13.040]  他們很強調經驗
[00:14:13.120 --> 00:14:16.800]  其實不只靈因才會強調
[00:14:16.800 --> 00:14:18.880]  其他人也很強調
[00:14:18.880 --> 00:14:20.040]  我不知道大家會否這樣
[00:14:20.040 --> 00:14:22.240]  以前我上教會
[00:14:22.240 --> 00:14:24.400]  那本栽培會跟我說
[00:14:24.400 --> 00:14:25.760]  經驗是不可靠的
[00:14:25.760 --> 00:14:27.480]  你感覺是不可靠的
[00:14:27.480 --> 00:14:29.920]  但其實我們平時的信仰生活
[00:14:29.920 --> 00:14:32.240]  其實是不可缺少的
[00:14:32.240 --> 00:14:36.360]  我們祈禱、上教會、唱詩
[00:14:36.360 --> 00:14:38.120]  其實都是一種經驗
[00:14:38.120 --> 00:14:42.680]  我們參與的經驗
[00:14:42.760 --> 00:14:45.200]  所以是不可缺少的經驗
[00:14:45.200 --> 00:14:47.080]  我們這節時間差不多了
[00:14:47.080 --> 00:14:49.120]  我們下一節會繼續探討
[00:14:49.120 --> 00:14:51.120]  靈因現象這個問題
[00:14:52.120 --> 00:14:53.120]  (待續)
[00:14:53.120 --> 00:14:54.120]  (待續)
[00:14:54.120 --> 00:14:55.120]  (待續)
[00:14:55.120 --> 00:14:57.120]  (CC字幕製作:貝爾)
[00:14:57.120 --> 00:14:59.120]  (CC字幕製作:貝爾)

