
[00:00:00.000 --> 00:00:12.000]  親愛的主,我們面對你的十恰大愛,我們真是要說,我豈敢往後退。
[00:12:03.000 --> 00:12:06.000]  但你們個人要快快地聽,
[00:12:06.000 --> 00:12:07.000]  慢慢地說,
[00:12:07.000 --> 00:12:09.000]  慢慢地動怒,
[00:12:09.000 --> 00:12:11.000]  我們特別注意,
[00:12:11.000 --> 00:12:14.000]  慢慢地說,
[00:12:14.000 --> 00:12:16.000]  那麼這個慢慢地說,
[00:12:16.000 --> 00:12:19.000]  跟著就講慢慢地動怒,
[00:12:19.000 --> 00:12:20.000]  可見這個說呢,
[00:12:20.000 --> 00:12:22.000]  和動怒是連在一起,
[00:12:22.000 --> 00:12:23.000]  是一件事,
[00:12:23.000 --> 00:12:24.000]  慢慢地說,
[00:12:24.000 --> 00:12:27.000]  就是慢慢說發脾氣的話,
[00:12:27.000 --> 00:12:30.000]  很明顯就是這個意思,
[00:12:30.000 --> 00:12:32.000]  我們一髮了脾氣,
[00:12:32.000 --> 00:12:36.000]  我們的話語就急躁了,
[00:12:36.000 --> 00:12:37.000]  所以在這裡首先,
[00:12:37.000 --> 00:12:39.000]  第一個意思,
[00:12:39.000 --> 00:12:41.000]  慢慢地說,
[00:12:41.000 --> 00:12:45.000]  就是說話不要太重,
[00:12:45.000 --> 00:12:46.000]  太重的話,
[00:12:46.000 --> 00:12:48.000]  傷人,
[00:12:48.000 --> 00:12:51.000]  那麼為什麼有的人說話很重呢?
[00:12:51.000 --> 00:12:54.000]  在這裡暗示一個原因,
[00:12:54.000 --> 00:12:56.000]  下面第二十節,
[00:12:56.000 --> 00:13:02.000]  因為人的怒氣並不成就神的意,
[00:13:02.000 --> 00:13:04.000]  有的人在他的觀念中,
[00:13:04.000 --> 00:13:08.000]  有一個self justification,
[00:13:08.000 --> 00:13:13.000]  來可以支持自己的發怒,
[00:13:13.000 --> 00:13:14.000]  就是說,
[00:13:14.000 --> 00:13:17.000]  我是正直的,
[00:13:17.000 --> 00:13:20.000]  我發脾氣有道理的,
[00:13:20.000 --> 00:13:22.000]  有理由的,
[00:13:22.000 --> 00:13:26.000]  我發的怒是義怒,
[00:13:26.000 --> 00:13:27.000]  所以呢,
[00:13:27.000 --> 00:13:29.000]  就一想到這裡,
[00:13:29.000 --> 00:13:31.000]  自己也離之氣壯,
[00:13:31.000 --> 00:13:34.000]  所以講話的時候就壯起來了,
[00:13:34.000 --> 00:13:37.000]  那個話語就重起來了,
[00:13:37.000 --> 00:13:40.000]  有這樣一個意味在裡頭,
[00:13:40.000 --> 00:13:43.000]  所以講到說話不要太重的時候,
[00:13:43.000 --> 00:13:45.000]  跟著就說,
[00:13:45.000 --> 00:13:48.000]  人的怒氣不能成就神的意,
[00:13:48.000 --> 00:13:51.000]  神的意的成就的方式,
[00:13:51.000 --> 00:13:53.000]  不是借著我們發脾氣,
[00:13:53.000 --> 00:13:56.000]  我們可以用很多其他的更好的方式,
[00:13:56.000 --> 00:13:59.000]  來成全神的意,
[00:13:59.000 --> 00:14:03.000]  所以在保羅的書信裡頭,
[00:14:03.000 --> 00:14:06.000]  格林多後書二章五節,
[00:14:06.000 --> 00:14:09.000]  靈後二章五節,
[00:14:09.000 --> 00:14:13.000]  保羅寫了責備格林多人的話,
[00:14:13.000 --> 00:14:16.000]  他在這一節就說,
[00:14:16.000 --> 00:14:19.000]  我怕說得太重,
[00:14:19.000 --> 00:14:20.000]  這樣一個字,
[00:14:20.000 --> 00:14:22.000]  大家都注意到了,
[00:14:22.000 --> 00:14:25.000]  我怕說得太重,
[00:14:25.000 --> 00:14:28.000]  這是保羅的愛心,
[00:14:28.000 --> 00:14:30.000]  他責備格林多人,
[00:14:30.000 --> 00:14:33.000]  格林多人實在有很多的錯誤,
[00:14:33.000 --> 00:14:36.000]  保羅在責備他們的時候,
[00:14:36.000 --> 00:14:38.000]  他還是這麼小心,
[00:14:38.000 --> 00:14:41.000]  免得說得太重,
[00:14:41.000 --> 00:14:44.000]  當一個人覺得自己有理的時候,
[00:14:44.000 --> 00:14:46.000]  是正義的方向怒,
[00:14:46.000 --> 00:14:47.000]  義怒的時候,
[00:14:47.000 --> 00:14:49.000]  那他就不會顧到重不重了,
[00:14:49.000 --> 00:14:53.000]  也許越重越好,
[00:14:53.000 --> 00:14:58.000]  那麼在真言書二十七章第三節,
[00:14:58.000 --> 00:15:01.000]  真言書二十七章第三節,
[00:15:01.000 --> 00:15:04.000]  提到言語的重,
[00:15:04.000 --> 00:15:06.000]  在這裡這樣講,
[00:15:06.000 --> 00:15:08.000]  石頭重,
[00:15:08.000 --> 00:15:11.000]  砂土沈,
[00:15:11.000 --> 00:15:16.000]  但是人的放怒的時候講的話,
[00:15:16.000 --> 00:15:19.000]  比這兩樣更重,
[00:15:19.000 --> 00:15:21.000]  這個形容詞很好,
[00:15:21.000 --> 00:15:23.000]  石頭很重,
[00:15:23.000 --> 00:15:26.000]  用石頭落在一個人身上,
[00:15:26.000 --> 00:15:28.000]  這個打擊很大,
[00:15:28.000 --> 00:15:31.000]  砂土很重,
[00:15:31.000 --> 00:15:33.000]  那麼意思就是說,
[00:15:33.000 --> 00:15:35.000]  石頭可以打死一個人,
[00:15:35.000 --> 00:15:38.000]  砂土可以埋葬一個被打死的人,
[00:15:38.000 --> 00:15:40.000]  這個都是重得不得了,
[00:15:40.000 --> 00:15:42.000]  但是跟著說啊,
[00:15:42.000 --> 00:15:47.000]  這個愚昧人的話語比這兩樣更重,
[00:15:47.000 --> 00:15:49.000]  一個人發起脾氣來,
[00:15:49.000 --> 00:15:50.000]  這個話語呢,
[00:15:50.000 --> 00:15:52.000]  是什麼哪一個字重,
[00:15:52.000 --> 00:15:53.000]  就用哪一個字,
[00:15:53.000 --> 00:15:56.000]  話重就用哪一句話,
[00:15:56.000 --> 00:16:00.000]  是更重的一級,
[00:16:00.000 --> 00:16:04.000]  就是在自己的控制之外,
[00:16:04.000 --> 00:16:05.000]  真是,
[00:16:05.000 --> 00:16:08.000]  這個話講得非常的真實,
[00:16:08.000 --> 00:16:10.000]  所以慢慢地說,
[00:16:10.000 --> 00:16:12.000]  我們的第一個提醒呢,
[00:16:12.000 --> 00:16:14.000]  就是我們要學習,
[00:16:14.000 --> 00:16:18.000]  我們講話有分量,
[00:16:18.000 --> 00:16:21.000]  我們不要傷害別人,
[00:16:21.000 --> 00:16:24.000]  不要打擊別人,
[00:16:24.000 --> 00:16:29.000]  免得讓別人的心痛,
[00:16:29.000 --> 00:16:30.000]  那慢慢地說啊,
[00:16:30.000 --> 00:16:33.000]  還有一個意思,
[00:16:33.000 --> 00:16:36.000]  和上邊四個字連在一起,
[00:16:36.000 --> 00:16:37.000]  快快地聽,
[00:16:37.000 --> 00:16:39.000]  慢慢地說,
[00:16:39.000 --> 00:16:40.000]  這兩句話連在一起,
[00:16:40.000 --> 00:16:42.000]  意思又不同了,
[00:16:42.000 --> 00:16:44.000]  快快地聽,
[00:16:44.000 --> 00:16:48.000]  那這句話表面是不通的,
[00:16:48.000 --> 00:16:50.000]  如果講話的人不快,
[00:16:50.000 --> 00:16:51.000]  他能快快聽吧,
[00:16:51.000 --> 00:16:52.000]  他快快說,
[00:16:52.000 --> 00:16:53.000]  我才能快快聽,
[00:16:53.000 --> 00:16:54.000]  如果他慢慢說,
[00:16:54.000 --> 00:16:56.000]  我怎麼能快快聽,
[00:16:56.000 --> 00:16:57.000]  不可能的,
[00:16:57.000 --> 00:17:01.000]  那個意思是通的,
[00:17:01.000 --> 00:17:03.000]  意思就是說,
[00:17:03.000 --> 00:17:05.000]  Very eager,
[00:17:05.000 --> 00:17:11.000]  Very attentive to what others have to say,
[00:17:11.000 --> 00:17:18.000]  Very attentive to what others have to say,
[00:17:18.000 --> 00:17:20.000]  好好地聽,
[00:17:20.000 --> 00:17:23.000]  很留心地聽,
[00:17:23.000 --> 00:17:24.000]  聽得清楚,
[00:17:24.000 --> 00:17:27.000]  要瞭解他的意思,
[00:17:27.000 --> 00:17:30.000]  聽明白了,才說,
[00:17:30.000 --> 00:17:32.000]  說的時候慢慢說,
[00:17:32.000 --> 00:17:35.000]  聽的時候很留心聽,
[00:17:35.000 --> 00:17:38.000]  那麼聽和說連在一起的時候,
[00:17:38.000 --> 00:17:40.000]  這個意義更深了,
[00:17:40.000 --> 00:17:43.000]  就是很多的人呢,
[00:17:43.000 --> 00:17:46.000]  在人際關係上出問題呢,
[00:17:46.000 --> 00:17:51.000]  就是因為聽別人的話沒有聽清楚,
[00:17:51.000 --> 00:17:53.000]  沒有留心聽,
[00:17:53.000 --> 00:17:56.000]  所以很多誤會,
[00:17:56.000 --> 00:17:58.000]  別人是那個意思,
[00:17:58.000 --> 00:18:00.000]  但是他因為留心不留心聽,
[00:18:00.000 --> 00:18:02.000]  就以為是另外一個意思,
[00:18:02.000 --> 00:18:04.000]  這就問題來了,
[00:18:04.000 --> 00:18:05.000]  問題來了,
[00:18:05.000 --> 00:18:06.000]  有的人呢,
[00:18:06.000 --> 00:18:08.000]  聽見別人傳話,
[00:18:08.000 --> 00:18:10.000]  說某某人怎麼樣講,
[00:18:10.000 --> 00:18:12.000]  他也沒有去查,
[00:18:12.000 --> 00:18:15.000]  查問清楚是不是真的這樣講,
[00:18:15.000 --> 00:18:17.000]  這個傳言傳言呢,
[00:18:17.000 --> 00:18:19.000]  就以為他真是這樣講,
[00:18:19.000 --> 00:18:21.000]  立刻兩個人對立起來,
[00:18:21.000 --> 00:18:23.000]  好,你這樣對待我,
[00:18:23.000 --> 00:18:24.000]  批評我,
[00:18:24.000 --> 00:18:25.000]  講我的壞話,
[00:18:25.000 --> 00:18:27.000]  你小心,
[00:18:27.000 --> 00:18:28.000]  看我的,
[00:18:28.000 --> 00:18:31.000]  是因為聽不清楚,
[00:18:31.000 --> 00:18:33.000]  同時我們聽的時候,
[00:18:33.000 --> 00:18:35.000]  快快地聽很有意思裡面,
[00:18:35.000 --> 00:18:39.000]  要聽得正確,
[00:18:39.000 --> 00:18:41.000]  所以我們對別人的話,
[00:18:41.000 --> 00:18:44.000]  一定要很注意到底他是什麼意思,
[00:18:44.000 --> 00:18:47.000]  弄清楚了再做反應,
[00:18:47.000 --> 00:18:48.000]  沒有清楚做反應,
[00:18:48.000 --> 00:18:50.000]  很多很多的問題,
[00:18:50.000 --> 00:18:52.000]  都是這樣產生的,
[00:18:52.000 --> 00:18:53.000]  許多人際的關係,
[00:18:53.000 --> 00:18:54.000]  都是出於誤會,
[00:18:54.000 --> 00:18:56.000]  誤會從哪裡來,
[00:18:56.000 --> 00:18:58.000]  就是對於對方講的話的意義,
[00:18:58.000 --> 00:18:59.000]  還沒有弄清楚,
[00:18:59.000 --> 00:19:01.000]  就做反應,
[00:19:01.000 --> 00:19:04.000]  很大的問題,
[00:19:04.000 --> 00:19:05.000]  快快地聽,
[00:19:05.000 --> 00:19:07.000]  慢慢地說,
[00:19:07.000 --> 00:19:08.000]  慢慢地說呢,
[00:19:08.000 --> 00:19:10.000]  就是有分量,
[00:19:10.000 --> 00:19:12.000]  要正確地表達,
[00:19:12.000 --> 00:19:15.000]  也不要讓對方誤會我,
[00:19:15.000 --> 00:19:17.000]  我不要誤會對方的意思,
[00:19:17.000 --> 00:19:19.000]  我也不要對方誤會我的意思,
[00:19:19.000 --> 00:19:22.000]  慢慢說清楚,
[00:19:22.000 --> 00:19:24.000]  表達得正確,
[00:19:24.000 --> 00:19:26.000]  這很重要,
[00:19:26.000 --> 00:19:27.000]  我們彼此的認識,
[00:19:27.000 --> 00:19:28.000]  彼此的瞭解,
[00:19:28.000 --> 00:19:29.000]  彼此的感受,
[00:19:29.000 --> 00:19:32.000]  常常地根據我們的話語,
[00:19:32.000 --> 00:19:33.000]  如果我們的話語,
[00:19:33.000 --> 00:19:35.000]  是被人引起誤會,
[00:19:35.000 --> 00:19:39.000]  那麼這個不容易解釋,
[00:19:39.000 --> 00:19:42.000]  不容易解決,
[00:19:42.000 --> 00:19:44.000]  那麼還有,
[00:19:44.000 --> 00:19:45.000]  慢慢地說,
[00:19:45.000 --> 00:19:46.000]  還有意思,
[00:19:46.000 --> 00:19:49.000]  我們看,
[00:19:49.000 --> 00:19:50.000]  對不起,
[00:19:50.000 --> 00:19:51.000]  剛才說的快快地聽,
[00:19:51.000 --> 00:19:52.000]  慢慢地說,
[00:19:52.000 --> 00:19:53.000]  有一節聖經,
[00:19:53.000 --> 00:19:55.000]  在真言書,
[00:19:55.000 --> 00:19:57.000]  十八章十三節,
[00:19:57.000 --> 00:20:00.000]  真言書十八章十三節,
[00:20:00.000 --> 00:20:01.000]  在那裡說,
[00:20:01.000 --> 00:20:04.000]  還沒有聽完別人講話,
[00:20:04.000 --> 00:20:07.000]  就回答的,
[00:20:07.000 --> 00:20:09.000]  這個愚蠢人,
[00:20:09.000 --> 00:20:11.000]  這個愚蠢人,
[00:20:11.000 --> 00:20:12.000]  真是,
[00:20:12.000 --> 00:20:13.000]  真言書的作者,
[00:20:13.000 --> 00:20:15.000]  很有人生經驗,
[00:20:15.000 --> 00:20:20.000]  把各種講話的情況,
[00:20:20.000 --> 00:20:22.000]  都想到了,
[00:20:22.000 --> 00:20:24.000]  還沒有聽完別人講話,
[00:20:24.000 --> 00:20:26.000]  就回答了,
[00:20:26.000 --> 00:20:28.000]  那就是不要聽你講什麼,
[00:20:28.000 --> 00:20:29.000]  不管你講什麼,
[00:20:29.000 --> 00:20:32.000]  我就是這個回答,
[00:20:32.000 --> 00:20:33.000]  還有一個意思就是,
[00:20:33.000 --> 00:20:34.000]  人講了第一句,
[00:20:34.000 --> 00:20:36.000]  他就把第一句的意思,
[00:20:36.000 --> 00:20:37.000]  他就把第一句的意思,
[00:20:37.000 --> 00:20:38.000]  其實下面還有解釋,
[00:20:38.000 --> 00:20:40.000]  不要聽了,
[00:20:40.000 --> 00:20:43.000]  他還不想那個人解釋是怎麼樣,
[00:20:43.000 --> 00:20:44.000]  一講一句話,
[00:20:44.000 --> 00:20:47.000]  就替那個人向他結論了,
[00:20:47.000 --> 00:20:48.000]  向他定論了,
[00:20:48.000 --> 00:20:50.000]  立刻回應了,
[00:20:50.000 --> 00:20:52.000]  許多的問題都是這樣來的,
[00:20:52.000 --> 00:20:53.000]  還沒有清楚聽人的話,
[00:20:53.000 --> 00:20:55.000]  還沒有懂人講話,
[00:20:55.000 --> 00:20:58.000]  畢竟有了發的脾氣了,
[00:20:58.000 --> 00:21:02.000]  的確是很厲害,
[00:21:02.000 --> 00:21:05.000]  現在我們來到第二處,
[00:21:05.000 --> 00:21:07.000]  第二處的經文,
[00:21:07.000 --> 00:21:08.000]  二十六節,
[00:21:08.000 --> 00:21:11.000]  一章二十六節,
[00:21:11.000 --> 00:21:15.000]  若有人自以為虔誠,
[00:21:15.000 --> 00:21:19.000]  卻不勒住他的舌頭,
[00:21:19.000 --> 00:21:22.000]  這裡說我們要勒住舌頭,
[00:21:22.000 --> 00:21:24.000]  這裡其實翻譯面地講,
[00:21:24.000 --> 00:21:29.000]  因為許多的人不勒住自己的舌頭,
[00:21:29.000 --> 00:21:33.000]  那就是放縱他的舌頭,
[00:21:33.000 --> 00:21:35.000]  歡喜怎麼講就怎麼講,
[00:21:35.000 --> 00:21:37.000]  要怎麼講就怎麼講,
[00:21:37.000 --> 00:21:39.000]  我就是我,
[00:21:39.000 --> 00:21:41.000]  我的脾氣就是這樣,
[00:21:41.000 --> 00:21:45.000]  我的說話就是這麼樣不講義俗的,
[00:21:45.000 --> 00:21:49.000]  我沒有學過the art of speech,
[00:21:49.000 --> 00:21:51.000]  那麼我就是這樣的,
[00:21:51.000 --> 00:21:53.000]  真直接,
[00:21:53.000 --> 00:21:56.000]  心裡有什麼話就講什麼話,
[00:21:56.000 --> 00:21:57.000]  我很真誠,
[00:21:57.000 --> 00:21:59.000]  我很坦白,
[00:21:59.000 --> 00:22:01.000]  所以我講的都是心裡的話,
[00:22:01.000 --> 00:22:05.000]  你愛聽就聽,不愛聽還聽,
[00:22:05.000 --> 00:22:08.000]  有的人是這樣的,
[00:22:08.000 --> 00:22:10.000]  這樣的人很直爽,
[00:22:10.000 --> 00:22:15.000]  但是他需要學一點蘇林的藝術,
[00:22:15.000 --> 00:22:19.000]  這些事情的spiritual art of speaking,
[00:22:19.000 --> 00:22:24.000]  勒住,管一管自己的舌頭,
[00:22:24.000 --> 00:22:27.000]  控制一下自己的舌頭,
[00:22:27.000 --> 00:22:30.000]  有一次我在一本書里看見,
[00:22:30.000 --> 00:22:33.000]  說這個蝸牛很特別,
[00:22:33.000 --> 00:22:35.000]  牠的牙在哪裡,
[00:22:35.000 --> 00:22:37.000]  有人知道嗎,
[00:22:37.000 --> 00:22:41.000]  蝸牛,snail,
[00:22:41.000 --> 00:22:43.000]  那個牙在哪裡,
[00:22:43.000 --> 00:22:45.000]  有人知道嗎,
[00:22:45.000 --> 00:22:47.000]  在牠的舌頭上,
[00:22:47.000 --> 00:22:51.000]  我一看就很驚奇,
[00:22:51.000 --> 00:22:54.000]  怎麼會有個牙在舌頭上呢,
[00:22:54.000 --> 00:22:55.000]  真是這樣,
[00:22:55.000 --> 00:22:58.000]  蝸牛的牙是在牠的舌頭上,
[00:22:58.000 --> 00:23:01.000]  有的人也是這樣,
[00:23:01.000 --> 00:23:03.000]  牠的牙在牠的舌頭上,
[00:23:03.000 --> 00:23:08.000]  牠的舌頭會咬人,
[00:23:08.000 --> 00:23:11.000]  有三種的,
[00:23:11.000 --> 00:23:14.000]  我看見了一幅的圖畫,
[00:23:14.000 --> 00:23:17.000]  是我到羅馬去在一個禮拜堂里,
[00:23:17.000 --> 00:23:21.000]  壁畫,很出名的壁畫,
[00:23:21.000 --> 00:23:24.000]  那麼這個畫家叫Biato,
[00:23:24.000 --> 00:23:28.000]  意大利的16世紀的出名的畫家,
[00:23:28.000 --> 00:23:31.000]  他畫了一個一幅的圖畫,
[00:23:31.000 --> 00:23:33.000]  代表極度,
[00:23:33.000 --> 00:23:35.000]  他怎麼畫呢,
[00:23:35.000 --> 00:23:39.000]  他畫了一個驢人,
[00:23:39.000 --> 00:23:43.000]  他一個舌頭伸出來是蛇的舌頭,
