
[00:00:00.000 --> 00:00:02.720]  每個人的時間觀念都不同
[00:01:54.880 --> 00:01:57.280]  人生都是掌控
[00:01:57.280 --> 00:02:01.440]  其實有些不是很現實
[00:02:01.440 --> 00:02:04.400]  包括我們形容一張點心紙
[00:02:04.400 --> 00:02:06.400]  我們生活都像一張點心紙
[00:02:06.400 --> 00:02:07.200]  是怎樣的
[00:02:07.200 --> 00:02:08.080]  點心紙
[00:02:08.080 --> 00:02:09.480]  你剔
[00:02:09.480 --> 00:02:12.160]  剔那十樣東西你就等食
[00:02:12.160 --> 00:02:13.440]  不過你都會有經驗
[00:02:13.440 --> 00:02:16.240]  剔了一樣是不是一定有
[00:02:16.240 --> 00:02:18.800]  今天沒有馬拉糕
[00:02:18.800 --> 00:02:21.040]  小姐今天沒有雞雜
[00:02:21.040 --> 00:02:22.280]  你都OK
[00:02:22.280 --> 00:02:26.280]  但如果你剔十樣東西去飲茶
[00:02:26.280 --> 00:02:28.080]  先生你剔那十樣東西
[00:02:28.080 --> 00:02:29.400]  九樣都沒有
[00:02:29.400 --> 00:02:31.880]  你會準備怎樣
[00:02:31.880 --> 00:02:34.200]  香港人很嘔然
[00:02:34.200 --> 00:02:36.200]  不是剔那另外十樣
[00:02:36.200 --> 00:02:39.000]  沒有還有另外什麼
[00:02:39.000 --> 00:02:40.680]  但他說什麼都沒有的時間
[00:02:40.680 --> 00:02:42.960]  九樣你剔當然想食
[00:02:42.960 --> 00:02:44.960]  正常
[00:02:44.960 --> 00:02:45.960]  掌控不到我們
[00:02:45.960 --> 00:02:47.160]  就用我們的方法
[00:02:47.160 --> 00:02:50.920]  想控制環境
[00:02:50.920 --> 00:02:52.760]  直至可能真的沒有辦法控制
[00:02:52.760 --> 00:02:53.520]  工作如是
[00:02:53.520 --> 00:02:54.480]  生活如是
[00:02:54.480 --> 00:02:55.320]  有check list
[00:02:55.320 --> 00:02:58.440]  我們習慣一定是跟隨我們的時間
[00:02:58.440 --> 00:02:59.760]  期望
[00:02:59.760 --> 00:03:01.080]  仍然不是錯
[00:03:01.080 --> 00:03:03.520]  不過生活不似預期
[00:03:03.520 --> 00:03:05.880]  就是這麼實在
[00:03:05.880 --> 00:03:08.480]  有沒有關注到真正的需要
[00:03:08.480 --> 00:03:10.960]  今天繼續說傳道書
[00:03:10.960 --> 00:03:13.520]  其實大家都有印象
[00:03:13.520 --> 00:03:15.280]  過去好幾章的經文
[00:03:15.280 --> 00:03:18.200]  都在說一個現象
[00:03:18.200 --> 00:03:20.000]  我們不知道
[00:03:20.000 --> 00:03:22.600]  控制不到
[00:03:22.600 --> 00:03:23.760]  這個時間沒有電
[00:03:23.760 --> 00:03:27.080]  都是預計不到
[00:03:27.080 --> 00:03:30.000]  先充電
[00:03:30.000 --> 00:03:34.600]  因為自己控制好一點
[00:03:34.600 --> 00:03:35.800]  有的
[00:03:35.800 --> 00:03:39.800]  原來沒有畫面其實有電
[00:03:39.800 --> 00:03:42.800]  原來是看到不是真實的
[00:03:42.800 --> 00:03:47.600]  好
[00:03:47.600 --> 00:03:48.600]  你以為沒有的
[00:03:48.600 --> 00:03:49.400]  有的
[00:03:49.400 --> 00:03:50.600]  今天題目無定
[00:03:50.600 --> 00:03:52.600]  其實是說五章至六章的經文
[00:03:52.600 --> 00:03:53.600]  其實在延續
[00:03:53.600 --> 00:03:55.000]  我們有些印象
[00:03:55.000 --> 00:03:55.600]  這些不說了
[00:03:55.600 --> 00:03:57.000]  趁創造神學說
[00:03:57.000 --> 00:03:59.000]  有創造的秩序
[00:03:59.000 --> 00:04:00.400]  其實三章至
[00:04:00.400 --> 00:04:01.600]  十六至六章十二
[00:04:01.600 --> 00:04:02.800]  是一個中心點
[00:04:02.800 --> 00:04:03.800]  就是說敬畏神
[00:04:03.800 --> 00:04:06.400]  很簡單地展示
[00:04:06.400 --> 00:04:08.200]  所以我們說到上一次
[00:04:08.200 --> 00:04:10.600]  三章十六至四章
[00:04:10.600 --> 00:04:13.600]  都是說中心點的部分
[00:04:13.600 --> 00:04:19.600]  而一直說神創造主權之下的世界
[00:04:19.600 --> 00:04:21.600]  祂的創造設計
[00:04:21.600 --> 00:04:23.000]  在日光之下的生活
[00:04:23.000 --> 00:04:25.600]  其實首三個問題
[00:04:25.600 --> 00:04:27.400]  就是上次分享了
[00:04:27.400 --> 00:04:32.000]  世界有很多處境是不公平的現象
[00:04:32.000 --> 00:04:32.800]  有苦難
[00:04:32.800 --> 00:04:35.600]  有窮困的問題
[00:04:35.600 --> 00:04:38.000]  有很努力成就工作
[00:04:38.000 --> 00:04:41.600]  財富但不滿足的狀況
[00:04:41.600 --> 00:04:44.600]  成功但不開心
[00:04:44.600 --> 00:04:47.600]  成功就是人體所有的
[00:04:47.600 --> 00:04:49.000]  到了這段落
[00:04:49.000 --> 00:04:50.200]  你會看到好像是一個平衡
[00:04:50.200 --> 00:04:53.000]  後面繼續第五章八至六章
[00:04:53.000 --> 00:04:54.600]  在問這些問題
[00:04:54.600 --> 00:04:56.000]  剛剛平衡的一個
[00:04:56.000 --> 00:04:58.600]  仍然是說有不公平的處境
[00:04:58.600 --> 00:05:00.000]  不同的狀況
[00:05:00.000 --> 00:05:04.400]  有錢財不能滿足人的需要等等
[00:05:04.400 --> 00:05:07.200]  但中心點就在敬畏神那裡
[00:05:07.200 --> 00:05:09.200]  和許願還願的一個段落
[00:05:09.200 --> 00:05:12.200]  是一個很特別的鋪排
[00:05:12.200 --> 00:05:15.600]  我們先不看中心點
[00:05:15.600 --> 00:05:17.200]  我們先看外圍
[00:05:17.200 --> 00:05:18.600]  一些現象繼續
[00:05:18.600 --> 00:05:20.600]  那幾個問題就是說
[00:05:20.600 --> 00:05:23.600]  一開始就跳回剛才的結構
[00:05:23.600 --> 00:05:25.600]  五章八至九節就說
[00:05:25.600 --> 00:05:31.000]  窮人在不公平制度下受欺壓的狀況
[00:05:31.000 --> 00:05:33.800]  就是說你勞碌都不能滿足
[00:05:33.800 --> 00:05:37.200]  特別是一個生活生命的觀察
[00:05:37.200 --> 00:05:40.600]  所以他說如果你在一眨眼看到
[00:05:40.600 --> 00:05:42.600]  這個現象不是個別
[00:05:42.600 --> 00:05:44.000]  是他不幸運
[00:05:44.000 --> 00:05:45.800]  而是有一個情況就是
[00:05:45.800 --> 00:05:47.200]  窮人受欺壓
[00:05:47.200 --> 00:05:49.200]  奪去了公義公平的事
[00:05:49.200 --> 00:05:51.800]  不要因此詫異
[00:05:51.800 --> 00:05:58.200]  甚至說一位居高位的監察
[00:05:58.200 --> 00:05:59.400]  在他耳上有更高的
[00:05:59.400 --> 00:06:00.600]  其實一層一層看著
[00:06:00.600 --> 00:06:03.200]  但不代表沒有一個情況
[00:06:03.200 --> 00:06:05.200]  大概這個重點
[00:06:05.200 --> 00:06:07.200]  說的是一個情況
[00:06:07.200 --> 00:06:09.200]  有貪污枉法的情況
[00:06:09.200 --> 00:06:11.200]  有為了利益
[00:06:11.200 --> 00:06:14.200]  雖然帶來一些仍然穩定的
[00:06:14.200 --> 00:06:16.200]  社會的制度狀況
[00:06:16.200 --> 00:06:18.200]  但我們看到仍然有很多
[00:06:18.200 --> 00:06:21.200]  不公義不公平不理想的情況
[00:06:21.200 --> 00:06:24.200]  接著十章十至十二節
[00:06:24.200 --> 00:06:27.200]  是說另一個的狀況
[00:06:27.200 --> 00:06:32.200]  就是說剛才這個就是不滿
[00:06:32.200 --> 00:06:34.200]  不公平不公義
[00:06:34.200 --> 00:06:37.200]  這個十至十二節
[00:06:37.200 --> 00:06:39.200]  就是說不享福
[00:06:39.200 --> 00:06:41.200]  不公平之下又有不享福的情況
[00:06:41.200 --> 00:06:46.200]  就是說有一個貪愛銀紙
[00:06:46.200 --> 00:06:48.200]  不因銀紙得知足
[00:06:48.200 --> 00:06:51.200]  他不是否定我們需要有金錢
[00:06:51.200 --> 00:06:54.200]  要有一些物質或價值
[00:06:54.200 --> 00:06:56.200]  但這裡特別說貪
[00:06:56.200 --> 00:06:57.200]  或者多
[00:06:57.200 --> 00:06:59.200]  第十一節說貨物增添
[00:06:59.200 --> 00:07:00.200]  吃的人增添
[00:07:00.200 --> 00:07:02.200]  物主得到什麼益處呢
[00:07:02.200 --> 00:07:04.200]  由於你所需要
[00:07:04.200 --> 00:07:06.200]  人性的貪婪就是這樣
[00:07:06.200 --> 00:07:08.200]  其實你不需要那麼多
[00:07:08.200 --> 00:07:10.200]  生活真的很簡單
[00:07:10.200 --> 00:07:12.200]  但人的安全感
[00:07:12.200 --> 00:07:13.200]  或者想貪多一點
[00:07:13.200 --> 00:07:15.200]  反而不滿足
[00:07:15.200 --> 00:07:17.200]  後面也有說到
[00:07:17.200 --> 00:07:19.200]  有積了很多財富
[00:07:19.200 --> 00:07:21.200]  會帶來另一種憂慮
[00:07:21.200 --> 00:07:23.200]  第一你如果相信那些
[00:07:23.200 --> 00:07:25.200]  有人形容叫馬門教
[00:07:25.200 --> 00:07:27.200]  馬門就是財利
[00:07:27.200 --> 00:07:32.200]  拜那些神多於敬拜真神
[00:07:32.200 --> 00:07:35.200]  你就走到極端
[00:07:35.200 --> 00:07:38.200]  但結果是這裡一再說
[00:07:38.200 --> 00:07:40.200]  不能夠滿足你
[00:07:40.200 --> 00:07:42.200]  甚至失去了十二節說
[00:07:42.200 --> 00:07:43.200]  那種真正的安寧
[00:07:43.200 --> 00:07:44.200]  睡也睡不到
[00:07:44.200 --> 00:07:45.200]  為什麼呢
[00:07:45.200 --> 00:07:46.200]  因為貪心
[00:07:46.200 --> 00:07:48.200]  貪心你的錢少了
[00:07:48.200 --> 00:07:49.200]  跌了多少
[00:07:49.200 --> 00:07:50.200]  或者融了
[00:07:50.200 --> 00:07:51.200]  融不了
[00:07:51.200 --> 00:07:54.200]  或者不同的地區
[00:07:54.200 --> 00:07:57.200]  香港相對不會那麼可怕
[00:07:57.200 --> 00:08:00.200]  有些地方的治安真的很差
[00:08:00.200 --> 00:08:04.200]  以前在南非也是
[00:08:04.200 --> 00:08:07.200]  他說逢星期四或星期幾發工資
[00:08:07.200 --> 00:08:13.200]  那些人就趁著那些老闆搶他的錢
[00:08:13.200 --> 00:08:15.200]  他們發現金發工資
[00:08:15.200 --> 00:08:17.200]  所以就很小心
[00:08:17.200 --> 00:08:18.200]  所以他們就有個計策
[00:08:18.200 --> 00:08:20.200]  不告訴你哪個星期四
[00:08:20.200 --> 00:08:22.200]  還是不告訴你哪個星期幾
[00:08:22.200 --> 00:08:25.200]  但是辛苦得很辛苦
[00:08:25.200 --> 00:08:27.200]  原來你有錢是否很安寧
[00:08:27.200 --> 00:08:28.200]  很滿足呢
[00:08:28.200 --> 00:08:31.200]  這裡展示的也會帶來一些問題
[00:08:31.200 --> 00:08:38.200]  十三至十七他在說一個不滿足
[00:08:38.200 --> 00:08:41.200]  有錢的不是沒有
[00:08:41.200 --> 00:08:43.200]  窮當然是慘
[00:08:43.200 --> 00:08:45.200]  但他說他有一種觀察
[00:08:45.200 --> 00:08:48.200]  我看見我見日光下有一種大和華
[00:08:48.200 --> 00:08:50.200]  就是財主積存資財
[00:08:50.200 --> 00:08:52.200]  財主反害自己
[00:08:52.200 --> 00:08:54.200]  因遭遇患難
[00:08:54.200 --> 00:08:55.200]  他在說什麼呢
[00:08:55.200 --> 00:08:57.200]  他在說有錢可能就是剛才所說的
[00:08:57.200 --> 00:09:00.200]  有些人想謀你的財
[00:09:00.200 --> 00:09:02.200]  甚至傷害你搶你
[00:09:02.200 --> 00:09:04.200]  十六至十七他說有一種大和華
[00:09:04.200 --> 00:09:09.200]  大和華這個字本身是說空虛一個不幸
[00:09:09.200 --> 00:09:13.200]  或者和幻這個字是說壞的交易
[00:09:13.200 --> 00:09:14.200]  如果你是做生意
[00:09:14.200 --> 00:09:17.200]  就是在說你的經營壞的交易
[00:09:17.200 --> 00:09:18.200]  是一個投資失利
[00:09:18.200 --> 00:09:21.200]  他在說人生如果遇到和幻就是這樣
[00:09:21.200 --> 00:09:24.200]  不幸有風險
[00:09:24.200 --> 00:09:28.200]  他不單止你會遭遇和幻
[00:09:28.200 --> 00:09:31.200]  他甚至在說你有機會想留下
[00:09:31.200 --> 00:09:33.200]  不是要賺錢只是為自己
[00:09:33.200 --> 00:09:36.200]  我想做多點為我的家人
[00:09:36.200 --> 00:09:38.200]  為我的後代
[00:09:38.200 --> 00:09:41.200]  十四至十五他在說這種和幻
[00:09:41.200 --> 00:09:44.200]  其實你認識生命你是帶不走
[00:09:44.200 --> 00:09:47.200]  甚至不可以留給下一代
[00:09:47.200 --> 00:09:49.200]  你不確定可以留得到
[00:09:49.200 --> 00:09:53.200]  其實在頭三章聖經都有提到一個狀況
[00:09:53.200 --> 00:09:55.200]  就是你都掌控不到
[00:09:55.200 --> 00:09:58.200]  所以一個這樣的情況
[00:09:58.200 --> 00:10:01.200]  看下去跳下去六章
[00:10:01.200 --> 00:10:03.200]  其實包圍著幾個問題都是
[00:10:03.200 --> 00:10:07.200]  一至九節都是繼續說三個不滿足
[00:10:07.200 --> 00:10:14.200]  有些相似但又再進深地去描述一個狀況是什麼
[00:10:14.200 --> 00:10:18.200]  他的不滿足就是你富貴榮華都不滿足
[00:10:18.200 --> 00:10:21.200]  你日光之下他又看見
[00:10:21.200 --> 00:10:24.200]  又見到日光下有個和幻
[00:10:24.200 --> 00:10:26.200]  人夢神賜他有資財
[00:10:26.200 --> 00:10:28.200]  神都給他的
[00:10:28.200 --> 00:10:31.200]  但他是不是指示神使他不能吃用
[00:10:31.200 --> 00:10:33.200]  不是神罰他
[00:10:33.200 --> 00:10:37.200]  我相信這裡說的是他吃用不到
[00:10:37.200 --> 00:10:39.200]  所以虛空和幻
[00:10:39.200 --> 00:10:42.200]  這個和幻其實他一樣都不缺
[00:10:42.200 --> 00:10:48.200]  但他最想說的是財富需要的我們
[00:10:48.200 --> 00:10:51.200]  但仍有不可靠使人不滿足
[00:10:51.200 --> 00:10:52.200]  不單止是財富
[00:10:52.200 --> 00:10:56.200]  三至六節他說天丁長壽仍不滿足
[00:10:56.200 --> 00:10:59.200]  他在說三節就是不得善終
[00:10:59.200 --> 00:11:03.200]  人那種無奈或者在創造之下
[00:11:03.200 --> 00:11:04.200]  日光之下的限制
[00:11:04.200 --> 00:11:09.200]  他甚至形容到他這麼慘的人生
[00:11:09.200 --> 00:11:14.200]  那個夭折流產死去的嬰孩比他更好
[00:11:14.200 --> 00:11:18.200]  起碼他不用受生命的苦
[00:11:18.200 --> 00:11:20.200]  他甚至有極端的說法
[00:11:20.200 --> 00:11:24.200]  即是天丁長壽的情況都不滿足
[00:11:24.200 --> 00:11:28.200]  他活著都不能真正享受福氣
[00:11:28.200 --> 00:11:29.200]  那為什麼呢?
[00:11:29.200 --> 00:11:31.200]  再說第三個不滿足
[00:11:31.200 --> 00:11:35.200]  他說七至九節努力成果仍不滿足
[00:11:35.200 --> 00:11:37.200]  人勞碌都為口福
[00:11:37.200 --> 00:11:38.200]  但心裡卻不知足
[00:11:38.200 --> 00:11:41.200]  這人看來智慧人比愚昧人有什麼長處呢?
[00:11:41.200 --> 00:11:43.200]  他不是說聰明一點
[00:11:43.200 --> 00:11:44.200]  差一點的智慧人
[00:11:44.200 --> 00:11:46.200]  當然我們知道不是在說智商
[00:11:46.200 --> 00:11:47.200]  聰明一點的
[00:11:47.200 --> 00:11:48.200]  而是在說
[00:11:48.200 --> 00:11:51.200]  如果詩歌智慧書是在說心裡有神
[00:11:51.200 --> 00:11:53.200]  愚患人心裡沒有神
[00:11:53.200 --> 00:11:57.200]  即是不是以神為中心
[00:11:57.200 --> 00:11:59.200]  那他說有什麼長處呢?
[00:11:59.200 --> 00:12:01.200]  其實這個經文表達的
[00:12:01.200 --> 00:12:03.200]  其實他們都要面對死亡
[00:12:03.200 --> 00:12:07.200]  窮人在眾人面前知道如何狠
[00:12:07.200 --> 00:12:08.200]  有什麼長處呢?
[00:12:08.200 --> 00:12:09.200]  他帶出的問題
[00:12:09.200 --> 00:12:12.200]  質疑一些狀況
[00:12:12.200 --> 00:12:18.200]  否定著努力仍不滿足
[00:12:18.200 --> 00:12:21.200]  這裡有幾段不滿足
[00:12:21.200 --> 00:12:23.200]  不公義的我不仔細說
[00:12:23.200 --> 00:12:27.200]  我們回到結構上
[00:12:27.200 --> 00:12:29.200]  可能你會覺得有點奇怪
[00:12:29.200 --> 00:12:30.200]  因為有什麼奇怪呢?
[00:12:30.200 --> 00:12:32.200]  就是中心點
[00:12:32.200 --> 00:12:37.200]  前後有些人生不容易的狀況和問題
[00:12:37.200 --> 00:12:42.200]  但突然間走了去敬畏神
[00:12:42.200 --> 00:12:45.200]  但思想內有意思
[00:12:45.200 --> 00:12:50.200]  先嘗試簡單地講解一些
[00:12:50.200 --> 00:12:52.200]  他在說什麼呢?
[00:12:52.200 --> 00:12:54.200]  第五章一至七節
[00:12:54.200 --> 00:12:57.200]  在中心的結構裡
[00:12:57.200 --> 00:13:00.200]  他說來到神的殿要謹慎腳步
[00:13:00.200 --> 00:13:02.200]  明明有什麼公平和不滿足的
[00:13:02.200 --> 00:13:04.200]  突然來到神面前
[00:13:04.200 --> 00:13:06.200]  先看看他在說什麼
[00:13:06.200 --> 00:13:08.200]  要謹慎腳步
[00:13:08.200 --> 00:13:10.200]  因為近前聽聖餘昧人獻祭
[00:13:10.200 --> 00:13:13.200]  他們本不知所做的事惡
[00:13:13.200 --> 00:13:14.200]  什麼事惡呢?
[00:13:14.200 --> 00:13:16.200]  他在說神的殿是聖殿
[00:13:16.200 --> 00:13:17.200]  象徵神的聖潔
[00:13:17.200 --> 00:13:19.200]  來到謹慎腳步
[00:13:19.200 --> 00:13:21.200]  就是要小心
[00:13:21.200 --> 00:13:23.200]  保守你的腳步
[00:13:23.200 --> 00:13:24.200]  小心做事
[00:13:24.200 --> 00:13:27.200]  人進入殿才要獻祭
[00:13:27.200 --> 00:13:30.200]  感謝祭、甘心祭
[00:13:30.200 --> 00:13:34.200]  重點是因為近前聽聖餘昧人獻祭
[00:13:34.200 --> 00:13:37.200]  聽是遵從
[00:13:37.200 --> 00:13:38.200]  來到神面前
[00:13:38.200 --> 00:13:41.200]  不是品神只說自己的事
[00:13:41.200 --> 00:13:45.200]  而是要謹慎、小心去聽
[00:13:45.200 --> 00:13:48.200]  作者或智慧的人說
[00:13:48.200 --> 00:13:50.200]  神面前謹慎、小心
[00:13:50.200 --> 00:13:53.200]  就如你來到神的殿獻祭
[00:13:53.200 --> 00:13:56.200]  許願還願的情況
[00:13:56.200 --> 00:13:58.200]  你不是很隨便
[00:13:58.200 --> 00:13:59.200]  而是很認真
[00:13:59.200 --> 00:14:01.200]  如果聖餘昧人沒有祭祀
[00:14:01.200 --> 00:14:04.200]  聖餘昧人什麼都說
[00:14:04.200 --> 00:14:06.200]  什麼都說
[00:14:06.200 --> 00:14:08.200]  無知地在神面前
[00:14:08.200 --> 00:14:11.200]  甚至說所做的惡是在冒犯神
[00:14:11.200 --> 00:14:13.200]  第二次,他說來到神面前
[00:14:13.200 --> 00:14:16.200]  要準確的角度
[00:14:16.200 --> 00:14:17.200]  他說你在神面前
[00:14:17.200 --> 00:14:19.200]  不可無失開口
[00:14:19.200 --> 00:14:20.200]  也不可心急發言
[00:14:20.200 --> 00:14:22.200]  因為神在天,你在地
[00:14:22.200 --> 00:14:24.200]  所以你的言語要寡消
[00:14:24.200 --> 00:14:28.200]  不要草率的跟神說話或祈禱
[00:14:28.200 --> 00:14:31.200]  因為神和人有很大差別
[00:14:31.200 --> 00:14:33.200]  天上,我們在地上
[00:14:33.200 --> 00:14:35.200]  敬拜神的人很謹記
[00:14:35.200 --> 00:14:37.200]  我們不是以平等身份來到神面前
[00:14:37.200 --> 00:14:40.200]  後面再說也是這個意思
[00:14:40.200 --> 00:14:43.200]  事無多就令人做夢
[00:14:43.200 --> 00:14:45.200]  言語多就顯出愚昧
[00:14:45.200 --> 00:14:48.200]  仍然圍繞著你來到神面前
[00:14:48.200 --> 00:14:50.200]  究竟怎樣呢?
[00:14:50.200 --> 00:14:52.200]  反過來是專一的態度
[00:14:52.200 --> 00:14:55.200]  很專注,很純粹的
[00:14:55.200 --> 00:14:57.200]  我來到神面前,敬拜神
[00:14:57.200 --> 00:15:00.200]  當然,你說我來到可能要侍奉
[00:15:00.200 --> 00:15:02.200]  我參與,我幫忙
[00:15:02.200 --> 00:15:05.200]  但他說事無多的確不要
[00:15:05.200 --> 00:15:07.200]  太多責任反而反效果
[00:15:07.200 --> 00:15:08.200]  令我們不專心
[00:15:08.200 --> 00:15:10.200]  可能你不是在教會事務
[00:15:10.200 --> 00:15:12.200]  可能你在心裡掛念
[00:15:12.200 --> 00:15:14.200]  兩點多要見什麼人
[00:15:14.200 --> 00:15:17.200]  待會約了什麼人
[00:15:17.200 --> 00:15:19.200]  有些事明天老闆要我交
[00:15:19.200 --> 00:15:22.200]  我還在想如何做
[00:15:22.200 --> 00:15:24.200]  可能是這樣,我也會
[00:15:24.200 --> 00:15:27.200]  我經常掙扎
[00:15:27.200 --> 00:15:29.200]  明明在心裡聽到
[00:15:29.200 --> 00:15:32.200]  就想下星期有什麼做
[00:15:32.200 --> 00:15:34.200]  有種誘惑
[00:15:34.200 --> 00:15:37.200]  要找張紙寫下來
[00:15:37.200 --> 00:15:41.200]  不行,應該要專注
[00:15:41.200 --> 00:15:45.200]  尊重,因為是上帝
[00:15:45.200 --> 00:15:48.200]  所以他說到專一的心態
[00:15:48.200 --> 00:15:51.200]  很多事情令我們專心不到
[00:15:51.200 --> 00:15:54.200]  四、七節來到神更加不能隨便許願
[00:15:54.200 --> 00:15:56.200]  許願我們比較熟悉
[00:15:56.200 --> 00:16:01.200]  其中想起哈拿的許願
[00:16:01.200 --> 00:16:05.200]  禱告,神應允他還願
[00:16:05.200 --> 00:16:09.200]  這裡說你們向神許願
[00:16:09.200 --> 00:16:12.200]  不可以償還,包括前言
[00:16:12.200 --> 00:16:15.200]  因他不起於愚昧人
[00:16:15.200 --> 00:16:17.200]  這樣是愚昧的
[00:16:17.200 --> 00:16:19.200]  你許願又不還的話
[00:16:19.200 --> 00:16:21.200]  不如不許,第五節
[00:16:21.200 --> 00:16:24.200]  許願就像發誓在神面前獻祭的情況
[00:16:24.200 --> 00:16:26.200]  你甘心樂意
[00:16:26.200 --> 00:16:28.200]  所以以色列人從來不是一定要許願
[00:16:28.200 --> 00:16:30.200]  來到就要許願
[00:16:30.200 --> 00:16:33.200]  是出於感動,主動的回應
[00:16:33.200 --> 00:16:35.200]  或者與神的互動
[00:16:35.200 --> 00:16:37.200]  而你許願要償還
[00:16:37.200 --> 00:16:40.200]  即是神應允許願
[00:16:40.200 --> 00:16:42.200]  第六節,甚至他表達
[00:16:42.200 --> 00:16:46.200]  不可任你的口寫你的肉體犯罪
[00:16:46.200 --> 00:16:50.200]  表示你的肉體是指全人
[00:16:50.200 --> 00:16:57.200]  你的許願是全人在神面前表達的心意
[00:16:57.200 --> 00:17:01.200]  所以他說也不可在祭司面前說許錯了願
[00:17:01.200 --> 00:17:06.200]  有些解釋是祭司會記錄以色列敬拜者在神面前許願
[00:17:06.200 --> 00:17:09.200]  當然不告訴他就行了
[00:17:09.200 --> 00:17:15.200]  但當時的做法是在神面前透過祭司許願
[00:17:15.200 --> 00:17:17.200]  他說不可在祭司面前說
[00:17:17.200 --> 00:17:19.200]  「不,我不好意思,我許錯了」
[00:17:19.200 --> 00:17:22.200]  「我按錯了」之類
[00:17:22.200 --> 00:17:28.200]  有時我們也會說錯話
[00:17:28.200 --> 00:17:29.200]  但他並不是這樣說
[00:17:29.200 --> 00:17:32.200]  來到神面前,你不可以這樣
[00:17:32.200 --> 00:17:34.200]  你要很認真
[00:17:34.200 --> 00:17:36.200]  重點是神面前
[00:17:36.200 --> 00:17:39.200]  全人的謹慎嚴肅
[00:17:39.200 --> 00:17:43.200]  所以敬畏神的態度是很重要
[00:17:43.200 --> 00:17:46.200]  第七節也要說多夢多現
[00:17:46.200 --> 00:17:47.200]  如果這樣隨口說
[00:17:47.200 --> 00:17:49.200]  很多事情不認真
[00:17:49.200 --> 00:17:51.200]  其實也很虛幻
[00:17:51.200 --> 00:17:53.200]  他說你要敬畏神
[00:17:53.200 --> 00:17:55.200]  來到神面前要做智慧人
[00:17:55.200 --> 00:17:58.200]  即是心裡有神
[00:17:58.200 --> 00:18:01.200]  要謹慎腳步,要小心
[00:18:01.200 --> 00:18:03.200]  真誠的態度
[00:18:03.200 --> 00:18:05.200]  願意去聆聽神的指示
