
[00:00:00.000 --> 00:00:06.000]  我們翻開聖經詩篇119篇剛才讀過的33節開始
[00:03:21.000 --> 00:03:24.000]  如果我們都知道要留心自己的身體
[00:03:24.000 --> 00:03:27.000]  不要讓汽水取代了那些
[00:03:27.000 --> 00:03:31.000]  真正健康的飲用水
[00:03:31.000 --> 00:03:34.000]  我們更加要留心我們的靈魂
[00:03:34.000 --> 00:03:36.000]  不要讓其他的事情
[00:03:36.000 --> 00:03:40.000]  代替了神的話
[00:03:40.000 --> 00:03:42.000]  去充塞了我們的心
[00:03:42.000 --> 00:03:44.000]  使我們沒有空間
[00:03:44.000 --> 00:03:46.000]  沒有動力去領受
[00:03:46.000 --> 00:03:51.000]  真正叫我們靈魂健康的神的道
[00:03:51.000 --> 00:03:52.000]  聖經裏面很多處地方
[00:03:52.000 --> 00:03:56.000]  勉勵我們要留心去尋求神的話
[00:03:56.000 --> 00:03:58.000]  詩篇119篇
[00:03:58.000 --> 00:04:02.000]  大家知道是全本聖經最長的一章聖經
[00:04:02.000 --> 00:04:05.000]  一共有176節
[00:04:05.000 --> 00:04:06.000]  每一節
[00:04:06.000 --> 00:04:08.000]  差不多每一節都提到
[00:04:08.000 --> 00:04:11.000]  神的話是何等的寶貴
[00:04:11.000 --> 00:04:12.000]  在當中的編排
[00:04:12.000 --> 00:04:15.000]  你會發覺神很清楚表達他的心意
[00:04:15.000 --> 00:04:18.000]  你一定要留心我的說話
[00:04:18.000 --> 00:04:20.000]  你要小心領受我的道
[00:04:20.000 --> 00:04:23.000]  因此不斷不斷地重複地說
[00:04:23.000 --> 00:04:27.000]  因此今天當我們讀到這一章聖經的時候
[00:04:27.000 --> 00:04:29.000]  求神都讓我們看到
[00:04:29.000 --> 00:04:31.000]  祂的說話很寶貴
[00:04:31.000 --> 00:04:35.000]  我們不會用其他事情來取代了
[00:04:35.000 --> 00:04:39.000]  大家先看聖經33節
[00:04:39.000 --> 00:04:43.000]  聖經說:耶和華,求祢把祢的律例指教我
[00:04:43.000 --> 00:04:46.000]  我必遵守到底
[00:04:46.000 --> 00:04:49.000]  求祢賜我悟性,我好遵守祢的律法
[00:04:49.000 --> 00:04:52.000]  我必一心謹守
[00:04:52.000 --> 00:04:56.000]  使人清楚向神表達他心中的尋求
[00:04:56.000 --> 00:05:00.000]  求主將他的律例來指教他
[00:05:00.000 --> 00:05:01.000]  然後他承諾
[00:05:01.000 --> 00:05:05.000]  我一定會遵守到底
[00:05:05.000 --> 00:05:07.000]  他接著向神求
[00:05:07.000 --> 00:05:09.000]  求主賜我悟性
[00:05:09.000 --> 00:05:10.000]  神賜給他悟性
[00:05:10.000 --> 00:05:15.000]  他就說我會一心來遵守
[00:05:15.000 --> 00:05:19.000]  使人單單求神讓他明白神的道
[00:05:19.000 --> 00:05:21.000]  他知道更加重要的是
[00:05:21.000 --> 00:05:25.000]  能夠去遵從、去聽從神的話
[00:05:25.000 --> 00:05:27.000]  而他也很清楚知道
[00:05:27.000 --> 00:05:30.000]  他向神尋求的時候
[00:05:30.000 --> 00:05:33.000]  只要表明自己願意遵守的心
[00:05:33.000 --> 00:05:37.000]  神就會讓他悟性明白神的道
[00:05:37.000 --> 00:05:38.000]  各位電影姊妹
[00:05:38.000 --> 00:05:40.000]  很清楚的原則就是
[00:05:40.000 --> 00:05:43.000]  神賜悟性給那些
[00:05:43.000 --> 00:05:47.000]  預備去遵行祂說話的人
[00:05:47.000 --> 00:05:49.000]  神知道我們的內心
[00:05:49.000 --> 00:05:50.000]  如果我們打開本聖經
[00:05:50.000 --> 00:05:55.000]  只是純粹想增加多一點點聖經知識
[00:05:55.000 --> 00:05:57.000]  可能明白一下道理
[00:05:57.000 --> 00:06:00.000]  但你沒有打算去聽從
[00:06:00.000 --> 00:06:04.000]  你是難於去明白神的道
[00:06:04.000 --> 00:06:08.000]  如果你記得在聖經學科第七章第十七節
[00:06:08.000 --> 00:06:10.000]  當時有人挑戰主耶穌
[00:06:10.000 --> 00:06:13.000]  他的說話是否從神來的
[00:06:13.000 --> 00:06:15.000]  當時主耶穌就這樣說
[00:06:15.000 --> 00:06:20.000]  他說人若立志遵從我的說話
[00:06:20.000 --> 00:06:22.000]  就必曉得我所說的
[00:06:22.000 --> 00:06:24.000]  是出於神
[00:06:24.000 --> 00:06:27.000]  還是憑著自己說
[00:06:27.000 --> 00:06:32.000]  一個人當他立定心意去遵守神的話的時候
[00:06:32.000 --> 00:06:35.000]  他就能夠分辨到神的道
[00:06:35.000 --> 00:06:39.000]  就能夠去明白和領受
[00:06:39.000 --> 00:06:41.000]  一個學生
[00:06:41.000 --> 00:06:45.000]  他去一個小提琴的老師那裡學小提琴
[00:06:45.000 --> 00:06:48.000]  去到的時候老師就問他
[00:06:48.000 --> 00:06:51.000]  為什麼你不帶小提琴來
[00:06:51.000 --> 00:06:53.000]  這個學生就說
[00:06:53.000 --> 00:06:57.000]  我只是想學會小提琴的琴譜
[00:06:57.000 --> 00:07:00.000]  怎樣去讀琴譜
[00:07:00.000 --> 00:07:03.000]  去學會有關的音調
[00:07:03.000 --> 00:07:06.000]  看看音樂的節奏是怎樣
[00:07:06.000 --> 00:07:08.000]  或者可以認識一下作曲家
[00:07:08.000 --> 00:07:11.000]  他作這首小提琴歌曲的時候
[00:07:11.000 --> 00:07:15.000]  他的意境和心思是怎樣
[00:07:15.000 --> 00:07:16.000]  老師再問他
[00:07:16.000 --> 00:07:17.000]  那你的小提琴呢
[00:07:17.000 --> 00:07:18.000]  他說不用了
[00:07:18.000 --> 00:07:20.000]  我沒有打算拉小提琴
[00:07:20.000 --> 00:07:22.000]  我只是想學琴譜
[00:07:22.000 --> 00:07:26.000]  我想享受一下這些音樂
[00:07:26.000 --> 00:07:29.000]  老師覺得很驚訝
[00:07:29.000 --> 00:07:32.000]  無從教他小提琴
[00:07:32.000 --> 00:07:36.000]  如果人以為他單單去讀懂那些譜
[00:07:36.000 --> 00:07:40.000]  就能夠體會到樂曲的美善
[00:07:40.000 --> 00:07:44.000]  就能夠去明白音樂的好處
[00:07:44.000 --> 00:07:49.000]  或者是享受在其中那種美好之處
[00:07:49.000 --> 00:07:52.000]  好像我們平時中國人所說
[00:07:52.000 --> 00:07:54.000]  是緣木求魚
[00:07:54.000 --> 00:07:56.000]  是不可能的
[00:07:56.000 --> 00:07:59.000]  除非他真的去學習去拉奏
[00:07:59.000 --> 00:08:00.000]  在過程當中
[00:08:00.000 --> 00:08:03.000]  他真的明白小提琴的歌曲
[00:08:03.000 --> 00:08:06.000]  是怎樣的美善
[00:08:06.000 --> 00:08:07.000]  在很多時候
[00:08:07.000 --> 00:08:10.000]  當我們去讀聖經的時候
[00:08:10.000 --> 00:08:13.000]  我們內心裡面都是這樣來向神尋求
[00:08:13.000 --> 00:08:16.000]  主啊賜給我悟性明白你的道
[00:08:16.000 --> 00:08:19.000]  也都能夠有你所給我的力量
[00:08:19.000 --> 00:08:23.000]  來行出你所教導我們的
[00:08:23.000 --> 00:08:25.000]  因此你發覺詩人再繼續這樣說
[00:08:25.000 --> 00:08:31.000]  你再看下第35節
[00:08:31.000 --> 00:08:34.000]  求你領我走在你誡命的路上
[00:08:34.000 --> 00:08:37.000]  因為這是我喜悅的
[00:08:37.000 --> 00:08:39.000]  求你領我的含義是說
[00:08:39.000 --> 00:08:41.000]  求你幫助我
[00:08:41.000 --> 00:08:45.000]  求你幫助我可以行在你的真理的路上
[00:08:45.000 --> 00:08:47.000]  實行出來
[00:08:47.000 --> 00:08:49.000]  這句話帶給我們很大的安慰
[00:08:49.000 --> 00:08:51.000]  安慰就是很多時候
[00:08:51.000 --> 00:08:53.000]  我們知道自己讀了聖經明白了
[00:08:53.000 --> 00:08:55.000]  但未必可以走出來
[00:08:55.000 --> 00:08:57.000]  但我們可以放膽向神求
[00:08:57.000 --> 00:09:01.000]  求神幫助我們走出來
[00:09:01.000 --> 00:09:02.000]  有些人讀聖經的時候
[00:09:02.000 --> 00:09:04.000]  感覺需要祈禱求神光照
[00:09:04.000 --> 00:09:06.000]  但跟著實行
[00:09:06.000 --> 00:09:07.000]  是我自己的事
[00:09:07.000 --> 00:09:09.000]  我自己努力就可以了
[00:09:09.000 --> 00:09:11.000]  是不可能的
[00:09:11.000 --> 00:09:14.000]  無論是領受明白聖經
[00:09:14.000 --> 00:09:16.000]  或者實行出來
[00:09:16.000 --> 00:09:20.000]  都完全是聖靈在我們心中的幫助
[00:09:20.000 --> 00:09:23.000]  亦都是我們內心一種的安慰和鼓勵
[00:09:23.000 --> 00:09:25.000]  可以向神求
[00:09:25.000 --> 00:09:28.000]  求神讓我們在領受之餘
[00:09:28.000 --> 00:09:30.000]  可以行出來
[00:09:30.000 --> 00:09:33.000]  可以實行出來
[00:09:33.000 --> 00:09:35.000]  大家知道剛剛在過去幾天
[00:09:35.000 --> 00:09:36.000]  舊有一個東寧營
[00:09:36.000 --> 00:09:39.000]  有三天的時間一千一百多位弟兄姊妹
[00:09:39.000 --> 00:09:42.000]  一起在營會裏面很開心地相處
[00:09:42.000 --> 00:09:44.000]  雖然天氣冷
[00:09:44.000 --> 00:09:46.000]  有弟兄姊妹
[00:09:46.000 --> 00:09:48.000]  經常要抱著毛巾
[00:09:48.000 --> 00:09:51.000]  抱著頸巾來聽道
[00:09:51.000 --> 00:09:54.000]  但在當中神透過鄺丙超牧師
[00:09:54.000 --> 00:09:56.000]  帶給我們很寶貴的訊息
[00:09:56.000 --> 00:09:58.000]  他都為我們寫一些文章
[00:09:58.000 --> 00:10:00.000]  在程序表裏面
[00:10:00.000 --> 00:10:03.000]  讓我們明白有關尋求神的道
[00:10:03.000 --> 00:10:05.000]  在當中他提及一件事情
[00:10:05.000 --> 00:10:07.000]  就是提及穆勒先生
[00:10:07.000 --> 00:10:08.000]  Miller
[00:10:08.000 --> 00:10:09.000]  George Miller
[00:10:09.000 --> 00:10:11.000]  大家知道在一九十九世紀
[00:10:11.000 --> 00:10:13.000]  有一位很重要的先賢
[00:10:13.000 --> 00:10:15.000]  他創辦了孤兒院
[00:10:15.000 --> 00:10:16.000]  憑著信心
[00:10:16.000 --> 00:10:19.000]  神供應孤兒很多的食物
[00:10:19.000 --> 00:10:20.000]  穆勒先生曾經說
[00:10:20.000 --> 00:10:22.000]  他說在我早期的時候
[00:10:22.000 --> 00:10:23.000]  我每早的靈修
[00:10:23.000 --> 00:10:26.000]  多數是先一段時間祈禱
[00:10:26.000 --> 00:10:27.000]  一起身先祈禱
[00:10:27.000 --> 00:10:29.000]  然後跟著讀聖經
[00:10:29.000 --> 00:10:32.000]  但後來他發覺更加合適的方式
[00:10:32.000 --> 00:10:35.000]  就是一起身先讀神的話
[00:10:35.000 --> 00:10:37.000]  然後先祈禱
[00:10:37.000 --> 00:10:39.000]  先聽神的道
[00:10:39.000 --> 00:10:42.000]  然後先為各樣事情去祈求
[00:10:42.000 --> 00:10:46.000]  他就說他會自己先有一段短的祈禱
[00:10:46.000 --> 00:10:48.000]  求神帶領他讀聖經
[00:10:48.000 --> 00:10:52.000]  跟著他就會細細地讀神的話
[00:10:52.000 --> 00:10:56.000]  不是為了要怎樣去研究經文
[00:10:56.000 --> 00:10:58.000]  或者掌握著經文
[00:10:58.000 --> 00:11:00.000]  因為那段時間
[00:11:00.000 --> 00:11:03.000]  是一段靈修的讀經
[00:11:03.000 --> 00:11:05.000]  他表達出
[00:11:05.000 --> 00:11:06.000]  在我讀聖經的時候
[00:11:06.000 --> 00:11:08.000]  我很清楚知道
[00:11:08.000 --> 00:11:11.000]  是為了叫我飢餓的靈魂
[00:11:11.000 --> 00:11:14.000]  可以得到飽足
[00:11:14.000 --> 00:11:16.000]  他知道自己生命的需要
[00:11:16.000 --> 00:11:19.000]  因此他體會他需要神的話
[00:11:19.000 --> 00:11:21.000]  來去供應他
[00:11:21.000 --> 00:11:25.000]  讓他飢餓的靈魂得到飽足
[00:11:25.000 --> 00:11:27.000]  剛剛昨晚我跟一位姊妹聊天
[00:11:27.000 --> 00:11:28.000]  她就說
[00:11:28.000 --> 00:11:30.000]  她的眼睛不太好
[00:11:30.000 --> 00:11:32.000]  她就會多點留心
[00:11:32.000 --> 00:11:35.000]  用一些維他命A
[00:11:35.000 --> 00:11:39.000]  會幫助到自己的眼睛會好一點
[00:11:39.000 --> 00:11:41.000]  有些時候我們察覺自己生活
[00:11:41.000 --> 00:11:44.000]  有一些身體上某一方面的需要
[00:11:44.000 --> 00:11:47.000]  我們都會留意吸收那方面的營養
[00:11:47.000 --> 00:11:49.000]  幫助自己
[00:11:49.000 --> 00:11:52.000]  當你體會到自己的靈魂需要的時候
[00:11:52.000 --> 00:11:54.000]  每一天的靈修的時候
[00:11:54.000 --> 00:12:00.000]  就是讓你的心靈得到天良的飽足
[00:12:00.000 --> 00:12:01.000]  穆勒先生說
[00:12:01.000 --> 00:12:03.000]  當我自己一路讀聖經的時候
[00:12:03.000 --> 00:12:05.000]  我會默想當中的經文
[00:12:05.000 --> 00:12:06.000]  默想的過程中
[00:12:06.000 --> 00:12:08.000]  自然就會以神的話
[00:12:08.000 --> 00:12:12.000]  成為我和神傾談的內容
[00:12:12.000 --> 00:12:14.000]  很自然就會向神禱告
[00:12:14.000 --> 00:12:16.000]  「神啊,我感謝你」
[00:12:16.000 --> 00:12:20.000]  向神自然發出愛心的悔改
[00:12:20.000 --> 00:12:21.000]  亦都自然地祈禱
[00:12:21.000 --> 00:12:26.000]  求神幫助他按照所讀的聖經走出來
[00:12:26.000 --> 00:12:30.000]  在過程中很自然地和神有一種交往
[00:12:30.000 --> 00:12:32.000]  亦都清楚地經歷到
[00:12:32.000 --> 00:12:37.000]  是神的同在的一段時刻
[00:12:37.000 --> 00:12:38.000]  各位弟兄姊妹
[00:12:38.000 --> 00:12:40.000]  當你讀聖經的時候
[00:12:40.000 --> 00:12:44.000]  你會感受到神的話一路引導你的內心
[00:12:44.000 --> 00:12:46.000]  你都向祂尋求
[00:12:46.000 --> 00:12:47.000]  而在禱告當中
[00:12:47.000 --> 00:12:50.000]  去經歷神怎樣聽你的禱告
[00:12:50.000 --> 00:12:52.000]  正如大家剛才聽到
[00:12:52.000 --> 00:12:53.000]  姐妹們的見證的時候
[00:12:53.000 --> 00:12:57.000]  聖經的話引導我們內心向神尋求
[00:12:57.000 --> 00:13:00.000]  以至我們得著神要給我們的恩惠
[00:13:00.000 --> 00:13:03.000]  經歷祂給我們的豐富
[00:13:03.000 --> 00:13:04.000]  很多基督徒順序之後
[00:13:04.000 --> 00:13:06.000]  感到自己的生命
[00:13:06.000 --> 00:13:08.000]  好像仍然很呆滯
[00:13:08.000 --> 00:13:10.000]  不能夠真正成長
[00:13:10.000 --> 00:13:12.000]  一個很簡單
[00:13:12.000 --> 00:13:14.000]  很核心的原因
[00:13:14.000 --> 00:13:17.000]  就是沒有神的話
[00:13:17.000 --> 00:13:20.000]  聖經舊約何西亞書一句話說
[00:13:20.000 --> 00:13:22.000]  「我的民」
[00:13:22.000 --> 00:13:24.000]  神說到他的意識
[00:13:24.000 --> 00:13:30.000]  「我的民因為沒有知識而滅亡」
[00:13:30.000 --> 00:13:31.000]  沒有神的話
[00:13:31.000 --> 00:13:34.000]  我們的生命不會成長
[00:13:34.000 --> 00:13:35.000]  沒有神的話
[00:13:35.000 --> 00:13:37.000]  我們甚至會滅亡
[00:13:37.000 --> 00:13:39.000]  這裡不單單是說
[00:13:39.000 --> 00:13:41.000]  星期日你回來聽神的道
[00:13:41.000 --> 00:13:42.000]  而是你每一天
[00:13:42.000 --> 00:13:46.000]  領受神給你生命的慰養
[00:13:46.000 --> 00:13:47.000]  供應
[00:13:47.000 --> 00:13:48.000]  而讓你的生命
[00:13:48.000 --> 00:13:52.000]  可以一路經歷神的同在而成長
[00:13:52.000 --> 00:13:54.000]  我們再看下面的經文
[00:13:54.000 --> 00:13:56.000]  當事人求神給他悟性
[00:13:56.000 --> 00:13:58.000]  然後他再祈禱
[00:13:58.000 --> 00:14:01.000]  第36節
[00:14:01.000 --> 00:14:05.000]  求祢使我的心傾向祢的法道
[00:14:05.000 --> 00:14:07.000]  不傾向不義之財
[00:14:07.000 --> 00:14:11.000]  求祢使我轉眼不看虛空的事
[00:14:11.000 --> 00:14:15.000]  又使我在祢的道中存活
[00:14:15.000 --> 00:14:17.000]  當你看這段經文的時候
[00:14:17.000 --> 00:14:18.000]  你會發覺
[00:14:18.000 --> 00:14:19.000]  其實是明白
[00:14:19.000 --> 00:14:20.000]  有很多其他的事情
[00:14:20.000 --> 00:14:22.000]  吸引他的心
[00:14:22.000 --> 00:14:26.000]  有些事情會將他的心拉走了
[00:14:26.000 --> 00:14:28.000]  是那些什麼事呢?
[00:14:28.000 --> 00:14:30.000]  是那些不義之財
[00:14:30.000 --> 00:14:32.000]  傾向了不義之財
[00:14:32.000 --> 00:14:33.000]  去尋求一些
[00:14:33.000 --> 00:14:35.000]  不是按照神的心意
[00:14:35.000 --> 00:14:37.000]  要賺取的金錢
[00:14:37.000 --> 00:14:40.000]  會將他的心奪取了
[00:14:40.000 --> 00:14:43.000]  又或者是那些虛空的事
[00:14:43.000 --> 00:14:46.000]  虛空的意思是一些沒有價值的事
[00:14:46.000 --> 00:14:48.000]  英文的翻譯是worthless
[00:14:48.000 --> 00:14:50.000]  沒有價值的事
[00:14:50.000 --> 00:14:53.000]  那些事情會將我們的心拉走
[00:14:53.000 --> 00:14:55.000]  轉向這些事情
[00:14:55.000 --> 00:14:56.000]  所以使人就求神
[00:14:56.000 --> 00:14:59.000]  求祢讓我傾向祢的法道
[00:14:59.000 --> 00:15:01.000]  使我的眼轉眼
[00:15:01.000 --> 00:15:05.000]  向神的說話
[00:15:05.000 --> 00:15:08.000]  大家會記得當初耶穌在曠野
[00:15:08.000 --> 00:15:10.000]  被撒旦試探的時候
[00:15:10.000 --> 00:15:14.000]  當時主人有四十晝夜沒有吃東西
[00:15:14.000 --> 00:15:17.000]  當時你猜他是什麼感覺呢?
[00:15:17.000 --> 00:15:19.000]  四十天沒有吃東西
[00:15:19.000 --> 00:15:22.000]  很餓很飢餓
[00:15:22.000 --> 00:15:24.000]  當時撒旦試探他的時候
[00:15:24.000 --> 00:15:25.000]  看出這種情況
[00:15:25.000 --> 00:15:27.000]  就告訴他知道
[00:15:27.000 --> 00:15:29.000]  如果你是神的兒子
[00:15:29.000 --> 00:15:32.000]  你可以將石頭變成食物
[00:15:32.000 --> 00:15:34.000]  挑戰他的身份
[00:15:34.000 --> 00:15:37.000]  可能我們有一些反應
[00:15:37.000 --> 00:15:39.000]  就會說好
[00:15:39.000 --> 00:15:43.000]  證明給你知道我是神的兒子
[00:15:43.000 --> 00:15:45.000]  其實也不需要怎樣證明
[00:15:45.000 --> 00:15:49.000]  在當時內心一定是很想吃東西
[00:15:49.000 --> 00:15:52.000]  可能有一些反應就是說
[00:15:52.000 --> 00:15:53.000]  上帝
[00:15:53.000 --> 00:15:55.000]  祢也知道我四十天沒有吃東西
[00:15:55.000 --> 00:15:57.000]  我平時不會這樣求的
[00:15:57.000 --> 00:15:59.000]  不過今天祢讓我求一次
[00:15:59.000 --> 00:16:01.000]  祢將石頭變成食物
[00:16:01.000 --> 00:16:03.000]  很多可能的心思會出現
[00:16:03.000 --> 00:16:06.000]  試探來到
[00:16:06.000 --> 00:16:08.000]  當主耶穌面對試探的時候
[00:16:08.000 --> 00:16:12.000]  祂的心轉向神的話
[00:16:12.000 --> 00:16:15.000]  你記得主耶穌怎樣說嗎?
[00:16:15.000 --> 00:16:17.000]  祂說經上記著說
[00:16:17.000 --> 00:16:22.000]  人活著不是單靠食物
[00:16:22.000 --> 00:16:26.000]  而是靠神口裡所出的一切說話
[00:16:26.000 --> 00:16:30.000]  很清楚當主耶穌轉向神的話的時候
[00:16:30.000 --> 00:16:34.000]  祂仍然清楚知道自己是人的一個身份
[00:16:34.000 --> 00:16:39.000]  不會超越這個身份去做一些神不要祂做的事
[00:16:39.000 --> 00:16:41.000]  因此按照神的話
[00:16:41.000 --> 00:16:43.000]  祂避開這個試探
[00:16:43.000 --> 00:16:46.000]  不知道是否在罪當中
[00:16:46.000 --> 00:16:48.000]  我們也會說
[00:16:48.000 --> 00:16:51.000]  我們需要將神的話藏在心裡
[00:16:51.000 --> 00:16:55.000]  然後免得我們得罪神
[00:16:55.000 --> 00:16:58.000]  當有試探、有試驗
[00:16:58.000 --> 00:17:02.000]  或者是有一些惡者的攻擊來到的時候
[00:17:02.000 --> 00:17:08.000]  假設你在路上看到撒旦在你面前出現
[00:17:08.000 --> 00:17:10.000]  他就攻擊你
[00:17:10.000 --> 00:17:15.000]  你知道神的話是聖靈的寶劍
[00:17:15.000 --> 00:17:19.000]  你就自己預備拿出寶劍
[00:17:19.000 --> 00:17:22.000]  跟撒旦戰鬥一下
[00:17:22.000 --> 00:17:24.000]  摸一摸
[00:17:24.000 --> 00:17:27.000]  咦?寶劍留在家裡
[00:17:27.000 --> 00:17:29.000]  然後對著撒旦說
[00:17:29.000 --> 00:17:35.000]  你等等,且慢,我回家拿把刀出來
[00:17:35.000 --> 00:17:37.000]  我相信當你還沒有轉身
[00:17:37.000 --> 00:17:41.000]  你已經死在刀下了
[00:17:41.000 --> 00:17:45.000]  如果你不是將神的話藏在心裡
[00:17:45.000 --> 00:17:50.000]  你怎樣能夠常常轉向神的話呢?
[00:17:50.000 --> 00:17:54.000]  你怎樣能勝過很多世上不同的試探
[00:17:54.000 --> 00:17:58.000]  怎樣能夠站在真理裡面
[00:17:58.000 --> 00:18:02.000]  當我們說到弟兄姊妹每一天讀神的話的時候
[00:18:02.000 --> 00:18:06.000]  不是一些可有可無的事
[00:18:06.000 --> 00:18:10.000]  可能你已經聽過很多人勸告你
[00:18:10.000 --> 00:18:13.000]  常常靈修讀神的話
[00:18:13.000 --> 00:18:16.000]  因為真是你的需要
[00:18:16.000 --> 00:18:21.000]  因為真是我們生命每一天的需要
[00:18:21.000 --> 00:18:23.000]  因為整個說話在你生命當中
[00:18:23.000 --> 00:18:25.000]  不單叫你可以豐盛
[00:18:25.000 --> 00:18:30.000]  而且可以讓你勝過一切的試探和邪惡
[00:18:30.000 --> 00:18:35.000]  所以詩人說:求你使我心傾向你的法道
[00:18:35.000 --> 00:18:38.000]  傾向是表示一種轉向
[00:18:38.000 --> 00:18:40.000]  一種倚靠
[00:18:40.000 --> 00:18:43.000]  英文用一個字叫做Inclination
[00:18:43.000 --> 00:18:46.000]  是心傾向上帝
[00:18:46.000 --> 00:18:49.000]  是說一種時常的狀態
[00:18:49.000 --> 00:18:53.000]  心是常常轉向神的話
[00:18:53.000 --> 00:18:57.000]  以致他可以在神的道中存活
[00:18:57.000 --> 00:18:59.000]  你再看三十七節
[00:18:59.000 --> 00:19:04.000]  有小我在你的道中存活
[00:19:04.000 --> 00:19:06.000]  能夠可以活在神的面前
[00:19:06.000 --> 00:19:10.000]  領受生命的恩惠
[00:19:10.000 --> 00:19:13.000]  我記得自己一件事情
[00:19:13.000 --> 00:19:16.000]  有一次自己讀聖經的時候
[00:19:16.000 --> 00:19:19.000]  在那段日子有些身體的軟弱
[00:19:19.000 --> 00:19:22.000]  也有些掛心
[00:19:22.000 --> 00:19:25.000]  讀聖經的時候讀到保羅所說
[00:19:25.000 --> 00:19:30.000]  神的能力在人的軟弱上顯得完全
[00:19:30.000 --> 00:19:32.000]  大家都熟悉這節經文
[00:19:32.000 --> 00:19:34.000]  但我讀它的時候
