
[00:00:00.000 --> 00:00:02.000]  多謝神的恩典
[00:02:21.000 --> 00:02:24.000]  有一個觀念很特別叫產後抑鬱症
[00:02:24.000 --> 00:02:27.000]  我想倒數三四十年前
[00:02:27.000 --> 00:02:29.000]  我們不是很明白這個字眼
[00:02:29.000 --> 00:02:31.000]  這是一個很重要的課題
[00:02:31.000 --> 00:02:32.000]  我看過很多材料
[00:02:32.000 --> 00:02:34.000]  我找一個比較可靠的材料
[00:02:34.000 --> 00:02:35.000]  是人安醫院的網頁
[00:02:35.000 --> 00:02:37.000]  你們可以上去找
[00:02:37.000 --> 00:02:41.000]  他說分娩後的精神病有0.1%
[00:02:41.000 --> 00:02:45.000]  產後抑鬱症的母親大概有10%
[00:02:45.000 --> 00:02:48.000]  產後沮喪的有30%到50%
[00:02:48.000 --> 00:02:50.000]  我看其他的資料還多一些
[00:02:50.000 --> 00:02:52.000]  不過這是醫院發的網頁
[00:02:52.000 --> 00:02:54.000]  我就拿它來做根據
[00:02:54.000 --> 00:02:56.000]  我從來都沒有想過這麼厲害
[00:02:56.000 --> 00:02:59.000]  產後沮喪都有30%到50%
[00:02:59.000 --> 00:03:01.000]  幾乎一半的姐妹
[00:03:01.000 --> 00:03:03.000]  或者一半的女士
[00:03:03.000 --> 00:03:06.000]  母親患上抑鬱症之後
[00:03:06.000 --> 00:03:11.000]  你可以說她有很多其他的困難
[00:03:11.000 --> 00:03:13.000]  但我們會問什麼原因
[00:03:13.000 --> 00:03:15.000]  可能醫生就會說
[00:03:15.000 --> 00:03:18.000]  可能是她賀爾蒙分泌不同了
[00:03:18.000 --> 00:03:20.000]  或者她照顧嬰孩很有壓力
[00:03:20.000 --> 00:03:26.000]  這些對於我們50、60年代出生的人
[00:03:26.000 --> 00:03:27.000]  不是很明白的
[00:03:27.000 --> 00:03:29.000]  因為那時候我們的兄弟姐妹
[00:03:29.000 --> 00:03:32.000]  或者可能一排
[00:03:32.000 --> 00:03:36.000]  三、四歲的背著幾個月
[00:03:36.000 --> 00:03:39.000]  你明白嗎
[00:03:39.000 --> 00:03:43.000]  我們不是很明白照顧孩子的壓力
[00:03:43.000 --> 00:03:45.000]  每個人都是這樣的
[00:03:45.000 --> 00:03:46.000]  天生天養的
[00:03:46.000 --> 00:03:48.000]  我看回網頁
[00:03:48.000 --> 00:03:50.000]  有一個這樣的報導
[00:03:50.000 --> 00:03:52.000]  有一位女士40歲
[00:03:52.000 --> 00:03:55.000]  她是公司的管理層的人
[00:03:55.000 --> 00:03:58.000]  也都事業有一定的成果
[00:03:58.000 --> 00:04:00.000]  她有兩個小孩
[00:04:00.000 --> 00:04:01.000]  一個6個月
[00:04:01.000 --> 00:04:03.000]  一個6歲
[00:04:03.000 --> 00:04:06.000]  她每天要應付很繁重的工作
[00:04:06.000 --> 00:04:09.000]  回到家裡要幫她大兒子檢查功課
[00:04:09.000 --> 00:04:12.000]  現在媽媽要做這個職責
[00:04:12.000 --> 00:04:15.000]  又要想說母乳育嬰
[00:04:15.000 --> 00:04:17.000]  小兒子又母乳育嬰
[00:04:17.000 --> 00:04:20.000]  但是奈何奶水不夠
[00:04:20.000 --> 00:04:22.000]  她就很苦惱這件事
[00:04:22.000 --> 00:04:25.000]  她對於在公司或者對於家庭
[00:04:25.000 --> 00:04:27.000]  都不能夠全程投入
[00:04:27.000 --> 00:04:29.000]  她覺得很虧欠
[00:04:29.000 --> 00:04:31.000]  因為這個人應該有要求
[00:04:31.000 --> 00:04:33.000]  加上她丈夫不是很懂得體諒她
[00:04:33.000 --> 00:04:35.000]  所以她的壓力就越來越大
[00:04:35.000 --> 00:04:37.000]  以致到經常發惡夢
[00:04:37.000 --> 00:04:39.000]  情緒很緊張
[00:04:39.000 --> 00:04:42.000]  也可以說是過度的擔憂
[00:04:42.000 --> 00:04:44.000]  子女成長的事
[00:04:44.000 --> 00:04:46.000]  她很難放鬆自己
[00:04:46.000 --> 00:04:48.000]  最後她患上抑鬱症
[00:04:48.000 --> 00:04:51.000]  我想這些個案都有普遍性
[00:04:51.000 --> 00:04:53.000]  根據資料顯示
[00:04:53.000 --> 00:04:58.000]  原來35到45歲的年齡群組是高危的
[00:04:58.000 --> 00:05:04.000]  我就想今天有沒有35到45歲的姐妹在這裡
[00:05:04.000 --> 00:05:06.000]  這個年齡的在職
[00:05:06.000 --> 00:05:08.000]  我用這個在職媽媽
[00:05:08.000 --> 00:05:10.000]  你在家裡也是有自己的職業
[00:05:10.000 --> 00:05:12.000]  家庭主婦也是一個職業
[00:05:12.000 --> 00:05:15.000]  這些在職的媽媽在職場上
[00:05:15.000 --> 00:05:18.000]  理論上她都已經不是初出道
[00:05:18.000 --> 00:05:20.000]  有一定的資歷
[00:05:20.000 --> 00:05:22.000]  工作的壓力一定很大
[00:05:22.000 --> 00:05:25.000]  上班也不知道幾點鐘下班那種
[00:05:25.000 --> 00:05:27.000]  今天有另一篇文章
[00:05:27.000 --> 00:05:29.000]  講到三位的年青媽媽
[00:05:29.000 --> 00:05:30.000]  她的分享
[00:05:30.000 --> 00:05:34.000]  她說我每天都要處理小孩起床上學
[00:05:34.000 --> 00:05:37.000]  原來起床上學也是一件很大的擔子
[00:05:37.000 --> 00:05:39.000]  還有晚上睡覺
[00:05:39.000 --> 00:05:40.000]  即是睡在床上
[00:05:40.000 --> 00:05:42.000]  都已經消耗了她很多氣力
[00:05:42.000 --> 00:05:44.000]  我不知道這些有多真實
[00:05:44.000 --> 00:05:46.000]  有些人很簡單
[00:05:46.000 --> 00:05:48.000]  她說很容易臭
[00:05:48.000 --> 00:05:50.000]  小孩早上一個命令就起床
[00:05:50.000 --> 00:05:53.000]  接著吃完早餐穿完衣服就上學
[00:05:53.000 --> 00:05:54.000]  很簡單
[00:05:54.000 --> 00:05:56.000]  或者晚上時間到就睡覺
[00:05:56.000 --> 00:05:58.000]  這樣吧
[00:05:58.000 --> 00:06:00.000]  但有些就不是
[00:06:00.000 --> 00:06:02.000]  而另一方面
[00:06:02.000 --> 00:06:05.000]  媽媽又對子女有期望
[00:06:05.000 --> 00:06:08.000]  我想現在這個年代的媽媽很有期望
[00:06:08.000 --> 00:06:10.000]  我們小時候
[00:06:10.000 --> 00:06:12.000]  那些媽媽爸爸
[00:06:12.000 --> 00:06:14.000]  說真的沒有什麼期望
[00:06:14.000 --> 00:06:15.000]  讀到書就讀到
[00:06:15.000 --> 00:06:16.000]  讀不到就出去工作
[00:06:16.000 --> 00:06:17.000]  這麼簡單
[00:06:17.000 --> 00:06:20.000]  沒有期望也沒有壓力
[00:06:20.000 --> 00:06:26.000]  所以當小孩不能達到她的期望的時候
[00:06:26.000 --> 00:06:28.000]  你一定要調整你的想法
[00:06:28.000 --> 00:06:30.000]  很自然
[00:06:30.000 --> 00:06:32.000]  有一個媽媽她分享
[00:06:32.000 --> 00:06:34.000]  我首先要做回自己
[00:06:34.000 --> 00:06:37.000]  我才有勇氣讓兒子做回自己
[00:06:37.000 --> 00:06:39.000]  這句很深
[00:06:39.000 --> 00:06:44.000]  如果我是活在別人的影子之下
[00:06:44.000 --> 00:06:46.000]  我要實現別人對我的期望
[00:06:46.000 --> 00:06:48.000]  我怎麼可以有自由
[00:06:48.000 --> 00:06:51.000]  也放心讓我的子女有自由呢
[00:06:51.000 --> 00:06:53.000]  真的很有智慧
[00:06:53.000 --> 00:06:55.000]  因為社會好像有一種期望
[00:06:55.000 --> 00:06:57.000]  你不跟就有問題
[00:06:57.000 --> 00:07:01.000]  這才是一個難處
[00:07:01.000 --> 00:07:02.000]  這三個媽媽
[00:07:02.000 --> 00:07:03.000]  年輕的媽媽
[00:07:03.000 --> 00:07:04.000]  大家不認識的
[00:07:04.000 --> 00:07:06.000]  在網上結盟
[00:07:06.000 --> 00:07:08.000]  成立了一個讀書小組
[00:07:08.000 --> 00:07:10.000]  互相分享互相支持
[00:07:10.000 --> 00:07:11.000]  多好
[00:07:11.000 --> 00:07:13.000]  另外一篇舊的文章
[00:07:13.000 --> 00:07:16.000]  香港家庭計劃指導會的網頁
[00:07:16.000 --> 00:07:18.000]  有一份專題文章
[00:07:18.000 --> 00:07:20.000]  做個稱職上班族媽媽
[00:07:20.000 --> 00:07:22.000]  這些文字多現代化
[00:07:22.000 --> 00:07:26.000]  第一段講到在職媽媽的感受
[00:07:26.000 --> 00:07:29.000]  每天在職場上拼搏
[00:07:29.000 --> 00:07:32.000]  回到家裡又希望有一個寧靜的空間
[00:07:32.000 --> 00:07:33.000]  可以自己休息
[00:07:33.000 --> 00:07:35.000]  然後就晚上
[00:07:35.000 --> 00:07:37.000]  家裡還有很多事情沒做
[00:07:37.000 --> 00:07:39.000]  小朋友健不健康
[00:07:39.000 --> 00:07:41.000]  功課如何
[00:07:41.000 --> 00:07:43.000]  雪櫃的東西補充了嗎
[00:07:43.000 --> 00:07:46.000]  我們的工人今天表現稱不稱職
[00:07:46.000 --> 00:07:48.000]  幾個星期沒回家吃飯
[00:07:48.000 --> 00:07:50.000]  即是她父母的家
[00:07:50.000 --> 00:07:52.000]  不知道他們還愛不愛我呢
[00:07:52.000 --> 00:07:55.000]  這些只是他們的感受
[00:07:55.000 --> 00:07:57.000]  我將他們五點的參考
[00:07:57.000 --> 00:08:00.000]  節錄加我一點點的文字
[00:08:00.000 --> 00:08:02.000]  第一就是時間管理
[00:08:02.000 --> 00:08:05.000]  有效的處理那些很小事
[00:08:05.000 --> 00:08:08.000]  我想做媽媽也有很多小事
[00:08:08.000 --> 00:08:11.000]  有時我們都說你家裡做什麼
[00:08:11.000 --> 00:08:13.000]  很多事情你不知道
[00:08:13.000 --> 00:08:15.000]  你告訴我你做什麼
[00:08:15.000 --> 00:08:16.000]  其實可能也說不出
[00:08:16.000 --> 00:08:18.000]  很多小事
[00:08:18.000 --> 00:08:21.000]  你要讓你自己做完那些小事
[00:08:21.000 --> 00:08:25.000]  有更多空間去處理人際關係的事
[00:08:25.000 --> 00:08:28.000]  這是很對的道理
[00:08:28.000 --> 00:08:29.000]  不夠休息時間
[00:08:29.000 --> 00:08:31.000]  經常睡覺
[00:08:31.000 --> 00:08:33.000]  休息時間預留一些
[00:08:33.000 --> 00:08:36.000]  完全屬於給自己的時間空間
[00:08:36.000 --> 00:08:38.000]  是不是很奢侈
[00:08:38.000 --> 00:08:40.000]  所以我坐船經常睡覺
[00:08:40.000 --> 00:08:43.000]  我也看到周圍的人都在睡覺
[00:08:43.000 --> 00:08:45.000]  是很辛苦經常睡不著
[00:08:45.000 --> 00:08:49.000]  第三要尋求協助和支援去分擔困難
[00:08:49.000 --> 00:08:51.000]  即是千萬不要一個人死定
[00:08:51.000 --> 00:08:53.000]  也要懂得拒絕
[00:08:53.000 --> 00:08:55.000]  適當地去拒絕那些
[00:08:55.000 --> 00:08:57.000]  別人無盡的要求
[00:08:57.000 --> 00:08:59.000]  這個真的很高智慧
[00:08:59.000 --> 00:09:01.000]  好像上班一樣
[00:09:01.000 --> 00:09:03.000]  你不做一大群人排著等著做
[00:09:03.000 --> 00:09:06.000]  那你拒絕什麼呢
[00:09:06.000 --> 00:09:10.000]  另外你要找信賴的人去幫助你照顧小朋友
[00:09:10.000 --> 00:09:11.000]  很重要的
[00:09:11.000 --> 00:09:13.000]  所以你會發覺現在的長者
[00:09:13.000 --> 00:09:16.000]  是很有存在價值的
[00:09:16.000 --> 00:09:18.000]  長者他們的
[00:09:18.000 --> 00:09:20.000]  我長洲的朋友
[00:09:20.000 --> 00:09:22.000]  有一個
[00:09:22.000 --> 00:09:23.000]  他帶兩個孫子
[00:09:23.000 --> 00:09:26.000]  帶到他入小學才有空去旅行
[00:09:26.000 --> 00:09:28.000]  他能夠有空間去旅行
[00:09:28.000 --> 00:09:30.000]  是他的子女放他假的
[00:09:30.000 --> 00:09:32.000]  通常是這樣的
[00:09:32.000 --> 00:09:34.000]  我一方面欣賞他們
[00:09:34.000 --> 00:09:36.000]  一點都不覺得生活單調
[00:09:36.000 --> 00:09:38.000]  每天都有很多事等著他
[00:09:38.000 --> 00:09:39.000]  一個族
[00:09:39.000 --> 00:09:41.000]  更有趣一個族幼稚園一個小學
[00:09:41.000 --> 00:09:43.000]  不同地點的
[00:09:43.000 --> 00:09:45.000]  他要出動兩個人去帶
[00:09:45.000 --> 00:09:48.000]  早上爺爺帶他去小學
[00:09:48.000 --> 00:09:50.000]  奶奶帶他去幼稚園
[00:09:50.000 --> 00:09:51.000]  很有趣
[00:09:51.000 --> 00:09:53.000]  他們每天都是這樣
[00:09:53.000 --> 00:09:55.000]  連續好幾年
[00:09:55.000 --> 00:09:56.000]  另外就是說
[00:09:56.000 --> 00:10:00.000]  你要很清楚地說出你的期望
[00:10:00.000 --> 00:10:02.000]  免至一些不必要的衝突
[00:10:02.000 --> 00:10:06.000]  因為教子女每個人的標準都不一樣
[00:10:06.000 --> 00:10:07.000]  就算父母
[00:10:07.000 --> 00:10:08.000]  即是你岳父岳母
[00:10:08.000 --> 00:10:09.000]  你爸爸媽媽
[00:10:09.000 --> 00:10:11.000]  和你的標準都不一樣
[00:10:11.000 --> 00:10:13.000]  大家說得清楚一點
[00:10:13.000 --> 00:10:14.000]  這樣就會好一點
[00:10:14.000 --> 00:10:15.000]  另外一樣東西
[00:10:15.000 --> 00:10:18.000]  不要完全依賴傭人
[00:10:18.000 --> 00:10:19.000]  你也不要將你的焦點
[00:10:19.000 --> 00:10:21.000]  過分集中在小朋友那裡
[00:10:21.000 --> 00:10:23.000]  這個又很有智慧
[00:10:23.000 --> 00:10:24.000]  因為為什麼呢?
[00:10:24.000 --> 00:10:25.000]  你現在覺得
[00:10:25.000 --> 00:10:28.000]  你的子女是你生命的中心
[00:10:28.000 --> 00:10:30.000]  我不是很灰心
[00:10:30.000 --> 00:10:32.000]  我只是說事實
[00:10:32.000 --> 00:10:34.000]  到你的子女長大了
[00:10:34.000 --> 00:10:37.000]  你就會發現一個字眼很重要
[00:10:37.000 --> 00:10:39.000]  叫做空巢
[00:10:39.000 --> 00:10:41.000]  空巢期的時候
[00:10:41.000 --> 00:10:42.000]  你會發覺
[00:10:42.000 --> 00:10:43.000]  如果你的人生的焦點
[00:10:43.000 --> 00:10:45.000]  只是放在你的子女裡面
[00:10:45.000 --> 00:10:46.000]  到某個時間
[00:10:46.000 --> 00:10:49.000]  他已經不是你人生的焦點
[00:10:49.000 --> 00:10:51.000]  那你就有空虛了
[00:10:51.000 --> 00:10:52.000]  所以不是說不拼
[00:10:52.000 --> 00:10:55.000]  不是說不應該放重在子女那裡
[00:10:55.000 --> 00:10:56.000]  但是點為之適當
[00:10:56.000 --> 00:10:58.000]  真的要祈禱
[00:10:58.000 --> 00:10:59.000]  另外就要
[00:10:59.000 --> 00:11:00.000]  各位姐妹
[00:11:00.000 --> 00:11:01.000]  各位母親
[00:11:01.000 --> 00:11:02.000]  當你的注意力
[00:11:02.000 --> 00:11:04.000]  完全放在你子女那裡的時候
[00:11:04.000 --> 00:11:06.000]  你會不會不太記得
[00:11:06.000 --> 00:11:08.000]  你身邊的那個人呢?
[00:11:08.000 --> 00:11:10.000]  你那個弟兄
[00:11:10.000 --> 00:11:11.000]  你那個丈夫
[00:11:11.000 --> 00:11:14.000]  他也是容易受傷的男人
[00:11:14.000 --> 00:11:17.000]  你不關心他
[00:11:17.000 --> 00:11:20.000]  他會有一點失落的
[00:11:20.000 --> 00:11:21.000]  是不是?
[00:11:21.000 --> 00:11:24.000]  因為雙方都是愛的傳源
[00:11:24.000 --> 00:11:26.000]  所以我很明白母親
[00:11:26.000 --> 00:11:27.000]  就會說
[00:11:27.000 --> 00:11:28.000]  我家除了有兒子
[00:11:28.000 --> 00:11:30.000]  我還有一個大兒子
[00:11:30.000 --> 00:11:31.000]  我丈夫就是我大兒子
[00:11:31.000 --> 00:11:33.000]  要被我照顧
[00:11:33.000 --> 00:11:34.000]  是不是?
[00:11:34.000 --> 00:11:36.000]  過去在母親節的時候
[00:11:36.000 --> 00:11:39.000]  我都會想起我的母親
[00:11:39.000 --> 00:11:42.000]  回想到60年代
[00:11:42.000 --> 00:11:43.000]  經過幾十年到現在
[00:11:43.000 --> 00:11:45.000]  我想到的母親
[00:11:45.000 --> 00:11:46.000]  我母親節想到的母親
[00:11:46.000 --> 00:11:48.000]  都是90歲以上
[00:11:48.000 --> 00:11:50.000]  這次令我發現
[00:11:50.000 --> 00:11:51.000]  不是的
[00:11:51.000 --> 00:11:54.000]  現在是35到45歲的母親
[00:11:54.000 --> 00:11:55.000]  在職的母親
[00:11:55.000 --> 00:11:57.000]  是叫弱勢群體
[00:11:57.000 --> 00:12:00.000]  用這個字眼都不太對
[00:12:00.000 --> 00:12:01.000]  所以我就很希望
[00:12:01.000 --> 00:12:02.000]  從聖經裡面
[00:12:02.000 --> 00:12:04.000]  找到一些特別的信息
[00:12:04.000 --> 00:12:08.000]  回應這個35到45歲的母親群組
[00:12:08.000 --> 00:12:09.000]  不過我都預了
[00:12:09.000 --> 00:12:12.000]  我們今天崇拜的姐妹當中
[00:12:12.000 --> 00:12:14.000]  這個年齡群組不是很多
[00:12:14.000 --> 00:12:16.000]  不要緊
[00:12:16.000 --> 00:12:17.000]  當然母親節的信息
[00:12:17.000 --> 00:12:20.000]  對所有年齡層的母親是有意義的
[00:12:20.000 --> 00:12:22.000]  不過我希望大家今天
[00:12:22.000 --> 00:12:24.000]  換一換另一個角度去看看
[00:12:24.000 --> 00:12:26.000]  今天的母親
[00:12:26.000 --> 00:12:27.000]  或者今天的母親節
[00:12:27.000 --> 00:12:29.000]  第二方面我想說的是
[00:12:29.000 --> 00:12:31.000]  母親的屬靈保護
[00:12:31.000 --> 00:12:33.000]  原來母親節的來由
[00:12:33.000 --> 00:12:34.000]  在美國
[00:12:34.000 --> 00:12:37.000]  最早有關母親節的記載
[00:12:37.000 --> 00:12:38.000]  是1872年
[00:12:38.000 --> 00:12:40.000]  在茱麗亞提出
[00:12:40.000 --> 00:12:42.000]  在波士頓的地方舉行
[00:12:42.000 --> 00:12:44.000]  母親節的聚會
[00:12:44.000 --> 00:12:47.000]  1907年費城的安娜
[00:12:47.000 --> 00:12:50.000]  就說服了西維珍尼亞州的教會
[00:12:50.000 --> 00:12:53.000]  說你舉辦一個母親節慶祝活動
[00:12:53.000 --> 00:12:56.000]  她寫信給當時的部長
[00:12:56.000 --> 00:12:57.000]  企業家 政治家
[00:12:57.000 --> 00:12:59.000]  希望他們支持
[00:12:59.000 --> 00:13:01.000]  讓母親節成為一個法定的節日
[00:13:01.000 --> 00:13:05.000]  1913年美國國會通過了一份議案
[00:13:05.000 --> 00:13:08.000]  就說每年的5月第二個禮拜日
[00:13:08.000 --> 00:13:10.000]  就做母親節
[00:13:10.000 --> 00:13:12.000]  慢慢流傳下來
[00:13:12.000 --> 00:13:14.000]  威爾遜總統在1914年
[00:13:14.000 --> 00:13:16.000]  就發表官方聲明
[00:13:16.000 --> 00:13:18.000]  母親節成為全國性的節日
[00:13:18.000 --> 00:13:21.000]  母親節是外國人的節日
[00:13:21.000 --> 00:13:23.000]  首先這件事要說清楚
[00:13:23.000 --> 00:13:28.000]  不過我們都習慣了慶祝母親節
[00:13:28.000 --> 00:13:31.000]  不要管它是什麼國人的節日
[00:13:31.000 --> 00:13:33.000]  你可以做一些孟母節都可以
[00:13:33.000 --> 00:13:34.000]  任你搞
[00:13:34.000 --> 00:13:36.000]  孟母三千
[00:13:36.000 --> 00:13:38.000]  總之今天我想沒有人會反對
[00:13:38.000 --> 00:13:40.000]  慶祝母親節的
[00:13:40.000 --> 00:13:42.000]  不會有人反對的
[00:13:42.000 --> 00:13:45.000]  我們基督徒慶祝母親節
[00:13:45.000 --> 00:13:49.000]  是不是應該比一般人更加注重的屬靈意義呢
[00:13:49.000 --> 00:13:51.000]  這個是肯定的
[00:13:51.000 --> 00:13:54.000]  聖經裏面有很多偉大的母親
[00:13:54.000 --> 00:13:56.000]  你看看有很多
[00:13:56.000 --> 00:13:58.000]  摩西的媽媽也是
[00:13:58.000 --> 00:14:00.000]  提摩太的媽媽和外祖母都是
[00:14:00.000 --> 00:14:02.000]  這些就不能說了
[00:14:02.000 --> 00:14:05.000]  他們教導他們的子女去認識神
[00:14:05.000 --> 00:14:07.000]  教導子女價值觀
[00:14:07.000 --> 00:14:10.000]  培養子女的人格
[00:14:10.000 --> 00:14:12.000]  社會的價值可以是很世俗的
[00:14:12.000 --> 00:14:14.000]  世俗不一定是壞的
[00:14:14.000 --> 00:14:16.000]  我們基本上活在世界的
[00:14:16.000 --> 00:14:20.000]  但是我們都知道現在是用什麼做標準
[00:14:20.000 --> 00:14:22.000]  用成功做一個標準
[00:14:22.000 --> 00:14:23.000]  這個是肯定的
[00:14:23.000 --> 00:14:24.000]  不是說她錯了
[00:14:24.000 --> 00:14:26.000]  而是我們要去想多一點
[00:14:26.000 --> 00:14:29.000]  作為母親其實是一個價值的守護者
[00:14:29.000 --> 00:14:31.000]  你是不是很崇高
[00:14:31.000 --> 00:14:33.000]  母親其實是很重要的
[00:14:33.000 --> 00:14:36.000]  她是告訴子女對與錯
[00:14:36.000 --> 00:14:39.000]  如果說一點點猶太人的宗教文化歷史
[00:14:39.000 --> 00:14:42.000]  你經常見到男人出去很威風的
[00:14:42.000 --> 00:14:44.000]  開會的長老全部是男的
[00:14:44.000 --> 00:14:48.000]  在市中心在城門口討論偉大的事
[00:14:48.000 --> 00:14:50.000]  那些國家大事男人都會說
[00:14:50.000 --> 00:14:53.000]  但是你不要不知道
[00:14:53.000 --> 00:14:57.000]  猶太人的家庭教育是由婦女執掌的
[00:14:57.000 --> 00:15:00.000]  是那些媽媽去影響他下一代
[00:15:00.000 --> 00:15:03.000]  是宗教活動是男人出來的
[00:15:03.000 --> 00:15:04.000]  那你就明白了
[00:15:04.000 --> 00:15:06.000]  所以一個家庭裏面
[00:15:06.000 --> 00:15:10.000]  她是不是能夠孕育到一個人才
[00:15:10.000 --> 00:15:12.000]  或者是好的下一代呢
[00:15:12.000 --> 00:15:15.000]  就不是出去開會的爸爸的貢獻這麼簡單
[00:15:15.000 --> 00:15:17.000]  是家裏的媽媽
[00:15:17.000 --> 00:15:19.000]  是教她做人處事的道理
[00:15:19.000 --> 00:15:21.000]  這些大家應該明白
[00:15:21.000 --> 00:15:25.000]  所以媽媽是一個價值的守護者
[00:15:25.000 --> 00:15:26.000]  可能她對律法
[00:15:26.000 --> 00:15:29.000]  猶太人的律法更加之緊張
[00:15:29.000 --> 00:15:31.000]  你不可以說謊
[00:15:31.000 --> 00:15:33.000]  你不可以這樣做錯
[00:15:33.000 --> 00:15:35.000]  這些是很重要的
[00:15:35.000 --> 00:15:37.000]  例如我們這樣說
[00:15:37.000 --> 00:15:40.000]  我們經常聽我們以前的老師說
[00:15:40.000 --> 00:15:41.000]  做父母的
[00:15:41.000 --> 00:15:44.000]  如果你對你自己的父母不尊敬
[00:15:44.000 --> 00:15:45.000]  是你小心的
[00:15:45.000 --> 00:15:48.000]  將來你生出來的那個
[00:15:48.000 --> 00:15:50.000]  可以一樣的頂你
[00:15:50.000 --> 00:15:52.000]  這些我們從小就聽
[00:15:52.000 --> 00:15:54.000]  所以你可以想一下
[00:15:54.000 --> 00:15:56.000]  這些事情是會循環的
[00:15:56.000 --> 00:15:59.000]  母親作為一個價值的守護者
[00:15:59.000 --> 00:16:03.000]  其實就是表示你對小朋友
[00:16:03.000 --> 00:16:04.000]  對你自己
[00:16:04.000 --> 00:16:06.000]  對你丈夫的父母
[00:16:06.000 --> 00:16:07.000]  你自己的父母
[00:16:07.000 --> 00:16:08.000]  你丈夫的父母
[00:16:08.000 --> 00:16:10.000]  都要表示尊敬
[00:16:10.000 --> 00:16:11.000]  很重要
[00:16:11.000 --> 00:16:13.000]  我舉一些我個人見到的例子
[00:16:13.000 --> 00:16:15.000]  在巴士在渡輪上
[00:16:15.000 --> 00:16:17.000]  我經常見到小朋友
[00:16:17.000 --> 00:16:19.000]  和長者一起
[00:16:19.000 --> 00:16:22.000]  我就假設應該是他爺爺奶奶公公婆婆
[00:16:22.000 --> 00:16:25.000]  我經常聽到小朋友說
