
[00:00:00.000 --> 00:00:03.280]  預備的時候的重點有四大點
[00:06:41.280 --> 00:06:43.280]  是這樣寫出來的
[00:06:43.280 --> 00:06:46.280]  彷如九章三節
[00:06:46.280 --> 00:06:48.280]  那個生來的黑眼
[00:06:48.280 --> 00:06:49.280]  是要什麼
[00:06:49.280 --> 00:06:51.280]  顯出神的作為
[00:06:51.280 --> 00:06:53.280]  顯出神的作為
[00:06:53.280 --> 00:06:58.280]  約翰說
[00:06:58.280 --> 00:07:00.280]  耶穌愛這個家庭
[00:07:00.280 --> 00:07:01.280]  愛到一個地步
[00:07:01.280 --> 00:07:04.280]  容許不幸的事發生在這個家庭身上
[00:07:04.280 --> 00:07:07.280]  是為了上帝的榮耀
[00:07:07.280 --> 00:07:09.280]  我們從來都不會這樣想的
[00:07:09.280 --> 00:07:10.280]  其實是這樣的
[00:07:10.280 --> 00:07:12.280]  我們從來不會這樣想的
[00:07:12.280 --> 00:07:15.280]  我們不會這樣說
[00:07:15.280 --> 00:07:16.280]  原來一個愛
[00:07:16.280 --> 00:07:18.280]  神的愛是這樣的愛
[00:07:18.280 --> 00:07:19.280]  神的愛
[00:07:19.280 --> 00:07:20.280]  愛到一個地步
[00:07:20.280 --> 00:07:22.280]  是容許不幸的事件
[00:07:22.280 --> 00:07:24.280]  臨在神所愛的兒女身上
[00:07:24.280 --> 00:07:26.280]  我們不會這樣想的
[00:07:26.280 --> 00:07:28.280]  神的愛是這樣的愛嗎
[00:07:28.280 --> 00:07:31.280]  好像我經常背那節經文
[00:07:31.280 --> 00:07:33.280]  萬事都互相效力
[00:07:33.280 --> 00:07:35.280]  叫愛神的人得一處
[00:07:35.280 --> 00:07:36.280]  經常會背的
[00:07:36.280 --> 00:07:37.280]  《皇萬書八章》二十八節
[00:07:37.280 --> 00:07:39.280]  萬事都互相效力
[00:07:39.280 --> 00:07:40.280]  叫愛神的人
[00:07:40.280 --> 00:07:44.280]  叫瑪大瑪利亞愛神的人
[00:07:44.280 --> 00:07:46.280]  因著拉撒路的死亡得一處
[00:07:46.280 --> 00:07:47.280]  我們不會這樣想的
[00:07:48.280 --> 00:07:50.280]  怎會這樣想的
[00:07:50.280 --> 00:07:53.280]  怎會一件不幸的事件
[00:07:53.280 --> 00:07:55.280]  能夠彰顯到神的榮耀
[00:07:55.280 --> 00:07:57.280]  彰顯到神自己
[00:07:57.280 --> 00:07:59.280]  特別是耶穌自己
[00:07:59.280 --> 00:08:01.280]  多麼的厲害
[00:08:01.280 --> 00:08:02.280]  多麼的棒
[00:08:02.280 --> 00:08:04.280]  我們不會這樣想的
[00:08:04.280 --> 00:08:05.280]  怎會的
[00:08:05.280 --> 00:08:09.280]  再說下去
[00:08:09.280 --> 00:08:10.280]  特別的是
[00:08:10.280 --> 00:08:11.280]  一項很特別的
[00:08:11.280 --> 00:08:13.280]  他說到一件事件
[00:08:13.280 --> 00:08:15.280]  拉撒路的事件
[00:08:15.280 --> 00:08:17.280]  是為了很多人的
[00:08:17.280 --> 00:08:19.280]  是為了很多人的緣故
[00:08:19.280 --> 00:08:23.280]  而容許這件事發生的
[00:08:23.280 --> 00:08:24.280]  第十四第十五節
[00:08:24.280 --> 00:08:26.280]  這件事件是為了門徒
[00:08:26.280 --> 00:08:29.280]  第四十節是為了瑪大
[00:08:29.280 --> 00:08:31.280]  第四十二節是為了群眾
[00:08:31.280 --> 00:08:33.280]  也就是說
[00:08:33.280 --> 00:08:36.280]  是神的愛驅使到耶穌
[00:08:36.280 --> 00:08:38.280]  去到榮耀
[00:08:38.280 --> 00:08:40.280]  拉撒路死亡
[00:08:40.280 --> 00:08:42.280]  而拉撒路死亡
[00:08:42.280 --> 00:08:44.280]  是為了很多人
[00:08:45.280 --> 00:08:47.280]  為了瑪大瑪利亞
[00:08:47.280 --> 00:08:48.280]  為了門徒
[00:08:48.280 --> 00:08:49.280]  為了群眾
[00:08:49.280 --> 00:08:53.280]  為了今天聽到約翰福音第十一章的你和我
[00:08:53.280 --> 00:08:54.280]  拉撒路的事件
[00:08:54.280 --> 00:08:56.280]  是為了我們而設的
[00:08:56.280 --> 00:09:00.280]  是為了我們而設的拉撒路的事件
[00:09:00.280 --> 00:09:05.280]  神的愛是容許拉撒路死亡
[00:09:05.280 --> 00:09:06.280]  就因為他的死亡
[00:09:06.280 --> 00:09:09.280]  讓很多人見到一件事
[00:09:09.280 --> 00:09:11.280]  見到什麼事呢
[00:09:11.280 --> 00:09:13.280]  神的榮耀
[00:09:14.280 --> 00:09:15.280]  終極
[00:09:15.280 --> 00:09:17.280]  整個故事的核心
[00:09:17.280 --> 00:09:18.280]  是上帝自己
[00:09:18.280 --> 00:09:19.280]  神的榮耀
[00:09:19.280 --> 00:09:24.280]  我們又怎樣看到上帝的榮耀呢
[00:09:24.280 --> 00:09:26.280]  第三點
[00:09:26.280 --> 00:09:33.280]  相信耶穌就是一個見到神榮耀的途徑
[00:09:33.280 --> 00:09:36.280]  第十五節
[00:09:36.280 --> 00:09:38.280]  我沒有到那裡
[00:09:38.280 --> 00:09:39.280]  去到拉撒路那裡
[00:09:39.280 --> 00:09:41.280]  就歡喜因為這件事
[00:09:41.280 --> 00:09:42.280]  拉撒路死亡
[00:09:42.280 --> 00:09:44.280]  是為你們的緣故
[00:09:44.280 --> 00:09:46.280]  好叫你們相信
[00:09:46.280 --> 00:09:48.280]  好叫你們相信
[00:09:48.280 --> 00:09:49.280]  藉著這件事件
[00:09:49.280 --> 00:09:50.280]  叫很多人
[00:09:50.280 --> 00:09:51.280]  無論是群眾
[00:09:51.280 --> 00:09:53.280]  無論是瑪達瑪利亞
[00:09:53.280 --> 00:09:54.280]  無論是門徒
[00:09:54.280 --> 00:09:56.280]  無論是你和我聽到
[00:09:56.280 --> 00:09:59.280]  約翰福音第十一章的故事的時候
[00:09:59.280 --> 00:10:01.280]  好叫我們去相信
[00:10:01.280 --> 00:10:07.280]  在約翰福音來說
[00:10:07.280 --> 00:10:09.280]  多次都說到上帝的榮耀
[00:10:09.280 --> 00:10:11.280]  神的榮耀
[00:10:11.280 --> 00:10:13.280]  耶穌說了多次
[00:10:13.280 --> 00:10:15.280]  十二章三十二十三節
[00:10:15.280 --> 00:10:17.280]  他說人子現在得榮耀的時候
[00:10:17.280 --> 00:10:19.280]  十三章三十一節
[00:10:19.280 --> 00:10:21.280]  耶穌說我現在得榮耀
[00:10:21.280 --> 00:10:23.280]  神在人子身上也得了榮耀
[00:10:23.280 --> 00:10:25.280]  第十七章第四節
[00:10:25.280 --> 00:10:27.280]  好像頭影片所說
[00:10:27.280 --> 00:10:29.280]  我在地上已經榮耀你
[00:10:29.280 --> 00:10:31.280]  你所託付給我的事
[00:10:31.280 --> 00:10:33.280]  我已經成全了
[00:10:33.280 --> 00:10:35.280]  天父差遣
[00:10:35.280 --> 00:10:37.280]  我已經成全了
[00:10:37.280 --> 00:10:39.280]  天父差遣
[00:10:39.280 --> 00:10:41.280]  獨生兒子耶穌來到世上
[00:10:41.280 --> 00:10:43.280]  要成就什麼事
[00:10:43.280 --> 00:10:45.280]  我們當然知道
[00:10:45.280 --> 00:10:47.280]  因為我們手上有聖經
[00:10:47.280 --> 00:10:49.280]  我們有四福音書
[00:10:49.280 --> 00:10:51.280]  天父差遣
[00:10:51.280 --> 00:10:53.280]  他的兒子來到地上
[00:10:53.280 --> 00:10:57.280]  就是為我們釘十字架
[00:10:57.280 --> 00:10:59.280]  這是上帝的榮耀
[00:10:59.280 --> 00:11:01.280]  為我們釘十字架
[00:11:01.280 --> 00:11:06.280]  原來不是單單拉薩羅馬利亞
[00:11:06.280 --> 00:11:09.280]  馬大經歷痛苦
[00:11:09.280 --> 00:11:12.280]  原來耶穌基督自己
[00:11:12.280 --> 00:11:15.280]  天父自己也經歷痛苦
[00:11:15.280 --> 00:11:20.280]  這個痛苦不是獨有在拉薩羅身上
[00:11:20.280 --> 00:11:24.280]  耶穌基督是最終極的痛苦者
[00:11:24.280 --> 00:11:28.280]  整本聖經
[00:11:28.280 --> 00:11:31.280]  我們這個月基教部在說
[00:11:31.280 --> 00:11:36.280]  約書亞基、史詩基、路德基、撒姆爾基相下
[00:11:36.280 --> 00:11:40.280]  整本聖經其實是一個弘大的救贖故事
[00:11:40.280 --> 00:11:43.280]  弘大的救贖故事
[00:11:43.280 --> 00:11:46.280]  神的創造第一第二章
[00:11:46.280 --> 00:11:48.280]  第三章人的墮落
[00:11:48.280 --> 00:11:51.280]  開始了神一個救贖的故事
[00:11:51.280 --> 00:11:53.280]  這個救贖的故事
[00:11:53.280 --> 00:11:55.280]  是要透過很多人
[00:11:55.280 --> 00:11:57.280]  讓我們逐步的呈現在眼前
[00:11:57.280 --> 00:12:00.280]  去明白神怎樣救贖我們
[00:12:00.280 --> 00:12:03.280]  亞伯拉罕、以撒、雅各、約瑟、
[00:12:03.280 --> 00:12:09.280]  以色列子民、摩西、約書亞、撒姆爾、大衛
[00:12:09.280 --> 00:12:11.280]  但每個人都有瑕疵
[00:12:11.280 --> 00:12:13.280]  每個人都不能拯救
[00:12:13.280 --> 00:12:17.280]  唯獨是誰?終極的拯救者
[00:12:17.280 --> 00:12:20.280]  尼塞亞、耶穌基督
[00:12:20.280 --> 00:12:23.280]  那個才呈現在我們眼前
[00:12:23.280 --> 00:12:26.280]  這個終極的救贖者
[00:12:26.280 --> 00:12:29.280]  也是終極的受苦者
[00:12:29.280 --> 00:12:31.280]  彰顯上帝的榮耀
[00:12:31.280 --> 00:12:33.280]  怎樣彰顯?在十字架上
[00:12:33.280 --> 00:12:36.280]  彰顯到神的愛
[00:12:36.280 --> 00:12:37.280]  大家很熟悉
[00:12:37.280 --> 00:12:39.280]  《荷爾蒙》、《馬遜》五章八字
[00:12:39.280 --> 00:12:41.280]  我經常背了N這麼多次
[00:12:41.280 --> 00:12:45.280]  唯有基督在我們還作罪人的時候為我們死
[00:12:45.280 --> 00:12:50.280]  神的愛就在此向我們顯明
[00:12:50.280 --> 00:12:53.280]  榮耀在哪裡看到?
[00:12:53.280 --> 00:12:55.280]  在受苦當中看到
[00:12:55.280 --> 00:12:57.280]  在苦難當中看到神的榮耀
[00:12:57.280 --> 00:13:06.280]  原來神不單是拯救我們
[00:13:06.280 --> 00:13:08.280]  不單是給我們有救恩
[00:13:08.280 --> 00:13:13.280]  不單是給我們有平安、喜樂、永生
[00:13:13.280 --> 00:13:15.280]  這些是對的
[00:13:15.280 --> 00:13:17.280]  但最終極的原因
[00:13:17.280 --> 00:13:20.280]  為何耶穌要在十字架上受死呢?
[00:13:20.280 --> 00:13:24.280]  因基督也曾一次為罪受苦
[00:13:24.280 --> 00:13:27.280]  「就是義的代替不義的」
[00:13:27.280 --> 00:13:28.280]  為甚麼?
[00:13:28.280 --> 00:13:31.280]  《彼得前書》三章十八節
[00:13:31.280 --> 00:13:34.280]  為何耶穌要終極受苦呢?
[00:13:34.280 --> 00:13:38.280]  為要引我們到神面前
[00:13:38.280 --> 00:13:44.280]  整個救贖計劃
[00:13:44.280 --> 00:13:48.280]  是要我們和神分離到不得了
[00:13:48.280 --> 00:13:49.280]  深淵的
[00:13:49.280 --> 00:13:51.280]  沒可能接觸到的
[00:13:51.280 --> 00:13:53.280]  透過耶穌基督
[00:13:53.280 --> 00:13:54.280]  拉在一起
[00:13:54.280 --> 00:13:56.280]  我們能夠藉著耶穌基督
[00:13:56.280 --> 00:13:58.280]  去到神的面前
[00:13:58.280 --> 00:14:02.280]  那我想說甚麼呢?
[00:14:02.280 --> 00:14:06.280]  耶穌的愛
[00:14:06.280 --> 00:14:07.280]  第十一章
[00:14:07.280 --> 00:14:08.280]  耶穌的愛
[00:14:08.280 --> 00:14:12.280]  要給我們最深層的需要
[00:14:12.280 --> 00:14:15.280]  我們最深層的需要是甚麼呢?
[00:14:15.280 --> 00:14:17.280]  就不是肉身上的醫治
[00:14:17.280 --> 00:14:18.280]  弟兄姊妹
[00:14:18.280 --> 00:14:20.280]  No
[00:14:20.280 --> 00:14:22.280]  不是肉身上的醫治
[00:14:22.280 --> 00:14:25.280]  不是拉撒路病了就病好
[00:14:25.280 --> 00:14:26.280]  就算他醫好了
[00:14:26.280 --> 00:14:27.280]  就算他死了
[00:14:27.280 --> 00:14:28.280]  重新復活
[00:14:28.280 --> 00:14:29.280]  他也會再死的
[00:14:29.280 --> 00:14:30.280]  知道嗎?
[00:14:30.280 --> 00:14:31.280]  明白了嗎?
[00:14:31.280 --> 00:14:35.280]  耶穌為我們最深層的需要是甚麼呢?
[00:14:35.280 --> 00:14:37.280]  和上帝的復和關係
[00:14:37.280 --> 00:14:39.280]  屬靈上的復和
[00:14:39.280 --> 00:14:42.280]  靈性上的更新
[00:14:42.280 --> 00:14:45.280]  這是神要我們
[00:14:45.280 --> 00:14:47.280]  從《約翰福音》第十一章
[00:14:47.280 --> 00:14:49.280]  看到的真相
[00:14:49.280 --> 00:14:51.280]  事實
[00:14:52.280 --> 00:14:54.280]  唯有透過
[00:14:54.280 --> 00:14:56.280]  這樣我們才看到
[00:14:56.280 --> 00:14:58.280]  上帝的榮耀
[00:14:58.280 --> 00:14:59.280]  經歷到上帝的榮耀
[00:14:59.280 --> 00:15:01.280]  封城
[00:15:01.280 --> 00:15:05.280]  道成的肉身
[00:15:05.280 --> 00:15:07.280]  住在我們中間
[00:15:07.280 --> 00:15:09.280]  充充滿滿有恩典有真理
[00:15:09.280 --> 00:15:11.280]  我們也見過他的榮光
[00:15:11.280 --> 00:15:14.280]  就是複獨生子的榮光
[00:15:14.280 --> 00:15:16.280]  透過聖靈的工作
[00:15:16.280 --> 00:15:18.280]  我們每一個人
[00:15:18.280 --> 00:15:21.280]  都能夠去到甚麼呢?
[00:15:21.280 --> 00:15:23.280]  見到神的榮美
[00:15:23.280 --> 00:15:25.280]  見到神
[00:15:25.280 --> 00:15:26.280]  哇! 神啊!
[00:15:26.280 --> 00:15:29.280]  祢原來比一切更加寶貴
[00:15:29.280 --> 00:15:31.280]  比我住的房子
[00:15:31.280 --> 00:15:33.280]  比我的工作
[00:15:33.280 --> 00:15:35.280]  比我擁有的財富
[00:15:35.280 --> 00:15:36.280]  健康
[00:15:36.280 --> 00:15:38.280]  甚至是性命
[00:15:38.280 --> 00:15:39.280]  更加寶貴
[00:15:39.280 --> 00:15:41.280]  因為我活著就是基督
[00:15:41.280 --> 00:15:43.280]  死了就有好處
[00:15:43.280 --> 00:15:45.280]  這是我們應當有的
[00:15:45.280 --> 00:15:47.280]  屬靈的視野
[00:15:47.280 --> 00:15:49.280]  但我們見不到
[00:15:49.280 --> 00:15:51.280]  我們只見到拉撒路的死
[00:15:51.280 --> 00:15:53.280]  每個人都哭
[00:15:53.280 --> 00:15:55.280]  這是正常的
[00:15:55.280 --> 00:15:57.280]  但是,讓福音第十一章
[00:15:57.280 --> 00:15:59.280]  讓我們改變我們的屬靈視野
[00:15:59.280 --> 00:16:01.280]  讓我們知道
[00:16:01.280 --> 00:16:04.280]  拉撒路的死只是短暫的
[00:16:04.280 --> 00:16:06.280]  透過拉撒路的死
[00:16:06.280 --> 00:16:09.280]  讓我們見到神的榮耀工作
[00:16:09.280 --> 00:16:11.280]  十字架榮耀的工作
[00:16:11.280 --> 00:16:13.280]  就是讓我們能夠和神在一起
[00:16:13.280 --> 00:16:15.280]  回到神那裡
[00:16:15.280 --> 00:16:17.280]  再次的在神那裡
[00:16:17.280 --> 00:16:19.280]  經歷一切的豐盛
[00:16:19.280 --> 00:16:21.280]  見到上帝的榮耀
[00:16:21.280 --> 00:16:25.280]  如何去見到上帝的榮耀呢?
[00:16:25.280 --> 00:16:27.280]  唯有透過相信
[00:16:27.280 --> 00:16:29.280]  我們的信仰的核心
[00:16:29.280 --> 00:16:31.280]  簡單來說
[00:16:31.280 --> 00:16:32.280]  大家經常說的
[00:16:32.280 --> 00:16:34.280]  「恩信稱義」
[00:16:34.280 --> 00:16:36.280]  唯有相信
[00:16:36.280 --> 00:16:38.280]  那個道成肉身的
[00:16:38.280 --> 00:16:39.280]  為我們釘十字架的
[00:16:39.280 --> 00:16:41.280]  那個為我們復活的
[00:16:41.280 --> 00:16:43.280]  那個為我們升天的耶穌基督
[00:16:43.280 --> 00:16:44.280]  唯有相信耶穌
[00:16:44.280 --> 00:16:46.280]  我們才能和神在一起
[00:16:46.280 --> 00:16:48.280]  去到神面前
[00:16:48.280 --> 00:16:50.280]  沒有其他路的
[00:16:50.280 --> 00:16:52.280]  前幾次我們也說
[00:16:52.280 --> 00:16:54.280]  耶穌是羊的門
[00:16:54.280 --> 00:16:55.280]  耶穌是好牧羊人
[00:16:55.280 --> 00:16:57.280]  下一堂 下一次
[00:16:57.280 --> 00:16:59.280]  下星期李sir就會說
[00:16:59.280 --> 00:17:00.280]  耶穌是道路真理的生命
[00:17:00.280 --> 00:17:04.280]  都是說類似的真相
[00:17:04.280 --> 00:17:06.280]  就是唯有是耶穌基督
[00:17:06.280 --> 00:17:08.280]  沒有其他路可以走
[00:17:08.280 --> 00:17:13.280]  而當我們說相信的時候
[00:17:13.280 --> 00:17:15.280]  我們相信
[00:17:15.280 --> 00:17:17.280]  我們說「信耶穌」
[00:17:17.280 --> 00:17:19.280]  是什麼意思呢?
[00:17:19.280 --> 00:17:21.280]  不單止是說
[00:17:21.280 --> 00:17:23.280]  信耶穌所應許的事
[00:17:23.280 --> 00:17:25.280]  將會發生
[00:17:25.280 --> 00:17:27.280]  那些都是的
[00:17:27.280 --> 00:17:29.280]  譬如說耶穌應許
[00:17:29.280 --> 00:17:31.280]  凡事藉著禱告
[00:17:31.280 --> 00:17:33.280]  祈求和感謝
[00:17:33.280 --> 00:17:35.280]  將一切交給神
[00:17:35.280 --> 00:17:37.280]  神就賜你出人而來的平安
[00:17:37.280 --> 00:17:39.280]  你相信的時候
[00:17:39.280 --> 00:17:41.280]  你相信神的應許
[00:17:41.280 --> 00:17:43.280]  你祈禱的時候會發生
[00:17:43.280 --> 00:17:45.280]  神的平安就臨在我身上
[00:17:45.280 --> 00:17:47.280]  都是這樣的
[00:17:47.280 --> 00:17:49.280]  但這個相信不單止是說將來
[00:17:49.280 --> 00:17:53.280]  是說一個人的導向
[00:17:53.280 --> 00:17:55.280]  什麼意思呢?
[00:17:55.280 --> 00:17:57.280]  我相信耶穌你是可信可靠
[00:17:57.280 --> 00:18:03.280]  耶穌你是值得我去投放一切的信任的位置
[00:18:03.280 --> 00:18:07.280]  我的生命 我的注意力
[00:18:07.280 --> 00:18:09.280]  就是在耶穌那裡
[00:18:09.280 --> 00:18:11.280]  祂一定不會失信
[00:18:11.280 --> 00:18:13.280]  縱然我們會失信
[00:18:13.280 --> 00:18:23.280]  所以你明白到為什麼
[00:18:23.280 --> 00:18:27.280]  耶穌問馬弟這個問題了嗎?
