
[00:00:00.000 --> 00:00:05.000]  保羅在25節用了一個很特別的字,奧秘這個字
[00:02:02.000 --> 00:02:05.000]  是福音的奧秘,基督的奧秘
[00:02:05.000 --> 00:02:09.000]  這個奧秘是什麼呢?最後那一節,也是,間組那一節
[00:02:09.000 --> 00:02:20.000]  這個奧秘就是愛邦人在耶穌基督裡,藉著福音,得以同為後至,同為一體,同蒙應許
[00:02:20.000 --> 00:02:29.000]  這個奧秘是講述上帝整個的救贖計劃,由創世紀開始,到新約
[00:02:29.000 --> 00:02:38.000]  讓所有的人都應該知道,有個尼塞亞救贖主,受高的君王為我們寫信
[00:02:38.000 --> 00:02:50.000]  不單止成為猶太人本身的主,並且愛邦人都能夠參與在這個應許當中,成為神的兒女
[00:02:50.000 --> 00:02:54.000]  第二段經文,保羅也講了這個奧秘是什麼奧秘
[00:02:54.000 --> 00:02:58.000]  就是在提摩太前書三章十六節,他說
[00:02:58.000 --> 00:03:13.000]  大災敬虔的奧秘,無人不以為然,就是神在肉身顯現,被聖靈稱義,被天使看見,被傳於愛邦,被世人馴服,被接載榮耀裡
[00:03:13.000 --> 00:03:21.000]  道成肉身的主,來到世上,為我們的罪釘十架,受死埋葬,復活,升天
[00:03:21.000 --> 00:03:26.000]  所有的列國,列邦,都應該認知這個奧秘
[00:03:26.000 --> 00:03:30.000]  而這個好消息,現今是有效的
[00:03:30.000 --> 00:03:39.000]  我們應該對這個奧秘,耶穌基督的福音,有很具體的掌握
[00:03:39.000 --> 00:03:43.000]  這個奧秘就是被我們想到的
[00:03:43.000 --> 00:03:49.000]  其實這些奧秘,彷如是一個,用一個例子來說
[00:03:49.000 --> 00:03:55.000]  就好像每年,無論大家在香港或美國,都會有些頒獎典禮
[00:03:55.000 --> 00:04:01.000]  那這些頒獎典禮,當然是有個人出來的,譬如湯姆漢斯
[00:04:01.000 --> 00:04:09.000]  拿著信封,他說完一段話,信封裡面才是重要的東西
[00:04:09.000 --> 00:04:13.000]  可能是最佳男主角,最佳電影,最佳導演
[00:04:13.000 --> 00:04:17.000]  他說完一段話,打開信封,拿出來就讀出名字
[00:04:17.000 --> 00:04:22.000]  然後湯姆漢斯就走了,消失了,不再重要了
[00:04:22.000 --> 00:04:25.000]  出來的那個才是最重要的
[00:04:25.000 --> 00:04:29.000]  整個舊約,很多東西已經說了出來
[00:04:29.000 --> 00:04:34.000]  但是舊約說的是,預言有一個尼塞亞的救主來到
[00:04:34.000 --> 00:04:40.000]  而新約就是打開信封,讓我們知道,真的有一個耶穌基督
[00:04:40.000 --> 00:04:43.000]  神的獨生兒子降生,為我們釘十架
[00:04:43.000 --> 00:04:46.000]  那個才是主角,整本聖經的核心主角
[00:04:46.000 --> 00:04:49.000]  指向的都是耶穌基督自己
[00:04:49.000 --> 00:04:52.000]  這個跟我們有什麼關係呢?
[00:04:52.000 --> 00:04:56.000]  這個耶穌基督,是奧秘,打開了,跟我們有什麼關係呢?
[00:04:56.000 --> 00:05:03.000]  第二,保羅在三次經文說,這個奧秘是兼顧信徒的信心
[00:05:03.000 --> 00:05:07.000]  他說這個奧秘是兼顧你們的心
[00:05:07.000 --> 00:05:11.000]  那是什麼一回事呢?最能夠表達到這個兼顧你們的心
[00:05:11.000 --> 00:05:17.000]  就是使徒彼得的生命經歷
[00:05:17.000 --> 00:05:21.000]  我們知道,在路加福音第22章,曾經說到
[00:05:21.000 --> 00:05:27.000]  耶穌說彼得,你會三次不認我
[00:05:27.000 --> 00:05:38.000]  撒旦最重要的工作在地上,就是搖動信徒的信心,信靠神的心
[00:05:38.000 --> 00:05:42.000]  撒旦透過不同的方式,什麼都好,什麼試探都好
[00:05:42.000 --> 00:05:51.000]  他是要使信徒再不相信,甚至懷疑,這個神是什麼一個美善的神
[00:05:51.000 --> 00:05:54.000]  這個神是不是對你好?
[00:05:54.000 --> 00:05:59.000]  要動你,讓你慢慢離開信仰,離開神自己
[00:05:59.000 --> 00:06:04.000]  由創世紀第三章,經常懷疑上帝的說話是不是真的
[00:06:04.000 --> 00:06:09.000]  懷疑他的美善,為什麼不給你吃
[00:06:09.000 --> 00:06:18.000]  神不是很好,現在神給你,吃不到之後,不能有智慧,聰明,不能掌神,懷疑上帝
[00:06:18.000 --> 00:06:21.000]  各樣的考驗挑戰都是這樣
[00:06:21.000 --> 00:06:27.000]  但是耶穌對彼得說,雖然撒旦好像西物質西的
[00:06:27.000 --> 00:06:33.000]  要搖動你的信我的心,但是我已經為你祈禱
[00:06:33.000 --> 00:06:39.000]  我已經為你祈禱,要保守你,以至到你回頭之後可以兼顧弟兄
[00:06:39.000 --> 00:06:45.000]  很多段經文,新約很多段經文都是這樣說
[00:06:45.000 --> 00:06:51.000]  上帝自己是要保守,兼顧信徒的信心
[00:06:51.000 --> 00:06:53.000]  包括貼實羅來加後書第三章都是
[00:06:53.000 --> 00:06:58.000]  主要是信實的,要兼顧你們,保守你們的脫離的惡者
[00:06:58.000 --> 00:07:08.000]  我們知道彼得三次不認主,在提比利亞海,約翰福音第21章的時候
[00:07:08.000 --> 00:07:12.000]  耶穌基督三次問他愛不愛他,挽回他,叫他跟從他
[00:07:12.000 --> 00:07:17.000]  而新約我們見到在史團傳當中,一個彼得是喚然一新
[00:07:17.000 --> 00:07:23.000]  再次站立在眾人跟前去辯證耶穌是基督
[00:07:23.000 --> 00:07:27.000]  然後彼得寫了兩卷書信,彼得前書和彼得後書
[00:07:27.000 --> 00:07:30.000]  你聽聽彼得前書第五章怎麼說
[00:07:30.000 --> 00:07:39.000]  彼得說上帝如何兼顧他,他經過跌倒失敗再起身的時候被挽回
[00:07:39.000 --> 00:07:43.000]  他怎麼寫,他說魔鬼如同咆哮的獅子
[00:07:43.000 --> 00:07:47.000]  但是我們要用兼顧的心抵擋他
[00:07:47.000 --> 00:07:53.000]  因為我們的神是親自成全你們,兼顧你們,賜力量給你們
[00:07:53.000 --> 00:07:58.000]  彼得很明白在信仰路上遇到很多考驗
[00:07:58.000 --> 00:08:02.000]  而奧秘基督的福音其中一個對我們信徒很寶貴的就是
[00:08:02.000 --> 00:08:10.000]  我們在這麼多考驗當中仍然相信神,倚靠神,仰望神
[00:08:10.000 --> 00:08:16.000]  這是保羅或彼得的生命經歷
[00:08:16.000 --> 00:08:22.000]  我們又說在實踐上我們如何神兼顧我,幫助我
[00:08:22.000 --> 00:08:32.000]  我又如何得到信心,如何在風雨患眼中站立不穩
[00:08:32.000 --> 00:08:36.000]  其中有兩節經文給我們很寶貴的提醒
[00:08:36.000 --> 00:08:39.000]  第一節經文,彼得後書一章十二節
[00:08:39.000 --> 00:08:47.000]  你們雖然曉得這些事,並且你們已有的真道上兼顧
[00:08:47.000 --> 00:08:52.000]  貼上前書三章第二節
[00:08:52.000 --> 00:08:59.000]  在基督的福音上做執事的提摩太前去要兼顧你們,在你們所信的道上勸慰你們
[00:08:59.000 --> 00:09:03.000]  聽展培說上帝幫助我們,兼顧我們
[00:09:03.000 --> 00:09:07.000]  但我們的信心如何被兼顧呢?
[00:09:07.000 --> 00:09:14.000]  其中一個很重要的就是在真道上被兼顧,在神的話語上被兼顧
[00:09:14.000 --> 00:09:17.000]  我們對上帝的話語有多認識呢?
[00:09:17.000 --> 00:09:24.000]  是在幫助我們,當面對不同的挑戰困難時,如何應對
[00:09:24.000 --> 00:09:31.000]  因為那惡者用很多謊言和迷惑,讓我們偏離真道
[00:09:31.000 --> 00:09:35.000]  但如果我們能夠認識真道,認識神的話語,打開聖經
[00:09:35.000 --> 00:09:43.000]  每天去親近上帝的時候,我們就更懂得在患難和困難中用神的話語去抵擋
[00:09:43.000 --> 00:09:50.000]  找跟神的應許,特別是在困難當中
[00:09:50.000 --> 00:09:59.000]  在生命旅途上,人生就像一場比賽,我喜歡跑步就是這樣
[00:09:59.000 --> 00:10:03.000]  通常我都是做一些比較瘋狂的事
[00:10:03.000 --> 00:10:10.000]  2月尾我就做一些跑103公里的賽事,在新界北這個地方
[00:10:10.000 --> 00:10:13.000]  去了很多不同的山
[00:10:13.000 --> 00:10:18.000]  在這些山當中,我起步的時候有很多懷疑
[00:10:18.000 --> 00:10:22.000]  因為大家知道我1月拉傷了,跑不動
[00:10:22.000 --> 00:10:26.000]  所以去到2月底的賽事,我沒有什麼訓練
[00:10:26.000 --> 00:10:31.000]  整個月我都沒有怎麼訓練,而是參加一個很長途的比賽
[00:10:31.000 --> 00:10:37.000]  在懷疑當中,我去到第40公里已經開始跑不動
[00:10:37.000 --> 00:10:41.000]  基本上我只是走那60公里,你可以想像
[00:10:41.000 --> 00:10:49.000]  一路走的時候,去到紅花嶺,新界北的時候,差不多上到粉嶺那邊
[00:10:49.000 --> 00:11:00.000]  我上到紅花嶺地面500米,一路走的時候,開始浮起一隻屍體
[00:11:00.000 --> 00:11:03.000]  "你是我唯一的依靠"這隻屍體
[00:11:03.000 --> 00:11:08.000]  在最後的60公里,我不斷唱這首歌
[00:11:08.000 --> 00:11:10.000]  這隻屍體這樣說
[00:11:10.000 --> 00:11:15.000]  "主常聽我的禱告,陪伴我走過每個黑夜"
[00:11:15.000 --> 00:11:20.000]  "安慰我,明白我軟弱,扶持我,引導我向前行"
[00:11:20.000 --> 00:11:23.000]  "來到你跟前宣告,你是我神,我力量"
[00:11:23.000 --> 00:11:27.000]  "你是我的山寨,我的保障,我的拯救"
[00:11:27.000 --> 00:11:29.000]  "你是我唯一的依靠"
[00:11:29.000 --> 00:11:34.000]  這首歌是引用詩篇第46篇,一至三節
[00:11:34.000 --> 00:11:39.000]  "雖然地改變,高山震動,潮浪需翻騰,拍昂"
[00:11:39.000 --> 00:11:46.000]  "我仍要宣告,你是我的依靠,你是我唯一的依靠"
[00:11:46.000 --> 00:11:53.000]  跑步只不過是我們人生的一個階段
[00:11:53.000 --> 00:12:00.000]  在我們不同的處境當中,確實有很多的考驗
[00:12:00.000 --> 00:12:05.000]  很多的失望,很多的失敗,很多的困難,很多的失去
[00:12:05.000 --> 00:12:11.000]  我們很容易對神,或對神的慈愛產生懷疑
[00:12:11.000 --> 00:12:13.000]  其實會的,每天都會有的
[00:12:13.000 --> 00:12:17.000]  我覺得為何神會這樣對我,會的
[00:12:17.000 --> 00:12:23.000]  在這個時候,我祈求主幫助我們
[00:12:23.000 --> 00:12:27.000]  保羅說這個福音,這個隱藏的福音
[00:12:27.000 --> 00:12:30.000]  基督的福音,是要堅固我們的心
[00:12:30.000 --> 00:12:34.000]  怎樣堅固?用神的話語堅固我們的心
[00:12:34.000 --> 00:12:37.000]  讓我們抓緊神的話語,抓緊神自己
[00:12:37.000 --> 00:12:39.000]  去渡過每一個風浪
[00:12:39.000 --> 00:12:46.000]  初期的羅馬教會,或其他很多的教會都是
[00:12:46.000 --> 00:12:51.000]  在史堂中我們都看到的,是備受迫迫的
[00:12:51.000 --> 00:12:53.000]  很多困難的
[00:12:53.000 --> 00:12:57.000]  但怎樣能夠站立得住,怎樣能夠見證耶穌是基督
[00:12:57.000 --> 00:13:00.000]  神幫助,神堅固,這個福音堅固
[00:13:00.000 --> 00:13:03.000]  但我們都有責任,就是要抓緊神的話語
[00:13:03.000 --> 00:13:07.000]  抓緊神的英許,還有神自己
[00:13:07.000 --> 00:13:11.000]  保羅說這個福音,這個奧秘
[00:13:11.000 --> 00:13:14.000]  是要讓萬人去認識的
[00:13:14.000 --> 00:13:17.000]  保羅說這個奧秘是指示萬國的人
[00:13:17.000 --> 00:13:22.000]  使他們的馴服真道
[00:13:22.000 --> 00:13:25.000]  萬國的人,猶太人,愛邦人
[00:13:25.000 --> 00:13:30.000]  保羅,我們知道他是被呼召,被委託
[00:13:30.000 --> 00:13:35.000]  去將耶穌基督向愛邦人宣揚
[00:13:35.000 --> 00:13:38.000]  他是愛邦人的使徒
[00:13:38.000 --> 00:13:44.000]  他領受了積分,去讓世人,特別是愛邦人
[00:13:44.000 --> 00:13:50.000]  馴服真道,這個片語是在一章第五節出現
[00:13:50.000 --> 00:13:55.000]  現在說的十六章尾,一章頭已經出現了
[00:13:55.000 --> 00:13:59.000]  同時間,另外一個片語也會同樣出現
[00:13:59.000 --> 00:14:02.000]  就是保羅自己的呼召
[00:14:02.000 --> 00:14:07.000]  因為這裡說了,唯有神人照著我所傳的福音
[00:14:07.000 --> 00:14:11.000]  一章頭也說了,保羅自己是怎樣被呼召的
[00:14:11.000 --> 00:14:15.000]  是神自己呼召他,成為愛邦人的使徒
[00:14:15.000 --> 00:14:19.000]  一章一節,耶穌基督的僕人保羅奉召為使徒
[00:14:19.000 --> 00:14:22.000]  特派傳神的福音
[00:14:22.000 --> 00:14:25.000]  也就是說,一頭一尾在《羅馬書》當中
[00:14:25.000 --> 00:14:29.000]  再次重複,第一,保羅的使徒身份
[00:14:29.000 --> 00:14:35.000]  第二,這個福音是要傳開,讓萬民所知道
[00:14:35.000 --> 00:14:39.000]  神呼召我,有一個特別的任務
[00:14:39.000 --> 00:14:45.000]  而我去宣揚神的福音
[00:14:45.000 --> 00:14:50.000]  這個對我們,應該是一個很大的提醒
[00:14:50.000 --> 00:14:54.000]  神呼召我們每一個在座的弟兄姊妹,家中的弟兄姊妹
[00:14:54.000 --> 00:14:59.000]  神呼召我們每一個進入上帝國道當中的時候
[00:14:59.000 --> 00:15:03.000]  不單是堅固我們的心,讓我們去抵擋惡者的迷惑
[00:15:03.000 --> 00:15:09.000]  並且是猜探我們有一個使命
[00:15:09.000 --> 00:15:14.000]  我們有些弟兄姊妹在不同的崗位,有不同的使命身份
[00:15:14.000 --> 00:15:18.000]  但是,大使命是每一個人都應該知道的
[00:15:18.000 --> 00:15:19.000]  每一個人都明白的
[00:15:19.000 --> 00:15:27.000]  神呼召我們進入這個社區,是要見證基督的福音,這個奧秘
[00:15:27.000 --> 00:15:34.000]  現在是齋戒月,全球大約17至19億的穆斯林
[00:15:34.000 --> 00:15:38.000]  即是說,大約全球每4個人當中有1個穆斯林
[00:15:38.000 --> 00:15:41.000]  在香港有很多穆斯林,大家知道吧
[00:15:41.000 --> 00:15:43.000]  大部分印尼人都是穆斯林
[00:15:43.000 --> 00:15:51.000]  因為在紅色圈子那裡,印尼有2億的人都是穆斯林
[00:15:51.000 --> 00:15:56.000]  全球有很多穆斯林,在齋戒月當中
[00:15:56.000 --> 00:16:02.000]  我們說,太遙遠了,去中東,巴基斯坦,孟加拉,太遙遠了
[00:16:02.000 --> 00:16:06.000]  我們都不知道怎樣去認識他們
[00:16:06.000 --> 00:16:12.000]  在這個時候,上星期日,廖洪傑執事帶著幾位弟兄姊妹
[00:16:12.000 --> 00:16:18.000]  走進這個社區,因為這個社區正正有伊斯蘭的中學
[00:16:18.000 --> 00:16:21.000]  有伊斯蘭的士多,有伊斯蘭的墳場
[00:16:21.000 --> 00:16:24.000]  柴灣社區就是這樣讀的
[00:16:24.000 --> 00:16:31.000]  神呼召我們,給我們有寶貴兒女的身份
[00:16:31.000 --> 00:16:37.000]  進入這個世界,就是要去見證神恩惠的福音
[00:16:37.000 --> 00:16:42.000]  這個福音是給所有人的,萬國的人
[00:16:42.000 --> 00:16:46.000]  不過,如果說到,我們說了三點
[00:16:46.000 --> 00:16:50.000]  這個福音是隱藏的,但指向以耶穌基督為中心
[00:16:50.000 --> 00:16:53.000]  這個福音是要堅固信徒的信心
[00:16:53.000 --> 00:16:58.000]  讓我們在信仰路上仍然抓住神
[00:16:58.000 --> 00:17:01.000]  並且這個福音不單止對我有幫助
[00:17:01.000 --> 00:17:04.000]  並且這個福音是要傳給萬民的
[00:17:04.000 --> 00:17:11.000]  其實第四點才是最重要的
[00:17:11.000 --> 00:17:15.000]  第四點就是,最後那一節
[00:17:15.000 --> 00:17:21.000]  願榮耀因耶穌基督,歸於獨一全智的神,直到永遠,阿們
[00:17:21.000 --> 00:17:27.000]  就彷如在一章十六節,或者十一章三十三到三十六節
[00:17:27.000 --> 00:17:31.000]  我們要想一下,保羅寫這封信給羅馬
[00:17:31.000 --> 00:17:35.000]  第一世紀的教會,寫到最後那一句
[00:17:35.000 --> 00:17:41.000]  他就說,他想將榮耀歸給神
[00:17:41.000 --> 00:17:45.000]  他要感謝、讚美神,明白嗎?
[00:17:45.000 --> 00:17:49.000]  最後那一句是這樣的
[00:17:49.000 --> 00:17:52.000]  這一句有什麼特別呢?
[00:17:52.000 --> 00:17:55.000]  我們要知道,這一句有兩個向度值得我們去想
[00:17:55.000 --> 00:18:00.000]  第一個向度,願榮耀歸給神
[00:18:00.000 --> 00:18:06.000]  在第一世紀,所有居住在羅馬的版圖
[00:18:06.000 --> 00:18:12.000]  由西班牙到北非,整個大的版圖當中
[00:18:12.000 --> 00:18:16.000]  哪一個是值得配授、尊崇和高舉的呢?
[00:18:16.000 --> 00:18:22.000]  在這個版圖當中,海撒,C Sir
[00:18:22.000 --> 00:18:26.000]  每一個城市都有海撒的像
[00:18:26.000 --> 00:18:30.000]  每一個人用的貨幣都有海撒的像
[00:18:30.000 --> 00:18:36.000]  每個人都要服服敬拜地上在位的君王
[00:18:36.000 --> 00:18:38.000]  海撒
[00:18:38.000 --> 00:18:42.000]  現在不是,保羅寫給羅馬教會的信徒
[00:18:42.000 --> 00:18:50.000]  將榮耀、將重讚,所有的榮美歸給天上的獨一的神
[00:18:50.000 --> 00:18:56.000]  這是叛教的,叛國罪的
[00:18:56.000 --> 00:18:58.000]  你明白嗎?弟兄姊妹
[00:18:58.000 --> 00:19:01.000]  其實我們有雙重身份
[00:19:01.000 --> 00:19:03.000]  Dual Citizenship
[00:19:03.000 --> 00:19:07.000]  我們地上是公民,但原來我們又是天國的子民
[00:19:07.000 --> 00:19:10.000]  但公民和天國的子民
[00:19:10.000 --> 00:19:17.000]  其實可以有overlapping,有互相配合
[00:19:17.000 --> 00:19:20.000]  但也有相當大的衝突
[00:19:20.000 --> 00:19:25.000]  當我們要服服敬拜誰的時候,要選擇的時候
[00:19:25.000 --> 00:19:28.000]  保羅說,羅馬教會弟兄姊妹
[00:19:28.000 --> 00:19:34.000]  你要知道哪一個是你值得尊崇的那一位
[00:19:34.000 --> 00:19:39.000]  最尊崇的,最景仰的,讓你一生追求的那一位
[00:19:39.000 --> 00:19:44.000]  不是海撒,不是地上的君王
[00:19:44.000 --> 00:19:46.000]  是神自己
[00:19:46.000 --> 00:19:53.000]  獨一,全智,滿有智慧,唯一一個管理大地的那一位
[00:19:53.000 --> 00:19:57.000]  你要看清楚,你所跟隨的是誰
[00:19:57.000 --> 00:20:00.000]  這是第一點,最後那句
[00:20:00.000 --> 00:20:04.000]  就是隱藏的奧秘,讓我們值得
[00:20:04.000 --> 00:20:08.000]  但第二個,更加讓我們值得去想
[00:20:08.000 --> 00:20:12.000]  因為,剛才說到這個奧秘是如何奧秘的呢?
[00:20:12.000 --> 00:20:16.000]  他在兼顧我們的心,幫助我們面對逆境
[00:20:16.000 --> 00:20:21.000]  然後我們去實踐上帝的使命
[00:20:21.000 --> 00:20:26.000]  我想問大家,保羅的心
[00:20:26.000 --> 00:20:30.000]  在羅馬書第九第十章,他說到
[00:20:30.000 --> 00:20:35.000]  他願意為猶太人賠上生命
[00:20:35.000 --> 00:20:41.000]  他流淚禱告,他希望親愛的同胞猶太人認識耶穌是基督
[00:20:41.000 --> 00:20:46.000]  我想問大家,猶太人有沒有認識耶穌基督在那個世代?
[00:20:46.000 --> 00:20:49.000]  大部分都沒有
[00:20:49.000 --> 00:20:53.000]  我問大家,保羅的心願在第十五章,他想去西班牙
[00:20:53.000 --> 00:20:57.000]  他想去傳道,經過羅馬教會去傳道
[00:20:57.000 --> 00:21:00.000]  但最終我們又知道結果是怎樣?
[00:21:00.000 --> 00:21:04.000]  結果是,去到耶路撒冷,在司徒函專第十二章,被逮捕
[00:21:04.000 --> 00:21:08.000]  坐牢,等了兩年,然後去了羅馬
[00:21:08.000 --> 00:21:13.000]  又坐牢,又坐了兩年,最終去不去到西班牙都不知道
[00:21:13.000 --> 00:21:16.000]  你知不知道我想說什麼?
[00:21:16.000 --> 00:21:19.000]  當我們說將榮耀歸給神的時候
[00:21:19.000 --> 00:21:24.000]  當我們說福音這麼寶貴的時候
[00:21:24.000 --> 00:21:31.000]  其實可能我們所做的事都沒有什麼果效
[00:21:31.000 --> 00:21:34.000]  保羅很明顯,他有個心
[00:21:34.000 --> 00:21:37.000]  很想將榮耀歸給神
[00:21:37.000 --> 00:21:40.000]  他很想將福音傳開,很想萬人得救
[00:21:40.000 --> 00:21:43.000]  但實際狀況不是這樣
[00:21:43.000 --> 00:21:46.000]  實際狀況不是這樣
[00:21:46.000 --> 00:21:49.000]  那即是告訴我們什麼?
[00:21:49.000 --> 00:21:52.000]  告訴我們一個很重要的事
[00:21:52.000 --> 00:21:58.000]  我們在地上,最重要的不是看我們有沒有果效
[00:21:58.000 --> 00:22:05.000]  是看我們有沒有按著神的心意去做
[00:22:05.000 --> 00:22:08.000]  這是很重要的
[00:22:08.000 --> 00:22:15.000]  如果我們看著果效來決定我們值不值得投資我們的生命時間去做
[00:22:15.000 --> 00:22:18.000]  其實很多時候我們不會這樣做
[00:22:18.000 --> 00:22:22.000]  但既然這個福音臨到我身上,堅固我的心
[00:22:22.000 --> 00:22:26.000]  我又知道神的心意,要我去做什麼
[00:22:26.000 --> 00:22:29.000]  我就按著去做
[00:22:29.000 --> 00:22:32.000]  而這樣去做,按著神的心意去做的時候
[00:22:32.000 --> 00:22:35.000]  這就是榮耀神
[00:22:35.000 --> 00:22:38.000]  我們經常說榮耀神
[00:22:38.000 --> 00:22:41.000]  我們很想榮耀,怎樣榮耀神?
[00:22:41.000 --> 00:22:47.000]  按著上帝的心意做好你的本分,你就榮耀神
[00:22:47.000 --> 00:22:53.000]  我們很多時候說要尋求神的心意
[00:22:53.000 --> 00:22:59.000]  其實我們不一定是很想知道神的心意
[00:22:59.000 --> 00:23:01.000]  就這樣去做就好了
[00:23:01.000 --> 00:23:06.000]  例如拍拖,究竟是哪個男朋友的朋友知道就好了
[00:23:06.000 --> 00:23:10.000]  或者是哪個工作,找哪份工作就好了
[00:23:10.000 --> 00:23:13.000]  其實不是這樣的
[00:23:13.000 --> 00:23:18.000]  其實不是對象,不是公眾
[00:23:18.000 --> 00:23:21.000]  而是神自己
[00:23:21.000 --> 00:23:25.000]  那個才重要,不是那些不重要
[00:23:25.000 --> 00:23:27.000]  男女,公眾不重要
[00:23:27.000 --> 00:23:33.000]  而是在過程當中,怎樣按著神的心意去做就行了
[00:23:33.000 --> 00:23:39.000]  因為神會帶領你去走前面每一個路
[00:23:39.000 --> 00:23:44.000]  如果你找到最理想的伴侶
[00:23:44.000 --> 00:23:47.000]  但你不是按著神的心意去做的時候
[00:23:47.000 --> 00:23:52.000]  其實結果會更糟糕,你明白我的意思嗎?
[00:23:52.000 --> 00:23:55.000]  聖經有很多經文告訴我們
[00:23:55.000 --> 00:23:59.000]  當我們按著神的心意去做的時候,就是榮耀神
[00:23:59.000 --> 00:24:04.000]  其中一個就是耶穌最經典的
[00:24:04.000 --> 00:24:05.000]  在《約翰福音》第四章
[00:24:05.000 --> 00:24:08.000]  時間關係,我就不讀其他經文了
[00:24:08.000 --> 00:24:10.000]  《約翰福音》第四章
[00:24:10.000 --> 00:24:15.000]  是講述撒瑪利亞井旁的婦人
[00:24:15.000 --> 00:24:19.000]  說完之後,那些門徒就出去了買東西吃
[00:24:19.000 --> 00:24:22.000]  回來之後,看到耶穌
[00:24:22.000 --> 00:24:25.000]  在第四章,那些門徒就問耶穌
[00:24:25.000 --> 00:24:28.000]  你吃了東西嗎?
[00:24:28.000 --> 00:24:35.000]  那些門徒就給耶穌吃東西
[00:24:35.000 --> 00:24:37.000]  耶穌說我吃了
[00:24:37.000 --> 00:24:39.000]  那誰給你吃東西呢?
[00:24:39.000 --> 00:24:41.000]  耶穌就這麼說
[00:24:41.000 --> 00:24:42.000]  四章三十四節
[00:24:42.000 --> 00:24:48.000]  我的食物就是遵行差外來者的旨意
[00:24:48.000 --> 00:24:50.000]  進而造成他的功
[00:24:50.000 --> 00:24:55.000]  我的食物,我的基本,我的生命
[00:24:55.000 --> 00:24:56.000]  我的生命是什麼?
[00:24:56.000 --> 00:24:58.000]  遵行天父的旨意
[00:24:58.000 --> 00:25:03.000]  接著到後面第十七章
[00:25:03.000 --> 00:25:09.000]  耶穌的禱告,第十七章第四節
[00:25:09.000 --> 00:25:11.000]  我在地上已經榮耀你
[00:25:11.000 --> 00:25:13.000]  耶穌對天父說
[00:25:13.000 --> 00:25:15.000]  我在地上已經榮耀天父
[00:25:15.000 --> 00:25:17.000]  怎樣榮耀?
[00:25:17.000 --> 00:25:19.000]  我在地上已經榮耀你
[00:25:19.000 --> 00:25:24.000]  你所託付我的事,我已經成全了
[00:25:24.000 --> 00:25:25.000]  大家看見嗎?
[00:25:25.000 --> 00:25:26.000]  你聽不聽到耶穌說什麼?
[00:25:26.000 --> 00:25:29.000]  我的食物,我的生活基本需要
[00:25:29.000 --> 00:25:31.000]  就是遵行天父的旨意
[00:25:31.000 --> 00:25:36.000]  而我這樣遵行上帝所交託給我的任務
[00:25:36.000 --> 00:25:39.000]  我已經榮耀了你
[00:25:39.000 --> 00:25:43.000]  所以在最後的第十七節
[00:25:43.000 --> 00:25:44.000]  十六章二十七節,皇馬書說
[00:25:44.000 --> 00:25:45.000]  將榮耀歸給你
[00:25:45.000 --> 00:25:49.000]  不單止我們知道我們所效忠的對象
[00:25:49.000 --> 00:25:54.000]  並且帶動我們如何好好地過活這一生
[00:25:54.000 --> 00:25:56.000]  我們這一生如何去榮耀神?
[00:25:56.000 --> 00:26:00.000]  就是按著上帝的心意去做
[00:26:00.000 --> 00:26:02.000]  我們如何按著上帝的心意?
