
[00:00:00.000 --> 00:00:01.800]  詩篇十八篇第一節
[00:03:09.560 --> 00:03:13.200]  說到她的孩子癌病過身的經歷
[00:03:13.200 --> 00:03:14.400]  你一聽的時候就體會
[00:03:14.400 --> 00:03:17.560]  人生有很多不如意的事情
[00:03:17.560 --> 00:03:20.000]  好像真的黑暈瞞報
[00:03:20.000 --> 00:03:20.960]  但她一直說
[00:03:20.960 --> 00:03:24.000]  她說述神如何保守他們經過的日子
[00:03:24.000 --> 00:03:25.400]  在那些日子當中
[00:03:25.400 --> 00:03:28.480]  神將光照進黑暗裏面
[00:03:28.480 --> 00:03:32.000]  甚至將黑暗轉為光明
[00:03:32.000 --> 00:03:35.280]  這是當時我們很深刻的體會
[00:03:35.280 --> 00:03:36.840]  當她分享的時候
[00:03:36.840 --> 00:03:37.920]  我們知道神是這樣
[00:03:37.920 --> 00:03:39.640]  應許她的子民
[00:03:39.640 --> 00:03:42.080]  她點著我們的燈
[00:03:42.080 --> 00:03:43.800]  繼續炎亮
[00:03:43.800 --> 00:03:47.600]  將我們的黑暗轉變成為光明
[00:03:47.600 --> 00:03:48.680]  然後聖經提到
[00:03:48.680 --> 00:03:50.880]  神讓我們能夠有力量
[00:03:50.880 --> 00:03:55.240]  在第三十三節
[00:03:55.240 --> 00:03:55.760]  聖經說
[00:03:55.760 --> 00:03:58.560]  祂使我的腳快如無錄的蹄
[00:03:58.560 --> 00:04:01.600]  又使我在高處安穩
[00:04:01.600 --> 00:04:03.840]  祂教導我的手能以爭戰
[00:04:03.840 --> 00:04:07.120]  甚至我的臂能開同弓
[00:04:07.120 --> 00:04:08.920]  大衛本來是一個牧羊人
[00:04:08.920 --> 00:04:10.560]  他不懂打仗
[00:04:10.560 --> 00:04:13.800]  但他要面對著很多很多的強敵
[00:04:13.800 --> 00:04:16.440]  入侵 攻擊他
[00:04:16.440 --> 00:04:18.800]  但神幫助他能夠爭戰
[00:04:18.800 --> 00:04:22.880]  還有他的臂能開同弓
[00:04:22.880 --> 00:04:26.160]  當時的同弓很重 很大的弓箭
[00:04:26.160 --> 00:04:27.560]  要很多人一起
[00:04:27.560 --> 00:04:28.920]  甚至是用腳用手
[00:04:28.920 --> 00:04:31.080]  才可以拉開弓
[00:04:31.080 --> 00:04:33.480]  但神幫助大衛有力量
[00:04:33.480 --> 00:04:36.600]  可以拉開同弓
[00:04:36.600 --> 00:04:38.200]  你想回到過去
[00:04:38.200 --> 00:04:40.360]  有一些挑戰還未到的時候
[00:04:40.360 --> 00:04:43.720]  你不相信自己能夠應付
[00:04:43.720 --> 00:04:45.360]  但神給你力量
[00:04:45.360 --> 00:04:47.120]  能夠去應付
[00:04:47.120 --> 00:04:49.680]  讓你自己也很驚奇
[00:04:49.680 --> 00:04:50.800]  聖經描寫
[00:04:50.800 --> 00:04:51.880]  倚靠神的人
[00:04:51.880 --> 00:04:54.240]  神給我們經歷神的能力
[00:04:54.240 --> 00:04:55.920]  那種幫助
[00:04:55.920 --> 00:04:57.320]  面對困難的時候
[00:04:57.320 --> 00:05:00.200]  仍然堅定有力
[00:05:00.200 --> 00:05:01.680]  我記得剛剛看到
[00:05:01.680 --> 00:05:04.560]  祈禱所望祖的見證集
[00:05:04.560 --> 00:05:06.880]  當中說很多他們的見證
[00:05:06.880 --> 00:05:08.000]  其中有提及過一些
[00:05:08.000 --> 00:05:10.440]  新受浸的一位弟兄
[00:05:10.440 --> 00:05:11.560]  他上受浸班的時候
[00:05:11.560 --> 00:05:12.560]  覺得沒有太多盼望
[00:05:12.560 --> 00:05:14.280]  能夠完成
[00:05:14.280 --> 00:05:16.320]  因為工作壓力太大
[00:05:16.320 --> 00:05:18.640]  很難可以上足這麼多課
[00:05:18.640 --> 00:05:21.880]  也很難可以靈修
[00:05:21.880 --> 00:05:23.840]  但他一直祈禱倚靠神
[00:05:23.840 --> 00:05:27.040]  但發覺工作量也沒有減少
[00:05:27.040 --> 00:05:28.560]  一樣是這麼多工作
[00:05:28.560 --> 00:05:29.840]  但不知從何來的力量
[00:05:29.840 --> 00:05:30.960]  他可以每一天
[00:05:30.960 --> 00:05:34.440]  有差不多一個小時的時間靈修
[00:05:34.440 --> 00:05:37.320]  有些時候趕著回來上課
[00:05:37.320 --> 00:05:41.080]  上課之後要繼續回公司工作
[00:05:41.080 --> 00:05:44.000]  但仍然有恩典可以完成整個課程
[00:05:44.000 --> 00:05:46.320]  可以順利地受浸
[00:05:46.320 --> 00:05:47.440]  他的心很感恩
[00:05:47.440 --> 00:05:49.200]  也第一次深刻的經歷
[00:05:49.200 --> 00:05:50.800]  神是他的力量
[00:05:50.800 --> 00:05:53.600]  是他的幫助
[00:05:53.600 --> 00:05:54.760]  聖經告訴我們
[00:05:54.760 --> 00:05:57.800]  神使軟弱的成為剛強
[00:05:57.800 --> 00:06:01.680]  正是在當中給我們一個很大的鼓勵
[00:06:01.680 --> 00:06:02.840]  第三我們再看看
[00:06:02.840 --> 00:06:04.560]  經文一直在說
[00:06:04.560 --> 00:06:07.560]  在聖經的第21節
[00:06:07.560 --> 00:06:12.280]  我們看回前面的21節
[00:06:12.280 --> 00:06:13.440]  聖經說
[00:06:13.440 --> 00:06:17.000]  「神按著我的公義報答我
[00:06:17.000 --> 00:06:20.240]  按照我手中的清潔償還我
[00:06:20.240 --> 00:06:23.560]  因為我遵守了耶和華的道
[00:06:23.560 --> 00:06:26.960]  未曾作惡離開我的神」
[00:06:26.960 --> 00:06:28.400]  當說到神的能力的時候
[00:06:28.400 --> 00:06:30.160]  聖經不斷回應道
[00:06:30.160 --> 00:06:34.280]  神的道是最純正的
[00:06:34.280 --> 00:06:35.840]  最寶貴的
[00:06:35.840 --> 00:06:41.080]  然後回到後面的30節
[00:06:41.080 --> 00:06:43.200]  又說到神的道
[00:06:43.200 --> 00:06:44.040]  「至於神
[00:06:44.040 --> 00:06:46.320]  他的道是完全的
[00:06:46.320 --> 00:06:48.880]  耶和華的話是煉證的
[00:06:48.880 --> 00:06:50.400]  凡投靠他的
[00:06:50.400 --> 00:06:53.760]  他便作他們的盾牌」
[00:06:53.760 --> 00:06:55.480]  聖經提到我們投靠神
[00:06:55.480 --> 00:06:58.640]  也意味著我們相信祂的話
[00:06:58.640 --> 00:07:01.360]  又聽從祂的話
[00:07:01.360 --> 00:07:04.320]  原來得能力的秘訣
[00:07:04.320 --> 00:07:08.080]  在於我們能夠去聽從祂的話
[00:07:08.080 --> 00:07:09.560]  當聽從祂的話的時候
[00:07:09.560 --> 00:07:12.280]  神成為了我們的盾牌
[00:07:12.280 --> 00:07:15.560]  祂本身成為了我們的保障
[00:07:15.560 --> 00:07:18.200]  大家會體會到在戰爭當中的人
[00:07:18.200 --> 00:07:20.200]  很敏感盾牌
[00:07:20.200 --> 00:07:21.240]  盾牌的價值
[00:07:21.240 --> 00:07:23.520]  他們很深刻的體會
[00:07:23.520 --> 00:07:24.680]  而他們更加知道
[00:07:24.680 --> 00:07:26.680]  這些盾牌不是一般的盾牌
[00:07:26.680 --> 00:07:30.520]  而是神自己成為他們的盾牌
[00:07:30.520 --> 00:07:31.640]  各位弟兄姊妹
[00:07:31.640 --> 00:07:34.080]  如果你發覺自己有時候得罪神
[00:07:34.080 --> 00:07:35.680]  你不聽從神
[00:07:35.680 --> 00:07:38.640]  可能神給你一些管教
[00:07:38.640 --> 00:07:40.760]  你要面對著那些管教
[00:07:40.760 --> 00:07:42.320]  但你知道你是聽從神
[00:07:42.320 --> 00:07:43.960]  遵從祂的話
[00:07:43.960 --> 00:07:46.440]  有些時候惡者會攻擊你
[00:07:46.440 --> 00:07:48.680]  但當你放膽向神祈禱的時候
[00:07:48.680 --> 00:07:51.760]  神給你力量去勝過這些攻擊
[00:07:51.760 --> 00:07:55.000]  去趕退這些強敵
[00:07:55.000 --> 00:07:56.480]  關鍵仍然是
[00:07:56.480 --> 00:07:58.360]  你以神的話
[00:07:58.360 --> 00:08:00.800]  為你生命的指標
[00:08:00.800 --> 00:08:02.520]  跟隨祂的道的時候
[00:08:02.520 --> 00:08:05.280]  你就領受神給你的力量
[00:08:05.280 --> 00:08:12.120]  因此你再看聖經三十九節
[00:08:12.120 --> 00:08:15.600]  「因為你曾以力量束我的腰
[00:08:15.600 --> 00:08:17.360]  使我能爭戰
[00:08:17.360 --> 00:08:19.720]  你也使那起來攻擊我的刀
[00:08:19.720 --> 00:08:22.440]  伏在我耳下」
[00:08:22.440 --> 00:08:24.880]  在中東這個大地方
[00:08:24.880 --> 00:08:26.640]  很多人都很明白
[00:08:26.640 --> 00:08:31.080]  長度拔攝在沙漠坐落陀很辛苦
[00:08:31.080 --> 00:08:35.480]  但他們用一些高腰帶放在身上
[00:08:35.480 --> 00:08:39.240]  然後承托著上身的身體的力量
[00:08:39.240 --> 00:08:43.160]  就發覺可以堅持一段長的旅程
[00:08:43.160 --> 00:08:46.880]  聖經說「神以力量束我的腰
[00:08:46.880 --> 00:08:48.800]  就算漫長的旅程
[00:08:48.800 --> 00:08:51.240]  神給我們力量去經過
[00:08:51.240 --> 00:08:54.480]  可以面對到」
[00:08:54.480 --> 00:08:56.280]  而關鍵是
[00:08:56.280 --> 00:08:58.280]  「投靠祂的
[00:08:58.280 --> 00:09:00.040]  依從祂的話的
[00:09:00.040 --> 00:09:02.440]  領受祂的恩惠」
[00:09:02.440 --> 00:09:04.440]  我最近留意到一個研究報告
[00:09:04.440 --> 00:09:06.440]  提到很多消防員
[00:09:06.440 --> 00:09:09.440]  為何他們進入火場那麼有勇氣
[00:09:09.440 --> 00:09:10.720]  面對火海
[00:09:10.720 --> 00:09:12.120]  仍然衝進去
[00:09:12.120 --> 00:09:15.000]  有智慧判斷應該走哪裏
[00:09:15.000 --> 00:09:18.760]  最快時間救人出來
[00:09:18.760 --> 00:09:22.120]  研究發現在他們的思維歷程裏
[00:09:22.120 --> 00:09:25.680]  一般他們不會立即想幾個選擇
[00:09:25.680 --> 00:09:27.840]  想想這個選擇有甚麼後果
[00:09:27.840 --> 00:09:29.440]  然後想想這個選擇有甚麼後果
[00:09:29.440 --> 00:09:31.200]  有甚麼代價
[00:09:31.200 --> 00:09:33.440]  先澄清再作決定
[00:09:33.440 --> 00:09:34.600]  如果他們這樣想的話
[00:09:34.600 --> 00:09:37.200]  就燒死了
[00:09:37.200 --> 00:09:39.120]  研究發現這些消防員
[00:09:39.120 --> 00:09:41.520]  他們只有一個原則
[00:09:41.520 --> 00:09:46.360]  就是在最安全最快的情況下救人
[00:09:46.360 --> 00:09:48.520]  他們就緊握這個原則
[00:09:48.520 --> 00:09:51.440]  一想起那個做法
[00:09:51.440 --> 00:09:53.240]  想起那條路
[00:09:53.240 --> 00:09:54.360]  不假思索
[00:09:54.360 --> 00:09:56.600]  他們就立即行動
[00:09:56.600 --> 00:10:00.440]  按照他們當時想到的
[00:10:00.440 --> 00:10:04.920]  大原則下的決定行動
[00:10:04.920 --> 00:10:06.400]  因此他們沒有猶豫
[00:10:06.400 --> 00:10:10.520]  很勇敢就立即進入火場救人
[00:10:10.520 --> 00:10:11.720]  各位電影姊妹
[00:10:11.720 --> 00:10:15.520]  當你將整個話語放在心裏
[00:10:15.520 --> 00:10:18.040]  當你內心只有一個原則
[00:10:18.040 --> 00:10:19.560]  僅持一個原則
[00:10:19.560 --> 00:10:23.720]  就是凡事遵行主的旨意
[00:10:23.720 --> 00:10:25.280]  知道是主的旨意
[00:10:25.280 --> 00:10:27.720]  就不要掛慮那些後果
[00:10:27.720 --> 00:10:29.480]  掛慮那些問題
[00:10:29.480 --> 00:10:33.960]  只是全心去遵行神要你做的事情
[00:10:33.960 --> 00:10:37.960]  那種屬靈的勇氣就出現
[00:10:37.960 --> 00:10:42.600]  屬靈的勇氣是來自對神的話語的信心
[00:10:42.600 --> 00:10:45.640]  有決心將一切的後果交給神
[00:10:45.640 --> 00:10:47.920]  然後放膽地走出來
[00:10:47.920 --> 00:10:50.560]  而領受那份勇氣
[00:10:50.560 --> 00:10:51.880]  各位電影姊妹
[00:10:51.880 --> 00:10:55.400]  當你看完這段經文幾個重點之後
[00:10:55.400 --> 00:10:58.880]  你會記得第一節怎樣說嗎?
[00:10:58.880 --> 00:11:01.800]  我們一起讀一讀第一節
[00:11:01.800 --> 00:11:06.480]  耶和華 我的力量呀 我愛你
[00:11:06.480 --> 00:11:09.600]  但願這是你生命當中常常的經歷
[00:11:09.600 --> 00:11:12.400]  亦是整個北宣家的經歷
[00:11:12.400 --> 00:11:16.240]  經歷到耶和華是我們的力量
[00:11:16.240 --> 00:11:20.000]  透靠祂的 我們剛強壯膽
[00:11:20.000 --> 00:11:21.280]  德性一切
[00:11:21.280 --> 00:11:23.280]  我們一起同心祈禱

