
[00:00:00.000 --> 00:00:02.000]  (字幕:我是阿波羅)
[00:06:05.080 --> 00:06:07.680]  看看不同價值觀的作品
[00:06:07.680 --> 00:06:10.680]  我們就可以有一個健康的生命
[00:06:10.680 --> 00:06:12.880]  這條問題是問
[00:06:12.880 --> 00:06:17.080]  如何看基督徒吸煙或者吸水
[00:06:17.080 --> 00:06:18.080]  有些人叫吸水
[00:06:18.080 --> 00:06:19.080]  叫吸煙
[00:06:19.080 --> 00:06:23.480]  吸煙對我們的健康影響
[00:06:23.480 --> 00:06:25.080]  大家可能都知道
[00:06:25.080 --> 00:06:28.280]  知道吸煙可能增加肺癌的機會
[00:06:28.280 --> 00:06:32.080]  還有可能有其他對身體不同的影響
[00:06:32.080 --> 00:06:33.880]  大家是知道這一點的
[00:06:33.880 --> 00:06:36.280]  所以你說可不可以
[00:06:36.280 --> 00:06:38.880]  有時基督徒首先要強調一點
[00:06:38.880 --> 00:06:42.480]  不要單單從可不可以這個角度來看
[00:06:42.480 --> 00:06:44.880]  如果你說吸煙可不可以
[00:06:44.880 --> 00:06:46.280]  甚麼是可以
[00:06:46.280 --> 00:06:48.280]  吸煙是否就會落地獄
[00:06:48.280 --> 00:06:49.880]  答案不是的
[00:06:49.880 --> 00:06:53.280]  吸煙不會因為吸煙就落地獄
[00:06:53.280 --> 00:06:55.680]  所以你吸一支煙
[00:06:55.680 --> 00:06:58.480]  你不會明天就死了
[00:06:58.480 --> 00:07:00.080]  從這個角度來看
[00:07:00.080 --> 00:07:00.880]  你說可不可以
[00:07:00.880 --> 00:07:01.880]  可以
[00:07:01.880 --> 00:07:04.880]  是否最好的選擇
[00:07:04.880 --> 00:07:06.880]  從這個角度來看
[00:07:06.880 --> 00:07:08.280]  我們可以想想
[00:07:08.280 --> 00:07:12.880]  吸煙是否需要做這個選擇
[00:07:12.880 --> 00:07:17.880]  當然不同人吸煙有不同的原因
[00:07:17.880 --> 00:07:19.880]  我們可以想像
[00:07:19.880 --> 00:07:21.880]  有A君
[00:07:21.880 --> 00:07:24.880]  他成長的環境
[00:07:24.880 --> 00:07:25.880]  他周圍的東西
[00:07:25.880 --> 00:07:27.880]  他吸了很多煙
[00:07:27.880 --> 00:07:29.880]  他吸了很多煙
[00:07:29.880 --> 00:07:31.880]  他成長的環境
[00:07:31.880 --> 00:07:33.880]  他周圍的人每個人都吸煙
[00:07:33.880 --> 00:07:36.880]  雖然A君還沒有意識做決定的時候
[00:07:36.880 --> 00:07:38.880]  已經開始和別人一起吸煙
[00:07:38.880 --> 00:07:39.880]  可以這樣說
[00:07:39.880 --> 00:07:41.880]  A君負的責任比較少
[00:07:41.880 --> 00:07:43.880]  但另一個例子
[00:07:43.880 --> 00:07:46.880]  譬如你是一個二十多歲的年輕人
[00:07:46.880 --> 00:07:47.880]  或年輕女孩
[00:07:47.880 --> 00:07:50.880]  你有班朋友吸煙
[00:07:50.880 --> 00:07:53.880]  你不是吸煙的
[00:07:53.880 --> 00:07:55.880]  但你班朋友吸煙
[00:07:55.880 --> 00:07:57.880]  然後你班朋友跟你說
[00:07:57.880 --> 00:08:00.880]  我們一起吸煙吧 過癮吧
[00:08:00.880 --> 00:08:02.880]  如果是這個情況
[00:08:02.880 --> 00:08:03.880]  我會說
[00:08:03.880 --> 00:08:06.880]  你最好的選擇是不要吸煙
[00:08:06.880 --> 00:08:07.880]  因為我相信
[00:08:07.880 --> 00:08:08.880]  就算你不吸煙
[00:08:08.880 --> 00:08:10.880]  你的朋友不會說
[00:08:10.880 --> 00:08:12.880]  你不吸煙 我和你絕交
[00:08:12.880 --> 00:08:15.880]  如果你的朋友會這樣說
[00:08:15.880 --> 00:08:18.880]  可能這個朋友都可以放棄
[00:08:18.880 --> 00:08:20.880]  為了吸煙就不和你交朋友
[00:08:20.880 --> 00:08:23.880]  如果你表示你的身份
[00:08:23.880 --> 00:08:24.880]  你的價值觀
[00:08:24.880 --> 00:08:25.880]  你是基督徒
[00:08:25.880 --> 00:08:27.880]  你覺得健康重要等等
[00:08:27.880 --> 00:08:29.880]  你不需要批評別人
[00:08:29.880 --> 00:08:32.880]  只要你知道自己在做什麼
[00:08:32.880 --> 00:08:36.880]  我想其他人都會尊重你的選擇
[00:08:36.880 --> 00:08:39.880]  我們又和煙
[00:08:39.880 --> 00:08:42.880]  我們說一點水煙這個問題
[00:08:42.880 --> 00:08:45.880]  為什麼會忽然間說到水煙呢
[00:08:45.880 --> 00:08:50.880]  還有現在好像有流行水煙
[00:08:50.880 --> 00:08:53.880]  當然一方面反映香港國際城市
[00:08:53.880 --> 00:08:57.880]  水煙是南亞裔文化的人
[00:08:57.880 --> 00:08:58.880]  吃多了
[00:08:58.880 --> 00:09:00.880]  不是西方文化的人
[00:09:00.880 --> 00:09:03.880]  中東人會吃水煙
[00:09:03.880 --> 00:09:04.880]  另一方面
[00:09:04.880 --> 00:09:09.880]  水煙是用水去過濾
[00:09:09.880 --> 00:09:13.880]  水裏可以加了香料
[00:09:13.880 --> 00:09:16.880]  所以吃水煙的人
[00:09:16.880 --> 00:09:18.880]  除了煙的味道
[00:09:18.880 --> 00:09:21.880]  還可以有其他香味
[00:09:21.880 --> 00:09:25.880]  不過如果大家看過別人吃水煙
[00:09:25.880 --> 00:09:27.880]  可能都會覺得
[00:09:27.880 --> 00:09:28.880]  有些人會覺得
[00:09:28.880 --> 00:09:30.880]  都幾cool
[00:09:30.880 --> 00:09:33.880]  有瓶水有長長的煙斗
[00:09:33.880 --> 00:09:36.880]  可能是因為這種cool
[00:09:36.880 --> 00:09:38.880]  幾過癮的角度
[00:09:38.880 --> 00:09:39.880]  幾新鮮
[00:09:39.880 --> 00:09:41.880]  想試試
[00:09:41.880 --> 00:09:44.880]  同樣地我建議
[00:09:44.880 --> 00:09:45.880]  我會說
[00:09:45.880 --> 00:09:47.880]  你是不是吃了一次水煙
[00:09:47.880 --> 00:09:48.880]  上帝就找來劈你
[00:09:48.880 --> 00:09:50.880]  當然不會
[00:09:50.880 --> 00:09:52.880]  但另一個角度看
[00:09:52.880 --> 00:09:54.880]  是不是一些東西
[00:09:54.880 --> 00:09:55.880]  很cool
[00:09:55.880 --> 00:09:57.880]  看起來很過癮
[00:09:57.880 --> 00:09:59.880]  我們就一定要試
[00:09:59.880 --> 00:10:00.880]  通常第一次吸煙的人
[00:10:00.880 --> 00:10:01.880]  沒有人喜歡
[00:10:01.880 --> 00:10:03.880]  但如果你克服了
[00:10:03.880 --> 00:10:05.880]  第一次的煙味
[00:10:05.880 --> 00:10:08.880]  接著就可能上癮
[00:10:08.880 --> 00:10:10.880]  你就會不斷想吃
[00:10:10.880 --> 00:10:13.880]  所以如果一種很cool的東西
[00:10:13.880 --> 00:10:15.880]  是可能上癮
[00:10:15.880 --> 00:10:17.880]  接著上癮之後
[00:10:17.880 --> 00:10:20.880]  對身體有不好的影響
[00:10:20.880 --> 00:10:22.880]  這是有很好的醫學證明
[00:10:22.880 --> 00:10:25.880]  如果行動有這種結果
[00:10:25.880 --> 00:10:28.880]  我們是不是為了它cool
[00:10:28.880 --> 00:10:30.880]  為了它看起來過癮
[00:10:30.880 --> 00:10:32.880]  就一定要去做呢?
[00:10:32.880 --> 00:10:34.880]  我會建議大家想清楚
[00:10:34.880 --> 00:10:37.880]  是否必須做這個選擇
[00:10:37.880 --> 00:10:39.880]  MING PAO CANADA | MING PAO TORONTO
[00:10:39.880 --> 00:10:41.880]  (CC字幕製作:貝爾)
[00:10:41.880 --> 00:10:43.880]  (CC字幕製作:貝爾)

