
[00:00:00.000 --> 00:00:02.520]  在詩篇23篇
[00:05:13.200 --> 00:05:16.200]  也是在講述神與人同在
[00:05:16.200 --> 00:05:19.000]  這個居所含有一種會莫的含義
[00:05:19.000 --> 00:05:21.400]  你會即時想起聖經新約裏面提到
[00:05:21.400 --> 00:05:25.000]  主耶穌祂住在我們中間
[00:05:25.000 --> 00:05:27.200]  或者說會莫在我們中間
[00:05:27.200 --> 00:05:31.800]  充充滿滿有恩典 有真理
[00:05:31.800 --> 00:05:35.200]  一位上帝曾經稱為萬君的耶和華
[00:05:35.200 --> 00:05:37.800]  祂是掌管天地的上帝
[00:05:37.800 --> 00:05:40.200]  祂是無所不在的上帝
[00:05:40.200 --> 00:05:44.600]  但是祂選擇住在聖殿中
[00:05:44.600 --> 00:05:47.200]  住在人的裏面
[00:05:47.200 --> 00:05:49.400]  大家知道當我們今天新約的時候
[00:05:49.400 --> 00:05:53.800]  明白聖殿不單單是講述一個外在的建築物
[00:05:53.800 --> 00:05:59.600]  同時更加是講述耶穌基督成為了聖殿
[00:05:59.600 --> 00:06:01.400]  在新約的時候
[00:06:01.400 --> 00:06:05.400]  當人說這個聖殿何等的榮美
[00:06:05.400 --> 00:06:08.400]  但耶穌說這個聖殿將會被拆毀
[00:06:08.400 --> 00:06:10.400]  但祂說三天之後
[00:06:10.400 --> 00:06:13.000]  祂會重建聖殿
[00:06:13.000 --> 00:06:16.000]  是在講述祂的生命是從死裡復活過來
[00:06:16.000 --> 00:06:20.200]  成為人神相會的地方
[00:06:20.200 --> 00:06:25.400]  是人和神在耶穌基督裏面能夠和好的原因
[00:06:25.400 --> 00:06:29.000]  因此基督耶穌成為了我們的聖殿
[00:06:29.000 --> 00:06:31.600]  而你和我都因為領受了主的恩
[00:06:31.600 --> 00:06:33.200]  神住在我們裏面
[00:06:33.200 --> 00:06:36.800]  我們都成為了聖殿
[00:06:36.800 --> 00:06:39.600]  今天當我們上到聖經講述道
[00:06:39.600 --> 00:06:42.200]  「聖一殿何等可愛」
[00:06:42.200 --> 00:06:44.600]  其實你和我都應該感恩
[00:06:44.600 --> 00:06:47.600]  因為你都成為了可愛
[00:06:47.600 --> 00:06:50.200]  不是因為你比別人好一點
[00:06:50.200 --> 00:06:53.400]  而是因為神住在你的裏面
[00:06:53.400 --> 00:06:57.000]  你的生命變得可愛
[00:06:57.000 --> 00:07:00.200]  這是宿命的事實
[00:07:00.200 --> 00:07:01.800]  當詩人講述道
[00:07:01.800 --> 00:07:04.000]  「聖一殿何等可愛」的時候
[00:07:04.000 --> 00:07:05.600]  他馬上有個回應
[00:07:05.600 --> 00:07:10.200]  「我羨慕學賞耶和華的婉語」
[00:07:10.200 --> 00:07:11.600]  回應上帝的愛
[00:07:11.600 --> 00:07:13.600]  聖經上帝的同在
[00:07:13.600 --> 00:07:19.200]  人的心亦渴望自己能夠去接近神
[00:07:19.200 --> 00:07:22.200]  最能夠讓神滿足的
[00:07:22.200 --> 00:07:25.000]  是人知道回應神的愛
[00:07:25.000 --> 00:07:28.800]  你知道愛的關係不可能是單方面的
[00:07:28.800 --> 00:07:31.600]  一定是互相的配合
[00:07:31.600 --> 00:07:33.800]  互相的回應
[00:07:33.800 --> 00:07:35.400]  詩人回應上帝
[00:07:35.400 --> 00:07:38.800]  「我羨慕學賞神的婉語」
[00:07:38.800 --> 00:07:41.800]  或是學賞與神的同在
[00:07:41.800 --> 00:07:44.400]  這裏所講的學賞
[00:07:44.400 --> 00:07:46.400]  有一種很特別的表達
[00:07:46.400 --> 00:07:50.200]  其實是講述它裏面一種苦苦相思
[00:07:50.200 --> 00:07:53.800]  心裏面很想能夠常與神親近
[00:07:53.800 --> 00:07:55.800]  一種心境
[00:07:55.800 --> 00:07:57.800]  而且它的心境裏面表達出
[00:07:57.800 --> 00:08:03.800]  它不是單單好像是自己一種與神親近
[00:08:03.800 --> 00:08:07.200]  而是它願意放下其他的渴慕
[00:08:07.200 --> 00:08:09.800]  單渴慕神
[00:08:09.800 --> 00:08:11.800]  大家剛才聽到
[00:08:11.800 --> 00:08:15.600]  這段時間很多人朝拜上帝
[00:08:15.600 --> 00:08:18.200]  他們經過一些比較艱難的旅程
[00:08:18.200 --> 00:08:21.200]  才可以去到耶路撒冷的聖殿中
[00:08:21.200 --> 00:08:23.200]  或者其實他們所渴慕的就是
[00:08:23.200 --> 00:08:27.600]  旅途當中可以有些比較舒適的旅館
[00:08:27.600 --> 00:08:31.200]  或者豐富的食物可以增添體力
[00:08:31.200 --> 00:08:34.000]  可以舒適地上路
[00:08:34.000 --> 00:08:37.000]  其實我們在跟隨主的路上
[00:08:37.000 --> 00:08:40.000]  都有很多其他的愛慕
[00:08:40.000 --> 00:08:42.400]  但是當你再小心地去想的時候
[00:08:42.400 --> 00:08:45.800]  你會發覺你和我最大的需要
[00:08:45.800 --> 00:08:50.600]  都不是這個世界給你的一些短暫的滿足
[00:08:50.600 --> 00:08:54.800]  而是主給你生命真正的滿足
[00:08:54.800 --> 00:08:57.800]  我記得剛才在早前一位姐妹講述
[00:08:57.800 --> 00:08:59.600]  她自己早年信主
[00:08:59.600 --> 00:09:01.400]  曾經都接觸過信仰
[00:09:01.400 --> 00:09:03.600]  但後來放棄了
[00:09:03.600 --> 00:09:06.400]  然後她講到她自己去到差不多中年的時候
[00:09:06.400 --> 00:09:09.600]  有機會和一班朋友去到歐洲旅行
[00:09:09.600 --> 00:09:11.000]  在歐洲旅行的時候
[00:09:11.000 --> 00:09:14.200]  有機會參觀當地一些大教堂
[00:09:14.200 --> 00:09:15.800]  去到一間教堂的時候
[00:09:15.800 --> 00:09:17.200]  一直到處看
[00:09:17.200 --> 00:09:20.000]  自己一個人到處看的時候
[00:09:20.000 --> 00:09:22.600]  突然間有一種很特別的感覺
[00:09:22.600 --> 00:09:23.800]  那個感覺就是
[00:09:23.800 --> 00:09:27.400]  我以前信主 為什麼我離開了
[00:09:27.400 --> 00:09:32.000]  然後她就感覺心裏有一個很大的呼喚
[00:09:32.000 --> 00:09:34.000]  好像上帝在呼喚她
[00:09:34.000 --> 00:09:38.600]  你回來 你順靠我
[00:09:38.600 --> 00:09:40.200]  這種感覺當她講的時候
[00:09:40.200 --> 00:09:41.800]  她說很難解釋得清楚
[00:09:41.800 --> 00:09:44.000]  那種很強烈的一種感動
[00:09:44.000 --> 00:09:46.800]  是好像神在呼喚
[00:09:46.800 --> 00:09:49.000]  所以後來她回來香港之後
[00:09:49.000 --> 00:09:50.800]  她就再去教會
[00:09:50.800 --> 00:09:52.200]  來了我們當中
[00:09:52.200 --> 00:09:56.000]  後來在我們當中受洗
[00:09:56.000 --> 00:09:59.800]  上帝都會這樣透過不同的方式去呼喚我們
[00:09:59.800 --> 00:10:03.400]  因為祂知道我們最大的需要不是其他
[00:10:03.400 --> 00:10:05.200]  而是祂自己
[00:10:05.200 --> 00:10:06.800]  有時候就算我們信了主
[00:10:06.800 --> 00:10:10.000]  有其他事情都會將我們的心轉移了
[00:10:10.000 --> 00:10:12.800]  偏向其他的渴求
[00:10:12.800 --> 00:10:15.000]  但你會知道這位上帝
[00:10:15.000 --> 00:10:19.400]  祂是不斷地呼喚你去單渴慕祂
[00:10:19.400 --> 00:10:21.600]  因為祂知道有祂的同在
[00:10:21.600 --> 00:10:24.200]  是真正的福氣
[00:10:24.200 --> 00:10:27.000]  所以你再讀剛才聖經的時候
[00:10:27.000 --> 00:10:30.400]  去到下面的第四節
[00:10:30.400 --> 00:10:31.200]  詩人就說
[00:10:31.200 --> 00:10:35.800]  「如此住在你殿中的便為有福」
[00:10:35.800 --> 00:10:37.600]  他們是真正有福氣
[00:10:37.600 --> 00:10:39.400]  能夠有神的同在
[00:10:39.400 --> 00:10:44.000]  是向著上帝這個人是真正有福
[00:10:44.000 --> 00:10:46.600]  而且他們仍要讚美
[00:10:46.600 --> 00:10:49.200]  意味著繼續不斷去經歷
[00:10:49.200 --> 00:10:51.000]  神帝的恩典
[00:10:51.000 --> 00:10:54.200]  不斷去讚美祂
[00:10:54.200 --> 00:10:56.800]  當一位詩人講述這個福氣的時候
[00:10:56.800 --> 00:11:00.000]  他同時提及一些其他的酌料的經歷
[00:11:00.000 --> 00:11:03.800]  或者說其他的一些可能很少的人物
[00:11:03.800 --> 00:11:06.400]  或者一些普通的平凡人
[00:11:06.400 --> 00:11:11.200]  他們如何在神的面前同樣領受這份同在
[00:11:11.200 --> 00:11:13.400]  在第三節
[00:11:13.400 --> 00:11:16.200]  「文君的耶和華我的王我的神呀
[00:11:16.200 --> 00:11:17.800]  在你祭壇那裡
[00:11:17.800 --> 00:11:20.400]  麻祖為自己找著房屋
[00:11:20.400 --> 00:11:24.600]  燕子為自己找著蒲瓊之窩」
[00:11:24.600 --> 00:11:26.200]  這些最微小的酌料
[00:11:26.200 --> 00:11:29.200]  他們都在神的裏面有神的同在
[00:11:29.200 --> 00:11:36.000]  當然酌料同樣在比喻很多的小生命
[00:11:36.000 --> 00:11:38.400]  一些平凡的人
[00:11:38.400 --> 00:11:41.400]  我不知道大家知不知道
[00:11:41.400 --> 00:11:45.400]  當我們搬回來英國裝修好的禮堂之前
[00:11:45.400 --> 00:11:50.800]  那些麻雀已經入住了康宅
[00:11:50.800 --> 00:11:56.000]  其實很多年我們在玻璃門進去接待處那邊
[00:11:56.000 --> 00:12:00.600]  都留意到在我們北角宣道會的牌匾的後面
[00:12:00.600 --> 00:12:03.000]  有幾個雀巢
[00:12:03.000 --> 00:12:05.000]  雀子飛出飛入
[00:12:05.000 --> 00:12:06.400]  當然後來我們要裝修
[00:12:06.400 --> 00:12:08.600]  所以把牌匾拆了出來
[00:12:08.600 --> 00:12:11.200]  那些酌料就死了
[00:12:11.200 --> 00:12:16.400]  但經過一段時間我們重新把新的牌匾安裝上去的時候
[00:12:16.400 --> 00:12:20.000]  我就發覺我們都未曾進來聚會
[00:12:20.000 --> 00:12:21.600]  那些酌料就回來了
[00:12:21.600 --> 00:12:25.400]  在那裏蓋了新的巢
[00:12:25.400 --> 00:12:26.600]  他們很開心
[00:12:26.600 --> 00:12:32.200]  我們見到他們都很開心
[00:12:32.200 --> 00:12:36.600]  雖然好像是一些城市的小現象
[00:12:36.600 --> 00:12:39.600]  但又讓我想起
[00:12:39.600 --> 00:12:43.000]  所有人的捍衛很微小
[00:12:43.000 --> 00:12:45.400]  又或者是一些不起眼
[00:12:45.400 --> 00:12:49.400]  甚至被人輕視的小人物
[00:12:49.400 --> 00:12:51.800]  上帝都重視
[00:12:51.800 --> 00:12:54.600]  上帝都看顧
[00:12:54.600 --> 00:12:57.000]  聖經裏面提到當主耶穌來到的時候
[00:12:57.000 --> 00:12:58.600]  很清楚告訴我們知道
[00:12:58.600 --> 00:13:01.000]  不要以為上帝會忘記你
[00:13:01.000 --> 00:13:03.400]  祂既然看顧小麻雀
[00:13:03.400 --> 00:13:06.000]  祂一定會看顧你
[00:13:06.000 --> 00:13:08.000]  既然祂供應小麻雀的需要
[00:13:08.000 --> 00:13:10.600]  祂不會忘記你的需要
[00:13:10.600 --> 00:13:12.000]  在神的裏面
[00:13:12.000 --> 00:13:15.400]  上帝接納犯到祂面前的人
[00:13:15.400 --> 00:13:16.400]  私人所體會
[00:13:16.400 --> 00:13:18.800]  當人知道祂尋求神
[00:13:18.800 --> 00:13:20.000]  渴慕神
[00:13:20.000 --> 00:13:24.400]  神讓祂住在他們裏面
[00:13:24.400 --> 00:13:27.600]  以致他們真的有福
[00:13:27.600 --> 00:13:28.600]  我們再看
[00:13:28.600 --> 00:13:30.000]  聖經提到第二個福氣
[00:13:30.000 --> 00:13:33.200]  大家看看下一個第五節
[00:13:33.200 --> 00:13:35.000]  聖經說:靠你有力量
[00:13:35.000 --> 00:13:37.400]  心中嚮往錫安大道的
[00:13:37.400 --> 00:13:39.600]  這人便為有福
[00:13:39.600 --> 00:13:40.400]  他們有福氣
[00:13:40.400 --> 00:13:43.400]  因為渴慕神而得到神給他們的力量
[00:13:43.400 --> 00:13:46.600]  他們生命經歷神給的福氣
[00:13:46.600 --> 00:13:48.800]  下帝再提到第六節
[00:13:48.800 --> 00:13:50.600]  他們經過流淚谷
[00:13:50.600 --> 00:13:53.400]  叫這谷變為全園之地
[00:13:53.400 --> 00:13:58.000]  並有秋雨之福蓋滿了全谷
[00:13:58.000 --> 00:14:01.000]  剛才講述到一些朝拜的人
[00:14:01.000 --> 00:14:02.600]  在路程裏面很艱難
[00:14:02.600 --> 00:14:04.000]  有很多危險
[00:14:04.000 --> 00:14:05.200]  有盜賊危險
[00:14:05.200 --> 00:14:07.800]  有很多野獸的危險
[00:14:07.800 --> 00:14:10.800]  在路途上面他們面對艱難
[00:14:10.800 --> 00:14:11.600]  聖經所說
[00:14:11.600 --> 00:14:13.600]  他們經過流淚谷
[00:14:13.600 --> 00:14:16.600]  或者說乾旱之地
[00:14:16.600 --> 00:14:18.400]  過程裏面有很多艱難
[00:14:18.400 --> 00:14:23.000]  但這些艱難竟然變成為全園之地
[00:14:23.000 --> 00:14:25.200]  全園之地表達一種
[00:14:25.200 --> 00:14:29.000]  被泉水湧流風形的一種表達
[00:14:29.000 --> 00:14:31.400]  後面繼續講秋雨之福
[00:14:31.400 --> 00:14:35.200]  是講述一些新的雨季開始
[00:14:35.200 --> 00:14:37.600]  本來到處都乾旱的
[00:14:37.600 --> 00:14:40.800]  但突然間秋雨來到了
[00:14:40.800 --> 00:14:42.200]  滋潤大地
[00:14:42.200 --> 00:14:45.800]  見到很多滋潤的情況
[00:14:45.800 --> 00:14:49.600]  聖經本身所提及的都是水池
[00:14:49.600 --> 00:14:54.400]  周圍一種很滿足的描述
[00:14:54.400 --> 00:14:55.200]  各位聽眾
[00:14:55.200 --> 00:14:59.400]  在我們跟隨主這條信仰的路上
[00:14:59.400 --> 00:15:02.000]  你會遇到艱難
[00:15:02.000 --> 00:15:03.600]  神沒有讓我們
[00:15:03.600 --> 00:15:06.200]  像師哥所說的天色常藍
[00:15:06.200 --> 00:15:09.600]  你會遇到或大或小的不同的困難
[00:15:09.600 --> 00:15:11.800]  甚至是苦難
[00:15:11.800 --> 00:15:13.400]  但你知道這位上帝
[00:15:13.400 --> 00:15:15.200]  祂以慈愛度你
[00:15:15.200 --> 00:15:17.000]  祂掌權
[00:15:17.000 --> 00:15:19.200]  祂一定會將這些苦難
[00:15:19.200 --> 00:15:22.600]  化成為對你另一種的祝福
[00:15:22.600 --> 00:15:25.000]  祂會將你的流淚谷
[00:15:25.000 --> 00:15:28.000]  變成全園之地
[00:15:28.000 --> 00:15:33.000]  這是歷代很多很多的教徒所經歷的事情
[00:15:33.000 --> 00:15:36.200]  如果你記得我早前有提及過一位姊妹
[00:15:36.200 --> 00:15:37.400]  姓林的姊妹
[00:15:37.400 --> 00:15:42.400]  她因為在自己的癌症的過程中信了主
[00:15:42.400 --> 00:15:44.200]  她患了肺癌
[00:15:44.200 --> 00:15:45.200]  去看醫生的時候
[00:15:45.200 --> 00:15:47.600]  一位醫生帶了她去信主
[00:15:47.600 --> 00:15:50.400]  因為她本身自己很大的一個重擔
[00:15:50.400 --> 00:15:55.200]  就是她的兒子是嚴重的弱智
[00:15:55.200 --> 00:15:56.200]  所以她多年來
[00:15:56.200 --> 00:15:59.000]  現在二十多歲了一直照顧她成長
[00:15:59.000 --> 00:16:02.200]  她說常常夢見自己背著一個大的包袱
[00:16:02.200 --> 00:16:04.400]  但無論如何都放不下
[00:16:04.400 --> 00:16:07.000]  都反映她內心那種壓力
[00:16:07.000 --> 00:16:08.000]  然後她說看醫生的時候
[00:16:08.000 --> 00:16:10.000]  醫生告訴她你的病況之後
[00:16:10.000 --> 00:16:10.600]  她說沒有了
[00:16:10.600 --> 00:16:15.000]  我要自己一個人很慘地面對這個病
[00:16:15.000 --> 00:16:16.200]  因為醫生告訴她
[00:16:16.200 --> 00:16:18.800]  你不需要一個人面對
[00:16:18.800 --> 00:16:20.000]  你知道有位主耶穌
[00:16:20.000 --> 00:16:23.000]  祂會跟你一起走人生的路
[00:16:23.000 --> 00:16:26.600]  祂可以陪著你一起面對這個病
[00:16:26.600 --> 00:16:28.800]  然後帶領了她信主
[00:16:28.800 --> 00:16:30.200]  這位姊妹信了主之後
[00:16:30.200 --> 00:16:32.200]  她的心很大的釋放
[00:16:32.200 --> 00:16:33.400]  後來有一個晚上
[00:16:33.400 --> 00:16:36.200]  剛剛就是她所說的年三十晚
[00:16:36.200 --> 00:16:38.600]  和自己的家人一起有團年飯
[00:16:38.600 --> 00:16:42.200]  吃飯的時候看到自己的孫女祈禱
[00:16:42.200 --> 00:16:44.000]  孫女借飯祈禱
[00:16:44.000 --> 00:16:48.200]  我們的小朋友不知道你吃飯的時候有沒有借飯
[00:16:48.200 --> 00:16:52.200]  我聽過有好幾個家庭的事情
[00:16:52.200 --> 00:16:53.400]  因為小朋友祈禱
[00:16:53.400 --> 00:16:55.000]  所以帶領了父母信主
[00:16:55.000 --> 00:16:58.000]  或者爺爺奶奶信主
[00:16:58.000 --> 00:17:00.000]  然後她聽見孫女祈禱的時候
[00:17:00.000 --> 00:17:01.000]  她說我都要借飯
[00:17:01.000 --> 00:17:03.000]  我信了耶穌了
[00:17:03.000 --> 00:17:04.000]  她借飯
[00:17:04.000 --> 00:17:07.200]  借飯之後很開心之後就吃飯
[00:17:07.200 --> 00:17:08.600]  吃了不少
[00:17:08.600 --> 00:17:10.400]  先生就叫著她
[00:17:10.400 --> 00:17:11.600]  喂夠了
[00:17:11.600 --> 00:17:13.600]  不要吃那麼多
[00:17:13.600 --> 00:17:15.000]  我看到這份見證的時候
[00:17:15.000 --> 00:17:16.800]  都有點奇怪
[00:17:16.800 --> 00:17:20.000]  團年飯怎麼殼著別人不給人吃
[00:17:20.000 --> 00:17:22.200]  原來她因為身體的癌症
[00:17:22.200 --> 00:17:24.800]  如果吃多過一碗飯菜
[00:17:24.800 --> 00:17:28.400]  她就會有很嚴重的輻射
[00:17:28.400 --> 00:17:29.800]  所以先生知道這個情況
[00:17:29.800 --> 00:17:31.600]  叫她不要吃了
[00:17:31.600 --> 00:17:32.800]  但她就說
[00:17:32.800 --> 00:17:33.600]  沒事的
[00:17:33.600 --> 00:17:35.400]  覺得很舒服
[00:17:35.400 --> 00:17:37.800]  放心繼續吃
[00:17:37.800 --> 00:17:38.800]  一邊吃
[00:17:38.800 --> 00:17:41.200]  很開心和家人相聚
[00:17:41.200 --> 00:17:43.200]  然後過了一晚
[00:17:43.200 --> 00:17:44.800]  第二天早上年初一
[00:17:44.800 --> 00:17:47.600]  她就感覺一下有沒有不妥
[00:17:47.600 --> 00:17:50.000]  沒事
[00:17:50.000 --> 00:17:53.200]  很安樂地在那段時間
[00:17:53.200 --> 00:17:54.600]  然後她寫了一篇見證
[00:17:54.600 --> 00:17:56.200]  很特別用了一個標題
[00:17:56.200 --> 00:17:57.400]  這個標題就說
[00:17:57.400 --> 00:18:01.400]  從輻射到輻射
[00:18:01.400 --> 00:18:03.400]  大家聽不聽得懂
[00:18:03.400 --> 00:18:05.200]  本來是輻吐
[00:18:05.200 --> 00:18:06.600]  是吐射的
[00:18:06.600 --> 00:18:11.200]  但現在是因輻傾射在她的生活上
[00:18:11.200 --> 00:18:14.000]  後來她也做了一些很大的手術
[00:18:14.000 --> 00:18:16.200]  她要開腦來做手術
[00:18:16.200 --> 00:18:17.800]  但她一直講述
[00:18:17.800 --> 00:18:21.800]  神帶領她經過這些事情
[00:18:21.800 --> 00:18:24.600]  很多很多弟兄姊妹都經歷到
[00:18:24.600 --> 00:18:27.200]  這位上帝是信實的
[00:18:27.200 --> 00:18:28.400]  在難處裏面
[00:18:28.400 --> 00:18:32.000]  祂讓我們有力量來面對
[00:18:32.000 --> 00:18:37.200]  讓那個難處變成為了全元之地
[00:18:37.200 --> 00:18:39.200]  是真實的
[00:18:39.200 --> 00:18:40.200]  而詩人繼續說
[00:18:40.200 --> 00:18:43.400]  祂說不單止成為了
[00:18:43.400 --> 00:18:45.800]  因福蓋滿的地方
[00:18:45.800 --> 00:18:48.600]  他們行走力上加力
[00:18:48.600 --> 00:18:51.400]  各人到石安朝見神
[00:18:51.400 --> 00:18:54.600]  力上加力意味著不單止今天有力量
[00:18:54.600 --> 00:18:57.800]  而是不斷不斷經歷新鮮的力量
[00:18:57.800 --> 00:19:00.400]  能夠可以不斷向前走
[00:19:00.400 --> 00:19:02.400]  所以特別聖經提及
[00:19:02.400 --> 00:19:06.000]  他們行走是力上加力
[00:19:06.000 --> 00:19:07.200]  去到神那裏
[00:19:07.200 --> 00:19:10.400]  去到神所帶領我們豐富之地
[00:19:10.400 --> 00:19:14.800]  這個正是聖經所應許的事實
[00:19:14.800 --> 00:19:18.600]  而聖經你記得剛才我們讀到第五節的時候
[00:19:18.600 --> 00:19:19.600]  聖經就說
[00:19:19.600 --> 00:19:22.000]  「靠你有力量」
[00:19:22.000 --> 00:19:25.800]  這種力量不是你的力量
[00:19:25.800 --> 00:19:28.400]  是神在你裏面的力量
