
[00:00:00.000 --> 00:00:07.000]  我不曉得在我們當中,有沒有一些人有這樣的一種想法。
[00:04:07.000 --> 00:04:08.000]  (主)不然我們這一十天的時間都突然了。
[00:04:08.000 --> 00:04:10.000]  (王)不然我們這一十天的時間都突然了。
[00:04:10.000 --> 00:04:11.000]  (主)如果不是我們這一十天就是桃源的,
[00:04:11.000 --> 00:04:12.000]  (王)如果不是我們這一十天就是桃源的,
[00:04:12.000 --> 00:04:13.000]  (主)如果不是我們這一十天就是桃源的,
[00:04:13.000 --> 00:04:14.000]  (王)都會落空了。
[00:04:14.000 --> 00:04:15.000]  (主)都會落空了。
[00:04:15.000 --> 00:04:17.000]  (王)那又變成了我們昨天晚上所講的那個儀式主義了。
[00:04:17.000 --> 00:04:18.000]  (主)那又變成了我們昨天晚上所講的那個儀式主義了。
[00:04:18.000 --> 00:04:21.000]  (主)那就會變成我們昨天所講的那個儀式主義了。
[00:04:21.000 --> 00:04:29.000]  (主)神所賜的七靈,把我們帶進屬靈的實際裏頭。
[00:04:29.000 --> 00:04:30.000]  (主)神所賜的七靈,把我們帶進屬靈的實際裏頭。
[00:04:30.000 --> 00:04:32.000]  (主)我們真是渴慕屬靈的世紀。
[00:04:32.000 --> 00:04:34.000]  (王)我們真是渴慕屬靈的世紀。
[00:04:34.000 --> 00:04:38.000]  (主)我們越久越厭煩屬靈的儀式。
[00:04:38.000 --> 00:04:41.000]  (王)我們越久越厭煩屬靈的儀式。
[00:04:41.000 --> 00:04:48.000]  (主)我們真是願意在主的恩待之下,進入國度的真理的實際裏面。
[00:04:48.000 --> 00:04:51.000]  (主)我們真是願意在主的恩待之下,進入國度的真理的實際裏面。
[00:04:51.000 --> 00:04:54.000]  (王)在教會裏面有兩種看法。
[00:04:54.000 --> 00:04:56.000]  (主)在教會裏面有兩種看法。
[00:04:56.000 --> 00:05:03.000]  (王)第一種看法,就是得救和進國度是兩件事。
[00:05:03.000 --> 00:05:06.000]  (主)第一種看法,就是得救和進國度是兩件事。
[00:05:06.000 --> 00:05:09.000]  (王)有的教會很著重講這個信息。
[00:05:09.000 --> 00:05:12.000]  (主)有的教會很著重講這個信息。
[00:05:12.000 --> 00:05:15.000]  (王)讓會友清楚知道,
[00:05:15.000 --> 00:05:17.000]  (主)讓會友清楚知道,
[00:05:17.000 --> 00:05:21.000]  (主)你得救了,未必進國度了。
[00:05:21.000 --> 00:05:24.000]  (王)你得救了,未必進國度。
[00:05:24.000 --> 00:05:28.000]  (主)所以得救以後,還要追求進國度。
[00:05:28.000 --> 00:05:31.000]  (王)得救之後還要追求進國度。
[00:05:31.000 --> 00:05:34.000]  (主)這個信息有很大的果效。
[00:05:34.000 --> 00:05:36.000]  (王)這個信息有很大的果效。
[00:05:36.000 --> 00:05:40.000]  (主)在那些宣講這個信息的教會裏面,
[00:05:40.000 --> 00:05:42.000]  (王)在這些宣講這個信息的教會裏面,
[00:05:42.000 --> 00:05:46.000]  (主)會引起許多弟兄姊妹的追求的心態。
[00:05:46.000 --> 00:05:49.000]  (主)會引起許多弟兄姊妹的追求的心態。
[00:05:49.000 --> 00:05:52.000]  (王)我不可以單單得救。
[00:05:52.000 --> 00:05:53.000]  (主)我不可以單單得救。
[00:05:53.000 --> 00:05:55.000]  (王)我不可以緊緊地救。
[00:05:55.000 --> 00:05:56.000]  (主)我不可以緊緊地救。
[00:05:56.000 --> 00:06:00.000]  (王)我還必須進入國度裏面。
[00:06:00.000 --> 00:06:02.000]  (主)我還必須進入國度裏面。
[00:06:02.000 --> 00:06:04.000]  (王)得到國度的賞識。
[00:06:04.000 --> 00:06:05.000]  (主)得到國度的賞識。
[00:06:05.000 --> 00:06:07.000]  (王)能夠合著一同作王。
[00:06:07.000 --> 00:06:10.000]  (主)能夠與一同作王。
[00:06:10.000 --> 00:06:13.000]  (王)另外一種的看法,
[00:06:13.000 --> 00:06:16.000]  (主)另外一種的看法,
[00:06:16.000 --> 00:06:18.000]  (王)就是得救和進國度是一件事。
[00:06:18.000 --> 00:06:20.000]  (主)得救和進國度是一件事。
[00:06:20.000 --> 00:06:22.000]  (王)如果單單這樣講,
[00:06:22.000 --> 00:06:24.000]  (主)如果單單這樣講,
[00:06:24.000 --> 00:06:29.000]  (王)就會引起基督徒一個散漫的心態。
[00:06:29.000 --> 00:06:32.000]  (主)就會引起基督徒一個散漫的心態。
[00:06:32.000 --> 00:06:33.000]  (王)好了,我得救了。
[00:06:33.000 --> 00:06:34.000]  (主)好了,我得救了。
[00:06:34.000 --> 00:06:38.000]  (王)夠了,滿足了,別無他求了。
[00:06:38.000 --> 00:06:40.000]  (主)夠了,滿足了,別無他求了。
[00:06:40.000 --> 00:06:45.000]  (主)這就對教會有很明顯的損害。
[00:06:45.000 --> 00:06:48.000]  (王)這就會很明顯對教會有損害。
[00:06:48.000 --> 00:06:54.000]  (主)這兩種的講法,我們如何來平衡呢?
[00:06:54.000 --> 00:06:57.000]  (王)這兩種的講法,我們如何來平衡呢?
[00:06:57.000 --> 00:07:01.000]  (主)我們先講第一種的看法,做一個了解。
[00:07:01.000 --> 00:07:04.000]  (王)我們先對第一種看法,一些了解。
[00:07:04.000 --> 00:07:08.000]  (主)看看它是不是合乎聖經的真理。
[00:07:08.000 --> 00:07:11.000]  (主)我們看看它是不是合乎聖經的真理。
[00:07:11.000 --> 00:07:15.000]  (王)我先把我自己的結論提一提,
[00:07:15.000 --> 00:07:19.000]  (王)然後開始我們按照聖經所講的來看。
[00:07:19.000 --> 00:07:22.000]  (主)我先把我自己的結論提一提,
[00:07:22.000 --> 00:07:24.000]  (主)然後按照聖經的真理我們去看。
[00:07:24.000 --> 00:07:29.000]  (王)我感覺這種的教導是很有果效。
[00:07:29.000 --> 00:07:32.000]  (主)我感覺這種的教導是很有果效。
[00:07:32.000 --> 00:07:36.000]  (王)但是在神學上有它的難處。
[00:07:36.000 --> 00:07:39.000]  (主)但是在神學上有它的難處。
[00:07:39.000 --> 00:07:45.000]  (王)所以有很多的神學家,他們不願意接受這種看法。
[00:07:45.000 --> 00:07:49.000]  (主)所以有很多的神學家,他們不願意接受這種看法。
[00:07:49.000 --> 00:07:53.000]  (王)不願意接受,是不是教會要受虧損呢?
[00:07:53.000 --> 00:07:56.000]  (主)不願意接受,是不是教會要受虧損呢?
[00:07:56.000 --> 00:08:01.000]  (王)有沒有一個妥善的方法來解決這個虧損的問題呢?
[00:08:01.000 --> 00:08:04.000]  (主)有沒有一個妥善的方法來解決這個虧損的問題呢?
[00:08:04.000 --> 00:08:06.000]  (王)他們就提出來一條出路。
[00:08:06.000 --> 00:08:08.000]  (主)所以他們就提出一條出路出來。
[00:08:08.000 --> 00:08:10.000]  (王)出路是什麼呢?
[00:08:10.000 --> 00:08:12.000]  (主)出路是什麼呢?
[00:08:12.000 --> 00:08:16.000]  (王)得救和盡果度是一件事。
[00:08:16.000 --> 00:08:18.000]  (主)得救和盡果度是一件事。
[00:08:18.000 --> 00:08:21.000]  (王)但是得救和得賞是兩件事。
[00:08:21.000 --> 00:08:24.000]  (主)得救和得賞是兩件事。
[00:08:24.000 --> 00:08:27.000]  (王)得救和得勝是兩件事。
[00:08:27.000 --> 00:08:29.000]  (主)得救和得勝是兩件事。
[00:08:29.000 --> 00:08:32.000]  (王)得救和與主做王是兩件事。
[00:08:32.000 --> 00:08:34.000]  (主)得救與主做王是兩件事。
[00:08:34.000 --> 00:08:38.000]  (王)得救以後,還要繼續追求得賞賜。
[00:08:38.000 --> 00:08:40.000]  (主)得救以後,還要繼續追求得賞賜。
[00:08:40.000 --> 00:08:43.000]  (王)追求豐豐富富進入神的國。
[00:08:43.000 --> 00:08:45.000]  (主)追求豐豐富富進入神的國。
[00:08:45.000 --> 00:08:50.000]  (王)最高的追求目標就是與主一同做王。
[00:08:50.000 --> 00:08:52.000]  (主)最高追求目標就是與主一同做王。
[00:08:52.000 --> 00:09:00.000]  (王)就用這樣的一個了解來補償第一種講法的問題。
[00:09:00.000 --> 00:09:05.000]  (主)就用這樣的一個了解來補償第一種講法的問題。
[00:09:05.000 --> 00:09:09.000]  (王)我覺得這是一個很妥善的方法。
[00:09:09.000 --> 00:09:11.000]  (主)我覺得這是一個很妥善的方法。
[00:09:11.000 --> 00:09:21.000]  (王)但是有的人心裏想,如果我願意把國度和進國度和得救分開,
[00:09:21.000 --> 00:09:25.000]  (主)如果有人說他心裏想我以德教進國度來分開,
[00:09:25.000 --> 00:09:27.000]  (王)認為是兩件不同的事。
[00:09:27.000 --> 00:09:29.000]  (主)認為是兩件不同的事。
[00:09:29.000 --> 00:09:31.000]  (王)我可以這樣做嗎?
[00:09:31.000 --> 00:09:32.000]  (主)我可不可以這樣做呢?
[00:09:32.000 --> 00:09:41.000]  (王)我的回答就是說,如果你讀聖經覺得你的靈受很清楚,
[00:09:41.000 --> 00:09:43.000]  (王)很確定是如此的話,
[00:09:43.000 --> 00:09:47.000]  (主)如果你讀聖經覺得你的靈受很確定是如此的話,
[00:09:47.000 --> 00:09:49.000]  (王)你可以持守這個認識。
[00:09:49.000 --> 00:09:51.000]  (主)你可以持守這個認識。
[00:09:51.000 --> 00:09:54.000]  (王)你可以持守這個接受了解。
[00:09:54.000 --> 00:09:56.000]  (主)你可以接受這個了解。
[00:09:56.000 --> 00:09:58.000]  (王)你可以繼續你的追求。
[00:09:58.000 --> 00:10:00.000]  (主)你可以繼續你的追求。
[00:10:00.000 --> 00:10:08.000]  (王)所以我不要勉強改變任何人已經從主靈受的恩典。
[00:10:08.000 --> 00:10:12.000]  (主)所以我不想去改變任何人從主已經靈受的恩典。
[00:10:12.000 --> 00:10:20.000]  (王)但是今天我要和大家看聖經來得到一個平衡的了解。
[00:10:20.000 --> 00:10:24.000]  (主)今天要和大家從聖經裏面去看到一個平衡和了解。
[00:10:24.000 --> 00:10:33.000]  (王)我們這樣的查經的目的,就是要達到一個結論。
[00:10:33.000 --> 00:10:46.000]  (主)無論你是哪一種看法,那個不可缺少的本質,那個基本要點,
[00:10:46.000 --> 00:10:52.000]  (王)就是我們必須有那個國度的追求。
[00:10:52.000 --> 00:10:59.000]  (王)神在國度裏面有豐富的恩典,豐富的榮耀。
[00:10:59.000 --> 00:11:06.000]  (王)我們要了解這個恩典,這個榮耀的寶貴。
[00:11:06.000 --> 00:11:12.000]  (王)我們要保持一種追求的渴慕的心態。
[00:11:12.000 --> 00:11:19.000]  (主)這樣的人有福了。這樣的人都是最積極的基督徒。
[00:11:19.000 --> 00:11:24.000]  (主)都是最追求的基督徒。都是最長進的基督徒。
[00:11:24.000 --> 00:11:31.000]  (主)都是最有作用的基督徒。都是結果制的基督徒。
[00:11:31.000 --> 00:11:40.000]  (主)是上進的基督徒。是進入豐盛生命生活的基督徒。
[00:11:40.000 --> 00:11:48.000]  (主)這才是問題的焦點。我們這幾千人聚集在一起。
[00:11:48.000 --> 00:11:55.000]  (主)一年十天的晚上。我們要得的到底是什麼?
[00:11:55.000 --> 00:12:02.000]  (主)這一切的信息講過以後,剩下的是什麼?
[00:12:02.000 --> 00:12:10.000]  (主)留在我們的思想心中、生活中、侍奉中的是什麼?
[00:12:10.000 --> 00:12:18.000]  (主)這才是根本的問題。我們真是要向主討個話主。
[00:12:18.000 --> 00:12:25.000]  (主)求祢把我帶進這個國度真理的裡面。
[00:12:25.000 --> 00:12:33.000]  (主)讓我們得到這個真理來融會貫通。
[00:12:33.000 --> 00:12:36.000]  (主)能夠融會在我的生命生活裡面。
[00:12:36.000 --> 00:12:42.000]  (主)讓我們在國度上是個投入的人。不是個旁觀的人。
[00:12:42.000 --> 00:12:48.000]  (主)乃是進入葡萄園。捲起我們的袖子。
[00:12:48.000 --> 00:12:55.000]  (主)束上我們的腰,來工作。為基督的國度來工作。
[00:12:55.000 --> 00:13:05.000]  (主)如果這十次聚會能夠產生多一些投入國度工作的人。
[00:13:05.000 --> 00:13:11.000]  (主)我們的聚會就是成功了。就是蒙福蒙恩了。
[00:13:11.000 --> 00:13:22.000]  (主)那就可以滿足神的心意。也把我們帶進結果之處境裡。
[00:13:22.000 --> 00:13:31.000]  (主)好,現在我們就開始看主張的舊和進國度,是兩件事的人的理由。
[00:13:31.000 --> 00:13:37.000]  (主)我們現在開始看一些進國度得救兩件事理由的經文。
[00:13:37.000 --> 00:13:42.000]  (主)現在我們看馬太福音書章十二節。
[00:13:42.000 --> 00:13:48.000]  (主)請大家看馬太福音十一章十二節。
[00:13:48.000 --> 00:13:53.000]  (主)馬太福音十一章第十二節。
[00:13:53.000 --> 00:14:04.000]  (主)從施洗約翰的時候到如今,天國是努力進入的,努力的人就得著了。
[00:14:04.000 --> 00:14:11.000]  (主)這是常常被引用的一節聖經。
[00:14:11.000 --> 00:14:21.000]  (主)天國是努力進入的,不是自然進入的。
[00:14:21.000 --> 00:14:30.000]  (主)努力代表負代價,有追求。不是一信就進入了。
[00:14:30.000 --> 00:14:38.000]  (主)這就表示進入國度和得救是兩件事。
[00:14:38.000 --> 00:14:49.000]  (主)第二處的經文,哥林多前書六章九節。
[00:14:49.000 --> 00:14:52.000]  (主)林前六章九節。
[00:14:52.000 --> 00:15:21.000]  (主)哥林多前書六章九節。
[00:15:21.000 --> 00:15:29.000]  (主)意思就是說,你們應該知道卻不知道嗎?
[00:15:29.000 --> 00:15:32.000]  (主)是這樣的意思。
[00:15:32.000 --> 00:15:40.000]  (主)保羅的意思就是說,這件事基督徒應該知道了。
[00:15:40.000 --> 00:15:46.000]  (主)但是表現卻好像不知道。
[00:15:46.000 --> 00:15:48.000]  (主)豈不知嗎?
[00:15:48.000 --> 00:15:55.000]  (主)不義的人不能承受神的國。
[00:15:55.000 --> 00:16:00.000]  (主)我們把這一節對照五章五節。
[00:16:00.000 --> 00:16:04.000]  (主)如果將這一節和第五章第五節來對照,
[00:16:04.000 --> 00:16:06.000]  (主)哥林多前書第五章第五節。
[00:16:06.000 --> 00:16:15.000]  (主)要把這樣的人交給撒旦,敗壞他的肉體,使他的靈魂在主耶穌基督的日子可以得救。
[00:16:15.000 --> 00:16:22.000]  (主)這裡提到一個很大的罪過的人。
[00:16:22.000 --> 00:16:26.000]  (主)保羅指著這個人說了這個話。
[00:16:26.000 --> 00:16:40.000]  (主)要把這個人交給撒旦,敗壞他的肉體,使他的靈魂在主耶穌的日子可以得救。
[00:16:40.000 --> 00:16:49.000]  (主)這個敗壞的人最後可以得救,因為他信了主。
[00:16:49.000 --> 00:16:52.000]  (主)所以得救是如此的。
[00:16:52.000 --> 00:17:05.000]  (主)但是六章第九節,保羅說豈不知不義的人不能承受神的國嗎?
[00:17:05.000 --> 00:17:14.000]  (主)剛才提到那個人可以得救,卻不能承受神的國。
[00:17:14.000 --> 00:17:16.000]  (主)很明顯。
[00:17:16.000 --> 00:17:20.000]  (主)我們再看第三處經文。
[00:17:20.000 --> 00:17:24.000]  (主)馬太福音二十五章一節到十三節。
[00:17:24.000 --> 00:17:37.000]  (主)馬太福音二十五章一節到十三節。
[00:17:37.000 --> 00:17:39.000]  (主)馬太福音二十五章第一節。
[00:17:39.000 --> 00:18:05.000]  (主)那時天國好比十個童女拿著燈出去迎接新郎,其中有五個是愚絕的,五個是聰明的。愚絕的拿著燈卻不預備遊,聰明的拿著燈又預備遊在氣命裡。新郎言辭的時候,他們都打頓睡著了。半夜有人喊著說:新郎來了,你們出來迎接他。那些童女就都起來收拾燈,愚絕的對聰明的說:請分天遊給我們,因我們的燈要滅了。
[00:18:05.000 --> 00:18:32.000]  聰明的回答說:恐怕不夠你我用的,不如你們自己去買,由那些女孩去買吧。他們去買的時候,新郎到了,那預備好了的,和他進去坐直,門就關了。其的童女隨後也來說:主啊!主啊!給我們開門。他卻回答說:我實在告訴你們,我不認識你們,所以你們要警醒,因為那日子那時辰,你們不知道。
[00:18:32.000 --> 00:18:48.000]  這裡提到十個童女,有的預備了遊,有的沒有預備遊。既然說他們是童女,應該是得救的人。
[00:18:48.000 --> 00:19:14.000]  但是這十個當中,有五個有燈無遊,最後新郎來了,主耶穌來了,那五個有遊的,和他進去坐直,門就關了。
[00:19:14.000 --> 00:19:28.000]  那五個沒有遊的,就在門外,這豈不是說,只有預備好的才進入國度嗎?
[00:19:28.000 --> 00:19:35.000]  十個童女都得救,只有五個進國度。
[00:19:35.000 --> 00:20:02.000]  第四處經文,馬太福音七章二十一節,
[00:20:02.000 --> 00:20:07.000]  稱呼主啊!主啊!的人,
[00:20:07.000 --> 00:20:14.000]  令我們很自然有一個感覺,就是這些人都是信主的,
[00:20:14.000 --> 00:20:19.000]  如果不信主,不會說主啊!主啊!
[00:20:19.000 --> 00:20:22.000]  但是主在這裡說,
[00:20:22.000 --> 00:20:38.000]  這些人不能都進天國,只有那稱呼主啊!主啊!又遵行天父旨意的人,才能進去。
[00:20:38.000 --> 00:20:45.000]  這裡提到怎麼進天國,很清楚。
[00:20:45.000 --> 00:20:49.000]  我們再看第五處經文,
[00:20:49.000 --> 00:21:17.000]  七十六二十一章二十七節,
[00:21:17.000 --> 00:21:25.000]  在這裡提到,在新耶路撒冷的外面還有人,
[00:21:25.000 --> 00:21:32.000]  新耶路撒冷就是國度,也就是天國。
[00:21:32.000 --> 00:21:39.000]  在這裡說,在這個國度以外還有人,
[00:21:39.000 --> 00:21:49.000]  這些人不是在火湖裏面,在火湖裏面是被定罪的人,
[00:21:49.000 --> 00:21:57.000]  這些人是在城外的人,什麼人呢?不潔淨的,
[00:21:57.000 --> 00:22:03.000]  並那行可爭與虛荒之事的。
[00:22:03.000 --> 00:22:12.000]  這些人是什麼人?又不在國度裏面,又不在火湖裏面,在哪裡呢?
[00:22:12.000 --> 00:22:15.000]  城外,
[00:22:15.000 --> 00:22:23.000]  這些是得救卻不能進國度的人,
[00:22:23.000 --> 00:22:27.000]  第六處的經文,
[00:22:27.000 --> 00:22:31.000]  七十六三章的十節,
[00:22:31.000 --> 00:22:35.000]  啟示錄三章第十節,
[00:22:35.000 --> 00:22:44.000]  「你既遵守我引來的道,我必在普天下人受試煉的時候,保守你,免許你的試煉。」
[00:22:44.000 --> 00:22:47.000]  這是主的應許,
[00:22:47.000 --> 00:22:50.000]  向什麼人發出來呢?
[00:22:50.000 --> 00:22:53.000]  是遵守祂的道的人,
[00:22:53.000 --> 00:22:56.000]  那是向那些遵行祂道的人,
[00:22:56.000 --> 00:23:00.000]  這樣的人享受什麼恩典呢?
[00:23:00.000 --> 00:23:03.000]  有什麼特權呢?
[00:23:03.000 --> 00:23:13.000]  在普天下人受試煉的時候,得保守不受試煉,
[00:23:13.000 --> 00:23:17.000]  普天下人受試煉,那就是大災難的時候,
[00:23:17.000 --> 00:23:24.000]  有一種人不受大災難,
[00:23:24.000 --> 00:23:26.000]  什麼人?
[00:23:26.000 --> 00:23:31.000]  遵守主道的人,
[00:23:31.000 --> 00:23:35.000]  這些人被提了,
[00:23:35.000 --> 00:23:39.000]  出來的時候他們被提了,
[00:23:39.000 --> 00:23:46.000]  那些沒有被提的人留在大災難中,
[00:23:46.000 --> 00:23:52.000]  這是這節很明顯的意思,是不是呢?
[00:23:52.000 --> 00:23:55.000]  如果都是被提了,
[00:23:55.000 --> 00:23:59.000]  那這些人被提有什麼特別呢?
[00:23:59.000 --> 00:24:06.000]  這些人被提表示其他的人不被提,
[00:24:06.000 --> 00:24:14.000]  這就是遵守主道的人的賞賜,
[00:24:14.000 --> 00:24:18.000]  因此根據這節聖經,
[00:24:18.000 --> 00:24:26.000]  有的人就講部分被提的信息,
[00:24:26.000 --> 00:24:28.000]  主災來的時候,
[00:24:28.000 --> 00:24:34.000]  不是每一個得救的人都被提與主同在,
[00:24:34.000 --> 00:24:41.000]  那是得勝的人遵守主道的人被提,
[00:24:41.000 --> 00:24:48.000]  也許我們中間有人讀過一個小書叫做《不見之人》,
[00:24:48.000 --> 00:24:55.000]  當主來的時候,信徒被提,
[00:24:55.000 --> 00:24:59.000]  一部分被提了,
[00:24:59.000 --> 00:25:05.000]  但是還有許多基督徒沒有被提,
[00:25:05.000 --> 00:25:17.000]  那本書是一個部分被提,勝利者的基督徒被提的信息,
[00:25:17.000 --> 00:25:22.000]  這是被提的看法之一,
[00:25:22.000 --> 00:25:27.000]  他們很注重這節聖經,
[00:25:27.000 --> 00:25:33.000]  有人就根據部分被提講到禁火度,
[00:25:33.000 --> 00:25:36.000]  有人根據部分被提講到進國度,
[00:25:36.000 --> 00:25:39.000]  這些得勝的人被提了,
[00:25:39.000 --> 00:25:43.000]  這些人就是進入國度的人,
[00:25:43.000 --> 00:25:47.000]  那些沒有被提的基督徒,失敗的基督徒,
[00:25:47.000 --> 00:25:51.000]  就是得救而不能進國度的人。
[00:25:51.000 --> 00:25:59.000]  我們看路加福音二十一章,
[00:25:59.000 --> 00:26:03.000]  我們再看路加福音二十一章,
[00:26:03.000 --> 00:26:11.000]  路加福音二十一章,三十四到三十六節,
[00:26:11.000 --> 00:26:21.000]  這裡把我們剛才讀的七十六的話更加鮮明出來,
[00:26:21.000 --> 00:26:30.000]  路加福音二十一章,三十四到三十六節,
[00:26:30.000 --> 00:26:39.000]  你們要謹慎,恐怕因貪食醉酒,並今生的思慮累著你們的心,
[00:26:39.000 --> 00:26:42.000]  那日子就如同網羅不然淋到你們,
[00:26:42.000 --> 00:26:46.000]  因為那日子要這樣淋到全地上一切居住的人,
[00:26:46.000 --> 00:26:53.000]  你們要時時警醒,上上祈求,使你們能逃避這一切要來的事,
[00:26:53.000 --> 00:26:56.000]  得以站立在人子面前。
[00:26:56.000 --> 00:26:59.000]  你看這個話很清楚是不是?
[00:26:59.000 --> 00:27:05.000]  主提醒那些跟從他的人,
[00:27:05.000 --> 00:27:09.000]  要謹慎,
[00:27:09.000 --> 00:27:14.000]  免得主再來的日子好像網羅一樣淋到他們,
[00:27:14.000 --> 00:27:22.000]  所以要時時警醒,
[00:27:22.000 --> 00:27:26.000]  所以要預備好,
