
[00:00:00.000 --> 00:00:03.160]  各位弟兄姊妹、各位朋友 早安
[00:03:20.960 --> 00:03:23.520]  承認我們不行 我們不行
[00:03:23.520 --> 00:03:28.200]  我們有很多的軟弱 自己做不到 就去投靠神
[00:03:28.200 --> 00:03:31.960]  而這個正正也是我們信仰的核心之一 是不是?
[00:03:31.960 --> 00:03:34.080]  為甚麼我們會成為基督徒
[00:03:34.080 --> 00:03:38.160]  很重要的就是正如《使徒行傳》四章十二節裏說
[00:03:38.160 --> 00:03:40.640]  「除他以外 別無拯救」
[00:03:40.640 --> 00:03:43.960]  「因為在天下人間 會有次下別的命」
[00:03:43.960 --> 00:03:46.880]  「我們可以靠著得救」
[00:03:46.880 --> 00:03:49.160]  屬靈層面我們就明白了
[00:03:49.160 --> 00:03:53.000]  到底在現實的層面又如何呢?
[00:03:53.000 --> 00:03:56.800]  不要忘記 我們所投靠 所信賴的神
[00:03:56.800 --> 00:04:00.000]  是一位全方位的神
[00:04:00.000 --> 00:04:03.400]  神是不理地 也從來不會缺席
[00:04:03.400 --> 00:04:06.040]  是和我們同在的
[00:04:06.040 --> 00:04:10.320]  所以弟兄姊妹 這一刻也邀請你去想一想
[00:04:10.320 --> 00:04:12.960]  在你的生活裏面 有沒有甚麼
[00:04:12.960 --> 00:04:19.240]  這一刻你很需要神來拯救你 去保護你呢?
[00:04:19.240 --> 00:04:23.480]  不知道會不會是令人不能呼吸的經濟壓力呢?
[00:04:23.480 --> 00:04:25.720]  工作也很艱苦
[00:04:25.720 --> 00:04:30.320]  剛剛星期五 我們職稱團體裏面
[00:04:30.320 --> 00:04:35.080]  我們團友也分享 很多公司進行隔靠重整
[00:04:35.080 --> 00:04:40.880]  其實就是請人吃「肥佳餐」 或者「瘦」
[00:04:40.880 --> 00:04:45.240]  到底又何時輪到自己呢?等等
[00:04:45.240 --> 00:04:48.760]  還是一些令你憂心忡忡的家庭問題呢?
[00:04:48.760 --> 00:04:51.360]  一波未平 一波又起
[00:04:51.360 --> 00:04:55.720]  一個是可能纏繞了你很多時的一些病患
[00:04:55.720 --> 00:04:59.480]  身體的問題 好像一裸裸一樣
[00:04:59.480 --> 00:05:04.200]  只不過我們也在面對很多現實的衝擊和難題
[00:05:04.200 --> 00:05:06.640]  而面對著那麼多現實的困境
[00:05:06.640 --> 00:05:08.600]  大衛他看看他的四周
[00:05:08.600 --> 00:05:11.720]  原來充滿著很多外國人的偶像
[00:05:11.720 --> 00:05:15.320]  在高崗上的 在青翠的樹下
[00:05:15.320 --> 00:05:19.400]  都有他們的蹤跡 就是一些拜偶像的祭壇
[00:05:19.400 --> 00:05:22.720]  甚至連他身邊的人 他太太米甲
[00:05:22.720 --> 00:05:24.920]  也是拜偶像的
[00:05:24.920 --> 00:05:27.640]  不過面對著周圍環境是這樣的時候
[00:05:27.640 --> 00:05:30.120]  大衛他很大聲地宣告
[00:05:30.120 --> 00:05:31.920]  第二節他說 「我的心啊」
[00:05:31.920 --> 00:05:33.640]  「你曾對耶和華說」
[00:05:33.640 --> 00:05:34.920]  「你是我的主」
[00:05:34.920 --> 00:05:37.880]  「我的好處不在你以外」
[00:05:37.880 --> 00:05:40.200]  他說「耶和華上帝是我的主」
[00:05:40.200 --> 00:05:42.240]  「我的好處不會離開祂」
[00:05:42.240 --> 00:05:44.280]  而面對著這個困境逆境
[00:05:44.280 --> 00:05:46.120]  大衛他只有一個選擇
[00:05:46.120 --> 00:05:50.280]  就是單單去投靠 去信靠耶和華上帝
[00:05:50.280 --> 00:05:55.320]  這個是他唯一的選擇
[00:05:55.320 --> 00:05:57.520]  但是去到第二四節的時候
[00:05:57.520 --> 00:06:00.160]  我們見到黑泡就有另外一個相反
[00:06:00.160 --> 00:06:02.080]  是一個反面的論述
[00:06:02.080 --> 00:06:04.880]  那裡說到原來不是每個人都像大衛那樣
[00:06:04.880 --> 00:06:09.840]  更多的人會選擇以「別臣」去代替耶和華
[00:06:09.840 --> 00:06:13.240]  在和合本裡面我們見到「別臣」「別臣」
[00:06:13.240 --> 00:06:17.520]  但其實「臣」這個字是之後加上去的
[00:06:17.520 --> 00:06:21.320]  在原文裡面是沒有「臣」這個字
[00:06:21.320 --> 00:06:23.560]  在第四節那裡
[00:06:23.560 --> 00:06:27.000]  原來之所以不用這個字眼
[00:06:27.000 --> 00:06:28.800]  他本身的含義就是要表明
[00:06:28.800 --> 00:06:32.840]  就是一切別的東西 別的對象
[00:06:32.840 --> 00:06:36.320]  全部的東西原來都是可以取代耶和華神
[00:06:36.320 --> 00:06:39.280]  去成為心裡面的偶像
[00:06:39.280 --> 00:06:40.360]  如這樣做的話
[00:06:40.360 --> 00:06:41.400]  他也說得很清楚
[00:06:41.400 --> 00:06:45.200]  就是這些人的仇恨是一定會加增的
[00:06:45.200 --> 00:06:47.400]  我想這方面的例子真的很多
[00:06:47.400 --> 00:06:50.200]  聖經裡面有不少的
[00:06:50.200 --> 00:06:53.920]  其中之一是記載在《河西亞書》11章那裡
[00:06:53.920 --> 00:06:57.480]  就是當以色列人他們面對亞述帝國的攻擊的時候
[00:06:57.480 --> 00:06:59.480]  他們投靠哪一個呢?
[00:06:59.480 --> 00:07:01.680]  可能這一刻我們就會說
[00:07:01.680 --> 00:07:05.360]  這麼傻的投靠耶和華上帝還用想的嗎?
[00:07:05.360 --> 00:07:09.680]  但我們看他們的記載就不是
[00:07:09.680 --> 00:07:12.480]  有人就主張以強制強
[00:07:12.480 --> 00:07:15.160]  投靠埃及就對了
[00:07:15.160 --> 00:07:18.400]  有人就說亞述都打倒你了
[00:07:18.400 --> 00:07:20.040]  乖乖地投降吧
[00:07:20.040 --> 00:07:23.360]  投靠他們算了
[00:07:23.360 --> 00:07:25.320]  最後以色列人他們的選擇
[00:07:25.320 --> 00:07:30.040]  當時他們的選擇就是用以別臣代替耶和華
[00:07:30.040 --> 00:07:33.680]  結果告訴你他們被人管轄奴役
[00:07:33.680 --> 00:07:36.040]  苦不堪言
[00:07:36.040 --> 00:07:38.240]  當我們身處在人生順境
[00:07:38.240 --> 00:07:41.240]  我們要去感謝讚美神
[00:07:41.240 --> 00:07:43.480]  耶和華上帝你是我的神
[00:07:43.480 --> 00:07:45.600]  多謝耶穌
[00:07:45.600 --> 00:07:47.600]  證明祂是獨一的真神
[00:07:47.600 --> 00:07:49.880]  相信不難的
[00:07:49.880 --> 00:07:54.160]  但當我們真正去面對我們人生裡面的困境
[00:07:54.160 --> 00:07:56.280]  譬如我們努力了很久
[00:07:56.280 --> 00:07:58.480]  用了很大的力氣
[00:07:58.480 --> 00:08:03.000]  不過我們期望的結果仍然是未如理想
[00:08:03.000 --> 00:08:05.200]  但相反最慘的地方就是
[00:08:05.200 --> 00:08:06.840]  那個你可能很不喜歡
[00:08:06.840 --> 00:08:08.200]  很討厭的人
[00:08:08.200 --> 00:08:10.440]  不知為何他卻是小人得志
[00:08:10.440 --> 00:08:11.800]  可以步步高升
[00:08:11.800 --> 00:08:16.080]  他得到了一些你夢寐以求想要的東西
[00:08:16.080 --> 00:08:17.080]  面對這樣的情況
[00:08:17.080 --> 00:08:19.200]  可能你心裡都很真實的
[00:08:19.200 --> 00:08:21.560]  做基督徒最重要就是要很真實
[00:08:21.560 --> 00:08:23.320]  可能你都忍不住會問
[00:08:23.320 --> 00:08:26.960]  神啊,為何要這樣對我呢?
[00:08:26.960 --> 00:08:29.560]  我是否還可以完全的去投靠你
[00:08:29.560 --> 00:08:31.880]  去信賴你呢?
[00:08:31.880 --> 00:08:34.280]  如果我投靠了其他的人
[00:08:34.280 --> 00:08:35.040]  其他的事
[00:08:35.040 --> 00:08:36.120]  其他的物
[00:08:36.120 --> 00:08:39.400]  我將我讀經、祈禱、參與崇拜
[00:08:39.400 --> 00:08:41.240]  和我侍奉的時間
[00:08:41.240 --> 00:08:43.720]  完全投放在那裡的時候
[00:08:43.720 --> 00:08:46.200]  我見到結果會不會不一樣
[00:08:46.200 --> 00:08:50.760]  會不會更好呢?
[00:08:50.760 --> 00:08:51.280]  弟兄姊妹
[00:08:51.280 --> 00:08:56.320]  我不知道你們心裡會不會都曾經有這些掙扎
[00:08:56.320 --> 00:08:59.680]  當我們面對在現實裡面
[00:08:59.680 --> 00:09:00.960]  有些人病患
[00:09:00.960 --> 00:09:03.800]  或者是在我們的學校職場
[00:09:03.800 --> 00:09:04.760]  甚至家庭
[00:09:04.760 --> 00:09:08.400]  或者婚姻裡面出現的那些危機的時候
[00:09:08.400 --> 00:09:12.000]  我們的心是否願意完全
[00:09:12.000 --> 00:09:14.320]  完全的意思是100%
[00:09:14.320 --> 00:09:15.440]  99%都不是
[00:09:15.440 --> 00:09:17.720]  是完全去投靠神
[00:09:17.720 --> 00:09:19.440]  不投靠其他的東西
[00:09:19.440 --> 00:09:23.560]  只是深信神才是我們唯一的拯救呢?
[00:09:23.560 --> 00:09:25.680]  是否真的在那些情況之下
[00:09:25.680 --> 00:09:27.880]  我們仍然好像大衛
[00:09:27.880 --> 00:09:30.040]  這樣去發出對神的呼求
[00:09:30.040 --> 00:09:32.000]  而這也是一句確信
[00:09:32.000 --> 00:09:32.840]  就是神啊
[00:09:32.840 --> 00:09:34.040]  求祢保佑我
[00:09:34.040 --> 00:09:37.000]  因為我只是投靠祢
[00:09:37.000 --> 00:09:38.040]  我
[00:09:38.040 --> 00:09:40.160]  深信祢是我的主
[00:09:40.160 --> 00:09:42.920]  我的好處不在祢以外
[00:09:42.920 --> 00:09:48.800]  我們是否還是這樣去信到底呢?
[00:09:48.800 --> 00:09:49.880]  而說起大衛
[00:09:49.880 --> 00:09:52.160]  我不知道大家會
[00:09:52.160 --> 00:09:53.920]  如果邀請大家用一個形容詞
[00:09:53.920 --> 00:09:56.480]  去形容他的一生的話
[00:09:56.480 --> 00:09:58.960]  你會用什麼呢?
[00:09:58.960 --> 00:10:04.200]  你會怎樣形容大衛呢?
[00:10:04.200 --> 00:10:06.160]  會不會都可以和你旁邊的人說一下呢?
[00:10:06.160 --> 00:10:09.160]  大衛是其中一個我們比較熟悉的聖經人物
[00:10:09.160 --> 00:10:10.000]  是不是?
[00:10:10.000 --> 00:10:11.360]  你會怎樣形容呢?
[00:10:11.360 --> 00:10:14.080]  即是想想他由少年人
[00:10:14.080 --> 00:10:15.880]  去到他走過一生的時候
[00:10:15.880 --> 00:10:17.880]  我會怎樣形容他呢?
[00:10:17.880 --> 00:10:23.320]  他人生裡發生了很多事情
[00:10:23.320 --> 00:10:24.320]  還是太豐富了
[00:10:24.320 --> 00:10:25.880]  都不知道怎樣形容好
[00:10:25.880 --> 00:10:26.880]  有時候知道越多
[00:10:26.880 --> 00:10:28.800]  就越難形容
[00:10:28.800 --> 00:10:29.560]  知道沒有那麼多
[00:10:29.560 --> 00:10:34.320]  一兩個詞語都給得到
[00:10:34.320 --> 00:10:35.400]  當然問大家的時候
[00:10:35.400 --> 00:10:36.600]  我都會問我自己
[00:10:36.600 --> 00:10:38.400]  怎樣形容大衛的一生呢?
[00:10:38.400 --> 00:10:41.680]  如果只可以選一個詞語
[00:10:41.680 --> 00:10:43.320]  我就選了這個詞
[00:10:43.320 --> 00:10:45.680]  就是逃難
[00:10:45.680 --> 00:10:49.760]  回顧大衛的人生很多時候都是逃難
[00:10:49.760 --> 00:10:52.440]  而看回另外五首的金詩
[00:10:52.440 --> 00:10:54.680]  除了第十六篇之外
[00:10:54.680 --> 00:10:56.160]  另外還有五首的金詩
[00:10:56.160 --> 00:10:57.840]  我們看到一些
[00:10:57.840 --> 00:10:59.480]  在CP56篇那裡
[00:10:59.480 --> 00:11:03.320]  是說到菲利士人在加特逮捕了他
[00:11:03.320 --> 00:11:05.120]  被人捉住了
[00:11:05.120 --> 00:11:07.080]  去到CP57篇的時候
[00:11:07.080 --> 00:11:09.480]  就告訴我們他逃避掃落
[00:11:09.480 --> 00:11:12.040]  所以躲在洞裡
[00:11:12.040 --> 00:11:14.200]  接著去到CP58篇的時候
[00:11:14.200 --> 00:11:16.800]  沒有什麼 只是說他作的金詩
[00:11:16.800 --> 00:11:20.040]  沒有什麼背景資料
[00:11:20.040 --> 00:11:23.280]  但學者嘗試再看裡面的內容
[00:11:23.280 --> 00:11:24.280]  告訴他
[00:11:24.280 --> 00:11:26.480]  其實這首的CP很大機會
[00:11:26.480 --> 00:11:29.400]  就是寫在他被自己的兒子
[00:11:29.400 --> 00:11:32.080]  阿沙隆去追殺逃亡的時候
[00:11:32.080 --> 00:11:34.040]  去寫下的
[00:11:34.040 --> 00:11:37.360]  另外去到CP59篇
[00:11:37.360 --> 00:11:39.800]  就是那裡說得很清楚
[00:11:39.800 --> 00:11:42.040]  就是蘇羅去找人
[00:11:42.040 --> 00:11:43.920]  看著大衛的房子
[00:11:43.920 --> 00:11:45.960]  是想著要殺他的
[00:11:45.960 --> 00:11:48.280]  要捕他 要殺他
[00:11:48.280 --> 00:11:50.760]  接著去到最後一首的金詩
[00:11:50.760 --> 00:11:52.280]  CP60篇那裡
[00:11:52.280 --> 00:11:54.440]  你說這個描述沒有什麼
[00:11:54.440 --> 00:11:56.880]  就是大衛和兩河間的阿蘭
[00:11:56.880 --> 00:11:59.440]  和索巴的阿蘭爭戰的時候
[00:11:59.440 --> 00:12:01.880]  接著說到約瓦爾轉會
[00:12:01.880 --> 00:12:05.120]  在炎谷攻擊了以色列人的敵人以東
[00:12:05.120 --> 00:12:06.400]  殺了一萬二千人
[00:12:06.400 --> 00:12:08.240]  沒有什麼
[00:12:08.240 --> 00:12:09.760]  還用逃難
[00:12:09.760 --> 00:12:13.120]  好像都很正面
[00:12:13.120 --> 00:12:14.960]  表面上好像描述
[00:12:14.960 --> 00:12:17.800]  就是他在戰爭裡面拿到勝利
[00:12:17.800 --> 00:12:20.560]  但是如果大家有機會去看CP60篇的時候
[00:12:20.560 --> 00:12:22.160]  就發現內文
[00:12:22.160 --> 00:12:24.120]  這個題目是不符的
[00:12:24.120 --> 00:12:27.800]  內文是說到很慘敗的一個困苦
[00:12:27.800 --> 00:12:30.120]  所以私人對神發出那種
[00:12:30.120 --> 00:12:32.120]  心底深處那種的呼求
[00:12:32.120 --> 00:12:34.640]  求神要去拯救他
[00:12:34.640 --> 00:12:37.440]  不單他是整個的群體
[00:12:37.440 --> 00:12:38.560]  所以有學者說
[00:12:38.560 --> 00:12:41.000]  其實CP60篇真正寫的時間
[00:12:41.000 --> 00:12:45.600]  應該是他們經歷到在戰爭裡面的一種大敗
[00:12:45.600 --> 00:12:48.520]  甚至戰況還沒有好轉的時候
[00:12:48.520 --> 00:12:51.000]  私人就憑著對神那份信靠
[00:12:51.000 --> 00:12:55.600]  而寫下來的一首詩篇
[00:12:55.600 --> 00:12:57.000]  所以我們看大衛
[00:12:57.000 --> 00:12:58.920]  他從年輕到年老
[00:12:58.920 --> 00:13:01.200]  人生是充斥著一次又一次
[00:13:01.200 --> 00:13:02.400]  逃難的經歷
[00:13:02.400 --> 00:13:05.520]  一場又一場的戰爭
[00:13:05.520 --> 00:13:08.880]  甚至是處於生與死的邊緣
[00:13:08.880 --> 00:13:10.760]  生與死的關頭
[00:13:10.760 --> 00:13:12.600]  不過面對著這些的逃難
[00:13:12.600 --> 00:13:13.400]  這些的戰爭
[00:13:13.400 --> 00:13:14.760]  這些的危險
[00:13:14.760 --> 00:13:18.000]  大衛他依然有這個宣稱
[00:13:18.000 --> 00:13:19.440]  我邀請大家一起讀出
[00:13:19.440 --> 00:13:21.520]  詩篇16篇5至6節
[00:13:21.520 --> 00:13:22.680]  我們一起讀出來
[00:13:22.680 --> 00:13:23.960]  預備起
[00:13:23.960 --> 00:13:26.440]  耶和華是我的產業
[00:13:26.440 --> 00:13:28.600]  是我杯中的糞
[00:13:28.600 --> 00:13:29.880]  我所得的
[00:13:29.880 --> 00:13:32.080]  你為我持手
[00:13:32.080 --> 00:13:34.960]  用繩量級我的地界
[00:13:34.960 --> 00:13:37.560]  坐落在街尾之處
[00:13:37.560 --> 00:13:42.360]  我的產業實在美好
[00:13:42.360 --> 00:13:44.480]  如果大家知道這個背景的時候
[00:13:44.480 --> 00:13:45.440]  會不會覺得
[00:13:45.440 --> 00:13:47.440]  他是不是有些人格分裂呢
[00:13:47.440 --> 00:13:48.520]  還說好?
[00:13:48.520 --> 00:13:50.480]  不是吧
[00:13:50.480 --> 00:13:51.640]  在第5至6節裏面
[00:13:51.640 --> 00:13:53.400]  我們看到大衛他強調
[00:13:53.400 --> 00:13:55.200]  神賜給人的產業
[00:13:55.200 --> 00:13:56.920]  是人得到的那一份
[00:13:56.920 --> 00:14:00.760]  其實份在創造神的觀念裏面
[00:14:00.760 --> 00:14:04.280]  就是有照明的意思
[00:14:04.280 --> 00:14:07.200]  意思是說到神一早已經預備好
[00:14:07.200 --> 00:14:10.040]  預定了是分配給每一個人的
[00:14:10.040 --> 00:14:12.160]  所以我們每一個人所得到的
[00:14:12.160 --> 00:14:13.920]  那一份到底是甚麼
[00:14:13.920 --> 00:14:16.040]  是多些還是少些呢
[00:14:16.040 --> 00:14:17.840]  不是由我們決定的
[00:14:17.840 --> 00:14:22.280]  是神一早已經安排計劃好的
[00:14:22.280 --> 00:14:26.560]  而神亦都才有那個的發言權
[00:14:26.560 --> 00:14:31.080]  並且才說神是會全權負責到底
[00:14:31.080 --> 00:14:32.760]  因為祂說我所得的
[00:14:32.760 --> 00:14:36.160]  神祢會為我持手的
[00:14:36.160 --> 00:14:37.480]  另外我們看到
[00:14:37.480 --> 00:14:39.560]  大衛提到皆未知處
[00:14:39.560 --> 00:14:41.560]  實在美好等等
[00:14:41.560 --> 00:14:45.800]  如果用現在的說法
[00:14:45.800 --> 00:14:47.200]  總括來說
[00:14:47.200 --> 00:14:49.040]  可以這樣說
[00:14:49.040 --> 00:14:51.480]  全部的東西都是神給我的
[00:14:51.480 --> 00:14:52.840]  而神給我的東西
[00:14:52.840 --> 00:14:55.920]  一定是最好的東西
[00:14:55.920 --> 00:14:58.360]  全部的東西都是神給我的
[00:14:58.360 --> 00:14:59.760]  而神給我的東西
[00:14:59.760 --> 00:15:02.080]  一定是最好的
[00:15:02.080 --> 00:15:06.840]  不知道你信不信你同不同意呢
[00:15:06.840 --> 00:15:09.080]  如果這一刻坐在你旁邊的
[00:15:09.080 --> 00:15:12.720]  就是你的老婆或老公
[00:15:12.720 --> 00:15:14.640]  我可以請大家做一件事
[00:15:14.640 --> 00:15:17.840]  請你深情一點去看著他
[00:15:17.840 --> 00:15:18.960]  不用說話的
[00:15:18.960 --> 00:15:21.960]  我們這次用眼神就可以了
[00:15:21.960 --> 00:15:22.480]  用眼神
[00:15:22.480 --> 00:15:23.680]  有些人可能不是坐在附近
[00:15:23.680 --> 00:15:25.600]  但坐在同一個禮堂裏面
[00:15:25.600 --> 00:15:30.720]  那種眼神是不會有距離上的限制的
[00:15:30.720 --> 00:15:32.560]  看著他
[00:15:32.560 --> 00:15:35.000]  用眼神表達告訴他
[00:15:35.000 --> 00:15:36.920]  你是神給我的
[00:15:36.920 --> 00:15:39.520]  你一定是最好的
[00:15:39.520 --> 00:15:44.080]  我看到Anthony在老遠的地方
[00:15:44.080 --> 00:15:48.720]  也要看著他太太傳送
[00:15:48.720 --> 00:15:50.400]  我相信大家都很真誠
[00:15:50.400 --> 00:15:55.200]  我看到你們那份濃濃的愛意
[00:15:55.200 --> 00:15:56.120]  不過坦白說
[00:15:56.120 --> 00:15:58.040]  有時候我們要完全認同
[00:15:58.040 --> 00:16:00.080]  神給我們的那份
[00:16:00.080 --> 00:16:02.640]  一定是好的
[00:16:02.640 --> 00:16:07.840]  其實有時候也挺有挑戰性的
[00:16:07.840 --> 00:16:11.840]  我自己在兒童步驟服侍了十年
[00:16:11.840 --> 00:16:15.680]  其實真的有很多很難忘的片段
[00:16:15.680 --> 00:16:17.120]  有一個例子
[00:16:17.120 --> 00:16:20.720]  不知道大家之前有沒有聽過
[00:16:20.720 --> 00:16:22.400]  就是我記得有一次
[00:16:22.400 --> 00:16:24.800]  當我和一個媽媽聊天
[00:16:24.800 --> 00:16:29.240]  那個媽媽在職場上是一個女強
[00:16:29.240 --> 00:16:33.000]  她是那種自帶氣場的女強人
[00:16:33.000 --> 00:16:34.360]  大概也猜到是什麼人
[00:16:34.360 --> 00:16:36.920]  總之不是很強的
[00:16:36.920 --> 00:16:38.240]  我約她去聊天
[00:16:38.240 --> 00:16:41.720]  很想了解她兒子的情況
[00:16:41.720 --> 00:16:44.440]  當坐下來一說她兒子的時候
[00:16:44.440 --> 00:16:47.080]  她是拖了不少一秒鐘
[00:16:47.080 --> 00:16:49.320]  馬上整個氣場消失了
[00:16:49.320 --> 00:16:51.720]  氣勢也消失了
[00:16:51.720 --> 00:16:53.640]  馬上兩隻眼都紅了
[00:16:53.640 --> 00:16:57.720]  然後不斷地流淚
[00:16:57.720 --> 00:16:58.840]  很記得她跟我說
[00:16:58.840 --> 00:17:04.560]  其實我真的只想兒子正正常常就可以了
[00:17:04.560 --> 00:17:09.240]  但為什麼神要給我一個這麼特殊的兒子呢?
[00:17:09.240 --> 00:17:10.440]  從她的婚禮開始
[00:17:10.440 --> 00:17:13.000]  我每天都收到學校的電話
[00:17:13.000 --> 00:17:14.520]  每一次我看到學校打電話來
[00:17:14.520 --> 00:17:16.240]  我都很害怕
[00:17:16.240 --> 00:17:18.920]  我不知道兒子在學校又搞了什麼出來
[00:17:18.920 --> 00:17:21.800]  他又無緣無故去打了哪個同學
[00:17:21.800 --> 00:17:24.120]  我真的很害怕
[00:17:24.120 --> 00:17:27.920]  然後就不斷地哭
[00:17:27.920 --> 00:17:30.400]  如果你是媽媽
[00:17:30.400 --> 00:17:34.400]  而這個孩子就是神給你那一份的時候
[00:17:34.400 --> 00:17:38.600]  我想都是相當不容易的
[00:17:38.600 --> 00:17:39.720]  但我們人類就像這樣
[00:17:39.720 --> 00:17:42.120]  當我們有一個很特殊很特別的孩子的時候
[00:17:42.120 --> 00:17:44.720]  我們就很想他正正常常就可以了
[00:17:44.720 --> 00:17:46.720]  但當我們有一個正正常常的孩子的時候
[00:17:46.720 --> 00:17:47.560]  我們就覺得
[00:17:47.560 --> 00:17:49.840]  為什麼他不可以表現傑出一點呢?
[00:17:49.840 --> 00:17:50.880]  多一點上進心
[00:17:50.880 --> 00:17:53.560]  不要整天躺平
[00:17:53.560 --> 00:17:54.960]  但當他很有上進心
[00:17:54.960 --> 00:17:55.720]  很有鬥心
[00:17:55.720 --> 00:17:56.960]  不躺平的時候
[00:17:56.960 --> 00:17:58.080]  你就會很擔心
[00:17:58.080 --> 00:17:59.280]  他壓力那麼大
[00:17:59.280 --> 00:18:01.880]  會不會有情緒的病等等
[00:18:01.880 --> 00:18:04.040]  我們人永遠都是覺得
[00:18:04.040 --> 00:18:04.800]  神啊
[00:18:04.800 --> 00:18:06.680]  你給人家隔離的那一份有多好
[00:18:06.680 --> 00:18:11.440]  我那一份總是欠缺一些東西
[00:18:11.440 --> 00:18:14.440]  不知道你是不是這樣
[00:18:14.440 --> 00:18:16.840]  想起有一位美國的牧師
[00:18:16.840 --> 00:18:18.800]  也是很出名的作者
[00:18:18.800 --> 00:18:21.280]  他叫做查爾斯·斯溫道
[00:18:21.280 --> 00:18:22.680]  他說過這樣的一句話
[00:18:22.680 --> 00:18:24.520]  他說我們的人生
[00:18:24.520 --> 00:18:26.840]  10%是發生了什麼事
[00:18:26.840 --> 00:18:28.760]  這是一個客觀的事實
[00:18:28.760 --> 00:18:34.800]  但是90%是我們怎樣去回應
