
[00:00:00.000 --> 00:00:03.000]  我想回到過去曾經有一次的經驗
[00:01:48.000 --> 00:01:51.000]  我們思想聖經裏面給我們的訊息
[00:01:51.000 --> 00:01:53.000]  我們首先看回二十一章之前
[00:01:53.000 --> 00:01:58.000]  第十八章的其中一句話
[00:01:58.000 --> 00:02:04.000]  第十八章的第十四節
[00:02:04.000 --> 00:02:07.000]  在當時神透過使者告訴阿伯拉罕知道
[00:02:07.000 --> 00:02:09.000]  他們將會生一個兒子
[00:02:09.000 --> 00:02:11.000]  他們當時不是很肯相信
[00:02:11.000 --> 00:02:16.000]  然後第十八章第十四節主就說
[00:02:16.000 --> 00:02:19.000]  耶和華豈有難成的事嗎?
[00:02:19.000 --> 00:02:22.000]  到了日期明年這時候
[00:02:22.000 --> 00:02:24.000]  我必回到你這裏
[00:02:24.000 --> 00:02:27.000]  撒拉必生一個兒子
[00:02:27.000 --> 00:02:30.000]  在神裏面沒有難成的事
[00:02:30.000 --> 00:02:32.000]  神就這樣應許他們
[00:02:32.000 --> 00:02:35.000]  明年這個時候我會再回來
[00:02:35.000 --> 00:02:37.000]  然後到二十一章第一節
[00:02:37.000 --> 00:02:39.000]  神就回來了
[00:02:39.000 --> 00:02:41.000]  二十一章第一節
[00:02:41.000 --> 00:02:43.000]  耶和華按照先前的話
[00:02:43.000 --> 00:02:45.000]  剛才所說的話
[00:02:45.000 --> 00:02:50.000]  順顧撒拉便照他所說的給撒拉成就
[00:02:50.000 --> 00:02:52.000]  當阿伯拉罕年老的時候
[00:02:52.000 --> 00:02:53.000]  撒拉懷了孕
[00:02:53.000 --> 00:02:58.000]  道神所說的日期就給阿伯拉罕生了一個兒子
[00:02:58.000 --> 00:03:01.000]  按照他的應許
[00:03:01.000 --> 00:03:03.000]  他所承諾的
[00:03:03.000 --> 00:03:08.000]  神是不會容許他自己所應許的事情落空的
[00:03:08.000 --> 00:03:12.000]  聖經所有神的話都會永存
[00:03:12.000 --> 00:03:13.000]  聖經清楚說
[00:03:13.000 --> 00:03:16.000]  一點一滑都不能廢去
[00:03:16.000 --> 00:03:20.000]  他所答應的一定會成全
[00:03:20.000 --> 00:03:22.000]  按照他對阿伯拉罕的應許
[00:03:22.000 --> 00:03:23.000]  到了時候
[00:03:23.000 --> 00:03:24.000]  在神的時候
[00:03:24.000 --> 00:03:26.000]  不是我們所以為的時候
[00:03:26.000 --> 00:03:29.000]  神就成全他的應許
[00:03:29.000 --> 00:03:30.000]  聖經就說
[00:03:30.000 --> 00:03:32.000]  神眷顧撒拉
[00:03:32.000 --> 00:03:34.000]  眷顧這個字很特別
[00:03:34.000 --> 00:03:38.000]  是表示神是常常關注著
[00:03:38.000 --> 00:03:42.000]  關注這個事類的需要
[00:03:42.000 --> 00:03:45.000]  按照他的時候就恩待他
[00:03:45.000 --> 00:03:47.000]  大家看聖經的時候
[00:03:47.000 --> 00:03:49.000]  看到阿伯拉罕生兒子的時候
[00:03:49.000 --> 00:03:50.000]  他多少歲?
[00:03:50.000 --> 00:03:52.000]  一百歲
[00:03:52.000 --> 00:03:54.000]  這段經文重複地說
[00:03:54.000 --> 00:03:55.000]  他很年老
[00:03:55.000 --> 00:03:57.000]  第二節說到他年老
[00:03:57.000 --> 00:04:00.000]  第五節說到他一百歲
[00:04:00.000 --> 00:04:04.000]  第七節重複說他年老
[00:04:04.000 --> 00:04:05.000]  如果大家留心
[00:04:05.000 --> 00:04:07.000]  之前兩章的經文提及
[00:04:07.000 --> 00:04:10.000]  撒拉當時年紀很老邁
[00:04:10.000 --> 00:04:12.000]  聖經提及他已經過了
[00:04:12.000 --> 00:04:14.000]  他生育的歲數
[00:04:14.000 --> 00:04:16.000]  不可能的
[00:04:16.000 --> 00:04:19.000]  在人看來完全是不可能的事情
[00:04:19.000 --> 00:04:21.000]  但聖經就告訴我們
[00:04:21.000 --> 00:04:25.000]  在耶和華豈有難成的事呢?
[00:04:25.000 --> 00:04:27.000]  弟兄姊妹將這句話
[00:04:27.000 --> 00:04:28.000]  放在你的心裡
[00:04:28.000 --> 00:04:30.000]  常常告訴自己
[00:04:30.000 --> 00:04:34.000]  在神裡面沒有難成的事情
[00:04:34.000 --> 00:04:35.000]  因此在當時
[00:04:35.000 --> 00:04:38.000]  他們就得到這個孩子
[00:04:38.000 --> 00:04:41.000]  有時候我們弟兄姊妹會盼望生孩子
[00:04:41.000 --> 00:04:44.000]  但未必即時會如願
[00:04:44.000 --> 00:04:46.000]  有些弟兄姊妹希望有伴侶
[00:04:46.000 --> 00:04:50.000]  或者未必即時能夠見到神預備
[00:04:50.000 --> 00:04:52.000]  有很多對家庭的盼望
[00:04:52.000 --> 00:04:54.000]  可能很多客觀的限制
[00:04:54.000 --> 00:04:56.000]  或者是一些個人的問題
[00:04:56.000 --> 00:04:57.000]  或者身體的軟弱
[00:04:57.000 --> 00:04:59.000]  未必能夠得到、想得到的
[00:04:59.000 --> 00:05:01.000]  當然我們大家都知道
[00:05:01.000 --> 00:05:03.000]  最關鍵的是神的旨意
[00:05:03.000 --> 00:05:07.000]  神對不同的人有不同的心意
[00:05:07.000 --> 00:05:08.000]  但在過程當中
[00:05:08.000 --> 00:05:10.000]  或許未必很明白神的旨意
[00:05:10.000 --> 00:05:15.000]  但最低限度你可以放膽向神求
[00:05:15.000 --> 00:05:17.000]  如果你得不著
[00:05:17.000 --> 00:05:19.000]  可能因為你不求
[00:05:19.000 --> 00:05:21.000]  你放膽向神求
[00:05:21.000 --> 00:05:22.000]  在求的過程當中
[00:05:22.000 --> 00:05:24.000]  留心神對你的引導
[00:05:24.000 --> 00:05:26.000]  或者是要有行動
[00:05:26.000 --> 00:05:28.000]  或者是要等候
[00:05:28.000 --> 00:05:31.000]  在當中留心神對你的帶領
[00:05:31.000 --> 00:05:33.000]  但最重要的就是
[00:05:33.000 --> 00:05:37.000]  記得再也或說沒有難成的事
[00:05:37.000 --> 00:05:42.000]  記得神是願意善待你的
[00:05:42.000 --> 00:05:45.000]  不要掛慮、不要擔心
[00:05:45.000 --> 00:05:46.000]  在過程當中
[00:05:46.000 --> 00:05:50.000]  等候神祂要將恩典賜給你
[00:05:50.000 --> 00:05:53.000]  阿伯拉罕和撒拉他們經歷神的恩惠
[00:05:53.000 --> 00:05:56.000]  神將喜笑賜給他們
[00:05:56.000 --> 00:05:59.000]  大家看看第六節
[00:06:00.000 --> 00:06:03.000]  撒拉說:神使我喜笑
[00:06:03.000 --> 00:06:07.000]  凡聽見的必與我一同喜笑
[00:06:07.000 --> 00:06:10.000]  是誰令撒拉喜笑呢?
[00:06:10.000 --> 00:06:13.000]  是神使他喜笑
[00:06:13.000 --> 00:06:15.000]  大家如果記得之前
[00:06:15.000 --> 00:06:16.000]  聖經就提及
[00:06:16.000 --> 00:06:18.000]  當撒拉聽見使者告訴他
[00:06:18.000 --> 00:06:19.000]  將會生孩子的時候
[00:06:19.000 --> 00:06:22.000]  他怎樣笑呢?
[00:06:22.000 --> 00:06:24.000]  聖經有一個特別節眼
[00:06:24.000 --> 00:06:26.000]  說他暗笑
[00:06:26.000 --> 00:06:28.000]  暗笑是什麼意思?
[00:06:28.000 --> 00:06:30.000]  我們廣東話說
[00:06:30.000 --> 00:06:33.000]  有沒有搞錯?
[00:06:33.000 --> 00:06:35.000]  不可能的
[00:06:35.000 --> 00:06:37.000]  在他心裡是一種感覺
[00:06:37.000 --> 00:06:39.000]  很荒謬而已
[00:06:39.000 --> 00:06:41.000]  怎麼可能呢?
[00:06:41.000 --> 00:06:43.000]  但神將他的暗笑
[00:06:43.000 --> 00:06:45.000]  轉為真正的喜笑
[00:06:45.000 --> 00:06:48.000]  因此撒拉生了一個孩子
[00:06:48.000 --> 00:06:49.000]  叫做什麼名字?
[00:06:49.000 --> 00:06:50.000]  以撒
[00:06:50.000 --> 00:06:55.000]  以撒的意思就是他笑了
[00:06:55.000 --> 00:06:58.000]  是神讓我們歡笑
[00:06:58.000 --> 00:07:00.000]  是讓阿伯拉罕
[00:07:00.000 --> 00:07:01.000]  讓撒拉
[00:07:01.000 --> 00:07:04.000]  讓他身邊的人都為他歡笑
[00:07:04.000 --> 00:07:06.000]  他笑
[00:07:06.000 --> 00:07:08.000]  有些時候你會想到自己
[00:07:08.000 --> 00:07:10.000]  很暗淡的處境
[00:07:10.000 --> 00:07:12.000]  但你記得
[00:07:12.000 --> 00:07:14.000]  這位以撒的上帝
[00:07:14.000 --> 00:07:19.000]  祂叫我們可以在其中笑
[00:07:19.000 --> 00:07:23.000]  這正是天父對人的應許
[00:07:23.000 --> 00:07:25.000]  某些人很多時候有怨虐
[00:07:25.000 --> 00:07:27.000]  但神仍然在當中介入
[00:07:27.000 --> 00:07:29.000]  要將恩典帶給我們
[00:07:29.000 --> 00:07:31.000]  我們再看另一方面
[00:07:31.000 --> 00:07:32.000]  在下面的第八節
[00:07:32.000 --> 00:07:34.000]  他們很開心孩子的長輩
[00:07:34.000 --> 00:07:36.000]  就斷了賴
[00:07:36.000 --> 00:07:38.000]  當時能夠斷賴的
[00:07:38.000 --> 00:07:41.000]  大多數是大約三歲的時候
[00:07:41.000 --> 00:07:43.000]  他們就很開心為他擺設
[00:07:43.000 --> 00:07:44.000]  豐富的筵席
[00:07:44.000 --> 00:07:46.000]  為什麼這麼開心?
[00:07:46.000 --> 00:07:48.000]  因為在當時古代的社會
[00:07:48.000 --> 00:07:50.000]  醫藥不是很發達
[00:07:50.000 --> 00:07:51.000]  因此三歲之前
[00:07:51.000 --> 00:07:54.000]  很多的嬰孩就已經夭折
[00:07:54.000 --> 00:07:56.000]  都捱不到三歲
[00:07:56.000 --> 00:07:59.000]  所以當以撒能夠到三歲的時候
[00:07:59.000 --> 00:08:00.000]  他們很快樂
[00:08:00.000 --> 00:08:03.000]  因此大排筵席
[00:08:03.000 --> 00:08:04.000]  在筵席的過程中
[00:08:04.000 --> 00:08:06.000]  就發生了不幸的事
[00:08:06.000 --> 00:08:07.000]  第九節
[00:08:07.000 --> 00:08:10.000]  當時撒拉罕見埃及人下格
[00:08:10.000 --> 00:08:12.000]  給阿伯拉罕所生的兒子
[00:08:12.000 --> 00:08:13.000]  嬉笑
[00:08:13.000 --> 00:08:15.000]  就對阿伯拉罕說
[00:08:15.000 --> 00:08:19.000]  你把這侍女和她兒子趕出去
[00:08:19.000 --> 00:08:20.000]  因為這侍女的兒子
[00:08:20.000 --> 00:08:22.000]  不可與我的兒子以撒
[00:08:22.000 --> 00:08:25.000]  一同承受慘嚴
[00:08:25.000 --> 00:08:27.000]  為什麼這麼不開心呢?
[00:08:27.000 --> 00:08:28.000]  玩玩而已
[00:08:28.000 --> 00:08:29.000]  笑笑而已
[00:08:29.000 --> 00:08:30.000]  為什麼會這麼不開心呢?
[00:08:30.000 --> 00:08:32.000]  這個嬉笑的字眼
[00:08:32.000 --> 00:08:35.000]  含有一種取笑
[00:08:35.000 --> 00:08:39.000]  和一種輕視的態度
[00:08:39.000 --> 00:08:41.000]  嘲笑這個小朋友
[00:08:41.000 --> 00:08:44.000]  當時這位的以撒瑪利
[00:08:44.000 --> 00:08:47.000]  是多少歲呢?
[00:08:47.000 --> 00:08:48.000]  大家要留心一點
[00:08:48.000 --> 00:08:50.000]  前面的經文說
[00:08:50.000 --> 00:08:51.000]  當以撒生的時候
[00:08:51.000 --> 00:08:53.000]  他已經十四歲
[00:08:53.000 --> 00:08:55.000]  現在以撒假設是三歲
[00:08:55.000 --> 00:08:57.000]  他多少歲呢?
[00:08:57.000 --> 00:08:58.000]  十七歲
[00:08:58.000 --> 00:08:59.000]  一個少年人
[00:08:59.000 --> 00:09:01.000]  一個teenage
[00:09:01.000 --> 00:09:02.000]  一個少年人
[00:09:02.000 --> 00:09:03.000]  當然很多時候
[00:09:03.000 --> 00:09:05.000]  可能會不知道說什麼話
[00:09:05.000 --> 00:09:06.000]  因此說一些話
[00:09:06.000 --> 00:09:08.000]  嘲笑這個小孩子
[00:09:08.000 --> 00:09:09.000]  媽媽聽在耳中
[00:09:09.000 --> 00:09:10.000]  很不高興
[00:09:10.000 --> 00:09:12.000]  很大的反應
[00:09:12.000 --> 00:09:13.000]  因此要求丈夫
[00:09:13.000 --> 00:09:16.000]  把他們趕出去
[00:09:16.000 --> 00:09:17.000]  趕出去
[00:09:17.000 --> 00:09:18.000]  不單這樣說
[00:09:18.000 --> 00:09:20.000]  他說他們不可以承受
[00:09:20.000 --> 00:09:22.000]  我兒子的產業
[00:09:22.000 --> 00:09:23.000]  在當時的社會
[00:09:23.000 --> 00:09:26.000]  也有一些僕婢的兒女
[00:09:26.000 --> 00:09:31.000]  是可以分主人的一些產業的
[00:09:31.000 --> 00:09:33.000]  因此當時撒拉就很清楚
[00:09:33.000 --> 00:09:35.000]  不想這個婢女的兒子
[00:09:35.000 --> 00:09:37.000]  能夠分到他兒子的產業
[00:09:37.000 --> 00:09:40.000]  因此要把他趕出去
[00:09:40.000 --> 00:09:42.000]  當時聖經沒有說
[00:09:42.000 --> 00:09:45.000]  阿伯拉罕立刻答應他的要求
[00:09:45.000 --> 00:09:46.000]  在十一節就說
[00:09:46.000 --> 00:09:49.000]  阿伯拉罕因他兒子的緣故
[00:09:49.000 --> 00:09:51.000]  很憂愁
[00:09:51.000 --> 00:09:53.000]  不知道該怎麼做
[00:09:53.000 --> 00:09:54.000]  感謝神
[00:09:54.000 --> 00:09:55.000]  當時他沒有像以前那樣
[00:09:55.000 --> 00:09:56.000]  太太叫他
[00:09:56.000 --> 00:09:57.000]  我們沒有兒女
[00:09:57.000 --> 00:09:59.000]  你娶了我的僕婢
[00:09:59.000 --> 00:10:00.000]  下隔吧
[00:10:00.000 --> 00:10:02.000]  因此他就娶了下隔
[00:10:02.000 --> 00:10:06.000]  引伸了一連串的家庭的災難
[00:10:06.000 --> 00:10:08.000]  但是這次面對同一個處境
[00:10:08.000 --> 00:10:10.000]  他沒有立刻答應
[00:10:10.000 --> 00:10:12.000]  但內心很掙扎
[00:10:12.000 --> 00:10:14.000]  聖經說他很憂愁
[00:10:14.000 --> 00:10:16.000]  怎麼決定
[00:10:16.000 --> 00:10:17.000]  兒子十七歲了
[00:10:17.000 --> 00:10:20.000]  這麼多年的親情都很難放下
[00:10:20.000 --> 00:10:22.000]  但是太太很憤怒
[00:10:22.000 --> 00:10:24.000]  要求他做這件事情
[00:10:24.000 --> 00:10:26.000]  在沒有出路的時候
[00:10:26.000 --> 00:10:29.000]  神介入
[00:10:29.000 --> 00:10:30.000]  各位電影節目
[00:10:30.000 --> 00:10:33.000]  當你小心聽到你身邊很多的教徒
[00:10:33.000 --> 00:10:35.000]  告訴你見證
[00:10:35.000 --> 00:10:36.000]  你會發覺很多時候
[00:10:36.000 --> 00:10:38.000]  都是人去到絕路的時候
[00:10:38.000 --> 00:10:41.000]  神開出路
[00:10:41.000 --> 00:10:43.000]  人以為沒有方法的時候
[00:10:43.000 --> 00:10:45.000]  神會介入
[00:10:45.000 --> 00:10:50.000]  因為上帝上上介入你的生命當中
[00:10:50.000 --> 00:10:52.000]  你留意著
[00:10:52.000 --> 00:10:54.000]  在當時神就和阿伯拉罕說
[00:10:54.000 --> 00:10:57.000]  第十二節
[00:10:57.000 --> 00:10:58.000]  神對阿伯拉罕說
[00:10:58.000 --> 00:11:02.000]  你不必為這童子和你的侍女憂愁
[00:11:02.000 --> 00:11:04.000]  凡撒拉對你說的話
[00:11:04.000 --> 00:11:06.000]  你都該聽從
[00:11:06.000 --> 00:11:08.000]  因為從已殺生的
[00:11:08.000 --> 00:11:11.000]  才要稱為你的後裔
[00:11:11.000 --> 00:11:13.000]  沒有憂愁
[00:11:13.000 --> 00:11:15.000]  怎麼可能不憂愁
[00:11:15.000 --> 00:11:16.000]  但是神的說話
[00:11:16.000 --> 00:11:18.000]  清楚表示沒有憂愁
[00:11:18.000 --> 00:11:20.000]  然後他講出一個原因
[00:11:20.000 --> 00:11:22.000]  因為有盼望
[00:11:22.000 --> 00:11:27.000]  一個下嫁的孩子會成為一個國家
[00:11:27.000 --> 00:11:29.000]  有人告訴你
[00:11:29.000 --> 00:11:32.000]  你的兒子或者你的某個親人
[00:11:32.000 --> 00:11:35.000]  從他身上會出一個國家出來
[00:11:35.000 --> 00:11:38.000]  你的感覺是怎樣
[00:11:38.000 --> 00:11:40.000]  怎麼可能
[00:11:40.000 --> 00:11:41.000]  神告訴你
[00:11:41.000 --> 00:11:42.000]  有盼望的
[00:11:42.000 --> 00:11:45.000]  所以不需要為今天的難處憂愁
[00:11:45.000 --> 00:11:46.000]  然後告訴你
[00:11:46.000 --> 00:11:49.000]  你放心聽從撒拉所要求的
[00:11:49.000 --> 00:11:50.000]  沒錯 神的心意
[00:11:50.000 --> 00:11:53.000]  是唯有從撒拉所出的
[00:11:53.000 --> 00:11:56.000]  才是承受應許的
[00:11:56.000 --> 00:11:59.000]  是從應許而得的孩子
[00:11:59.000 --> 00:12:02.000]  才是領受神的恩惠
[00:12:02.000 --> 00:12:05.000]  不是從人而生的
[00:12:05.000 --> 00:12:07.000]  以實瑪利是從人而生的
[00:12:07.000 --> 00:12:10.000]  因此去到聖經新約的羅馬書的時候
[00:12:10.000 --> 00:12:12.000]  你發覺聖經特別強調
[00:12:12.000 --> 00:12:14.000]  從應許生的
[00:12:14.000 --> 00:12:16.000]  是聖靈的工作
[00:12:16.000 --> 00:12:18.000]  帶來真正的祝福
[00:12:18.000 --> 00:12:19.000]  從人而生
[00:12:19.000 --> 00:12:22.000]  按照自己的意思血氣所做的事情
[00:12:22.000 --> 00:12:25.000]  不會承受神的祝福
[00:12:25.000 --> 00:12:27.000]  所以神的心意是要透過以實
[00:12:27.000 --> 00:12:31.000]  來賜福給後代
[00:12:31.000 --> 00:12:33.000]  雖然撒拉所做的事情
[00:12:33.000 --> 00:12:34.000]  是不合情理
[00:12:34.000 --> 00:12:37.000]  但神明白那種發展
[00:12:37.000 --> 00:12:42.000]  就要求阿伯拉罕都聽從他的說話
[00:12:42.000 --> 00:12:44.000]  當然在當中有很大的掙扎
[00:12:44.000 --> 00:12:45.000]  大家可以想像
[00:12:45.000 --> 00:12:46.000]  情感的考慮
[00:12:46.000 --> 00:12:49.000]  和神的旨意當中很大的張力
[00:12:49.000 --> 00:12:53.000]  但阿伯拉罕他聽從神的話
[00:12:53.000 --> 00:12:55.000]  這都是他的信心
[00:12:55.000 --> 00:12:58.000]  以及他的馴服的表達
[00:12:58.000 --> 00:13:01.000]  因此第十四節
[00:13:01.000 --> 00:13:03.000]  阿伯拉罕清早起來
[00:13:03.000 --> 00:13:05.000]  可能整晚都睡不著
[00:13:05.000 --> 00:13:07.000]  輾轉反側
[00:13:07.000 --> 00:13:08.000]  最後決定
[00:13:08.000 --> 00:13:10.000]  一定要聽神給他的吩咐
[00:13:10.000 --> 00:13:12.000]  就起身了
[00:13:12.000 --> 00:13:13.000]  拿餅和一皮袋水
[00:13:13.000 --> 00:13:14.000]  吸了下甲
[00:13:14.000 --> 00:13:16.000]  踏在他的肩上
[00:13:16.000 --> 00:13:17.000]  由寶孩子教給他
[00:13:17.000 --> 00:13:18.000]  打發他走
[00:13:18.000 --> 00:13:19.000]  下甲就走了
[00:13:19.000 --> 00:13:21.000]  在別時巴的曠野
[00:13:21.000 --> 00:13:23.000]  走迷了路
[00:13:23.000 --> 00:13:26.000]  你發覺聖經描述得很細節
[00:13:26.000 --> 00:13:28.000]  把袋水放在哪裡?
[00:13:28.000 --> 00:13:30.000]  踏在他的肩上
[00:13:30.000 --> 00:13:32.000]  可能他一手要拖小朋友
[00:13:32.000 --> 00:13:34.000]  都是大朋友
[00:13:34.000 --> 00:13:36.000]  一手要拿著餅
[00:13:36.000 --> 00:13:38.000]  阿伯拉罕就把水袋
[00:13:38.000 --> 00:13:40.000]  放在他的肩上
[00:13:40.000 --> 00:13:41.000]  聖經頭提
[00:13:41.000 --> 00:13:44.000]  他是把他打發走
[00:13:44.000 --> 00:13:47.000]  意思是送他走
[00:13:47.000 --> 00:13:49.000]  不是撒拉索要求的
[00:13:49.000 --> 00:13:51.000]  是趕逐他出去
[00:13:51.000 --> 00:13:53.000]  帶著一種關懷
[00:13:53.000 --> 00:13:56.000]  請他離開
[00:13:56.000 --> 00:13:57.000]  在當中
[00:13:57.000 --> 00:13:58.000]  我們見到一個
[00:13:58.000 --> 00:14:01.000]  很悲情的處境出現
[00:14:01.000 --> 00:14:02.000]  但是在這個處境
[00:14:02.000 --> 00:14:03.000]  我們發覺一個
[00:14:03.000 --> 00:14:05.000]  很重要的因為
[00:14:05.000 --> 00:14:07.000]  在接著
[00:14:07.000 --> 00:14:09.000]  大家再看
[00:14:09.000 --> 00:14:12.000]  皮袋的水用盡了十五箭
[00:14:12.000 --> 00:14:15.000]  下甲就把孩子撇在小樹下
[00:14:15.000 --> 00:14:17.000]  自己走開了有一箭之遠
[00:14:17.000 --> 00:14:18.000]  相對而座說
[00:14:18.000 --> 00:14:20.000]  我不忍見孩子死
[00:14:20.000 --> 00:14:24.000]  就相對而座放聲大哭
[00:14:24.000 --> 00:14:27.000]  在那個時候
[00:14:27.000 --> 00:14:29.000]  一對母子
[00:14:29.000 --> 00:14:32.000]  或者說一個單親的家庭
[00:14:32.000 --> 00:14:34.000]  他們就面對自己的
[00:14:34.000 --> 00:14:37.000]  一個很困惑的路途
[00:14:37.000 --> 00:14:38.000]  當他去到抗疫的時候
[00:14:38.000 --> 00:14:40.000]  去哪裏呢
[00:14:40.000 --> 00:14:42.000]  沒有什麼地方可以去
[00:14:42.000 --> 00:14:44.000]  回到自己的家鄉
[00:14:44.000 --> 00:14:45.000]  去回埃及
[00:14:45.000 --> 00:14:47.000]  不知如何走回去埃及
[00:14:47.000 --> 00:14:50.000]  因此在抗疫當中就迷路了
[00:14:50.000 --> 00:14:51.000]  大家可以想像
[00:14:51.000 --> 00:14:52.000]  如果你下甲
[00:14:52.000 --> 00:14:54.000]  你的感受是怎樣
[00:14:54.000 --> 00:14:55.000]  是不是他要求
[00:14:55.000 --> 00:14:58.000]  要嫁給阿伯拉罕呢
[00:14:58.000 --> 00:15:00.000]  不是
[00:15:00.000 --> 00:15:04.000]  是撒拉要求他這樣做
[00:15:04.000 --> 00:15:05.000]  當然生了孩子之後
[00:15:05.000 --> 00:15:06.000]  情況好像好一點
[00:15:06.000 --> 00:15:08.000]  但當自己的主母
[00:15:08.000 --> 00:15:09.000]  生了二兒子之後
[00:15:09.000 --> 00:15:10.000]  小小事情
[00:15:10.000 --> 00:15:12.000]  少年人爭執一下
[00:15:12.000 --> 00:15:13.000]  取笑一下
[00:15:13.000 --> 00:15:15.000]  就被人趕逐出來
[00:15:15.000 --> 00:15:16.000]  你可以想像
[00:15:16.000 --> 00:15:18.000]  他的心情是很怨憤
[00:15:18.000 --> 00:15:20.000]  很不甘
[00:15:20.000 --> 00:15:21.000]  心情很低沉
[00:15:21.000 --> 00:15:23.000]  極之傷痛
[00:15:23.000 --> 00:15:24.000]  因此來到一個地方
[00:15:24.000 --> 00:15:26.000]  一開始發覺沒有水喝
[00:15:26.000 --> 00:15:27.000]  喝光了水
[00:15:27.000 --> 00:15:29.000]  在一個很艱難的處境
[00:15:29.000 --> 00:15:32.000]  他將孩子撇在小樹底
[00:15:32.000 --> 00:15:34.000]  這個經文的意思是說
[00:15:34.000 --> 00:15:37.000]  他預備孩子死在樹底
[00:15:37.000 --> 00:15:41.000]  因此他都不想見到自己的兒子死
[00:15:41.000 --> 00:15:43.000]  因此就離開大概一箭之遠
[00:15:43.000 --> 00:15:45.000]  大概八公尺左右
[00:15:45.000 --> 00:15:47.000]  遠遠的坐在那裏
[00:15:47.000 --> 00:15:48.000]  看著自己的兒子
[00:15:48.000 --> 00:15:49.000]  見到他
[00:15:49.000 --> 00:15:51.000]  但希望他聽不到自己哭
[00:15:51.000 --> 00:15:53.000]  因此滿肚的冤屈
[00:15:53.000 --> 00:15:55.000]  在那個時候就爆發出來
[00:15:55.000 --> 00:15:57.000]  就大哭
[00:15:57.000 --> 00:16:00.000]  大家可以想像那個處境
[00:16:00.000 --> 00:16:02.000]  但可能他在那個時候會想起
[00:16:02.000 --> 00:16:04.000]  以前在曠野裏面
[00:16:04.000 --> 00:16:06.000]  曾經有神的使者遇見他
[00:16:06.000 --> 00:16:07.000]  大家記得
[00:16:07.000 --> 00:16:12.000]  當時鼓勵他回到自己的主母家
[00:16:12.000 --> 00:16:13.000]  在那個時候
[00:16:13.000 --> 00:16:14.000]  他大哭的時候
[00:16:14.000 --> 00:16:16.000]  或許他心裏面向神祈禱都未定
[00:16:16.000 --> 00:16:18.000]  但在大哭的時候
[00:16:18.000 --> 00:16:21.000]  神就聽見了
[00:16:21.000 --> 00:16:23.000]  我最近看了一篇見證
[00:16:23.000 --> 00:16:25.000]  看到的時候心中有很大的感動
[00:16:25.000 --> 00:16:27.000]  是一些歷史
[00:16:27.000 --> 00:16:28.000]  在1950年代
[00:16:28.000 --> 00:16:30.000]  在中國的地方
[00:16:30.000 --> 00:16:32.000]  一對青年的夫婦
[00:16:32.000 --> 00:16:34.000]  他們在美國
[00:16:34.000 --> 00:16:35.000]  有機會讀書
[00:16:35.000 --> 00:16:37.000]  一些知識份子
[00:16:37.000 --> 00:16:39.000]  後來他們決心回國
[00:16:39.000 --> 00:16:40.000]  要貢獻祖國
[00:16:40.000 --> 00:16:41.000]  但他們最想的是
[00:16:41.000 --> 00:16:45.000]  將福音帶給他們的一些民族
[00:16:45.000 --> 00:16:47.000]  他們選擇去到最偏遠的
