
[00:00:00.000 --> 00:00:07.080]  今天是《石圖行傳》裏面的真理的信息的第五講
[00:04:50.360 --> 00:04:54.240]  復因施工上所有的詆竅的路線
[00:04:54.240 --> 00:04:56.680]  給我們看得很清楚的
[00:04:56.680 --> 00:05:01.600]  就是建立教會生活的基本的模式
[00:05:01.600 --> 00:05:04.040]  接着看第二方面
[00:05:04.040 --> 00:05:09.840]  就是使徒們很注重家庭的聚會
[00:05:09.840 --> 00:05:15.720]  這是當時很有智慧的一件事情
[00:05:15.720 --> 00:05:21.440]  如果使徒們當時單單在聖殿裏傳福音
[00:05:21.440 --> 00:05:25.560]  他們的工作的果相就不會很深入
[00:05:25.560 --> 00:05:28.360]  但是在聖靈的引導之下
[00:05:28.360 --> 00:05:33.720]  他們把工作的重點放在家庭聚會里面
[00:05:33.720 --> 00:05:35.840]  在五章四十二節
[00:05:35.840 --> 00:05:37.720]  二十章二十節
[00:05:37.720 --> 00:05:40.120]  給我們看得很清楚
[00:05:40.120 --> 00:05:42.200]  關於這一方面的情況
[00:05:42.200 --> 00:05:46.440]  五章四十二節這樣說
[00:05:46.440 --> 00:05:50.040]  他們就每日在殿裏在家裏
[00:05:50.040 --> 00:05:51.840]  不住地教訓人
[00:05:51.840 --> 00:05:54.200]  傳耶穌是基督
[00:05:54.200 --> 00:05:57.480]  又在殿裏又在家裏
[00:05:57.480 --> 00:06:00.160]  這是兩個很明顯的重點
[00:06:00.160 --> 00:06:02.800]  這是非常的重要的
[00:06:02.800 --> 00:06:04.560]  如果單在家裏
[00:06:04.560 --> 00:06:08.920]  那麼就不能在明顯的地方使人注意
[00:06:08.920 --> 00:06:11.000]  在聖殿裏工作
[00:06:11.000 --> 00:06:13.480]  是最容易受人注意的
[00:06:13.480 --> 00:06:14.640]  所以一方面
[00:06:14.640 --> 00:06:18.600]  他們把福音的事工放在光天化日之下
[00:06:18.600 --> 00:06:20.560]  引起大家的注意
[00:06:20.560 --> 00:06:23.640]  同時他們也在家庭裏面
[00:06:23.640 --> 00:06:27.320]  腳踏實地地來教導、來訓練
[00:06:27.320 --> 00:06:28.480]  來傳福音
[00:06:28.480 --> 00:06:31.800]  這樣說得的人是很紮實的
[00:06:31.800 --> 00:06:35.160]  是真真實實地待人歸鄉主
[00:06:35.160 --> 00:06:37.080]  這樣的人不會流逝
[00:06:37.080 --> 00:06:41.240]  這樣的人不會成了迷失的羊
[00:06:41.240 --> 00:06:44.720]  我們感謝主在聖靈的帶領之下
[00:06:44.720 --> 00:06:46.080]  初期的教會
[00:06:46.080 --> 00:06:50.120]  他們有了一個很正確的傳福音的路線
[00:06:50.120 --> 00:06:51.880]  二十章二十節
[00:06:51.880 --> 00:06:53.400]  也是告訴我們
[00:06:53.400 --> 00:06:57.240]  當時的教會很注意家庭的聚會
[00:06:57.240 --> 00:07:01.360]  第二十章第二十節這樣說
[00:07:01.360 --> 00:07:05.000]  這是保羅的見證
[00:07:05.000 --> 00:07:07.720]  也是他自己的做法
[00:07:07.720 --> 00:07:08.640]  這裏說
[00:07:08.640 --> 00:07:10.080]  你們也知道
[00:07:10.080 --> 00:07:12.000]  凡與你們有益的
[00:07:12.000 --> 00:07:14.720]  我沒有一樣避諱不說的
[00:07:14.720 --> 00:07:16.720]  或在衆人面前
[00:07:16.720 --> 00:07:18.520]  或在個人家裏
[00:07:18.520 --> 00:07:21.640]  我都教導你們
[00:07:21.640 --> 00:07:25.080]  這是保羅的戰略
[00:07:25.080 --> 00:07:29.040]  也是當時師徒們的戰略
[00:07:29.040 --> 00:07:33.440]  也成了初期教會的重要路線
[00:07:33.440 --> 00:07:40.520]  也是應該成爲今天教會傳福音的路線
[00:07:40.520 --> 00:07:44.520]  在第十章三十四節和四十八節
[00:07:44.520 --> 00:07:45.560]  告訴我們
[00:07:45.560 --> 00:07:48.920]  格尼柳的家也成了一個教會
[00:07:48.920 --> 00:07:51.240]  十二章十二節告訴我們
[00:07:51.240 --> 00:07:54.920]  馬可的家也是教會
[00:07:54.920 --> 00:07:58.520]  教會在家庭裏面建立起來的時候
[00:07:58.520 --> 00:08:03.160]  它的數目就會很快地增長
[00:08:03.160 --> 00:08:04.840]  在每一個家庭裏面
[00:08:04.840 --> 00:08:08.200]  信徒的人數也會很快地增長
[00:08:08.200 --> 00:08:12.200]  所以在《師徒行傳》裏面告訴我們
[00:08:12.200 --> 00:08:15.080]  當時在耶路撒冷信徒的人
[00:08:15.080 --> 00:08:17.400]  已經有好幾萬人了
[00:08:17.400 --> 00:08:22.280]  這是很快很快地增加
[00:08:22.280 --> 00:08:25.200]  我們要注意的第三點
[00:08:25.200 --> 00:08:30.320]  就是保羅和其他的師徒們
[00:08:30.320 --> 00:08:36.120]  很注重在效果好的地區加強工作
[00:08:36.120 --> 00:08:39.720]  在哪裏看見人肯解受阻
[00:08:39.720 --> 00:08:42.040]  信阻的人增加得快
[00:08:42.040 --> 00:08:46.600]  他們就加重哪一個地方的福音工作
[00:08:46.600 --> 00:08:49.200]  舉兩個例子來看
[00:08:49.200 --> 00:08:50.360]  第一個例子
[00:08:50.360 --> 00:08:53.840]  就是保羅在格林多工作了一年半
[00:08:53.840 --> 00:08:55.280]  18個月
[00:08:55.280 --> 00:08:58.800]  他在醫護所工作了兩年
[00:08:58.800 --> 00:09:03.360]  這是他工作的兩個最長的地方
[00:09:03.360 --> 00:09:06.840]  爲什麼在醫護所工作兩年呢?
[00:09:06.840 --> 00:09:10.400]  我把這一段的經文讀給各位聽
[00:09:10.400 --> 00:09:13.560]  各位聽見就瞭解了
[00:09:13.560 --> 00:09:18.760]  在19章第8節開始
[00:09:18.760 --> 00:09:21.840]  保羅進會堂放膽講道
[00:09:21.840 --> 00:09:25.160]  一連三個月辯論神國的事
[00:09:25.160 --> 00:09:26.640]  勸慣衆人
[00:09:26.640 --> 00:09:29.360]  後來有些人心裏剛硬不屑
[00:09:29.360 --> 00:09:31.680]  在衆人面前諉謗這道
[00:09:31.680 --> 00:09:33.400]  保羅就離開他們
[00:09:33.400 --> 00:09:35.600]  也叫門徒與他們分離
[00:09:35.600 --> 00:09:39.920]  便在推拉農的學坊天天辯論
[00:09:39.920 --> 00:09:41.960]  這樣有兩年之久
[00:09:41.960 --> 00:09:44.240]  叫一切住在壓壓的
[00:09:44.240 --> 00:09:45.680]  無論是猶太人
[00:09:45.680 --> 00:09:49.440]  是悉尼人都聽見主的道
[00:09:49.440 --> 00:09:51.680]  這一段經文告訴我們
[00:09:51.680 --> 00:09:55.400]  當時保羅進到一個學院
[00:09:55.400 --> 00:09:57.720]  在其中傳賦音
[00:09:57.720 --> 00:09:59.520]  透過辯論
[00:09:59.520 --> 00:10:02.080]  把賦音傳開
[00:10:02.080 --> 00:10:05.320]  來聽的人都是有學問的人
[00:10:05.320 --> 00:10:08.520]  他們是大學生和學者
[00:10:08.520 --> 00:10:11.120]  他們聽見以後
[00:10:11.120 --> 00:10:15.480]  就不知不覺地把所聽見的傳開了
[00:10:15.480 --> 00:10:17.160]  這樣一傳十
[00:10:17.160 --> 00:10:18.360]  十傳百
[00:10:18.360 --> 00:10:20.800]  百在兩年之內
[00:10:20.800 --> 00:10:23.320]  叫一切住在壓壓的
[00:10:23.320 --> 00:10:25.640]  無論是猶太人
[00:10:25.640 --> 00:10:26.920]  是悉尼人
[00:10:26.920 --> 00:10:30.120]  他們都聽見了主的賦音
[00:10:30.120 --> 00:10:32.400]  當然信不信是另外一回事
[00:10:32.400 --> 00:10:34.960]  至少他們都聽見了
[00:10:34.960 --> 00:10:36.840]  保羅在伊夫索
[00:10:36.840 --> 00:10:39.760]  得到這樣一個傳賦音的中心
[00:10:39.760 --> 00:10:43.040]  透過有學識的人
[00:10:43.040 --> 00:10:45.320]  受過教育的人
[00:10:45.320 --> 00:10:46.800]  來傳賦音
[00:10:46.800 --> 00:10:48.680]  有很好的果效
[00:10:48.680 --> 00:10:51.520]  當他看見有這樣的好果效的時候
[00:10:51.520 --> 00:10:53.720]  就繼續工作下去
[00:10:53.720 --> 00:10:55.520]  一年兩年之久
[00:10:55.520 --> 00:11:00.080]  這是他在任何的地方工作時間最久的
[00:11:00.080 --> 00:11:01.920]  由此可見
[00:11:01.920 --> 00:11:05.440]  聖靈引導他的使者
[00:11:05.440 --> 00:11:09.360]  到那些肯接受賦音的人當中去
[00:11:09.360 --> 00:11:11.720]  加強
[00:11:11.720 --> 00:11:14.600]  放長他們工作的時間
[00:11:14.600 --> 00:11:17.400]  這是蘇靈的智慧
[00:11:17.400 --> 00:11:18.800]  我們傳賦音的時候
[00:11:18.800 --> 00:11:22.040]  一方面要平均
[00:11:22.040 --> 00:11:24.720]  同時還要有偏重
[00:11:24.720 --> 00:11:27.280]  平均就是讓所有的人
[00:11:27.280 --> 00:11:30.040]  都有機會聽賦音
[00:11:30.040 --> 00:11:33.120]  連最偏僻的地方也應該去
[00:11:33.120 --> 00:11:36.440]  但是我們還要注意偏重
[00:11:36.440 --> 00:11:40.560]  就是哪裏對賦音有好的反應
[00:11:40.560 --> 00:11:42.560]  肯接受 肯相信
[00:11:42.560 --> 00:11:46.760]  我們就加強在哪裏的工作
[00:11:46.760 --> 00:11:50.400]  如果我們把最大的重力
[00:11:50.400 --> 00:11:53.480]  都放在不肯接受賦音的地區
[00:11:53.480 --> 00:11:57.520]  而忽略了那些肯接受賦音的地區
[00:11:57.520 --> 00:12:01.040]  這就是輕重顛倒 得不償失
[00:12:01.040 --> 00:12:03.680]  這是缺少蘇靈的智慧
[00:12:03.680 --> 00:12:07.080]  這不是聖靈的引導的方式
[00:12:07.080 --> 00:12:10.240]  我們在《詩圖形狀》裏面清楚地看見
[00:12:10.240 --> 00:12:13.960]  聖靈是把真正的智慧給使徒們
[00:12:13.960 --> 00:12:17.000]  使他們曉得如何決定
[00:12:17.000 --> 00:12:22.160]  他們在任何一個地方工作時間的長短
[00:12:22.160 --> 00:12:26.440]  保羅在格林多工作的情況也是一樣
[00:12:26.440 --> 00:12:31.960]  在《詩圖形狀》第十八章這樣的記載
[00:12:31.960 --> 00:12:34.160]  第八節
[00:12:34.160 --> 00:12:36.240]  第十八章第八節
[00:12:36.240 --> 00:12:41.360]  管會堂的基利斯部和全家都信了主
[00:12:41.360 --> 00:12:45.560]  還有許多格林多人聽了就相信受洗
[00:12:45.560 --> 00:12:48.960]  夜間主在異鄉中對保羅說
[00:12:48.960 --> 00:12:52.000]  不要怕 只管講 不要閉口
[00:12:52.000 --> 00:12:56.160]  有我與你同在 必沒有人下手害你
[00:12:56.160 --> 00:12:59.920]  因爲在這城裏我有許多的百姓
[00:12:59.920 --> 00:13:04.280]  保羅在那裏住了一年零六個月
[00:13:04.280 --> 00:13:07.000]  將神的道教訓他們
[00:13:07.000 --> 00:13:08.640]  除了伊夫所以外
[00:13:08.640 --> 00:13:13.480]  格林多就是保羅工作時間最長的一個地方
[00:13:13.480 --> 00:13:15.320]  一年零六個月
[00:13:15.320 --> 00:13:17.920]  爲什麼他在這裏這樣長久呢?
[00:13:17.920 --> 00:13:20.840]  因爲有許多的人信主
[00:13:20.840 --> 00:13:27.120]  許多格林多人聽了就相信受洗
[00:13:27.120 --> 00:13:29.560]  既然福音的門大開
[00:13:29.560 --> 00:13:34.360]  那就表示神要他繼續在那裏儘量利用
[00:13:34.360 --> 00:13:37.760]  那個福音門開的機會
[00:13:37.760 --> 00:13:39.120]  所以主鼓勵他
[00:13:39.120 --> 00:13:42.440]  對他說不要怕 只管講 不要閉口
[00:13:42.440 --> 00:13:47.040]  有我與你同在 必沒有人下手害你
[00:13:47.040 --> 00:13:48.680]  在這幾句話裏面
[00:13:48.680 --> 00:13:52.440]  我們看見一方面有傳福音的好機會
[00:13:52.440 --> 00:13:57.040]  但是另外一方面也有許多的攔阻和逼迫
[00:13:57.040 --> 00:14:03.640]  這是保羅在格林多所遭遇的兩種相反的情形
[00:14:03.640 --> 00:14:05.480]  一方面是好機會
[00:14:05.480 --> 00:14:08.800]  另外一方面是攔阻和逼迫
[00:14:08.800 --> 00:14:11.200]  在這樣的情況之中
[00:14:11.200 --> 00:14:13.000]  需要有信心
[00:14:13.000 --> 00:14:14.520]  需要堅強
[00:14:14.520 --> 00:14:18.400]  需要有熱切的愛人靈魂的心
[00:14:18.400 --> 00:14:24.600]  才能夠充分的利用這樣開敞開的福音之門
[00:14:24.600 --> 00:14:26.400]  在這一段裏面
[00:14:26.400 --> 00:14:31.440]  第五節告訴我們有四個字是很寶貴的
[00:14:31.440 --> 00:14:33.240]  我讀給各位聽
[00:14:33.240 --> 00:14:34.320]  這一節說
[00:14:34.320 --> 00:14:39.120]  希臘和提瑪泰從馬其頓來到格林多的時候
[00:14:39.120 --> 00:14:45.080]  保羅未到迫切向猶太人證明耶穌是基督
[00:14:45.080 --> 00:14:48.840]  請注意未到迫切這四個字
[00:14:48.840 --> 00:14:51.840]  這是保羅當時的心情
[00:14:51.840 --> 00:14:54.240]  他有一個很迫切的心
[00:14:54.240 --> 00:14:56.440]  要傳福音 要救人
[00:14:56.440 --> 00:15:00.600]  要帶領他的同胞猶太人信主
[00:15:00.600 --> 00:15:04.680]  當猶太人剛硬着心拒絕的時候
[00:15:04.680 --> 00:15:11.120]  他就轉向在那個地方的外邦人中間去傳福音
[00:15:11.120 --> 00:15:12.800]  由此可見
[00:15:12.800 --> 00:15:14.800]  無論是在猶太人當中
[00:15:14.800 --> 00:15:17.320]  或是在外邦人當中
[00:15:17.320 --> 00:15:21.080]  保羅總是用一個很熱切的心
[00:15:21.080 --> 00:15:24.280]  一個愛心去傳養福音
[00:15:24.280 --> 00:15:25.880]  要救人
[00:15:25.880 --> 00:15:29.800]  這是神用他的一個很重要的因素
[00:15:29.800 --> 00:15:32.560]  保羅不會很冷淡的
[00:15:32.560 --> 00:15:34.640]  很漠不關心那樣的
[00:15:34.640 --> 00:15:37.760]  可有可無的那樣的去傳福音
[00:15:37.760 --> 00:15:40.160]  他乃是把他整個的生命
[00:15:40.160 --> 00:15:45.200]  他整個的心血都投入在其中
[00:15:45.200 --> 00:15:47.480]  神充滿這樣的人
[00:15:47.480 --> 00:15:51.480]  是用這樣的人去得人歸向主
[00:15:51.480 --> 00:15:53.480]  保羅這樣的表現
[00:15:53.480 --> 00:15:55.680]  真是感動我們的心
[00:15:55.680 --> 00:15:57.640]  做我們的好榜樣
[00:15:57.640 --> 00:16:00.440]  主像他所說的鼓勵的話
[00:16:00.440 --> 00:16:04.280]  主今天也照樣向我們每一個人講
[00:16:04.280 --> 00:16:05.800]  主說:不要怕
[00:16:05.800 --> 00:16:06.640]  只管講
[00:16:06.640 --> 00:16:07.800]  不要閉口
[00:16:07.800 --> 00:16:09.600]  有我與你同在
[00:16:09.600 --> 00:16:11.920]  並沒有人下手害你
[00:16:11.920 --> 00:16:13.560]  因爲在這城裏
[00:16:13.560 --> 00:16:15.520]  我有許多的百姓
[00:16:15.520 --> 00:16:16.840]  在每一個地方
[00:16:16.840 --> 00:16:18.760]  主都有祂的百姓
[00:16:18.760 --> 00:16:20.840]  所以我們在每一個地方
[00:16:20.840 --> 00:16:23.560]  都可以放心
[00:16:23.560 --> 00:16:25.960]  放膽來傳福音
[00:16:25.960 --> 00:16:28.960]  主能夠按照祂自己的旨意
[00:16:28.960 --> 00:16:32.160]  成全救人的事工
[00:16:32.160 --> 00:16:34.320]  我們不知道誰會信主
[00:16:34.320 --> 00:16:36.240]  誰不會信主
[00:16:36.240 --> 00:16:39.240]  我們把那件事交在主的手裏
[00:16:39.240 --> 00:16:41.640]  我們自己的責任就是
[00:16:41.640 --> 00:16:43.600]  或順或疑
[00:16:43.600 --> 00:16:45.200]  總要傳福音
[00:16:45.200 --> 00:16:47.960]  無論得時或不得時
[00:16:47.960 --> 00:16:49.480]  都要傳到
[00:16:49.480 --> 00:16:54.880]  這是保羅對提摩太的吩咐
[00:16:54.880 --> 00:16:58.440]  也是主今天對我們每一個人的吩咐
[00:16:58.440 --> 00:17:02.920]  我們願意效法保羅的榜樣
[00:17:02.920 --> 00:17:06.800]  走在同一條的路上
[00:17:06.800 --> 00:17:09.880]  我們要注意的第四點
[00:17:09.880 --> 00:17:12.160]  就是當時的使徒們
[00:17:12.160 --> 00:17:14.160]  他們在傳福音的時候
[00:17:14.160 --> 00:17:17.520]  有一種雙重的策略
[00:17:17.520 --> 00:17:19.760]  一方面他們在本地步道
[00:17:19.760 --> 00:17:22.520]  同時他們做拆傳的工作
[00:17:22.520 --> 00:17:25.880]  向遠方步道
[00:17:25.880 --> 00:17:28.160]  在近處、在遠處
[00:17:28.160 --> 00:17:29.160]  都步道
[00:17:29.160 --> 00:17:33.280]  這是福音工作雙管齊下
[00:17:33.280 --> 00:17:37.120]  使福音的國效更加增
[00:17:37.120 --> 00:17:38.480]  我們看見
[00:17:38.480 --> 00:17:42.280]  使徒們不但在耶路撒冷傳福音
[00:17:42.280 --> 00:17:45.160]  他們也同時到撒瑪利亞去
[00:17:45.160 --> 00:17:49.800]  他們又超越了當時的界限
[00:17:49.800 --> 00:17:53.120]  到更遠更遠的地方去
[00:17:53.120 --> 00:17:57.840]  那正是主耶穌在聖靈降臨之前
[00:17:57.840 --> 00:17:59.440]  所說的預言
[00:17:59.440 --> 00:18:02.360]  在《詩圖經傳》第一章第八節
[00:18:02.360 --> 00:18:03.680]  主耶穌說
[00:18:03.680 --> 00:18:06.400]  「但聖靈降臨在你們身上
[00:18:06.400 --> 00:18:08.400]  你們就必得到能力
[00:18:08.400 --> 00:18:10.560]  必要在耶路撒冷
[00:18:10.560 --> 00:18:14.440]  猶太權地撒瑪利亞之道地級
[00:18:14.440 --> 00:18:15.840]  做我的見證」
[00:18:15.840 --> 00:18:17.000]  耶路撒冷
[00:18:17.000 --> 00:18:20.640]  猶太權地撒瑪利亞之道地級
[00:18:20.640 --> 00:18:23.840]  這樣一步一步地推展開來
[00:18:23.840 --> 00:18:28.000]  福音工作的範圍越來越廣越遠
[00:18:28.000 --> 00:18:31.560]  就完成了大使命的託付
[00:18:31.560 --> 00:18:34.200]  往普天下去傳福音
[00:18:34.200 --> 00:18:39.000]  今天我們的教會應該有這樣的眼光
[00:18:39.000 --> 00:18:43.040]  所有的基督徒都應該把全世界
[00:18:43.040 --> 00:18:45.720]  對福音的需要放在心中
[00:18:45.720 --> 00:18:47.880]  我們要懇切地禱告
[00:18:47.880 --> 00:18:50.360]  我們要努力地工作
[00:18:50.360 --> 00:18:52.880]  我們在自己的地方傳福音
[00:18:52.880 --> 00:18:55.720]  也要到更遠的地方去傳福音
[00:18:55.720 --> 00:18:59.000]  好讓全世界都歸向主
[00:18:59.000 --> 00:19:00.320]  我們感謝主
[00:19:00.320 --> 00:19:02.520]  《詩圖》的時代在這一方面
[00:19:02.520 --> 00:19:05.680]  給我們留下非常好的榜樣
[00:19:05.680 --> 00:19:07.480]  你看安提納教會
[00:19:07.480 --> 00:19:10.400]  就是一個最好的榜樣
[00:19:10.400 --> 00:19:13.600]  他們自己的教會很興旺
[00:19:13.600 --> 00:19:15.520]  很多的人信主
[00:19:15.520 --> 00:19:19.800]  第十一章、第二十四節這樣說
[00:19:19.800 --> 00:19:22.640]  於是有許多人歸服了主
[00:19:22.640 --> 00:19:24.920]  但是他們不滿足
[00:19:24.920 --> 00:19:27.720]  所以在第十三章就告訴我們
[00:19:27.720 --> 00:19:29.800]  在安提納的教會里面
[00:19:29.800 --> 00:19:32.920]  領袖們進士禱告
[00:19:32.920 --> 00:19:34.280]  他們這樣做的時候
[00:19:34.280 --> 00:19:36.840]  一定有一個特別的需要
[00:19:36.840 --> 00:19:38.400]  在他們的性靈中
[00:19:38.400 --> 00:19:41.080]  成爲一個疏靈的負擔
[00:19:41.080 --> 00:19:42.600]  他們禱告的時候
[00:19:42.600 --> 00:19:44.520]  聖靈就指示他們
[00:19:44.520 --> 00:19:48.600]  要他們差遣保羅和巴納巴
[00:19:48.600 --> 00:19:50.120]  兩個人出去
[00:19:50.120 --> 00:19:52.080]  作爲他們的宣教士
[00:19:52.080 --> 00:19:55.640]  往更遠更遠的地方去傳福音
[00:19:55.640 --> 00:19:59.320]  當時的教會就接受了聖靈的引導
[00:19:59.320 --> 00:20:01.520]  順服了神的旨意
[00:20:01.520 --> 00:20:05.720]  願聖靈的恩高與各位同在

