
[00:00:00.000 --> 00:00:03.320]  大家翻看聖經第十四章的經文
[00:01:46.600 --> 00:01:48.600]  將要離世了
[00:01:48.600 --> 00:01:52.000]  因此他們的心很難過、很擔心
[00:01:52.600 --> 00:01:56.600]  所以耶穌知道他們面對著一些心靈的衝擊
[00:01:56.600 --> 00:01:59.000]  一開始就跟他們說
[00:01:59.000 --> 00:02:01.000]  十四章第一字
[00:02:01.000 --> 00:02:04.800]  「你們心裡不要難過
[00:02:04.800 --> 00:02:08.800]  你們應當信神,也應當信我」
[00:02:08.800 --> 00:02:11.000]  《和學本》我們比較熟悉說
[00:02:11.000 --> 00:02:13.000]  「你們心裡不要憂愁
[00:02:13.000 --> 00:02:16.400]  你們信神,也當信我」
[00:02:16.400 --> 00:02:19.000]  主耶穌告訴他們
[00:02:19.000 --> 00:02:20.400]  不需要憂愁
[00:02:21.400 --> 00:02:26.200]  你們將憂愁的心轉移去信靠我
[00:02:26.200 --> 00:02:30.800]  「你們信神,也當信我」裡面有兩個含義
[00:02:30.800 --> 00:02:35.400]  一個含義是他們現今已經在相信神
[00:02:35.400 --> 00:02:38.400]  第二個含義是一個吩咐
[00:02:38.400 --> 00:02:41.800]  是吩咐他們繼續信靠神
[00:02:41.800 --> 00:02:43.600]  也都信靠我
[00:02:43.600 --> 00:02:46.000]  面對著衝擊
[00:02:46.000 --> 00:02:48.600]  面對著各種危險的時候
[00:02:49.000 --> 00:02:51.600]  我們的信心受到試驗
[00:02:51.600 --> 00:02:54.200]  好像一個考試
[00:02:54.200 --> 00:02:59.400]  在過程當中要繼續堅定地信靠神
[00:02:59.400 --> 00:03:02.400]  是神對我們的吩咐
[00:03:02.400 --> 00:03:05.600]  在困難當中你們應當信神
[00:03:05.600 --> 00:03:08.000]  也應當信靠主耶穌
[00:03:08.000 --> 00:03:10.200]  他們面對著這些時候
[00:03:10.200 --> 00:03:12.600]  我們生活裡面都會遇到一些衝擊
[00:03:12.600 --> 00:03:14.800]  突然間不知道為什麼
[00:03:14.800 --> 00:03:16.600]  公司有些問題
[00:03:17.000 --> 00:03:20.000]  全責任放在你們身上
[00:03:20.000 --> 00:03:22.400]  突然間不知道為什麼
[00:03:22.400 --> 00:03:24.800]  兒子出了一些問題
[00:03:24.800 --> 00:03:26.400]  很困難
[00:03:26.400 --> 00:03:30.000]  學校要他離學、退學
[00:03:30.000 --> 00:03:32.000]  突然間不知道為什麼
[00:03:32.000 --> 00:03:34.400]  他檢查身體發現了一些問題
[00:03:34.400 --> 00:03:36.400]  是以前一直都不知道的
[00:03:36.400 --> 00:03:39.400]  在那些時候心裡很沉重
[00:03:39.400 --> 00:03:44.000]  但你會聽到主耶穌同樣地勸告你
[00:03:44.000 --> 00:03:46.800]  你們心裡不要憂愁
[00:03:47.400 --> 00:03:51.000]  你們信神也應當信我
[00:03:51.000 --> 00:03:55.200]  面對著很多不同的衝擊的時候
[00:03:55.200 --> 00:03:57.200]  第一不要憂愁
[00:03:57.200 --> 00:04:00.200]  第二繼續信靠神
[00:04:00.200 --> 00:04:03.600]  這是主常常對我們的勉勵
[00:04:03.600 --> 00:04:06.000]  當時主告訴他們
[00:04:06.000 --> 00:04:07.000]  你們不要憂愁
[00:04:07.000 --> 00:04:08.400]  接著有一個解釋
[00:04:08.400 --> 00:04:10.000]  大家看第二節
[00:04:10.000 --> 00:04:15.600]  在我父的家裡有許多主的地方
[00:04:15.800 --> 00:04:16.800]  如果沒有
[00:04:16.800 --> 00:04:18.800]  我怎麼會告訴你們
[00:04:18.800 --> 00:04:22.200]  我去是要為你們預備地方呢?
[00:04:22.200 --> 00:04:24.400]  主告訴他們
[00:04:24.400 --> 00:04:28.200]  我去是為你們預備地方
[00:04:28.200 --> 00:04:31.600]  他們知道主耶穌不會欺騙他們
[00:04:31.600 --> 00:04:34.200]  因此可以很清楚地知道
[00:04:34.200 --> 00:04:36.400]  既然為他們預備地方
[00:04:36.400 --> 00:04:38.400]  當然一定會再回來
[00:04:38.400 --> 00:04:41.800]  帶他們去所預備好的地方
[00:04:41.800 --> 00:04:44.800]  這是主很清楚地表明
[00:04:45.000 --> 00:04:46.600]  他一定會回來
[00:04:46.600 --> 00:04:48.400]  一定會回來
[00:04:48.400 --> 00:04:50.400]  各位頂姐妹
[00:04:50.400 --> 00:04:52.600]  你是不是真的相信
[00:04:52.600 --> 00:04:54.800]  主耶穌會再回來呢?
[00:04:54.800 --> 00:04:58.200]  如果你真的相信
[00:04:58.200 --> 00:05:00.400]  我所說的不是你頭腦上
[00:05:00.400 --> 00:05:03.000]  教義上相信那麼簡單
[00:05:03.000 --> 00:05:04.600]  而是你的生命裡
[00:05:04.600 --> 00:05:07.000]  真正相信會主再回來
[00:05:07.000 --> 00:05:09.000]  你的生活行為
[00:05:09.000 --> 00:05:11.400]  都有不同的表現
[00:05:11.400 --> 00:05:14.800]  你的價值取向會有所不同
[00:05:15.200 --> 00:05:17.200]  你知道哪些是優先
[00:05:17.200 --> 00:05:18.800]  哪些是次要
[00:05:18.800 --> 00:05:21.000]  主告訴你
[00:05:21.000 --> 00:05:22.800]  我會再回來
[00:05:22.800 --> 00:05:27.000]  而且我會帶你們去我所在的地方
[00:05:27.000 --> 00:05:29.800]  大家再看第三節
[00:05:29.800 --> 00:05:34.200]  我若去為你們預備地方
[00:05:34.200 --> 00:05:38.600]  就必再來接你們到我那裡去
[00:05:38.600 --> 00:05:40.400]  下一句大家一起讀
[00:05:40.400 --> 00:05:43.000]  好使我在那裡
[00:05:43.200 --> 00:05:45.800]  你們也在那裡
[00:05:45.800 --> 00:05:47.400]  這句話
[00:05:47.400 --> 00:05:50.200]  如果你小心讀的時候
[00:05:50.200 --> 00:05:53.200]  你就感受裡面充滿著神的愛
[00:05:53.200 --> 00:05:55.400]  主祂很愛我們
[00:05:55.400 --> 00:05:58.800]  不想單單和我們短暫在世上一起
[00:05:58.800 --> 00:06:02.400]  祂盼望能夠永遠與我們一起
[00:06:02.400 --> 00:06:07.200]  因此祂想我們能夠與祂同在
[00:06:07.200 --> 00:06:10.200]  祂所在的地方是永恆的地方
[00:06:10.200 --> 00:06:14.800]  因此祂要我們能夠與祂永遠同在
[00:06:14.800 --> 00:06:16.600]  祂在哪裡
[00:06:16.600 --> 00:06:18.800]  我們也可以在哪裡
[00:06:18.800 --> 00:06:23.200]  當主耶穌完成了救恩之後
[00:06:23.200 --> 00:06:25.400]  祂知道一個時候
[00:06:25.400 --> 00:06:28.200]  就是得救的人數填滿了
[00:06:28.200 --> 00:06:30.000]  在那個時候
[00:06:30.000 --> 00:06:32.800]  時候到了祂會再回來
[00:06:32.800 --> 00:06:37.400]  然後讓我們能夠去到祂所在的地方
[00:06:38.600 --> 00:06:40.400]  當然我相信這裡所說的
[00:06:40.400 --> 00:06:42.000]  也不單單是說將來
[00:06:42.000 --> 00:06:46.800]  今天其實當你面對著不同的衝擊的時候
[00:06:46.800 --> 00:06:50.000]  好像突然間主好像離開了
[00:06:50.000 --> 00:06:52.200]  有些弟兄姊妹說
[00:06:52.200 --> 00:06:53.200]  我也不知道為什麼
[00:06:53.200 --> 00:06:54.400]  最困難的時候
[00:06:54.400 --> 00:06:56.800]  神好像離開了
[00:06:56.800 --> 00:06:59.800]  祈禱的時候好像沒有反應
[00:06:59.800 --> 00:07:02.200]  但弟兄姊妹你知道
[00:07:02.200 --> 00:07:07.200]  主離開是為了要與你永遠同在
[00:07:07.800 --> 00:07:09.400]  在你的處境裡面
[00:07:09.400 --> 00:07:12.800]  當你感覺神好像沒有理會你的時候
[00:07:12.800 --> 00:07:16.600]  其實神是要將更大的恩惠賜給你
[00:07:16.600 --> 00:07:19.800]  當你在困難的時候
[00:07:19.800 --> 00:07:22.800]  你內心有一種很確實的應許
[00:07:22.800 --> 00:07:26.200]  就是主一定會再回來
[00:07:26.200 --> 00:07:29.000]  剛剛前幾天
[00:07:29.000 --> 00:07:31.200]  跟一對夫婦聊天
[00:07:31.200 --> 00:07:34.400]  一位太太就跟我分享
[00:07:34.600 --> 00:07:38.000]  因為她剛剛癌症康復了
[00:07:38.000 --> 00:07:42.000]  她說之前很多弟兄姊告訴她
[00:07:42.000 --> 00:07:44.000]  神很愛她
[00:07:44.000 --> 00:07:46.600]  但總是感覺不到
[00:07:46.600 --> 00:07:47.800]  神怎麼愛我
[00:07:47.800 --> 00:07:49.000]  不是很明白
[00:07:49.000 --> 00:07:52.000]  但在整個癌症過程當中
[00:07:52.000 --> 00:07:54.600]  她很深刻感受神對她的愛
[00:07:54.600 --> 00:07:57.400]  很奇妙的很多的保守
[00:07:57.400 --> 00:07:58.800]  沒錯有艱難
[00:07:58.800 --> 00:08:02.400]  但反而是更清晰地經歷了
[00:08:03.000 --> 00:08:05.000]  在完整療程之後
[00:08:05.000 --> 00:08:07.400]  她的身體開始康復
[00:08:07.400 --> 00:08:11.000]  她說這時候心裡有一種很特別的感受
[00:08:11.000 --> 00:08:12.800]  知道神愛我
[00:08:12.800 --> 00:08:16.800]  她說雖然心裡也擔心會復發
[00:08:16.800 --> 00:08:19.800]  但開始感覺自己裡面不同了
[00:08:19.800 --> 00:08:24.000]  開始不再擔心復發會怎樣
[00:08:24.000 --> 00:08:26.200]  只知道神愛我
[00:08:26.200 --> 00:08:28.400]  我可以放心地依靠祂
[00:08:28.400 --> 00:08:30.400]  各位弟兄姊妹
[00:08:30.400 --> 00:08:32.600]  當你經歷過神的愛的時候
[00:08:33.000 --> 00:08:35.000]  你會不再擔憂
[00:08:35.000 --> 00:08:37.000]  你知道神愛你
[00:08:37.000 --> 00:08:39.600]  你可以放心地將自己交託給主
[00:08:39.600 --> 00:08:42.600]  有些時候好像神離開你
[00:08:42.600 --> 00:08:47.400]  但其實祂讓你更真實地去經歷祂
[00:08:47.400 --> 00:08:51.800]  有一天我們會見到祂再回來
[00:08:51.800 --> 00:08:55.600]  要帶我們去祂所為我們預備的地方
[00:08:55.600 --> 00:08:59.000]  這也是主對我們的吩咐
[00:08:59.000 --> 00:09:00.400]  不要憂愁
[00:09:00.800 --> 00:09:03.800]  你們信神也當信我
[00:09:03.800 --> 00:09:06.200]  我們再看下一次
[00:09:06.200 --> 00:09:09.200]  主耶穌說我去的地方你們知道在哪裡
[00:09:09.200 --> 00:09:12.000]  但多瑪這個門徒有一個反應
[00:09:12.000 --> 00:09:13.400]  大家看第五節
[00:09:13.400 --> 00:09:18.800]  多瑪說:主啊!我們不知道你去的地方
[00:09:18.800 --> 00:09:21.200]  怎能知道哪條路呢?
[00:09:21.200 --> 00:09:23.200]  多瑪很現實
[00:09:23.200 --> 00:09:27.600]  他以為耶穌在說地域的某一個地點
[00:09:28.400 --> 00:09:29.800]  我也不知道在哪裡
[00:09:29.800 --> 00:09:31.800]  怎會知道那條路怎麼去呢?
[00:09:31.800 --> 00:09:34.200]  聽起來也挺合理的
[00:09:34.200 --> 00:09:36.800]  但多瑪不明白
[00:09:36.800 --> 00:09:39.600]  耶穌所說的不是一個地點
[00:09:39.600 --> 00:09:41.800]  當多瑪這樣提的時候
[00:09:41.800 --> 00:09:45.200]  你可能會記得多瑪是一個怎樣的人
[00:09:45.200 --> 00:09:49.400]  記得聖經裡面有提及多瑪嗎?
[00:09:49.400 --> 00:09:52.600]  當主耶穌復活的時候
[00:09:52.600 --> 00:09:55.600]  門徒見到復活的耶穌
[00:09:55.600 --> 00:09:56.800]  但多瑪不在
[00:09:56.800 --> 00:09:58.800]  後來他回來
[00:09:58.800 --> 00:10:01.800]  大家告訴他:我們見到復活的耶穌了
[00:10:01.800 --> 00:10:07.000]  多瑪說:除非我將手指探入他的丁痕
[00:10:07.000 --> 00:10:09.000]  探入他的肋旁
[00:10:09.000 --> 00:10:11.400]  我總不會相信
[00:10:11.400 --> 00:10:14.000]  是一個懷疑論者
[00:10:14.000 --> 00:10:16.000]  要見過我才會信
[00:10:16.000 --> 00:10:17.600]  摸過我才會信
[00:10:17.600 --> 00:10:20.000]  因此他裡面有很多的懷疑
[00:10:20.000 --> 00:10:23.600]  如果你看前面十一章約翰福音的時候
[00:10:23.600 --> 00:10:26.600]  就說當時耶穌預備去耶路撒冷
[00:10:26.600 --> 00:10:28.400]  去醫治拉撒路
[00:10:28.400 --> 00:10:31.800]  多瑪知道很多猶太人想殺耶穌
[00:10:31.800 --> 00:10:34.400]  他就說:去耶路撒冷嗎?
[00:10:34.400 --> 00:10:35.400]  好吧
[00:10:35.400 --> 00:10:38.400]  讓我們和他一起去受死吧
[00:10:38.400 --> 00:10:40.800]  我們廣東話說
[00:10:40.800 --> 00:10:42.400]  去耶路撒冷嗎?
[00:10:42.400 --> 00:10:44.400]  死定了
[00:10:44.400 --> 00:10:47.000]  一定死了
[00:10:47.000 --> 00:10:49.600]  一個悲觀主義者
[00:10:50.400 --> 00:10:53.400]  未曾見到中國已經是很悲觀
[00:10:53.400 --> 00:10:56.200]  其實回想起來
[00:10:56.200 --> 00:10:58.400]  我們裡面也有些多瑪
[00:10:58.400 --> 00:11:01.200]  容易會悲觀
[00:11:01.200 --> 00:11:02.800]  容易會懷疑
[00:11:02.800 --> 00:11:04.000]  都看不到
[00:11:04.000 --> 00:11:05.400]  怎知道是真的
[00:11:05.400 --> 00:11:10.800]  當主耶穌見到多瑪提出這個問題的時候
[00:11:10.800 --> 00:11:12.200]  很簡單
[00:11:12.200 --> 00:11:15.800]  只是提出一個重要的方向
[00:11:15.800 --> 00:11:17.400]  大家看看六節
[00:11:17.400 --> 00:11:18.800]  耶穌怎麼說
[00:11:19.600 --> 00:11:21.600]  不如大家一起讀第六節
[00:11:21.600 --> 00:11:23.600]  耶穌對他說
[00:11:23.600 --> 00:11:25.400]  我就是道路
[00:11:25.400 --> 00:11:27.400]  真理生命
[00:11:27.400 --> 00:11:29.400]  如果不是藉著我
[00:11:29.400 --> 00:11:32.400]  沒有人能到乎那裡去
[00:11:32.400 --> 00:11:35.400]  主耶穌說:我就是道路
[00:11:35.400 --> 00:11:38.400]  祂沒有畫一幅圖出來
[00:11:38.400 --> 00:11:41.000]  讓多瑪知道這條路怎麼去
[00:11:41.000 --> 00:11:44.000]  祂就說:我就是
[00:11:44.000 --> 00:11:47.400]  祂特別提出自己
[00:11:48.400 --> 00:11:51.400]  認識耶穌就認識那條路
[00:11:51.400 --> 00:11:53.400]  在《根據經文》
[00:11:53.400 --> 00:11:55.400]  主耶穌說:認識我
[00:11:55.400 --> 00:11:57.400]  就認識父
[00:11:57.400 --> 00:12:00.400]  因此:我就是
[00:12:00.400 --> 00:12:03.400]  在人生很多問題上
[00:12:03.400 --> 00:12:06.400]  你未必會知道一個具體的答案
[00:12:06.400 --> 00:12:08.400]  但是當你認識主耶穌
[00:12:08.400 --> 00:12:11.400]  你和主有一個生命的關係
[00:12:11.400 --> 00:12:13.400]  你就知道那條路
[00:12:13.400 --> 00:12:16.400]  你就會去到父的家裡面
[00:12:17.400 --> 00:12:20.400]  我想大家都會很明白
[00:12:20.400 --> 00:12:23.400]  有時候如果你坐車或開車
[00:12:23.400 --> 00:12:25.400]  以前我們拿一幅地圖
[00:12:25.400 --> 00:12:27.400]  一直看那條路線圖
[00:12:27.400 --> 00:12:30.400]  但現在多數都不用地圖了
[00:12:30.400 --> 00:12:31.400]  用什麼?
[00:12:31.400 --> 00:12:33.400]  用GPS
[00:12:33.400 --> 00:12:35.400]  那些導航系統
[00:12:35.400 --> 00:12:36.400]  一個小小的儀器
[00:12:36.400 --> 00:12:37.400]  撥一撥
[00:12:37.400 --> 00:12:39.400]  那些路在你面前
[00:12:39.400 --> 00:12:41.400]  轉左轉右很清楚
[00:12:41.400 --> 00:12:42.400]  有聲音
[00:12:42.400 --> 00:12:45.400]  但是你知道這個儀器
[00:12:45.400 --> 00:12:50.400]  必須要接駁到上面的衛星
[00:12:50.400 --> 00:12:53.400]  能夠導你的航線
[00:12:53.400 --> 00:12:56.400]  如果你的生命
[00:12:56.400 --> 00:12:58.400]  能夠接連這位主
[00:12:58.400 --> 00:13:01.400]  你就知道當走的路
[00:13:01.400 --> 00:13:04.400]  仍然去到最根本
[00:13:04.400 --> 00:13:06.400]  是你和主耶穌的關係
[00:13:06.400 --> 00:13:09.400]  當你認識主
[00:13:09.400 --> 00:13:11.400]  你就會去到父那裡
[00:13:11.400 --> 00:13:14.400]  所以主耶穌說:我就是道路
[00:13:14.400 --> 00:13:16.400]  這條道路
[00:13:16.400 --> 00:13:17.400]  你發覺在其中
[00:13:17.400 --> 00:13:19.400]  你看到神在當中
[00:13:19.400 --> 00:13:20.400]  一直帶領
[00:13:20.400 --> 00:13:24.400]  是因為你和主建立了關係
[00:13:24.400 --> 00:13:26.400]  認識了主
[00:13:26.400 --> 00:13:28.400]  就認識了父
[00:13:28.400 --> 00:13:30.400]  我就是真理
[00:13:30.400 --> 00:13:33.400]  真理是活然在耶穌的身上
[00:13:33.400 --> 00:13:36.400]  而主耶穌說:我就是生命
[00:13:36.400 --> 00:13:37.400]  因為認識祂
[00:13:37.400 --> 00:13:39.400]  祂是生命的源頭
[00:13:39.400 --> 00:13:41.400]  祂讓你得性死亡
[00:13:41.400 --> 00:13:43.400]  能夠領受生命
[00:13:43.400 --> 00:13:46.400]  所以你簡單可以這樣說
[00:13:46.400 --> 00:13:49.400]  有了和主的關係
[00:13:49.400 --> 00:13:52.400]  你就會去到父的家裡
[00:13:52.400 --> 00:13:54.400]  有了和主的關係
[00:13:54.400 --> 00:13:57.400]  你就可以不需要悲觀
[00:13:57.400 --> 00:14:00.400]  你不需要懷疑
[00:14:00.400 --> 00:14:03.400]  因為主在你的生命當中
[00:14:03.400 --> 00:14:05.400]  會引導你
[00:14:05.400 --> 00:14:07.400]  我記得早幾天
[00:14:07.400 --> 00:14:10.400]  和一位退休牧師聊天
[00:14:10.400 --> 00:14:11.400]  這位牧者就說到
[00:14:11.400 --> 00:14:13.400]  他自己一直住在一間
[00:14:13.400 --> 00:14:16.400]  租來的房子裡
[00:14:16.400 --> 00:14:18.400]  一層樓
[00:14:18.400 --> 00:14:19.400]  但是他也會想
[00:14:19.400 --> 00:14:21.400]  將來沒有入息之後
[00:14:21.400 --> 00:14:26.400]  能不能夠有房住呢?
[00:14:26.400 --> 00:14:28.400]  他也有些掛心
[00:14:28.400 --> 00:14:29.400]  在當中
[00:14:29.400 --> 00:14:31.400]  女兒都長大了
[00:14:31.400 --> 00:14:32.400]  離開了家庭
[00:14:32.400 --> 00:14:35.400]  他和太太兩個都在思想將來的事
[00:14:35.400 --> 00:14:38.400]  心裡也不知道怎樣安排
[00:14:38.400 --> 00:14:39.400]  他就和我們分享
[00:14:39.400 --> 00:14:41.400]  有一次他自己一個退休
[00:14:41.400 --> 00:14:42.400]  在退休的時候
[00:14:42.400 --> 00:14:44.400]  也找一件事祈禱
[00:14:44.400 --> 00:14:45.400]  在祈禱的時候
[00:14:45.400 --> 00:14:47.400]  神好像沒有告訴他
[00:14:47.400 --> 00:14:49.400]  怎樣預備房屋
[00:14:49.400 --> 00:14:52.400]  怎樣去租樓、買樓等等
[00:14:52.400 --> 00:14:53.400]  只是很清楚
[00:14:53.400 --> 00:14:54.400]  好像有幾個問題
[00:14:54.400 --> 00:14:56.400]  在他心裡浮現
[00:14:56.400 --> 00:14:59.400]  就告訴他
[00:14:59.400 --> 00:15:01.400]  這麼多十年
[00:15:01.400 --> 00:15:04.400]  我為你預備居所
[00:15:04.400 --> 00:15:08.400]  難道你還擔心將來沒有地方住?
[00:15:08.400 --> 00:15:09.400]  這麼多年
[00:15:09.400 --> 00:15:13.400]  我一直帶領你渡過這麼多困難
[00:15:13.400 --> 00:15:17.400]  難道將來我不會繼續帶領你?
[00:15:17.400 --> 00:15:18.400]  就是幾個問題
[00:15:18.400 --> 00:15:20.400]  在他心裡出現的時候
[00:15:20.400 --> 00:15:23.400]  他內心立刻得到安慰
[00:15:23.400 --> 00:15:25.400]  他知道神一定有預備
[00:15:25.400 --> 00:15:27.400]  一定有安排
[00:15:27.400 --> 00:15:28.400]  沒錯
[00:15:28.400 --> 00:15:29.400]  不知道將來會怎樣
[00:15:29.400 --> 00:15:32.400]  但是他再一次確實地知道
[00:15:32.400 --> 00:15:34.400]  因為主愛他
[00:15:34.400 --> 00:15:35.400]  因為過去如何
[00:15:35.400 --> 00:15:38.400]  他將來也必如何
[00:15:38.400 --> 00:15:40.400]  在那種關係裡面
[00:15:40.400 --> 00:15:42.400]  他可以內心有一種平安
[00:15:42.400 --> 00:15:45.400]  可以安然地走路
[00:15:45.400 --> 00:15:46.400]  各位弟兄姊妹
[00:15:46.400 --> 00:15:48.400]  留心你和主的關係
[00:15:48.400 --> 00:15:51.400]  你就可以不用憂愁
[00:15:51.400 --> 00:15:54.400]  可以內心安然地上路
[00:15:54.400 --> 00:15:55.400]  剛剛早幾天
[00:15:55.400 --> 00:15:57.400]  我自己在靈修的時候
[00:15:57.400 --> 00:16:00.400]  我就拿起一本《生命成詩》
[00:16:00.400 --> 00:16:02.400]  我就唱一首詩歌
[00:16:02.400 --> 00:16:04.400]  這首詩歌可能大家都會唱過
[00:16:04.400 --> 00:16:07.400]  就是《每刻蒙恩》
[00:16:07.400 --> 00:16:08.400]  詩歌說
[00:16:08.400 --> 00:16:10.400]  每時每刻
[00:16:10.400 --> 00:16:13.400]  我蒙主愛保守
[00:16:13.400 --> 00:16:15.400]  每時每刻
[00:16:15.400 --> 00:16:18.400]  我領受屬天的生命
[00:16:18.400 --> 00:16:19.400]  每時每刻
[00:16:19.400 --> 00:16:23.400]  我為神的指紋
[00:16:23.400 --> 00:16:24.400]  每時每刻
[00:16:24.400 --> 00:16:25.400]  心裡面去體會
[00:16:25.400 --> 00:16:27.400]  我是屬於上帝的
[00:16:27.400 --> 00:16:33.400]  我不是一個宇宙中間的孤兒
[00:16:33.400 --> 00:16:36.400]  我是屬於上帝的
[00:16:36.400 --> 00:16:38.400]  每時每刻神的愛保守我
[00:16:38.400 --> 00:16:41.400]  我可以安然地上路
[00:16:41.400 --> 00:16:43.400]  上上知道你和主的關係
[00:16:43.400 --> 00:16:46.400]  心也可以有一種平安
[00:16:46.400 --> 00:16:48.400]  來跟隨主
[00:16:48.400 --> 00:16:49.400]  我們再看
[00:16:49.400 --> 00:16:50.400]  在下面
[00:16:50.400 --> 00:16:52.400]  剛才我們說到有一位多瑪
[00:16:52.400 --> 00:16:54.400]  但是肥力又出現了
[00:16:54.400 --> 00:16:57.400]  這位門徒似乎在問另一個問題
[00:16:57.400 --> 00:16:58.400]  主耶穌說
[00:16:58.400 --> 00:17:02.400]  肥力你為什麼問這個問題呢?
[00:17:02.400 --> 00:17:03.400]  第八節
[00:17:03.400 --> 00:17:04.400]  肥力說
[00:17:04.400 --> 00:17:07.400]  主啊請把腹顯示給我們
[00:17:07.400 --> 00:17:09.400]  我們就滿足了
[00:17:09.400 --> 00:17:10.400]  第九節
[00:17:10.400 --> 00:17:11.400]  耶穌說
[00:17:11.400 --> 00:17:12.400]  肥力
[00:17:12.400 --> 00:17:14.400]  我跟你們在一起這麼久了
[00:17:14.400 --> 00:17:16.400]  你還不認識我嗎?
[00:17:16.400 --> 00:17:19.400]  那看見了我的就是看見了腹
[00:17:19.400 --> 00:17:25.400]  你怎麼還說把腹顯示給我們呢?
[00:17:25.400 --> 00:17:28.400]  當時出現了另一個門徒
[00:17:28.400 --> 00:17:30.400]  問一個很現實的問題
[00:17:30.400 --> 00:17:32.400]  一個現實主義者
[00:17:32.400 --> 00:17:33.400]  如果是真的
[00:17:33.400 --> 00:17:35.400]  讓我見一見吧
[00:17:35.400 --> 00:17:38.400]  但是主耶穌就很驚訝
[00:17:38.400 --> 00:17:39.400]  為什麼你這樣問呢?
[00:17:39.400 --> 00:17:42.400]  難道你沒有見過腹嗎?
[00:17:42.400 --> 00:17:44.400]  可能當時肥力的內心想
[00:17:44.400 --> 00:17:46.400]  我真的沒有見過
[00:17:46.400 --> 00:17:49.400]  但是耶穌假設他已經見過
[00:17:49.400 --> 00:17:51.400]  為什麼這樣假設呢?
[00:17:51.400 --> 00:17:52.400]  你看見了我
[00:17:52.400 --> 00:17:55.400]  就是見過腹了
[00:17:55.400 --> 00:17:56.400]  言下之意是
[00:17:56.400 --> 00:17:59.400]  主耶穌和腹是完全的契合
[00:17:59.400 --> 00:18:01.400]  主耶穌的一舉一動
[00:18:01.400 --> 00:18:03.400]  正是表現出腹
[00:18:03.400 --> 00:18:07.400]  和他自己的生命一樣
[00:18:07.400 --> 00:18:08.400]  因此主耶穌就說
[00:18:08.400 --> 00:18:10.400]  你已經見過了
[00:18:10.400 --> 00:18:14.400]  然後在第十節你再看
[00:18:14.400 --> 00:18:15.400]  第十節中間一句
[00:18:15.400 --> 00:18:17.400]  我對你們說的話
[00:18:17.400 --> 00:18:20.400]  不是憑著自己說的
[00:18:20.400 --> 00:18:23.400]  而是住在我裡面的腹
[00:18:23.400 --> 00:18:26.400]  作他自己的事
[00:18:26.400 --> 00:18:28.400]  你留心這句話說
[00:18:28.400 --> 00:18:33.400]  是腹在我裡面作誰的事呢?
[00:18:33.400 --> 00:18:35.400]  作腹的事情
[00:18:35.400 --> 00:18:38.400]  這就是侍奉
[00:18:38.400 --> 00:18:40.400]  第一節不是你自己拼搏
[00:18:40.400 --> 00:18:42.400]  去做什麼的服事
[00:18:42.400 --> 00:18:43.400]  今天下午
[00:18:43.400 --> 00:18:46.400]  我們有一個侍奉動員的納藥日
[00:18:46.400 --> 00:18:49.400]  第一節一起納藥來侍奉上帝
