
[00:00:00.000 --> 00:00:02.520]  我們會繼續思想在這個季度
[00:01:21.440 --> 00:01:24.240]  而信件當中常常提醒一件事情就是
[00:01:24.240 --> 00:01:26.160]  今天你已經畢業了
[00:01:26.160 --> 00:01:27.760]  有你自己的收入
[00:01:27.760 --> 00:01:30.440]  要記得學習去奉獻
[00:01:30.440 --> 00:01:33.760]  支持那些正在讀神學的人
[00:01:33.760 --> 00:01:34.800]  這個很重要提醒
[00:01:34.800 --> 00:01:36.160]  以前自己蒙恩
[00:01:36.160 --> 00:01:37.160]  現在要學習
[00:01:37.160 --> 00:01:41.800]  再一次去關心其他有需要的弟兄姊妹
[00:01:41.800 --> 00:01:44.080]  這個機構的事情
[00:01:44.080 --> 00:01:46.800]  處事的原則在我心裏認同
[00:01:46.800 --> 00:01:49.920]  還有我們今天在神的面前領受恩惠
[00:01:49.920 --> 00:01:51.760]  可以服侍別人
[00:01:51.760 --> 00:01:53.480]  奉獻給別人
[00:01:53.480 --> 00:01:56.480]  我們也求神給我們帶著一個感恩
[00:01:56.480 --> 00:01:58.760]  而報恩的心來服侍
[00:01:58.760 --> 00:02:00.320]  有些時候會接受別人的服侍
[00:02:00.320 --> 00:02:03.440]  我們謙卑的心接受別人的幫助
[00:02:03.440 --> 00:02:05.440]  有些時候要學習去付出
[00:02:05.440 --> 00:02:09.560]  也不忘記自己曾經領受的恩
[00:02:09.560 --> 00:02:11.040]  因此我們帶著這樣的心境
[00:02:11.040 --> 00:02:13.480]  我們一起思想今天的經文
[00:02:13.480 --> 00:02:17.480]  就是《貼壽羅利加後書》第三章
[00:02:22.800 --> 00:02:26.520]  在第三章提到保羅勸告那些
[00:02:26.520 --> 00:02:29.240]  蒙恩的人或私恩的人
[00:02:29.240 --> 00:02:30.600]  應該有的態度
[00:02:30.600 --> 00:02:33.400]  我們首先思想第一方面
[00:02:33.400 --> 00:02:37.720]  就是當時提到的一些不按規矩行事的人
[00:02:37.720 --> 00:02:40.120]  大家先看三章第六節
[00:02:40.120 --> 00:02:43.600]  「聖經說弟兄們
[00:02:43.600 --> 00:02:45.440]  我們奉主耶穌基督的名
[00:02:45.440 --> 00:02:46.640]  吩咐你們
[00:02:46.640 --> 00:02:49.400]  凡有弟兄不按規矩而行
[00:02:49.400 --> 00:02:52.160]  不遵守從我們所受的教訓
[00:02:52.160 --> 00:02:54.880]  就當遠離他」
[00:02:54.880 --> 00:02:57.400]  聖經提到當時有些弟兄姊妹
[00:02:57.400 --> 00:03:00.720]  他們是不按規矩而行
[00:03:00.720 --> 00:03:03.920]  這句話就像聽一些人
[00:03:03.920 --> 00:03:06.480]  可能不按規則辦事
[00:03:06.480 --> 00:03:10.800]  或者他沒有守一些教會的守則
[00:03:10.800 --> 00:03:15.600]  但原來意思是在說一些遊手好閒
[00:03:15.600 --> 00:03:17.520]  所以聖經的新譯本的翻譯
[00:03:17.520 --> 00:03:19.680]  就不是用不守規矩
[00:03:19.680 --> 00:03:22.240]  而是說遊手好閒
[00:03:22.240 --> 00:03:24.480]  意味著他本身有能力工作
[00:03:24.480 --> 00:03:27.000]  但他不肯去工作
[00:03:27.000 --> 00:03:29.040]  有能力去盡自己本份
[00:03:29.040 --> 00:03:31.160]  承擔自己的需要
[00:03:31.160 --> 00:03:35.440]  但他不願意承擔自己應該有的責任
[00:03:35.440 --> 00:03:36.800]  這段經文所講及的是
[00:03:36.800 --> 00:03:39.120]  當時一些弟兄姊妹
[00:03:39.120 --> 00:03:40.560]  他們有經濟的需要
[00:03:40.560 --> 00:03:43.520]  但他們不願意自己承擔自己
[00:03:43.520 --> 00:03:44.520]  我們立時想起
[00:03:44.520 --> 00:03:46.200]  可能現在大家會想起
[00:03:46.200 --> 00:03:48.080]  很多西方的國家
[00:03:48.080 --> 00:03:50.280]  他們有很好的福利制度
[00:03:50.280 --> 00:03:53.720]  但這時候福利金的金額也不少
[00:03:53.720 --> 00:03:54.840]  有些人計算一下
[00:03:54.840 --> 00:03:58.840]  我出去打工得到的薪水
[00:03:58.840 --> 00:04:00.720]  而我另外如果不打工
[00:04:00.720 --> 00:04:02.400]  得到的福利金
[00:04:02.400 --> 00:04:04.680]  可能是薪水的一半
[00:04:04.680 --> 00:04:06.160]  因此就說算了
[00:04:06.160 --> 00:04:08.000]  不如不要做了
[00:04:08.000 --> 00:04:11.720]  因此很多人就決心長期拿福利金
[00:04:11.720 --> 00:04:14.800]  就不會真正去工作
[00:04:14.800 --> 00:04:15.960]  這些情況
[00:04:15.960 --> 00:04:18.000]  雖然他有生活的供應
[00:04:18.000 --> 00:04:22.000]  但他沒有盡自己的本份
[00:04:22.000 --> 00:04:24.160]  來去做工作
[00:04:24.160 --> 00:04:26.760]  來去供應自己
[00:04:26.760 --> 00:04:31.320]  來去發揮自己應該有的工作能力
[00:04:31.320 --> 00:04:32.360]  曾經提到這些人
[00:04:32.360 --> 00:04:35.080]  不單止他們沒有盡自己的本份
[00:04:35.080 --> 00:04:37.200]  同時他帶給別人困擾
[00:04:37.200 --> 00:04:39.600]  大家看看下面第十一節
[00:04:39.600 --> 00:04:43.640]  第三章第十一節
[00:04:43.640 --> 00:04:45.480]  因我們聽說在你們中間
[00:04:45.480 --> 00:04:47.600]  有人不按規矩而行
[00:04:47.600 --> 00:04:49.400]  什麼工都不做
[00:04:49.400 --> 00:04:52.640]  反倒專管閒事
[00:04:52.640 --> 00:04:54.560]  大家劫轉做聖經
[00:04:54.560 --> 00:04:56.240]  我們揭開後面一卷
[00:04:56.240 --> 00:05:02.320]  提摩太前書第五章第十三節
[00:05:02.320 --> 00:05:07.760]  五章十三節
[00:05:07.760 --> 00:05:10.680]  曾經提到當時一些寡婦
[00:05:10.680 --> 00:05:12.880]  在第十三節說
[00:05:12.880 --> 00:05:15.440]  並且他們又習慣懶惰
[00:05:15.440 --> 00:05:17.480]  挨家閒遊
[00:05:17.480 --> 00:05:20.080]  不但懶惰又說長道短
[00:05:20.080 --> 00:05:21.840]  好管閒事
[00:05:21.840 --> 00:05:24.920]  說些不當說的話
[00:05:24.920 --> 00:05:26.760]  曾經提到當時也有些姐妹
[00:05:26.760 --> 00:05:28.960]  他們是專管閒事
[00:05:28.960 --> 00:05:31.840]  或者說這裡所說好管閒事
[00:05:31.840 --> 00:05:34.720]  意味著他們去留意
[00:05:34.720 --> 00:05:39.080]  一些他們不必要去注意的事情
[00:05:39.080 --> 00:05:40.360]  如果大家記得我們上次
[00:05:40.360 --> 00:05:42.120]  周刊裡面提及一篇文章
[00:05:42.120 --> 00:05:45.240]  提及不要論斷
[00:05:45.240 --> 00:05:47.200]  聖經描寫著某些人
[00:05:47.200 --> 00:05:49.720]  他們去批評別人
[00:05:49.720 --> 00:05:52.960]  去隨意地去論斷別人
[00:05:52.960 --> 00:05:54.280]  因為有時間
[00:05:54.280 --> 00:05:57.080]  因此就到處去行蕩
[00:05:57.080 --> 00:05:59.120]  去批評事批評人
[00:05:59.120 --> 00:06:02.000]  而產生對別人的傷害
[00:06:02.000 --> 00:06:05.000]  聖經提到這是要提醒這些人
[00:06:05.000 --> 00:06:07.160]  不要讓他們再繼續這樣做
[00:06:07.160 --> 00:06:13.000]  我們回到前面的貼後
[00:06:13.000 --> 00:06:14.920]  保羅說對婉的人要怎樣做呢?
[00:06:14.920 --> 00:06:16.120]  在第十二節
[00:06:16.120 --> 00:06:19.600]  三章十二節
[00:06:19.600 --> 00:06:21.000]  我們靠主耶穌基督
[00:06:21.000 --> 00:06:23.800]  吩咐勸戒這類人
[00:06:23.800 --> 00:06:26.000]  要安靜做工
[00:06:26.000 --> 00:06:28.840]  吃自己的飯
[00:06:28.840 --> 00:06:31.760]  要能夠專心做自己的工作
[00:06:31.760 --> 00:06:35.760]  其中一個條件就是安靜
[00:06:35.760 --> 00:06:39.520]  去清楚地將自己的注意
[00:06:39.520 --> 00:06:43.360]  集中在自己的本份上去發揮
[00:06:43.360 --> 00:06:45.240]  你應該去發揮
[00:06:45.240 --> 00:06:47.480]  大家要知道在星期五、星期六
[00:06:47.480 --> 00:06:50.800]  兩個晚上有一個特別的講座
[00:06:50.800 --> 00:06:55.240]  是國際知名的一位講者
[00:06:55.240 --> 00:06:57.720]  提到關於基督徒的天職問題
[00:06:57.720 --> 00:06:59.200]  Vocation
[00:06:59.200 --> 00:07:00.560]  在當中他不斷強調
[00:07:00.560 --> 00:07:01.920]  神給我們每一個人
[00:07:01.920 --> 00:07:04.320]  都有祂給我們的天職
[00:07:04.320 --> 00:07:06.840]  是我們生命的使命
[00:07:06.840 --> 00:07:08.040]  透過不同的職業
[00:07:08.040 --> 00:07:10.720]  將這份天職發揮出來
[00:07:10.720 --> 00:07:13.480]  完成神對我們的心意
[00:07:13.480 --> 00:07:15.760]  在當中他清楚地強調
[00:07:15.760 --> 00:07:17.320]  當我們服侍的時候
[00:07:17.320 --> 00:07:18.760]  工作的時候
[00:07:18.760 --> 00:07:21.680]  不單是為了有金錢
[00:07:21.680 --> 00:07:23.240]  供應自己的需要
[00:07:23.240 --> 00:07:26.160]  同時是按神給我們的才幹
[00:07:26.160 --> 00:07:27.960]  因此發揮出來
[00:07:27.960 --> 00:07:31.160]  能夠藉此去侍奉神
[00:07:31.160 --> 00:07:32.360]  一個人當他不願意
[00:07:32.360 --> 00:07:35.840]  來去發揮自己應有的作用的時候
[00:07:35.840 --> 00:07:38.760]  他失去了神給他的使命
[00:07:38.760 --> 00:07:41.000]  一個人要能夠專心地去做
[00:07:41.000 --> 00:07:44.360]  其中一個條件就是安靜
[00:07:44.360 --> 00:07:49.880]  不去隨便地讓自己去行蕩
[00:07:49.880 --> 00:07:53.600]  這是聖經一個很基本的提醒
[00:07:53.600 --> 00:07:56.400]  或者我們嘗試從經濟的角度
[00:07:56.400 --> 00:07:58.560]  轉移去生活其他層面
[00:07:58.560 --> 00:08:02.680]  同樣的觀念延伸到其他層面思想
[00:08:02.680 --> 00:08:07.440]  大家再翻到前面的《迦拉太書》
[00:08:07.440 --> 00:08:09.560]  我們今天多看一點經文
[00:08:09.560 --> 00:08:12.360]  我們看迦拉太書第六章
[00:08:18.040 --> 00:08:20.920]  在第六章第一節到第五節
[00:08:20.920 --> 00:08:22.360]  我簡單地讀一讀
[00:08:23.360 --> 00:08:27.280]  弟兄們若有人偶然被過犯所成
[00:08:27.280 --> 00:08:29.560]  你們屬靈的人就當用溫柔的心
[00:08:29.560 --> 00:08:31.160]  把他挽回過來
[00:08:31.160 --> 00:08:33.880]  又當自己小心恐怕也被人有
[00:08:33.880 --> 00:08:36.480]  你們各人的重擔要互相擔當
[00:08:36.480 --> 00:08:39.000]  如此就完全了基督的律法
[00:08:39.000 --> 00:08:41.680]  人若無有自己還以為有
[00:08:41.680 --> 00:08:43.400]  就是自欺了
[00:08:43.400 --> 00:08:46.880]  各人應當測驗自己的行為
[00:08:46.880 --> 00:08:50.280]  這樣他所誇的就尊在自己不再別人了
[00:08:50.280 --> 00:08:54.920]  因為各人必擔當自己的擔子
[00:08:54.920 --> 00:08:57.880]  這段聖經裏面提到有兩種擔子
[00:08:57.880 --> 00:08:59.640]  一個是重擔
[00:08:59.640 --> 00:09:02.120]  第二個大家有沒有留意到是什麼?
[00:09:02.120 --> 00:09:05.400]  聖經說擔子
[00:09:05.400 --> 00:09:07.800]  表面看是好像一樣的事情
[00:09:07.800 --> 00:09:11.200]  但聖經其實是在說兩種不同的情況
[00:09:11.200 --> 00:09:16.880]  第一個是沉重的重擔
[00:09:16.880 --> 00:09:22.120]  第二是每個人都要承擔自己的責任
[00:09:22.120 --> 00:09:24.480]  或者說一個背包
[00:09:24.480 --> 00:09:26.080]  每個人都會有一個背包
[00:09:26.080 --> 00:09:28.880]  放著自己應該要放著的物品
[00:09:28.880 --> 00:09:31.080]  是你要承擔的
[00:09:31.080 --> 00:09:34.000]  是要你自己負責的
[00:09:34.000 --> 00:09:35.400]  聖經說弟兄們
[00:09:35.400 --> 00:09:38.200]  如果你是屬靈的人
[00:09:38.200 --> 00:09:42.880]  如果你是被人屬靈上成長較多的
[00:09:42.880 --> 00:09:48.000]  你就要留心將那些跌倒的挽回過來
[00:09:48.000 --> 00:09:51.160]  幫助那些軟弱的弟兄姊妹
[00:09:51.160 --> 00:09:52.440]  當你幫助他們的時候
[00:09:52.440 --> 00:09:55.360]  就是在分擔他們的重擔
[00:09:55.360 --> 00:09:57.480]  可能他們的重擔因為軟弱
[00:09:57.480 --> 00:10:00.640]  引致他們生命出現了一些問題
[00:10:00.640 --> 00:10:02.520]  而你去輔助他們
[00:10:02.520 --> 00:10:05.400]  你就是完全了基督的律法
[00:10:05.400 --> 00:10:10.200]  帶著愛他們的心來分擔他們的擔子
[00:10:10.200 --> 00:10:11.680]  他們的重擔
[00:10:11.680 --> 00:10:12.840]  在那個時刻
[00:10:12.840 --> 00:10:17.040]  你就是在做一些你應該做的事情
[00:10:17.040 --> 00:10:18.400]  因此聖經再說
[00:10:18.400 --> 00:10:19.320]  當你這樣做的時候
[00:10:19.320 --> 00:10:22.840]  你就不會為了別人誇口
[00:10:22.840 --> 00:10:24.040]  什麼意思呢?
[00:10:24.040 --> 00:10:27.480]  有些時候我們誇口是因為跟別人比較
[00:10:27.480 --> 00:10:29.000]  他很軟弱
[00:10:29.000 --> 00:10:31.080]  我也不算太好
[00:10:31.080 --> 00:10:33.160]  不過起碼比他好
[00:10:33.160 --> 00:10:34.360]  有些時候會有種感受
[00:10:34.360 --> 00:10:35.840]  就是覺得自己比別人強
[00:10:35.840 --> 00:10:39.000]  就會容易為別人誇口
[00:10:39.000 --> 00:10:42.400]  這就是聖經後來所提及的一件事情
[00:10:42.400 --> 00:10:44.280]  但聖經提醒我們要小心
[00:10:44.280 --> 00:10:48.320]  要小心測驗自己
[00:10:48.320 --> 00:10:50.240]  就是要審查到我
[00:10:50.240 --> 00:10:52.320]  有沒有盡我的本份
[00:10:52.320 --> 00:10:56.560]  來分擔別人的重擔
[00:10:56.560 --> 00:10:57.880]  或者一個簡單的比喻
[00:10:57.880 --> 00:10:59.960]  大家會明白我的意思
[00:10:59.960 --> 00:11:05.000]  一位姐姐在家裡有一個弟弟
[00:11:05.000 --> 00:11:07.640]  這個少年人中四
[00:11:07.640 --> 00:11:09.880]  弟弟是中一
[00:11:09.880 --> 00:11:11.600]  弟弟的英文不是很好
[00:11:11.600 --> 00:11:14.040]  這個姐姐經常取笑他
[00:11:14.040 --> 00:11:16.520]  你的英文很差
[00:11:16.520 --> 00:11:18.280]  弟弟很不開心
[00:11:18.280 --> 00:11:20.400]  有一次爸爸抓住姐姐說
[00:11:20.400 --> 00:11:21.800]  姐姐你知不知道
[00:11:21.800 --> 00:11:22.720]  你幾年級
[00:11:22.720 --> 00:11:24.600]  我只讀中四
[00:11:24.600 --> 00:11:25.520]  弟弟呢?
[00:11:25.520 --> 00:11:26.960]  中一
[00:11:26.960 --> 00:11:29.680]  你的英文是不是應該比他好?
[00:11:29.680 --> 00:11:31.960]  當然了
[00:11:31.960 --> 00:11:35.360]  弟弟的英文沒有你那麼好
[00:11:35.360 --> 00:11:36.400]  正因為這樣
[00:11:36.400 --> 00:11:39.600]  你要幫助他學好英文
[00:11:39.600 --> 00:11:41.920]  這是你的責任
[00:11:41.920 --> 00:11:44.920]  是你做姐姐的應該做的
[00:11:44.920 --> 00:11:46.920]  而不是批評他
[00:11:46.920 --> 00:11:49.400]  他的成績比你差
[00:11:49.400 --> 00:11:51.760]  因此當你沒有幫助他的時候
[00:11:51.760 --> 00:11:57.840]  其實你只是沒有盡到你應該有的本份
[00:11:57.840 --> 00:11:58.600]  各位靈性姐妹
[00:11:58.600 --> 00:11:59.360]  大家會明白
[00:11:59.360 --> 00:12:01.080]  有時候在團契裡面
[00:12:01.080 --> 00:12:03.480]  如果有些新職員上場
[00:12:03.480 --> 00:12:05.720]  負責團契的服侍
[00:12:05.720 --> 00:12:09.280]  舊職員有時候可能會覺得不舒服
[00:12:09.280 --> 00:12:10.640]  這樣做也行?
[00:12:10.640 --> 00:12:13.520]  我們以前不是這樣的
[00:12:13.520 --> 00:12:15.600]  當你這樣說的時候要很留心
[00:12:15.600 --> 00:12:20.440]  你是不是嘗試用他們跟你去比較
[00:12:20.440 --> 00:12:21.680]  但是當你誇口
[00:12:21.680 --> 00:12:24.280]  當專在自己的時候
[00:12:24.280 --> 00:12:25.240]  意味著你想到
[00:12:25.240 --> 00:12:26.840]  我是有給他有經驗
[00:12:26.840 --> 00:12:28.880]  我應當幫助他
[00:12:28.880 --> 00:12:31.120]  讓他能夠發揮得好
[00:12:31.120 --> 00:12:33.320]  在這個時候你沒有誇口
[00:12:33.320 --> 00:12:37.960]  只不過你有一個正所說的擔子
[00:12:37.960 --> 00:12:39.760]  或者說你的本份
[00:12:39.760 --> 00:12:42.760]  就是幫助他來成長
[00:12:42.760 --> 00:12:43.840]  在這個時候
[00:12:43.840 --> 00:12:47.480]  你就做了你應該要做的事情
[00:12:47.480 --> 00:12:48.160]  各位靈性姐妹
[00:12:48.160 --> 00:12:50.120]  我們人生有不同的階段
[00:12:50.120 --> 00:12:51.720]  當你去到某個階段的時候
[00:12:51.720 --> 00:12:55.080]  你比較成長、比較成熟
[00:12:55.080 --> 00:12:58.160]  又或者某個階段你的經濟能力比較強
[00:12:58.160 --> 00:13:00.600]  某一方面你比較好
[00:13:00.600 --> 00:13:02.800]  當你在這些階段裡面的時候
[00:13:02.800 --> 00:13:07.480]  你要思想怎樣去分享出去
[00:13:07.480 --> 00:13:10.200]  去擔當別人的擔子
[00:13:10.200 --> 00:13:15.400]  在這個時候你就完成了你的本份
[00:13:15.400 --> 00:13:20.280]  這個是聖經所對我們很重要的勉勵
[00:13:20.280 --> 00:13:22.880]  當聖經提到不按規矩而行的時候
[00:13:22.880 --> 00:13:25.280]  一方面提到一些弟兄姊妹
[00:13:25.280 --> 00:13:28.280]  他們本身沒有盡他們的本份
[00:13:28.280 --> 00:13:33.120]  但我們其他的人也要留意我們的本份
[00:13:33.120 --> 00:13:36.880]  是怎樣能夠去跟他們分享
[00:13:36.880 --> 00:13:39.240]  怎樣去輔助他們
[00:13:39.240 --> 00:13:42.080]  因此我們從各方面的層面來學習
[00:13:42.080 --> 00:13:45.000]  去盡自己的本份
[00:13:45.000 --> 00:13:46.560]  我們再看下一條經文
[00:13:46.560 --> 00:13:47.560]  我們再看的時候
[00:13:47.560 --> 00:13:48.800]  看回我們剛才的
[00:13:48.800 --> 00:13:54.800]  「帖撒羅尼加後書」第三章
[00:13:54.800 --> 00:13:57.960]  在第二方面提到保羅的榜樣
[00:13:57.960 --> 00:13:59.840]  我們看第七節
[00:13:59.840 --> 00:14:04.560]  第三章第七節
[00:14:04.560 --> 00:14:08.000]  「聖話你們自己原知道應當怎樣效法我們
[00:14:08.000 --> 00:14:11.680]  因為我們在你們中間未嘗不按規矩而行
[00:14:11.680 --> 00:14:13.920]  也未嘗白吃人的飯
[00:14:13.920 --> 00:14:16.920]  倒是辛苦勞碌晝夜做工
[00:14:16.920 --> 00:14:20.560]  免得叫你們一人受累」
[00:14:20.560 --> 00:14:25.000]  聖經提到保羅說他們自己辛苦勞碌
[00:14:25.000 --> 00:14:27.440]  不單止努力地傳福音
[00:14:27.440 --> 00:14:30.760]  也要供應自己生活的需要
[00:14:30.760 --> 00:14:34.680]  一個原因是「免得他人受累」
[00:14:34.680 --> 00:14:36.920]  他盡力去供應自己的需要
[00:14:36.920 --> 00:14:41.840]  不想因為自己令別人有額外的負擔
[00:14:41.840 --> 00:14:44.200]  這正是保羅的心意
[00:14:44.200 --> 00:14:45.680]  我想問問大家
[00:14:45.680 --> 00:14:49.480]  保羅有沒有接受別人的幫助?
[00:14:49.480 --> 00:14:50.560]  有
[00:14:50.560 --> 00:14:52.480]  保羅是有接受別人的幫助的
[00:14:52.480 --> 00:14:56.720]  特別是在菲律賓教會多年來支持他的需要
[00:14:56.720 --> 00:14:58.320]  在聖經菲律賓書提到
[00:14:58.320 --> 00:15:04.280]  「以巴忽提將經費從菲律賓教會帶給保羅」
[00:15:04.280 --> 00:15:06.240]  保羅就很感謝他們
[00:15:06.240 --> 00:15:08.560]  也說他們的奉獻
[00:15:08.560 --> 00:15:12.520]  他當作極美的香氣
[00:15:12.520 --> 00:15:15.720]  保羅謙虛接受別人給他的幫助
[00:15:15.720 --> 00:15:17.240]  但在他內心裏面
[00:15:17.240 --> 00:15:23.560]  其實他很願意能夠盡量自己做自己能夠做的
[00:15:23.560 --> 00:15:25.360]  我聽到一些我們中間的長者
[00:15:25.360 --> 00:15:27.000]  有時候告訴我
[00:15:27.000 --> 00:15:29.560]  他說「我要很用心做運動」
[00:15:29.560 --> 00:15:32.040]  「很小心自己的飲食」
[00:15:32.040 --> 00:15:35.440]  我問「為甚麼你這麼重視這方面?」
[00:15:35.440 --> 00:15:37.200]  他說「沒有的,不想小孩」
[00:15:37.200 --> 00:15:38.360]  他還說小孩
[00:15:38.360 --> 00:15:43.360]  「不想年輕人擔心」
[00:15:43.360 --> 00:15:47.320]  年長的小心保守自己的健康
[00:15:47.320 --> 00:15:52.080]  是為了不讓自己的子女擔心自己
[00:15:52.080 --> 00:15:56.040]  因此他很留意地去小心自己的身體
[00:15:56.040 --> 00:15:57.960]  我見到一些宣教士告訴我們
[00:15:57.960 --> 00:16:00.400]  他們在工場上
[00:16:00.400 --> 00:16:02.720]  他們知道很多弟兄姊妹背後為他們祈禱
[00:16:02.720 --> 00:16:04.280]  關心他們
[00:16:04.280 --> 00:16:05.960]  因此他就很小心地說
[00:16:05.960 --> 00:16:10.760]  「我要很小心地保守自己的靈性」
[00:16:10.760 --> 00:16:13.600]  要小心自己的祈禱、讀經的生活
[00:16:13.600 --> 00:16:15.440]  在外地很孤單也好
[00:16:15.440 --> 00:16:17.640]  要保守自己和神的關係
[00:16:17.640 --> 00:16:21.480]  免得弟兄姊妹為我擔心
[00:16:21.480 --> 00:16:28.240]  免得別人聽見我的問題而為我擔憂
[00:16:28.240 --> 00:16:28.960]  各位弟兄姊妹
[00:16:28.960 --> 00:16:30.200]  有些時候你會發覺
[00:16:30.200 --> 00:16:33.080]  一個人當他有一種愛人的心
[00:16:33.080 --> 00:16:35.280]  又知道自己被愛
[00:16:35.280 --> 00:16:37.480]  因此內心產生一種很強的動力
[00:16:37.480 --> 00:16:39.960]  要保守著自己
[00:16:39.960 --> 00:16:42.120]  無論是自己生活的需要
[00:16:42.120 --> 00:16:45.200]  或者是靈性的狀況
[00:16:45.200 --> 00:16:47.040]  一個人當他自我中心
[00:16:47.040 --> 00:16:49.200]  覺得別人一定要幫助我的
[00:16:49.200 --> 00:16:54.320]  在那時候失去了一種動力去守衛自己
[00:16:54.320 --> 00:16:55.160]  相反來說
[00:16:55.160 --> 00:16:56.920]  一個蒙受神的愛
[00:16:56.920 --> 00:16:58.760]  蒙受人的愛護的人
[00:16:58.760 --> 00:17:00.960]  他知道自己守望自己
[00:17:00.960 --> 00:17:02.480]  盡自己的本分
[00:17:02.480 --> 00:17:06.600]  因為他不想別人為他有不必要的擔憂
[00:17:06.600 --> 00:17:09.160]  應該正是保羅頭下的榜樣
[00:17:09.160 --> 00:17:11.520]  他說「我願意辛苦勞碌
[00:17:11.520 --> 00:17:14.000]  免得他人受累」
[00:17:14.000 --> 00:17:17.600]  而他的原則是為了叫別人得益處
[00:17:17.600 --> 00:17:28.200]  我請大家再看一看前面的哥倫多後書第十二章
[00:17:28.200 --> 00:17:29.840]  我們接著貼後
[00:17:29.840 --> 00:17:32.400]  再看前面的哥倫多後書
[00:17:32.400 --> 00:17:36.080]  聖經二百零三頁
[00:17:36.080 --> 00:17:44.680]  在第十二章第十四節
[00:17:44.680 --> 00:17:46.200]  當時有人批評保羅
[00:17:46.200 --> 00:17:50.200]  他沒有膽量向人提出自己的需要
[00:17:50.200 --> 00:17:52.760]  沒有要求人供應他
[00:17:52.760 --> 00:17:53.560]  但保羅說
[00:17:53.560 --> 00:17:57.320]  「如今我打算第三次到你們那裡去
[00:17:57.320 --> 00:17:59.320]  也必不累著你們
[00:17:59.320 --> 00:18:02.120]  仍然堅持我不累著你們
[00:18:02.120 --> 00:18:04.640]  因我所求的是你們
[00:18:04.640 --> 00:18:06.680]  不是你們的」
[00:18:06.680 --> 00:18:07.680]  甚麼?
[00:18:07.680 --> 00:18:09.760]  「財物」
[00:18:09.760 --> 00:18:12.920]  其實原來的文字是沒有「財物」這兩個字
[00:18:12.920 --> 00:18:15.480]  保羅說「我所求的是你們
[00:18:15.480 --> 00:18:19.400]  不是你們所擁有的
[00:18:19.400 --> 00:18:22.520]  我不去得著你們的利益
[00:18:22.520 --> 00:18:24.880]  但我要得著的是你們」
[00:18:24.880 --> 00:18:26.520]  也意味著他關心的是
[00:18:26.520 --> 00:18:30.720]  你們的生命是他最關心的
[00:18:30.720 --> 00:18:33.760]  沒有任何事情要累倒他們
[00:18:33.760 --> 00:18:38.640]  反而是多方面要他們得著益處
[00:18:38.640 --> 00:18:41.960]  我們再看貼後第三章
[00:18:41.960 --> 00:18:46.440]  保羅是否沒有權從他們得到幫助呢?
[00:18:46.440 --> 00:18:55.000]  在第三章第九節
[00:18:55.000 --> 00:18:57.880]  「這並不是因我們沒有權柄」
[00:18:57.880 --> 00:18:59.000]  保羅有權柄
[00:18:59.000 --> 00:19:02.400]  作功的得功價是很應該的
[00:19:02.400 --> 00:19:06.960]  但他說「乃是要給你們作榜樣」
[00:19:06.960 --> 00:19:08.280]  在聖經原來的意思
[00:19:08.280 --> 00:19:11.240]  「給你們」是很豐富地說
[00:19:11.240 --> 00:19:15.400]  保羅說「我將我自己給了你們
[00:19:15.400 --> 00:19:18.800]  以至我可以做你們的榜樣
