
[00:00:00.000 --> 00:00:04.000]  我們今天的正道經文是詩篇23篇
[00:03:23.000 --> 00:03:27.000]  你就會想起他們喜歡吃菠菜 喜歡吃紅蘿蔔
[00:03:27.000 --> 00:03:30.000]  那麼就改變他們的一些觀念這樣子
[00:03:30.000 --> 00:03:35.000]  所以說要說的是 有些事情我們覺得一定是這樣的
[00:03:35.000 --> 00:03:38.000]  其實真相不一定是這樣子的
[00:03:38.000 --> 00:03:42.000]  那麼今天講到的經文就是大家都很熟悉的
[00:03:42.000 --> 00:03:46.000]  很感謝剛才張帝兄為我們讀出來這個
[00:03:46.000 --> 00:03:49.000]  就是詩篇的23篇的經文
[00:03:49.000 --> 00:03:52.000]  相信在150首的詩篇裡面
[00:03:52.000 --> 00:03:57.000]  如果要問人家你最熟悉的或者說最喜歡的是哪一首詩篇呢?
[00:03:57.000 --> 00:04:01.000]  很多人都會說是詩篇23篇的 對不對?
[00:04:01.000 --> 00:04:07.000]  在人生不同的狀況裡面都帶給大家很多的鼓勵 很多的安慰
[00:04:07.000 --> 00:04:11.000]  而今天我們就要對裡面一些描繪的圖畫
[00:04:11.000 --> 00:04:13.000]  就一起去看一看
[00:04:13.000 --> 00:04:16.000]  看我們一直以來認為的那些觀念
[00:04:16.000 --> 00:04:20.000]  會不會有一些要改變一下呢?
[00:04:20.000 --> 00:04:23.000]  那麼今天我們就會一起去看一看
[00:04:23.000 --> 00:04:27.000]  在詩篇23篇的第一句是這樣說的
[00:04:27.000 --> 00:04:31.000]  他說耶和華是我的牧者 我必不知缺乏
[00:04:31.000 --> 00:04:34.000]  意思很明顯就是耶和華上主是我的牧者
[00:04:34.000 --> 00:04:38.000]  我一無所缺 我需要的他都知道了
[00:04:38.000 --> 00:04:41.000]  他必定會有所供應
[00:04:41.000 --> 00:04:47.000]  在這裡呢 第二個題目就想請教大家一下
[00:04:47.000 --> 00:04:52.000]  就是說耶和華是我的牧者和耶和華是牧者
[00:04:52.000 --> 00:04:57.000]  兩者之間有什麼分別呢?
[00:04:57.000 --> 00:05:02.000]  有什麼分別呢?
[00:05:02.000 --> 00:05:05.000]  嗯?
[00:05:05.000 --> 00:05:10.000]  啊 他了解知道我 所以這個就是一種關係對不對?
[00:05:10.000 --> 00:05:14.000]  沒錯 如果我們單單說耶和華是牧者呢
[00:05:14.000 --> 00:05:18.000]  那只是一種宗教上面的知識 頭腦上面的認知
[00:05:18.000 --> 00:05:21.000]  跟我們是沒有關係的
[00:05:21.000 --> 00:05:25.000]  那剛才Leonard講得很好 就是他了解我們 認識我們
[00:05:25.000 --> 00:05:28.000]  就是一種關係 relationship
[00:05:28.000 --> 00:05:32.000]  所以另外一個例子就好像我們說恩橋堂是教會
[00:05:32.000 --> 00:05:35.000]  那這個只是一個資訊 information
[00:05:35.000 --> 00:05:39.000]  但是如果我們有一天說恩橋堂是我們的教會呢
[00:05:39.000 --> 00:05:43.000]  那代表的就是我們跟恩橋堂有很密切的關係
[00:05:43.000 --> 00:05:48.000]  這不是一個information 而是關係 就是一個relationship
[00:05:48.000 --> 00:05:51.000]  我們和這個教會有很密切的
[00:05:51.000 --> 00:05:55.000]  所以詩人說耶和華是我的牧者 加了這兩個字我的
[00:05:55.000 --> 00:05:57.000]  就完全不一樣
[00:05:57.000 --> 00:06:00.000]  因為詩人大衛和神之間有很密切的關係
[00:06:00.000 --> 00:06:04.000]  而這種關係是從他不同的生活的層面
[00:06:04.000 --> 00:06:09.000]  還有他不同的人生的經歷裡面去體驗出來的
[00:06:09.000 --> 00:06:12.000]  他講的時候是很有感情的
[00:06:12.000 --> 00:06:20.000]  當大衛說耶和華是我的牧者 也就是說我是他的羊
[00:06:20.000 --> 00:06:25.000]  弟兄姐妹當形容我們自己是主的羊的時候
[00:06:25.000 --> 00:06:29.000]  不知道你是有什麼的感受呢?
[00:06:29.000 --> 00:06:32.000]  是不是很多人都覺得很開心
[00:06:32.000 --> 00:06:37.000]  就是很榮幸可以成為主的羊 很感恩
[00:06:37.000 --> 00:06:43.000]  但是我們也要認識一下羊是到底什麼的一種動物吧
[00:06:43.000 --> 00:06:51.000]  有人是這樣說 他說羊是全世界的哺乳類
[00:06:51.000 --> 00:06:56.000]  視角的哺乳類動物裡面最笨的動物
[00:06:56.000 --> 00:06:59.000]  為什麼這樣說呢?
[00:06:59.000 --> 00:07:05.000]  因為首先大家知道羊是大陸雌 沒有方向感 常常迷路的
[00:07:05.000 --> 00:07:11.000]  如果離開了羊圈 他們是沒有辦法靠自己的能力回家的
[00:07:11.000 --> 00:07:16.000]  另外就是羊是完全沒有自我保護的能力的
[00:07:16.000 --> 00:07:19.000]  大家想想看 在一切的動物裡面
[00:07:19.000 --> 00:07:23.000]  羊沒有腳 我講的是綿羊
[00:07:23.000 --> 00:07:27.000]  羊沒有腳 它也沒有很鋒利的爪
[00:07:27.000 --> 00:07:29.000]  它跑得也不夠快
[00:07:29.000 --> 00:07:33.000]  所以如果在動物界的生存的值來說呢
[00:07:33.000 --> 00:07:36.000]  它是最低的那種動物
[00:07:36.000 --> 00:07:38.000]  另外尋找食物方面
[00:07:38.000 --> 00:07:44.000]  我們知道羊不懂得去找青草 去找溪水來喝
[00:07:44.000 --> 00:07:48.000]  所以聽起來羊是什麼也不行的
[00:07:48.000 --> 00:07:52.000]  是的 所以當我們說耶和華是我們的牧者
[00:07:52.000 --> 00:07:54.000]  我們是主的羊
[00:07:54.000 --> 00:07:58.000]  那就是在承認我們跟羊一樣就是什麼都不行
[00:07:58.000 --> 00:08:03.000]  廣東話就用三個字就是好不行
[00:08:03.000 --> 00:08:06.000]  羊在每一個方面呢 其實因為它很不行
[00:08:06.000 --> 00:08:11.000]  所以都需要神 作為好牧羊人來不斷的去看顧它
[00:08:11.000 --> 00:08:14.000]  去保護它 去引領它
[00:08:14.000 --> 00:08:17.000]  所以成為基督徒的第一個條件
[00:08:17.000 --> 00:08:20.000]  就要承認我們好像羊一樣 什麼都不行
[00:08:20.000 --> 00:08:24.000]  我們每一個方面都需要神
[00:08:24.000 --> 00:08:28.000]  不知道大家有沒有聽過有人這樣說
[00:08:28.000 --> 00:08:31.000]  他說基督教是一個怎麼樣的宗教
[00:08:31.000 --> 00:08:34.000]  他們說基督教是一個弱者的宗教
[00:08:34.000 --> 00:08:39.000]  有能力 強大的人根本不用去信基督教的
[00:08:39.000 --> 00:08:44.000]  大家有聽過嗎 有人聽過 有的人聽過
[00:08:44.000 --> 00:08:47.000]  我不知道大家聽這句話的時候呢 你的感受是什麼
[00:08:47.000 --> 00:08:51.000]  當我剛剛信主的時候 聽到人家這樣說呢
[00:08:51.000 --> 00:08:56.000]  表面上還是保持一種冷靜 不是禮貌的微笑
[00:08:56.000 --> 00:08:59.000]  但是心裡面就覺得很不是滋味
[00:08:59.000 --> 00:09:02.000]  因為我覺得為什麼這樣說我們基督徒呢
[00:09:02.000 --> 00:09:05.000]  說我們基督徒好像每一個都是弱者一樣
[00:09:05.000 --> 00:09:08.000]  我就覺得很不服氣這樣子
[00:09:08.000 --> 00:09:12.000]  不過當我們看詩篇23篇的時候
[00:09:12.000 --> 00:09:16.000]  其實正正在告訴我們一個鐵一般的事實
[00:09:16.000 --> 00:09:20.000]  就是沒錯我們是羊 是弱者
[00:09:20.000 --> 00:09:23.000]  但是這就是我們人的本相
[00:09:23.000 --> 00:09:26.000]  而我們明明是羊的時候
[00:09:26.000 --> 00:09:33.000]  那為什麼要強迫自己去當一隻披著狼皮的羊來過生活呢
[00:09:33.000 --> 00:09:38.000]  要千方百計的把自己去變成狼的模樣呢
[00:09:38.000 --> 00:09:41.000]  上帝創造我們就是羊
[00:09:41.000 --> 00:09:44.000]  我們就是需要我們的上帝
[00:09:44.000 --> 00:09:49.000]  所以人最有智慧的做法不是逞強去武裝自己
[00:09:49.000 --> 00:09:53.000]  而是來到上帝的面前承認我們是羊
[00:09:53.000 --> 00:09:58.000]  我們不行所以我們需要上帝
[00:09:58.000 --> 00:10:00.000]  我相信信主以後呢
[00:10:00.000 --> 00:10:03.000]  每個弟兄姐妹都知道我們有個大使命
[00:10:03.000 --> 00:10:06.000]  就是要去傳福音
[00:10:06.000 --> 00:10:09.000]  不知道在你傳福音對象裡面呢
[00:10:09.000 --> 00:10:14.000]  有什麼人是最難去聽福音的呢
[00:10:14.000 --> 00:10:16.000]  不知道你有沒有想過
[00:10:16.000 --> 00:10:22.000]  對我來說當我信主以後就很想傳福音給我的同學家人
[00:10:22.000 --> 00:10:25.000]  我發現最困難的傳福音的對象呢
[00:10:25.000 --> 00:10:30.000]  就是他們覺得自己已經很多事情都很行很棒
[00:10:30.000 --> 00:10:35.000]  他們覺得他們的生命裡面不需要上帝
[00:10:35.000 --> 00:10:40.000]  靠他們自己都可以過得很好的人
[00:10:40.000 --> 00:10:42.000]  可是信主以後的我們
[00:10:42.000 --> 00:10:48.000]  我們可以又可以想一想就是我們又是怎麼樣的呢
[00:10:48.000 --> 00:10:52.000]  網路上面的有一張圖片是這樣說的
[00:10:52.000 --> 00:10:54.000]  他旁邊的文字呢是這樣寫
[00:10:54.000 --> 00:10:59.000]  他說我們許多人從小就在模具裡面長大
[00:10:59.000 --> 00:11:04.000]  不知道你成長的模具是怎麼樣的
[00:11:04.000 --> 00:11:08.000]  小時候有沒有人跟你說過就是說
[00:11:08.000 --> 00:11:12.000]  你要變得強大又變得有能力
[00:11:12.000 --> 00:11:14.000]  不要輕易的流眼淚
[00:11:14.000 --> 00:11:18.000]  不要讓人知道你脆弱的一面
[00:11:18.000 --> 00:11:21.000]  這樣你就很厲害
[00:11:21.000 --> 00:11:23.000]  不知道在你的成長過程裡面
[00:11:23.000 --> 00:11:28.000]  是不是也是這樣的一個模具的模式呢
[00:11:28.000 --> 00:11:29.000]  如果是的話呢
[00:11:29.000 --> 00:11:35.000]  信主以後讓我們承認自己也是軟弱無能的羊
[00:11:35.000 --> 00:11:39.000]  這樣是非常有挑戰性
[00:11:39.000 --> 00:11:43.000]  挑戰性也是非常的困難
[00:11:43.000 --> 00:11:44.000]  可能我們剛信主的時候
[00:11:44.000 --> 00:11:47.000]  我們會很願意承認自己的軟弱
[00:11:47.000 --> 00:11:48.000]  所以我們要信主
[00:11:48.000 --> 00:11:50.000]  我們要依靠我們的主
[00:11:50.000 --> 00:11:54.000]  但是信主慢慢慢慢的日子長了以後
[00:11:54.000 --> 00:11:56.000]  我們是不是還知道
[00:11:56.000 --> 00:12:02.000]  還懂得自己是一隻軟弱無力自救的羊呢
[00:12:02.000 --> 00:12:05.000]  有弟兄姐妹很坦誠的跟我分享
[00:12:05.000 --> 00:12:08.000]  他說有時候回來教會
[00:12:08.000 --> 00:12:11.000]  覺得蠻有一種孤單的感覺
[00:12:11.000 --> 00:12:13.000]  我就問為什麼呢
[00:12:13.000 --> 00:12:16.000]  他說因為回來教會裡面
[00:12:16.000 --> 00:12:19.000]  覺得每個人看上去都很好
[00:12:19.000 --> 00:12:20.000]  工作也很好啊
[00:12:20.000 --> 00:12:22.000]  家庭又很好啊
[00:12:22.000 --> 00:12:23.000]  孩子又很好啊
[00:12:23.000 --> 00:12:26.000]  好像沒有煩惱一樣
[00:12:26.000 --> 00:12:29.000]  所以他說當他要分享自己的軟弱
[00:12:29.000 --> 00:12:31.000]  還有一些掙扎的時候
[00:12:31.000 --> 00:12:36.000]  他就覺得好像只有我自己一個人是這樣
[00:12:36.000 --> 00:12:39.000]  就覺得自己好像是教會裡面很怪的人
[00:12:39.000 --> 00:12:42.000]  好像一個異類那樣
[00:12:42.000 --> 00:12:45.000]  所以他說慢慢的就選擇不說了
[00:12:45.000 --> 00:12:46.000]  就打個招呼
[00:12:46.000 --> 00:12:47.000]  大家都覺得很好
[00:12:47.000 --> 00:12:48.000]  很感恩
[00:12:48.000 --> 00:12:51.000]  就再見了這樣
[00:12:51.000 --> 00:12:54.000]  我不知道大家有沒有這份同感呢
[00:12:54.000 --> 00:12:57.000]  還是你很感恩你在教會裡面
[00:12:57.000 --> 00:13:00.000]  找到弟兄姐妹可以跟你
[00:13:00.000 --> 00:13:02.000]  你也可以跟他們坦誠分享你的掙扎
[00:13:02.000 --> 00:13:05.000]  你的軟弱
[00:13:05.000 --> 00:13:10.000]  不知道是哪一個情況呢
[00:13:10.000 --> 00:13:11.000]  弟兄姐妹
[00:13:11.000 --> 00:13:13.000]  耶穌基督這個大牧人
[00:13:13.000 --> 00:13:16.000]  他道成若生來到世上
[00:13:16.000 --> 00:13:18.000]  就是要尋找罪人
[00:13:18.000 --> 00:13:21.000]  罪人就是軟弱無力自救的人
[00:13:21.000 --> 00:13:23.000]  而教會的本質
[00:13:23.000 --> 00:13:25.000]  教會的本相是什麼呢
[00:13:25.000 --> 00:13:28.000]  就是一群願意來到上帝的面前
[00:13:28.000 --> 00:13:34.000]  去坦誠認罪承認自己無力無能的人
[00:13:34.000 --> 00:13:37.000]  但我們是蒙恩的
[00:13:37.000 --> 00:13:39.000]  所以來到教會的時候
[00:13:39.000 --> 00:13:41.000]  我們是否可以不用戴面具
[00:13:41.000 --> 00:13:45.000]  可以勇敢的去告訴別人
[00:13:45.000 --> 00:13:48.000]  我是屬的羊
[00:13:48.000 --> 00:13:52.000]  我是一隻軟弱無能的羊呢
[00:13:52.000 --> 00:13:57.000]  我邀請大家可以去思考一下
[00:13:57.000 --> 00:13:59.000]  接著我想邀請大家
[00:13:59.000 --> 00:14:03.000]  一起去讀出第二到第四節的經文
[00:14:03.000 --> 00:14:07.000]  讓我們一起讀出上帝給我們寶貴的話語吧
[00:14:07.000 --> 00:14:09.000]  預備開始
[00:14:09.000 --> 00:14:12.000]  祂使我躺臥在青草地上
[00:14:12.000 --> 00:14:15.000]  您我在可安寫的水邊
[00:14:15.000 --> 00:14:18.000]  祂使我的靈魂甦醒
[00:14:18.000 --> 00:14:22.000]  為自己的名引導我走一路
[00:14:22.000 --> 00:14:25.000]  我雖然行過死因的幽谷
[00:14:25.000 --> 00:14:27.000]  也不怕遭害
[00:14:27.000 --> 00:14:29.000]  因為您與我同在
[00:14:29.000 --> 00:14:34.000]  您的臟 您的肝都安慰我
[00:14:34.000 --> 00:14:37.000]  根據第二節經文的描述
[00:14:37.000 --> 00:14:42.000]  大家的腦海裡面會出現一個怎麼樣的圖畫呢
[00:14:42.000 --> 00:14:47.000]  我神學院的老師也是我很尊敬的一位老師
[00:14:47.000 --> 00:14:49.000]  他常常告訴我們
[00:14:49.000 --> 00:14:52.000]  他說他是鑽研詩篇的
[00:14:52.000 --> 00:14:54.000]  他說讀書詩篇的時候
[00:14:54.000 --> 00:14:56.000]  很重要的一個情況就是
[00:14:56.000 --> 00:14:59.000]  我們的腦海裡面要常常有圖畫
[00:14:59.000 --> 00:15:05.000]  因為詩篇是很上層的一個文學的作品
[00:15:05.000 --> 00:15:07.000]  很重要就是我們要想像力
[00:15:07.000 --> 00:15:09.000]  所以當大家看第二節的時候
[00:15:09.000 --> 00:15:12.000]  你的腦海裡面出現什麼樣的圖畫呢
[00:15:12.000 --> 00:15:14.000]  這個是很重要的事情
[00:15:14.000 --> 00:15:20.000]  不知道你出現的圖畫會不會是這樣子呢
[00:15:20.000 --> 00:15:23.000]  是這樣嗎
[00:15:23.000 --> 00:15:27.000]  就是羊在牧羊人的引領之下
[00:15:27.000 --> 00:15:29.000]  就來到一片大草原
[00:15:29.000 --> 00:15:31.000]  有草有水
[00:15:31.000 --> 00:15:34.000]  羊吃得飽飽的
[00:15:34.000 --> 00:15:36.000]  喝得滿滿的水以後
[00:15:36.000 --> 00:15:40.000]  就躺在這個大草地上曬太陽
[00:15:40.000 --> 00:15:43.000]  好舒服很協議的生活
[00:15:43.000 --> 00:15:45.000]  你們的圖畫是這樣嗎
[00:15:45.000 --> 00:15:50.000]  還是更美呢
[00:15:50.000 --> 00:15:52.000]  可能看到這種圖畫
[00:15:52.000 --> 00:15:56.000]  或者看到想像出來的一些畫面的時候
[00:15:56.000 --> 00:15:58.000]  我們有些人就覺得
[00:15:58.000 --> 00:16:02.000]  在香港天氣也很悶熱
[00:16:02.000 --> 00:16:05.000]  節奏也很快速
[00:16:05.000 --> 00:16:09.000]  就覺得如果好像圖畫裡面的這些羊一樣
[00:16:09.000 --> 00:16:12.000]  可以躺在青草地上曬太陽
[00:16:12.000 --> 00:16:14.000]  休息一下那多好啊
[00:16:14.000 --> 00:16:17.000]  明天又不用上班或者不用上學
[00:16:17.000 --> 00:16:20.000]  那多棒啊
[00:16:20.000 --> 00:16:22.000]  不過呢
[00:16:22.000 --> 00:16:24.000]  雖然殘忍了一點點
[00:16:24.000 --> 00:16:26.000]  但卻要告訴大家一個事實
[00:16:26.000 --> 00:16:31.000]  就是如果你的腦海裡面出現的
[00:16:31.000 --> 00:16:33.000]  是這幅圖畫的話呢
[00:16:33.000 --> 00:16:36.000]  那麼我們就想得太多了
[00:16:36.000 --> 00:16:38.000]  因為整幅圖畫呢
[00:16:38.000 --> 00:16:40.000]  其實啊
[00:16:40.000 --> 00:16:42.000]  可以用四個字來形容
[00:16:42.000 --> 00:16:46.000]  就是危機四伏
[00:16:46.000 --> 00:16:48.000]  很危險的
[00:16:48.000 --> 00:16:49.000]  首先呢
[00:16:49.000 --> 00:16:52.000]  地點並不是一望無際
[00:16:52.000 --> 00:16:55.000]  綠油油的青草地
[00:16:55.000 --> 00:16:57.000]  那個可能是新西蘭
[00:16:57.000 --> 00:17:01.000]  或者是澳洲的一些畫面
[00:17:01.000 --> 00:17:05.000]  但是在詩人所處的巴勒斯坦的地方呢
[00:17:05.000 --> 00:17:08.000]  其實是一個半沙漠的地帶
[00:17:08.000 --> 00:17:10.000]  很少就下雨的
[00:17:10.000 --> 00:17:14.000]  大部分的時候靠的是山上面流下的水
[00:17:14.000 --> 00:17:15.000]  所以呢
[00:17:15.000 --> 00:17:17.000]  上山就是爬山的時候
[00:17:17.000 --> 00:17:19.000]  就可以多一點水去看得到
[00:17:19.000 --> 00:17:21.000]  但是山上會有什麼呢
[00:17:21.000 --> 00:17:23.000]  山上會有很多的樹
[00:17:23.000 --> 00:17:25.000]  大樹
[00:17:25.000 --> 00:17:27.000]  你說那大樹更好啊
[00:17:27.000 --> 00:17:29.000]  大樹底下好乘涼啊
[00:17:29.000 --> 00:17:32.000]  這個羊不是更舒服一點嗎
[00:17:32.000 --> 00:17:33.000]  錯了
[00:17:33.000 --> 00:17:37.000]  大樹代表的是危險
[00:17:37.000 --> 00:17:41.000]  因為其他的動物就可以躲在大樹的後面
[00:17:41.000 --> 00:17:42.000]  那就看情況
[00:17:42.000 --> 00:17:45.000]  牠就可以就跑出來
[00:17:45.000 --> 00:17:49.000]  當羊在吃草或者喝水的時候
[00:17:49.000 --> 00:17:51.000]  在大樹後面
[00:17:51.000 --> 00:17:57.000]  可能有一些很兇猛的動物野獸就躲起來
[00:17:57.000 --> 00:18:02.000]  牠們的眼睛就看著這些又白又胖的羊
[00:18:02.000 --> 00:18:04.000]  那就流口水
[00:18:04.000 --> 00:18:07.000]  等待著時機
[00:18:07.000 --> 00:18:08.000]  準備就撲出來
[00:18:08.000 --> 00:18:11.000]  就享受一頓很美味
[00:18:11.000 --> 00:18:14.000]  很可口的船羊宴
[00:18:14.000 --> 00:18:18.000]  這就是危險的所在
[00:18:18.000 --> 00:18:19.000]  但你說
[00:18:19.000 --> 00:18:25.000]  神怎麼可能帶牠的羊去一個那麼危險的地方啊
[00:18:25.000 --> 00:18:30.000]  怎麼會把羊放在一個那麼危險的畫面之中呢
[00:18:30.000 --> 00:18:32.000]  不會的
[00:18:32.000 --> 00:18:34.000]  我們說不會
[00:18:34.000 --> 00:18:36.000]  是因為我們把我們腦海裡面
[00:18:36.000 --> 00:18:39.000]  我們自以為好的
[00:18:39.000 --> 00:18:44.000]  就當作是上帝的心意
[00:18:44.000 --> 00:18:45.000]  弟兄姊妹
[00:18:45.000 --> 00:18:48.000]  鼓勵大家可以去仔細的去想一想
[00:18:48.000 --> 00:18:51.000]  就是在我們過往的人生當中
[00:18:51.000 --> 00:18:54.000]  一些我們自以為好的地方
[00:18:54.000 --> 00:18:56.000]  好的關係
[00:18:56.000 --> 00:18:57.000]  好的工作
[00:18:57.000 --> 00:19:01.000]  或者是好的學校等等
[00:19:01.000 --> 00:19:05.000]  是真的那麼好嗎
[00:19:05.000 --> 00:19:07.000]  其實最後我們發覺
[00:19:07.000 --> 00:19:08.000]  我們自以為好的
[00:19:08.000 --> 00:19:12.000]  其實都沒有我們想像中的那麼好
[00:19:12.000 --> 00:19:16.000]  反而當我們信靠上帝的引領
[00:19:16.000 --> 00:19:19.000]  我們願意順服的時候
[00:19:19.000 --> 00:19:21.000]  我們會發現
[00:19:21.000 --> 00:19:27.000]  上帝帶我們去的才是真正讓羊可以得到清草吃
[00:19:27.000 --> 00:19:30.000]  得到好的溪水喝的地方
[00:19:30.000 --> 00:19:35.000]  上帝為我們預備的總是超過我們所想所求的
[00:19:35.000 --> 00:19:37.000]  那才是真正的好
[00:19:37.000 --> 00:19:38.000]  是上帝眼中的好
[00:19:38.000 --> 00:19:45.000]  而不是我們眼中的好
[00:19:45.000 --> 00:19:47.000]  除此以外
[00:19:47.000 --> 00:19:49.000]  羊我們剛才有講過
[00:19:49.000 --> 00:19:51.000]  就是羊是大路吃
[00:19:51.000 --> 00:19:52.000]  牠常常迷路
[00:19:52.000 --> 00:19:57.000]  而且牠沒有辦法靠自己找到回去的路
[00:19:57.000 --> 00:19:59.000]  所以結果只有兩個
[00:19:59.000 --> 00:20:02.000]  一個就是要靠牧羊人來尋找牠
[00:20:02.000 --> 00:20:03.000]  來救牠
[00:20:03.000 --> 00:20:05.000]  要不然牠就是餓死
[00:20:05.000 --> 00:20:09.000]  或者被其他的動物吃掉了
[00:20:09.000 --> 00:20:12.000]  第三節裡面用的字
[00:20:12.000 --> 00:20:14.000]  蘇醒
[00:20:14.000 --> 00:20:17.000]  蘇醒是我的靈魂蘇醒
[00:20:17.000 --> 00:20:22.000]  蘇醒真正的意思就是帶回
[00:20:22.000 --> 00:20:24.000]  牧羊人就是很有愛心
[00:20:24.000 --> 00:20:27.000]  很有耐性的去尋找謎羊
[00:20:27.000 --> 00:20:31.000]  要把牠們安全的帶回家
[00:20:31.000 --> 00:20:34.000]  羊是很麻煩的一種動物
[00:20:34.000 --> 00:20:36.000]  而謎羊就是更麻煩的
[00:20:36.000 --> 00:20:40.000]  可是牧羊人為什麼要花那麼多的時間
[00:20:40.000 --> 00:20:43.000]  那麼多的心力去尋找謎羊呢
[00:20:43.000 --> 00:20:46.000]  是因為羊給我們的印象
[00:20:46.000 --> 00:20:48.000]  牠很可愛
[00:20:48.000 --> 00:20:50.000]  很乖
[00:20:50.000 --> 00:20:52.000]  很溫順
[00:20:52.000 --> 00:20:54.000]  那究竟是什麼原因
[00:20:54.000 --> 00:20:57.000]  牧羊人要這麼去做呢
[00:20:57.000 --> 00:21:00.000]  第三節很清楚的告訴我們
[00:21:00.000 --> 00:21:03.000]  他說了這個原因就在於
[00:21:03.000 --> 00:21:08.000]  上帝是為自己的名去引導羊走上一路
[00:21:08.000 --> 00:21:11.000]  意思是說牧羊人帶領羊
[00:21:11.000 --> 00:21:13.000]  牠去尋找羊回家
[00:21:13.000 --> 00:21:16.000]  是因為上帝祂自主的緣故
[00:21:16.000 --> 00:21:18.000]  因為上帝的屬性
[00:21:18.000 --> 00:21:21.000]  強調的是上帝的信實
[00:21:21.000 --> 00:21:23.000]  所以牧羊人對羊好
[00:21:23.000 --> 00:21:25.000]  不是因為羊做了些什麼
[00:21:25.000 --> 00:21:27.000]  或者牠特別的可愛
[00:21:27.000 --> 00:21:29.000]  討喜什麼的
[00:21:29.000 --> 00:21:30.000]  不是
