
[00:00:00.000 --> 00:00:02.000]  各位村內的弟兄姊妹
[00:01:58.000 --> 00:02:02.000]  也都有很多建築神學院的校友
[00:02:02.000 --> 00:02:09.000]  在香港和北美洲世界很多的地方來到牧羊教會
[00:02:09.000 --> 00:02:13.000]  我們都請求大家為這班建築神學院的校友
[00:02:13.000 --> 00:02:15.000]  多多來到獻上禱告
[00:02:15.000 --> 00:02:18.000]  因為他們實在需要禱告的支持
[00:02:18.000 --> 00:02:26.000]  建築神學院除了有傳統的神學學士的學位之外
[00:02:26.000 --> 00:02:39.000]  過去幾年我們都是將計為了一些有了神學學士學位的傳道人
[00:02:39.000 --> 00:02:45.000]  和大專畢業的同學來到預備一些碩士的課程
[00:02:45.000 --> 00:02:48.000]  有教牧學碩士的課程
[00:02:48.000 --> 00:02:51.000]  為了一些教牧童工的信心
[00:02:51.000 --> 00:02:58.000]  我們也有一些聖經研究的碩士學位
[00:02:58.000 --> 00:03:03.000]  也有一個宗教碩士學位
[00:03:03.000 --> 00:03:09.000]  在明年我們會開始一個道學碩士學位
[00:03:09.000 --> 00:03:15.000]  我們都是盼望弟兄姊妹為我們新開辦的這些新的課程
[00:03:15.000 --> 00:03:17.000]  來多多的禱告
[00:03:17.000 --> 00:03:19.000]  也都是特別為我們祈禱求神
[00:03:19.000 --> 00:03:24.000]  派派合適的工人來到在神學院接受訓練
[00:03:24.000 --> 00:03:27.000]  我們盼望大家在今天這個建道主日
[00:03:27.000 --> 00:03:33.000]  求神給我們有一個體重神學教育的心
[00:03:33.000 --> 00:03:40.000]  因為我們知道傳道人的質素是決定教會的質素
[00:03:40.000 --> 00:03:44.000]  如果神學院是訓練傳道人的
[00:03:44.000 --> 00:03:47.000]  我們都深深的相信神學院的質素
[00:03:47.000 --> 00:03:52.000]  是決定今天神國道、神的教會的質素
[00:03:52.000 --> 00:03:56.000]  所以我們懇求弟兄姊妹在你們的師徒裏面
[00:03:56.000 --> 00:03:59.000]  在教會的工作和禱告裏面
[00:03:59.000 --> 00:04:01.000]  多多紀念建道神學院
[00:04:01.000 --> 00:04:04.000]  因為建道神學院是宣道會的神學院
[00:04:04.000 --> 00:04:07.000]  我們盼望既然是宣道會的教會
[00:04:07.000 --> 00:04:13.000]  我們特別是更多的為宣道會自己的神學院
[00:04:13.000 --> 00:04:16.000]  來表示我們的支持
[00:04:16.000 --> 00:04:19.000]  和在禱告上多多的紀念
[00:04:19.000 --> 00:04:23.000]  我們特別是在這個時候盼望弟兄姊妹
[00:04:23.000 --> 00:04:26.000]  紀念接下來的星期五和星期六
[00:04:26.000 --> 00:04:30.000]  有兩次的聖樂崇拜
[00:04:30.000 --> 00:04:34.000]  是建道神學院一年一度公開的
[00:04:34.000 --> 00:04:38.000]  和各教會的弟兄姊妹一同敬拜神
[00:04:38.000 --> 00:04:42.000]  透過聖樂來侍奉神的一個聚會
[00:04:42.000 --> 00:04:46.000]  我們在每一年的聖樂崇拜裏面都看到
[00:04:46.000 --> 00:04:50.000]  神很大的私恩給這個這樣的聚會
[00:04:50.000 --> 00:04:52.000]  叫很多的年輕人、弟兄姊妹
[00:04:52.000 --> 00:04:54.000]  他們心靈得到復興
[00:04:54.000 --> 00:04:57.000]  未信的他們都在這個聚會裏面
[00:04:57.000 --> 00:05:02.000]  是得聞福音受感動歸向主的
[00:05:02.000 --> 00:05:05.000]  所以我們都是特別邀請弟兄姊妹
[00:05:05.000 --> 00:05:07.000]  在接下來的星期五
[00:05:07.000 --> 00:05:10.000]  在九龍城浸信會和接下來的星期六
[00:05:10.000 --> 00:05:12.000]  在香港這邊的大會堂
[00:05:12.000 --> 00:05:15.000]  有兩次的聖樂崇拜
[00:05:15.000 --> 00:05:20.000]  我們誠意的邀請大家來和我們一同敬拜神
[00:05:22.000 --> 00:05:28.000]  請各位和我打開聖經
[00:05:28.000 --> 00:05:31.000]  舊約最後一本書
[00:05:31.000 --> 00:05:33.000]  馬拉基書
[00:05:33.000 --> 00:05:35.000]  馬拉基書的第三章
[00:05:35.000 --> 00:05:37.000]  就是今天我們剛才讀的經文
[00:05:37.000 --> 00:05:38.000]  這一段的經文
[00:05:38.000 --> 00:05:41.000]  我覺得是非常寶貴的一段經文
[00:05:41.000 --> 00:05:43.000]  因為在這段的經文裏面
[00:05:43.000 --> 00:05:45.000]  是講到一班人
[00:05:45.000 --> 00:05:47.000]  他們在馬拉基的時代
[00:05:47.000 --> 00:05:49.000]  是神所特別興起的
[00:05:49.000 --> 00:05:54.000]  他們是神所特別尊重的一班人
[00:05:54.000 --> 00:05:57.000]  在馬拉基的時代
[00:05:57.000 --> 00:06:00.000]  他們為神作時代的見證人
[00:06:00.000 --> 00:06:06.000]  我們來思想這班當時的時代見證人
[00:06:06.000 --> 00:06:09.000]  他們究竟有什麼特徵
[00:06:09.000 --> 00:06:16.000]  馬拉基書的第三章
[00:06:16.000 --> 00:06:22.000]  第十六節至到第十八節
[00:06:22.000 --> 00:06:27.000]  我想大家特別來思想的是第十六節
[00:06:27.000 --> 00:06:28.000]  這裡說
[00:06:28.000 --> 00:06:41.000]  在這本聖經裏面
[00:06:41.000 --> 00:06:43.000]  我也想大家特別留意的
[00:06:43.000 --> 00:06:46.000]  就是這班時代的見證人
[00:06:46.000 --> 00:06:49.000]  他們有三個特點
[00:06:49.000 --> 00:06:50.000]  第一個特點就是說
[00:06:50.000 --> 00:06:54.000]  他們是一班敬畏耶和華的人
[00:06:54.000 --> 00:06:56.000]  第二個特點
[00:06:56.000 --> 00:07:01.000]  這裡說他們是知念神的名的人
[00:07:01.000 --> 00:07:02.000]  第三個特點
[00:07:02.000 --> 00:07:04.000]  也是今天我們特別在這個地方
[00:07:04.000 --> 00:07:05.000]  要和大家著重的
[00:07:05.000 --> 00:07:11.000]  就是他們一班彼此談論的人
[00:07:11.000 --> 00:07:14.000]  彼此談論
[00:07:14.000 --> 00:07:19.000]  當我們思想到馬拉基天師的時代
[00:07:19.000 --> 00:07:20.000]  是一個神的子民
[00:07:20.000 --> 00:07:21.000]  遠離神
[00:07:21.000 --> 00:07:28.000]  落在極度的屬靈低潮裏面的一個時代
[00:07:28.000 --> 00:07:32.000]  因此神是興起馬拉基這位的天師
[00:07:32.000 --> 00:07:34.000]  來將神的子民
[00:07:34.000 --> 00:07:38.000]  帶回到神的愛中來過生活
[00:07:38.000 --> 00:07:41.000]  這本書在舊約裏面
[00:07:41.000 --> 00:07:44.000]  是天師呼籲神的子民
[00:07:44.000 --> 00:07:47.000]  在一個屬靈的黑暗的情況裏面
[00:07:47.000 --> 00:07:48.000]  來迴旋
[00:07:48.000 --> 00:07:52.000]  回到神的愛中來過生活
[00:07:52.000 --> 00:07:56.000]  在這個普遍屬靈黑暗的時代裏面
[00:07:56.000 --> 00:07:58.000]  神特別為自己
[00:07:58.000 --> 00:08:01.000]  前流了一班時代的見證人
[00:08:01.000 --> 00:08:04.000]  就好像神在挪亞的時代
[00:08:04.000 --> 00:08:05.000]  興起挪亞的一家
[00:08:05.000 --> 00:08:08.000]  成為時代的見證人
[00:08:08.000 --> 00:08:10.000]  就像阿俠王的時代
[00:08:10.000 --> 00:08:12.000]  神在那個時代裏面
[00:08:12.000 --> 00:08:15.000]  來興起這個以利亞天師
[00:08:15.000 --> 00:08:17.000]  還有七千個人
[00:08:17.000 --> 00:08:21.000]  他們沒有向巴力屈膝
[00:08:21.000 --> 00:08:24.000]  弟兄姊妹在今天這個時代裏面
[00:08:24.000 --> 00:08:26.000]  我們都深深的相信
[00:08:26.000 --> 00:08:28.000]  神要在宣道會北角堂
[00:08:28.000 --> 00:08:30.000]  在其他的教會
[00:08:30.000 --> 00:08:31.000]  興起一班
[00:08:31.000 --> 00:08:32.000]  很時識的
[00:08:32.000 --> 00:08:36.000]  馬拉基時代的時代見證人
[00:08:36.000 --> 00:08:38.000]  而這班時代見證人
[00:08:38.000 --> 00:08:40.000]  是一班敬畏神的人
[00:08:40.000 --> 00:08:45.000]  是一班思念神的名的人
[00:08:45.000 --> 00:08:47.000]  這個敬畏和思念神的名
[00:08:47.000 --> 00:08:50.000]  好像很內在的
[00:08:50.000 --> 00:08:51.000]  唯一我們看見
[00:08:51.000 --> 00:08:53.000]  他們這班時代的見證人
[00:08:53.000 --> 00:08:56.000]  有那種行動的特點的
[00:08:56.000 --> 00:08:57.000]  就是我們剛才所說的
[00:08:57.000 --> 00:08:59.000]  他們彼此談論
[00:08:59.000 --> 00:09:00.000]  而這個彼此談論
[00:09:00.000 --> 00:09:02.000]  我們表面看來
[00:09:02.000 --> 00:09:04.000]  好像沒有什麼轟轟烈烈的事跡
[00:09:04.000 --> 00:09:06.000]  他們在那裏來慰神
[00:09:06.000 --> 00:09:09.000]  來做的
[00:09:09.000 --> 00:09:12.000]  但其實在這個彼此談論
[00:09:12.000 --> 00:09:14.000]  這個觀念裏面
[00:09:14.000 --> 00:09:16.000]  是包含了兩個很重要的
[00:09:16.000 --> 00:09:17.000]  新約的觀念
[00:09:17.000 --> 00:09:19.000]  這兩個新約的觀念
[00:09:19.000 --> 00:09:23.000]  就是在耶穌基督給過他的門徒
[00:09:23.000 --> 00:09:26.000]  亦都是給過歷世歷代教會
[00:09:26.000 --> 00:09:28.000]  兩個重要的使命
[00:09:28.000 --> 00:09:31.000]  第一個使命是內在的使命
[00:09:31.000 --> 00:09:33.000]  這個向內的使命
[00:09:33.000 --> 00:09:36.000]  就是耶穌在這個要汗福音13章
[00:09:36.000 --> 00:09:38.000]  對他的門徒說
[00:09:38.000 --> 00:09:40.000]  你們要彼此相愛
[00:09:40.000 --> 00:09:42.000]  當你們能夠彼此相愛的時候
[00:09:42.000 --> 00:09:45.000]  人們就能夠認出你是我的門徒
[00:09:45.000 --> 00:09:49.000]  耶穌給當日的門徒唯一的命令
[00:09:49.000 --> 00:09:51.000]  獨一的命令
[00:09:51.000 --> 00:09:54.000]  是一種建造在教會裏面
[00:09:54.000 --> 00:09:57.000]  建造美好愛的團體的生活
[00:09:57.000 --> 00:09:59.000]  那個的使命
[00:09:59.000 --> 00:10:03.000]  教會首先要懂得在裏面
[00:10:03.000 --> 00:10:06.000]  來遵行這個使命
[00:10:06.000 --> 00:10:09.000]  就是建立美好愛的團體的使命
[00:10:09.000 --> 00:10:12.000]  然後耶穌基督給過他的門徒
[00:10:12.000 --> 00:10:13.000]  第二個的使命
[00:10:13.000 --> 00:10:15.000]  就是這個潛福音
[00:10:15.000 --> 00:10:17.000]  潛福音的使命
[00:10:17.000 --> 00:10:19.000]  在《馬太福音》第28章
[00:10:19.000 --> 00:10:21.000]  大家都很熟悉的
[00:10:21.000 --> 00:10:23.000]  這個是對愛的使命
[00:10:23.000 --> 00:10:26.000]  教會首先要懂得怎樣建立
[00:10:26.000 --> 00:10:29.000]  在裏面那種愛的團體
[00:10:29.000 --> 00:10:31.000]  然後這一班時代的見證人
[00:10:31.000 --> 00:10:33.000]  能夠彼此的談論
[00:10:33.000 --> 00:10:35.000]  我們怎樣有行動的
[00:10:35.000 --> 00:10:37.000]  起來
[00:10:37.000 --> 00:10:39.000]  見證神的榮耀
[00:10:39.000 --> 00:10:43.000]  所以這個彼此的談論
[00:10:43.000 --> 00:10:45.000]  我們相信在馬拉基的時代
[00:10:45.000 --> 00:10:50.000]  是包括了這兩個的行動
[00:10:50.000 --> 00:10:52.000]  是一個愛的團體
[00:10:52.000 --> 00:10:53.000]  亦都是彼此的談論
[00:10:53.000 --> 00:10:56.000]  我們怎樣面對這個屬靈黑暗的時代
[00:10:56.000 --> 00:10:59.000]  我們要起來怎樣有所行動
[00:10:59.000 --> 00:11:02.000]  我們一同來思想彼此談論
[00:11:02.000 --> 00:11:05.000]  這個屬靈的觀念
[00:11:05.000 --> 00:11:08.000]  第一這個彼此的談論
[00:11:08.000 --> 00:11:11.000]  我們說是一種愛的團體
[00:11:11.000 --> 00:11:13.000]  愛的團體
[00:11:13.000 --> 00:11:20.000]  當神做人在這個世界上的時候
[00:11:20.000 --> 00:11:24.000]  祂造成人有兩種的本質
[00:11:24.000 --> 00:11:27.000]  一種是屬物質的本質
[00:11:27.000 --> 00:11:30.000]  就是神用泥土做人
[00:11:30.000 --> 00:11:33.000]  所以我們有屬地的
[00:11:33.000 --> 00:11:36.000]  屬物質的這種本性
[00:11:36.000 --> 00:11:39.000]  但神用泥土做人之後
[00:11:39.000 --> 00:11:41.000]  正經在《創世紀》第二章說
[00:11:41.000 --> 00:11:43.000]  我們聽神將祂的生氣
[00:11:43.000 --> 00:11:46.000]  推在這個用泥土所造的亞當裏面
[00:11:46.000 --> 00:11:49.000]  令到祂成為有靈的活人
[00:11:49.000 --> 00:11:52.000]  令祂成為一個活人
[00:11:52.000 --> 00:11:54.000]  所以人有另外一種本質
[00:11:54.000 --> 00:11:55.000]  就是屬靈的本質
[00:11:55.000 --> 00:11:58.000]  是同神那時來的
[00:11:58.000 --> 00:12:02.000]  而人這兩種的本質
[00:12:02.000 --> 00:12:07.000]  都需要在一種環境裏面來成長
[00:12:07.000 --> 00:12:10.000]  而這兩種的成長
[00:12:10.000 --> 00:12:12.000]  就是我們肉身
[00:12:12.000 --> 00:12:13.000]  肉體的生命
[00:12:13.000 --> 00:12:16.000]  和這個屬靈的生命的成長
[00:12:16.000 --> 00:12:19.000]  都需要兩個愛的前妻
[00:12:19.000 --> 00:12:22.000]  讓我們在其中來成長
[00:12:22.000 --> 00:12:25.000]  所以這個愛的前妻
[00:12:25.000 --> 00:12:27.000]  在這個肉體的生命來講
[00:12:27.000 --> 00:12:29.000]  就是神一開始的時候
[00:12:29.000 --> 00:12:33.000]  為我們預備這個婚姻家庭的制度
[00:12:33.000 --> 00:12:37.000]  叫人能夠在婚姻家庭的生活裏面
[00:12:37.000 --> 00:12:38.000]  一個環境裏面
[00:12:38.000 --> 00:12:40.000]  有愛的成長
[00:12:40.000 --> 00:12:44.000]  因為如果人沒有這個愛的環境的時候
[00:12:44.000 --> 00:12:46.000]  一個人不能夠
[00:12:46.000 --> 00:12:51.000]  這個肉體的生命正常的成長
[00:12:51.000 --> 00:12:54.000]  這個是歷世歷代的研究的人
[00:12:54.000 --> 00:12:57.000]  特別是近代的心理學家、科學家
[00:12:57.000 --> 00:12:59.000]  他們的研究的成果
[00:12:59.000 --> 00:13:01.000]  印證了聖經
[00:13:01.000 --> 00:13:03.000]  神所創造的秩序
[00:13:03.000 --> 00:13:05.000]  是非常正確的
[00:13:05.000 --> 00:13:08.000]  一定是正確的
[00:13:08.000 --> 00:13:10.000]  所以科學家在那裏不斷發現
[00:13:10.000 --> 00:13:12.000]  神創造的奇妙
[00:13:12.000 --> 00:13:14.000]  其中一種神創造的奇妙
[00:13:14.000 --> 00:13:16.000]  就是說神起初的時候
[00:13:16.000 --> 00:13:19.000]  為人類這個生命的成長的需要
[00:13:19.000 --> 00:13:21.000]  來預備這個家庭的制度
[00:13:21.000 --> 00:13:23.000]  讓我們能夠在一個溫暖
[00:13:23.000 --> 00:13:28.000]  充滿愛的家庭的團體裏面來成長
[00:13:28.000 --> 00:13:30.000]  你有沒有留意在創世紀第一章第二章
[00:13:30.000 --> 00:13:32.000]  講到神的創造的時候
[00:13:32.000 --> 00:13:34.000]  神每一個的創造
[00:13:34.000 --> 00:13:38.000]  神自己都認為是最好的
[00:13:38.000 --> 00:13:40.000]  不能夠再好的了
[00:13:40.000 --> 00:13:42.000]  第二章當神
[00:13:42.000 --> 00:13:45.000]  將這個阿當放在伊甸園裏面的時候
[00:13:45.000 --> 00:13:47.000]  聖經第一次講到
[00:13:47.000 --> 00:13:50.000]  神獨居是不好的
[00:13:50.000 --> 00:13:52.000]  人自己單獨一個人
[00:13:52.000 --> 00:13:54.000]  在那裏過生活
[00:13:54.000 --> 00:13:56.000]  神認為是不好的
[00:13:56.000 --> 00:13:57.000]  雖然在這個伊甸園裏面
[00:13:57.000 --> 00:13:58.000]  有其他的植物
[00:13:58.000 --> 00:14:00.000]  有其他的生物、動物
[00:14:00.000 --> 00:14:02.000]  和這個阿當在一起
[00:14:02.000 --> 00:14:05.000]  甚至乎神將這些動物
[00:14:05.000 --> 00:14:07.000]  帶到這個阿當的面前
[00:14:07.000 --> 00:14:10.000]  要他為每一個動物來安這個名字
[00:14:10.000 --> 00:14:15.000]  雖然這些動物能夠和阿當這麼接近
[00:14:15.000 --> 00:14:20.000]  但仍然這些動物不能夠真正給到他那種愛的團體
[00:14:20.000 --> 00:14:24.000]  因此在那次的聖經
[00:14:24.000 --> 00:14:30.000]  講到阿當為那些動物安好名字之後
[00:14:30.000 --> 00:14:31.000]  加上一句話
[00:14:31.000 --> 00:14:35.000]  「只是那人沒有遇見這個配偶幫助他」
[00:14:35.000 --> 00:14:40.000]  然後神為阿當來做這個下話
[00:14:40.000 --> 00:14:44.000]  這個就是婚姻制度和家庭制度的開始
[00:14:44.000 --> 00:14:48.000]  在這個世界上我們活著的時候
[00:14:48.000 --> 00:14:50.000]  我們是需要別人
[00:14:50.000 --> 00:14:52.000]  我們需要團體的生活
[00:14:52.000 --> 00:14:56.000]  沒有一個人可以在這個世界上活著
[00:14:56.000 --> 00:14:58.000]  而正常的成長
[00:14:58.000 --> 00:15:02.000]  而說他能夠和其他的人隔離
[00:15:02.000 --> 00:15:04.000]  他不需要別人的愛
[00:15:04.000 --> 00:15:11.000]  也不需要把愛撕出去
[00:15:11.000 --> 00:15:13.000]  我們很清楚地看見
[00:15:13.000 --> 00:15:16.000]  人生活在這個世界上
[00:15:16.000 --> 00:15:19.000]  是很需要在一個愛的環境裏面
[00:15:19.000 --> 00:15:22.000]  有彼此之間的那種相愛
[00:15:22.000 --> 00:15:25.000]  讓我們能夠正常地成長
[00:15:25.000 --> 00:15:27.000]  他們研究過一些棄嬰
[00:15:27.000 --> 00:15:28.000]  在棄嬰收留所那裏
[00:15:28.000 --> 00:15:30.000]  因為沒有父母的愛
[00:15:30.000 --> 00:15:35.000]  雖然其他各方面的供應都很充足
[00:15:35.000 --> 00:15:38.000]  但他們的成長是不正常的
[00:15:38.000 --> 00:15:44.000]  今天有很多破碎的家庭成長的兒童
[00:15:44.000 --> 00:15:46.000]  如果不是神發明的因典
[00:15:46.000 --> 00:15:51.000]  很多時候很容易他們的成長是有問題的
[00:15:51.000 --> 00:15:55.000]  甚至乎現在很流行的所謂同性戀
[00:15:55.000 --> 00:15:57.000]  根據專家的研究
[00:15:57.000 --> 00:15:59.000]  都是在一個不正常的家庭環境裏面
[00:15:59.000 --> 00:16:09.000]  很容易產生一個這樣的小孩出來
[00:16:09.000 --> 00:16:11.000]  但自從人類墮落犯罪之後
[00:16:11.000 --> 00:16:16.000]  我們看見人有很多疏離的關係
[00:16:16.000 --> 00:16:18.000]  特別是在家庭的環境裏面
[00:16:18.000 --> 00:16:20.000]  有很多的疏離
[00:16:20.000 --> 00:16:22.000]  很多的分割
[00:16:22.000 --> 00:16:25.000]  人際關係崩潰
[00:16:25.000 --> 00:16:28.000]  帶來我們在家庭裏面很多的破碎
[00:16:28.000 --> 00:16:30.000]  很多的痛苦
[00:16:30.000 --> 00:16:35.000]  這個是肉體生命我們需要的愛的前提
[00:16:35.000 --> 00:16:37.000]  而在屬靈的生命
[00:16:37.000 --> 00:16:40.000]  我們更加需要愛的前提
[00:16:40.000 --> 00:16:42.000]  因此當我們重生得救之後
[00:16:42.000 --> 00:16:45.000]  神是放我們在教會裏面
[00:16:45.000 --> 00:16:47.000]  這個教會聖經說是基督的分體
[00:16:47.000 --> 00:16:49.000]  我們互相為肢體
[00:16:49.000 --> 00:16:54.000]  我們互相的建立彼此的相愛
[00:16:54.000 --> 00:16:57.000]  所以我們需要有集體的敬拜
[00:16:57.000 --> 00:16:59.000]  我們需要在教會裏面除了敬拜之外
[00:16:59.000 --> 00:17:03.000]  我們要有團契
[00:17:03.000 --> 00:17:05.000]  耶穌基督說
[00:17:05.000 --> 00:17:07.000]  一個生命的建立
[00:17:07.000 --> 00:17:09.000]  好像建造一個房子一樣
[00:17:09.000 --> 00:17:11.000]  如果生命的建立
[00:17:11.000 --> 00:17:13.000]  是好像建造房子一樣
[00:17:13.000 --> 00:17:15.000]  我們相信神為我們屬靈的生命
[00:17:15.000 --> 00:17:18.000]  預備了三條很重要的支柱
[00:17:18.000 --> 00:17:21.000]  第一條屬靈生命成長的支柱
[00:17:21.000 --> 00:17:23.000]  就是我們個人的靈魂
[00:17:23.000 --> 00:17:25.000]  每天要讀聖經
[00:17:25.000 --> 00:17:26.000]  祈禱、分禁佛
[00:17:26.000 --> 00:17:29.000]  在神面前默想
[00:17:29.000 --> 00:17:33.000]  在神面前個人的敬拜
[00:17:33.000 --> 00:17:37.000]  這個是我們屬靈生命成長很重要的支柱
[00:17:37.000 --> 00:17:41.000]  我們也需要回到教會來一同崇拜
[00:17:41.000 --> 00:17:46.000]  崇拜是我們屬靈生命成長的第二條支柱
[00:17:46.000 --> 00:17:49.000]  還有一條重要的支柱
[00:17:49.000 --> 00:17:51.000]  就是這個團契的生活
[00:17:51.000 --> 00:17:53.000]  兄弟姐妹如果你有個人的靈魂
[00:17:53.000 --> 00:17:57.000]  如果你有每個星期天回來這裡的崇拜
[00:17:57.000 --> 00:17:59.000]  都是不足夠的
[00:17:59.000 --> 00:18:03.000]  你還需要加入在教會的團契生活
[00:18:03.000 --> 00:18:05.000]  我相信在天道會、北教堂
[00:18:05.000 --> 00:18:08.000]  一定有適合你的團契的組織
[00:18:08.000 --> 00:18:11.000]  你能夠參與的
[00:18:11.000 --> 00:18:17.000]  師班、主日學、團契、抗禮的團契
[00:18:17.000 --> 00:18:20.000]  婦女會、星期四晚的祈禱會
[00:18:20.000 --> 00:18:25.000]  這些都是一些團契的教會的組織和活動
[00:18:25.000 --> 00:18:28.000]  兄弟姐妹我們除了來參加崇拜之外
[00:18:28.000 --> 00:18:32.000]  我們還需要投入教會那種團契的生活裏面
[00:18:32.000 --> 00:18:39.000]  我記得我讀中學的時候
[00:18:39.000 --> 00:18:42.000]  有一個時期有屬靈的驕傲
[00:18:42.000 --> 00:18:44.000]  因為我回到團契
[00:18:44.000 --> 00:18:46.000]  我覺得周圍的人都不屬靈
[00:18:46.000 --> 00:18:48.000]  如果我回來教會
[00:18:48.000 --> 00:18:50.000]  跟這些不屬靈的人在一起
[00:18:50.000 --> 00:18:52.000]  用什麼來令到我都不屬靈
[00:18:52.000 --> 00:18:54.000]  所以我時時想
[00:18:54.000 --> 00:18:56.000]  不如我自己躲在家裏
[00:18:56.000 --> 00:18:58.000]  我自己讀聖經、我祈禱
[00:18:58.000 --> 00:19:00.000]  讀一些屬靈的知識
[00:19:00.000 --> 00:19:02.000]  是一種自鳴清高
[00:19:02.000 --> 00:19:05.000]  以為這樣是一種潔身自愛
[00:19:05.000 --> 00:19:07.000]  但是神保守我
[00:19:07.000 --> 00:19:09.000]  叫我終於沒有離開教會
[00:19:09.000 --> 00:19:10.000]  沒有離開團契
[00:19:10.000 --> 00:19:13.000]  後來我屬靈生命成長之後
[00:19:13.000 --> 00:19:15.000]  越來越發覺那段時期的思想
[00:19:15.000 --> 00:19:17.000]  是非常非常的錯誤
[00:19:17.000 --> 00:19:19.000]  後來我發覺原來
[00:19:19.000 --> 00:19:20.000]  其他很多的年青人
[00:19:20.000 --> 00:19:22.000]  都有我當時一樣的思想
[00:19:22.000 --> 00:19:25.000]  我記得大概是
[00:19:25.000 --> 00:19:27.000]  一兩個星期前
[00:19:27.000 --> 00:19:29.000]  有一個團契請我去
[00:19:29.000 --> 00:19:31.000]  有問題的解答的一個聚會
[00:19:31.000 --> 00:19:33.000]  其中有一條問題就是說
[00:19:33.000 --> 00:19:36.000]  基督徒可不可以成為一個獨行俠
[00:19:36.000 --> 00:19:39.000]  我一看到這個題目的時候
[00:19:39.000 --> 00:19:40.000]  我就思想到這個年青人
[00:19:40.000 --> 00:19:41.000]  問這個問題的時候
[00:19:41.000 --> 00:19:43.000]  一定是好像我昔日
[00:19:43.000 --> 00:19:45.000]  讀中學有一個時期
[00:19:45.000 --> 00:19:47.000]  這樣的心態
[00:19:47.000 --> 00:19:50.000]  要做一個屬靈的獨行俠
[00:19:50.000 --> 00:19:52.000]  這個不可能的
[00:19:52.000 --> 00:19:54.000]  你是怎樣一個超級的聖人
[00:19:54.000 --> 00:19:58.000]  都不可能成為一個愛神
[00:19:58.000 --> 00:20:00.000]  一個很屬靈的人
[00:20:00.000 --> 00:20:02.000]  是單獨一個人
[00:20:02.000 --> 00:20:05.000]  這樣來成為一個屬靈人
[00:20:05.000 --> 00:20:06.000]  不可能的
[00:20:06.000 --> 00:20:10.000]  我們看我們的生
[00:20:10.000 --> 00:20:12.000]  他都需要愛的團契
[00:20:13.000 --> 00:20:15.000]  因此我們的神是三位一體的神
[00:20:15.000 --> 00:20:17.000]  在永恆的裏面
[00:20:17.000 --> 00:20:19.000]  父愛子 子愛父
[00:20:19.000 --> 00:20:22.000]  父子愛聖靈 聖靈愛父又愛子
[00:20:22.000 --> 00:20:23.000]  三位一體的神
[00:20:23.000 --> 00:20:26.000]  他們有永恆那種愛的團契
[00:20:26.000 --> 00:20:28.000]  當我們的主耶穌基督
[00:20:28.000 --> 00:20:30.000]  這位完善的神 完善的人
[00:20:30.000 --> 00:20:33.000]  道成肉身來到世界上的時候
[00:20:33.000 --> 00:20:36.000]  他都需要有這個愛的團契
[00:20:36.000 --> 00:20:38.000]  在《脈喉福音》第三章是說到
[00:20:38.000 --> 00:20:41.000]  耶穌基督選擇12個門徒
