
[00:00:00.000 --> 00:00:02.000]  在聖經哥倫多的前書
[00:02:21.080 --> 00:02:22.240]  要記憶
[00:02:22.440 --> 00:02:25.120]  基督總是神的能力
[00:02:25.120 --> 00:02:27.600]  不因為依靠人的智慧
[00:02:27.600 --> 00:02:29.360]  以致我們減輕了
[00:02:29.360 --> 00:02:32.040]  或消滅了神的能力
[00:02:32.040 --> 00:02:35.040]  這正是我們今天要思想的重要題目
[00:02:35.040 --> 00:02:36.680]  大家一起看看聖經
[00:02:36.680 --> 00:02:39.160]  在聖經第一章第十八節
[00:02:39.160 --> 00:02:40.520]  一路開始的時候
[00:02:40.520 --> 00:02:42.120]  聖經提及神的大能
[00:02:42.120 --> 00:02:45.760]  在所謂愚笨的道理當中顯明出來
[00:02:45.760 --> 00:02:46.960]  十八節
[00:02:46.960 --> 00:02:48.920]  我們看新譯本
[00:02:48.920 --> 00:02:51.320]  因為十字架的道理
[00:02:51.400 --> 00:02:53.640]  對走向滅亡的人來說
[00:02:53.640 --> 00:02:55.200]  是愚笨的
[00:02:55.200 --> 00:02:57.920]  但對我們這些得救的人
[00:02:57.920 --> 00:03:00.240]  卻是神的大能
[00:03:00.240 --> 00:03:04.560]  對於那些走向滅亡的人
[00:03:04.560 --> 00:03:07.160]  不願意接受主耶穌救恩的人
[00:03:07.160 --> 00:03:09.600]  十字架的道理是愚笨的
[00:03:09.600 --> 00:03:12.920]  但對於那些已經蒙恩得救的人
[00:03:12.920 --> 00:03:16.520]  十字架的道理卻是神的大能
[00:03:16.520 --> 00:03:20.120]  如果大家留心聖經前面的第十七節
[00:03:20.720 --> 00:03:22.760]  本來就強調祂傳福音
[00:03:22.760 --> 00:03:25.480]  不是靠智慧的言語去傳
[00:03:25.480 --> 00:03:26.680]  不是靠自己
[00:03:26.680 --> 00:03:31.000]  免得多少個十字架失去了效力
[00:03:31.000 --> 00:03:32.800]  因為祂清楚知道
[00:03:32.800 --> 00:03:35.080]  何時祂依靠自己的智慧
[00:03:35.080 --> 00:03:39.280]  抵消了或者否定了
[00:03:39.280 --> 00:03:42.040]  神自己十字架的能力
[00:03:42.040 --> 00:03:44.000]  因此祂不願意
[00:03:44.000 --> 00:03:46.280]  祂拒絕去依靠自己的智慧
[00:03:46.280 --> 00:03:49.160]  以至祂的能力可以彰顯出來
[00:03:50.000 --> 00:03:51.480]  當祂說到這裡的時候
[00:03:51.480 --> 00:03:53.720]  祂馬上想起十字架的道理
[00:03:53.720 --> 00:03:55.400]  很多人當是愚拙的
[00:03:55.400 --> 00:03:58.440]  但無論如何對於那些信主的人
[00:03:58.440 --> 00:04:00.400]  他們深刻經驗到
[00:04:00.400 --> 00:04:04.840]  十字架就是神的大能
[00:04:04.840 --> 00:04:07.280]  我記得有一次去到外國
[00:04:07.280 --> 00:04:10.200]  一個大型的聚會
[00:04:10.200 --> 00:04:14.200]  當中有一位弟兄來分享見證
[00:04:14.200 --> 00:04:17.200]  這位弟兄是阿富汗來的一位教徒
[00:04:17.200 --> 00:04:19.560]  當他站上台的時候
[00:04:19.960 --> 00:04:22.880]  是一個很中年
[00:04:22.880 --> 00:04:26.320]  但充滿著一種動力的一位弟兄
[00:04:26.320 --> 00:04:28.800]  他講述他自己信主的經過
[00:04:28.800 --> 00:04:32.160]  然後他告訴我們他以前的歷史
[00:04:32.160 --> 00:04:34.320]  放一些影片出來
[00:04:34.320 --> 00:04:36.120]  我們一看見影片上
[00:04:36.120 --> 00:04:38.960]  有阿富汗的游擊隊領袖
[00:04:38.960 --> 00:04:42.360]  這個人全面的黑鬍子
[00:04:42.360 --> 00:04:44.800]  一身武裝的打扮
[00:04:44.800 --> 00:04:46.800]  帶著一大隊的游擊隊員
[00:04:46.800 --> 00:04:48.520]  在叢林裡面打仗
[00:04:49.440 --> 00:04:50.880]  然後弟兄告訴我們
[00:04:50.880 --> 00:04:52.560]  你認不認識這個人
[00:04:52.560 --> 00:04:55.400]  你們認識的就是我了
[00:04:55.400 --> 00:04:58.840]  我一看的時候發現完全不像樣
[00:04:58.840 --> 00:05:00.960]  這位弟兄
[00:05:00.960 --> 00:05:03.760]  他以前是做游擊隊的隊長
[00:05:03.760 --> 00:05:07.280]  到處去打政府軍
[00:05:07.280 --> 00:05:09.120]  然後拍了一張照片
[00:05:09.120 --> 00:05:10.720]  拍到他自己的家庭
[00:05:10.720 --> 00:05:12.640]  太太兩個女兒
[00:05:12.640 --> 00:05:16.000]  但還是被一些黑的布蒙住
[00:05:16.000 --> 00:05:18.160]  好像很受煩的情況
[00:05:18.680 --> 00:05:20.400]  然後再拍鏡頭的時候
[00:05:20.400 --> 00:05:21.880]  拍到他們一家人
[00:05:21.880 --> 00:05:23.240]  穿著普通的衣服
[00:05:23.240 --> 00:05:25.040]  但露出他們的面容
[00:05:25.040 --> 00:05:28.280]  全家人都是很歡喜快樂地笑
[00:05:28.280 --> 00:05:30.760]  這位弟兄說
[00:05:30.760 --> 00:05:32.560]  當我信耶穌之後
[00:05:32.560 --> 00:05:36.040]  我開始明白甚麼叫做寬恕
[00:05:36.040 --> 00:05:37.760]  信耶穌之後
[00:05:37.760 --> 00:05:41.040]  我開始體會到沒有仇恨是多快樂的事情
[00:05:41.040 --> 00:05:43.240]  他又說我信耶穌之後
[00:05:43.240 --> 00:05:45.520]  我學會尊重我太太
[00:05:45.520 --> 00:05:47.640]  以至我的家庭也快樂
[00:05:48.640 --> 00:05:49.760]  當我一看的時候
[00:05:49.760 --> 00:05:51.320]  我心裡很感謝神
[00:05:51.320 --> 00:05:54.040]  福音本是神的大能
[00:05:54.040 --> 00:05:57.040]  讓生命得到奇妙的改變
[00:05:57.040 --> 00:05:58.280]  各位弟兄姊妹
[00:05:58.280 --> 00:06:00.160]  不單止是你信主那一刻
[00:06:00.160 --> 00:06:01.520]  你經歷神的大能
[00:06:01.520 --> 00:06:05.240]  其實今天這個大能仍然在你身上
[00:06:05.240 --> 00:06:08.120]  仍然可以不斷地更新你的生命
[00:06:08.120 --> 00:06:11.760]  仍然可以讓你不斷地經歷豐盛的人生
[00:06:11.760 --> 00:06:14.040]  所以你記得聖經所說
[00:06:14.200 --> 00:06:17.520]  對於我們這些得救的人
[00:06:17.520 --> 00:06:21.800]  十字架的道理卻是神的大能
[00:06:21.800 --> 00:06:26.000]  當然聖經再說到人是不明白這件事情的
[00:06:26.000 --> 00:06:27.600]  二十一節我們先看
[00:06:27.600 --> 00:06:30.840]  因為在神的智慧裡
[00:06:30.840 --> 00:06:32.880]  世人憑著自己的智慧
[00:06:32.880 --> 00:06:34.880]  既然不能認識神
[00:06:34.880 --> 00:06:38.640]  神在樂意藉著所傳的愚笨的道理
[00:06:38.640 --> 00:06:41.120]  去拯救那些信的人
[00:06:41.120 --> 00:06:43.440]  你小心去讀這些聖經
[00:06:43.560 --> 00:06:46.720]  你會發覺裡面充滿著很奇妙的真理
[00:06:46.720 --> 00:06:48.760]  聖經說
[00:06:48.760 --> 00:06:50.680]  在神的智慧裡
[00:06:50.680 --> 00:06:52.200]  祂很清楚明白
[00:06:52.200 --> 00:06:56.160]  世人憑著自己是不能認識神的
[00:06:56.160 --> 00:07:00.120]  沒錯 有些可以聰明絕頂的人
[00:07:00.120 --> 00:07:03.040]  有些睿智的智士
[00:07:03.040 --> 00:07:05.800]  但是他們都不能憑著自己的智慧
[00:07:05.800 --> 00:07:07.280]  可以認識神
[00:07:07.280 --> 00:07:09.920]  神清楚知道這一點
[00:07:09.960 --> 00:07:14.960]  因此不在乎人有沒有智慧或愚拙
[00:07:14.960 --> 00:07:18.080]  而是用一些人以為愚拙的道理
[00:07:18.080 --> 00:07:20.400]  去拯救相信的人
[00:07:20.400 --> 00:07:22.520]  我有一次逛街
[00:07:22.520 --> 00:07:23.840]  經過一間店舖
[00:07:23.840 --> 00:07:25.720]  很多鳥聲傳出來
[00:07:25.720 --> 00:07:27.680]  我有一次很好奇
[00:07:27.680 --> 00:07:28.880]  就進去看一看
[00:07:28.880 --> 00:07:31.560]  我發覺那間店舖原來是賣鸚鵡的
[00:07:31.560 --> 00:07:34.960]  全店舖賣很多隻鸚鵡
[00:07:34.960 --> 00:07:36.800]  怪不得那麼嘈吵
[00:07:36.800 --> 00:07:39.040]  大家知道鸚鵡的聲音很大聲
[00:07:39.920 --> 00:07:40.680]  我進去看的時候
[00:07:40.680 --> 00:07:42.520]  發覺那些鸚鵡都很貴
[00:07:42.520 --> 00:07:44.240]  你知道一隻鸚鵡多少錢嗎?
[00:07:44.240 --> 00:07:47.160]  幾千元、過萬元都有
[00:07:47.160 --> 00:07:50.480]  但發覺那些鸚鵡不斷叫的時候
[00:07:50.480 --> 00:07:52.920]  對不起我用叫的字
[00:07:52.920 --> 00:07:56.320]  其中一些鸚鵡真的可以說話
[00:07:56.320 --> 00:07:58.680]  他們可以跟著人
[00:07:58.680 --> 00:08:00.640]  模仿人來說一些話
[00:08:00.640 --> 00:08:02.600]  我相信最聰明的鸚鵡
[00:08:02.600 --> 00:08:04.440]  可以說出幾句人的說話
[00:08:04.440 --> 00:08:06.120]  但無論如何
[00:08:06.120 --> 00:08:08.600]  你知道它多聰明也好
[00:08:08.800 --> 00:08:10.400]  它不可以跟你聊天
[00:08:10.400 --> 00:08:13.120]  它不會明白你的感受
[00:08:13.120 --> 00:08:15.040]  因為它是鸚鵡
[00:08:15.040 --> 00:08:17.760]  它不能夠去到你的層面
[00:08:17.760 --> 00:08:19.160]  能夠明白你
[00:08:19.160 --> 00:08:22.000]  所有熟世上的人
[00:08:22.000 --> 00:08:23.200]  縱使多麼聰明
[00:08:23.200 --> 00:08:26.280]  不能夠憑自己的智慧去認識神
[00:08:26.280 --> 00:08:29.520]  因此神就樂而
[00:08:29.520 --> 00:08:32.160]  祂喜歡用一種方法
[00:08:32.160 --> 00:08:33.760]  這種方法是什麼呢?
[00:08:33.760 --> 00:08:35.560]  待會我會先揭開聖經前面
[00:08:35.560 --> 00:08:37.320]  盧家福音第十章
[00:08:37.320 --> 00:08:40.480]  講到主耶穌差遣七十個人出去傳道
[00:08:40.480 --> 00:08:43.080]  然後跟著他們回來的時候
[00:08:43.080 --> 00:08:45.680]  他們就很快樂
[00:08:45.680 --> 00:08:48.200]  因為看到撒旦被趕出去
[00:08:48.200 --> 00:08:49.800]  很多的病人得治
[00:08:49.800 --> 00:08:51.400]  人生命的改變
[00:08:51.400 --> 00:08:53.640]  然後十章的二十一節
[00:08:53.640 --> 00:08:57.640]  第十章第二十一節和合本
[00:08:57.640 --> 00:08:59.240]  主耶穌就這樣說
[00:08:59.240 --> 00:09:01.360]  「我和你們一起去傳道」
[00:09:01.360 --> 00:09:03.280]  「我們會和你們一起去傳道」
[00:09:03.280 --> 00:09:05.120]  「我們會和你們一起去傳道」
[00:09:05.120 --> 00:09:07.120]  「我們會和你們一起去傳道」
[00:09:07.120 --> 00:09:08.960]  「我們會和你們一起去傳道」
[00:09:08.960 --> 00:09:10.960]  「我們會和你們一起去傳道」
[00:09:10.960 --> 00:09:12.960]  「我們會和你們一起去傳道」
[00:09:12.960 --> 00:09:14.960]  「我們會和你們一起去傳道」
[00:09:14.960 --> 00:09:16.960]  「我們會和你們一起去傳道」
[00:09:16.960 --> 00:09:18.960]  「我們會和你們一起去傳道」
[00:09:18.960 --> 00:09:20.960]  「我們會和你們一起去傳道」
[00:09:20.960 --> 00:09:22.960]  「我們會和你們一起去傳道」
[00:09:22.960 --> 00:09:24.960]  「我們會和你們一起去傳道」
[00:09:24.960 --> 00:09:26.960]  「我們會和你們一起去傳道」
[00:09:26.960 --> 00:09:28.960]  「我們會和你們一起去傳道」
[00:09:28.960 --> 00:09:30.960]  「我們會和你們一起去傳道」
[00:09:30.960 --> 00:09:32.960]  「我們會和你們一起去傳道」
[00:09:32.960 --> 00:09:34.960]  「我們會和你們一起去傳道」
[00:09:34.960 --> 00:09:37.960]  就是讓那些謙虛尋求神的人
[00:09:37.960 --> 00:09:40.960]  能夠明白屬靈的真理
[00:09:40.960 --> 00:09:42.960]  但那些自以為是
[00:09:42.960 --> 00:09:44.960]  那些聖經所說
[00:09:44.960 --> 00:09:47.960]  聰明通達的人
[00:09:47.960 --> 00:09:49.960]  就是隱藏起來的
[00:09:49.960 --> 00:09:51.960]  因此聖經明白
[00:09:51.960 --> 00:09:52.960]  甚麼方式
[00:09:52.960 --> 00:09:54.960]  人才能夠真正明白
[00:09:54.960 --> 00:09:55.960]  這個偉大的救恩
[00:09:55.960 --> 00:09:57.960]  我們回到哥倫多前書
[00:10:03.960 --> 00:10:05.960]  剛才二十一節所說
[00:10:05.960 --> 00:10:08.960]  神就樂意藉著所傳的
[00:10:08.960 --> 00:10:10.960]  所謂愚笨的道理
[00:10:10.960 --> 00:10:13.960]  去拯救那些信的人
[00:10:13.960 --> 00:10:15.960]  這是最重要的
[00:10:15.960 --> 00:10:18.960]  那種相信也表示人那種謙卑
[00:10:18.960 --> 00:10:21.960]  願意接受自己的不足而去相信
[00:10:21.960 --> 00:10:22.960]  因此聖經說
[00:10:22.960 --> 00:10:25.960]  人因此領受神的能力
[00:10:25.960 --> 00:10:26.960]  我們再看下面
[00:10:26.960 --> 00:10:29.960]  提到猶太人要求神職
[00:10:29.960 --> 00:10:31.960]  希臘人要求智慧
[00:10:31.960 --> 00:10:34.960]  聖經提到猶太人很實際
[00:10:34.960 --> 00:10:37.960]  他們要具體地看到神職
[00:10:37.960 --> 00:10:39.960]  將石頭變成麵包就相信了
[00:10:39.960 --> 00:10:42.960]  但他們看到十字架的道理
[00:10:42.960 --> 00:10:44.960]  就覺得是半腳石
[00:10:44.960 --> 00:10:48.960]  是接受不到這個所謂的神職
[00:10:48.960 --> 00:10:52.960]  是一些讓他們覺得羞愧的記號
[00:10:52.960 --> 00:10:54.960]  十字架上的神職
[00:10:54.960 --> 00:10:56.960]  是他們接受不到
[00:10:56.960 --> 00:10:59.960]  然後希臘人要求的是智慧
[00:10:59.960 --> 00:11:03.960]  希臘人他們很推崇那些哲理
[00:11:03.960 --> 00:11:08.960]  因此當中的哲人就被人高地捧起來
[00:11:08.960 --> 00:11:11.960]  但他們看到十字架這個道理
[00:11:11.960 --> 00:11:13.960]  在他們看來是愚笨的
[00:11:13.960 --> 00:11:15.960]  是沒有價值的
[00:11:15.960 --> 00:11:16.960]  因此聖經再繼續說
[00:11:16.960 --> 00:11:19.960]  在下面第二十四節
[00:11:19.960 --> 00:11:21.960]  但對於那些夢照的人
[00:11:21.960 --> 00:11:23.960]  不論是猶太人或是希臘人
[00:11:23.960 --> 00:11:26.960]  基督是神的能力
[00:11:26.960 --> 00:11:28.960]  神的智慧
[00:11:28.960 --> 00:11:31.960]  基督就是神的能力
[00:11:31.960 --> 00:11:33.960]  人領受耶穌基督
[00:11:33.960 --> 00:11:35.960]  就領受基督的能力
[00:11:35.960 --> 00:11:37.960]  人繼續去信靠祂
[00:11:37.960 --> 00:11:39.960]  就不斷經歷祂的能力
[00:11:39.960 --> 00:11:42.960]  在我們生命當中出現
[00:11:42.960 --> 00:11:43.960]  這個能力引發而來的
[00:11:43.960 --> 00:11:46.960]  就是神的智慧
[00:11:46.960 --> 00:11:47.960]  各位弟兄姊妹
[00:11:47.960 --> 00:11:48.960]  聖經說智慧的時候
[00:11:48.960 --> 00:11:50.960]  不是說你有多少智慧
[00:11:50.960 --> 00:11:53.960]  智慧二百爆棚
[00:11:53.960 --> 00:11:54.960]  不是
[00:11:54.960 --> 00:11:55.960]  聖經所說的智慧
[00:11:55.960 --> 00:11:59.960]  是一種能夠分辨善惡的智慧
[00:11:59.960 --> 00:12:01.960]  能夠知道什麼是光明
[00:12:01.960 --> 00:12:02.960]  什麼是黑暗
[00:12:02.960 --> 00:12:05.960]  而能夠行在光明當中
[00:12:05.960 --> 00:12:07.960]  這是聖經所說的智慧
[00:12:07.960 --> 00:12:11.960]  智慧的人是知道遠避邪惡的
[00:12:11.960 --> 00:12:14.960]  因此領受耶穌基督的能力的人
[00:12:14.960 --> 00:12:17.960]  他們能夠知道什麼是光明的路
[00:12:17.960 --> 00:12:18.960]  就行在當中
[00:12:18.960 --> 00:12:21.960]  這是他們的智慧
[00:12:21.960 --> 00:12:22.960]  耶穌基督就這樣說
[00:12:22.960 --> 00:12:26.960]  當我們以基督耶穌為神的能力
[00:12:26.960 --> 00:12:30.960]  就因此領受神給我們的智慧
[00:12:30.960 --> 00:12:31.960]  我們再看下面的經文
[00:12:31.960 --> 00:12:33.960]  在接下來的二十六節
[00:12:33.960 --> 00:12:34.960]  到三十一節
[00:12:34.960 --> 00:12:36.960]  聖經就開始說到
[00:12:36.960 --> 00:12:39.960]  神是要廢棄那些自誇的人
[00:12:39.960 --> 00:12:41.960]  那些自以為是的人
[00:12:41.960 --> 00:12:43.960]  讓他們不能夠得到
[00:12:43.960 --> 00:12:45.960]  神要給他們的恩惠
[00:12:45.960 --> 00:12:48.960]  在聖經的二十六節這樣說
[00:12:48.960 --> 00:12:50.960]  弟兄們你們想想
[00:12:50.960 --> 00:12:52.960]  你們這些蒙召的
[00:12:52.960 --> 00:12:54.960]  按人來看有智慧的不多
[00:12:54.960 --> 00:12:56.960]  有權勢的不多
[00:12:56.960 --> 00:12:59.960]  出身尊貴的也不多
[00:12:59.960 --> 00:13:02.960]  神似乎特別是挑選那些
[00:13:02.960 --> 00:13:06.960]  微小的、軟弱的、沒有地位的人
[00:13:06.960 --> 00:13:08.960]  或者你說
[00:13:08.960 --> 00:13:10.960]  我在社會上也算有些地位
[00:13:10.960 --> 00:13:12.960]  不過我信了耶穌
[00:13:12.960 --> 00:13:15.960]  如果你真的有這樣的情況
[00:13:15.960 --> 00:13:16.960]  你記得兩方面
[00:13:16.960 --> 00:13:17.960]  第一方面
[00:13:17.960 --> 00:13:19.960]  如果你在地上是有地位的
[00:13:19.960 --> 00:13:20.960]  或者你是高官
[00:13:20.960 --> 00:13:23.960]  或者你很有財富、很有地位
[00:13:23.960 --> 00:13:25.960]  而因為你信耶穌
[00:13:25.960 --> 00:13:27.960]  世界上仍然有很多人
[00:13:27.960 --> 00:13:29.960]  會認為你很愚蠢
[00:13:29.960 --> 00:13:33.960]  因為你接受了一個很愚蠢的道理
[00:13:33.960 --> 00:13:34.960]  另一方面
[00:13:34.960 --> 00:13:37.960]  當你有一些地位
[00:13:37.960 --> 00:13:39.960]  而你能夠信耶穌的時候
[00:13:39.960 --> 00:13:41.960]  你更加要感謝神
[00:13:41.960 --> 00:13:45.960]  因為連你也可以信靠耶穌
[00:13:45.960 --> 00:13:47.960]  但在基督主耶穌怎樣說
[00:13:47.960 --> 00:13:49.960]  一個比喻就是
[00:13:49.960 --> 00:13:51.960]  「樂陀盡針眼」
[00:13:51.960 --> 00:13:53.960]  是說哪些人呢?
[00:13:53.960 --> 00:13:54.960]  那些財主
[00:13:54.960 --> 00:13:56.960]  主耶穌說財主能夠進天國
[00:13:56.960 --> 00:14:01.960]  比樂陀盡針眼更加艱難
[00:14:01.960 --> 00:14:02.960]  當時的門徒就說
[00:14:02.960 --> 00:14:05.960]  那誰能夠進天國呢?
[00:14:05.960 --> 00:14:07.960]  財主進天國很艱難
[00:14:07.960 --> 00:14:10.960]  那怎樣能夠進天國呢?
[00:14:10.960 --> 00:14:12.960]  主耶穌就說
[00:14:12.960 --> 00:14:18.960]  「在人不能在神凡事都能」
[00:14:18.960 --> 00:14:19.960]  沒錯
[00:14:19.960 --> 00:14:23.960]  有些人自恃自己的地位財富
[00:14:23.960 --> 00:14:28.960]  但神的感動幫助他們轉向神
[00:14:28.960 --> 00:14:29.960]  因此如果你是有地位
[00:14:29.960 --> 00:14:30.960]  有身份的人
[00:14:30.960 --> 00:14:31.960]  你信了耶穌
[00:14:31.960 --> 00:14:33.960]  你更加要去感謝神
[00:14:33.960 --> 00:14:37.960]  更加要去為你能夠領受神給你的救恩
[00:14:37.960 --> 00:14:40.960]  去讚美祂、感謝祂
[00:14:40.960 --> 00:14:41.960]  你再看的時候
[00:14:41.960 --> 00:14:42.960]  聖經在下面再說
[00:14:42.960 --> 00:14:43.960]  二十七節
[00:14:43.960 --> 00:14:47.960]  「但是神卻揀選了世上愚笨的
[00:14:47.960 --> 00:14:49.960]  使那些有智慧的羞愧
[00:14:49.960 --> 00:14:52.960]  他也揀選了世上軟弱的
[00:14:52.960 --> 00:14:55.960]  使那些剛強的羞愧
[00:14:55.960 --> 00:14:59.960]  他也揀選了世上卑賤的
[00:14:59.960 --> 00:15:00.960]  或被人輕視的
[00:15:00.960 --> 00:15:02.960]  以及算不得什麼的
[00:15:02.960 --> 00:15:07.960]  為了要廢棄那些自以為是的」
[00:15:07.960 --> 00:15:13.960]  很多在世上是很有地位身份的人
[00:15:13.960 --> 00:15:15.960]  但他們察覺自己的生命
[00:15:15.960 --> 00:15:18.960]  很多時候不受他們控制
[00:15:18.960 --> 00:15:20.960]  很多時候陷入很多的罪裡面
[00:15:20.960 --> 00:15:22.960]  自己不能夠翻身
[00:15:22.960 --> 00:15:25.960]  我認識一些專業的人士
[00:15:25.960 --> 00:15:27.960]  糾纏在很多婚姻問題上
[00:15:27.960 --> 00:15:32.960]  但自己完全沒有能力脫離這些困所
[00:15:32.960 --> 00:15:35.960]  在當中他們很深刻感到自己的無助
[00:15:35.960 --> 00:15:38.960]  但卻遇到一些很平凡的教徒
[00:15:38.960 --> 00:15:42.960]  但卻見到他們有一個很美善的人生
[00:15:42.960 --> 00:15:45.960]  神有些時候會用一些平凡的人
[00:15:45.960 --> 00:15:47.960]  叫智慧的羞愧
[00:15:47.960 --> 00:15:49.960]  我記得有一次
[00:15:49.960 --> 00:15:51.960]  讀到關於在雲南地區
[00:15:51.960 --> 00:15:53.960]  中國雲南地區的一些小聖民族
[00:15:53.960 --> 00:15:55.960]  他們本身有很多是信耶穌的
[00:15:55.960 --> 00:15:57.960]  其中有一個小聖民族
[00:15:57.960 --> 00:16:01.960]  一個教徒在山上陷伐樹木的時候
[00:16:01.960 --> 00:16:03.960]  因為他們住在山區很貧窮
[00:16:03.960 --> 00:16:07.960]  他們只靠一點點的收入來維生
[00:16:07.960 --> 00:16:10.960]  但在山腳有很多漢人居住
[00:16:10.960 --> 00:16:12.960]  當他們陷伐樹木的時候
[00:16:12.960 --> 00:16:14.960]  有漢人走過來
[00:16:14.960 --> 00:16:16.960]  說這些樹木是屬於我們的
[00:16:16.960 --> 00:16:18.960]  你不准陷伐
[00:16:18.960 --> 00:16:22.960]  因此漢人就趕逐這個小聖民族的教徒
[00:16:22.960 --> 00:16:24.960]  後來在爭執當中
[00:16:24.960 --> 00:16:26.960]  這個漢人就拿起一把斧頭
[00:16:26.960 --> 00:16:30.960]  一劈就劈死了這個小聖民族的弟兄
[00:16:30.960 --> 00:16:34.960]  後來也經過很多人的報案
[00:16:34.960 --> 00:16:37.960]  公安抓了一個漢人
[00:16:37.960 --> 00:16:39.960]  帶他坐牢
[00:16:39.960 --> 00:16:40.960]  在坐牢的期間
[00:16:40.960 --> 00:16:44.960]  這位朋友的家庭沒有經濟支柱
[00:16:44.960 --> 00:16:48.960]  因此他太太就開始有很傷心的情緒
[00:16:48.960 --> 00:16:50.960]  也沒有食物的供應
[00:16:50.960 --> 00:16:53.960]  反而這位教徒的太太
[00:16:53.960 --> 00:16:56.960]  因為有弟兄姊妹對她的支持關心
[00:16:56.960 --> 00:16:59.960]  她內心也很願意來學習主耶穌的教導
[00:16:59.960 --> 00:17:04.960]  她就學習原諒一個殺了她丈夫的一位男士
[00:17:04.960 --> 00:17:07.960]  所以她的太太在家庭當中很缺乏
[00:17:07.960 --> 00:17:10.960]  因此她自己就主動地帶一些食物
[00:17:10.960 --> 00:17:13.960]  來到這個家庭當中
[00:17:13.960 --> 00:17:17.960]  將食物帶給這位太太
[00:17:17.960 --> 00:17:21.960]  在當時村裡的人見到這位教徒姊妹來到的時候
[00:17:21.960 --> 00:17:23.960]  他們很驚訝
[00:17:23.960 --> 00:17:26.960]  完全不能相信他們會帶食物
[00:17:26.960 --> 00:17:31.960]  送給一個殺了她丈夫的一位太太
[00:17:31.960 --> 00:17:33.960]  而且不單止一次
[00:17:33.960 --> 00:17:35.960]  在後來幾天就會送一次食物
[00:17:35.960 --> 00:17:37.960]  幾天就會送一次食物
