
[00:00:00.000 --> 00:00:02.920]  今天我們要領受主的話
[00:04:37.640 --> 00:04:43.120]  做我們的方向和路線
[00:04:43.120 --> 00:04:47.680]  我們一同領受
[00:04:47.680 --> 00:04:49.680]  第一個比喻
[00:04:49.680 --> 00:04:54.520]  第一章二十三節
[00:04:54.520 --> 00:04:56.520]  教會是撒的身體
[00:04:56.520 --> 00:05:00.640]  是那充滿萬有者所充滿的
[00:05:00.640 --> 00:05:04.320]  教會是基督的身體
[00:05:04.320 --> 00:05:11.040]  這個比喻有三個基本的意義
[00:05:11.040 --> 00:05:13.920]  都是我們要學習的
[00:05:13.920 --> 00:05:19.560]  第一 基督是教會的頭
[00:05:19.560 --> 00:05:22.440]  他是元首
[00:05:22.440 --> 00:05:25.960]  教會要高舉基督
[00:05:25.960 --> 00:05:28.920]  榮耀基督
[00:05:28.920 --> 00:05:34.720]  所以我們要學習在我們的崇拜裏面
[00:05:34.720 --> 00:05:43.520]  更加會用心靈和誠實來敬拜主
[00:05:43.520 --> 00:05:52.640]  使我們崇拜的意識和心靈配合起來
[00:05:52.640 --> 00:05:56.680]  讓主的心得到滿足
[00:05:56.680 --> 00:06:00.880]  使祂的名得到榮耀
[00:06:00.880 --> 00:06:07.880]  所以我們要在崇拜一開始靜下來
[00:06:07.880 --> 00:06:11.080]  在開始之前大家到達
[00:06:11.080 --> 00:06:15.120]  用預備好的心來敬拜
[00:06:15.120 --> 00:06:17.120]  第二個基本的意義
[00:06:17.120 --> 00:06:20.120]  就是合一
[00:06:20.120 --> 00:06:25.120]  基督的身體只有一個
[00:06:25.120 --> 00:06:27.120]  不是分開的
[00:06:27.120 --> 00:06:29.120]  保羅法一個問題
[00:06:29.120 --> 00:06:35.120]  基督是分開的嗎?
[00:06:35.120 --> 00:06:41.120]  基督的身體是分開的嗎?
[00:06:41.120 --> 00:06:43.120]  不是的
[00:06:43.120 --> 00:06:48.120]  因此我們要追求合一
[00:06:48.120 --> 00:06:52.120]  我們教會裏面的弟兄姊妹合一
[00:06:52.120 --> 00:06:56.120]  各教會之間合一
[00:06:56.120 --> 00:07:00.120]  各宗派之間合一
[00:07:00.120 --> 00:07:05.120]  我們在基督的愛裏面
[00:07:05.120 --> 00:07:10.120]  有一個教會的大團結
[00:07:10.120 --> 00:07:14.120]  是何等的美好
[00:07:14.120 --> 00:07:21.120]  我們要拼除自我的觀念
[00:07:21.120 --> 00:07:26.120]  所有的教會
[00:07:26.120 --> 00:07:30.120]  凡是奉基督的名的教會
[00:07:30.120 --> 00:07:35.120]  我們都是合一的
[00:07:35.120 --> 00:07:38.120]  第三個基本的意義
[00:07:38.120 --> 00:07:42.120]  身體上的肢體
[00:07:42.120 --> 00:07:47.120]  要互相聯絡
[00:07:47.120 --> 00:07:51.120]  各盡其職
[00:07:51.120 --> 00:07:56.120]  使身體漸漸增長
[00:07:56.120 --> 00:07:58.120]  這是侍奉
[00:07:58.120 --> 00:08:02.120]  這是交通的生活
[00:08:02.120 --> 00:08:06.120]  我們要繼續地追求
[00:08:06.120 --> 00:08:08.120]  肢體的生活
[00:08:08.120 --> 00:08:10.120]  我們要在名義上
[00:08:10.120 --> 00:08:18.120]  在實際上都要投入
[00:08:18.120 --> 00:08:23.120]  我們要發現自己的恩賜
[00:08:23.120 --> 00:08:26.120]  使用自己的恩賜
[00:08:26.120 --> 00:08:30.120]  也發展自己的恩賜
[00:08:30.120 --> 00:08:34.120]  讓我們各盡其職
[00:08:34.120 --> 00:08:36.120]  每一位弟兄姊妹
[00:08:36.120 --> 00:08:43.120]  都追求在教會裏面有所貢獻
[00:08:43.120 --> 00:08:47.120]  沒有旁觀者
[00:08:47.120 --> 00:08:51.120]  沒有袖手者
[00:08:51.120 --> 00:08:54.120]  都是預備好的
[00:08:54.120 --> 00:08:56.120]  好像聖經所說的
[00:08:56.120 --> 00:09:00.120]  帶子束腰
[00:09:00.120 --> 00:09:04.120]  預備好了來侍奉主
[00:09:04.120 --> 00:09:07.120]  全體動員
[00:09:07.120 --> 00:09:09.120]  是何等的美麗
[00:09:09.120 --> 00:09:12.120]  第二個比喻
[00:09:12.120 --> 00:09:17.120]  第十五節
[00:09:17.120 --> 00:09:21.120]  「而且以自己的身體廢掉冤仇
[00:09:21.120 --> 00:09:24.120]  就是那既在律法上的規條
[00:09:24.120 --> 00:09:26.120]  為要將兩下
[00:09:26.120 --> 00:09:28.120]  藉著自己造成一個新人
[00:09:28.120 --> 00:09:31.120]  如此便成就了和睦」
[00:09:31.120 --> 00:09:34.120]  教會是新人
[00:09:34.120 --> 00:09:38.120]  基督將兩下合成一個新人
[00:09:38.120 --> 00:09:47.120]  兩下就是以色列人和外邦人
[00:09:47.120 --> 00:09:50.120]  在基督裏合成一體
[00:09:50.120 --> 00:09:55.120]  造成一個大的教會
[00:09:55.120 --> 00:10:00.120]  所以在團體的意義來講
[00:10:00.120 --> 00:10:05.120]  整個教會是一個新人
[00:10:05.120 --> 00:10:09.120]  就個人的意義來講
[00:10:09.120 --> 00:10:13.120]  教會的每一個分子
[00:10:13.120 --> 00:10:15.120]  也都是新人
[00:10:15.120 --> 00:10:19.120]  四章二十四節
[00:10:19.120 --> 00:10:22.120]  「並且穿上新人
[00:10:22.120 --> 00:10:25.120]  這新人是照著神的形象做的
[00:10:25.120 --> 00:10:28.120]  有真理的人義和聖潔」
[00:10:28.120 --> 00:10:31.120]  每一個會友
[00:10:31.120 --> 00:10:34.120]  要穿上新人
[00:10:34.120 --> 00:10:40.120]  表現神的形象
[00:10:40.120 --> 00:10:45.120]  我們怎樣實際去做這件事呢?
[00:10:45.120 --> 00:10:47.120]  上面告訴我們
[00:10:47.120 --> 00:10:50.120]  第二十一節告訴我們
[00:10:50.120 --> 00:10:52.120]  如果你們聽過他的道
[00:10:52.120 --> 00:10:53.120]  領了他的教
[00:10:53.120 --> 00:10:54.120]  學了他的真理
[00:10:54.120 --> 00:10:59.120]  這裡提到三句話
[00:10:59.120 --> 00:11:02.120]  聽過基督的道
[00:11:02.120 --> 00:11:05.120]  領了他的教
[00:11:05.120 --> 00:11:08.120]  學了他的真理
[00:11:08.120 --> 00:11:15.120]  這是表現新人的必經之道
[00:11:15.120 --> 00:11:17.120]  整個教會
[00:11:17.120 --> 00:11:19.120]  都做學生
[00:11:19.120 --> 00:11:21.120]  都要學
[00:11:21.120 --> 00:11:23.120]  這裡的話很好
[00:11:23.120 --> 00:11:27.120]  翻譯得也很好
[00:11:27.120 --> 00:11:29.120]  聽了他的道
[00:11:29.120 --> 00:11:31.120]  領了他的教
[00:11:31.120 --> 00:11:35.120]  學了他的真理
[00:11:35.120 --> 00:11:37.120]  我們每個人都是這樣
[00:11:37.120 --> 00:11:38.120]  學習
[00:11:38.120 --> 00:11:41.120]  我們每個人都是學和習
[00:11:41.120 --> 00:11:43.120]  今天主日學
[00:11:43.120 --> 00:11:49.120]  是新學期的開始
[00:11:49.120 --> 00:11:55.120]  多了五六十位的新同學
[00:11:55.120 --> 00:12:01.120]  讓主日學的同工有點手忙腳亂
[00:12:01.120 --> 00:12:05.120]  但是他們很快樂
[00:12:05.120 --> 00:12:10.120]  整個教會都學習
[00:12:10.120 --> 00:12:14.120]  這樣我們就一步一步表現新人
[00:12:14.120 --> 00:12:17.120]  我們就會一步一步地表現新人
[00:12:17.120 --> 00:12:23.120]  所以教會從團體的意義上講
[00:12:23.120 --> 00:12:25.120]  從個人的意義上講
[00:12:25.120 --> 00:12:26.120]  都是新人
[00:12:26.120 --> 00:12:28.120]  媛媛:教會在團體的意義上
[00:12:28.120 --> 00:12:31.120]  和個人團體上都是新人
[00:12:31.120 --> 00:12:35.120]  這個比喻給我們什麼路線呢?
[00:12:35.120 --> 00:12:38.120]  告訴我們知道
[00:12:38.120 --> 00:12:40.120]  我們求的
[00:12:40.120 --> 00:12:44.120]  不是會有的增加
[00:12:44.120 --> 00:12:48.120]  而是新人的增加
[00:12:48.120 --> 00:12:58.120]  今天我們有三十四位新會友
[00:12:58.120 --> 00:13:02.120]  如果他們只是會友
[00:13:02.120 --> 00:13:05.120]  不是新人
[00:13:05.120 --> 00:13:10.120]  我們的快樂就會大打折扣
[00:13:10.120 --> 00:13:16.120]  他們的意義就會完全不同
[00:13:16.120 --> 00:13:19.120]  神所要的
[00:13:19.120 --> 00:13:21.120]  不是會友
[00:13:21.120 --> 00:13:25.120]  是基督裡面新造的人
[00:13:25.120 --> 00:13:28.120]  這是我們的目標
[00:13:28.120 --> 00:13:34.120]  我們靠著主要得新人
[00:13:34.120 --> 00:13:38.120]  定了這個目標之後
[00:13:38.120 --> 00:13:44.120]  我們對帶領人到教會的態度就完全改變
[00:13:44.120 --> 00:13:47.120]  我們最終的目標
[00:13:47.120 --> 00:13:51.120]  是要我們帶來的人做新人
[00:13:51.120 --> 00:13:55.120]  不是受洗為止
[00:13:55.120 --> 00:13:59.120]  受洗是一個開始
[00:13:59.120 --> 00:14:04.120]  這是正確的路線和目標
[00:14:04.120 --> 00:14:07.120]  第三個比喻
[00:14:07.120 --> 00:14:14.120]  在第二章第十九節
[00:14:14.120 --> 00:14:18.120]  「這樣你們不再作外人和客裡
[00:14:18.120 --> 00:14:24.120]  是與聖徒同國是神家裡的人了」
[00:14:24.120 --> 00:14:27.120]  與聖徒同國
[00:14:27.120 --> 00:14:31.120]  教會是神的國度
[00:14:31.120 --> 00:14:34.120]  也是基督的國度
[00:14:34.120 --> 00:14:38.120]  這個國度的本質是什麼呢?
[00:14:38.120 --> 00:14:43.120]  羅馬書十四章十七節
[00:14:43.120 --> 00:14:47.120]  神的國不在乎吃喝
[00:14:47.120 --> 00:14:51.120]  意思就是不在乎意識
[00:14:51.120 --> 00:14:57.120]  乃在於公義和平
[00:14:57.120 --> 00:15:06.120]  並聖靈中的喜樂
[00:15:06.120 --> 00:15:11.120]  公義和平喜樂
[00:15:11.120 --> 00:15:15.120]  這是神的國度的本質
[00:15:15.120 --> 00:15:19.120]  我們要在我們的心裏
[00:15:19.120 --> 00:15:21.120]  在我們的教會裏
[00:15:21.120 --> 00:15:25.120]  建立這些本質
[00:15:25.120 --> 00:15:31.120]  這就是神的國降臨
[00:15:31.120 --> 00:15:37.120]  是神的國度現在的意義
[00:15:37.120 --> 00:15:40.120]  我們不但要建立神的國
[00:15:40.120 --> 00:15:44.120]  還要擴展神的國
[00:15:44.120 --> 00:15:51.120]  讓更多的人進入這個國度裏
[00:15:51.120 --> 00:15:56.120]  這就是傳福音的工作
[00:15:56.120 --> 00:15:58.120]  昨天晚上
[00:15:58.120 --> 00:16:02.120]  有不少的人覺知
[00:16:02.120 --> 00:16:04.120]  信主
[00:16:04.120 --> 00:16:06.120]  使我們很快樂
[00:16:06.120 --> 00:16:10.120]  無論是幻燈片
[00:16:10.120 --> 00:16:15.120]  無論是講章
[00:16:15.120 --> 00:16:17.120]  都是很好
[00:16:17.120 --> 00:16:24.120]  但是我們不能不感覺美中不足
[00:16:24.120 --> 00:16:28.120]  弟兄姊妹們參與的人太少
[00:16:28.120 --> 00:16:36.120]  昨天晚上也不過三百人
[00:16:36.120 --> 00:16:46.120]  也就是說我們只有四分之一的弟兄姊妹來
[00:16:46.120 --> 00:16:48.120]  這個比例夠不夠呢?
[00:16:48.120 --> 00:16:51.120]  你們滿不滿足呢?
[00:16:51.120 --> 00:16:56.120]  感謝主這麼多人來
[00:16:56.120 --> 00:16:59.120]  我們能不能這樣呢?
[00:16:59.120 --> 00:17:05.120]  離開主的目標還差得很遠
[00:17:05.120 --> 00:17:08.120]  絕對的大多數
[00:17:08.120 --> 00:17:10.120]  弟兄姊妹
[00:17:10.120 --> 00:17:14.120]  還沒有傳福音
[00:17:14.120 --> 00:17:21.120]  甚至於沒有參加福音的聚會
[00:17:21.120 --> 00:17:25.120]  你們怨我這樣講嗎?
[00:17:25.120 --> 00:17:30.120]  你們抱怨我這樣講
[00:17:30.120 --> 00:17:31.120]  還是你們說
[00:17:31.120 --> 00:17:38.120]  阿們謝謝你這麼講
[00:17:38.120 --> 00:17:42.120]  我奉主的名鼓勵大家
[00:17:42.120 --> 00:17:46.120]  讓我們在福音的工作上
[00:17:46.120 --> 00:17:49.120]  更加投入
[00:17:49.120 --> 00:17:52.120]  不做旁觀者
[00:17:52.120 --> 00:17:55.120]  不做第三者
[00:17:55.120 --> 00:18:00.120]  我要與福音的工作有份
[00:18:00.120 --> 00:18:02.120]  我要做
[00:18:02.120 --> 00:18:04.120]  我要參與
[00:18:04.120 --> 00:18:06.120]  我要投入
[00:18:06.120 --> 00:18:08.120]  主要用我
[00:18:08.120 --> 00:18:11.120]  是何等的美好
[00:18:11.120 --> 00:18:14.120]  讓我們彼此的勉勵
[00:18:14.120 --> 00:18:19.120]  使我們的會友有更大的比例
[00:18:19.120 --> 00:18:23.120]  參與福音的事工
[00:18:23.120 --> 00:18:29.120]  不要單單留給一小部分的弟兄姊妹做
[00:18:29.120 --> 00:18:32.120]  讓我們每一個人都做
[00:18:32.120 --> 00:18:36.120]  每一位每一位
[00:18:36.120 --> 00:18:39.120]  都參與
[00:18:39.120 --> 00:18:43.120]  希望那一天早日來到
[00:18:43.120 --> 00:18:49.120]  那個時候我們整個教會就大大改觀
[00:18:49.120 --> 00:18:55.120]  去年我們得到一百零八位信徒
[00:18:55.120 --> 00:18:58.120]  如果我們改觀了
[00:18:58.120 --> 00:19:02.120]  我們就會得到幾百位的信徒
[00:19:02.120 --> 00:19:06.120]  基督的國度就能夠更加擴展
[00:19:06.120 --> 00:19:07.120]  弟兄姊妹
[00:19:07.120 --> 00:19:09.120]  讓我們投入
[00:19:09.120 --> 00:19:13.120]  得到主的使用
[00:19:13.120 --> 00:19:17.120]  再看
[00:19:17.120 --> 00:19:20.120]  第四個比喻
[00:19:20.120 --> 00:19:23.120]  還是同一節
[00:19:23.120 --> 00:19:26.120]  二章十九節
[00:19:26.120 --> 00:19:30.120]  是神家裏的人了
[00:19:30.120 --> 00:19:34.120]  教會是神的家
[00:19:34.120 --> 00:19:37.120]  這個字很甜美
[00:19:37.120 --> 00:19:39.120]  家的特點
[00:19:39.120 --> 00:19:41.120]  就是愛
[00:19:41.120 --> 00:19:45.120]  教會家庭化
[00:19:45.120 --> 00:19:48.120]  彼此關心
[00:19:48.120 --> 00:19:49.120]  彼此帶導
[00:19:49.120 --> 00:19:51.120]  彼此建立
[00:19:51.120 --> 00:19:53.120]  彼此幫助
[00:19:53.120 --> 00:19:57.120]  這是我們追求的目標
[00:19:57.120 --> 00:20:00.120]  第五個比喻
[00:20:00.120 --> 00:20:03.120]  第二章二十一節二十二節
[00:20:03.120 --> 00:20:06.120]  第二章二十一和二十二節
[00:20:06.120 --> 00:20:09.120]  「國房靠他聯絡得合適
[00:20:09.120 --> 00:20:11.120]  漸漸成為主的聖殿
[00:20:11.120 --> 00:20:14.120]  你們也靠他同被建造
[00:20:14.120 --> 00:20:17.120]  成為神藉著聖靈居住的所在」
[00:20:17.120 --> 00:20:20.120]  教會是聖殿
[00:20:20.120 --> 00:20:24.120]  是神藉著聖靈居住的所在
[00:20:24.120 --> 00:20:27.120]  是聖靈運行的地方
[00:20:27.120 --> 00:20:30.120]  是一個屬靈的地方
[00:20:30.120 --> 00:20:35.120]  是一個按照聖靈的原則的地方
[00:20:35.120 --> 00:20:39.120]  是有聖靈工作的地方
[00:20:39.120 --> 00:20:43.120]  是有聖靈的能力運行的地方
[00:20:43.120 --> 00:20:47.120]  是有聖靈的能力來運行的地方
[00:20:47.120 --> 00:20:50.120]  結出屬靈的果子
[00:20:50.120 --> 00:20:56.120]  凡事按照屬靈的原則去做
[00:20:56.120 --> 00:20:59.120]  放下血氣
[00:20:59.120 --> 00:21:02.120]  放下血氣
[00:21:02.120 --> 00:21:05.120]  放下人的意思
[00:21:05.120 --> 00:21:08.120]  放下世界的標準
[00:21:08.120 --> 00:21:13.120]  舉起聖經的屬靈的標準
[00:21:13.120 --> 00:21:16.120]  在聖靈的帶領之下
[00:21:16.120 --> 00:21:22.120]  來追求、來長進、來建立、來興旺
[00:21:22.120 --> 00:21:26.120]  來獻上屬靈的技
[00:21:26.120 --> 00:21:31.120]  來發揮屬靈的恩賜
[00:21:31.120 --> 00:21:40.120]  我們本堂需要聖靈更有能力的工作
[00:21:40.120 --> 00:21:43.120]  讓我用一個比方
[00:21:43.120 --> 00:21:49.120]  我在本堂的禁食禱告會裏提過
[00:21:49.120 --> 00:21:52.120]  我再向大家提一提
[00:21:52.120 --> 00:21:55.120]  我們本堂有很多的組織
[00:21:55.120 --> 00:21:57.120]  很多的計劃
[00:21:57.120 --> 00:21:58.120]  很多的架構
[00:21:58.120 --> 00:22:13.120]  很多的機構、結構、架構
[00:22:13.120 --> 00:22:18.120]  我們這些都有了
[00:22:18.120 --> 00:22:23.120]  但是只欠東風
[00:22:23.120 --> 00:22:27.120]  是《三國志》裏面的話
[00:22:27.120 --> 00:22:32.120]  從前三國的時候作戰
[00:22:32.120 --> 00:22:36.120]  孔明講的
[00:22:36.120 --> 00:22:38.120]  什麼都有了
[00:22:38.120 --> 00:22:44.120]  軍事的裝備完成了
[00:22:44.120 --> 00:22:46.120]  計劃做好了
[00:22:46.120 --> 00:22:49.120]  就是需要東風
[00:22:49.120 --> 00:22:51.120]  如果沒有東風所有的計劃都不成
[00:22:51.120 --> 00:22:58.120]  東風一來就完成了
[00:22:58.120 --> 00:23:03.120]  我們有了架構、有了組織、有了目標
[00:23:03.120 --> 00:23:06.120]  有了人的努力
[00:23:06.120 --> 00:23:13.120]  但是最需要的是聖靈的風
[00:23:13.120 --> 00:23:21.120]  神能夠做成真正屬靈的工作
[00:23:21.120 --> 00:23:25.120]  讓我們的靈性復興起來
[00:23:25.120 --> 00:23:29.120]  沒有一個人能夠做成這個工作
[00:23:29.120 --> 00:23:37.120]  只有聖靈能夠做成復興
[00:23:37.120 --> 00:23:40.120]  我們要向主求
[00:23:40.120 --> 00:23:43.120]  第六個比喻
[00:23:43.120 --> 00:23:46.120]  第五章第八節
[00:23:46.120 --> 00:23:48.120]  從前你們是暗昧的
[00:23:48.120 --> 00:23:51.120]  但如今在主裡面是光明的
[00:23:51.120 --> 00:23:57.120]  行事為人就當像光明的子女
[00:23:57.120 --> 00:24:01.120]  但是教會是燈台
[00:24:01.120 --> 00:24:04.120]  這裏沒有燈台兩個字
[00:24:04.120 --> 00:24:08.120]  但是在七十六第一章
[00:24:08.120 --> 00:24:12.120]  十六節和十八節提到
[00:24:12.120 --> 00:24:15.120]  教會是燈台
[00:24:15.120 --> 00:24:18.120]  而且是金燈台
[00:24:18.120 --> 00:24:22.120]  金代表寶貴
[00:24:22.120 --> 00:24:28.120]  教會在神的心中何等寶貴
[00:24:28.120 --> 00:24:31.120]  燈台是發光的
[00:24:31.120 --> 00:24:36.120]  這裏告訴我們什麼路線呢?
[00:24:36.120 --> 00:24:38.120]  所有的基督徒
[00:24:38.120 --> 00:24:44.120]  要在社會裏面有好的行為
[00:24:44.120 --> 00:24:46.120]  發光
[00:24:46.120 --> 00:24:50.120]  這是我們的社會責任
[00:24:50.120 --> 00:24:56.120]  基督徒在社會裏面有好的作用和貢獻
[00:24:56.120 --> 00:24:59.120]  是很重要的
[00:24:59.120 --> 00:25:05.120]  我們不可以在這件事上失敗
[00:25:05.120 --> 00:25:12.120]  這是我們在世人面前的見證
[00:25:12.120 --> 00:25:15.120]  第七個比喻
[00:25:15.120 --> 00:25:16.120]  第五章
[00:25:16.120 --> 00:25:20.120]  三十一節和三十二節
[00:25:20.120 --> 00:25:22.120]  為這個緣故
[00:25:22.120 --> 00:25:25.120]  人要離開父母與妻子聯合
[00:25:25.120 --> 00:25:26.120]  以人成為一體
[00:25:26.120 --> 00:25:28.120]  這是極大的奧秘
[00:25:28.120 --> 00:25:31.120]  但我只是基督和教會說的
[00:25:31.120 --> 00:25:34.120]  我讀聖經的時候
[00:25:34.120 --> 00:25:36.120]  發現
[00:25:36.120 --> 00:25:39.120]  有十個奧秘
[00:25:39.120 --> 00:25:41.120]  但只有一個
[00:25:41.120 --> 00:25:43.120]  叫極大的奧秘
[00:25:43.120 --> 00:25:47.120]  所以這裏的奧秘
[00:25:47.120 --> 00:25:51.120]  可以說是奧秘中的奧秘
[00:25:51.120 --> 00:25:57.120]  是什麼呢?
[00:25:57.120 --> 00:26:03.120]  就是教會和基督在愛裏合而為一
[00:26:03.120 --> 00:26:12.120]  這是神一切工作的最後最高目標
[00:26:12.120 --> 00:26:18.120]  這是神執意的高峰
[00:26:18.120 --> 00:26:22.120]  神救了我們之後
[00:26:22.120 --> 00:26:24.120]  要我們愛祂
[00:26:24.120 --> 00:26:27.120]  與祂合一
[00:26:27.120 --> 00:26:31.120]  這是何等奇妙
[00:26:31.120 --> 00:26:36.120]  我們要體會神的計劃
[00:26:36.120 --> 00:26:38.120]  得救之後
[00:26:38.120 --> 00:26:40.120]  還要問自己
[00:26:40.120 --> 00:26:43.120]  我有沒有愛主呢?
[00:26:43.120 --> 00:26:45.120]  這是我們的目標
[00:26:45.120 --> 00:26:47.120]  這是我們的路線
[00:26:47.120 --> 00:26:49.120]  每一位弟兄姊妹
[00:26:49.120 --> 00:26:54.120]  要在愛主上追求
[00:26:54.120 --> 00:26:59.120]  讓我們所做的一切
[00:26:59.120 --> 00:27:02.120]  都是出於愛主
[00:27:02.120 --> 00:27:05.120]  愛主成為我們的動力
[00:27:05.120 --> 00:27:09.120]  和我們一切工作的意義
[00:27:09.120 --> 00:27:11.120]  和目標
[00:27:11.120 --> 00:27:15.120]  最大的奧秘
[00:27:15.120 --> 00:27:16.120]  最後
[00:27:16.120 --> 00:27:18.120]  第八個比喻
[00:27:18.120 --> 00:27:19.120]  第六章
[00:27:19.120 --> 00:27:21.120]  第十節到十八節
[00:27:21.120 --> 00:27:22.120]  第十至十八節
[00:27:22.120 --> 00:27:24.120]  軍隊
[00:27:24.120 --> 00:27:26.120]  教會是軍隊
[00:27:26.120 --> 00:27:28.120]  神的軍隊
[00:27:28.120 --> 00:27:30.120]  軍隊要作戰
[00:27:30.120 --> 00:27:33.120]  跟誰作戰呢?
[00:27:33.120 --> 00:27:36.120]  跟撒旦作戰
[00:27:36.120 --> 00:27:38.120]  跟罪惡作戰
[00:27:38.120 --> 00:27:39.120]  同時
[00:27:39.120 --> 00:27:41.120]  這個軍隊
[00:27:41.120 --> 00:27:43.120]  是福音的軍隊
[00:27:43.120 --> 00:27:47.120]  每一個戰士
[00:27:47.120 --> 00:27:51.120]  都有福音鞋
[00:27:51.120 --> 00:27:53.120]  每一個兵士
[00:27:53.120 --> 00:27:55.120]  每一個戰士
