
[00:00:00.000 --> 00:00:05.440]  我想在人生裡我們都會面對很多不同的困難、不同的挑戰
[00:01:58.160 --> 00:02:04.960]  接著使徒就去講,信從神,信從人,你們覺得我們應該信從哪一個呢
[00:02:04.960 --> 00:02:09.120]  接著他們的態度就是我們是信從神而不信從人
[00:02:09.120 --> 00:02:14.880]  所以他們心裡會繼續去傳講這個真理
[00:02:14.880 --> 00:02:23.200]  接著這班官員因為他們沒有犯明顯的政治上的罪,所以就要放他們走
[00:02:23.200 --> 00:02:32.880]  接著一班使徒放出來之後,他們就回到自己的群體裡
[00:02:32.880 --> 00:02:36.320]  回到群體裡的時候,他們第一件事就是去祈禱
[00:02:36.320 --> 00:02:42.880]  在祈禱裡就承認上帝仍然是掌權的那一位
[00:02:42.880 --> 00:02:50.400]  上帝仍然是掌管我們生命,掌管我們整個事情的上帝
[00:02:50.400 --> 00:02:54.560]  所以上帝是知道,可以說已經很早知道
[00:02:54.560 --> 00:02:57.760]  猶太人或者其他人是會受到迫害我們
[00:02:57.760 --> 00:03:02.720]  我們是會受到迫害的情況,上帝一早就已經知道
[00:03:02.720 --> 00:03:11.040]  所以這一班門徒,他們沒有將被迫害變成一個個人化的迫害
[00:03:11.040 --> 00:03:17.760]  他們迫害不是迫害我們,他們是迫害我們跟從的那一位耶穌
[00:03:17.760 --> 00:03:23.840]  他們很清楚知道耶穌在生的時候,就是宣講上帝的真理
[00:03:23.840 --> 00:03:26.800]  這一班人都一直在迫害耶穌
[00:03:26.800 --> 00:03:31.760]  而我們要去傳講耶穌已經復活的真理
[00:03:31.760 --> 00:03:34.960]  所以這個迫害是一個延續性
[00:03:34.960 --> 00:03:40.000]  這一班人不是迫害我們,是迫害我們跟從的那一位耶穌
[00:03:40.000 --> 00:03:50.080]  接著他們繼續去禱告,求神給他們有膽量在困難的地方仍然去作主的見證
[00:03:50.080 --> 00:03:56.400]  在禱告的結束,可以說是一段講到房屋震動
[00:03:56.400 --> 00:04:01.200]  形容到上帝聽了他們的祈禱,上帝賜予他們力量
[00:04:01.200 --> 00:04:08.240]  讓他們有力量繼續去見證上帝的真理,去傳講上帝的福音
[00:04:08.240 --> 00:04:16.160]  從整個段落去講,可以說初期教會的信徒在一個迫害危難的當中
[00:04:16.160 --> 00:04:19.760]  他們第一件事就是向上帝祈禱
[00:04:19.760 --> 00:04:25.360]  在祈禱裏面很清楚知道上帝早就知道我們的情況是怎樣
[00:04:25.360 --> 00:04:28.880]  所以已經很安心,上帝是掌管著
[00:04:28.880 --> 00:04:34.320]  接著他們就繼續求上帝給他們力量去為上帝作見證
[00:04:34.320 --> 00:04:39.920]  可以說這一段經文整體上就是一個這樣的表達
[00:04:39.920 --> 00:04:44.720]  我們現在就詳細的繼續看
[00:04:44.720 --> 00:04:49.040]  究竟路加怎樣一步一步的去表達這種訊息
[00:04:49.040 --> 00:04:58.400]  怎樣在描述這班的仕途在困難當中仍然堅持傳講福音的態度
[00:04:58.400 --> 00:05:00.400]  在23節裏說
[00:05:00.400 --> 00:05:07.840]  「二人既被釋放,就到會有那裡去,把祭司長和長老所說的話都告訴他們。」
[00:05:07.840 --> 00:05:12.080]  講到一班人被抓了,被放開
[00:05:12.080 --> 00:05:14.720]  第一件事就是回到自己的同伴那裏
[00:05:14.720 --> 00:05:17.520]  當時應該是有一小組人
[00:05:17.520 --> 00:05:21.840]  在《善良傳》第二章就講到一班跟從耶穌的人
[00:05:21.840 --> 00:05:26.640]  他們天天祈禱、抹餅和心祈念主彼此交接
[00:05:26.640 --> 00:05:30.240]  就是彼此相交,一同的敬拜,一同的祈禱
[00:05:30.240 --> 00:05:36.640]  這也反映了他們仍然持續著這個教會的生活
[00:05:36.640 --> 00:05:39.520]  背後這班仕途所作的
[00:05:39.520 --> 00:05:42.880]  是有一班人有支持、有鼓勵、有為他們祈禱
[00:05:42.880 --> 00:05:46.480]  回去的時候,他們第一個反應是甚麼呢?
[00:05:46.480 --> 00:05:50.560]  將他們的困難或迫害說出來了
[00:05:50.560 --> 00:05:54.880]  第一反應就是他們一同的同心去禱告
[00:05:54.880 --> 00:06:00.640]  這也反映了他們有一個很強的合一的精神
[00:06:00.640 --> 00:06:03.440]  和合一的情況
[00:06:03.440 --> 00:06:08.800]  迫害的結果不是讓人們四散,不是
[00:06:08.800 --> 00:06:12.480]  迫害的結果是令他們更加聯合起來
[00:06:12.480 --> 00:06:16.560]  更加熱切地在上帝面前去禱告
[00:06:16.560 --> 00:06:21.840]  他們祈禱一開始,他們承認上帝的主權
[00:06:21.840 --> 00:06:24.000]  所以在第24節說
[00:06:24.000 --> 00:06:29.200]  主啊,你是造天地、海和其中萬物的
[00:06:29.200 --> 00:06:32.960]  在這裏,他們第一個轉念、第一個焦點
[00:06:32.960 --> 00:06:36.640]  是放在上帝你是創造天地的那一位
[00:06:36.640 --> 00:06:42.400]  他們第一個焦點不是放在自己的困難那裏
[00:06:42.400 --> 00:06:47.440]  不是放在自己面對困難的身上
[00:06:47.440 --> 00:06:51.440]  而是第一個去仰望上帝
[00:06:51.440 --> 00:06:54.320]  你是創造天地的那一位
[00:06:54.320 --> 00:06:56.320]  這個很重要
[00:06:56.320 --> 00:07:01.840]  因為在一班門徒的經歷裏面
[00:07:01.840 --> 00:07:04.400]  他們的生活被打亂了
[00:07:04.400 --> 00:07:10.160]  他們開始的時候全港福音未被人抓過
[00:07:10.160 --> 00:07:14.480]  全港福音回去聚會、祈禱、抹餅
[00:07:14.480 --> 00:07:17.440]  但現在開始有迫害了
[00:07:17.440 --> 00:07:24.480]  似乎不同了,在我的生活秩序裏面亂了
[00:07:24.480 --> 00:07:27.760]  但是他們一開始現在的禱告
[00:07:27.760 --> 00:07:32.080]  去看回雖然我的生活秩序
[00:07:32.080 --> 00:07:36.880]  或者我自己的生活的情況已經亂了
[00:07:36.880 --> 00:07:41.120]  但是上帝你仍然是創造天地的那一位
[00:07:41.120 --> 00:07:44.320]  這個世界的秩序沒有亂
[00:07:44.320 --> 00:07:50.320]  你仍然在掌管著天地的運行、四時的運行
[00:07:50.320 --> 00:07:56.320]  每日潮水的漲退、每日太陽升起落下
[00:07:56.320 --> 00:07:59.440]  你所創造的一切沒有亂
[00:07:59.440 --> 00:08:05.360]  其實這個焦點讓他們再一次定精在上帝的身上
[00:08:05.360 --> 00:08:10.000]  上帝你仍然是掌管天地的上帝
[00:08:10.000 --> 00:08:12.640]  這個開始是相當的重要
[00:08:12.640 --> 00:08:16.800]  不是將焦點放在自己生活秩序混亂了那裏
[00:08:16.800 --> 00:08:20.240]  而是放在上帝你沒有混亂
[00:08:20.240 --> 00:08:24.080]  你仍然是掌管的那一位的主
[00:08:24.080 --> 00:08:28.000]  在這裏繼續
[00:08:28.000 --> 00:08:32.480]  接著他們引用了舊約聖經裏面的一段經文
[00:08:32.480 --> 00:08:34.480]  在26節裏說
[00:08:34.480 --> 00:08:39.840]  「你曾藉著聖靈託你服人我們祖宗大位的口說
[00:08:39.840 --> 00:08:44.160]  外邦爲什麽憎鬧萬民爲什麽謀算虛妄的事
[00:08:44.160 --> 00:08:46.400]  世上的君王一齊起來
[00:08:46.400 --> 00:08:51.360]  臣宰也聚集要敵黨主定主的受高者」
[00:08:51.360 --> 00:08:56.800]  在這裏一班人試圖祈禱的內容
[00:08:56.800 --> 00:09:00.400]  第一想到上帝的創造仍然在
[00:09:00.400 --> 00:09:02.720]  上帝是掌管天地的主
[00:09:02.720 --> 00:09:08.080]  接著想到舊約聖經的詩篇第二篇的內容
[00:09:08.080 --> 00:09:11.280]  詩篇第二篇在舊約聖經裏面
[00:09:11.280 --> 00:09:14.720]  都被公認是一篇叫做彌賽亞的詩篇
[00:09:14.720 --> 00:09:20.080]  是說到上帝去猜派救贖主來到的時候
[00:09:20.080 --> 00:09:22.400]  那種情況會是怎樣呢?
[00:09:22.400 --> 00:09:26.640]  在這裏說到地上的君王
[00:09:26.640 --> 00:09:31.760]  所有的人一齊起來去敵黨上帝的僕人
[00:09:31.760 --> 00:09:36.000]  但是最後的結果是徒勞無功
[00:09:36.000 --> 00:09:41.520]  其實他的意思十分的清楚
[00:09:41.520 --> 00:09:45.520]  雖然他們圖謀反叛上帝或敵黨上帝
[00:09:45.520 --> 00:09:47.200]  但是最後都是沒有用
[00:09:47.200 --> 00:09:50.800]  因為上帝是創造天地的那個
[00:09:50.800 --> 00:09:55.440]  上帝也知道人心裏面所想的是些什麼
[00:09:55.440 --> 00:09:56.960]  上帝是知道的
[00:09:56.960 --> 00:09:59.040]  人未作事情一切之先
[00:09:59.040 --> 00:10:02.800]  上帝已經知道
[00:10:02.800 --> 00:10:07.520]  接著一班的使徒繼續說
[00:10:07.520 --> 00:10:11.440]  詩篇這個說到彌賽亞遭遇的事情
[00:10:11.440 --> 00:10:16.160]  今天就已經在耶穌身上完全的應驗了出來
[00:10:16.160 --> 00:10:17.360]  所以27字裏說
[00:10:17.360 --> 00:10:20.880]  希律和本雕、比拉多、愛邦人和以色列民
[00:10:20.880 --> 00:10:24.560]  果然在這城裏行了一起聚集
[00:10:24.560 --> 00:10:28.000]  要攻打你所受高的聖僕
[00:10:28.000 --> 00:10:30.320]  當他們引用詩篇第二篇的時候
[00:10:30.320 --> 00:10:34.960]  他就說詩篇所說彌賽亞或上帝僕人遭遇的事情
[00:10:34.960 --> 00:10:38.640]  今天就在耶穌身上顯露、顯明出來
[00:10:38.640 --> 00:10:40.320]  君王和臣宰
[00:10:40.320 --> 00:10:42.480]  君王指的是希律
[00:10:42.480 --> 00:10:44.320]  臣宰就是比拉多
[00:10:44.320 --> 00:10:47.200]  愛邦人就是羅馬人
[00:10:47.200 --> 00:10:50.720]  萬民包括以色列民
[00:10:50.720 --> 00:10:53.280]  其實在這裏也很突出
[00:10:53.280 --> 00:10:57.440]  在當時的以色列人來說是相當驚訝和震驚的
[00:10:57.440 --> 00:11:00.560]  其實一班的使徒本身都是以色列人
[00:11:00.560 --> 00:11:02.960]  在當時的以色列人來說
[00:11:02.960 --> 00:11:06.880]  他們就認為我們出生是以色列人
[00:11:06.880 --> 00:11:08.800]  就是上帝的選民
[00:11:08.800 --> 00:11:10.640]  就是上帝的子民
[00:11:10.640 --> 00:11:15.200]  但是使徒在這裏去一個禱告
[00:11:15.200 --> 00:11:18.880]  在這裏說肉身的以色列人的傳統
[00:11:18.880 --> 00:11:20.880]  我們生而為以色列人
[00:11:20.880 --> 00:11:24.080]  不代表我們是上帝的子民
[00:11:24.080 --> 00:11:25.840]  甚麼是上帝的子民呢?
[00:11:25.840 --> 00:11:28.240]  甚麼是屬於上帝的人民呢?
[00:11:28.240 --> 00:11:32.480]  可以說最重要的是願意聽從上帝的話
[00:11:32.480 --> 00:11:34.000]  跟從上帝的話
[00:11:34.000 --> 00:11:36.320]  和實踐上帝的話
[00:11:36.320 --> 00:11:40.800]  所以當時的以色列人拒絕去承認
[00:11:40.800 --> 00:11:44.880]  耶穌是上帝差派來的救主
[00:11:44.880 --> 00:11:46.480]  拒絕耶穌的時候
[00:11:46.480 --> 00:11:48.880]  他們已經和拒絕上帝一樣
[00:11:48.880 --> 00:11:53.040]  所以雖然肉身上你們說是以色列人
[00:11:53.040 --> 00:11:56.080]  但你們已經不是上帝的子民
[00:11:56.080 --> 00:11:57.360]  甚麼是上帝的子民
[00:11:57.360 --> 00:12:00.640]  不是憑肉身的傳統去說
[00:12:00.640 --> 00:12:03.680]  而是從你有沒有去相信耶穌
[00:12:03.680 --> 00:12:07.600]  跟從耶穌的角度去說
[00:12:07.600 --> 00:12:09.360]  是不是上帝的子民
[00:12:09.360 --> 00:12:13.120]  所以在這裏門徒有一個禱告
[00:12:13.120 --> 00:12:17.760]  去說到現在的情況正正是應驗了舊約
[00:12:17.760 --> 00:12:18.800]  就在詩篇裏面
[00:12:18.800 --> 00:12:20.960]  詩人所說的情況一樣
[00:12:20.960 --> 00:12:23.280]  所以在28節裏面就這樣說
[00:12:23.280 --> 00:12:28.560]  「成就你守和你旨意所預定必有的事」
[00:12:28.560 --> 00:12:31.120]  詩徒很清楚知道今天的遭遇
[00:12:31.120 --> 00:12:34.720]  今天我們所面對的不是一些偶然的事件
[00:12:34.720 --> 00:12:37.840]  而是上帝已經很早已經知道
[00:12:37.840 --> 00:12:42.320]  會有這樣的事情發生了出來
[00:12:42.320 --> 00:12:45.120]  在這裏可能每一個人
[00:12:45.120 --> 00:12:51.680]  可以說以色列人和一些政治的領袖
[00:12:51.680 --> 00:12:54.400]  去釘死耶穌都有不同的理由
[00:12:54.400 --> 00:12:56.880]  各人都要為自己所作的負責
[00:12:56.880 --> 00:12:59.360]  一班的猶太人的宗教領袖
[00:12:59.360 --> 00:13:03.280]  他們會說耶穌說一些離經半道的事
[00:13:03.280 --> 00:13:06.880]  所以他是需要被釘死的
[00:13:06.880 --> 00:13:08.560]  他是需要死的
[00:13:08.560 --> 00:13:10.240]  一些政治的官員說
[00:13:10.240 --> 00:13:11.840]  接到一個舉報
[00:13:11.840 --> 00:13:14.960]  就是說耶穌要建立地上的王國
[00:13:14.960 --> 00:13:16.480]  所以這是叛國罪
[00:13:16.480 --> 00:13:20.080]  所以耶穌也要面對死亡
[00:13:20.080 --> 00:13:24.320]  不同人可能有不同的想法
[00:13:24.320 --> 00:13:27.280]  想推向耶穌面對死亡
[00:13:27.280 --> 00:13:30.800]  或者將耶穌推向死亡的狀況
[00:13:30.800 --> 00:13:32.480]  從人的角度去說
[00:13:32.480 --> 00:13:36.800]  好像很多人都因著自己的想法
[00:13:36.800 --> 00:13:40.080]  而完成了自己的想法的情況
[00:13:40.080 --> 00:13:42.320]  耶穌已經被釘在十字架上
[00:13:42.320 --> 00:13:45.040]  但是其實他們一切所作的
[00:13:45.040 --> 00:13:49.200]  都只不過是成就上帝的計劃
[00:13:49.200 --> 00:13:52.080]  在這裡說成就上帝所預定的事
[00:13:52.080 --> 00:13:56.160]  上帝准許上帝的敵人
[00:13:56.160 --> 00:13:59.520]  去有他們自己的工作
[00:13:59.520 --> 00:14:02.560]  讓他們去完成他們所想的事
[00:14:02.560 --> 00:14:07.360]  但是上帝也使他們有所挫敗
[00:14:07.360 --> 00:14:09.840]  所以一班的師徒
[00:14:09.840 --> 00:14:11.200]  一班的門徒的祈禱
[00:14:11.200 --> 00:14:13.600]  他們很清楚知道整個事件
[00:14:13.600 --> 00:14:16.880]  仍然在上帝的掌管當中
[00:14:16.880 --> 00:14:20.160]  上帝就要耶穌被釘在十字架上
[00:14:20.160 --> 00:14:23.840]  拯救世上每一個人
[00:14:23.840 --> 00:14:26.320]  接著他們有一個祈禱
[00:14:26.320 --> 00:14:30.400]  在第29、30節說
[00:14:30.400 --> 00:14:33.440]  「他們恐嚇我們
[00:14:33.440 --> 00:14:35.440]  現在求主鑒賊
[00:14:35.440 --> 00:14:37.760]  一面叫你僕人大放膽量
[00:14:37.760 --> 00:14:39.760]  讚揚你的道
[00:14:39.760 --> 00:14:42.320]  一面伸出你的手來醫治疾病
[00:14:42.320 --> 00:14:44.240]  並且要使神跡騎士
[00:14:44.240 --> 00:14:49.360]  因著你的聖僕耶穌的名
[00:14:49.360 --> 00:14:50.400]  行出來
[00:14:50.400 --> 00:14:51.440]  禱告完了
[00:14:51.440 --> 00:14:52.960]  罪惡的地方震動
[00:14:52.960 --> 00:14:54.880]  他們就被聖靈充滿
[00:14:54.880 --> 00:14:57.360]  放膽講論神的道」
[00:14:57.360 --> 00:15:00.800]  在這裡師徒就去禱告
[00:15:00.800 --> 00:15:02.560]  上帝求你監察
[00:15:02.560 --> 00:15:04.720]  監察他們對我們的恐嚇
[00:15:04.720 --> 00:15:07.360]  其實一班的門徒在這裡說
[00:15:07.360 --> 00:15:10.080]  上帝求你紀念我們的情況
[00:15:10.080 --> 00:15:12.080]  求你有所行動
[00:15:12.080 --> 00:15:16.560]  大家留心一班門徒的祈禱是怎樣呢
[00:15:16.560 --> 00:15:18.880]  如果你在當中的祈禱會怎樣呢
[00:15:18.880 --> 00:15:20.400]  大家想想
[00:15:20.400 --> 00:15:21.440]  如果我在當中
[00:15:21.440 --> 00:15:22.720]  我們面對迫害
[00:15:22.720 --> 00:15:25.440]  我們的祈禱大約都是
[00:15:25.440 --> 00:15:28.400]  上帝求你消滅我們的敵人
[00:15:28.400 --> 00:15:29.680]  我們為何會有迫害呢
[00:15:29.680 --> 00:15:31.680]  因為有我們的敵人存在
[00:15:31.680 --> 00:15:32.960]  只要敵人被消滅
[00:15:32.960 --> 00:15:34.400]  我們就不用受迫害
[00:15:34.400 --> 00:15:36.960]  我想我們大多數的祈禱都是這樣
[00:15:36.960 --> 00:15:40.800]  我想我的祈禱也是這樣
[00:15:40.800 --> 00:15:42.960]  但是你留心他們的祈禱不是這樣
[00:15:42.960 --> 00:15:43.920]  他們的祈禱不是說
[00:15:43.920 --> 00:15:45.600]  上帝你消滅他們
[00:15:45.600 --> 00:15:46.560]  不是
[00:15:46.560 --> 00:15:48.320]  他們的祈禱就是
[00:15:48.320 --> 00:15:50.640]  上帝求你給力量我們
[00:15:50.640 --> 00:15:53.120]  讓我們在困難當中
[00:15:53.120 --> 00:15:56.400]  仍然有力量的去傳講福音
[00:15:56.400 --> 00:16:00.000]  仍然有力量的去傳講真理
[00:16:00.000 --> 00:16:02.480]  求你去幫助我們
[00:16:02.480 --> 00:16:05.040]  接著他們另一個的祈禱就是
[00:16:05.040 --> 00:16:07.600]  上帝求你讓神跡騎士
[00:16:07.600 --> 00:16:10.160]  繼續的去彰顯出來
[00:16:10.160 --> 00:16:12.080]  使我們傳福音的時候
[00:16:12.080 --> 00:16:13.440]  我們傳道的時候
[00:16:13.440 --> 00:16:15.680]  那個果效更加的明顯
[00:16:15.680 --> 00:16:17.360]  因為在第三章裏面
[00:16:17.360 --> 00:16:21.040]  他講到因為有這個大的神跡
[00:16:21.040 --> 00:16:22.240]  出來
[00:16:22.240 --> 00:16:25.520]  這個四十多歲的人
[00:16:25.520 --> 00:16:27.840]  能夠起來行走這個神跡
[00:16:27.840 --> 00:16:31.200]  使得有很多人能夠去相信
[00:16:31.200 --> 00:16:33.040]  所以他們的祈求就是
[00:16:33.040 --> 00:16:35.040]  上帝求你讓神跡騎士
[00:16:35.040 --> 00:16:37.280]  繼續伴隨著我們
[00:16:37.280 --> 00:16:39.680]  接著他們兩個祈求之後
[00:16:39.680 --> 00:16:42.320]  結果就是地方震動
[00:16:42.320 --> 00:16:43.920]  他們的房屋震動
[00:16:43.920 --> 00:16:46.160]  接著就被聖靈充滿
[00:16:46.160 --> 00:16:50.320]  被聖靈充滿的結果就是放膽講道
[00:16:50.320 --> 00:16:52.480]  放膽去講論真理
[00:16:52.480 --> 00:16:56.240]  這次祈禱的結果的果效是挺特別的
[00:16:56.240 --> 00:16:57.840]  在舊約聖經裏面
[00:16:57.840 --> 00:17:01.440]  很多時候一群以色列人聚集在一起
[00:17:01.440 --> 00:17:03.440]  形容到上帝的臨在
[00:17:03.440 --> 00:17:05.440]  就會講到那個地方震動
[00:17:05.440 --> 00:17:06.640]  所以在這裏
[00:17:06.640 --> 00:17:09.360]  其實很明顯上帝用一個很特別的方式
[00:17:09.360 --> 00:17:10.720]  讓他們知道
[00:17:10.720 --> 00:17:12.720]  上帝已經聽了他們的祈禱
[00:17:12.720 --> 00:17:14.880]  現在上帝與他們同在一起
[00:17:14.880 --> 00:17:18.640]  去面對他們所遭遇的困難
[00:17:18.640 --> 00:17:22.320]  接著他們就被聖靈充滿
[00:17:22.320 --> 00:17:23.760]  聖靈充滿他們的生命
[00:17:23.760 --> 00:17:25.680]  結果就是他們有信心
[00:17:25.680 --> 00:17:29.120]  去傳講上帝的福音
[00:17:29.120 --> 00:17:33.520]  這就是這段經文裏面所講的很重要的內容
[00:17:33.520 --> 00:17:35.120]  接著我們再繼續思想
[00:17:35.120 --> 00:17:38.000]  我們可以從這段經歷裏面
[00:17:38.000 --> 00:17:39.360]  一班門徒的經歷
[00:17:39.360 --> 00:17:41.840]  我們可以學習些什麼呢?
[00:17:41.840 --> 00:17:43.120]  我們在困難當中
[00:17:43.120 --> 00:17:44.720]  或者面對逆境的時候
[00:17:44.720 --> 00:17:47.600]  究竟我們應該存在一些什麼態度呢?
[00:17:47.600 --> 00:17:50.640]  我想在這裏有一個認定
[00:17:50.640 --> 00:17:51.680]  就兩個祈求
[00:17:51.680 --> 00:17:52.800]  大家記住
[00:17:52.800 --> 00:17:54.000]  完了之後
[00:17:54.000 --> 00:17:55.040]  記住什麼呢?
[00:17:55.040 --> 00:17:56.320]  今天講的內容有
[00:17:56.320 --> 00:17:57.360]  一個認定
[00:17:57.360 --> 00:17:59.360]  兩個祈求
[00:17:59.360 --> 00:18:01.120]  一個什麼認定呢?
[00:18:01.120 --> 00:18:02.240]  在困難裏面
[00:18:02.240 --> 00:18:03.440]  或者我們在逆境裏面
[00:18:03.440 --> 00:18:04.880]  第一個認定就是
[00:18:04.880 --> 00:18:08.080]  上帝仍然是掌權的那個
[00:18:08.080 --> 00:18:11.200]  上帝仍然是掌管我們生命的那個
[00:18:11.200 --> 00:18:14.080]  這是一個很重要的認定
[00:18:14.080 --> 00:18:18.080]  創造天地萬物的那個上帝
[00:18:18.080 --> 00:18:20.560]  祂有足夠的能力去創造
[00:18:20.560 --> 00:18:24.320]  祂有足夠的能力去維護這個世界的運行
[00:18:24.320 --> 00:18:29.920]  我們只不過是上帝創造的其中一隻受造物
[00:18:29.920 --> 00:18:34.320]  我們根本沒有能力去阻擋上帝計劃的彰顯
[00:18:34.320 --> 00:18:39.200]  我們沒有能力去阻擋上帝榮耀的彰顯
[00:18:39.200 --> 00:18:40.720]  我們沒有這個能力
[00:18:40.720 --> 00:18:41.760]  自古至今
[00:18:41.760 --> 00:18:45.520]  可以說世界有很多的權勢
[00:18:45.520 --> 00:18:46.720]  有很多的人
[00:18:46.720 --> 00:18:48.560]  或者大部分的人
[00:18:48.560 --> 00:18:50.400]  都是敵黨上帝
[00:18:50.400 --> 00:18:53.760]  就在今天所看的經文裏面
[00:18:53.760 --> 00:18:56.480]  希律和彼拉多在聖經裏面
[00:18:56.480 --> 00:18:58.400]  他們本來是敵人
[00:18:58.400 --> 00:19:00.640]  但因為之後他們有共同的敵人
[00:19:00.640 --> 00:19:02.240]  就是耶穌
[00:19:02.240 --> 00:19:04.960]  所以因為要共同去對付耶穌
[00:19:04.960 --> 00:19:08.080]  所以他們都成為了朋友
[00:19:08.080 --> 00:19:09.840]  可以說是政治聯盟
[00:19:09.840 --> 00:19:11.680]  這個政治聯盟的目的
[00:19:11.680 --> 00:19:12.560]  只有一個
[00:19:12.560 --> 00:19:14.960]  就是要對付耶穌
[00:19:14.960 --> 00:19:17.120]  但是耶穌的死
[00:19:17.120 --> 00:19:21.600]  正正是顯明了上帝的能力的彰顯
[00:19:21.600 --> 00:19:24.720]  人以為可以去敵黨上帝
[00:19:24.720 --> 00:19:25.840]  阻擋上帝
[00:19:25.840 --> 00:19:28.800]  但是上帝的權能
[00:19:28.800 --> 00:19:31.680]  仍然在不同人身上去彰顯
[00:19:31.680 --> 00:19:33.120]  人以為成功的事
[00:19:33.120 --> 00:19:37.840]  但是上帝就使用你以為完成了的成功
[00:19:37.840 --> 00:19:40.400]  去成就上帝的計劃
[00:19:40.400 --> 00:19:42.720]  所以讓我們在危難當中
[00:19:42.720 --> 00:19:43.920]  讓我們記得
[00:19:43.920 --> 00:19:46.400]  上帝仍然是掌權的那個
[00:19:46.400 --> 00:19:48.000]  上帝沒有離開過我們
[00:19:48.000 --> 00:19:49.600]  沒有一秒
[00:19:49.600 --> 00:19:51.280]  一分一個小時
[00:19:51.280 --> 00:19:53.200]  離開過我們的生命
[00:19:53.200 --> 00:19:54.880]  整個生命都是上帝的掌管
[00:19:54.880 --> 00:19:56.960]  整個環境都是上帝的掌管
[00:19:56.960 --> 00:20:00.800]  整個世界都是上帝的掌管當中
[00:20:00.800 --> 00:20:03.040]  在宗教改革的時期
[00:20:03.040 --> 00:20:04.960]  大約五百多年前
[00:20:04.960 --> 00:20:08.160]  因為教會發展了千多年的時間
[00:20:08.160 --> 00:20:09.680]  有很多很忠心的人
[00:20:09.680 --> 00:20:12.480]  教會也有很多很美好的事情發生
[00:20:12.480 --> 00:20:15.920]  但其中也有很多不合乎上帝心意的事
[00:20:15.920 --> 00:20:19.120]  有很多罪惡在教會的群體裏面
[00:20:19.120 --> 00:20:21.520]  所以有一些人慢慢就起來說
[00:20:21.520 --> 00:20:23.840]  我們要去改變這個情況
[00:20:23.840 --> 00:20:26.080]  我們要回到原初
[00:20:26.080 --> 00:20:27.360]  在初期教會
[00:20:27.360 --> 00:20:30.320]  上帝期望教會所做的事情
[00:20:30.320 --> 00:20:35.680]  我們要學習初期教會的心態和生活
[00:20:35.680 --> 00:20:37.200]  接著就有不同的人出來起來
[00:20:37.200 --> 00:20:38.800]  我們叫改教運動
[00:20:38.800 --> 00:20:42.320]  有一個人可能大家比較熟悉的叫馬丁路德
[00:20:42.320 --> 00:20:45.120]  在改教的初期
[00:20:45.120 --> 00:20:49.280]  當時的羅馬教皇就派人去見馬丁路德
[00:20:49.280 --> 00:20:50.480]  就跟他說
[00:20:50.480 --> 00:20:53.200]  如果你繼續堅持你自己的做法
[00:20:53.200 --> 00:20:55.520]  你知不知道會有什麼後果
[00:20:55.520 --> 00:20:58.320]  這個人就警告馬丁路德
[00:20:58.320 --> 00:21:02.400]  最後所有支持你的人都會離開你
[00:21:02.400 --> 00:21:03.680]  他就問
[00:21:03.680 --> 00:21:05.760]  如果到時那個情況是這樣的話
