
[00:00:00.000 --> 00:00:03.200]  回到第二節的神學四重奏
[00:03:28.800 --> 00:03:30.800]  你這樣說令我想起一件事
[00:03:30.800 --> 00:03:32.800]  就是我們每年都很開心
[00:03:32.800 --> 00:03:33.800]  一個節日
[00:03:33.800 --> 00:03:35.200]  即是聖誕節
[00:03:35.200 --> 00:03:37.800]  12月25日
[00:03:37.800 --> 00:03:41.800]  我們會覺得耶穌出生是12月25日
[00:03:41.800 --> 00:03:43.800]  但是其實這一天
[00:03:43.800 --> 00:03:44.800]  你說得很對
[00:03:44.800 --> 00:03:45.800]  對甚麼呢?
[00:03:45.800 --> 00:03:47.800]  可不可以解釋一下?
[00:03:47.800 --> 00:03:49.800]  你繼續說這個
[00:03:49.800 --> 00:03:53.800]  我們會說耶穌出生是12月25日
[00:03:53.800 --> 00:03:57.800]  但是耶穌在聖誕節這一天定立之前
[00:03:57.800 --> 00:03:59.800]  12月25日是聖誕節之前
[00:03:59.800 --> 00:04:01.800]  其實是另一個節日
[00:04:01.800 --> 00:04:02.800]  你知不知道?
[00:04:02.800 --> 00:04:03.800]  是甚麼節日?
[00:04:03.800 --> 00:04:04.800]  經科老師
[00:04:04.800 --> 00:04:05.800]  我知道
[00:04:05.800 --> 00:04:06.800]  是甚麼?
[00:04:06.800 --> 00:04:07.800]  某人的生日
[00:04:07.800 --> 00:04:09.800]  你又對
[00:04:09.800 --> 00:04:11.800]  我真的要看貓字
[00:04:11.800 --> 00:04:13.800]  你這樣說大家不明白
[00:04:13.800 --> 00:04:14.800]  太陽神
[00:04:14.800 --> 00:04:15.800]  是太陽神
[00:04:15.800 --> 00:04:16.800]  是有一個名字的
[00:04:16.800 --> 00:04:19.800]  類似是不敗之太陽神誕生節
[00:04:19.800 --> 00:04:20.800]  很有名
[00:04:20.800 --> 00:04:21.800]  太陽神生日
[00:04:21.800 --> 00:04:23.800]  這個是不是同時期耶穌的
[00:04:23.800 --> 00:04:27.800]  希羅社會的一種節日呢?
[00:04:27.800 --> 00:04:28.800]  這個早一點的
[00:04:28.800 --> 00:04:29.800]  哪個早一點?
[00:04:29.800 --> 00:04:30.800]  太陽神早一點
[00:04:30.800 --> 00:04:33.800]  所以基督教聖誕節是借了太陽神
[00:04:33.800 --> 00:04:34.800]  借了
[00:04:34.800 --> 00:04:36.800]  還有為甚麼他們那天是太陽神
[00:04:36.800 --> 00:04:38.800]  即是誕生節呢?
[00:04:38.800 --> 00:04:40.800]  是因為那天是
[00:04:40.800 --> 00:04:44.800]  羅馬帝國當日是冬節
[00:04:44.800 --> 00:04:50.800]  那天日照時間會越來越長
[00:04:50.800 --> 00:04:52.800]  所以就說那天是太陽神的生日
[00:04:52.800 --> 00:04:55.800]  其實這些借用故事
[00:04:55.800 --> 00:04:57.800]  又說另一個故事
[00:04:57.800 --> 00:04:59.800]  好像我們現在
[00:04:59.800 --> 00:05:01.800]  或者是前一代的興工
[00:05:01.800 --> 00:05:04.800]  所謂好像是二次創造
[00:05:04.800 --> 00:05:06.800]  但這些其實
[00:05:06.800 --> 00:05:08.800]  剛才金玲說的
[00:05:08.800 --> 00:05:09.800]  其實都很普遍
[00:05:09.800 --> 00:05:12.800]  聖經其實都很容易找到
[00:05:12.800 --> 00:05:14.800]  我看到你拿本聖經出來
[00:05:14.800 --> 00:05:16.800]  是不是已經準備了聖經的例子呢?
[00:05:16.800 --> 00:05:20.800]  因為如果我們剛才都說方舟的故事
[00:05:20.800 --> 00:05:22.800]  其實方舟這個故事
[00:05:22.800 --> 00:05:24.800]  其實正正就是用一個二次創造來的
[00:05:24.800 --> 00:05:27.800]  就是一個借了
[00:05:27.800 --> 00:05:31.800]  有些學者就說借了近東的神話故事
[00:05:31.800 --> 00:05:33.800]  來去說一個很相似的神話故事
[00:05:33.800 --> 00:05:37.800]  但是又有些訊息上是很不同的一個故事
[00:05:37.800 --> 00:05:38.800]  如果是這樣的話
[00:05:38.800 --> 00:05:43.800]  我們當然如果要知道方舟的這個故事的一些中心點
[00:05:43.800 --> 00:05:47.800]  我們先要理解那個近東的神話故事是什麼
[00:05:47.800 --> 00:05:50.800]  有些學者就做研究
[00:05:50.800 --> 00:05:54.800]  他們就在大約可能是十九世紀中期的時候
[00:05:54.800 --> 00:05:58.800]  就找到近東的一些泥板
[00:05:58.800 --> 00:06:01.800]  以前那些人不是寫字體的字路
[00:06:01.800 --> 00:06:02.800]  是在那些泥板上
[00:06:02.800 --> 00:06:06.800]  而那些泥板就發現原來是一個故事
[00:06:06.800 --> 00:06:10.800]  這個神話故事他們進行了很多的翻譯
[00:06:10.800 --> 00:06:17.800]  然後發覺原來為什麼和我們聖經創世紀所說的羅亞方舟的故事很相似呢?
[00:06:17.800 --> 00:06:18.800]  怎樣相似呢?
[00:06:18.800 --> 00:06:20.800]  就是譬如有一個
[00:06:20.800 --> 00:06:22.800]  不是一個他們是很多神
[00:06:22.800 --> 00:06:26.800]  有一個神就是用洪水滅了這個世界
[00:06:26.800 --> 00:06:29.800]  然後又有人就會做一個方舟出來
[00:06:29.800 --> 00:06:31.800]  是拯救
[00:06:31.800 --> 00:06:34.800]  然後洪水退的時候
[00:06:34.800 --> 00:06:35.800]  我們記得羅亞方舟還沒有放
[00:06:35.800 --> 00:06:37.800]  就立刻出去試一試
[00:06:37.800 --> 00:06:40.800]  看看有沒有這個陸地水退乾了沒有呢?
[00:06:40.800 --> 00:06:42.800]  他又有這個情節的
[00:06:42.800 --> 00:06:47.800]  所以就變成了那些學者就開始去問
[00:06:47.800 --> 00:06:51.800]  其實是不是真的聖經羅亞方舟的故事
[00:06:51.800 --> 00:06:57.800]  是好像抄了這些近東文化的故事的情節呢?
[00:06:57.800 --> 00:06:59.800]  如果是這樣的話
[00:06:59.800 --> 00:07:05.800]  我作為一個從小到大都很相信聖經歷史的人
[00:07:05.800 --> 00:07:07.800]  或者是比較
[00:07:07.800 --> 00:07:10.800]  就是看設陣代判長大的人
[00:07:10.800 --> 00:07:13.800]  聽到這些說話其實會很不安
[00:07:13.800 --> 00:07:14.800]  或者很焦慮
[00:07:14.800 --> 00:07:17.800]  我一直以來所信的真實的東西
[00:07:17.800 --> 00:07:20.800]  現在你找到一個證據是他抄襲別人的
[00:07:20.800 --> 00:07:24.800]  那我可以怎樣去理解這件事呢?
[00:07:24.800 --> 00:07:29.800]  怎樣去建構究竟什麼才是真呢?
[00:07:29.800 --> 00:07:32.800]  所以抄襲可能是
[00:07:32.800 --> 00:07:34.800]  問題是抄襲的形式
[00:07:34.800 --> 00:07:37.800]  那個終身信息可能是否不同呢?
[00:07:37.800 --> 00:07:40.800]  那個才是我們那個物質遺言的真
[00:07:40.800 --> 00:07:42.800]  我們第一次講的那種
[00:07:42.800 --> 00:07:44.800]  我們就說是我們的信仰的基礎呢?
[00:07:44.800 --> 00:07:47.800]  所以其實我們很多信徒
[00:07:47.800 --> 00:07:50.800]  其實面對一個信仰的危機
[00:07:50.800 --> 00:07:53.800]  就是當有些考古發現突然間出現了
[00:07:53.800 --> 00:07:56.800]  然後竟然好像跟聖經故事又要很相近
[00:07:56.800 --> 00:07:59.800]  還要是早於聖經的記載的時候
[00:07:59.800 --> 00:08:01.800]  我們怎樣去應對呢?
[00:08:01.800 --> 00:08:03.800]  似乎在坊間的信徒裏面
[00:08:03.800 --> 00:08:07.800]  多數都是幾樣人的方式去應對
[00:08:07.800 --> 00:08:10.800]  一來可能就是去反抗、抵禦
[00:08:10.800 --> 00:08:13.800]  覺得這些所謂考古發現
[00:08:13.800 --> 00:08:15.800]  這些全部是魔鬼的攻擊
[00:08:15.800 --> 00:08:17.800]  是敗壞我們的信心之類
[00:08:17.800 --> 00:08:18.800]  就否定所有東西
[00:08:18.800 --> 00:08:21.800]  不看、不去問、也不去理解
[00:08:21.800 --> 00:08:23.800]  就繼續相信聖經的真實性
[00:08:23.800 --> 00:08:24.800]  這樣就足夠了
[00:08:24.800 --> 00:08:25.800]  可能這是第一種
[00:08:25.800 --> 00:08:27.800]  第二種人就可能嘗試和諧化
[00:08:27.800 --> 00:08:28.800]  即是甚麼意思呢?
[00:08:28.800 --> 00:08:31.800]  就是聖經的故事跟近東的故事
[00:08:31.800 --> 00:08:34.800]  都是一樣都是那班人
[00:08:34.800 --> 00:08:35.800]  因為真實歷史發生過
[00:08:35.800 --> 00:08:38.800]  所以大家就承傳了不同的傳統
[00:08:38.800 --> 00:08:40.800]  將它們兩個融在一起
[00:08:40.800 --> 00:08:42.800]  就好像可以一樣解釋了
[00:08:42.800 --> 00:08:45.800]  但是除了這兩種模式之外
[00:08:45.800 --> 00:08:46.800]  會不會有第三種的角度
[00:08:46.800 --> 00:08:48.800]  我們可以嘗試去理解
[00:08:48.800 --> 00:08:52.800]  這些近東神話和聖經的記載呢?
[00:08:52.800 --> 00:08:56.800]  其實剛才說他們有圖
[00:08:56.800 --> 00:08:57.800]  亦都有不同
[00:08:57.800 --> 00:08:59.800]  那個中心的訊息是很不同的
[00:08:59.800 --> 00:09:05.800]  如果我們看回近東華方子的故事
[00:09:05.800 --> 00:09:07.800]  其實叫做Epic of Gilgamesh
[00:09:07.800 --> 00:09:09.800]  即是Gilgamesh這個人物
[00:09:09.800 --> 00:09:11.800]  Epic就是一個史詩
[00:09:11.800 --> 00:09:15.800]  我剛才說他們有些情節是相同的
[00:09:15.800 --> 00:09:16.800]  但他們都有很多不同的
[00:09:16.800 --> 00:09:18.800]  而這些情節正正反映他們所表達的
[00:09:18.800 --> 00:09:20.800]  中心訊息是不同的
[00:09:20.800 --> 00:09:22.800]  譬如在Epic of Gilgamesh裏面
[00:09:22.800 --> 00:09:26.800]  那個神好像沒有很合理的理由
[00:09:26.800 --> 00:09:28.800]  就毀滅了人類
[00:09:28.800 --> 00:09:29.800]  可能是很多人
[00:09:29.800 --> 00:09:34.800]  然後令到那些神覺得是吵著他們睡覺
[00:09:34.800 --> 00:09:36.800]  然後就因為這個原因
[00:09:36.800 --> 00:09:38.800]  就不想滅了人類
[00:09:38.800 --> 00:09:41.800]  但我們看聖經我們知道
[00:09:41.800 --> 00:09:43.800]  上帝是為甚麼滅人類
[00:09:43.800 --> 00:09:47.800]  是因為他看到人類在地上有很多惡行
[00:09:47.800 --> 00:09:49.800]  有很多暴行
[00:09:49.800 --> 00:09:51.800]  而這件事是很重要的
[00:09:51.800 --> 00:09:55.800]  即是說其實有一些道德的原因
[00:09:55.800 --> 00:09:59.800]  上帝是按照一些規矩去做一些懲罰
[00:09:59.800 --> 00:10:01.800]  祂不是亂來的
[00:10:01.800 --> 00:10:03.800]  另一件事就是
[00:10:03.800 --> 00:10:05.800]  亦都好像告訴我們
[00:10:05.800 --> 00:10:08.800]  其實人是有一個道德責任
[00:10:08.800 --> 00:10:11.800]  即是說我們眼前遇到一些可能的災難
[00:10:11.800 --> 00:10:16.800]  我們要去思考其實是否由我自己去造成的呢
[00:10:16.800 --> 00:10:18.800]  另外就是
[00:10:18.800 --> 00:10:20.800]  在裏面的人物
[00:10:20.800 --> 00:10:22.800]  他的名字是
[00:10:22.800 --> 00:10:25.800]  Nephthys de Manu
[00:10:25.800 --> 00:10:27.800]  要看回貓子
[00:10:27.800 --> 00:10:29.800]  但他的譯音就叫
[00:10:29.800 --> 00:10:31.800]  烏德納比澤提
[00:10:31.800 --> 00:10:33.800]  故事叫烏先生
[00:10:33.800 --> 00:10:35.800]  這個烏先生其實就是因為
[00:10:35.800 --> 00:10:37.800]  他想去尋求
[00:10:37.800 --> 00:10:40.800]  就是他在方舟裏面生龍
[00:10:40.800 --> 00:10:44.800]  而Gilgamesh這個人就去嘗試去找這個烏先生
[00:10:44.800 --> 00:10:47.800]  想找到一個長生不老的秘訣
[00:10:47.800 --> 00:10:50.800]  而這個烏先生
[00:10:50.800 --> 00:10:52.800]  到最後其實就是沒有死
[00:10:52.800 --> 00:10:55.800]  而這個如果我們對比在聖經裏面
[00:10:55.800 --> 00:10:57.800]  其實就是羅亞的那個人物
[00:10:57.800 --> 00:10:59.800]  但很有趣
[00:10:59.800 --> 00:11:01.800]  如果我們看方舟的故事
[00:11:01.800 --> 00:11:04.800]  其實是羅亞到最後是死的
[00:11:04.800 --> 00:11:06.800]  而且他死之前
[00:11:06.800 --> 00:11:08.800]  聖經的記載是
[00:11:08.800 --> 00:11:10.800]  做了一件很醜的事
[00:11:10.800 --> 00:11:12.800]  就是喝醉酒
[00:11:12.800 --> 00:11:15.800]  如果拍近東的烏先生
[00:11:15.800 --> 00:11:17.800]  如果烏先生是一個英雄人物
[00:11:17.800 --> 00:11:18.800]  是長生不死
[00:11:18.800 --> 00:11:20.800]  又可以逃過大難
[00:11:20.800 --> 00:11:22.800]  原來聖經的故事
[00:11:22.800 --> 00:11:24.800]  第一人是會死的
[00:11:24.800 --> 00:11:26.800]  而且人有他的限制
[00:11:26.800 --> 00:11:28.800]  人是不會像神一樣
[00:11:28.800 --> 00:11:31.800]  他是會有時候限差答錯的時間
[00:11:31.800 --> 00:11:34.800]  正正可能就是這件事
[00:11:34.800 --> 00:11:36.800]  又告訴我們
[00:11:36.800 --> 00:11:38.800]  我們理解
[00:11:38.800 --> 00:11:41.800]  我們心裏相信的上帝的屬性是甚麼
[00:11:41.800 --> 00:11:44.800]  如果是這樣的話
[00:11:44.800 --> 00:11:46.800]  其實Ben他剛才是
[00:11:46.800 --> 00:11:48.800]  說了一個很重要的一點
[00:11:48.800 --> 00:11:50.800]  就是其實
[00:11:50.800 --> 00:11:52.800]  羅亞方舟的寫成
[00:11:52.800 --> 00:11:55.800]  其實是想表達一些比較
[00:11:55.800 --> 00:11:57.800]  抽象的東西
[00:11:57.800 --> 00:11:59.800]  抽象的訊息
[00:11:59.800 --> 00:12:02.800]  而這個東西是整個人類都有的
[00:12:02.800 --> 00:12:06.800]  譬如罪惡和上帝恩典之間的糾纏
[00:12:06.800 --> 00:12:08.800]  我就想問
[00:12:08.800 --> 00:12:10.800]  如果是這樣的話
[00:12:10.800 --> 00:12:12.800]  為甚麼你不直接跟我說
[00:12:12.800 --> 00:12:13.800]  人是有罪
[00:12:13.800 --> 00:12:15.800]  人是有限制會死
[00:12:15.800 --> 00:12:17.800]  上帝又會有拯救
[00:12:17.800 --> 00:12:19.800]  而是要繞一大圈來抄
[00:12:19.800 --> 00:12:21.800]  抄旁邊的神話
[00:12:21.800 --> 00:12:23.800]  你告訴我這個道理
[00:12:23.800 --> 00:12:25.800]  我就想到一件事
[00:12:25.800 --> 00:12:27.800]  看看你明不明白
[00:12:27.800 --> 00:12:29.800]  夠不夠聰明
[00:12:29.800 --> 00:12:31.800]  我不明白
[00:12:31.800 --> 00:12:33.800]  我只想跟你說
[00:12:33.800 --> 00:12:34.800]  我跟你說兩件事
[00:12:34.800 --> 00:12:35.800]  第一件事就是
[00:12:35.800 --> 00:12:37.800]  香港學童自殺問題
[00:12:37.800 --> 00:12:39.800]  都嚴重的
[00:12:39.800 --> 00:12:40.800]  第二就是
[00:12:40.800 --> 00:12:41.800]  大家都可以想一下
[00:12:41.800 --> 00:12:43.800]  我這樣說
[00:12:43.800 --> 00:12:46.800]  大家可以回去看看年少日記
[00:12:46.800 --> 00:12:48.800]  或者你已經看過年少日記
[00:12:48.800 --> 00:12:49.800]  你再看看它的故事
[00:12:49.800 --> 00:12:51.800]  看完整個故事之後
[00:12:51.800 --> 00:12:53.800]  再思考一下這句話
[00:12:53.800 --> 00:12:55.800]  有沒有分別
[00:12:55.800 --> 00:12:58.800]  希望大家可以想一下這個問題
[00:12:59.800 --> 00:13:02.800]  年少日記是一套電影
[00:13:02.800 --> 00:13:04.800]  似乎阿謙所說的
[00:13:04.800 --> 00:13:06.800]  這套電影是
[00:13:06.800 --> 00:13:08.800]  我們可以說是
[00:13:08.800 --> 00:13:09.800]  很抽象的概念
[00:13:09.800 --> 00:13:11.800]  上帝是愛
[00:13:11.800 --> 00:13:15.800]  爸爸是一個很堅持的人
[00:13:15.800 --> 00:13:17.800]  這些比較抽象的概念
[00:13:17.800 --> 00:13:18.800]  給予一些血肉
[00:13:18.800 --> 00:13:20.800]  使人明白
[00:13:20.800 --> 00:13:23.800]  愛是怎樣才算愛
[00:13:23.800 --> 00:13:26.800]  即是一些故事式的形式
[00:13:26.800 --> 00:13:28.800]  使人明白
[00:13:28.800 --> 00:13:30.800]  更加具體地說
[00:13:30.800 --> 00:13:35.800]  去理解到我們抽象的概念
[00:13:35.800 --> 00:13:38.800]  好了,這次時間差不多
[00:13:38.800 --> 00:13:39.800]  我們下節再見大家
[00:13:39.800 --> 00:13:41.800]  (字幕製作:貝爾)
[00:13:41.800 --> 00:13:43.800]  (CC字幕製作:貝爾)
[00:13:43.800 --> 00:13:45.800]  (CC字幕製作:貝爾)

