
[00:00:00.000 --> 00:00:03.320]  我們開始第一講的題目
[00:13:52.520 --> 00:13:55.200]  因為人隨時可以來到你的底下
[00:13:55.200 --> 00:13:59.440]  找起你所有的資料
[00:13:59.440 --> 00:14:01.200]  這個我可以說是一個
[00:14:01.200 --> 00:14:03.200]  高科技所產生的
[00:14:03.200 --> 00:14:04.000]  第一個
[00:14:04.000 --> 00:14:07.920]  信息革命的兩種情況
[00:14:07.920 --> 00:14:10.480]  另外一個高科技的意義在哪裡呢
[00:14:10.480 --> 00:14:13.000]  高科技的另一個意義可以說是
[00:14:13.000 --> 00:14:20.360]  自動化和控制論
[00:14:20.360 --> 00:14:23.040]  自動化和控制論是什麼意思呢
[00:14:23.040 --> 00:14:27.120]  可以說是一個自動的控制系統的產生
[00:14:27.120 --> 00:14:29.000]  這個是將來的高科技裡面
[00:14:29.000 --> 00:14:30.960]  最重要要發展的方向
[00:14:30.960 --> 00:14:33.160]  所以自動化的控制系統是什麼呢
[00:14:33.160 --> 00:14:36.120]  基本上是希望做到一件情況就是
[00:14:36.120 --> 00:14:38.400]  不需要人直接參與的
[00:14:38.400 --> 00:14:39.600]  自動化
[00:14:39.600 --> 00:14:45.040]  然後能夠完成人預期的目的的系統
[00:14:45.040 --> 00:14:46.280]  再說一次
[00:14:46.280 --> 00:14:48.080]  這個自動化的系統
[00:14:48.080 --> 00:14:51.280]  就是希望完全不需要
[00:14:51.280 --> 00:14:53.600]  越來越減低人的參與
[00:14:53.600 --> 00:14:56.400]  然後又能夠完成人所預期的
[00:14:56.400 --> 00:14:59.480]  不會出錯的目標
[00:14:59.480 --> 00:15:02.360]  因為人參與的時候就會出錯
[00:15:02.360 --> 00:15:05.120]  因為人都是有限制的
[00:15:05.120 --> 00:15:06.200]  有情緒
[00:15:06.200 --> 00:15:07.680]  有變化
[00:15:07.680 --> 00:15:08.800]  有錯失
[00:15:08.800 --> 00:15:11.960]  但是一個自動化能夠絕對控制的系統
[00:15:11.960 --> 00:15:13.760]  就不會出錯
[00:15:13.760 --> 00:15:16.440]  於是我們發覺這個自動化系統
[00:15:16.440 --> 00:15:20.240]  在各方面的工業和商業都用了
[00:15:20.240 --> 00:15:21.280]  尤其是工業
[00:15:21.280 --> 00:15:22.440]  你看看那些汽車廠
[00:15:22.440 --> 00:15:23.600]  去日本的汽車廠
[00:15:23.600 --> 00:15:25.360]  差不多整個廠房都沒什麼人
[00:15:25.360 --> 00:15:26.520]  只有兩個人
[00:15:26.520 --> 00:15:30.000]  在後面的螢光幕按摩
[00:15:30.000 --> 00:15:31.200]  全部都是這樣
[00:15:31.200 --> 00:15:31.840]  為什麼呢
[00:15:31.840 --> 00:15:34.120]  你靠那個人看那一下
[00:15:34.120 --> 00:15:36.080]  看歪了一顆珠就糟糕了
[00:15:36.080 --> 00:15:36.600]  他不會的
[00:15:36.600 --> 00:15:37.200]  他要按一下
[00:15:37.200 --> 00:15:37.800]  當然是那一下
[00:15:37.800 --> 00:15:38.960]  完全不會出錯的
[00:15:38.960 --> 00:15:40.680]  這個是自動化的希望
[00:15:40.680 --> 00:15:42.840]  所以我們看到一個自動化系統
[00:15:42.840 --> 00:15:45.160]  那個理論和要求下
[00:15:45.160 --> 00:15:46.400]  那個金科玉律很簡單
[00:15:46.400 --> 00:15:48.680]  就是不會出錯
[00:15:48.680 --> 00:15:50.160]  絕對受控制
[00:15:50.160 --> 00:15:51.880]  這個可以說是一個virtual
[00:15:51.880 --> 00:15:56.240]  可以說是金科玉律的標準
[00:15:56.240 --> 00:15:57.960]  越能夠達到這個標準
[00:15:57.960 --> 00:15:59.840]  那個越容易被人接受
[00:15:59.840 --> 00:16:00.640]  越理想
[00:16:00.640 --> 00:16:01.440]  越好
[00:16:01.440 --> 00:16:03.800]  價值越高
[00:16:03.800 --> 00:16:07.560]  這種自動化控制系統心態下
[00:16:07.560 --> 00:16:08.480]  產生什麼結果呢
[00:16:08.480 --> 00:16:10.600]  這個結果是很重要的
[00:16:10.600 --> 00:16:11.880]  在近幾十年裡面
[00:16:11.880 --> 00:16:16.920]  德國的一個學派開始提出這個危機
[00:16:16.920 --> 00:16:20.800]  就是一個科技發展的社會
[00:16:20.800 --> 00:16:23.360]  本身科技好像我們一般來說
[00:16:23.360 --> 00:16:25.080]  是中性的科技
[00:16:25.080 --> 00:16:25.880]  是技術而已
[00:16:25.880 --> 00:16:26.560]  你怎麼用它
[00:16:26.560 --> 00:16:27.920]  拿來做好事就好事
[00:16:27.920 --> 00:16:29.440]  做壞事就做壞事
[00:16:29.440 --> 00:16:30.960]  這個科技本身沒有罪
[00:16:30.960 --> 00:16:32.120]  但是他們開始看出
[00:16:32.120 --> 00:16:33.360]  這個科技本身都有
[00:16:33.360 --> 00:16:35.800]  一定的意義
[00:16:35.800 --> 00:16:38.000]  科技不單單是一種中性
