
[00:00:00.000 --> 00:00:04.220]  宣讀《馬可福音》第一章9到13節
[00:04:11.960 --> 00:04:18.440]  讓我們真的能夠去明白祢對我們每個人的心意
[00:04:19.400 --> 00:04:20.800]  明白祢的愛
[00:04:20.800 --> 00:04:24.440]  謝謝主聽我們禱告 奉舉耶穌名求
[00:04:24.440 --> 00:04:29.360]  我們今天看的是馬可福音
[00:04:29.360 --> 00:04:31.880]  馬可福音是最短的福音書
[00:04:31.880 --> 00:04:35.520]  其他福音書有二十多章
[00:04:35.520 --> 00:04:37.720]  馬可福音只有十六章
[00:04:37.720 --> 00:04:42.840]  所以它很少記載耶穌那些很長的講道
[00:04:42.840 --> 00:04:45.840]  它主要是記載祂怎麼不停的行動
[00:04:45.840 --> 00:04:47.440]  祂做好多的事情
[00:04:48.280 --> 00:04:50.280]  我們今天先看第一章
[00:04:50.280 --> 00:04:53.680]  如果你有些印象的話
[00:04:53.680 --> 00:04:55.480]  馬可福音一開始就是說
[00:04:55.480 --> 00:04:58.200]  舊約聖經裡面
[00:04:58.200 --> 00:04:59.560]  以撒亞書
[00:04:59.560 --> 00:05:03.840]  預言有一個救世主出現
[00:05:03.840 --> 00:05:07.320]  之前有一個人要來 是誰呢
[00:05:07.320 --> 00:05:09.920]  對 施洗的約翰
[00:05:09.920 --> 00:05:11.120]  我們剛才讀了經文
[00:05:11.120 --> 00:05:15.880]  施洗約翰出道一段時間
[00:05:15.880 --> 00:05:17.720]  然後來到今天的經文
[00:05:18.200 --> 00:05:20.520]  就是耶穌出道的故事
[00:05:20.520 --> 00:05:24.040]  我們可以去我的PPT
[00:05:24.040 --> 00:05:25.640]  我每次講話有人笑
[00:05:25.640 --> 00:05:27.400]  我就覺得我講錯話
[00:05:27.400 --> 00:05:29.160]  很糟糕的感覺
[00:05:29.160 --> 00:05:33.080]  第九節
[00:05:33.080 --> 00:05:36.480]  那時候耶穌從加利利的拿撒勒來
[00:05:36.480 --> 00:05:39.040]  在約旦河裡受約翰的洗
[00:05:39.040 --> 00:05:44.560]  首先 耶穌來自加利利的拿撒勒
[00:05:45.640 --> 00:05:48.240]  如果你認識一下聖經的地圖
[00:05:48.240 --> 00:05:53.160]  你可能知道以色列最重要的地區是哪裡
[00:05:53.160 --> 00:05:55.160]  就是猶太
[00:05:55.160 --> 00:05:56.440]  猶太 對嗎
[00:05:56.440 --> 00:05:58.560]  是比較南部
[00:05:58.560 --> 00:06:01.080]  就是耶路撒冷所在的地方
[00:06:01.080 --> 00:06:03.280]  加利利在什麼地方呢
[00:06:03.280 --> 00:06:05.400]  北部 對嗎 北部
[00:06:05.400 --> 00:06:07.640]  加利利是個很特別的地方
[00:06:07.640 --> 00:06:09.280]  因為歷史的原因
[00:06:09.280 --> 00:06:13.440]  過去有好多非猶太人住在那裡
[00:06:14.400 --> 00:06:16.560]  所以它是一個外邦人統治的地區
[00:06:16.560 --> 00:06:21.440]  他們跟猶太的本土
[00:06:21.440 --> 00:06:24.600]  歷史不同 統治的人也不同
[00:06:24.600 --> 00:06:28.880]  所以上面就有好多混種人
[00:06:28.880 --> 00:06:33.840]  就是以色列人跟外邦人一起通婚
[00:06:33.840 --> 00:06:36.040]  所以你想一下
[00:06:36.040 --> 00:06:40.160]  這些猶太人會怎樣看上面的人呢
[00:06:40.160 --> 00:06:42.960]  看不起他們 對嗎
[00:06:44.280 --> 00:06:47.000]  你們信仰不純正
[00:06:47.000 --> 00:06:50.720]  你們的血統不純正 對嗎
[00:06:50.720 --> 00:06:54.720]  然後加利利裡面有個拿撒勒
[00:06:54.720 --> 00:06:57.240]  有人知道拿撒勒有什麼特別嗎
[00:06:57.240 --> 00:07:00.680]  全部答對了 就是沒有特別
[00:07:00.680 --> 00:07:03.920]  它是一個很小很小的村子
[00:07:03.920 --> 00:07:07.800]  應該除了聖經這裡以外
[00:07:07.800 --> 00:07:09.880]  那個時候沒有什麼記載
[00:07:09.880 --> 00:07:13.160]  所以我們看見絕對經文是有點
[00:07:13.320 --> 00:07:14.600]  特別的地方就是什麼呢
[00:07:14.600 --> 00:07:16.080]  約翰很出名
[00:07:16.080 --> 00:07:18.080]  他就成名了
[00:07:18.080 --> 00:07:21.680]  然後好多人來找他受洗
[00:07:21.680 --> 00:07:24.920]  就是可能好多人排隊
[00:07:24.920 --> 00:07:26.360]  或者好多人走過來
[00:07:26.360 --> 00:07:33.160]  然後有一個來自信仰不純正的地區的人
[00:07:33.160 --> 00:07:36.600]  來自一個小村莊的一個不知道什麼人
[00:07:36.600 --> 00:07:38.920]  叫耶穌來到這裡
[00:07:40.080 --> 00:07:45.200]  人們期望救主是來自皇主的
[00:07:45.200 --> 00:07:47.880]  是來自以色列一個威風的人物
[00:07:47.880 --> 00:07:50.880]  然後這個不知道什麼地方的小人物
[00:07:50.880 --> 00:07:52.520]  來到受洗
[00:07:52.520 --> 00:07:57.800]  然後耶穌一受洗的時候
[00:07:57.800 --> 00:08:02.320]  祂從水裡上來就發生幾件很厲害的事情 對嗎
[00:08:02.320 --> 00:08:05.960]  可以說是一個特殊的意象
[00:08:05.960 --> 00:08:08.960]  首先是天裂開了
[00:08:09.960 --> 00:08:11.400]  或者如果你看原文
[00:08:11.400 --> 00:08:13.400]  它的意思是天撕開了
[00:08:13.400 --> 00:08:16.480]  是很震撼的一個形容詞
[00:08:16.480 --> 00:08:20.080]  其他福音書如果你看的話是天開了
[00:08:20.080 --> 00:08:21.920]  但是馬可福音很奇怪
[00:08:21.920 --> 00:08:25.320]  他說天裂開了或者是撕開了
[00:08:25.320 --> 00:08:27.120]  特別的震撼
[00:08:27.120 --> 00:08:32.280]  然後我們看見聖靈好像格子降在他身上
[00:08:32.280 --> 00:08:34.160]  然後天上有聲音說
[00:08:34.160 --> 00:08:36.440]  你是我的愛子 我喜悅你
[00:08:39.120 --> 00:08:43.120]  這麼多的圖畫是什麼意思呢 大家認為
[00:08:43.120 --> 00:08:46.320]  最簡單我們講
[00:08:46.320 --> 00:08:49.520]  剛才耶穌從這個很小的地方
[00:08:49.520 --> 00:08:50.840]  很謙卑的來受洗
[00:08:50.840 --> 00:08:52.840]  所以天父就抬舉你
[00:08:52.840 --> 00:08:54.360]  抬舉他
[00:08:54.360 --> 00:08:56.160]  就是把天空撕開
[00:08:56.160 --> 00:08:57.600]  然後降下來
[00:08:57.600 --> 00:08:59.960]  讓聖靈很震撼的降臨
[00:08:59.960 --> 00:09:02.520]  然後親口說你是我的愛子 我喜悅你
[00:09:02.520 --> 00:09:05.000]  就是大概這個電影的感覺 對嗎
[00:09:07.360 --> 00:09:11.360]  不過馬可福音那個時代
[00:09:11.360 --> 00:09:15.240]  那時候的基督徒他們最熟悉的聖經是哪裡
[00:09:15.240 --> 00:09:17.640]  舊約聖經 對嗎
[00:09:17.640 --> 00:09:23.120]  所以他們原來這個小小的故事裡面有好多的
[00:09:23.120 --> 00:09:24.920]  我不知道讀得清不清楚
[00:09:24.920 --> 00:09:26.400]  就是弦外之音
[00:09:26.400 --> 00:09:29.520]  就是他們當時的基督徒
[00:09:29.520 --> 00:09:32.680]  當時的猶太人比較能夠明白的
[00:09:32.680 --> 00:09:34.840]  今天我們嘗試再看一下
[00:09:36.200 --> 00:09:37.200]  首先
[00:09:37.200 --> 00:09:40.600]  這個天空撕開了
[00:09:40.600 --> 00:09:43.960]  馬可福音
[00:09:43.960 --> 00:09:48.120]  整卷馬可福音只有記載另外一樣東西撕開了
[00:09:48.120 --> 00:09:49.320]  有人知道是什麼嗎
[00:09:49.320 --> 00:09:51.200]  對 曼子
[00:09:51.200 --> 00:09:53.600]  哇 好多人也認識聖經 感謝主
[00:09:53.600 --> 00:09:56.440]  曼子是什麼來的
[00:09:56.440 --> 00:10:00.400]  我們耶路撒冷裡面有一個聖殿 對嗎
[00:10:00.400 --> 00:10:03.640]  聖殿裡面有不同的地方
[00:10:04.120 --> 00:10:08.680]  最中間有一個最神聖的地方是至聖所
[00:10:08.680 --> 00:10:11.040]  至聖所裡面它代表什麼
[00:10:11.040 --> 00:10:14.440]  它代表就是上帝降臨的一個地方
[00:10:14.440 --> 00:10:17.280]  其實上帝什麼地方也可以降臨
[00:10:17.280 --> 00:10:18.840]  但他選了這個地方降臨
[00:10:18.840 --> 00:10:22.400]  就是讓以色列人學習
[00:10:22.400 --> 00:10:25.640]  我們要尊重上帝來這裡敬拜
[00:10:25.640 --> 00:10:30.360]  所以這個至聖所是太聖界了
[00:10:30.360 --> 00:10:32.560]  人不可以隨便的進去
[00:10:32.560 --> 00:10:34.120]  然後就有一個茫子
[00:10:34.120 --> 00:10:36.120]  就是擋住
[00:10:36.120 --> 00:10:37.680]  在裡面擋住
[00:10:37.680 --> 00:10:40.440]  所以人不可以隨便的進去
[00:10:40.440 --> 00:10:41.840]  就是象徵什麼呢
[00:10:41.840 --> 00:10:43.800]  我們不可以欺瞞上帝
[00:10:43.800 --> 00:10:50.240]  不可以很輕易的親近聖潔的神
[00:10:50.240 --> 00:10:53.160]  然後 耶穌死的時候
[00:10:53.160 --> 00:10:54.840]  茫子撕開了是什麼意思
[00:10:54.840 --> 00:10:57.760]  大家好多人也明白 對嗎
[00:10:57.760 --> 00:11:00.320]  人可以去找上帝
[00:11:00.320 --> 00:11:01.440]  然後你怎樣想
[00:11:02.440 --> 00:11:05.240]  馬可福音第一章已經說
[00:11:05.240 --> 00:11:07.840]  天空撕開了
[00:11:07.840 --> 00:11:10.040]  有聖嬰從天上說話
[00:11:10.040 --> 00:11:13.320]  是什麼意思
[00:11:13.320 --> 00:11:14.720]  不是說
[00:11:14.720 --> 00:11:18.120]  這裡神不但是很威風的說話
[00:11:18.120 --> 00:11:21.960]  神撕開天空來找我們
[00:11:21.960 --> 00:11:25.080]  神撕開天空來找我們怎樣
[00:11:25.080 --> 00:11:28.920]  就是派他的兒子來送死
[00:11:28.920 --> 00:11:32.760]  我們繼續看下去是怎樣呢
[00:11:32.760 --> 00:11:35.000]  聖靈
[00:11:35.000 --> 00:11:37.040]  這個剛才的經文
[00:11:37.040 --> 00:11:39.000]  然後我們剛才看見
[00:11:39.000 --> 00:11:42.280]  聖靈好像格子降臨是什麼意思
[00:11:42.280 --> 00:11:44.040]  這個不是什麼和平的格子
[00:11:44.040 --> 00:11:45.600]  這個是什麼
[00:11:45.600 --> 00:11:48.440]  就是就有好多地方也預言
[00:11:48.440 --> 00:11:51.000]  救世主要來世上的時候
[00:11:51.000 --> 00:11:53.560]  有神的靈同在
[00:11:53.560 --> 00:11:57.720]  這個來的是要拯救世界的人
[00:11:57.720 --> 00:12:00.600]  然後最後有這個
[00:12:00.600 --> 00:12:02.000]  天上的聲音說
[00:12:02.000 --> 00:12:03.600]  你是我的愛子
[00:12:03.600 --> 00:12:05.200]  我喜悅你
[00:12:05.200 --> 00:12:09.600]  原來是來自舊約兩個很著名的經文
[00:12:09.600 --> 00:12:10.760]  第一段就是這裡
[00:12:10.760 --> 00:12:12.800]  詩篇
[00:12:12.800 --> 00:12:14.400]  第二章就是
[00:12:14.400 --> 00:12:16.120]  你是我的兒子
[00:12:16.120 --> 00:12:18.280]  我今日生你
[00:12:18.280 --> 00:12:21.640]  當時的人一聽見天上的聲音
[00:12:21.640 --> 00:12:22.440]  應該不怎麼說
[00:12:22.440 --> 00:12:24.640]  我們不知道有沒有其他人聽見這個聲音
[00:12:24.640 --> 00:12:26.480]  可能只有耶穌聽到的
[00:12:26.480 --> 00:12:28.240]  但我們也看見
[00:12:28.240 --> 00:12:30.160]  我們看見聖經簡言說
[00:12:30.160 --> 00:12:31.640]  你是我的愛子
[00:12:31.640 --> 00:12:35.000]  當時的人一看見這個經文就會知道
[00:12:35.000 --> 00:12:37.560]  這個就是救世主
[00:12:37.560 --> 00:12:38.600]  然後
[00:12:38.600 --> 00:12:40.440]  我喜悅你
[00:12:40.440 --> 00:12:45.120]  就是來自這一段以賽亞書的經文
[00:12:45.120 --> 00:12:48.120]  也是分享救主的降臨
[00:12:48.120 --> 00:12:49.760]  我的僕人
[00:12:49.760 --> 00:12:52.480]  我所扶持所檢選
[00:12:52.480 --> 00:12:54.080]  心裡所喜悅的
[00:12:54.080 --> 00:12:58.080]  就是這個喜悅的意思
[00:12:58.080 --> 00:13:01.480]  那我講了這麼多經文好像有點複雜
[00:13:01.480 --> 00:13:05.360]  希望表達什麼呢
[00:13:05.360 --> 00:13:08.680]  一方面我們看見這個異象
[00:13:08.680 --> 00:13:09.920]  這個很厲害的異象
[00:13:09.920 --> 00:13:13.560]  好像上帝要告訴我們
[00:13:13.560 --> 00:13:16.080]  耶穌不是這個小人物
[00:13:16.080 --> 00:13:17.000]  祂是很厲害的
[00:13:17.000 --> 00:13:19.960]  祂是我的愛子
[00:13:19.960 --> 00:13:23.400]  其實不但是這樣
[00:13:23.400 --> 00:13:27.040]  祂想對我們說
[00:13:27.040 --> 00:13:31.640]  神有多愛我們
[00:13:31.640 --> 00:13:37.920]  耶穌來是要撕開人與神的組閣
[00:13:37.920 --> 00:13:40.600]  讓我們可以親近神
[00:13:40.600 --> 00:13:42.520]  祂有聖靈的同在
[00:13:42.520 --> 00:13:44.480]  代表祂不是什麼很
[00:13:44.480 --> 00:13:45.960]  就是只是神的愛子
[00:13:45.960 --> 00:13:49.600]  祂要來拯救世界
[00:13:49.600 --> 00:13:53.040]  好像這個以賽亞書裡面說的
[00:13:53.040 --> 00:13:57.200]  祂來是要默默的服侍
[00:13:57.200 --> 00:14:01.960]  將公理傳給外邦
[00:14:01.960 --> 00:14:07.080]  所以整個經文表面在講
[00:14:07.080 --> 00:14:07.960]  耶穌的身份
[00:14:07.960 --> 00:14:09.360]  你是我的愛子
[00:14:09.360 --> 00:14:11.760]  裡面更在講
[00:14:11.760 --> 00:14:16.240]  耶穌基督的使命
[00:14:16.240 --> 00:14:17.000]  天父在講
[00:14:17.000 --> 00:14:20.480]  我把我最愛的愛子給你們
[00:14:20.480 --> 00:14:21.360]  這是我最愛的
[00:14:21.360 --> 00:14:23.600]  我給你們
[00:14:23.600 --> 00:14:26.440]  祂要打破
[00:14:26.440 --> 00:14:29.400]  我們與上帝之間的高牆
[00:14:29.400 --> 00:14:32.440]  祂要默默的服侍
[00:14:32.440 --> 00:14:36.800]  為我們送死
[00:14:36.800 --> 00:14:38.880]  你想這段經文是說
[00:14:38.880 --> 00:14:39.680]  你是我的愛子
[00:14:39.680 --> 00:14:40.360]  我喜悅你
[00:14:40.360 --> 00:14:44.360]  就是說天父有多愛耶穌
[00:14:44.360 --> 00:14:46.400]  但背後就是說
[00:14:46.400 --> 00:14:49.280]  這個是我最愛的愛子
[00:14:49.280 --> 00:14:52.480]  我送給你們
[00:14:52.480 --> 00:15:01.520]  天父有多愛我們
[00:15:01.520 --> 00:15:05.040]  我覺得很難用什麼比喻來
[00:15:05.040 --> 00:15:06.760]  就是比喻耶穌的愛
[00:15:06.760 --> 00:15:09.720]  我嘗試說這個故事
[00:15:09.720 --> 00:15:11.880]  有些人知道我有兩個女兒
[00:15:11.880 --> 00:15:14.360]  我的大女兒現在五歲
[00:15:14.360 --> 00:15:16.640]  她現在到了一個年紀開始
[00:15:16.640 --> 00:15:19.040]  懂得討價還價
[00:15:19.040 --> 00:15:20.760]  就是比如說
[00:15:20.760 --> 00:15:22.640]  我看多幾分鐘電視
[00:15:22.640 --> 00:15:23.560]  然後幾分鐘過後
[00:15:23.560 --> 00:15:27.800]  我再看多幾分鐘電視
[00:15:27.800 --> 00:15:29.360]  每次發生這些事情的時候
[00:15:29.360 --> 00:15:30.240]  我就有點生氣
[00:15:30.240 --> 00:15:31.680]  然後我就教訓她
[00:15:31.680 --> 00:15:35.280]  就是你剛才說的不算
[00:15:35.280 --> 00:15:36.920]  你做個不誠實的人
[00:15:36.920 --> 00:15:39.720]  我這樣就威脅她
[00:15:39.720 --> 00:15:41.160]  但是有好多時候
[00:15:41.160 --> 00:15:43.080]  我的教訓也不什麼公正
[00:15:43.080 --> 00:15:45.320]  我必須坦白承認
[00:15:45.320 --> 00:15:48.000]  例如說
[00:15:48.000 --> 00:15:49.760]  早上我要上班
[00:15:49.760 --> 00:15:51.120]  我要來教會
[00:15:51.120 --> 00:15:53.560]  我就很趕時間
[00:15:53.560 --> 00:15:54.560]  你懂嗎
[00:15:54.560 --> 00:15:55.800]  所以就是我不停的催她
[00:15:55.800 --> 00:15:56.400]  你快點
[00:15:56.400 --> 00:15:58.720]  為何這麼慢
[00:15:58.720 --> 00:15:59.840]  其實她不是慢
[00:15:59.840 --> 00:16:02.000]  就是五歲可以快到什麼地步
[00:16:02.000 --> 00:16:02.760]  其實不是她慢
[00:16:02.760 --> 00:16:04.120]  只是我趕時間而已
[00:16:04.120 --> 00:16:07.080]  你懂嗎
[00:16:07.080 --> 00:16:09.400]  有時候我服飾上面
[00:16:09.400 --> 00:16:11.600]  有不同的煩惱
[00:16:11.600 --> 00:16:12.920]  有些困難
[00:16:12.920 --> 00:16:14.420]  我也可能就是
[00:16:14.420 --> 00:16:17.360]  嵌入她身上
[00:16:17.360 --> 00:16:18.720]  有做家長的
[00:16:18.720 --> 00:16:19.920]  你也懂這種心情
[00:16:19.920 --> 00:16:23.200]  對嗎
[00:16:23.200 --> 00:16:24.600]  當然很有趣的就是
[00:16:24.600 --> 00:16:27.120]  小孩子好多時候不怎麼計較
[00:16:27.120 --> 00:16:30.800]  小孩子不怎麼計較
[00:16:30.800 --> 00:16:33.240]  剛剛她被我們罵完之後
[00:16:33.240 --> 00:16:35.120]  下一秒她又走過來
[00:16:35.120 --> 00:16:38.440]  找爸爸媽媽很開心的樣子
[00:16:38.440 --> 00:16:40.280]  我女兒也是這樣子
[00:16:40.280 --> 00:16:42.160]  好像就是早上我罵她
[00:16:42.160 --> 00:16:44.720]  然後我們去吃麥當勞
[00:16:44.720 --> 00:16:46.880]  然後麥當勞裡面有這個Pancake
[00:16:46.880 --> 00:16:49.520]  有這個熱香餅
[00:16:49.520 --> 00:16:50.600]  對嗎他們叫
[00:16:50.600 --> 00:16:51.160]  然後她就說
[00:16:51.160 --> 00:16:52.560]  爸爸這個好吃
[00:16:52.560 --> 00:16:54.000]  你吃一點吧
[00:16:54.000 --> 00:16:56.000]  有哪時候我就很羞愧的感覺
[00:16:56.000 --> 00:17:00.560]  你懂嗎
[00:17:00.560 --> 00:17:02.560]  我有時候就是這樣子
[00:17:02.560 --> 00:17:06.480]  我們沒有人是完美的父母
[00:17:06.480 --> 00:17:08.640]  真的沒有
[00:17:08.640 --> 00:17:12.560]  我們常常做錯好多決定
[00:17:12.560 --> 00:17:14.480]  但兒女小時候
[00:17:14.480 --> 00:17:21.640]  他們的愛爸爸媽媽不講條件
[00:17:21.640 --> 00:17:24.280]  他們依然是來抱住我們
[00:17:24.280 --> 00:17:27.080]  依然這樣的愛
[00:17:27.080 --> 00:17:31.120]  把最愛的東西跟爸爸媽媽分享
[00:17:31.120 --> 00:17:33.520]  大家想一下
[00:17:33.520 --> 00:17:36.960]  如果小孩子對父母的愛
[00:17:36.960 --> 00:17:40.280]  也可以這樣無條件
[00:17:40.280 --> 00:17:42.080]  上帝的愛
[00:17:42.080 --> 00:17:45.560]  豈非更沒有條件
[00:17:45.560 --> 00:17:47.360]  更不跟我們計較
[00:17:47.360 --> 00:17:48.680]  對嗎
[00:17:48.680 --> 00:17:50.920]  人也可以這樣子
[00:17:50.920 --> 00:17:52.720]  上帝的愛
[00:17:52.720 --> 00:17:59.960]  怎麼可以比我們有限的人更少
[00:17:59.960 --> 00:18:03.680]  然後我們繼續看這個經文
[00:18:03.680 --> 00:18:06.000]  第十一節
[00:18:06.000 --> 00:18:07.320]  好奇怪
[00:18:07.320 --> 00:18:08.600]  神剛剛說
[00:18:08.600 --> 00:18:10.200]  你是我的愛子
[00:18:10.200 --> 00:18:11.840]  我喜悅你
[00:18:11.840 --> 00:18:14.040]  然後怎樣
[00:18:14.040 --> 00:18:18.400]  聖靈就把耶穌催到曠野去
[00:18:18.400 --> 00:18:22.040]  祂在曠野四十天受撒旦的試探
[00:18:22.040 --> 00:18:25.800]  還有野獸在一處
[00:18:25.800 --> 00:18:29.960]  那你想這個是好奇怪的
[00:18:29.960 --> 00:18:31.640]  如果你看其他版本的聖經
[00:18:31.640 --> 00:18:34.240]  你會發現還有多一個字
[00:18:34.240 --> 00:18:36.360]  就是第十二節說
[00:18:36.360 --> 00:18:41.160]  聖靈立刻
[00:18:41.160 --> 00:18:44.520]  把耶穌催到曠野裡
[00:18:44.520 --> 00:18:47.800]  那你想像你在家裡面
[00:18:47.800 --> 00:18:51.000]  爸爸剛剛抱住你跟你說
[00:18:51.000 --> 00:18:52.360]  孩子我好愛你
[00:18:52.360 --> 00:18:53.880]  然後下一句說
[00:18:53.880 --> 00:18:56.440]  今天不用回家了
[00:18:56.440 --> 00:18:57.800]  是不是這樣子
[00:18:57.800 --> 00:18:59.400]  是不是有點奇怪
[00:18:59.400 --> 00:19:00.840]  這是我跟青少年說
[00:19:00.840 --> 00:19:02.400]  天父好聖人一九
[00:19:02.400 --> 00:19:05.960]  就是替耶穌到曠野裡面去
[00:19:05.960 --> 00:19:08.400]  還有曠野不是安全的地方
[00:19:08.400 --> 00:19:12.400]  就是明顯有撒旦
[00:19:12.400 --> 00:19:14.760]  有野獸
[00:19:14.760 --> 00:19:18.240]  這個愛好奇怪
[00:19:18.240 --> 00:19:22.520]  天父這個愛
[00:19:22.520 --> 00:19:24.120]  但這也是我們的經歷
[00:19:24.120 --> 00:19:24.960]  我要說
[00:19:24.960 --> 00:19:28.080]  這也是我們的經歷
[00:19:28.080 --> 00:19:30.680]  今天早上我們可能靈修
[00:19:30.680 --> 00:19:34.200]  我們讀聖經有很好的體會
[00:19:34.200 --> 00:19:36.000]  感覺天父好愛我們
[00:19:36.000 --> 00:19:38.360]  然後我們一打開房門
[00:19:38.360 --> 00:19:39.800]  坐下來跟爸爸媽媽吃飯
[00:19:39.800 --> 00:19:42.120]  就發現爸爸媽媽在吵架
[00:19:42.120 --> 00:19:44.760]  天父你剛才的愛去了哪裡
[00:19:44.760 --> 00:19:46.400]  對嗎
[00:19:46.400 --> 00:19:49.960]  你可能你剛剛參加教會的聚會
[00:19:49.960 --> 00:19:53.040]  跟弟兄姊妹團聚有很好的分享
[00:19:53.040 --> 00:19:55.240]  然後你團聚之後
[00:19:55.240 --> 00:19:56.960]  你拿電話一打開
[00:19:56.960 --> 00:19:59.400]  就看見公司出了問題
