
[00:00:00.000 --> 00:00:04.900]  在我們說祈禱為一個弟兄姊妹的需要
[00:03:27.540 --> 00:03:33.040]  信了耶穌之後也很用心地培養提摩泰
[00:03:33.040 --> 00:03:36.040]  最後提摩泰也相信了耶穌
[00:03:36.040 --> 00:03:40.040]  跟從耶穌成為了保羅的一個同工
[00:03:40.040 --> 00:03:43.040]  因為提摩泰的工作
[00:03:43.040 --> 00:03:44.540]  他有一個好的名聲
[00:03:44.540 --> 00:03:47.040]  路斯德和以哥廉的弟兄
[00:03:47.040 --> 00:03:52.040]  都稱讚提摩泰的信徒
[00:03:52.040 --> 00:03:54.040]  在第三節那邊
[00:03:54.040 --> 00:03:57.040]  保羅帶同工去
[00:03:57.040 --> 00:04:01.540]  帶提摩泰一起去到一些地方
[00:04:01.540 --> 00:04:04.540]  就是保羅曾經宣教的一個地方
[00:04:04.540 --> 00:04:08.540]  帶著這個很親密的同工去到那個地方
[00:04:08.540 --> 00:04:12.040]  去之前保羅跟他走了國泥
[00:04:12.040 --> 00:04:18.040]  國泥是猶太人裡面一個傳統的很重要的禮儀
[00:04:18.040 --> 00:04:22.040]  就是男孩子一出生的時候就要做一個小手術
[00:04:22.040 --> 00:04:25.040]  以致去證明這一群人
[00:04:25.040 --> 00:04:27.540]  我們是願意去跟從上帝
[00:04:27.540 --> 00:04:34.040]  保羅其實在這裡不是說要受國禮才可以信耶穌
[00:04:34.040 --> 00:04:39.040]  但是當時因為提摩泰有半個血統是猶太人
[00:04:39.040 --> 00:04:43.040]  所以當保羅去帶提摩泰同行的時候
[00:04:43.040 --> 00:04:48.040]  他也去考慮那些猶太人去到的時候
[00:04:48.040 --> 00:04:56.040]  會不會去認為保羅已經完全去否定猶太人的傳統習俗
[00:04:56.040 --> 00:05:00.040]  以致因為這樣的緣故去抗拒保羅
[00:05:00.040 --> 00:05:03.040]  以致抗拒保羅所傳的福音
[00:05:03.040 --> 00:05:07.040]  保羅在這裡不是說要外邦人受國禮
[00:05:07.040 --> 00:05:11.040]  他只是尊重猶太人本身有的習俗
[00:05:11.040 --> 00:05:16.040]  他就將提摩泰去施行這個國禮
[00:05:16.040 --> 00:05:19.040]  讓他在猶太人當中的時候
[00:05:19.040 --> 00:05:25.040]  他就有一個更方便去跟這些猶太人去傳講這個福音
[00:05:25.040 --> 00:05:30.040]  接著在第四、五節裡面保羅繼續去說
[00:05:30.040 --> 00:05:35.040]  他說他們經過覺醒把耶路撒冷使徒和長老所定的規條
[00:05:35.040 --> 00:05:37.040]  教級門徒遵守
[00:05:37.040 --> 00:05:40.040]  於是宗教會信心越發堅固
[00:05:40.040 --> 00:05:43.040]  人數天天加增
[00:05:43.040 --> 00:05:45.040]  保羅去到經過覺醒
[00:05:45.040 --> 00:05:50.040]  將耶路撒冷大會所定的一些條例
[00:05:50.040 --> 00:05:53.040]  去交給一些外邦信徒
[00:05:53.040 --> 00:05:58.040]  在當時初期的教會一個很大的問題就是
[00:05:58.040 --> 00:06:02.040]  究竟不是猶太人的都是外邦人
[00:06:02.040 --> 00:06:03.040]  信了耶穌之後
[00:06:03.040 --> 00:06:06.040]  是否需要去遵守猶太人的規條
[00:06:06.040 --> 00:06:10.040]  或者傳統習俗才可以信耶穌呢?
[00:06:10.040 --> 00:06:15.040]  耶路撒冷的大會就通過了一個這樣的結論
[00:06:15.040 --> 00:06:23.040]  就是說外邦人不需要去遵守猶太人所有的一些規條
[00:06:23.040 --> 00:06:27.040]  或者傳統一些習俗才可以信耶穌
[00:06:27.040 --> 00:06:30.040]  唯獨有幾個的內容他們要遵守
[00:06:30.040 --> 00:06:36.040]  當時的外邦人說這些愛人關心人的事
[00:06:36.040 --> 00:06:38.040]  其實我們都會做的
[00:06:38.040 --> 00:06:41.040]  所以很樂意接受這個結論
[00:06:41.040 --> 00:06:43.040]  所以保羅去到不同的地方
[00:06:43.040 --> 00:06:49.040]  就將耶路撒冷大會的這個決議的內容
[00:06:49.040 --> 00:06:52.040]  去講給外邦的信徒知道
[00:06:52.040 --> 00:06:53.040]  而外邦信徒看完之後
[00:06:53.040 --> 00:06:55.040]  也是歡喜的去領受
[00:06:55.040 --> 00:07:01.040]  他們都願意去遵守一些很基本的愛上帝愛人的一些規則
[00:07:01.040 --> 00:07:04.040]  以至去見證這個福音
[00:07:04.040 --> 00:07:07.040]  當這群人願意去遵守的時候
[00:07:07.040 --> 00:07:11.040]  聖經有講到他們的信心就越發堅固
[00:07:11.040 --> 00:07:14.040]  人數也天天加增
[00:07:14.040 --> 00:07:22.040]  保羅在這裡通常經過一次宣教的行程之後
[00:07:22.040 --> 00:07:25.040]  過了不久就回到那個地方
[00:07:25.040 --> 00:07:29.040]  第一次的行程可能教會有人信耶穌
[00:07:29.040 --> 00:07:30.040]  然後教會被建立
[00:07:30.040 --> 00:07:35.040]  然後再的時候去兼顧那些信徒
[00:07:35.040 --> 00:07:38.040]  接著在第六到第十節
[00:07:38.040 --> 00:07:40.040]  保羅更進一步的去講
[00:07:40.040 --> 00:07:44.040]  福音如何從猶太人的地方
[00:07:44.040 --> 00:07:49.040]  一步一步去到外邦人的群體裡面
[00:07:49.040 --> 00:07:51.040]  在第六到第十節
[00:07:51.040 --> 00:07:53.040]  其實很強調的就是
[00:07:53.040 --> 00:07:56.040]  聖靈在福音上的工作
[00:07:56.040 --> 00:07:58.040]  一個很主動的角色
[00:07:58.040 --> 00:08:00.040]  無論在地域上
[00:08:00.040 --> 00:08:02.040]  無論在群體上
[00:08:02.040 --> 00:08:05.040]  聖靈都引導著保羅一步一步的前進
[00:08:05.040 --> 00:08:12.040]  去明白上帝讓他去哪裡去傳講福音
[00:08:12.040 --> 00:08:14.040]  在第六到第七節
[00:08:14.040 --> 00:08:19.040]  保羅本來有一個行程
[00:08:19.040 --> 00:08:22.040]  去一個地方裡面去講道
[00:08:22.040 --> 00:08:24.040]  但是在這裡他去講道
[00:08:24.040 --> 00:08:27.040]  聖靈和耶穌都禁止
[00:08:27.040 --> 00:08:29.040]  或者讓他不要去一些地方
[00:08:29.040 --> 00:08:31.040]  在第六到第七節說
[00:08:31.040 --> 00:08:34.040]  聖靈既然禁止他們在亞西亞講道
[00:08:34.040 --> 00:08:36.040]  他們就經過佛里加
[00:08:36.040 --> 00:08:38.040]  加拿大一帶的地方
[00:08:38.040 --> 00:08:40.040]  到了美西亞的邊界
[00:08:40.040 --> 00:08:42.040]  他們想要往彼雀離去
[00:08:42.040 --> 00:08:44.040]  耶穌的令卻不許
[00:08:44.040 --> 00:08:47.040]  在這裡保羅形容
[00:08:47.040 --> 00:08:49.040]  保羅本來去一個地方講道
[00:08:49.040 --> 00:08:51.040]  但是聖靈不許可
[00:08:51.040 --> 00:08:54.040]  然後他們就轉了方向去另一個地方
[00:08:54.040 --> 00:08:57.040]  但是去到那個地方的時候
[00:08:57.040 --> 00:09:00.040]  他們本來又想著去到一個新的地方
[00:09:00.040 --> 00:09:02.040]  叫彼雀離的地方
[00:09:02.040 --> 00:09:04.040]  但是耶穌的令卻不許
[00:09:04.040 --> 00:09:08.040]  在這裡保羅本來有一些想法
[00:09:08.040 --> 00:09:10.040]  去到那裡去堅固信徒
[00:09:10.040 --> 00:09:12.040]  去將方傳開
[00:09:12.040 --> 00:09:13.040]  但是在過程裡
[00:09:13.040 --> 00:09:16.040]  聖靈不許可
[00:09:16.040 --> 00:09:18.040]  耶穌也不許可
[00:09:18.040 --> 00:09:21.040]  究竟保羅他怎麼知道
[00:09:21.040 --> 00:09:23.040]  聖靈阻止他們
[00:09:23.040 --> 00:09:26.040]  或者耶穌又阻止他們呢?
[00:09:26.040 --> 00:09:27.040]  其實聖經沒有說
[00:09:27.040 --> 00:09:29.040]  但是保羅很清楚地知道
[00:09:29.040 --> 00:09:32.040]  這個不是上帝的心意
[00:09:32.040 --> 00:09:36.040]  所以他就按照可以說
[00:09:36.040 --> 00:09:37.040]  聖靈的引導
[00:09:37.040 --> 00:09:38.040]  耶穌的提醒
[00:09:38.040 --> 00:09:41.040]  然後他就轉了一些方向
[00:09:41.040 --> 00:09:44.040]  然後去到第八至第十節
[00:09:44.040 --> 00:09:49.040]  然後保羅繼續地說出他的行程
[00:09:49.040 --> 00:09:51.040]  本來去這裡的不行
[00:09:51.040 --> 00:09:53.040]  去這裡的也不行
[00:09:53.040 --> 00:09:55.040]  然後就去另一個地方
[00:09:55.040 --> 00:09:56.040]  結果是怎麼樣呢?
[00:09:56.040 --> 00:10:02.040]  他們就越過了第八至第十節的內容
[00:10:02.040 --> 00:10:04.040]  他們就越過了梅西亞
[00:10:04.040 --> 00:10:05.040]  去到特羅亞
[00:10:05.040 --> 00:10:08.040]  在夜間有義將言語保羅
[00:10:08.040 --> 00:10:10.040]  有一個馬其頓人站著求他說
[00:10:10.040 --> 00:10:13.040]  請你到馬其頓來幫助我們
[00:10:13.040 --> 00:10:15.040]  保羅看見這義將
[00:10:15.040 --> 00:10:17.040]  我們隨即想要往馬其頓去
[00:10:17.040 --> 00:10:21.040]  以為神召我們傳福音給那裡的人聽
[00:10:21.040 --> 00:10:24.040]  保羅越過了梅西亞這個地方
[00:10:24.040 --> 00:10:27.040]  去到一個特羅亞的地方
[00:10:27.040 --> 00:10:30.040]  在夜間裡他見到一個義將
[00:10:30.040 --> 00:10:33.040]  就說有一個馬其頓人站著求他說
[00:10:33.040 --> 00:10:37.040]  你過來我們這裡幫助我們
[00:10:37.040 --> 00:10:40.040]  保羅看見這個義將
[00:10:40.040 --> 00:10:44.040]  他立刻就往馬其頓這個地方去
[00:10:44.040 --> 00:10:46.040]  他在這裡
[00:10:46.040 --> 00:10:48.040]  他自己很清楚地知道
[00:10:48.040 --> 00:10:50.040]  神讓他明白
[00:10:50.040 --> 00:10:52.040]  為什麼攔了他不去那裡
[00:10:52.040 --> 00:10:53.040]  又攔了他不去那裡呢?
[00:10:53.040 --> 00:10:58.040]  原來上帝是要他去馬其頓這個地方
[00:10:58.040 --> 00:11:01.040]  去將福音傳給那個地方的人知道
[00:11:01.040 --> 00:11:04.040]  其實這是當時的馬其頓
[00:11:04.040 --> 00:11:07.040]  用現在的角度去說
[00:11:07.040 --> 00:11:09.040]  是屬於歐洲的地方
[00:11:09.040 --> 00:11:13.040]  從亞洲到歐洲的一個很大的轉捩點
[00:11:13.040 --> 00:11:18.040]  在這裡可以說路加很清楚地讓我們知道
[00:11:18.040 --> 00:11:22.040]  說明在保羅的宣教工作上
[00:11:22.040 --> 00:11:25.040]  無論是地域上的擴展
[00:11:25.040 --> 00:11:28.040]  無論是群體上的擴展
[00:11:28.040 --> 00:11:30.040]  都是出於上帝的心意
[00:11:30.040 --> 00:11:33.040]  不是保羅個人的那個意思
[00:11:33.040 --> 00:11:35.040]  上帝引導他一步一步去完成
[00:11:35.040 --> 00:11:40.040]  上帝宣教的一個心意
[00:11:40.040 --> 00:11:44.040]  在《經文》裡面我們都要去問一個問題
[00:11:44.040 --> 00:11:46.040]  究竟上帝的心意是怎樣呢?
[00:11:46.040 --> 00:11:53.040]  或者保羅他怎樣去實踐上帝的旨意呢?
[00:11:53.040 --> 00:11:57.040]  在這裡我們都可以詳細一點再討論
[00:11:57.040 --> 00:12:01.040]  上帝的旨意這個問題
[00:12:01.040 --> 00:12:06.040]  在我們信耶穌沒多久之後
[00:12:06.040 --> 00:12:07.040]  我們都問一個問題
[00:12:07.040 --> 00:12:10.040]  這個問題無論你從初信主
[00:12:10.040 --> 00:12:12.040]  信了主沒多久
[00:12:12.040 --> 00:12:13.040]  信了主很多年
[00:12:13.040 --> 00:12:14.040]  都去問一個問題
[00:12:14.040 --> 00:12:18.040]  很多時候都是如何明白神的旨意
[00:12:18.040 --> 00:12:21.040]  我想這個真是經常問的一個問題
[00:12:21.040 --> 00:12:23.040]  神的旨意是什麼呢?
[00:12:23.040 --> 00:12:26.040]  其實基本上神的旨意可以分成兩部分
[00:12:26.040 --> 00:12:29.040]  第一就是一些普遍的旨意
[00:12:29.040 --> 00:12:31.040]  道德上的旨意
[00:12:31.040 --> 00:12:32.040]  很清楚的
[00:12:32.040 --> 00:12:33.040]  譬如十誡
[00:12:33.040 --> 00:12:36.040]  除我以愛你幫我有別的神
[00:12:36.040 --> 00:12:40.040]  你不可以挑剔偶像去敬拜
[00:12:40.040 --> 00:12:43.040]  你要去孝敬父母
[00:12:43.040 --> 00:12:45.040]  這些是十誡裡面的內容
[00:12:45.040 --> 00:12:46.040]  很清楚的
[00:12:46.040 --> 00:12:48.040]  由十誡去引申到很多
[00:12:48.040 --> 00:12:51.040]  很具體的怎樣去應用十誡的內容
[00:12:51.040 --> 00:12:53.040]  有很多的誡命去遵守
[00:12:53.040 --> 00:12:54.040]  也是很清楚的
[00:12:54.040 --> 00:12:57.040]  這些我們叫做道德上的旨意
[00:12:57.040 --> 00:12:59.040]  或者上帝是普遍的旨意
[00:12:59.040 --> 00:13:01.040]  是明顯的旨意
[00:13:01.040 --> 00:13:04.040]  這個旨意其實我們很清楚的
[00:13:04.040 --> 00:13:06.040]  我們怎樣去進行
[00:13:06.040 --> 00:13:09.040]  是求上帝給我們有這個能力
[00:13:09.040 --> 00:13:10.040]  給我們一個心態
[00:13:10.040 --> 00:13:14.040]  去實踐上帝這個旨意
[00:13:14.040 --> 00:13:16.040]  第二個層的意思
[00:13:16.040 --> 00:13:18.040]  通常我們問這個問題
[00:13:18.040 --> 00:13:22.040]  很多時候我們就是去問一些特殊的旨意
[00:13:22.040 --> 00:13:26.040]  不是很清楚的一些事情的一些抉擇
[00:13:26.040 --> 00:13:31.040]  譬如上帝要我做哪一份的工作呢?
[00:13:31.040 --> 00:13:33.040]  面前有A工作有B
[00:13:33.040 --> 00:13:35.040]  究竟我選A還是選B呢?
[00:13:35.040 --> 00:13:37.040]  想上帝你的旨意是怎樣呢?
[00:13:37.040 --> 00:13:42.040]  又或者上帝在現在裡面
[00:13:42.040 --> 00:13:45.040]  究竟我在哪個地方做好呢?
[00:13:45.040 --> 00:13:47.040]  我在A城的地方居住好
[00:13:47.040 --> 00:13:49.040]  還是在B城的地方居住好呢?
[00:13:49.040 --> 00:13:52.040]  還是留在A城的地方居住好呢?
[00:13:52.040 --> 00:13:55.040]  究竟上帝的旨意是怎樣呢?
[00:13:55.040 --> 00:13:59.040]  在聖經來說
[00:13:59.040 --> 00:14:01.040]  普遍的上帝的旨意
[00:14:01.040 --> 00:14:03.040]  道德上的旨意
[00:14:03.040 --> 00:14:05.040]  我們是很清楚的知道
[00:14:05.040 --> 00:14:07.040]  但是個別的旨意
[00:14:07.040 --> 00:14:09.040]  其實在聖經上面
[00:14:09.040 --> 00:14:10.040]  嚴格來說
[00:14:10.040 --> 00:14:13.040]  我們不是很清楚去明白
[00:14:13.040 --> 00:14:15.040]  你看聖經就知道了
[00:14:15.040 --> 00:14:18.040]  很多時候都不是這樣
[00:14:18.040 --> 00:14:20.040]  我們都期望
[00:14:20.040 --> 00:14:24.040]  我們在上帝很清楚的引導之下
[00:14:24.040 --> 00:14:26.040]  引導我們的人生
[00:14:26.040 --> 00:14:30.040]  行在上帝的旨意當中是最美好的
[00:14:30.040 --> 00:14:31.040]  不過當然
[00:14:31.040 --> 00:14:33.040]  我們都不可能事無大小
[00:14:33.040 --> 00:14:35.040]  都去尋求上帝的旨意
[00:14:35.040 --> 00:14:37.040]  譬如你一起床
[00:14:37.040 --> 00:14:38.040]  你不會問上帝
[00:14:38.040 --> 00:14:40.040]  今天我們應該吃什麼早餐呢?
[00:14:40.040 --> 00:14:42.040]  我去到餐廳
[00:14:42.040 --> 00:14:45.040]  有常餐有A餐有B餐有C餐
[00:14:45.040 --> 00:14:46.040]  我們會不會問上帝
[00:14:46.040 --> 00:14:49.040]  究竟你的旨意是要我吃A餐B餐C餐呢?
[00:14:49.040 --> 00:14:51.040]  我們不會這樣
[00:14:51.040 --> 00:14:54.040]  我們真的不會事無大小去問上帝的旨意
[00:14:54.040 --> 00:14:58.040]  不過在人生一些比較重要的事情上
[00:14:58.040 --> 00:15:02.040]  我們都知道影響我們比較大的事情上
[00:15:02.040 --> 00:15:04.040]  我們都會停一停下來
[00:15:04.040 --> 00:15:08.040]  究竟上帝你的旨意是怎樣呢?
[00:15:08.040 --> 00:15:10.040]  另一方面
[00:15:10.040 --> 00:15:11.040]  我們首先去思考
[00:15:11.040 --> 00:15:13.040]  一般人去看上帝的旨意
[00:15:13.040 --> 00:15:17.040]  會有一些不正確的理解
[00:15:17.040 --> 00:15:18.040]  有時我們會說
[00:15:18.040 --> 00:15:21.040]  凡存在已經存在的事
[00:15:21.040 --> 00:15:23.040]  就是上帝的旨意
[00:15:23.040 --> 00:15:25.040]  可以說從一個結果去看
[00:15:25.040 --> 00:15:27.040]  是不是上帝的旨意
[00:15:27.040 --> 00:15:29.040]  凡是已經存在的事
[00:15:29.040 --> 00:15:31.040]  一定是上帝的旨意
[00:15:31.040 --> 00:15:33.040]  沒有上帝的旨意是不存在的
[00:15:33.040 --> 00:15:37.040]  這個說法其實都有一個問題
[00:15:37.040 --> 00:15:39.040]  大家想想
[00:15:39.040 --> 00:15:41.040]  在現實上
[00:15:41.040 --> 00:15:43.040]  每一件事已經發生的
[00:15:43.040 --> 00:15:45.040]  都是上帝的旨意
[00:15:45.040 --> 00:15:47.040]  人間有很多罪惡
[00:15:47.040 --> 00:15:49.040]  有很多罪惡發生
[00:15:49.040 --> 00:15:51.040]  搶劫、殺人
[00:15:51.040 --> 00:15:53.040]  而這些已經發生的事
[00:15:53.040 --> 00:15:56.040]  我們不會說是上帝的旨意
[00:15:56.040 --> 00:15:59.040]  所以凡是存在就是上帝的旨意
[00:15:59.040 --> 00:16:02.040]  這個說法是有一個問題在裡面
[00:16:02.040 --> 00:16:03.040]  第二方面
[00:16:03.040 --> 00:16:07.040]  有時我們都會從一個勝利主義
[00:16:07.040 --> 00:16:09.040]  從事情的成功
[00:16:09.040 --> 00:16:12.040]  就是決定是不是上帝的旨意
[00:16:12.040 --> 00:16:15.040]  失敗就一定不是上帝的旨意
[00:16:15.040 --> 00:16:17.040]  那時成功就是上帝的旨意
[00:16:17.040 --> 00:16:19.040]  有時我們有這樣的思想在裡面
[00:16:19.040 --> 00:16:23.040]  但是在我們人生裡面
[00:16:23.040 --> 00:16:26.040]  我們過去一些所謂不如意的事
[00:16:26.040 --> 00:16:31.040]  也許是幫助我們個人生命的成長
[00:16:31.040 --> 00:16:33.040]  所以那些不如意的事
[00:16:33.040 --> 00:16:35.040]  或者不順利的一些事
[00:16:35.040 --> 00:16:39.040]  其實可能對我們個人的生命成長很有益
[00:16:39.040 --> 00:16:41.040]  也許這個是上帝的旨意
[00:16:41.040 --> 00:16:46.040]  所以用人間的成和敗的標準
[00:16:46.040 --> 00:16:48.040]  去衡量是不是上帝的旨意
[00:16:48.040 --> 00:16:50.040]  其實都不是很行得通
[00:16:50.040 --> 00:16:55.040]  例如耶穌一出生來到這個世界裡面
[00:16:55.040 --> 00:16:58.040]  祂是成功還是失敗呢?
[00:16:58.040 --> 00:17:00.040]  從人間的角度去講
[00:17:00.040 --> 00:17:02.040]  耶穌是很失敗的
[00:17:02.040 --> 00:17:06.040]  祂出來傳道用了三年的時間
[00:17:06.040 --> 00:17:08.040]  去訓練12個門徒
[00:17:08.040 --> 00:17:12.040]  當祂被捉拿去釘十字架的時候
[00:17:12.040 --> 00:17:17.040]  祂身邊的門徒四成沒有一個人在祂身邊
[00:17:17.040 --> 00:17:18.040]  很失敗
[00:17:18.040 --> 00:17:20.040]  作為一個老師是否失敗呢?
[00:17:20.040 --> 00:17:21.040]  失敗
[00:17:21.040 --> 00:17:25.040]  不能夠訓練一幫用三年時間
[00:17:25.040 --> 00:17:27.040]  一些真的和自己很近
[00:17:27.040 --> 00:17:31.040]  去輔助自己
[00:17:31.040 --> 00:17:33.040]  安慰自己的人都沒有
[00:17:33.040 --> 00:17:35.040]  面對一些挫折
[00:17:35.040 --> 00:17:37.040]  面對一些衝擊的時候
[00:17:37.040 --> 00:17:39.040]  就馬上離開耶穌
[00:17:39.040 --> 00:17:42.040]  但是耶穌的人生你覺得是成功還是失敗呢?
[00:17:42.040 --> 00:17:44.040]  從上帝的角度當然是成功
[00:17:44.040 --> 00:17:49.040]  因為祂完成了上帝給祂的旨意
[00:17:49.040 --> 00:17:53.040]  就是要為人類的罪釘在十字架上面
[00:17:53.040 --> 00:17:56.040]  所以耶穌的人生是成功的
[00:17:56.040 --> 00:18:01.040]  所以我們不能用人間的成與敗的標準
[00:18:01.040 --> 00:18:06.040]  去衡量這件事是不是上帝的旨意
[00:18:06.040 --> 00:18:09.040]  也許我們過去的所謂挫敗
[00:18:09.040 --> 00:18:13.040]  正正是上帝磨練我們的機會
[00:18:13.040 --> 00:18:16.040]  也許我們所謂的成功
[00:18:16.040 --> 00:18:20.040]  也都可能是撒旦給我們的試探
[00:18:20.040 --> 00:18:22.040]  讓我們直著順境
[00:18:22.040 --> 00:18:26.040]  以致我們一直離開上帝
[00:18:26.040 --> 00:18:30.040]  所以這個勝利主義的角度
[00:18:30.040 --> 00:18:32.040]  去理解是不是神的旨意
[00:18:32.040 --> 00:18:35.040]  其實都有很多問題在裏面
[00:18:35.040 --> 00:18:37.040]  接著我們再從另一個角度去思考
[00:18:37.040 --> 00:18:40.040]  我們尋求上帝旨意的過程裏面
[00:18:40.040 --> 00:18:43.040]  究竟我們用什麼方法呢?
[00:18:43.040 --> 00:18:47.040]  過去一般來說我們都會用兩個方法
[00:18:47.040 --> 00:18:50.040]  一個叫做比較狹義的方法
[00:18:50.040 --> 00:18:53.040]  一個叫做比較廣義的方法
[00:18:53.040 --> 00:18:55.040]  狹義的方法是什麼呢?
[00:18:55.040 --> 00:18:58.040]  就是當你有一件事情的時候
[00:18:58.040 --> 00:19:00.040]  你打算怎樣去做呢?
[00:19:00.040 --> 00:19:03.040]  接著你就向神祈禱
[00:19:03.040 --> 00:19:06.040]  就說上帝如果你沒有特別的指引我
[00:19:06.040 --> 00:19:08.040]  我就不做了
[00:19:08.040 --> 00:19:16.040]  最明顯的經典例子就是引用在《史詩記》裏面的一個時詩
[00:19:16.040 --> 00:19:18.040]  這個時詩叫做《積典》
[00:19:18.040 --> 00:19:21.040]  《積典》就是上帝呼召他出來
[00:19:21.040 --> 00:19:24.040]  去拯救一班以色列人
[00:19:24.040 --> 00:19:26.040]  跳來米顛人的手
[00:19:26.040 --> 00:19:29.040]  這個《積典》其實都很勢大
[00:19:29.040 --> 00:19:33.040]  他就說上帝我要知道你真的要呼召我
[00:19:33.040 --> 00:19:38.040]  現在我要將一些羊毛放在一個地方裏面
[00:19:38.040 --> 00:19:41.040]  如果明天我來羊毛有水
[00:19:41.040 --> 00:19:44.040]  其他地方沒有水的話
[00:19:44.040 --> 00:19:46.040]  我就知道你真的呼召我了
[00:19:46.040 --> 00:19:48.040]  第二天去到的時候
[00:19:48.040 --> 00:19:50.040]  真的羊毛有水
[00:19:50.040 --> 00:19:52.040]  其他地方是乾的
[00:19:52.040 --> 00:19:55.040]  接著《積典》就再有一個祈禱
[00:19:55.040 --> 00:19:56.040]  上帝等一下
