
[00:00:00.000 --> 00:00:09.000]  今天要讀的經文是馬太福音28章第16到20節
[00:03:53.000 --> 00:04:06.000]  今天我們會一起重溫一段非常熟悉的經文,神與人同在的大使命,就在馬太福音28:16-20節,
[00:04:06.000 --> 00:04:11.000]  是耶穌在復活以後上門徒頒布大使命。
[00:04:11.000 --> 00:04:21.000]  門徒是我們的身份和使命,以我們的身份就是耶穌基督的門徒,我們每個人都是。
[00:04:21.000 --> 00:04:28.000]  我們的使命不只是成為門徒,也是要讓更多的人成為門徒。
[00:04:28.000 --> 00:04:37.000]  在遵行這個大使命的時候,我們會真實體驗到主耶穌跟我們一起同在的力量還有安慰。
[00:04:37.000 --> 00:04:49.000]  馬太福音是記載耶穌故事的一傳書,在第一章開始介紹耶穌的名字的時候就是說,
[00:04:49.000 --> 00:04:53.000]  祂的名字是以馬列利,祂與我們同在。
[00:04:53.000 --> 00:05:03.000]  然後在最後一章,28章最後一節,耶穌親口對門徒做出保證,祂是與我們同在的。
[00:05:03.000 --> 00:05:11.000]  現在讓我們來看一段視頻,看看耶穌與門徒在加利利山的約定。
[00:05:11.000 --> 00:05:14.000]  有聲音的。
[00:05:14.000 --> 00:05:30.000]  天上地下所有的權柄都賜給我了。
[00:05:30.000 --> 00:05:35.000]  所以你們要去使萬民做我的門徒。
[00:05:35.000 --> 00:05:39.000]  奉父子聖靈的名給他們施洗。
[00:05:39.000 --> 00:05:44.000]  凡我所吩咐你們的,都要教訓他們遵守。
[00:05:44.000 --> 00:05:51.000]  我就長與你們同在,直到世界的末了。
[00:05:51.000 --> 00:05:53.000]  阿們。
[00:05:58.000 --> 00:06:06.000]  好,現在我們來到與耶穌約定的地方,不是尖沙咀,是加利利山。
[00:06:06.000 --> 00:06:14.000]  在耶穌準備回到天上之前,祂給了一個非常重要的任務,也是給我們每一個人的。
[00:06:14.000 --> 00:06:20.000]  你們相信嗎?其實我們也是因為這個使命而走在一起的。
[00:06:20.000 --> 00:06:23.000]  我先把這個經文分為兩個部分。
[00:06:23.000 --> 00:06:31.000]  第一個是門徒的行動,16到17節,然後是耶穌的說話,18到20節。
[00:06:31.000 --> 00:06:35.000]  讓我們先來一起讀16到17節。
[00:06:35.000 --> 00:06:37.000]  好,一起來。
[00:06:37.000 --> 00:06:43.000]  11個門徒往加利利去,到了耶穌約定的山上。
[00:06:43.000 --> 00:06:49.000]  他們見了耶穌就拜祂,然而還有人疑惑。
[00:06:49.000 --> 00:06:58.000]  這裡說只有11個門徒來到,是因為有的出賣了耶穌,已經不在門徒當中了。
[00:06:58.000 --> 00:07:07.000]  前面的經文說耶穌已經復活了,門徒也親眼看見了復活的耶穌。
[00:07:07.000 --> 00:07:13.000]  那麼,耶穌是在什麼時候跟門徒約定的呢?
[00:07:13.000 --> 00:07:22.000]  讓我們來看看這幾個時刻。原來第一次是在耶穌復活之後,在前面26章。
[00:07:22.000 --> 00:07:27.000]  當我復活以後,要在你們以先往加利利去。
[00:07:27.000 --> 00:07:37.000]  然後第二次,是天使告訴婦女,快去告訴她的門徒,說她已經從死裡復活了,
[00:07:37.000 --> 00:07:43.000]  而且要在你們之前去加利利,你們要在哪裡必見到她。
[00:07:43.000 --> 00:07:53.000]  還有第三次,是耶穌親自告訴婦女的,耶穌對她們說,不要害怕,你們要去告訴我的弟兄,
[00:07:53.000 --> 00:07:57.000]  叫他們往加利利去,在哪裡必見我。
[00:07:57.000 --> 00:08:07.000]  這裡一次,兩次,三次,要門徒去加利利山,傳到在哪裡必見我。
[00:08:07.000 --> 00:08:11.000]  那我們就知道這個約定真的很重要。
[00:08:11.000 --> 00:08:19.000]  當門徒按照約定來見耶穌的時候,他們相信耶穌,雖然心裡還有疑惑,
[00:08:19.000 --> 00:08:27.000]  但是這個疑惑並不阻礙他們的行動,反而成為信仰旅程的一部分。
[00:08:27.000 --> 00:08:34.000]  今天第一個重點,神與人同在,在疑惑中保持盼望。
[00:08:34.000 --> 00:08:41.000]  門徒相信耶穌會來到加利利山等候他們,而且他們真的要來到,
[00:08:41.000 --> 00:08:50.000]  沒有說,我有事不來了,下一次再來。但是他們一見到耶穌就做了什麼?馬上拜他。
[00:08:50.000 --> 00:09:01.000]  但是第四節,十七節裡說,他們心裡有疑惑,那麼他們疑惑什麼呢?
[00:09:01.000 --> 00:09:08.000]  如果門徒心裡覺得很奇怪,他們為什麼還要來呢?
[00:09:08.000 --> 00:09:19.000]  疑惑是什麼意思呢?原來疑惑是指,是說對某些事情還有情況感到不確定、懷疑。
[00:09:19.000 --> 00:09:24.000]  就算他們跟隨耶穌一段時間,還是會感到疑惑。
[00:09:24.000 --> 00:09:33.000]  就像我們在生活中面對不確定的情況一樣,比如說,如果現在我去了泰國,
[00:09:33.000 --> 00:09:43.000]  我沒有回覆媽媽的WhatsApp,她可能會感到疑惑,我是不是對她生氣啊,還是擔心我去了KK園。
[00:09:43.000 --> 00:09:52.000]  還有,不知道你們有沒有試過問你的愛人這個問題,你愛我嗎?你想念我嗎?
[00:09:52.000 --> 00:09:58.000]  可能你明明就知道對方是愛你的,不然的話你也不會跟他在一起。
[00:09:58.000 --> 00:10:03.000]  但是有時候就是會疑惑,要問一下你愛我嗎?
[00:10:03.000 --> 00:10:12.000]  在聖約心經裡面,疑惑這個字出現過兩次,第一次是在門徒彼得走在水面上,
[00:10:12.000 --> 00:10:18.000]  他看到風浪就感到害怕,因為他快要沉下去海裡面。
[00:10:18.000 --> 00:10:23.000]  他的疑惑是能不能記住依靠耶穌的能力呢?
[00:10:23.000 --> 00:10:32.000]  還有這裡,28章17節提到門徒的疑惑,原來這種疑惑是同時存在於信與不信,
[00:10:32.000 --> 00:10:37.000]  由於不覺,無法做出肯定的結論。
[00:10:37.000 --> 00:10:49.000]  不過,門徒的疑惑並不是因為耶穌的身份,因為門徒之前已經見過復活的耶穌,
[00:10:49.000 --> 00:10:58.000]  與祂見面,吃過飯,說話也摸過祂,所以他們肯定知道面前的就是耶穌。
[00:10:58.000 --> 00:11:07.000]  他們的疑惑在於對未來的母主,對神之以的不決定,還有懷疑自己的能力。
[00:11:07.000 --> 00:11:15.000]  也許我們的經歷也跟他們差不多,在看不清晴露的時候帶著疑惑,
[00:11:15.000 --> 00:11:22.000]  也跟著神的帶領,走一步,看一步,甚至有時候停下來不走了。
[00:11:22.000 --> 00:11:33.000]  不過,有懷疑不代表我們是不好的基督徒,神也可以在我們的疑惑中轉化我們,幫助我們成長。
[00:11:33.000 --> 00:11:42.000]  在疑惑中,我們也學會保持盼望,因為我們不可能在每個時刻都知道所有的答案的。
[00:11:42.000 --> 00:11:53.000]  實際上,疑惑是信仰旅程的一部分,我們的神就在這些時刻與我們同在,幫助我們成長。
[00:11:53.000 --> 00:12:08.000]  我自己呢,其實也從沒想過要成為傳道人,因為在成為神學生的過程中,我也會感到焦慮不安,心裡面充滿疑惑。
[00:12:08.000 --> 00:12:18.000]  真的是我嗎?我並不是一個特別勇敢有能力的人,也會擔心站在人的面前就好像現在。
[00:12:18.000 --> 00:12:28.000]  在我心中充滿恐懼的時候,我發現我自己太過著重於不安,就讓我看不清楚神的同在。
[00:12:28.000 --> 00:12:33.000]  神慢慢會變得渺小,因為我放大了我的不安,我的不安全感。
[00:12:33.000 --> 00:12:55.000]  如果我願意放手的時候,不再執著自制的話,未來再看祂的允許,我一直以來的恩典,我就會發現,雖然我還在疑惑裡面,但是神的愛還有祂的旨行是真實的。
[00:12:55.000 --> 00:12:59.000]  神的計畫超越我的理解。
[00:12:59.000 --> 00:13:17.000]  我知道我們恩教堂的一些弟兄姐妹,當他們來到香港的時候,他們面對語言障礙,不適應,文化差異,生活狀況都不一樣,心裡面也曾經充滿了不安懷疑。
[00:13:17.000 --> 00:13:35.000]  他們在這些挑戰中依然選擇努力地去適應神的環境,經歷神的幫助還有同在,他們就是在這些挑戰裡面願意依靠神,慢慢地找到盼望。
[00:13:35.000 --> 00:13:54.000]  在面對疑惑的時候,滿圖選擇了信靠,這種信靠不是說他們已經沒有疑問了,但是也是說他們在疑惑中繼續跟著耶穌,讓我們同樣在神的同在裡面找到盼望。
[00:13:54.000 --> 00:14:16.000]  在面對疑惑的時候,我們通常很希望快點快點找到解決的方法,不過耶穌在這裡的回應很特別,他沒有說什麼,他把滿圖的焦點放在他的心上,強調他的全品帶有能力。
[00:14:16.000 --> 00:14:22.000]  第二個焦點,神的同在帶有能力。
[00:14:22.000 --> 00:14:25.000]  讓我們一起讀出第四八節。
[00:14:25.000 --> 00:14:49.000]  耶穌正前來對他們說,因為耶穌知道他們在疑惑。
[00:14:49.000 --> 00:14:57.000]  耶穌開口的第一句話就是,聽上帝說,所有的全品都吃給我了。
[00:14:57.000 --> 00:15:04.000]  但是這句話跟當時滿圖和明還有感到疑惑有什麼關係呢?
[00:15:04.000 --> 00:15:13.000]  耶穌不是要在滿圖面前直斥著,我是王啊,我有什麼權利啊,你們不用怕啦,怎麼了?
[00:15:13.000 --> 00:15:28.000]  沒有,這句話的意思是耶穌要去向滿圖傳達安全感和盼望。
[00:15:28.000 --> 00:15:38.000]  他的全品不單是身份的宣告,更是要為滿圖的生命,生兒,還有未來帶來希望。
[00:15:38.000 --> 00:15:48.000]  耶穌提醒滿圖,他現在不再是定時之鑽的囚犯了,而是已經俘獲了,是我們生命的主宰。
[00:15:48.000 --> 00:15:54.000]  他有完整的主權,還有能力,引導,還有保護我們。
[00:15:54.000 --> 00:16:04.000]  在這裡,耶穌不是先給我們使命,而是先給我們明白,所有的全品都在他的手中。
[00:16:04.000 --> 00:16:11.000]  我們全服嬰,做滿圖訓練,都是在耶穌的全品之下進行的。
[00:16:11.000 --> 00:16:18.000]  耶穌基督的全品是請救的全品,唯有他有能力成就。
[00:16:18.000 --> 00:16:33.000]  在《石頭神傳》10章12節,彼得和約翰曾經在公會面前有力地宣告,讓我們一起讀,除他以外,別無成就。
[00:16:33.000 --> 00:16:41.000]  因為天下人間沒有其他名字,我靠著等救。
[00:16:41.000 --> 00:16:49.000]  耶穌基督是你我唯一的成就,是每一個人唯一的道路和盼望。
[00:16:49.000 --> 00:17:01.000]  他有權力,有能力主宰我們的生命,指導我們的生活和思想,並要猜險我們去完成他的使命。
[00:17:01.000 --> 00:17:09.000]  我們必須要成為主的滿圖,才進行十萬民眾滿圖的使命。
[00:17:09.000 --> 00:17:16.000]  我們必須讓耶穌先成為我們生命的王。
[00:17:16.000 --> 00:17:24.000]  當我們面對明天,還有事情不決定的時候,疑惑和焦慮也會來到。
[00:17:24.000 --> 00:17:44.000]  這個感覺是很正常的,因為人天生就希望轉移生活中的事情,不決定帶來的不安全感會讓我們感到不安無助,特別是面對挑戰的時候。
[00:17:44.000 --> 00:17:52.000]  弟兄姊妹,不知道你們生命中有沒有遇過不決定的時刻呢?
[00:17:52.000 --> 00:17:59.000]  我們是怎樣依靠神的能力來面對的呢?
[00:17:59.000 --> 00:18:20.000]  在選擇工作、專業、學校、面對分煙、奔擦、家人要離開、自己還有家人身體有問題的時候,經濟萬景的變化對未來的不決定,有很多很多的問題,
[00:18:20.000 --> 00:18:30.000]  有很多的不決定的時刻,但是我們也可以選擇把我們的擔憂轉移到神的應許之上。
[00:18:30.000 --> 00:18:39.000]  信靠神,讓祂的平安充滿我們的心,幫助我們在不決定的時候找到決定的方向。
[00:18:39.000 --> 00:18:48.000]  接下來,耶穌就說出帶使命的內容,也為門徒的行動指明了方向。
[00:18:48.000 --> 00:18:53.000]  耶穌保證了他的同在,使我們能經歷他的工作。
[00:18:53.000 --> 00:19:00.000]  第三個重點,神與人同在,一同經歷神的工作。
[00:19:00.000 --> 00:19:04.000]  要我們一起讀第19節還有20節。
[00:19:04.000 --> 00:19:24.000]  所以你們要去使我,令作我的門徒,放出我所吩咐你們的,都教訓他們遵守,我就算你們同在,就到世界的末了。
[00:19:24.000 --> 00:19:36.000]  在這段經文裡面,耶穌不但給了門徒一個很明確的使命,要傳授使命能力的來源。
[00:19:36.000 --> 00:19:44.000]  在開始還有最後都特別的提醒我們,這個是來自他的同在還有權柄。
[00:19:44.000 --> 00:19:55.000]  他的同在使我們能夠完成使命的保證,所以是連接耶穌權柄還有使命的制。
[00:19:55.000 --> 00:20:01.000]  要我們看到,帶使命的基礎就是在符合主的權柄之上。
[00:20:01.000 --> 00:20:12.000]  帶使命不單單只是負責我們要全服嬰,還要門徒訓練,還要帶領門徒與神一起工作。
[00:20:12.000 --> 00:20:18.000]  我們看到帶使命裡面有三個動詞,三個很重要的行動。
[00:20:18.000 --> 00:20:25.000]  去使人教門徒,還有實習,還有教導。
[00:20:25.000 --> 00:20:32.000]  當我們開始了門徒生命的時候,去就是一個行動的呼召。
[00:20:32.000 --> 00:20:40.000]  我們要走出安息區,comfort zone,就是要把福音帶給那些還沒認識他的人。
[00:20:40.000 --> 00:20:52.000]  這不是說我們走出去用腿走路,是我們心靈上的一個轉變,讓我們願意去關心,去認識周邊的人。
[00:20:52.000 --> 00:21:01.000]  其實,從前我是很怕說普通話的,我怕說得不好,我到現在希望你們還能聽得懂。
[00:21:01.000 --> 00:21:09.000]  我希望可以求神幫助我,記住的學習關心來香港的同胞。
[00:21:09.000 --> 00:21:17.000]  第二次使人教我的門徒,這是耶穌對所有信徒的希望。
[00:21:17.000 --> 00:21:27.000]  我們的使命不單單是傳遞訊息,還有培養、敬礼、信仰,使更多的人成為耶穌的門徒。
[00:21:27.000 --> 00:21:37.000]  這需要我們投入時間去關心、陪伴身邊的人,最好是學習還有教訓。
[00:21:37.000 --> 00:21:51.000]  我們需要在幫助一些新來的信徒,他們在信仰上面要成長,教導他們進行耶穌基督的教導,活出耶穌的生命。
[00:21:51.000 --> 00:22:07.000]  當我們進行這個大使命的時候,我們會真心經歷到身在我們生命的工作,因為耶穌的應許是與我們同在,是安慰,更是神的力量。
[00:22:07.000 --> 00:22:18.000]  你們知道恩教堂有什麼活動嗎?有什麼聚會嗎?不知道你們有沒有留意過必部場上的照片?
[00:22:18.000 --> 00:22:31.000]  我們昨天已經開始了新一期的廣東話班,我也學了很多,原來廣東話有很多的mode,我也學了很多。
[00:22:31.000 --> 00:22:39.000]  還有我們去旅行啊,我們慶祝聖誕節啊,一起煮東西啊等等。
[00:22:39.000 --> 00:22:58.000]  朋友們來到都很開心,我也很開心。這些活動不單是團聚的機會,要讓我們進到友誼,全富應,讓我們互相支持,也是我們在生命生活當中能夠經歷神的途徑。
[00:22:58.000 --> 00:23:11.000]  就讓我們今年在這些活動裡面,記住彼此學習,彼此成長,一起在耶穌的同在裡面,經歷到祂的工作。
[00:23:11.000 --> 00:23:30.000]  今天我們每一個人都被呼召了去傳遞這個祝福,這個福音,就好像我在18歲在醫院的時候跟婆婆相遇一樣。原來每一個小小的關懷,行動都能夠體現神的愛。
[00:23:30.000 --> 00:23:40.000]  不管我們是不是還在疑惑當中,讓我們都願意記住真心神的吩咐,與祂同行。
[00:23:40.000 --> 00:23:44.000]  神的同在不是一個感覺,是一份盼望。
[00:23:44.000 --> 00:23:54.000]  祂是我們的保證還有安慰,讓我們堅定的參與神的使命,經歷與神同在的喜樂還有平安。
[00:23:54.000 --> 00:24:01.000]  最後,再讓我們再一次記住耶穌的吩咐還有應許。
[00:24:01.000 --> 00:24:18.000]  讓神的話祝福我們。

