
[00:00:00.000 --> 00:00:06.000]  剛才兩位親愛的青年的弟兄
[00:06:10.000 --> 00:06:13.000]  卻發芽生長結實
[00:06:13.000 --> 00:06:16.000]  三十倍六十倍一百倍
[00:06:16.000 --> 00:06:21.000]  收成的時候歡呼喜樂
[00:06:21.000 --> 00:06:24.000]  實得
[00:06:24.000 --> 00:06:25.000]  這個交換
[00:06:25.000 --> 00:06:28.000]  是神的一個律則
[00:06:28.000 --> 00:06:31.000]  常常在我們基督徒的人生裡面
[00:06:31.000 --> 00:06:33.000]  神來完成
[00:06:33.000 --> 00:06:36.000]  非常的寶貴
[00:06:36.000 --> 00:06:41.000]  有一次我去潭香山
[00:06:41.000 --> 00:06:43.000]  在那裡有一個教會
[00:06:43.000 --> 00:06:46.000]  剛剛建好自己的新禮拜堂
[00:06:46.000 --> 00:06:49.000]  可以坐四百人
[00:06:49.000 --> 00:06:52.000]  一次的聚會坐滿人
[00:06:52.000 --> 00:06:54.000]  我聽見牧師做見證
[00:06:54.000 --> 00:06:55.000]  很受感動
[00:06:55.000 --> 00:07:00.000]  他說我來了不久
[00:07:00.000 --> 00:07:03.000]  許多人信主
[00:07:03.000 --> 00:07:05.000]  許多人加入我們教會
[00:07:05.000 --> 00:07:06.000]  為什麼呢
[00:07:06.000 --> 00:07:08.000]  他說我告訴你們
[00:07:08.000 --> 00:07:09.000]  真的原因
[00:07:09.000 --> 00:07:11.000]  我來之前
[00:07:11.000 --> 00:07:15.000]  有一對的夫婦宣教士
[00:07:15.000 --> 00:07:19.000]  在這裡流淚撒冬
[00:07:19.000 --> 00:07:23.000]  二十年沒有什麼收穫
[00:07:23.000 --> 00:07:27.000]  但是他們衷心的流淚撒冬禱告
[00:07:27.000 --> 00:07:34.000]  用主的心來忍耐的持久的工作
[00:07:34.000 --> 00:07:36.000]  現在時候到了
[00:07:36.000 --> 00:07:39.000]  我來了剛好收成
[00:07:39.000 --> 00:07:41.000]  他說我就是受他撒的冬
[00:07:41.000 --> 00:07:44.000]  受他流淚撒的冬
[00:07:44.000 --> 00:07:47.000]  現在歡呼收穫
[00:07:47.000 --> 00:07:49.000]  他跟著說主耶穌說過
[00:07:49.000 --> 00:07:52.000]  這人撒冬那人收穫
[00:07:52.000 --> 00:07:54.000]  這話是真的
[00:07:54.000 --> 00:08:00.000]  叫撒冬的收穫的一起快樂
[00:08:00.000 --> 00:08:02.000]  如果我們不明白這個道理
[00:08:02.000 --> 00:08:05.000]  而我們做了那對的宣教士流淚撒冬
[00:08:05.000 --> 00:08:07.000]  沒有什麼果效
[00:08:07.000 --> 00:08:10.000]  我們說好冤枉啊
[00:08:10.000 --> 00:08:11.000]  好冤枉啊
[00:08:11.000 --> 00:08:12.000]  吃虧了
[00:08:12.000 --> 00:08:17.000]  如果我做後來的這個牧師就好了嘛
[00:08:17.000 --> 00:08:20.000]  後來就收穫了
[00:08:20.000 --> 00:08:22.000]  他如果明白主的話
[00:08:22.000 --> 00:08:24.000]  他就不這樣想了
[00:08:24.000 --> 00:08:30.000]  主說叫撒冬的收穫的一同快樂
[00:08:30.000 --> 00:08:32.000]  因為撒冬的收穫的
[00:08:32.000 --> 00:08:34.000]  在莊家的主眼光中
[00:08:34.000 --> 00:08:37.000]  同樣的重要寶貴
[00:08:37.000 --> 00:08:39.000]  一樣的賞賜
[00:08:39.000 --> 00:08:41.000]  感謝主
[00:08:41.000 --> 00:08:43.000]  撒冬流淚
[00:08:43.000 --> 00:08:46.000]  就算不是你自己收穫
[00:08:46.000 --> 00:08:47.000]  別人收穫
[00:08:47.000 --> 00:08:49.000]  在基督的國度裡面
[00:08:49.000 --> 00:08:51.000]  一樣的價值
[00:08:51.000 --> 00:08:54.000]  所以撒冬的永遠不落空
[00:08:54.000 --> 00:08:57.000]  我們為主付上的代價
[00:08:57.000 --> 00:08:59.000]  我們為主犧牲的
[00:08:59.000 --> 00:09:00.000]  白善的
[00:09:00.000 --> 00:09:01.000]  獻上的
[00:09:01.000 --> 00:09:02.000]  捨棄的
[00:09:02.000 --> 00:09:03.000]  離棄的
[00:09:03.000 --> 00:09:05.000]  都不落空
[00:09:05.000 --> 00:09:08.000]  最後都要收成
[00:09:08.000 --> 00:09:13.000]  日子永不改變
[00:09:13.000 --> 00:09:19.000]  我們再看再走上最後第八第六
[00:09:19.000 --> 00:09:21.000]  《創世紀十五章第一節》
[00:09:21.000 --> 00:09:24.000]  這些有許多人沒有注意到
[00:09:24.000 --> 00:09:25.000]  所以我們要看看
[00:09:25.000 --> 00:09:26.000]  要讀出來
[00:09:26.000 --> 00:09:28.000]  請大家翻到那個地方
[00:09:28.000 --> 00:09:29.000]  翻一翻
[00:09:29.000 --> 00:09:35.000]  比較有一個深刻的印象
[00:09:35.000 --> 00:09:40.000]  《創世紀十五章第一節》
[00:09:40.000 --> 00:09:41.000]  這時以後
[00:09:41.000 --> 00:09:45.000]  葉和華在意象中有話對亞伯蘭說
[00:09:45.000 --> 00:09:47.000]  亞伯蘭你不要懼怕
[00:09:47.000 --> 00:09:49.000]  我是你的盾牌
[00:09:49.000 --> 00:09:55.000]  必大大的賞賜你
[00:09:55.000 --> 00:09:57.000]  在這個時候
[00:09:57.000 --> 00:09:58.000]  神對亞伯蘭說
[00:09:58.000 --> 00:10:00.000]  不要怕
[00:10:00.000 --> 00:10:01.000]  為什麼這樣說呢
[00:10:01.000 --> 00:10:04.000]  因為上面的事告訴我們那個背景
[00:10:04.000 --> 00:10:10.000]  好像亞伯蘭經過了一段的難處
[00:10:10.000 --> 00:10:12.000]  他付了代價
[00:10:12.000 --> 00:10:13.000]  神說
[00:10:13.000 --> 00:10:14.000]  不要怕
[00:10:14.000 --> 00:10:16.000]  我是你的盾牌
[00:10:16.000 --> 00:10:19.000]  必大大賞賜你
[00:10:19.000 --> 00:10:24.000]  這句話中文翻譯和英文翻譯有不同
[00:10:24.000 --> 00:10:26.000]  英文翻譯原來的意思
[00:10:26.000 --> 00:10:28.000]  原文的意思
[00:10:28.000 --> 00:10:31.000]  我是你的賞賜
[00:10:31.000 --> 00:10:33.000]  I am your reward
[00:10:33.000 --> 00:10:35.000]  這句話
[00:10:35.000 --> 00:10:38.000]  我就是你的賞賜
[00:10:38.000 --> 00:10:40.000]  我們有了主
[00:10:40.000 --> 00:10:43.000]  一切的賞賜都在主裡面
[00:10:43.000 --> 00:10:45.000]  這是最大的保證
[00:10:45.000 --> 00:10:49.000]  主自己就是我們的賞賜
[00:10:49.000 --> 00:10:53.000]  主啊我的好處不在你以外
[00:10:53.000 --> 00:10:54.000]  我們都可以這樣說
[00:10:54.000 --> 00:10:58.000]  主啊我的好處不在你以外
[00:10:58.000 --> 00:11:02.000]  十篇十六篇第三節
[00:11:02.000 --> 00:11:03.000]  詩人說
[00:11:03.000 --> 00:11:06.000]  你是我杯中的糞
[00:11:06.000 --> 00:11:09.000]  杯中的糞是什麼意思
[00:11:09.000 --> 00:11:11.000]  杯中的糞就是酒
[00:11:11.000 --> 00:11:14.000]  坦白講就是酒
[00:11:14.000 --> 00:11:16.000]  大衛這樣講的意思就是說
[00:11:16.000 --> 00:11:19.000]  一般人喝酒才滿足
[00:11:19.000 --> 00:11:21.000]  喝酒才高興
[00:11:21.000 --> 00:11:22.000]  才喜樂
[00:11:22.000 --> 00:11:27.000]  所以那個酒是his portion of happiness
[00:11:27.000 --> 00:11:29.000]  但現在大衛說
[00:11:29.000 --> 00:11:30.000]  有我啊
[00:11:30.000 --> 00:11:32.000]  你是我杯中的糞
[00:11:32.000 --> 00:11:38.000]  你是我真正的滿足喜樂福分
[00:11:38.000 --> 00:11:39.000]  感謝主
[00:11:39.000 --> 00:11:42.000]  這是大衛所說的
[00:11:42.000 --> 00:11:46.000]  跟著在下面的十七篇他說
[00:11:46.000 --> 00:11:49.000]  我的好處不在你以外
[00:11:49.000 --> 00:11:51.000]  在天上我有水呢
[00:11:51.000 --> 00:11:54.000]  在地上我也沒有愛慕的
[00:11:54.000 --> 00:11:59.000]  感謝天父大衛對神的恩典慈愛
[00:11:59.000 --> 00:12:03.000]  有一個透徹的深刻的認識和領受
[00:12:03.000 --> 00:12:06.000]  主自己是我們的一切的一切
[00:12:06.000 --> 00:12:09.000]  所以有一首詩非常好
[00:12:09.000 --> 00:12:13.000]  Jesus is all in all
[00:12:13.000 --> 00:12:15.000]  主是一切
[00:12:15.000 --> 00:12:17.000]  一切在主裡面
[00:12:17.000 --> 00:12:19.000]  主是我一切
[00:12:19.000 --> 00:12:22.000]  這首詩全世界的基督徒都唱
[00:12:22.000 --> 00:12:25.000]  但只有一部分的基督徒了解
[00:12:25.000 --> 00:12:26.000]  感謝神
[00:12:26.000 --> 00:12:29.000]  我們可以從心裡說出啊
[00:12:29.000 --> 00:12:30.000]  我的好處
[00:12:30.000 --> 00:12:32.000]  我的永恆的一處
[00:12:32.000 --> 00:12:33.000]  不在你以外
[00:12:33.000 --> 00:12:35.000]  乃在你裡面
[00:12:35.000 --> 00:12:36.000]  有了你
[00:12:36.000 --> 00:12:38.000]  我什麼都有了
[00:12:38.000 --> 00:12:39.000]  所以在這裡
[00:12:39.000 --> 00:12:41.000]  神對亞伯拉罕說
[00:12:41.000 --> 00:12:45.000]  我就是你的上次
[00:12:45.000 --> 00:12:47.000]  保證把握
[00:12:47.000 --> 00:12:49.000]  我們為主做的
[00:12:49.000 --> 00:12:53.000]  因為愛他而放下的
[00:12:53.000 --> 00:12:56.000]  我們永不失信誓
[00:12:56.000 --> 00:13:00.000]  得失教會
[00:13:00.000 --> 00:13:03.000]  現在我們來到第九
[00:13:03.000 --> 00:13:06.000]  是分享的
[00:13:06.000 --> 00:13:10.000]  我們過去已經稍微提到
[00:13:10.000 --> 00:13:14.000]  路加福音六章三十八節
[00:13:14.000 --> 00:13:16.000]  在那裡主耶穌說
[00:13:16.000 --> 00:13:20.000]  你給人就必有給你的
[00:13:20.000 --> 00:13:21.000]  而且呢
[00:13:21.000 --> 00:13:26.000]  是上肩下柳連咬帶摁的
[00:13:26.000 --> 00:13:31.000]  倒在你的懷中
[00:13:31.000 --> 00:13:34.000]  每個人都歡喜存款有利息
[00:13:34.000 --> 00:13:37.000]  利息越高就越好
[00:13:37.000 --> 00:13:38.000]  利息低了
[00:13:38.000 --> 00:13:41.000]  我們就心裡就涼了一點
[00:13:41.000 --> 00:13:42.000]  利息高了
[00:13:42.000 --> 00:13:45.000]  我們就心裡就高興了一點
[00:13:45.000 --> 00:13:47.000]  我們就要求高的利息
[00:13:47.000 --> 00:13:48.000]  好
[00:13:48.000 --> 00:13:50.000]  這裡最好的方法了
[00:13:50.000 --> 00:13:53.000]  有給人分享
[00:13:53.000 --> 00:13:56.000]  就有給你的
[00:13:56.000 --> 00:13:58.000]  沒有說是給誰
[00:13:58.000 --> 00:14:00.000]  也沒有說誰給
[00:14:00.000 --> 00:14:02.000]  我們給是給人
[00:14:02.000 --> 00:14:04.000]  我們給是給主
[00:14:04.000 --> 00:14:06.000]  給我們呢
[00:14:06.000 --> 00:14:08.000]  神可以藉著人給我們
[00:14:08.000 --> 00:14:11.000]  神可以直接自己給我們
[00:14:11.000 --> 00:14:14.000]  神有祂的方法
[00:14:14.000 --> 00:14:20.000]  祂使我們得恩典
[00:14:20.000 --> 00:14:23.000]  而且有加上許多的利息
[00:14:23.000 --> 00:14:27.000]  上肩下柳連咬帶摁
[00:14:27.000 --> 00:14:30.000]  那就是比你給出去的更多
[00:14:30.000 --> 00:14:33.000]  多許多
[00:14:33.000 --> 00:14:36.000]  我在最初教神學的時候
[00:14:36.000 --> 00:14:41.000]  那是四十多年前了
[00:14:41.000 --> 00:14:42.000]  我這樣一講呢
[00:14:42.000 --> 00:14:46.000]  就再一次想到我的年齡了
[00:14:46.000 --> 00:14:47.000]  如果一個人開口說
[00:14:47.000 --> 00:14:48.000]  四十年前
[00:14:48.000 --> 00:14:49.000]  五十年前
[00:14:49.000 --> 00:14:52.000]  就知道他的年紀了
[00:14:52.000 --> 00:14:54.000]  那我最早教神學的時候
[00:14:54.000 --> 00:14:56.000]  有一個同學
[00:14:56.000 --> 00:14:58.000]  他做競爭
[00:14:58.000 --> 00:15:01.000]  他說我受感動
[00:15:01.000 --> 00:15:03.000]  要奉獻十分之一
[00:15:03.000 --> 00:15:06.000]  他說我是個窮學生
[00:15:06.000 --> 00:15:07.000]  我哪裡有錢呢
[00:15:07.000 --> 00:15:11.000]  連我的學費都是人幫助我的
[00:15:11.000 --> 00:15:14.000]  他說我一個月五十塊錢
[00:15:14.000 --> 00:15:17.000]  飯食 活食五十塊錢
[00:15:17.000 --> 00:15:19.000]  學費又有人替我交了
[00:15:19.000 --> 00:15:21.000]  不需要
[00:15:21.000 --> 00:15:24.000]  那我就是五十塊錢交活食
[00:15:24.000 --> 00:15:26.000]  怎麼奉獻呢
[00:15:26.000 --> 00:15:28.000]  要奉獻五塊從哪裡來呢
[00:15:28.000 --> 00:15:31.000]  但是他說我向諸求
[00:15:31.000 --> 00:15:32.000]  我要奉獻
[00:15:32.000 --> 00:15:33.000]  我要學這個功課
[00:15:33.000 --> 00:15:35.000]  十分之一的奉獻
[00:15:35.000 --> 00:15:38.000]  求你給我五塊錢
[00:15:38.000 --> 00:15:39.000]  我來奉獻
[00:15:39.000 --> 00:15:40.000]  他向諸求
[00:15:40.000 --> 00:15:41.000]  結果呢
[00:15:41.000 --> 00:15:43.000]  就給了他十塊錢
[00:15:43.000 --> 00:15:44.000]  很奇怪
[00:15:44.000 --> 00:15:45.000]  一個信封就來了
[00:15:45.000 --> 00:15:48.000]  放在他的郵箱裡頭
[00:15:48.000 --> 00:15:49.000]  打開看
[00:15:49.000 --> 00:15:50.000]  十塊
[00:15:50.000 --> 00:15:51.000]  那麼他心裡想
[00:15:51.000 --> 00:15:52.000]  不要五塊
[00:15:52.000 --> 00:15:53.000]  現在十塊
[00:15:53.000 --> 00:15:56.000]  怎麼辦
[00:15:56.000 --> 00:15:58.000]  後來他心裡想
[00:15:58.000 --> 00:15:59.000]  這是主給的
[00:15:59.000 --> 00:16:02.000]  他十塊多奉獻
[00:16:02.000 --> 00:16:03.000]  他做競爭
[00:16:03.000 --> 00:16:05.000]  大家都受感動
[00:16:05.000 --> 00:16:06.000]  窮學生
[00:16:06.000 --> 00:16:08.000]  很不容易的
[00:16:08.000 --> 00:16:10.000]  很不簡單的
[00:16:10.000 --> 00:16:12.000]  但是他有這個心心
[00:16:12.000 --> 00:16:14.000]  他有這個渴慕的心
[00:16:14.000 --> 00:16:16.000]  他願意這樣做
[00:16:16.000 --> 00:16:18.000]  他求主來成全
[00:16:18.000 --> 00:16:21.000]  主給他成全
[00:16:21.000 --> 00:16:23.000]  心裡渴慕的
[00:16:23.000 --> 00:16:26.000]  神要成全
[00:16:26.000 --> 00:16:28.000]  我們感謝主
[00:16:28.000 --> 00:16:32.000]  當我們這樣去愛主的時候
[00:16:32.000 --> 00:16:36.000]  主就成了我們的賞賜
[00:16:36.000 --> 00:16:38.000]  我們的豐富
[00:16:38.000 --> 00:16:40.000]  我們的喜樂
[00:16:40.000 --> 00:16:42.000]  我們的見證
[00:16:42.000 --> 00:16:44.000]  那麼現在我們要看一段聖經
[00:16:44.000 --> 00:16:48.000]  把這一點做一個總果
[00:16:48.000 --> 00:16:52.000]  請翻到格林多後書九章
[00:16:52.000 --> 00:16:58.000]  格林多後書九章
[00:16:58.000 --> 00:17:02.000]  我們從第十節開始看
[00:17:02.000 --> 00:17:06.000]  我讀出來給大家聽
[00:17:06.000 --> 00:17:09.000]  從第六節開始
[00:17:09.000 --> 00:17:11.000]  讀到第十節
[00:17:11.000 --> 00:17:13.000]  少種的少收
[00:17:13.000 --> 00:17:15.000]  多種的多收
[00:17:15.000 --> 00:17:16.000]  這話是真的
[00:17:16.000 --> 00:17:19.000]  各人要隨本心所著定的
[00:17:19.000 --> 00:17:20.000]  不要做難
[00:17:20.000 --> 00:17:22.000]  不要勉強
[00:17:22.000 --> 00:17:24.000]  因為捐的樂意的人
[00:17:24.000 --> 00:17:26.000]  是神所喜愛的
[00:17:26.000 --> 00:17:29.000]  神能將各樣的恩惠
[00:17:29.000 --> 00:17:31.000]  多多的交給你們
[00:17:31.000 --> 00:17:34.000]  使你們凡事嘗嘗充足
[00:17:34.000 --> 00:17:36.000]  能多行各樣善事
[00:17:36.000 --> 00:17:38.000]  如經上說起
[00:17:38.000 --> 00:17:42.000]  他施捨錢財周拒貧窮
[00:17:42.000 --> 00:17:45.000]  他的人意存到永遠
[00:17:45.000 --> 00:17:47.000]  那次種給殺種的
[00:17:47.000 --> 00:17:49.000]  次糧給人吃的
[00:17:49.000 --> 00:17:52.000]  以多多加給你們種地的種子
[00:17:52.000 --> 00:17:55.000]  又增添你們人意的果子
[00:17:55.000 --> 00:17:57.000]  叫你們凡事富足
[00:17:57.000 --> 00:17:59.000]  可以多多施捨
[00:17:59.000 --> 00:18:01.000]  就藉著我們
[00:18:01.000 --> 00:18:04.000]  是感謝鬼與神
[00:18:04.000 --> 00:18:08.000]  這一段聖經非常的寶貴
[00:18:08.000 --> 00:18:10.000]  如果我們注意的話
[00:18:10.000 --> 00:18:13.000]  這個多這個字用了多少次
[00:18:13.000 --> 00:18:15.000]  好多次
[00:18:15.000 --> 00:18:18.000]  多多多多多多
[00:18:18.000 --> 00:18:21.000]  開始是多後來就多多
[00:18:21.000 --> 00:18:24.000]  農夫殺種
[00:18:24.000 --> 00:18:26.000]  什麼心態
[00:18:26.000 --> 00:18:28.000]  他是不是心裡想
[00:18:28.000 --> 00:18:30.000]  哎呀我這個寶貴的種子撒在地裡
[00:18:30.000 --> 00:18:31.000]  太可惜了
[00:18:31.000 --> 00:18:32.000]  不要殺了
[00:18:32.000 --> 00:18:34.000]  把他保全了
[00:18:34.000 --> 00:18:36.000]  沒有這樣想的農夫
[00:18:36.000 --> 00:18:38.000]  每個農夫都是
[00:18:38.000 --> 00:18:41.000]  巴不得有更多的種子可以殺
[00:18:41.000 --> 00:18:42.000]  為什麼
[00:18:42.000 --> 00:18:44.000]  為什麼他甘心殺下去
[00:18:44.000 --> 00:18:46.000]  因為他知道
[00:18:46.000 --> 00:18:47.000]  殺的越多
[00:18:47.000 --> 00:18:49.000]  收的也越多
[00:18:49.000 --> 00:18:51.000]  所以他很慷慨的
[00:18:51.000 --> 00:18:53.000]  把一切殺下去
[00:18:53.000 --> 00:18:56.000]  而且巴不得有更多的種子殺下去
[00:18:56.000 --> 00:18:58.000]  他知道
[00:18:58.000 --> 00:19:00.000]  多種多收
[00:19:00.000 --> 00:19:03.000]  在這裡保羅就把這個常識
[00:19:03.000 --> 00:19:06.000]  人人都了解的一個比喻
[00:19:06.000 --> 00:19:10.000]  來講這個分享律
[00:19:10.000 --> 00:19:13.000]  當我們殺下去
[00:19:13.000 --> 00:19:16.000]  和人分享的時候
[00:19:16.000 --> 00:19:18.000]  神就行神技
[00:19:18.000 --> 00:19:21.000]  使一粒種子變成一塊麥子
[00:19:21.000 --> 00:19:23.000]  有好多麥穗
[00:19:23.000 --> 00:19:26.000]  每一個麥穗上有好多子粒
[00:19:26.000 --> 00:19:32.000]  一粒變成了三十倍六十倍一百倍
