
[00:00:00.000 --> 00:00:04.500]  我們今天一起思想的是一個知足的題目
[00:04:52.660 --> 00:04:56.100]  他說其中一樣最深刻的體會就是
[00:04:56.100 --> 00:04:59.220]  原來人可以很簡單地生活
[00:04:59.220 --> 00:05:01.980]  仍然可以很快樂
[00:05:01.980 --> 00:05:03.580]  他說在那個地方
[00:05:03.580 --> 00:05:05.140]  沒有什麼特別的娛樂
[00:05:05.140 --> 00:05:07.100]  沒有什麼可以買到
[00:05:07.100 --> 00:05:09.860]  但是發覺自己不需要依賴很多的資源
[00:05:09.860 --> 00:05:11.020]  很多的物質
[00:05:11.020 --> 00:05:14.340]  仍然可以很安樂地生活、快樂
[00:05:14.340 --> 00:05:16.740]  他說這是最大的體會
[00:05:16.740 --> 00:05:18.740]  各位電視節目其實香港也是
[00:05:18.740 --> 00:05:23.620]  我們習慣了面對著很多商品的衝擊
[00:05:23.620 --> 00:05:26.220]  很多商人嘗試透過不同的方法
[00:05:26.220 --> 00:05:27.820]  很多的廣告
[00:05:27.820 --> 00:05:31.300]  去挑起我們的需要感
[00:05:31.300 --> 00:05:33.420]  本來沒有那個需要的
[00:05:33.420 --> 00:05:35.540]  它就會刺激你的需要感
[00:05:35.540 --> 00:05:37.660]  本來你有一隻很好的洗頭水
[00:05:37.660 --> 00:05:38.860]  後來它告訴你
[00:05:38.860 --> 00:05:41.180]  如果你想你的頭髮亮澤一點
[00:05:41.180 --> 00:05:42.900]  就買那一隻吧
[00:05:42.900 --> 00:05:45.260]  如果想自頭皮就多買一隻吧
[00:05:45.260 --> 00:05:48.820]  如果你想能夠吸引多些人看你的頭髮
[00:05:48.820 --> 00:05:50.900]  就買第三隻吧
[00:05:50.900 --> 00:05:52.540]  本來一隻洗頭水
[00:05:52.540 --> 00:05:56.500]  你可以買五支洗頭水在家裡
[00:05:56.500 --> 00:05:58.940]  你覺得你有需要
[00:05:58.940 --> 00:06:00.940]  它會刺激你的需要感
[00:06:00.940 --> 00:06:03.820]  將一些你不一定需要的東西
[00:06:03.820 --> 00:06:06.780]  鼓勵你、刺激你去買
[00:06:06.780 --> 00:06:08.220]  因此我們慢慢習慣了
[00:06:08.220 --> 00:06:10.300]  依賴很多不同的物質
[00:06:10.300 --> 00:06:13.340]  才覺得足夠
[00:06:13.340 --> 00:06:15.300]  但有些時候經歷到缺乏的時候
[00:06:15.300 --> 00:06:20.220]  才體會到生活也可以簡單而快樂
[00:06:20.220 --> 00:06:22.060]  我在自己過去的經歷當中
[00:06:22.060 --> 00:06:24.300]  神給我很多的供應
[00:06:24.300 --> 00:06:27.260]  其中一段時間經歷經濟的困難
[00:06:27.260 --> 00:06:29.820]  就是在讀神學的時候
[00:06:29.820 --> 00:06:32.420]  我記得在那段時間我和太太都在讀書
[00:06:32.420 --> 00:06:36.060]  所以兩個都是支出沒有收入
[00:06:36.060 --> 00:06:38.300]  在那段時間我們用錢很節省
[00:06:38.300 --> 00:06:40.900]  有時候吃東西都不敢多用錢
[00:06:40.900 --> 00:06:42.860]  記得去到超級市場的時候
[00:06:42.860 --> 00:06:45.380]  買了一些雞回家
[00:06:45.380 --> 00:06:51.580]  到晚上兩個人大概七、八點回家一起煮飯
[00:06:51.580 --> 00:06:54.060]  有些時候忘記了去解凍
[00:06:54.060 --> 00:06:57.220]  就在冰箱拿半隻雞出來
[00:06:57.220 --> 00:07:00.300]  然後煮滾水放一隻雞下去
[00:07:00.300 --> 00:07:03.620]  然後放一些菜下去
[00:07:03.620 --> 00:07:07.020]  兩個人一邊聊天就等著雞煮熟
[00:07:07.020 --> 00:07:09.220]  最後有三道菜
[00:07:09.220 --> 00:07:11.860]  第一是雞湯
[00:07:11.860 --> 00:07:15.020]  第二是豉油白切雞
[00:07:15.020 --> 00:07:17.220]  第三是一碟很好的菜
[00:07:17.220 --> 00:07:22.500]  兩口子很快樂地享受了很多這樣的晚餐
[00:07:22.500 --> 00:07:24.340]  在等候雞的時候
[00:07:24.340 --> 00:07:26.540]  就預備了明天的午餐
[00:07:26.540 --> 00:07:30.340]  牛油麵包加生菜
[00:07:30.340 --> 00:07:32.100]  多了三個已經很快樂
[00:07:32.100 --> 00:07:35.780]  就預備明天的午餐
[00:07:35.780 --> 00:07:37.580]  很多次這樣吃的時候
[00:07:37.580 --> 00:07:39.780]  兩個人一邊聊天當日的情況
[00:07:39.780 --> 00:07:44.260]  沒有什麼特別覺得困難的地方
[00:07:44.260 --> 00:07:46.460]  回想起來其實原來簡單的生活
[00:07:46.460 --> 00:07:49.540]  都可以快樂、都可以足夠
[00:07:49.540 --> 00:07:50.860]  頂尖有些時候你會發覺
[00:07:50.860 --> 00:07:52.540]  真心、白味在你的面前
[00:07:52.540 --> 00:07:54.460]  你未必會很滿足
[00:07:54.460 --> 00:07:56.460]  未必會很快樂
[00:07:56.460 --> 00:07:57.980]  但有些時候可能在家裡
[00:07:57.980 --> 00:08:00.460]  一個人靜靜地
[00:08:00.460 --> 00:08:03.380]  拿一隻麵包慢慢地吃
[00:08:03.380 --> 00:08:06.460]  覺得很滋味
[00:08:06.460 --> 00:08:07.980]  有些時候你會發覺
[00:08:07.980 --> 00:08:11.860]  知足是不在乎外在的環境
[00:08:11.860 --> 00:08:15.180]  知足是一種內心的心境
[00:08:15.180 --> 00:08:19.460]  在內心裡面你去感謝神給你的供應
[00:08:19.460 --> 00:08:21.100]  那種內心的環境
[00:08:21.100 --> 00:08:25.420]  內心的狀況不受環境影響
[00:08:25.420 --> 00:08:28.420]  那是知足
[00:08:28.420 --> 00:08:32.740]  當聖經提到「學會了」的時候
[00:08:32.740 --> 00:08:36.020]  你再看聖經在接著所說的
[00:08:36.020 --> 00:08:41.940]  在第十三節中間提到
[00:08:41.940 --> 00:08:47.980]  「我靠著那加給我力量的凡事都能做」
[00:08:47.980 --> 00:08:49.780]  正如剛才十二節所說
[00:08:49.780 --> 00:08:51.460]  「或者飽足或者飢餓
[00:08:51.460 --> 00:08:53.260]  或者有餘或者缺乏
[00:08:53.260 --> 00:08:55.980]  隨是隨在」
[00:08:55.980 --> 00:08:58.300]  也意味著無論在什麼處境
[00:08:58.300 --> 00:09:00.180]  什麼狀況之下
[00:09:00.180 --> 00:09:02.580]  我都得了被決
[00:09:02.580 --> 00:09:04.780]  這個被決是什麼被決呢?
[00:09:04.780 --> 00:09:08.580]  就是知足的被決
[00:09:08.580 --> 00:09:10.380]  當然當我們這樣說的時候
[00:09:10.380 --> 00:09:11.980]  我們並不是說
[00:09:11.980 --> 00:09:14.500]  教徒要追求學習知足
[00:09:14.500 --> 00:09:18.500]  就等於我們不追求上進
[00:09:18.500 --> 00:09:21.180]  沒錯,我們可以去爭取
[00:09:21.180 --> 00:09:22.980]  有多一點的學歷
[00:09:22.980 --> 00:09:24.180]  多一點的知識
[00:09:24.180 --> 00:09:25.180]  多一點的資源
[00:09:25.180 --> 00:09:27.860]  甚至多一點的金錢
[00:09:27.860 --> 00:09:30.900]  但關鍵就是當你去追求的時候
[00:09:30.900 --> 00:09:34.460]  你要知道你的內心不是去強求
[00:09:34.460 --> 00:09:37.620]  更加不是要去違背神的心意
[00:09:37.620 --> 00:09:39.140]  去得到金錢
[00:09:39.140 --> 00:09:42.260]  或者得到某些資源
[00:09:42.260 --> 00:09:45.020]  如果神給你一千兩
[00:09:45.020 --> 00:09:46.300]  你很快樂
[00:09:46.300 --> 00:09:47.740]  神給你一千兩
[00:09:47.740 --> 00:09:48.940]  神給你二千兩
[00:09:48.940 --> 00:09:50.860]  你去感謝神
[00:09:50.860 --> 00:09:53.660]  但你不需要為那些有五千兩的人
[00:09:53.660 --> 00:09:56.060]  你心心不忿
[00:09:56.060 --> 00:09:58.540]  你的內心按照神所給你的
[00:09:58.540 --> 00:09:59.740]  心中快樂
[00:09:59.740 --> 00:10:01.380]  心裡面知足
[00:10:01.380 --> 00:10:02.540]  你去追求
[00:10:02.540 --> 00:10:04.540]  但你不去強求
[00:10:04.540 --> 00:10:06.940]  之間有一個很大的分別
[00:10:06.940 --> 00:10:09.100]  因此在聖經裡面鼓勵我們的心
[00:10:09.100 --> 00:10:12.860]  追求得到內心神給你的知足
[00:10:12.860 --> 00:10:14.820]  你再看回剛才我們看的
[00:10:14.820 --> 00:10:20.940]  提摩太前書第六章
[00:10:20.940 --> 00:10:23.500]  在第六章的接著就說
[00:10:23.500 --> 00:10:28.940]  因為我們沒有帶什麼到世上來
[00:10:28.940 --> 00:10:31.940]  也不能帶什麼去
[00:10:31.940 --> 00:10:33.820]  我們來到世界上的時候
[00:10:33.820 --> 00:10:37.340]  是沒有任何的東西跟我們一起來的
[00:10:37.340 --> 00:10:38.460]  所以如果你今天說
[00:10:38.460 --> 00:10:40.980]  我只有一件衣服
[00:10:40.980 --> 00:10:44.900]  那你已經賺了一件衣服
[00:10:44.900 --> 00:10:46.620]  你來的時候有沒有什麼衣服
[00:10:46.620 --> 00:10:48.740]  跟你一起來的
[00:10:48.740 --> 00:10:49.940]  你出沒福的時候
[00:10:49.940 --> 00:10:51.700]  是沒有任何的東西
[00:10:51.700 --> 00:10:52.940]  所以你有一件衣服
[00:10:52.940 --> 00:10:55.820]  你已經賺了一件衣服
[00:10:55.820 --> 00:10:57.420]  同樣當你走的時候
[00:10:57.420 --> 00:11:03.300]  你都不能帶任何的物品離開這個世界
[00:11:03.300 --> 00:11:04.540]  大家知道有些時候
[00:11:04.540 --> 00:11:06.820]  如果你去參加一些安息崇拜
[00:11:06.820 --> 00:11:08.140]  安息禮拜
[00:11:08.140 --> 00:11:10.300]  有些時候一些喪家
[00:11:10.300 --> 00:11:12.780]  他們會帶備一些物品
[00:11:12.780 --> 00:11:15.380]  希望能夠和離去的親人
[00:11:15.380 --> 00:11:18.260]  能夠陪他們撞在一起
[00:11:18.260 --> 00:11:20.500]  因此叫做陪撞品
[00:11:20.500 --> 00:11:21.180]  我記得一次
[00:11:21.180 --> 00:11:22.820]  當我主持一個安息禮拜
[00:11:22.820 --> 00:11:24.980]  在禮堂的後面
[00:11:24.980 --> 00:11:27.020]  預備一個入殮的儀式
[00:11:27.020 --> 00:11:29.220]  一個家人帶了一大袋東西來
[00:11:29.220 --> 00:11:30.660]  很大袋
[00:11:30.660 --> 00:11:32.220]  就跟那位工人說
[00:11:32.220 --> 00:11:35.380]  可不可以把它放進棺材裡面
[00:11:35.380 --> 00:11:36.420]  這個工人一看到
[00:11:36.420 --> 00:11:37.580]  這麼大袋
[00:11:37.580 --> 00:11:38.460]  先生對不起
[00:11:38.460 --> 00:11:40.540]  放不完的
[00:11:40.540 --> 00:11:43.020]  因此那個地方就打開一個袋
[00:11:43.020 --> 00:11:44.420]  就找找找
[00:11:44.420 --> 00:11:47.780]  就找了三件出來
[00:11:47.780 --> 00:11:49.820]  又是將這三件物品
[00:11:49.820 --> 00:11:54.540]  放在棺木裡面陪葬
[00:11:54.540 --> 00:11:56.340]  我記得當時很深刻
[00:11:56.340 --> 00:11:58.140]  看著他們整個過程
[00:11:58.140 --> 00:11:59.620]  我就想
[00:11:59.620 --> 00:12:01.140]  人離開的時候
[00:12:01.140 --> 00:12:04.140]  有些什麼可以陪我們走
[00:12:04.140 --> 00:12:06.180]  就算有三件物品
[00:12:06.180 --> 00:12:10.220]  都是跟那個軀體一起被消化
[00:12:10.220 --> 00:12:13.860]  或者說一起腐朽了
[00:12:13.860 --> 00:12:15.060]  我們離開的時候
[00:12:15.060 --> 00:12:17.500]  可以帶什麼走
[00:12:17.500 --> 00:12:18.460]  聖經說
[00:12:18.460 --> 00:12:21.420]  我們沒有帶什麼到世上來
[00:12:21.420 --> 00:12:23.620]  也不能帶什麼去
[00:12:23.620 --> 00:12:29.100]  因此我們知足的心就是帶你
[00:12:29.100 --> 00:12:30.420]  在這個過程裡面
[00:12:30.420 --> 00:12:31.420]  聖經就說
[00:12:31.420 --> 00:12:33.660]  我們只要有衣有食
[00:12:33.660 --> 00:12:36.380]  就當知足了
[00:12:36.380 --> 00:12:37.620]  這裡所說的衣
[00:12:37.620 --> 00:12:40.580]  是包含了一個隱蔽的意思
[00:12:40.580 --> 00:12:42.580]  包含了你居住的意思
[00:12:42.580 --> 00:12:43.780]  所以我們可以說
[00:12:43.780 --> 00:12:46.500]  有衣有食有得住
[00:12:46.500 --> 00:12:48.660]  就應該知足了
[00:12:48.660 --> 00:12:49.420]  你不要說
[00:12:49.420 --> 00:12:51.100]  聖經說有衣有食
[00:12:51.100 --> 00:12:53.340]  我沒有美食
[00:12:53.340 --> 00:12:55.140]  我沒有錦衣
[00:12:55.140 --> 00:12:57.100]  沒有華麗的房屋
[00:12:57.100 --> 00:12:58.460]  聖經不是說這些
[00:12:58.460 --> 00:13:00.060]  是說那些最基本的
[00:13:00.060 --> 00:13:00.900]  當你有得食
[00:13:00.900 --> 00:13:01.500]  有得住
[00:13:01.500 --> 00:13:02.580]  有得著
[00:13:02.580 --> 00:13:06.380]  你就可以知足和感恩
[00:13:06.380 --> 00:13:07.980]  聖經鼓勵我們的心
[00:13:07.980 --> 00:13:10.980]  在一些不同的處境當中
[00:13:10.980 --> 00:13:12.980]  內心仍然去知足
[00:13:12.980 --> 00:13:14.260]  去感謝神
[00:13:14.260 --> 00:13:16.460]  這是第一方面我們看到的
[00:13:16.460 --> 00:13:18.540]  第二方面我們再看前面的第六節
[00:13:18.540 --> 00:13:19.820]  剛才說
[00:13:19.820 --> 00:13:26.620]  「然而敬虔加上知足的心便是大利」
[00:13:26.620 --> 00:13:27.980]  原來在知足當中
[00:13:27.980 --> 00:13:31.420]  敬虔會一直出現
[00:13:31.420 --> 00:13:32.900]  或者說在知足當中
[00:13:32.900 --> 00:13:36.540]  敬虔能夠繼續保存著
[00:13:36.540 --> 00:13:37.220]  大家一定記得
[00:13:37.220 --> 00:13:38.940]  在亞各書的時候
[00:13:38.940 --> 00:13:42.060]  甚麼是真正的敬虔
[00:13:42.060 --> 00:13:43.060]  真正的敬虔
[00:13:43.060 --> 00:13:43.780]  正如所說
[00:13:43.780 --> 00:13:49.220]  是照顧在患難當中的孤兒寡婦
[00:13:49.220 --> 00:13:50.740]  並且保守自己
[00:13:50.740 --> 00:13:52.820]  不會沾染世俗
[00:13:52.820 --> 00:13:53.660]  真正的敬虔
[00:13:53.660 --> 00:13:56.580]  不單單是你信念當中某些思想
[00:13:56.580 --> 00:13:58.460]  某些的意念
[00:13:58.460 --> 00:14:00.700]  而是在行動當中
[00:14:00.700 --> 00:14:04.300]  是真正有良善的行為
[00:14:04.300 --> 00:14:07.460]  因此真正的敬虔是有所行動的
[00:14:07.460 --> 00:14:11.060]  真正的敬虔是有所付出的
[00:14:11.060 --> 00:14:13.300]  而且是需要操練的
[00:14:13.300 --> 00:14:16.140]  前四章提及
[00:14:16.140 --> 00:14:19.780]  操練敬虔亦存非常之多
[00:14:19.780 --> 00:14:21.420]  是要不斷地做出來
[00:14:21.420 --> 00:14:22.860]  操練出來
[00:14:22.860 --> 00:14:25.580]  真正的敬虔才會出現
[00:14:25.580 --> 00:14:28.780]  但當你發覺自己內心有很多不滿足的時候
[00:14:28.780 --> 00:14:31.340]  你發覺自己不想付出
[00:14:31.340 --> 00:14:34.540]  「我都不夠 為甚麼還要給他」
[00:14:34.540 --> 00:14:36.060]  當你覺得自己不滿足的時候
[00:14:36.060 --> 00:14:38.860]  你不樂意去付出
[00:14:38.860 --> 00:14:43.660]  有時我們看到報紙提及一些朋友
[00:14:43.660 --> 00:14:46.260]  他們一生人照顧了八十個
[00:14:46.260 --> 00:14:49.620]  或是幾十個的孤兒
[00:14:49.620 --> 00:14:51.980]  照顧他們的生活需要
[00:14:51.980 --> 00:14:53.420]  但記者訪問他們的時候
[00:14:53.420 --> 00:14:57.860]  發覺原來是一些很低修學的人士
[00:14:57.860 --> 00:14:59.860]  但他們仍然很想每天拿些出來
[00:14:59.860 --> 00:15:03.100]  拿些出來供養孩子
[00:15:03.100 --> 00:15:07.300]  不一定付足的人才能夠付出
[00:15:07.300 --> 00:15:10.900]  是那些感覺知足的人
[00:15:10.900 --> 00:15:13.540]  他們是付出自己
[00:15:13.540 --> 00:15:17.860]  他們能夠去保持那種敬虔
[00:15:17.860 --> 00:15:19.180]  對於教徒來說
[00:15:19.180 --> 00:15:20.820]  要能夠敬虔
[00:15:20.820 --> 00:15:22.660]  其中一個重要的關鍵
[00:15:22.660 --> 00:15:25.260]  是要學懂知足
[00:15:25.260 --> 00:15:27.220]  學懂為自己所有的感恩
[00:15:27.220 --> 00:15:29.140]  然後學習去付出
[00:15:29.140 --> 00:15:31.220]  但不知足的人會怎樣呢?
[00:15:31.220 --> 00:15:32.060]  大家看看《聖經》
[00:15:32.060 --> 00:15:32.780]  聖經所說
[00:15:32.780 --> 00:15:35.020]  「不知足的人想要發財」
[00:15:35.020 --> 00:15:37.540]  在後面的第九節
[00:15:37.540 --> 00:15:39.820]  「但那些想要發財的人
[00:15:39.820 --> 00:15:42.780]  就陷在迷惑、落在網羅
[00:15:42.780 --> 00:15:45.980]  和許多無知有害的私慾裡
[00:15:45.980 --> 00:15:50.140]  叫人尋在敗壞和滅亡中」
[00:15:50.140 --> 00:15:52.660]  聖經提到「想要發財」
[00:15:52.660 --> 00:15:56.540]  這裡不是說一些正當的投資等等
[00:15:56.540 --> 00:16:00.700]  是說人的內心渴望、慾望得到財富
[00:16:00.700 --> 00:16:01.860]  很想做富翁
[00:16:01.860 --> 00:16:03.180]  很想發財
[00:16:03.180 --> 00:16:06.740]  很想能夠盡一切的一切可能
[00:16:06.740 --> 00:16:08.940]  要得到財富
[00:16:08.940 --> 00:16:10.220]  這些人聖經說
[00:16:10.220 --> 00:16:12.660]  他們陷入一些迷惑
[00:16:12.660 --> 00:16:14.140]  然後出現私慾
[00:16:14.140 --> 00:16:17.940]  然後尋在敗壞當中
[00:16:17.940 --> 00:16:20.060]  我想回到好幾個月之前
[00:16:20.060 --> 00:16:21.260]  我看到一段新聞
[00:16:21.260 --> 00:16:23.260]  大家可能會留意到
[00:16:23.260 --> 00:16:24.900]  在美國一件轟動的事情
[00:16:24.900 --> 00:16:26.700]  一位男士三十多歲
[00:16:26.700 --> 00:16:29.980]  很英俊瀟灑的男士
[00:16:29.980 --> 00:16:33.140]  他向全國的電視台
[00:16:33.140 --> 00:16:36.940]  不知為何有人找他去說一件事情
[00:16:36.940 --> 00:16:39.060]  就是他太太失蹤
[00:16:39.060 --> 00:16:40.340]  他說他不知道是誰
[00:16:40.340 --> 00:16:43.660]  將他太太擄劫了、擄掠了
[00:16:43.660 --> 00:16:46.620]  因此在電視上聲淚俱下
[00:16:46.620 --> 00:16:49.660]  請全國國民來幫助他
[00:16:49.660 --> 00:16:51.140]  請那些擄走他太太的人
[00:16:51.140 --> 00:16:53.180]  好心放回他太太
[00:16:53.180 --> 00:16:57.220]  因為他太太剛剛懷孕八個月
[00:16:57.220 --> 00:17:01.060]  因此全國的民眾聽到這個廣播的時候
[00:17:01.060 --> 00:17:03.180]  很替他難過
[00:17:03.180 --> 00:17:06.020]  因此大家就到處去留意
[00:17:06.020 --> 00:17:07.500]  但經過一段時間之後
[00:17:07.500 --> 00:17:09.460]  突然間大家發覺
[00:17:09.460 --> 00:17:15.620]  原來這位太太是被這個先生謀殺了
[00:17:15.620 --> 00:17:16.820]  沒有人會想到
[00:17:16.820 --> 00:17:18.940]  他這麼真誠表露說很淒涼
[00:17:18.940 --> 00:17:21.700]  失去了太太、失去了孩子
[00:17:21.700 --> 00:17:25.620]  但竟然是他自己謀殺她
[00:17:25.620 --> 00:17:27.380]  當法庭開審的時候
[00:17:27.380 --> 00:17:28.980]  一大群憤怒的群眾
[00:17:28.980 --> 00:17:31.380]  在法院門口一直抗議
[00:17:31.380 --> 00:17:33.820]  他說他出賣了我們的感情
[00:17:33.820 --> 00:17:36.700]  欺騙了我們的感情
[00:17:36.700 --> 00:17:40.700]  法官最後宣佈這個人終身監禁
[00:17:40.700 --> 00:17:45.780]  然後他說這個人希望可以一生富裕
[00:17:45.780 --> 00:17:47.620]  一生自由
[00:17:47.620 --> 00:17:48.980]  見到太太懷孕
[00:17:48.980 --> 00:17:50.780]  就不想讓這個家庭
[00:17:50.780 --> 00:17:53.580]  讓這個孩子再次綁住她
[00:17:53.580 --> 00:18:00.020]  因此他下毒手謀殺了自己的兒子和太太
[00:18:00.020 --> 00:18:00.900]  當我看的時候
[00:18:00.900 --> 00:18:02.460]  我很難明白
[00:18:02.460 --> 00:18:06.220]  但同時我想起有不少我過去認識的情況
[00:18:06.220 --> 00:18:09.060]  很多人當他想發財的時候
[00:18:09.060 --> 00:18:10.740]  他自己都不能自己
[00:18:10.740 --> 00:18:14.900]  被很多的邪惡念頭迷惑了他
[00:18:14.900 --> 00:18:15.900]  很多的私慾
[00:18:15.900 --> 00:18:19.620]  很想不擇手段得到自己想要得到的
