
[00:00:00.000 --> 00:00:04.880]  今天的經文是記載在《約翰福音》第十章一至二十一節
[00:07:45.000 --> 00:07:46.720]  是不會聽這些人的聲音
[00:07:46.720 --> 00:07:50.520]  真正的羊是會聽耶穌自己的聲音
[00:07:50.520 --> 00:07:53.000]  接著耶穌繼續說
[00:07:53.000 --> 00:07:55.680]  他作為羊的門的意思是什麼呢
[00:07:55.680 --> 00:07:57.480]  第九至第十節說
[00:07:57.480 --> 00:07:58.440]  我就是門
[00:07:58.440 --> 00:08:00.720]  凡從我進來的必然得救
[00:08:00.720 --> 00:08:02.560]  並且出入得草吃
[00:08:02.560 --> 00:08:05.760]  到賊來無非要偷竊殺害毀壞
[00:08:05.760 --> 00:08:08.640]  我來了是要叫羊得生命
[00:08:08.640 --> 00:08:11.040]  並且得的更豐盛
[00:08:11.040 --> 00:08:13.040]  《楊枫第十章》第十節
[00:08:13.040 --> 00:08:15.280]  我們經常讀的一段經文
[00:08:15.280 --> 00:08:17.840]  我來了是要叫羊得生命
[00:08:17.840 --> 00:08:20.160]  並且得的更豐盛
[00:08:20.160 --> 00:08:22.120]  在這裡耶穌繼續說
[00:08:22.120 --> 00:08:26.000]  我是羊的門是什麼意思呢
[00:08:26.000 --> 00:08:31.880]  第一個對比是盜賊強盜來到
[00:08:31.880 --> 00:08:34.640]  只是毀壞、摧毀羊的生命
[00:08:34.640 --> 00:08:40.400]  但我來了是要讓羊得到真正的拯救
[00:08:40.400 --> 00:08:44.400]  其實耶穌的意思就是說
[00:08:44.400 --> 00:08:47.560]  每一個人除了通過我
[00:08:47.560 --> 00:08:49.720]  才可以得到上帝的拯救
[00:08:49.720 --> 00:08:52.600]  才可以得到上帝賜給他的永生
[00:08:52.600 --> 00:08:54.400]  除了人通過我
[00:08:54.400 --> 00:08:57.680]  才可以認識上帝是一個怎樣的上帝
[00:08:57.680 --> 00:09:00.800]  我是認識上帝的一個源頭
[00:09:00.800 --> 00:09:02.640]  除了通過我
[00:09:02.640 --> 00:09:06.760]  人不可以得到真正屬靈上的生命的慰養
[00:09:06.760 --> 00:09:08.360]  除了通過我
[00:09:08.360 --> 00:09:12.280]  沒有一個人能夠得到真正屬靈上的安全
[00:09:12.280 --> 00:09:13.760]  耶穌其實在這裡說
[00:09:13.760 --> 00:09:18.560]  唯獨他自己是通向上帝的唯一途徑
[00:09:18.560 --> 00:09:22.760]  所以耶穌在這裡是一個很清楚的表達
[00:09:22.760 --> 00:09:26.800]  為什麼他是一個好牧人呢?
[00:09:26.800 --> 00:09:28.560]  在第十一、十二節說
[00:09:28.560 --> 00:09:31.600]  我是好牧人,好牧人為羊捨命
[00:09:31.600 --> 00:09:35.400]  若是故宮不是牧人,羊也不是他自己的
[00:09:35.400 --> 00:09:38.600]  怕看見狼來了,就撇下羊逃走
[00:09:38.600 --> 00:09:42.600]  狼抓住羊,趕散了羊群
[00:09:42.600 --> 00:09:46.200]  故宮逃走,因他是故宮,並不顧念羊
[00:09:46.200 --> 00:09:51.960]  耶穌進一步用真正牧羊人和故宮的比較
[00:09:51.960 --> 00:09:57.840]  故宮也會工作,也會帶羊去找草食
[00:09:57.840 --> 00:09:59.520]  但是當有危險來臨
[00:09:59.520 --> 00:10:04.080]  有大批的狼來臨時,故宮就會逃走
[00:10:04.080 --> 00:10:10.440]  因為他不會為了照顧羊而犧牲自己生命的安全
[00:10:10.440 --> 00:10:11.680]  但是耶穌在這裡說
[00:10:11.680 --> 00:10:14.760]  真正的牧羊人他自己不是故宮
[00:10:14.760 --> 00:10:18.000]  不是故宮的心態,他是為羊捨命
[00:10:18.000 --> 00:10:24.320]  這裡有個假設,羊正處於喪命的危險
[00:10:24.320 --> 00:10:27.760]  這個牧羊人為了保護羊群
[00:10:27.760 --> 00:10:33.040]  所以他寧願喪失自己的生命去拯救這些羊
[00:10:33.040 --> 00:10:35.320]  其實耶穌正正在說
[00:10:35.320 --> 00:10:40.560]  他為人的緣故,為人在最終的緣故犧牲生命
[00:10:40.560 --> 00:10:43.240]  拯救這些在最終的人
[00:10:43.240 --> 00:10:44.920]  所以耶穌在這裡說
[00:10:44.920 --> 00:10:51.200]  我是一個好牧人,因為我願意為人的緣故釘在十字架上
[00:10:51.200 --> 00:10:58.120]  正如一個好牧人為了拯救羊群的緣故犧牲自己的生命
[00:10:58.120 --> 00:11:02.640]  在這裡耶穌繼續說
[00:11:02.640 --> 00:11:04.560]  第十四、第十五節說完
[00:11:04.560 --> 00:11:08.480]  他自己作為一個好牧人,願意為羊犧牲生命的時候
[00:11:08.480 --> 00:11:10.960]  他繼續說,作為一個好牧人
[00:11:10.960 --> 00:11:15.000]  究竟和羊的關係是怎樣呢?在第十四、第十五節說
[00:11:15.000 --> 00:11:17.360]  我是好牧人,我認識我的羊
[00:11:17.360 --> 00:11:18.960]  我的羊也認識我
[00:11:18.960 --> 00:11:22.240]  正如父認識我,我也認識父一樣
[00:11:22.240 --> 00:11:24.520]  並且我為羊犧牲生命
[00:11:24.520 --> 00:11:26.560]  在這裡耶穌重複的說
[00:11:26.560 --> 00:11:28.200]  我是好牧人
[00:11:28.200 --> 00:11:35.160]  不但將重點放在重新一次為人犧牲的主題上
[00:11:35.160 --> 00:11:37.720]  他也說,我認識我的羊
[00:11:37.720 --> 00:11:40.120]  我的羊也會認識我
[00:11:40.120 --> 00:11:42.320]  這個主題相當重要
[00:11:42.320 --> 00:11:44.920]  彼此去認識
[00:11:44.920 --> 00:11:47.720]  而且耶穌又引用了
[00:11:47.720 --> 00:11:53.400]  正如我認識父,父也認識我一樣
[00:11:53.400 --> 00:11:56.760]  在這裡耶穌說出
[00:11:56.760 --> 00:12:02.400]  他和父的關係就好像羊和羊的關係一樣
[00:12:02.400 --> 00:12:05.400]  上帝怎樣去吩咐他,他順服天父
[00:12:05.400 --> 00:12:08.080]  他也吩咐羊一些命令
[00:12:08.080 --> 00:12:11.520]  羊也應該順服他,跟從他
[00:12:11.520 --> 00:12:13.520]  耶穌在這裡說
[00:12:13.520 --> 00:12:16.240]  我和天父的關係的親密程度
[00:12:16.240 --> 00:12:20.240]  就好像我和羊的親密程度一樣
[00:12:20.240 --> 00:12:23.880]  耶穌在這裡說
[00:12:23.880 --> 00:12:28.200]  他和父的關係是先於他和羊的關係
[00:12:28.200 --> 00:12:30.200]  為什麼耶穌會被釘十字架呢?
[00:12:30.200 --> 00:12:35.440]  是因為他來到地上順服天父的旨意
[00:12:35.440 --> 00:12:38.760]  他順服天父的引領,他被釘十字架
[00:12:38.760 --> 00:12:41.400]  因著這個緣故,他被釘十字架
[00:12:41.400 --> 00:12:45.720]  所以世人能夠跟他建立一個關係
[00:12:45.720 --> 00:12:48.440]  所以耶穌和天父的關係
[00:12:48.440 --> 00:12:52.880]  是先於他和世人之間的關係
[00:12:52.880 --> 00:12:54.320]  接著耶穌繼續說
[00:12:54.320 --> 00:12:56.400]  他來到的時候,去拯救世人
[00:12:56.400 --> 00:12:57.640]  是拯救哪些人呢?
[00:12:57.640 --> 00:12:59.120]  是不是只有猶太人呢?
[00:12:59.120 --> 00:13:01.240]  16節18節耶穌這樣說
[00:13:01.240 --> 00:13:04.600]  我另外有羊,不是者勸女的
[00:13:04.600 --> 00:13:06.840]  我必須領她們來
[00:13:06.840 --> 00:13:08.560]  她們也要聽我的聲音
[00:13:08.560 --> 00:13:11.320]  並且要合成一群,歸一個人了
[00:13:11.320 --> 00:13:14.040]  我父愛我,因我將命捨去
[00:13:14.040 --> 00:13:15.800]  我好在取回來
[00:13:15.800 --> 00:13:18.880]  沒有人奪我的命去,是我自己捨的
[00:13:18.880 --> 00:13:22.000]  我有權兵捨了,也有權兵取回來
[00:13:22.000 --> 00:13:25.720]  這是我從父我所受的命令
[00:13:25.720 --> 00:13:26.680]  在這裡耶穌說
[00:13:26.680 --> 00:13:28.880]  我圈外面還有羊
[00:13:28.880 --> 00:13:31.200]  這個圈外面一定是指外邦人
[00:13:31.200 --> 00:13:33.360]  圈裡面是指猶太人
[00:13:33.360 --> 00:13:35.400]  當時的猶太人覺得
[00:13:35.400 --> 00:13:38.200]  只有我們可以去敬拜天父
[00:13:38.200 --> 00:13:39.840]  跟從上帝
[00:13:39.840 --> 00:13:41.200]  但耶穌說不是
[00:13:41.200 --> 00:13:43.240]  我來到是要拯救猶太人
[00:13:43.240 --> 00:13:45.880]  但同時是拯救外邦人
[00:13:45.880 --> 00:13:50.360]  我會讓猶太人、外邦人成為一個群體
[00:13:50.360 --> 00:13:52.560]  歸於一個牧人
[00:13:52.560 --> 00:13:54.000]  在這裡也可以說
[00:13:54.000 --> 00:13:56.320]  是應驗了在舊約聖經裡面
[00:13:56.320 --> 00:14:01.320]  當尼采、上帝差派來的救贖主來到的時候
[00:14:01.320 --> 00:14:04.600]  是會向外邦人宣教
[00:14:04.600 --> 00:14:06.280]  所以耶穌來到
[00:14:06.280 --> 00:14:09.080]  他正正就是要讓不同的民族
[00:14:09.080 --> 00:14:11.440]  歸於一個牧人
[00:14:11.440 --> 00:14:13.960]  在這裡
[00:14:13.960 --> 00:14:16.760]  耶穌繼續用他跟父的關係
[00:14:16.760 --> 00:14:20.120]  去類比羊跟牧羊人的關係
[00:14:20.120 --> 00:14:23.240]  在這裡正如剛才所說
[00:14:23.240 --> 00:14:28.200]  父跟子的關係永遠是連於一個很重要的因素
[00:14:28.200 --> 00:14:31.800]  就是父命令耶穌
[00:14:31.800 --> 00:14:33.480]  耶穌信服天父
[00:14:33.480 --> 00:14:35.240]  完全倚靠天父
[00:14:35.240 --> 00:14:39.000]  所以倚靠的高峰就是被釘在十字架上
[00:14:39.000 --> 00:14:42.600]  他願意承擔世人所認為的羞辱
[00:14:42.600 --> 00:14:45.240]  為人的罪釘在十字架上
[00:14:45.240 --> 00:14:46.920]  在聖經來說
[00:14:46.920 --> 00:14:49.240]  去說耶穌的死
[00:14:49.240 --> 00:14:50.840]  通常不會停在那裡
[00:14:50.840 --> 00:14:53.560]  就是會停在耶穌死而復活了
[00:14:53.560 --> 00:14:55.240]  跟著聖靈降臨
[00:14:55.240 --> 00:14:57.080]  教會被建立
[00:14:57.080 --> 00:14:58.600]  因著耶穌的復活
[00:14:58.600 --> 00:15:01.800]  顯出耶穌那一個獨特的身份
[00:15:01.800 --> 00:15:07.000]  也顯出上帝拯救人的救恩的真實性
[00:15:07.000 --> 00:15:09.240]  在這裡也提醒我們一件事
[00:15:09.240 --> 00:15:12.200]  其實耶穌在現在這個時候提醒
[00:15:12.200 --> 00:15:15.480]  他所有的經歷都不是一個偶然
[00:15:15.480 --> 00:15:17.400]  都不是一個被動
[00:15:17.400 --> 00:15:20.680]  他被釘十字架不是一個意外的事件
[00:15:20.680 --> 00:15:24.280]  而是一個主動的行動
[00:15:24.280 --> 00:15:27.000]  主動的選擇的後果
[00:15:27.000 --> 00:15:29.960]  所以被釘十字架的事實
[00:15:29.960 --> 00:15:33.960]  不可以成為一個偶然的解釋
[00:15:33.960 --> 00:15:39.000]  而是上帝從起初創造天地的時候
[00:15:39.000 --> 00:15:41.560]  就已經有這個計劃
[00:15:41.560 --> 00:15:43.000]  當人犯罪之後
[00:15:43.000 --> 00:15:46.200]  上帝就為人類預備這個救恩的計劃
[00:15:46.200 --> 00:15:49.400]  耶穌信服天父完成這個計劃
[00:15:49.400 --> 00:15:53.880]  耶穌遵守上帝的命令這個主題
[00:15:53.880 --> 00:15:57.160]  從這裡開始延伸到之後
[00:15:57.160 --> 00:15:59.160]  有很多章的經文裡面
[00:15:59.160 --> 00:16:02.200]  說到耶穌就是信服天父的命令
[00:16:02.200 --> 00:16:06.680]  跟從他的人都應該信服我的命令
[00:16:06.680 --> 00:16:10.520]  一樣在這裡一直延伸下去這個主題
[00:16:10.520 --> 00:16:12.040]  接著耶穌說完之後
[00:16:12.040 --> 00:16:14.200]  第十九到二十一節就說
[00:16:14.200 --> 00:16:15.400]  耶穌說完了
[00:16:15.400 --> 00:16:17.000]  究竟有什麼反應呢
[00:16:17.000 --> 00:16:19.000]  旁邊的人十九節這樣說
[00:16:19.000 --> 00:16:21.800]  猶太人為這些話又起了紛爭
[00:16:21.800 --> 00:16:23.400]  內宗有好些人說
[00:16:23.400 --> 00:16:24.840]  他是被鬼附著
[00:16:24.840 --> 00:16:25.720]  而且瘋了
[00:16:25.720 --> 00:16:26.920]  為什麼聽他呢
[00:16:26.920 --> 00:16:28.120]  又有人說
[00:16:28.120 --> 00:16:32.280]  這不是鬼附之人所說的話
[00:16:32.280 --> 00:16:36.840]  鬼豈能叫乞子的眼睛開了呢
[00:16:36.840 --> 00:16:38.680]  正如很多時候
[00:16:38.680 --> 00:16:39.800]  耶穌說完
[00:16:39.800 --> 00:16:43.000]  行完神蹟或者一別的講道之後
[00:16:43.000 --> 00:16:45.000]  就有不同人有不同的反應
[00:16:45.000 --> 00:16:47.000]  這一次同樣不例外
[00:16:47.000 --> 00:16:48.760]  有不同人有不同的反應
[00:16:48.760 --> 00:16:50.120]  當耶穌說完之後
[00:16:50.120 --> 00:16:51.480]  好像覺得
[00:16:51.480 --> 00:16:53.080]  耶穌用我們的說話去說
[00:16:53.080 --> 00:16:54.360]  你說什麼
[00:16:54.360 --> 00:16:56.440]  好像語無倫次
[00:16:56.440 --> 00:16:58.600]  現在我們去看耶穌的說話
[00:16:58.600 --> 00:17:00.600]  也要用時間去理解一下
[00:17:00.600 --> 00:17:02.600]  原來耶穌是這個意思
[00:17:02.600 --> 00:17:04.360]  在當時的人去聽
[00:17:04.360 --> 00:17:07.080]  的確未必完全明白耶穌的意思
[00:17:07.080 --> 00:17:08.440]  所以他們就說
[00:17:08.440 --> 00:17:10.280]  耶穌究竟你說什麼
[00:17:10.280 --> 00:17:11.480]  語無倫次
[00:17:11.480 --> 00:17:13.480]  所以你是被鬼附著
[00:17:13.480 --> 00:17:15.080]  但另一群人就說
[00:17:15.080 --> 00:17:16.760]  一個被鬼附著的人
[00:17:16.760 --> 00:17:18.600]  怎麼能行一個這樣的神蹟呢
[00:17:18.600 --> 00:17:22.920]  叫一個生來是黑眼的人能夠看到東西呢
[00:17:22.920 --> 00:17:27.080]  這個理由同樣在第九章也有人提出來
[00:17:27.080 --> 00:17:29.800]  如果一個不是從神來的人
[00:17:29.800 --> 00:17:31.560]  怎麼能行一個這樣的神蹟呢
[00:17:31.560 --> 00:17:33.560]  所以他們的爭論
[00:17:33.560 --> 00:17:36.520]  可以說是一直延續下去
[00:17:36.520 --> 00:17:38.520]  這一段經文
[00:17:38.520 --> 00:17:41.400]  其實耶穌是建基於在第九章裡面
[00:17:41.400 --> 00:17:42.920]  這個大的神蹟
[00:17:42.920 --> 00:17:45.560]  去說出祂自己的身份
[00:17:45.560 --> 00:17:47.560]  第九章的神蹟顯明
[00:17:47.560 --> 00:17:50.280]  祂自己獨特的身份
[00:17:50.280 --> 00:17:51.240]  第十章
[00:17:51.240 --> 00:17:53.240]  就是耶穌的身份
[00:17:53.240 --> 00:17:56.360]  神的兒子來到要做什麼的工作
[00:17:56.360 --> 00:17:59.240]  祂就是為人的罪釘在十字架上
[00:17:59.240 --> 00:18:01.240]  在這段經文裡面
[00:18:01.240 --> 00:18:04.680]  我們可以從三方面思考
[00:18:04.680 --> 00:18:06.200]  第一方面就是
[00:18:06.200 --> 00:18:07.640]  在這裡說
[00:18:07.640 --> 00:18:10.680]  牧羊人和羊的關係
[00:18:10.680 --> 00:18:12.680]  是一個愛的關係
[00:18:12.680 --> 00:18:14.680]  基督教和其他宗教
[00:18:14.680 --> 00:18:16.280]  有很多不同的地方
[00:18:16.280 --> 00:18:19.240]  但其中一個地方正正就是這裡
[00:18:19.240 --> 00:18:23.000]  在很多的宗教裡面
[00:18:23.000 --> 00:18:26.920]  其實神明和敬拜者的關係
[00:18:26.920 --> 00:18:28.920]  是一個利益的關係
[00:18:28.920 --> 00:18:30.200]  我經常去說
[00:18:30.200 --> 00:18:32.200]  好像中國的民間信仰也是
[00:18:32.200 --> 00:18:34.200]  你有什麼問題
[00:18:34.200 --> 00:18:36.200]  你就去作一個祈求
[00:18:36.200 --> 00:18:38.200]  如果是靈的
[00:18:38.200 --> 00:18:40.200]  我就來作個福
[00:18:40.200 --> 00:18:42.200]  是利益的關係
[00:18:42.200 --> 00:18:45.480]  完全是這樣的關係
[00:18:45.480 --> 00:18:49.320]  這個神明和我在日常生活是完全沒有關係的
[00:18:49.320 --> 00:18:51.320]  另一方面
[00:18:51.320 --> 00:18:53.320]  就是很多大宗教
[00:18:53.320 --> 00:18:55.720]  去說這些神明是很權威的
[00:18:55.720 --> 00:18:58.920]  還有這個神明是很高高在上的
[00:18:58.920 --> 00:19:00.920]  高高在上到一個地步
[00:19:00.920 --> 00:19:02.920]  就是他和我是一個很大的距離
[00:19:02.920 --> 00:19:07.080]  在一個這麼偉大的神明
[00:19:07.080 --> 00:19:08.280]  是很聖潔
[00:19:08.280 --> 00:19:09.720]  完全沒有瑕疵的
[00:19:09.720 --> 00:19:11.720]  但在現實的人間裡面
[00:19:11.720 --> 00:19:14.440]  他有很多的污穢
[00:19:14.440 --> 00:19:17.080]  一個這麼超越的神明
