
[00:00:00.000 --> 00:00:05.200]  剛才小棠和平民的評分
[00:03:24.900 --> 00:03:26.900]  是的
[00:03:26.900 --> 00:03:51.900]  在中國古書裡面記載
[00:03:51.900 --> 00:03:54.900]  有一次有一個
[00:03:54.900 --> 00:04:15.900]  各位電視節目
[00:04:15.900 --> 00:04:18.900]  如果用國語講大家聽得懂嗎
[00:04:18.900 --> 00:04:21.900]  當時我聽不懂國語
[00:04:21.900 --> 00:04:23.900]  當時的新朋友
[00:04:23.900 --> 00:04:24.900]  你聽得懂嗎
[00:04:24.900 --> 00:04:26.900]  想聽
[00:04:26.900 --> 00:04:28.900]  想聽
[00:04:28.900 --> 00:04:30.900]  看不出來
[00:04:30.900 --> 00:04:32.900]  看不出來
[00:04:32.900 --> 00:04:34.900]  我看不出來
[00:04:34.900 --> 00:04:36.900]  我看不出來
[00:04:36.900 --> 00:04:43.900]  這個故事裡面記載
[00:04:43.900 --> 00:04:45.900]  有一個錯覺
[00:04:46.900 --> 00:04:50.900]  錯覺
[00:04:50.900 --> 00:04:54.900]  這個錯覺人
[00:04:54.900 --> 00:04:57.900]  他去正國
[00:04:57.900 --> 00:04:58.900]  賣珠子
[00:04:58.900 --> 00:04:59.900]  珍珠
[00:04:59.900 --> 00:05:02.900]  是很寶貴貴重的
[00:05:02.900 --> 00:05:04.900]  他們將那個盒子
[00:05:04.900 --> 00:05:06.900]  看得很漂亮
[00:05:06.900 --> 00:05:11.900]  用木蘭木製作的
[00:05:11.900 --> 00:05:13.900]  上面雕刻得很漂亮
[00:05:13.900 --> 00:05:19.900]  將玫瑰花裝飾上去
[00:05:19.900 --> 00:05:20.900]  很漂亮
[00:05:20.900 --> 00:05:22.900]  有一個人很有錢
[00:05:22.900 --> 00:05:23.900]  他去買
[00:05:23.900 --> 00:05:26.900]  他將盒子留下
[00:05:26.900 --> 00:05:29.900]  用珍珠還給他
[00:05:29.900 --> 00:05:31.900]  這個是正位
[00:05:31.900 --> 00:05:33.900]  中國古書裡面
[00:05:33.900 --> 00:05:35.900]  很出名的一個故事
[00:05:35.900 --> 00:05:37.900]  那個人
[00:05:37.900 --> 00:05:40.900]  他不懂得珍貴
[00:05:40.900 --> 00:05:41.900]  最有價值的東西
[00:05:41.900 --> 00:05:43.900]  他不懂得
[00:05:43.900 --> 00:05:48.900]  他將最好的當做最好的
[00:05:48.900 --> 00:05:52.900]  我們和世人
[00:05:52.900 --> 00:05:55.900]  價值觀的比較就是這樣
[00:05:55.900 --> 00:05:58.900]  他的正眼點不同
[00:05:58.900 --> 00:06:00.900]  他的標準不同
[00:06:00.900 --> 00:06:01.900]  所以我們的選擇
[00:06:01.900 --> 00:06:03.900]  都是不同的
[00:06:03.900 --> 00:06:07.900]  因為同一個人和世人一樣
[00:06:07.900 --> 00:06:09.900]  以他們的標準
[00:06:09.900 --> 00:06:11.900]  為自己的標準
[00:06:11.900 --> 00:06:13.900]  怎麼樣呢
[00:06:13.900 --> 00:06:14.900]  各個結果
[00:06:14.900 --> 00:06:16.900]  我們的人生
[00:06:16.900 --> 00:06:18.900]  是與他們一樣
[00:06:18.900 --> 00:06:20.900]  但是
[00:06:20.900 --> 00:06:22.900]  不是基督徒的人生
[00:06:22.900 --> 00:06:28.900]  而是一般的世上的人生
[00:06:28.900 --> 00:06:30.900]  我們看一支經
[00:06:30.900 --> 00:06:40.900]  林后五章十三節
[00:06:40.900 --> 00:06:43.900]  你懂不懂
[00:06:43.900 --> 00:06:46.900]  我們若果天狂
[00:06:46.900 --> 00:06:49.900]  若果天狂
[00:06:49.900 --> 00:06:51.900]  天外人也不為
[00:06:51.900 --> 00:06:53.900]  聶徐寶玉說
[00:06:53.900 --> 00:06:56.900]  他是天狂
[00:06:56.900 --> 00:06:58.900]  為什麼他這麼說
[00:06:58.900 --> 00:07:01.900]  我相信那個背景
[00:07:01.900 --> 00:07:05.900]  是司徒行傳第26章
[00:07:05.900 --> 00:07:07.900]  各位回到過去看看
[00:07:07.900 --> 00:07:19.900]  司徒行傳第26章24節
[00:07:19.900 --> 00:07:21.900]  各位同性徒
[00:07:21.900 --> 00:07:23.900]  保羅這人心目中
[00:07:23.900 --> 00:07:25.900]  是基督徒大人的選擇
[00:07:25.900 --> 00:07:28.900]  保羅是天狂之物
[00:07:28.900 --> 00:07:30.900]  是天狂的大人
[00:07:30.900 --> 00:07:33.900]  帶給你天狂的表現
[00:07:33.900 --> 00:07:35.900]  基督徒大人
[00:07:35.900 --> 00:07:39.900]  他認為保羅天狂
[00:07:39.900 --> 00:07:41.900]  因為他的價值觀
[00:07:41.900 --> 00:07:46.900]  和其他人的價值觀完全不同
[00:07:46.900 --> 00:07:51.900]  保羅將這樣的態度記在心裡
[00:07:51.900 --> 00:07:54.900]  所以他自己想到
[00:07:54.900 --> 00:07:58.900]  有人說我天狂
[00:07:58.900 --> 00:08:01.900]  是,我是天狂
[00:08:01.900 --> 00:08:04.900]  但是如果我是天狂
[00:08:04.900 --> 00:08:06.900]  我是為神
[00:08:06.900 --> 00:08:15.900]  我們若果天狂是為神
[00:08:15.900 --> 00:08:16.900]  如果我們是人
[00:08:16.900 --> 00:08:20.900]  我們是為神
[00:08:20.900 --> 00:08:27.900]  這是保羅對自己的一個解釋
[00:08:27.900 --> 00:08:32.900]  他干預外生的因果
[00:08:32.900 --> 00:08:36.900]  不一樣的另外天狂
[00:08:36.900 --> 00:08:38.900]  什麼叫做天狂
[00:08:38.900 --> 00:08:40.900]  這個天狂的人
[00:08:40.900 --> 00:08:45.900]  是把價值搞亂了
[00:08:45.900 --> 00:08:47.900]  他不懂得分辨
[00:08:47.900 --> 00:08:50.900]  哪些是好哪些是壞
[00:08:50.900 --> 00:08:52.900]  哪些是高哪些是低
[00:08:52.900 --> 00:08:54.900]  哪些值錢哪些不值錢
[00:08:54.900 --> 00:08:57.900]  哪些有價值哪些沒有
[00:08:57.900 --> 00:09:00.900]  他沒能力分辨
[00:09:00.900 --> 00:09:04.900]  這個人他認為是天狂
[00:09:04.900 --> 00:09:06.900]  失去理智
[00:09:06.900 --> 00:09:11.900]  失去分辨的正確標準
[00:09:11.900 --> 00:09:16.900]  保羅說我天狂
[00:09:16.900 --> 00:09:20.900]  是因為我的標準與世人不同
[00:09:20.900 --> 00:09:24.900]  我們要看這件事
[00:09:24.900 --> 00:09:31.900]  表示保羅如何與一般人不同
[00:09:31.900 --> 00:09:39.900]  第一我們看林浩第四章
[00:09:39.900 --> 00:09:52.900]  對不起第六章
[00:09:52.900 --> 00:09:57.900]  第十二
[00:09:57.900 --> 00:10:11.900]  我們看這裡
[00:10:11.900 --> 00:10:13.900]  似乎品覺
[00:10:13.900 --> 00:10:15.900]  表面上是
[00:10:15.900 --> 00:10:19.900]  卻是一無所有
[00:10:19.900 --> 00:10:22.900]  他最後一封詩信
[00:10:22.900 --> 00:10:24.900]  是什麼時候寫
[00:10:24.900 --> 00:10:28.900]  他身體那些疲倦
[00:10:28.900 --> 00:10:30.900]  那件冬衣
[00:10:30.900 --> 00:10:34.900]  冬天的大衣
[00:10:34.900 --> 00:10:41.900]  這些東西是他唯一的物質上的所有物
[00:10:41.900 --> 00:10:44.900]  就好像舊歷史裡面
[00:10:44.900 --> 00:10:46.900]  一個很有名的人物
[00:10:46.900 --> 00:10:49.900]  約翰·魏斯利
[00:10:49.900 --> 00:10:52.900]  他的遺囑
[00:10:52.900 --> 00:10:54.900]  4號228年
[00:10:54.900 --> 00:10:57.900]  這個遺囑裡面寫什麼呢
[00:10:57.900 --> 00:11:00.900]  裡面提及三樣東西
[00:11:00.900 --> 00:11:01.900]  第一
[00:11:01.900 --> 00:11:03.900]  他的一個標
[00:11:03.900 --> 00:11:04.900]  第二他的詩
[00:11:04.900 --> 00:11:08.900]  第三他的禮袍
[00:11:08.900 --> 00:11:11.900]  他是聖袍
[00:11:11.900 --> 00:11:14.900]  他找到之後
[00:11:14.900 --> 00:11:16.900]  寫著標
[00:11:16.900 --> 00:11:17.900]  他的詩
[00:11:17.900 --> 00:11:19.900]  他的聖袍
[00:11:19.900 --> 00:11:22.900]  他的遺囑裡面提及三樣東西
[00:11:22.900 --> 00:11:26.900]  給誰給誰
[00:11:26.900 --> 00:11:31.900]  這些都是他所有物質方面的東西
[00:11:31.900 --> 00:11:33.900]  所有的財富
[00:11:33.900 --> 00:11:34.900]  在裡面
[00:11:34.900 --> 00:11:37.900]  但是另外一方面呢
[00:11:37.900 --> 00:11:44.900]  有人估計
[00:11:44.900 --> 00:11:45.900]  400萬磅
[00:11:45.900 --> 00:11:47.900]  那個時代
[00:11:47.900 --> 00:11:50.900]  400萬磅有很多很多錢
[00:11:50.900 --> 00:11:52.900]  經過他的時代
[00:11:52.900 --> 00:11:55.900]  做前夫人的工作
[00:11:55.900 --> 00:11:59.900]  愛心保母的工作
[00:11:59.900 --> 00:12:04.900]  很多人因為他得到淑女的福祝
[00:12:04.900 --> 00:12:08.900]  他自己在物質方面很貧窮
[00:12:08.900 --> 00:12:10.900]  一無所有
[00:12:10.900 --> 00:12:11.900]  寫遺囑
[00:12:11.900 --> 00:12:13.900]  沒得寫
[00:12:13.900 --> 00:12:15.900]  很簡單的寫
[00:12:15.900 --> 00:12:17.900]  但是另外一方面
[00:12:17.900 --> 00:12:19.900]  他有淑女的福祝
[00:12:19.900 --> 00:12:21.900]  不只是他自己的福祝
[00:12:21.900 --> 00:12:24.900]  而且很多人因為他
[00:12:24.900 --> 00:12:27.900]  寫著他得到福祝
[00:12:27.900 --> 00:12:31.900]  所以我們可以說他是一個
[00:12:31.900 --> 00:12:33.900]  Rich poor man
[00:12:33.900 --> 00:12:37.900]  or a poor rich man
[00:12:37.900 --> 00:12:40.900]  表面上很窮
[00:12:40.900 --> 00:12:43.900]  就世界的價值標準
[00:12:43.900 --> 00:12:46.900]  衡量的時候他很窮
[00:12:46.900 --> 00:12:48.900]  但是另外一個標準
[00:12:48.900 --> 00:12:49.900]  衡量他的時候
[00:12:49.900 --> 00:12:52.900]  他是富足的
[00:12:52.900 --> 00:12:54.900]  基督徒
[00:12:54.900 --> 00:12:57.900]  如果在世人眼中
[00:12:57.900 --> 00:13:01.900]  他就是堅固
[00:13:01.900 --> 00:13:03.900]  但是我樂何歡喜
[00:13:03.900 --> 00:13:05.900]  接受這個批評
[00:13:05.900 --> 00:13:06.900]  他說是
[00:13:06.900 --> 00:13:07.900]  我是堅固
[00:13:07.900 --> 00:13:12.900]  但是壞心於堅固
[00:13:12.900 --> 00:13:20.900]  他以貧窮為福祝
[00:13:20.900 --> 00:13:22.900]  第二
[00:13:22.900 --> 00:13:25.900]  他以失為得
[00:13:25.900 --> 00:13:30.900]  我們看菲律賓書
[00:13:30.900 --> 00:13:36.900]  第三章
[00:13:36.900 --> 00:13:38.900]  第七節
[00:13:38.900 --> 00:13:40.900]  第八節
[00:13:40.900 --> 00:13:42.900]  七百兩節
[00:13:42.900 --> 00:13:45.900]  菲律賓書第三章
[00:13:45.900 --> 00:13:48.900]  我們一同讀第七節開始
[00:13:48.900 --> 00:13:52.900]  「我以為我有權力
[00:13:52.900 --> 00:13:55.900]  我現在在這裡做當作的選擇
[00:13:55.900 --> 00:13:57.900]  不但如此
[00:13:57.900 --> 00:13:59.900]  我也將漫著當作的選擇
[00:13:59.900 --> 00:14:03.900]  因我已經成為自己的主體和主寶」
[00:14:03.900 --> 00:14:05.900]  在主寶落帳
[00:14:05.900 --> 00:14:08.900]  我們兩方面的價值
[00:14:08.900 --> 00:14:10.900]  作一個對比
[00:14:10.900 --> 00:14:13.900]  一方面是萬事
[00:14:13.900 --> 00:14:16.900]  原本對他有益的
[00:14:16.900 --> 00:14:19.900]  是他所追求的目標
[00:14:19.900 --> 00:14:21.900]  但是後來
[00:14:21.900 --> 00:14:24.900]  在他認識基督之後
[00:14:24.900 --> 00:14:28.900]  他的觀念、看法完全改變
[00:14:28.900 --> 00:14:29.900]  現在他說
[00:14:29.900 --> 00:14:33.900]  我以認識耶穌基督為支寶
[00:14:33.900 --> 00:14:36.900]  最大的報復
[00:14:36.900 --> 00:14:40.900]  萬事都像奮鬥一樣
[00:14:40.900 --> 00:14:44.900]  在他的生活中失去價值
[00:14:44.900 --> 00:14:46.900]  最有價值的
[00:14:46.900 --> 00:14:52.900]  最值得他追求的是基督耶穌基督
[00:14:52.900 --> 00:14:59.900]  所以以失為得
[00:14:59.900 --> 00:15:00.900]  在印度
[00:15:00.900 --> 00:15:03.900]  有個很有名的人
[00:15:03.900 --> 00:15:04.900]  金地
[00:15:04.900 --> 00:15:08.900]  他有很多基督徒朋友
[00:15:08.900 --> 00:15:14.900]  他內心對基督是很健養
[00:15:14.900 --> 00:15:17.900]  但是他在印度教徒
[00:15:17.900 --> 00:15:21.900]  他的心是基督教徒
[00:15:21.900 --> 00:15:24.900]  他有一天
[00:15:24.900 --> 00:15:25.900]  Storm
[00:15:25.900 --> 00:15:28.900]  他和一個好朋友聊天
[00:15:28.900 --> 00:15:31.900]  那個好朋友是宣教士
[00:15:31.900 --> 00:15:34.900]  聊天的時候他對那個西教士說
[00:15:34.900 --> 00:15:36.900]  我現在的感覺
[00:15:36.900 --> 00:15:41.900]  想聽聽基督教最深的一首詩
[00:15:41.900 --> 00:15:45.900]  請你唱給我聽聽
[00:15:45.900 --> 00:15:51.900]  I'd like to hear the deepest hymn of the Christian faith
[00:15:51.900 --> 00:15:54.900]  他說他朋友說邊首
[00:15:54.900 --> 00:15:56.900]  他自己也想到是邊首
[00:15:56.900 --> 00:16:01.900]  他認為是基督教最深刻的一首詩
[00:16:01.900 --> 00:16:03.900]  金地說
[00:16:03.900 --> 00:16:09.900]  When I surveyed the wondrous cross
[00:16:09.900 --> 00:16:12.900]  你們知道那首詩
[00:16:12.900 --> 00:16:15.900]  我們吃午餐的時候
[00:16:15.900 --> 00:16:18.900]  在金地的心目中
[00:16:18.900 --> 00:16:24.900]  那首詩是基督教最深入的一首詩
[00:16:24.900 --> 00:16:30.900]  是將基督的信仰表達到最深入的一首詩
[00:16:30.900 --> 00:16:36.900]  這是一個印度的信仰的感覺
[00:16:36.900 --> 00:16:41.900]  是他的骨架
[00:16:41.900 --> 00:16:46.900]  金地他一生放棄一切
[00:16:46.900 --> 00:16:48.900]  他是一個領袖
[00:16:48.900 --> 00:16:52.900]  但是他過一個最簡樸的生活
[00:16:52.900 --> 00:16:58.900]  他一生將自己奉獻給印度的大眾
[00:16:58.900 --> 00:17:01.900]  他的感覺是值得
[00:17:01.900 --> 00:17:06.900]  這首詩好像為了感悟
[00:17:06.900 --> 00:17:18.900]  這件事讓我想到另外一個人
[00:17:18.900 --> 00:17:24.900]  在19世紀5年和20世紀初年
[00:17:24.900 --> 00:17:29.900]  歐美有一個大運動
[00:17:29.900 --> 00:17:35.900]  叫做Student Volunteer Movement
[00:17:35.900 --> 00:17:39.900]  叫做學生宣教運動
[00:17:39.900 --> 00:17:43.900]  在千後二十年上下的時間裏
[00:17:43.900 --> 00:17:51.900]  歐美有九千個大學上奉獻自己宣教詩
[00:17:51.900 --> 00:17:58.900]  其中最出名的就是所謂劍橋七師
[00:17:58.900 --> 00:18:00.900]  Cambridge Seven
[00:18:00.900 --> 00:18:05.900]  他們都是在劍橋大學高材生
[00:18:05.900 --> 00:18:09.900]  他們奉獻自己宣教詩
[00:18:09.900 --> 00:18:13.900]  其中一個是Stud
[00:18:13.900 --> 00:18:18.900]  Stud
[00:18:18.900 --> 00:18:26.900]  他是一個劍橋大學的福運守
[00:18:26.900 --> 00:18:30.900]  在全英國很出名
[00:18:30.900 --> 00:18:34.900]  他奉獻自己之後
[00:18:34.900 --> 00:18:39.900]  他最早是來中國大約10年
[00:18:39.900 --> 00:18:42.900]  他在印度大約10年
[00:18:42.900 --> 00:18:45.900]  最後去Fritjof
[00:18:45.900 --> 00:18:49.900]  Fritjof State 那裏
[00:18:49.900 --> 00:18:52.900]  所以在這三次的地方
[00:18:52.900 --> 00:18:54.900]  工作都是很好
[00:18:54.900 --> 00:18:56.900]  有很好的工作
[00:18:56.900 --> 00:19:01.900]  很出色的表現
[00:19:01.900 --> 00:19:04.900]  他的傳記
[00:19:04.900 --> 00:19:06.900]  我們書室有
[00:19:06.900 --> 00:19:10.900]  是Statetschule
[00:19:10.900 --> 00:19:11.900]  Stat
[00:19:11.900 --> 00:19:13.900]  Stat
[00:19:13.900 --> 00:19:17.900]  那本書的名字是Stat
[00:19:17.900 --> 00:19:21.900]  這本書是熱線中文的時候
[00:19:21.900 --> 00:19:25.900]  有兩種熱本
[00:19:25.900 --> 00:19:30.900]  其中之一是一個電鍍實空院的學生
[00:19:30.900 --> 00:19:33.900]  最後又回來
[00:19:33.900 --> 00:19:37.900]  在所有的傳記裏面
[00:19:37.900 --> 00:19:41.900]  我所見到的第一本就是這本
[00:19:41.900 --> 00:19:45.900]  我記得最初回來的時候
[00:19:45.900 --> 00:19:50.900]  第一次是他拍照片
[00:19:50.900 --> 00:19:55.900]  是他在英國的折翻
[00:19:55.900 --> 00:19:58.900]  His residence in London
[00:19:58.900 --> 00:20:02.900]  好像皇宮那樣很漂亮
[00:20:02.900 --> 00:20:05.900]  很大間
[00:20:05.900 --> 00:20:09.900]  旁邊另外一本照片
[00:20:09.900 --> 00:20:15.900]  是他在非洲住的母屋
[00:20:15.900 --> 00:20:17.900]  Bedchampt
[00:20:17.900 --> 00:20:21.900]  Where he stayed as a missionary in Africa
[00:20:21.900 --> 00:20:24.900]  兩幅圖畫並排在這裏
[00:20:24.900 --> 00:20:28.900]  下面有一句經文
[00:20:28.900 --> 00:20:31.900]  是希伯來書第十一章
[00:20:31.900 --> 00:20:35.900]  好像是二十八節這樣說
[00:20:35.900 --> 00:20:45.900]  He esteemed the reproach of Christ greater riches than all the treasures of Egypt
[00:20:45.900 --> 00:20:56.900]  He deemed the reproach of Christ greater riches than all the treasures of Egypt
[00:20:56.900 --> 00:20:59.900]  這是他的價值觀
[00:20:59.900 --> 00:21:09.900]  The reproach of Christ greater riches than all the treasures of Egypt
[00:21:09.900 --> 00:21:14.900]  他原本可以做法老的
[00:21:14.900 --> 00:21:17.900]  照歷史說
[00:21:17.900 --> 00:21:20.900]  他是法老的女兒
[00:21:20.900 --> 00:21:24.900]  舊起的一個希伯來人的兒子
[00:21:24.900 --> 00:21:28.900]  他在皇宮裏面養大
[00:21:28.900 --> 00:21:31.900]  法老沒有兒子
[00:21:31.900 --> 00:21:34.900]  所以他沒有生計
[00:21:34.900 --> 00:21:41.900]  所以摩西原本可以生計法老的王位
[00:21:41.900 --> 00:21:47.900]  公子也沒有說給人知道他是希伯來人的兒子
[00:21:47.900 --> 00:21:52.900]  他還寧願去誣衊自己
[00:21:52.900 --> 00:21:56.900]  但是聖經說
[00:21:56.900 --> 00:21:58.900]  摩西長大了
[00:21:58.900 --> 00:22:03.900]  不肯被稱為法老之子
[00:22:03.900 --> 00:22:09.900]  他寧可與神的百姓同受苦海
[00:22:09.900 --> 00:22:16.900]  也不願暫時享受最終之樂
[00:22:16.900 --> 00:22:18.900]  這是他的選擇
[00:22:18.900 --> 00:22:20.900]  是他的價值觀
[00:22:20.900 --> 00:22:22.900]  是他的立場
[00:22:22.900 --> 00:22:26.900]  很堅定、很明確
[00:22:26.900 --> 00:22:34.900]  結果他成為人類歷史最出名的人物之一
[00:22:34.900 --> 00:22:44.900]  如果你們去羅馬St. Paul's Cathedral
[00:22:44.900 --> 00:22:53.900]  看見摩西雕刻者Michaelangelo的作品
[00:22:53.900 --> 00:22:58.900]  你會有一個很深刻的印象
[00:22:58.900 --> 00:23:01.900]  摩西他的人
[00:23:01.900 --> 00:23:06.900]  他在藝術上這個繞下來的雕刻
[00:23:06.900 --> 00:23:14.900]  他在人類的心中留下很大很深遠的影響
[00:23:14.900 --> 00:23:19.900]  他的選擇沒有錯
[00:23:19.900 --> 00:23:22.900]  是很正確的
[00:23:22.900 --> 00:23:28.900]  他的人生價值觀與一般人不同
[00:23:28.900 --> 00:23:37.900]  所以價值的所在是在於我們的了解
[00:23:37.900 --> 00:23:42.900]  這是基本的分別
[00:23:42.900 --> 00:23:45.900]  很久以失為得
[00:23:45.900 --> 00:23:50.900]  我們又看見他以辱為威
[00:23:50.900 --> 00:23:55.900]  我們看見他以罰所恃
[00:23:55.900 --> 00:23:57.900]  在三者
[00:23:57.900 --> 00:24:00.900]  以罰所恃在三者
[00:24:00.900 --> 00:24:04.900]  在一者
[00:24:04.900 --> 00:24:13.900]  因此我保羅為你們外方人做的基督耶穌被求的
[00:24:13.900 --> 00:24:15.900]  替你們祈禱
[00:24:15.900 --> 00:24:22.900]  在這裏保羅說到他的頭銜
[00:24:22.900 --> 00:24:27.900]  他的頭銜就是耶穌基督被求的
[00:24:27.900 --> 00:24:31.900]  Prisoner for Christ
[00:24:31.900 --> 00:24:35.900]  保羅是以恃為威的
[00:24:35.900 --> 00:24:43.900]  一般人認為一個坐過金的人是很生氣的
[00:24:43.900 --> 00:24:48.900]  但保羅將這件事當作他的懇求
[00:24:48.900 --> 00:24:51.900]  是他的玩意
[00:24:51.900 --> 00:24:53.900]  他詩詩這樣說
[00:24:53.900 --> 00:24:54.900]  有這樣說
[00:24:54.900 --> 00:24:56.900]  是識將第一字
[00:24:56.900 --> 00:24:59.900]  我為主被求的
[00:24:59.900 --> 00:25:01.900]  便你們
[00:25:01.900 --> 00:25:05.900]  所以他將這件事跟他的名字
[00:25:05.900 --> 00:25:10.900]  跟他自己聯繫在一起
[00:25:10.900 --> 00:25:14.900]  這是他的玩意
[00:25:14.900 --> 00:25:17.900]  一般人是瘋狂
[00:25:17.900 --> 00:25:19.900]  瘋了
[00:25:19.900 --> 00:25:22.900]  但對他而言
[00:25:22.900 --> 00:25:27.900]  他實在是以恃為威
[00:25:27.900 --> 00:25:32.900]  很多人的名字後面有寫著
[00:25:32.900 --> 00:25:40.900]  O B E O M
[00:25:40.900 --> 00:25:50.900]  O B E O M E O C E
[00:25:50.900 --> 00:26:10.900]  M D E O V E C D E
[00:26:10.900 --> 00:26:24.900]  Member of the British Order of the British Empire
[00:26:24.900 --> 00:26:28.900]  O B E
[00:26:28.900 --> 00:26:34.900]  Officer of the British Order of the British Empire
[00:26:34.900 --> 00:26:39.900]  C D E Commander of the British Order of the British Empire
[00:26:39.900 --> 00:26:42.900]  C D E是最高的Commander
[00:26:42.900 --> 00:26:45.900]  O D E Officer
[00:26:45.900 --> 00:26:49.900]  M 最低的Member
[00:26:49.900 --> 00:26:55.900]  如果一個人叫做C D E就很厲害
[00:26:55.900 --> 00:26:58.900]  廣東好像是C D E
[00:26:58.900 --> 00:27:05.900]  保羅的名字後面是甚麼呢
[00:27:05.900 --> 00:27:11.900]  P C
[00:27:11.900 --> 00:27:14.900]  Prisoner of Christ
[00:27:14.900 --> 00:27:17.900]  如果他天上有個Bunny的話
[00:27:17.900 --> 00:27:21.900]  就像是P C
[00:27:21.900 --> 00:27:25.900]  保羅P C
[00:27:25.900 --> 00:27:29.900]  PaulusP C
[00:27:29.900 --> 00:27:31.900]  或者是B C
[00:27:31.900 --> 00:27:33.900]  Beheaded
[00:27:33.900 --> 00:27:37.900]  或者是懷結到枕頭
[00:27:37.900 --> 00:27:40.900]  這個是他的威
[00:27:40.900 --> 00:27:43.900]  他是以辱為威
[00:27:43.900 --> 00:27:48.900]  他都是以苦為樂
[00:27:48.900 --> 00:27:54.900]  我們剛剛看過林侯第六章那些
[00:27:54.900 --> 00:27:56.900]  第十節
[00:27:56.900 --> 00:28:03.900]  他似乎要受的是相相快樂的
[00:28:03.900 --> 00:28:08.900]  他很多時候是很重的負擔
[00:28:08.900 --> 00:28:11.900]  很多人罵他
[00:28:11.900 --> 00:28:13.900]  好像沒有喜樂
[00:28:13.900 --> 00:28:17.900]  但是呢
[00:28:17.900 --> 00:28:22.900]  事實上他是沒有喜樂
[00:28:22.900 --> 00:28:27.900]  所以在菲律賓書裡面有二十字
[00:28:27.900 --> 00:28:30.900]  用喜樂來形容
[00:28:30.900 --> 00:28:37.900]  而菲律賓書是他坐牢的時候寫的書
[00:28:37.900 --> 00:28:38.900]  就偏向人看
[00:28:38.900 --> 00:28:41.900]  一個人坐牢的時候有甚麼好喜樂
[00:28:41.900 --> 00:28:44.900]  但是他充滿喜樂
[00:28:44.900 --> 00:28:46.900]  在菲律賓書裡面
[00:28:46.900 --> 00:28:49.900]  用這樣的榮耀特點
[00:28:49.900 --> 00:28:53.900]  這個是他心裡的實際的情緒
[00:28:53.900 --> 00:28:55.900]  情緒的流露
[00:28:55.900 --> 00:29:00.900]  他的真實的感覺的表達
[00:29:00.900 --> 00:29:02.900]  這個是他的見證
[00:29:02.900 --> 00:29:04.900]  是他的經歷
[00:29:04.900 --> 00:29:09.900]  是他的信息
[00:29:09.900 --> 00:29:13.900]  非常寶貴
[00:29:13.900 --> 00:29:21.900]  佛羅裡面有一個很特別的結論
[00:29:21.900 --> 00:29:23.900]  A precious combination
[00:29:23.900 --> 00:29:25.900]  In his heart and life
[00:29:25.900 --> 00:29:28.900]  一方面很重的負擔
[00:29:28.900 --> 00:29:30.900]  另外一方面
[00:29:30.900 --> 00:29:33.900]  有很自然的快樂
[00:29:33.900 --> 00:29:35.900]  很大的快樂
[00:29:35.900 --> 00:29:38.900]  很重的憂傷
[00:29:38.900 --> 00:29:41.900]  他說他痛足不夠
