
[00:00:00.000 --> 00:00:04.340]  今日和大家思想一個題目就是十字架的受苦的心智
[00:01:24.400 --> 00:01:28.200]  他們每個人都背著一個很長很大的十字架
[00:01:28.200 --> 00:01:30.780]  一路在走
[00:01:30.780 --> 00:01:32.740]  其中一個走的時候
[00:01:32.740 --> 00:01:34.700]  突然覺得很沉重
[00:01:34.700 --> 00:01:37.080]  因此抬頭向天父呼籲
[00:01:37.080 --> 00:01:39.620]  天父啊 我的十字架太沉重了
[00:01:39.620 --> 00:01:43.280]  可不可以把它鋸短一點
[00:01:43.280 --> 00:01:45.580]  然後他就拿了一把鋸
[00:01:45.580 --> 00:01:48.580]  將十字架鋸短了
[00:01:48.580 --> 00:01:49.960]  然後再背上身的時候
[00:01:49.960 --> 00:01:51.380]  覺得輕一點
[00:01:51.380 --> 00:01:52.120]  很舒服
[00:01:52.120 --> 00:01:54.220]  就繼續上路
[00:01:54.220 --> 00:01:55.640]  走著走著的時候
[00:01:55.640 --> 00:01:57.020]  還是覺得很重
[00:01:57.020 --> 00:01:58.220]  然後再次求天父
[00:01:58.220 --> 00:02:02.020]  天父啊 請你讓我再鋸短一點
[00:02:02.020 --> 00:02:03.260]  然後就拿了一把鋸出來
[00:02:03.260 --> 00:02:04.760]  再鋸一下鋸一下
[00:02:04.760 --> 00:02:06.600]  又再鋸短一點
[00:02:06.600 --> 00:02:08.260]  這次的確很輕鬆
[00:02:08.260 --> 00:02:10.260]  就繼續上路
[00:02:10.260 --> 00:02:12.260]  一大群人走著走著的時候
[00:02:12.260 --> 00:02:15.680]  突然發現前面有一個山崖
[00:02:15.680 --> 00:02:18.760]  這個山崖很深
[00:02:18.760 --> 00:02:22.400]  但對面有另一個山頭
[00:02:22.400 --> 00:02:24.320]  很多朋友
[00:02:24.320 --> 00:02:27.820]  當他們背著十字架來到那個地方的時候
[00:02:27.820 --> 00:02:29.980]  因為十字架很長
[00:02:29.980 --> 00:02:34.860]  因此將十字架放在這個懸崖上
[00:02:34.860 --> 00:02:36.940]  剛剛成為一道橋
[00:02:36.940 --> 00:02:39.280]  他們就可以走過去對面
[00:02:39.280 --> 00:02:41.780]  然後繼續上路
[00:02:41.780 --> 00:02:43.240]  但有一位朋友
[00:02:43.240 --> 00:02:46.020]  他的十字架雖然很輕鬆
[00:02:46.020 --> 00:02:47.440]  但很短
[00:02:47.440 --> 00:02:49.400]  一嘗試放上去的時候
[00:02:49.400 --> 00:02:50.860]  發覺不夠長
[00:02:50.860 --> 00:02:53.520]  他走不過去對面
[00:02:53.520 --> 00:02:55.280]  突然間他才明白
[00:02:55.280 --> 00:02:58.480]  為什麼其他人的十字架需要這麼長
[00:02:58.480 --> 00:02:59.600]  在那個時候
[00:02:59.600 --> 00:03:00.860]  他很難過
[00:03:00.860 --> 00:03:02.600]  他很害怕
[00:03:02.600 --> 00:03:03.740]  他就呼求主
[00:03:03.740 --> 00:03:06.440]  主啊 讓我過去吧
[00:03:06.440 --> 00:03:07.900]  在那個時候在天上
[00:03:07.900 --> 00:03:11.240]  有一個新的長的十字架
[00:03:11.240 --> 00:03:14.060]  再次賜給他
[00:03:14.060 --> 00:03:17.780]  然後他將十字架放在懸崖上
[00:03:17.780 --> 00:03:20.780]  然後他走過對面
[00:03:20.780 --> 00:03:23.240]  這個故事有很多很多的
[00:03:23.240 --> 00:03:25.240]  吻含著的意思
[00:03:25.240 --> 00:03:26.520]  上上提醒我們
[00:03:26.520 --> 00:03:28.240]  神給我們的十字架
[00:03:28.240 --> 00:03:30.520]  於我們有益
[00:03:30.520 --> 00:03:33.820]  對我們整個生命帶來了極大的磨練
[00:03:33.820 --> 00:03:35.560]  而且透過這個十字架
[00:03:35.560 --> 00:03:38.900]  叫我們可以成為別人的祝福
[00:03:38.900 --> 00:03:41.560]  十字架不單單為了磨練自己
[00:03:41.560 --> 00:03:43.560]  也產生了一種重要的
[00:03:43.560 --> 00:03:46.320]  對別人 對其他生命的祝福
[00:03:46.320 --> 00:03:50.020]  因此聖經提醒我們要信服
[00:03:50.020 --> 00:03:53.280]  信服神所給我們不同的十字架
[00:03:53.280 --> 00:03:54.900]  但是我們自己沒有力量
[00:03:54.900 --> 00:03:58.360]  唯獨當我們上上思想主耶穌的信服的時候
[00:03:58.360 --> 00:04:00.200]  我們可以立定心智
[00:04:00.200 --> 00:04:01.440]  靠著神的恩典
[00:04:01.440 --> 00:04:03.440]  就算受各種苦楚
[00:04:03.440 --> 00:04:06.060]  面對各種困難
[00:04:06.060 --> 00:04:07.820]  甘心樂意
[00:04:07.820 --> 00:04:11.280]  背負神給我們的十字架
[00:04:11.280 --> 00:04:13.440]  因此今天我們思想的就是
[00:04:13.440 --> 00:04:16.280]  如何能夠領受受苦的心智
[00:04:16.280 --> 00:04:19.020]  來信服我們的神
[00:04:19.020 --> 00:04:21.520]  大家再看回剛才讀過的經文
[00:04:21.520 --> 00:04:23.360]  我請大家打開聖經
[00:04:23.360 --> 00:04:27.360]  我們看看聖經的約翰福音第十九章
[00:04:27.360 --> 00:04:35.860]  首先我們思想我們的主耶穌
[00:04:35.860 --> 00:04:40.360]  祂在十字架上甘願承受很多的羞辱
[00:04:40.360 --> 00:04:45.860]  在第十九章第十九節
[00:04:47.060 --> 00:04:49.360]  十字架上有一個牌
[00:04:49.360 --> 00:04:52.560]  這個牌上寫著甚麼文字呢?
[00:04:52.560 --> 00:04:55.860]  在第十九章第十九節已經是這樣說
[00:04:55.860 --> 00:05:00.440]  彼拉多用牌紙寫了一個名號
[00:05:00.440 --> 00:05:02.360]  安在十字架上
[00:05:02.360 --> 00:05:03.520]  寫的是
[00:05:03.520 --> 00:05:08.560]  「猶太人的王,那撒勒人耶穌」
[00:05:08.560 --> 00:05:12.060]  在主耶穌的十字架上清楚的名號
[00:05:12.060 --> 00:05:17.060]  寫著「猶太人的王,那撒勒人耶穌」
[00:05:17.060 --> 00:05:20.360]  這個名號用三種語文所寫成
[00:05:20.360 --> 00:05:22.060]  聖經所說的希伯來文
[00:05:22.060 --> 00:05:24.860]  希臘文和羅馬文字
[00:05:24.860 --> 00:05:28.560]  清楚宣告祂是猶太人的王
[00:05:28.560 --> 00:05:32.060]  其實當彼拉多預備來審判耶穌的時候
[00:05:32.060 --> 00:05:35.060]  他清楚聽到很多的傳言提及
[00:05:35.060 --> 00:05:37.860]  因為耶穌其實是猶太人的王
[00:05:37.860 --> 00:05:39.060]  大家記得
[00:05:39.060 --> 00:05:44.060]  當很多人期待著來塞亞的降生的時候
[00:05:44.060 --> 00:05:45.760]  當時在開始的時候
[00:05:45.760 --> 00:05:49.060]  聖經記載有東方的幾個博士
[00:05:49.060 --> 00:05:52.060]  他們來到尋找聖嬰
[00:05:52.060 --> 00:05:53.060]  他們就問
[00:05:53.060 --> 00:05:54.760]  那個猶太人的王
[00:05:54.760 --> 00:05:59.060]  生來作猶太人的王在哪裡呢?
[00:05:59.060 --> 00:06:02.060]  在開始的時候已經在宣告耶穌基督
[00:06:02.060 --> 00:06:04.560]  祂是猶太人的王
[00:06:04.560 --> 00:06:08.060]  然後你發覺在聖經的第十九章
[00:06:08.060 --> 00:06:12.060]  前面第十八章第三十三節
[00:06:12.060 --> 00:06:16.060]  大家看看
[00:06:16.060 --> 00:06:17.060]  三十三節
[00:06:17.060 --> 00:06:19.560]  當時彼拉多開始審問耶穌的時候
[00:06:19.560 --> 00:06:21.560]  就叫耶穌來對他說
[00:06:21.560 --> 00:06:24.060]  你是猶太人的王嗎?
[00:06:24.060 --> 00:06:25.060]  三十四節
[00:06:25.060 --> 00:06:26.060]  耶穌回答說
[00:06:26.060 --> 00:06:27.560]  這句話是你自己說的
[00:06:27.560 --> 00:06:31.060]  還是別人論我對你說的呢?
[00:06:31.060 --> 00:06:35.060]  然後耶穌在三十六節再回答
[00:06:35.060 --> 00:06:36.560]  耶穌回答說
[00:06:36.560 --> 00:06:38.560]  我的國不屬這世界
[00:06:38.560 --> 00:06:40.560]  我的國若屬這世界
[00:06:40.560 --> 00:06:42.560]  我的臣木必要征戰
[00:06:42.560 --> 00:06:45.560]  使我不至於被交給猶太人
[00:06:45.560 --> 00:06:49.560]  只是我的國不屬這世界
[00:06:49.560 --> 00:06:51.060]  當主耶穌宣告
[00:06:51.060 --> 00:06:52.560]  祂是猶太人的王
[00:06:52.560 --> 00:06:55.560]  然後祂再繼續進深地說
[00:06:55.560 --> 00:06:58.560]  祂說我不單單是猶太人的王
[00:06:58.560 --> 00:07:02.060]  我更加是整個天地窮滄的王
[00:07:02.060 --> 00:07:04.560]  我的國不屬於這個世界
[00:07:04.560 --> 00:07:08.060]  是屬於永恆天地的世界
[00:07:08.060 --> 00:07:12.060]  因此祂清楚宣告祂王的身份
[00:07:12.060 --> 00:07:14.060]  但雖然聖經清楚講述
[00:07:14.060 --> 00:07:16.060]  耶穌基督王的身份
[00:07:16.060 --> 00:07:22.560]  但這位君王卻要面對最嚴重的羞辱
[00:07:22.560 --> 00:07:25.060]  剛才我們讀過的經文《馬太福音》
[00:07:25.060 --> 00:07:32.060]  大家再翻看前面的《馬太福音》
[00:07:32.060 --> 00:07:38.560]  在《馬太福音》第27章
[00:07:38.560 --> 00:07:42.560]  聖經繼續描述主耶穌面對的戲弄
[00:07:42.560 --> 00:07:45.560]  面對的羞辱
[00:07:45.560 --> 00:07:52.560]  27章的27節也是剛才我們讀過的經文
[00:07:52.560 --> 00:07:54.560]  當你嘗試切身處地
[00:07:54.560 --> 00:07:57.060]  想像你在當時的處境
[00:07:57.060 --> 00:08:00.060]  你去感受一下耶穌當時所面對的羞辱
[00:08:00.060 --> 00:08:02.060]  是何等大的羞辱
[00:08:02.060 --> 00:08:03.560]  27章27節
[00:08:03.560 --> 00:08:06.560]  當時巡撫的兵就將耶穌帶進衙門
[00:08:06.560 --> 00:08:09.060]  叫全人的兵都聚集在那裡
[00:08:09.060 --> 00:08:11.060]  很多人好像看戲一樣
[00:08:11.060 --> 00:08:13.060]  一起聚集在那個地方
[00:08:13.060 --> 00:08:15.060]  他們給他脫掉衣服
[00:08:15.060 --> 00:08:17.060]  穿上一件朱紅色的袍子
[00:08:17.060 --> 00:08:19.560]  好像一個君王的袍子
[00:08:19.560 --> 00:08:22.060]  用荊棘編造冠冕
[00:08:22.060 --> 00:08:24.060]  戴在他頭上
[00:08:24.060 --> 00:08:26.560]  拿一根位子放在他右手裡
[00:08:26.560 --> 00:08:28.560]  跪在他面前
[00:08:28.560 --> 00:08:30.060]  戲弄他
[00:08:30.060 --> 00:08:31.560]  大家可以想像
[00:08:31.560 --> 00:08:33.560]  這群兵兵嬉皮笑臉
[00:08:33.560 --> 00:08:35.560]  跪在耶穌面前
[00:08:35.560 --> 00:08:39.560]  表面上好像是尊崇一位猶太人的王
[00:08:39.560 --> 00:08:43.560]  但全部在當中是要戲弄耶穌
[00:08:43.560 --> 00:08:45.560]  聖經就說他們怎麼說
[00:08:45.560 --> 00:08:48.560]  「恭喜啊!恭喜猶太人的王啊!」
[00:08:48.560 --> 00:08:51.560]  然後聖經說一套章節
[00:08:51.560 --> 00:08:53.560]  在他的面上
[00:08:53.560 --> 00:08:57.560]  我不知道大家試過被人套口水沒有
[00:08:57.560 --> 00:09:01.560]  那種感覺我相信我們未必完全明白
[00:09:01.560 --> 00:09:03.560]  我小時候有一件很深刻的事情
[00:09:03.560 --> 00:09:06.560]  一生不會忘記
[00:09:06.560 --> 00:09:09.560]  有一次我小學的時候坐巴士
[00:09:09.560 --> 00:09:11.560]  當時很擠迫
[00:09:11.560 --> 00:09:13.560]  很擠迫的時候
[00:09:13.560 --> 00:09:16.560]  其中有一個學生
[00:09:16.560 --> 00:09:17.560]  好像比我大一點
[00:09:17.560 --> 00:09:18.560]  一群人在旁邊
[00:09:18.560 --> 00:09:19.560]  他們不停聊天
[00:09:19.560 --> 00:09:22.560]  那個學生笑得很大聲
[00:09:22.560 --> 00:09:25.560]  然後他走過來撞了我一下
[00:09:25.560 --> 00:09:27.560]  令我很痛
[00:09:27.560 --> 00:09:28.560]  我覺得很痛
[00:09:28.560 --> 00:09:30.560]  然後我問他為什麼撞我
[00:09:30.560 --> 00:09:33.560]  然後他跟我說他喜歡
[00:09:33.560 --> 00:09:34.560]  我下車的時候
[00:09:34.560 --> 00:09:35.560]  這群同學
[00:09:35.560 --> 00:09:38.560]  我也不知道是哪間學校的學生
[00:09:38.560 --> 00:09:40.560]  跟著我一起下車
[00:09:40.560 --> 00:09:43.560]  然後其中一個走過來
[00:09:43.560 --> 00:09:46.560]  一拳打在我的肚子上
[00:09:46.560 --> 00:09:47.560]  我很害怕
[00:09:47.560 --> 00:09:50.560]  然後另一個走過來
[00:09:50.560 --> 00:09:52.560]  一通鼻涕
[00:09:52.560 --> 00:09:57.560]  一黏到我的校外褸上
[00:09:57.560 --> 00:09:59.560]  我不敢出聲
[00:09:59.560 --> 00:10:01.560]  因為他們幾個人
[00:10:01.560 --> 00:10:03.560]  但心裡很憤怒
[00:10:03.560 --> 00:10:05.560]  很羞辱
[00:10:05.560 --> 00:10:09.560]  這件是我唯一一件的校外褸
[00:10:09.560 --> 00:10:12.560]  但他將我弄得非常污糟
[00:10:12.560 --> 00:10:16.560]  這件我一生都常常想起的事情
[00:10:16.560 --> 00:10:17.560]  但感謝神
[00:10:17.560 --> 00:10:20.560]  祂給我生命的救恩
[00:10:20.560 --> 00:10:23.560]  在一其後我就信了耶穌
[00:10:23.560 --> 00:10:26.560]  當我們回想人生可能曾經經歷過
[00:10:26.560 --> 00:10:28.560]  某一些被羞辱的經歷的時候
[00:10:28.560 --> 00:10:32.560]  或者我們稍為多一點明白
[00:10:32.560 --> 00:10:35.560]  當時這位猶太人的王
[00:10:35.560 --> 00:10:37.560]  這位天地的君王
[00:10:37.560 --> 00:10:38.560]  在三十時所說
[00:10:38.560 --> 00:10:40.560]  這班兵丁
[00:10:40.560 --> 00:10:43.560]  「吐脫沒在他臉上
[00:10:43.560 --> 00:10:45.560]  那位子打他的頭
[00:10:45.560 --> 00:10:48.560]  戲弄完了就給他脫了袍子
[00:10:48.560 --> 00:10:50.560]  仍穿上自己的衣服
[00:10:50.560 --> 00:10:54.560]  帶他出去搖釘十字架」
[00:10:54.560 --> 00:10:55.560]  聖經有很多處地方
[00:10:55.560 --> 00:10:59.560]  上上講述到這位神
[00:10:59.560 --> 00:11:02.560]  祂本來就是這位宇宙的君王
[00:11:02.560 --> 00:11:06.560]  但卻要承受極大的羞辱
[00:11:06.560 --> 00:11:09.560]  這是聖經多次這樣說
[00:11:09.560 --> 00:11:11.560]  你翻看詩篇
[00:11:11.560 --> 00:11:23.560]  詩篇的六十九篇
[00:11:23.560 --> 00:11:30.560]  我們一起看看第十九節
[00:11:30.560 --> 00:11:35.560]  詩篇亦預言這位尼塞亞
[00:11:35.560 --> 00:11:39.560]  所要面對著的各種的凌辱、欺凌
[00:11:39.560 --> 00:11:41.560]  大家看看十九節
[00:11:41.560 --> 00:11:46.560]  「你知道我受的辱罵、欺凌、羞辱
[00:11:46.560 --> 00:11:49.560]  我的敵人都在你面前
[00:11:49.560 --> 00:11:52.560]  辱罵傷破了我的心
[00:11:52.560 --> 00:11:54.560]  我又滿了憂愁
[00:11:54.560 --> 00:11:56.560]  我只望有人體恤
[00:11:56.560 --> 00:11:58.560]  卻沒有一個
[00:11:58.560 --> 00:12:00.560]  我只望有人安慰
[00:12:00.560 --> 00:12:02.560]  卻找不著一個
[00:12:02.560 --> 00:12:05.560]  他們那苦膽給我當食物
[00:12:05.560 --> 00:12:06.560]  我喝了
[00:12:06.560 --> 00:12:10.560]  他們那醋給我喝」
[00:12:10.560 --> 00:12:13.560]  當時雖然耶穌沒有說甚麼話
[00:12:13.560 --> 00:12:17.560]  但在此描寫了主耶穌內心的境況
[00:12:17.560 --> 00:12:18.560]  祂忍耐著
[00:12:18.560 --> 00:12:21.560]  但其實祂的內心滿了憂愁
[00:12:21.560 --> 00:12:24.560]  這些辱罵破了祂的心
[00:12:24.560 --> 00:12:26.560]  亦都叫祂深刻的感受
[00:12:26.560 --> 00:12:30.560]  那種被欺凌、被羞辱的感受
[00:12:30.560 --> 00:12:31.560]  各位靈智妹
[00:12:31.560 --> 00:12:32.560]  當我們看到此時
[00:12:32.560 --> 00:12:34.560]  我們不期而問一個問題
[00:12:34.560 --> 00:12:36.560]  為何這位主耶穌
[00:12:36.560 --> 00:12:40.560]  願意承受這一切的羞辱?
[00:12:40.560 --> 00:12:41.560]  教徒都知道
[00:12:41.560 --> 00:12:44.560]  這個原因就是為了你
[00:12:44.560 --> 00:12:46.560]  為了我的緣故
[00:12:46.560 --> 00:12:50.560]  是為了要承擔我們罪的後果
[00:12:50.560 --> 00:12:52.560]  因此我們再看另一方面
[00:12:52.560 --> 00:12:53.560]  就是這位主
[00:12:53.560 --> 00:12:54.560]  祂馴服受苦
[00:12:54.560 --> 00:12:57.560]  是為了能夠勝過罪
[00:12:57.560 --> 00:13:00.560]  大家一起看聖經的彼得前書
[00:13:00.560 --> 00:13:08.560]  聖經彼得前書第四章
[00:13:08.560 --> 00:13:14.560]  聖經新約二百五十九頁
[00:13:14.560 --> 00:13:15.560]  我們的主耶穌
[00:13:15.560 --> 00:13:18.560]  祂馴服願意受這一切的羞辱、苦楚
[00:13:18.560 --> 00:13:20.560]  是為了能夠勝過罪
[00:13:20.560 --> 00:13:22.560]  得勝邪惡
[00:13:22.560 --> 00:13:26.560]  在第四章第一節
[00:13:26.560 --> 00:13:28.560]  彼得前書四章一節這樣說
[00:13:28.560 --> 00:13:30.560]  基督既在欲身受苦
[00:13:30.560 --> 00:13:34.560]  你們也當將這人的心智作為兵器
[00:13:34.560 --> 00:13:36.560]  因為在欲身受過苦的
[00:13:36.560 --> 00:13:40.560]  就已經與罪斷絕了
[00:13:40.560 --> 00:13:43.560]  聖經提到這位主在欲身受苦
[00:13:43.560 --> 00:13:45.560]  我們應該學習他
[00:13:45.560 --> 00:13:48.560]  以受苦作為一種兵器
[00:13:48.560 --> 00:13:51.560]  一種武裝自己心靈的兵器
[00:13:51.560 --> 00:13:53.560]  一種能夠防衛自己
[00:13:53.560 --> 00:13:55.560]  不至於犯罪的兵器
[00:13:55.560 --> 00:13:59.560]  這種兵器是受苦的心智
[00:13:59.560 --> 00:14:01.560]  何時我們能夠這樣做的時候
[00:14:01.560 --> 00:14:03.560]  我們就能夠勝過罪
[00:14:03.560 --> 00:14:05.560]  為什麼呢?
[00:14:05.560 --> 00:14:07.560]  當我們思想當神創造人類的時候
[00:14:07.560 --> 00:14:10.560]  給人一個很重要的特質
[00:14:10.560 --> 00:14:14.560]  就是人不單單有一種智慧聰明
[00:14:14.560 --> 00:14:18.560]  他更加有一種自由意志
[00:14:18.560 --> 00:14:21.560]  他能夠自由地去決定做不同的事情
[00:14:21.560 --> 00:14:24.560]  因為神不喜歡做一個機械人
[00:14:24.560 --> 00:14:26.560]  做一個傀儡
[00:14:26.560 --> 00:14:29.560]  他不想那個人只能夠為命是從
[00:14:29.560 --> 00:14:33.560]  而是希望這個人有一個完美的心靈
[00:14:33.560 --> 00:14:37.560]  能夠自由地決定做事情
[00:14:37.560 --> 00:14:38.560]  正因為這樣
[00:14:38.560 --> 00:14:41.560]  人能夠選擇去做正確的事情
[00:14:41.560 --> 00:14:44.560]  也能夠選擇去做錯誤的事情
[00:14:44.560 --> 00:14:45.560]  他有自由
[00:14:45.560 --> 00:14:47.560]  他可以選擇聽從神
[00:14:47.560 --> 00:14:49.560]  可以選擇不聽從神
[00:14:49.560 --> 00:14:52.560]  當他選擇不聽從神的時候
[00:14:52.560 --> 00:14:54.560]  因此他犯罪
[00:14:54.560 --> 00:14:55.560]  他違背神
[00:14:55.560 --> 00:14:58.560]  但何時當人願意領受神的救恩
[00:14:58.560 --> 00:15:02.560]  神邀請人來接受祂的救恩
[00:15:02.560 --> 00:15:05.560]  亦都是要求我們運用我們的自由
[00:15:05.560 --> 00:15:08.560]  來選擇接受救恩
[00:15:08.560 --> 00:15:13.560]  因此主耶穌不會勉強我們去接受救恩
[00:15:13.560 --> 00:15:17.560]  祂只希望我們甘心樂意地去選擇
[00:15:17.560 --> 00:15:19.560]  當人有種自由的時候
[00:15:19.560 --> 00:15:21.560]  很多時候我們會傾向選擇
[00:15:21.560 --> 00:15:23.560]  選擇什麼?
[00:15:23.560 --> 00:15:25.560]  選擇有舒適
[00:15:25.560 --> 00:15:28.560]  選擇能夠有飽足
[00:15:28.560 --> 00:15:29.560]  可以有享受
[00:15:29.560 --> 00:15:31.560]  選擇可以有榮耀
[00:15:31.560 --> 00:15:34.560]  這是我們自然的一種傾向
[00:15:34.560 --> 00:15:39.560]  同時我們會選擇避開一切的苦難
[00:15:39.560 --> 00:15:41.560]  最好不用我們受苦
[00:15:41.560 --> 00:15:43.560]  避開一切的羞辱
[00:15:43.560 --> 00:15:47.560]  最好不用我們沒面子去選擇
[00:15:47.560 --> 00:15:53.560]  去避開一切讓自己受到困難、苦難的事情
[00:15:53.560 --> 00:15:55.560]  當然有些時候避開羞辱
[00:15:55.560 --> 00:15:58.560]  會帶給我們一種動力去追求卓越
[00:15:58.560 --> 00:16:00.560]  去追求成果
[00:16:00.560 --> 00:16:03.560]  某方面來說是一種良善的動力
[00:16:03.560 --> 00:16:06.560]  但同時當我們不理一切
[00:16:06.560 --> 00:16:09.560]  只要能夠得到榮耀
[00:16:09.560 --> 00:16:13.560]  享受、飽足的時候
[00:16:13.560 --> 00:16:18.560]  這種動力就會叫我們違背神
[00:16:18.560 --> 00:16:21.560]  甚至叫我們犯罪
[00:16:21.560 --> 00:16:24.560]  很多年前我記得看到報紙的一個報導
[00:16:24.560 --> 00:16:26.560]  說到一個幾歲大的小孩子
[00:16:26.560 --> 00:16:28.560]  在家裡沒有穿衣服
[00:16:28.560 --> 00:16:32.560]  只拿著身體在家裡的客廳走來走去
[00:16:32.560 --> 00:16:34.560]  突然有人按門鈴
[00:16:34.560 --> 00:16:35.560]  不知道是誰
[00:16:35.560 --> 00:16:37.560]  這個小朋友一害怕
[00:16:37.560 --> 00:16:39.560]  糟糕了,自己沒有穿衣服
[00:16:39.560 --> 00:16:42.560]  被人看到很醜
[00:16:42.560 --> 00:16:46.560]  想不到他立刻爬出窗戶
[00:16:46.560 --> 00:16:49.560]  他以為窗戶外面有些架
[00:16:49.560 --> 00:16:51.560]  他躲在架子後面
[00:16:51.560 --> 00:16:55.560]  這個小孩子就這樣掉下去
[00:16:55.560 --> 00:16:57.560]  這個報紙報導這件事的時候
[00:16:57.560 --> 00:16:59.560]  我心裡就想
[00:16:59.560 --> 00:17:02.560]  人有一種要避開
[00:17:02.560 --> 00:17:06.560]  面對自己羞辱的一種狀況
[00:17:06.560 --> 00:17:08.560]  有些時候是會好的
[00:17:08.560 --> 00:17:10.560]  但有些時候不顧一切
[00:17:10.560 --> 00:17:12.560]  不擇手段的時候
[00:17:12.560 --> 00:17:14.560]  帶來的是自己的傷害
[00:17:14.560 --> 00:17:17.560]  甚至是死亡
[00:17:17.560 --> 00:17:20.560]  在今天很多人嘗試去避開羞辱
[00:17:20.560 --> 00:17:22.560]  因此說我不要貧窮
[00:17:22.560 --> 00:17:25.560]  因此不擇手段賺錢
[00:17:25.560 --> 00:17:26.560]  我不要羞辱
[00:17:26.560 --> 00:17:30.560]  因此不擇手段要得到地位權利
[00:17:30.560 --> 00:17:32.560]  因此違背神
[00:17:32.560 --> 00:17:35.560]  因此犯罪
[00:17:35.560 --> 00:17:37.560]  一位母親
[00:17:37.560 --> 00:17:40.560]  這位母親她曾經離婚
[00:17:40.560 --> 00:17:43.560]  丈夫在很多年前曾經拋棄了她
[00:17:43.560 --> 00:17:45.560]  她受很大的創傷
[00:17:45.560 --> 00:17:46.560]  在她受創傷的時候
[00:17:46.560 --> 00:17:49.560]  她曾經起了個誓
[00:17:49.560 --> 00:17:52.560]  她說:從今之後
[00:17:52.560 --> 00:17:54.560]  我要盡一切努力
[00:17:54.560 --> 00:17:56.560]  無論付什麼代價
[00:17:56.560 --> 00:18:01.560]  不再容許任何人傷害我
[00:18:01.560 --> 00:18:02.560]  因此從此之後
[00:18:02.560 --> 00:18:06.560]  這位太太她處處表現得很堅強
[00:18:06.560 --> 00:18:08.560]  就算內心很軟弱也好
[00:18:08.560 --> 00:18:11.560]  她不會流露絲毫的軟弱
[00:18:11.560 --> 00:18:13.560]  因為她要證明自己是堅強的
[00:18:13.560 --> 00:18:16.560]  她不會被別人受傷
[00:18:16.560 --> 00:18:19.560]  因此有些時候遇到一些處境
[00:18:19.560 --> 00:18:20.560]  可能會受傷害
[00:18:20.560 --> 00:18:23.560]  她就會刻意地保護自己
[00:18:23.560 --> 00:18:25.560]  甚至寧願別人受傷
[00:18:25.560 --> 00:18:27.560]  甚至寧願去利用別人
[00:18:27.560 --> 00:18:29.560]  甚至會推卸一切責任
[00:18:29.560 --> 00:18:32.560]  為了保護自己不會受傷
[00:18:32.560 --> 00:18:35.560]  因此這個人變得自私自利
[00:18:35.560 --> 00:18:37.560]  變得很封閉
[00:18:37.560 --> 00:18:40.560]  只是常常傷害別人
[00:18:40.560 --> 00:18:41.560]  背後的原因就是
[00:18:41.560 --> 00:18:44.560]  她不願意再受傷害
[00:18:44.560 --> 00:18:48.560]  不願意再受羞辱
[00:18:48.560 --> 00:18:50.560]  沒錯人會逃避羞辱
[00:18:50.560 --> 00:18:51.560]  逃避受傷
[00:18:51.560 --> 00:18:55.560]  但何時當她拒絕任何苦難的時候
[00:18:55.560 --> 00:18:57.560]  這種內心的意志
[00:18:57.560 --> 00:19:02.560]  帶來她選擇違背神
[00:19:02.560 --> 00:19:04.560]  選擇犯罪
