
[00:00:00.000 --> 00:00:03.920]  我們主要多謝你 你愛我們 你賜給我們生命
[00:02:35.640 --> 00:02:39.120]  那你說是呀 你說你啦 當然是這麼說
[00:02:39.120 --> 00:02:41.760]  我們今天有基督徒 如果你不是基督徒
[00:02:41.760 --> 00:02:44.580]  不要緊 我們一起來討論這個問題 好不好?
[00:02:44.580 --> 00:02:48.240]  其實在過去這三十多年
[00:02:48.240 --> 00:02:52.320]  就興起了一種研究 可能大家都聽過的
[00:02:52.320 --> 00:02:55.280]  就叫做NDE的study
[00:02:55.280 --> 00:02:57.880]  Near Death Experience
[00:02:57.880 --> 00:03:00.580]  就是說 瀕死的經驗
[00:03:00.580 --> 00:03:02.960]  為什麼興起這個研究呢?
[00:03:02.960 --> 00:03:09.460]  因為我們醫學的科技現在是發展得很快
[00:03:09.460 --> 00:03:12.880]  以前那些究竟什麼叫做瀕死的經驗呢?
[00:03:12.880 --> 00:03:16.800]  就是在醫學的角度已經死了的情況
[00:03:16.800 --> 00:03:21.480]  比如腦電波停了 呼吸停了 心臟停了
[00:03:21.480 --> 00:03:24.960]  那種情況 通常就說這樣就沒有了
[00:03:24.960 --> 00:03:29.040]  但是很多時候現在因為新的科技可以救回來的
[00:03:29.040 --> 00:03:32.080]  用一些新的科技可以救回一條命回來
[00:03:32.080 --> 00:03:36.060]  所以多了很多這種這樣的個案
[00:03:36.060 --> 00:03:40.000]  發覺開始是整個世界的一些專家
[00:03:40.000 --> 00:03:44.600]  甚至醫學界和心理學界發覺一個現象
[00:03:44.600 --> 00:03:48.700]  很多它醒過來的時候 它複述
[00:03:48.700 --> 00:03:53.420]  其實它所謂醫學上宣佈死了的那段時間
[00:03:53.420 --> 00:03:59.480]  它的靈魂還有知覺 那個知覺是很特別的
[00:03:59.480 --> 00:04:01.840]  於是開始有很多人的研究
[00:04:01.840 --> 00:04:06.620]  最新的比較最詳盡的研究是16年的年中
[00:04:06.620 --> 00:04:09.340]  就是說一年多前才再出的一本書
[00:04:09.340 --> 00:04:14.280]  Jeffrey Long的書就叫做《God and Afterlife》
[00:04:14.280 --> 00:04:17.540]  那裡就綜合了過去這三十多年
[00:04:17.540 --> 00:04:20.140]  加上他自己整個團隊的研究
[00:04:20.140 --> 00:04:29.600]  現在有個網頁 你可以上去 www.nderf.org
[00:04:29.600 --> 00:04:32.140]  大家可以上去看的 很多這樣的案例
[00:04:32.140 --> 00:04:37.920]  他就收集了 研究了超過4,000個案例
[00:04:37.920 --> 00:04:39.520]  4,000個這樣的個案
[00:04:39.520 --> 00:04:44.080]  包括全世界不同年紀這樣的個案
[00:04:44.080 --> 00:04:46.700]  他就作一個統計的研究
[00:04:46.700 --> 00:04:50.500]  他發覺原來人死了之後
[00:04:50.500 --> 00:04:55.480]  那些人報告醒過來之後
[00:04:55.480 --> 00:04:58.880]  那些的狀況有相類似的情況
[00:04:58.880 --> 00:05:03.880]  他就綜合了有七個的階段
[00:05:03.880 --> 00:05:08.220]  現在甚至我給你一些數據
[00:05:08.220 --> 00:05:09.620]  哪七個階段呢?
[00:05:09.620 --> 00:05:12.100]  人死了之後第一個階段
[00:05:12.100 --> 00:05:14.100]  他會發覺他靈魂有知覺
[00:05:14.100 --> 00:05:17.240]  就飄了出來離開了身體的
[00:05:17.240 --> 00:05:19.460]  這叫OBE experience
[00:05:19.460 --> 00:05:21.520]  Out of body experience
[00:05:21.520 --> 00:05:24.580]  飄離身體 他看到自己的身體
[00:05:24.580 --> 00:05:27.260]  那些人在那裡搶救他 他最後在那裡哭
[00:05:27.260 --> 00:05:30.540]  但是他想和他們溝通 但是溝通不了
[00:05:30.540 --> 00:05:33.360]  但是他知道正在發生什麼事
[00:05:33.360 --> 00:05:37.040]  有75.4%的人都有這樣的經驗
[00:05:37.040 --> 00:05:39.660]  這麼少的了 超過三分之一了
[00:05:39.660 --> 00:05:44.060]  其中一個個案我覺得挺有趣的
[00:05:44.060 --> 00:05:46.060]  最厲害的那個個案
[00:05:46.060 --> 00:05:50.140]  就是其中一個人他做手術死了
[00:05:50.140 --> 00:05:52.940]  那時候他發覺他自己飄了上去
[00:05:52.940 --> 00:05:54.320]  在上面看他們
[00:05:54.320 --> 00:05:57.340]  那些人蠻不講理 最後說沒有了 停了
[00:05:57.340 --> 00:05:58.460]  於是就蓋了一塊布
[00:05:58.460 --> 00:06:01.980]  他就說你不要蓋了 我還有知覺的
[00:06:01.980 --> 00:06:03.980]  但是那些人就照樣蓋了一塊布
[00:06:03.980 --> 00:06:05.360]  但是這個不特別
[00:06:05.360 --> 00:06:08.680]  最特別的是他飄了上去 你知道手術燈
[00:06:08.680 --> 00:06:11.020]  手術上面有些大燈
[00:06:11.020 --> 00:06:14.760]  他飄上去燈的天花板上面
[00:06:14.760 --> 00:06:19.160]  他看到那個燈上面的牌子是什麼牌子
[00:06:19.160 --> 00:06:23.160]  我講這麼快你聽得到嗎?
[00:06:23.160 --> 00:06:26.100]  你聽得到我講英文嗎?
[00:06:26.100 --> 00:06:27.700]  但是希望你可以明白
[00:06:27.700 --> 00:06:30.520]  他看到那個牌子是什麼
[00:06:30.520 --> 00:06:32.840]  到他醒來的時候講那個牌子
[00:06:32.840 --> 00:06:34.200]  那些人爬上去
[00:06:34.200 --> 00:06:36.840]  果然是那個牌子和那個牌子
[00:06:36.840 --> 00:06:38.280]  這個肯定是事實了
[00:06:38.280 --> 00:06:41.440]  因為沒有人上去看過的 沒可能的
[00:06:41.440 --> 00:06:44.960]  所以人死了之後不是如燈滅 是有東西的
[00:06:44.960 --> 00:06:46.320]  這個是第一個部分
[00:06:46.320 --> 00:06:48.320]  好了 很快講繼續
[00:06:48.320 --> 00:06:52.400]  接著第二個很多話會經驗到
[00:06:52.400 --> 00:06:54.920]  他開始飄去一個地方
[00:06:54.920 --> 00:06:56.520]  經過一個Tunnel
[00:06:56.520 --> 00:06:58.360]  一個隧道
[00:06:58.360 --> 00:06:59.680]  一路這樣去的
[00:06:59.680 --> 00:07:01.200]  前面看到有光
[00:07:01.200 --> 00:07:03.080]  但是一路是黑的隧道
[00:07:03.080 --> 00:07:04.920]  黑的隧道不是很恐怖的
[00:07:04.920 --> 00:07:06.920]  有音樂的 有些人聽到說
[00:07:06.920 --> 00:07:09.120]  有些聽到聞到味道
[00:07:09.120 --> 00:07:10.360]  香味的
[00:07:10.360 --> 00:07:13.840]  不過無論如何這是第二個階段
[00:07:13.840 --> 00:07:18.640]  有52.2%的人是有這樣的經驗
[00:07:18.640 --> 00:07:20.800]  然後去到那裡
[00:07:20.800 --> 00:07:23.360]  就在光那裡看到
[00:07:23.360 --> 00:07:26.000]  出去看到很光的時候
[00:07:26.000 --> 00:07:30.760]  就看到一個好像偉大的靈體
[00:07:30.760 --> 00:07:32.200]  這個是什麼呢?
[00:07:32.200 --> 00:07:36.600]  當然很多人說這個就像太陽一樣光
[00:07:36.600 --> 00:07:38.880]  而那個光不是令他很恐懼的
[00:07:38.880 --> 00:07:40.880]  是覺得很溫暖的
[00:07:40.880 --> 00:07:44.920]  他可以擁抱它
[00:07:44.920 --> 00:07:49.480]  這裡有64.6%的人在那裡
[00:07:49.480 --> 00:07:54.160]  接著看到那些已經死去的親友回來
[00:07:54.160 --> 00:07:57.360]  甚至有以前的寵物也回來
[00:07:57.360 --> 00:08:01.880]  有57.3%的人有這樣的經驗
[00:08:01.880 --> 00:08:05.280]  跟它好像相聚一樣
[00:08:05.280 --> 00:08:06.120]  很開心
[00:08:06.120 --> 00:08:08.440]  接著很快有些人
[00:08:08.440 --> 00:08:09.160]  少一些了
[00:08:09.160 --> 00:08:11.240]  有22.2%的人
[00:08:11.240 --> 00:08:16.960]  他經驗到很快將自己過去一生好像重播一樣
[00:08:16.960 --> 00:08:17.960]  剪影
[00:08:17.960 --> 00:08:18.800]  很快很快
[00:08:18.800 --> 00:08:22.160]  他說是3D的
[00:08:22.160 --> 00:08:25.920]  就好像再一次看回自己的人生
[00:08:25.920 --> 00:08:28.520]  突然間覺得原來是這個意思
[00:08:28.520 --> 00:08:30.080]  很驚訝
[00:08:30.080 --> 00:08:31.960]  這裡有22.2%
[00:08:31.960 --> 00:08:34.120]  不過接著那個階段
[00:08:34.120 --> 00:08:38.600]  那個靈體或者總之他感覺到有人告訴他
[00:08:38.600 --> 00:08:40.160]  你還沒有時間
[00:08:40.160 --> 00:08:41.320]  你回去吧
[00:08:41.320 --> 00:08:43.520]  他多數都說不肯
[00:08:43.520 --> 00:08:44.880]  因為太好了
[00:08:44.880 --> 00:08:46.160]  那裡很開心
[00:08:46.160 --> 00:08:47.240]  我不回去了
[00:08:47.240 --> 00:08:48.760]  不如就在這裡吧
[00:08:48.760 --> 00:08:52.680]  但是不知為何總之游說了就回去了
[00:08:52.680 --> 00:08:56.680]  以及他會感覺到回到陽間
[00:08:56.680 --> 00:08:58.880]  只不過是很短的旅行
[00:08:58.880 --> 00:09:00.760]  一會兒你就回來了
[00:09:00.760 --> 00:09:01.280]  好了
[00:09:01.280 --> 00:09:01.960]  我們回去了
[00:09:01.960 --> 00:09:04.880]  58.5%的人有這樣的經驗
[00:09:04.880 --> 00:09:07.080]  接著就突然醒來了
[00:09:07.080 --> 00:09:08.360]  回來了
[00:09:08.360 --> 00:09:11.560]  我們叫做Near-Death Experience
[00:09:11.560 --> 00:09:14.680]  這個我相信是比較最近的最新的統計
[00:09:14.680 --> 00:09:20.040]  也讓我們帶給大家一個新的角度來看
[00:09:20.040 --> 00:09:21.400]  人死了
[00:09:21.400 --> 00:09:23.600]  那個靈魂還在
[00:09:23.600 --> 00:09:26.320]  肉身就會停止了
[00:09:26.320 --> 00:09:29.520]  或者是再下去的時候就會腐化了
[00:09:29.520 --> 00:09:30.480]  大家知道
[00:09:30.480 --> 00:09:32.680]  但是我們那個非物質的部分
[00:09:32.680 --> 00:09:35.240]  那個Spirit或者我們的Soul
[00:09:35.240 --> 00:09:38.120]  靈魂就繼續在這裡
[00:09:38.120 --> 00:09:38.600]  好了
[00:09:38.600 --> 00:09:42.400]  我們就進入我們中國和傳統裡面
[00:09:42.400 --> 00:09:45.160]  和我們基督教信仰那裡
[00:09:45.160 --> 00:09:48.800]  怎麼看這個人死了之後
[00:09:48.800 --> 00:09:52.680]  和他的靈魂所發生的情況
[00:09:52.680 --> 00:09:55.280]  我們先看道教
[00:09:55.280 --> 00:09:58.440]  道教是我們中國最典型的宗教
[00:09:58.440 --> 00:09:59.720]  是我們本土的宗教
[00:09:59.720 --> 00:10:01.800]  中國的宗教真的是道教
[00:10:01.800 --> 00:10:02.880]  佛教也不是的
[00:10:02.880 --> 00:10:04.000]  大家知道嗎?
[00:10:04.000 --> 00:10:05.200]  歷史上
[00:10:05.200 --> 00:10:07.360]  佛教其實都是由印度傳進來的
[00:10:07.360 --> 00:10:08.880]  不過傳進來之後
[00:10:08.880 --> 00:10:11.800]  慢慢慢慢中國人就當它是自己的宗教
[00:10:11.800 --> 00:10:15.520]  道教的看法也是很接近
[00:10:15.520 --> 00:10:19.320]  深深的影響了中國人大部分的
[00:10:19.320 --> 00:10:20.920]  所謂民間的宗教
[00:10:20.920 --> 00:10:22.240]  Folk religions的宗教
[00:10:22.240 --> 00:10:25.280]  就是我們一般所謂的看法
[00:10:25.280 --> 00:10:29.080]  道教究竟和中國的傳統怎麼看呢?
[00:10:29.080 --> 00:10:35.400]  中國人和道教的鬼魂觀念
[00:10:35.400 --> 00:10:40.240]  和我們很多在西方受教育、醫學長大的人
[00:10:40.240 --> 00:10:42.560]  其實是一個很不同的
[00:10:42.560 --> 00:10:44.000]  如果你知道傳統
[00:10:44.000 --> 00:10:47.320]  我們西方的一般醫學的角度
[00:10:47.320 --> 00:10:50.080]  就是生命由我們的胚胎開始
[00:10:50.080 --> 00:10:50.960]  是不是?
[00:10:50.960 --> 00:10:53.720]  開始長大變成胎
[00:10:53.720 --> 00:10:56.480]  胎就越來越成長
[00:10:56.480 --> 00:10:57.280]  就出生
[00:10:57.280 --> 00:10:59.880]  出生就一直吸收不同的營養料
[00:10:59.880 --> 00:11:00.920]  我們長大
[00:11:00.920 --> 00:11:02.640]  長大之後就衰老
[00:11:02.640 --> 00:11:03.600]  衰老就死亡
[00:11:03.600 --> 00:11:07.720]  是我們不斷去吸收的過程
[00:11:07.720 --> 00:11:11.440]  中國人的傳統看法是倒轉的
[00:11:11.440 --> 00:11:16.080]  他相信胎中是最多能量的
[00:11:16.080 --> 00:11:19.600]  就是說天地的精華在那裡
[00:11:19.600 --> 00:11:25.240]  於是他最純正的能量在那裡
[00:11:25.240 --> 00:11:26.480]  生命力在那裡
[00:11:26.480 --> 00:11:28.120]  到他出生的時候
[00:11:28.120 --> 00:11:32.400]  生命裡面的氣就開始散了
[00:11:32.400 --> 00:11:36.440]  慢慢的能量散盡就死了
[00:11:36.440 --> 00:11:37.760]  他剛剛倒轉的
[00:11:37.760 --> 00:11:38.680]  裡面的
[00:11:38.680 --> 00:11:42.440]  所以中國人喜歡道教
[00:11:42.440 --> 00:11:45.280]  很多時候我們練氣功
[00:11:45.280 --> 00:11:47.800]  練氣功的最主要意思就是
[00:11:47.800 --> 00:11:50.600]  我將我們身體裡面的氣保住
[00:11:50.600 --> 00:11:51.800]  讓它散得慢一點
[00:11:51.800 --> 00:11:53.160]  它就長命一點
[00:11:53.160 --> 00:11:54.920]  練到它可以不散的話
[00:11:54.920 --> 00:11:55.960]  它就長生不老
[00:11:55.960 --> 00:11:58.160]  大家明白那個觀念是這樣的
[00:11:58.160 --> 00:12:00.680]  氣散氣盡
[00:12:00.680 --> 00:12:03.080]  所以如果我們用道教的角度
[00:12:03.080 --> 00:12:05.080]  靈魂就是一種氣
[00:12:05.080 --> 00:12:06.200]  搞清楚
[00:12:06.200 --> 00:12:08.640]  為什麼氣這個字
[00:12:08.640 --> 00:12:10.800]  在中國人的傳統裡面
[00:12:10.800 --> 00:12:14.160]  千萬不要在西人那裡譯作gas
[00:12:14.160 --> 00:12:16.160]  如果你說跑去找醫生
[00:12:16.160 --> 00:12:17.600]  I feel
[00:12:17.600 --> 00:12:22.800]  Quite trouble of gas
[00:12:22.800 --> 00:12:25.800]  就把西人醫生玩死了
[00:12:25.800 --> 00:12:28.800]  I think a lot of gas
[00:12:28.800 --> 00:12:32.840]  氣這個字大概比較接近英文
[00:12:32.840 --> 00:12:34.240]  應該說vitality
[00:12:34.240 --> 00:12:35.800]  vital energy
[00:12:35.800 --> 00:12:38.840]  就是身體裡面的一些能量
[00:12:38.840 --> 00:12:42.880]  所以靈魂就是身體裡面的氣
[00:12:42.880 --> 00:12:44.400]  那種能量
[00:12:44.400 --> 00:12:48.320]  《南氏》這個就是道教的作品
[00:12:48.320 --> 00:12:51.480]  天氣為雲
[00:12:51.480 --> 00:12:53.920]  地氣為魄
[00:12:53.920 --> 00:12:55.800]  有時候聽人家說
[00:12:55.800 --> 00:12:58.000]  嚇得我魂魄都沒了
[00:12:58.000 --> 00:12:59.360]  魂和魄
[00:12:59.360 --> 00:13:02.960]  魂就是身體裡面不是物質的部分
[00:13:02.960 --> 00:13:03.760]  OK
[00:13:03.760 --> 00:13:06.520]  通常說三魂七魄都沒了
[00:13:06.520 --> 00:13:08.520]  三魂就是
[00:13:08.520 --> 00:13:11.800]  中國人相信人非物質的部分
[00:13:11.800 --> 00:13:15.160]  我們是有魂有三部分的
[00:13:15.160 --> 00:13:16.880]  天魂、地魂、人魂
[00:13:16.880 --> 00:13:17.960]  OK
[00:13:17.960 --> 00:13:20.000]  魄就是我們物質的部分
[00:13:20.000 --> 00:13:20.800]  有七魄
[00:13:20.800 --> 00:13:21.800]  那些很複雜
[00:13:21.800 --> 00:13:22.920]  我們不詳細說了
[00:13:22.920 --> 00:13:23.800]  七個部分
[00:13:23.800 --> 00:13:26.240]  不過最重要的就是人一死的時候
[00:13:26.240 --> 00:13:27.720]  就開始散了
[00:13:27.720 --> 00:13:30.920]  七魄就是七天就散了魄
[00:13:30.920 --> 00:13:33.800]  七七四十九天就散了
[00:13:33.800 --> 00:13:37.080]  整個生命就完了
[00:13:37.080 --> 00:13:39.080]  魂一同時就走了
[00:13:39.080 --> 00:13:41.160]  天魂歸天
[00:13:41.160 --> 00:13:42.200]  地魂歸地
[00:13:42.200 --> 00:13:42.840]  OK
[00:13:42.840 --> 00:13:44.440]  人魂就比較複雜
[00:13:44.440 --> 00:13:48.400]  人的魂就徘徊找地方找
[00:13:48.400 --> 00:13:51.200]  所以如果中國傳統那些
[00:13:51.200 --> 00:13:52.600]  突然間撞車
[00:13:52.600 --> 00:13:54.120]  就在那裡路滯
[00:13:54.120 --> 00:13:55.160]  路滯為什麼?
[00:13:55.160 --> 00:13:57.320]  因為他的魂還在
[00:13:57.320 --> 00:13:59.000]  因為剛剛我們說過
[00:13:59.000 --> 00:14:03.200]  一個自然的死亡就是人所有裡面的能量
[00:14:03.200 --> 00:14:04.200]  就是氣
[00:14:04.200 --> 00:14:05.960]  氣散到盡
[00:14:05.960 --> 00:14:06.520]  沒有了
[00:14:06.520 --> 00:14:07.320]  那就死了
[00:14:07.320 --> 00:14:09.360]  我們叫做斷氣
[00:14:09.360 --> 00:14:11.680]  斷氣當然是呼吸的氣
[00:14:11.680 --> 00:14:15.840]  但是身體裡面的能量去到盡
[00:14:15.840 --> 00:14:19.120]  但是有時候我們在過程當中
[00:14:19.120 --> 00:14:20.280]  我們還沒盡
[00:14:20.280 --> 00:14:21.280]  但是我就死了
[00:14:21.280 --> 00:14:22.720]  就像撞車一樣
[00:14:22.720 --> 00:14:23.720]  吊頸一樣
[00:14:23.720 --> 00:14:25.160]  氣還在裡面
[00:14:25.160 --> 00:14:26.200]  沒有了
[00:14:26.200 --> 00:14:28.560]  裡面的還是很活躍的
[00:14:28.560 --> 00:14:30.520]  他就到處找
[00:14:30.520 --> 00:14:32.080]  如果傳統來說
[00:14:32.080 --> 00:14:35.960]  鬼故事就說要找回時辰八字相同的人上去生
[00:14:35.960 --> 00:14:37.600]  所以上來搞事情
[00:14:37.600 --> 00:14:41.600]  所以魂會上來找替身
[00:14:41.600 --> 00:14:43.360]  所以讓他不要搞
[00:14:43.360 --> 00:14:44.840]  你就有路滯
[00:14:44.840 --> 00:14:46.120]  你這裡撞車
[00:14:46.120 --> 00:14:47.520]  魂在徘徊
[00:14:47.520 --> 00:14:48.560]  到處搞的時候
[00:14:48.560 --> 00:14:49.560]  不如謝謝你
[00:14:49.560 --> 00:14:51.560]  不如我們仔祭你
[00:14:51.560 --> 00:14:52.160]  保你大
[00:14:52.160 --> 00:14:53.360]  你不要搞了
[00:14:53.360 --> 00:14:55.480]  所以有這樣的習慣
[00:14:55.480 --> 00:14:58.240]  所以看到整個觀念背後
[00:14:58.240 --> 00:15:01.000]  是有這樣的理解和根據的
[00:15:01.000 --> 00:15:01.760]  好了
[00:15:01.760 --> 00:15:04.760]  當然中國人的鬼就很直接了
[00:15:04.760 --> 00:15:08.000]  就是那些已經人死了的魂
[00:15:08.000 --> 00:15:10.920]  回來陽間的活動
[00:15:10.920 --> 00:15:15.080]  道教的理解裡面是很熱鬧的
[00:15:15.080 --> 00:15:17.760]  魂經常都上來搞事情
[00:15:17.760 --> 00:15:19.080]  找人
[00:15:19.080 --> 00:15:23.760]  加上很多民間的小說
[00:15:23.760 --> 00:15:25.600]  化作不同的東西
[00:15:25.600 --> 00:15:29.360]  有些進入了不同的人的身體裡面
[00:15:29.360 --> 00:15:31.200]  就算他沒有進去
[00:15:31.200 --> 00:15:32.480]  他也會搗亂的
[00:15:32.480 --> 00:15:35.080]  所以中國人會相信
[00:15:35.080 --> 00:15:37.840]  一半的嬰兒經常在哭
[00:15:37.840 --> 00:15:40.680]  我們西醫就說看看他的身體有沒有什麼不舒服
[00:15:40.680 --> 00:15:42.680]  消化不好或者怎麼樣
[00:15:42.680 --> 00:15:44.040]  中國人覺得
[00:15:44.040 --> 00:15:45.360]  當然有些魂
[00:15:45.360 --> 00:15:46.800]  不同的鬼魂
[00:15:46.800 --> 00:15:50.080]  我們就上來搞它
[00:15:50.080 --> 00:15:51.240]  所以
[00:15:51.240 --> 00:15:52.920]  不同的鬼魂搞它的時候
[00:15:52.920 --> 00:15:54.520]  要怎麼處理呢?
[00:15:54.520 --> 00:15:55.800]  我們不知道它在哪裡
[00:15:55.800 --> 00:15:56.920]  不知道它什麼時候搞
[00:15:56.920 --> 00:15:57.640]  睡到半夜
[00:15:57.640 --> 00:15:58.560]  嬰兒就哭
[00:15:58.560 --> 00:15:59.320]  吵它
[00:15:59.320 --> 00:16:00.720]  或者嚇它
[00:16:00.720 --> 00:16:02.560]  於是就有符了
[00:16:02.560 --> 00:16:03.280]  是不是?
[00:16:03.280 --> 00:16:04.880]  所以道教很喜歡有符
[00:16:04.880 --> 00:16:06.080]  我畫了一個
[00:16:06.080 --> 00:16:06.960]  不是我畫的
[00:16:06.960 --> 00:16:08.000]  我印出來的
[00:16:08.000 --> 00:16:10.320]  我沒有你這麼厲害
[00:16:10.320 --> 00:16:13.160]  右邊就有一個符
[00:16:13.160 --> 00:16:14.560]  一個很典型的符
[00:16:14.560 --> 00:16:15.920]  你不要笑
[00:16:15.920 --> 00:16:19.200]  中國人道教的符就很科學的
[00:16:19.200 --> 00:16:20.720]  就是很有的
[00:16:20.720 --> 00:16:21.400]  第一
[00:16:21.400 --> 00:16:23.520]  你的符拿來做什麼?
[00:16:23.520 --> 00:16:25.440]  貼在床上
[00:16:25.440 --> 00:16:26.800]  讓嬰兒不會哭
[00:16:26.800 --> 00:16:28.000]  為什麼它不會哭?
[00:16:28.000 --> 00:16:29.920]  因為半夜你不知道什麼時候
[00:16:29.920 --> 00:16:31.880]  那些鬼魂上來就搞它
[00:16:31.880 --> 00:16:32.640]  嚇它
[00:16:32.640 --> 00:16:33.800]  它就哭了
[00:16:33.800 --> 00:16:35.320]  所以要鎮住
[00:16:35.320 --> 00:16:38.120]  這些鬼魂不會過來搞它
[00:16:38.120 --> 00:16:40.600]  你要另外一個資源
[00:16:40.600 --> 00:16:43.840]  你要一些更厲害的
[00:16:43.840 --> 00:16:44.400]  是不是?
[00:16:44.400 --> 00:16:45.320]  去鎮它
[00:16:45.320 --> 00:16:46.600]  於是在天上
[00:16:46.600 --> 00:16:48.200]  所以我剛才說
[00:16:48.200 --> 00:16:51.000]  陽間、天界和地府
[00:16:51.000 --> 00:16:52.320]  都是很活躍的
[00:16:52.320 --> 00:16:53.200]  來來回回的
[00:16:53.200 --> 00:16:55.200]  經常都在我們陽間搞事情
[00:16:55.200 --> 00:16:58.760]  所以它上來陽間搞我的嬰兒
[00:16:58.760 --> 00:17:00.760]  我就要叫天神
[00:17:00.760 --> 00:17:04.880]  天仙或者天界那些下來鎮住它
[00:17:04.880 --> 00:17:08.080]  所以一個符最上面你看到
[00:17:08.080 --> 00:17:10.520]  最上面那裡就是它叫誰
[00:17:10.520 --> 00:17:11.440]  你沒有叫錯
[00:17:11.440 --> 00:17:12.040]  是不是?
[00:17:12.040 --> 00:17:13.480]  打電話你都不要
[00:17:13.480 --> 00:17:15.600]  WhatsApp你不要按錯別人那裡
[00:17:15.600 --> 00:17:16.640]  要按對
[00:17:16.640 --> 00:17:19.440]  所以你看到什麼字?
[00:17:19.440 --> 00:17:20.760]  雷
[00:17:20.760 --> 00:17:22.480]  下面幾下
[00:17:22.480 --> 00:17:24.240]  其實是雷鈴
[00:17:24.240 --> 00:17:26.280]  就好像打雷一樣
[00:17:26.280 --> 00:17:27.760]  命令
[00:17:27.760 --> 00:17:29.520]  你不要搞
[00:17:29.520 --> 00:17:30.320]  今晚
[00:17:30.320 --> 00:17:35.680]  因為我已經叫了很厲害的師傅下來
[00:17:35.680 --> 00:17:36.800]  或者是大佬
[00:17:36.800 --> 00:17:37.880]  叫了他下來
[00:17:37.880 --> 00:17:38.600]  天上
[00:17:38.600 --> 00:17:39.680]  叫誰呢?
[00:17:39.680 --> 00:17:44.120]  這個就不同的符
[00:17:44.120 --> 00:17:46.600]  這個就叫文王下來
[00:17:46.600 --> 00:17:47.760]  看到嗎?
[00:17:47.760 --> 00:17:49.960]  所以叫文王下來
[00:17:49.960 --> 00:17:52.720]  雷鈴下面有三點
[00:17:52.720 --> 00:17:55.080]  那三點代表三清
