
[00:00:00.000 --> 00:00:02.520]  我們大家都會在不同的場合
[00:02:17.600 --> 00:02:21.800]  從其中思想這個題目
[00:02:21.800 --> 00:02:26.040]  我們剛才讀過的彼得前書第二章
[00:02:26.040 --> 00:02:29.440]  在第二章的第十一節開始
[00:02:29.440 --> 00:02:31.360]  就提到聖經鼓勵我們
[00:02:31.360 --> 00:02:34.120]  要有怎樣的好的品行
[00:02:34.120 --> 00:02:35.360]  「親愛的弟兄啊
[00:02:35.360 --> 00:02:37.960]  你們是客裡是寄居的
[00:02:37.960 --> 00:02:40.880]  我勸你們要禁戒肉體的私慾
[00:02:40.880 --> 00:02:43.600]  這私慾是與靈魂爭戰的
[00:02:43.600 --> 00:02:46.680]  你們在外邦人中應當品行端正
[00:02:46.680 --> 00:02:49.120]  叫那些誹謗你們是作惡的
[00:02:49.120 --> 00:02:51.080]  因看見你們的好行為
[00:02:51.080 --> 00:02:53.000]  便在監察的日子
[00:02:53.000 --> 00:02:55.000]  或者說眷顧的日子
[00:02:55.000 --> 00:02:57.600]  歸榮耀、給臣」
[00:02:57.600 --> 00:02:59.840]  聖經提到在外邦人當中
[00:02:59.840 --> 00:03:02.960]  也意味著在微信的群體當中
[00:03:02.960 --> 00:03:04.440]  應當怎樣呢?
[00:03:04.440 --> 00:03:07.040]  四個字很清楚、很直接說
[00:03:07.040 --> 00:03:10.600]  應當品行端正
[00:03:10.600 --> 00:03:12.520]  聖經提到端正這個字的意思
[00:03:12.520 --> 00:03:15.720]  是表示一種的性情、一種的行為
[00:03:15.720 --> 00:03:17.280]  是很美麗的
[00:03:17.280 --> 00:03:19.880]  或者說很吸引的意思
[00:03:19.880 --> 00:03:20.760]  一做出來的時候
[00:03:20.760 --> 00:03:22.320]  被人看見覺得
[00:03:22.320 --> 00:03:24.000]  很美善的一種品行
[00:03:24.000 --> 00:03:25.840]  因此被吸引
[00:03:25.840 --> 00:03:28.880]  因此覺得很願意來到學校
[00:03:28.880 --> 00:03:35.320]  聖經提到學習去有一個端正的生命
[00:03:35.320 --> 00:03:36.920]  在早前有機會
[00:03:36.920 --> 00:03:38.720]  跟各班弟兄回到國內
[00:03:38.720 --> 00:03:41.600]  來做一些服務的時候
[00:03:41.600 --> 00:03:45.320]  我記得當時一些國內的幹部
[00:03:45.320 --> 00:03:49.080]  私下拉著幾位負責人來談
[00:03:49.080 --> 00:03:52.160]  他在當中讚賞我們一班弟兄姐妹
[00:03:52.160 --> 00:03:53.560]  這班醫護的弟兄姐妹
[00:03:53.560 --> 00:03:56.240]  進去做很多不同的服務
[00:03:56.240 --> 00:03:59.200]  他說「你們這班人不太相同」
[00:03:59.200 --> 00:04:01.760]  我們問他們「甚麼不同呢?」
[00:04:01.760 --> 00:04:03.840]  「你們是不太相同的」
[00:04:03.840 --> 00:04:06.440]  用一些時間才能幫他們說出
[00:04:06.440 --> 00:04:08.560]  他們的感覺是怎樣
[00:04:08.560 --> 00:04:10.360]  他們見過以前一些醫護人員
[00:04:10.360 --> 00:04:12.280]  來到國內做一些服務
[00:04:12.280 --> 00:04:15.200]  但很明顯見到有一些專科醫生
[00:04:15.200 --> 00:04:17.240]  或一些特別的專家
[00:04:17.240 --> 00:04:19.120]  是有很強的價值
[00:04:19.120 --> 00:04:21.560]  或有很清楚的階級
[00:04:21.560 --> 00:04:23.520]  哪些是服務他們的
[00:04:23.520 --> 00:04:25.960]  哪些是助手
[00:04:25.960 --> 00:04:27.440]  但他覺得這班基督徒
[00:04:27.440 --> 00:04:29.280]  雖然有不同的職責
[00:04:29.280 --> 00:04:31.520]  但卻是大家之間很尊重
[00:04:31.520 --> 00:04:35.960]  彼此配合著來服務當地的居民
[00:04:35.960 --> 00:04:39.200]  因此他們說「你們很不同」
[00:04:39.200 --> 00:04:41.240]  這些醫生弟兄後來說
[00:04:41.240 --> 00:04:44.120]  其中一些幹部拉著他們私下問他們
[00:04:44.120 --> 00:04:48.640]  「你們這次來是給多少錢呢?」
[00:04:48.640 --> 00:04:50.360]  弟兄說「沒有的」
[00:04:50.360 --> 00:04:53.640]  「我們是自願來的」
[00:04:53.640 --> 00:04:56.480]  「你們的假期是你們公司批准的」
[00:04:56.480 --> 00:04:56.960]  「不是的」
[00:04:56.960 --> 00:05:02.200]  「我們自願拿自己的假期來服務你們」
[00:05:02.200 --> 00:05:04.920]  這些表達令這些幹部很驚訝
[00:05:04.920 --> 00:05:08.600]  他們就讚賞這班弟兄姐妹
[00:05:08.600 --> 00:05:09.400]  當我聽到的時候
[00:05:09.400 --> 00:05:10.840]  我心裏很感恩
[00:05:10.840 --> 00:05:12.480]  因為當我們嘗試去到當中
[00:05:12.480 --> 00:05:13.440]  來服務的時候
[00:05:13.440 --> 00:05:16.200]  不單止醫療服務是重要的
[00:05:16.200 --> 00:05:17.360]  而那班基督徒
[00:05:17.360 --> 00:05:21.240]  如何憑著愛心、甘心來服務
[00:05:21.240 --> 00:05:25.480]  亦是重要的一種生命見證
[00:05:25.480 --> 00:05:26.760]  所以我們知道
[00:05:26.760 --> 00:05:31.360]  社會服務或關懷社會的基礎
[00:05:31.360 --> 00:05:32.440]  是四個字
[00:05:32.440 --> 00:05:34.600]  「品行端正」
[00:05:34.600 --> 00:05:38.400]  或者說品行端正有時也有很大壓力
[00:05:38.400 --> 00:05:39.960]  要常常留心自己
[00:05:39.960 --> 00:05:41.440]  好像要留心
[00:05:41.440 --> 00:05:43.840]  免得自己做錯事
[00:05:43.840 --> 00:05:46.480]  沒錯有時可能有一點壓力的感覺
[00:05:46.480 --> 00:05:48.160]  但我相信這種壓力是一種
[00:05:48.160 --> 00:05:51.200]  健康的成長的動力
[00:05:51.200 --> 00:05:52.360]  是不斷鼓勵你
[00:05:52.360 --> 00:05:55.480]  向著一個良善的方向來追求
[00:05:55.480 --> 00:05:56.960]  不斷自己鼓勵自己
[00:05:56.960 --> 00:05:59.080]  更加留心著
[00:05:59.080 --> 00:06:02.280]  來過合神心意的生活
[00:06:02.280 --> 00:06:04.120]  慢慢那種不是壓力
[00:06:04.120 --> 00:06:07.760]  而是生命一種很自然的流露
[00:06:07.760 --> 00:06:08.720]  有些人曾經說
[00:06:08.720 --> 00:06:12.200]  很多時候在紀錄片中
[00:06:12.200 --> 00:06:15.280]  說到軍隊很有紀律
[00:06:15.280 --> 00:06:17.320]  軍隊很有忠誠
[00:06:17.320 --> 00:06:19.760]  為國家效力
[00:06:19.760 --> 00:06:23.520]  但見到街頭的水兵
[00:06:23.520 --> 00:06:27.000]  在街頭喝醉酒
[00:06:27.000 --> 00:06:28.840]  破壞公物時
[00:06:28.840 --> 00:06:32.000]  他們的印象完全不同
[00:06:32.000 --> 00:06:33.720]  有時也看到報紙說到
[00:06:33.720 --> 00:06:36.280]  有些海外的艦隊
[00:06:36.280 --> 00:06:38.520]  來到香港暫時停留
[00:06:38.520 --> 00:06:41.080]  軍人來到香港
[00:06:41.080 --> 00:06:44.200]  有很多旅行等等的活動
[00:06:44.200 --> 00:06:47.400]  有時當他們疏忽了
[00:06:47.400 --> 00:06:50.040]  那個真正的我便出現
[00:06:50.040 --> 00:06:51.360]  放鬆了的時候
[00:06:51.360 --> 00:06:54.160]  那個真正的我便出現
[00:06:54.160 --> 00:06:55.520]  聖經所說
[00:06:55.520 --> 00:06:56.720]  每一個教徒
[00:06:56.720 --> 00:06:57.840]  我們靠著神的恩典
[00:06:57.840 --> 00:07:00.760]  我們可以在不同的情況下
[00:07:00.760 --> 00:07:03.840]  仍然可以品行端正
[00:07:03.840 --> 00:07:06.400]  成為一種基本的見證
[00:07:06.400 --> 00:07:08.960]  這是很寶貴的事情
[00:07:08.960 --> 00:07:09.480]  不單止這樣
[00:07:09.480 --> 00:07:11.600]  大家再看聖經裡再看
[00:07:11.600 --> 00:07:15.720]  在第十三節提到
[00:07:15.720 --> 00:07:17.960]  「你們為主的緣故
[00:07:17.960 --> 00:07:21.080]  要信服人的一切制度
[00:07:21.080 --> 00:07:22.920]  或是在上的君王
[00:07:22.920 --> 00:07:25.080]  或是君王所派
[00:07:25.080 --> 00:07:29.040]  佛惡上善的神宰」
[00:07:29.040 --> 00:07:31.280]  聖經提到一件事
[00:07:31.280 --> 00:07:33.280]  就是要你們行善
[00:07:33.280 --> 00:07:35.920]  而之前提到要信服君王
[00:07:35.920 --> 00:07:37.440]  也意味著
[00:07:37.440 --> 00:07:39.680]  很多時候我們在社會上作見證
[00:07:39.680 --> 00:07:42.640]  也會涉及一些政治層面的事情
[00:07:42.640 --> 00:07:43.800]  這裡提到
[00:07:43.800 --> 00:07:45.520]  如何對一些政治人物
[00:07:45.520 --> 00:07:49.200]  或是一些有權的人的態度
[00:07:49.200 --> 00:07:51.200]  聖經說當我們信服他們的時候
[00:07:51.200 --> 00:07:53.800]  就是等於行善
[00:07:53.800 --> 00:07:55.920]  是行善的一種
[00:07:55.920 --> 00:07:57.160]  或者說
[00:07:57.160 --> 00:07:59.520]  那如何可以信服他們呢?
[00:07:59.520 --> 00:08:00.960]  是不是千言百語
[00:08:00.960 --> 00:08:02.400]  他叫我們做什麼
[00:08:02.400 --> 00:08:03.880]  出什麼法例
[00:08:03.880 --> 00:08:05.280]  對的不對的
[00:08:05.280 --> 00:08:07.960]  我們也要去聽從呢?
[00:08:07.960 --> 00:08:09.800]  當聖經提到信服的時候
[00:08:09.800 --> 00:08:11.760]  如果大家想起夫妻的關係
[00:08:11.760 --> 00:08:14.280]  就會更明白其中的意思
[00:08:14.280 --> 00:08:15.440]  我們上上說
[00:08:15.440 --> 00:08:18.520]  太太信服丈夫
[00:08:18.520 --> 00:08:19.680]  並不是說
[00:08:19.680 --> 00:08:23.160]  一切不對的都照聽
[00:08:23.160 --> 00:08:24.200]  而是說到
[00:08:24.200 --> 00:08:24.680]  第一
[00:08:24.680 --> 00:08:28.360]  是尊重丈夫有一個領導的角色
[00:08:28.360 --> 00:08:30.080]  或者說責任
[00:08:30.080 --> 00:08:31.840]  因為他有這樣的責任
[00:08:31.840 --> 00:08:33.800]  你也要去信從他
[00:08:33.800 --> 00:08:38.000]  以至他能夠發揮到他領導的責任
[00:08:38.000 --> 00:08:38.600]  第二方面
[00:08:38.600 --> 00:08:39.720]  聖經說信服的意思
[00:08:39.720 --> 00:08:41.280]  也意味著
[00:08:41.280 --> 00:08:42.960]  當他信服的時候
[00:08:42.960 --> 00:08:45.880]  是表示去幫助他
[00:08:45.880 --> 00:08:47.600]  去能夠發揮他
[00:08:47.600 --> 00:08:51.440]  可以發揮的那種領導的責任
[00:08:51.440 --> 00:08:52.640]  他有些事情疏忽了
[00:08:52.640 --> 00:08:53.880]  提醒他
[00:08:53.880 --> 00:08:55.600]  他有些事情沒有力量做到
[00:08:55.600 --> 00:08:56.840]  幫助他
[00:08:56.840 --> 00:08:58.920]  讓他能夠做到出來
[00:08:58.920 --> 00:09:02.680]  那個是包含在信服的觀念裡面
[00:09:02.680 --> 00:09:03.680]  所以當聖經提到
[00:09:03.680 --> 00:09:05.480]  當信服君王的時候
[00:09:05.480 --> 00:09:06.680]  第一是表示
[00:09:06.680 --> 00:09:09.400]  我們尊重神給他們的職份
[00:09:09.400 --> 00:09:10.800]  而他們的職責就是
[00:09:10.800 --> 00:09:13.200]  去定下很多不同社會上的法則
[00:09:13.200 --> 00:09:17.000]  能夠賞善罰惡
[00:09:17.000 --> 00:09:17.960]  因此基督徒說
[00:09:17.960 --> 00:09:19.280]  我們是守法的人
[00:09:19.280 --> 00:09:20.120]  因為我們很願意
[00:09:20.120 --> 00:09:21.440]  這個社會上有秩序
[00:09:21.440 --> 00:09:22.840]  也希望能夠有
[00:09:22.840 --> 00:09:26.680]  很公平公義的社會秩序出現
[00:09:26.680 --> 00:09:28.840]  因此我們尊重他們
[00:09:28.840 --> 00:09:31.080]  願意去守法
[00:09:31.080 --> 00:09:32.000]  但同時我們說
[00:09:32.000 --> 00:09:33.600]  我們很願意去幫助他們
[00:09:33.600 --> 00:09:35.360]  完成應有的職責
[00:09:35.360 --> 00:09:37.560]  有些地方去表達意見
[00:09:37.560 --> 00:09:39.640]  讓他們更加能夠去知道
[00:09:39.640 --> 00:09:43.280]  如何去作出很多的決定
[00:09:43.280 --> 00:09:44.800]  我不知道大家在早前
[00:09:44.800 --> 00:09:46.560]  當教會提出關心到
[00:09:46.560 --> 00:09:49.840]  社會上一些同性戀的運動的事情
[00:09:49.840 --> 00:09:50.680]  我們提及過
[00:09:50.680 --> 00:09:53.480]  政府有意思是想訂一些的條例
[00:09:53.480 --> 00:09:55.920]  是反性傾向歧視法案
[00:09:55.920 --> 00:09:59.160]  大家可能都仍然記得這件事情
[00:09:59.160 --> 00:10:00.160]  在當中我們會有些
[00:10:00.160 --> 00:10:02.160]  電影節會寫一封信
[00:10:02.160 --> 00:10:04.000]  會給政府
[00:10:04.000 --> 00:10:04.600]  有人就說
[00:10:04.600 --> 00:10:08.120]  這樣是不是不馴服呢
[00:10:08.120 --> 00:10:09.720]  《死刑手稿》的馴服是表示
[00:10:09.720 --> 00:10:11.320]  當你寫信的時候
[00:10:11.320 --> 00:10:12.280]  也都意味著
[00:10:12.280 --> 00:10:15.200]  你很想去提醒政府
[00:10:15.200 --> 00:10:16.840]  請他們留意到
[00:10:16.840 --> 00:10:19.200]  大眾的疑慮在哪裡
[00:10:19.200 --> 00:10:20.360]  明白這些法例
[00:10:20.360 --> 00:10:23.200]  可能有什麼後果
[00:10:23.200 --> 00:10:25.920]  以致他們能夠作出最好的判斷
[00:10:25.920 --> 00:10:27.840]  最好地去決定
[00:10:27.840 --> 00:10:30.280]  是不是應該立法
[00:10:30.280 --> 00:10:31.480]  因此這個行動
[00:10:31.480 --> 00:10:32.240]  也都配合著
[00:10:32.240 --> 00:10:33.720]  市議員所提及的
[00:10:33.720 --> 00:10:36.720]  我們因為尊重他們的領導角色
[00:10:36.720 --> 00:10:38.800]  而希望幫助到他們
[00:10:38.800 --> 00:10:39.600]  因此在其中
[00:10:39.600 --> 00:10:40.240]  市議員提到
[00:10:40.240 --> 00:10:43.160]  一種是善行
[00:10:43.160 --> 00:10:45.120]  對社會的作用
[00:10:45.120 --> 00:10:48.840]  是產生出一個很正面的果效
[00:10:48.840 --> 00:10:50.160]  大家如果有機會留心到
[00:10:50.160 --> 00:10:53.160]  在很多的教會歷史裡面的復興運動
[00:10:53.160 --> 00:10:54.440]  往往復興運動
[00:10:54.440 --> 00:10:57.640]  帶來的是社會上的更新
[00:10:57.640 --> 00:10:58.880]  大家可能會聽過一個人物
[00:10:58.880 --> 00:11:01.120]  叫做查理士芬尼
[00:11:01.120 --> 00:11:02.600]  Charles Finney
[00:11:02.600 --> 00:11:03.960]  1830年代
[00:11:03.960 --> 00:11:06.360]  在美國一個很大的復興運動
[00:11:06.360 --> 00:11:09.360]  是芬尼先生的很重要的工作
[00:11:09.360 --> 00:11:10.480]  在神藉著他
[00:11:10.480 --> 00:11:12.880]  又帶來了美國的復興
[00:11:12.880 --> 00:11:13.960]  在當時他們發現
[00:11:13.960 --> 00:11:16.440]  當這個復興運動之後
[00:11:16.440 --> 00:11:18.880]  有很多的教徒就投身
[00:11:18.880 --> 00:11:20.120]  去關注
[00:11:20.120 --> 00:11:22.400]  參與關懷社會
[00:11:22.400 --> 00:11:23.960]  芬尼先生強調就是
[00:11:23.960 --> 00:11:26.640]  不單是生命應該得到革新
[00:11:26.640 --> 00:11:29.200]  教徒領受革新之後
[00:11:29.200 --> 00:11:32.960]  也可以幫助社會革新
[00:11:32.960 --> 00:11:36.800]  因此當時有很多反奴隸的制度
[00:11:36.800 --> 00:11:38.360]  其中一個重要的地方就是
[00:11:38.360 --> 00:11:40.320]  裡面很多參與人士
[00:11:40.320 --> 00:11:43.400]  大部分是在芬尼的報道當中
[00:11:43.400 --> 00:11:46.080]  缺席的教徒
[00:11:46.080 --> 00:11:47.320]  他們信主之後
[00:11:47.320 --> 00:11:49.200]  他們感覺他們應該更加留心到
[00:11:49.200 --> 00:11:50.160]  社會的需要
[00:11:50.160 --> 00:11:51.360]  就參與很多這些
[00:11:51.360 --> 00:11:54.640]  反奴隸制度的行動上面
[00:11:54.640 --> 00:11:57.760]  產生了對社會一個很重要的影響
[00:11:57.760 --> 00:11:58.840]  但你說,聖經說到
[00:11:58.840 --> 00:12:00.720]  我們要去尊敬君王
[00:12:00.720 --> 00:12:03.600]  那是不是變得好像很沒有了自己呢?
[00:12:03.600 --> 00:12:09.400]  大家看看下面的經文第十六節
[00:12:09.400 --> 00:12:10.640]  在第十六節裡面
[00:12:10.640 --> 00:12:11.840]  最新的一句話說
[00:12:11.840 --> 00:12:15.080]  「總要作神的僕人
[00:12:15.080 --> 00:12:17.040]  無要尊敬眾人
[00:12:17.040 --> 00:12:19.280]  親愛教宗的弟兄
[00:12:19.280 --> 00:12:23.160]  敬畏神,尊敬君王」
[00:12:23.160 --> 00:12:26.520]  聖經提到我們是神的僕人
[00:12:26.520 --> 00:12:29.040]  我們不要忘記這個事實
[00:12:29.040 --> 00:12:33.560]  當我們學習去尊敬這些掌權者的時候
[00:12:33.560 --> 00:12:35.200]  原因在哪裡呢?
[00:12:35.200 --> 00:12:36.200]  聖經所說
[00:12:36.200 --> 00:12:40.240]  「敬畏神,尊敬君王」
[00:12:40.240 --> 00:12:41.160]  不是因為自卑
[00:12:41.160 --> 00:12:43.000]  所以我們要信從他們
[00:12:43.000 --> 00:12:44.560]  而是因為我們敬畏神
[00:12:44.560 --> 00:12:46.280]  神吩咐我們這樣做
[00:12:46.280 --> 00:12:48.200]  我們聽從神的吩咐
[00:12:48.200 --> 00:12:52.560]  我們就去尊敬這些在上者
[00:12:52.560 --> 00:12:54.160]  其實大家如果留意
[00:12:54.160 --> 00:12:57.520]  在前面的第二章第九節
[00:12:57.520 --> 00:13:01.800]  很清楚提及到我們是什麼身份
[00:13:01.800 --> 00:13:03.120]  第二章第九節提到
[00:13:03.120 --> 00:13:08.160]  我們的身份是君尊的祭司
[00:13:08.160 --> 00:13:09.840]  我們其實是有尊貴的身份
[00:13:09.840 --> 00:13:11.720]  在神的眼中是尊貴
[00:13:11.720 --> 00:13:13.720]  因此我們不需要自卑
[00:13:13.720 --> 00:13:16.400]  而只是帶著一種敬畏神的心
[00:13:16.400 --> 00:13:18.000]  去尊敬君王
[00:13:18.000 --> 00:13:20.240]  學習去尊敬眾人
[00:13:20.240 --> 00:13:24.040]  但保持一種很清楚的信念
[00:13:24.040 --> 00:13:29.120]  就是我們有神給我們尊貴的身份
[00:13:29.120 --> 00:13:30.880]  因此我們看到一段經文之後
[00:13:30.880 --> 00:13:33.560]  我們再看到第三章
[00:13:33.560 --> 00:13:36.960]  聖經提到不單止有一個基本的基礎
[00:13:36.960 --> 00:13:39.960]  就是品行端正
[00:13:39.960 --> 00:13:43.600]  又提到有些時候會涉及一些政治層面
[00:13:43.600 --> 00:13:45.360]  我們應該有的態度
[00:13:45.360 --> 00:13:46.760]  然後聖經提到
[00:13:46.760 --> 00:13:47.840]  在關懷社會
[00:13:47.840 --> 00:13:50.040]  關心政治的過程中
[00:13:50.040 --> 00:13:53.360]  如何去堅守自己的良善
[00:13:53.360 --> 00:13:57.840]  所以第三章第八節就說
[00:13:57.840 --> 00:14:01.720]  「總而言之,你們都要同心彼此體恤
[00:14:01.720 --> 00:14:06.440]  相愛如弟兄,全持憐謙卑的心
[00:14:06.440 --> 00:14:09.240]  不以惡報惡,欲罵還欲罵
[00:14:09.240 --> 00:14:12.560]  都要祝福
[00:14:12.560 --> 00:14:14.520]  因你們是為此夢照好
[00:14:14.520 --> 00:14:17.280]  叫你們承受福氣」
[00:14:17.280 --> 00:14:18.280]  聖經所提及的
[00:14:18.280 --> 00:14:22.600]  我們在之前提到關於主人、僕人的關係
[00:14:22.600 --> 00:14:24.920]  提到丈夫和妻子的關係
[00:14:24.920 --> 00:14:27.080]  很多不同的關係
[00:14:27.080 --> 00:14:28.800]  來到第八節的時候
[00:14:28.800 --> 00:14:30.920]  有一個小的總結
[00:14:30.920 --> 00:14:36.360]  「總而言之,你們要同心彼此體恤
[00:14:36.360 --> 00:14:42.360]  相愛如弟兄,全持憐謙卑的心」
[00:14:42.360 --> 00:14:46.160]  在這時候當基督徒彼此相待
[00:14:46.160 --> 00:14:49.760]  或者是參與關心這個社會的時候
[00:14:49.760 --> 00:14:51.160]  會有一種情況
[00:14:51.160 --> 00:14:54.040]  發覺很多基督徒會有不同的看法
[00:14:54.040 --> 00:14:58.040]  不同的立場去做同一件事情
[00:14:58.040 --> 00:14:59.840]  我自己以前是做社工
[00:14:59.840 --> 00:15:01.240]  我就很體會到
[00:15:01.240 --> 00:15:03.280]  很多的基督徒社工
[00:15:03.280 --> 00:15:06.240]  他們的目標都是想關心社會
[00:15:06.240 --> 00:15:08.800]  希望能夠可以見證神
[00:15:08.800 --> 00:15:11.240]  但在做事上有很多不同的看法
[00:15:11.240 --> 00:15:13.560]  不同的立場
[00:15:13.560 --> 00:15:15.240]  在過程當中我自己就學習
[00:15:15.240 --> 00:15:16.960]  怎樣去尊敬別人
[00:15:16.960 --> 00:15:18.960]  有他自己的看法
[00:15:18.960 --> 00:15:20.560]  仍然知道他是我的弟兄
[00:15:20.560 --> 00:15:21.920]  是我的姊妹
[00:15:21.920 --> 00:15:24.120]  因此我們學習彼此體恤
[00:15:24.120 --> 00:15:26.240]  彼此同心
[00:15:26.240 --> 00:15:28.120]  以至我們之間的關係
[00:15:28.120 --> 00:15:30.480]  已經是一個見證
[00:15:30.480 --> 00:15:33.720]  因此無論你所遇到的基督徒弟兄姊妹
[00:15:33.720 --> 00:15:35.560]  和你的立場是否不同
[00:15:35.560 --> 00:15:38.760]  聖經鼓勵我們要彼此的同心
[00:15:38.760 --> 00:15:41.560]  互相的尊重來服侍
[00:15:41.560 --> 00:15:43.160]  在一切情況之下
[00:15:43.160 --> 00:15:45.160]  聖經所說的
[00:15:45.160 --> 00:15:46.440]  只要祝福
[00:15:46.440 --> 00:15:47.920]  只可以祝福
[00:15:47.920 --> 00:15:50.560]  無論對方對你的態度怎樣
[00:15:50.560 --> 00:15:52.920]  你要祝福他們
[00:15:52.920 --> 00:15:54.360]  大家知道香港一個組織
[00:15:54.360 --> 00:15:56.080]  是一個基督徒的組織
[00:15:56.080 --> 00:15:58.000]  來關心社會上不同的事情
[00:15:58.000 --> 00:16:00.120]  叫做明光社
[00:16:00.120 --> 00:16:01.000]  我曾經提及過
[00:16:01.000 --> 00:16:02.800]  有些時候報紙
[00:16:02.800 --> 00:16:05.680]  是不太喜歡這些組織
[00:16:05.680 --> 00:16:08.760]  批評他們傳媒報道的手法
[00:16:08.760 --> 00:16:12.080]  香港一些很銷量很高的報紙
[00:16:12.080 --> 00:16:13.360]  就上上說
[00:16:13.360 --> 00:16:15.280]  明光社其實不是明光社
[00:16:15.280 --> 00:16:18.240]  是叫做盲光社
[00:16:18.240 --> 00:16:20.120]  盲眼過盲
[00:16:20.120 --> 00:16:23.800]  不斷抹黑他們
[00:16:23.800 --> 00:16:26.120]  這些組織自己都不知道自己走什麼路
[00:16:26.120 --> 00:16:28.360]  他們很黑暗
[00:16:28.360 --> 00:16:29.360]  有些時候你會發覺
[00:16:29.360 --> 00:16:31.240]  當你做公正的事情
[00:16:31.240 --> 00:16:32.960]  做良善的事情
[00:16:32.960 --> 00:16:36.560]  反而被人批評
[00:16:36.560 --> 00:16:37.840]  組織是這樣
[00:16:37.840 --> 00:16:38.960]  個人也是這樣
[00:16:38.960 --> 00:16:41.080]  教會也是這樣
[00:16:41.080 --> 00:16:42.360]  但請鼓勵我們的心
[00:16:42.360 --> 00:16:43.480]  無論在什麼情況之下
[00:16:43.480 --> 00:16:44.960]  就算別人批評你
[00:16:44.960 --> 00:16:48.040]  甚至惡意地來重傷你
[00:16:48.040 --> 00:16:48.680]  聖經說
[00:16:48.680 --> 00:16:50.600]  不以惡報惡
[00:16:50.600 --> 00:16:53.000]  以辱罵還辱罵
[00:16:53.000 --> 00:16:55.000]  都要祝福
[00:16:55.000 --> 00:16:58.000]  這是神對我們的勉勵
[00:16:58.000 --> 00:17:00.360]  亦都是我們需要來鼓勵自己的心
[00:17:00.360 --> 00:17:02.600]  來這樣做
