
[00:00:00.000 --> 00:00:07.000]  感謝天父把這麼美好的敬拜他的地方賜給北角宣道會
[00:02:24.000 --> 00:02:28.000]  他一聽見人說 讓我們敬拜神 讓我們到神的家
[00:02:28.000 --> 00:02:32.000]  他的心裡就充滿喜樂
[00:02:32.000 --> 00:02:38.000]  這就表示世人是愛神的人
[00:02:38.000 --> 00:02:44.000]  因為愛神而愛神的家
[00:02:44.000 --> 00:02:52.000]  但願在座的各位弟兄姊妹都是愛神的人
[00:02:52.000 --> 00:02:59.000]  也都因為愛神而愛神的教會
[00:02:59.000 --> 00:03:05.000]  這是一個蒙神喜悅的教會
[00:03:05.000 --> 00:03:09.000]  我們以神為樂
[00:03:09.000 --> 00:03:16.000]  好像世人一想到神就快樂一樣
[00:03:16.000 --> 00:03:24.000]  以神為樂是屬靈的最高境界
[00:03:24.000 --> 00:03:33.000]  我們以神為樂 神也以我們為樂
[00:03:33.000 --> 00:03:40.000]  第一句 第一節的第一句說 人對我說
[00:03:40.000 --> 00:03:50.000]  在這裡我們看見屬神的人彼此的團契的作用
[00:03:50.000 --> 00:03:55.000]  人對我說 我對人說
[00:03:55.000 --> 00:03:57.000]  講什麼呢?
[00:03:57.000 --> 00:04:05.000]  讓我們愛神 讓我們愛神 愛神的教會
[00:04:05.000 --> 00:04:10.000]  彼此的對說 彼此的勉勵
[00:04:10.000 --> 00:04:13.000]  這是團契
[00:04:13.000 --> 00:04:17.000]  教會裡面有這樣的團契 何等的寶貴
[00:04:17.000 --> 00:04:21.000]  每個人都發出一種影響力
[00:04:21.000 --> 00:04:29.000]  就是彼此的勉勵 一同的追求來愛神 愛教會
[00:04:29.000 --> 00:04:34.000]  我們以後要常常 我對你說 你對我說
[00:04:34.000 --> 00:04:38.000]  讓我們愛神 讓我們愛教會
[00:04:38.000 --> 00:04:40.000]  以後我們彼此都要這樣講
[00:04:40.000 --> 00:04:47.000]  你對我講 我對你講 讓我們愛神 讓我們愛教會
[00:04:47.000 --> 00:04:57.000]  第二節 耶路撒冷啊 我們的腳站在你的門內
[00:04:57.000 --> 00:04:59.000]  這是什麼意思呢?
[00:04:59.000 --> 00:05:06.000]  這是一個很強烈的歸屬感
[00:05:06.000 --> 00:05:16.000]  耶路撒冷神的城啊 神的家 神的殿啊
[00:05:16.000 --> 00:05:24.000]  我的腳站在你的門內 我是屬於你的
[00:05:24.000 --> 00:05:28.000]  一個強烈的歸屬感
[00:05:28.000 --> 00:05:35.000]  我們是屬神的 我們也是屬神的家
[00:05:35.000 --> 00:05:41.000]  我們在這個家裡彼此是弟兄姊妹
[00:05:41.000 --> 00:05:45.000]  神把我們放在自己的教會裡
[00:05:45.000 --> 00:05:51.000]  在這裡說 神把我們放在北宣
[00:05:51.000 --> 00:05:59.000]  我們對神安排我們敬拜祂 侍奉祂的地方
[00:05:59.000 --> 00:06:01.000]  要有一個歸屬感
[00:06:01.000 --> 00:06:11.000]  我們在神安排我們的地方來盡忠
[00:06:11.000 --> 00:06:18.000]  我們要向神盡忠
[00:06:18.000 --> 00:06:23.000]  我們要向神的家盡忠
[00:06:23.000 --> 00:06:25.000]  神的教會啊
[00:06:25.000 --> 00:06:33.000]  我們的腳站在你的門內 我們是屬於你的
[00:06:33.000 --> 00:06:36.000]  第三節
[00:06:36.000 --> 00:06:44.000]  耶路撒冷被建造如同聯絡整齊的一座城
[00:06:44.000 --> 00:06:51.000]  這是世人看耶路撒冷的時候的感受
[00:06:51.000 --> 00:06:59.000]  他發現城中的房屋彼此的聯絡很好
[00:06:59.000 --> 00:07:04.000]  是有計劃的 不是零散的
[00:07:04.000 --> 00:07:10.000]  在神的教中 教會中也是一樣
[00:07:10.000 --> 00:07:16.000]  我們互相配搭 彼此合作
[00:07:16.000 --> 00:07:24.000]  我們心連心 手拉手 肩並肩
[00:07:24.000 --> 00:07:29.000]  我們一同來興旺福音
[00:07:29.000 --> 00:07:35.000]  把我們從主領受的恩賜獻上
[00:07:35.000 --> 00:07:40.000]  一隻手領受 一隻手獻上
[00:07:40.000 --> 00:07:43.000]  我們都有兩隻手
[00:07:43.000 --> 00:07:45.000]  兩隻手都要用
[00:07:45.000 --> 00:07:47.000]  一隻手領受
[00:07:47.000 --> 00:07:51.000]  我們不再到這裡停止
[00:07:51.000 --> 00:07:53.000]  還有一隻手
[00:07:53.000 --> 00:07:56.000]  我們把另外一隻手都伸出來
[00:07:56.000 --> 00:08:03.000]  把我們從主領受的獻上
[00:08:03.000 --> 00:08:05.000]  感謝主
[00:08:05.000 --> 00:08:08.000]  當我們領受又獻上的時候
[00:08:08.000 --> 00:08:10.000]  我們就領受更多
[00:08:10.000 --> 00:08:18.000]  這是北宣的經驗
[00:08:18.000 --> 00:08:24.000]  我們把神的恩典和別人分享的時候
[00:08:24.000 --> 00:08:29.000]  神賜下來給我們的就更多
[00:08:29.000 --> 00:08:34.000]  我們越多的領受 越多的獻上
[00:08:34.000 --> 00:08:40.000]  這樣兩隻手就完成了神的旨意
[00:08:40.000 --> 00:08:45.000]  我們獻上的 神要用出去
[00:08:45.000 --> 00:08:51.000]  獻上 成為賜福的器皿
[00:08:51.000 --> 00:08:54.000]  成為恩典的通道
[00:08:54.000 --> 00:08:58.000]  這是神的旨意
[00:08:58.000 --> 00:09:00.000]  我們要互相的配搭
[00:09:00.000 --> 00:09:02.000]  每一個人有份
[00:09:02.000 --> 00:09:06.000]  每一個人在葡萄園外面賢戰
[00:09:06.000 --> 00:09:08.000]  我們每一個人都要配搭
[00:09:08.000 --> 00:09:10.000]  每一個人都不要懶惰
[00:09:10.000 --> 00:09:13.000]  不要在葡萄園外面走懶
[00:09:13.000 --> 00:09:17.000]  《馬太福音》第20章第一段
[00:09:17.000 --> 00:09:23.000]  主耶穌說天國好像葡萄園
[00:09:23.000 --> 00:09:28.000]  園主到園外去看看
[00:09:28.000 --> 00:09:32.000]  看到很多人在那裡賢戰
[00:09:32.000 --> 00:09:36.000]  他就發出一個呼召
[00:09:36.000 --> 00:09:41.000]  為什麼站在那裡賢戰呢?
[00:09:41.000 --> 00:09:44.000]  進葡萄園去
[00:09:44.000 --> 00:09:48.000]  做工 一起做工
[00:09:48.000 --> 00:09:55.000]  在葡萄園裡的每一個人都是工人
[00:09:55.000 --> 00:10:04.000]  沒有閒人 沒有旁觀者 沒有袖手的人
[00:10:04.000 --> 00:10:07.000]  我們都進到葡萄園去
[00:10:07.000 --> 00:10:16.000]  把自己領受的恩惠獻上為主用
[00:10:16.000 --> 00:10:18.000]  第四節
[00:10:18.000 --> 00:10:22.000]  眾支派就是耶和華的支派上那裡去
[00:10:22.000 --> 00:10:36.000]  按以色列的常例稱讚耶和華的名
[00:10:36.000 --> 00:10:38.000]  眾支派
[00:10:38.000 --> 00:10:40.000]  十二個支派
[00:10:40.000 --> 00:10:43.000]  所有屬神的人
[00:10:43.000 --> 00:10:49.000]  都學習敬拜讚美神
[00:10:49.000 --> 00:10:54.000]  敬拜的真理在這裡出現
[00:10:54.000 --> 00:10:58.000]  感謝神被宣在敬拜的事上
[00:10:58.000 --> 00:11:00.000]  有學習 有長進
[00:11:00.000 --> 00:11:04.000]  感謝主在敬拜的事情上有長進 有學習
[00:11:04.000 --> 00:11:07.000]  我們真是願意每一次到這裡
[00:11:07.000 --> 00:11:10.000]  走到面前 走到殿中的時候
[00:11:10.000 --> 00:11:13.000]  我們心立刻向神打開
[00:11:13.000 --> 00:11:19.000]  獻上我們心靈深處的敬拜讚美感謝
[00:11:19.000 --> 00:11:21.000]  我們真是很希望每一次我們來到這裡
[00:11:21.000 --> 00:11:22.000]  坐在這裡的時候
[00:11:22.000 --> 00:11:24.000]  我們的心靈裡面就會立即打開
[00:11:24.000 --> 00:11:27.000]  向神獻上讚美和敬拜
[00:11:27.000 --> 00:11:32.000]  但願這個地方充滿讚美
[00:11:32.000 --> 00:11:34.000]  充滿歌頌
[00:11:34.000 --> 00:11:36.000]  充滿感恩
[00:11:36.000 --> 00:11:40.000]  將一切的榮耀歸給神
[00:11:40.000 --> 00:11:46.000]  神的存在充滿在這個地方
[00:11:46.000 --> 00:11:50.000]  神的心的滿足
[00:11:50.000 --> 00:11:52.000]  你看在啟示錄裡面
[00:11:52.000 --> 00:11:54.000]  我們不斷地聽到歌聲
[00:11:54.000 --> 00:11:57.000]  新歌 新歌 新歌
[00:11:57.000 --> 00:12:00.000]  在啟示錄裡面我們不停地看到
[00:12:00.000 --> 00:12:03.000]  裡面有新歌 有新歌 有新歌
[00:12:03.000 --> 00:12:07.000]  有一次我聽到一位姊妹說
[00:12:07.000 --> 00:12:09.000]  這首詩我唱了二十年了
[00:12:09.000 --> 00:12:11.000]  今天好像新的一樣
[00:12:11.000 --> 00:12:16.000]  為什麼是新的呢?
[00:12:16.000 --> 00:12:19.000]  從心裡唱出來就是新的
[00:12:19.000 --> 00:12:25.000]  廣東話和國語在這裡不同了
[00:12:25.000 --> 00:12:27.000]  國語是兩個字同音
[00:12:27.000 --> 00:12:31.000]  心裡唱的就是新舊的新歌
[00:12:31.000 --> 00:12:35.000]  在心裡唱的就是新歌
[00:12:35.000 --> 00:12:37.000]  感謝主
[00:12:37.000 --> 00:12:43.000]  我們願意在敬拜上繼續地學習
[00:12:43.000 --> 00:12:46.000]  如果將來在天家
[00:12:46.000 --> 00:12:50.000]  我們在那裡讚美感謝
[00:12:50.000 --> 00:12:58.000]  如果我們將來主要的工作是榮耀神 讚美神
[00:12:58.000 --> 00:13:01.000]  今天就要預備了
[00:13:01.000 --> 00:13:06.000]  因為一顆心是充滿了感恩的讚美的心
[00:13:06.000 --> 00:13:11.000]  自然地流露一點不煩悶
[00:13:11.000 --> 00:13:16.000]  因為如果我們的心是真的充滿了自然的感謝讚美
[00:13:16.000 --> 00:13:20.000]  就不會煩悶了
[00:13:20.000 --> 00:13:22.000]  第五節
[00:13:22.000 --> 00:13:25.000]  因為在那裡設立神派的寶座
[00:13:25.000 --> 00:13:28.000]  就是大衛家的寶座
[00:13:28.000 --> 00:13:35.000]  耶路撒冷有什麼呢?
[00:13:35.000 --> 00:13:38.000]  聖殿有什麼呢?
[00:13:38.000 --> 00:13:41.000]  有神的寶座
[00:13:41.000 --> 00:13:46.000]  聖殿是神作王的地方
[00:13:46.000 --> 00:13:50.000]  是基督作元首的地方
[00:13:50.000 --> 00:13:54.000]  是基督坐在寶座上的地方
[00:13:54.000 --> 00:13:57.000]  我們環繞寶座
[00:13:57.000 --> 00:14:01.000]  我們尊主偉大
[00:14:01.000 --> 00:14:05.000]  這是瑪利亞的心聲
[00:14:05.000 --> 00:14:08.000]  我的心 我的靈
[00:14:08.000 --> 00:14:11.000]  以神為大 以神為樂
[00:14:11.000 --> 00:14:16.000]  我的心 我的靈 以神為大 以神為樂
[00:14:16.000 --> 00:14:23.000]  我們願意所有的信徒都做門徒
[00:14:23.000 --> 00:14:25.000]  什麼是門徒呢?
[00:14:25.000 --> 00:14:30.000]  接受基督的主權就是門徒
[00:14:30.000 --> 00:14:35.000]  信徒就是做主的門徒
[00:14:35.000 --> 00:14:39.000]  有的人單單做信徒
[00:14:39.000 --> 00:14:43.000]  他信徒耶穌基督是他的救主
[00:14:43.000 --> 00:14:46.000]  但他沒有信徒主
[00:14:46.000 --> 00:14:48.000]  他沒有跟從主
[00:14:48.000 --> 00:14:50.000]  沒有見證主
[00:14:50.000 --> 00:14:53.000]  也沒有侍奉主
[00:14:53.000 --> 00:14:58.000]  他就停止在信的地步
[00:14:58.000 --> 00:15:05.000]  但願每一個信徒都進一步做門徒
[00:15:05.000 --> 00:15:09.000]  讓我們接受基督的主權
[00:15:09.000 --> 00:15:15.000]  來順服他完成他的託付
[00:15:15.000 --> 00:15:17.000]  第六節
[00:15:17.000 --> 00:15:20.000]  你們要為耶路撒冷求平安
[00:15:20.000 --> 00:15:29.000]  耶路撒冷愛你的人必然興旺
[00:15:29.000 --> 00:15:33.000]  瑪利亞這句真是寶貴
[00:15:33.000 --> 00:15:38.000]  愛神的人必然興旺
[00:15:38.000 --> 00:15:42.000]  今天我心裏有一個禱告
[00:15:42.000 --> 00:15:46.000]  也是從這一節引發出來的
[00:15:46.000 --> 00:15:49.000]  但願在這個地方
[00:15:49.000 --> 00:15:54.000]  有更多更多愛主的人
[00:15:54.000 --> 00:15:59.000]  愛主的人必然興旺
[00:15:59.000 --> 00:16:01.000]  興旺有兩個意思
[00:16:01.000 --> 00:16:05.000]  第一個意思是增加人數
[00:16:05.000 --> 00:16:09.000]  愛主的人興旺就是更多更多愛主的人
[00:16:09.000 --> 00:16:13.000]  第二個意思
[00:16:13.000 --> 00:16:17.000]  愛主的人蒙恩興旺
[00:16:17.000 --> 00:16:21.000]  他們的靈性興旺
[00:16:21.000 --> 00:16:27.000]  但願這個禱告得到主的吹聽
[00:16:27.000 --> 00:16:31.000]  在神的眼中
[00:16:31.000 --> 00:16:35.000]  他看的不是人多
[00:16:35.000 --> 00:16:40.000]  他看的是愛他的人多
[00:16:40.000 --> 00:16:43.000]  不知巴不得我們今天在座的
[00:16:43.000 --> 00:16:47.000]  許多弟兄姊妹都成為愛主的人
[00:16:47.000 --> 00:16:53.000]  第七節
[00:16:53.000 --> 00:16:57.000]  願你城中平安
[00:16:57.000 --> 00:17:02.000]  願你宮內興旺
[00:17:02.000 --> 00:17:07.000]  宮內是王在的地方
[00:17:07.000 --> 00:17:11.000]  是領袖所在的地方
[00:17:11.000 --> 00:17:15.000]  宮內興旺
[00:17:15.000 --> 00:17:17.000]  在教會裏面
[00:17:17.000 --> 00:17:21.000]  領袖們非常重要
[00:17:21.000 --> 00:17:24.000]  求主在眾弟兄姊妹中間
[00:17:24.000 --> 00:17:27.000]  多多興起領袖
[00:17:27.000 --> 00:17:31.000]  不是爭權奪利的領袖
[00:17:31.000 --> 00:17:35.000]  乃是愛主的領袖
[00:17:35.000 --> 00:17:39.000]  乃是有意象的領袖
[00:17:39.000 --> 00:17:43.000]  乃是有主的話充滿在心中的領袖
[00:17:43.000 --> 00:17:48.000]  乃是真正帶領弟兄姊妹走出道路的領袖
[00:17:48.000 --> 00:17:52.000]  乃是帶領弟兄姊妹走出道路的領袖
[00:17:52.000 --> 00:17:57.000]  不單單傳道人是領袖
[00:17:57.000 --> 00:18:01.000]  弟兄姊妹中間也有許多領袖
[00:18:01.000 --> 00:18:03.000]  這樣的領袖多起來
[00:18:03.000 --> 00:18:07.000]  大家跟著他們走愛主的路
[00:18:07.000 --> 00:18:09.000]  這樣的弟兄多起來
[00:18:09.000 --> 00:18:12.000]  就有許多人跟著他們走愛主的路
[00:18:12.000 --> 00:18:15.000]  在那裏願你的教會
[00:18:15.000 --> 00:18:21.000]  領袖們蒙福、蒙恩
[00:18:21.000 --> 00:18:25.000]  願你教會的領袖蒙恩、蒙福
[00:18:25.000 --> 00:18:29.000]  主啊!求你恩待你的教會的領袖們
[00:18:29.000 --> 00:18:32.000]  第八節
[00:18:32.000 --> 00:18:37.000]  因我的兄和同伴的緣故
[00:18:37.000 --> 00:18:40.000]  我們在教會的領袖們
[00:18:40.000 --> 00:18:45.000]  因我的兄和同伴的緣故
[00:18:45.000 --> 00:18:51.000]  我們在教會裏面彼此有兩種的關係
[00:18:51.000 --> 00:18:54.000]  我們是弟兄姊妹
[00:18:54.000 --> 00:18:57.000]  我們也是同伴
[00:18:57.000 --> 00:19:00.000]  是靈有屬靈的朋友
[00:19:00.000 --> 00:19:07.000]  也是工有工作的朋友
[00:19:07.000 --> 00:19:12.000]  靈有我們都是神的兒女
[00:19:12.000 --> 00:19:14.000]  我們是弟兄姊妹
[00:19:14.000 --> 00:19:20.000]  我們是屬靈的親友
[00:19:20.000 --> 00:19:23.000]  我們也是工有
[00:19:23.000 --> 00:19:26.000]  我們一起工作
[00:19:26.000 --> 00:19:30.000]  我們在工作上是同伴
[00:19:30.000 --> 00:19:38.000]  我們在靈性上彼此是肢體
[00:19:38.000 --> 00:19:45.000]  在這裏私人提到兩種的關係很寶貴
[00:19:45.000 --> 00:19:48.000]  我的弟兄
[00:19:48.000 --> 00:19:50.000]  我的同伴
[00:19:50.000 --> 00:19:53.000]  我的弟兄姊妹
[00:19:53.000 --> 00:19:56.000]  我的同工們
[00:19:56.000 --> 00:20:02.000]  每一個弟兄每一個姊妹都是同工
[00:20:02.000 --> 00:20:09.000]  神的家怎會不興旺呢
[00:20:09.000 --> 00:20:12.000]  第八節第二句
[00:20:12.000 --> 00:20:19.000]  我要說願平安在你們中間
[00:20:19.000 --> 00:20:21.000]  平安
[00:20:21.000 --> 00:20:24.000]  在這篇詩裏平安有兩個意思
[00:20:24.000 --> 00:20:30.000]  一個意思勝過城外的仇敵
[00:20:30.000 --> 00:20:35.000]  仇敵不敢來攻擊
[00:20:35.000 --> 00:20:39.000]  或者來攻擊的時候我們勝過他
[00:20:39.000 --> 00:20:43.000]  這是平安
[00:20:43.000 --> 00:20:49.000]  在仇敵的威脅之下有平安
[00:20:49.000 --> 00:20:53.000]  這是勝過仇敵
[00:20:53.000 --> 00:20:59.000]  這是第六節所說的平安的意思
[00:20:59.000 --> 00:21:03.000]  你們要為耶路撒冷求平安
[00:21:03.000 --> 00:21:07.000]  平安是這個意思
[00:21:07.000 --> 00:21:10.000]  第二個意思
[00:21:10.000 --> 00:21:13.000]  第七節第一句
[00:21:13.000 --> 00:21:16.000]  願你城中平安
[00:21:16.000 --> 00:21:19.000]  第八節第二句
[00:21:19.000 --> 00:21:23.000]  願平安在你們中間
[00:21:23.000 --> 00:21:29.000]  這是城內的人彼此的和好
[00:21:29.000 --> 00:21:31.000]  合而為一
[00:21:31.000 --> 00:21:34.000]  同心合一
[00:21:34.000 --> 00:21:37.000]  沒有紛爭
[00:21:37.000 --> 00:21:39.000]  兩種的平安
[00:21:39.000 --> 00:21:42.000]  都需要
[00:21:42.000 --> 00:21:45.000]  但願神把這兩種的平安
[00:21:45.000 --> 00:21:47.000]  勝過仇敵的平安
[00:21:47.000 --> 00:21:49.000]  合而為一的平安
[00:21:49.000 --> 00:21:52.000]  都賜給這間教會
[00:21:52.000 --> 00:21:54.000]  第九節
[00:21:54.000 --> 00:21:56.000]  我們一起讀
[00:21:56.000 --> 00:22:01.000]  凡是手中有聖經的我們一起讀
[00:22:01.000 --> 00:22:06.000]  我們每一個人同聲讀出來
[00:22:06.000 --> 00:22:11.000]  因耶和華我們佛殿的緣故
[00:22:11.000 --> 00:22:19.000]  我要為你求福
[00:22:19.000 --> 00:22:23.000]  因耶和華我們佛殿的緣故
[00:22:23.000 --> 00:22:26.000]  我要為你求福
[00:22:26.000 --> 00:22:30.000]  這裏也是兩個求
[00:22:30.000 --> 00:22:32.000]  在第五節的求
[00:22:32.000 --> 00:22:34.000]  第六節的求
[00:22:34.000 --> 00:22:36.000]  是祈求 禱告的求
[00:22:36.000 --> 00:22:39.000]  是祈求向神禱告的求
[00:22:39.000 --> 00:22:42.000]  第九節的求
[00:22:42.000 --> 00:22:47.000]  是尋求 追求
[00:22:47.000 --> 00:22:49.000]  這是原文的意思
[00:22:49.000 --> 00:22:54.000]  我們向神禱告來求
[00:22:54.000 --> 00:22:56.000]  我們還要追求
[00:22:56.000 --> 00:22:59.000]  這兩個求合在一起就好了
[00:22:59.000 --> 00:23:02.000]  這兩個求合在一起就非常好了
[00:23:02.000 --> 00:23:07.000]  一定得到我們所求的
[00:23:07.000 --> 00:23:10.000]  剛才我們所讀的
[00:23:10.000 --> 00:23:13.000]  最後我請大家拿著聖經
[00:23:13.000 --> 00:23:16.000]  舉起你的右手來再讀第九節
[00:23:16.000 --> 00:23:20.000]  我們想再請大家舉起你的右手再讀一次
[00:23:20.000 --> 00:23:22.000]  第九節
[00:23:22.000 --> 00:23:26.000]  因耶和華我們神殿的緣故
[00:23:26.000 --> 00:23:29.000]  我要為你求福
[00:23:29.000 --> 00:23:31.000]  阿們

