
[00:00:00.000 --> 00:00:03.800]  大家知道今天是父親節
[00:01:48.280 --> 00:01:55.640]  原來是真的很高很大的
[00:01:55.640 --> 00:02:00.880]  就是這樣
[00:02:00.880 --> 00:02:06.680]  很高大的樹木
[00:02:06.680 --> 00:02:08.760]  這個國王很喜歡在裡面散步
[00:02:08.760 --> 00:02:10.560]  一直這樣走
[00:02:10.560 --> 00:02:13.560]  享受那個環境
[00:02:13.560 --> 00:02:15.640]  有一個獨人他很好奇
[00:02:15.640 --> 00:02:17.360]  哇 這麼大的森林
[00:02:17.360 --> 00:02:19.480]  可不可以進去看看呢
[00:02:19.480 --> 00:02:23.960]  於是他靜靜地就偷進了森林裡
[00:02:23.960 --> 00:02:26.240]  因為這棵樹周圍的樹很大
[00:02:26.240 --> 00:02:30.240]  一比較自己很小
[00:02:30.240 --> 00:02:32.040]  就是這樣
[00:02:32.040 --> 00:02:34.120]  你看不看到人仔
[00:02:34.120 --> 00:02:37.600]  可能鏡頭近一點你就會看到
[00:02:37.600 --> 00:02:39.080]  一點個人
[00:02:39.080 --> 00:02:42.080]  這個全部是一棵樹的樹等
[00:02:42.080 --> 00:02:44.600]  這個是樹等
[00:02:44.600 --> 00:02:47.000]  這個人仔就在旁邊
[00:02:47.000 --> 00:02:48.120]  這個獨人看到
[00:02:48.120 --> 00:02:51.520]  哇 真是很巨大的樹木
[00:02:51.520 --> 00:02:52.920]  因此他很開心
[00:02:52.920 --> 00:02:54.600]  到處走到處走
[00:02:54.600 --> 00:02:56.600]  後來走得很累了
[00:02:56.600 --> 00:02:59.840]  因此他就很想睡一睡
[00:02:59.840 --> 00:03:01.600]  當他睡的時候醒了
[00:03:01.600 --> 00:03:03.400]  哇 很冷
[00:03:03.400 --> 00:03:06.360]  他就說不如點點火
[00:03:06.360 --> 00:03:08.760]  可以暖暖身子
[00:03:08.760 --> 00:03:11.160]  因此他就點點火
[00:03:11.160 --> 00:03:12.960]  (插插插插插插)
[00:03:12.960 --> 00:03:15.720]  點著了火就很暖
[00:03:15.720 --> 00:03:20.600]  但你知道在森林裡點火有什麼危險
[00:03:20.600 --> 00:03:21.800]  哇
[00:03:21.800 --> 00:03:32.440]  (笑聲)
[00:03:32.440 --> 00:03:34.240]  整個森林都著火了
[00:03:34.240 --> 00:03:35.440]  哇 燒清光
[00:03:35.440 --> 00:03:36.880]  那些大樹
[00:03:36.880 --> 00:03:38.840]  很多很巨大的樹木
[00:03:38.840 --> 00:03:41.240]  就燒清光了
[00:03:41.240 --> 00:03:43.960]  這件事情當然國王知道之後
[00:03:43.960 --> 00:03:45.960]  他非常憤怒
[00:03:45.960 --> 00:03:50.760]  然後他就快快地去叫一個僕人來
[00:03:50.760 --> 00:03:53.320]  你知不知道那些樹木很貴重的
[00:03:53.320 --> 00:03:57.080]  用來做木材是非常昂貴的
[00:03:57.080 --> 00:03:59.080]  這個僕人就很害怕
[00:03:59.080 --> 00:04:01.880]  國王就說你要賠償
[00:04:01.880 --> 00:04:04.280]  僕人就說我沒有錢啊 國王
[00:04:04.280 --> 00:04:05.200]  沒有錢啊?
[00:04:05.200 --> 00:04:06.560]  好吧 我將你
[00:04:06.560 --> 00:04:09.800]  你太太 你的子女全部賣了做奴隸
[00:04:09.800 --> 00:04:12.040]  賠錢給我
[00:04:12.040 --> 00:04:13.960]  這個僕人很傷心
[00:04:13.960 --> 00:04:15.560]  一直哀求國王
[00:04:15.560 --> 00:04:18.000]  饒恕他 寬恕他
[00:04:18.000 --> 00:04:19.920]  國王見到他這麼可憐
[00:04:19.920 --> 00:04:21.200]  他說好吧
[00:04:21.200 --> 00:04:22.920]  我憐憫你
[00:04:22.920 --> 00:04:24.360]  你不用賠償了
[00:04:24.360 --> 00:04:26.680]  你走吧
[00:04:26.680 --> 00:04:28.760]  因此這個僕人很開心
[00:04:28.760 --> 00:04:31.000]  他就快快回家了
[00:04:31.000 --> 00:04:32.480]  他回家的時候就想起
[00:04:32.480 --> 00:04:35.880]  其實我家裡也有一個樹林
[00:04:35.880 --> 00:04:37.840]  有一個自己的小樹林
[00:04:37.840 --> 00:04:38.920]  他很喜歡
[00:04:38.920 --> 00:04:43.160]  他說回家第一時間要看看自己的樹林
[00:04:43.160 --> 00:04:52.360]  你猜他的樹林是怎樣的?
[00:04:52.360 --> 00:04:54.360]  這個是他的小樹林
[00:04:54.360 --> 00:04:55.560]  他很喜歡
[00:04:55.560 --> 00:04:58.560]  預備回家後小心地來欣賞
[00:04:58.560 --> 00:05:00.320]  但是還沒回家的時候
[00:05:00.320 --> 00:05:04.560]  就遠處聽到他的鄰居進了他家裡
[00:05:04.560 --> 00:05:05.200]  一進去的時候
[00:05:05.200 --> 00:05:07.840]  見到他正在玩弄自己的小樹林
[00:05:07.840 --> 00:05:09.640]  這個僕人很不開心
[00:05:09.640 --> 00:05:11.200]  大聲呼喝他
[00:05:11.200 --> 00:05:12.600]  喂 你不要弄我的樹林
[00:05:12.600 --> 00:05:15.120]  快點放手
[00:05:15.120 --> 00:05:18.560]  鄰居真的放手了
[00:05:18.560 --> 00:05:20.800]  嚇了一跳就放手了
[00:05:20.800 --> 00:05:25.360]  當然那個小樹林就被打爛了
[00:05:25.360 --> 00:05:28.440]  樹木就散到一地都是
[00:05:28.440 --> 00:05:31.360]  砰
[00:05:31.360 --> 00:05:33.720]  接著這個僕人非常憤怒
[00:05:33.720 --> 00:05:34.960]  走到鄰居那裡
[00:05:34.960 --> 00:05:36.840]  一抽他的衣服
[00:05:36.840 --> 00:05:38.120]  捏住他的脖子
[00:05:38.120 --> 00:05:40.920]  你快點賠給我
[00:05:40.920 --> 00:05:42.560]  這個鄰居告訴他
[00:05:42.560 --> 00:05:44.120]  你知道的 我吃都沒得吃
[00:05:44.120 --> 00:05:46.280]  哪有錢賠給你
[00:05:46.280 --> 00:05:47.160]  沒有錢賠嗎?
[00:05:47.160 --> 00:05:48.560]  跟我去見官
[00:05:48.560 --> 00:05:52.400]  一捉住他就去見官
[00:05:52.400 --> 00:05:55.440]  要求官將他判入坐牢
[00:05:55.440 --> 00:05:59.480]  如果不還錢給他就不准出牢
[00:05:59.480 --> 00:06:01.680]  這件事情很快傳到國王的耳中
[00:06:01.680 --> 00:06:03.240]  國王聽見很憤怒
[00:06:03.240 --> 00:06:04.880]  因此再叫僕人來
[00:06:04.880 --> 00:06:06.800]  再叫他
[00:06:06.800 --> 00:06:09.280]  為什麼你這樣做呢?
[00:06:09.280 --> 00:06:11.720]  你不是應該像我連戳你一樣
[00:06:11.720 --> 00:06:15.080]  去連戳你的鄰居嗎?
[00:06:15.080 --> 00:06:16.480]  好 人來
[00:06:16.480 --> 00:06:18.640]  將他拉去坐牢
[00:06:18.640 --> 00:06:19.840]  直至他還清
[00:06:19.840 --> 00:06:22.520]  賠償我的大樹林
[00:06:22.520 --> 00:06:24.400]  你才可以出牢
[00:06:24.400 --> 00:06:28.320]  這次人就將他捉去坐牢
[00:06:28.320 --> 00:06:29.160]  各位靈性姐妹
[00:06:29.160 --> 00:06:30.600]  大家會記得
[00:06:30.600 --> 00:06:31.360]  你一定會記得
[00:06:31.360 --> 00:06:34.760]  《馬太福音》第十八章說過的故事
[00:06:34.760 --> 00:06:36.680]  好 快讀一讀給大家聽
[00:06:36.680 --> 00:06:37.960]  《馬太福音》第十八章
[00:06:37.960 --> 00:06:41.200]  提到一個吾瑤樹人的惡僕
[00:06:41.200 --> 00:06:43.480]  當時提到有一個王
[00:06:43.480 --> 00:06:46.080]  他與僕人算帳
[00:06:46.080 --> 00:06:51.120]  當時有一個人欠了主人一千萬銀子
[00:06:51.120 --> 00:06:52.160]  多少錢?
[00:06:52.160 --> 00:06:55.040]  一千萬銀子
[00:06:55.040 --> 00:06:57.360]  然後因為他沒有什麼償還之物
[00:06:57.360 --> 00:07:00.360]  主人吩咐把他和他妻子兒女
[00:07:00.360 --> 00:07:03.120]  並一切所有的都賣了償還
[00:07:03.120 --> 00:07:06.400]  這個僕人就苦服拜他說
[00:07:06.400 --> 00:07:07.360]  主啊 寬容我
[00:07:07.360 --> 00:07:09.560]  將來我也要還清
[00:07:09.560 --> 00:07:12.120]  那僕人的主人就動了持心
[00:07:12.120 --> 00:07:13.880]  把他釋放了
[00:07:13.880 --> 00:07:16.440]  而且免了他的債
[00:07:16.440 --> 00:07:17.880]  這個僕人後來出來
[00:07:17.880 --> 00:07:21.360]  遇見他一個同伴欠了他十兩銀子
[00:07:21.360 --> 00:07:22.280]  多少錢?
[00:07:22.280 --> 00:07:24.240]  十兩銀子
[00:07:24.240 --> 00:07:25.680]  便抽著他
[00:07:25.680 --> 00:07:27.320]  捏著他的喉嚨說
[00:07:27.320 --> 00:07:31.000]  「你這群所欠的還給我」
[00:07:31.000 --> 00:07:33.480]  他的同伴就苦服要求他說
[00:07:33.480 --> 00:07:34.200]  「寬容我吧
[00:07:34.200 --> 00:07:35.920]  將來我必還清」
[00:07:35.920 --> 00:07:37.080]  但是他不肯
[00:07:37.080 --> 00:07:38.760]  竟去把他下在監內
[00:07:38.760 --> 00:07:40.680]  讓他還要所欠的債
[00:07:40.680 --> 00:07:43.240]  眾同伴很憂愁
[00:07:43.240 --> 00:07:45.480]  就把事情告訴主人
[00:07:45.480 --> 00:07:47.560]  於是主人叫他來對他說
[00:07:47.560 --> 00:07:49.480]  「你這個惡奴才
[00:07:49.480 --> 00:07:50.720]  你要求我
[00:07:50.720 --> 00:07:53.360]  我就把你所欠的都免了
[00:07:53.360 --> 00:07:56.520]  你不應當連戳你的同伴
[00:07:56.520 --> 00:07:59.240]  好像我連戳你媽」
[00:07:59.240 --> 00:08:00.880]  這個主人就大怒了
[00:08:00.880 --> 00:08:03.200]  就把他交給掌刑的
[00:08:03.200 --> 00:08:06.760]  讓他還清要所欠的債
[00:08:06.760 --> 00:08:07.600]  各位弟兄姊妹
[00:08:07.600 --> 00:08:09.600]  有些時候在家庭裏面
[00:08:09.600 --> 00:08:12.080]  我們感受家人給我們的愛護
[00:08:12.080 --> 00:08:13.640]  我們很感謝神
[00:08:13.640 --> 00:08:14.720]  但同時有些時候
[00:08:14.720 --> 00:08:17.080]  家人會帶給我們一些傷害
[00:08:17.080 --> 00:08:21.760]  但聖經鼓勵我們去原諒
[00:08:21.760 --> 00:08:24.960]  既然天父原諒我們一切的過失
[00:08:24.960 --> 00:08:28.320]  這些過失可能好像一個大樹林
[00:08:28.320 --> 00:08:31.200]  但你的家人對你的一些傷害
[00:08:31.200 --> 00:08:34.800]  相對來說可能只是一個小草苗
[00:08:34.800 --> 00:08:38.200]  但是天父告訴我們
[00:08:38.200 --> 00:08:42.000]  你應不應該連戳你的家人
[00:08:42.000 --> 00:08:46.120]  好像我連戳你一樣
[00:08:46.120 --> 00:08:48.320]  當我們講完這個故事之後
[00:08:48.320 --> 00:08:49.520]  我們再思想聖經
[00:08:49.520 --> 00:08:51.560]  我請大家和我一起祈禱
[00:08:51.560 --> 00:08:54.360]  我們求主在我們中間繼續帶領我們
[00:08:54.360 --> 00:09:01.800]  (念念)
[00:09:01.800 --> 00:09:02.600]  至愛的主
[00:09:02.600 --> 00:09:04.680]  我們感謝你
[00:09:04.680 --> 00:09:06.200]  因為你寬容我們
[00:09:06.200 --> 00:09:09.320]  我們懂得去學習去寬容別人
[00:09:09.320 --> 00:09:10.680]  因為你愛我們
[00:09:10.680 --> 00:09:13.280]  我們懂得去愛別人
[00:09:13.280 --> 00:09:15.560]  主我們感謝你設立了家庭
[00:09:15.560 --> 00:09:19.120]  家庭是愛的一個源頭
[00:09:19.120 --> 00:09:21.320]  讓我們在其中領受溫暖
[00:09:21.320 --> 00:09:22.520]  領受保護
[00:09:22.520 --> 00:09:23.840]  領受安全
[00:09:23.840 --> 00:09:25.680]  領受愛
[00:09:25.680 --> 00:09:27.400]  我們求主幫助我們自己
[00:09:27.400 --> 00:09:30.480]  都能夠成為愛的一個小的傳源
[00:09:30.480 --> 00:09:34.400]  能夠將你的愛流露在我們家庭當中
[00:09:34.400 --> 00:09:35.960]  求你教我們寬容
[00:09:35.960 --> 00:09:37.520]  求你教我們忍耐
[00:09:37.520 --> 00:09:39.480]  求你教我們愛
[00:09:39.480 --> 00:09:40.200]  在這段時間
[00:09:40.200 --> 00:09:42.280]  當我們打開你的聖經的時候
[00:09:42.280 --> 00:09:45.960]  主也求你幫我們能夠領受聖經
[00:09:45.960 --> 00:09:49.560]  也都靠著你去遵行你給我們的吩咐
[00:09:49.560 --> 00:09:54.040]  以致我們得著要給我們的愛的家庭生活
[00:09:54.040 --> 00:09:57.320]  求你賜福這段時間保守我們
[00:09:57.320 --> 00:09:58.560]  我們祈禱仰望
[00:09:58.560 --> 00:10:00.600]  奉主耶穌聖名求
[00:10:00.600 --> 00:10:02.080]  阿門
[00:10:02.080 --> 00:10:03.160]  我們再打開聖經
[00:10:03.160 --> 00:10:05.880]  聖經剛才讀過的《哥羅摩多前書》
[00:10:05.880 --> 00:10:10.160]  其中的第十三章
[00:10:10.160 --> 00:10:13.640]  很多時候我們在分禮當中會讀這章經文
[00:10:13.640 --> 00:10:19.160]  我們今天重溫其中的重點
[00:10:19.160 --> 00:10:26.320]  在家庭當中會有很多不同的大小的困難
[00:10:26.320 --> 00:10:30.440]  但是我們很相信我們的神是行其事的神
[00:10:30.440 --> 00:10:32.920]  祂能夠成為我們的盼望
[00:10:32.920 --> 00:10:34.520]  我們的倚靠
[00:10:34.520 --> 00:10:35.800]  在我們遇到困難的時候
[00:10:35.800 --> 00:10:37.960]  我們繼續忍耐著
[00:10:37.960 --> 00:10:40.760]  全心地去忍耐 倚靠神
[00:10:40.760 --> 00:10:43.000]  而一步步看到神很奇妙的工作
[00:10:43.000 --> 00:10:45.560]  在我們家庭裡面出現
[00:10:45.560 --> 00:10:47.640]  因此《哥羅摩多前書》十三章
[00:10:47.640 --> 00:10:50.800]  第一至第三節就強調
[00:10:50.800 --> 00:10:52.000]  如果沒有了愛
[00:10:52.000 --> 00:10:53.720]  其他一切一切的成就
[00:10:53.720 --> 00:10:56.400]  因此都是沒有意思的
[00:10:56.400 --> 00:10:58.240]  或者放在家庭來說
[00:10:58.240 --> 00:11:00.640]  今天很多的男士
[00:11:00.640 --> 00:11:03.640]  他們覺得如果工作沒有什麼成就
[00:11:03.640 --> 00:11:05.880]  就是很失敗的
[00:11:05.880 --> 00:11:09.600]  我記得一位醫學院的老師
[00:11:09.600 --> 00:11:12.320]  曾經寫了一篇見證
[00:11:12.320 --> 00:11:13.800]  他說:我本身是教徒
[00:11:13.800 --> 00:11:16.160]  因此我很重視我的家庭
[00:11:16.160 --> 00:11:17.880]  在工作上神很賜福
[00:11:17.880 --> 00:11:19.800]  因此他的教學很成功
[00:11:19.800 --> 00:11:22.360]  他的研究很成功
[00:11:22.360 --> 00:11:24.040]  上師很想提拔他
[00:11:24.040 --> 00:11:26.640]  邀請他升職位
[00:11:26.640 --> 00:11:28.240]  但是他自己考慮了很久之後
[00:11:28.240 --> 00:11:29.880]  他放棄這個升職
[00:11:29.880 --> 00:11:33.120]  因為他想把時間分給家庭
[00:11:33.120 --> 00:11:34.240]  知道這個升職之後
[00:11:34.240 --> 00:11:38.680]  可能他不能夠再陪伴家人
[00:11:38.680 --> 00:11:40.240]  有一次這位男士說
[00:11:40.240 --> 00:11:42.840]  他說:我覺得自己很失敗
[00:11:42.840 --> 00:11:44.720]  其他人就很不同意
[00:11:44.720 --> 00:11:46.720]  他說:你做得這麼好
[00:11:46.720 --> 00:11:48.520]  各方面都有這麼好的成就
[00:11:48.520 --> 00:11:50.400]  在醫學院教書
[00:11:50.400 --> 00:11:52.120]  社會地位這麼高
[00:11:52.120 --> 00:11:54.320]  為什麼你說自己失敗呢?
[00:11:54.320 --> 00:11:55.360]  他說:我也不明白
[00:11:55.360 --> 00:11:56.680]  我自己也不明白
[00:11:56.680 --> 00:12:00.480]  我總是感覺自己是不及人的
[00:12:00.480 --> 00:12:03.240]  後來他自己也有人幫助他分析
[00:12:03.240 --> 00:12:06.840]  原來他感覺要能夠所謂成功
[00:12:06.840 --> 00:12:10.160]  是必須全個人投身在工作上
[00:12:10.160 --> 00:12:12.880]  才算成功的
[00:12:12.880 --> 00:12:15.280]  他雖然有好的成果
[00:12:15.280 --> 00:12:19.000]  但是他不能夠全副精神放在工作上
[00:12:19.000 --> 00:12:21.640]  因為他要分時間給自己的家庭
[00:12:21.640 --> 00:12:25.360]  所以他覺得自己不是成功
[00:12:25.360 --> 00:12:27.040]  經過了很長的時間
[00:12:27.040 --> 00:12:29.680]  他才能夠把觀念轉變
[00:12:29.680 --> 00:12:33.600]  原來沒有把全部的精神放在工作上
[00:12:33.600 --> 00:12:37.040]  不等於不成功
[00:12:37.040 --> 00:12:38.360]  很多的男士
[00:12:38.360 --> 00:12:41.200]  把工作當作自己個人的價值
[00:12:41.200 --> 00:12:43.120]  因此一旦退休的時候
[00:12:43.120 --> 00:12:44.840]  突然發現自己沒有了價值
[00:12:44.840 --> 00:12:47.880]  因此很失落的感受
[00:12:47.880 --> 00:12:50.280]  從這件事情我們看翻譯所說
[00:12:50.280 --> 00:12:53.560]  如果我們有很多的恩賜才幹能力
[00:12:53.560 --> 00:12:55.160]  如果沒有了愛
[00:12:55.160 --> 00:12:57.320]  大家看第二節
[00:12:57.320 --> 00:13:01.240]  「卻沒有愛我就算不得什麼」
[00:13:01.240 --> 00:13:02.640]  英文的翻譯很好
[00:13:02.640 --> 00:13:05.440]  I am nothing
[00:13:05.440 --> 00:13:06.880]  或者兩句話說
[00:13:06.880 --> 00:13:09.720]  就一錢不值
[00:13:09.720 --> 00:13:11.560]  就算很有成果很有成就
[00:13:11.560 --> 00:13:14.720]  但是在生命當中沒有愛人的心
[00:13:14.720 --> 00:13:16.520]  愛人的表現
[00:13:16.520 --> 00:13:18.840]  他就是一錢不值
[00:13:18.840 --> 00:13:20.600]  就算他能夠服務很多的人
[00:13:20.600 --> 00:13:22.800]  付出很大的代價犧牲自己
[00:13:22.800 --> 00:13:23.760]  卻沒有愛
[00:13:23.760 --> 00:13:25.640]  第三節尾就說
[00:13:25.640 --> 00:13:28.280]  仍然與我無益
[00:13:28.280 --> 00:13:29.760]  是無益的
[00:13:29.760 --> 00:13:30.720]  英文的翻譯說
[00:13:30.720 --> 00:13:32.720]  I gain nothing
[00:13:32.720 --> 00:13:35.240]  或者說一無所有
[00:13:35.240 --> 00:13:37.720]  最貧窮的情況就是一個
[00:13:37.720 --> 00:13:41.480]  很有社會地位成就
[00:13:41.480 --> 00:13:43.720]  但是沒有愛心的人
[00:13:43.720 --> 00:13:45.400]  因為在他的生命裏面
[00:13:45.400 --> 00:13:46.600]  在永恆裏面
[00:13:46.600 --> 00:13:49.320]  他是極之貧窮的
[00:13:49.320 --> 00:13:50.320]  但是聖經就提到
[00:13:50.320 --> 00:13:53.160]  唯有愛心是永遠長存的
[00:13:53.160 --> 00:13:57.720]  大家再看回後面的第八節
[00:13:57.720 --> 00:14:01.160]  它說愛是永不止息的
[00:14:01.160 --> 00:14:03.600]  就算有多偉大的才幹
[00:14:03.600 --> 00:14:05.560]  多偉大的恩賜
[00:14:05.560 --> 00:14:07.360]  去到天生地的時候
[00:14:07.360 --> 00:14:09.520]  這些一切都沒有用
[00:14:09.520 --> 00:14:11.320]  先知講道之能
[00:14:11.320 --> 00:14:13.560]  當時是無必要
[00:14:13.560 --> 00:14:14.960]  因為大家都明白
[00:14:14.960 --> 00:14:17.360]  認識永恆的道理
[00:14:17.360 --> 00:14:18.440]  那些偉大的事情
[00:14:18.440 --> 00:14:20.880]  在那個時候退息了 失息了
[00:14:20.880 --> 00:14:22.600]  但是唯有愛的價值
[00:14:22.600 --> 00:14:24.520]  是一直延續下去
[00:14:24.520 --> 00:14:25.480]  所以聖經說
[00:14:25.480 --> 00:14:28.600]  愛是永不止息的
[00:14:28.600 --> 00:14:29.960]  在我們家庭當中
[00:14:29.960 --> 00:14:31.440]  特別作父親的
[00:14:31.440 --> 00:14:34.720]  要常常提醒自己
[00:14:34.720 --> 00:14:37.360]  我的價值是在乎
[00:14:37.360 --> 00:14:39.800]  我能否透過愛心
[00:14:39.800 --> 00:14:41.240]  表現在我的工作
[00:14:41.240 --> 00:14:42.320]  在我的家庭
[00:14:42.320 --> 00:14:44.760]  在我的人際關係上面
[00:14:44.760 --> 00:14:45.880]  在那個時候
[00:14:45.880 --> 00:14:48.520]  你就是真正的成功
[00:14:48.520 --> 00:14:50.640]  不要以為你為家庭安排了
[00:14:50.640 --> 00:14:52.600]  一個很舒適的環境
[00:14:52.600 --> 00:14:54.040]  或者你能夠幫到你的子女
[00:14:54.040 --> 00:14:55.640]  將來能夠可以升讀
[00:14:55.640 --> 00:14:57.480]  很重要的大學
[00:14:57.480 --> 00:14:58.680]  很有名的大學
[00:14:58.680 --> 00:15:00.360]  就是成功
[00:15:00.360 --> 00:15:02.400]  背後如果不是帶著愛心
[00:15:02.400 --> 00:15:05.960]  這一切都是沒有價值的
[00:15:05.960 --> 00:15:07.320]  聖經很清楚地說
[00:15:07.320 --> 00:15:11.560]  愛是永不止息的
[00:15:11.560 --> 00:15:13.600]  當我們看到聖經第四到第七節
[00:15:13.600 --> 00:15:15.840]  是我們經常在婚禮裏面提及的
[00:15:15.840 --> 00:15:17.240]  一開始就說到
[00:15:17.240 --> 00:15:19.200]  愛是甚麼
[00:15:19.200 --> 00:15:21.600]  恆久忍耐
[00:15:21.600 --> 00:15:23.760]  然後去到第七節最後
[00:15:23.760 --> 00:15:26.880]  愛是凡事忍耐
[00:15:26.880 --> 00:15:27.840]  從忍耐開始
[00:15:27.840 --> 00:15:29.440]  從忍耐結束
[00:15:29.440 --> 00:15:34.440]  真正的愛是一種恆久的忍耐
[00:15:34.440 --> 00:15:36.320]  今天早上第二堂
[00:15:36.320 --> 00:15:38.440]  佩穆斯講道的時候提及
[00:15:38.440 --> 00:15:40.600]  甚麼是忍耐呢
[00:15:40.600 --> 00:15:44.960]  忍耐就是忍得夠久
[00:15:44.960 --> 00:15:46.600]  你不要說忍你三分鐘
[00:15:46.600 --> 00:15:49.160]  三分鐘之後不要這樣
[00:15:49.160 --> 00:15:51.440]  那個不是忍耐
[00:15:51.440 --> 00:15:57.640]  是願意長久地等候對方的改變
[00:15:57.640 --> 00:16:00.600]  其實聖經裏面有一個很重要的含義
[00:16:00.600 --> 00:16:02.640]  有些英文聖經翻譯為
[00:16:02.640 --> 00:16:05.920]  Love is long suffering
[00:16:05.920 --> 00:16:09.200]  是長久受苦的
[00:16:09.200 --> 00:16:10.400]  因為愛的緣故
[00:16:10.400 --> 00:16:14.600]  樂意為對方的好處而受苦
[00:16:14.600 --> 00:16:16.800]  教會有個金心團體大家知道
[00:16:16.800 --> 00:16:18.840]  我們看到當中很多少年
[00:16:18.840 --> 00:16:22.640]  他們至少有很多相殘相見的問題
[00:16:22.640 --> 00:16:24.960]  有些是敬戀的
[00:16:24.960 --> 00:16:27.120]  但是看到他們的父母不離不棄
[00:16:27.120 --> 00:16:28.720]  一直照顧他們
[00:16:28.720 --> 00:16:30.760]  就這樣看一看他們的情況
[00:16:30.760 --> 00:16:34.240]  你已經想像到背後有多艱辛
[00:16:34.240 --> 00:16:37.320]  但是他們恆久忍耐著
[00:16:37.320 --> 00:16:39.160]  自己受苦因為愛的緣故
[00:16:39.160 --> 00:16:41.800]  甘願為自己的孩子受苦
[00:16:41.800 --> 00:16:44.840]  這個是真正的愛
[00:16:44.840 --> 00:16:47.720]  聖經講到愛的時候是很具體的
[00:16:47.720 --> 00:16:50.200]  愛是恆久忍耐
[00:16:50.200 --> 00:16:53.280]  很願意為對方付出代價
[00:16:53.280 --> 00:16:54.400]  但是你說
[00:16:54.400 --> 00:16:56.400]  我忍得了也忍得佢
[00:16:56.400 --> 00:16:59.920]  不過很勞 很憤怒
[00:16:59.920 --> 00:17:01.880]  這個忍耐裏面
[00:17:01.880 --> 00:17:05.360]  是帶著一種很不甘心的情況
[00:17:05.360 --> 00:17:09.680]  我記得一位太太對著丈夫說
[00:17:09.680 --> 00:17:11.320]  我忍你
[00:17:11.320 --> 00:17:14.320]  我忍了你十幾年
[00:17:14.320 --> 00:17:17.040]  我還要忍的
[00:17:17.040 --> 00:17:19.880]  但是她的丈夫聽到完全不是味道
[00:17:19.880 --> 00:17:24.920]  因為知道這是一個很空虛的表達
[00:17:24.920 --> 00:17:27.040]  但是聖經看回這個時候留心
[00:17:27.040 --> 00:17:32.800]  愛是恆久忍耐又有恩慈
[00:17:32.800 --> 00:17:35.200]  忍耐必須加上恩慈
[00:17:35.200 --> 00:17:36.960]  就算對方惡待自己
[00:17:36.960 --> 00:17:40.120]  仍然對別人有恩慈
[00:17:40.120 --> 00:17:43.080]  這個是真正的愛
[00:17:43.080 --> 00:17:45.960]  我看到有很多家庭的例子
[00:17:45.960 --> 00:17:49.360]  有些家人有很多問題
[00:17:49.360 --> 00:17:51.720]  帶給家人很多傷害
[00:17:51.720 --> 00:17:55.520]  但是最終他們改變都是一個原因
