
[00:00:00.000 --> 00:00:04.000]  在分享訊息之前,我也想分享多一件事情
[00:04:34.000 --> 00:04:35.000]  很強的意念
[00:04:35.000 --> 00:04:37.000]  聖靈引導他們知道
[00:04:37.000 --> 00:04:40.000]  這並不是神要他們做的事情
[00:04:40.000 --> 00:04:44.000]  但是他們仍然知道神要他們去傳揚主的福音
[00:04:44.000 --> 00:04:48.000]  因此聖靈禁止他們向南部去
[00:04:48.000 --> 00:04:51.000]  他們就向上,向北邊去
[00:04:51.000 --> 00:04:54.000]  就去到這裡所說的被推離省的地方
[00:04:54.000 --> 00:04:56.000]  去到被推離省
[00:04:56.000 --> 00:05:01.000]  但同樣他們發現聖靈是不許他們去
[00:05:01.000 --> 00:05:02.000]  在這個時候
[00:05:02.000 --> 00:05:06.000]  他們知道向南向北向下向上
[00:05:06.000 --> 00:05:08.000]  兩邊都不能去
[00:05:08.000 --> 00:05:12.000]  因此他們就會向西邊進發
[00:05:12.000 --> 00:05:14.000]  或者說西北的地方
[00:05:14.000 --> 00:05:17.000]  大家看看接下來的聖經說
[00:05:17.000 --> 00:05:18.000]  第八節
[00:05:18.000 --> 00:05:22.000]  他們經過美西亞,下到特羅亞
[00:05:22.000 --> 00:05:23.000]  然後在特羅亞
[00:05:23.000 --> 00:05:26.000]  他們就見到馬其頓異象
[00:05:26.000 --> 00:05:30.000]  然後之後他們就去到馬其頓的地方
[00:05:30.000 --> 00:05:32.000]  來到特羅亞這個地方
[00:05:32.000 --> 00:05:33.000]  是一個小城鎮
[00:05:33.000 --> 00:05:36.000]  亦都是海邊的小城鎮
[00:05:36.000 --> 00:05:38.000]  如果大家看今天的地圖
[00:05:38.000 --> 00:05:39.000]  你會留意到
[00:05:39.000 --> 00:05:43.000]  正是在今天的愛琴海旁邊的一個地方
[00:05:43.000 --> 00:05:45.000]  當他們領受異象之後
[00:05:45.000 --> 00:05:47.000]  他們就去到隔離的省
[00:05:47.000 --> 00:05:49.000]  就是馬其頓省
[00:05:49.000 --> 00:05:53.000]  當然是要經過一個海上的旅程
[00:05:53.000 --> 00:05:56.000]  才可以去到馬其頓省
[00:05:56.000 --> 00:05:58.000]  但對於保羅來說
[00:05:58.000 --> 00:06:01.000]  他們都不會很意識到有什麼分別
[00:06:01.000 --> 00:06:06.000]  因為都是當時羅馬帝國的幾個省份之一
[00:06:06.000 --> 00:06:09.000]  無論是剛才所說的比推尼省
[00:06:09.000 --> 00:06:11.000]  又或者是馬其頓省
[00:06:11.000 --> 00:06:15.000]  都是當時的羅馬帝國的省份
[00:06:15.000 --> 00:06:17.000]  但我們今天回頭看的時候
[00:06:17.000 --> 00:06:18.000]  就會體會到
[00:06:18.000 --> 00:06:23.000]  這個轉變有太大的分別
[00:06:23.000 --> 00:06:25.000]  因為從比推尼
[00:06:25.000 --> 00:06:27.000]  可以說是亞洲大陸
[00:06:27.000 --> 00:06:32.000]  一去到馬其頓已經是歐洲大陸
[00:06:32.000 --> 00:06:35.000]  當時土系羅馬帝國
[00:06:35.000 --> 00:06:40.000]  但實質上已經去了另一個大的大洲
[00:06:40.000 --> 00:06:41.000]  而去到歐洲的時候
[00:06:41.000 --> 00:06:43.000]  福音被傳開
[00:06:43.000 --> 00:06:45.000]  大家會知道在歷史上
[00:06:45.000 --> 00:06:50.000]  歐洲教會是整個世界宣教的中心
[00:06:50.000 --> 00:06:54.000]  後來歐洲教會將福音傳到亞洲
[00:06:54.000 --> 00:06:58.000]  傳到非洲、傳到美洲
[00:06:58.000 --> 00:07:02.000]  成為了很多很多人得到福音的
[00:07:02.000 --> 00:07:05.000]  一個重要的起始點
[00:07:05.000 --> 00:07:08.000]  上帝很特別沒有讓他們去到南去北
[00:07:08.000 --> 00:07:10.000]  帶他們向西北走
[00:07:10.000 --> 00:07:12.000]  而去到馬其頓的地方
[00:07:12.000 --> 00:07:15.000]  也引發到後來整個世界
[00:07:15.000 --> 00:07:19.000]  很多不同地區的人有福音可聽
[00:07:19.000 --> 00:07:23.000]  聖靈的帶領是很奇妙
[00:07:23.000 --> 00:07:26.000]  是讓人體會到神在其中
[00:07:26.000 --> 00:07:28.000]  引領著他的子民
[00:07:28.000 --> 00:07:32.000]  向著不同的人傳福音
[00:07:32.000 --> 00:07:38.000]  當然不一定是一些很遠的地域上的工作
[00:07:38.000 --> 00:07:39.000]  有時候看到弟兄姊妹
[00:07:39.000 --> 00:07:41.000]  內心有一種很特別的感動
[00:07:41.000 --> 00:07:46.000]  向著某一些弟兄姊妹朋友傳福音
[00:07:46.000 --> 00:07:48.000]  有些老師聽他們分享
[00:07:48.000 --> 00:07:51.000]  他們內心有一種很特別的意象
[00:07:51.000 --> 00:07:53.000]  就是神感動他們
[00:07:53.000 --> 00:07:56.000]  要向某一班學生傳福音
[00:07:56.000 --> 00:07:59.000]  一位姐妹分享她自己的祈禱
[00:07:59.000 --> 00:08:02.000]  她看到她自己的那班學生
[00:08:02.000 --> 00:08:05.000]  很清楚神給她的感動和意象
[00:08:05.000 --> 00:08:06.000]  她的祈禱就是
[00:08:06.000 --> 00:08:12.000]  「神啊,求你將這一班學生都賜給我」
[00:08:12.000 --> 00:08:15.000]  最近教會有一群
[00:08:15.000 --> 00:08:17.000]  我們接觸到一群
[00:08:17.000 --> 00:08:20.000]  是做電車司機的朋友
[00:08:20.000 --> 00:08:22.000]  當然他們的工作時間很特別
[00:08:22.000 --> 00:08:24.000]  需要遷就他們的時間
[00:08:24.000 --> 00:08:27.000]  但他們願意一齊來讀聖經
[00:08:27.000 --> 00:08:29.000]  我們中間有姐妹
[00:08:29.000 --> 00:08:31.000]  感受神給她們的感動
[00:08:31.000 --> 00:08:37.000]  她們就長時間定期幫她們看聖經
[00:08:37.000 --> 00:08:39.000]  我記得一次跟一位孫教士
[00:08:39.000 --> 00:08:42.000]  從我們中間去的一位孫教士聊天
[00:08:42.000 --> 00:08:45.000]  我問他「你怎麼信耶穌的呢?」
[00:08:45.000 --> 00:08:49.000]  他就說「我應該信不了主的了」
[00:08:49.000 --> 00:08:51.000]  因為早期當他在中學生的時候
[00:08:51.000 --> 00:08:54.000]  來到教會參加了初信班
[00:08:54.000 --> 00:08:57.000]  參加了一堂,他就走了
[00:08:57.000 --> 00:09:00.000]  他沒有興趣,也沒有真心信主
[00:09:00.000 --> 00:09:03.000]  但神給那位導師很特別的感動
[00:09:03.000 --> 00:09:05.000]  一直不肯放棄
[00:09:05.000 --> 00:09:07.000]  打過一次,他不理
[00:09:07.000 --> 00:09:08.000]  又再打一次
[00:09:08.000 --> 00:09:10.000]  打了三、四次電話
[00:09:10.000 --> 00:09:14.000]  這位朋友覺得很不好意思
[00:09:14.000 --> 00:09:16.000]  「好吧,我回來了」
[00:09:16.000 --> 00:09:18.000]  他就重新參加栽培班
[00:09:18.000 --> 00:09:22.000]  後來他感覺到神一直幫他明白
[00:09:22.000 --> 00:09:23.000]  然後真心信主
[00:09:23.000 --> 00:09:27.000]  後來守一世,成為了孫教士
[00:09:27.000 --> 00:09:29.000]  我相信當時這位導師也不會知道
[00:09:29.000 --> 00:09:33.000]  這位經常不參加栽培班的
[00:09:33.000 --> 00:09:36.000]  會是一位將來的孫教士
[00:09:36.000 --> 00:09:37.000]  但神一直感動他的心
[00:09:37.000 --> 00:09:41.000]  而他也很願意在當中關心
[00:09:41.000 --> 00:09:44.000]  幫助他,認識主
[00:09:44.000 --> 00:09:45.000]  當時已經提及到
[00:09:45.000 --> 00:09:47.000]  當保羅和西拉
[00:09:47.000 --> 00:09:49.000]  他們去到歐洲的時候
[00:09:49.000 --> 00:09:51.000]  整個孫教的工作
[00:09:51.000 --> 00:09:54.000]  產生很重要的影響
[00:09:54.000 --> 00:09:56.000]  而當時基於一個重要的意象
[00:09:56.000 --> 00:10:00.000]  大家看回剛才第九節
[00:10:00.000 --> 00:10:03.000]  「聖經提到夜間有意象顯給保羅
[00:10:03.000 --> 00:10:04.000]  有人對他說
[00:10:04.000 --> 00:10:08.000]  請你到馬其頓來幫助我們」第十節
[00:10:08.000 --> 00:10:10.000]  「保羅見了這意象
[00:10:10.000 --> 00:10:13.000]  我們就認定是神呼召我們去傳福音
[00:10:13.000 --> 00:10:18.000]  給他們,於是立刻設法前往馬其頓」
[00:10:18.000 --> 00:10:22.000]  保羅在晚上見到意象
[00:10:22.000 --> 00:10:24.000]  然後早上的時候
[00:10:24.000 --> 00:10:27.000]  他和他的弟兄一起討論這件事
[00:10:27.000 --> 00:10:29.000]  他會和他的弟兄姊妹
[00:10:29.000 --> 00:10:32.000]  一起去尋求神的帶領
[00:10:32.000 --> 00:10:34.000]  這裡相信包括了西拉
[00:10:34.000 --> 00:10:39.000]  以及包括了寫這本書信的盧迦醫生
[00:10:39.000 --> 00:10:42.000]  因為你看到他用第一身中數
[00:10:42.000 --> 00:10:45.000]  「我們」來寫這句話
[00:10:45.000 --> 00:10:47.000]  我們一起討論
[00:10:47.000 --> 00:10:50.000]  認定是包含了一種
[00:10:50.000 --> 00:10:53.000]  整合了各方面的印證
[00:10:53.000 --> 00:10:55.000]  神的各方面的引導
[00:10:55.000 --> 00:10:58.000]  而得到一個清楚的確信
[00:10:58.000 --> 00:11:02.000]  就是神呼召我們傳福音給他們
[00:11:02.000 --> 00:11:05.000]  這裡讓我們看到一個很重要的方向
[00:11:05.000 --> 00:11:08.000]  領受意象的過程裡面
[00:11:08.000 --> 00:11:11.000]  會有弟兄姊妹一同的尋求
[00:11:11.000 --> 00:11:13.000]  在整個探索過程
[00:11:13.000 --> 00:11:16.000]  思想到各方面的配合的帶領
[00:11:16.000 --> 00:11:19.000]  而確定給知道神的引導
[00:11:19.000 --> 00:11:21.000]  知道了引導之後
[00:11:21.000 --> 00:11:25.000]  他們就立刻設法前往馬其頓
[00:11:25.000 --> 00:11:28.000]  然後你會看到聖經裡面提到
[00:11:28.000 --> 00:11:31.000]  聖靈一步一步的引導他們
[00:11:31.000 --> 00:11:34.000]  我們常常說聖靈的浪潮
[00:11:34.000 --> 00:11:37.000]  聖靈的引導好像一個浪一樣
[00:11:37.000 --> 00:11:40.000]  我最近有機會去做一件
[00:11:40.000 --> 00:11:42.000]  很多年都沒有做的事情
[00:11:42.000 --> 00:11:44.000]  就是撐艇仔
[00:11:44.000 --> 00:11:46.000]  撐艇仔的時候
[00:11:46.000 --> 00:11:48.000]  在一條河流上面撐
[00:11:48.000 --> 00:11:52.000]  就發覺由上流到下流
[00:11:52.000 --> 00:11:54.000]  大家明白我的意思吧
[00:11:54.000 --> 00:11:56.000]  是很容易的
[00:11:56.000 --> 00:11:59.000]  因為順著潮水去的時候
[00:11:59.000 --> 00:12:02.000]  稍微撥一撥船就會去
[00:12:02.000 --> 00:12:08.000]  這個浪潮帶來了一種力量和方向
[00:12:08.000 --> 00:12:11.000]  聖經提到聖靈的引導
[00:12:11.000 --> 00:12:14.000]  是成為了我們的力量
[00:12:14.000 --> 00:12:16.000]  我們順著聖靈的帶領去做
[00:12:16.000 --> 00:12:18.000]  神要我們做的事情
[00:12:18.000 --> 00:12:22.000]  而更加確實到是神的工作
[00:12:22.000 --> 00:12:25.000]  你看到當保羅他們順著聖靈的帶領去的時候
[00:12:25.000 --> 00:12:28.000]  在下面我們看到一個女底亞
[00:12:28.000 --> 00:12:30.000]  這個人物信耶穌
[00:12:30.000 --> 00:12:31.000]  我們不詳細說
[00:12:31.000 --> 00:12:33.000]  但大家會知道這個人
[00:12:33.000 --> 00:12:35.000]  當他聽到保羅所說的時候
[00:12:35.000 --> 00:12:37.000]  他有一種特別的反應
[00:12:37.000 --> 00:12:39.000]  大家看看聖經
[00:12:39.000 --> 00:12:41.000]  在第十四節
[00:12:41.000 --> 00:12:45.000]  有一位敬畏神的婦女名叫女底亞
[00:12:45.000 --> 00:12:47.000]  是推亞推拉城
[00:12:47.000 --> 00:12:49.000]  賣紫色布的商人
[00:12:49.000 --> 00:12:51.000]  她一直在聽
[00:12:51.000 --> 00:12:53.000]  主開啟她的心
[00:12:53.000 --> 00:12:56.000]  使她留心聽保羅所說的
[00:12:56.000 --> 00:13:00.000]  聖靈引導著讓她的心被開啟
[00:13:00.000 --> 00:13:04.000]  所以她很留心地聽保羅所說
[00:13:04.000 --> 00:13:06.000]  當然是聖靈的工作
[00:13:06.000 --> 00:13:08.000]  她才能夠聽得進去
[00:13:08.000 --> 00:13:10.000]  但同時你會留意到
[00:13:10.000 --> 00:13:13.000]  上帝的心是要用人
[00:13:13.000 --> 00:13:16.000]  成為福音的媒介
[00:13:16.000 --> 00:13:19.000]  聖靈不要直接叫她信耶穌
[00:13:19.000 --> 00:13:23.000]  但要她留心聽福音的傳講
[00:13:23.000 --> 00:13:25.000]  以致她能夠相信
[00:13:25.000 --> 00:13:27.000]  在過程當中
[00:13:27.000 --> 00:13:29.000]  聖靈也藉著保羅
[00:13:29.000 --> 00:13:31.000]  藉著人所作的工作
[00:13:31.000 --> 00:13:34.000]  而引領她來信教主
[00:13:34.000 --> 00:13:36.000]  過了這一浪之後
[00:13:36.000 --> 00:13:38.000]  你會看到第二浪出現
[00:13:38.000 --> 00:13:41.000]  在下面你會看到保羅和西拉
[00:13:41.000 --> 00:13:44.000]  有一個被鬼附的婢女
[00:13:44.000 --> 00:13:46.000]  一直跟隨他們
[00:13:46.000 --> 00:13:49.000]  後來她將鬼趕出來
[00:13:49.000 --> 00:13:51.000]  這一浪接著另一浪
[00:13:51.000 --> 00:13:56.000]  但第二浪似乎是一些很洶湧的大浪
[00:13:56.000 --> 00:13:57.000]  很洶湧的大浪
[00:13:57.000 --> 00:13:59.000]  這件事令到人們
[00:13:59.000 --> 00:14:02.000]  被當時的官府脫了衣服
[00:14:02.000 --> 00:14:04.000]  用棍打
[00:14:04.000 --> 00:14:07.000]  甚至大家知道他們後來坐牢
[00:14:07.000 --> 00:14:08.000]  在坐牢的時候
[00:14:08.000 --> 00:14:10.000]  他們受了很大的傷害
[00:14:10.000 --> 00:14:11.000]  但大家一路讀聖經的時候
[00:14:11.000 --> 00:14:15.000]  會留意到他們不害怕
[00:14:15.000 --> 00:14:16.000]  他們並不害怕
[00:14:16.000 --> 00:14:18.000]  很清楚知道是聖靈的引導
[00:14:18.000 --> 00:14:21.000]  也相信神的掌管
[00:14:21.000 --> 00:14:26.000]  因此他們就順著聖靈這個浪
[00:14:26.000 --> 00:14:28.000]  順著神的帶領
[00:14:28.000 --> 00:14:31.000]  順服在當中
[00:14:31.000 --> 00:14:34.000]  我記得我曾經跟你們分享過一件事情
[00:14:34.000 --> 00:14:35.000]  我簡單說就是
[00:14:35.000 --> 00:14:38.000]  很多年之前在中國
[00:14:38.000 --> 00:14:41.000]  在內地有文化大革命
[00:14:41.000 --> 00:14:44.000]  當時一位青年教徒
[00:14:44.000 --> 00:14:46.000]  被人看中了
[00:14:46.000 --> 00:14:50.000]  就挑選他進入當時的重點大學
[00:14:50.000 --> 00:14:52.000]  在過程裡面
[00:14:52.000 --> 00:14:54.000]  當地的學生和老師
[00:14:54.000 --> 00:14:57.000]  看到這個學生品行兼優
[00:14:57.000 --> 00:15:01.000]  因此他們就邀請他成為了紅衛兵
[00:15:01.000 --> 00:15:02.000]  入黨
[00:15:02.000 --> 00:15:06.000]  因為當時是一個很光明的一件事情
[00:15:06.000 --> 00:15:09.000]  但這位學生多次拒絕老師
[00:15:09.000 --> 00:15:11.000]  他說我不想做
[00:15:11.000 --> 00:15:14.000]  有一次在一個公開的活動裡面
[00:15:14.000 --> 00:15:17.000]  老師就提出
[00:15:17.000 --> 00:15:18.000]  有幾位學生
[00:15:18.000 --> 00:15:20.000]  是他們來公開表揚
[00:15:20.000 --> 00:15:23.000]  也都是接受他們進入紅衛兵
[00:15:23.000 --> 00:15:26.000]  進入當時的黨裡面
[00:15:26.000 --> 00:15:30.000]  但這位女學生
[00:15:30.000 --> 00:15:32.000]  當她站出來的時候
[00:15:32.000 --> 00:15:36.000]  一方面她多謝老師們對她的鼓勵
[00:15:36.000 --> 00:15:40.000]  但接著她就坦誠地說出來
[00:15:40.000 --> 00:15:42.000]  她說各位老師同學
[00:15:42.000 --> 00:15:45.000]  我自己是一個基督徒
[00:15:45.000 --> 00:15:48.000]  我不可以做紅衛兵
[00:15:48.000 --> 00:15:51.000]  我也不會加入黨
[00:15:51.000 --> 00:15:54.000]  因為我相信天地有一位上帝
[00:15:54.000 --> 00:15:57.000]  主耶穌是我的救主
[00:15:57.000 --> 00:16:00.000]  當她這樣公開說的時候
[00:16:00.000 --> 00:16:03.000]  整群的老師學生都很驚訝
[00:16:03.000 --> 00:16:06.000]  當然大家可以想像之後的後果
[00:16:06.000 --> 00:16:09.000]  這位學生被老師們
[00:16:09.000 --> 00:16:12.000]  有很多很多的指罵傷害
[00:16:12.000 --> 00:16:15.000]  甚至是威脅不讓他再讀書
[00:16:15.000 --> 00:16:17.000]  後來經過一段時間的探討
[00:16:17.000 --> 00:16:18.000]  他們讓他再讀
[00:16:18.000 --> 00:16:21.000]  但不讓他畢業
[00:16:21.000 --> 00:16:24.000]  但這件事情之後
[00:16:24.000 --> 00:16:27.000]  在學校裡面有很多同學
[00:16:27.000 --> 00:16:29.000]  很欣賞這位學生
[00:16:29.000 --> 00:16:32.000]  他們也很想認識究竟耶穌是誰
[00:16:32.000 --> 00:16:35.000]  因此很多同學私下找他聊天
[00:16:35.000 --> 00:16:37.000]  問及他耶穌的事情
[00:16:37.000 --> 00:16:40.000]  因此很多人因為他信主
[00:16:40.000 --> 00:16:43.000]  畢業之後他不能去正規的學校教書
[00:16:43.000 --> 00:16:46.000]  但他去一些農村裡面教英文
[00:16:46.000 --> 00:16:47.000]  但因為這樣
[00:16:47.000 --> 00:16:50.000]  他成為了半個自由的傳道
[00:16:50.000 --> 00:16:52.000]  去到不同的地方
[00:16:52.000 --> 00:16:54.000]  兼顧以前的同學
[00:16:54.000 --> 00:16:56.000]  也去到一些地方
[00:16:56.000 --> 00:16:57.000]  可以將主的福音
[00:16:57.000 --> 00:17:01.000]  告訴當時很多人來認識
[00:17:01.000 --> 00:17:05.000]  頂智慧當我們聽到很多不同的見證的時候
[00:17:05.000 --> 00:17:07.000]  都會體會一件事情
[00:17:07.000 --> 00:17:09.000]  當人知道上帝給我意象
[00:17:09.000 --> 00:17:11.000]  我順著意象去
[00:17:11.000 --> 00:17:15.000]  期間會遇到很多的困難
[00:17:15.000 --> 00:17:17.000]  但人不害怕的時候
[00:17:17.000 --> 00:17:21.000]  他就進入聖明的浪潮裡面
[00:17:21.000 --> 00:17:23.000]  而見到神的工作
[00:17:23.000 --> 00:17:25.000]  見到神很奇妙的作為
[00:17:25.000 --> 00:17:27.000]  彰顯出來
[00:17:27.000 --> 00:17:29.000]  你看到保羅和西拉
[00:17:29.000 --> 00:17:33.000]  他們不擔心自己的安危
[00:17:33.000 --> 00:17:34.000]  不會只是關心到
[00:17:34.000 --> 00:17:37.000]  何時可以離開這個監牢呢
[00:17:37.000 --> 00:17:38.000]  你會留意到當時
[00:17:38.000 --> 00:17:40.000]  大家知道地震
[00:17:40.000 --> 00:17:42.000]  監門打開鎖鏈斷開的時候
[00:17:42.000 --> 00:17:46.000]  如果你在這個監牢裡面
[00:17:46.000 --> 00:17:48.000]  可能我們大概都會
[00:17:48.000 --> 00:17:50.000]  上帝釋放我們了
[00:17:50.000 --> 00:17:52.000]  快點走
[00:17:52.000 --> 00:17:55.000]  那個獄長在外面
[00:17:55.000 --> 00:17:56.000]  要走另一邊
[00:17:56.000 --> 00:17:58.000]  不要讓他看見
[00:17:58.000 --> 00:18:00.000]  當人很擔心自己的安危
[00:18:00.000 --> 00:18:04.000]  全心只顧著自己的安全的時候
[00:18:04.000 --> 00:18:07.000]  他就會想到走
[00:18:07.000 --> 00:18:09.000]  但他們不害怕
[00:18:09.000 --> 00:18:12.000]  知道整件事情在神的掌管當中
[00:18:12.000 --> 00:18:17.000]  他們可以留心神的工作
[00:18:17.000 --> 00:18:19.000]  留心著神的工作
[00:18:19.000 --> 00:18:22.000]  他們就配合在其中
[00:18:22.000 --> 00:18:25.000]  他們留意到一個玉利
[00:18:25.000 --> 00:18:28.000]  在外面想自殺
[00:18:28.000 --> 00:18:30.000]  其實我們都不是太明白
[00:18:30.000 --> 00:18:32.000]  當時應該是黑漆漆的
[00:18:32.000 --> 00:18:34.000]  到處沒有光
[00:18:34.000 --> 00:18:35.000]  他們為何會見到玉利
[00:18:35.000 --> 00:18:37.000]  在那裡想自殺呢
[00:18:37.000 --> 00:18:39.000]  是不是把刀閃閃
[00:18:39.000 --> 00:18:40.000]  閃亮反光
[00:18:40.000 --> 00:18:42.000]  所以他們見到呢
[00:18:42.000 --> 00:18:44.000]  我們未必很肯定
[00:18:44.000 --> 00:18:46.000]  但保羅知道就大聲說
[00:18:46.000 --> 00:18:48.000]  你不要殺自己
[00:18:48.000 --> 00:18:49.000]  不要傷害自己
[00:18:49.000 --> 00:18:51.000]  我們都在這裡
[00:18:51.000 --> 00:18:55.000]  然後聖靈在其中作弓
[00:18:55.000 --> 00:18:58.000]  當這個玉利
[00:18:58.000 --> 00:19:02.000]  他見到有人這樣跟你說的時候
[00:19:02.000 --> 00:19:04.000]  他就主動問保羅
[00:19:04.000 --> 00:19:06.000]  他說先生
[00:19:06.000 --> 00:19:10.000]  我們應該做什麼才可以得救
[00:19:10.000 --> 00:19:13.000]  聖靈在當中很奇妙的工作
[00:19:13.000 --> 00:19:15.000]  然後他這位玉利
[00:19:15.000 --> 00:19:16.000]  在當時順處
[00:19:16.000 --> 00:19:19.000]  聖經說他們後來全家都順處
[00:19:19.000 --> 00:19:21.000]  然後你看到
[00:19:21.000 --> 00:19:23.000]  在其後
[00:19:23.000 --> 00:19:25.000]  這個生命
[00:19:25.000 --> 00:19:26.000]  相信在整個菲律賓地區
[00:19:26.000 --> 00:19:29.000]  產生很重要的福音影響
[00:19:29.000 --> 00:19:31.000]  各位弟兄姊妹
[00:19:31.000 --> 00:19:32.000]  我們讀這段經文
[00:19:32.000 --> 00:19:34.000]  大家以前都讀過
[00:19:34.000 --> 00:19:36.000]  所以看到一件事實就是
