
[00:00:00.000 --> 00:00:02.960]  不僅停留在猶太人這個群體裡
[00:01:45.400 --> 00:01:47.040]  他知道有人想
[00:01:47.040 --> 00:01:50.040]  敵人想去謀害殺害他
[00:01:50.040 --> 00:01:52.760]  所以他改變了一條原本的路
[00:01:52.760 --> 00:01:54.320]  轉了另一條的路
[00:01:54.320 --> 00:01:55.600]  去到耶路撒冷
[00:01:55.720 --> 00:01:57.360]  但在當中發生了一件事
[00:01:57.360 --> 00:02:00.840]  一件頗為重要的事
[00:02:00.840 --> 00:02:02.800]  就是他叫尤推古
[00:02:02.800 --> 00:02:04.360]  一個少年人去復活
[00:02:04.360 --> 00:02:07.400]  經過這件事之後
[00:02:07.400 --> 00:02:09.760]  接著他就再從不同的路
[00:02:09.760 --> 00:02:11.440]  回去耶路撒冷的地方
[00:02:11.440 --> 00:02:12.400]  過五旬節
[00:02:12.400 --> 00:02:14.280]  就是這個節期
[00:02:14.280 --> 00:02:16.880]  20章1至16節
[00:02:16.880 --> 00:02:18.280]  大約就是說了這件事
[00:02:18.280 --> 00:02:19.640]  現在我們再仔細去看看
[00:02:19.640 --> 00:02:21.440]  究竟在路加的筆下
[00:02:21.440 --> 00:02:24.040]  如何描述這個行程和事件
[00:02:25.440 --> 00:02:30.040]  保羅開始在爾忽所亂定之後
[00:02:30.040 --> 00:02:31.560]  他就離開了爾忽所
[00:02:31.560 --> 00:02:33.720]  不過在保羅的一生裡面
[00:02:33.720 --> 00:02:35.920]  基本上他都再沒有再踏足
[00:02:35.920 --> 00:02:37.240]  再回去爾忽所
[00:02:37.240 --> 00:02:39.240]  這個境內的地方
[00:02:39.240 --> 00:02:43.400]  之後他到了馬其頓的一個地方裡面
[00:02:43.400 --> 00:02:45.600]  提多也到了
[00:02:45.600 --> 00:02:46.880]  提多到了之後
[00:02:46.880 --> 00:02:51.200]  就報告了當地教會的一些情況
[00:02:51.200 --> 00:02:52.360]  和一些消息
[00:02:52.360 --> 00:02:54.200]  提多也帶來了好消息
[00:02:54.200 --> 00:02:57.640]  就是說經過了一些動亂之後
[00:02:57.640 --> 00:03:00.160]  教會基本上都可以繼續
[00:03:00.160 --> 00:03:02.720]  可以很穩定地去成長
[00:03:02.720 --> 00:03:04.320]  繼續去發展
[00:03:04.320 --> 00:03:08.600]  保羅那個可以說是忐忑的心情
[00:03:08.600 --> 00:03:12.800]  也都得到一些稍微的安頓和平息
[00:03:12.800 --> 00:03:14.680]  路加繼續去描述
[00:03:14.680 --> 00:03:16.880]  保羅在馬其頓的事故
[00:03:16.880 --> 00:03:20.440]  保羅在這裡探訪當地的教會
[00:03:20.440 --> 00:03:24.680]  之後保羅就轉了去希臘一個地方裡面
[00:03:24.680 --> 00:03:27.880]  當時保羅留在哥倫多的地方住了三個月
[00:03:27.880 --> 00:03:29.040]  他原來的計劃
[00:03:29.040 --> 00:03:31.240]  本來在春天的時候
[00:03:31.240 --> 00:03:37.640]  從海路回去耶路撒冷這個地方
[00:03:37.640 --> 00:03:41.120]  但是因為他知道有敵人去謀害他
[00:03:41.120 --> 00:03:43.880]  所以他轉了另一條的路
[00:03:43.880 --> 00:03:46.240]  接著就講到
[00:03:46.240 --> 00:03:48.040]  在第四節裡面就講到
[00:03:48.040 --> 00:03:50.720]  保羅在這個行程裡面開了很多同工
[00:03:50.720 --> 00:03:53.280]  和他同行的同工
[00:03:53.280 --> 00:03:55.240]  有很多不同的同工和他一起
[00:03:55.240 --> 00:03:56.200]  根據估計
[00:03:56.200 --> 00:03:59.200]  因為當時在耶路撒冷教會
[00:03:59.200 --> 00:04:02.360]  有些實際上經濟上的需要
[00:04:02.360 --> 00:04:06.680]  所以在不同地方裡面就發起了一個行動
[00:04:06.680 --> 00:04:09.800]  就是為了耶路撒冷教會的需要而奉獻
[00:04:09.800 --> 00:04:12.360]  所以有很多教會籌集了奉獻之後
[00:04:12.360 --> 00:04:14.120]  就可能派一些代表
[00:04:14.120 --> 00:04:17.480]  和保羅帶這些奉獻
[00:04:17.480 --> 00:04:20.200]  一起回去耶路撒冷這個地方
[00:04:20.200 --> 00:04:23.040]  在這個過程當中
[00:04:23.040 --> 00:04:25.120]  保羅的一些同伴不知道為什麼
[00:04:25.120 --> 00:04:26.120]  先動身
[00:04:26.120 --> 00:04:28.480]  先去到特羅亞地方
[00:04:28.480 --> 00:04:29.560]  等候其餘的人
[00:04:29.560 --> 00:04:31.360]  這裡路加沒有講原因
[00:04:31.360 --> 00:04:38.440]  不過有可能他們先去到特羅亞地方
[00:04:38.440 --> 00:04:40.080]  做一些準備的功夫
[00:04:40.080 --> 00:04:42.640]  以致隨後來到的人
[00:04:42.640 --> 00:04:48.200]  能夠工作更加順利
[00:04:48.200 --> 00:04:53.240]  也可能因為保羅想在菲律賓這個地方
[00:04:53.240 --> 00:04:56.440]  和菲律賓的信徒一同慶祝如意節
[00:04:56.440 --> 00:04:59.400]  這個如意節其實是紀念上帝的拯救
[00:04:59.400 --> 00:05:01.920]  在初期教會已經轉化了
[00:05:01.920 --> 00:05:08.560]  可以成為紀念耶穌的受死和復活的日子
[00:05:08.560 --> 00:05:13.080]  在特羅亞這個地方門道
[00:05:13.080 --> 00:05:14.240]  在七天的第一天
[00:05:14.240 --> 00:05:15.400]  一起聚集
[00:05:15.400 --> 00:05:16.760]  一起抹餅
[00:05:16.760 --> 00:05:20.800]  然後就去聽保羅臨別的一些講話
[00:05:20.800 --> 00:05:23.320]  抹餅這個字在《少林傳》裡面
[00:05:23.320 --> 00:05:26.440]  可以說是一個特別的用法
[00:05:26.440 --> 00:05:30.800]  是代表著一起去守主餐
[00:05:30.800 --> 00:05:33.720]  藉著這個行動去表明
[00:05:33.720 --> 00:05:35.680]  我們是一群屬於耶穌的人
[00:05:35.680 --> 00:05:39.240]  一同同心的去跟從耶穌的一群人
[00:05:39.240 --> 00:05:43.160]  極有可能這個聚日子是在星期六的黃昏
[00:05:43.160 --> 00:05:45.760]  在當時來說星期六的黃昏
[00:05:45.760 --> 00:05:48.320]  就已經是日落第一天的開始
[00:05:48.320 --> 00:05:51.240]  就在黃昏裡面
[00:05:51.240 --> 00:05:53.320]  保羅和一群信徒去聚集
[00:05:53.320 --> 00:05:56.080]  然後他想在星期日的早上
[00:05:56.080 --> 00:05:59.400]  就開始出發他的行程
[00:05:59.400 --> 00:06:00.640]  保羅對教會的講道
[00:06:00.640 --> 00:06:02.520]  或者對信徒的講道一路說
[00:06:02.520 --> 00:06:03.840]  說了很長
[00:06:03.840 --> 00:06:05.520]  現在我們很難去想像
[00:06:05.520 --> 00:06:09.280]  我們現在崇拜也很有時間規限
[00:06:09.280 --> 00:06:11.200]  某程度上有時間壓力
[00:06:11.200 --> 00:06:12.360]  說完了
[00:06:12.360 --> 00:06:14.360]  就是定了一個時間
[00:06:14.360 --> 00:06:15.480]  就完了
[00:06:15.480 --> 00:06:16.600]  不能太長
[00:06:16.600 --> 00:06:18.640]  信徒可能說這麼長
[00:06:18.640 --> 00:06:20.480]  可能會睡覺
[00:06:20.480 --> 00:06:22.040]  就是沒有精神
[00:06:22.040 --> 00:06:23.520]  但是在初期教會
[00:06:23.520 --> 00:06:25.240]  那個情況不是這樣
[00:06:25.240 --> 00:06:27.400]  因為可能聚會的機會
[00:06:27.400 --> 00:06:29.600]  未必是經常這麼多
[00:06:29.600 --> 00:06:31.880]  也可能未必經常有人去講道
[00:06:31.880 --> 00:06:33.920]  所以當保羅去講道的時候
[00:06:33.920 --> 00:06:35.200]  可能講完之後
[00:06:35.200 --> 00:06:36.400]  會繼續叫你講
[00:06:36.400 --> 00:06:38.080]  講完之後你繼續講
[00:06:38.080 --> 00:06:39.160]  這個情況
[00:06:39.160 --> 00:06:40.920]  其實可能大家沒有經歷過
[00:06:40.920 --> 00:06:42.280]  在中國教會
[00:06:42.280 --> 00:06:43.320]  在農村教會
[00:06:43.320 --> 00:06:45.360]  有些傳遞到的時候
[00:06:45.360 --> 00:06:47.160]  這些情況是經常出現的
[00:06:47.160 --> 00:06:48.000]  就是來到之後
[00:06:48.000 --> 00:06:49.160]  講完之後
[00:06:49.160 --> 00:06:49.960]  還沒完
[00:06:49.960 --> 00:06:51.360]  請繼續講
[00:06:51.360 --> 00:06:53.320]  一講就講了很長的時間
[00:06:53.320 --> 00:06:54.480]  就好像現在保羅一樣
[00:06:54.480 --> 00:06:56.080]  一講就講了很長的時間
[00:06:56.080 --> 00:06:57.480]  直到半夜
[00:06:57.480 --> 00:07:01.880]  就是這個時間
[00:07:01.880 --> 00:07:04.720]  就在這個時候
[00:07:04.720 --> 00:07:06.800]  有一個少年人遊推古
[00:07:06.800 --> 00:07:07.960]  基本上
[00:07:07.960 --> 00:07:08.960]  就是說這個少年人
[00:07:08.960 --> 00:07:10.640]  可能在八至十四歲
[00:07:10.640 --> 00:07:13.520]  這一段時間裡面
[00:07:13.520 --> 00:07:14.840]  因為傳統認為
[00:07:14.840 --> 00:07:17.320]  少年人都在八至十四歲當中
[00:07:17.320 --> 00:07:19.240]  聚會的時間很長
[00:07:19.240 --> 00:07:21.720]  環境當然也沒有我們那麼好
[00:07:21.720 --> 00:07:23.200]  沒有冷氣
[00:07:23.200 --> 00:07:24.960]  當時點了油燈
[00:07:24.960 --> 00:07:28.080]  所以可能在一個很悶熱的房間裡面
[00:07:28.080 --> 00:07:30.000]  也講道講得很長
[00:07:30.000 --> 00:07:32.520]  所以這個少年人遊推古
[00:07:32.520 --> 00:07:34.640]  可能一時睡著了
[00:07:34.640 --> 00:07:37.360]  就從三樓的地方掉下來
[00:07:37.360 --> 00:07:39.200]  路加記載
[00:07:39.200 --> 00:07:41.160]  他已經死了
[00:07:41.160 --> 00:07:43.160]  接著保羅到達的時候就說
[00:07:43.160 --> 00:07:44.240]  大家不用擔心
[00:07:44.240 --> 00:07:47.160]  他的靈魂還在他的身上
[00:07:47.160 --> 00:07:49.200]  保羅其實在這裡說
[00:07:49.200 --> 00:07:50.680]  一個情況
[00:07:50.680 --> 00:07:52.640]  是他死了之後
[00:07:52.640 --> 00:07:53.960]  上帝會醫治他
[00:07:53.960 --> 00:07:56.040]  就是讓他從死裡復活
[00:07:56.040 --> 00:07:58.160]  其實保羅的意思是這樣
[00:07:58.160 --> 00:08:01.800]  其實路加記載這個神蹟
[00:08:01.800 --> 00:08:03.160]  其實是有一個心意
[00:08:03.160 --> 00:08:04.440]  大家去看聖經的時候
[00:08:04.440 --> 00:08:07.480]  不要以為聖經的作者
[00:08:07.480 --> 00:08:10.120]  是隨意去寫一些東西出來
[00:08:10.120 --> 00:08:10.960]  不是的
[00:08:10.960 --> 00:08:14.560]  是經過很精心的安排
[00:08:14.560 --> 00:08:16.120]  所以在這裡記載
[00:08:16.120 --> 00:08:21.400]  保羅將一個已死的人復活
[00:08:21.400 --> 00:08:24.840]  其實有一個很大的心意在裡面
[00:08:24.840 --> 00:08:29.520]  是和彼得在上人傳之前
[00:08:29.520 --> 00:08:32.840]  彼得也曾經將一個死人
[00:08:32.840 --> 00:08:34.240]  就是一個已經死的人
[00:08:34.240 --> 00:08:35.560]  從死裡復活
[00:08:35.560 --> 00:08:37.680]  透過他們行這個神蹟
[00:08:37.680 --> 00:08:41.360]  去顯明他們所傳的福音是真實的
[00:08:41.360 --> 00:08:44.160]  耶穌從死裡復活是真實的
[00:08:44.160 --> 00:08:46.360]  所以在這裡記載保羅
[00:08:46.360 --> 00:08:48.440]  也行這個神蹟
[00:08:48.440 --> 00:08:50.440]  其實也代表著
[00:08:50.440 --> 00:08:53.360]  救恩不單止臨到猶太人
[00:08:53.360 --> 00:08:56.720]  也臨到外邦世上每一個人
[00:08:56.720 --> 00:08:57.640]  藉著這個神蹟
[00:08:57.640 --> 00:08:58.840]  顯明上帝的恩典
[00:08:58.840 --> 00:09:00.920]  不單止臨到猶太人身上
[00:09:00.920 --> 00:09:04.720]  也顯明了保羅所傳給外邦人的福音
[00:09:04.720 --> 00:09:06.320]  和傳給猶太人的福音
[00:09:06.320 --> 00:09:08.000]  同樣都一樣是真實的
[00:09:08.000 --> 00:09:10.400]  是一個的福音
[00:09:10.400 --> 00:09:12.320]  接著講到保羅在抹餅
[00:09:12.320 --> 00:09:12.920]  這樣就完結了
[00:09:12.920 --> 00:09:17.520]  之後這個少年人實在已經活了
[00:09:17.520 --> 00:09:19.720]  大家就得到一個安慰
[00:09:19.720 --> 00:09:21.040]  雖然有另一個解釋
[00:09:21.040 --> 00:09:25.680]  就是說其實這個少年人是沒有死的
[00:09:25.680 --> 00:09:28.960]  不過從三樓跌下來也死不了
[00:09:28.960 --> 00:09:31.120]  這也是神大能的保守
[00:09:31.120 --> 00:09:32.960]  這也是一個神蹟
[00:09:32.960 --> 00:09:35.000]  當然這也是一個理解
[00:09:35.000 --> 00:09:37.240]  但是我相信從上下文去講
[00:09:37.240 --> 00:09:39.920]  路加應該是講到這個少年人已經死了
[00:09:39.920 --> 00:09:43.840]  是保羅將他從死裡
[00:09:43.840 --> 00:09:45.240]  藉著上帝的能力
[00:09:45.240 --> 00:09:48.040]  從死裡拯救他過來
[00:09:48.040 --> 00:09:49.480]  跟著這個神蹟之後
[00:09:49.480 --> 00:09:52.080]  保羅繼續上路了
[00:09:52.080 --> 00:09:54.640]  路加也講到在這個時候
[00:09:54.640 --> 00:09:57.000]  保羅的同伴分開兩部分
[00:09:57.000 --> 00:10:00.800]  有些人就去到海路
[00:10:00.800 --> 00:10:02.920]  就是去到一個亞述的地方
[00:10:02.920 --> 00:10:06.600]  保羅接著從陸路去到同一個地方
[00:10:06.600 --> 00:10:08.320]  接著去到同一個地方之後
[00:10:08.320 --> 00:10:15.000]  保羅就從最後去到米利都
[00:10:15.000 --> 00:10:16.520]  這個地方就停了下來
[00:10:16.520 --> 00:10:17.400]  就在米利都的時候
[00:10:17.400 --> 00:10:20.120]  他就叫一班長老來到
[00:10:20.120 --> 00:10:22.200]  接著就講他的臨別
[00:10:22.200 --> 00:10:25.920]  就是叫爾弗所爹爹的長老來到這個地方
[00:10:25.920 --> 00:10:30.120]  他就去講出他的臨別陣言
[00:10:30.120 --> 00:10:33.000]  短短的經文去到十六節
[00:10:33.000 --> 00:10:34.720]  就是講到保羅最後
[00:10:34.720 --> 00:10:38.360]  就是希望趕在五秦節的時候
[00:10:38.360 --> 00:10:40.280]  去到耶路撒冷這個地方
[00:10:40.280 --> 00:10:42.840]  去過這個節期
[00:10:42.840 --> 00:10:44.880]  五長的經文
[00:10:44.880 --> 00:10:45.680]  在這段經文裡面
[00:10:45.680 --> 00:10:49.000]  究竟我們可以學到什麼呢
[00:10:49.000 --> 00:10:52.320]  第一就是在這裡很強調
[00:10:52.320 --> 00:10:58.560]  耶穌復活的大能
[00:10:58.560 --> 00:11:01.040]  在紀念耶穌復活的日子
[00:11:01.040 --> 00:11:02.960]  就是這個雨節的時候
[00:11:02.960 --> 00:11:06.160]  紀念耶穌從死裡面復活的日子
[00:11:06.160 --> 00:11:09.120]  保羅藉著這個少年人
[00:11:09.120 --> 00:11:11.760]  從死裡面復活的經歷
[00:11:11.760 --> 00:11:15.960]  去證明耶穌的復活是真實的
[00:11:15.960 --> 00:11:19.640]  耶穌的復活能力也是真實的
[00:11:19.640 --> 00:11:20.760]  也可以這麼說
[00:11:20.760 --> 00:11:23.440]  保羅藉著這個事件裡面
[00:11:23.440 --> 00:11:25.800]  去講出在講道當中
[00:11:25.800 --> 00:11:28.360]  所說的相信耶穌
[00:11:28.360 --> 00:11:30.160]  跟從耶穌的盼望
[00:11:30.160 --> 00:11:32.720]  如今很具體的實踐
[00:11:32.720 --> 00:11:34.280]  已經在少年人
[00:11:34.280 --> 00:11:37.320]  游推古的身上的依字當中
[00:11:37.320 --> 00:11:38.800]  被彰顯出來
[00:11:38.800 --> 00:11:39.640]  可以這麼說
[00:11:39.640 --> 00:11:40.400]  在游推古
[00:11:40.400 --> 00:11:43.520]  從死裡面復活的事件裡面
[00:11:43.520 --> 00:11:44.960]  去證明保羅
[00:11:44.960 --> 00:11:45.920]  去宣講
[00:11:45.920 --> 00:11:47.720]  耶穌已經從死裡復活
[00:11:47.720 --> 00:11:51.760]  這件事是完全的真實
[00:11:51.760 --> 00:11:54.680]  不知道大家有沒有留意
[00:11:54.680 --> 00:11:57.440]  在基督教的圈子裡面
[00:11:57.440 --> 00:12:00.880]  十字架都有很多不同的品種
[00:12:00.880 --> 00:12:02.320]  大家有沒有留意
[00:12:02.320 --> 00:12:03.880]  在基督教的書局
[00:12:03.880 --> 00:12:06.000]  有很多不同的形式
[00:12:06.000 --> 00:12:09.360]  當然有很多資訊的東西
[00:12:09.360 --> 00:12:10.480]  就不說了
[00:12:10.480 --> 00:12:13.520]  我家裡也掛了三個十字架
[00:12:13.520 --> 00:12:15.560]  紀念耶穌被釘十字架
[00:12:15.560 --> 00:12:16.680]  就有三個十字架
[00:12:16.680 --> 00:12:19.680]  挺有意思的
[00:12:19.680 --> 00:12:21.600]  其中有一個很大的分別
[00:12:21.600 --> 00:12:22.640]  有些十字架
[00:12:22.640 --> 00:12:25.040]  就是耶穌被釘在上面
[00:12:25.040 --> 00:12:26.480]  如果大家留意
[00:12:26.480 --> 00:12:28.560]  就是耶穌被釘在十字架上面
[00:12:28.560 --> 00:12:31.080]  就是整個裝飾
[00:12:31.080 --> 00:12:32.680]  有些十字架
[00:12:32.680 --> 00:12:34.400]  大部分的十字架
[00:12:34.400 --> 00:12:35.680]  就好像我們教會一樣
[00:12:35.680 --> 00:12:37.840]  一般教會的十字架
[00:12:37.840 --> 00:12:39.840]  就是一個十字架
[00:12:39.840 --> 00:12:44.240]  其實是有分別的
[00:12:44.240 --> 00:12:45.400]  一個十字架
[00:12:45.400 --> 00:12:47.240]  就是耶穌還釘在上面的時候
[00:12:47.240 --> 00:12:49.040]  是代表著上帝
[00:12:49.040 --> 00:12:50.640]  是強調上帝的愛
[00:12:50.640 --> 00:12:51.960]  上帝藉著耶穌
[00:12:51.960 --> 00:12:53.520]  被釘在十字架上面
[00:12:53.520 --> 00:12:55.480]  顯明祂對我們的愛
[00:12:55.480 --> 00:12:57.040]  所以如果我們說
[00:12:57.040 --> 00:13:00.960]  你信耶穌信錯了
[00:13:00.960 --> 00:13:02.680]  耶穌不是釘在十字架上面
[00:13:02.680 --> 00:13:03.960]  祂已經復活了
[00:13:03.960 --> 00:13:06.240]  我們這樣的理解是錯的
[00:13:06.240 --> 00:13:09.760]  其實如果一個這樣的裝飾
[00:13:09.760 --> 00:13:11.320]  耶穌被釘在十字架上面
[00:13:11.320 --> 00:13:12.800]  是強調一樣東西
[00:13:12.800 --> 00:13:14.640]  是上帝的愛
[00:13:14.640 --> 00:13:16.320]  同樣都是上帝的恩典
[00:13:16.320 --> 00:13:18.680]  上帝藉著耶穌
[00:13:18.680 --> 00:13:19.840]  被釘在十字架上面
[00:13:19.840 --> 00:13:22.160]  顯明愛我們這份熱心
[00:13:22.160 --> 00:13:24.760]  如果是耶穌
[00:13:24.760 --> 00:13:26.400]  一個十字架空蕩蕩
[00:13:26.400 --> 00:13:28.600]  一個十字架強調什麼呢
[00:13:28.600 --> 00:13:32.200]  是強調耶穌已經從死裡復活
[00:13:32.200 --> 00:13:34.360]  耶穌已經從死裡復活
[00:13:34.360 --> 00:13:37.840]  顯明了上帝拯救的大能
[00:13:37.840 --> 00:13:39.800]  耶穌的復活是顯明了什麼呢
[00:13:39.800 --> 00:13:40.880]  最少有三方面
[00:13:40.880 --> 00:13:43.640]  第一,福音是真實的
[00:13:43.640 --> 00:13:45.000]  耶穌說
[00:13:45.000 --> 00:13:46.280]  你來到地上
[00:13:46.280 --> 00:13:47.280]  天國近了
[00:13:47.280 --> 00:13:48.960]  你們應當悔改
[00:13:48.960 --> 00:13:51.400]  上帝的審判近了
[00:13:51.400 --> 00:13:52.720]  耶穌的復活顯明了
[00:13:52.720 --> 00:13:56.360]  上帝對人間每一個人的審判是真實的
[00:13:56.360 --> 00:13:57.200]  所以我們每一個人
[00:13:57.200 --> 00:14:00.320]  都要在上帝面前悔改
[00:14:00.320 --> 00:14:01.120]  耶穌的復活
[00:14:01.120 --> 00:14:02.040]  第二方面顯明了
[00:14:02.040 --> 00:14:04.000]  我們有永生的盼望
[00:14:04.000 --> 00:14:05.840]  我們一群願意跟從耶穌的人
[00:14:05.840 --> 00:14:06.720]  我們的目的
[00:14:06.720 --> 00:14:08.160]  我們人生的目標
[00:14:08.160 --> 00:14:10.560]  不是在死亡
[00:14:10.560 --> 00:14:11.640]  而是我們知道
[00:14:11.640 --> 00:14:12.920]  離開世界之後
[00:14:12.920 --> 00:14:16.240]  我們要面對面去見上帝
[00:14:16.240 --> 00:14:18.240]  所以耶穌的復活
[00:14:18.240 --> 00:14:20.240]  是顯明了福音是真實的
[00:14:20.240 --> 00:14:22.320]  顯明了我們有永生的盼望
[00:14:22.320 --> 00:14:24.440]  第三方面更重要的就是
[00:14:24.440 --> 00:14:26.000]  耶穌的復活
[00:14:26.000 --> 00:14:27.280]  更代表著
[00:14:27.280 --> 00:14:29.720]  我們願意一群跟從耶穌的人
[00:14:29.720 --> 00:14:33.640]  我們是新生命的開始
[00:14:33.640 --> 00:14:35.320]  在我們未信耶穌之前
[00:14:35.320 --> 00:14:37.680]  我們會有一套價值觀
[00:14:37.680 --> 00:14:42.440]  我們會有一套人生的處事方式
[00:14:42.440 --> 00:14:47.200]  面對生活的時候的原則
[00:14:47.200 --> 00:14:49.080]  如果大家想想
[00:14:49.080 --> 00:14:50.600]  你未信耶穌之前
[00:14:50.600 --> 00:14:51.920]  你面對人生的價值觀
[00:14:51.920 --> 00:14:53.040]  通常從哪裡來呢
[00:14:53.040 --> 00:14:54.280]  有兩方面
[00:14:54.280 --> 00:14:56.200]  第一就是你的家庭
[00:14:56.200 --> 00:14:57.840]  你的原生家庭
[00:14:57.840 --> 00:15:02.320]  我們通常在婚前父報念就要說
[00:15:02.320 --> 00:15:05.240]  原生家庭對你的影響是很重要的
[00:15:05.240 --> 00:15:07.680]  你怎樣對你的配偶呢
[00:15:07.680 --> 00:15:10.120]  其實是你在家裡看見
[00:15:10.120 --> 00:15:12.560]  如果你是太太
[00:15:12.560 --> 00:15:16.800]  你的媽媽怎樣對你的爸爸呢
[00:15:16.800 --> 00:15:19.680]  你就會怎樣對你的丈夫
[00:15:19.680 --> 00:15:21.760]  又或者如果你是丈夫
[00:15:21.760 --> 00:15:23.920]  你對你太太的期望
[00:15:23.920 --> 00:15:26.320]  其實是看見你媽媽做些什麼
[00:15:26.320 --> 00:15:28.760]  你是期望你的太太做些什麼
[00:15:28.760 --> 00:15:29.400]  結了婚了一點
[00:15:29.400 --> 00:15:31.680]  你想一下是不是
[00:15:31.680 --> 00:15:32.920]  大部分都是這樣的
[00:15:32.920 --> 00:15:35.120]  這就是原生家庭對我們的影響
[00:15:35.120 --> 00:15:37.120]  家庭對我們的影響實在是很大
[00:15:37.120 --> 00:15:39.920]  是灌輸了很多價值觀給我們
[00:15:39.920 --> 00:15:42.160]  另一方面就是社會
[00:15:42.160 --> 00:15:45.440]  我們在社會當然有很多不同的層面
[00:15:45.440 --> 00:15:48.200]  就是社會給我們很多價值觀
[00:15:48.200 --> 00:15:50.960]  電視的廣告給我們很多價值觀
[00:15:50.960 --> 00:15:55.080]  我們在一些影響裡面去長大
[00:15:55.080 --> 00:15:56.720]  在我那個年代
[00:15:56.720 --> 00:15:59.520]  去說關於性的時候
[00:15:59.520 --> 00:16:00.920]  性的問題
[00:16:00.920 --> 00:16:05.000]  都還會說一下性的道德
[00:16:05.000 --> 00:16:06.080]  有些什麼應該做
[00:16:06.080 --> 00:16:08.000]  有些什麼不應該做
[00:16:08.000 --> 00:16:09.560]  都會說一下
[00:16:09.560 --> 00:16:11.120]  但是越來越
[00:16:11.120 --> 00:16:13.560]  就是見到社會的發展就是
[00:16:13.560 --> 00:16:15.040]  不說性道德的了
[00:16:15.040 --> 00:16:16.120]  大家有沒有留意
[00:16:16.120 --> 00:16:18.120]  什麼是對什麼是不對
[00:16:18.120 --> 00:16:20.400]  什麼是婚前性還是不對呢
[00:16:20.400 --> 00:16:22.040]  同居不對嗎
[00:16:22.040 --> 00:16:24.200]  婚外情不對嗎
[00:16:24.200 --> 00:16:26.160]  沒有說這些道德的了
[00:16:26.160 --> 00:16:27.480]  就是從一個現象描述
[00:16:27.480 --> 00:16:28.120]  為什麼會有呢
[00:16:28.120 --> 00:16:28.960]  最多是這樣
[00:16:28.960 --> 00:16:31.720]  為什麼會有一個現象呢
[00:16:31.720 --> 00:16:38.320]  這個社會現在給我們這些價值觀
[00:16:38.320 --> 00:16:40.400]  安全性行為現在在說
