
[00:00:00.000 --> 00:00:06.000]  今天我們要看第四位被稱爲神人的人物
[00:02:34.000 --> 00:02:37.000]  要張先生的恩典的作爲
[00:02:37.000 --> 00:02:41.000]  她寧可自己失去這一份厚禮
[00:02:41.000 --> 00:02:45.000]  世界上哪一個人不愛厚禮呢?
[00:02:45.000 --> 00:02:48.000]  但是伊麗莎把神放在第一
[00:02:48.000 --> 00:02:53.000]  她爲了神的榮耀而走捨己的道路
[00:02:53.000 --> 00:02:58.000]  她把神看得高過其他的任何的一切
[00:02:58.000 --> 00:03:01.000]  自己的德是算不得什麼
[00:03:01.000 --> 00:03:05.000]  但是神的榮耀卻是最重要
[00:03:05.000 --> 00:03:08.000]  她的學生基哈希卻不是這樣
[00:03:08.000 --> 00:03:10.000]  這是很可惜的
[00:03:10.000 --> 00:03:15.000]  她的學生基哈希只學了老師的表面
[00:03:15.000 --> 00:03:18.000]  在第五章二十三節
[00:03:18.000 --> 00:03:21.000]  五章二十三節記載
[00:03:21.000 --> 00:03:24.000]  當乃曼看見先知伊麗莎
[00:03:24.000 --> 00:03:27.000]  不肯接受她的禮物的時候
[00:03:27.000 --> 00:03:31.000]  她就去見伊麗莎的學生基哈希
[00:03:31.000 --> 00:03:34.000]  就請基哈希接受
[00:03:34.000 --> 00:03:37.000]  但是基哈希表面上推辭
[00:03:37.000 --> 00:03:40.000]  推辭了一次、兩次
[00:03:40.000 --> 00:03:44.000]  但是乃曼繼續地要她收下
[00:03:44.000 --> 00:03:46.000]  她就收下了
[00:03:46.000 --> 00:03:50.000]  她在表面上學伊麗莎推辭禮物
[00:03:50.000 --> 00:03:51.000]  不肯接受
[00:03:51.000 --> 00:03:54.000]  但是事實上她是愛這些禮物
[00:03:54.000 --> 00:03:57.000]  所以她最後接受了
[00:03:57.000 --> 00:04:02.000]  她所學到的就是外邊的一個表示
[00:04:02.000 --> 00:04:06.000]  但是她沒有學到的是真正捨己的心
[00:04:06.000 --> 00:04:08.000]  和生活
[00:04:08.000 --> 00:04:13.000]  因此先知伊麗莎責備基哈希
[00:04:13.000 --> 00:04:17.000]  她責備的話很值得我們注意
[00:04:17.000 --> 00:04:20.000]  有很重要的意義在裏面
[00:04:20.000 --> 00:04:24.000]  在《獵王記》下第五章二十六節
[00:04:24.000 --> 00:04:27.000]  有這樣的話說
[00:04:27.000 --> 00:04:30.000]  伊麗莎對基哈希說
[00:04:30.000 --> 00:04:33.000]  乃曼下車轉回嬴尼的時候
[00:04:33.000 --> 00:04:36.000]  我的心豈沒有去呢
[00:04:36.000 --> 00:04:45.000]  這豈是授銀子、衣裳、買橄欖園、葡萄園、牛羊、蒲貝的時候呢
[00:04:45.000 --> 00:04:47.000]  伊麗莎的意思就是說
[00:04:47.000 --> 00:04:49.000]  這不是自己牟利的時候
[00:04:49.000 --> 00:04:51.000]  不是自己得好處的時候
[00:04:51.000 --> 00:04:53.000]  不是發財的時候
[00:04:53.000 --> 00:04:55.000]  不是物質享受的時候
[00:04:55.000 --> 00:04:57.000]  不是滿足自己的時候
[00:04:57.000 --> 00:05:00.000]  乃是榮耀神的時候
[00:05:00.000 --> 00:05:06.000]  她這個話真是值得我們每一個人注意
[00:05:06.000 --> 00:05:09.000]  這是伊麗莎從她自己的好見證裏面
[00:05:09.000 --> 00:05:12.000]  所發出來的
[00:05:12.000 --> 00:05:18.000]  現在我們看先知伊麗莎第二方面的好表現
[00:05:18.000 --> 00:05:22.000]  就是她用愛心來勝過仇敵
[00:05:22.000 --> 00:05:24.000]  這也是非常難得的
[00:05:24.000 --> 00:05:26.000]  是一個榮耀的榜樣
[00:05:26.000 --> 00:05:31.000]  在《列王記》下第六章二十一節到二十三節
[00:05:31.000 --> 00:05:38.000]  《列王記》下六章二十一節到二十三節這樣的記載
[00:05:38.000 --> 00:05:45.000]  當依厚華神將亞蘭大軍交在伊麗莎手中的時候
[00:05:45.000 --> 00:05:48.000]  她並沒有殺死他們
[00:05:48.000 --> 00:05:52.000]  她反而做了一件很特別的事
[00:05:52.000 --> 00:05:53.000]  什麼事呢
[00:05:53.000 --> 00:05:56.000]  我讀出來給大家聽
[00:05:56.000 --> 00:06:00.000]  第二十二節
[00:06:00.000 --> 00:06:02.000]  伊麗莎說
[00:06:02.000 --> 00:06:06.000]  當在他們面前舍白言飲食
[00:06:06.000 --> 00:06:08.000]  使他們喫喝
[00:06:08.000 --> 00:06:11.000]  然後回到他們的族人那裏去
[00:06:11.000 --> 00:06:16.000]  以色列王就爲他們預備了許多食物
[00:06:16.000 --> 00:06:17.000]  他們喫喝完了
[00:06:17.000 --> 00:06:21.000]  打發他們回到他們族人那裏去
[00:06:21.000 --> 00:06:27.000]  從此亞蘭軍不再侵犯以色列邊境了
[00:06:27.000 --> 00:06:31.000]  我們在這裏看見愛新的真正的勝利
[00:06:31.000 --> 00:06:36.000]  當敵人落在伊麗莎的手中的時候
[00:06:36.000 --> 00:06:40.000]  她用神的愛心對待他們
[00:06:40.000 --> 00:06:41.000]  沒有殺他們
[00:06:41.000 --> 00:06:44.000]  反而在他們面前白舍言習
[00:06:44.000 --> 00:06:46.000]  款待他們
[00:06:46.000 --> 00:06:49.000]  這些仇敵喫喝完了以後
[00:06:49.000 --> 00:06:55.000]  伊麗莎就打發他們回到他們自己的國家地方去
[00:06:55.000 --> 00:06:58.000]  最後一句話非常的寶貴
[00:06:58.000 --> 00:07:00.000]  蠻有意義
[00:07:00.000 --> 00:07:06.000]  說亞蘭軍不再犯以色列的邊境了
[00:07:06.000 --> 00:07:12.000]  亞蘭大軍面對這樣一個有愛心的對待
[00:07:12.000 --> 00:07:14.000]  他們很受感動
[00:07:14.000 --> 00:07:18.000]  所以他們以後不再侵犯以色列人了
[00:07:18.000 --> 00:07:21.000]  這是愛的榮耀的勝利
[00:07:21.000 --> 00:07:22.000]  奇妙的勝利
[00:07:22.000 --> 00:07:24.000]  真正的勝利
[00:07:24.000 --> 00:07:28.000]  我們在這一個充滿仇恨的世界裏面
[00:07:28.000 --> 00:07:32.000]  必須用基督的愛去對待一切的人
[00:07:32.000 --> 00:07:34.000]  來對待一切的事
[00:07:34.000 --> 00:07:38.000]  這樣我們才能夠獲得贖靈的勝利
[00:07:38.000 --> 00:07:39.000]  是持久的勝利
[00:07:39.000 --> 00:07:41.000]  是真實的勝利
[00:07:41.000 --> 00:07:44.000]  不是表面衣食的安定
[00:07:44.000 --> 00:07:49.000]  那是真正的內心的滿足、喜樂、安息
[00:07:49.000 --> 00:07:56.000]  現在我們看先知伊麗莎第三方面美好的表現
[00:07:56.000 --> 00:07:59.000]  就是她蠻有信心
[00:07:59.000 --> 00:08:04.000]  她的信心至少在五件事上鮮明出來
[00:08:04.000 --> 00:08:07.000]  我很簡單的提一提
[00:08:07.000 --> 00:08:11.000]  第一件鮮明伊麗莎蠻有信心的事
[00:08:11.000 --> 00:08:16.000]  是記載在《獵王記下》第三章裏面
[00:08:16.000 --> 00:08:22.000]  《獵王記下》第三章16節17節
[00:08:22.000 --> 00:08:25.000]  我讀出來給大家聽
[00:08:25.000 --> 00:08:28.000]  依厚華如此說
[00:08:28.000 --> 00:08:32.000]  你們要在這孤中滿處挖溝
[00:08:32.000 --> 00:08:34.000]  因爲依厚華如此說
[00:08:34.000 --> 00:08:37.000]  你們誰不見風不見雨
[00:08:37.000 --> 00:08:43.000]  這溝必滿了水使你們和牲畜有水喝
[00:08:43.000 --> 00:08:45.000]  在依厚華言中
[00:08:45.000 --> 00:08:47.000]  這還算爲小事
[00:08:47.000 --> 00:08:52.000]  她也必將摩亞人交在你們手中
[00:08:52.000 --> 00:08:58.000]  在這裏當摩亞大軍來進犯的時候
[00:08:58.000 --> 00:09:01.000]  神吩咐伊麗莎
[00:09:01.000 --> 00:09:05.000]  要她告訴以色列人做一件事
[00:09:05.000 --> 00:09:08.000]  這件事是他們不明白的
[00:09:08.000 --> 00:09:13.000]  就是要他們到處在山谷裏面挖溝
[00:09:13.000 --> 00:09:16.000]  當時沒有雨也沒有水
[00:09:16.000 --> 00:09:18.000]  要他們做這件事
[00:09:18.000 --> 00:09:21.000]  實在是與他們眼見的事實
[00:09:21.000 --> 00:09:23.000]  想違反的事
[00:09:23.000 --> 00:09:25.000]  如果他們不肯順服
[00:09:25.000 --> 00:09:27.000]  他們就不肯這樣做
[00:09:27.000 --> 00:09:29.000]  如果先知伊麗莎沒有信心
[00:09:29.000 --> 00:09:33.000]  她也不肯這樣的吩咐以色列人去做
[00:09:33.000 --> 00:09:35.000]  感謝神
[00:09:35.000 --> 00:09:37.000]  伊麗莎有信心
[00:09:37.000 --> 00:09:40.000]  她按照依厚華對她的吩咐
[00:09:40.000 --> 00:09:42.000]  去吩咐以色列人
[00:09:42.000 --> 00:09:45.000]  以色列人就順服伊麗莎的命令
[00:09:45.000 --> 00:09:50.000]  他們就在山谷裏面到處挖溝
[00:09:50.000 --> 00:09:52.000]  伊麗莎對他們明明地說
[00:09:52.000 --> 00:09:54.000]  依厚華說過
[00:09:54.000 --> 00:09:56.000]  你們不要憑眼見
[00:09:56.000 --> 00:09:58.000]  雖然你們的眼睛看不見風
[00:09:58.000 --> 00:10:00.000]  也看不見雨
[00:10:00.000 --> 00:10:04.000]  當你們把溝挖好以後
[00:10:04.000 --> 00:10:06.000]  就會滿了水
[00:10:06.000 --> 00:10:10.000]  讓你們和你們的牲畜都有水喝
[00:10:10.000 --> 00:10:12.000]  不但如此
[00:10:12.000 --> 00:10:16.000]  以厚華還要將敵人摩崖人交在你們手中
[00:10:16.000 --> 00:10:19.000]  你們必然大獲全勝
[00:10:19.000 --> 00:10:22.000]  這件事果然應驗
[00:10:22.000 --> 00:10:27.000]  所以伊麗莎的信心是不憑眼見的信心
[00:10:27.000 --> 00:10:29.000]  她只憑神的話
[00:10:29.000 --> 00:10:31.000]  她對神有絕對的信心
[00:10:31.000 --> 00:10:33.000]  所以神向她說什麼
[00:10:33.000 --> 00:10:35.000]  她就做什麼
[00:10:35.000 --> 00:10:39.000]  這是保羅所說的原則
[00:10:39.000 --> 00:10:41.000]  我們行事爲人
[00:10:41.000 --> 00:10:43.000]  不是憑着眼見
[00:10:43.000 --> 00:10:46.000]  乃是憑着信心
[00:10:46.000 --> 00:10:48.000]  眼見的是暫時的
[00:10:48.000 --> 00:10:54.000]  我們說不見的纔是永恆的價值和福分
[00:10:54.000 --> 00:11:01.000]  我們現在看伊麗莎的信心第二方面的好表現的實例
[00:11:01.000 --> 00:11:09.000]  那就是在《獵王記》下六章17節
[00:11:09.000 --> 00:11:11.000]  在這裏告訴我們
[00:11:11.000 --> 00:11:17.000]  先知伊麗莎因爲有信心就看見別人所看不見的事
[00:11:17.000 --> 00:11:19.000]  她有了信心
[00:11:19.000 --> 00:11:21.000]  眼睛就開了
[00:11:21.000 --> 00:11:24.000]  能夠看見別人看不見的
[00:11:24.000 --> 00:11:27.000]  沒有信心的人一無所見
[00:11:27.000 --> 00:11:32.000]  但是伊麗莎因爲有信心就看見了神奇妙的同在
[00:11:32.000 --> 00:11:34.000]  神的能力
[00:11:34.000 --> 00:11:35.000]  神的軍隊
[00:11:35.000 --> 00:11:37.000]  神的火車火馬
[00:11:37.000 --> 00:11:41.000]  獵王記下六章17節
[00:11:41.000 --> 00:11:44.000]  我讀出來給大家聽
[00:11:44.000 --> 00:11:46.000]  神人說不要懼怕
[00:11:46.000 --> 00:11:48.000]  神人就是伊麗莎
[00:11:48.000 --> 00:11:50.000]  伊麗莎說不要懼怕
[00:11:50.000 --> 00:11:52.000]  與我們同在的
[00:11:52.000 --> 00:11:55.000]  必與他們同在的更多
[00:11:55.000 --> 00:11:57.000]  伊麗莎禱告說
[00:11:57.000 --> 00:11:58.000]  依侯華
[00:11:58.000 --> 00:12:00.000]  求你開着少年人的眼目
[00:12:00.000 --> 00:12:02.000]  使他能看見
[00:12:02.000 --> 00:12:04.000]  依侯華就開他的眼目
[00:12:04.000 --> 00:12:11.000]  他就看見滿山有火車火馬圍繞伊麗莎
[00:12:11.000 --> 00:12:15.000]  在這裏再一次面對敵人的包圍
[00:12:15.000 --> 00:12:20.000]  這個少年因爲缺少信心所以很害怕
[00:12:20.000 --> 00:12:22.000]  先知伊麗莎就安慰他
[00:12:22.000 --> 00:12:25.000]  鼓勵他說不要懼怕
[00:12:25.000 --> 00:12:27.000]  因爲與我們同在的
[00:12:27.000 --> 00:12:30.000]  必與敵人同在的更多
[00:12:30.000 --> 00:12:32.000]  他就禱告神
[00:12:32.000 --> 00:12:35.000]  求神開這個少年的眼睛
[00:12:35.000 --> 00:12:37.000]  神應許他的禱告
[00:12:37.000 --> 00:12:39.000]  開了少年人的眼睛
[00:12:39.000 --> 00:12:43.000]  他立刻看見滿山滿谷
[00:12:43.000 --> 00:12:45.000]  有火車火馬
[00:12:45.000 --> 00:12:47.000]  與伊麗莎同在
[00:12:47.000 --> 00:12:50.000]  就是與書神的人同在
[00:12:50.000 --> 00:12:53.000]  立刻他就壯膽起來了
[00:12:53.000 --> 00:12:55.000]  信心是什麼呢
[00:12:55.000 --> 00:12:57.000]  就是看見
[00:12:57.000 --> 00:12:59.000]  說不能看見的
[00:12:59.000 --> 00:13:01.000]  正如西伯來書
[00:13:01.000 --> 00:13:03.000]  十一章第一節所說的
[00:13:03.000 --> 00:13:07.000]  信是說望之士的實據
[00:13:07.000 --> 00:13:09.000]  實在的憑據
[00:13:09.000 --> 00:13:12.000]  雖然我們還沒有親眼看見
[00:13:12.000 --> 00:13:15.000]  但是信心是我們得到憑據
[00:13:15.000 --> 00:13:17.000]  也就是把握
[00:13:17.000 --> 00:13:19.000]  就我們確實的知道
[00:13:19.000 --> 00:13:21.000]  神如何的應許
[00:13:21.000 --> 00:13:25.000]  事成事情就會如何的成就
[00:13:25.000 --> 00:13:29.000]  摩西也是這樣的一種信心的表現
[00:13:29.000 --> 00:13:31.000]  我們記得在西伯來書
[00:13:31.000 --> 00:13:33.000]  十一章二十七節
[00:13:33.000 --> 00:13:36.000]  西伯來書十一章二十七節
[00:13:36.000 --> 00:13:39.000]  在那裏清楚地記載
[00:13:39.000 --> 00:13:41.000]  摩西因得信
[00:13:41.000 --> 00:13:45.000]  他看見了不能看見的神
[00:13:45.000 --> 00:13:48.000]  神是人的入眼看不見的
[00:13:48.000 --> 00:13:50.000]  但是我們信心的眼睛
[00:13:50.000 --> 00:13:53.000]  可以清楚看見神
[00:13:53.000 --> 00:13:56.000]  神想信他的人顯現
[00:13:56.000 --> 00:13:58.000]  所以約翰·布音
[00:13:58.000 --> 00:14:01.000]  十一章第四十節主耶穌說
[00:14:01.000 --> 00:14:03.000]  我岐沒有對你們說過
[00:14:03.000 --> 00:14:07.000]  你若信就必看見神的榮耀嗎
[00:14:07.000 --> 00:14:10.000]  因信看見神的榮耀
[00:14:10.000 --> 00:14:13.000]  這是我們要常常
[00:14:13.000 --> 00:14:16.000]  牢牢地記在心中的
[00:14:16.000 --> 00:14:18.000]  一個殊靈的真理
[00:14:18.000 --> 00:14:20.000]  現在我們看
[00:14:20.000 --> 00:14:22.000]  伊麗莎的美好的信心
[00:14:22.000 --> 00:14:26.000]  第三方面表現的事實的例子
[00:14:26.000 --> 00:14:30.000]  就是她因信得勝
[00:14:30.000 --> 00:14:33.000]  這件事記載在列王記下
[00:14:33.000 --> 00:14:36.000]  十三章十七節
[00:14:36.000 --> 00:14:38.000]  十三章十七節
[00:14:38.000 --> 00:14:41.000]  我要讀給大家聽
[00:14:41.000 --> 00:14:46.000]  在這裏十四節開始告訴我們說
[00:14:46.000 --> 00:14:49.000]  伊麗莎得了必死的病
[00:14:49.000 --> 00:14:52.000]  以色列王約阿師下來看她
[00:14:52.000 --> 00:14:55.000]  浮在她的臉上哭泣說
[00:14:55.000 --> 00:14:57.000]  我父啊我父啊
[00:14:57.000 --> 00:15:00.000]  以色列的戰車馬兵啊
[00:15:00.000 --> 00:15:01.000]  以色列對她說
[00:15:01.000 --> 00:15:03.000]  你取弓箭來
[00:15:03.000 --> 00:15:05.000]  王就取了弓箭來
[00:15:05.000 --> 00:15:07.000]  又對以色列王說
[00:15:07.000 --> 00:15:09.000]  你用手拿弓
[00:15:09.000 --> 00:15:11.000]  王就用手拿弓
[00:15:11.000 --> 00:15:15.000]  伊麗莎按手在王的手上說
[00:15:15.000 --> 00:15:18.000]  你開朝東的窗戶
[00:15:18.000 --> 00:15:19.000]  他就開了
[00:15:19.000 --> 00:15:22.000]  伊麗莎說射箭吧
[00:15:22.000 --> 00:15:23.000]  他就射箭
[00:15:23.000 --> 00:15:26.000]  伊麗莎說這是耶和華的得勝箭
[00:15:26.000 --> 00:15:29.000]  就是戰勝亞蘭人的箭
[00:15:29.000 --> 00:15:32.000]  然後十八節這樣說
[00:15:32.000 --> 00:15:35.000]  伊麗莎又說取擊之箭來
[00:15:35.000 --> 00:15:37.000]  他就取了來
[00:15:37.000 --> 00:15:39.000]  伊麗莎說打地吧
[00:15:39.000 --> 00:15:42.000]  他打了三次便直住了
[00:15:42.000 --> 00:15:44.000]  神人向他發怒說
[00:15:44.000 --> 00:15:49.000]  應當擊打五六次就能攻打亞蘭人
[00:15:49.000 --> 00:15:50.000]  直到滅盡
[00:15:50.000 --> 00:15:54.000]  現在只能夠打敗亞蘭人三次
[00:15:54.000 --> 00:15:56.000]  在這裏我們看見
[00:15:56.000 --> 00:15:58.000]  先知伊麗莎在病重
[00:15:58.000 --> 00:16:01.000]  快要離開世界的時候
[00:16:01.000 --> 00:16:05.000]  神界的她仍然行了神蹟
[00:16:05.000 --> 00:16:10.000]  當時伊斯列的王約阿施來見伊麗莎
[00:16:10.000 --> 00:16:13.000]  因爲知道她病重要離開世界了
[00:16:13.000 --> 00:16:16.000]  這個王非常的難過
[00:16:16.000 --> 00:16:17.000]  在那裏哭
[00:16:17.000 --> 00:16:20.000]  他稱伊麗莎爲父
[00:16:20.000 --> 00:16:22.000]  我父啊我父啊
[00:16:22.000 --> 00:16:27.000]  同時稱伊麗莎爲伊斯列的戰車馬兵
[00:16:27.000 --> 00:16:29.000]  這是一個很特別的稱呼
[00:16:29.000 --> 00:16:31.000]  意思就是說
[00:16:31.000 --> 00:16:33.000]  伊麗莎的作用
[00:16:33.000 --> 00:16:37.000]  就好像千軍萬馬的作用一樣
[00:16:37.000 --> 00:16:41.000]  伊麗莎是伊斯列人的真正的力量所在
[00:16:41.000 --> 00:16:44.000]  因爲耶和華神的大能的作爲
[00:16:44.000 --> 00:16:46.000]  藉着她彰顯出來
[00:16:46.000 --> 00:16:49.000]  勝過千軍萬馬
[00:16:49.000 --> 00:16:54.000]  這種稱呼也是伊麗亞過去有的稱呼
[00:16:54.000 --> 00:16:57.000]  伊麗亞伊麗莎都有這樣的稱呼
[00:16:57.000 --> 00:17:01.000]  鮮明許多的人親眼看見
[00:17:01.000 --> 00:17:06.000]  神如何大大的使用這兩位先知
[00:17:06.000 --> 00:17:11.000]  然後先知伊麗莎就對王說
[00:17:11.000 --> 00:17:14.000]  你要把朝東的窗子打開
[00:17:14.000 --> 00:17:16.000]  她就這樣做了
[00:17:16.000 --> 00:17:19.000]  伊麗莎就說你射箭吧
[00:17:19.000 --> 00:17:21.000]  王就射箭
[00:17:21.000 --> 00:17:24.000]  伊麗莎說這是得勝箭
[00:17:24.000 --> 00:17:26.000]  耶和華得勝的箭
[00:17:26.000 --> 00:17:29.000]  你要繼續地射
[00:17:29.000 --> 00:17:32.000]  後來先知伊麗莎又對王說
[00:17:32.000 --> 00:17:34.000]  你多取這支箭來
[00:17:34.000 --> 00:17:36.000]  你要打地
[00:17:36.000 --> 00:17:38.000]  向地下射
[00:17:38.000 --> 00:17:41.000]  這是很不合理的一件事
[00:17:41.000 --> 00:17:44.000]  表面上看是不通的一件事
[00:17:44.000 --> 00:17:48.000]  難怪這個王打了三次就不肯打了
[00:17:48.000 --> 00:17:51.000]  他好像感覺自己被戲弄
[00:17:51.000 --> 00:17:53.000]  做一件無意義的事
[00:17:53.000 --> 00:17:55.000]  沒有道理的事
[00:17:55.000 --> 00:17:57.000]  當他停止的時候
[00:17:57.000 --> 00:17:59.000]  伊麗莎就對他說
[00:17:59.000 --> 00:18:00.000]  你錯了
[00:18:00.000 --> 00:18:01.000]  你沒有信心
[00:18:01.000 --> 00:18:03.000]  你只看表面
[00:18:03.000 --> 00:18:05.000]  只看現實
[00:18:05.000 --> 00:18:08.000]  你忘記了神的大能的作爲
[00:18:08.000 --> 00:18:10.000]  如果你繼續地打
[00:18:10.000 --> 00:18:12.000]  你就會得到完全的勝利
[00:18:12.000 --> 00:18:15.000]  現在你只能夠勝三次
[00:18:15.000 --> 00:18:18.000]  打了三次就勝三次
[00:18:18.000 --> 00:18:19.000]  意思就是說
[00:18:19.000 --> 00:18:21.000]  他的信心如何
[00:18:21.000 --> 00:18:24.000]  他的得勝的能力也如何
[00:18:24.000 --> 00:18:26.000]  今天還是一樣
[00:18:26.000 --> 00:18:28.000]  我們信心如何
[00:18:28.000 --> 00:18:30.000]  我們得勝就如何
[00:18:30.000 --> 00:18:32.000]  我們的信心有三分
[00:18:32.000 --> 00:18:35.000]  我們得勝也有三分
[00:18:35.000 --> 00:18:36.000]  我們的主的旨意
[00:18:36.000 --> 00:18:39.000]  是要我們得到百分之百的勝利
[00:18:39.000 --> 00:18:42.000]  所以我們應該有全倍的信心
[00:18:42.000 --> 00:18:43.000]  我們要向主求
[00:18:43.000 --> 00:18:45.000]  說我信
[00:18:45.000 --> 00:18:46.000]  但是我的信不足
[00:18:46.000 --> 00:18:48.000]  求主幫助
[00:18:48.000 --> 00:18:50.000]  我們的主能夠把更大
[00:18:50.000 --> 00:18:54.000]  更強更完備的信心賜給我們
[00:18:54.000 --> 00:18:56.000]  讓我們牢牢地記住
[00:18:56.000 --> 00:18:59.000]  伊麗莎是因信得勝
[00:18:59.000 --> 00:19:02.000]  這也是我們的道路
[00:19:02.000 --> 00:19:04.000]  伊麗莎美好的信心
[00:19:04.000 --> 00:19:08.000]  第四方面的具體的表現的例子
[00:19:08.000 --> 00:19:14.000]  是記載在獵王記下四章三節到六節
[00:19:14.000 --> 00:19:18.000]  王下四章三節到六節
[00:19:18.000 --> 00:19:22.000]  在這裏有一件很奇奇的事發生
[00:19:22.000 --> 00:19:25.000]  他說表達的真理
[00:19:25.000 --> 00:19:27.000]  是我們如果有信心
[00:19:27.000 --> 00:19:30.000]  就因減得佳
[00:19:30.000 --> 00:19:32.000]  表面上是減少
[00:19:32.000 --> 00:19:34.000]  事實上是得增加
[00:19:34.000 --> 00:19:36.000]  因信得
[00:19:36.000 --> 00:19:39.000]  因減得佳
[00:19:39.000 --> 00:19:45.000]  當時在這裏有一個先知的門徒的妻子
[00:19:45.000 --> 00:19:47.000]  因爲先知死了
[00:19:47.000 --> 00:19:51.000]  所以妻子因爲貧窮的緣故
[00:19:51.000 --> 00:19:52.000]  無路可走
[00:19:52.000 --> 00:19:54.000]  她就來求伊麗莎
[00:19:54.000 --> 00:19:56.000]  伊麗莎就要她做一件事
[00:19:56.000 --> 00:19:59.000]  表面看也是不通的
[00:19:59.000 --> 00:20:01.000]  伊麗莎對她說
[00:20:01.000 --> 00:20:03.000]  四章三節這樣記載
[00:20:03.000 --> 00:20:05.000]  伊麗莎說你去
[00:20:05.000 --> 00:20:08.000]  向你衆靈社借空氣明來
[00:20:08.000 --> 00:20:10.000]  不要少借
[00:20:10.000 --> 00:20:12.000]  回到家裏關上門
[00:20:12.000 --> 00:20:14.000]  你和你兒子在裏面
[00:20:14.000 --> 00:20:17.000]  將油倒在所有的空氣明裏
[00:20:17.000 --> 00:20:20.000]  倒滿了的就放在一邊
[00:20:20.000 --> 00:20:23.000]  於是婦人離開伊麗莎去了
[00:20:23.000 --> 00:20:25.000]  關上門
[00:20:25.000 --> 00:20:27.000]  自己和兒子在裏面
[00:20:27.000 --> 00:20:29.000]  兒子把氣明拿來
[00:20:29.000 --> 00:20:31.000]  她就倒油
[00:20:31.000 --> 00:20:33.000]  氣明都倒滿了
[00:20:33.000 --> 00:20:36.000]  她對兒子說再借氣明來
[00:20:36.000 --> 00:20:39.000]  兒子說沒有氣明瞭
[00:20:39.000 --> 00:20:41.000]  油就止住了
[00:20:41.000 --> 00:20:42.000]  婦人去告訴僧人
[00:20:42.000 --> 00:20:45.000]  僧人說你去賣油還債
[00:20:45.000 --> 00:20:47.000]  說剩的你和你兒子
[00:20:47.000 --> 00:20:49.000]  可以靠着度日
[00:20:49.000 --> 00:20:51.000]  在這裏我們看見
[00:20:51.000 --> 00:20:53.000]  這一件稀奇的事
[00:20:53.000 --> 00:20:55.000]  因性的緣故
[00:20:55.000 --> 00:20:59.000]  所有的空氣明都被油倒滿了
