
[00:00:00.000 --> 00:00:03.560]  信愛家的弟兄姊妹 早安 平安 主日平安
[00:02:33.840 --> 00:02:35.640]  都預備一篇新的信息
[00:02:35.640 --> 00:02:40.920]  讓我能夠盡心的去認識上帝自己 認識耶穌基督
[00:02:40.920 --> 00:02:46.880]  生命不斷成長的時候 也盼望在堂會當中能夠聽到上帝
[00:02:46.880 --> 00:02:50.720]  在這個時代的一個生命的訊息
[00:02:50.720 --> 00:02:53.120]  所以這篇講章又是新的
[00:02:53.120 --> 00:02:58.480]  今天的講章大家真的要留心聽
[00:02:58.480 --> 00:03:04.760]  不是因為楊政己 楊政己所說的話你們真的可以不聽
[00:03:04.760 --> 00:03:07.000]  但是神的話你要聽
[00:03:07.000 --> 00:03:11.400]  都比金紙可羨慕 且比極多的精金可羨慕
[00:03:11.400 --> 00:03:15.160]  比蜜金甜 且比瘋狂下迪的蜜金甜
[00:03:15.160 --> 00:03:18.400]  耶和華的話在我腳前的燈 路上的光
[00:03:18.400 --> 00:03:20.200]  聖經乃是神所物事的
[00:03:20.200 --> 00:03:24.520]  於教訓督責使人歸正 教導人學義 都是有益的
[00:03:24.520 --> 00:03:28.240]  叫屬神的人得以完全 預備行各樣的善事
[00:03:28.240 --> 00:03:33.720]  這篇信息是我一個多月前 早上靈修的時候遇見
[00:03:33.720 --> 00:03:38.760]  我深深被它吸引 並且很配合你們信愛家
[00:03:38.760 --> 00:03:42.800]  這兩年的主題 夢神愛 愛到零死的主題
[00:03:42.800 --> 00:03:46.600]  正正是講了這篇訊息 教導我們怎樣去實踐
[00:03:46.600 --> 00:03:48.880]  你們的主題訊息
[00:03:48.880 --> 00:03:53.600]  在我們聽到之前 一起同心禱告仰望神
[00:03:53.600 --> 00:03:55.600]  慈悲人 我的天父 我們很感恩
[00:03:55.600 --> 00:04:00.120]  因為你的話歷久常新 活潑常存的道
[00:04:00.120 --> 00:04:03.200]  在我們心中栽種了
[00:04:03.200 --> 00:04:07.400]  亦都有上主的靈作教導
[00:04:07.400 --> 00:04:12.280]  以致我們不單止去明白 並且能夠去實踐
[00:04:12.280 --> 00:04:16.400]  生命活得更加像主你自己
[00:04:16.400 --> 00:04:20.760]  我們很明白當我們多結果子的時候
[00:04:20.760 --> 00:04:24.600]  你就得著榮耀重讚 所以扶我們求恩
[00:04:24.600 --> 00:04:29.560]  讓信愛家整體都在耶穌基督裏蒙福
[00:04:29.560 --> 00:04:35.520]  在這個世代 忠主所託 實踐你的使命
[00:04:35.520 --> 00:04:38.840]  讓更多人和我們一樣得到福音的好處
[00:04:38.840 --> 00:04:40.680]  所以扶我們仰望神
[00:04:40.680 --> 00:04:44.240]  以下的訊息 不論是講的 聽的
[00:04:44.240 --> 00:04:48.440]  求主使用一同的蒙福 我們仰望神
[00:04:48.440 --> 00:04:52.600]  奉耶穌的聖名祈禱 阿們
[00:04:52.600 --> 00:04:58.080]  以色列人離開埃及後 去了曠野
[00:04:58.080 --> 00:05:04.680]  一次又一次又一次的敵黨耶和華臣背叛埋怨
[00:05:04.680 --> 00:05:09.280]  不信服 甚至多次說到要回埃及
[00:05:09.280 --> 00:05:13.240]  所以耶和華臣很憤怒
[00:05:13.240 --> 00:05:15.800]  特別在《文掃記》第十三第十四章
[00:05:15.800 --> 00:05:19.000]  當十二個探子去到迦南美地
[00:05:19.000 --> 00:05:22.440]  四十天之後回來回報的狀況
[00:05:22.440 --> 00:05:27.520]  是很好的地方 但是傳出不順的訊息
[00:05:27.520 --> 00:05:33.080]  以致整體都哀哭徹齒 耶和華臣很憤怒
[00:05:33.080 --> 00:05:35.520]  所以第一代的以色列子民
[00:05:35.520 --> 00:05:40.120]  除了迦勒和約書亞之外 所有都死在了曠野
[00:05:40.120 --> 00:05:42.440]  四十年之後 約旦河東
[00:05:42.440 --> 00:05:46.120]  第二代的以色列子民 現在就暫住在約旦河東
[00:05:46.120 --> 00:05:49.560]  去等待進入迦南
[00:05:49.560 --> 00:05:54.840]  在進入之前 摩西再一次的向第二代的以色列子民
[00:05:54.840 --> 00:06:00.440]  重申不單說述以色列列祖的故事
[00:06:00.440 --> 00:06:03.040]  並且重申耶和華的律法
[00:06:03.040 --> 00:06:05.120]  所以《生命記》就是這樣說
[00:06:05.120 --> 00:06:09.280]  第二次再說耶和華的律法
[00:06:09.280 --> 00:06:13.760]  在這麼多律法當中 有一段記載今天的經文
[00:06:13.760 --> 00:06:18.440]  怎樣去敬畏神 愛神 怎樣去愛我們的靈性
[00:06:18.440 --> 00:06:22.560]  經文一開始就說到第十二節
[00:06:22.560 --> 00:06:25.600]  說到耶和華神要我們要些什麼
[00:06:25.600 --> 00:06:29.600]  這個反問句其實是有答案的 因為摩西說了出來
[00:06:29.600 --> 00:06:36.320]  答案是用了五個不定式的動詞來形容
[00:06:36.320 --> 00:06:39.000]  耶和華想要些什麼
[00:06:39.000 --> 00:06:41.560]  包括祂要我們去敬畏
[00:06:41.560 --> 00:06:46.960]  我們要遵行 去愛 去侍奉 去守
[00:06:46.960 --> 00:06:49.080]  這五個動詞
[00:06:49.080 --> 00:06:50.680]  這五個不定式動詞
[00:06:50.680 --> 00:06:54.200]  即是要 to fear, to walk, to love, to serve, to keep
[00:06:54.200 --> 00:06:57.240]  這五個動詞是在幫助以色列子民
[00:06:57.240 --> 00:07:00.560]  去明白到上帝究竟要我們做什麼
[00:07:00.560 --> 00:07:03.480]  五個動詞當中的中心點就是愛
[00:07:03.480 --> 00:07:05.040]  是中間第三個
[00:07:05.040 --> 00:07:07.400]  所以今天這段經文
[00:07:07.400 --> 00:07:10.320]  我最喜歡說兩個訊息 兩個重點
[00:07:10.320 --> 00:07:14.880]  一個就是我們要認識敬畏耶和華的起始點
[00:07:14.880 --> 00:07:19.000]  為什麼我們可以認識到神和去敬畏神
[00:07:19.000 --> 00:07:23.280]  第二個就是我們怎樣去實踐愛鄰舍
[00:07:23.280 --> 00:07:26.040]  所有事先看第一個點
[00:07:26.040 --> 00:07:28.920]  耶和華神 我們怎樣敬畏祂
[00:07:28.920 --> 00:07:31.360]  摩西說耶和華神很愛列祖
[00:07:31.360 --> 00:07:33.920]  亞伯拉罕 以撒 雅各
[00:07:33.920 --> 00:07:38.200]  揀選他們和種以色列子民
[00:07:38.200 --> 00:07:39.800]  作神的子民
[00:07:39.800 --> 00:07:41.880]  這個就是《生命記》第七章
[00:07:41.880 --> 00:07:43.880]  講到第八節
[00:07:43.880 --> 00:07:46.600]  講到耶和華神去愛以色列子民
[00:07:46.600 --> 00:07:52.480]  不是因為他們人多 而是因為祂尊愛他們
[00:07:52.480 --> 00:07:55.920]  耶和華是揀選以色列子民
[00:07:55.920 --> 00:08:00.480]  揀選以色列子民不是因為以色列子民比其他列國更加好
[00:08:00.480 --> 00:08:02.480]  絕對不是
[00:08:02.480 --> 00:08:06.080]  因為這麼多摩西五經的故事告訴我不是
[00:08:06.080 --> 00:08:09.080]  以色列子民就是很差
[00:08:09.080 --> 00:08:11.080]  不受教
[00:08:11.080 --> 00:08:13.800]  但是耶和華神就這麼愛他們
[00:08:13.800 --> 00:08:19.600]  好像耶穌對門徒說 不是你們揀選我 是我揀選你們
[00:08:19.600 --> 00:08:22.880]  我揀選 是我愛你們到底
[00:08:22.880 --> 00:08:26.000]  我希望頂梓梅停一停這裡
[00:08:26.000 --> 00:08:29.440]  要感受到這個重量
[00:08:29.440 --> 00:08:35.720]  其實我們可能生命當中每一天都得罪耶和華神
[00:08:35.720 --> 00:08:40.160]  在成聖之路當中一次又一次又一次令到耶和華
[00:08:40.160 --> 00:08:44.240]  耶穌基督失望 甚至離棄過去
[00:08:44.240 --> 00:08:46.440]  我自己都是一個很破碎的我
[00:08:46.440 --> 00:08:48.840]  但是神又這樣去挽回我
[00:08:48.840 --> 00:08:53.760]  挽回楊政紀 一次又一次的去愛我
[00:08:53.760 --> 00:08:56.560]  這是納約式的愛
[00:08:56.560 --> 00:08:59.840]  不是因為我們好 是神很好 超好
[00:08:59.840 --> 00:09:02.040]  對我們每一個人好
[00:09:02.040 --> 00:09:04.440]  可能你們現在 我不認識你們
[00:09:04.440 --> 00:09:07.920]  你們可能在家庭 在工作 在教會
[00:09:07.920 --> 00:09:11.120]  可能在健康 在財政 在人際關係
[00:09:11.120 --> 00:09:14.160]  遇到很多張力 很多壓力
[00:09:14.160 --> 00:09:19.000]  可能覺得 或者心中問 耶和華神在哪裡
[00:09:19.000 --> 00:09:25.840]  好像神不幫我 但是我很想你們明白 知道神很愛你們
[00:09:25.840 --> 00:09:29.000]  聖經說的 這個不是我說的
[00:09:29.000 --> 00:09:31.200]  因我們還作罪人的時候
[00:09:31.200 --> 00:09:34.560]  耶穌基督就按鎖定的日期為罪人死
[00:09:34.560 --> 00:09:36.600]  為義人死是少有的
[00:09:36.600 --> 00:09:38.880]  為人人死 或者有感作的
[00:09:38.880 --> 00:09:42.520]  但耶穌基督在我們還作罪人的時候
[00:09:42.520 --> 00:09:47.080]  為我們死 神的愛就在此向我們顯明了
[00:09:47.080 --> 00:09:50.800]  每一次的聖誕節 每一次我們想起十字架
[00:09:50.800 --> 00:09:54.560]  就肯定上帝愛我們到底
[00:09:54.560 --> 00:09:56.480]  我希望你抓緊這件事
[00:09:56.480 --> 00:10:00.080]  因為我們人生總是有很多困難的
[00:10:00.080 --> 00:10:01.640]  甚至去到最低點的時候
[00:10:01.640 --> 00:10:04.160]  你會懷疑為什麼神給我有這樣的遭遇
[00:10:04.160 --> 00:10:07.120]  但這是一個很重要的立足點
[00:10:07.120 --> 00:10:11.640]  耶和華神故意在創世之先選擇了楊正己
[00:10:11.640 --> 00:10:16.600]  去愛我到底 這個是很重要的
[00:10:16.600 --> 00:10:19.800]  那如何去進入一個納約式的愛呢?
[00:10:19.800 --> 00:10:24.680]  耶和華神就和摩西說 他們要行國禮
[00:10:24.680 --> 00:10:28.200]  這裡第十六節 他說心行國禮
[00:10:28.200 --> 00:10:31.120]  大家知道在創世紀第十七章
[00:10:31.120 --> 00:10:37.680]  耶和華神和阿伯拉罕透過國禮和他和眾子孫納約
[00:10:37.680 --> 00:10:39.160]  行國禮第八天
[00:10:39.160 --> 00:10:42.560]  每一個猶太人的嬰兒出生的第八天就行國禮
[00:10:42.560 --> 00:10:44.240]  國禮包庇
[00:10:44.240 --> 00:10:46.720]  不過我們又知道以色列子民
[00:10:46.720 --> 00:10:50.400]  剛才說了一次又一次的背叛神
[00:10:50.400 --> 00:10:53.200]  肉體上的國禮
[00:10:53.200 --> 00:10:57.520]  並不能夠讓以色列子民進行神的話語
[00:10:57.520 --> 00:11:01.200]  不行 不是耶和華神不守約
[00:11:01.200 --> 00:11:04.080]  耶和華神是信實的神去守約
[00:11:04.080 --> 00:11:07.240]  但是以色列子民守不到約
[00:11:07.240 --> 00:11:11.520]  那如何我們能夠進入神的約
[00:11:11.520 --> 00:11:13.240]  能夠守住約呢?
[00:11:13.240 --> 00:11:15.200]  就不是靠自己
[00:11:15.200 --> 00:11:17.360]  在羅馬書裡說了
[00:11:17.360 --> 00:11:21.160]  保羅對羅馬教會的信徒說
[00:11:21.160 --> 00:11:24.400]  什麼叫做真的以色列猶太子民
[00:11:24.400 --> 00:11:25.800]  什麼叫做真國禮
[00:11:25.800 --> 00:11:28.640]  就是深受國禮
[00:11:28.640 --> 00:11:30.160]  透過聖靈的工作
[00:11:30.160 --> 00:11:33.400]  在我們內心產生悔改
[00:11:33.400 --> 00:11:36.160]  和一個遵行神話語的心
[00:11:36.160 --> 00:11:38.440]  不是因為我們不夠
[00:11:38.440 --> 00:11:43.040]  是聖靈幫助我們去活出神的話語
[00:11:43.040 --> 00:11:46.880]  是聖靈讓我們在敘里德爾被釋放出來
[00:11:46.880 --> 00:11:50.880]  有一個自由的生命去活出神的話語
[00:11:50.880 --> 00:11:54.160]  是聖靈幫助我們進入真正的敬拜當中
[00:11:54.160 --> 00:11:56.440]  所以肥俠秘書三章三節說
[00:11:56.440 --> 00:11:58.920]  我們是用神的靈去敬拜
[00:11:58.920 --> 00:12:01.480]  這個是讚美耶和華神
[00:12:01.480 --> 00:12:03.840]  沒有人可以誇口的
[00:12:03.840 --> 00:12:06.440]  我們所擁有的一切都是領受的
[00:12:06.440 --> 00:12:07.680]  有什麼可以誇口的
[00:12:07.680 --> 00:12:09.000]  沒有 只要誇誰
[00:12:09.000 --> 00:12:10.480]  耶穌基督
[00:12:10.480 --> 00:12:11.520]  是神自己
[00:12:11.520 --> 00:12:14.000]  我們發現原來是神愛我們
[00:12:14.000 --> 00:12:15.360]  我們能夠守約
[00:12:15.360 --> 00:12:17.440]  進入神的國度當中
[00:12:17.440 --> 00:12:20.920]  一切都是基督
[00:12:20.920 --> 00:12:22.120]  都是聖靈
[00:12:22.120 --> 00:12:24.680]  都是神的工作
[00:12:24.680 --> 00:12:28.200]  不過聖靈又如何進入我內心
[00:12:28.200 --> 00:12:29.600]  約翰福第七章那裏
[00:12:29.600 --> 00:12:30.840]  耶穌說
[00:12:30.840 --> 00:12:34.960]  他說信他的人就要領受聖靈
[00:12:34.960 --> 00:12:37.360]  不過聖靈還沒有賜效
[00:12:37.360 --> 00:12:40.400]  那時候耶穌說他還沒有得榮耀
[00:12:40.400 --> 00:12:42.600]  約翰福有什麼多次說到
[00:12:42.600 --> 00:12:44.360]  耶穌的時間還沒到
[00:12:44.360 --> 00:12:47.360]  二章四節 七章六節 八章二十節
[00:12:47.360 --> 00:12:51.320]  耶穌的時間何時到 何時去得榮耀
[00:12:51.320 --> 00:12:54.320]  就是去受苦 受死的時候
[00:12:54.320 --> 00:12:57.000]  上帝得著榮耀
[00:12:57.000 --> 00:13:00.240]  這個十字架是一個羞辱記號
[00:13:00.240 --> 00:13:02.840]  但同時間是一個榮耀的記號
[00:13:02.840 --> 00:13:04.440]  因為耶穌基督勝過死亡
[00:13:04.440 --> 00:13:05.440]  第三天復活
[00:13:05.440 --> 00:13:07.680]  這個是我們的信仰
[00:13:07.680 --> 00:13:08.600]  使徒信經
[00:13:08.600 --> 00:13:10.720]  受死 埋葬 復活
[00:13:10.720 --> 00:13:12.600]  讓我們明白到
[00:13:12.600 --> 00:13:13.800]  在五重節的時候
[00:13:13.800 --> 00:13:16.440]  為什麼聖靈降臨
[00:13:16.440 --> 00:13:18.240]  當聖靈降臨在你們身上
[00:13:18.240 --> 00:13:19.680]  你們就必得著能力
[00:13:19.680 --> 00:13:21.840]  並要在耶路撒冷 猶大全地
[00:13:21.840 --> 00:13:23.320]  撒瑪利亞 直到地極
[00:13:23.320 --> 00:13:25.640]  作耶穌基督的見證
[00:13:25.640 --> 00:13:28.280]  所以在《使徒行尊》看到
[00:13:28.280 --> 00:13:31.640]  一個三次不認耶穌的彼得
[00:13:31.640 --> 00:13:33.640]  居然站在眾人面前
[00:13:33.640 --> 00:13:37.920]  講述舊約的神的很多故事
[00:13:37.920 --> 00:13:39.080]  神的應許
[00:13:39.080 --> 00:13:41.640]  並且就算被人鞭打
[00:13:41.640 --> 00:13:44.760]  他仍然勇敢地見證耶穌是基督
[00:13:44.760 --> 00:13:46.280]  是不是因為彼得很厲害
[00:13:46.280 --> 00:13:47.560]  當然不是
[00:13:47.560 --> 00:13:49.120]  因為聖靈降臨在他身上
[00:13:49.120 --> 00:13:50.600]  讓他有勇氣
[00:13:50.600 --> 00:13:53.760]  讓他有那個剛強壯膽的心
[00:13:53.760 --> 00:13:58.280]  在祭司 民事 法例 坐人巾前
[00:13:58.280 --> 00:14:00.280]  去駁倒別人
[00:14:00.280 --> 00:14:02.960]  史提反也是
[00:14:02.960 --> 00:14:05.840]  我們看到很多美麗生命的見證
[00:14:05.840 --> 00:14:08.200]  不是因為他們很厲害
[00:14:08.200 --> 00:14:09.640]  讀了很多書
[00:14:09.640 --> 00:14:10.760]  全部都不是
[00:14:10.760 --> 00:14:15.240]  是因為神 是聖靈 是基督
[00:14:15.240 --> 00:14:17.640]  所以我們很明白到
[00:14:17.640 --> 00:14:20.480]  當我們每一個月領受聖餐的時候
[00:14:20.480 --> 00:14:22.960]  除了有餅之外有杯子
[00:14:22.960 --> 00:14:25.200]  這杯是用我的血
[00:14:25.200 --> 00:14:28.680]  耶穌基督的血所納的新約
[00:14:28.680 --> 00:14:31.000]  我們有明白到
[00:14:31.000 --> 00:14:33.240]  耶穌基督許了新約
[00:14:33.240 --> 00:14:35.800]  他講述舊約的歷史
[00:14:35.800 --> 00:14:38.720]  耶和華神不單止與羅亞納了約
[00:14:38.720 --> 00:14:40.000]  阿伯拉罕之約
[00:14:40.000 --> 00:14:41.320]  西乃山之約
[00:14:41.320 --> 00:14:42.400]  大衛之約
[00:14:42.400 --> 00:14:45.680]  更加的許納了一個新約
[00:14:45.680 --> 00:14:48.640]  耶和華書31章 以西傑書36章
[00:14:48.640 --> 00:14:50.120]  這個新約是怎樣
[00:14:50.120 --> 00:14:53.640]  舊約是律法寫在法版上
[00:14:53.640 --> 00:14:55.880]  新約寫在心版上
[00:14:55.880 --> 00:14:58.440]  叫我們有聖靈去教導我們
[00:14:58.440 --> 00:15:00.560]  明白到很多屬靈的真理
[00:15:00.560 --> 00:15:02.240]  包括耶穌基督
[00:15:02.240 --> 00:15:06.960]  包括上帝很愛我們每一個
[00:15:06.960 --> 00:15:11.600]  讓我們成為屬天的兒女
[00:15:11.600 --> 00:15:13.520]  唯有你們是被揀選的族類
[00:15:13.520 --> 00:15:14.800]  是有君尊的祭司
[00:15:14.800 --> 00:15:15.920]  是聖潔的國度
[00:15:15.920 --> 00:15:17.560]  是屬神的子民
[00:15:17.560 --> 00:15:18.920]  要叫你們殊陽也
[00:15:18.920 --> 00:15:20.280]  召你們出黑暗
[00:15:20.280 --> 00:15:22.440]  入奇妙光明者的美德
[00:15:22.440 --> 00:15:25.120]  你們從前算不得子民
[00:15:25.120 --> 00:15:27.920]  現在卻成了神的子民
[00:15:27.920 --> 00:15:30.200]  從前未曾蒙廉恤
[00:15:30.200 --> 00:15:32.520]  現在卻蒙了廉恤
[00:15:32.520 --> 00:15:34.000]  知道嗎 弟兄姊妹
[00:15:34.000 --> 00:15:36.520]  我們得救是本福恩也因著信
[00:15:36.520 --> 00:15:37.920]  並不是出於自己
[00:15:37.920 --> 00:15:39.480]  乃是神所賜的
[00:15:39.480 --> 00:15:40.520]  也不是出於行為
[00:15:40.520 --> 00:15:41.760]  免得有人自誇
[00:15:41.760 --> 00:15:42.920]  你和我今天
[00:15:42.920 --> 00:15:45.960]  楊靖基在信愛家當中敬拜神
[00:15:45.960 --> 00:15:48.200]  不是因為我讀了很多學位
[00:15:48.200 --> 00:15:49.880]  不是因為我受了很多神學訓練
[00:15:49.880 --> 00:15:51.240]  不是因為我是總幹事
[00:15:51.240 --> 00:15:52.520]  不是 一切都不是
[00:15:52.520 --> 00:15:54.440]  一切都是基督
[00:15:54.440 --> 00:15:55.560]  我們在這裡敬拜神
[00:15:55.560 --> 00:15:57.640]  就因為上帝在我們生命當中
[00:15:57.640 --> 00:15:59.280]  做了一個
[00:15:59.280 --> 00:16:02.080]  你想像不到的更生的工作
[00:16:02.080 --> 00:16:04.440]  讓我們能夠去愛神
[00:16:04.440 --> 00:16:07.480]  我們本來死在罪惡過犯當中
[00:16:07.480 --> 00:16:09.400]  是不可能去愛神的
[00:16:09.400 --> 00:16:11.880]  但是今天我們能夠敬拜去愛神
[00:16:11.880 --> 00:16:15.240]  就因為神祂自己很想
[00:16:15.240 --> 00:16:17.440]  我們活出祂的樣式
[00:16:17.440 --> 00:16:18.960]  這是神的心意
[00:16:18.960 --> 00:16:20.960]  弟兄姊妹
[00:16:20.960 --> 00:16:25.760]  所以在《生命紀》
[00:16:25.760 --> 00:16:27.640]  十章二十一二十二節
[00:16:27.640 --> 00:16:28.680]  它特別提到
[00:16:28.680 --> 00:16:31.360]  原本以色列子民
[00:16:31.360 --> 00:16:32.440]  只有七十個
[00:16:32.440 --> 00:16:35.120]  現在離開埃及的時候
[00:16:35.120 --> 00:16:37.200]  南丁也超過六十萬
[00:16:37.200 --> 00:16:39.680]  猶如天上的星那麼多
[00:16:39.680 --> 00:16:41.440]  我們的神是相室的神
[00:16:41.440 --> 00:16:42.640]  Faithful
[00:16:42.640 --> 00:16:43.640]  守約的神
[00:16:43.640 --> 00:16:45.160]  Confidential
[00:16:45.160 --> 00:16:46.680]  祂一定說過的話
[00:16:46.680 --> 00:16:48.600]  一定會成就
[00:16:48.600 --> 00:16:50.440]  聖經每一個英許
[00:16:50.440 --> 00:16:53.920]  都會成就在我們身上
[00:16:53.920 --> 00:16:55.600]  我很深愛一節經文
[00:16:55.600 --> 00:16:56.760]  因為這節經文就說了
[00:16:56.760 --> 00:16:58.600]  為什麼所有的英許
[00:16:58.600 --> 00:17:03.080]  都會成就在我們身上
[00:17:03.080 --> 00:17:06.200]  神若不愛惜自己的兒子
[00:17:06.200 --> 00:17:08.200]  為我們眾人寫了
[00:17:08.200 --> 00:17:10.080]  豈不也把萬物和他一同
[00:17:10.080 --> 00:17:11.680]  白白的賜給我們嗎
[00:17:11.680 --> 00:17:13.680]  羅馬書八章三十二節
[00:17:13.680 --> 00:17:16.760]  我希望今天回去背了這節金句
[00:17:16.760 --> 00:17:18.000]  羅馬書
[00:17:18.000 --> 00:17:20.920]  神既不愛惜自己的兒子
[00:17:20.920 --> 00:17:23.480]  為我們眾人寫了
[00:17:23.480 --> 00:17:25.280]  豈不也把萬物和他一同
[00:17:25.280 --> 00:17:26.680]  白白的賜給我們嗎
[00:17:26.680 --> 00:17:28.880]  如果神做了最艱難的那件事
[00:17:28.880 --> 00:17:29.760]  在我們身上
[00:17:29.760 --> 00:17:34.480]  最艱難的就是將他獨生兒子殺死
[00:17:34.480 --> 00:17:36.840]  在《史達林傳》四章二十七二十八節說
[00:17:36.840 --> 00:17:37.520]  不是希律
[00:17:37.520 --> 00:17:38.360]  不是比拉多
[00:17:38.360 --> 00:17:39.360]  不是羅馬兵丁
[00:17:39.360 --> 00:17:40.840]  不是猶太人殺死耶穌
[00:17:40.840 --> 00:17:43.360]  是天父已經預定
[00:17:43.360 --> 00:17:47.400]  創世之先有一個預定的計劃
[00:17:47.400 --> 00:17:50.760]  就是要透過他的獨生兒子受死
[00:17:50.760 --> 00:17:54.920]  以致我們罪人能夠和天父復和
[00:17:54.920 --> 00:17:56.920]  進入永恆的國度當中
[00:17:56.920 --> 00:18:00.320]  如果神做了最艱難的那件事
[00:18:00.320 --> 00:18:02.120]  耶穌基督做了最艱難的那件事
[00:18:02.120 --> 00:18:03.840]  其他一切他都會給我們
[00:18:03.840 --> 00:18:06.720]  因為我們的天父是很慷慨的
[00:18:06.720 --> 00:18:09.760]  Gracious Giver 很慷慨的神
[00:18:09.760 --> 00:18:12.720]  我們現在有的每一樣東西
[00:18:12.720 --> 00:18:14.960]  每一樣東西都是神秘的
[00:18:14.960 --> 00:18:17.360]  赤身而來赤身而去
[00:18:17.360 --> 00:18:19.360]  我們有的東西
[00:18:19.360 --> 00:18:21.360]  所以我們感恩
[00:18:21.360 --> 00:18:23.840]  蒙神愛這三個字
[00:18:23.840 --> 00:18:26.480]  我希望真的成為我們
[00:18:26.480 --> 00:18:28.480]  還有八個月
[00:18:28.480 --> 00:18:30.280]  不要緊 繼續努力
[00:18:30.280 --> 00:18:34.720]  肯定的這個我們信仰的核心
[00:18:34.720 --> 00:18:36.960]  因為十字架代表一切
[00:18:36.960 --> 00:18:38.960]  第二樣我們說
[00:18:38.960 --> 00:18:44.320]  蒙神愛之後怎樣去愛倫社
[00:18:44.320 --> 00:18:47.320]  在五個Infinitives當中
[00:18:47.320 --> 00:18:49.320]  不定式的動詞中間就是愛
[00:18:49.320 --> 00:18:51.000]  這個是讓我們想起
[00:18:51.000 --> 00:18:53.000]  《生命記錄章》Shema
[00:18:53.000 --> 00:18:54.000]  你們要聽
[00:18:54.000 --> 00:18:57.120]  猶太人每天都要背誦的祈禱文
[00:18:57.120 --> 00:18:58.120]  你們要聽
[00:18:58.120 --> 00:19:00.520]  岳爺說我們的神是獨一的神
[00:19:00.520 --> 00:19:03.400]  所以我們盡心盡性盡義
[00:19:03.400 --> 00:19:05.640]  愛耶和華的神
[00:19:05.640 --> 00:19:08.440]  《馬特福音》22章有個律法師問耶穌
[00:19:08.440 --> 00:19:11.120]  法上誡命哪條是最大
[00:19:11.120 --> 00:19:13.120]  就是引用這節經文
[00:19:13.120 --> 00:19:17.120]  並且要愛人如己
[00:19:17.120 --> 00:19:19.680]  摩訶也在《羅馬書》13章第八節這樣說
[00:19:19.680 --> 00:19:21.400]  愛人的就完全是律法
[00:19:21.400 --> 00:19:24.800]  所以愛是包含所有的律法
[00:19:24.800 --> 00:19:30.080]  都是要顯出愛這個特質
[00:19:30.080 --> 00:19:32.800]  在經文當中說到的
