
[00:00:00.000 --> 00:00:06.300]  今晚這個題目是較為學術性一點
[00:02:24.280 --> 00:02:26.440]  不如我們基督徒為他們拍掌好不好?
[00:02:26.440 --> 00:02:33.760]  我們歡迎他們進來
[00:02:33.760 --> 00:02:36.200]  我們一起來思想
[00:02:36.200 --> 00:02:38.120]  另外還有一個原因的
[00:02:38.120 --> 00:02:41.520]  如果有代表在這裡大家坐下來講的時候
[00:02:41.520 --> 00:02:46.520]  會比較 因為那個氣氛會比較緊張
[00:02:46.520 --> 00:02:48.840]  大家將來會比較緊張
[00:02:48.840 --> 00:02:49.760]  大家很容易
[00:02:49.760 --> 00:02:53.120]  因為不同的宗教總是有不同的看法
[00:02:53.120 --> 00:02:55.600]  很多時候會比較意氣 比較感情用事
[00:02:55.600 --> 00:02:57.400]  也未必是一個好的事
[00:02:57.400 --> 00:03:00.040]  但是最大的問題我相信就是那個內容
[00:03:00.040 --> 00:03:03.280]  今晚所希望的一個全面講一講的內容
[00:03:03.280 --> 00:03:05.760]  如果是有對話
[00:03:05.760 --> 00:03:07.200]  一開始就是對話
[00:03:07.200 --> 00:03:11.160]  我想其中五分之一都還沒講完
[00:03:11.160 --> 00:03:14.040]  就已經整晚大家在爭論一個問題
[00:03:14.040 --> 00:03:14.920]  會繳錢
[00:03:14.920 --> 00:03:18.080]  這個可能就是最主要的原因
[00:03:18.080 --> 00:03:20.640]  不過我希望講得很清楚
[00:03:20.640 --> 00:03:23.760]  也是要求我自己的
[00:03:23.760 --> 00:03:27.120]  不等於今晚我們缺席審判
[00:03:27.120 --> 00:03:28.680]  不等於自席審判
[00:03:28.680 --> 00:03:33.280]  我經常要求我自己也是人同此心
[00:03:33.280 --> 00:03:37.960]  雖然我不一定贊成其他的宗教的看法
[00:03:37.960 --> 00:03:40.080]  不然我們就做了那個教徒
[00:03:40.080 --> 00:03:41.240]  我仍然是基督教徒
[00:03:41.240 --> 00:03:42.880]  當然我有我自己的立場
[00:03:42.880 --> 00:03:43.440]  我有我的看法
[00:03:43.440 --> 00:03:44.880]  人有立場不要緊
[00:03:44.880 --> 00:03:46.680]  但是起碼一個要求
[00:03:46.680 --> 00:03:48.480]  我對自己的要求自從21年前
[00:03:48.480 --> 00:03:52.400]  我寫這個共產主義與基督教這本書之後
[00:03:52.400 --> 00:03:53.400]  我就要求自己
[00:03:53.400 --> 00:03:55.400]  雖然和我看法不同的人
[00:03:55.400 --> 00:03:57.920]  但是我起碼對他們的看法
[00:03:57.920 --> 00:03:59.440]  我要尊重
[00:03:59.440 --> 00:04:00.640]  要了解
[00:04:00.640 --> 00:04:02.400]  不要說錯
[00:04:02.400 --> 00:04:02.760]  是不是?
[00:04:02.760 --> 00:04:04.880]  我們都不想關上門打狗
[00:04:04.880 --> 00:04:09.000]  21年來我要求我自己不會關上門打狗
[00:04:09.000 --> 00:04:10.120]  意思就是說
[00:04:10.120 --> 00:04:15.840]  我都不想別人在外面隨便說耶穌是同性戀
[00:04:15.840 --> 00:04:20.040]  說耶穌和莫大拉馬尼亞同居
[00:04:20.040 --> 00:04:21.720]  我聽到也很不開心
[00:04:21.720 --> 00:04:22.720]  是不是?
[00:04:22.720 --> 00:04:24.400]  正如這樣的話
[00:04:24.400 --> 00:04:28.840]  我相信其他宗教人也不想我們在這裡
[00:04:28.840 --> 00:04:34.680]  隨便說一些沒有根據的話去羞辱其他人
[00:04:34.680 --> 00:04:35.520]  是不是?
[00:04:35.520 --> 00:04:40.640]  正如我們不想人家說波斯尼亞的基督徒
[00:04:40.640 --> 00:04:43.280]  屠殺伊斯蘭教徒
[00:04:43.280 --> 00:04:45.840]  所以基督教是殘酷的
[00:04:45.840 --> 00:04:47.520]  我們也不喜歡別人這麼說
[00:04:47.520 --> 00:04:49.240]  所以我們也不應該
[00:04:49.240 --> 00:04:53.640]  也不想說在印尼的伊斯蘭教徒
[00:04:53.640 --> 00:04:58.280]  就是伊斯蘭教這樣暴戾的人
[00:04:58.280 --> 00:05:02.360]  我相信大家也會明白分別在哪裡
[00:05:02.360 --> 00:05:05.240]  我自己對這兩個宗教
[00:05:05.240 --> 00:05:09.840]  我自己有相當的尊重
[00:05:09.840 --> 00:05:17.440]  一方面我有一些的伊斯蘭教徒的朋友
[00:05:17.440 --> 00:05:21.440]  我在加拿大差不多有八年的時間
[00:05:21.440 --> 00:05:24.120]  住在我隔壁的就是伊斯蘭教的朋友
[00:05:24.120 --> 00:05:25.360]  來自伊朗的
[00:05:25.360 --> 00:05:30.000]  他們的家庭、他們的人格、他們對家庭的觀念
[00:05:30.000 --> 00:05:32.000]  對道德的要求
[00:05:32.000 --> 00:05:33.280]  是令我相當佩服
[00:05:33.280 --> 00:05:34.640]  我們成為很好的朋友
[00:05:34.640 --> 00:05:37.520]  雖然我們一直覺得宗教信仰是不同的
[00:05:37.520 --> 00:05:39.760]  對於摩門教的朋友
[00:05:39.760 --> 00:05:43.400]  我也很相信他們也有他們的操守
[00:05:43.400 --> 00:05:46.400]  他們是很乾淨的
[00:05:46.400 --> 00:05:49.240]  乾淨不是衛生的乾淨
[00:05:49.240 --> 00:05:53.360]  我去參觀過很多不同的摩門教的聖殿
[00:05:53.360 --> 00:05:55.640]  他們和他們的人聊天
[00:05:55.640 --> 00:06:00.840]  他們的熱情、他們對於道德的要求
[00:06:00.840 --> 00:06:02.960]  他們對待人、接物的態度
[00:06:02.960 --> 00:06:04.160]  也令我很感動
[00:06:04.160 --> 00:06:07.760]  我講了這些雜雜的開場白
[00:06:07.760 --> 00:06:11.920]  我希望大家會明白我今晚嘗試要做的
[00:06:11.920 --> 00:06:13.920]  是一個比較坦誠
[00:06:13.920 --> 00:06:16.840]  稍後我也會講有不贊成的地方
[00:06:16.840 --> 00:06:21.480]  我相信也很希望當中有不同的基督徒弟兄姊妹
[00:06:21.480 --> 00:06:27.400]  又或者是摩門教或者是伊斯蘭教的朋友
[00:06:27.400 --> 00:06:29.800]  稍後我們也有半個小時的時間
[00:06:29.800 --> 00:06:31.520]  是一些發文的時間
[00:06:31.520 --> 00:06:33.160]  因為人數這麼多
[00:06:33.160 --> 00:06:34.840]  我仍然用以往的做法
[00:06:34.840 --> 00:06:36.920]  我們是傳紙上來
[00:06:36.920 --> 00:06:38.920]  如果有些地方我說錯了
[00:06:38.920 --> 00:06:40.800]  或者有些地方你是不贊成的
[00:06:40.800 --> 00:06:41.840]  你可以傳上來
[00:06:41.840 --> 00:06:44.160]  我盡力去回答
[00:06:44.160 --> 00:06:45.760]  也請你幫我
[00:06:45.760 --> 00:06:50.440]  因為這些也會成為我日後寫這本書的定論的時候
[00:06:50.440 --> 00:06:52.000]  很重要的參考
[00:06:52.000 --> 00:06:54.800]  好了 我們就閒話休提
[00:06:54.800 --> 00:06:58.560]  我們開始去看一看我們今晚的課題
[00:06:58.560 --> 00:07:03.480]  我相信大家手上也有這本小冊子
[00:07:03.480 --> 00:07:06.440]  就是講義
[00:07:06.440 --> 00:07:07.640]  我們分為兩節
[00:07:07.640 --> 00:07:09.360]  一節之後我們有個休息
[00:07:09.360 --> 00:07:11.360]  然後我們進入第二節
[00:07:11.360 --> 00:07:13.920]  第二節比較長 第一節比較短
[00:07:13.920 --> 00:07:17.960]  我希望盡我自己的時間
[00:07:17.960 --> 00:07:20.760]  可以把握得好 講得清楚
[00:07:20.760 --> 00:07:22.480]  請大家 如果你是基督教徒的話
[00:07:22.480 --> 00:07:24.000]  請你為我祈禱
[00:07:24.000 --> 00:07:26.120]  我恐怕資料太多
[00:07:26.120 --> 00:07:27.640]  講得會比較混亂
[00:07:27.640 --> 00:07:29.480]  但我希望講得清楚
[00:07:29.480 --> 00:07:31.080]  首先我們要問一個問題
[00:07:31.080 --> 00:07:37.160]  為什麼要研究古蘭經和摩門經
[00:07:37.160 --> 00:07:42.160]  有一些很簡單的交代
[00:07:42.160 --> 00:07:44.360]  今天我們說
[00:07:44.360 --> 00:07:46.760]  如果有一位神
[00:07:46.760 --> 00:07:50.560]  祂是一位能夠創造這個宇宙
[00:07:50.560 --> 00:07:53.520]  又做人類的神
[00:07:53.520 --> 00:08:00.520]  我相信祂一定會用祂的方法和人溝通
[00:08:00.520 --> 00:08:02.120]  大家都會明白這件事
[00:08:02.120 --> 00:08:03.760]  如果你養過小朋友
[00:08:03.760 --> 00:08:05.360]  就是養大過小朋友
[00:08:05.360 --> 00:08:06.760]  你就會明白
[00:08:06.760 --> 00:08:09.400]  做父母的心都是一樣
[00:08:09.400 --> 00:08:10.960]  祂不會做了這個地球
[00:08:10.960 --> 00:08:11.720]  做了這個宇宙
[00:08:11.720 --> 00:08:14.360]  做了人類這些複雜的動物出來
[00:08:14.360 --> 00:08:16.680]  任由祂自生自滅
[00:08:16.680 --> 00:08:19.040]  既然我們有這種宗教的思考
[00:08:19.040 --> 00:08:22.240]  能夠對這個超然的世界有所接觸的話
[00:08:22.240 --> 00:08:26.760]  那位宇宙的主宰一定會和人溝通
[00:08:26.760 --> 00:08:30.080]  一定是祂主動和我們溝通
[00:08:30.080 --> 00:08:32.120]  大家都會明白這件事
[00:08:32.120 --> 00:08:33.240]  祂不會躲起來
[00:08:33.240 --> 00:08:37.560]  所以我一直對中國傳統的天機不可洩漏
[00:08:37.560 --> 00:08:39.440]  或者推推推
[00:08:39.440 --> 00:08:40.720]  猜到祂出來
[00:08:40.720 --> 00:08:43.840]  我覺得不合理
[00:08:43.840 --> 00:08:45.240]  這是另外一個話題
[00:08:45.240 --> 00:08:47.880]  這是我最新的chapter前四篇一講的
[00:08:47.880 --> 00:08:49.800]  我一句就講完
[00:08:49.800 --> 00:08:54.600]  如果一位有情有義有溝通能力的神
[00:08:54.600 --> 00:08:55.680]  祂一定會和人溝通
[00:08:55.680 --> 00:08:57.640]  我們都知道
[00:08:57.640 --> 00:08:58.840]  我們剛才說有小朋友
[00:08:58.840 --> 00:09:01.160]  我們小朋友小時候放學回家
[00:09:01.160 --> 00:09:02.880]  校車來了
[00:09:02.880 --> 00:09:03.880]  帶他回家按門鈴
[00:09:03.880 --> 00:09:04.720]  一開門的時候
[00:09:04.720 --> 00:09:06.040]  我們當然說什麼呢
[00:09:06.040 --> 00:09:08.400]  兒子回來了
[00:09:08.400 --> 00:09:09.560]  好啊
[00:09:09.560 --> 00:09:10.960]  進來廚房
[00:09:10.960 --> 00:09:12.320]  倒杯果汁給你喝
[00:09:12.320 --> 00:09:14.160]  當然會這樣說
[00:09:14.160 --> 00:09:15.960]  我們不會說兒子進來的時候
[00:09:15.960 --> 00:09:19.920]  我們會躲在睡房的衣櫃裡
[00:09:19.920 --> 00:09:22.840]  看你能不能找到我
[00:09:22.840 --> 00:09:24.680]  找到我今晚你有飯吃
[00:09:24.680 --> 00:09:26.080]  找不到我你就該死
[00:09:26.080 --> 00:09:26.560]  你就該死
[00:09:26.560 --> 00:09:27.520]  你沒得吃了
[00:09:27.520 --> 00:09:28.400]  我們會不會這樣做
[00:09:28.400 --> 00:09:29.360]  不會的
[00:09:29.360 --> 00:09:30.720]  我想神都不會在上面
[00:09:30.720 --> 00:09:31.600]  看看你怎樣
[00:09:31.600 --> 00:09:32.360]  找不找到我
[00:09:32.360 --> 00:09:33.320]  這幫人找到就算了
[00:09:33.320 --> 00:09:34.200]  這幫人找不到
[00:09:34.200 --> 00:09:35.280]  下體就掉下去
[00:09:35.280 --> 00:09:36.800]  該死了
[00:09:36.800 --> 00:09:38.760]  我相信不會的
[00:09:38.760 --> 00:09:40.800]  祂一定用祂最多的方式
[00:09:40.800 --> 00:09:42.160]  盡量用祂的方法
[00:09:42.160 --> 00:09:44.560]  向人說祂是一位怎樣的神
[00:09:44.560 --> 00:09:45.760]  祂要求什麼
[00:09:45.760 --> 00:09:47.520]  祂要求的時候
[00:09:47.520 --> 00:09:49.880]  人怎樣可以跟祂重新建立一個關係
[00:09:49.880 --> 00:09:54.840]  我相信這些全部都是一個宇宙的神
[00:09:54.840 --> 00:09:57.160]  創造人類的神必須要做的
[00:09:57.160 --> 00:09:58.280]  就是說
[00:09:58.280 --> 00:09:59.040]  進一步了
[00:09:59.040 --> 00:10:01.040]  我們今晚比較理性的說
[00:10:01.040 --> 00:10:03.320]  就是說祂這樣啟示的時候
[00:10:03.320 --> 00:10:05.040]  也會很清楚
[00:10:05.040 --> 00:10:06.560]  這個清楚的啟示
[00:10:06.560 --> 00:10:08.600]  一定是超文化
[00:10:08.600 --> 00:10:09.760]  超地域
[00:10:09.760 --> 00:10:10.800]  超時間
[00:10:10.800 --> 00:10:14.400]  就是說不只是停留在某一個人很神秘的經驗上面而已
[00:10:14.400 --> 00:10:16.760]  一定是可以更多人受惠
[00:10:16.760 --> 00:10:20.480]  因為越是全世界越是不同歷史的人可以受惠的
[00:10:20.480 --> 00:10:22.200]  越是祂自己的心意
[00:10:22.200 --> 00:10:24.560]  因為祂是一位想跟人溝通的神
[00:10:24.560 --> 00:10:26.560]  祂沒理由無緣無故選擇小說
[00:10:26.560 --> 00:10:29.600]  可能一定是從一個小說的民族開始
[00:10:29.600 --> 00:10:31.600]  但是祂一定是可以散開
[00:10:31.600 --> 00:10:34.240]  到全世界的人都有機會接觸的
[00:10:34.240 --> 00:10:38.400]  所以從這種角度來說的時候
[00:10:38.400 --> 00:10:40.520]  用文字的記載
[00:10:40.520 --> 00:10:42.600]  肯定就是祂要用的方法
[00:10:42.600 --> 00:10:43.400]  是不是?
[00:10:44.400 --> 00:10:46.400]  用文字的記載
[00:10:46.400 --> 00:10:49.800]  才可以突破這個地域和時間的限制
[00:10:49.800 --> 00:10:52.800]  那就是說如果再推一步來說
[00:10:52.800 --> 00:10:54.400]  如果有宇宙有一位神
[00:10:54.400 --> 00:10:55.640]  祂一定要跟人溝通
[00:10:55.640 --> 00:10:57.520]  祂溝通的方法是透過文字的話
[00:10:57.520 --> 00:11:00.400]  就是說我們人類歷史裡面一定有一本經典是的
[00:11:00.400 --> 00:11:04.800]  不是聖經也有第二本的了
[00:11:04.800 --> 00:11:07.400]  不過我們要求問的時候
[00:11:07.400 --> 00:11:09.400]  就不是本本都可以說祂是
[00:11:09.400 --> 00:11:12.120]  不是祂說是就是
[00:11:12.120 --> 00:11:13.120]  對不對?
[00:11:13.120 --> 00:11:15.400]  今晚我作一本我就說是
[00:11:15.400 --> 00:11:18.800]  當然要求分辨哪本才是哪本不是
[00:11:18.800 --> 00:11:20.120]  但是當然是一本是
[00:11:20.120 --> 00:11:24.400]  最基本最起始的要求就是
[00:11:24.400 --> 00:11:27.120]  那本經典書籍
[00:11:27.120 --> 00:11:29.120]  一定是開宗明義說
[00:11:29.120 --> 00:11:34.120]  這是我從神而來跟人溝通的一個媒介
[00:11:34.120 --> 00:11:36.400]  一本經典的說話
[00:11:36.400 --> 00:11:38.120]  如果祂沒有說
[00:11:38.120 --> 00:11:38.600]  對不起
[00:11:38.600 --> 00:11:40.120]  你就不要自作聰明
[00:11:40.120 --> 00:11:41.800]  或者一廂情願當祂是
[00:11:41.800 --> 00:11:42.800]  所以論語不是
[00:11:43.480 --> 00:11:44.280]  是不是?
[00:11:44.280 --> 00:11:45.480]  論語很偉大的
[00:11:45.480 --> 00:11:46.680]  我讀中國哲學
[00:11:46.680 --> 00:11:47.680]  論語很偉大
[00:11:47.680 --> 00:11:49.680]  道德的教訓孔子很偉大
[00:11:49.680 --> 00:11:51.680]  但是祂不是那本
[00:11:51.680 --> 00:11:53.280]  對不對?
[00:11:53.280 --> 00:11:54.680]  道德經也不是
[00:11:54.680 --> 00:11:55.880]  易經也不是
[00:11:55.880 --> 00:11:58.280]  越說你就越明白了
[00:11:58.280 --> 00:12:00.280]  如果你說
[00:12:00.280 --> 00:12:00.880]  好
[00:12:00.880 --> 00:12:03.880]  在人類歷史裡面究竟有多少本
[00:12:03.880 --> 00:12:06.680]  那些亂說的算了
[00:12:06.680 --> 00:12:09.880]  那些時間太短的我們還要加以時間等
[00:12:09.880 --> 00:12:13.560]  譬如現在最出名流行的三大本書
[00:12:13.560 --> 00:12:14.960]  就叫做Conversation with God
[00:12:14.960 --> 00:12:16.160]  不知道有沒有人看過
[00:12:16.160 --> 00:12:20.160]  各位美國的朋友
[00:12:20.160 --> 00:12:21.160]  他寫了三本書
[00:12:21.160 --> 00:12:22.760]  神對他這麼說
[00:12:22.760 --> 00:12:24.760]  我放長雙眼看看
[00:12:24.760 --> 00:12:26.760]  今晚我不討論那本書了
[00:12:26.760 --> 00:12:30.760]  那時候那些時間太短了
[00:12:30.760 --> 00:12:33.560]  人類歷史真的經驗都考驗
[00:12:33.560 --> 00:12:34.960]  有很多人相信的
[00:12:34.960 --> 00:12:38.360]  兩個人藏起來說是天書的
[00:12:38.360 --> 00:12:39.760]  我們就不要理他了
[00:12:39.840 --> 00:12:42.640]  但是如果你經歷了歷史考驗的話
[00:12:42.640 --> 00:12:43.440]  很奇怪
[00:12:43.440 --> 00:12:45.040]  如果你有空研究一下
[00:12:45.040 --> 00:12:46.440]  如果你知道更多的話
[00:12:46.440 --> 00:12:47.240]  你告訴我
[00:12:47.240 --> 00:12:48.840]  不是很多本的
[00:12:48.840 --> 00:12:51.040]  不是很多本的
[00:12:51.040 --> 00:12:53.240]  宣稱自己是從神而來啟示
[00:12:53.240 --> 00:12:57.240]  又是能夠建立一個比較穩健的基礎
[00:12:57.240 --> 00:12:58.640]  多人相信的
[00:12:58.640 --> 00:13:00.240]  就是這三本
[00:13:00.240 --> 00:13:02.840]  就是這三本
[00:13:02.840 --> 00:13:03.840]  聖經
[00:13:03.840 --> 00:13:04.840]  古蘭經
[00:13:04.840 --> 00:13:06.040]  和蒙文經
[00:13:06.040 --> 00:13:08.440]  剛才我說如果你有興趣
[00:13:08.440 --> 00:13:10.240]  你想到還有另外一些
[00:13:10.240 --> 00:13:12.040]  有得到這樣的要求
[00:13:12.040 --> 00:13:12.840]  剛才我說的要求
[00:13:12.840 --> 00:13:14.440]  你寫紙上來告訴我
[00:13:14.440 --> 00:13:15.440]  我研究一下
[00:13:15.440 --> 00:13:17.040]  如果我認為是的話
[00:13:17.040 --> 00:13:17.840]  我研究一下
[00:13:17.840 --> 00:13:19.040]  我寫在我的書上
[00:13:19.040 --> 00:13:21.440]  所以今晚我也很想互動
[00:13:21.440 --> 00:13:22.440]  給多點資料
[00:13:22.440 --> 00:13:23.040]  幫我
[00:13:23.040 --> 00:13:24.240]  讓我完成我的書
[00:13:24.240 --> 00:13:27.040]  這三本書都是宣稱
[00:13:27.040 --> 00:13:29.440]  是從神而來的啟示
[00:13:29.440 --> 00:13:30.840]  也是
[00:13:30.840 --> 00:13:33.440]  有很多人相信
[00:13:33.440 --> 00:13:36.640]  成為一些人數相當龐大的宗教
[00:13:36.640 --> 00:13:39.440]  我不相信需要再舉這些例子的時間
[00:13:39.440 --> 00:13:40.440]  數字出來
[00:13:40.440 --> 00:13:42.440]  如果是這樣的話
[00:13:42.440 --> 00:13:44.840]  現在問題就是我們這三本
[00:13:44.840 --> 00:13:46.240]  蒙文經
[00:13:46.240 --> 00:13:48.640]  古蘭經
[00:13:48.640 --> 00:13:50.640]  和聖經
[00:13:50.640 --> 00:13:53.040]  究竟哪一本是呢?
[00:13:53.040 --> 00:13:54.640]  今晚我們就要處理這個問題
[00:13:54.640 --> 00:13:57.040]  也有很多要求
[00:13:57.040 --> 00:13:58.240]  很多標準
[00:13:58.240 --> 00:14:00.640]  所以今晚我們就定置一些標準
[00:14:00.640 --> 00:14:02.640]  一路研究下去
[00:14:02.640 --> 00:14:06.240]  希望可以作一些判斷
[00:14:06.640 --> 00:14:07.440]  作一些判斷
[00:14:07.440 --> 00:14:10.440]  我也假設今晚我相信基督教徒比較多
[00:14:10.440 --> 00:14:15.240]  所以今晚我就會說蒙文經和古蘭經比較多
[00:14:15.240 --> 00:14:17.240]  而說聖經比較少
[00:14:17.240 --> 00:14:20.040]  希望你不要誤會我今晚不說聖經
[00:14:20.040 --> 00:14:21.840]  我假設你認識很多
[00:14:21.840 --> 00:14:24.440]  所以我說的時候我舉了兩個例子
[00:14:24.440 --> 00:14:26.040]  也不加以解釋
[00:14:26.040 --> 00:14:27.240]  我又假設
[00:14:27.240 --> 00:14:28.840]  對很多基督教徒來說
[00:14:28.840 --> 00:14:31.440]  可能古蘭經和蒙文經你聽過它的名字
[00:14:31.440 --> 00:14:32.440]  但是
[00:14:32.440 --> 00:14:34.640]  就不是很清楚內容
[00:14:35.040 --> 00:14:38.840]  所以今晚我就比較詳細地和你們說
[00:14:38.840 --> 00:14:43.240]  我剛才說的
[00:14:43.240 --> 00:14:46.040]  我自己花了不少時間慢慢看這兩個經典
[00:14:46.040 --> 00:14:49.040]  我也用了很多參考書
[00:14:49.040 --> 00:14:50.840]  我引用的時候
[00:14:50.840 --> 00:14:52.440]  我也看了他們的注釋
[00:14:52.440 --> 00:14:55.840]  當然古蘭經的注釋太多了
[00:14:55.840 --> 00:14:56.840]  我沒辦法看完
[00:14:56.840 --> 00:14:58.440]  我只看一些有代表性的
[00:14:58.440 --> 00:15:00.640]  但蒙文經的注釋我差不多看完了
[00:15:00.640 --> 00:15:01.840]  我敢說
[00:15:01.840 --> 00:15:05.840]  因為我自己是去訂了這些書
[00:15:05.840 --> 00:15:07.440]  去到美國
[00:15:07.440 --> 00:15:10.640]  去找到他們的所有要求
[00:15:10.640 --> 00:15:13.040]  我希望今晚我所說的
[00:15:13.040 --> 00:15:14.840]  是我有根據的話
[00:15:14.840 --> 00:15:15.640]  好了
[00:15:15.640 --> 00:15:17.440]  不說這麼多題外話了
[00:15:17.440 --> 00:15:19.440]  我們首先問一問
[00:15:19.440 --> 00:15:22.840]  蒙文經古蘭經是什麼
[00:15:22.840 --> 00:15:24.440]  我想也要有一個簡介
[00:15:24.440 --> 00:15:25.440]  所以
[00:15:25.440 --> 00:15:27.240]  請你們原諒我
[00:15:27.240 --> 00:15:29.840]  今晚我也要做一些小小的簡介
[00:15:30.240 --> 00:15:32.840]  我們先看看古蘭經
[00:15:32.840 --> 00:15:34.640]  跳到第五頁
[00:15:34.640 --> 00:15:38.040]  花點時間做簡介
[00:15:38.040 --> 00:15:41.040]  否則我們無頭無尾不知道是什麼
[00:15:41.040 --> 00:15:43.240]  我覺得我好像要上課一樣
[00:15:43.240 --> 00:15:45.640]  我覺得好
[00:15:45.640 --> 00:15:51.640]  古蘭經基本上是記載
[00:15:52.040 --> 00:15:56.040]  穆罕默德他自己
[00:15:56.040 --> 00:16:00.640]  所受神給他的啟示
[00:16:00.640 --> 00:16:01.840]  我們班士也好
[00:16:01.840 --> 00:16:03.640]  總之我用基督教的字眼就算了
[00:16:03.640 --> 00:16:04.840]  一樣的意思
[00:16:04.840 --> 00:16:11.240]  基本上他是40歲開始接受這個啟示
[00:16:11.240 --> 00:16:13.440]  到他離開世界大概63歲
[00:16:13.440 --> 00:16:17.240]  23年之間所得到的啟示
[00:16:17.240 --> 00:16:19.240]  所以這個啟示裡面
[00:16:19.240 --> 00:16:27.640]  是包含了他一直傳教的過程當中
[00:16:27.640 --> 00:16:33.040]  他受真主安拉
[00:16:33.040 --> 00:16:35.040]  就是獨一的真神
[00:16:35.040 --> 00:16:39.240]  所啟示他要說給世人的話
[00:16:39.240 --> 00:16:44.840]  又加上一些關於他的歷史的記載
[00:16:44.840 --> 00:16:48.240]  基本上是他在生的那段日子裡面
[00:16:48.240 --> 00:16:49.840]  他用口說出來的
[00:16:49.840 --> 00:16:54.240]  然後在他離開世界之後
[00:16:54.240 --> 00:16:59.040]  由他的繼任人相繼將他收集
[00:16:59.040 --> 00:17:03.040]  然後編輯而成的古蘭經
[00:17:03.040 --> 00:17:05.840]  這個古蘭經通常我們叫做可蘭經
[00:17:05.840 --> 00:17:08.840]  可蘭經是比較舊的叫法
[00:17:08.840 --> 00:17:16.440]  Quran是直接從阿拉伯文翻譯的字眼
[00:17:16.440 --> 00:17:20.440]  今天一般比較近的作品都叫做古蘭經
[00:17:20.440 --> 00:17:23.440]  我們就應該跟隨這個叫法叫做Quran
[00:17:23.440 --> 00:17:27.040]  不是用英文的Quran
[00:17:27.040 --> 00:17:30.640]  有些人問為什麼又叫回教又叫伊斯蘭教
[00:17:30.640 --> 00:17:31.840]  其實是一樣的
[00:17:31.840 --> 00:17:33.440]  伊斯蘭教就是Islam
[00:17:33.440 --> 00:17:38.440]  就是信仰這個宗教的名字
[00:17:38.440 --> 00:17:41.440]  穆斯林就是信仰
[00:17:41.440 --> 00:17:45.840]  信從這個伊斯蘭信仰的朋友
[00:17:45.840 --> 00:17:49.240]  回教我們通常叫回教
[00:17:49.240 --> 00:17:51.640]  因為伊斯蘭教傳入中國的時候
[00:17:51.640 --> 00:17:56.040]  是大部分的回族人相信伊斯蘭教
[00:17:56.040 --> 00:17:58.240]  不過今天已經很多漢人
[00:17:58.240 --> 00:18:01.040]  不只是回族的人都相信伊斯蘭教
[00:18:01.040 --> 00:18:03.440]  所以我們在中文來講也不需要叫回教
