
[00:00:00.000 --> 00:00:06.600]  今天我們再一次的一同領受《聖經》裏面關於侍奉的信息
[00:02:52.000 --> 00:02:59.200]  所以我們願意得到這個侍奉主的基本的條件
[00:02:59.200 --> 00:03:01.600]  讓我們注意
[00:03:01.600 --> 00:03:07.600]  主耶穌三次問彼得同樣的問題:你愛我嗎?
[00:03:07.600 --> 00:03:10.200]  爲什麼主要問他三次?
[00:03:10.200 --> 00:03:15.600]  有人說:這是因爲彼得曾經三次不認主
[00:03:15.600 --> 00:03:20.200]  所以主耶穌在這裏三次問他是否愛主
[00:03:20.200 --> 00:03:26.200]  那麼這樣的一個解釋我相信是很有理由的
[00:03:26.200 --> 00:03:29.400]  彼得過去三次跌倒
[00:03:29.400 --> 00:03:34.600]  但是主仍然使用他,仍然恩待他
[00:03:34.600 --> 00:03:37.200]  主使他復興
[00:03:37.200 --> 00:03:43.000]  主問他:你愛我嗎?三次地提醒他
[00:03:43.000 --> 00:03:50.000]  感謝主能夠用一個曾經跌倒過的人
[00:03:50.000 --> 00:03:54.400]  主還是不丟棄他、不拒絕他、不輕視他
[00:03:54.400 --> 00:03:56.600]  不將他擺在一邊
[00:03:56.600 --> 00:03:59.600]  主乃是要他復興
[00:03:59.600 --> 00:04:02.600]  帶他繼續走侍奉的道路
[00:04:02.600 --> 00:04:05.600]  這是主莫大的恩典
[00:04:05.600 --> 00:04:12.200]  我們想到主耶穌在路加福音二十二章
[00:04:12.200 --> 00:04:13.800]  在那一章裏面
[00:04:13.800 --> 00:04:18.400]  主耶穌對彼得說了一個預言
[00:04:18.400 --> 00:04:23.600]  就是說那一天基教以前
[00:04:23.600 --> 00:04:26.600]  彼得要三次地不認主
[00:04:26.600 --> 00:04:30.600]  當時彼得否認這件事
[00:04:30.600 --> 00:04:34.400]  他說:別人雖然可能跌倒
[00:04:34.400 --> 00:04:36.200]  我總不會跌倒
[00:04:36.200 --> 00:04:38.000]  他很有自信心
[00:04:38.000 --> 00:04:41.400]  但是他的自信心是靠不住的
[00:04:41.400 --> 00:04:44.000]  到了時候他真的跌倒了
[00:04:44.000 --> 00:04:45.800]  三次不認主
[00:04:45.800 --> 00:04:49.000]  那是何等可憐的事
[00:04:49.000 --> 00:04:54.600]  大師徒竟然那樣地跌倒三次不認主
[00:04:54.600 --> 00:04:57.400]  主是何等的失望、難過
[00:04:57.400 --> 00:05:00.800]  但是主的愛沒有停止
[00:05:00.800 --> 00:05:04.400]  所以記載在路加福音二十二章
[00:05:04.400 --> 00:05:07.600]  第三十一節、三十二節
[00:05:07.600 --> 00:05:09.400]  我讀給大家聽
[00:05:09.400 --> 00:05:14.600]  路加福音二十二章三十一、三十二節
[00:05:14.600 --> 00:05:17.400]  主又說:西門、西門
[00:05:17.400 --> 00:05:19.600]  撒旦想要得着你們
[00:05:19.600 --> 00:05:20.800]  好篩你們
[00:05:20.800 --> 00:05:22.800]  像篩麥子一樣
[00:05:22.800 --> 00:05:26.000]  但是我已經爲你祈求
[00:05:26.000 --> 00:05:29.000]  叫你不至於失了信心
[00:05:29.000 --> 00:05:33.800]  你回頭以後要兼顧你的弟兄
[00:05:33.800 --> 00:05:37.200]  主耶穌在這裏說:
[00:05:37.200 --> 00:05:41.200]  彼得啊,我已經爲你禱告
[00:05:41.200 --> 00:05:43.800]  我要保守你的信心
[00:05:43.800 --> 00:05:47.600]  你雖然曾經軟弱過甚至不認我
[00:05:47.600 --> 00:05:51.200]  但是你的信心還要恢復
[00:05:51.200 --> 00:05:53.800]  所以你回頭以後、覆信以後
[00:05:53.800 --> 00:05:57.200]  要記得我給你一個重要的工作
[00:05:57.200 --> 00:06:01.600]  就是要你去兼顧你的弟兄
[00:06:01.600 --> 00:06:03.000]  感謝主
[00:06:03.000 --> 00:06:06.200]  主當時說話之中
[00:06:06.200 --> 00:06:09.200]  有一件事值得我們特別注意
[00:06:09.200 --> 00:06:12.200]  在第三十一節,主用的是多數
[00:06:12.200 --> 00:06:15.400]  他說:撒旦想要得着你們
[00:06:15.400 --> 00:06:17.600]  好篩你們
[00:06:17.600 --> 00:06:22.400]  但是三十二節,主將多數改作單數
[00:06:22.400 --> 00:06:26.200]  主說:我已經爲你祈求
[00:06:26.200 --> 00:06:29.800]  把彼得特別地提出來
[00:06:29.800 --> 00:06:31.800]  感謝主我們每一個人
[00:06:31.800 --> 00:06:35.200]  都是主個別愛的對象
[00:06:35.200 --> 00:06:38.200]  主不是籠統地愛我們衆人
[00:06:38.200 --> 00:06:40.800]  他愛我們每一個
[00:06:40.800 --> 00:06:43.200]  尤其是侍奉他的人
[00:06:43.200 --> 00:06:45.800]  所以主耶穌不忘記彼得
[00:06:45.800 --> 00:06:47.600]  爲他禱告
[00:06:47.600 --> 00:06:50.600]  使他不至於失了信心
[00:06:50.600 --> 00:06:52.000]  在軟弱的時候
[00:06:52.000 --> 00:06:54.600]  能夠醒悟、能夠回頭
[00:06:54.600 --> 00:06:57.400]  而且主還有一個美好的旨意
[00:06:57.400 --> 00:07:00.200]  就是在他回頭以後、覆信以後
[00:07:00.200 --> 00:07:04.000]  要用他去兼顧其他的弟兄
[00:07:04.000 --> 00:07:06.000]  彼得失敗的經驗
[00:07:06.000 --> 00:07:09.000]  對於他成爲一個新的主夫
[00:07:09.000 --> 00:07:11.200]  他了解了自己的軟弱
[00:07:11.200 --> 00:07:14.000]  自己的學習的不可靠
[00:07:14.000 --> 00:07:16.000]  他不能夠再自誇了
[00:07:16.000 --> 00:07:18.600]  他清楚地認識了自己
[00:07:18.600 --> 00:07:21.400]  原來是那樣的無用
[00:07:21.400 --> 00:07:25.200]  但是同時他體會到主的恩典
[00:07:25.200 --> 00:07:27.400]  經驗到主的保守
[00:07:27.400 --> 00:07:29.400]  也經驗到主的慈愛
[00:07:29.400 --> 00:07:30.800]  繼續地用他
[00:07:30.800 --> 00:07:33.200]  所以他過去的失敗的經驗
[00:07:33.200 --> 00:07:36.800]  成爲他兼顧的一個來源
[00:07:36.800 --> 00:07:40.600]  使他更能夠謙卑地來侍奉主
[00:07:40.600 --> 00:07:44.400]  也完成主對他的託付
[00:07:44.400 --> 00:07:48.600]  我們聯想到彼得年老的時候
[00:07:48.600 --> 00:07:51.000]  快要離開世界的時候
[00:07:51.000 --> 00:07:55.800]  他仍然牢牢地記得主的這句話
[00:07:55.800 --> 00:07:58.400]  要他兼顧弟兄
[00:07:58.400 --> 00:08:01.400]  所以在他最後的書信裏面
[00:08:01.400 --> 00:08:04.400]  就是彼得後書第一章
[00:08:04.400 --> 00:08:08.000]  當他面對去世的時候
[00:08:08.000 --> 00:08:10.400]  他說了這樣的話
[00:08:10.400 --> 00:08:12.400]  我讀給大家聽
[00:08:12.400 --> 00:08:15.200]  彼得後書第一章
[00:08:15.200 --> 00:08:18.600]  第十二節到第十五節
[00:08:18.600 --> 00:08:23.000]  彼得後書第一章十二到十五
[00:08:23.000 --> 00:08:26.000]  你們雖然曉得這些事
[00:08:26.000 --> 00:08:30.400]  並且在你們已經有的真道上兼顧
[00:08:30.400 --> 00:08:34.600]  我卻要將這些事常常提醒你們
[00:08:34.600 --> 00:08:39.400]  我以爲應當趁我還在這帳篷的時候
[00:08:39.400 --> 00:08:41.800]  提醒你們、激發你們
[00:08:41.800 --> 00:08:45.800]  因爲知道我脫離這帳篷的時候快到了
[00:08:45.800 --> 00:08:49.600]  正如我們主耶穌基督所指示的
[00:08:49.600 --> 00:08:52.400]  並且我要盡心竭力
[00:08:52.400 --> 00:08:57.800]  使你們在我去世以後常常記念這些事
[00:08:57.800 --> 00:09:01.400]  在這一段聖經裏面提到兼顧
[00:09:01.400 --> 00:09:03.400]  在這一段聖經裏面
[00:09:03.400 --> 00:09:06.600]  彼得也說盡心竭力
[00:09:06.600 --> 00:09:10.600]  他知道他離開帳篷的時候快到了
[00:09:10.600 --> 00:09:11.800]  意思就是說
[00:09:11.800 --> 00:09:15.000]  他要離開世界的時候快到了
[00:09:15.000 --> 00:09:18.400]  這個帳篷是指着他的身體說的
[00:09:18.400 --> 00:09:23.200]  他在世上的這一個肉身快要過去了
[00:09:23.200 --> 00:09:25.200]  他要到主那兒去了
[00:09:25.200 --> 00:09:27.800]  這個時間已經在面前了
[00:09:27.800 --> 00:09:31.800]  這個時候他仍然牢牢地記得
[00:09:31.800 --> 00:09:38.600]  並且盡心竭力去做兼顧弟兄的事情工作
[00:09:38.600 --> 00:09:43.200]  這是看見主耶穌對他的提醒
[00:09:43.200 --> 00:09:45.000]  爲他的禱告
[00:09:45.000 --> 00:09:48.400]  在他身上的旨意沒有落空
[00:09:48.400 --> 00:09:52.200]  感謝主能夠使用一個曾經軟弱
[00:09:52.200 --> 00:09:57.000]  但後來剛強起來得到復興眺望的人
[00:09:57.000 --> 00:10:00.000]  於是我們聯想到馬可
[00:10:00.000 --> 00:10:04.400]  大家都記得馬可曾經軟弱
[00:10:04.400 --> 00:10:07.800]  在重要的關頭離開了保羅
[00:10:07.800 --> 00:10:10.400]  所以保羅對他失去了信任
[00:10:10.400 --> 00:10:12.800]  不願意再和他同宮
[00:10:12.800 --> 00:10:16.200]  但是後來馬可得到復興
[00:10:16.200 --> 00:10:19.800]  所以我們在保羅的幾封書信裏面
[00:10:19.800 --> 00:10:23.400]  看見他提到馬可表示欣賞
[00:10:23.400 --> 00:10:28.400]  說馬可是他一個很寶貴的統公
[00:10:28.400 --> 00:10:30.800]  一個重要的統公
[00:10:30.800 --> 00:10:34.000]  如果今天你到羅馬去
[00:10:34.000 --> 00:10:39.000]  你會看見一座禮拜堂叫馬可堂
[00:10:39.000 --> 00:10:43.600]  這個堂的門口的上面有一個雕刻
[00:10:43.600 --> 00:10:47.600]  這個雕刻是一個有翅膀的獅子
[00:10:47.600 --> 00:10:53.600]  用這個有翅膀的獅子來象徵馬可
[00:10:53.600 --> 00:10:55.600]  在馬可跌倒的時候
[00:10:55.600 --> 00:10:57.800]  他真是不像一個獅子
[00:10:57.800 --> 00:11:01.000]  更加不像一個有翅膀的獅子
[00:11:01.000 --> 00:11:03.200]  因爲他是那樣的軟弱
[00:11:03.200 --> 00:11:06.000]  但是後來在主的恩典中
[00:11:06.000 --> 00:11:07.800]  他得到復興
[00:11:07.800 --> 00:11:09.600]  他再站起來
[00:11:09.600 --> 00:11:13.000]  他堅強地靠着主來侍奉
[00:11:13.000 --> 00:11:16.800]  所以他的表現真是名副其實的
[00:11:16.800 --> 00:11:19.800]  成爲一個有翅膀的獅子
[00:11:19.800 --> 00:11:22.800]  不但是獅子還加上翅膀
[00:11:22.800 --> 00:11:25.600]  那真是力量上加力量
[00:11:25.600 --> 00:11:26.400]  是的
[00:11:26.400 --> 00:11:28.600]  如果我們肯悔改
[00:11:28.600 --> 00:11:31.800]  願意得到主的復興
[00:11:31.800 --> 00:11:35.000]  那我們就能夠使我們的軟弱
[00:11:35.000 --> 00:11:38.600]  成爲我們更加蒙福的機會
[00:11:38.600 --> 00:11:42.400]  這是神奇妙的作爲
[00:11:42.400 --> 00:11:46.400]  我們再回到約翰福音第21章
[00:11:46.400 --> 00:11:49.200]  主耶穌三次問彼得
[00:11:49.200 --> 00:11:50.600]  你愛我嗎?
[00:11:50.600 --> 00:11:52.600]  爲什麼問三次?
[00:11:52.600 --> 00:11:55.800]  剛纔我們已經看見第一個解釋
[00:11:55.800 --> 00:11:59.400]  那就是因爲彼得曾經三次跌倒
[00:11:59.400 --> 00:12:01.200]  但是復興以後
[00:12:01.200 --> 00:12:04.000]  他在《石頭經傳》裏面記載
[00:12:04.000 --> 00:12:06.000]  三次爲主作繭
[00:12:06.000 --> 00:12:07.800]  更加堅定
[00:12:07.800 --> 00:12:09.200]  還有一個理由
[00:12:09.200 --> 00:12:13.800]  那就是說主耶穌要提醒彼得
[00:12:13.800 --> 00:12:19.400]  他隨時地需要主不斷地提醒
[00:12:19.400 --> 00:12:21.000]  今天我們也是一樣
[00:12:21.000 --> 00:12:22.800]  我們每過一段時間
[00:12:22.800 --> 00:12:25.800]  就需要主提醒我們一次
[00:12:25.800 --> 00:12:28.600]  問我們說你愛我嗎?
[00:12:28.600 --> 00:12:32.600]  我們再一次從心底下對主說
[00:12:32.600 --> 00:12:33.800]  主啊,是的
[00:12:33.800 --> 00:12:36.000]  你知道我愛你
[00:12:36.000 --> 00:12:37.800]  我們沒有一個人
[00:12:37.800 --> 00:12:39.400]  一次決定愛主
[00:12:39.400 --> 00:12:44.400]  就能夠永遠持續不斷地愛主到底
[00:12:44.400 --> 00:12:48.200]  我們每一個人都需要在愛主的路上
[00:12:48.200 --> 00:12:51.200]  一次、二次、三次、多次
[00:12:51.200 --> 00:12:55.200]  都得到主的提醒、激勵
[00:12:55.200 --> 00:12:58.200]  所以我們真是願意靠着主
[00:12:58.200 --> 00:13:01.400]  在這條愛主的路上走到底
[00:13:01.400 --> 00:13:03.400]  每一次主問我們的時候
[00:13:03.400 --> 00:13:05.800]  我們就得到眺望、得到復興
[00:13:05.800 --> 00:13:09.000]  再一次很堅強地、很喜樂地
[00:13:09.000 --> 00:13:11.200]  對主說:主啊,是的
[00:13:11.200 --> 00:13:13.800]  你知道我愛你
[00:13:13.800 --> 00:13:18.200]  我們再注意主問彼得這個問題
[00:13:18.200 --> 00:13:21.200]  裏面有一個字很重要
[00:13:21.200 --> 00:13:24.600]  就是比、比較的比
[00:13:24.600 --> 00:13:26.800]  在第十五節
[00:13:26.800 --> 00:13:32.000]  主耶穌說:你愛我比這些更甚嗎?
[00:13:32.000 --> 00:13:34.000]  一個人對主的愛
[00:13:34.000 --> 00:13:37.400]  在沒有經過比較之前
[00:13:37.400 --> 00:13:39.400]  是一種感覺的愛
[00:13:39.400 --> 00:13:43.000]  還沒有用事實證明出來
[00:13:43.000 --> 00:13:45.000]  經過比較
[00:13:45.000 --> 00:13:50.400]  就可以顯出是否真實的愛主
[00:13:50.400 --> 00:13:52.400]  世界上有許多的事
[00:13:52.400 --> 00:13:54.200]  也許有許多的人
[00:13:54.200 --> 00:13:56.200]  要爭取我們的愛
[00:13:56.200 --> 00:13:57.600]  說我們愛這些事
[00:13:57.600 --> 00:14:00.400]  愛這些人比愛主更多
[00:14:00.400 --> 00:14:03.200]  在比較之下就顯出來
[00:14:03.200 --> 00:14:05.600]  到底我們愛主有多少
[00:14:05.600 --> 00:14:07.400]  有多深
[00:14:07.400 --> 00:14:11.800]  有的人對主的愛經不起比較
[00:14:11.800 --> 00:14:16.600]  我們對主的愛是否經得起比較呢?
[00:14:16.600 --> 00:14:18.600]  我們很容易慢慢有了
[00:14:18.600 --> 00:14:20.200]  熟靈的偶像
[00:14:20.200 --> 00:14:26.000]  我們的心被這些熟靈的偶像佔據、奪去
[00:14:26.000 --> 00:14:31.800]  是我們愛這些比愛主更多、更深
[00:14:31.800 --> 00:14:34.400]  所以主這樣地提醒彼得
[00:14:34.400 --> 00:14:41.000]  要他追求、學習、經得起比較的愛
[00:14:41.000 --> 00:14:44.400]  這裏的這些兩個字
[00:14:44.400 --> 00:14:47.200]  是指着什麼講的呢?
[00:14:47.200 --> 00:14:49.600]  在經文裏面沒有解釋
[00:14:49.600 --> 00:14:53.200]  我相信這樣沒有解釋更好
[00:14:53.200 --> 00:14:55.400]  因爲這樣就可以
[00:14:55.400 --> 00:14:59.400]  適合每一個人不同的處境
[00:14:59.400 --> 00:15:01.000]  你有你的這些
[00:15:01.000 --> 00:15:03.000]  我有我的這些
[00:15:03.000 --> 00:15:05.000]  你有你面對的試探
[00:15:05.000 --> 00:15:07.200]  我有我面對的試探
[00:15:07.200 --> 00:15:10.200]  你有你需要比較的事
[00:15:10.200 --> 00:15:12.600]  我有我需要比較的事
[00:15:12.600 --> 00:15:18.200]  所以我們可以根據自己的特殊的處境、情況
[00:15:18.200 --> 00:15:21.000]  來回應主的這個問題
[00:15:21.000 --> 00:15:24.000]  我們願意像彼得一樣對主說
[00:15:24.000 --> 00:15:27.400]  主啊,是的,你知道我愛你
[00:15:27.400 --> 00:15:31.200]  彼得的回答之中沒有用這個「彼」字
[00:15:31.200 --> 00:15:36.000]  但是彼得的心是如此
[00:15:36.000 --> 00:15:37.800]  他現在很謙卑
[00:15:37.800 --> 00:15:39.800]  他不敢再誇口了
[00:15:39.800 --> 00:15:43.800]  所以他就避免用這個「彼」字
[00:15:43.800 --> 00:15:47.800]  但是他的心是很真誠
[00:15:47.800 --> 00:15:49.000]  所以他能夠說
[00:15:49.000 --> 00:15:51.200]  主啊,是的,你知道
[00:15:51.200 --> 00:15:53.400]  他知道主知道一切
[00:15:53.400 --> 00:15:56.600]  所以他不敢說謊話
[00:15:56.600 --> 00:16:00.200]  他真實地這樣地回答
[00:16:00.200 --> 00:16:03.600]  我們也看見後來彼得真是愛主
[00:16:03.600 --> 00:16:07.600]  比愛他自己的生命更深、更強
[00:16:07.600 --> 00:16:10.600]  他願意爲主犧牲自己
[00:16:10.600 --> 00:16:13.800]  他成爲一個殉道的使徒
[00:16:13.800 --> 00:16:17.400]  主對他的問題沒有落空
[00:16:17.400 --> 00:16:21.800]  我們再注意另外的很重要的一點
[00:16:21.800 --> 00:16:25.000]  就是主耶穌問彼得三次
[00:16:25.000 --> 00:16:26.000]  你愛我嗎?
[00:16:26.000 --> 00:16:29.200]  他用了兩個不同的「愛」字
[00:16:29.200 --> 00:16:34.000]  這兩個「愛」字在原文是意義不同的
[00:16:34.000 --> 00:16:37.600]  第一個「愛」字的意思是道義的愛
[00:16:37.600 --> 00:16:41.600]  另外一個「愛」字的意思是感情的愛
[00:16:41.600 --> 00:16:45.000]  主耶穌用這兩個「愛」字來問他
[00:16:45.000 --> 00:16:48.200]  我相信其中的意思之一
[00:16:48.200 --> 00:16:53.000]  就是主要彼得又用道義的愛愛他
[00:16:53.000 --> 00:16:55.400]  又用感情的愛愛他
[00:16:55.400 --> 00:17:00.400]  這兩樣的「愛」都是我們應該學習
[00:17:00.400 --> 00:17:03.600]  來在愛主上表現出來的
[00:17:03.600 --> 00:17:06.200]  什麼叫道義的愛呢?
[00:17:06.200 --> 00:17:12.200]  那就是約翰福音第十四章二十一節
[00:17:12.200 --> 00:17:14.600]  主耶穌所說的話
[00:17:14.600 --> 00:17:17.200]  我讀給大家聽
[00:17:17.200 --> 00:17:20.800]  約翰福音十四章二十一節
[00:17:20.800 --> 00:17:24.800]  主耶穌說:有了我的命令又遵守的
[00:17:24.800 --> 00:17:27.000]  這人就是愛我的
[00:17:27.000 --> 00:17:29.200]  愛我的逼蒙我父
[00:17:29.200 --> 00:17:31.800]  愛他,我也要愛他
[00:17:31.800 --> 00:17:35.400]  並且要向他顯現
[00:17:35.400 --> 00:17:38.400]  主耶穌這裏清楚地說明
[00:17:38.400 --> 00:17:41.200]  誰是愛他的
[00:17:41.200 --> 00:17:44.800]  就是那些有了他的命令又遵守的
[00:17:44.800 --> 00:17:47.400]  這人就是愛他的
[00:17:47.400 --> 00:17:49.800]  這是對主的道義的愛
[00:17:49.800 --> 00:17:52.600]  遵守他的道
[00:17:52.600 --> 00:17:56.400]  但是主耶穌也很寶貴欣賞
[00:17:56.400 --> 00:17:59.200]  我們對他感情的愛
[00:17:59.200 --> 00:18:02.600]  所以主耶穌曾經說過
[00:18:02.600 --> 00:18:06.000]  你們要盡心儘性盡力盡力
[00:18:06.000 --> 00:18:08.400]  愛主你的神
[00:18:08.400 --> 00:18:13.800]  那麼這四樣就包括了感情在內
[00:18:13.800 --> 00:18:15.000]  我們整個的人
[00:18:15.000 --> 00:18:16.200]  我們的理性
[00:18:16.200 --> 00:18:18.000]  我們的感性
[00:18:18.000 --> 00:18:19.600]  我們的意志
[00:18:19.600 --> 00:18:22.000]  都願意回應主的愛
[00:18:22.000 --> 00:18:24.400]  那就是我們整個的人
[00:18:24.400 --> 00:18:29.800]  都是對主的愛的一個火生生的回應
[00:18:29.800 --> 00:18:31.200]  感謝主
[00:18:31.200 --> 00:18:35.400]  我們可以用這兩樣的愛來愛主
[00:18:35.400 --> 00:18:39.000]  有的人愛主缺少感情
[00:18:39.000 --> 00:18:41.200]  他只是遵行主的旨意
[00:18:41.200 --> 00:18:44.600]  但是在感情上好像很冷漠
[00:18:44.600 --> 00:18:48.600]  就好像一個做孩子的人對父母
[00:18:48.600 --> 00:18:54.400]  他供養父母爲父母預備衣食住行
[00:18:54.400 --> 00:18:58.000]  一切的需要樣樣不缺少
[00:18:58.000 --> 00:18:59.400]  他這樣做很好
[00:18:59.400 --> 00:19:04.800]  但是如果他對父母沒有感情的愛
[00:19:04.800 --> 00:19:06.800]  做了這些供應之後
[00:19:06.800 --> 00:19:10.200]  就與父母很疏遠
[00:19:10.200 --> 00:19:11.600]  好像很冷漠
[00:19:11.600 --> 00:19:13.200]  我相信這樣
[00:19:13.200 --> 00:19:17.800]  父母的心仍然不能夠滿足
[00:19:17.800 --> 00:19:23.400]  父母願意得到兒女對他們的感情的愛
[00:19:23.400 --> 00:19:28.600]  我們的主耶穌對我們也是一樣的期望
[00:19:28.600 --> 00:19:33.200]  我們願意在這一件事上來學習
[00:19:33.200 --> 00:19:36.600]  來滿足主的心
[00:19:36.600 --> 00:19:39.400]  我們再注意
[00:19:39.400 --> 00:19:43.600]  主耶穌問彼得第三次的時候
[00:19:43.600 --> 00:19:47.200]  彼得就有一個特殊的感受了
[00:19:47.200 --> 00:19:50.800]  我讀給大家聽第十七節
[00:19:50.800 --> 00:19:55.200]  約翰福音二十一章第十七節
[00:19:55.200 --> 00:19:57.200]  第三次對他說
[00:19:57.200 --> 00:20:00.400]  約翰的兒子西門你愛我嗎?
[00:20:00.400 --> 00:20:04.400]  彼得因爲耶穌第三次對他說你愛我嗎?
[00:20:04.400 --> 00:20:06.600]  就憂愁
[00:20:06.600 --> 00:20:10.000]  爲什麼彼得憂愁呢?
[00:20:10.000 --> 00:20:12.800]  他就是因爲
[00:20:12.800 --> 00:20:17.200]  耶穌三次問他好像他
[00:20:17.200 --> 00:20:21.400]  主耶穌對他愛主有些問題
[00:20:21.400 --> 00:20:23.800]  有些不放心
[00:20:23.800 --> 00:20:26.400]  他因此就自己想
[00:20:26.400 --> 00:20:30.600]  我雖然很真誠地對主說我愛主
[00:20:30.600 --> 00:20:34.200]  但是我的對主的愛是不是有些問題呢?
[00:20:34.200 --> 00:20:38.600]  不然爲什麼主又一而再再而三地問我呢?
[00:20:38.600 --> 00:20:42.600]  因此他怕自己愛主有問題
[00:20:42.600 --> 00:20:44.000]  就憂愁
[00:20:44.000 --> 00:20:46.600]  這是一個很好的憂愁
[00:20:46.600 --> 00:20:49.600]  有許多的人爲這個事憂愁
[00:20:49.600 --> 00:20:51.200]  爲那個事憂愁
[00:20:51.200 --> 00:20:55.600]  爲許多的事思慮煩惱憂愁
[00:20:55.600 --> 00:20:57.800]  但是從來沒有爲了
[00:20:57.800 --> 00:21:01.800]  怕自己愛主有問題而憂愁
[00:21:01.800 --> 00:21:03.600]  彼得的這個憂愁
[00:21:03.600 --> 00:21:07.600]  使他更深入地尋查自己
[00:21:07.600 --> 00:21:09.800]  更深入地感受
[00:21:09.800 --> 00:21:14.000]  他對於主的愛可能有虧欠
[00:21:14.000 --> 00:21:17.600]  我們也願意有這樣的一個心態
[00:21:17.600 --> 00:21:19.400]  世界上任何的事
[00:21:19.400 --> 00:21:21.800]  都不值得我們想
[00:21:21.800 --> 00:21:26.000]  因爲怕對愛主有問題而有的憂愁
[00:21:26.000 --> 00:21:30.400]  所以我們願意把這一個對主的愛
[00:21:30.400 --> 00:21:32.800]  放在我們人生的首位上
[00:21:32.800 --> 00:21:35.200]  放在我們侍奉的中心
[00:21:35.200 --> 00:21:38.200]  我們隨時地自我尋查
[00:21:38.200 --> 00:21:41.600]  我愛主的心是不是有問題
[00:21:41.600 --> 00:21:43.400]  是不是表面的
[00:21:43.400 --> 00:21:45.800]  是不是退步了
[00:21:45.800 --> 00:21:48.600]  是不是把企圖的愛失去了
[00:21:48.600 --> 00:21:52.400]  是不是我對主的愛冷淡了
[00:21:52.400 --> 00:21:57.800]  我在這裏做一個個人的見證
[00:21:57.800 --> 00:22:00.400]  有一次好多年前了
[00:22:00.400 --> 00:22:01.800]  在一個主日
[00:22:01.800 --> 00:22:04.400]  我在自己的教會
[00:22:04.400 --> 00:22:08.400]  早上講了三次道
[00:22:08.400 --> 00:22:10.800]  下午我打印到
[00:22:10.800 --> 00:22:17.200]  香港新界的一個教會去講道
[00:22:17.200 --> 00:22:20.400]  那個教會在一個小山頭上
[00:22:20.400 --> 00:22:22.400]  那天天氣很熱
[00:22:22.400 --> 00:22:25.000]  我在爬那個山頭的時候
[00:22:25.000 --> 00:22:26.600]  覺得累
[00:22:26.600 --> 00:22:29.200]  我的心裏忽然這樣想
[00:22:29.200 --> 00:22:31.400]  如果我沒有打印
