
[00:00:00.000 --> 00:00:03.320]  在今天的經文中 我們剛才所讀的有兩段
[00:04:54.960 --> 00:04:59.680]  我們最近這幾年的最受歡迎的文學作品是甚麼呢
[00:04:59.680 --> 00:05:01.200]  就是那些Chicken Soup
[00:05:01.200 --> 00:05:02.160]  是嗎?
[00:05:02.160 --> 00:05:03.880]  那些心靈雞湯
[00:05:03.880 --> 00:05:04.480]  是甚麼?
[00:05:04.480 --> 00:05:06.160]  一個個的故事
[00:05:06.160 --> 00:05:07.960]  它不講偉大的篇章
[00:05:07.960 --> 00:05:09.240]  不過講一個個的故事
[00:05:09.240 --> 00:05:11.800]  每一個故事發人深省
[00:05:11.800 --> 00:05:14.040]  我們看見西方的書籍
[00:05:14.040 --> 00:05:15.200]  尤其是學術的書籍
[00:05:15.200 --> 00:05:17.200]  心理學的、社會學的書籍
[00:05:17.200 --> 00:05:18.240]  現在越來越流行
[00:05:18.240 --> 00:05:20.600]  每一章開頭有個個案
[00:05:20.600 --> 00:05:21.760]  有個case給你們
[00:05:21.760 --> 00:05:23.960]  因為讓你看進入故事裏面
[00:05:23.960 --> 00:05:26.720]  透過這個故事有血有肉的捉摸到
[00:05:26.720 --> 00:05:28.360]  要想講的是甚麼
[00:05:28.360 --> 00:05:29.760]  這個後現代的思潮
[00:05:29.760 --> 00:05:32.120]  其實這一點上都是很重要
[00:05:32.120 --> 00:05:35.360]  我們看回聖經
[00:05:35.360 --> 00:05:39.240]  保羅亦都不會因為一個宏大的生命
[00:05:39.240 --> 00:05:41.240]  和永恆的視野
[00:05:41.240 --> 00:05:44.600]  而忘記了身邊一個一個的名字
[00:05:44.600 --> 00:05:45.520]  一個一個的人
[00:05:45.520 --> 00:05:47.520]  今天我們看這些聖經的時候
[00:05:47.520 --> 00:05:49.640]  我們發覺很美麗
[00:05:49.640 --> 00:05:51.560]  正如我用幾句話所講
[00:05:51.560 --> 00:05:54.560]  他不會因為終極而忽略了當下
[00:05:54.560 --> 00:05:56.560]  不會因為宏大的敘事
[00:05:56.560 --> 00:06:00.240]  而失去了親切的個別關懷
[00:06:00.240 --> 00:06:03.000]  在提摩太后書短短的四章聖經裏面
[00:06:03.000 --> 00:06:04.440]  我們數得出來
[00:06:04.440 --> 00:06:06.400]  有名有姓的人
[00:06:06.400 --> 00:06:09.760]  起碼我列了出來25個以上
[00:06:09.760 --> 00:06:11.000]  有些沒有說到的
[00:06:11.000 --> 00:06:12.480]  譬如阿尼釋不一家
[00:06:12.480 --> 00:06:13.920]  肯定就只有一個
[00:06:13.920 --> 00:06:15.360]  有些沒有說到名字的
[00:06:15.360 --> 00:06:16.360]  不過無論如何
[00:06:16.360 --> 00:06:17.840]  很多很多名字
[00:06:17.840 --> 00:06:19.280]  有些我們比較熟悉
[00:06:19.280 --> 00:06:20.680]  提摩太后我們熟悉
[00:06:20.680 --> 00:06:23.640]  或者是馬可我們熟悉
[00:06:23.640 --> 00:06:25.040]  路加我們比較熟悉
[00:06:25.040 --> 00:06:27.040]  但是有些名字我們可能想都沒想過
[00:06:27.040 --> 00:06:28.120]  聽都沒聽過的
[00:06:28.120 --> 00:06:29.960]  什麼爾拉都
[00:06:29.960 --> 00:06:31.720]  特羅菲摩這些名字
[00:06:31.720 --> 00:06:33.840]  我們真的不知道是誰
[00:06:33.840 --> 00:06:35.000]  不過無論如何
[00:06:35.000 --> 00:06:37.600]  每一個名字的背後
[00:06:37.600 --> 00:06:40.160]  對於保羅來說
[00:06:40.160 --> 00:06:43.520]  都是一個美麗的重要的故事
[00:06:43.520 --> 00:06:45.040]  有些像我們去探朋友
[00:06:45.040 --> 00:06:46.440]  去到他家見到一個廳
[00:06:46.440 --> 00:06:48.120]  那個倉庫裏面
[00:06:48.120 --> 00:06:49.160]  放了很多紀念品
[00:06:49.160 --> 00:06:50.320]  紀念品
[00:06:50.320 --> 00:06:51.160]  一件一件
[00:06:51.160 --> 00:06:52.680]  有些我們明白為什麼要放在那裏
[00:06:52.680 --> 00:06:53.720]  因為很貴
[00:06:53.720 --> 00:06:55.440]  有些爛石頭就放在那裏
[00:06:55.440 --> 00:06:56.720]  我們不明白為什麼
[00:06:56.720 --> 00:06:58.200]  不過這個屋主他知道是什麼
[00:06:58.200 --> 00:07:00.760]  因為每一塊石頭背後都有一個故事
[00:07:00.760 --> 00:07:02.480]  那個故事是單單屬於他
[00:07:02.480 --> 00:07:03.400]  還有那塊石頭
[00:07:03.400 --> 00:07:05.600]  還有好像這些每一個名字
[00:07:05.600 --> 00:07:07.800]  每一個名字對於保羅都是親切的
[00:07:07.800 --> 00:07:11.400]  而且保羅在一個這麼宏大的世界觀裏面
[00:07:11.400 --> 00:07:14.960]  不會忘記每一個很親切的
[00:07:14.960 --> 00:07:17.200]  每一段生命的故事
[00:07:17.200 --> 00:07:18.920]  今天我們就一起來看看
[00:07:18.920 --> 00:07:21.280]  這些每一個每一個的故事
[00:07:21.280 --> 00:07:23.000]  究竟是說什麼
[00:07:23.000 --> 00:07:24.520]  剛才我說過這些名字
[00:07:24.520 --> 00:07:26.080]  有時候我們沒辦法再稽查
[00:07:26.080 --> 00:07:28.880]  因為已經超過了2000年的時間
[00:07:28.880 --> 00:07:31.480]  2000年我們所得到的資料
[00:07:31.480 --> 00:07:32.920]  有時候是有限的
[00:07:32.920 --> 00:07:36.000]  我自己花了不少時間逐個名字去追
[00:07:36.000 --> 00:07:37.960]  我追到不少東西出來
[00:07:37.960 --> 00:07:41.080]  今天作為提摩太后書的結束
[00:07:41.080 --> 00:07:42.600]  最後一次的講道
[00:07:42.600 --> 00:07:44.040]  我和大家分享一下
[00:07:44.040 --> 00:07:47.520]  這個保羅這個偉大的心靈
[00:07:47.520 --> 00:07:50.880]  所寫的這些名字背後的一些故事
[00:07:50.880 --> 00:07:55.560]  成為我們對保羅和聖經的真理的一個結束
[00:07:55.560 --> 00:08:00.000]  首先我們看看亞彌釋忽一家
[00:08:00.000 --> 00:08:02.880]  亞彌釋忽是誰呢?
[00:08:02.880 --> 00:08:04.440]  除了提摩太后書之外
[00:08:04.440 --> 00:08:06.160]  就沒有地方記載他
[00:08:06.160 --> 00:08:08.160]  幸好我們多謝神
[00:08:08.160 --> 00:08:10.800]  他記載了三句
[00:08:10.800 --> 00:08:12.400]  三句這麼多很矜貴的
[00:08:12.400 --> 00:08:14.880]  就是一章十六節和十七節十八節
[00:08:14.880 --> 00:08:16.800]  他說亞彌釋忽
[00:08:16.800 --> 00:08:19.760]  保羅描述這個人和這個家庭
[00:08:19.760 --> 00:08:22.680]  他說他屢次使我暢快
[00:08:22.680 --> 00:08:25.880]  不以我的鎖鏈為恥
[00:08:25.880 --> 00:08:27.640]  然後他又很主動的
[00:08:27.640 --> 00:08:29.640]  在羅馬的時候
[00:08:29.640 --> 00:08:31.640]  殷勤的找我
[00:08:31.640 --> 00:08:34.200]  並且找著了
[00:08:34.200 --> 00:08:36.440]  然後他不僅找到保羅
[00:08:36.440 --> 00:08:38.840]  並且他以前在異畢所
[00:08:38.840 --> 00:08:40.960]  和現在他在羅馬
[00:08:40.960 --> 00:08:43.360]  如何多方的服侍我
[00:08:43.360 --> 00:08:45.360]  這是眾人皆知
[00:08:45.360 --> 00:08:48.360]  很短很少的資料
[00:08:48.360 --> 00:08:52.320]  但其實如果我們對比起當時保羅的心情
[00:08:52.320 --> 00:08:55.800]  這是一個很寶貴的一幅圖畫
[00:08:55.800 --> 00:08:59.480]  我們要了解保羅為何特別將亞彌釋忽和一家
[00:08:59.480 --> 00:09:01.480]  提出來
[00:09:01.480 --> 00:09:03.880]  說和傳流下來
[00:09:03.880 --> 00:09:07.160]  我們一定要了解保羅當時的心境是怎樣
[00:09:07.160 --> 00:09:11.000]  我們說保羅當時的心境是一種很孤單的心境
[00:09:11.000 --> 00:09:13.000]  為何孤單?保羅也是人
[00:09:13.000 --> 00:09:16.400]  他也會孤單
[00:09:16.400 --> 00:09:18.160]  尤其是老人家
[00:09:18.160 --> 00:09:20.160]  又老了又病了
[00:09:20.160 --> 00:09:21.680]  還在監獄裏面
[00:09:21.680 --> 00:09:23.680]  你說孤不孤單呢?
[00:09:23.680 --> 00:09:25.920]  更加令他孤單的
[00:09:25.920 --> 00:09:28.160]  是因為他兩次的
[00:09:28.160 --> 00:09:30.400]  在聖經裏面第一章的十五節
[00:09:30.400 --> 00:09:33.240]  和第四章的十六節兩次的提到
[00:09:33.240 --> 00:09:35.840]  周圍的人都離棄我
[00:09:35.840 --> 00:09:40.200]  一章十五節裏說犯在亞西亞的人都離棄我
[00:09:40.200 --> 00:09:42.200]  這是你所知道的
[00:09:42.200 --> 00:09:45.880]  四章十六節說我初次申訴
[00:09:45.880 --> 00:09:47.880]  沒有人前來幫助我
[00:09:47.880 --> 00:09:50.080]  竟都離棄我
[00:09:50.080 --> 00:09:51.600]  我們很清楚
[00:09:51.600 --> 00:09:54.280]  很小心知道保羅這裏不是抱怨
[00:09:54.280 --> 00:09:57.080]  保羅這裏不是埋怨
[00:09:57.080 --> 00:09:59.960]  甚至保羅不在是記仇
[00:09:59.960 --> 00:10:03.040]  因為特別是第四章說我初次申訴
[00:10:03.040 --> 00:10:04.880]  就不是當時的情況
[00:10:04.880 --> 00:10:08.080]  是說他第一次去到羅馬的時候
[00:10:08.080 --> 00:10:10.560]  認識聖經的基督徒就會比較熟悉
[00:10:10.560 --> 00:10:13.720]  歷史不過簡單補充一點
[00:10:13.720 --> 00:10:17.040]  保羅有兩次在羅馬坐牢
[00:10:17.040 --> 00:10:19.600]  第一次就是在事業的高峰
[00:10:19.600 --> 00:10:21.000]  到處傳道的時候
[00:10:21.000 --> 00:10:22.720]  神父召他回到耶路撒冷
[00:10:22.720 --> 00:10:26.080]  一去到耶路撒冷就被敵人抓去坐牢
[00:10:26.080 --> 00:10:28.200]  抓去坐牢其實是莫須有罪名
[00:10:28.200 --> 00:10:30.880]  因為他只是傳一個信仰的真理
[00:10:30.880 --> 00:10:33.440]  但是猶太人不能定他死罪
[00:10:33.440 --> 00:10:36.000]  也不能夠令他繼續坐牢
[00:10:36.000 --> 00:10:38.560]  因為保羅雖然是猶太人
[00:10:38.560 --> 00:10:40.600]  但是他有羅馬籍的公民身份
[00:10:40.600 --> 00:10:42.480]  這是非常高的身份
[00:10:42.480 --> 00:10:46.240]  所以除非海薩大帝羅馬帝國的皇帝
[00:10:46.240 --> 00:10:47.400]  說叫他坐牢
[00:10:47.400 --> 00:10:48.880]  他才可以坐牢
[00:10:48.880 --> 00:10:51.720]  所以保羅就說初次申訴就是這個意思
[00:10:51.720 --> 00:10:53.720]  他初次當時想一想
[00:10:53.720 --> 00:10:56.040]  沒有理由我要這樣無端端坐牢的
[00:10:56.040 --> 00:10:57.680]  基督徒也要講公義的
[00:10:57.680 --> 00:11:00.800]  於是他就申請去上訴
[00:11:00.800 --> 00:11:04.640]  要由巴勒斯坦坐船去到羅馬這個城市
[00:11:04.640 --> 00:11:08.560]  首都的地方去上訴海薩大帝
[00:11:08.560 --> 00:11:09.960]  來得到釋放
[00:11:09.960 --> 00:11:12.200]  聖經使徒行傳記載這個旅程
[00:11:12.200 --> 00:11:14.560]  然後去到羅馬的時候
[00:11:14.560 --> 00:11:16.560]  差不多使徒行傳結束的時候
[00:11:16.560 --> 00:11:18.240]  說道保羅去到羅馬
[00:11:18.240 --> 00:11:20.880]  其實海薩大帝哪有空
[00:11:20.880 --> 00:11:22.520]  你這些小事
[00:11:22.520 --> 00:11:24.000]  好啊 你先坐一坐
[00:11:24.000 --> 00:11:25.520]  於是又坐牢
[00:11:25.520 --> 00:11:27.440]  一坐又多坐幾年
[00:11:27.440 --> 00:11:29.280]  聖經就這樣結束了
[00:11:29.280 --> 00:11:30.200]  在舍行傳
[00:11:30.200 --> 00:11:31.440]  歷史記載告訴我們
[00:11:31.440 --> 00:11:32.680]  他坐了幾年之後
[00:11:32.680 --> 00:11:33.440]  都很感謝神
[00:11:33.440 --> 00:11:34.480]  坐了幾年牢
[00:11:34.480 --> 00:11:35.880]  他寫了很多宣信
[00:11:35.880 --> 00:11:38.520]  菲勒比書 哥羅西相反那些
[00:11:38.520 --> 00:11:39.640]  然後就放牢
[00:11:39.640 --> 00:11:41.360]  一放了之後就按照他的計劃
[00:11:41.360 --> 00:11:43.080]  去到西邊的極盡
[00:11:43.080 --> 00:11:45.240]  當時的西班牙地方做傳道
[00:11:45.240 --> 00:11:47.080]  怎知道只不過是一兩年的時間
[00:11:47.080 --> 00:11:49.280]  就要又天翻地覆
[00:11:49.280 --> 00:11:52.200]  因為整個羅馬政府
[00:11:52.200 --> 00:11:53.480]  逼迫基督教
[00:11:53.480 --> 00:11:55.840]  這個我們在背景裏面都看過
[00:11:55.840 --> 00:11:56.680]  逼迫基督教的時候
[00:11:56.680 --> 00:11:59.040]  於是保羅就趕快走回羅馬
[00:11:59.040 --> 00:12:00.840]  希望鼓勵基督徒
[00:12:00.840 --> 00:12:04.080]  保羅當然眾矢之的
[00:12:04.080 --> 00:12:05.640]  教會領袖
[00:12:05.640 --> 00:12:07.680]  當然一下就被人抓了坐牢
[00:12:07.680 --> 00:12:09.840]  這個提摩太后孫
[00:12:09.840 --> 00:12:12.240]  就是保羅再坐牢的時候
[00:12:12.240 --> 00:12:13.120]  所寫的書信
[00:12:13.120 --> 00:12:15.120]  我想他交代了歷史
[00:12:15.120 --> 00:12:18.320]  為什麼要交代歷史呢
[00:12:18.320 --> 00:12:19.720]  因為我想特別提到
[00:12:19.720 --> 00:12:20.520]  保羅提到
[00:12:20.520 --> 00:12:22.960]  我初次申訴在羅馬的時候
[00:12:22.960 --> 00:12:24.440]  沒有人來幫助我
[00:12:24.440 --> 00:12:26.840]  竟然都離棄我
[00:12:26.840 --> 00:12:29.680]  提摩亞尼釋忽
[00:12:29.680 --> 00:12:30.600]  特別的地方就是
[00:12:30.600 --> 00:12:33.160]  反而剩下亞尼釋忽
[00:12:33.160 --> 00:12:34.560]  在羅馬的時候
[00:12:34.560 --> 00:12:36.040]  殷勤來找我
[00:12:36.040 --> 00:12:39.000]  並且抓著
[00:12:39.000 --> 00:12:40.880]  保羅這樣說
[00:12:40.880 --> 00:12:43.080]  舊事重提
[00:12:43.080 --> 00:12:44.120]  說回舊陣
[00:12:44.120 --> 00:12:45.160]  羅馬的時候
[00:12:45.160 --> 00:12:46.160]  剛才我們說
[00:12:46.160 --> 00:12:50.720]  我不相信保羅在這裡寄仇
[00:12:50.720 --> 00:12:52.120]  以前的人這樣對我
[00:12:52.120 --> 00:12:54.720]  而我很相信保羅有一種感觸
[00:12:54.720 --> 00:12:57.120]  這次保羅在羅馬坐牢
[00:12:57.120 --> 00:12:57.920]  我想他想起
[00:12:57.920 --> 00:12:59.320]  和羅馬真的有緣
[00:12:59.320 --> 00:13:01.040]  每次來都坐牢
[00:13:01.040 --> 00:13:03.400]  那時候又坐牢
[00:13:03.400 --> 00:13:04.880]  這次來又是坐牢
[00:13:04.880 --> 00:13:06.880]  不過他就記起當時那種
[00:13:06.880 --> 00:13:10.520]  令他很傷感的際緣
[00:13:10.520 --> 00:13:13.080]  為什麼他第一次來上訴
[00:13:13.080 --> 00:13:14.880]  坐牢就令他這麼大感觸呢
[00:13:14.880 --> 00:13:16.040]  這裡要再說
[00:13:16.040 --> 00:13:17.600]  我相信是有理由的
[00:13:17.600 --> 00:13:18.760]  大家記不記得聖經裡面
[00:13:18.760 --> 00:13:21.560]  有一本很偉大的聖經章節
[00:13:21.560 --> 00:13:24.000]  是叫做羅馬書
[00:13:24.000 --> 00:13:28.120]  羅馬書是保羅用了16章的篇幅
[00:13:28.120 --> 00:13:30.600]  來將一個信仰最精彩的東西
[00:13:30.600 --> 00:13:31.920]  寫出來
[00:13:31.920 --> 00:13:33.640]  而大家知道羅馬書
[00:13:33.640 --> 00:13:35.520]  從它的內容和上文下令
[00:13:35.520 --> 00:13:36.120]  我們知道
[00:13:36.120 --> 00:13:37.800]  羅馬書是保羅
[00:13:37.800 --> 00:13:39.160]  未去羅馬之前
[00:13:39.160 --> 00:13:40.760]  在哥林多寫給羅馬的
[00:13:40.760 --> 00:13:43.040]  人未到信先到
[00:13:43.040 --> 00:13:45.040]  保羅是很有心去羅馬
[00:13:45.040 --> 00:13:46.560]  將這個福音廣傳
[00:13:46.560 --> 00:13:48.440]  於是他首先寫一封信
[00:13:48.440 --> 00:13:50.040]  去鼓勵那裡的基督徒
[00:13:50.040 --> 00:13:51.920]  將信仰裡面最精彩的
[00:13:51.920 --> 00:13:53.760]  我相信羅馬因為是首都
[00:13:53.760 --> 00:13:55.680]  所以住的人的基督徒
[00:13:55.680 --> 00:13:56.800]  地位較為高
[00:13:56.800 --> 00:13:58.080]  學問較為多
[00:13:58.080 --> 00:13:59.760]  生活較為豐裕
[00:13:59.760 --> 00:14:01.080]  所以他們的羅馬書
[00:14:01.080 --> 00:14:02.720]  寫得很深刻
[00:14:02.720 --> 00:14:03.600]  很邏輯性
[00:14:03.600 --> 00:14:05.000]  大家如果研究過羅馬書就知道
[00:14:05.000 --> 00:14:08.840]  是信仰裡面的經典
[00:14:08.840 --> 00:14:10.280]  保羅就用他的心機
[00:14:10.280 --> 00:14:11.800]  將整個信仰最美麗的東西
[00:14:11.800 --> 00:14:13.840]  寫給羅馬這個地方的基督徒
[00:14:13.840 --> 00:14:14.680]  然後告訴他
[00:14:14.680 --> 00:14:16.240]  我快到了
[00:14:16.240 --> 00:14:17.720]  我來這裡鼓勵你們
[00:14:17.720 --> 00:14:20.920]  這本來是很美麗的一件事
[00:14:20.920 --> 00:14:22.000]  但是怎知道
[00:14:22.000 --> 00:14:23.200]  歷史告訴我們
[00:14:23.200 --> 00:14:24.520]  保羅第一次去羅馬
[00:14:24.520 --> 00:14:26.880]  就不是風風光光的開培靈會
[00:14:26.880 --> 00:14:29.000]  就是被人鎖住手銬
[00:14:29.000 --> 00:14:30.040]  坐牢
[00:14:30.040 --> 00:14:32.280]  怎知道就是這樣
[00:14:32.280 --> 00:14:34.200]  結果是什麼
[00:14:34.200 --> 00:14:36.120]  結果保羅說
[00:14:36.120 --> 00:14:39.120]  竟然沒有一個人來找過他
[00:14:39.120 --> 00:14:40.520]  沒有一個人來支持他
[00:14:40.520 --> 00:14:42.040]  來探望他
[00:14:42.040 --> 00:14:43.840]  這種失望你可以想像
[00:14:43.840 --> 00:14:44.840]  不是因為保羅說
[00:14:44.840 --> 00:14:45.840]  我要很多人來
[00:14:45.840 --> 00:14:48.240]  而是我相信
[00:14:48.240 --> 00:14:49.840]  保羅給了多少心機
[00:14:49.840 --> 00:14:53.680]  這個羅馬基督徒的教會
[00:14:53.680 --> 00:14:56.040]  可能如果保羅是風風光光的去
[00:14:56.040 --> 00:14:57.840]  就很多人都會去聽他的培靈會
[00:14:57.840 --> 00:15:00.800]  怎知道現在保羅就鎖住手銬
[00:15:00.800 --> 00:15:01.840]  這樣去的時候
[00:15:01.840 --> 00:15:03.920]  竟然沒有人來看他
[00:15:03.920 --> 00:15:06.840]  保羅在這裡說出一種很深的孤單
[00:15:06.840 --> 00:15:07.560]  有些人說
[00:15:07.560 --> 00:15:08.880]  保羅第一章說
[00:15:08.880 --> 00:15:11.840]  凡在亞細亞的人都離棄我
[00:15:11.840 --> 00:15:13.240]  很誇張
[00:15:13.240 --> 00:15:15.640]  哪有凡在的所有人離棄他
[00:15:15.640 --> 00:15:17.240]  起碼提摩太沒有離棄他
[00:15:17.240 --> 00:15:19.560]  剛才說的路加馬赫沒有離棄他
[00:15:19.560 --> 00:15:20.640]  凡就是
[00:15:20.640 --> 00:15:21.960]  這個凡字我相信
[00:15:21.960 --> 00:15:23.840]  保羅不是在說一個
[00:15:23.840 --> 00:15:26.640]  統計上調查上科學的字眼
[00:15:26.640 --> 00:15:29.920]  因為代表了一些很深的失望
[00:15:29.920 --> 00:15:32.640]  保羅說那些應該來
[00:15:32.640 --> 00:15:33.440]  和我一起的
[00:15:33.440 --> 00:15:35.920]  曾經答應過和我做戰友
[00:15:35.920 --> 00:15:37.240]  一路致死忠心的人
[00:15:37.240 --> 00:15:38.400]  他們去了哪裡
[00:15:38.400 --> 00:15:39.520]  為什麼不見了他們
[00:15:39.520 --> 00:15:40.840]  那種很大的失落
[00:15:40.840 --> 00:15:41.840]  那種孤單感
[00:15:41.840 --> 00:15:43.440]  令到保羅來發出這種
[00:15:43.440 --> 00:15:46.240]  心裡面一種很沉重的
[00:15:46.240 --> 00:15:48.840]  抑鬱的呼喊
