
[00:00:00.000 --> 00:00:03.640]  今天所牽涉的大部分都是神的全能問題
[00:04:38.640 --> 00:04:42.640]  不過我嘗試盡量讓大家知道問題在哪裡
[00:04:42.640 --> 00:04:44.640]  首先我們看預定論
[00:04:44.640 --> 00:04:49.640]  預定論或者有些神學家稱為神的揀選教義
[00:04:49.640 --> 00:04:58.640]  pre-destination這個字也是拉丁文轉出來的
[00:04:58.640 --> 00:05:08.640]  就是pre就是之前determination destination就是命運預先定了
[00:05:08.640 --> 00:05:12.640]  究竟在預定論裡面牽涉到的困難在哪裡呢
[00:05:12.640 --> 00:05:15.640]  這個就是聖經神學和系統神學的分別
[00:05:15.640 --> 00:05:19.640]  如果我們從聖經神學來說 聖經就給了我們這些資料
[00:05:19.640 --> 00:05:24.640]  就沒有給予一個系統的和理性的和合理的
[00:05:24.640 --> 00:05:29.640]  所謂的consistent的不衝突的完滿的答案給我們
[00:05:29.640 --> 00:05:32.640]  聖經就只是給了我們這些資料
[00:05:32.640 --> 00:05:38.640]  一方面聖經很強調肯定神在創世以前已經預定了揀選不救的人
[00:05:38.640 --> 00:05:42.640]  我想不和大家慢慢讀了 以不鎖修第一章就最清楚了
[00:05:42.640 --> 00:05:50.640]  那裡說到神預定萬世先在基督裡面預定我們的救恩
[00:05:50.640 --> 00:05:54.640]  我讀給大家聽就夠了
[00:05:54.640 --> 00:05:57.640]  一句 第四節一章四節
[00:05:57.640 --> 00:06:02.640]  就如上帝從創立世界以前 即是說還沒有這個世界之前
[00:06:02.640 --> 00:06:05.640]  在基督裡揀選了我們
[00:06:05.640 --> 00:06:09.640]  選我們在他面前成為聖賢無有瑕疵
[00:06:09.640 --> 00:06:12.640]  這個就是揀選
[00:06:12.640 --> 00:06:15.640]  第十一節 我們也在他裡面得了基業
[00:06:15.640 --> 00:06:20.640]  這完善那位隨己而行作萬事的照著他指意所預定的
[00:06:20.640 --> 00:06:23.640]  當然這個聖經裡面很清楚
[00:06:23.640 --> 00:06:26.640]  即是說神在創立世界還沒有我們之前
[00:06:26.640 --> 00:06:31.640]  還沒有人類之前還沒有世界之前已經預定了一些人的不救
[00:06:31.640 --> 00:06:34.640]  問題已經在他的預定底下
[00:06:34.640 --> 00:06:37.640]  另一方面我們第一章也開始說
[00:06:37.640 --> 00:06:42.640]  由整個舊約到啟示錄都很明顯告訴我們一件事
[00:06:42.640 --> 00:06:48.640]  就是我們每一個人都要對自己所做的在信仰上的抉擇負責任
[00:06:48.640 --> 00:06:51.640]  有天堂和地獄 啟示錄給我們看見
[00:06:51.640 --> 00:06:55.640]  亞當夏威開始的時候也有吃禁果或者不吃這個分別善惡樹
[00:06:55.640 --> 00:06:58.640]  或者吃分別善惡樹的選擇能力
[00:06:58.640 --> 00:07:01.640]  而他選擇了之後我們看到神是真的罰他的
[00:07:01.640 --> 00:07:04.640]  也一直看著下去
[00:07:04.640 --> 00:07:08.640]  在整個由創世紀和啟示錄之間有無數的例子告訴我們
[00:07:08.640 --> 00:07:14.640]  神其實從來都是對每一個人在道德上和在信仰上對神的信服或者不信服
[00:07:14.640 --> 00:07:18.640]  信他或者背譯他都是有審判的
[00:07:18.640 --> 00:07:21.640]  最清楚的例如利未記 新明記那些很清楚的看見
[00:07:21.640 --> 00:07:25.640]  說神給你兩條路 信服我的就會這樣得到福氣
[00:07:25.640 --> 00:07:27.640]  背譯我的就會有災禍
[00:07:27.640 --> 00:07:31.640]  就是在你面前你可以選擇 或者你對自己的選擇負責
[00:07:31.640 --> 00:07:36.640]  也就是說我們的選擇也在神的肯定當中
[00:07:36.640 --> 00:07:39.640]  好了 明顯這個問題就出來了
[00:07:39.640 --> 00:07:42.640]  大家都知道聖經沒有答案
[00:07:42.640 --> 00:07:45.640]  沒有嘗試給我們一個有系統的答案
[00:07:45.640 --> 00:07:47.640]  只有這兩方面的資料給我們
[00:07:47.640 --> 00:07:50.640]  我們得到這兩方面的資料的時候
[00:07:50.640 --> 00:07:53.640]  我們有個難處 我們有理性的我們想事情就好
[00:07:53.640 --> 00:07:57.640]  那時候我們就有個難處 究竟這兩樣東西放在一起的時候
[00:07:57.640 --> 00:07:59.640]  似乎有理性上的困難
[00:07:59.640 --> 00:08:02.640]  我們每一步都覺得有困難
[00:08:02.640 --> 00:08:04.640]  神預定了所有人得救
[00:08:04.640 --> 00:08:06.640]  但是我們還有什麼自由呢
[00:08:06.640 --> 00:08:09.640]  神有沒有真的預定所有人得救呢
[00:08:09.640 --> 00:08:11.640]  還是預定一部分人得救呢
[00:08:11.640 --> 00:08:13.640]  如果預定一部分人得救的時候
[00:08:13.640 --> 00:08:15.640]  那就是我們還有沒有抉擇的能力呢
[00:08:15.640 --> 00:08:19.640]  這些我相信都是在這個教義當中牽涉的問題
[00:08:19.640 --> 00:08:22.640]  有個神學家幫我們比較清楚的列舉出來
[00:08:22.640 --> 00:08:25.640]  關於預定兩樣主要的難題
[00:08:25.640 --> 00:08:30.640]  Lagrange這個法國學者在他的書裡面所說
[00:08:30.640 --> 00:08:31.640]  第一個就是
[00:08:31.640 --> 00:08:43.640]  How can predestination, which is infallible in its effect, be reconciled with the will to save all mankind, since the salvation of many will not be realized?
[00:08:43.640 --> 00:08:45.640]  很抱歉我用英文寫出來
[00:08:45.640 --> 00:08:47.640]  我用中文翻譯出來
[00:08:47.640 --> 00:08:50.640]  我覺得兩方面都可以
[00:08:50.640 --> 00:08:52.640]  因為有時候字眼不容易
[00:08:52.640 --> 00:08:54.640]  只用中文翻譯你會明白的
[00:08:54.640 --> 00:08:57.640]  如果你明白英文你都可以明白兩方面
[00:08:57.640 --> 00:08:59.640]  意思就是第一個困難
[00:08:59.640 --> 00:09:01.640]  預定了第一個困難就是
[00:09:01.640 --> 00:09:03.640]  在這個教義當中
[00:09:03.640 --> 00:09:05.640]  我們知道第一
[00:09:05.640 --> 00:09:10.640]  神的絕對能力是不會受阻攔的
[00:09:10.640 --> 00:09:12.640]  神要做的事情他就做到了
[00:09:12.640 --> 00:09:16.640]  關於神傳能的一個必然的推理的結果
[00:09:16.640 --> 00:09:19.640]  神要做的事情他就做到了
[00:09:19.640 --> 00:09:23.640]  那麼我們問在創世以前神想做什麼呢
[00:09:23.640 --> 00:09:28.640]  創世以前神想萬人得救不願意一人沉淪
[00:09:28.640 --> 00:09:29.640]  是不是呢
[00:09:29.640 --> 00:09:30.640]  說得很清楚
[00:09:30.640 --> 00:09:31.640]  有這樣的意思
[00:09:31.640 --> 00:09:33.640]  然後
[00:09:33.640 --> 00:09:35.640]  現實的歷史當中
[00:09:35.640 --> 00:09:38.640]  我發覺有些人是得救
[00:09:38.640 --> 00:09:40.640]  有些人是不得救的
[00:09:40.640 --> 00:09:46.640]  大家看到中間有一個問題
[00:09:46.640 --> 00:09:50.640]  如果神定義要做的事情他就必然做到
[00:09:50.640 --> 00:09:52.640]  按照他定義萬人得救
[00:09:52.640 --> 00:09:53.640]  沒有一個人沉淪的話
[00:09:53.640 --> 00:09:55.640]  那麼應該的順理的結果很簡單
[00:09:55.640 --> 00:09:56.640]  就是萬人得救沒有人沉淪
[00:09:56.640 --> 00:09:57.640]  現實的世界
[00:09:57.640 --> 00:09:59.640]  現在現實世界裡我們是有些人得救
[00:09:59.640 --> 00:10:01.640]  有些人沉淪的話
[00:10:01.640 --> 00:10:05.640]  那麼究竟是出於神最初定的旨意那裡
[00:10:05.640 --> 00:10:07.640]  根本沒有想萬人得救呢
[00:10:07.640 --> 00:10:09.640]  還是神想萬人得救
[00:10:09.640 --> 00:10:13.640]  不過在整個過程裡他想的事情他做不到呢
[00:10:13.640 --> 00:10:15.640]  又或者這個世界上我們見到
[00:10:15.640 --> 00:10:16.640]  有些人得救有些人不得救
[00:10:16.640 --> 00:10:18.640]  其實不是的
[00:10:18.640 --> 00:10:19.640]  真的全部得救
[00:10:19.640 --> 00:10:21.640]  不過那些不得救的人好像不得救
[00:10:21.640 --> 00:10:23.640]  那麼最後還是得救了呢
[00:10:23.640 --> 00:10:25.640]  大家看到了
[00:10:25.640 --> 00:10:27.640]  我說三個可能性
[00:10:27.640 --> 00:10:31.640]  都會似乎衝突了我們一直以來對基督教信仰的信念
[00:10:31.640 --> 00:10:33.640]  是不是
[00:10:33.640 --> 00:10:36.640]  那麼我們將它稍微拆開來看看
[00:10:36.640 --> 00:10:38.640]  歷代裡面有多少種的解答呢
[00:10:38.640 --> 00:10:40.640]  所以牽涉了三樣
[00:10:40.640 --> 00:10:43.640]  第一 神最初所揀選的旨意是怎麼樣
[00:10:43.640 --> 00:10:46.640]  第二 神推行這個他自己的意思的能力
[00:10:46.640 --> 00:10:49.640]  會不會受到人的意志的改變
[00:10:49.640 --> 00:10:52.640]  第三 歷史的事實究竟是有人得救
[00:10:52.640 --> 00:10:54.640]  有人不得救還是全部是得救的
[00:10:54.640 --> 00:10:56.640]  那麼不會全部不得救
[00:10:56.640 --> 00:10:58.640]  這個不需要說了
[00:10:58.640 --> 00:11:00.640]  因為如果全部都不得救
[00:11:00.640 --> 00:11:02.640]  那麼就和所有的事情都不對了
[00:11:02.640 --> 00:11:05.640]  那麼最後牽涉了三樣的問題
[00:11:05.640 --> 00:11:07.640]  那麼我就用了邏輯的字眼和大家說
[00:11:07.640 --> 00:11:10.640]  有些人聽見有些人說很深
[00:11:10.640 --> 00:11:12.640]  那麼我就用了邏輯的字眼
[00:11:12.640 --> 00:11:14.640]  儘管這樣寫 你不明白就算了
[00:11:14.640 --> 00:11:16.640]  那麼我會解釋給你聽
[00:11:16.640 --> 00:11:18.640]  你不用明白這些符號你都會明白的
[00:11:18.640 --> 00:11:20.640]  我希望這樣做
[00:11:20.640 --> 00:11:22.640]  我設有兩個命題
[00:11:22.640 --> 00:11:24.640]  P 有個命題 P
[00:11:24.640 --> 00:11:26.640]  是T1的時間
[00:11:26.640 --> 00:11:28.640]  T1就是說在創世以前的時間
[00:11:28.640 --> 00:11:30.640]  我們叫T1 好不好
[00:11:30.640 --> 00:11:32.640]  就是神創造世界以前的時候
[00:11:32.640 --> 00:11:34.640]  我設一個命題叫P
[00:11:34.640 --> 00:11:37.640]  P就是說定義為神在T1的時候的心意
[00:11:37.640 --> 00:11:39.640]  是一切人都得救的
[00:11:39.640 --> 00:11:42.640]  神是希望一切人都得救
[00:11:42.640 --> 00:11:44.640]  沒有一個人沉淪
[00:11:44.640 --> 00:11:48.640]  然後Q是在T2發生的一個命題的時間
[00:11:48.640 --> 00:11:50.640]  T2就是某一個歷史
[00:11:50.640 --> 00:11:52.640]  事實的歷史過程裡面
[00:11:52.640 --> 00:11:54.640]  就是神造了世界之後某一個時間
[00:11:54.640 --> 00:11:56.640]  1988年11月22號
[00:11:56.640 --> 00:11:58.640]  這個時刻當中
[00:11:58.640 --> 00:12:00.640]  在歷史裡面 在人類歷史裡面
[00:12:00.640 --> 00:12:04.640]  是有人淪亡是不得救的
[00:12:04.640 --> 00:12:06.640]  OK 好了
[00:12:06.640 --> 00:12:08.640]  如果這樣的話
[00:12:08.640 --> 00:12:10.640]  我設想有兩個的說法
[00:12:10.640 --> 00:12:12.640]  就是說如果
[00:12:12.640 --> 00:12:14.640]  P
[00:12:14.640 --> 00:12:16.640]  是真的
[00:12:16.640 --> 00:12:18.640]  那就是說
[00:12:18.640 --> 00:12:20.640]  你讀過這些
[00:12:20.640 --> 00:12:22.640]  中學的時候讀過
[00:12:22.640 --> 00:12:24.640]  如果X是人的話
[00:12:24.640 --> 00:12:26.640]  Such that X是得救的
[00:12:26.640 --> 00:12:28.640]  簡單的譯出來的意思就是說
[00:12:28.640 --> 00:12:30.640]  如果
[00:12:30.640 --> 00:12:32.640]  第一句說話 P是對的話
[00:12:32.640 --> 00:12:34.640]  就是
[00:12:34.640 --> 00:12:36.640]  在歷史上
[00:12:36.640 --> 00:12:38.640]  只要那個是人
[00:12:38.640 --> 00:12:40.640]  這個時候
[00:12:40.640 --> 00:12:42.640]  那個人一定得救了 大家明白了
[00:12:42.640 --> 00:12:44.640]  如果Q是對的話
[00:12:44.640 --> 00:12:46.640]  就說
[00:12:46.640 --> 00:12:48.640]  起碼有一個X是人的話
[00:12:48.640 --> 00:12:50.640]  X是不得救的
[00:12:50.640 --> 00:12:52.640]  如果Q是對的話
[00:12:52.640 --> 00:12:54.640]  起碼在T2的時間裡面
[00:12:54.640 --> 00:12:56.640]  整個人類裡面
[00:12:56.640 --> 00:12:58.640]  起碼有一個人是不得救的
[00:12:58.640 --> 00:13:00.640]  起碼一個人以上是不得救的
[00:13:00.640 --> 00:13:02.640]  如果這樣的話
[00:13:02.640 --> 00:13:04.640]  我們就發覺那個困難
[00:13:04.640 --> 00:13:06.640]  有三樣東西在衝突
[00:13:06.640 --> 00:13:08.640]  就是P和Q
[00:13:08.640 --> 00:13:10.640]  其實呢
[00:13:10.640 --> 00:13:12.640]  如果你讀來收聽的時候
[00:13:12.640 --> 00:13:14.640]  都不是絕對準確
[00:13:14.640 --> 00:13:16.640]  應該是R的意思
[00:13:16.640 --> 00:13:18.640]  R
[00:13:18.640 --> 00:13:20.640]  什麼意思呢
[00:13:20.640 --> 00:13:22.640]  就是說
[00:13:22.640 --> 00:13:24.640]  神在創世先希望所有人得救
[00:13:24.640 --> 00:13:26.640]  和現今在T2的時間
[00:13:26.640 --> 00:13:28.640]  意識上有人不得救
[00:13:28.640 --> 00:13:30.640]  兩個加起來
[00:13:30.640 --> 00:13:32.640]  如果兩個都要是對的話
[00:13:32.640 --> 00:13:34.640]  就表示
[00:13:34.640 --> 00:13:36.640]  神在創世先到現實的歷史當中
[00:13:36.640 --> 00:13:38.640]  那個能力
[00:13:38.640 --> 00:13:40.640]  不是完全受到控制
[00:13:40.640 --> 00:13:42.640]  大家明白了
[00:13:42.640 --> 00:13:44.640]  所以R我們可以將它改成一個
[00:13:44.640 --> 00:13:46.640]  就是兩個東西
[00:13:46.640 --> 00:13:48.640]  加起來就產生一個R的
[00:13:48.640 --> 00:13:50.640]  這個R就是說
[00:13:50.640 --> 00:13:52.640]  神的能力不能夠
[00:13:52.640 --> 00:13:54.640]  完全的實施出來
[00:13:54.640 --> 00:13:56.640]  神能力不能完全實施
[00:13:56.640 --> 00:13:58.640]  神能力不能完全實施
[00:13:58.640 --> 00:14:00.640]  好了
[00:14:00.640 --> 00:14:02.640]  這些我是希望給
[00:14:02.640 --> 00:14:04.640]  認識邏輯的人
[00:14:04.640 --> 00:14:06.640]  清楚的來算
[00:14:06.640 --> 00:14:08.640]  如果你不認識這些符號
[00:14:08.640 --> 00:14:10.640]  你都不需要介意那些困難度
[00:14:10.640 --> 00:14:12.640]  無論如何
[00:14:12.640 --> 00:14:14.640]  我們在這裡就看到
[00:14:14.640 --> 00:14:16.640]  有三種歷史上
[00:14:16.640 --> 00:14:18.640]  有三種答案
[00:14:18.640 --> 00:14:20.640]  這三種答案
[00:14:20.640 --> 00:14:22.640]  你發覺
[00:14:22.640 --> 00:14:24.640]  都是為了要保住一些信仰
[00:14:24.640 --> 00:14:26.640]  犧牲了一些信仰
[00:14:26.640 --> 00:14:28.640]  犧牲了一些信仰
[00:14:28.640 --> 00:14:30.640]  這裡有三個信仰
[00:14:30.640 --> 00:14:32.640]  肯定在這裡
[00:14:32.640 --> 00:14:34.640]  第一 神創世先願意
[00:14:34.640 --> 00:14:36.640]  所有人得救萬人得救
[00:14:36.640 --> 00:14:38.640]  第二
[00:14:38.640 --> 00:14:40.640]  在現實的歷史裡有人是沉淪的
[00:14:40.640 --> 00:14:42.640]  第三
[00:14:42.640 --> 00:14:44.640]  就是神的能力
[00:14:44.640 --> 00:14:46.640]  要做的時候
[00:14:46.640 --> 00:14:48.640]  就是如期所希望的
[00:14:48.640 --> 00:14:50.640]  做得出來
[00:14:50.640 --> 00:14:52.640]  這三個都是我們信仰裡
[00:14:52.640 --> 00:14:54.640]  一個很重要的
[00:14:54.640 --> 00:14:56.640]  肯定來的
[00:14:56.640 --> 00:14:58.640]  但是我們發覺這三種一等
[00:14:58.640 --> 00:15:00.640]  就發生衝突
[00:15:00.640 --> 00:15:02.640]  那怎麼辦呢
[00:15:02.640 --> 00:15:04.640]  唯有放棄其中一種
[00:15:04.640 --> 00:15:06.640]  我們發覺歷史裡
[00:15:06.640 --> 00:15:08.640]  有三個學派
[00:15:08.640 --> 00:15:10.640]  都是一人放棄一種
[00:15:10.640 --> 00:15:12.640]  我就告訴大家
[00:15:12.640 --> 00:15:14.640]  這三個學派的看法
[00:15:14.640 --> 00:15:16.640]  最後讓大家自己選擇
[00:15:16.640 --> 00:15:18.640]  看你喜歡哪個學派
[00:15:18.640 --> 00:15:20.640]  你捨得放棄哪一種就放棄哪一種
[00:15:20.640 --> 00:15:22.640]  這個我就真的
[00:15:22.640 --> 00:15:24.640]  未必有一個
[00:15:24.640 --> 00:15:26.640]  答案給你
[00:15:26.640 --> 00:15:28.640]  不過我承認這個
[00:15:28.640 --> 00:15:30.640]  未完全解答得到
[00:15:30.640 --> 00:15:32.640]  下一堂可能會有些邏輯問題
[00:15:32.640 --> 00:15:34.640]  給大家出路
[00:15:34.640 --> 00:15:36.640]  但這堂我不講
[00:15:36.640 --> 00:15:38.640]  第一個立場的看法
[00:15:38.640 --> 00:15:40.640]  他就想
[00:15:40.640 --> 00:15:42.640]  是嘉爾文主義的看法
[00:15:42.640 --> 00:15:44.640]  Kelvinism的看法
[00:15:44.640 --> 00:15:46.640]  中間改革裡
[00:15:46.640 --> 00:15:48.640]  嘉爾文和他的追隨者
[00:15:48.640 --> 00:15:50.640]  那個希望的做法
[00:15:50.640 --> 00:15:52.640]  他
[00:15:52.640 --> 00:15:54.640]  他就想
[00:15:54.640 --> 00:15:56.640]  保住神的能力
[00:15:56.640 --> 00:15:58.640]  要做的事
[00:15:58.640 --> 00:16:00.640]  必然做到
[00:16:00.640 --> 00:16:02.640]  這個信仰
[00:16:02.640 --> 00:16:04.640]  覺得神是絕對的全能
[00:16:04.640 --> 00:16:06.640]  既然神要做
[00:16:06.640 --> 00:16:08.640]  沒理由他所創世先所希望的事
[00:16:08.640 --> 00:16:10.640]  竟然做不到出來
[00:16:10.640 --> 00:16:12.640]  他保住這個
[00:16:12.640 --> 00:16:14.640]  第二他又很清楚
[00:16:14.640 --> 00:16:16.640]  看見歷史上
[00:16:16.640 --> 00:16:18.640]  有人得救有人淪亡
[00:16:18.640 --> 00:16:20.640]  於是他保住歷史上
[00:16:20.640 --> 00:16:22.640]  有人得救
[00:16:22.640 --> 00:16:24.640]  有人淪亡
[00:16:24.640 --> 00:16:26.640]  於是保住這兩個
[00:16:26.640 --> 00:16:28.640]  他保住這個R
[00:16:28.640 --> 00:16:30.640]  和保住
[00:16:30.640 --> 00:16:32.640]  這個P
[00:16:32.640 --> 00:16:34.640]  你會發覺
[00:16:34.640 --> 00:16:36.640]  保住那個Q
[00:16:36.640 --> 00:16:38.640]  他就放棄了那個P
[00:16:38.640 --> 00:16:40.640]  P就是神願意萬人得救
[00:16:40.640 --> 00:16:42.640]  所以我們看見嘉爾文
[00:16:42.640 --> 00:16:44.640]  和嘉爾文主義的看法
[00:16:44.640 --> 00:16:46.640]  他稱為一個Double Predestination
[00:16:46.640 --> 00:16:48.640]  一個是
[00:16:48.640 --> 00:16:50.640]  兩面的預定論
[00:16:50.640 --> 00:16:52.640]  Predestination
[00:16:52.640 --> 00:16:54.640]  Predestination
[00:16:54.640 --> 00:16:56.640]  Predestination
[00:16:56.640 --> 00:16:58.640]  Demena
[00:16:58.640 --> 00:17:00.640]  意思是兩面的
[00:17:00.640 --> 00:17:02.640]  預定論不是雙重
[00:17:02.640 --> 00:17:04.640]  預定論
[00:17:04.640 --> 00:17:06.640]  就是他相信
[00:17:06.640 --> 00:17:08.640]  在神創世前
[00:17:08.640 --> 00:17:10.640]  並不是所有人都得救
[00:17:10.640 --> 00:17:12.640]  而是在他的預定裏
[00:17:12.640 --> 00:17:14.640]  所有人類裏是分開
[00:17:14.640 --> 00:17:16.640]  兩截的
[00:17:16.640 --> 00:17:18.640]  不一定是相同的
[00:17:18.640 --> 00:17:20.640]  總之是有兩個範圍
[00:17:20.640 --> 00:17:22.640]  兩批人
[00:17:22.640 --> 00:17:24.640]  一批預定他得救
[00:17:24.640 --> 00:17:26.640]  另一批是不得救
[00:17:26.640 --> 00:17:28.640]  問題是
[00:17:28.640 --> 00:17:30.640]  能不能解決呢?
[00:17:30.640 --> 00:17:32.640]  解決了
[00:17:32.640 --> 00:17:34.640]  因為他在創世前已經預定了兩批人
[00:17:34.640 --> 00:17:36.640]  當然
[00:17:36.640 --> 00:17:38.640]  彼得就是得救的那批
[00:17:38.640 --> 00:17:40.640]  猶大就是不得救的那批
[00:17:40.640 --> 00:17:42.640]  於是神就
[00:17:42.640 --> 00:17:44.640]  完全毫無阻攔
[00:17:44.640 --> 00:17:46.640]  預定了
[00:17:46.640 --> 00:17:48.640]  藍圖在歷史裏
[00:17:48.640 --> 00:17:50.640]  出現了
[00:17:50.640 --> 00:17:52.640]  毫無阻攔
[00:17:52.640 --> 00:17:54.640]  結果我們看到歷史裏
[00:17:54.640 --> 00:17:56.640]  有些人不得救
[00:17:56.640 --> 00:17:58.640]  比如猶大也出賣耶穌
[00:17:58.640 --> 00:18:00.640]  彼得三次不認之後
[00:18:00.640 --> 00:18:02.640]  最後回歸
[00:18:02.640 --> 00:18:04.640]  成為偉大使徒
[00:18:04.640 --> 00:18:06.640]  所以在歷史上
[00:18:06.640 --> 00:18:08.640]  有人淪亡就沒有衝突
[00:18:08.640 --> 00:18:10.640]  大家明白嗎?
[00:18:10.640 --> 00:18:12.640]  他保了兩個就放棄了一件事
[00:18:12.640 --> 00:18:14.640]  所以在他裏面
[00:18:14.640 --> 00:18:16.640]  剛才那句說話
[00:18:16.640 --> 00:18:18.640]  剛才作者所問的問題
[00:18:18.640 --> 00:18:20.640]  在歷史上
[00:18:20.640 --> 00:18:22.640]  沒有一個人得救
[00:18:22.640 --> 00:18:24.640]  不能夠實現
[00:18:24.640 --> 00:18:26.640]  能夠實現
[00:18:26.640 --> 00:18:28.640]  每一個人都得救
[00:18:28.640 --> 00:18:30.640]  就是因為其實神最初
[00:18:30.640 --> 00:18:32.640]  根本不是希望
[00:18:32.640 --> 00:18:34.640]  也沒有預備到每一個人
[00:18:34.640 --> 00:18:36.640]  是得救的
[00:18:36.640 --> 00:18:38.640]  我們叫做限制的接受
[00:18:38.640 --> 00:18:40.640]  即是說耶穌基督在十字架
[00:18:40.640 --> 00:18:42.640]  釘十字架的時候
