
[00:00:00.000 --> 00:00:02.540]  大家留意到這個季度
[00:06:47.380 --> 00:06:51.380]  純粹是我自己在這個世上的一些利益
[00:06:51.380 --> 00:06:52.380]  一些好處
[00:06:52.380 --> 00:06:54.380]  一些滿足
[00:06:54.380 --> 00:06:58.380]  以至你不能夠去思想神的事的時候
[00:06:58.380 --> 00:07:02.380]  小心你會跌入撒旦的陷阱
[00:07:02.380 --> 00:07:05.380]  而聖經就是這樣提醒我們
[00:07:05.380 --> 00:07:07.380]  去體貼神的意思
[00:07:07.380 --> 00:07:11.380]  免得你跌入陷阱裏面
[00:07:11.380 --> 00:07:14.380]  在這個對話之後
[00:07:14.380 --> 00:07:16.380]  就出現剛才我們所說的
[00:07:16.380 --> 00:07:18.380]  很重要的主耶穌的吩咐
[00:07:18.380 --> 00:07:20.380]  二十四節
[00:07:20.380 --> 00:07:22.380]  「於是耶穌對門徒說
[00:07:22.380 --> 00:07:24.380]  如果有人願意跟從我
[00:07:24.380 --> 00:07:29.380]  就當寫記背起他的十字架來跟從我」
[00:07:29.380 --> 00:07:30.380]  當時耶穌說了一句話
[00:07:30.380 --> 00:07:32.380]  不單只是向彼得說
[00:07:32.380 --> 00:07:34.380]  他這個時候向著整體的門徒
[00:07:34.380 --> 00:07:35.380]  來說了一句話
[00:07:35.380 --> 00:07:37.380]  繼續進一步解釋
[00:07:37.380 --> 00:07:41.380]  誰要跟從我的就當寫記
[00:07:41.380 --> 00:07:42.380]  是捨棄自己
[00:07:42.380 --> 00:07:45.380]  聖經不是說我們要否定自己
[00:07:45.380 --> 00:07:49.380]  而是說我們不再以自己為中心
[00:07:49.380 --> 00:07:54.380]  不再只是思想自己的權利
[00:07:54.380 --> 00:07:58.380]  只是思想到一些自己的滿足
[00:07:58.380 --> 00:08:04.380]  去兼執著這些是我生活的一個基礎
[00:08:04.380 --> 00:08:07.380]  我衡量事情的一個原因
[00:08:07.380 --> 00:08:10.380]  當我們想到寫記的時候
[00:08:10.380 --> 00:08:11.380]  大家一定會想起
[00:08:11.380 --> 00:08:14.380]  聖經裏面在菲律賓書上提到
[00:08:14.380 --> 00:08:16.380]  當聖經裏面提到主耶穌說
[00:08:16.380 --> 00:08:22.380]  祂自己不要與神同等為強奪的
[00:08:22.380 --> 00:08:26.380]  不堅持一種神的身份
[00:08:26.380 --> 00:08:29.380]  祂不強奪這個身份
[00:08:29.380 --> 00:08:32.380]  聖經說祂反倒虛己
[00:08:32.380 --> 00:08:34.380]  取得奴僕的形象
[00:08:34.380 --> 00:08:37.380]  成為人的樣式
[00:08:37.380 --> 00:08:38.380]  也就意味著主耶穌
[00:08:38.380 --> 00:08:41.380]  祂甘願為人的緣故
[00:08:41.380 --> 00:08:46.380]  祂樂意將自己那種尊貴的身份放下
[00:08:46.380 --> 00:08:48.380]  以至祂成為了人的樣式
[00:08:48.380 --> 00:08:51.380]  代替你和我的罪
[00:08:51.380 --> 00:08:53.380]  聖經說到虛己
[00:08:53.380 --> 00:08:55.380]  與剛才所說的寫記
[00:08:55.380 --> 00:08:58.380]  有一個很相關連的含義
[00:08:58.380 --> 00:09:00.380]  虛己
[00:09:00.380 --> 00:09:02.380]  有些英文的聖經翻譯為
[00:09:02.380 --> 00:09:04.380]  Self-empty
[00:09:04.380 --> 00:09:09.380]  不去堅持一些我自己有的權益權利
[00:09:09.380 --> 00:09:12.380]  為了能夠可以行神的旨意
[00:09:12.380 --> 00:09:17.380]  為了讓別人得到祝福得到好處
[00:09:17.380 --> 00:09:19.380]  我想回很多弟兄姊妹
[00:09:19.380 --> 00:09:22.380]  他們都留下了很多不同的見證
[00:09:22.380 --> 00:09:24.380]  有很多不同的事情我想回
[00:09:24.380 --> 00:09:27.380]  其中一位我想回的就是
[00:09:27.380 --> 00:09:31.380]  一位弟兄他本身是一間學校的校長
[00:09:31.380 --> 00:09:33.380]  他後來退休
[00:09:33.380 --> 00:09:35.380]  六十歲退休
[00:09:35.380 --> 00:09:37.380]  因為他平時的工作很大壓力
[00:09:37.380 --> 00:09:38.380]  很沉重
[00:09:38.380 --> 00:09:40.380]  他都很清楚感受
[00:09:40.380 --> 00:09:45.380]  他很想能夠有一段好的休息的時間
[00:09:45.380 --> 00:09:49.380]  當他都打算放下任何的工作
[00:09:49.380 --> 00:09:51.380]  來休息的時候
[00:09:51.380 --> 00:09:53.380]  在那段時間
[00:09:53.380 --> 00:09:55.380]  很特別上帝讓他接觸到一件事情
[00:09:55.380 --> 00:09:57.380]  就是在柬埔寨
[00:09:57.380 --> 00:10:00.380]  有一間新開始的基督教中學
[00:10:00.380 --> 00:10:02.380]  一直缺乏一位的校長
[00:10:02.380 --> 00:10:04.380]  當然這間新開始的學校
[00:10:04.380 --> 00:10:06.380]  很多東西都未必完善
[00:10:06.380 --> 00:10:09.380]  這個崗位不單止是領導
[00:10:09.380 --> 00:10:11.380]  而且要負責很多實務上
[00:10:11.380 --> 00:10:15.380]  還有很多各類的工作
[00:10:15.380 --> 00:10:17.380]  這位弟兄心裏面
[00:10:17.380 --> 00:10:19.380]  一直為這件事祈禱
[00:10:19.380 --> 00:10:22.380]  但是祈禱的時候就會很清楚感受
[00:10:22.380 --> 00:10:25.380]  上帝喜悅他這樣做
[00:10:25.380 --> 00:10:27.380]  當然他心裏面都有掙扎
[00:10:27.380 --> 00:10:31.380]  就是究竟他是不是有足夠的力量
[00:10:31.380 --> 00:10:33.380]  來做這件事情
[00:10:33.380 --> 00:10:35.380]  但是在過程當中
[00:10:35.380 --> 00:10:38.380]  他想起他可以學習
[00:10:38.380 --> 00:10:41.380]  放下自己的希望
[00:10:41.380 --> 00:10:44.380]  也尋求神給他的力量
[00:10:44.380 --> 00:10:46.380]  後來他就去了這裏
[00:10:46.380 --> 00:10:48.380]  有幾年的時間來負責
[00:10:48.380 --> 00:10:53.380]  這個學校的校長或開荒的工作
[00:10:53.380 --> 00:10:55.380]  當我回想這位弟兄的時候
[00:10:55.380 --> 00:10:59.380]  很多時候未必是很偉大的
[00:10:59.380 --> 00:11:01.380]  寫記的事情
[00:11:01.380 --> 00:11:06.380]  只可能是你自己很盼望得到的滿足
[00:11:06.380 --> 00:11:09.380]  或者覺得你也應得到的
[00:11:09.380 --> 00:11:11.380]  一些你的權利
[00:11:11.380 --> 00:11:14.380]  但是往往在一些情況下
[00:11:14.380 --> 00:11:19.380]  當主呼召你來跟隨他的時候
[00:11:19.380 --> 00:11:23.380]  是同樣呼召你放下一些自己有的權利
[00:11:23.380 --> 00:11:27.380]  以致你能夠行神對你的心意
[00:11:27.380 --> 00:11:30.380]  而你的生命可以繼續在神的手中
[00:11:30.380 --> 00:11:34.380]  產生對別人的那種生命的祝福
[00:11:34.380 --> 00:11:37.380]  因此當主耶穌和眾門徒說的時候
[00:11:37.380 --> 00:11:39.380]  誰要跟從我
[00:11:39.380 --> 00:11:41.380]  要有心理準備
[00:11:41.380 --> 00:11:44.380]  要捨棄自己
[00:11:44.380 --> 00:11:46.380]  在寫記的過程裏面
[00:11:46.380 --> 00:11:51.380]  你會發覺上帝不是要奪取你的權利
[00:11:51.380 --> 00:11:53.380]  或者你所愛的
[00:11:53.380 --> 00:11:55.380]  你所渴望的
[00:11:55.380 --> 00:11:59.380]  重要的是要你放下你自己的堅執
[00:11:59.380 --> 00:12:03.380]  甚至包括一些你的憂慮
[00:12:03.380 --> 00:12:06.380]  你自己的一些慾望
[00:12:06.380 --> 00:12:10.380]  任何阻礙你思念上帝的事情的事情
[00:12:10.380 --> 00:12:14.380]  當你學習地放下的時候
[00:12:14.380 --> 00:12:17.380]  你能夠成為主的門徒
[00:12:17.380 --> 00:12:19.380]  真的去跟隨他
[00:12:19.380 --> 00:12:22.380]  做他起源你做的事情
[00:12:22.380 --> 00:12:24.380]  而在寫記的背後
[00:12:24.380 --> 00:12:26.380]  主耶穌很直接地說
[00:12:26.380 --> 00:12:29.380]  你都要背起你的十字架
[00:12:29.380 --> 00:12:30.380]  當主耶穌說十字架的時候
[00:12:30.380 --> 00:12:33.380]  大家在當時很快速地
[00:12:33.380 --> 00:12:36.380]  立即會思想到一個圖畫
[00:12:36.380 --> 00:12:39.380]  這個圖畫就是當時一些被定罪的囚犯
[00:12:39.380 --> 00:12:41.380]  他們被定罪的時候
[00:12:41.380 --> 00:12:42.380]  他們要被釘十字架
[00:12:42.380 --> 00:12:44.380]  就要背著一個十字架
[00:12:44.380 --> 00:12:46.380]  或者一些橫幕
[00:12:46.380 --> 00:12:50.380]  他們走上刑場上的情景
[00:12:50.380 --> 00:12:53.380]  很明顯是一個受苦的情景
[00:12:53.380 --> 00:12:56.380]  一個要背上十字架
[00:12:56.380 --> 00:12:58.380]  面對刑罰的情景
[00:12:58.380 --> 00:13:00.380]  當然我相信聖經裏面
[00:13:00.380 --> 00:13:04.380]  並不是說教徒一定要受苦
[00:13:04.380 --> 00:13:06.380]  但是上帝說到
[00:13:06.380 --> 00:13:10.380]  你必須有一個受苦的心志
[00:13:10.380 --> 00:13:12.380]  為了能夠行神
[00:13:12.380 --> 00:13:14.380]  起源你走的路
[00:13:14.380 --> 00:13:17.380]  你要有一個受苦的心志
[00:13:17.380 --> 00:13:20.380]  可能你要去面對這個世界
[00:13:20.380 --> 00:13:22.380]  很多不同的價值觀念
[00:13:22.380 --> 00:13:24.380]  對你的衝擊
[00:13:24.380 --> 00:13:26.380]  對你的批評
[00:13:26.380 --> 00:13:28.380]  甚至在一些具體上
[00:13:28.380 --> 00:13:30.380]  對你的一些壓力
[00:13:30.380 --> 00:13:32.380]  但是在過程裏面
[00:13:32.380 --> 00:13:36.380]  你準備去因為跟隨主而去受苦
[00:13:36.380 --> 00:13:38.380]  你才會跟得上
[00:13:38.380 --> 00:13:40.380]  否則過程當中
[00:13:40.380 --> 00:13:43.380]  你會發覺你會想放下
[00:13:43.380 --> 00:13:47.380]  我最近
[00:13:47.380 --> 00:13:49.380]  剛剛昨天去一個團契
[00:13:49.380 --> 00:13:50.380]  這個團契
[00:13:50.380 --> 00:13:52.380]  大家知道在我們教會當中
[00:13:52.380 --> 00:13:54.380]  有一班金心團的弟兄姊妹
[00:13:54.380 --> 00:13:57.380]  是他們的眾讚組
[00:13:57.380 --> 00:14:00.380]  大多數都是有智障的弟兄姊妹
[00:14:00.380 --> 00:14:02.380]  我去到的時候
[00:14:02.380 --> 00:14:05.380]  看到他們很開心地唱詩歌
[00:14:05.380 --> 00:14:07.380]  他們唱詩歌是手無足道
[00:14:07.380 --> 00:14:09.380]  而且很大聲地唱
[00:14:09.380 --> 00:14:11.380]  差不多一百五十位
[00:14:11.380 --> 00:14:13.380]  加上他們的家人
[00:14:13.380 --> 00:14:15.380]  一起唱詩讚美
[00:14:15.380 --> 00:14:16.380]  看到的時候
[00:14:16.380 --> 00:14:19.380]  我就會想起一件事
[00:14:19.380 --> 00:14:21.380]  就是過去我曾經提到一位弟兄
[00:14:21.380 --> 00:14:24.380]  這位弟兄他自己很有心地服侍
[00:14:24.380 --> 00:14:25.380]  他也自己讀神學
[00:14:25.380 --> 00:14:28.380]  想預備自己來侍奉神
[00:14:28.380 --> 00:14:30.380]  在他一直讀神學的時候
[00:14:30.380 --> 00:14:32.380]  其中一件事很有負擔的
[00:14:32.380 --> 00:14:35.380]  就是他見到很多弱智的朋友
[00:14:35.380 --> 00:14:36.380]  或者小朋友
[00:14:36.380 --> 00:14:38.380]  他們學習聖經的時候
[00:14:38.380 --> 00:14:41.380]  他們不可以一般地來學習
[00:14:41.380 --> 00:14:43.380]  是需要特別的方式
[00:14:43.380 --> 00:14:45.380]  來幫他們認識聖經
[00:14:45.380 --> 00:14:46.380]  所以他很小心地研究
[00:14:46.380 --> 00:14:49.380]  怎樣來幫助弱智的朋友
[00:14:49.380 --> 00:14:51.380]  可以認識聖經
[00:14:51.380 --> 00:14:53.380]  因此他在這方面讀很多書
[00:14:53.380 --> 00:14:54.380]  自己寫一些論文
[00:14:54.380 --> 00:15:00.380]  特別是講到向弱智孩子的教育工作
[00:15:00.380 --> 00:15:02.380]  就在這個學習過程當中
[00:15:02.380 --> 00:15:04.380]  他越來越有感動和負擔
[00:15:04.380 --> 00:15:07.380]  來幫助這群人
[00:15:07.380 --> 00:15:09.380]  這個時候他太太懷孕
[00:15:09.380 --> 00:15:11.380]  他也很開心
[00:15:11.380 --> 00:15:12.380]  但也意想不到
[00:15:12.380 --> 00:15:14.380]  就是在懷孕過程當中
[00:15:14.380 --> 00:15:16.380]  察覺自己的孩子
[00:15:16.380 --> 00:15:20.380]  也是弱智的孩子
[00:15:20.380 --> 00:15:22.380]  他們當時一直祈禱
[00:15:22.380 --> 00:15:24.380]  這位先生後來講見證
[00:15:24.380 --> 00:15:25.380]  他說
[00:15:25.380 --> 00:15:26.380]  他向神祈禱
[00:15:26.380 --> 00:15:27.380]  他說:上帝啊
[00:15:27.380 --> 00:15:29.380]  如果你要我照顧這些孩子
[00:15:29.380 --> 00:15:32.380]  我會樂意一生地服侍他們
[00:15:32.380 --> 00:15:34.380]  不過大概不一定
[00:15:34.380 --> 00:15:38.380]  我要自己有一個才可以服侍他們
[00:15:38.380 --> 00:15:40.380]  當然他們心裡很盼望上帝
[00:15:40.380 --> 00:15:42.380]  做奇妙的事情
[00:15:42.380 --> 00:15:44.380]  改變他們的事實
[00:15:44.380 --> 00:15:47.380]  但後來他們生出來的孩子
[00:15:47.380 --> 00:15:51.380]  都是一個弱智的孩子
[00:15:51.380 --> 00:15:54.380]  因此他們要改變他們很多家庭的計劃
[00:15:54.380 --> 00:15:55.380]  他們工作的計劃
[00:15:55.380 --> 00:15:57.380]  他們要花很多時間
[00:15:57.380 --> 00:15:58.380]  來同心服侍
[00:15:58.380 --> 00:16:00.380]  照顧孩子的成長
[00:16:00.380 --> 00:16:02.380]  但過程當中也意想不到
[00:16:02.380 --> 00:16:05.380]  他們接觸到很多類似孩子的家庭
[00:16:05.380 --> 00:16:07.380]  關心他們
[00:16:07.380 --> 00:16:09.380]  因為他們自己有一定的經驗
[00:16:09.380 --> 00:16:11.380]  這位先生特別是他
[00:16:11.380 --> 00:16:14.380]  自己方面有一定的研究和訓練
[00:16:14.380 --> 00:16:16.380]  在過程當中
[00:16:16.380 --> 00:16:18.380]  他察覺到很多人有需要
[00:16:18.380 --> 00:16:20.380]  然後他一直來關心他們
[00:16:20.380 --> 00:16:21.380]  幫助他們
[00:16:21.380 --> 00:16:23.380]  後來他寫了一本書
[00:16:23.380 --> 00:16:26.380]  有關這方面的教導
[00:16:26.380 --> 00:16:28.380]  在過程當中一步一步
[00:16:28.380 --> 00:16:31.380]  他突然間察覺到一件事情
[00:16:31.380 --> 00:16:36.380]  是上帝要他來服侍這個群體
[00:16:36.380 --> 00:16:38.380]  也就是感同身受
[00:16:38.380 --> 00:16:40.380]  深刻地理解
[00:16:40.380 --> 00:16:42.380]  明白他們的困難
[00:16:42.380 --> 00:16:45.380]  然後去真實地服侍他們
[00:16:45.380 --> 00:16:46.380]  當他再這樣看的時候
[00:16:46.380 --> 00:16:47.380]  他突然間體會到
[00:16:47.380 --> 00:16:51.380]  自己的孩子是神賜給他們的
[00:16:51.380 --> 00:16:54.380]  但同時是他的十字架
[00:16:54.380 --> 00:16:57.380]  是神讓他背負著這個十字架
[00:16:57.380 --> 00:16:59.380]  以致他能夠可以
[00:16:59.380 --> 00:17:03.380]  作成主要他做的事情
[00:17:03.380 --> 00:17:05.380]  很多不同的弟兄姊妹
[00:17:05.380 --> 00:17:07.380]  在人生的經歷裏面
[00:17:07.380 --> 00:17:10.380]  體會到有不同的一些遭遇
[00:17:10.380 --> 00:17:12.380]  或者說經歷
[00:17:12.380 --> 00:17:14.380]  但是再小心看的時候就發覺
[00:17:14.380 --> 00:17:20.380]  在當中帶著信心去接受神給的
[00:17:20.380 --> 00:17:22.380]  就發覺這些事情
[00:17:22.380 --> 00:17:24.380]  好像是十字架
[00:17:24.380 --> 00:17:26.380]  但卻是成為了他們
[00:17:26.380 --> 00:17:32.380]  能夠去叫人得福氣的途徑
[00:17:32.380 --> 00:17:34.380]  而主耶穌也都這樣來去吩咐我們
[00:17:34.380 --> 00:17:36.380]  你們誰要跟從我
[00:17:36.380 --> 00:17:38.380]  就當寫記
[00:17:38.380 --> 00:17:40.380]  背起你的十字架
[00:17:40.380 --> 00:17:43.380]  來跟從我 服侍我
[00:17:43.380 --> 00:17:45.380]  當主耶穌這樣講完的時候
[00:17:45.380 --> 00:17:46.380]  他沒有停止
[00:17:46.380 --> 00:17:47.380]  他繼續講
[00:17:47.380 --> 00:17:49.380]  大家再留意二十五節講
[00:17:49.380 --> 00:17:52.380]  他說「凡是想救自己生命的
[00:17:52.380 --> 00:17:54.380]  必喪掉生命
[00:17:54.380 --> 00:17:56.380]  但為我犧牲生命的
[00:17:56.380 --> 00:17:59.380]  必得著生命」
[00:17:59.380 --> 00:18:02.380]  突然間好像有一個很特別的交換
[00:18:02.380 --> 00:18:07.380]  或者說是永恆和今生的一種交換
[00:18:07.380 --> 00:18:09.380]  在其中出現了
[00:18:09.380 --> 00:18:11.380]  當我讀到《耳聖經》的時候
[00:18:11.380 --> 00:18:14.380]  我就想起最近留意到新聞的一件事情
[00:18:14.380 --> 00:18:16.380]  講到在中國內地
[00:18:16.380 --> 00:18:18.380]  有一個家庭
[00:18:18.380 --> 00:18:22.380]  他們有自己的物業住在裡面
[00:18:22.380 --> 00:18:25.380]  但在那段時間認識一些財務公司
[00:18:25.380 --> 00:18:26.380]  告訴他們
[00:18:26.380 --> 00:18:30.380]  其實你們可以將你的房屋再加按
[00:18:30.380 --> 00:18:34.380]  然後你可以一直有新的入息
[00:18:34.380 --> 00:18:36.380]  我們每個月會有一筆錢給你
[00:18:36.380 --> 00:18:38.380]  可以作為你的生活費
[00:18:38.380 --> 00:18:40.380]  因為他們年紀都很大
[00:18:40.380 --> 00:18:42.380]  他們就想「也好」
[00:18:42.380 --> 00:18:46.380]  就將物業權轉讓給財務公司
[00:18:46.380 --> 00:18:50.380]  財務公司就可以每個月給他們錢
[00:18:50.380 --> 00:18:52.380]  但是很快的
[00:18:52.380 --> 00:18:56.380]  當他們簽了文件之後
[00:18:56.380 --> 00:18:59.380]  就發覺財務公司消失了
[00:18:59.380 --> 00:19:03.380]  而財務公司也都將他們的物業
[00:19:03.380 --> 00:19:06.380]  低價轉讓給其他人
[00:19:06.380 --> 00:19:10.380]  他們自己拿著一筆錢就消失了
[00:19:10.380 --> 00:19:16.380]  然後新買家就來要求業主
[00:19:16.380 --> 00:19:17.380]  你快點搬走
[00:19:17.380 --> 00:19:19.380]  因為我擁有這個業權
[00:19:19.380 --> 00:19:21.380]  完全不能討論
[00:19:21.380 --> 00:19:25.380]  要怎樣報告案或怎樣處理
