
[00:00:00.000 --> 00:00:02.560]  大家都留意到我們這個季度
[00:02:18.400 --> 00:02:23.680]  在饑荒裡面的難民有二千多萬
[00:02:23.680 --> 00:02:27.520]  經常在飢饉的狀況裡面
[00:02:27.520 --> 00:02:31.360]  就單單在南蘇丹已經有四百四十萬人
[00:02:31.360 --> 00:02:36.080]  經常在一個饑荒的狀況
[00:02:36.080 --> 00:02:37.120]  這些研究說
[00:02:37.120 --> 00:02:41.040]  他說現在是史無前例的饑荒狀況
[00:02:41.040 --> 00:02:44.640]  是很令人擔憂的一個狀況
[00:02:44.640 --> 00:02:45.600]  說回地震
[00:02:45.600 --> 00:02:48.640]  大家都可能會有很多的感受
[00:02:48.640 --> 00:02:50.800]  剛剛最近哪裡地震
[00:02:50.800 --> 00:02:55.120]  台灣的花蓮地震
[00:02:55.120 --> 00:02:56.320]  有些時候我都覺得
[00:02:56.320 --> 00:03:00.800]  都經常聽到6.4級而已
[00:03:00.800 --> 00:03:02.240]  因為可能我們太多知道
[00:03:02.240 --> 00:03:06.480]  有些更加高級的高度數的地震
[00:03:06.480 --> 00:03:09.120]  所以覺得6.4沒有什麼問題
[00:03:09.120 --> 00:03:11.040]  但當你看回這些報導的時候
[00:03:11.040 --> 00:03:13.840]  都會覺得挺困擾的
[00:03:13.840 --> 00:03:15.840]  就是那些大廈
[00:03:15.840 --> 00:03:17.280]  怎樣傾斜
[00:03:17.280 --> 00:03:19.680]  怎樣整座塔下來
[00:03:19.680 --> 00:03:22.400]  那些情況是很有震撼性
[00:03:22.400 --> 00:03:25.840]  覺得很嚴重的一種地震
[00:03:25.840 --> 00:03:26.640]  我曾經提過
[00:03:26.640 --> 00:03:28.160]  其實如果大家留意
[00:03:28.160 --> 00:03:33.840]  地震的情況是不斷地增強和增密
[00:03:33.840 --> 00:03:35.840]  在美國一個機構
[00:03:35.840 --> 00:03:39.120]  其實說四個機構有的一些研究調查
[00:03:39.120 --> 00:03:41.440]  這些調查都是屬於一些國家級
[00:03:41.440 --> 00:03:45.440]  比較嚴肅的一些對世界不同
[00:03:45.440 --> 00:03:48.640]  各地地震的次數的研究調查
[00:03:48.640 --> 00:03:50.400]  他們發現一件事情
[00:03:50.400 --> 00:03:51.680]  簡單來說
[00:03:51.680 --> 00:03:53.760]  就是從公元開始
[00:03:53.760 --> 00:03:56.640]  到一千九百年
[00:03:56.640 --> 00:04:00.320]  這一千九百年之間的地震的頻密度
[00:04:00.320 --> 00:04:06.160]  每十年6.6級以上的有2.8次
[00:04:06.160 --> 00:04:08.960]  十年有2.8次
[00:04:08.960 --> 00:04:12.000]  但是從一九零零年二十世紀開始
[00:04:12.000 --> 00:04:15.440]  直到二千年這一百年之間
[00:04:15.440 --> 00:04:20.240]  每十年有多少次地震呢?
[00:04:20.240 --> 00:04:22.640]  有四百次
[00:04:22.640 --> 00:04:24.000]  或者四百五十次
[00:04:24.000 --> 00:04:26.640]  有些調查是四百五十次
[00:04:26.640 --> 00:04:28.400]  但是我立刻會問
[00:04:28.400 --> 00:04:30.320]  那麼近期呢?
[00:04:30.320 --> 00:04:31.680]  從二十一世紀開始
[00:04:31.680 --> 00:04:34.720]  二零零一年到二零一零年
[00:04:34.720 --> 00:04:37.680]  這十年之間
[00:04:37.680 --> 00:04:42.320]  地震的次數接近一千六百次
[00:04:42.320 --> 00:04:42.880]  你記得嗎?
[00:04:42.880 --> 00:04:44.720]  剛才二點八次
[00:04:44.720 --> 00:04:46.720]  接著四百多次
[00:04:46.720 --> 00:04:50.080]  接著就是一千六百次
[00:04:50.080 --> 00:04:53.360]  而且那個強度一直在升
[00:04:53.360 --> 00:04:55.440]  很多研究地質的人
[00:04:55.440 --> 00:04:57.440]  都不完全解釋到
[00:04:57.440 --> 00:05:01.120]  為什麼地震的次數不斷增強
[00:05:01.120 --> 00:05:04.720]  也擔心照回一個速度一直去的時候
[00:05:04.720 --> 00:05:09.200]  將來這個地不知會變成怎樣
[00:05:09.200 --> 00:05:11.200]  留心這些事情的時候
[00:05:11.200 --> 00:05:15.200]  就會很小心體會一件事情
[00:05:15.200 --> 00:05:16.480]  主耶穌所說
[00:05:16.480 --> 00:05:19.520]  在這個世界的終結前
[00:05:19.520 --> 00:05:24.480]  我們正正在這個階段裏面
[00:05:24.480 --> 00:05:26.880]  不單止講到自然界的事情
[00:05:26.880 --> 00:05:27.840]  聖經裏面
[00:05:27.840 --> 00:05:31.840]  當方書裏面主耶穌講述到末世的預兆的時候
[00:05:31.840 --> 00:05:34.000]  特別講述到很多的基督徒
[00:05:34.000 --> 00:05:36.640]  他說很多基督徒會被迷惑
[00:05:36.640 --> 00:05:37.440]  在末世的時候
[00:05:37.440 --> 00:05:39.440]  很多假基督、假先知會出來
[00:05:39.440 --> 00:05:41.440]  傳講很多假的道理
[00:05:41.440 --> 00:05:44.560]  很多似是而非的道理
[00:05:44.560 --> 00:05:48.160]  因此很多基督徒的信心轉移了
[00:05:48.160 --> 00:05:52.880]  偏向一些惡事、一些假的道理
[00:05:52.880 --> 00:05:54.880]  而且在基督徒當中
[00:05:54.880 --> 00:05:57.680]  也有很多人受迷惑離開信仰
[00:05:57.680 --> 00:06:02.480]  如果大家看回在今天的歐洲教會的情況
[00:06:02.480 --> 00:06:05.280]  你會看到很多擔憂
[00:06:05.280 --> 00:06:07.760]  其實亞洲也有一些這樣的趨勢
[00:06:07.760 --> 00:06:10.800]  很多人因此離開了信仰
[00:06:10.800 --> 00:06:13.440]  聖經提到在這些情況下
[00:06:13.440 --> 00:06:17.760]  很多基督徒要面對著很大的迫迫
[00:06:17.760 --> 00:06:20.720]  主耶穌說在末日的時候
[00:06:20.720 --> 00:06:22.800]  你一定要因為我的名的緣故
[00:06:22.800 --> 00:06:26.320]  被眾人來恨惡
[00:06:26.320 --> 00:06:27.840]  因為你的信仰
[00:06:27.840 --> 00:06:30.160]  因為你願意行在光當中
[00:06:30.160 --> 00:06:32.960]  很多人會恨惡你
[00:06:32.960 --> 00:06:37.520]  你堅持夫夫是一夫一妻
[00:06:37.520 --> 00:06:41.360]  今天有很多人會恨你
[00:06:41.360 --> 00:06:43.920]  很多事情當聖經講述的時候
[00:06:43.920 --> 00:06:46.240]  聖經就說在這些末世的時候
[00:06:46.240 --> 00:06:50.320]  弟兄姊妹我們要真的警覺著
[00:06:50.320 --> 00:06:52.880]  不再是一些理念
[00:06:52.880 --> 00:06:53.920]  聽聽說說
[00:06:53.920 --> 00:06:57.040]  而是真實在我們身邊出現的事情
[00:06:57.040 --> 00:06:59.920]  我們要去留意、去警覺
[00:06:59.920 --> 00:07:03.120]  因此當我們讀聖經彼得前書的時候
[00:07:03.440 --> 00:07:07.920]  聖經提到有很多的基督徒在末後的日子
[00:07:07.920 --> 00:07:10.240]  面對著很多不同的攻擊
[00:07:10.240 --> 00:07:12.000]  面對很多的迷惑
[00:07:12.000 --> 00:07:16.720]  但是神說神的審判一定會出現
[00:07:16.720 --> 00:07:20.240]  這個審判不單是在未信的人當中
[00:07:20.240 --> 00:07:23.120]  和在信著的人當中
[00:07:23.120 --> 00:07:24.960]  聖經就說既然是這樣
[00:07:24.960 --> 00:07:27.920]  你們應當警醒
[00:07:27.920 --> 00:07:30.560]  所以在我們讀的四章第七節
[00:07:30.560 --> 00:07:33.600]  在下面就講述在這種情況之下
[00:07:33.600 --> 00:07:36.560]  我們應該怎樣去過我們的生活
[00:07:36.560 --> 00:07:37.760]  其中有三點
[00:07:37.760 --> 00:07:40.080]  我們今天特別留意
[00:07:40.080 --> 00:07:43.600]  看看聖經怎樣去勉勵我們
[00:07:43.600 --> 00:07:47.120]  怎樣在末世的時候過我們的生活
[00:07:47.120 --> 00:07:49.760]  第四章第七節聖經說
[00:07:49.760 --> 00:07:52.640]  萬物的結局近了
[00:07:52.640 --> 00:07:58.720]  所以你們要謹慎、警醒地祈禱
[00:07:58.720 --> 00:08:00.720]  因為結局近了
[00:08:00.720 --> 00:08:05.520]  所以我們特別要留心、謹慎自己
[00:08:05.520 --> 00:08:06.960]  當時看到謹慎的時候
[00:08:06.960 --> 00:08:10.240]  是在說一種生命的自律
[00:08:10.240 --> 00:08:14.000]  在英文聖經中譯為self-control
[00:08:14.000 --> 00:08:19.200]  那種生命的自律是不讓自己失控
[00:08:19.200 --> 00:08:22.400]  因為太多的事情會吸引了人的心
[00:08:22.400 --> 00:08:25.920]  以致有些事情本來覺得不應該做
[00:08:25.920 --> 00:08:29.440]  但是做了,失去控制
[00:08:29.440 --> 00:08:30.720]  也好像剛才所說
[00:08:30.720 --> 00:08:32.960]  有很多迷惑的事情
[00:08:32.960 --> 00:08:36.320]  被那些事情去引領我們的心思
[00:08:36.320 --> 00:08:39.520]  轉移了一些偏差的路
[00:08:39.520 --> 00:08:40.800]  所以聖經就繼續說
[00:08:40.800 --> 00:08:44.640]  我們要謹慎和警醒
[00:08:44.640 --> 00:08:50.000]  警醒有些地方譯為頭腦清醒
[00:08:50.000 --> 00:08:53.120]  是真的知道這件事情是應當行
[00:08:53.120 --> 00:08:55.360]  這件事情是不應當行的
[00:08:55.360 --> 00:09:00.480]  心裏是不會迷惑了、混亂了
[00:09:00.480 --> 00:09:02.080]  我還留意了一篇文章
[00:09:02.080 --> 00:09:04.560]  說到關於睡眠的問題
[00:09:04.560 --> 00:09:08.960]  這篇文章說到睡眠帶來很嚴重的後果
[00:09:08.960 --> 00:09:10.400]  我心想有多嚴重呢?
[00:09:10.400 --> 00:09:13.600]  最多是睏眠不足
[00:09:13.600 --> 00:09:18.000]  帶來的可能是身體健康的影響
[00:09:18.000 --> 00:09:20.640]  但這篇文章說睡眠不足
[00:09:20.640 --> 00:09:25.040]  是帶來嚴重的傷亡
[00:09:25.040 --> 00:09:26.560]  我心想這麼嚴重?
[00:09:26.560 --> 00:09:28.000]  再仔細看
[00:09:28.000 --> 00:09:31.440]  很多調查發現很多交通意外
[00:09:31.440 --> 00:09:35.200]  是因為司機在開車的時候
[00:09:35.200 --> 00:09:37.680]  在睡覺
[00:09:37.680 --> 00:09:39.920]  太累了,控制不了
[00:09:39.920 --> 00:09:44.400]  一直打瞌睡,就產生意外
[00:09:44.400 --> 00:09:46.800]  昨晚的未必是這件事情
[00:09:46.800 --> 00:09:49.440]  但有很多意外
[00:09:49.440 --> 00:09:52.400]  是在睡眠不足的情況下產生
[00:09:52.400 --> 00:09:53.280]  包括一些人
[00:09:53.280 --> 00:09:57.520]  當他有些工作是要操控一些機械
[00:09:57.520 --> 00:09:59.920]  又會產生很多傷害
[00:09:59.920 --> 00:10:01.760]  有些睡眠不足產生的問題
[00:10:01.760 --> 00:10:04.320]  就是他的情緒很受影響
[00:10:04.320 --> 00:10:06.000]  因此很多脾氣
[00:10:06.000 --> 00:10:08.240]  甚至很多暴力突然出現
[00:10:08.240 --> 00:10:11.520]  帶來傷亡
[00:10:11.520 --> 00:10:13.360]  生活上有些事情
[00:10:13.360 --> 00:10:15.840]  我們常常說工作逼人
[00:10:15.840 --> 00:10:20.800]  因此我們未必留心到自己的作息、飲食
[00:10:20.800 --> 00:10:23.360]  而帶來睡眠不足
[00:10:23.360 --> 00:10:29.200]  帶來可能有生活上其他的傷害
[00:10:29.200 --> 00:10:30.960]  不單止是睡眠的問題
[00:10:30.960 --> 00:10:32.400]  我相信大家都會體會到
[00:10:32.400 --> 00:10:33.600]  生活上的一些事情
[00:10:33.600 --> 00:10:35.680]  如果不是去謹慎
[00:10:35.680 --> 00:10:38.400]  我們的時間突然不知為何會去掉
[00:10:38.400 --> 00:10:39.440]  沒有了
[00:10:39.440 --> 00:10:41.280]  又或者某些事情
[00:10:41.280 --> 00:10:44.160]  都不知為何會發脾氣
[00:10:44.160 --> 00:10:47.760]  為何會做一些不應該做的事情
[00:10:47.760 --> 00:10:48.960]  聖經說
[00:10:48.960 --> 00:10:55.280]  弟兄姊妹在末世的時候要去謹慎警醒
[00:10:55.280 --> 00:10:56.800]  在謹慎警醒裏面
[00:10:56.800 --> 00:10:58.000]  聖經說
[00:10:58.000 --> 00:11:00.640]  以致你能夠禱告
[00:11:00.640 --> 00:11:02.720]  這兩句說話其實是相連的
[00:11:02.720 --> 00:11:07.120]  謹慎警醒、禱告不是三件獨立的事情
[00:11:07.120 --> 00:11:10.320]  謹慎警醒以致你能夠祈禱
[00:11:10.320 --> 00:11:12.480]  我相信當彼得這樣說的時候
[00:11:12.480 --> 00:11:14.320]  他一定會想起自己
[00:11:14.320 --> 00:11:17.520]  曾經在赫西瑪利縣的經歷
[00:11:17.520 --> 00:11:19.200]  大家都會想起
[00:11:19.200 --> 00:11:23.680]  當時主耶穌請他們三個人祈禱
[00:11:23.680 --> 00:11:26.720]  但是他們最終怎樣呢?
[00:11:26.720 --> 00:11:28.400]  睡著了
[00:11:28.400 --> 00:11:29.840]  當然他們被罰
[00:11:29.840 --> 00:11:31.440]  他們忍不住
[00:11:31.440 --> 00:11:33.280]  但同時他們有很多的憂慮
[00:11:33.280 --> 00:11:34.800]  很多的憂愁
[00:11:34.800 --> 00:11:39.920]  憂愁令到他們的心思都好像麻痺了
[00:11:39.920 --> 00:11:42.800]  不能夠清醒地禱告
[00:11:42.800 --> 00:11:44.000]  主耶穌告訴他們
[00:11:44.000 --> 00:11:45.600]  你們要警醒、禱告
[00:11:45.600 --> 00:11:49.920]  免得有迷惑
[00:11:49.920 --> 00:11:54.640]  不能夠清醒會產生迷惑
[00:11:54.640 --> 00:11:55.680]  主耶穌說
[00:11:55.680 --> 00:11:59.040]  如果你要去面對這個末世的情況
[00:11:59.040 --> 00:12:02.960]  你幫助自己去小心自律
[00:12:02.960 --> 00:12:05.120]  清醒自己的心思
[00:12:05.120 --> 00:12:06.640]  以致你能夠祈禱
[00:12:06.640 --> 00:12:08.080]  因為在祈禱當中
[00:12:08.080 --> 00:12:11.200]  你才會有力量去分辨到是非
[00:12:11.200 --> 00:12:14.880]  有力量可以按照所當作去做
[00:12:14.880 --> 00:12:16.000]  弟兄姊妹
[00:12:16.000 --> 00:12:19.520]  如果你不祈禱
[00:12:19.520 --> 00:12:23.600]  你很大機會會跌入這些陷阱
[00:12:23.600 --> 00:12:25.040]  好像剛才所講述的
[00:12:25.040 --> 00:12:30.160]  末世在基督徒所面對的問題裏面
[00:12:30.160 --> 00:12:31.120]  但聖經就說
[00:12:31.120 --> 00:12:32.880]  弟兄姊妹要留意
[00:12:32.880 --> 00:12:35.040]  在末日近的時候
[00:12:35.040 --> 00:12:39.760]  你們要謹慎、警醒地祈禱
[00:12:39.760 --> 00:12:41.760]  這是第一方面
[00:12:41.760 --> 00:12:42.560]  我們再看
[00:12:42.560 --> 00:12:43.760]  聖經裏面再講
[00:12:43.760 --> 00:12:46.640]  末世的時候有第二件事情
[00:12:46.640 --> 00:12:47.840]  第八節
[00:12:47.840 --> 00:12:51.360]  我請大家不如跟我一起讀讀第八節
[00:12:51.360 --> 00:12:56.000]  「最重要的是要彼此切實相愛
[00:12:56.000 --> 00:13:00.000]  因為愛能遮蓋許多的罪」
[00:13:00.000 --> 00:13:02.400]  聖經提到最重要的
[00:13:02.400 --> 00:13:04.160]  其他事情沒錯都重要
[00:13:04.160 --> 00:13:08.320]  但最重要的仍然是去切實相愛
[00:13:08.320 --> 00:13:09.760]  為甚麼?
[00:13:09.760 --> 00:13:10.800]  因為末世的情況
[00:13:10.800 --> 00:13:12.800]  像聖經其他經文提及
[00:13:12.800 --> 00:13:14.160]  有一個特徵
[00:13:14.160 --> 00:13:17.520]  人要專顧自己的事
[00:13:17.520 --> 00:13:22.240]  那個自我中心是極大的
[00:13:22.240 --> 00:13:24.480]  主耶穌講到末世的徵兆的時候
[00:13:24.480 --> 00:13:25.840]  其中一點就提到
[00:13:25.840 --> 00:13:28.720]  你知不知道在末世的時候
[00:13:28.720 --> 00:13:33.760]  家庭裏面會有很多糾紛
[00:13:33.760 --> 00:13:40.240]  父親要去殺害自己的兒子
[00:13:40.240 --> 00:13:43.600]  兒女會叛逆父母
[00:13:43.600 --> 00:13:47.840]  甚至置他們於死地
[00:13:47.840 --> 00:13:50.080]  那種只顧存自己
[00:13:50.080 --> 00:13:51.920]  就算自己最親密的人
[00:13:51.920 --> 00:13:56.960]  都會有一種危害別人的衝動
[00:13:56.960 --> 00:14:00.160]  那種罪出現
[00:14:00.160 --> 00:14:02.800]  聖經說在末世裏面最重要的
[00:14:02.800 --> 00:14:06.880]  仍然是保持著愛人的生命
[00:14:06.880 --> 00:14:07.840]  但末世的時候
[00:14:07.840 --> 00:14:10.400]  人有很多對自己的掛慮
[00:14:10.400 --> 00:14:15.200]  因此覺得自己的事都應付不來
[00:14:15.200 --> 00:14:17.600]  還要我去關心他?
[00:14:17.600 --> 00:14:20.160]  怎可以呢?
[00:14:20.160 --> 00:14:22.560]  我想回到早前一位姐妹分享
[00:14:22.560 --> 00:14:24.480]  這位姐妹說到一件事
[00:14:24.480 --> 00:14:27.520]  她是做護士的一位姐妹
[00:14:27.520 --> 00:14:30.160]  她平時工作都很忙很重
[00:14:30.160 --> 00:14:32.560]  但她說她心裏有一個很大的提醒
[00:14:32.560 --> 00:14:34.160]  常常都要提醒自己
[00:14:34.160 --> 00:14:36.400]  仍然關心別人的事情
[00:14:36.400 --> 00:14:38.640]  所以她每一年
[00:14:38.640 --> 00:14:40.080]  最少有一次
[00:14:40.080 --> 00:14:43.200]  會去到內地的山區地方
[00:14:43.200 --> 00:14:45.680]  做一些醫療的服務
[00:14:45.680 --> 00:14:47.760]  平時的一些工作
[00:14:47.760 --> 00:14:51.760]  繼續在這些山區裏面照顧小孩子
[00:14:51.760 --> 00:14:52.720]  但有一兩次
[00:14:52.720 --> 00:14:54.960]  當她要來服務的時候
[00:14:54.960 --> 00:14:56.720]  她有很大的掙扎
[00:14:56.720 --> 00:14:59.360]  因為她自己家裏有兩個弟弟
[00:14:59.360 --> 00:15:00.960]  她擔心自己平時
[00:15:00.960 --> 00:15:03.040]  又不是太多時間陪到子女
[00:15:03.040 --> 00:15:04.560]  放假都走了
[00:15:04.560 --> 00:15:08.400]  會不會真的虧欠了子女呢?
[00:15:08.400 --> 00:15:13.040]  但後來她都繼續來做這個服務
[00:15:13.040 --> 00:15:14.160]  在過程裏面
[00:15:14.160 --> 00:15:16.160]  她都有機會和子女聊天
[00:15:16.160 --> 00:15:17.040]  但後來發覺
[00:15:17.040 --> 00:15:20.320]  弟弟似乎不介意她走開
[00:15:20.320 --> 00:15:22.480]  反而很多時候很有興趣問她
[00:15:22.480 --> 00:15:24.720]  去到那裏你怎樣做?
[00:15:24.720 --> 00:15:27.520]  當地的情況怎樣?
[00:15:27.520 --> 00:15:28.640]  而過了幾年之後
[00:15:28.640 --> 00:15:30.320]  當弟弟慢慢長大
[00:15:30.320 --> 00:15:32.560]  就發覺他們主動地提出
[00:15:32.560 --> 00:15:35.600]  希望可以陪媽媽一起去
[00:15:35.600 --> 00:15:37.040]  再大一點的時候
[00:15:37.040 --> 00:15:39.200]  她兩個小朋友長大了
[00:15:39.200 --> 00:15:41.840]  他們自己主動地去參與
[00:15:41.840 --> 00:15:44.080]  其他的類型的宣教
[00:15:44.080 --> 00:15:46.800]  或者是服侍的工作
[00:15:46.800 --> 00:15:47.600]  因為母親說
[00:15:47.600 --> 00:15:49.680]  她說我很感謝神
[00:15:49.680 --> 00:15:54.400]  神幫助我學習繼續愛人
[00:15:54.400 --> 00:15:55.760]  在過程當中
[00:15:55.760 --> 00:15:59.040]  我以為虧欠了一些家人的需要
[00:15:59.040 --> 00:16:00.240]  但發覺
[00:16:00.240 --> 00:16:03.120]  其實他們得到一個好的榜樣
[00:16:03.120 --> 00:16:07.360]  他們都懂得去學習愛別人
[00:16:07.360 --> 00:16:08.720]  不是說我們放棄
[00:16:08.720 --> 00:16:10.800]  我們對自己家人的關心
[00:16:10.800 --> 00:16:13.440]  但重要的地方就是知道
[00:16:13.440 --> 00:16:19.440]  愛人是自我中心的解藥
[00:16:19.440 --> 00:16:24.160]  是叫你能夠不讓自我去控制自己
[00:16:24.160 --> 00:16:25.840]  以致你能夠將自己的需要
[00:16:25.840 --> 00:16:30.160]  放在比較適當的位置去看
[00:16:30.160 --> 00:16:31.600]  聖經裏面一直說
[00:16:31.600 --> 00:16:32.800]  在末世的時候
[00:16:32.800 --> 00:16:36.400]  你們要彼此切實相愛
[00:16:36.400 --> 00:16:41.520]  所謂切實是一個願意付代價的愛心
[00:16:41.520 --> 00:16:43.520]  不單是稍為去關心
[00:16:43.520 --> 00:16:45.760]  而是真的付上代價
[00:16:45.760 --> 00:16:49.360]  其實這個字是描寫運動員
[00:16:49.360 --> 00:16:51.680]  很快又到冬奧了
[00:16:51.680 --> 00:16:53.520]  你看運動員比賽的時候
[00:16:53.520 --> 00:16:59.440]  他們是盡全力去發揮體能的作用
[00:16:59.440 --> 00:17:02.960]  希望能夠得到獎牌
[00:17:02.960 --> 00:17:05.200]  因為他們要得到獎賞
[00:17:05.200 --> 00:17:08.800]  他們會盡全力去發揮
[00:17:08.800 --> 00:17:11.600]  這就是聖經所說的
[00:17:11.600 --> 00:17:15.200]  保持著那種愛心
[00:17:15.200 --> 00:17:17.920]  而聖經所說的切實
[00:17:17.920 --> 00:17:19.920]  就是這個意思
[00:17:19.920 --> 00:17:20.880]  但在愛的時候
[00:17:20.880 --> 00:17:21.680]  聖經更加說
[00:17:21.680 --> 00:17:24.960]  因為愛有一種很大的能力在裏面
[00:17:24.960 --> 00:17:29.200]  就是能夠遮蓋許多的罪
[00:17:29.200 --> 00:17:32.160]  當人去學習去愛
[00:17:32.160 --> 00:17:33.280]  去寬恕
[00:17:33.280 --> 00:17:34.800]  去忍耐
[00:17:34.800 --> 00:17:37.840]  去給別人空間去改變
[00:17:37.840 --> 00:17:39.280]  在過程當中
[00:17:39.280 --> 00:17:41.520]  好像光照進黑暗裏面
[00:17:41.520 --> 00:17:44.080]  是叫罪能夠消退
[00:17:44.080 --> 00:17:46.320]  是遮蓋罪惡的
[00:17:46.320 --> 00:17:47.520]  因此有些人說
[00:17:47.520 --> 00:17:50.320]  這個世界最大的能力
[00:17:50.320 --> 00:17:52.160]  不是財富的能力
[00:17:52.160 --> 00:17:55.440]  最大的能力不是科技的能力
[00:17:55.440 --> 00:17:57.920]  不是火箭升空的能力
[00:17:57.920 --> 00:18:00.880]  而是愛的能力
[00:18:00.880 --> 00:18:04.320]  在末世的時候去面對罪
[00:18:04.320 --> 00:18:07.120]  愛能夠產生能力
[00:18:07.120 --> 00:18:09.680]  能夠遮蓋許多的罪
[00:18:09.680 --> 00:18:10.800]  當然聖經大家留意
[00:18:10.800 --> 00:18:14.080]  這段經文是在說對教徒的說話
[00:18:14.080 --> 00:18:15.840]  是對教徒說的
[00:18:15.840 --> 00:18:17.600]  因此你會發覺教徒都體會到
[00:18:17.600 --> 00:18:20.080]  有時候在付出愛的時候
[00:18:20.080 --> 00:18:23.040]  不一定會得到別人的欣賞
[00:18:23.040 --> 00:18:24.800]  可能因此受苦
[00:18:24.800 --> 00:18:26.240]  其實經文上下文
[00:18:26.240 --> 00:18:27.760]  很多處地方都說到
[00:18:27.760 --> 00:18:28.800]  你們要留心
[00:18:28.800 --> 00:18:32.000]  你們會行善受苦
[00:18:32.000 --> 00:18:34.160]  我請大家如果有聖經
[00:18:34.160 --> 00:18:36.480]  你幫我多看一兩處經文
[00:18:36.480 --> 00:18:37.680]  在聖經的前面
[00:18:37.680 --> 00:18:41.280]  給的前書第三章
[00:18:41.280 --> 00:18:48.320]  在第八第九節
[00:18:48.320 --> 00:18:49.600]  第三章第八節
[00:18:49.600 --> 00:18:51.520]  聖經說「總括來說
[00:18:51.520 --> 00:18:53.520]  你們要彼此同心
[00:18:53.520 --> 00:18:55.280]  互相體恤
[00:18:55.280 --> 00:18:57.040]  親愛像弟兄
[00:18:57.040 --> 00:19:00.080]  溫柔全心謙卑」
[00:19:00.080 --> 00:19:03.600]  說到信徒之間的生命關係
[00:19:03.600 --> 00:19:04.560]  第九節
[00:19:04.560 --> 00:19:06.320]  「不要以惡報惡
[00:19:06.320 --> 00:19:08.400]  以辱罵還辱罵
[00:19:08.400 --> 00:19:13.040]  都要祝福」
[00:19:13.040 --> 00:19:14.640]  不要以惡報惡
[00:19:14.640 --> 00:19:17.120]  以辱罵還辱罵
[00:19:17.120 --> 00:19:18.640]  無論對方怎樣待你
