
[00:00:00.000 --> 00:00:02.000]  今天也是一個很特別的日子
[00:01:40.000 --> 00:01:46.000]  當上帝在
[00:01:46.000 --> 00:01:48.000]  埃及地裡面拯救以色列人出來
[00:01:48.000 --> 00:01:50.000]  然後在
[00:01:50.000 --> 00:01:52.000]  最後的十災裡面大家還記不記得
[00:01:52.000 --> 00:01:54.000]  就是殺滅長子之災
[00:01:54.000 --> 00:01:56.000]  上帝要藉著
[00:01:56.000 --> 00:01:58.000]  叫以色列人
[00:01:58.000 --> 00:02:00.000]  用一些牛失草
[00:02:00.000 --> 00:02:02.000]  斬一些羊血
[00:02:02.000 --> 00:02:04.000]  在門尾上面
[00:02:04.000 --> 00:02:06.000]  滅命的使者經過之後就不會進去
[00:02:06.000 --> 00:02:08.000]  將你的長子滅掉
[00:02:08.000 --> 00:02:10.000]  這個就是一個如雨節
[00:02:10.000 --> 00:02:12.000]  猶太人每年都藉著
[00:02:12.000 --> 00:02:14.000]  如雨節去紀念上帝的拯救
[00:02:14.000 --> 00:02:16.000]  紀念上帝的
[00:02:16.000 --> 00:02:18.000]  欽典
[00:02:18.000 --> 00:02:20.000]  在今天
[00:02:20.000 --> 00:02:22.000]  中國人的農曆年
[00:02:22.000 --> 00:02:24.000]  我們都去
[00:02:24.000 --> 00:02:26.000]  上帝在我們身上
[00:02:26.000 --> 00:02:28.000]  所成就的救贖的
[00:02:28.000 --> 00:02:30.000]  這個欽典
[00:02:30.000 --> 00:02:32.000]  今天也剛剛好
[00:02:32.000 --> 00:02:34.000]  在我們農曆年
[00:02:34.000 --> 00:02:36.000]  開始的時候
[00:02:36.000 --> 00:02:38.000]  我們就去講約翰福音
[00:02:38.000 --> 00:02:40.000]  約翰福音我們都會
[00:02:40.000 --> 00:02:42.000]  大約有兩年的時間
[00:02:42.000 --> 00:02:44.000]  在崇拜裡面
[00:02:44.000 --> 00:02:46.000]  斷續的都會由頭至尾
[00:02:46.000 --> 00:02:48.000]  去講整卷的
[00:02:48.000 --> 00:02:50.000]  福音書的內容
[00:02:50.000 --> 00:02:52.000]  今天就是第一次
[00:02:52.000 --> 00:02:54.000]  可以說去講約翰福音
[00:02:54.000 --> 00:02:56.000]  第一章一至十八節
[00:02:56.000 --> 00:02:58.000]  一至十八節基本上是整個
[00:02:58.000 --> 00:03:00.000]  約翰福音的序言
[00:03:00.000 --> 00:03:02.000]  整個就是一個引言
[00:03:02.000 --> 00:03:04.000]  可以說當我們了解
[00:03:04.000 --> 00:03:06.000]  整個約翰福音這個引言的時候
[00:03:06.000 --> 00:03:08.000]  我們就知道究竟
[00:03:08.000 --> 00:03:10.000]  約翰為什麼要寫這個
[00:03:10.000 --> 00:03:12.000]  約翰福音
[00:03:12.000 --> 00:03:14.000]  究竟他想講什麼呢
[00:03:14.000 --> 00:03:16.000]  在約翰福音第一章
[00:03:16.000 --> 00:03:18.000]  一章一至二節那裡這樣說
[00:03:18.000 --> 00:03:20.000]  太初有道,道與神同在
[00:03:20.000 --> 00:03:22.000]  道就是神
[00:03:22.000 --> 00:03:24.000]  這道太初與神同在
[00:03:24.000 --> 00:03:28.000]  在這裡他講這個道
[00:03:28.000 --> 00:03:30.000]  太初有個道
[00:03:30.000 --> 00:03:32.000]  這個道是和上帝在一起
[00:03:32.000 --> 00:03:34.000]  這個道就是上帝
[00:03:34.000 --> 00:03:36.000]  在這裡他講一切的開始
[00:03:36.000 --> 00:03:38.000]  這個道已經存在
[00:03:38.000 --> 00:03:40.000]  可以這樣說
[00:03:40.000 --> 00:03:42.000]  在馬克福音裡面
[00:03:42.000 --> 00:03:44.000]  一開頭就說到
[00:03:44.000 --> 00:03:48.000]  神的兒子耶穌基督福音的起頭
[00:03:48.000 --> 00:03:50.000]  在約翰來說
[00:03:50.000 --> 00:03:52.000]  其實馬可
[00:03:52.000 --> 00:03:56.000]  馬可福音
[00:03:56.000 --> 00:03:58.000]  他們
[00:03:58.000 --> 00:04:02.000]  在馬可福音裡面
[00:04:02.000 --> 00:04:06.000]  一開始
[00:04:06.000 --> 00:04:08.000]  他講到耶穌侍奉的
[00:04:08.000 --> 00:04:10.000]  開始的起頭
[00:04:10.000 --> 00:04:12.000]  告訴我們知道
[00:04:12.000 --> 00:04:14.000]  耶穌侍奉的起頭是怎樣的呢
[00:04:14.000 --> 00:04:16.000]  但是現在約翰
[00:04:16.000 --> 00:04:18.000]  追溯到更遠
[00:04:18.000 --> 00:04:20.000]  究竟耶穌開始
[00:04:20.000 --> 00:04:22.000]  之前是怎樣的呢
[00:04:22.000 --> 00:04:24.000]  在舊的聖經裡面
[00:04:24.000 --> 00:04:26.000]  其實都有用到上帝的道
[00:04:26.000 --> 00:04:28.000]  這個道
[00:04:28.000 --> 00:04:30.000]  上帝藉著這個道
[00:04:30.000 --> 00:04:32.000]  去創造這個世界
[00:04:32.000 --> 00:04:34.000]  藉著這個道去啟示
[00:04:34.000 --> 00:04:36.000]  給我們知道
[00:04:36.000 --> 00:04:38.000]  在這裡約翰用這個道
[00:04:38.000 --> 00:04:40.000]  去形容耶穌
[00:04:40.000 --> 00:04:42.000]  其實就是那個道
[00:04:42.000 --> 00:04:44.000]  上帝的道
[00:04:44.000 --> 00:04:46.000]  而約翰用這個道去形容
[00:04:46.000 --> 00:04:48.000]  耶穌的時候
[00:04:48.000 --> 00:04:50.000]  其實是著重了
[00:04:50.000 --> 00:04:52.000]  我們怎樣去認識
[00:04:52.000 --> 00:04:54.000]  耶穌的身份和耶穌的使命
[00:04:54.000 --> 00:04:56.000]  一開始的時候
[00:04:56.000 --> 00:04:58.000]  約翰已經去說
[00:04:58.000 --> 00:05:00.000]  道,這個道,就是耶穌
[00:05:00.000 --> 00:05:02.000]  是和上帝在一起
[00:05:02.000 --> 00:05:04.000]  而且
[00:05:04.000 --> 00:05:06.000]  更進一步的說
[00:05:06.000 --> 00:05:08.000]  耶穌就是上帝
[00:05:08.000 --> 00:05:10.000]  在第三第四節
[00:05:10.000 --> 00:05:12.000]  再怎樣去形容這個道呢
[00:05:12.000 --> 00:05:14.000]  首先,萬物是藉著它做的
[00:05:14.000 --> 00:05:16.000]  凡被做的,沒有一樣不是
[00:05:16.000 --> 00:05:18.000]  藉著他做的,生命在他裡頭
[00:05:18.000 --> 00:05:20.000]  這生命就是人的光
[00:05:20.000 --> 00:05:22.000]  這個道
[00:05:22.000 --> 00:05:24.000]  可以說
[00:05:24.000 --> 00:05:26.000]  在創造一切的存在之先
[00:05:26.000 --> 00:05:28.000]  未有世界之前
[00:05:28.000 --> 00:05:30.000]  未有人類之前
[00:05:30.000 --> 00:05:32.000]  這個道已經是存在了
[00:05:32.000 --> 00:05:34.000]  而且這個道
[00:05:34.000 --> 00:05:36.000]  是上帝藉著它
[00:05:36.000 --> 00:05:38.000]  去執行上帝的命令
[00:05:38.000 --> 00:05:40.000]  上帝創造的心意
[00:05:40.000 --> 00:05:42.000]  在這裡
[00:05:42.000 --> 00:05:44.000]  正面也反面的去說
[00:05:44.000 --> 00:05:46.000]  一切的萬物
[00:05:46.000 --> 00:05:48.000]  都是藉著它而做的
[00:05:48.000 --> 00:05:50.000]  一切所有的東西
[00:05:50.000 --> 00:05:52.000]  都是藉著這個道
[00:05:52.000 --> 00:05:54.000]  去創造而出來
[00:05:54.000 --> 00:05:56.000]  從反面的去說
[00:05:56.000 --> 00:05:58.000]  沒有一樣東西不是藉著它做的
[00:05:58.000 --> 00:06:00.000]  在約翰裡面
[00:06:00.000 --> 00:06:02.000]  之後再說
[00:06:02.000 --> 00:06:04.000]  這個道
[00:06:04.000 --> 00:06:06.000]  耶穌
[00:06:06.000 --> 00:06:08.000]  自己宣稱
[00:06:08.000 --> 00:06:10.000]  他就是世界的光
[00:06:10.000 --> 00:06:12.000]  他就是生命的源頭
[00:06:12.000 --> 00:06:14.000]  在第五節說
[00:06:14.000 --> 00:06:16.000]  怎麼繼續去形容
[00:06:16.000 --> 00:06:18.000]  這個道呢
[00:06:18.000 --> 00:06:20.000]  光照在黑暗裡
[00:06:20.000 --> 00:06:22.000]  黑暗卻不接受光
[00:06:22.000 --> 00:06:24.000]  在這裡約翰去說
[00:06:24.000 --> 00:06:26.000]  上帝藉著這個道
[00:06:26.000 --> 00:06:28.000]  去創造這個世界
[00:06:28.000 --> 00:06:30.000]  在這裡他不是
[00:06:30.000 --> 00:06:32.000]  約翰的世界觀
[00:06:32.000 --> 00:06:34.000]  可以這樣說
[00:06:34.000 --> 00:06:36.000]  他不是說光和黑暗
[00:06:36.000 --> 00:06:38.000]  是一種存在
[00:06:38.000 --> 00:06:40.000]  有光
[00:06:40.000 --> 00:06:42.000]  有黑暗
[00:06:42.000 --> 00:06:44.000]  有善有惡
[00:06:44.000 --> 00:06:46.000]  不單是這樣說
[00:06:46.000 --> 00:06:48.000]  而是說
[00:06:48.000 --> 00:06:50.000]  黑暗是不能勝過光
[00:06:50.000 --> 00:06:52.000]  光進入世界裡
[00:06:52.000 --> 00:06:54.000]  光勝過黑暗
[00:06:54.000 --> 00:06:56.000]  在這裡
[00:06:56.000 --> 00:06:58.000]  約翰去形容黑暗
[00:06:58.000 --> 00:07:00.000]  是一個邪惡的象徵
[00:07:00.000 --> 00:07:02.000]  在後面他又再說
[00:07:02.000 --> 00:07:04.000]  黑暗是代表著
[00:07:04.000 --> 00:07:06.000]  一種邪惡
[00:07:06.000 --> 00:07:08.000]  當人遠離
[00:07:08.000 --> 00:07:10.000]  上帝遠離
[00:07:10.000 --> 00:07:12.000]  上帝所差派來的救主的時候
[00:07:12.000 --> 00:07:14.000]  遠離上帝所差派來
[00:07:14.000 --> 00:07:16.000]  這個道成肉身的耶穌的時候
[00:07:16.000 --> 00:07:18.000]  這些人是喜愛黑暗
[00:07:18.000 --> 00:07:20.000]  他們的行為
[00:07:20.000 --> 00:07:22.000]  是邪惡的
[00:07:22.000 --> 00:07:24.000]  所以他們不願意去接受
[00:07:24.000 --> 00:07:26.000]  接受這個光
[00:07:26.000 --> 00:07:28.000]  在這裡
[00:07:28.000 --> 00:07:30.000]  實際上光
[00:07:30.000 --> 00:07:32.000]  來到這個世界的時候
[00:07:32.000 --> 00:07:34.000]  照在黑暗當中
[00:07:34.000 --> 00:07:36.000]  黑暗世界的人
[00:07:36.000 --> 00:07:38.000]  有很多都沒有接受到這個光
[00:07:38.000 --> 00:07:40.000]  其實約翰一開始就說
[00:07:40.000 --> 00:07:42.000]  其實耶穌來到的時候
[00:07:42.000 --> 00:07:44.000]  已經被
[00:07:44.000 --> 00:07:46.000]  這個世界裡有很多
[00:07:46.000 --> 00:07:48.000]  他所創造的人
[00:07:48.000 --> 00:07:50.000]  去拒絕
[00:07:50.000 --> 00:07:52.000]  這個拒絕的主題
[00:07:52.000 --> 00:07:54.000]  一開始就已經
[00:07:54.000 --> 00:07:56.000]  隱伏在這裡
[00:07:56.000 --> 00:07:58.000]  約翰其實是很希望讀者去明白
[00:07:58.000 --> 00:08:00.000]  上帝
[00:08:00.000 --> 00:08:02.000]  藉著一個道創造了一個世界
[00:08:02.000 --> 00:08:04.000]  這個道就是上帝創造的
[00:08:04.000 --> 00:08:06.000]  那個光明
[00:08:06.000 --> 00:08:08.000]  而這個上帝創造的那個光
[00:08:08.000 --> 00:08:10.000]  現在來到
[00:08:10.000 --> 00:08:12.000]  這個世界了
[00:08:12.000 --> 00:08:14.000]  成為了一個肉身
[00:08:14.000 --> 00:08:16.000]  而這個
[00:08:16.000 --> 00:08:18.000]  光明可以說
[00:08:18.000 --> 00:08:20.000]  上帝的光來到世界裡
[00:08:20.000 --> 00:08:22.000]  是帶來了一個
[00:08:22.000 --> 00:08:24.000]  救贖的一個光明
[00:08:24.000 --> 00:08:26.000]  不單止
[00:08:26.000 --> 00:08:28.000]  道
[00:08:28.000 --> 00:08:30.000]  是上帝
[00:08:30.000 --> 00:08:32.000]  藉著道去創造這個世界
[00:08:32.000 --> 00:08:34.000]  上帝也藉著
[00:08:34.000 --> 00:08:36.000]  這個道去拯救
[00:08:36.000 --> 00:08:38.000]  這個世界
[00:08:38.000 --> 00:08:40.000]  其實頭那五字
[00:08:40.000 --> 00:08:42.000]  看起來好像很抽象
[00:08:42.000 --> 00:08:44.000]  其實約翰就是想表達一個這樣的意思
[00:08:44.000 --> 00:08:46.000]  他後來去說
[00:08:46.000 --> 00:08:48.000]  上帝藉著耶穌去拯救
[00:08:48.000 --> 00:08:50.000]  世人
[00:08:50.000 --> 00:08:52.000]  為人的罪
[00:08:52.000 --> 00:08:54.000]  寫在十字架上
[00:08:54.000 --> 00:08:56.000]  開始了一個很重要的一個
[00:08:56.000 --> 00:08:58.000]  罪言
[00:08:58.000 --> 00:09:00.000]  在第六節第八節
[00:09:00.000 --> 00:09:02.000]  約翰再說
[00:09:02.000 --> 00:09:04.000]  有一個人
[00:09:04.000 --> 00:09:06.000]  是從神那裡差來的
[00:09:06.000 --> 00:09:08.000]  名叫約翰
[00:09:08.000 --> 00:09:10.000]  這人來為要作見證
[00:09:10.000 --> 00:09:12.000]  就是為光作見證
[00:09:12.000 --> 00:09:14.000]  叫眾人因他可以信
[00:09:14.000 --> 00:09:16.000]  他不是那光
[00:09:16.000 --> 00:09:18.000]  乃是要為光作見證
[00:09:18.000 --> 00:09:20.000]  這個約翰不是寫
[00:09:20.000 --> 00:09:22.000]  是說到
[00:09:22.000 --> 00:09:24.000]  施洗約翰
[00:09:24.000 --> 00:09:26.000]  一個人差人來
[00:09:26.000 --> 00:09:28.000]  就是要為光作一個見證
[00:09:28.000 --> 00:09:30.000]  見證什麼呢
[00:09:30.000 --> 00:09:32.000]  見證耶穌
[00:09:32.000 --> 00:09:34.000]  見證耶穌他從人來說
[00:09:34.000 --> 00:09:36.000]  可以說
[00:09:36.000 --> 00:09:38.000]  耶穌是後過施洗約翰
[00:09:38.000 --> 00:09:40.000]  在某程度在地上
[00:09:40.000 --> 00:09:42.000]  但施洗約翰是見證
[00:09:42.000 --> 00:09:44.000]  其實耶穌在
[00:09:44.000 --> 00:09:46.000]  我未出世之前
[00:09:46.000 --> 00:09:48.000]  其實已經存在
[00:09:48.000 --> 00:09:50.000]  他不只是
[00:09:50.000 --> 00:09:52.000]  有人的身份那麼簡單
[00:09:52.000 --> 00:09:54.000]  耶穌就是
[00:09:54.000 --> 00:09:56.000]  創造世界的那位主
[00:09:56.000 --> 00:09:58.000]  他和上帝同在
[00:09:58.000 --> 00:10:00.000]  他是上帝
[00:10:00.000 --> 00:10:02.000]  這位施洗約翰的先鋒
[00:10:02.000 --> 00:10:04.000]  可以說
[00:10:04.000 --> 00:10:06.000]  他很清楚知道
[00:10:06.000 --> 00:10:08.000]  我是上帝差派來
[00:10:08.000 --> 00:10:10.000]  為要
[00:10:10.000 --> 00:10:12.000]  為這個救主
[00:10:12.000 --> 00:10:14.000]  為這個道去作一個見證
[00:10:14.000 --> 00:10:16.000]  他很清楚知道
[00:10:16.000 --> 00:10:18.000]  我特殊的身份
[00:10:18.000 --> 00:10:20.000]  也有特殊的工作
[00:10:20.000 --> 00:10:22.000]  他也很清楚
[00:10:22.000 --> 00:10:24.000]  信服上帝給他的使命
[00:10:24.000 --> 00:10:26.000]  他要為這個光作見證
[00:10:26.000 --> 00:10:28.000]  這個光當然
[00:10:28.000 --> 00:10:30.000]  就是耶穌
[00:10:30.000 --> 00:10:32.000]  他為耶穌作見證
[00:10:32.000 --> 00:10:34.000]  見證他的身份
[00:10:34.000 --> 00:10:36.000]  見證他的使命
[00:10:36.000 --> 00:10:38.000]  當然我們也這樣說
[00:10:38.000 --> 00:10:40.000]  這個見證要帶來一個目的
[00:10:40.000 --> 00:10:42.000]  就是要讓人去認識
[00:10:42.000 --> 00:10:44.000]  耶穌這個身份
[00:10:44.000 --> 00:10:46.000]  他是上帝所差派來的
[00:10:46.000 --> 00:10:48.000]  那個救主
[00:10:48.000 --> 00:10:50.000]  不過當然我們可以看到後期
[00:10:50.000 --> 00:10:52.000]  施洗約翰的見證
[00:10:52.000 --> 00:10:54.000]  是否成功呢?
[00:10:54.000 --> 00:10:56.000]  某程度上有些人是相信
[00:10:56.000 --> 00:10:58.000]  但其實大部份的人
[00:10:58.000 --> 00:11:00.000]  都是拒絕的
[00:11:00.000 --> 00:11:02.000]  沒有去接受他的見證
[00:11:02.000 --> 00:11:06.000]  從另一個角度去說
[00:11:06.000 --> 00:11:08.000]  在後來的人去相信
[00:11:08.000 --> 00:11:10.000]  耶穌
[00:11:10.000 --> 00:11:12.000]  是救主
[00:11:12.000 --> 00:11:14.000]  某程度上和施洗約翰的見證
[00:11:14.000 --> 00:11:16.000]  都有一個關聯
[00:11:16.000 --> 00:11:18.000]  無論是直接還是間接
[00:11:18.000 --> 00:11:20.000]  都去
[00:11:20.000 --> 00:11:22.000]  接受的人就是去接受
[00:11:22.000 --> 00:11:24.000]  施洗約翰的見證
[00:11:24.000 --> 00:11:26.000]  耶穌的身份
[00:11:26.000 --> 00:11:28.000]  和他來到地上
[00:11:28.000 --> 00:11:30.000]  這個使命為人而死的
[00:11:30.000 --> 00:11:32.000]  這個使命
[00:11:32.000 --> 00:11:34.000]  接著在第八節
[00:11:34.000 --> 00:11:36.000]  施洗約翰說
[00:11:36.000 --> 00:11:38.000]  施洗約翰不是那個光
[00:11:38.000 --> 00:11:40.000]  施洗約翰不是那個救主
[00:11:40.000 --> 00:11:42.000]  為耶穌作見證
[00:11:42.000 --> 00:11:44.000]  再一次肯定
[00:11:44.000 --> 00:11:46.000]  施洗約翰的身份
[00:11:46.000 --> 00:11:48.000]  是一個什麼身份
[00:11:48.000 --> 00:11:50.000]  接著在第九節第十節
[00:11:50.000 --> 00:11:52.000]  這樣說
[00:11:52.000 --> 00:11:54.000]  那光是真光
[00:11:54.000 --> 00:11:56.000]  要照亮一切身在世上的人
[00:11:56.000 --> 00:11:58.000]  他在世界
[00:11:58.000 --> 00:12:00.000]  世界有一次識著他做的
[00:12:00.000 --> 00:12:02.000]  世界卻不認識他
[00:12:02.000 --> 00:12:04.000]  在這裡可以說
[00:12:04.000 --> 00:12:06.000]  有舊約背景的人
[00:12:06.000 --> 00:12:08.000]  當時當然
[00:12:08.000 --> 00:12:10.000]  無論施洗約翰是一個猶太人
[00:12:10.000 --> 00:12:12.000]  約翰呼音
[00:12:12.000 --> 00:12:14.000]  一些讀者
[00:12:14.000 --> 00:12:16.000]  都是一班猶太人
[00:12:16.000 --> 00:12:18.000]  他們很清楚知道
[00:12:18.000 --> 00:12:20.000]  在舊約裡
[00:12:20.000 --> 00:12:22.000]  律法會帶給人光明
[00:12:22.000 --> 00:12:24.000]  律法
[00:12:24.000 --> 00:12:26.000]  遵行上帝的道
[00:12:26.000 --> 00:12:28.000]  會帶給人一個光明的生命
[00:12:28.000 --> 00:12:30.000]  但是在這裡
[00:12:30.000 --> 00:12:32.000]  施洗約翰的論點
[00:12:32.000 --> 00:12:34.000]  約翰
[00:12:34.000 --> 00:12:36.000]  作者說
[00:12:36.000 --> 00:12:38.000]  世界的道
[00:12:38.000 --> 00:12:40.000]  才是真正的光明
[00:12:40.000 --> 00:12:42.000]  而整個律法
[00:12:42.000 --> 00:12:44.000]  整個舊約
[00:12:44.000 --> 00:12:46.000]  都是要為光
[00:12:46.000 --> 00:12:48.000]  耶穌作一個見證
[00:12:48.000 --> 00:12:50.000]  耶穌就是上帝
[00:12:50.000 --> 00:12:52.000]  最終極的啟示
[00:12:52.000 --> 00:12:54.000]  他照在每一個人身上
[00:12:54.000 --> 00:12:56.000]  這是約翰要強調的
[00:12:56.000 --> 00:12:58.000]  真光的意思
[00:12:58.000 --> 00:13:00.000]  整個舊約聖經
[00:13:00.000 --> 00:13:02.000]  都是要預備
[00:13:02.000 --> 00:13:04.000]  為耶穌作一個見證
[00:13:04.000 --> 00:13:06.000]  所以
[00:13:06.000 --> 00:13:08.000]  從耶穌身上
[00:13:08.000 --> 00:13:10.000]  最重要的啟示
[00:13:10.000 --> 00:13:12.000]  就在耶穌身上
[00:13:12.000 --> 00:13:14.000]  能夠彰顯出來
[00:13:14.000 --> 00:13:16.000]  在這裡繼續說
[00:13:16.000 --> 00:13:18.000]  光照在世界裡
[00:13:18.000 --> 00:13:20.000]  照在每個人身上
[00:13:20.000 --> 00:13:22.000]  來到的時候
[00:13:22.000 --> 00:13:24.000]  將人類分成兩部分
[00:13:24.000 --> 00:13:26.000]  那些恨護光的人
[00:13:26.000 --> 00:13:28.000]  反應就像
[00:13:28.000 --> 00:13:30.000]  大部分的世人一樣
[00:13:30.000 --> 00:13:32.000]  逃避光
[00:13:32.000 --> 00:13:34.000]  因為免得自己的行為
[00:13:34.000 --> 00:13:36.000]  被光暴露了出來
[00:13:36.000 --> 00:13:38.000]  就像一些
[00:13:38.000 --> 00:13:40.000]  在罪惡當中
[00:13:40.000 --> 00:13:42.000]  生活久了
[00:13:42.000 --> 00:13:44.000]  已久的人
[00:13:44.000 --> 00:13:46.000]  看到一些
[00:13:46.000 --> 00:13:48.000]  光明的照亮的時候
[00:13:48.000 --> 00:13:50.000]  他們不想離開自己的環境
[00:13:50.000 --> 00:13:52.000]  所以
[00:13:52.000 --> 00:13:54.000]  他們拒絕這個光明
[00:13:54.000 --> 00:13:56.000]  在世界
[00:13:56.000 --> 00:13:58.000]  是藉著
[00:13:58.000 --> 00:14:00.000]  上帝這個道去創造的
[00:14:00.000 --> 00:14:02.000]  但是來到這個世界的時候
[00:14:02.000 --> 00:14:04.000]  人們不認識他
[00:14:04.000 --> 00:14:06.000]  也不承認他
[00:14:06.000 --> 00:14:08.000]  這是說到
[00:14:08.000 --> 00:14:10.000]  耶穌來到地上的時候的遭遇
[00:14:10.000 --> 00:14:12.000]  然後在第十一至第十三節
[00:14:12.000 --> 00:14:14.000]  這樣說
[00:14:14.000 --> 00:14:16.000]  去到自己的地方來
[00:14:16.000 --> 00:14:18.000]  自己的人都不接待他
[00:14:18.000 --> 00:14:20.000]  凡接待他的人就像信他名的人
[00:14:20.000 --> 00:14:22.000]  他就像他們權柄
[00:14:22.000 --> 00:14:24.000]  作神的兒女
[00:14:24.000 --> 00:14:26.000]  這等人不是從血氣生的
[00:14:26.000 --> 00:14:28.000]  不是從情慾生的
[00:14:28.000 --> 00:14:30.000]  而是從神身的
[00:14:30.000 --> 00:14:32.000]  這個道
[00:14:32.000 --> 00:14:34.000]  來到自己的地方
[00:14:34.000 --> 00:14:36.000]  因為這個世界都是他創造的
[00:14:36.000 --> 00:14:38.000]  所以他來到世界
[00:14:38.000 --> 00:14:40.000]  來到自己的地方
[00:14:40.000 --> 00:14:42.000]  但是自己的人卻不接待他
[00:14:42.000 --> 00:14:44.000]  這個自己的人也許
[00:14:44.000 --> 00:14:46.000]  是說到猶太人
[00:14:46.000 --> 00:14:48.000]  來到的時候
[00:14:48.000 --> 00:14:50.000]  一群
[00:14:50.000 --> 00:14:52.000]  上帝的選民
[00:14:52.000 --> 00:14:54.000]  不接待他
[00:14:54.000 --> 00:14:56.000]  當然更闊的就是
[00:14:56.000 --> 00:14:58.000]  其他外邦人
[00:14:58.000 --> 00:15:00.000]  都不去接待
[00:15:00.000 --> 00:15:02.000]  創造這個世界的
[00:15:02.000 --> 00:15:04.000]  那個主人
[00:15:04.000 --> 00:15:06.000]  在這裡
[00:15:06.000 --> 00:15:08.000]  接著
[00:15:08.000 --> 00:15:10.000]  約翰繼續說
[00:15:10.000 --> 00:15:12.000]  他來到的時候被拒絕
[00:15:12.000 --> 00:15:14.000]  但是十二十三節
[00:15:14.000 --> 00:15:16.000]  他緩和了某程度
[00:15:16.000 --> 00:15:18.000]  這種無情的拒絕
[00:15:18.000 --> 00:15:20.000]  有一群人
[00:15:20.000 --> 00:15:22.000]  在舊約裡面可以這麼說
[00:15:22.000 --> 00:15:24.000]  在上帝的選民當中
[00:15:24.000 --> 00:15:26.000]  其實有很多人
[00:15:26.000 --> 00:15:28.000]  猶太人都是遠離上帝
[00:15:28.000 --> 00:15:30.000]  不過在舊約聖經裡面
[00:15:30.000 --> 00:15:32.000]  都會說仍然有一群
[00:15:32.000 --> 00:15:34.000]  漁民
[00:15:34.000 --> 00:15:36.000]  仍然上帝保守著一群人
[00:15:36.000 --> 00:15:38.000]  仍然真心
[00:15:38.000 --> 00:15:40.000]  真誠地去跟從上帝
[00:15:40.000 --> 00:15:42.000]  所以在這裡也說
[00:15:42.000 --> 00:15:44.000]  雖然這個光
[00:15:44.000 --> 00:15:46.000]  這個道來到自己的世界
[00:15:46.000 --> 00:15:48.000]  這個世界大部分很多人
[00:15:48.000 --> 00:15:50.000]  都沒有接受到他
[00:15:50.000 --> 00:15:52.000]  但是仍然有一群人
[00:15:52.000 --> 00:15:54.000]  好像舊約時代一樣
[00:15:54.000 --> 00:15:56.000]  上帝保守著一群漁民
[00:15:56.000 --> 00:15:58.000]  仍然願意去
[00:15:58.000 --> 00:16:00.000]  接待他和去相信他
