
[00:00:00.000 --> 00:00:06.840]  最近幾個月裡面有兩個新聞的報導值得我們特別的注意
[00:04:10.040 --> 00:04:13.400]  因為魔鬼知道自己的時候不多
[00:04:13.400 --> 00:04:16.920]  就氣憤憤的下到你們那裡去了
[00:04:16.920 --> 00:04:19.440]  因為魔鬼知道自己的時候不多
[00:04:19.440 --> 00:04:22.160]  就氣憤憤的下到你們那裡了
[00:04:22.160 --> 00:04:25.280]  這是講到末世的時候撒旦的工作
[00:04:25.280 --> 00:04:25.320]  這是講到末世的時候撒旦的工作
[00:04:25.320 --> 00:04:28.160]  這是講到末世的時候撒旦的工作
[00:04:28.160 --> 00:04:30.320]  他知道他的時間有限
[00:04:30.320 --> 00:04:30.360]  他知道他的時間有限
[00:04:30.360 --> 00:04:32.080]  他知道他的時間有限
[00:04:32.080 --> 00:04:33.760]  他盡量的利用
[00:04:33.760 --> 00:04:35.320]  所以他就盡量的利用
[00:04:35.320 --> 00:04:39.360]  無所不用其極的在人世間工作
[00:04:39.360 --> 00:04:43.120]  是無所不作的積極的在人世間工作
[00:04:43.120 --> 00:04:45.480]  他更加猖狂的工作
[00:04:45.480 --> 00:04:45.520]  他更加猖狂的工作
[00:04:45.520 --> 00:04:47.600]  他更加猖狂的工作
[00:04:47.600 --> 00:04:49.960]  在那裡捆綁人迷惑人
[00:04:49.960 --> 00:04:50.000]  在那裡捆綁人迷惑人
[00:04:50.000 --> 00:04:50.000]  在那裡捆綁人迷惑人
[00:04:50.000 --> 00:04:52.720]  在那裡捆綁人迷惑人
[00:04:52.720 --> 00:04:55.600]  在美國有撒旦教你們都知道
[00:04:55.600 --> 00:04:55.640]  在美國有撒旦教你們都知道
[00:04:55.640 --> 00:04:58.040]  在美國有撒旦教你們都知道
[00:04:58.040 --> 00:04:58.040]  但是你們知道撒旦教的祭司有多少人嗎?
[00:04:58.040 --> 00:05:01.760]  但是你們知道撒旦教的祭司有多少人嗎?
[00:05:01.760 --> 00:05:01.800]  你知不知道撒旦教的祭司有多少人呢?
[00:05:01.800 --> 00:05:06.760]  你知不知道撒旦教的祭司有多少人呢?
[00:05:06.760 --> 00:05:07.880]  有兩萬多
[00:05:07.880 --> 00:05:07.920]  有兩萬多
[00:05:07.920 --> 00:05:10.040]  有兩萬多
[00:05:10.040 --> 00:05:11.640]  撒旦教的祭司
[00:05:11.640 --> 00:05:14.040]  有兩萬多撒旦教的祭司
[00:05:14.040 --> 00:05:15.120]  他們講什麼?
[00:05:15.120 --> 00:05:15.160]  他們講什麼?
[00:05:15.160 --> 00:05:16.120]  他們講什麼?
[00:05:16.120 --> 00:05:17.960]  他們講撒旦經
[00:05:17.960 --> 00:05:17.960]  他們講撒旦經
[00:05:17.960 --> 00:05:19.400]  他們講撒旦經
[00:05:19.400 --> 00:05:20.320]  不是聖經
[00:05:20.320 --> 00:05:21.200]  不是聖經
[00:05:21.200 --> 00:05:22.080]  撒旦經
[00:05:22.080 --> 00:05:23.160]  是撒旦經
[00:05:23.160 --> 00:05:23.160]  撒旦經裡面講什麼?
[00:05:23.160 --> 00:05:24.880]  撒旦經裡面講什麼?
[00:05:24.880 --> 00:05:24.920]  撒旦經裡面講什麼?
[00:05:24.920 --> 00:05:26.480]  撒旦經裡面講什麼?
[00:05:26.480 --> 00:05:29.400]  有兩個主要的理論
[00:05:29.400 --> 00:05:29.440]  有兩個主要的理論
[00:05:29.440 --> 00:05:31.120]  有兩個主要的理論
[00:05:31.120 --> 00:05:32.120]  第一
[00:05:32.120 --> 00:05:33.640]  就是提倡暴力
[00:05:33.640 --> 00:05:33.680]  就是提倡暴力
[00:05:33.680 --> 00:05:35.200]  就是提倡暴力
[00:05:35.200 --> 00:05:35.760]  第二
[00:05:35.760 --> 00:05:35.800]  第二
[00:05:35.800 --> 00:05:36.480]  第二
[00:05:36.480 --> 00:05:39.360]  提倡自由的性愛
[00:05:39.360 --> 00:05:39.400]  提倡自由的性愛
[00:05:39.400 --> 00:05:41.360]  提倡自由的性愛
[00:05:41.360 --> 00:05:42.600]  性解放
[00:05:42.600 --> 00:05:42.640]  性解放
[00:05:42.640 --> 00:05:43.840]  性解放
[00:05:43.840 --> 00:05:44.880]  加上暴力
[00:05:44.880 --> 00:05:44.920]  加上暴力
[00:05:44.920 --> 00:05:46.040]  加上暴力
[00:05:46.040 --> 00:05:46.040]  這是撒旦經的兩個重點
[00:05:46.040 --> 00:05:48.640]  這是撒旦經的兩個重點
[00:05:48.640 --> 00:05:48.680]  這是撒旦經的兩個重點
[00:05:48.680 --> 00:05:51.120]  這是撒旦經的兩個重點
[00:05:51.120 --> 00:05:51.160]  這兩萬多的撒旦教的祭司
[00:05:51.160 --> 00:05:53.880]  這兩萬多的撒旦教的祭司
[00:05:53.880 --> 00:05:58.640]  到處在提倡推動灌輸這些思想
[00:05:58.640 --> 00:05:58.640]  這兩萬多的撒旦教的祭司
[00:05:58.640 --> 00:06:01.080]  這兩萬多的撒旦教的祭司
[00:06:01.080 --> 00:06:01.080]  到處在提倡灌輸和推動這些學說
[00:06:01.080 --> 00:06:05.880]  到處在提倡灌輸和推動這些學說
[00:06:05.880 --> 00:06:07.640]  所以我們剛才看到
[00:06:07.640 --> 00:06:07.680]  所以我們剛才看到
[00:06:07.680 --> 00:06:09.920]  祭司裡面的話一點也不錯
[00:06:09.920 --> 00:06:09.960]  所以我們剛才看到
[00:06:09.960 --> 00:06:11.280]  所以我們剛才看到
[00:06:11.280 --> 00:06:11.320]  啟示錄裡面的話一點也不錯
[00:06:11.320 --> 00:06:13.440]  啟示錄裡面的話一點也不錯
[00:06:13.440 --> 00:06:13.440]  越靠近主再來的時候
[00:06:13.440 --> 00:06:15.880]  越靠近主再來的時候
[00:06:15.880 --> 00:06:15.880]  撒旦的工作越加緊
[00:06:15.880 --> 00:06:18.440]  撒旦的工作越加緊
[00:06:18.440 --> 00:06:18.440]  越靠近主再來的時候
[00:06:18.440 --> 00:06:20.520]  越靠近主再來的時候
[00:06:20.520 --> 00:06:20.560]  撒旦的工作就是越加緊
[00:06:20.560 --> 00:06:23.080]  撒旦的工作就是越加緊
[00:06:23.080 --> 00:06:23.080]  但是在這一切之中
[00:06:23.080 --> 00:06:24.720]  但是在這一切之中
[00:06:24.720 --> 00:06:24.760]  但是在這一切之中
[00:06:24.760 --> 00:06:26.200]  但是在這一切之中
[00:06:26.200 --> 00:06:26.200]  祭司錄告訴我們
[00:06:26.200 --> 00:06:27.440]  祭司錄告訴我們
[00:06:27.440 --> 00:06:29.840]  神的七靈
[00:06:29.840 --> 00:06:29.880]  神的七靈
[00:06:29.880 --> 00:06:30.840]  神的七靈
[00:06:30.840 --> 00:06:30.840]  就是聖靈完全的工作
[00:06:30.840 --> 00:06:32.440]  就是聖靈完全的工作
[00:06:32.440 --> 00:06:34.400]  就是聖靈完全的工作
[00:06:34.400 --> 00:06:36.400]  也到處顯明
[00:06:36.400 --> 00:06:36.440]  也到處顯明
[00:06:36.440 --> 00:06:38.280]  也到處顯明
[00:06:38.280 --> 00:06:40.000]  我們今天最需要的
[00:06:40.000 --> 00:06:40.040]  我們今天最需要的
[00:06:40.040 --> 00:06:41.440]  我們今天最需要的
[00:06:41.440 --> 00:06:44.280]  就是聖靈大能的彰顯
[00:06:44.280 --> 00:06:44.320]  就是聖靈大能的彰顯
[00:06:44.320 --> 00:06:46.520]  就是聖靈大能的彰顯
[00:06:46.520 --> 00:06:46.640]  剛才靈唱師曾弟兄告訴我們
[00:06:46.640 --> 00:06:49.160]  剛才靈唱師曾弟兄告訴我們
[00:06:49.160 --> 00:06:49.200]  剛才靈唱師曾弟兄告訴我們
[00:06:49.200 --> 00:06:51.680]  剛才靈唱師曾弟兄告訴我們
[00:06:51.680 --> 00:06:51.720]  聖靈的工作裡面有安靜又有能力
[00:06:51.720 --> 00:06:55.000]  聖靈的工作裡面有安靜又有能力
[00:06:55.000 --> 00:06:58.040]  聖靈的工作裡面有安靜又有能力
[00:06:58.040 --> 00:07:00.880]  兩種的工作一起的出現
[00:07:00.880 --> 00:07:00.920]  兩種的工作一起的出現
[00:07:00.920 --> 00:07:02.920]  兩種的工作一起的出現
[00:07:02.920 --> 00:07:05.600]  有安靜、有能力
[00:07:05.600 --> 00:07:08.960]  你看聖靈降臨在五星節的時候
[00:07:08.960 --> 00:07:09.000]  你看聖靈降臨在五星節的時候
[00:07:09.000 --> 00:07:11.480]  你看聖靈降臨在五星節的時候
[00:07:11.480 --> 00:07:13.360]  120位的門徒
[00:07:13.360 --> 00:07:14.680]  120位的門徒
[00:07:14.680 --> 00:07:15.360]  做什麼?
[00:07:15.360 --> 00:07:16.000]  做什麼?
[00:07:16.000 --> 00:07:17.440]  安靜禱告
[00:07:17.440 --> 00:07:18.600]  安靜禱告
[00:07:18.600 --> 00:07:19.280]  10天
[00:07:19.280 --> 00:07:19.320]  10天
[00:07:19.320 --> 00:07:20.720]  10天
[00:07:20.720 --> 00:07:23.440]  禱告好像最沒有用的一件事
[00:07:23.440 --> 00:07:25.760]  禱告好像最沒有用的一件事
[00:07:25.760 --> 00:07:28.120]  但是他們聽了主耶穌講的話
[00:07:28.120 --> 00:07:30.360]  但是他們聽了主耶穌講的話
[00:07:30.360 --> 00:07:32.640]  你們要在耶路撒冷等候
[00:07:32.640 --> 00:07:34.320]  禱告等候
[00:07:34.320 --> 00:07:36.520]  他說你們要在耶路撒冷等候
[00:07:36.520 --> 00:07:37.640]  禱告等候
[00:07:37.640 --> 00:07:41.800]  一直到你們領受了從上頭來的能力的時候
[00:07:41.800 --> 00:07:45.760]  一直到你們領受了從上頭來的能力的時候
[00:07:45.760 --> 00:07:47.360]  他們在那裡禱告
[00:07:47.360 --> 00:07:48.760]  他們就在那裡祈禱
[00:07:48.760 --> 00:07:49.760]  一年十天
[00:07:49.760 --> 00:07:50.760]  一年十天
[00:07:50.760 --> 00:07:52.960]  經過了安靜禱告的時候
[00:07:52.960 --> 00:07:55.160]  經過了安靜禱告的時候
[00:07:55.160 --> 00:07:56.680]  聖靈降臨
[00:07:56.680 --> 00:07:58.040]  聖靈降臨了
[00:07:58.040 --> 00:07:59.960]  聖靈降臨是什麼時候?
[00:07:59.960 --> 00:08:01.440]  聖靈降臨是什麼時候?
[00:08:01.440 --> 00:08:02.400]  五旬節的時候
[00:08:02.400 --> 00:08:03.600]  是五旬節的時候
[00:08:03.600 --> 00:08:04.920]  五旬節是什麼時候?
[00:08:04.920 --> 00:08:06.400]  五旬節是什麼時候?
[00:08:06.400 --> 00:08:13.240]  當時的以色列人在五旬節慶祝初熟的果子獻上給神
[00:08:13.240 --> 00:08:17.680]  當時以色列人就是慶祝初熟的果子獻上給神的
[00:08:17.680 --> 00:08:18.880]  正在那個時候
[00:08:18.880 --> 00:08:19.920]  正在這個時候
[00:08:19.920 --> 00:08:21.600]  正在這個時候
[00:08:21.600 --> 00:08:22.840]  賜下聖靈
[00:08:22.840 --> 00:08:25.400]  神就揀選了這個時候賜下聖靈
[00:08:25.400 --> 00:08:27.960]  結果在聖靈的充滿之中
[00:08:27.960 --> 00:08:31.640]  仕途彼得一次講到三千人信主
[00:08:31.640 --> 00:08:33.720]  結果在聖靈的充滿之下
[00:08:33.720 --> 00:08:36.920]  仕途彼得一次講到就有三千人信主
[00:08:36.920 --> 00:08:39.160]  真是一個大的收成
[00:08:39.160 --> 00:08:43.400]  初熟的果子收進來奉獻給主
[00:08:43.400 --> 00:08:45.200]  真是一個大的收成
[00:08:45.200 --> 00:08:48.080]  初熟的果子收來獻給神
[00:08:48.080 --> 00:08:49.440]  聖靈的工作
[00:08:49.440 --> 00:08:50.400]  聖靈的工作
[00:08:50.400 --> 00:08:52.720]  聖靈降臨的時候
[00:08:52.720 --> 00:08:54.400]  好像火的舌頭
[00:08:54.400 --> 00:08:55.560]  就好像火的舌頭
[00:08:55.560 --> 00:08:57.080]  落在門徒的頭上
[00:08:57.080 --> 00:08:58.480]  落在門徒的頭上
[00:08:58.480 --> 00:09:00.000]  他們被聖靈充滿
[00:09:00.000 --> 00:09:01.240]  他們被聖靈充滿
[00:09:01.240 --> 00:09:02.880]  有火熱的心
[00:09:02.880 --> 00:09:05.080]  有火熱的心 火熱的舌頭來傳福音
[00:09:05.080 --> 00:09:08.360]  有火熱的心 火熱的舌頭來傳福音
[00:09:08.360 --> 00:09:10.520]  在一個很短的時間裏頭
[00:09:10.520 --> 00:09:12.440]  在一個很短的時間裏頭
[00:09:12.440 --> 00:09:14.000]  那個時候雅各就說
[00:09:14.000 --> 00:09:18.120]  你看在我們這一帶的地方有幾萬人信主
[00:09:18.120 --> 00:09:23.440]  你看在我們這一帶的地方有幾萬人信主
[00:09:23.440 --> 00:09:25.320]  主耶穌說
[00:09:25.320 --> 00:09:29.160]  聖靈降臨在你們身上
[00:09:29.160 --> 00:09:32.880]  你們就必得著能力
[00:09:32.880 --> 00:09:35.120]  從耶路撒冷
[00:09:35.120 --> 00:09:37.440]  把福音一直傳到地極
[00:09:37.440 --> 00:09:39.840]  把福音一直傳到地極
[00:09:39.840 --> 00:09:42.880]  過去的兩千年
[00:09:42.880 --> 00:09:47.040]  就是讀這句話的實現時期
[00:09:47.040 --> 00:09:49.920]  就是讀這句話的實現時期
[00:09:49.920 --> 00:09:52.400]  真是福音傳遍了世界
[00:09:52.400 --> 00:09:54.840]  真是福音傳遍了世界
[00:09:54.840 --> 00:09:55.880]  我提到過了
[00:09:55.880 --> 00:09:57.000]  我已經提過了
[00:09:57.000 --> 00:10:01.880]  現在聖經已經翻作兩千一百多種的文字了
[00:10:01.880 --> 00:10:05.840]  現在聖經已經被翻譯為二千一百多種的文字
[00:10:05.840 --> 00:10:10.040]  代表了全世界的人口的98%
[00:10:10.040 --> 00:10:13.800]  已經是代表了全世界人口的98%
[00:10:13.800 --> 00:10:20.160]  代表了全世界的人口的98%的人有聖經可讀
[00:10:20.160 --> 00:10:24.320]  代表了全世界的人口的98%的人有聖經可讀
[00:10:24.320 --> 00:10:25.600]  現在在中國大陸
[00:10:25.600 --> 00:10:27.560]  現在在中國大陸
[00:10:27.560 --> 00:10:29.480]  他們自己在印聖經
[00:10:29.480 --> 00:10:31.800]  他們自己在印聖經
[00:10:31.800 --> 00:10:34.240]  五毛錢可以買一本
[00:10:34.240 --> 00:10:36.040]  五毛錢可以買一本
[00:10:36.040 --> 00:10:39.840]  這是胡錦濮最近回去所看見的
[00:10:39.840 --> 00:10:43.440]  這是胡錦濮最近回去所看見的
[00:10:43.440 --> 00:10:45.520]  神的話語也傳開了
[00:10:45.520 --> 00:10:47.040]  神的話語也傳開了
[00:10:47.040 --> 00:10:49.120]  有許多的人信主
[00:10:49.120 --> 00:10:50.920]  有許多的人信主
[00:10:50.920 --> 00:10:56.320]  原來撒旦要用的方法來攔阻人信主是什麼?
[00:10:56.320 --> 00:10:56.320]  原來撒旦要用的方法來攔阻人信主是什麼?
[00:10:56.320 --> 00:10:59.800]  原來撒旦要用的方法來攔阻人信主是什麼?
[00:10:59.800 --> 00:11:01.680]  其中之一
[00:11:01.680 --> 00:11:04.880]  其中之一那就是進化論
[00:11:04.880 --> 00:11:06.640]  其中一個就是進化論
[00:11:06.640 --> 00:11:08.240]  但是最近
[00:11:08.240 --> 00:11:09.360]  但是最近
[00:11:09.360 --> 00:11:12.080]  新的情況開始出現
[00:11:12.080 --> 00:11:14.560]  新的情況開始出現
[00:11:14.560 --> 00:11:16.040]  1987年
[00:11:16.040 --> 00:11:17.160]  1987年
[00:11:17.160 --> 00:11:20.000]  澳洲有一個生物學家
[00:11:20.000 --> 00:11:21.920]  澳洲有一個生物學家
[00:11:21.920 --> 00:11:22.920]  寫了一本書
[00:11:22.920 --> 00:11:23.920]  寫了一本書
[00:11:23.920 --> 00:11:25.400]  這本書的名字是什麼?
[00:11:25.400 --> 00:11:26.760]  這本書的名字是什麼?
[00:11:26.760 --> 00:11:30.960]  進化論危機中的進化論
[00:11:30.960 --> 00:11:34.840]  危機中的進化論
[00:11:34.840 --> 00:11:36.720]  這本書有一個序文
[00:11:36.720 --> 00:11:38.560]  這本書有一個序文
[00:11:38.560 --> 00:11:39.520]  是誰寫的呢?
[00:11:39.520 --> 00:11:40.520]  是誰寫的呢?
[00:11:40.520 --> 00:11:44.800]  美國加州大學的一個出名的教授寫序
[00:11:44.800 --> 00:11:51.360]  美國加州大學的一個出名的教授寫序
[00:11:51.360 --> 00:11:55.120]  有好幾個著名的科學的刊物
[00:11:55.120 --> 00:11:57.840]  特別的提到這本書
[00:11:57.840 --> 00:12:02.200]  有好多出名的刊物特別提到這本書
[00:12:02.200 --> 00:12:04.320]  在危機中的進化論
[00:12:04.320 --> 00:12:06.520]  在危機中的進化論
[00:12:06.520 --> 00:12:07.600]  1981年
[00:12:07.600 --> 00:12:08.600]  1981年
[00:12:08.600 --> 00:12:11.200]  一位英國的教授
[00:12:11.200 --> 00:12:12.480]  一位英國的教授
[00:12:12.480 --> 00:12:13.880]  出名的生物學家
[00:12:13.880 --> 00:12:13.880]  出名的生物學家
[00:12:13.880 --> 00:12:15.600]  是很出名的生物學家
[00:12:15.600 --> 00:12:18.040]  Professor Patterson
[00:12:18.040 --> 00:12:20.920]  被邀請到芝加哥大學講學
[00:12:20.920 --> 00:12:24.240]  英國的一位出名的學者
[00:12:24.240 --> 00:12:26.000]  Patterson
[00:12:26.000 --> 00:12:28.920]  就被邀請到美國芝加哥大學講學
[00:12:28.920 --> 00:12:30.960]  不但在芝加哥大學講學
[00:12:30.960 --> 00:12:30.960]  不但在芝加哥大學講學
[00:12:30.960 --> 00:12:32.840]  不但在芝加哥大學講學
[00:12:32.840 --> 00:12:37.200]  而且在美國自然歷史博物館講學
[00:12:37.200 --> 00:12:40.280]  而且在美國自然歷史博物館講學
[00:12:40.280 --> 00:12:43.800]  他在演講中做一個宣佈
[00:12:43.800 --> 00:12:46.240]  他在演講中做一個宣佈
[00:12:46.240 --> 00:12:50.480]  他說去年1986年1980年
[00:12:50.480 --> 00:12:53.240]  我還是一個進化論者
[00:12:53.240 --> 00:12:55.120]  他說去年1980年
[00:12:55.120 --> 00:12:57.480]  我仍然是一個進化論學者
[00:12:57.480 --> 00:13:00.080]  今年我放棄了進化論
[00:13:00.080 --> 00:13:02.800]  他說今年我放棄了進化論
[00:13:02.800 --> 00:13:05.240]  因為我發現有許多的
[00:13:05.240 --> 00:13:07.640]  難以接受的地方
[00:13:07.640 --> 00:13:11.000]  因為我發現有許多難以接受的地方
[00:13:11.000 --> 00:13:13.880]  現在開始了一個新的氣候
[00:13:13.880 --> 00:13:15.920]  現在開始了一個新的氣候
[00:13:15.920 --> 00:13:19.040]  一些科學家比較感覺自由
[00:13:19.040 --> 00:13:21.480]  可以來批評進化論
[00:13:21.480 --> 00:13:24.080]  一些科學家感覺到比較自由
[00:13:24.080 --> 00:13:25.840]  能夠批評進化論
[00:13:25.840 --> 00:13:28.280]  這不過是許多的例子之一
[00:13:28.280 --> 00:13:30.160]  這是許多的例子之一
[00:13:30.160 --> 00:13:31.600]  我記得1980年
[00:13:31.600 --> 00:13:32.800]  我記得1980年
[00:13:32.800 --> 00:13:33.720]  到美國去
[00:13:33.720 --> 00:13:34.720]  到美國
[00:13:34.720 --> 00:13:36.240]  到的那天晚上
[00:13:36.240 --> 00:13:37.320]  到的那天晚上
[00:13:37.320 --> 00:13:39.000]  剛好有一個電視的節目
[00:13:39.000 --> 00:13:40.800]  剛好有一個電視節目
[00:13:40.800 --> 00:13:42.120]  三位科學家
[00:13:42.120 --> 00:13:42.120]  三位科學家
[00:13:42.120 --> 00:13:43.440]  出名的科學家
[00:13:43.440 --> 00:13:43.440]  出名的科學家
[00:13:43.440 --> 00:13:45.120]  在電視上出現
[00:13:45.120 --> 00:13:45.120]  在電視上出現
[00:13:45.120 --> 00:13:47.520]  討論對神的信仰
[00:13:47.520 --> 00:13:47.520]  討論對神的信仰
[00:13:47.520 --> 00:13:49.840]  三位很出名的科學家
[00:13:49.840 --> 00:13:52.360]  在電視上公開談論
[00:13:52.360 --> 00:13:52.400]  在電視上公開談論
[00:13:52.400 --> 00:13:53.560]  對神的信仰
[00:13:53.560 --> 00:13:56.480]  其中一位是MIT
[00:13:56.480 --> 00:13:59.960]  是麻省工學院研究院的院長
[00:13:59.960 --> 00:14:00.000]  其中一位是麻省工學院研究院的院長
[00:14:00.000 --> 00:14:03.000]  其中一位是麻省工學院研究院的院長
[00:14:03.000 --> 00:14:04.400]  還有一位是
[00:14:04.400 --> 00:14:08.840]  密蘇里大學數學系的主任
[00:14:08.840 --> 00:14:10.160]  其中另外一個就是
[00:14:10.160 --> 00:14:12.200]  密蘇里大學數學系的主任
[00:14:12.200 --> 00:14:13.760]  另外一位是一位
[00:14:13.760 --> 00:14:16.160]  核子研究所的所長
[00:14:16.160 --> 00:14:16.200]  另外一位是核子研究所的所長
[00:14:16.200 --> 00:14:18.760]  另外一位是核子研究所的所長
[00:14:18.760 --> 00:14:20.600]  他們在那裡討論
[00:14:20.600 --> 00:14:21.760]  對神的信仰
[00:14:21.760 --> 00:14:23.000]  他們在那裡討論
[00:14:23.000 --> 00:14:24.160]  對神的信仰
[00:14:24.160 --> 00:14:25.400]  提出了許多
[00:14:25.400 --> 00:14:28.160]  為什麼我們可以信神
[00:14:28.160 --> 00:14:29.560]  他提出了許多
[00:14:29.560 --> 00:14:31.280]  我們為什麼要信神
[00:14:31.280 --> 00:14:33.240]  在這樣的一個科學
