
[00:00:00.000 --> 00:00:07.000]  剛才所讀的聖經,我相信很多弟兄姊妹一定是很熟悉的
[00:03:37.000 --> 00:03:40.000]  耶穌這樣說根本是做不到的
[00:03:40.000 --> 00:03:43.000]  而且沒理由這麼嚴厲
[00:03:43.000 --> 00:03:46.000]  再來,接著,我也有問題
[00:03:46.000 --> 00:03:50.000]  所以我先想告訴你,我不是有什麼特別企圖
[00:03:50.000 --> 00:03:54.000]  不過我預備的時候是很辛苦,很難的
[00:03:54.000 --> 00:03:57.000]  我又知道一件事,聖經是不會錯的
[00:03:57.000 --> 00:04:01.000]  不明白聖經,覺得不服聖經說的話,當然是我錯
[00:04:01.000 --> 00:04:04.000]  那我錯在哪裡,我就要問,你明白嗎?
[00:04:04.000 --> 00:04:07.000]  那個過程是很痛苦,我要改變我的看法
[00:04:07.000 --> 00:04:10.000]  我希望今天將我掙扎的歷程告訴你
[00:04:10.000 --> 00:04:13.000]  因為接著所說的23,24次,就說了兩個例子
[00:04:13.000 --> 00:04:16.000]  23,24次一個,接著25,26次是另外一個
[00:04:16.000 --> 00:04:21.000]  兩個舉例,第一個舉例是說,如果你要在憲制的時候
[00:04:21.000 --> 00:04:26.000]  想起你的弟兄對你不滿,你就要先等待祭物和好,對不對?
[00:04:26.000 --> 00:04:30.000]  這句話,這個說法是非常高貴,也很感人
[00:04:30.000 --> 00:04:35.000]  特別你要留意,不是你生氣
[00:04:35.000 --> 00:04:38.000]  是弟兄對你不滿,是有人對你不滿
[00:04:38.000 --> 00:04:41.000]  不是你對人不滿,是你對人不滿和好
[00:04:41.000 --> 00:04:43.000]  這樣也要理解,是不是?
[00:04:43.000 --> 00:04:46.000]  有人對你不滿,你也要等待祭物和好
[00:04:46.000 --> 00:04:48.000]  你不要貢獻,你沒有資格
[00:04:48.000 --> 00:04:52.000]  然後你和他和好了,然後才回來獻供物
[00:04:52.000 --> 00:04:57.000]  OK,這個在搞瓦根,說很高貴,好,應該做
[00:04:57.000 --> 00:05:00.000]  但是我又想到一個問題,希望你可以饒恕我
[00:05:00.000 --> 00:05:04.000]  我想到一個問題就是,耶穌也沒有這樣做
[00:05:04.000 --> 00:05:10.000]  耶穌在他在生的時候,有很多人對他不滿
[00:05:10.000 --> 00:05:14.000]  我不覺得看到耶穌每次都和他和好了
[00:05:14.000 --> 00:05:17.000]  文氏法利塞人生氣了他三年,是不是?
[00:05:17.000 --> 00:05:19.000]  後來釘死了他的十字架
[00:05:19.000 --> 00:05:21.000]  耶穌沒有走過去和他和好了
[00:05:21.000 --> 00:05:27.000]  耶穌還罵他,罵他粉色的墳墓,對不對?
[00:05:27.000 --> 00:05:29.000]  耶穌也沒有這樣做
[00:05:29.000 --> 00:05:33.000]  你不要怕,待會有解釋的
[00:05:33.000 --> 00:05:35.000]  耶穌自己也沒有這樣做,明白嗎?
[00:05:35.000 --> 00:05:39.000]  我坐在這裡說,耶穌自己也沒有這樣做,我怎麼做?
[00:05:39.000 --> 00:05:43.000]  別人生我的氣有很多原因,我可能沒有錯
[00:05:43.000 --> 00:05:47.000]  我經常和大家說道,你做人做得好,公司也會生你的氣
[00:05:47.000 --> 00:05:50.000]  因為每個人都不正經地做事
[00:05:50.000 --> 00:05:54.000]  你站在這裡別人生氣,你也不用罵人,站在這裡已經生氣
[00:05:54.000 --> 00:05:58.000]  與你無關,難道你逐個說,不好意思,經理
[00:05:58.000 --> 00:06:03.000]  不好意思,主任,我道德太好了,令你自卑
[00:06:03.000 --> 00:06:06.000]  當然不會這樣說,你這樣說更壞
[00:06:06.000 --> 00:06:08.000]  和什麼好?
[00:06:08.000 --> 00:06:11.000]  你明白嗎?這件事是做不到的
[00:06:11.000 --> 00:06:19.000]  最後,如果你想起你的對頭在路上趕快和他和好
[00:06:19.000 --> 00:06:21.000]  免得他抓了你去見法官
[00:06:21.000 --> 00:06:25.000]  法官交給獄警,獄警就把你送去坐牢
[00:06:25.000 --> 00:06:28.000]  還一分錢還沒有還,就不用你自己走出來
[00:06:28.000 --> 00:06:32.000]  我認為這段話,耶穌想說什麼呢?
[00:06:32.000 --> 00:06:36.000]  耶穌一定不會這麼膚淺教我們這些主意
[00:06:36.000 --> 00:06:41.000]  也不是歷史上第一次教我們庭外和解就比打官司好
[00:06:41.000 --> 00:06:45.000]  沒有理由只說這麼膚淺的東西
[00:06:45.000 --> 00:06:49.000]  耶穌沒有理由在這裡說這麼膚淺的東西
[00:06:49.000 --> 00:06:52.000]  尤其是我研究對頭
[00:06:52.000 --> 00:06:58.000]  對頭不一定是你欠他錢
[00:06:58.000 --> 00:07:01.000]  對頭可能有爭拗
[00:07:01.000 --> 00:07:03.000]  爭拗的時候,我不一定欠他錢
[00:07:03.000 --> 00:07:06.000]  所以對頭的字完全沒有欠他債的債主
[00:07:06.000 --> 00:07:10.000]  如果是的話,耶穌就說你和債主和好,免得他抓你坐牢
[00:07:10.000 --> 00:07:12.000]  然後你還不清,這樣就很自然了
[00:07:12.000 --> 00:07:15.000]  對頭可能是他欠你錢
[00:07:15.000 --> 00:07:17.000]  為什麼要抓你坐牢呢?
[00:07:17.000 --> 00:07:20.000]  為什麼一分錢都還不到,你走不出來呢?
[00:07:20.000 --> 00:07:22.000]  你明白這個困難嗎?
[00:07:22.000 --> 00:07:25.000]  我想想,耶穌在這裡沒理由說什麼呢?
[00:07:25.000 --> 00:07:28.000]  沒有什麼膚淺的東西
[00:07:28.000 --> 00:07:32.000]  如果我們表面上看了一些很膚淺的東西
[00:07:32.000 --> 00:07:35.000]  聰明一點,不要跟別人打官司
[00:07:35.000 --> 00:07:37.000]  於是我們基督徒就不敢跟別人打官司
[00:07:37.000 --> 00:07:39.000]  永遠都是情愛和解
[00:07:39.000 --> 00:07:42.000]  是不是想我們這樣做?
[00:07:42.000 --> 00:07:45.000]  所以你明白這段聖經有很多疑點
[00:07:45.000 --> 00:07:50.000]  我預備的時候,我不是只看聖經,我看了很多參考書
[00:07:50.000 --> 00:07:55.000]  我發覺那些參考書都沒有辦法理解到我自己心裡的疑點
[00:07:55.000 --> 00:07:57.000]  於是我思考了很久,花了很多時間
[00:07:57.000 --> 00:07:59.000]  我看聖經就是這樣,認真
[00:07:59.000 --> 00:08:02.000]  剛才我說過,標準就是既然耶穌說的一定是對的
[00:08:02.000 --> 00:08:05.000]  真的坦白說,耶穌沒理由會錯
[00:08:05.000 --> 00:08:08.000]  我看不明白,我不服,當然是我錯
[00:08:08.000 --> 00:08:10.000]  我錯在哪裡呢?
[00:08:10.000 --> 00:08:13.000]  於是我努力去找耶穌到底想說什麼
[00:08:13.000 --> 00:08:18.000]  在登山補訓裡面有很多話是很難理解的
[00:08:18.000 --> 00:08:21.000]  恐怕我們一直以來理解錯了耶穌的意思
[00:08:21.000 --> 00:08:24.000]  所以今天我想說我想到的
[00:08:24.000 --> 00:08:27.000]  是神給我感動,我跟大家分享
[00:08:27.000 --> 00:08:30.000]  不一定是對的,你可以不贊成我,不要緊
[00:08:30.000 --> 00:08:34.000]  不過我想告訴你,我自己的想法和理解
[00:08:34.000 --> 00:08:36.000]  我有個發現是這樣
[00:08:36.000 --> 00:08:40.000]  首先耶穌的這些話這麼難理解
[00:08:40.000 --> 00:08:44.000]  有什麼線索我們可以明白得對呢?
[00:08:44.000 --> 00:08:47.000]  後來我發覺看聖經當然是看上下文
[00:08:47.000 --> 00:08:53.000]  我發覺耶穌在下面那段留下了一些線索
[00:08:53.000 --> 00:08:56.000]  我一直看下去的時候,我開始明白了
[00:08:56.000 --> 00:08:58.000]  接下來那段是什麼大家都很熟悉
[00:08:58.000 --> 00:09:00.000]  就是講奸淫
[00:09:00.000 --> 00:09:06.000]  但是心裡面動人念的已經和他有奸淫了
[00:09:06.000 --> 00:09:07.000]  大家記得嗎?
[00:09:07.000 --> 00:09:09.000]  這段其實很明顯的
[00:09:09.000 --> 00:09:11.000]  耶穌的表達措辭
[00:09:11.000 --> 00:09:14.000]  是和我們剛才所讀的那段是同一個pattern的
[00:09:14.000 --> 00:09:16.000]  就是同一個平衡結構的
[00:09:16.000 --> 00:09:18.000]  所以耶穌想的東西
[00:09:18.000 --> 00:09:21.000]  在下一段所想的方式,表達的方式
[00:09:21.000 --> 00:09:23.000]  應該和上一段一樣
[00:09:23.000 --> 00:09:26.000]  所以我看下一段的時候就發現有線索了
[00:09:26.000 --> 00:09:27.000]  為什麼呢?
[00:09:27.000 --> 00:09:30.000]  因為耶穌說的話比上一段更離譜
[00:09:30.000 --> 00:09:32.000]  為什麼離譜呢?
[00:09:32.000 --> 00:09:37.000]  因為他在29節和30節就舉了兩個例子
[00:09:37.000 --> 00:09:38.000]  教了我們兩件事
[00:09:38.000 --> 00:09:40.000]  第一,如果你的右眼叫你跌倒的時候
[00:09:40.000 --> 00:09:42.000]  你就挖出來
[00:09:42.000 --> 00:09:45.000]  寧願你身體的一個部分失去了
[00:09:45.000 --> 00:09:48.000]  不要理會整個人在肚子裡
[00:09:48.000 --> 00:09:51.000]  然後30節,如果你的右手令你犯罪
[00:09:51.000 --> 00:09:53.000]  你就掐出來
[00:09:53.000 --> 00:09:56.000]  這樣比你身體的一部分犯罪好
[00:09:56.000 --> 00:09:59.000]  以致令你整個人都落地獄
[00:09:59.000 --> 00:10:00.000]  明白了嗎?
[00:10:00.000 --> 00:10:02.000]  我看完這兩節就明白了
[00:10:02.000 --> 00:10:05.000]  為什麼這兩節太離譜了
[00:10:05.000 --> 00:10:07.000]  我就明白耶穌為什麼要這麼說
[00:10:07.000 --> 00:10:10.000]  因為這兩節根本是沒有人會做的
[00:10:10.000 --> 00:10:13.000]  對不對?
[00:10:13.000 --> 00:10:15.000]  今天你有一雙手
[00:10:15.000 --> 00:10:18.000]  沒有犯過奸淫的動念
[00:10:18.000 --> 00:10:19.000]  老實說
[00:10:19.000 --> 00:10:20.000]  不是說對
[00:10:20.000 --> 00:10:21.000]  但是在我們人生當中
[00:10:21.000 --> 00:10:23.000]  是會這樣做到
[00:10:23.000 --> 00:10:24.000]  會有錯失
[00:10:24.000 --> 00:10:27.000]  那時候你有沒有掐出雙手
[00:10:27.000 --> 00:10:29.000]  不是,是掐右手
[00:10:29.000 --> 00:10:31.000]  你有沒有挖出眼睛
[00:10:31.000 --> 00:10:33.000]  第一,你沒有這樣做
[00:10:33.000 --> 00:10:35.000]  也就是你沒有跟耶穌這樣做
[00:10:35.000 --> 00:10:37.000]  就是耶穌要求你的事情你做不到
[00:10:37.000 --> 00:10:39.000]  這是第一點
[00:10:39.000 --> 00:10:41.000]  第二點呢
[00:10:41.000 --> 00:10:42.000]  我不知道是不是這樣想
[00:10:42.000 --> 00:10:44.000]  可能我想得比較多
[00:10:44.000 --> 00:10:45.000]  但是我這樣想
[00:10:45.000 --> 00:10:47.000]  為什麼是右眼
[00:10:47.000 --> 00:10:49.000]  為什麼是右手呢?
[00:10:49.000 --> 00:10:52.000]  只是左眼都可以犯罪
[00:10:52.000 --> 00:10:53.000]  是不是?
[00:10:53.000 --> 00:10:55.000]  單眼都可以犯罪
[00:10:55.000 --> 00:10:57.000]  閉上眼都可以動淋淋
[00:10:57.000 --> 00:10:59.000]  只是右手
[00:10:59.000 --> 00:11:00.000]  為什麼要說右手呢?
[00:11:00.000 --> 00:11:03.000]  左手犯罪不算數嗎?
[00:11:03.000 --> 00:11:07.000]  肯定這裡我想說一件事
[00:11:07.000 --> 00:11:08.000]  我開始明白了
[00:11:08.000 --> 00:11:12.000]  說一個我發現的看法
[00:11:12.000 --> 00:11:14.000]  這個看法說出來你會很害怕
[00:11:14.000 --> 00:11:16.000]  不過你忍耐一點
[00:11:16.000 --> 00:11:17.000]  你不要罵我的字
[00:11:17.000 --> 00:11:18.000]  你不要罵我的拉加
[00:11:18.000 --> 00:11:19.000]  不要罵我的摩利
[00:11:19.000 --> 00:11:20.000]  你忍著
[00:11:20.000 --> 00:11:23.000]  等我說完你才好評
[00:11:23.000 --> 00:11:26.000]  就是耶穌說這些話出來
[00:11:26.000 --> 00:11:30.000]  不是叫我們跟足他來做的
[00:11:30.000 --> 00:11:32.000]  害怕了
[00:11:32.000 --> 00:11:34.000]  我有理由說
[00:11:34.000 --> 00:11:36.000]  第一
[00:11:36.000 --> 00:11:40.000]  如果這兩節你跟不上
[00:11:40.000 --> 00:11:43.000]  前面那幾節你都不是跟得上
[00:11:43.000 --> 00:11:45.000]  後面還有很多你跟不上
[00:11:45.000 --> 00:11:48.000]  那你說耶穌教我們的東西我們不跟
[00:11:48.000 --> 00:11:49.000]  那我就不行了
[00:11:49.000 --> 00:11:52.000]  首先我想告訴大家
[00:11:52.000 --> 00:11:53.000]  這三張聖經
[00:11:53.000 --> 00:11:55.000]  馬太福音第五第六第七張聖經
[00:11:55.000 --> 00:11:57.000]  是耶穌登山的部分裡面所說
[00:11:57.000 --> 00:12:00.000]  其中一個最主要的
[00:12:00.000 --> 00:12:03.000]  最主要的課題和核心的意思
[00:12:03.000 --> 00:12:06.000]  就是說你們猶太人
[00:12:06.000 --> 00:12:07.000]  就是當時的人或者以後的人
[00:12:07.000 --> 00:12:09.000]  你們以為跟足律法做
[00:12:09.000 --> 00:12:10.000]  守足規條
[00:12:10.000 --> 00:12:12.000]  你知道民事法例出行就做這些
[00:12:12.000 --> 00:12:13.000]  守足了
[00:12:13.000 --> 00:12:15.000]  這樣做很多條款
[00:12:15.000 --> 00:12:16.000]  走多少步
[00:12:16.000 --> 00:12:18.000]  安息日又不可以出騎樓
[00:12:18.000 --> 00:12:20.000]  因為騎樓在門前
[00:12:20.000 --> 00:12:21.000]  討論了很久
[00:12:21.000 --> 00:12:22.000]  怎麼做怎麼做
[00:12:22.000 --> 00:12:23.000]  你守足了
[00:12:23.000 --> 00:12:25.000]  耶穌說你沒用
[00:12:25.000 --> 00:12:27.000]  就是耶穌教我們
[00:12:27.000 --> 00:12:31.000]  不是要看一個表面的規條來守足
[00:12:31.000 --> 00:12:33.000]  而是看我們的內心
[00:12:33.000 --> 00:12:34.000]  大家知道
[00:12:34.000 --> 00:12:35.000]  馬太福音所說的
[00:12:35.000 --> 00:12:39.000]  就是說如果耶穌整個聖經
[00:12:39.000 --> 00:12:41.000]  都是說不要
[00:12:41.000 --> 00:12:42.000]  不是要在乎守足
[00:12:42.000 --> 00:12:44.000]  那個表面的規條的話
[00:12:44.000 --> 00:12:45.000]  記住
[00:12:45.000 --> 00:12:46.000]  我就跟著再說
[00:12:46.000 --> 00:12:48.000]  就是說耶穌沒理由自己
[00:12:48.000 --> 00:12:50.000]  扔掉那些規條之後
[00:12:50.000 --> 00:12:51.000]  舊了規條
[00:12:51.000 --> 00:12:54.000]  自己訂回三四條新的規條
[00:12:54.000 --> 00:12:55.000]  叫你守足去走
[00:12:55.000 --> 00:12:57.000]  你明白嗎
[00:12:57.000 --> 00:13:01.000]  耶穌不是叫我們去守這些規條去走
[00:13:01.000 --> 00:13:02.000]  如果要守的話
[00:13:02.000 --> 00:13:03.000]  你就守
[00:13:03.000 --> 00:13:04.000]  就斬一隻手出來
[00:13:04.000 --> 00:13:06.000]  就挖一隻眼出來
[00:13:06.000 --> 00:13:07.000]  挖一隻眼
[00:13:07.000 --> 00:13:08.000]  還有左眼一樣是犯罪
[00:13:08.000 --> 00:13:09.000]  挖了左眼
[00:13:09.000 --> 00:13:10.000]  你的心裡面一樣犯罪
[00:13:10.000 --> 00:13:11.000]  就把頭拿出來
[00:13:11.000 --> 00:13:13.000]  做不到的
[00:13:13.000 --> 00:13:15.000]  耶穌沒意思說你守
[00:13:15.000 --> 00:13:16.000]  我叫你這樣做
[00:13:16.000 --> 00:13:18.000]  所以很多弟兄姊妹
[00:13:18.000 --> 00:13:19.000]  包括以前我一直想在內
[00:13:19.000 --> 00:13:21.000]  我看這聖經很害怕
[00:13:21.000 --> 00:13:22.000]  我做不到
[00:13:22.000 --> 00:13:23.000]  但是耶穌要我做
[00:13:23.000 --> 00:13:24.000]  那我就很慘了
[00:13:24.000 --> 00:13:26.000]  接著還有很多的
[00:13:26.000 --> 00:13:27.000]  起誓了
[00:13:27.000 --> 00:13:28.000]  耶穌說你不可以起誓
[00:13:28.000 --> 00:13:29.000]  那糟了我去法庭怎麼辦
[00:13:29.000 --> 00:13:30.000]  很多人問我這些問題
[00:13:30.000 --> 00:13:31.000]  但提加勒州
[00:13:31.000 --> 00:13:33.000]  按著聖經起誓行不行
[00:13:33.000 --> 00:13:34.000]  根本就不可以起誓
[00:13:34.000 --> 00:13:35.000]  接著再說
[00:13:35.000 --> 00:13:37.000]  耶穌說有人打你右邊
[00:13:37.000 --> 00:13:38.000]  你讓他打你左邊
[00:13:38.000 --> 00:13:41.000]  我以前也討論過這段聖經
[00:13:41.000 --> 00:13:42.000]  如果你那時候沒聽
[00:13:42.000 --> 00:13:43.000]  你就走寶了
[00:13:43.000 --> 00:13:44.000]  很多的
[00:13:44.000 --> 00:13:45.000]  這段聖經很複雜
[00:13:45.000 --> 00:13:46.000]  但是守不到
[00:13:46.000 --> 00:13:47.000]  為什麼呢
[00:13:47.000 --> 00:13:48.000]  又說了
[00:13:48.000 --> 00:13:50.000]  耶穌自己也沒這樣做
[00:13:50.000 --> 00:13:52.000]  耶穌沒被人打過
[00:13:52.000 --> 00:13:53.000]  有
[00:13:53.000 --> 00:13:55.000]  被審的時候
[00:13:55.000 --> 00:13:56.000]  戴十字架之前
[00:13:56.000 --> 00:13:57.000]  被審的時候
[00:13:57.000 --> 00:14:00.000]  大祭司的僕人就一巴掌打他
[00:14:00.000 --> 00:14:02.000]  耶穌的反應是怎樣
[00:14:02.000 --> 00:14:03.000]  就在寬音那裡
[00:14:03.000 --> 00:14:04.000]  還在這邊
[00:14:04.000 --> 00:14:05.000]  打完吧
[00:14:05.000 --> 00:14:06.000]  沒有啊
[00:14:06.000 --> 00:14:08.000]  耶穌說為什麼你要打我
[00:14:08.000 --> 00:14:09.000]  真是厲害
[00:14:09.000 --> 00:14:10.000]  我很服他
[00:14:10.000 --> 00:14:11.000]  你有理由就打我
[00:14:11.000 --> 00:14:13.000]  沒理由你沒理由要打我
[00:14:13.000 --> 00:14:14.000]  是不是
[00:14:14.000 --> 00:14:15.000]  耶穌自己也沒這樣做
[00:14:15.000 --> 00:14:16.000]  就是說
[00:14:16.000 --> 00:14:18.000]  耶穌定出來的這些說法
[00:14:18.000 --> 00:14:21.000]  不是逐字逐句
[00:14:21.000 --> 00:14:25.000]  要我們跟隨他的新規條去做
[00:14:25.000 --> 00:14:27.000]  因為耶穌剛剛告訴我們
[00:14:27.000 --> 00:14:28.000]  我們的生命
[00:14:28.000 --> 00:14:29.000]  我們的倫理
[00:14:29.000 --> 00:14:31.000]  不在乎規條
[00:14:31.000 --> 00:14:33.000]  他沒理由就扔掉了規條
[00:14:33.000 --> 00:14:34.000]  舊了規條
[00:14:34.000 --> 00:14:36.000]  他自己另立幾條規條出來
[00:14:36.000 --> 00:14:37.000]  十幾二十條
[00:14:37.000 --> 00:14:38.000]  你就跟著他去做
[00:14:38.000 --> 00:14:39.000]  所以我們很多基督徒就說
[00:14:39.000 --> 00:14:41.000]  要跟著耶穌這樣做的時候
[00:14:41.000 --> 00:14:42.000]  我們做不到
[00:14:42.000 --> 00:14:43.000]  我們就很害怕
[00:14:43.000 --> 00:14:45.000]  最害怕的就是第五章最後那一節
[00:14:45.000 --> 00:14:48.000]  說你們要完全像天父如主一樣
[00:14:48.000 --> 00:14:51.000]  那就簡直是徹底的
[00:14:51.000 --> 00:14:52.000]  失望了
[00:14:52.000 --> 00:14:54.000]  我自己絕望了
[00:14:54.000 --> 00:14:56.000]  我們怎麼可以像天父完全一樣
[00:14:56.000 --> 00:14:58.000]  所以整段聖經
[00:14:58.000 --> 00:15:00.000]  耶穌所說的話裡面
[00:15:00.000 --> 00:15:01.000]  第一
[00:15:01.000 --> 00:15:03.000]  我們首先從消極來說
[00:15:03.000 --> 00:15:05.000]  耶穌不是立一些新規矩
[00:15:05.000 --> 00:15:07.000]  不是立一些新的律法
[00:15:07.000 --> 00:15:08.000]  不是立一些新的規條
[00:15:08.000 --> 00:15:12.000]  要我們跟著字面去做
[00:15:12.000 --> 00:15:13.000]  你很危險
[00:15:13.000 --> 00:15:14.000]  你這麼說
[00:15:14.000 --> 00:15:15.000]  基督徒怎麼辦
[00:15:15.000 --> 00:15:16.000]  不是
[00:15:16.000 --> 00:15:17.000]  聽清楚
[00:15:17.000 --> 00:15:18.000]  繼續更加重要的
[00:15:18.000 --> 00:15:19.000]  耶穌這樣說
[00:15:19.000 --> 00:15:20.000]  這些是做什麼呢
[00:15:20.000 --> 00:15:23.000]  耶穌所說的
[00:15:23.000 --> 00:15:24.000]  就是說
[00:15:24.000 --> 00:15:27.000]  如果你身體一個小的部分
[00:15:27.000 --> 00:15:29.000]  就好像你的右眼
[00:15:29.000 --> 00:15:32.000]  是那個說法
[00:15:32.000 --> 00:15:35.000]  小的部分令你犯罪的時候
[00:15:35.000 --> 00:15:38.000]  你就要立刻徹底的對付它
[00:15:38.000 --> 00:15:41.000]  免得那樣東西就令你整個人都犯罪
[00:15:41.000 --> 00:15:43.000]  因為你分不開的
[00:15:43.000 --> 00:15:44.000]  小小
[00:15:44.000 --> 00:15:47.000]  其實就是全部的了
[00:15:47.000 --> 00:15:50.000]  你的念頭一起念
[00:15:50.000 --> 00:15:53.000]  就是你做了壞事了
[00:15:53.000 --> 00:15:55.000]  你說這樣也是很嚴厲
[00:15:55.000 --> 00:15:56.000]  是這麼嚴厲
[00:15:56.000 --> 00:15:57.000]  為什麼這麼嚴厲
[00:15:57.000 --> 00:15:59.000]  因為我想告訴你
[00:15:59.000 --> 00:16:02.000]  耶穌在這裡取消了舊約的規條
[00:16:02.000 --> 00:16:05.000]  他沒有立一些新的規則
[00:16:05.000 --> 00:16:06.000]  規條
[00:16:06.000 --> 00:16:07.000]  律法
[00:16:07.000 --> 00:16:08.000]  新律法
[00:16:08.000 --> 00:16:10.000]  等你跟著去做
[00:16:10.000 --> 00:16:11.000]  沒有立這些規矩
[00:16:11.000 --> 00:16:15.000]  不過他定了一個更加重要的標準給你
[00:16:15.000 --> 00:16:16.000]  就是什麼呢
[00:16:16.000 --> 00:16:25.000]  就是你要從神的角度和標準來看你自己
[00:16:25.000 --> 00:16:28.000]  因為在律法一切所做的就是
[00:16:28.000 --> 00:16:30.000]  人間法庭是審判的
[00:16:30.000 --> 00:16:32.000]  律法呢
[00:16:32.000 --> 00:16:33.000]  道德就是說
[00:16:33.000 --> 00:16:34.000]  我比他好
[00:16:34.000 --> 00:16:35.000]  有比較性
[00:16:35.000 --> 00:16:37.000]  我比你好
[00:16:37.000 --> 00:16:39.000]  所以我就會罵你
[00:16:39.000 --> 00:16:40.000]  我比你好
[00:16:40.000 --> 00:16:41.000]  你做得比我差
[00:16:41.000 --> 00:16:44.000]  那我就有資格不喜歡你做的事情
[00:16:44.000 --> 00:16:45.000]  是不是
[00:16:45.000 --> 00:16:46.000]  於是呢
[00:16:46.000 --> 00:16:47.000]  在我們人間的法庭裡面
[00:16:47.000 --> 00:16:48.000]  可以比較的
[00:16:48.000 --> 00:16:49.000]  不過
[00:16:49.000 --> 00:16:52.000]  在神的法庭裡面
[00:16:52.000 --> 00:16:53.000]  如果我們說
[00:16:53.000 --> 00:16:54.000]  你想像一下
[00:16:54.000 --> 00:16:56.000]  如果從神的角度看下來的時候
[00:16:56.000 --> 00:16:57.000]  你的右眼犯罪
[00:16:57.000 --> 00:16:59.000]  你整個人都犯罪了
[00:16:59.000 --> 00:17:00.000]  就是說
[00:17:00.000 --> 00:17:01.000]  那我怎麼辦
[00:17:01.000 --> 00:17:02.000]  耶穌說
[00:17:02.000 --> 00:17:03.000]  如果是這樣的時候
[00:17:03.000 --> 00:17:04.000]  唯一的
