
[00:00:00.000 --> 00:00:05.000]  有六篇诗篇,它们有共同的特点。
[00:02:29.000 --> 00:02:32.000]  世人羡慕何尚耶和阿的远处,
[00:02:32.000 --> 00:02:39.000]  他的心肠,他的肉体,都在圣殿中向永生神呼吁。
[00:02:39.000 --> 00:02:44.000]  他的心肠,他的肉体,都在圣殿里面,向永生神呼吁。
[00:02:44.000 --> 00:02:46.000]  呼吁下面有两个小字。
[00:02:46.000 --> 00:02:48.000]  呼吁下都有两个小字。
[00:02:48.000 --> 00:02:50.000]  欢呼是欢呼。
[00:02:50.000 --> 00:02:55.000]  世人的心和他的心都向神欢呼。
[00:02:55.000 --> 00:02:59.000]  世人的心和他的心都向神欢呼。
[00:02:59.000 --> 00:03:07.000]  世人的爱慕,他的欢呼,他的可想,集中在圣的殿上。
[00:03:07.000 --> 00:03:12.000]  世人的爱慕,他的欢呼,他的可想,都集中在神的身上。
[00:03:12.000 --> 00:03:15.000]  这样的爱真是感动我们。
[00:03:15.000 --> 00:03:17.000]  这样的爱真是感动我们。
[00:03:17.000 --> 00:03:22.000]  我们今天也一同地追求爱主的教会。
[00:03:22.000 --> 00:03:25.000]  也都让我们今天一起追求爱主的教会。
[00:03:25.000 --> 00:03:44.000]  圣经告诉我们,教会是神所爱的,也是主基督所爱的,也是圣灵所爱的,也是传道人所爱的,
[00:03:44.000 --> 00:03:49.000]  也是一般的弟兄姊妹所爱的,
[00:03:49.000 --> 00:03:56.000]  在《诗图行传》二十章二十八节,保罗这样说,
[00:03:56.000 --> 00:04:01.000]  神用他自己的血买属教会。
[00:04:01.000 --> 00:04:12.000]  请注意,在那里不是说基督用他的血买属教会。
[00:04:12.000 --> 00:04:15.000]  在那里不是说基督用他的血买属教会。
[00:04:15.000 --> 00:04:20.000]  那是说神用他自己的血买属教会。
[00:04:20.000 --> 00:04:23.000]  那是说神用他自己的血买属教会。
[00:04:23.000 --> 00:04:25.000]  为什么保罗这样讲呢?
[00:04:25.000 --> 00:04:27.000]  为什么保罗这样讲呢?
[00:04:27.000 --> 00:04:32.000]  我相信在他的心目中,基督和神合而为一。
[00:04:32.000 --> 00:04:36.000]  我相信在他的心目里面,基督和神合而为一。
[00:04:36.000 --> 00:04:44.000]  同时呢,他也是把一个加强的重点放在神如何的爱教会这件事上。
[00:04:44.000 --> 00:04:49.000]  要将一个加强的重点放在神是怎么爱教会这件事的上面。
[00:04:49.000 --> 00:04:53.000]  神用他自己的血来买属教会。
[00:04:53.000 --> 00:04:55.000]  神用他自己的血来买属教会。
[00:04:55.000 --> 00:04:57.000]  神爱教会。
[00:04:57.000 --> 00:04:58.000]  神爱教会。
[00:04:58.000 --> 00:04:59.000]  依附所书,
[00:04:59.000 --> 00:05:00.000]  依附所书,
[00:05:00.000 --> 00:05:01.000]  五章二十五节,
[00:05:01.000 --> 00:05:03.000]  五章二十五节,
[00:05:03.000 --> 00:05:07.000]  在那里说基督爱教会,
[00:05:07.000 --> 00:05:08.000]  在那里说基督爱教会,
[00:05:08.000 --> 00:05:10.000]  为教会舍己,
[00:05:10.000 --> 00:05:11.000]  为教会舍己,
[00:05:11.000 --> 00:05:14.000]  教会是主耶稣所爱的,
[00:05:14.000 --> 00:05:16.000]  教会是主耶稣所爱的,
[00:05:16.000 --> 00:05:18.000]  而且他的爱里面有代价,
[00:05:18.000 --> 00:05:20.000]  而且他的爱里面有代价,
[00:05:20.000 --> 00:05:22.000]  为教会舍己,
[00:05:22.000 --> 00:05:23.000]  为教会舍己,
[00:05:23.000 --> 00:05:29.000]  我们也愿意效法基督爱教会,为教会舍己。
[00:05:29.000 --> 00:05:32.000]  我们也愿意效法基督爱教会,为教会舍己。
[00:05:32.000 --> 00:05:35.000]  真的爱里面有舍己,
[00:05:35.000 --> 00:05:37.000]  真的爱里面有舍己,
[00:05:37.000 --> 00:05:40.000]  我们爱教会不是单单说爱教会,
[00:05:40.000 --> 00:05:43.000]  我们爱教会不是单单说爱教会,
[00:05:43.000 --> 00:05:46.000]  我们愿意有舍己的行动,
[00:05:46.000 --> 00:05:47.000]  我们愿意有舍己的行动,
[00:05:47.000 --> 00:05:49.000]  我们有舍己的行动,
[00:05:49.000 --> 00:05:52.000]  来证明我们真爱教会,
[00:05:52.000 --> 00:05:54.000]  来证明我们真爱教会,
[00:05:54.000 --> 00:05:58.000]  在罗马书的八章二十六节到二十八节,
[00:05:58.000 --> 00:06:01.000]  在罗马书的八章二十六节到二十八节,
[00:06:01.000 --> 00:06:03.000]  提到圣灵爱教会,
[00:06:03.000 --> 00:06:08.000]  用说不出来的叹息为教会祷告。
[00:06:08.000 --> 00:06:09.000]  讲到圣灵爱教会,
[00:06:09.000 --> 00:06:12.000]  用说不出来的叹息为教会祷告。
[00:06:12.000 --> 00:06:18.000]  教会里面所有的人都在圣灵的心上,
[00:06:18.000 --> 00:06:23.000]  这个教会里面所有的人都在圣灵的身上,
[00:06:23.000 --> 00:06:26.000]  在圣灵的心上,
[00:06:26.000 --> 00:06:29.000]  就好像旧约的大祭司,
[00:06:29.000 --> 00:06:35.000]  他的胸前有胸牌,
[00:06:35.000 --> 00:06:40.000]  胸牌上有十二块宝石,
[00:06:40.000 --> 00:06:46.000]  每一个宝石上刻了一个支派的名字,
[00:06:46.000 --> 00:06:51.000]  所以十二个支派的名字都在胸牌上,
[00:06:51.000 --> 00:06:55.000]  而这个胸牌就是在心上,
[00:06:55.000 --> 00:06:57.000]  那是不是代表主耶稣?
[00:06:57.000 --> 00:06:59.000]  这个代表主耶稣,
[00:06:59.000 --> 00:07:01.000]  圣灵是基督的灵,
[00:07:01.000 --> 00:07:02.000]  圣灵是基督的灵,
[00:07:02.000 --> 00:07:06.000]  基督的心也在圣灵的心中,
[00:07:06.000 --> 00:07:08.000]  基督的心也在圣灵的心中,
[00:07:08.000 --> 00:07:12.000]  圣灵体会基督的心,
[00:07:12.000 --> 00:07:14.000]  他用说不出来的叹息,
[00:07:14.000 --> 00:07:21.000]  为教会里面的弟兄姊妹祷告,
[00:07:21.000 --> 00:07:25.000]  在约翰二书第一节,
[00:07:25.000 --> 00:07:28.000]  在那里有这样的话,
[00:07:28.000 --> 00:07:29.000]  在那时候这样的话,
[00:07:29.000 --> 00:07:31.000]  做长老的,
[00:07:31.000 --> 00:07:33.000]  是信给教会,
[00:07:33.000 --> 00:07:34.000]  做长老的,
[00:07:34.000 --> 00:07:35.000]  是信给教会,
[00:07:35.000 --> 00:07:36.000]  做长老的,
[00:07:36.000 --> 00:07:38.000]  就是教会的童工,
[00:07:38.000 --> 00:07:39.000]  做长老的,
[00:07:39.000 --> 00:07:40.000]  就是教会的童工,
[00:07:40.000 --> 00:07:41.000]  就是传道人,
[00:07:41.000 --> 00:07:42.000]  就是传道人,
[00:07:42.000 --> 00:07:44.000]  是信给教会,
[00:07:44.000 --> 00:07:45.000]  是信给教会,
[00:07:45.000 --> 00:07:46.000]  说什么呢?
[00:07:46.000 --> 00:07:47.000]  说什么呢?
[00:07:47.000 --> 00:07:48.000]  下面说,
[00:07:48.000 --> 00:07:52.000]  就是我曾经所爱的,
[00:07:52.000 --> 00:07:54.000]  里面说就是我情深所爱的,
[00:07:54.000 --> 00:07:59.000]  教会是我诚心所爱的,
[00:07:59.000 --> 00:08:03.000]  传道人爱教会,
[00:08:03.000 --> 00:08:05.000]  下面跟着说,
[00:08:05.000 --> 00:08:07.000]  不但我爱,
[00:08:07.000 --> 00:08:15.000]  也是所有知道真理的人所爱的,
[00:08:15.000 --> 00:08:20.000]  那就是所有属神的人所爱的,
[00:08:20.000 --> 00:08:25.000]  那就是所有的会友爱教会,
[00:08:25.000 --> 00:08:27.000]  神爱教会,
[00:08:27.000 --> 00:08:29.000]  基督爱教会,
[00:08:29.000 --> 00:08:32.000]  圣灵爱教会,
[00:08:32.000 --> 00:08:34.000]  传道人爱教会,
[00:08:34.000 --> 00:08:38.000]  弟兄姊妹爱教会,
[00:08:38.000 --> 00:08:43.000]  如果一间教会里面满了爱主的人,
[00:08:43.000 --> 00:08:47.000]  这个教会有福了,
[00:08:47.000 --> 00:08:50.000]  这个教会会兴旺,
[00:08:50.000 --> 00:08:51.000]  会发展,
[00:08:51.000 --> 00:08:53.000]  会长进,
[00:08:53.000 --> 00:08:55.000]  会结果子,
[00:08:55.000 --> 00:08:58.000]  会荣耀神的名,
[00:08:58.000 --> 00:09:06.000]  我们从这六篇诗真是得到很大的启示,
[00:09:06.000 --> 00:09:09.000]  那么我们跟着要问,
[00:09:09.000 --> 00:09:14.000]  当世人祈祷爱圣殿的时候,
[00:09:14.000 --> 00:09:18.000]  他首先注意到圣殿里面的什么呢?
[00:09:18.000 --> 00:09:21.000]  他首先注意到圣殿里面的什么呢?
[00:09:21.000 --> 00:09:25.000]  他最欣赏的是圣殿里面的什么呢?
[00:09:25.000 --> 00:09:28.000]  他所最欣赏的是圣殿里面的什么呢?
[00:09:28.000 --> 00:09:29.000]  第三节,
[00:09:29.000 --> 00:09:30.000]  第三节,
[00:09:30.000 --> 00:09:31.000]  万君之夜我说,
[00:09:31.000 --> 00:09:32.000]  我的我,
[00:09:32.000 --> 00:09:33.000]  我的神,
[00:09:33.000 --> 00:09:35.000]  在你祭坛那里,
[00:09:35.000 --> 00:09:37.000]  麻雀为自己找着房屋,
[00:09:37.000 --> 00:09:41.000]  燕子为自己找着蒲锉之窝。
[00:09:41.000 --> 00:09:43.000]  在这里世人祈祷祈祷,
[00:09:43.000 --> 00:09:45.000]  在这里世人祈祷祈祷,
[00:09:45.000 --> 00:09:46.000]  他最注意,
[00:09:46.000 --> 00:09:47.000]  他最注意,
[00:09:47.000 --> 00:09:49.000]  最欣赏圣殿里面的祭坛,
[00:09:49.000 --> 00:09:53.000]  他最欣赏圣殿里面的祭坛,
[00:09:53.000 --> 00:09:55.000]  请问祭坛是什么意思?
[00:09:55.000 --> 00:09:57.000]  请问祭坛是什么意思?
[00:09:57.000 --> 00:09:58.000]  两方面的意思,
[00:09:58.000 --> 00:10:00.000]  两方面的意思,
[00:10:00.000 --> 00:10:02.000]  就主耶稣那方面来讲,
[00:10:02.000 --> 00:10:04.000]  就主耶稣那方面来讲,
[00:10:04.000 --> 00:10:11.000]  祭坛当时是预表主耶稣献上自己成全救恩,
[00:10:11.000 --> 00:10:16.000]  祭坛当时是预表主耶稣献上自己成全救恩,
[00:10:16.000 --> 00:10:17.000]  第二方面,
[00:10:17.000 --> 00:10:18.000]  第二方面,
[00:10:18.000 --> 00:10:20.000]  就我们这方面来讲,
[00:10:20.000 --> 00:10:21.000]  就我们这方面来讲,
[00:10:21.000 --> 00:10:23.000]  祭坛是什么地方呢?
[00:10:23.000 --> 00:10:24.000]  祭坛是什么地方呢?
[00:10:24.000 --> 00:10:27.000]  是我们献上自己的地方,
[00:10:27.000 --> 00:10:29.000]  是我们献上自己的地方,
[00:10:29.000 --> 00:10:32.000]  主为我们献上祂自己,
[00:10:32.000 --> 00:10:34.000]  主为我们献上祂自己,
[00:10:34.000 --> 00:10:35.000]  成全救恩,
[00:10:35.000 --> 00:10:36.000]  成全救恩,
[00:10:36.000 --> 00:10:39.000]  我们献上自己,
[00:10:39.000 --> 00:10:41.000]  我们献上自己,
[00:10:41.000 --> 00:10:42.000]  为主而活,
[00:10:42.000 --> 00:10:43.000]  为主而活,
[00:10:43.000 --> 00:10:45.000]  做一个向主奉献的人,
[00:10:45.000 --> 00:10:47.000]  做一个向主奉献的人,
[00:10:47.000 --> 00:10:48.000]  主的奉献,
[00:10:48.000 --> 00:10:49.000]  主的奉献,
[00:10:49.000 --> 00:10:51.000]  引起我们的奉献,
[00:10:51.000 --> 00:10:52.000]  引起我们的奉献,
[00:10:52.000 --> 00:10:55.000]  我们的奉献是回应主的奉献,
[00:10:55.000 --> 00:10:58.000]  我们的奉献是回应主的奉献,
[00:10:58.000 --> 00:11:02.000]  这两方面的意义合成祭坛的整个的意义,
[00:11:02.000 --> 00:11:06.000]  这两方面的意义合成祭坛整个的意义,
[00:11:06.000 --> 00:11:09.000]  在这里世人怎么样形容祭坛呢?
[00:11:09.000 --> 00:11:11.000]  在这里世人怎么样形容祭坛呢?
[00:11:11.000 --> 00:11:13.000]  很生动的话,
[00:11:13.000 --> 00:11:14.000]  很生动的话,
[00:11:14.000 --> 00:11:16.000]  很富有诗意的话,
[00:11:16.000 --> 00:11:17.000]  很富有诗意的话,
[00:11:17.000 --> 00:11:19.000]  也是富有灵意的话,
[00:11:19.000 --> 00:11:21.000]  也是富有灵意的话,
[00:11:21.000 --> 00:11:24.000]  麻雀为自己找着房屋,
[00:11:24.000 --> 00:11:26.000]  麻雀为自己找着房屋,
[00:11:26.000 --> 00:11:29.000]  燕子为自己找着爆竹之窝,
[00:11:29.000 --> 00:11:32.000]  燕子为自己找着普搓之窝,
[00:11:32.000 --> 00:11:34.000]  麻雀燕子,
[00:11:34.000 --> 00:11:36.000]  麻雀燕子,
[00:11:36.000 --> 00:11:39.000]  这两种的飞鸟到底是什么意思呢?
[00:11:39.000 --> 00:11:41.000]  这两种飞鸟到底是什么意思呢?
[00:11:41.000 --> 00:11:42.000]  这两种飞鸟到底是什么意思呢?
[00:11:42.000 --> 00:11:44.000]  世人心中所注意的是飞鸟吗?
[00:11:44.000 --> 00:11:45.000]  这两种飞鸟到底是什么意思呢?
[00:11:45.000 --> 00:11:46.000]  这两种飞鸟到底是什么意思呢?
[00:11:46.000 --> 00:11:47.000]  这两种飞鸟到底是什么意思呢?
[00:11:47.000 --> 00:11:48.000]  这两种飞鸟到底是什么意思呢?
[00:11:48.000 --> 00:11:49.000]  这两种飞鸟到底是什么意思呢?
[00:11:49.000 --> 00:11:50.000]  这两种飞鸟到底是什么意思呢?
[00:11:50.000 --> 00:11:51.000]  这两种飞鸟到底是什么意思呢?
[00:11:51.000 --> 00:11:52.000]  这两种飞鸟到底是什么意思呢?
[00:11:52.000 --> 00:11:53.000]  这两种飞鸟到底是什么意思呢?
[00:11:53.000 --> 00:12:16.000]  这两种飞鸟到底是什么意思呢?
[00:12:16.000 --> 00:12:36.000]  这两种飞鸟到底是什么意思呢?
[00:12:36.000 --> 00:13:04.000]  这两种飞鸟到底是什么意思呢?
[00:13:04.000 --> 00:13:07.000]  这两种飞鸟到底是什么意思呢?
[00:13:07.000 --> 00:13:08.000]  这两种飞鸟到底是什么意思呢?
[00:13:08.000 --> 00:13:09.000]  这两种飞鸟到底是什么意思呢?
[00:13:09.000 --> 00:13:10.000]  这两种飞鸟到底是什么意思呢?
[00:13:10.000 --> 00:13:11.000]  这两种飞鸟到底是什么意思呢?
[00:13:11.000 --> 00:13:12.000]  这两种飞鸟到底是什么意思呢?
[00:13:12.000 --> 00:13:13.000]  这两种飞鸟到底是什么意思呢?
[00:13:13.000 --> 00:13:14.000]  这两种飞鸟到底是什么意思呢?
[00:13:14.000 --> 00:13:15.000]  这两种飞鸟到底是什么意思呢?
[00:13:15.000 --> 00:13:16.000]  这两种飞鸟到底是什么意思呢?
[00:13:16.000 --> 00:13:17.000]  这两种飞鸟到底是什么意思呢?
[00:13:17.000 --> 00:13:18.000]  这两种飞鸟到底是什么意思呢?
[00:13:18.000 --> 00:13:19.000]  这两种飞鸟到底是什么意思呢?
[00:13:19.000 --> 00:13:45.000]  这两种飞鸟到底是什么意思呢?
[00:13:45.000 --> 00:14:14.000]  这两种飞鸟到底是什么意思呢?
[00:14:14.000 --> 00:14:27.000]  主耶稣在十字架上,被钉死的时候,祂的两只手是伸开的,好像在那里表示欢迎。
[00:14:27.000 --> 00:14:50.000]  所有的罪人,所有卑微的人,都可以来到十字架前,都可以来接受救恩。主耶稣说过,万人到我这里来的,我总不丢弃他。
[00:14:50.000 --> 00:15:09.000]  主又说,我若被举起来,就要吸引万人来归向我。今天晚上,在我们中间,是不是还有些朋友们未曾信主呢?
[00:15:09.000 --> 00:15:34.000]  主欢迎你到祂的面前来,在主的救恩中,有空处,是为了你。就我们奉献自己这个意义来讲,当我们奉献钱,会像麻雀、燕子一样飞来飞去。
[00:15:34.000 --> 00:16:01.000]  没有房屋,没有安生之处,在那里漂流着飞翔。但是现在呢?我们来到祭坛这里,把自己献上,立刻我们有了安居之所,
[00:16:01.000 --> 00:16:21.000]  有了安生立命的地方,我们就停止了俗灵的漂流。当一个基督徒还没有奉献的时候,他的灵性是漂流的,是个流浪者。
[00:16:21.000 --> 00:16:43.000]  他像以色列人从前在旷野一样漂流,他们漂流了四十年,是多么可惜!一个没有奉献的基督徒,他的灵性也是在漂流的状况之中,
[00:16:43.000 --> 00:17:07.000]  但是现在,来到祭坛这里,这个时候,情况改变了,他找到了安生立命的地方,他找到了俗灵的立场,他有一个立足点,有一个定位点,
[00:17:07.000 --> 00:17:30.000]  他现在站住了,站稳了,现在刚强了,现在他有方向了,他的人生有意义了,他不再在旷野里面,他进到迦南美地里面,这是奉献的作用,
[00:17:30.000 --> 00:17:53.000]  他在祭坛那里找到抱初之窝,抱初之窝就是生产的地方,一个人奉献自己的时候,他就开始了俗灵的结果子的生活,
[00:17:53.000 --> 00:18:13.000]  一个没有奉献的基督徒,不容易结果子,不容易有俗灵的生产,但是他一走上祭坛,他的人生开始改变,态度开始改变,
[00:18:13.000 --> 00:18:40.000]  现在他能够结出俗灵的美好的果子来,这是祭坛的作用,多么宝贵,在罗马书十二章,讲到侍奉,讲到侍奉以前,他先在第一节讲奉献,
[00:18:40.000 --> 00:18:59.000]  讲到奉献以后,才继续讲侍奉的道理,意思就是说,奉献是侍奉的基础,如果一个人还没有奉献,他不可能好好的侍奉,
[00:18:59.000 --> 00:19:18.000]  他不可能有果孝的侍奉,他不能够真正的侍奉,他必须先走上祭坛,然后才能够侍奉得好,所以祭坛是侍奉的基础。
[00:19:18.000 --> 00:19:37.000]  在格林多后书,第八章第二节,第一节,在那里提到马其顿的弟兄姊妹们非常好的光景,
[00:19:37.000 --> 00:19:58.000]  他们表现了金钱奉献的厚恩,保罗介绍他们所,保罗为他们做见证所,这些马其顿的弟兄姊妹们在极穷之间,是格外显出他们热血的厚恩,
[00:19:58.000 --> 00:20:12.000]  他们讲到这些马其顿的弟兄姊妹们在极穷之间,是他们的奉献的厚恩,为什么他们这样的金钱奉献呢?
[00:20:12.000 --> 00:20:36.000]  在第五节告诉我们,保罗说他们先将自己献给主,然后他们才有其他的奉献,他们先将心献上,他们先将生命献上,把整个的自己献上,
[00:20:36.000 --> 00:20:58.000]  因此他们才有金钱的奉献,他们有时间的奉献,有恩赐的奉献,有心血的奉献,各方面的奉献,这是马其顿的弟兄姊妹们给我们的榜样,
[00:20:58.000 --> 00:21:20.000]  先把自己献给主,然后就很自然的跟着有其他的奉献,如果一个人还没有献心,他还没有生命的奉献,你叫他有其他的奉献很困难,
[00:21:20.000 --> 00:21:43.000]  你要他献时间,献金钱,献恩赐,献心血,他不甘心去做,一定是勉勉强强的去做,但是奉献自己的生命以后,整个的情况就改变,
[00:21:43.000 --> 00:22:10.000]  所以我们在教会里面,要先建立祭坛,我们把祭坛建立在我们每一个人自己的教会里面,如果有人要开荒工作,要建立新的教会,要做治堂的工作,
[00:22:10.000 --> 00:22:35.000]  他就必须注意这一个步骤,就必须注意这个树林的战略,就必须先建立祭坛,带领新族的弟兄姊妹们,就带他们到奉献的地步,
[00:22:35.000 --> 00:23:03.000]  让他们了解奉献的真理,有的人心里想奉献的真理太高了,标准太难了,所以不敢讲奉献的道理,那是个很大的错误,如果一个教会里面没有奉献的信息,弟兄姊妹们就不会奉献生命,
[00:23:03.000 --> 00:23:25.000]  没有奉献生命,他们还是漂飞着麻雀燕子,他们还不会过奉献的生活,他们也不会侍奉主,所以这一个树林的先后的次序很重要,
[00:23:25.000 --> 00:23:47.000]  我们在旧约里面学了一个功课,在伊斯拉书,在伊斯拉记,第三章第二节,这里提到伊斯利亚人被掳归回本国以后,他们重建圣殿,
[00:23:47.000 --> 00:24:13.000]  他们建圣殿的时候是怎样的次序呢?在这一节告诉我们,伊斯拉记三章第二节,他们先建造祭坛,圣殿的其他的部分都没有建造之先,他们先建造祭坛,
[00:24:13.000 --> 00:24:36.000]  这是很值得我们注意的一件事,他们认为这是最重要的一件事,今天在我们教会的建造里面,我们树林的建造里面,第一步我们要建立祭坛,
[00:24:36.000 --> 00:24:52.000]  我们才能够建立一个好的教会,一个多有现身的弟兄姊妹的教会才是一个有力量的教会,一个多有紧身的现身的教会才是一个多有力量的教会,
[00:24:52.000 --> 00:25:09.000]  现身就是力量,那是教会真正的实力的所在,在旧约里面,祭坛的四个角上有四个像牛角一样的角,
[00:25:09.000 --> 00:25:25.000]  是这个祭坛的四角有六个,有四个好像鸟的爪,这个中文呢,两个都是角,在四个角上有四个角,
[00:25:25.000 --> 00:25:41.000]  在四个角上有四个角,在四个角落上有四个牛角,
[00:25:41.000 --> 00:25:57.000]  在四个角上有四个牛角,这个牛角在圣经里面代表能力,这个角是,牛角是代表能力,那就是说祭坛发出能力,
[00:25:57.000 --> 00:26:13.000]  一方面是救赎的能力,一方面是救赎的能力,基督在祭坛上流血,成全救恩,救恩永不失效,
[00:26:13.000 --> 00:26:30.000]  这个福音本是神的大能,要救一切相信的人,永远的能力,救人的能力,今天还是一样,
[00:26:30.000 --> 00:26:52.000]  同时在我们这方面讲,我们的奉献,也产生能力,一个奉献的人是一个有能力的人,他能够打美好的仗,能够为主做美好的工作,
[00:26:52.000 --> 00:27:06.000]  请注意,保罗说,你们要将身体献上,当作活祭,保罗不是单单说献心,保罗不是单单说献心,
[00:27:06.000 --> 00:27:26.000]  他是说把身体献上,身体代表四肢白体,四肢白体代表我们具体的生活,具体的生活,是具体的生活,
[00:27:26.000 --> 00:27:39.000]  我们要把具体的生活献上,我们要将具体的生活献上,有的人单单献心没有献身,结果成了感情主义,
[00:27:39.000 --> 00:27:53.000]  所以成为感情主义的化身,祭坛上有火但是没有祭物,祭坛上有两个不应该有的情形,
[00:27:53.000 --> 00:28:12.000]  第一个是有火没有祭物,第二个是有祭物没有火,有人在口里说奉献,在祷告里说奉献,但是这是感情的奉献,
[00:28:12.000 --> 00:28:29.000]  好像有火一样,但是没有具体的奉献行动,没有祭物,没有祭物,有火但是没有祭物,感情主义,是没有用的,
[00:28:29.000 --> 00:28:50.000]  另外一方面,有祭物,但是没有火,是冰冷的奉献,那样的奉献也不能满足主的心,保罗说,要心里火热,常常伏事主,
[00:28:50.000 --> 00:29:11.000]  心里火热是火,心里火热是火,常常伏事主是行动,想合在一起,就又有火又有祭物,所以保罗说,要献心要献身,
[00:29:11.000 --> 00:29:30.000]  想身体献上当作活祭,我在前几天提到尼西亚的作者潘德尔,尼西亚的神曲我们都听过,
[00:29:30.000 --> 00:29:51.000]  这位作曲家潘德尔,他作尼西亚的时候,一年二十三天,将自己关在一个房子里头,他没有出过门,他白天黑夜都在那里,
[00:29:51.000 --> 00:30:14.000]  有人把饭送给他吃,但是送饭的人常常发现他不吃饭,他整个的生命,整个的心灵,整个的思想,整个的感情,都投入在这个神曲里面,
[00:30:14.000 --> 00:30:27.000]  他自己说,在他写哈利路亚那个合唱的时候,他好像到了天门口,轻而听见天上的那个歌声,
[00:30:27.000 --> 00:30:49.000]  他就把这听见的写下来,所以他说,这是神赐给他的,不是他自己做的,我过去也提过,他写到主受苦的那一段的时候,
[00:30:49.000 --> 00:31:06.000]  他的眼泪滴在他的脖子上,他浮在那里哭,不能够再继续写,这是他整个的投入,完全的奉献,
[00:31:06.000 --> 00:31:24.000]  什么叫奉献?就是这样的没有保留的把整个的生命投入在神里面,凡是神所用的人,都有一种这样的精神,
[00:31:24.000 --> 00:31:42.000]  神要寻找完全奉献的人,找到以后,神的有能力的手要抓住他,好像当日神的手领导伊西洁一样,
[00:31:42.000 --> 00:32:03.000]  一个完全奉献的人,生灵要充满他,这个人就为神所用,和神所用,当慕迪先生被神大大使用的时候,
[00:32:03.000 --> 00:32:21.000]  有的人嫉妒他,批评他,他们说难道慕迪有神的专利权吗?慕迪听见这个话,他有什么反应呢?
[00:32:21.000 --> 00:32:45.000]  他说了一句话,非常宝贵,他说不是慕迪有神的专利权,是神对于慕迪有专利权,意思就是说我整个慕迪的生命都在神的手里,
[00:32:45.000 --> 00:32:59.000]  在美国的教育历史里面有一位,是神大大使用的,是爱德华约拿丹,Jonathan Edwards,
[00:32:59.000 --> 00:33:24.000]  他是耶鲁大学的创办人,他引起了新英格兰州的大复兴,今天新英格兰包括了六州在美国的东北部,
[00:33:24.000 --> 00:33:49.000]  他在奉献的时候这样说,神啊,我放弃我自己一切的权利,神啊,祢可以得到我一切的权利,意思就是说他再没有自己的要求,
[00:33:49.000 --> 00:34:08.000]  他放下了一切,他献上了一切,一切的权利都交给神,这就是奉献,我们对神说,神啊,我是一个没有自己权利的人,
[00:34:08.000 --> 00:34:29.000]  我把我所有的权利都交在祢手中,在祢的手中有关于我一切的权利,这样的一个人,神要充满他,神的能力要充满他,
