
[00:00:00.000 --> 00:00:02.740]  當我們讀《黑哥書》的時候
[00:05:08.000 --> 00:05:11.000]  那種安穩
[00:05:11.000 --> 00:05:15.000]  又或者他們心裏只是一心想尋求自己滿足
[00:05:15.000 --> 00:05:18.000]  現在有了自己的很舒適的房屋
[00:05:18.000 --> 00:05:20.000]  生活穩定了
[00:05:20.000 --> 00:05:24.000]  我也不需要怎樣去理會神的家的事情
[00:05:24.000 --> 00:05:27.000]  因為他們內心裏面不想去理會神的家
[00:05:27.000 --> 00:05:31.000]  所以就說時候未到
[00:05:31.000 --> 00:05:33.000]  然後接著神又再進一步
[00:05:33.000 --> 00:05:37.000]  去將他們內心的情況揭露出來
[00:05:37.000 --> 00:05:41.000]  大家再留意下第九節
[00:05:41.000 --> 00:05:43.000]  第九節
[00:05:43.000 --> 00:05:45.000]  聖經在中間說
[00:05:45.000 --> 00:05:47.000]  「萬君之夜和話說
[00:05:47.000 --> 00:05:50.000]  因為我的殿與荒廢
[00:05:50.000 --> 00:05:55.000]  你們各人卻為自己的房屋奔馳」
[00:05:55.000 --> 00:05:58.000]  神指的殿是荒廢了
[00:05:58.000 --> 00:06:04.000]  但是竟然你們自己只是為自己的事情奔馳
[00:06:04.000 --> 00:06:06.000]  這裏聖經所說的奔馳
[00:06:06.000 --> 00:06:11.000]  含有一個很忙碌、盡力負上的意思
[00:06:11.000 --> 00:06:14.000]  今天其實你和我也有經歷
[00:06:14.000 --> 00:06:19.000]  有些時候會不知不覺很忙於自己的工作
[00:06:19.000 --> 00:06:21.000]  為自己的事業發展
[00:06:21.000 --> 00:06:24.000]  為自己的家庭或者為自己的健康
[00:06:24.000 --> 00:06:26.000]  用盡我們的時間
[00:06:26.000 --> 00:06:30.000]  在奔跑、忙碌
[00:06:30.000 --> 00:06:32.000]  我記得很多年前
[00:06:32.000 --> 00:06:34.000]  有一次在英國
[00:06:34.000 --> 00:06:39.000]  接觸到一些在當地開餐館的華人
[00:06:39.000 --> 00:06:43.000]  其中有一個華人
[00:06:43.000 --> 00:06:46.000]  他發生一件事
[00:06:46.000 --> 00:06:47.000]  因為他的兒子
[00:06:47.000 --> 00:06:49.000]  少年的兒子
[00:06:49.000 --> 00:06:52.000]  自小很少有人理會他
[00:06:52.000 --> 00:06:55.000]  所以他和一班壞朋友聚在一起
[00:06:55.000 --> 00:06:57.000]  一些群黨
[00:06:57.000 --> 00:06:59.000]  後來在一些打鬥的活動裏
[00:06:59.000 --> 00:07:01.000]  當場死亡
[00:07:01.000 --> 00:07:05.000]  有記者來訪問一位爸爸
[00:07:05.000 --> 00:07:07.000]  訪問他的時候說
[00:07:07.000 --> 00:07:10.000]  為甚麼你的兒子會有這樣的事發生呢?
[00:07:10.000 --> 00:07:12.000]  這個爸爸就回答他
[00:07:12.000 --> 00:07:14.000]  他說沒有辦法了
[00:07:14.000 --> 00:07:15.000]  我們為口奔馳
[00:07:15.000 --> 00:07:18.000]  沒有時間理會他那麼多
[00:07:18.000 --> 00:07:21.000]  然後記者就問他
[00:07:21.000 --> 00:07:22.000]  你為口奔馳
[00:07:22.000 --> 00:07:24.000]  你為甚麼奔馳?
[00:07:24.000 --> 00:07:25.000]  他說沒有啊
[00:07:25.000 --> 00:07:26.000]  為了供養子女
[00:07:26.000 --> 00:07:29.000]  所以為口奔馳
[00:07:29.000 --> 00:07:32.000]  但是記者再追問
[00:07:32.000 --> 00:07:36.000]  他說你是為了供養子女
[00:07:36.000 --> 00:07:38.000]  而為口奔馳
[00:07:38.000 --> 00:07:43.000]  那究竟你是為了甚麼奔馳呢?
[00:07:43.000 --> 00:07:46.000]  大家明白他在問甚麼嗎?
[00:07:46.000 --> 00:07:48.000]  表面上好像是為了子女
[00:07:48.000 --> 00:07:50.000]  但其實是疏忽了子女
[00:07:50.000 --> 00:07:53.000]  究竟是否真的為了子女
[00:07:53.000 --> 00:07:55.000]  還是為了其他的緣故
[00:07:55.000 --> 00:07:59.000]  或者不明白自己在做甚麼
[00:07:59.000 --> 00:08:02.000]  當我聽到這件事的時候
[00:08:02.000 --> 00:08:04.000]  自然都會問
[00:08:04.000 --> 00:08:07.000]  究竟今天很多父母
[00:08:07.000 --> 00:08:09.000]  是否真的明白子女的需要
[00:08:09.000 --> 00:08:12.000]  以為供應了金錢物質
[00:08:12.000 --> 00:08:14.000]  但其實疏忽了
[00:08:14.000 --> 00:08:16.000]  真的關心他們
[00:08:16.000 --> 00:08:18.000]  或者再進一步說
[00:08:18.000 --> 00:08:19.000]  有些時候
[00:08:19.000 --> 00:08:22.000]  就算整個人忙碌照顧子女
[00:08:22.000 --> 00:08:24.000]  整個人都給自己的家庭
[00:08:24.000 --> 00:08:28.000]  是否真的對家庭是最好的
[00:08:28.000 --> 00:08:31.000]  或者是否像我們現在很多時候說
[00:08:31.000 --> 00:08:33.000]  我們變得很家庭中心
[00:08:33.000 --> 00:08:34.000]  不是自我中心
[00:08:34.000 --> 00:08:35.000]  是家庭中心
[00:08:35.000 --> 00:08:40.000]  因此就將很多事情的次序顛倒了
[00:08:40.000 --> 00:08:42.000]  我記得一位姐妹分享
[00:08:42.000 --> 00:08:44.000]  她自己過去
[00:08:44.000 --> 00:08:46.000]  當她孩子還小的時候
[00:08:46.000 --> 00:08:48.000]  沒錯她要放很多時間在家庭
[00:08:48.000 --> 00:08:51.000]  但是她看到孩子都大些少
[00:08:51.000 --> 00:08:53.000]  十幾歲
[00:08:53.000 --> 00:08:54.000]  她一直祈禱
[00:08:54.000 --> 00:08:56.000]  她很想能夠有機會
[00:08:56.000 --> 00:08:58.000]  參與一些宣教的服事
[00:08:58.000 --> 00:09:01.000]  所以她決心抽了一段時間
[00:09:01.000 --> 00:09:03.000]  去到一些宣教工場
[00:09:03.000 --> 00:09:05.000]  來參與一些服事
[00:09:05.000 --> 00:09:07.000]  當她離開之前
[00:09:07.000 --> 00:09:10.000]  她作為一些對家庭一些的安排
[00:09:10.000 --> 00:09:12.000]  她就放下了
[00:09:12.000 --> 00:09:14.000]  子女很不開心
[00:09:14.000 --> 00:09:15.000]  問媽媽為甚麼要離開
[00:09:15.000 --> 00:09:17.000]  不理我們
[00:09:17.000 --> 00:09:19.000]  媽媽說
[00:09:19.000 --> 00:09:22.000]  天父喜歡我這樣做
[00:09:22.000 --> 00:09:24.000]  孩子未必很明白
[00:09:24.000 --> 00:09:26.000]  但是她去了之後
[00:09:26.000 --> 00:09:29.000]  回來後都一直跟他們說她的經歷
[00:09:29.000 --> 00:09:31.000]  一年隔一年她又再去
[00:09:31.000 --> 00:09:34.000]  再去一年她又再去
[00:09:34.000 --> 00:09:36.000]  很多年每一次出的時候
[00:09:36.000 --> 00:09:38.000]  孩子包括先生都覺得好像很不明白
[00:09:38.000 --> 00:09:40.000]  為甚麼你又要離開
[00:09:40.000 --> 00:09:42.000]  但是直至到有一年
[00:09:42.000 --> 00:09:44.000]  當她女兒差不多十五六歲的時候
[00:09:44.000 --> 00:09:46.000]  有一次突然間
[00:09:46.000 --> 00:09:48.000]  當她計劃要去的時候
[00:09:48.000 --> 00:09:49.000]  她女兒跟她說
[00:09:49.000 --> 00:09:51.000]  媽媽我也想去
[00:09:51.000 --> 00:09:53.000]  我覺得很有意思
[00:09:53.000 --> 00:09:57.000]  可以關心一下
[00:09:57.000 --> 00:09:59.000]  那個地區裏面一些小孩子
[00:09:59.000 --> 00:10:02.000]  媽媽去到特別幫助一些小孩子
[00:10:02.000 --> 00:10:05.000]  然後媽媽很歡喜
[00:10:05.000 --> 00:10:08.000]  亦都安排申請讓她一起去
[00:10:08.000 --> 00:10:10.000]  很多年之後這個女兒
[00:10:10.000 --> 00:10:15.000]  後來一直投入關心宣教猜拳的事情
[00:10:15.000 --> 00:10:18.000]  是我知道亦都很為他們感恩
[00:10:18.000 --> 00:10:23.000]  沒錯這時候好像放低了一些家庭的需要
[00:10:23.000 --> 00:10:27.000]  但卻是留下一個很重要的生命的榜樣
[00:10:27.000 --> 00:10:30.000]  成為家庭的真正的祝福
[00:10:30.000 --> 00:10:32.000]  有太多時候我們以為
[00:10:32.000 --> 00:10:35.000]  當我們放下我們的力量去保護著
[00:10:35.000 --> 00:10:39.000]  無論自己的工作、身體、家庭的時候
[00:10:39.000 --> 00:10:42.000]  反而我們失去真正的好處
[00:10:42.000 --> 00:10:45.000]  聖經裏面一直勉勵我們的心
[00:10:45.000 --> 00:10:49.000]  你要先求神的國和祂的義
[00:10:49.000 --> 00:10:51.000]  然後主告訴我們知道
[00:10:51.000 --> 00:10:53.000]  你不要擔心
[00:10:53.000 --> 00:10:55.000]  你的需要神一定知道
[00:10:55.000 --> 00:10:59.000]  神亦都會為你預備一切的需要
[00:10:59.000 --> 00:11:01.000]  但祂盼望的就是
[00:11:01.000 --> 00:11:05.000]  你的心不會被其他事情奪取
[00:11:05.000 --> 00:11:07.000]  以致你能夠可以
[00:11:07.000 --> 00:11:10.000]  真的將你的心轉向神
[00:11:10.000 --> 00:11:13.000]  以祂為你所侍奉的主
[00:11:13.000 --> 00:11:15.000]  當你剛才讀聖經的時候
[00:11:15.000 --> 00:11:17.000]  你發覺聖經裏面提到
[00:11:17.000 --> 00:11:20.000]  他們說時候未到
[00:11:20.000 --> 00:11:21.000]  但在這個情況之下
[00:11:21.000 --> 00:11:23.000]  上帝就容許管教
[00:11:23.000 --> 00:11:25.000]  臨到以色列人
[00:11:25.000 --> 00:11:29.000]  所以你留心回看聖經裏面第五節
[00:11:29.000 --> 00:11:31.000]  聖經就提到
[00:11:31.000 --> 00:11:33.000]  你們這樣做
[00:11:33.000 --> 00:11:36.000]  你們要反省自己的行為
[00:11:36.000 --> 00:11:39.000]  留心你們所作的
[00:11:39.000 --> 00:11:40.000]  殺的眾多
[00:11:40.000 --> 00:11:42.000]  但收割的少
[00:11:42.000 --> 00:11:44.000]  你們可以吃
[00:11:44.000 --> 00:11:45.000]  但吃不飽
[00:11:45.000 --> 00:11:46.000]  可以喝
[00:11:46.000 --> 00:11:47.000]  但喝不足
[00:11:47.000 --> 00:11:49.000]  穿衣服
[00:11:49.000 --> 00:11:52.000]  但穿不暖
[00:11:52.000 --> 00:11:53.000]  賺到錢
[00:11:53.000 --> 00:11:56.000]  但不知為何消失了
[00:11:56.000 --> 00:11:58.000]  好像一個錢袋
[00:11:58.000 --> 00:11:59.000]  錢放進去
[00:11:59.000 --> 00:12:02.000]  不見了
[00:12:02.000 --> 00:12:03.000]  上帝告訴你們
[00:12:03.000 --> 00:12:04.000]  你們反思一下
[00:12:04.000 --> 00:12:07.000]  為何會有這樣的情況
[00:12:07.000 --> 00:12:08.000]  或者大家會想起
[00:12:08.000 --> 00:12:12.000]  聖經在16篇我們上次提及的經文
[00:12:12.000 --> 00:12:14.000]  16篇其中第四節說
[00:12:14.000 --> 00:12:19.000]  以別神代替耶和華的
[00:12:19.000 --> 00:12:22.000]  他們的甚麼
[00:12:22.000 --> 00:12:25.000]  受苦必加贈
[00:12:25.000 --> 00:12:27.000]  以別神代替神的
[00:12:27.000 --> 00:12:31.000]  以其他事物代替神在你心中的位置
[00:12:31.000 --> 00:12:36.000]  你一定會經歷了一些受苦
[00:12:36.000 --> 00:12:38.000]  經歷了虧損
[00:12:38.000 --> 00:12:40.000]  不一定是神要懲罰你
[00:12:40.000 --> 00:12:43.000]  你沒有將我放在你心中
[00:12:43.000 --> 00:12:46.000]  但當何時我們的生命
[00:12:46.000 --> 00:12:49.000]  轉離開恩典的泉源
[00:12:49.000 --> 00:12:51.000]  轉離開神自己
[00:12:51.000 --> 00:12:55.000]  你一定會經歷一些生命的虧損
[00:12:55.000 --> 00:12:59.000]  經歷生活上很多不同的受苦
[00:12:59.000 --> 00:13:03.000]  然後你發覺上帝呼籲我們去侍奉祂
[00:13:03.000 --> 00:13:05.000]  不是祂有甚麼缺乏
[00:13:05.000 --> 00:13:09.000]  有些時候我們以為神不夠人手
[00:13:09.000 --> 00:13:11.000]  要多些人幫祂
[00:13:11.000 --> 00:13:13.000]  不是
[00:13:13.000 --> 00:13:14.000]  是因為神知道
[00:13:14.000 --> 00:13:16.000]  唯有我們真是心領
[00:13:16.000 --> 00:13:18.000]  深處真實地侍奉祂
[00:13:18.000 --> 00:13:19.000]  跟隨祂
[00:13:19.000 --> 00:13:22.000]  我們才會得到一切的豐富
[00:13:22.000 --> 00:13:26.000]  因為唯有祂是恩典的泉源
[00:13:26.000 --> 00:13:29.000]  是生命真正的祝福
[00:13:29.000 --> 00:13:30.000]  這一點你發覺
[00:13:30.000 --> 00:13:31.000]  聖經一路提醒
[00:13:31.000 --> 00:13:32.000]  你們要留意
[00:13:32.000 --> 00:13:35.000]  你們要去真是反思
[00:13:35.000 --> 00:13:37.000]  為何有這樣的情況
[00:13:37.000 --> 00:13:40.000]  以至你的心可以轉回
[00:13:40.000 --> 00:13:43.000]  你可以來聽從神
[00:13:43.000 --> 00:13:46.000]  當先知發出這個提醒的時候
[00:13:46.000 --> 00:13:48.000]  百姓聽從了
[00:13:48.000 --> 00:13:50.000]  所以下面的第十二節
[00:13:50.000 --> 00:13:51.000]  你看到
[00:13:51.000 --> 00:13:55.000]  聖經就說到百姓聽從神的話
[00:13:55.000 --> 00:13:59.000]  他們就開始去建造聖殿
[00:13:59.000 --> 00:14:00.000]  在那個時候
[00:14:00.000 --> 00:14:02.000]  神就特別跟他們說一句話
[00:14:02.000 --> 00:14:06.000]  大家留心回十三節
[00:14:06.000 --> 00:14:07.000]  神一句話
[00:14:07.000 --> 00:14:10.000]  很清楚地跟百姓說
[00:14:10.000 --> 00:14:15.000]  他說:耶和華說:我與你們同在
[00:14:15.000 --> 00:14:18.000]  在人生的路上最重要的
[00:14:18.000 --> 00:14:21.000]  不是你有家財萬貫
[00:14:21.000 --> 00:14:24.000]  你有強健健身體
[00:14:24.000 --> 00:14:28.000]  甚至不是你有最好的家庭
[00:14:28.000 --> 00:14:31.000]  而是有神的同在
[00:14:31.000 --> 00:14:35.000]  因為人願意去聽從他
[00:14:35.000 --> 00:14:37.000]  就賜下他的同在
[00:14:37.000 --> 00:14:39.000]  然後聖經就說到
[00:14:39.000 --> 00:14:43.000]  神激發百姓來為他作供
[00:14:43.000 --> 00:14:45.000]  甚麼叫激發
[00:14:45.000 --> 00:14:47.000]  激發是人本來好像沒有一種
[00:14:47.000 --> 00:14:50.000]  內心的動力
[00:14:50.000 --> 00:14:51.000]  但是上帝的同在
[00:14:51.000 --> 00:14:53.000]  給人內心一種很自然
[00:14:53.000 --> 00:14:55.000]  很甘心的一種力量
[00:14:55.000 --> 00:14:57.000]  投入去服侍上帝
[00:14:57.000 --> 00:14:59.000]  不是無可奈何
[00:14:59.000 --> 00:15:01.000]  而是神在心中的激動
[00:15:01.000 --> 00:15:03.000]  那種幫助
[00:15:03.000 --> 00:15:04.000]  因此歸根究底
[00:15:04.000 --> 00:15:06.000]  你發覺不是你
[00:15:06.000 --> 00:15:08.000]  而是神在你心中給你的力量
[00:15:08.000 --> 00:15:11.000]  以致你能夠去服侍
[00:15:11.000 --> 00:15:12.000]  之前他們覺得
[00:15:12.000 --> 00:15:14.000]  甚麼時候
[00:15:14.000 --> 00:15:15.000]  沒有力量
[00:15:15.000 --> 00:15:17.000]  我們搞不定
[00:15:17.000 --> 00:15:18.000]  但是這個時候
[00:15:18.000 --> 00:15:20.000]  突然間他們發覺自己
[00:15:20.000 --> 00:15:22.000]  有一種內心的力量
[00:15:22.000 --> 00:15:24.000]  可以侍奉
[00:15:24.000 --> 00:15:26.000]  可以重新去見天
[00:15:26.000 --> 00:15:28.000]  弟兄姊妹
[00:15:28.000 --> 00:15:31.000]  順著神的心意而行
[00:15:31.000 --> 00:15:35.000]  是領受能力的根基
[00:15:35.000 --> 00:15:38.000]  能力從信服而來
[00:15:38.000 --> 00:15:41.000]  當你去聽從上帝的時候
[00:15:41.000 --> 00:15:43.000]  上帝給你有力量
[00:15:43.000 --> 00:15:46.000]  以致你可以去將自己人生的方向
[00:15:46.000 --> 00:15:47.000]  轉向上帝
[00:15:47.000 --> 00:15:49.000]  以致能夠得著
[00:15:49.000 --> 00:15:51.000]  神要給你的恩惠
[00:15:51.000 --> 00:15:53.000]  弟兄姊妹
[00:15:53.000 --> 00:15:55.000]  在你的人生裏面
[00:15:55.000 --> 00:15:57.000]  你嘗試問一個問題
[00:15:57.000 --> 00:15:59.000]  對我來說
[00:15:59.000 --> 00:16:03.000]  甚麼叫做建造神的典
[00:16:03.000 --> 00:16:06.000]  在神的家裏面
[00:16:06.000 --> 00:16:08.000]  有一些事情
[00:16:08.000 --> 00:16:10.000]  好像神將這個需要
[00:16:10.000 --> 00:16:12.000]  放在我心中
[00:16:12.000 --> 00:16:16.000]  好像是祂喜願我來去重建
[00:16:16.000 --> 00:16:18.000]  你要問這是甚麼
[00:16:18.000 --> 00:16:20.000]  然後你去向神祈禱
[00:16:20.000 --> 00:16:21.000]  神我願意
[00:16:21.000 --> 00:16:23.000]  來去聽從你的吩咐
[00:16:23.000 --> 00:16:26.000]  因此你去叩神的同在
[00:16:26.000 --> 00:16:30.000]  然後放膽投入在當中
[00:16:30.000 --> 00:16:33.000]  將自己的需要交託給神
[00:16:33.000 --> 00:16:36.000]  你會經歷神在你生命當中的工作
[00:16:36.000 --> 00:16:38.000]  亦都體會到自己
[00:16:38.000 --> 00:16:41.000]  心轉向上帝的時候
[00:16:41.000 --> 00:16:43.000]  那種是滿足的
[00:16:43.000 --> 00:16:46.000]  那種是侍奉主的生命
[00:16:46.000 --> 00:16:48.000]  柏格書
[00:16:48.000 --> 00:16:51.000]  我相信不是歷史上的事情
[00:16:51.000 --> 00:16:54.000]  而是今天上帝會不斷向人呼籲
[00:16:54.000 --> 00:16:56.000]  不斷勉勵我們
[00:16:56.000 --> 00:16:58.000]  時候到了
[00:16:58.000 --> 00:17:01.000]  去重建神的典
[00:17:01.000 --> 00:17:03.000]  時候到了
[00:17:03.000 --> 00:17:06.000]  你去侍奉上帝
[00:17:06.000 --> 00:17:08.000]  我們一起祈禱

