
[00:00:00.000 --> 00:00:02.880]  保羅新冠是否已經很出色呢?
[00:01:53.200 --> 00:01:55.920]  所以一位保羅新冠學者
[00:01:55.920 --> 00:01:58.720]  James Dunn 也是勞隆·戈默斯的老師
[00:01:58.720 --> 00:02:03.840]  他說似乎保羅不是在罵猶太人因行為清義
[00:02:03.840 --> 00:02:06.160]  他在罵那群猶太人的
[00:02:06.160 --> 00:02:09.200]  很強烈的國族主義民族主義
[00:02:09.200 --> 00:02:10.400]  為什麼呢?
[00:02:10.400 --> 00:02:14.000]  似乎他們當時覺得自己是自己的選民的時候
[00:02:14.000 --> 00:02:16.240]  他們對於一群愛邦人來說
[00:02:16.240 --> 00:02:18.800]  就覺得他們好像沒有自己那麼強
[00:02:18.800 --> 00:02:22.160]  沒有自己似乎和上帝的關係那麼好
[00:02:22.160 --> 00:02:23.760]  似乎保羅是說了這一點
[00:02:23.760 --> 00:02:26.720]  而這樣的國族主義民族主義思想
[00:02:26.720 --> 00:02:31.440]  正正影響到當時愛邦基督徒和猶太基督徒的關係
[00:02:31.440 --> 00:02:36.400]  而這種理解似乎是否還是適合的呢?
[00:02:36.400 --> 00:02:38.720]  如果當時的傳統觀點
[00:02:38.720 --> 00:02:43.520]  純粹是拿一些不究清義的神學字眼
[00:02:43.520 --> 00:02:45.200]  去讀入自己的處境
[00:02:45.200 --> 00:02:47.440]  例如當時馬丁路德讀入自己的處境
[00:02:47.440 --> 00:02:49.760]  這樣去理解他和天主教的關係的話
[00:02:49.760 --> 00:02:53.040]  保羅新冠就是很強烈地叫我們回到第一世紀
[00:02:53.040 --> 00:02:56.560]  然後去看當時的歷史和處境文化
[00:02:56.560 --> 00:03:03.120]  去理解當時的思想會否和保羅神學的發展有很大的關係
[00:03:03.120 --> 00:03:06.000]  但是今天的作者張嘉源
[00:03:06.000 --> 00:03:10.480]  其實他提倡了一個在舊觀和新觀之外的另一條道路
[00:03:10.480 --> 00:03:13.040]  那就是天啟保羅觀
[00:03:13.040 --> 00:03:17.840]  其實他引入了天啟保羅去華人世界
[00:03:17.840 --> 00:03:19.760]  也是一件非常嶄新的事
[00:03:19.760 --> 00:03:22.800]  我想華人世界可能都很少聽到這個詞語
[00:03:22.800 --> 00:03:26.800]  但是天啟保羅觀的學者其實是在說什麼呢?
[00:03:26.800 --> 00:03:31.120]  他就是在說無論是舊觀還是新觀都忽略了保羅神學
[00:03:31.120 --> 00:03:33.760]  產生過程裡面一個非常重要的元素
[00:03:33.760 --> 00:03:34.240]  是什麼呢?
[00:03:34.240 --> 00:03:37.360]  就是原來保羅在大馬式路上
[00:03:37.360 --> 00:03:42.080]  他和基督的那種相遇是一個非常重要的事件
[00:03:42.080 --> 00:03:47.280]  而這個事件正正影響到整個保羅之後去神學的建構
[00:03:47.280 --> 00:03:48.320]  發生什麼事呢?
[00:03:48.320 --> 00:03:52.800]  不是純粹是一種啟示性知道了多一點神秘知識那麼簡單
[00:03:52.800 --> 00:03:55.680]  或者是顛覆了某些思想那麼簡單的東西
[00:03:55.680 --> 00:03:58.320]  是當時在大馬式路上的經歷
[00:03:58.320 --> 00:04:01.120]  其實是好像一個特別的基督事件
[00:04:01.120 --> 00:04:03.680]  闖入了整個保羅的世界裡面
[00:04:03.680 --> 00:04:06.000]  他的生命被徹底的顛覆
[00:04:06.000 --> 00:04:11.520]  重點就是這個基督事件其實是影響到保羅
[00:04:11.520 --> 00:04:15.920]  他對於整個他之前自己以前所接受的整個宇宙觀
[00:04:15.920 --> 00:04:18.080]  世界觀是徹底崩潰了
[00:04:18.080 --> 00:04:19.840]  而保羅是不知道怎麼辦
[00:04:19.840 --> 00:04:21.040]  而保羅可以怎麼做呢?
[00:04:21.040 --> 00:04:26.160]  就是他理解到在猶太人裡面有一個天啟的元素
[00:04:26.160 --> 00:04:31.200]  他就嘗試用一個天啟的角度去理解自己究竟發生了什麼事
[00:04:31.200 --> 00:04:33.760]  而基督事件在大馬式路上的經歷
[00:04:33.760 --> 00:04:36.720]  對保羅來說就是正正是一個天啟的事件
[00:04:36.720 --> 00:04:39.520]  就是永恆的角度闖入了他的世界
[00:04:39.520 --> 00:04:42.080]  而扭轉了他整個思想價值
[00:04:42.080 --> 00:04:43.600]  而對於保羅來說
[00:04:43.600 --> 00:04:47.840]  他同樣認為這個天啟事件正正就是當時來說
[00:04:47.840 --> 00:04:49.440]  就發生了
[00:04:49.440 --> 00:04:51.840]  所以為什麼他在保羅書信裡面
[00:04:51.840 --> 00:04:53.600]  在保羅整個神學裡面
[00:04:53.600 --> 00:04:56.160]  你見到他可能會有一些很極端的思想
[00:04:56.160 --> 00:04:59.200]  或者一些很嶄新的思想
[00:04:59.200 --> 00:05:03.040]  就是說現在我們不再分男性和女性
[00:05:03.040 --> 00:05:06.400]  不再分自由人還是做奴隸
[00:05:06.400 --> 00:05:10.800]  不再分究竟你是什麼猶太人還是愛邦人
[00:05:10.800 --> 00:05:14.800]  而是在一個新的理解裡面
[00:05:14.800 --> 00:05:15.920]  新的category裡面
[00:05:15.920 --> 00:05:17.520]  我們都是耶穌基督
[00:05:17.520 --> 00:05:20.720]  我們都是他的子民等等
[00:05:20.720 --> 00:05:21.840]  或者保羅裡面
[00:05:21.840 --> 00:05:23.280]  你見到他在保羅書信裡面
[00:05:23.280 --> 00:05:25.680]  為什麼會有很多例如很強調
[00:05:25.680 --> 00:05:27.280]  上帝永恆的角度
[00:05:27.280 --> 00:05:30.960]  現在好像要闖入這個世界裡面
[00:05:30.960 --> 00:05:33.440]  去帶來一個嶄新的改變和影響
[00:05:33.440 --> 00:05:36.240]  或者他對於人性來說可能是很悲觀
[00:05:36.240 --> 00:05:39.280]  他覺得這個世界可能快要終末了
[00:05:39.280 --> 00:05:40.320]  而很強調的就是
[00:05:40.320 --> 00:05:42.880]  似乎上帝以一個永恆的角度
[00:05:42.880 --> 00:05:45.040]  現在去做一件新的事情
[00:05:45.040 --> 00:05:48.000]  很期待新的國度來臨的話
[00:05:48.000 --> 00:05:50.000]  我們明白其實保羅受到這種
[00:05:50.000 --> 00:05:53.280]  可能由猶太的天啟思想影響
[00:05:53.280 --> 00:05:55.040]  而加入這個基督事件
[00:05:55.040 --> 00:05:56.960]  兩者聯合在一起的時候
[00:05:56.960 --> 00:06:00.880]  就成為了保羅神學一個很嶄新的理解
[00:06:00.880 --> 00:06:04.080]  其實天啟保羅的這班學者
[00:06:04.080 --> 00:06:06.480]  正正就是這樣去理解保羅的書信
[00:06:06.480 --> 00:06:09.280]  就認為其實我們不只是拿一些
[00:06:09.280 --> 00:06:12.560]  清二、德救這些神學概念出來
[00:06:12.560 --> 00:06:13.760]  去講自己的東西
[00:06:13.760 --> 00:06:15.280]  這樣其實不是很準確
[00:06:15.280 --> 00:06:18.160]  也不只是純粹說我們進入第一世紀
[00:06:18.160 --> 00:06:20.720]  純粹是說保羅的神學可能
[00:06:20.720 --> 00:06:23.120]  純粹是反應當時的某些思想
[00:06:23.120 --> 00:06:25.280]  他不同意所以就這樣去理解
[00:06:25.280 --> 00:06:26.000]  也不是
[00:06:26.000 --> 00:06:27.840]  而是保羅的神學其實是一個
[00:06:27.840 --> 00:06:31.200]  在世界上、在歷史上很重要的事件
[00:06:31.200 --> 00:06:32.640]  這個就是基督事件
[00:06:32.640 --> 00:06:34.400]  而如何解讀這個基督事件呢
[00:06:34.400 --> 00:06:38.240]  正正就是透過猶太人當時所有的
[00:06:38.240 --> 00:06:40.240]  天啟文學的元素去解讀
[00:06:40.240 --> 00:06:42.400]  這個就是將家園這本書
[00:06:42.400 --> 00:06:45.440]  天啟保羅帶給我們一個很贊同的理解
[00:06:45.440 --> 00:06:47.040]  今日和大家分享到這裡
[00:06:47.040 --> 00:06:47.840]  多謝大家
[00:06:47.840 --> 00:06:58.560]  喜歡本影片的請訂閱魔人SAVI的頻道及按旁邊那個鈴鐺

