
[00:00:00.000 --> 00:00:04.080]  今天的題目是經歷神的二
[00:08:30.680 --> 00:08:32.320]  他就是聽話
[00:08:32.320 --> 00:08:33.440]  一看到
[00:08:33.440 --> 00:08:35.280]  他就立刻去
[00:08:35.280 --> 00:08:35.800]  聖經說
[00:08:35.800 --> 00:08:37.520]  他們隨即就坐船
[00:08:37.520 --> 00:08:39.120]  就從小亞細亞那裡
[00:08:39.120 --> 00:08:41.040]  就坐船過去歐洲
[00:08:41.040 --> 00:08:42.840]  去了第一個站
[00:08:42.840 --> 00:08:44.400]  然後聖經告訴我們
[00:08:44.400 --> 00:08:45.120]  去到菲律賓
[00:08:45.120 --> 00:08:47.280]  他都不知道自己在做什麼
[00:08:47.280 --> 00:08:47.920]  是吧?
[00:08:47.920 --> 00:08:50.120]  他就只是聽話而已
[00:08:50.120 --> 00:08:52.600]  去到的時候就按照他自己所知道的
[00:08:52.600 --> 00:08:54.640]  找回那些猶太人傳教
[00:08:54.640 --> 00:08:55.760]  打聽一下
[00:08:55.880 --> 00:08:59.440]  原來猶太人定期在河邊
[00:08:59.440 --> 00:09:00.440]  有祈禱會
[00:09:00.440 --> 00:09:03.000]  他們那裡連外邦的地方
[00:09:03.000 --> 00:09:04.840]  連會堂都沒有
[00:09:04.840 --> 00:09:05.880]  他們都有祈禱
[00:09:05.880 --> 00:09:08.280]  於是就去那裡向他們傳教
[00:09:08.280 --> 00:09:09.400]  那些人不肯相信
[00:09:09.400 --> 00:09:12.000]  猶太人當然不相信他們說的耶穌
[00:09:12.000 --> 00:09:13.640]  誰知道有幾個
[00:09:13.640 --> 00:09:14.640]  可能是看熱鬧
[00:09:14.640 --> 00:09:16.040]  或者聽到有興趣的
[00:09:16.040 --> 00:09:18.160]  有些是好奇的
[00:09:18.160 --> 00:09:19.440]  有些羅馬人
[00:09:19.440 --> 00:09:20.000]  希臘人
[00:09:20.000 --> 00:09:22.040]  有幾個這些外邦人
[00:09:22.040 --> 00:09:23.240]  就走過來聽
[00:09:23.240 --> 00:09:25.320]  誰知道他們信了
[00:09:25.320 --> 00:09:25.920]  是吧?
[00:09:25.920 --> 00:09:27.280]  其中有一個
[00:09:27.280 --> 00:09:29.280]  叫做呂底亞的女人
[00:09:29.280 --> 00:09:31.440]  誰知道原來她是很有錢的
[00:09:31.440 --> 00:09:33.440]  因為她是做紫色布生意的
[00:09:33.440 --> 00:09:34.800]  大家知道紫色布
[00:09:34.800 --> 00:09:37.440]  當時來說只是讀史生意而已
[00:09:37.440 --> 00:09:39.840]  她幫皇室的衣服做東西
[00:09:39.840 --> 00:09:41.040]  所以她很有錢
[00:09:41.040 --> 00:09:42.800]  她信了之後很熱心
[00:09:42.800 --> 00:09:44.840]  你們哪裡可以傳教
[00:09:44.840 --> 00:09:46.120]  不用在河邊
[00:09:46.120 --> 00:09:47.120]  不如來我家吧
[00:09:47.120 --> 00:09:47.760]  於是
[00:09:47.760 --> 00:09:48.920]  有教堂
[00:09:48.920 --> 00:09:51.200]  有聚會地方堂祀
[00:09:51.200 --> 00:09:52.080]  不用錢
[00:09:52.080 --> 00:09:54.720]  於是他們繼續傳的時候
[00:09:54.720 --> 00:09:55.520]  聖經說
[00:09:55.520 --> 00:09:56.520]  有些時候
[00:09:56.520 --> 00:09:58.040]  所發生的事情就是
[00:09:58.040 --> 00:10:00.040]  順著人的情況
[00:10:00.040 --> 00:10:01.400]  他們再傳的時候
[00:10:01.400 --> 00:10:01.840]  怎麼樣?
[00:10:01.840 --> 00:10:03.320]  猶太人反對他們了
[00:10:03.320 --> 00:10:04.360]  當時來說
[00:10:04.360 --> 00:10:05.120]  很自然的
[00:10:05.120 --> 00:10:05.760]  這個
[00:10:05.760 --> 00:10:06.880]  就是
[00:10:06.880 --> 00:10:09.400]  猶太人不喜歡他們傳耶穌
[00:10:09.400 --> 00:10:11.280]  於是就打他們
[00:10:11.280 --> 00:10:13.080]  追他們搞得亂七八糟
[00:10:13.080 --> 00:10:14.680]  於是就告他們
[00:10:14.680 --> 00:10:16.400]  告上當地的
[00:10:16.400 --> 00:10:18.400]  這些羅馬的官
[00:10:18.400 --> 00:10:20.360]  羅馬官就不知道你們搞什麼
[00:10:20.360 --> 00:10:22.520]  於是抓了保羅
[00:10:22.520 --> 00:10:23.160]  是吧?
[00:10:23.160 --> 00:10:25.000]  於是就打了他一身
[00:10:25.000 --> 00:10:27.240]  關了他進監倉
[00:10:27.240 --> 00:10:28.320]  這個就是
[00:10:28.320 --> 00:10:29.480]  順其自然
[00:10:29.480 --> 00:10:32.360]  這個就是世界上的事情是會這樣發生的
[00:10:32.360 --> 00:10:33.600]  是吧?
[00:10:33.600 --> 00:10:35.760]  於是就鎖住他們
[00:10:35.760 --> 00:10:37.560]  但是神又介入了
[00:10:37.560 --> 00:10:38.360]  你看到了
[00:10:38.360 --> 00:10:39.960]  大能介入了
[00:10:39.960 --> 00:10:41.000]  鎖鏈斷了
[00:10:41.000 --> 00:10:41.960]  門開了
[00:10:41.960 --> 00:10:43.160]  於是
[00:10:43.160 --> 00:10:43.600]  哇!
[00:10:43.600 --> 00:10:44.920]  那個玉卒
[00:10:44.920 --> 00:10:46.200]  就害怕了
[00:10:46.200 --> 00:10:47.760]  因為他自己要負責
[00:10:47.760 --> 00:10:48.760]  於是想自殺
[00:10:48.760 --> 00:10:50.000]  保羅叫他不要自殺
[00:10:50.000 --> 00:10:51.000]  這個就是
[00:10:51.000 --> 00:10:52.800]  憑著他的愛
[00:10:52.800 --> 00:10:54.360]  然後其他囚犯
[00:10:54.360 --> 00:10:55.640]  保羅勸他們
[00:10:55.640 --> 00:10:57.000]  就算門開了
[00:10:57.000 --> 00:10:57.960]  你們也不要走
[00:10:57.960 --> 00:10:58.840]  這個呢
[00:10:58.840 --> 00:11:02.800]  這個你們要明白這個標準是怎麼樣的
[00:11:02.800 --> 00:11:04.760]  他就是因為這樣做的時候
[00:11:04.760 --> 00:11:07.440]  那個最高的當地的長官
[00:11:07.440 --> 00:11:08.080]  就說哇!
[00:11:08.080 --> 00:11:08.600]  很幸運
[00:11:08.600 --> 00:11:11.760]  如果他們放了囚犯走的時候
[00:11:11.760 --> 00:11:12.800]  他自己都不行
[00:11:12.800 --> 00:11:13.320]  是吧?
[00:11:13.320 --> 00:11:15.600]  於是就趕快跑來監獄裡面
[00:11:15.600 --> 00:11:17.240]  看看保羅是什麼人
[00:11:17.240 --> 00:11:17.840]  於是呢
[00:11:17.840 --> 00:11:18.680]  跟他談完之後
[00:11:18.680 --> 00:11:20.280]  發覺他們真是厲害
[00:11:20.280 --> 00:11:21.800]  說很感謝你們
[00:11:21.800 --> 00:11:25.480]  於是就給他一個正式的批准
[00:11:25.480 --> 00:11:26.120]  是吧?
[00:11:26.120 --> 00:11:29.280]  給他傳教
[00:11:29.280 --> 00:11:33.360]  還給他一個法定的地位傳教
[00:11:33.360 --> 00:11:34.960]  天時地利人和
[00:11:34.960 --> 00:11:36.160]  想都沒有想過
[00:11:36.160 --> 00:11:37.480]  就這樣走這條路的時候
[00:11:37.480 --> 00:11:39.760]  神不斷在適當的時候介入
[00:11:39.760 --> 00:11:40.760]  也有困難
[00:11:40.760 --> 00:11:42.200]  也有人的反對
[00:11:42.200 --> 00:11:43.000]  是吧?
[00:11:43.000 --> 00:11:46.800]  不過就完成了一個神大能的彰顯
[00:11:46.800 --> 00:11:48.120]  這個就是聖經裡面
[00:11:48.120 --> 00:11:49.720]  很多地方都是這樣
[00:11:49.720 --> 00:11:52.640]  你和我人生其實都可以是這樣的
[00:11:52.640 --> 00:11:53.920]  只要走下去的時候
[00:11:53.920 --> 00:11:55.720]  發覺神就這麼快出現了
[00:11:55.720 --> 00:11:59.000]  那你問為什麼神要這麼做呢?
[00:11:59.000 --> 00:12:01.400]  為什麼我們人生在聖經裡面
[00:12:01.400 --> 00:12:02.480]  究竟想告訴我們
[00:12:02.480 --> 00:12:05.560]  為什麼神要用這種不尋常的方式
[00:12:05.560 --> 00:12:07.160]  去介入我們的生命
[00:12:07.160 --> 00:12:10.000]  介入我們的遭遇呢?
[00:12:10.000 --> 00:12:12.200]  首先我們很清楚的
[00:12:12.200 --> 00:12:12.880]  第一
[00:12:12.880 --> 00:12:14.280]  不是因為神大能
[00:12:14.280 --> 00:12:16.240]  所以祂要表演給你看
[00:12:16.240 --> 00:12:18.160]  這是我們中國民間宗教裡面
[00:12:18.160 --> 00:12:19.080]  什麼神打的
[00:12:19.080 --> 00:12:20.440]  弄幾樣東西給你看
[00:12:20.440 --> 00:12:21.320]  嚇著你
[00:12:21.320 --> 00:12:22.120]  不是
[00:12:22.120 --> 00:12:23.920]  神當然是有大能
[00:12:23.920 --> 00:12:26.000]  不過祂不是無無為
[00:12:26.000 --> 00:12:28.600]  為了表演祂自己的厲害
[00:12:28.600 --> 00:12:30.120]  祂就在你人生裡面
[00:12:30.120 --> 00:12:31.360]  插手搞搞事情
[00:12:31.360 --> 00:12:32.280]  不會
[00:12:32.280 --> 00:12:33.120]  從頭到尾都不是
[00:12:33.120 --> 00:12:34.400]  當然是有理由的
[00:12:34.400 --> 00:12:36.080]  不是這麼無聊的
[00:12:36.080 --> 00:12:39.320]  第二就更加不是因為你和我
[00:12:39.320 --> 00:12:42.280]  信了一個超靈的力量
[00:12:42.280 --> 00:12:43.560]  所以我們一叫祂
[00:12:43.560 --> 00:12:44.280]  祂就幫我們
[00:12:44.280 --> 00:12:46.080]  這是觀音菩薩的看法
[00:12:46.080 --> 00:12:48.560]  也不是聖經神自己的做法
[00:12:48.560 --> 00:12:51.880]  神從來不會為了你和我個人的私慾
[00:12:51.880 --> 00:12:53.440]  於是就說
[00:12:53.440 --> 00:12:55.120]  現在我信神是大能
[00:12:55.120 --> 00:12:56.960]  所以就用超然的方法
[00:12:56.960 --> 00:12:57.760]  搞定祂
[00:12:57.760 --> 00:12:58.560]  我本來搞不定
[00:12:58.560 --> 00:13:00.320]  但是我很想得到這件事
[00:13:00.320 --> 00:13:01.720]  我很想做到這件事
[00:13:01.720 --> 00:13:03.560]  於是就求神給我大能
[00:13:03.560 --> 00:13:06.040]  聖經從來不會神這樣遷就你
[00:13:06.040 --> 00:13:08.080]  因為祂不是你的僕人
[00:13:08.080 --> 00:13:10.880]  而是你去跟從祂的路
[00:13:10.880 --> 00:13:12.880]  所以我們看到在聖經裡面
[00:13:12.880 --> 00:13:15.240]  神自己施行這個大能
[00:13:15.240 --> 00:13:17.280]  這麼尋常的力量
[00:13:17.280 --> 00:13:20.320]  最主要的就是一個東西
[00:13:20.320 --> 00:13:23.120]  祂要完成祂在這個世界上
[00:13:23.120 --> 00:13:24.560]  在你身上的計劃
[00:13:24.560 --> 00:13:30.400]  神要完成人身上或世界上的計劃
[00:13:30.400 --> 00:13:37.760]  那為什麼要不尋常地做出超然的事情呢?
[00:13:37.760 --> 00:13:41.280]  神一定要的
[00:13:41.280 --> 00:13:42.120]  為什麼呢?
[00:13:42.120 --> 00:13:44.120]  因為人有錯謀
[00:13:44.120 --> 00:13:46.520]  這個世界是不完美的
[00:13:46.520 --> 00:13:48.520]  而且有時候我們會搞錯的
[00:13:48.520 --> 00:13:51.080]  神要計劃繼續去的時候
[00:13:51.080 --> 00:13:52.280]  我們搞錯了的時候
[00:13:52.280 --> 00:13:55.000]  按照自然的結果
[00:13:55.000 --> 00:13:57.280]  我們就走歪了
[00:13:57.280 --> 00:14:00.480]  剛才我們舉的那個例子
[00:14:00.480 --> 00:14:01.960]  馬其頓的異象
[00:14:01.960 --> 00:14:02.960]  我們也說過
[00:14:02.960 --> 00:14:06.200]  甚至好像保羅這麼好
[00:14:06.200 --> 00:14:08.320]  這麼聽神話的人
[00:14:08.320 --> 00:14:09.760]  有時候他也會想錯
[00:14:09.760 --> 00:14:10.960]  因為他是人
[00:14:12.840 --> 00:14:17.600]  之前他一直留在小亞、聖亞向猶太人傳道
[00:14:17.600 --> 00:14:19.400]  對於保羅來說
[00:14:19.400 --> 00:14:20.720]  這是天經地義的
[00:14:20.720 --> 00:14:21.680]  我是猶太人
[00:14:21.680 --> 00:14:22.840]  那我就向猶太人傳道
[00:14:22.840 --> 00:14:23.560]  去哪裡呢?
[00:14:23.560 --> 00:14:25.400]  去猶太人的聚會地方
[00:14:25.400 --> 00:14:25.840]  去哪裡呢?
[00:14:25.840 --> 00:14:26.640]  回堂
[00:14:26.640 --> 00:14:29.240]  這個對於保羅來說是對的
[00:14:29.240 --> 00:14:31.880]  但是在神自己的計劃裡面
[00:14:31.880 --> 00:14:33.720]  如果以後他還是這麼做
[00:14:33.720 --> 00:14:36.200]  按照保羅自己的決定這麼做
[00:14:36.200 --> 00:14:37.920]  那福音就不會
[00:14:37.920 --> 00:14:39.920]  回看自己現在這二千年
[00:14:40.560 --> 00:14:43.520]  福音原來神的計劃是要向西邊去
[00:14:43.520 --> 00:14:45.520]  向歐洲傳過去的
[00:14:45.520 --> 00:14:48.200]  所以神就要制止他了
[00:14:48.200 --> 00:14:49.560]  聖經說得很有趣的
[00:14:49.560 --> 00:14:51.200]  如果你看聖經小郎子說
[00:14:51.200 --> 00:14:52.720]  保羅制止
[00:14:52.720 --> 00:14:57.640]  神制止保羅在小亞、聖亞傳道
[00:14:57.640 --> 00:14:59.440]  傳道也會被人制止的
[00:14:59.440 --> 00:15:00.440]  被神制止的
[00:15:00.440 --> 00:15:01.120]  會的
[00:15:01.120 --> 00:15:03.080]  所以我們發覺
[00:15:03.080 --> 00:15:04.360]  神會這麼做
[00:15:04.360 --> 00:15:06.160]  很不尋常地介入
[00:15:06.160 --> 00:15:07.920]  因為人有時候會走錯路
[00:15:07.920 --> 00:15:09.560]  有時候會漏了東西
[00:15:09.680 --> 00:15:11.040]  有時候會忘記了
[00:15:11.040 --> 00:15:12.640]  有時候會做錯事
[00:15:12.640 --> 00:15:14.080]  我們有時候也不想的
[00:15:14.080 --> 00:15:16.000]  這是比較消極的原因
[00:15:16.000 --> 00:15:19.120]  所以他要在我們的生命裡面
[00:15:19.120 --> 00:15:21.280]  做一些不尋常的事情
[00:15:21.280 --> 00:15:22.000]  要扭轉
[00:15:22.000 --> 00:15:22.520]  不然的話
[00:15:22.520 --> 00:15:23.520]  任由我們這樣去
[00:15:23.520 --> 00:15:25.360]  我們就一直走錯路
[00:15:25.360 --> 00:15:27.040]  當然還有一些比較嚴重的
[00:15:27.040 --> 00:15:28.240]  就是我們不聽話
[00:15:28.240 --> 00:15:29.760]  人不會不聽話的
[00:15:29.760 --> 00:15:31.560]  我們選擇不聽神的話
