
[00:00:00.000 --> 00:00:03.440]  我們訂閱節目很多時候都會熟悉幾節特別的經文
[00:01:38.080 --> 00:01:40.400]  經子第一節就這樣說
[00:01:40.400 --> 00:01:42.920]  「而我華的靈降在我身上
[00:01:42.920 --> 00:01:45.520]  而我華藉他的靈帶我出去
[00:01:45.520 --> 00:01:47.600]  將我放在平原中
[00:01:47.600 --> 00:01:49.960]  這平原遍滿骸骨
[00:01:49.960 --> 00:01:52.560]  但是我從骸骨的四周經過
[00:01:52.560 --> 00:01:54.520]  誰知在平原的骸骨
[00:01:54.520 --> 00:01:55.960]  骸骨甚多
[00:01:55.960 --> 00:01:58.920]  而且極其枯乾」
[00:01:58.920 --> 00:02:01.200]  當時以西傑先知神的靈
[00:02:01.200 --> 00:02:03.680]  帶領他去到一個平原的地方
[00:02:03.680 --> 00:02:07.400]  這個平原裡面有很多很多的骸骨
[00:02:07.400 --> 00:02:08.320]  聖經就提到說
[00:02:08.320 --> 00:02:13.240]  這個骸骨是遍滿著這個平原的
[00:02:13.240 --> 00:02:15.080]  一個很特別的意象
[00:02:15.080 --> 00:02:18.720]  顯現給以西傑知道和看見
[00:02:18.720 --> 00:02:20.440]  而他看見是很深刻的
[00:02:20.440 --> 00:02:24.160]  聖經就說他在骸骨的四周經過
[00:02:24.160 --> 00:02:26.760]  意味著在當中來來往往
[00:02:26.760 --> 00:02:30.800]  不斷來來往往走去看這個情況
[00:02:30.800 --> 00:02:31.880]  我想大家都會明白
[00:02:31.880 --> 00:02:34.760]  這裡的骸骨不是說有幾具屍體
[00:02:34.760 --> 00:02:36.600]  而是遍滿著
[00:02:36.600 --> 00:02:37.800]  後來你見到聖經說到
[00:02:37.800 --> 00:02:40.440]  他們成為了一大隊的軍隊
[00:02:40.440 --> 00:02:44.120]  就知道是無數的人的骸骨
[00:02:44.120 --> 00:02:45.840]  如果你想像你自己
[00:02:45.840 --> 00:02:48.680]  去到一個萬人塚
[00:02:48.680 --> 00:02:53.960]  一個很多人集體葬的地方
[00:02:53.960 --> 00:02:56.400]  裡面有很多的屍骨
[00:02:56.400 --> 00:02:59.760]  現在叫你在裡面到處走動
[00:02:59.760 --> 00:03:01.000]  你很小心
[00:03:01.000 --> 00:03:02.280]  踢幾隻腳
[00:03:02.280 --> 00:03:05.160]  很怕踩到那些骨頭
[00:03:05.160 --> 00:03:06.640]  發覺到處都有很多
[00:03:06.640 --> 00:03:08.440]  走到那邊又走到那邊又
[00:03:08.440 --> 00:03:12.120]  是一個怎樣的經歷
[00:03:12.120 --> 00:03:13.840]  當時以西傑就是這樣走
[00:03:13.840 --> 00:03:15.240]  到處去看
[00:03:15.240 --> 00:03:19.160]  在裡面覺得是一種很恐怖的處境
[00:03:19.160 --> 00:03:20.400]  但當時神就告訴他
[00:03:20.400 --> 00:03:22.520]  你到處去看
[00:03:22.520 --> 00:03:24.440]  而以西傑就發覺
[00:03:24.440 --> 00:03:27.720]  這些骸骨是極其枯乾的
[00:03:27.720 --> 00:03:29.760]  如果在一個戰場
[00:03:29.760 --> 00:03:32.320]  很多軍人喪生在那裡
[00:03:32.320 --> 00:03:34.320]  你會見到一些屍體
[00:03:34.320 --> 00:03:36.480]  但這裡見到的是甚麼?
[00:03:36.480 --> 00:03:38.360]  是骸骨來的
[00:03:38.360 --> 00:03:39.720]  這些屍體表示了
[00:03:39.720 --> 00:03:42.880]  是長時間已經被拋棄在那裡
[00:03:42.880 --> 00:03:46.360]  肉和皮都已經消化了
[00:03:46.360 --> 00:03:50.560]  是長期死亡的骸骨
[00:03:50.560 --> 00:03:51.680]  當時的觀念就是
[00:03:51.680 --> 00:03:55.720]  被神就坐的屍體是不被埋葬的
[00:03:55.720 --> 00:03:58.120]  因此是一個不單止悲哀
[00:03:58.120 --> 00:04:01.560]  而且被就坐的情景
[00:04:01.560 --> 00:04:02.720]  在這樣的情景下
[00:04:02.720 --> 00:04:05.360]  你發覺是否可以復活呢?
[00:04:05.360 --> 00:04:08.400]  然後聖經提到神問這個問題
[00:04:08.400 --> 00:04:09.680]  祂對我說
[00:04:09.680 --> 00:04:12.440]  人子也,這些骸骨能復活嗎?
[00:04:12.440 --> 00:04:15.360]  我說主耶穌說:你是知道的
[00:04:15.360 --> 00:04:18.400]  我相信以西傑很聰明地回答
[00:04:18.400 --> 00:04:21.760]  神呀,你知道的
[00:04:21.760 --> 00:04:25.120]  當然在人的心思裡應該是不可能的
[00:04:25.120 --> 00:04:26.120]  但對以西傑來說
[00:04:26.120 --> 00:04:29.640]  我相信他會相信神能夠做這件事情
[00:04:29.640 --> 00:04:31.840]  但實際內心的深處
[00:04:31.840 --> 00:04:34.080]  也未必真的能夠真心相信
[00:04:34.080 --> 00:04:35.560]  神能夠這樣做
[00:04:35.560 --> 00:04:36.960]  所以最好的辦法就是
[00:04:36.960 --> 00:04:40.040]  神呀,你知道的
[00:04:40.040 --> 00:04:41.600]  各位電影節目有些時候
[00:04:41.600 --> 00:04:44.520]  我猜神也是這樣問我們
[00:04:44.520 --> 00:04:48.840]  你相信骸骨能夠復活嗎?
[00:04:48.840 --> 00:04:51.040]  當你看到某位同事
[00:04:51.040 --> 00:04:53.160]  甚至你的家人
[00:04:53.160 --> 00:04:55.480]  你看到他們的表現的時候
[00:04:55.480 --> 00:04:59.800]  你就會想:我對他們徹底失望
[00:04:59.800 --> 00:05:02.520]  你會覺得是不可能改變的
[00:05:02.520 --> 00:05:06.680]  這個人、這件事情是不會轉變的
[00:05:06.680 --> 00:05:07.680]  但在那個時候
[00:05:07.680 --> 00:05:09.440]  可能神也會對你說
[00:05:09.440 --> 00:05:14.480]  人子呀,這些骸骨能復活嗎?
[00:05:14.480 --> 00:05:17.520]  我昨晚去到東涌宣道會
[00:05:17.520 --> 00:05:19.600]  有一個陪靈的聚會
[00:05:19.600 --> 00:05:21.080]  在當中
[00:05:21.080 --> 00:05:22.680]  東涌宣道會的電影姊妹
[00:05:22.680 --> 00:05:24.960]  寫了一本見證集
[00:05:24.960 --> 00:05:28.040]  將他們得救的見證寫在裡面
[00:05:28.040 --> 00:05:29.000]  其中有一個見證
[00:05:29.000 --> 00:05:31.120]  我看到的時候很深刻
[00:05:31.120 --> 00:05:34.160]  一位中年姊妹
[00:05:34.160 --> 00:05:36.640]  就講述她信主的經過
[00:05:36.640 --> 00:05:38.800]  她原本做的工作
[00:05:38.800 --> 00:05:40.600]  不知道大家能否猜想到
[00:05:40.600 --> 00:05:43.040]  是很特殊的工作
[00:05:43.040 --> 00:05:45.920]  她是做文迷的
[00:05:45.920 --> 00:05:48.160]  大家知道什麼是文迷嗎?
[00:05:48.160 --> 00:05:49.840]  是靈媒
[00:05:49.840 --> 00:05:51.800]  誰想找陰間的人聊天
[00:05:51.800 --> 00:05:53.760]  就找她
[00:05:53.760 --> 00:05:55.800]  她為什麼會做靈媒呢?
[00:05:55.800 --> 00:05:57.800]  在七十年代的時候
[00:05:57.800 --> 00:06:00.200]  她有一次跟朋友去廟拜神
[00:06:00.200 --> 00:06:02.480]  一出廟的時候打了大冷顫
[00:06:02.480 --> 00:06:04.840]  很不舒服,回家就病了
[00:06:04.840 --> 00:06:07.200]  一直病,病到面無人識
[00:06:07.200 --> 00:06:09.440]  看了十三個醫生
[00:06:09.440 --> 00:06:10.560]  眾西醫看遍
[00:06:10.560 --> 00:06:11.720]  醫不好她的病
[00:06:11.720 --> 00:06:14.120]  個個都不知道什麼原因
[00:06:14.120 --> 00:06:14.920]  有一個早上
[00:06:14.920 --> 00:06:19.080]  當她發現自己病得快死
[00:06:19.080 --> 00:06:21.200]  全身冒汗打冷顫
[00:06:21.200 --> 00:06:23.120]  她的朋友在旁邊
[00:06:23.120 --> 00:06:24.680]  突然間她就開口
[00:06:24.680 --> 00:06:26.520]  有一把很奇怪的聲音
[00:06:26.520 --> 00:06:27.760]  不是她的聲音
[00:06:27.760 --> 00:06:29.920]  就跟她朋友講
[00:06:29.920 --> 00:06:31.840]  這位女士叫陸嬸
[00:06:31.840 --> 00:06:33.640]  這把聲音就講
[00:06:33.640 --> 00:06:36.000]  如果你想陸嬸不用死
[00:06:36.000 --> 00:06:39.440]  叫她幫我做事吧
[00:06:39.440 --> 00:06:41.560]  他們知道發生什麼事情
[00:06:41.560 --> 00:06:44.120]  接著陸嬸就幫她做事
[00:06:44.120 --> 00:06:46.840]  從此之後成為了靈媒
[00:06:46.840 --> 00:06:50.640]  去接觸很多靈界陰間的事情
[00:06:50.640 --> 00:06:52.720]  這位陸嬸就覺得很辛苦
[00:06:52.720 --> 00:06:54.480]  她心力交瘁
[00:06:54.480 --> 00:06:56.000]  她很不想做
[00:06:56.000 --> 00:06:57.760]  但每次當她不做的時候
[00:06:57.760 --> 00:07:00.440]  她就敗大的重病
[00:07:00.440 --> 00:07:01.840]  全身浮腫
[00:07:01.840 --> 00:07:03.480]  她就不敢不做
[00:07:03.480 --> 00:07:06.080]  於是自己十幾年很痛苦
[00:07:06.080 --> 00:07:07.800]  但她繼續做
[00:07:07.800 --> 00:07:08.880]  後來她的女兒
[00:07:08.880 --> 00:07:10.600]  也有邪靈在她身上
[00:07:10.600 --> 00:07:11.920]  遇到很大的困擾
[00:07:11.920 --> 00:07:14.880]  整個家庭翻天覆地
[00:07:14.880 --> 00:07:16.640]  他們住在東涌
[00:07:16.640 --> 00:07:19.360]  有一次女兒見到東涌宣道會
[00:07:19.360 --> 00:07:20.960]  很想走進去
[00:07:20.960 --> 00:07:22.280]  但想走的時候
[00:07:22.280 --> 00:07:23.680]  就整個人頭暈
[00:07:23.680 --> 00:07:25.160]  完全走不動
[00:07:25.160 --> 00:07:27.120]  想走的時候好像很大的阻力
[00:07:27.120 --> 00:07:28.560]  不敢再走
[00:07:28.560 --> 00:07:30.240]  有一次她就勉強
[00:07:30.240 --> 00:07:31.040]  怎樣也好
[00:07:31.040 --> 00:07:32.680]  死都要走進去
[00:07:32.680 --> 00:07:34.520]  最後讓她走進教堂後
[00:07:34.520 --> 00:07:37.080]  就立刻躺在沙發上
[00:07:37.080 --> 00:07:41.440]  後來這位小姐信了耶穌
[00:07:41.440 --> 00:07:42.800]  她見到媽媽的情況
[00:07:42.800 --> 00:07:44.240]  沒有辦法幫助她
[00:07:44.240 --> 00:07:45.800]  2003年醫生發現
[00:07:45.800 --> 00:07:47.880]  她媽媽有心臟病
[00:07:47.880 --> 00:07:48.800]  進去檢查的時候
[00:07:48.800 --> 00:07:50.040]  醫生說對不起
[00:07:50.040 --> 00:07:51.240]  做不到手術
[00:07:51.240 --> 00:07:54.200]  因為你的血管太幼
[00:07:54.200 --> 00:07:55.560]  當時大家都發現
[00:07:55.560 --> 00:07:57.680]  她的病很嚴重
[00:07:57.680 --> 00:07:59.760]  醫生就要她簽紙
[00:07:59.760 --> 00:08:01.320]  要簽紙證明
[00:08:01.320 --> 00:08:03.320]  她是死於心臟病
[00:08:03.320 --> 00:08:08.160]  而不是死於沙士
[00:08:08.160 --> 00:08:09.200]  這位太太就說
[00:08:09.200 --> 00:08:11.880]  我還沒死
[00:08:11.880 --> 00:08:13.640]  這麼快就簽了紙
[00:08:13.640 --> 00:08:14.200]  她說不是
[00:08:14.200 --> 00:08:15.080]  不想別人誤會
[00:08:15.080 --> 00:08:17.000]  你是沙士死的
[00:08:17.000 --> 00:08:17.720]  大家知道當時
[00:08:17.720 --> 00:08:19.800]  大家都很害怕沙士的事情
[00:08:19.800 --> 00:08:22.160]  她就簽了紙
[00:08:22.160 --> 00:08:24.240]  大家都預備她會喪生
[00:08:24.240 --> 00:08:26.320]  也會醫不好
[00:08:26.320 --> 00:08:28.200]  這個時候她的女兒不放棄
[00:08:28.200 --> 00:08:29.320]  因為探不到媽媽
[00:08:29.320 --> 00:08:31.320]  大家知道當時不能進去探望
[00:08:31.320 --> 00:08:32.640]  就打電話給她
[00:08:32.640 --> 00:08:34.960]  媽媽你快點相信耶穌
[00:08:34.960 --> 00:08:37.960]  你知道誰能夠幫助你
[00:08:37.960 --> 00:08:39.240]  你知道誰是真神
[00:08:39.240 --> 00:08:41.240]  你知道的
[00:08:41.240 --> 00:08:42.320]  媽媽聽到這件事
[00:08:42.320 --> 00:08:44.240]  她的心軟化了
[00:08:44.240 --> 00:08:45.800]  然後這位女兒
[00:08:45.800 --> 00:08:47.400]  就請龍牧師
[00:08:47.400 --> 00:08:49.200]  我們東涌堂的牧師
[00:08:49.200 --> 00:08:53.200]  就和她在電話裡決戰
[00:08:53.200 --> 00:08:54.400]  當她決戰之後
[00:08:54.400 --> 00:08:56.840]  她感覺到一個很大的釋放
[00:08:56.840 --> 00:09:00.160]  整個生命一個很不同的情況
[00:09:00.160 --> 00:09:01.000]  很奇妙
[00:09:01.000 --> 00:09:03.120]  很短的時間之後
[00:09:03.120 --> 00:09:05.600]  出乎醫生的預料
[00:09:05.600 --> 00:09:09.600]  這位伯母就出院了
[00:09:09.600 --> 00:09:11.640]  我不知道她怎樣拿回那張生死的
[00:09:11.640 --> 00:09:13.760]  那張死亡證
[00:09:13.760 --> 00:09:15.760]  出來之後她就去教會
[00:09:15.760 --> 00:09:17.320]  去東涌宣道會
[00:09:17.320 --> 00:09:19.320]  坐輪椅進去
[00:09:19.320 --> 00:09:20.840]  但是她說第一次進去
[00:09:20.840 --> 00:09:22.160]  坐輪椅
[00:09:22.160 --> 00:09:23.360]  然後出來
[00:09:23.360 --> 00:09:26.680]  是走不出來的
[00:09:26.680 --> 00:09:28.240]  神很奇妙地釋放她
[00:09:28.240 --> 00:09:30.760]  將她身上的邪靈趕走
[00:09:30.760 --> 00:09:33.600]  後來她就受浸
[00:09:33.600 --> 00:09:34.160]  各位頂尖的朋友
[00:09:34.160 --> 00:09:36.040]  當我聽見這個見證的時候
[00:09:36.040 --> 00:09:38.080]  我心裡很感謝神
[00:09:38.080 --> 00:09:39.800]  我知道神的能力釋放了
[00:09:39.800 --> 00:09:43.560]  這個被惡魔捆綁多年的人
[00:09:43.560 --> 00:09:45.160]  今天不單他信主
[00:09:45.160 --> 00:09:46.680]  他的家人也信主
[00:09:46.680 --> 00:09:49.560]  整個家庭就歸向神
[00:09:49.560 --> 00:09:51.800]  神能夠成就奇妙的事情
[00:09:51.800 --> 00:09:53.560]  叫死人復活
[00:09:53.560 --> 00:09:58.040]  也叫文昧的能夠得著永生
[00:09:58.040 --> 00:09:59.880]  歸向主耶穌
[00:09:59.880 --> 00:10:01.120]  有些時候你看見自己
[00:10:01.120 --> 00:10:03.320]  可能你不單看見人有問題
[00:10:03.320 --> 00:10:05.120]  你甚至看見自己
[00:10:05.120 --> 00:10:08.160]  你可能對自己某些問題很失望
[00:10:08.160 --> 00:10:10.760]  為什麼我改不了
[00:10:10.760 --> 00:10:12.080]  為什麼我還是這樣
[00:10:12.080 --> 00:10:14.680]  順理而論耶穌還是這樣
[00:10:14.680 --> 00:10:16.080]  各位頂尖的姐妹
[00:10:16.080 --> 00:10:18.920]  繼續去信靠這位上帝
[00:10:18.920 --> 00:10:20.480]  尋求祂的能力
[00:10:20.480 --> 00:10:22.920]  改變更新你的生命
[00:10:22.920 --> 00:10:25.400]  主耶穌不單單在你信主的時候
[00:10:25.400 --> 00:10:27.240]  叫你重生
[00:10:27.240 --> 00:10:31.000]  祂要不斷不斷地更新你
[00:10:31.000 --> 00:10:34.000]  而聖經說到三十七章的事情
[00:10:34.000 --> 00:10:36.000]  不單止在歷史出現
[00:10:36.000 --> 00:10:36.920]  你會知道
[00:10:36.920 --> 00:10:39.360]  你會經歷在你的生命當中
[00:10:39.360 --> 00:10:41.560]  都會出現
[00:10:41.560 --> 00:10:43.640]  我們再看
[00:10:43.640 --> 00:10:44.680]  在經文裡面提到
[00:10:44.680 --> 00:10:45.720]  神告訴他們
[00:10:45.720 --> 00:10:47.080]  神沒有忘記
[00:10:47.080 --> 00:10:49.520]  他們是自己的子民
[00:10:49.520 --> 00:10:52.880]  因此在第四節就提以西傑
[00:10:52.880 --> 00:10:54.200]  祂又對我說
[00:10:54.200 --> 00:10:56.880]  你向這些骸骨發語言說
[00:10:56.880 --> 00:10:58.560]  敷乾的骸骨
[00:10:58.560 --> 00:11:01.720]  要聽耶和華的話
[00:11:01.720 --> 00:11:04.360]  大家覺得很奇怪嗎?
[00:11:04.360 --> 00:11:05.720]  叫你向人說話
[00:11:05.720 --> 00:11:06.880]  你覺得也好
[00:11:06.880 --> 00:11:08.360]  告訴他吧
[00:11:08.360 --> 00:11:11.160]  向哪些人說話?
[00:11:11.160 --> 00:11:13.400]  向骨頭說話
[00:11:13.400 --> 00:11:16.120]  如果你參加過安息禮拜
[00:11:16.120 --> 00:11:19.040]  在你前面有一副棺木
[00:11:19.040 --> 00:11:20.440]  我想你不會走過去
[00:11:20.440 --> 00:11:21.920]  喂 起來吧
[00:11:21.920 --> 00:11:24.160]  睡夠了
[00:11:24.160 --> 00:11:27.400]  你說什麼祂都不會聽到
[00:11:27.400 --> 00:11:29.320]  但是神就吩咐先知
[00:11:29.320 --> 00:11:33.720]  向著很多的骸骨說話
[00:11:33.720 --> 00:11:37.520]  原來一個生命好像死了一樣
[00:11:37.520 --> 00:11:39.960]  但是祂聽神的話
[00:11:39.960 --> 00:11:42.720]  是可以聽到的
[00:11:42.720 --> 00:11:43.600]  有些弟兄姐妹說
[00:11:43.600 --> 00:11:45.000]  我不敢向祂傳福音
[00:11:45.000 --> 00:11:47.360]  一說祂就罵我
[00:11:47.360 --> 00:11:50.080]  我記得在我早年在大學期間
[00:11:50.080 --> 00:11:52.600]  一位三年級的同學
[00:11:52.600 --> 00:11:54.200]  他很聰明
[00:11:54.200 --> 00:11:56.440]  他是很多學會的主席
[00:11:56.440 --> 00:11:57.400]  我們跟他聊天
[00:11:57.400 --> 00:12:00.360]  跟他說耶穌的福音事情的時候
[00:12:00.360 --> 00:12:02.000]  我們就會想著
[00:12:02.000 --> 00:12:03.720]  還是被他罵
[00:12:03.720 --> 00:12:07.040]  或者被他打到完全沒有聲音
[00:12:07.040 --> 00:12:09.640]  有些時候見到他也不敢說
[00:12:09.640 --> 00:12:12.520]  但慢慢我們嘗試跟他說
[00:12:12.520 --> 00:12:14.600]  但是在他畢業之後
[00:12:14.600 --> 00:12:16.600]  他信了耶穌
[00:12:16.600 --> 00:12:18.880]  當我聽見他信耶穌的消息的時候
[00:12:18.880 --> 00:12:20.560]  我心裡很感恩
[00:12:20.560 --> 00:12:22.200]  幸好當時我們沒有停止
[00:12:22.200 --> 00:12:24.760]  繼續向他傳福音
[00:12:24.760 --> 00:12:28.440]  神吩咐以西傑向骸骨發預言
[00:12:28.440 --> 00:12:30.320]  向他們說話
[00:12:30.320 --> 00:12:31.800]  接著第五節
[00:12:31.800 --> 00:12:35.880]  主耶和華對這些骸骨如此說
[00:12:35.880 --> 00:12:39.320]  「我必使氣息進入你們裡面
[00:12:39.320 --> 00:12:40.920]  你們就要活了
[00:12:40.920 --> 00:12:41.800]  我必及你們
[00:12:41.800 --> 00:12:43.720]  加上更使你們長育
[00:12:43.720 --> 00:12:45.000]  又將被遮蔽
[00:12:45.000 --> 00:12:47.360]  你們使氣息進入你們裡面
[00:12:47.360 --> 00:12:49.960]  你們就要活了」
[00:12:49.960 --> 00:12:53.080]  因此你們就知道我是耶和華
[00:12:53.080 --> 00:12:57.960]  知道是誰叫你能夠生命改變
[00:12:57.960 --> 00:13:00.120]  因此以西傑就聽話了
[00:13:00.120 --> 00:13:00.920]  第七節
[00:13:00.920 --> 00:13:03.440]  「於是我就遵命說預言
[00:13:03.440 --> 00:13:05.280]  在說完的時候
[00:13:05.280 --> 00:13:06.960]  奇蹟就出現」
[00:13:06.960 --> 00:13:09.160]  然後第八節最後
[00:13:09.160 --> 00:13:12.840]  「只是還沒有氣息」
[00:13:12.840 --> 00:13:17.160]  當時神就向他們發出這些說話
[00:13:17.160 --> 00:13:19.520]  這些生命開始轉變
[00:13:19.520 --> 00:13:21.160]  大家留心到聖經說到
[00:13:21.160 --> 00:13:25.160]  這些身體的形態開始重新出現
[00:13:25.160 --> 00:13:26.480]  有肉有皮
[00:13:26.480 --> 00:13:30.640]  開始一個成形的人樣出現
[00:13:30.640 --> 00:13:33.880]  你再看看下面第十一節
[00:13:33.880 --> 00:13:34.640]  「主對我說
[00:13:34.640 --> 00:13:35.200]  人子啊
[00:13:35.200 --> 00:13:37.760]  這些骸骨就是以色列的全家
[00:13:37.760 --> 00:13:40.800]  他們說我們的骨頭枯乾了
[00:13:40.800 --> 00:13:42.600]  我們的指望失去了
[00:13:42.600 --> 00:13:45.000]  我們滅絕正盡了」
[00:13:45.000 --> 00:13:48.560]  當時以西傑向哪些人說這些話
[00:13:48.560 --> 00:13:52.160]  當時是向一些被擄到巴比倫的猶太人
[00:13:52.160 --> 00:13:54.360]  他們已經亡國了
[00:13:54.360 --> 00:13:56.000]  他們覺得自己沒有希望
[00:13:56.000 --> 00:13:57.360]  絕望了
[00:13:57.360 --> 00:13:58.840]  因此就聽見說
[00:13:58.840 --> 00:13:59.800]  我們以色列人
[00:13:59.800 --> 00:14:01.480]  我們骨頭枯乾了
[00:14:01.480 --> 00:14:03.440]  我們沒有指望了
[00:14:03.440 --> 00:14:05.000]  但是神怎樣說
[00:14:05.000 --> 00:14:06.360]  接著十二節
[00:14:06.360 --> 00:14:08.360]  「所以你要發預言對他們說
[00:14:08.360 --> 00:14:10.200]  主耶和華如此說
[00:14:10.200 --> 00:14:11.320]  我的民啊
[00:14:11.320 --> 00:14:13.400]  我必開你們的墳墓
[00:14:13.400 --> 00:14:15.160]  使你們從墳墓中出來
[00:14:15.160 --> 00:14:17.160]  進入以色列地
[00:14:17.160 --> 00:14:18.040]  我的民啊」
[00:14:18.040 --> 00:14:19.240]  重複地說
[00:14:19.240 --> 00:14:20.400]  「我開你們的墳墓
[00:14:20.400 --> 00:14:22.320]  使你們從墳墓中出來
[00:14:22.320 --> 00:14:25.360]  你們就知道我是耶和華」
[00:14:25.360 --> 00:14:26.640]  各位弟兄姊妹
[00:14:26.640 --> 00:14:28.160]  有些時候
[00:14:28.160 --> 00:14:29.680]  作為基督徒
[00:14:29.680 --> 00:14:32.560]  會體會到自己的軟弱
[00:14:32.560 --> 00:14:34.680]  覺得自己的問題
[00:14:34.680 --> 00:14:36.560]  神不會再理了
[00:14:36.560 --> 00:14:38.640]  多番多次地離開神
[00:14:38.640 --> 00:14:41.120]  神怎會還理我
[00:14:41.120 --> 00:14:41.960]  以色列人
[00:14:41.960 --> 00:14:43.280]  犯罪跌倒
[00:14:43.280 --> 00:14:45.000]  神讓管教臨到他們
[00:14:45.000 --> 00:14:48.040]  將他們擄去一個外邦
[00:14:48.040 --> 00:14:49.840]  他們覺得他們沒有指望
[00:14:49.840 --> 00:14:52.320]  絕望了
[00:14:52.320 --> 00:14:54.240]  因此神就告訴他們
[00:14:54.240 --> 00:14:56.200]  「我的民啊」
[00:14:56.200 --> 00:14:57.520]  神兩次說甚麼
[00:14:57.520 --> 00:14:58.520]  「我的民啊」
[00:14:58.520 --> 00:14:59.280]  神沒有忘記
[00:14:59.280 --> 00:15:01.560]  他們是神的子民
[00:15:01.560 --> 00:15:02.520]  祂告訴他們
[00:15:02.520 --> 00:15:06.160]  我要將你們從墳墓帶出來
[00:15:06.160 --> 00:15:07.960]  在一個不可能的情況下
[00:15:07.960 --> 00:15:09.360]  打開你們的墳墓
[00:15:09.360 --> 00:15:13.000]  叫你們從死人當中出來
[00:15:13.000 --> 00:15:13.920]  我很蒙福
[00:15:13.920 --> 00:15:15.320]  我自己有機會常常聽到
[00:15:15.320 --> 00:15:17.480]  弟兄姊妹信耶穌的經過
[00:15:17.480 --> 00:15:18.200]  受洗之後
[00:15:18.200 --> 00:15:20.800]  他們會跟我一起有聚會
[00:15:20.800 --> 00:15:22.800]  告訴我很多他們的經歷
[00:15:22.800 --> 00:15:25.120]  我聽過無數人
[00:15:25.120 --> 00:15:29.680]  他們曾經在以前信耶穌
[00:15:29.680 --> 00:15:31.960]  但後來離開了神
[00:15:31.960 --> 00:15:33.960]  然後神用很多奇妙的方法
[00:15:33.960 --> 00:15:36.240]  將他們帶回頭
[00:15:36.240 --> 00:15:39.600]  一位姐妹年紀很大
[00:15:39.600 --> 00:15:42.080]  在年老的時候信耶穌受洗
[00:15:42.080 --> 00:15:42.880]  她告訴我們
[00:15:42.880 --> 00:15:46.280]  她說她的父母是信主的
[00:15:46.280 --> 00:15:47.720]  她自小聽福音
[00:15:47.720 --> 00:15:49.400]  以前信耶穌
[00:15:49.400 --> 00:15:51.600]  長大後就不再信了
[00:15:51.600 --> 00:15:52.640]  很多年
[00:15:52.640 --> 00:15:54.800]  差不多年老的時候
[00:15:54.800 --> 00:15:56.000]  有一個下午
[00:15:56.000 --> 00:15:59.400]  突然聽到一位先生的消息
[00:15:59.400 --> 00:16:00.080]  有人打電話給他
[00:16:00.080 --> 00:16:00.800]  喂
[00:16:00.800 --> 00:16:02.840]  我們和你丈夫打麻將的時候
[00:16:02.840 --> 00:16:03.800]  突然他伏下來
[00:16:03.800 --> 00:16:05.840]  躺在麻將桌上
[00:16:05.840 --> 00:16:07.200]  不省人事
[00:16:07.200 --> 00:16:07.800]  不知道發生什麼事
[00:16:07.800 --> 00:16:08.520]  現在送進醫院
[00:16:08.520 --> 00:16:10.960]  你快點去吧
